Orthogroup	AENJA_ok	SCHMD
OG0005557	AENJA_18936	SCHMD05482
OG0005560	AENJA_19248	SCHMD09834, SCHMD09833
OG0005562	AENJA_19601	SCHMD14801, SCHMD19132
OG0005563	AENJA_19676	SCHMD12379
OG0005564	AENJA_19698	SCHMD20152, SCHMD14971
OG0005565	AENJA_19800	SCHMD16708, SCHMD23869
OG0005566	AENJA_19875	SCHMD17800
OG0005569	AENJA_20459	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087
OG0005570	AENJA_20636	SCHMD09421, SCHMD03639
OG0005571	AENJA_20675	SCHMD05698, SCHMD13032, SCHMD13028, SCHMD27663, SCHMD01354, SCHMD16695
OG0005572	AENJA_20678	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142
OG0005573	AENJA_20903	SCHMD02930
OG0005574	AENJA_21165	SCHMD12377
OG0005576	AENJA_21641	SCHMD07029
OG0005580	AENJA_21973	SCHMD13326
OG0005581	AENJA_22130	SCHMD04114
OG0005582	AENJA_22257	SCHMD14269
OG0005588	AENJA_22691	SCHMD14537
OG0005589	AENJA_22696	SCHMD00570
OG0005590	AENJA_22743	SCHMD15965
OG0005591	AENJA_22817	SCHMD02648, SCHMD02647
OG0005592	AENJA_22823	SCHMD29641, SCHMD06507
OG0005594	AENJA_22998	SCHMD01628
OG0005596	AENJA_23124	SCHMD05215
OG0005597	AENJA_23387	SCHMD15948, SCHMD15508
OG0005598	AENJA_23392	SCHMD28546, SCHMD03623
OG0005599	AENJA_23484	SCHMD02438
OG0005600	AENJA_23486	SCHMD16041
OG0005601	AENJA_23559	SCHMD00451
OG0005603	AENJA_23595	SCHMD21236, SCHMD25008
OG0005604	AENJA_23601, AENJA_23600	SCHMD13641, SCHMD16141
OG0005605	AENJA_23709	SCHMD17079
OG0005609	AENJA_24199	SCHMD10661, SCHMD10660
OG0005610	AENJA_24729	SCHMD05436, SCHMD09492
OG0005611	AENJA_24774	SCHMD22528, SCHMD19557
OG0005612	AENJA_24897	SCHMD03692
OG0005613	AENJA_24898	SCHMD01673
OG0005614	AENJA_24899	SCHMD23859
OG0005615	AENJA_25140	SCHMD24965, SCHMD20148
OG0005616	AENJA_25171	SCHMD20956
OG0005617	AENJA_25373	SCHMD04518
OG0005618	AENJA_25599	SCHMD19841
OG0005620	AENJA_25760	SCHMD00996
OG0005621	AENJA_25962	SCHMD08358, SCHMD08356, SCHMD08355
OG0005622	AENJA_25969	SCHMD09799
OG0005623	AENJA_26090	SCHMD04874
OG0005625	AENJA_26239	SCHMD01610
OG0005626	AENJA_26279	SCHMD07068
OG0005627	AENJA_26410	SCHMD08756
OG0005629	AENJA_26440	SCHMD09552
OG0005630	AENJA_26749	SCHMD01646
OG0005633	AENJA_26782	SCHMD07099
OG0005681	AENJA_00039, AENJA_26565	SCHMD11619
OG0005685	AENJA_00160	SCHMD11471
OG0005690	AENJA_00316	SCHMD02487
OG0005691	AENJA_00374	SCHMD26506
OG0005692	AENJA_00419	SCHMD02679
OG0005696	AENJA_00573	SCHMD00584
OG0005697	AENJA_01634, AENJA_00905	SCHMD05678
OG0005701	AENJA_00987	SCHMD02012
OG0005702	AENJA_01004	SCHMD14141
OG0005703	AENJA_01041	SCHMD17404
OG0005704	AENJA_01067	SCHMD11470
OG0005707	AENJA_01197	SCHMD05853
OG0005712	AENJA_01759	SCHMD07067
OG0005714	AENJA_02013	SCHMD01804
OG0005715	AENJA_02021	SCHMD12420, SCHMD17206
OG0005718	AENJA_02397	SCHMD10737
OG0005720	AENJA_02582	SCHMD22971
OG0005721	AENJA_02598	SCHMD19295, SCHMD23759, SCHMD06424
OG0005723	AENJA_02860	SCHMD06963
OG0005724	AENJA_02979	SCHMD16415, SCHMD22314
OG0005727	AENJA_03263	SCHMD10634, SCHMD08590
OG0005728	AENJA_03321	SCHMD03714
OG0005729	AENJA_03373	SCHMD24969
OG0005732	AENJA_03425	SCHMD17368, SCHMD29400, SCHMD29134
OG0005733	AENJA_03533, AENJA_24608	SCHMD03723
OG0005734	AENJA_03577	SCHMD02857
OG0005737	AENJA_18620, AENJA_04083	SCHMD03849
OG0005740	AENJA_04242	SCHMD24212, SCHMD05560
OG0005744	AENJA_04466, AENJA_23925	SCHMD03440, SCHMD17406
OG0005745	AENJA_04490	SCHMD00316, SCHMD12070
OG0005746	AENJA_04525	SCHMD18087
OG0005748	AENJA_04616	SCHMD10607
OG0005749	AENJA_04691	SCHMD01444, SCHMD00011
OG0005750	AENJA_04732	SCHMD13471, SCHMD16445
OG0005754	AENJA_05267	SCHMD05803
OG0005755	AENJA_05404	SCHMD12048
OG0005757	AENJA_05619	SCHMD07565
OG0005758	AENJA_05774	SCHMD02273
OG0005761	AENJA_06105	SCHMD17717
OG0005762	AENJA_06148	SCHMD02446
OG0005763	AENJA_06347	SCHMD07552
OG0005764	AENJA_06405	SCHMD24702
OG0005765	AENJA_06646	SCHMD18072, SCHMD07191
OG0005770	AENJA_07018	SCHMD08433, SCHMD15883
OG0005771	AENJA_07025	SCHMD04988
OG0005772	AENJA_07036	SCHMD05049
OG0005774	AENJA_07195	SCHMD08709
OG0005775	AENJA_07400	SCHMD29828
OG0005776	AENJA_07415, AENJA_09497	SCHMD03919
OG0005779	AENJA_22397, AENJA_07902	SCHMD09046
OG0005781	AENJA_08000	SCHMD12803, SCHMD19512, SCHMD12804
OG0005783	AENJA_08164	SCHMD10823
OG0005788	AENJA_08440	SCHMD17492
OG0005789	AENJA_08496	SCHMD07616, SCHMD07618
OG0005790	AENJA_08673	SCHMD05737, SCHMD05738
OG0005791	AENJA_08706	SCHMD25739
OG0005793	AENJA_08802	SCHMD01801
OG0005795	AENJA_08944	SCHMD13893
OG0005796	AENJA_09063	SCHMD07390
OG0005797	AENJA_09169	SCHMD07039
OG0005799	AENJA_09278	SCHMD10267
OG0005800	AENJA_09323	SCHMD00983
OG0005801	AENJA_09343	SCHMD02270
OG0005802	AENJA_09405	SCHMD00774
OG0005803	AENJA_09439	SCHMD20737
OG0005804	AENJA_09584	SCHMD08064, SCHMD11360
OG0005806	AENJA_09664	SCHMD15358
OG0005807	AENJA_09729	SCHMD05422
OG0005809	AENJA_10071, AENJA_18331	SCHMD00240
OG0005811	AENJA_10118	SCHMD09652
OG0005812	AENJA_10119	SCHMD11310
OG0005813	AENJA_10290	SCHMD26029, SCHMD16035, SCHMD18052
OG0005814	AENJA_22012, AENJA_10306	SCHMD01776
OG0005815	AENJA_10315	SCHMD14928, SCHMD17547
OG0005816	AENJA_10317	SCHMD28319
OG0005817	AENJA_10375	SCHMD05597, SCHMD01856
OG0005818	AENJA_10465	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815
OG0005823	AENJA_10752	SCHMD08649
OG0005824	AENJA_10964	SCHMD01009
OG0005828	AENJA_11255	SCHMD21164, SCHMD18882
OG0005829	AENJA_11289	SCHMD10491
OG0005831	AENJA_11339	SCHMD04560
OG0005835	AENJA_12042	SCHMD06972
OG0005836	AENJA_12074	SCHMD24405, SCHMD15794, SCHMD14431
OG0005837	AENJA_12096	SCHMD28753
OG0005840	AENJA_12314	SCHMD07247
OG0005842	AENJA_12408	SCHMD15622
OG0005843	AENJA_12497	SCHMD06491
OG0005845	AENJA_14043, AENJA_12673	SCHMD05449
OG0005847	AENJA_12923	SCHMD14907
OG0005848	AENJA_12933	SCHMD10194, SCHMD07261
OG0005849	AENJA_12988	SCHMD07252
OG0005850	AENJA_12991	SCHMD04093
OG0005851	AENJA_13020	SCHMD25831, SCHMD26851
OG0005852	AENJA_13123	SCHMD02557
OG0005853	AENJA_13254	SCHMD29663, SCHMD04997
OG0005854	AENJA_13288, AENJA_14689	SCHMD19253, SCHMD17372
OG0005856	AENJA_13377	SCHMD06135
OG0005858	AENJA_13515	SCHMD20485
OG0005860	AENJA_13676	SCHMD03591
OG0005863	AENJA_13758	SCHMD02497
OG0005864	AENJA_13906	SCHMD10925
OG0005865	AENJA_14069	SCHMD16590, SCHMD23703, SCHMD10054
OG0005866	AENJA_14163	SCHMD03734
OG0005869	AENJA_14469	SCHMD26507, SCHMD23591
OG0005870	AENJA_14501	SCHMD09476
OG0005871	AENJA_21214, AENJA_14547	SCHMD00778
OG0005874	AENJA_14913	SCHMD05420
OG0005875	AENJA_14993	SCHMD00264
OG0005876	AENJA_15097	SCHMD17997, SCHMD16591
OG0005877	AENJA_15390	SCHMD25314
OG0005880	AENJA_19973	SCHMD29444, SCHMD13249
OG0005880	AENJA_15552	SCHMD04126
OG0005882	AENJA_15767	SCHMD00272, SCHMD00273
OG0005883	AENJA_15775	SCHMD01141
OG0005886	AENJA_16124	SCHMD18383
OG0005887	AENJA_16413	SCHMD01687
OG0005888	AENJA_16421	SCHMD13482
OG0005889	AENJA_16715	SCHMD11972
OG0005890	AENJA_16817	SCHMD09184, SCHMD12140
OG0005891	AENJA_16932	SCHMD26926
OG0005892	AENJA_17176	SCHMD08931, SCHMD12929
OG0005895	AENJA_17367	SCHMD12191
OG0005897	AENJA_17702	SCHMD08042
OG0005899	AENJA_18115	SCHMD12882, SCHMD12880
OG0005900	AENJA_18119	SCHMD03686
OG0005903	AENJA_18309	SCHMD00050
OG0005909	AENJA_18683	SCHMD20781
OG0005910	AENJA_18837	SCHMD09520, SCHMD06408
OG0005913	AENJA_18975, AENJA_21892	SCHMD08000
OG0005918	AENJA_19697	SCHMD16076, SCHMD19461
OG0005919	AENJA_20070	SCHMD24140, SCHMD26763
OG0005921	AENJA_20303	SCHMD20283
OG0005922	AENJA_20511	SCHMD00392
OG0005923	AENJA_20557	SCHMD07170
OG0005924	AENJA_20629	SCHMD07545
OG0005926	AENJA_20822	SCHMD04836
OG0005928	AENJA_20891	SCHMD22733, SCHMD16359
OG0005929	AENJA_20893	SCHMD25481, SCHMD18026
OG0005930	AENJA_20933	SCHMD12780
OG0005932	AENJA_21195	SCHMD11131, SCHMD00511
OG0005933	AENJA_21408	SCHMD09471
OG0005935	AENJA_21938	SCHMD06109
OG0005936	AENJA_21972	SCHMD24148, SCHMD16917
OG0005937	AENJA_22276	SCHMD13453
OG0005939	AENJA_22470	SCHMD09857
OG0005940	AENJA_22657	SCHMD20079
OG0005942	AENJA_22877	SCHMD23166
OG0005946	AENJA_23033	SCHMD17764, SCHMD14112
OG0005947	AENJA_23047	SCHMD04554
OG0005948	AENJA_23221	SCHMD05630
OG0005949	AENJA_23232	SCHMD04688
OG0005950	AENJA_23330	SCHMD24842
OG0005952	AENJA_23383, AENJA_26242	SCHMD14057
OG0005955	AENJA_23541	SCHMD28997
OG0005956	AENJA_23662	SCHMD02817
OG0005959	AENJA_24127	SCHMD19013
OG0005963	AENJA_24444	SCHMD01826
OG0005965	AENJA_24829	SCHMD08437
OG0005966	AENJA_24862	SCHMD21323, SCHMD27755
OG0005967	AENJA_24863	SCHMD05472
OG0005969	AENJA_25218	SCHMD09557
OG0005970	AENJA_25251	SCHMD01213
OG0005971	AENJA_25411	SCHMD02682
OG0005973	AENJA_25486	SCHMD13962
OG0005974	AENJA_25677	SCHMD07776
OG0005977	AENJA_25803	SCHMD05711
OG0005978	AENJA_25870	SCHMD07295, SCHMD07297
OG0005979	AENJA_25990	SCHMD12835, SCHMD02124
OG0005982	AENJA_26388	SCHMD25871, SCHMD22233
OG0005984	AENJA_26630	SCHMD15039, SCHMD22394
OG0005986	AENJA_26777	SCHMD08044
OG0005987	AENJA_26832	SCHMD02142, SCHMD02141, SCHMD00944
OG0006062	AENJA_15436	SCHMD23812
OG0006062	AENJA_00551	SCHMD24107
OG0006063	AENJA_00605	SCHMD23310, SCHMD03030
OG0006064	AENJA_00650	SCHMD10442
OG0006066	AENJA_00700	SCHMD10156
OG0006069	AENJA_00843	SCHMD05080
OG0006070	AENJA_00972	SCHMD12482, SCHMD20456
OG0006074	AENJA_01259	SCHMD10253
OG0006075	AENJA_01270	SCHMD09391
OG0006079	AENJA_01432	SCHMD04495, SCHMD03358, SCHMD04497
OG0006081	AENJA_01461, AENJA_19612	SCHMD03767, SCHMD03768
OG0006083	AENJA_01529	SCHMD05588
OG0006084	AENJA_01643	SCHMD04050
OG0006085	AENJA_01649	SCHMD06820, SCHMD25134
OG0006087	AENJA_01889	SCHMD02837
OG0006094	AENJA_02642	SCHMD22247, SCHMD00777, SCHMD21575
OG0006095	AENJA_02769	SCHMD01933
OG0006097	AENJA_02941	SCHMD02082
OG0006098	AENJA_02992	SCHMD03761
OG0006099	AENJA_03036	SCHMD01333, SCHMD00446
OG0006100	AENJA_03050	SCHMD13497
OG0006101	AENJA_03058	SCHMD20998, SCHMD13053
OG0006102	AENJA_03107	SCHMD05671
OG0006104	AENJA_03385	SCHMD02621
OG0006106	AENJA_03554	SCHMD07924
OG0006108	AENJA_03797	SCHMD01135
OG0006111	AENJA_03939	SCHMD21835, SCHMD08002
OG0006112	AENJA_03953	SCHMD08098
OG0006113	AENJA_03955	SCHMD19939, SCHMD12223
OG0006115	AENJA_09142, AENJA_04130	SCHMD11076, SCHMD17247
OG0006116	AENJA_04216	SCHMD23071, SCHMD20841
OG0006118	AENJA_04258	SCHMD01132
OG0006119	AENJA_04315	SCHMD11970
OG0006120	AENJA_04316	SCHMD01574
OG0006121	AENJA_04319	SCHMD07418
OG0006122	AENJA_04504	SCHMD04954
OG0006123	AENJA_04576	SCHMD01986
OG0006124	AENJA_05000, AENJA_19597	SCHMD06412
OG0006125	AENJA_05020	SCHMD18618
OG0006127	AENJA_05400	SCHMD21305
OG0006128	AENJA_05402	SCHMD10897
OG0006129	AENJA_05595	SCHMD29479, SCHMD20406, SCHMD23249
OG0006134	AENJA_06166	SCHMD03678
OG0006136	AENJA_06518	SCHMD24287, SCHMD09864
OG0006137	AENJA_06532	SCHMD12111, SCHMD06962
OG0006141	AENJA_06732	SCHMD14525
OG0006144	AENJA_06817	SCHMD00428, SCHMD04861
OG0006145	AENJA_07241	SCHMD01605
OG0006146	AENJA_07422	SCHMD09246
OG0006148	AENJA_07759	SCHMD13560, SCHMD22230
OG0006152	AENJA_08046	SCHMD06866
OG0006153	AENJA_20634, AENJA_08225	SCHMD01641
OG0006155	AENJA_10680, AENJA_08285	SCHMD16795, SCHMD26962
OG0006156	AENJA_08334	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006158	AENJA_24154	SCHMD08900
OG0006159	AENJA_08791	SCHMD22266
OG0006160	AENJA_08921	SCHMD05454
OG0006163	AENJA_09049	SCHMD15384
OG0006164	AENJA_09092	SCHMD06001
OG0006165	AENJA_09096	SCHMD04333
OG0006167	AENJA_09166	SCHMD07995
OG0006168	AENJA_09279	SCHMD15829, SCHMD10612, SCHMD12485
OG0006169	AENJA_09311	SCHMD23567
OG0006171	AENJA_09363, AENJA_13246	SCHMD11398
OG0006177	AENJA_10258	SCHMD21293
OG0006180	AENJA_10861	SCHMD14399, SCHMD04884
OG0006181	AENJA_10967	SCHMD26424, SCHMD08051, SCHMD08084
OG0006183	AENJA_10999	SCHMD16780, SCHMD11899
OG0006184	AENJA_11002	SCHMD09309
OG0006185	AENJA_11023	SCHMD16220, SCHMD19381
OG0006186	AENJA_11147	SCHMD00394
OG0006187	AENJA_11209	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	AENJA_11273	SCHMD05423
OG0006189	AENJA_11334	SCHMD01559
OG0006191	AENJA_11447	SCHMD07313
OG0006192	AENJA_11677	SCHMD08338, SCHMD08339
OG0006199	AENJA_12139	SCHMD04415, SCHMD04413
OG0006202	AENJA_12367	SCHMD08868
OG0006204	AENJA_12686	SCHMD16863
OG0006205	AENJA_12688	SCHMD14314
OG0006208	AENJA_13009	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749
OG0006209	AENJA_23478, AENJA_13087	SCHMD08326, SCHMD23138
OG0006216	AENJA_13923	SCHMD09510
OG0006217	AENJA_14066	SCHMD21927, SCHMD16840
OG0006219	AENJA_14548	SCHMD06440
OG0006220	AENJA_14611	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006221	AENJA_14665	SCHMD00700
OG0006222	AENJA_25258	SCHMD18003, SCHMD26063, SCHMD27714, SCHMD25999
OG0006224	AENJA_15254	SCHMD00469
OG0006226	AENJA_15385	SCHMD17067, SCHMD16763
OG0006227	AENJA_15421	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	AENJA_15614	SCHMD17318, SCHMD23866
OG0006230	AENJA_15684	SCHMD02493
OG0006232	AENJA_15886	SCHMD02032
OG0006233	AENJA_15946	SCHMD06980
OG0006234	AENJA_16010	SCHMD13683, SCHMD14118
OG0006235	AENJA_16141	SCHMD04538
OG0006239	AENJA_16437	SCHMD01406
OG0006240	AENJA_16454	SCHMD29814
OG0006246	AENJA_17039	SCHMD00484
OG0006247	AENJA_17041	SCHMD22174
OG0006248	AENJA_17259	SCHMD12206, SCHMD10060
OG0006249	AENJA_17261	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	AENJA_17439	SCHMD16390
OG0006252	AENJA_17447	SCHMD16745, SCHMD16993
OG0006253	AENJA_17599	SCHMD09135
OG0006254	AENJA_17640	SCHMD04705, SCHMD29411
OG0006258	AENJA_17969	SCHMD05887
OG0006259	AENJA_18025	SCHMD06837
OG0006260	AENJA_18129	SCHMD09985, SCHMD17439
OG0006261	AENJA_18176, AENJA_20158	SCHMD24384
OG0006263	AENJA_18245	SCHMD00121
OG0006268	AENJA_18487, AENJA_18486	SCHMD06847
OG0006269	AENJA_18662	SCHMD04607
OG0006271	AENJA_18740	SCHMD07857
OG0006275	AENJA_19065	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	AENJA_19169	SCHMD24774
OG0006279	AENJA_19295	SCHMD04231
OG0006280	AENJA_19369	SCHMD15524, SCHMD19210
OG0006281	AENJA_19582, AENJA_19578	SCHMD02340
OG0006282	AENJA_19605, AENJA_20673	SCHMD08230
OG0006283	AENJA_19606	SCHMD06325
OG0006284	AENJA_19713	SCHMD20607, SCHMD19598
OG0006285	AENJA_19755	SCHMD01607, SCHMD01606
OG0006286	AENJA_19771	SCHMD01297, SCHMD01298
OG0006287	AENJA_19814	SCHMD02772
OG0006289	AENJA_19932	SCHMD08039
OG0006290	AENJA_20061	SCHMD00955
OG0006291	AENJA_20076	SCHMD09043
OG0006293	AENJA_20143	SCHMD16297
OG0006294	AENJA_20284	SCHMD15450, SCHMD16229
OG0006295	AENJA_20394	SCHMD02966
OG0006297	AENJA_20620	SCHMD09759
OG0006298	AENJA_20776	SCHMD01046, SCHMD24624
OG0006301	AENJA_20996, AENJA_20997	SCHMD09923
OG0006304	AENJA_22197, AENJA_21343	SCHMD06368
OG0006305	AENJA_21522	SCHMD12627
OG0006306	AENJA_21664	SCHMD12510, SCHMD15396
OG0006309	AENJA_21854	SCHMD24369, SCHMD08923
OG0006310	AENJA_21859	SCHMD12354
OG0006311	AENJA_21861	SCHMD23312
OG0006313	AENJA_21937	SCHMD09169
OG0006314	AENJA_22087	SCHMD08096
OG0006315	AENJA_22252	SCHMD05407
OG0006316	AENJA_22338	SCHMD26139, SCHMD20052
OG0006319	AENJA_22630	SCHMD10541, SCHMD13166
OG0006321	AENJA_22824	SCHMD08365
OG0006322	AENJA_22831	SCHMD10221
OG0006323	AENJA_22914	SCHMD04105
OG0006325	AENJA_22933	SCHMD16004
OG0006327	AENJA_22981	SCHMD15773
OG0006329	AENJA_23040	SCHMD08342
OG0006330	AENJA_23067	SCHMD08411
OG0006331	AENJA_23112	SCHMD09182, SCHMD12138
OG0006332	AENJA_23127	SCHMD14581
OG0006334	AENJA_23288	SCHMD05752, SCHMD05753
OG0006335	AENJA_23454	SCHMD11650, SCHMD08469
OG0006337	AENJA_23475	SCHMD11989
OG0006340	AENJA_23711	SCHMD19432
OG0006341	AENJA_23741, AENJA_25917	SCHMD05125
OG0006344	AENJA_23992	SCHMD21084, SCHMD09358
OG0006346	AENJA_24338	SCHMD01626
OG0006347	AENJA_24626	SCHMD07723
OG0006349	AENJA_25019	SCHMD05182
OG0006350	AENJA_25064	SCHMD09296
OG0006351	AENJA_25123	SCHMD06816
OG0006352	AENJA_25150	SCHMD07373
OG0006353	AENJA_25212	SCHMD10639
OG0006360	AENJA_25814	SCHMD08060
OG0006362	AENJA_25951	SCHMD03337
OG0006363	AENJA_26238	SCHMD19238
OG0006364	AENJA_26381	SCHMD06510, SCHMD06511
OG0006365	AENJA_26404	SCHMD14860
OG0006443	AENJA_00055	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	AENJA_00147	SCHMD18654
OG0006449	AENJA_00161	SCHMD06362
OG0006452	AENJA_00377	SCHMD23102, SCHMD15046
OG0006454	AENJA_00458	SCHMD07698, SCHMD07699
OG0006456	AENJA_18569, AENJA_00534	SCHMD11711, SCHMD17298, SCHMD12535
OG0006457	AENJA_00607, AENJA_13698	SCHMD16313
OG0006459	AENJA_00708	SCHMD21368
OG0006461	AENJA_00796	SCHMD19693, SCHMD11861
OG0006462	AENJA_00971	SCHMD07729
OG0006463	AENJA_00994	SCHMD07130
OG0006464	AENJA_01149	SCHMD12787, SCHMD19777
OG0006465	AENJA_01262	SCHMD28077, SCHMD07507
OG0006467	AENJA_05912	SCHMD04209
OG0006469	AENJA_01523	SCHMD02780
OG0006470	AENJA_01586	SCHMD16861
OG0006472	AENJA_01675	SCHMD23852, SCHMD12162
OG0006474	AENJA_01839	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	AENJA_02093	SCHMD12763
OG0006476	AENJA_02142	SCHMD29103, SCHMD25388
OG0006478	AENJA_02289	SCHMD01744
OG0006479	AENJA_02378	SCHMD20030
OG0006480	AENJA_02386	SCHMD01089, SCHMD15519, SCHMD24778, SCHMD01088
OG0006481	AENJA_02402	SCHMD02855
OG0006482	AENJA_19144, AENJA_02493	SCHMD06492
OG0006484	AENJA_08102	SCHMD20779, SCHMD21905, SCHMD18928
OG0006484	AENJA_02795, AENJA_02793, AENJA_08107, AENJA_08103, AENJA_08101	SCHMD26840, SCHMD17566, SCHMD19702, SCHMD29583, SCHMD24056
OG0006486	AENJA_02954	SCHMD12934, SCHMD02395
OG0006488	AENJA_03064	SCHMD29514, SCHMD21588
OG0006490	AENJA_03091	SCHMD00433
OG0006494	AENJA_03322	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967
OG0006501	AENJA_04172	SCHMD05406
OG0006503	AENJA_04398	SCHMD07908
OG0006504	AENJA_04416	SCHMD04702, SCHMD29580
OG0006505	AENJA_04476	SCHMD08554, SCHMD08796
OG0006507	AENJA_04788	SCHMD22063
OG0006509	AENJA_04936	SCHMD13705
OG0006510	AENJA_04994	SCHMD11921
OG0006511	AENJA_05001	SCHMD03048
OG0006512	AENJA_05769, AENJA_05293	SCHMD12217, SCHMD11205
OG0006514	AENJA_21274, AENJA_05458	SCHMD08264
OG0006515	AENJA_14152, AENJA_05502	SCHMD03249
OG0006517	AENJA_05578	SCHMD00950
OG0006518	AENJA_05643	SCHMD03959
OG0006519	AENJA_05867	SCHMD25528
OG0006520	AENJA_06121	SCHMD00155
OG0006521	AENJA_15463, AENJA_06715, AENJA_06375	SCHMD14196
OG0006523	AENJA_06540	SCHMD12246, SCHMD13301
OG0006525	AENJA_17669	SCHMD21904
OG0006526	AENJA_07051	SCHMD14233
OG0006527	AENJA_07056	SCHMD10447, SCHMD13054
OG0006528	AENJA_07246	SCHMD09670
OG0006531	AENJA_07691	SCHMD00423, SCHMD00419
OG0006532	AENJA_07693	SCHMD27245
OG0006533	AENJA_07742	SCHMD18625
OG0006536	AENJA_07956	SCHMD28548
OG0006537	AENJA_07985	SCHMD07012
OG0006538	AENJA_08050	SCHMD09434
OG0006540	AENJA_08316	SCHMD24252, SCHMD19265
OG0006542	AENJA_08392	SCHMD07956
OG0006543	AENJA_15795, AENJA_08614	SCHMD05909
OG0006544	AENJA_08630	SCHMD05488
OG0006545	AENJA_08841	SCHMD08819
OG0006546	AENJA_08937, AENJA_22524	SCHMD22666, SCHMD26503
OG0006547	AENJA_08999	SCHMD01454
OG0006549	AENJA_09178	SCHMD07432
OG0006550	AENJA_09213	SCHMD05608
OG0006552	AENJA_09303	SCHMD16090
OG0006553	AENJA_09463	SCHMD03817
OG0006554	AENJA_09668	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974
OG0006556	AENJA_09923	SCHMD10898, SCHMD08118
OG0006557	AENJA_09969, AENJA_09970	SCHMD15751
OG0006561	AENJA_10164	SCHMD07629
OG0006563	AENJA_10372	SCHMD08352
OG0006564	AENJA_10383	SCHMD15011
OG0006566	AENJA_10456	SCHMD10136, SCHMD13813
OG0006567	AENJA_10471, AENJA_14106	SCHMD25728, SCHMD21897
OG0006571	AENJA_10794	SCHMD00180, SCHMD27487
OG0006573	AENJA_11033	SCHMD10554
OG0006574	AENJA_11193	SCHMD18201
OG0006579	AENJA_11267	SCHMD11335, SCHMD14843
OG0006583	AENJA_26093, AENJA_16765, AENJA_12483	SCHMD08738
OG0006586	AENJA_12567	SCHMD14590
OG0006588	AENJA_12912	SCHMD29130
OG0006590	AENJA_12964	SCHMD02740
OG0006593	AENJA_13291	SCHMD08560
OG0006594	AENJA_13414	SCHMD00507
OG0006595	AENJA_13536	SCHMD08252
OG0006596	AENJA_13622	SCHMD05657
OG0006597	AENJA_13689	SCHMD04098
OG0006598	AENJA_13737	SCHMD23134
OG0006599	AENJA_13776	SCHMD28680
OG0006600	AENJA_13874	SCHMD12543, SCHMD20580
OG0006603	AENJA_14155	SCHMD13311, SCHMD24906
OG0006604	AENJA_14442	SCHMD12610
OG0006606	AENJA_14515	SCHMD11990
OG0006607	AENJA_14537	SCHMD00025
OG0006608	AENJA_14551	SCHMD21063
OG0006610	AENJA_14663	SCHMD10412
OG0006614	AENJA_14867	SCHMD05476
OG0006615	AENJA_14938	SCHMD02189
OG0006616	AENJA_14986	SCHMD12397
OG0006619	AENJA_15520	SCHMD14686
OG0006621	AENJA_15590	SCHMD06932
OG0006622	AENJA_15726	SCHMD16418, SCHMD16456
OG0006623	AENJA_15760	SCHMD00154
OG0006624	AENJA_15910	SCHMD28658, SCHMD27359
OG0006626	AENJA_15948	SCHMD05850
OG0006628	AENJA_16181	SCHMD10378
OG0006630	AENJA_16229	SCHMD02436
OG0006631	AENJA_16356	SCHMD24627, SCHMD24745
OG0006632	AENJA_16518	SCHMD11914, SCHMD18633
OG0006633	AENJA_16566	SCHMD06460
OG0006636	AENJA_16904	SCHMD09363
OG0006637	AENJA_16936	SCHMD17064, SCHMD26047
OG0006640	AENJA_17469, AENJA_17468	SCHMD09877
OG0006646	AENJA_18164	SCHMD10329
OG0006647	AENJA_18241	SCHMD12770, SCHMD12371
OG0006648	AENJA_18295	SCHMD13489, SCHMD23341
OG0006651	AENJA_18736	SCHMD07289, SCHMD06082
OG0006653	AENJA_18823	SCHMD04276, SCHMD04275
OG0006655	AENJA_18965	SCHMD00645
OG0006656	AENJA_19052	SCHMD15425
OG0006658	AENJA_19247	SCHMD07703, SCHMD19832
OG0006659	AENJA_19263	SCHMD06470, SCHMD00081, SCHMD27592, SCHMD16161, SCHMD29346, SCHMD03106, SCHMD00915
OG0006662	AENJA_19418	SCHMD11088, SCHMD02344
OG0006663	AENJA_19913	SCHMD05461
OG0006664	AENJA_20021	SCHMD01212
OG0006666	AENJA_20282	SCHMD00843
OG0006667	AENJA_20411	SCHMD02023
OG0006668	AENJA_20635	SCHMD00035
OG0006669	AENJA_20657	SCHMD15456
OG0006670	AENJA_20698	SCHMD06283
OG0006671	AENJA_20873, AENJA_23403, AENJA_23400	SCHMD02649
OG0006673	AENJA_21048	SCHMD11139, SCHMD01947
OG0006674	AENJA_21094	SCHMD28901
OG0006675	AENJA_21328	SCHMD10065, SCHMD21124
