Orthogroup	SCHMD	XENTR
OG0005431	SCHMD19048	XENTR10737
OG0005432	SCHMD12333, SCHMD11358	XENTR09444
OG0005433	SCHMD02774	XENTR08308, XENTR06429
OG0005434	SCHMD10947	XENTR16403
OG0005435	SCHMD14136	XENTR04202
OG0005436	SCHMD06865	XENTR12576
OG0005437	SCHMD23677, SCHMD26948	XENTR14536
OG0005439	SCHMD12556	XENTR07633
OG0005440	SCHMD22467, SCHMD20169	XENTR08105
OG0005442	SCHMD20068	XENTR02873
OG0005443	SCHMD02729, SCHMD02728	XENTR00196
OG0005444	SCHMD01490, SCHMD12620	XENTR14701, XENTR07462
OG0005445	SCHMD12973, SCHMD27880	XENTR11784
OG0005446	SCHMD03912, SCHMD04431	XENTR04102
OG0005448	SCHMD02156, SCHMD08498, SCHMD08499	XENTR08841
OG0005449	SCHMD27768, SCHMD25656, SCHMD14880, SCHMD28697	XENTR13721
OG0005450	SCHMD01978	XENTR14386
OG0005451	SCHMD18931	XENTR04508
OG0005452	SCHMD13827, SCHMD09318	XENTR13237
OG0005453	SCHMD04502	XENTR04996
OG0005454	SCHMD10968, SCHMD10969	XENTR08481
OG0005455	SCHMD16604	XENTR17289
OG0005460	SCHMD29125	XENTR11214
OG0005462	SCHMD23988, SCHMD09428	XENTR11426
OG0005464	SCHMD09632, SCHMD22634	XENTR18484, XENTR09198
OG0005465	SCHMD16366, SCHMD08907, SCHMD16365	XENTR12965
OG0005466	SCHMD10972	XENTR08557
OG0005468	SCHMD06356	XENTR04574
OG0005469	SCHMD25678	XENTR04592
OG0005470	SCHMD00405	XENTR09775, XENTR18624
OG0005471	SCHMD09088	XENTR07127
OG0005474	SCHMD08436	XENTR16274
OG0005475	SCHMD16923, SCHMD14366, SCHMD27066	XENTR17206
OG0005476	SCHMD22714, SCHMD28208	XENTR01349
OG0005477	SCHMD11327, SCHMD11326	XENTR08685
OG0005479	SCHMD12305	XENTR03720
OG0005481	SCHMD02765	XENTR00678
OG0005482	SCHMD03117	XENTR11679
OG0005483	SCHMD19171	XENTR09074
OG0005486	SCHMD06308, SCHMD07820	XENTR16007
OG0005487	SCHMD07720, SCHMD07721	XENTR05191
OG0005488	SCHMD00795	XENTR10293
OG0005489	SCHMD03018	XENTR13955
OG0005490	SCHMD06570	XENTR03389, XENTR04160
OG0005491	SCHMD02400, SCHMD01109	XENTR08326
OG0005493	SCHMD12670	XENTR09762
OG0005495	SCHMD07327	XENTR02645
OG0005499	SCHMD09102, SCHMD11466, SCHMD05063	XENTR06475
OG0005500	SCHMD03248, SCHMD03247	XENTR10023
OG0005502	SCHMD02196	XENTR09366
OG0005503	SCHMD18082, SCHMD10352	XENTR16936
OG0005504	SCHMD22943, SCHMD16672, SCHMD20938	XENTR14288
OG0005508	SCHMD24609	XENTR15696
OG0005514	SCHMD07379	XENTR06788
OG0005517	SCHMD04227	XENTR02145
OG0005520	SCHMD03910, SCHMD19272, SCHMD19544, SCHMD03909	XENTR02351
OG0005522	SCHMD10063	XENTR15616, XENTR15615
OG0005523	SCHMD26643, SCHMD21426	XENTR14765, XENTR04667, XENTR04666
OG0005524	SCHMD06781	XENTR12707
OG0005526	SCHMD06229	XENTR15635
OG0005527	SCHMD04109	XENTR17011
OG0005528	SCHMD02186	XENTR11632
OG0005529	SCHMD00457	XENTR17688
OG0005531	SCHMD03252	XENTR00728
OG0005533	SCHMD00593	XENTR13999
OG0005534	SCHMD12378	XENTR09252
OG0005536	SCHMD08816	XENTR06991
OG0005537	SCHMD12765	XENTR15998
OG0005538	SCHMD07816	XENTR14095
OG0005539	SCHMD05501, SCHMD05502	XENTR12052
OG0005542	SCHMD10197	XENTR14209
OG0005545	SCHMD09667	XENTR06846
OG0005546	SCHMD22923	XENTR13120, XENTR00983
OG0005554	SCHMD05734	XENTR05944
OG0005556	SCHMD10870, SCHMD18170	XENTR14514
OG0005560	SCHMD09834, SCHMD09833	XENTR15812, XENTR15811
OG0005562	SCHMD14801, SCHMD19132	XENTR02636
OG0005563	SCHMD12379	XENTR02726
OG0005564	SCHMD20152, SCHMD14971	XENTR17105, XENTR17106
OG0005565	SCHMD16708, SCHMD23869	XENTR12260
OG0005566	SCHMD17800	XENTR10299
OG0005569	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087	XENTR17293
OG0005570	SCHMD09421, SCHMD03639	XENTR08831
OG0005572	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142	XENTR07077
OG0005573	SCHMD02930	XENTR17288
OG0005574	SCHMD12377	XENTR02685
OG0005576	SCHMD07029, SCHMD07030	XENTR01506
OG0005580	SCHMD13326	XENTR00171
OG0005581	SCHMD04114	XENTR11345
OG0005582	SCHMD14269	XENTR10959
OG0005588	SCHMD14537	XENTR12384
OG0005589	SCHMD00570	XENTR05397
OG0005590	SCHMD15965	XENTR02733
OG0005592	SCHMD29641, SCHMD06507	XENTR06518
OG0005596	SCHMD05215	XENTR03669
OG0005597	SCHMD15948, SCHMD15508	XENTR02744
OG0005598	SCHMD28546, SCHMD03623	XENTR10064
OG0005599	SCHMD02438	XENTR07033
OG0005600	SCHMD16041	XENTR06836
OG0005601	SCHMD00451	XENTR09305
OG0005603	SCHMD19668, SCHMD21236, SCHMD25008	XENTR15261
OG0005604	SCHMD13641, SCHMD16141	XENTR10587
OG0005605	SCHMD17079	XENTR06732
OG0005609	SCHMD10661, SCHMD10660	XENTR05279
OG0005610	SCHMD05436, SCHMD09492	XENTR00719
OG0005611	SCHMD22528, SCHMD19557	XENTR11206, XENTR12709
OG0005612	SCHMD03692	XENTR11686
OG0005613	SCHMD01673	XENTR13054
OG0005615	SCHMD24965, SCHMD20148	XENTR19050
OG0005617	SCHMD04518	XENTR00367, XENTR04722
OG0005618	SCHMD19841	XENTR09196
OG0005620	SCHMD00996	XENTR02818, XENTR00745
OG0005621	SCHMD08358, SCHMD08356, SCHMD08355	XENTR15318
OG0005622	SCHMD09799	XENTR09076
OG0005623	SCHMD04874	XENTR00925
OG0005625	SCHMD01610	XENTR12463
OG0005626	SCHMD07068	XENTR04034
OG0005627	SCHMD08756	XENTR01364
OG0005629	SCHMD09552	XENTR11616
OG0005630	SCHMD01646	XENTR11734
OG0005633	SCHMD07099	XENTR13094
OG0005634	SCHMD20586	XENTR10458, XENTR10457
OG0005636	SCHMD28423	XENTR18772
OG0005636	SCHMD19328, SCHMD18481	XENTR09495, XENTR18731
OG0005637	SCHMD23112	XENTR01111, XENTR01112
OG0005639	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579	XENTR09590
OG0005642	SCHMD13411	XENTR07034
OG0005643	SCHMD13075	XENTR18786, XENTR13016
OG0005644	SCHMD04718	XENTR06539
OG0005649	SCHMD08195, SCHMD22964	XENTR14451, XENTR16243, XENTR16242
OG0005652	SCHMD16380, SCHMD06971	XENTR02555
OG0005656	SCHMD27371	XENTR15758
OG0005681	SCHMD11619	XENTR08432
OG0005690	SCHMD02487	XENTR19277
OG0005691	SCHMD26506	XENTR16381, XENTR01698, XENTR15709
OG0005696	SCHMD00584	XENTR00927
OG0005697	SCHMD05677	XENTR08801
OG0005702	SCHMD14141	XENTR05785
OG0005703	SCHMD17404	XENTR16414
OG0005707	SCHMD05853	XENTR13799
OG0005712	SCHMD07067	XENTR07393
OG0005714	SCHMD01804	XENTR15409
OG0005715	SCHMD12420, SCHMD17206	XENTR13785
OG0005718	SCHMD10737	XENTR10453
OG0005720	SCHMD22971	XENTR08037
OG0005721	SCHMD19295, SCHMD23759, SCHMD06424	XENTR01507
OG0005723	SCHMD06963	XENTR02798
OG0005724	SCHMD16415, SCHMD22314	XENTR08971
OG0005725	SCHMD15122, SCHMD20635	XENTR00954
OG0005727	SCHMD10634, SCHMD08590	XENTR06326
OG0005728	SCHMD03714	XENTR13816
OG0005729	SCHMD24969	XENTR17527, XENTR14626
OG0005732	SCHMD29400, SCHMD29134	XENTR01849
OG0005733	SCHMD03723	XENTR12818
OG0005734	SCHMD02857	XENTR16904
OG0005737	SCHMD03849	XENTR14241
OG0005744	SCHMD03440, SCHMD17406	XENTR14995
OG0005745	SCHMD12070	XENTR09132
OG0005746	SCHMD18087	XENTR14223
OG0005749	SCHMD01444, SCHMD00011	XENTR13666
OG0005750	SCHMD13471, SCHMD16445	XENTR13184
OG0005754	SCHMD05805, SCHMD05804	XENTR11178
OG0005758	SCHMD02273	XENTR03080
OG0005761	SCHMD17717	XENTR00801
OG0005762	SCHMD02446	XENTR09892
OG0005763	SCHMD07552	XENTR00558
OG0005764	SCHMD24702	XENTR11684
OG0005765	SCHMD18072, SCHMD07191	XENTR11840
OG0005770	SCHMD08433, SCHMD15883	XENTR07769
OG0005771	SCHMD04988	XENTR17752
OG0005774	SCHMD08709	XENTR06210
OG0005775	SCHMD29828	XENTR03909
OG0005776	SCHMD03919	XENTR14277, XENTR17148
OG0005779	SCHMD09046	XENTR01952
OG0005783	SCHMD10823	XENTR18413
OG0005788	SCHMD17492	XENTR18303
OG0005789	SCHMD07616, SCHMD07618	XENTR00490
OG0005790	SCHMD05737, SCHMD05738	XENTR09099
OG0005791	SCHMD25739	XENTR08286
OG0005793	SCHMD01801	XENTR12617
OG0005795	SCHMD13893	XENTR01918
OG0005796	SCHMD07390	XENTR01931
OG0005797	SCHMD07039	XENTR10908
OG0005799	SCHMD10266, SCHMD10268, SCHMD10267	XENTR11641
OG0005800	SCHMD00983	XENTR01754
OG0005801	SCHMD02270	XENTR11859
OG0005802	SCHMD00774	XENTR08427
OG0005803	SCHMD20737	XENTR17154
OG0005804	SCHMD08064, SCHMD11360	XENTR00653, XENTR00022
OG0005806	SCHMD15358	XENTR00795
OG0005807	SCHMD05422	XENTR12847
OG0005811	SCHMD09652	XENTR03035
OG0005812	SCHMD11310	XENTR15789
OG0005813	SCHMD26029, SCHMD16035, SCHMD18052	XENTR00797
OG0005814	SCHMD01776	XENTR04732, XENTR04731
OG0005815	SCHMD14928, SCHMD17547	XENTR06350
OG0005816	SCHMD28319	XENTR00536
OG0005817	SCHMD05597, SCHMD01856	XENTR13699
OG0005818	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815	XENTR10792
OG0005823	SCHMD08649	XENTR09463
OG0005824	SCHMD01009	XENTR08106
OG0005828	SCHMD21164, SCHMD18882	XENTR12512, XENTR12511
OG0005829	SCHMD10491	XENTR09175, XENTR09176
OG0005831	SCHMD04560	XENTR13713
OG0005835	SCHMD06972	XENTR13416
OG0005836	SCHMD24405, SCHMD15794, SCHMD14431	XENTR01905
OG0005837	SCHMD28753	XENTR12226
OG0005840	SCHMD07247	XENTR11551
OG0005842	SCHMD15622	XENTR02998
OG0005843	SCHMD06491	XENTR06586
OG0005845	SCHMD05449	XENTR09452
OG0005847	SCHMD14907	XENTR15396
OG0005848	SCHMD10194, SCHMD07261	XENTR01693
OG0005849	SCHMD07252	XENTR16028
OG0005850	SCHMD04093	XENTR09236
OG0005851	SCHMD25831, SCHMD26851	XENTR00048
OG0005852	SCHMD02557	XENTR02341
OG0005853	SCHMD29663, SCHMD04997	XENTR11690
OG0005856	SCHMD06135	XENTR09508, XENTR11365
OG0005858	SCHMD20485	XENTR01140
OG0005859	SCHMD09228	XENTR19125
OG0005860	SCHMD03591	XENTR17203
OG0005863	SCHMD02497	XENTR16855
OG0005864	SCHMD10925	XENTR01946
OG0005865	SCHMD16590, SCHMD23703, SCHMD10054	XENTR18360
OG0005866	SCHMD03734	XENTR14392
OG0005869	SCHMD26507, SCHMD23591	XENTR02475
OG0005870	SCHMD09476	XENTR03986
OG0005874	SCHMD05420	XENTR12341
OG0005875	SCHMD00264	XENTR08470
OG0005876	SCHMD17997, SCHMD16591	XENTR11129
OG0005877	SCHMD25314	XENTR09830
OG0005880	SCHMD04126	XENTR06014
OG0005883	SCHMD01141	XENTR00821
OG0005886	SCHMD18383	XENTR11697
OG0005887	SCHMD01687	XENTR14900
OG0005888	SCHMD13482	XENTR04928
OG0005889	SCHMD11972	XENTR00662
OG0005890	SCHMD09184, SCHMD12140	XENTR17071
OG0005895	SCHMD12191	XENTR04951
OG0005897	SCHMD08042	XENTR08676, XENTR08677
OG0005899	SCHMD12880	XENTR04251
OG0005900	SCHMD03686	XENTR00304
OG0005901	SCHMD15462	XENTR00489
OG0005903	SCHMD00050	XENTR08468
OG0005909	SCHMD20781	XENTR14750
OG0005910	SCHMD09520, SCHMD06408	XENTR16642
OG0005913	SCHMD08000	XENTR01053, XENTR04373
OG0005917	SCHMD29553, SCHMD28782	XENTR16822
OG0005918	SCHMD16076, SCHMD19461	XENTR03925
OG0005919	SCHMD24140, SCHMD26763	XENTR00097, XENTR00096
OG0005921	SCHMD20283	XENTR00634
OG0005922	SCHMD00392	XENTR19143
OG0005923	SCHMD07170	XENTR16075
OG0005924	SCHMD07545	XENTR10424
OG0005926	SCHMD04836	XENTR04964
OG0005927	SCHMD05874	XENTR00112
OG0005928	SCHMD22733, SCHMD16359	XENTR10650
OG0005929	SCHMD10353, SCHMD25481, SCHMD18026	XENTR12228
OG0005930	SCHMD12780	XENTR14085
OG0005932	SCHMD11131, SCHMD00511	XENTR00959
OG0005933	SCHMD09471	XENTR12800
OG0005936	SCHMD24148, SCHMD16917	XENTR08342
OG0005937	SCHMD13453	XENTR01329
OG0005939	SCHMD09857	XENTR08339
OG0005940	SCHMD20079	XENTR13085
OG0005942	SCHMD23166	XENTR04947
OG0005946	SCHMD17764, SCHMD14112	XENTR06821
OG0005947	SCHMD04554	XENTR09350
OG0005948	SCHMD05630	XENTR17664
OG0005949	SCHMD04688	XENTR12509
OG0005952	SCHMD14057	XENTR01948
OG0005955	SCHMD28997	XENTR02212
OG0005956	SCHMD02817	XENTR09665
OG0005959	SCHMD19013	XENTR18932
OG0005965	SCHMD08437	XENTR11562
OG0005966	SCHMD21323, SCHMD27755	XENTR07355
OG0005967	SCHMD05472	XENTR04824
OG0005969	SCHMD09557	XENTR16955
OG0005970	SCHMD01213	XENTR04665
OG0005971	SCHMD02682	XENTR00136
OG0005974	SCHMD07776	XENTR04691
OG0005977	SCHMD05710, SCHMD05711	XENTR12877
OG0005978	SCHMD07295, SCHMD07297	XENTR14183
OG0005982	SCHMD25871, SCHMD22233	XENTR04745
OG0005984	SCHMD15039, SCHMD22394	XENTR12144
OG0005986	SCHMD08044	XENTR04122
OG0005987	SCHMD00944	XENTR08582, XENTR11918
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	XENTR16020
OG0005993	SCHMD11427, SCHMD18715	XENTR12270
OG0005994	SCHMD29551, SCHMD27858	XENTR04762, XENTR00302, XENTR15213
OG0005998	SCHMD02380, SCHMD09950	XENTR00864
OG0006000	SCHMD01538	XENTR14856
OG0006001	SCHMD09797, SCHMD09796	XENTR12132
OG0006002	SCHMD03942	XENTR00392
OG0006003	SCHMD28801, SCHMD05202	XENTR08305
OG0006005	SCHMD22182, SCHMD08878	XENTR01598
OG0006009	SCHMD19529	XENTR12472
OG0006010	SCHMD15502	XENTR14270
OG0006011	SCHMD19974, SCHMD20066	XENTR06316
OG0006012	SCHMD04480, SCHMD08297, SCHMD18940	XENTR02675
OG0006021	SCHMD03610, SCHMD01661, SCHMD05816	XENTR03020, XENTR14101, XENTR00600
OG0006031	SCHMD16657	XENTR01463
OG0006062	SCHMD24107	XENTR01805
OG0006063	SCHMD23310, SCHMD03030	XENTR07530
OG0006064	SCHMD10442	XENTR10338
OG0006066	SCHMD10156	XENTR15153
OG0006070	SCHMD12482, SCHMD20456	XENTR07400
OG0006074	SCHMD10253	XENTR12108
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	XENTR01421
OG0006081	SCHMD03767, SCHMD03768	XENTR12883
OG0006083	SCHMD05588	XENTR00742
OG0006084	SCHMD04050	XENTR03553, XENTR03554
OG0006085	SCHMD06820, SCHMD25134	XENTR01611
OG0006087	SCHMD02837	XENTR04594
OG0006094	SCHMD00777, SCHMD21575	XENTR03083
OG0006095	SCHMD01933	XENTR14710
OG0006097	SCHMD02082	XENTR12426
OG0006098	SCHMD03761	XENTR08186
OG0006099	SCHMD01333, SCHMD00446	XENTR01273, XENTR12991
OG0006100	SCHMD13497	XENTR10987
OG0006101	SCHMD20998, SCHMD13053	XENTR01439
OG0006104	SCHMD02621	XENTR13714
OG0006108	SCHMD01135	XENTR12923
OG0006111	SCHMD08002	XENTR17823, XENTR17822
OG0006112	SCHMD08098	XENTR05885
OG0006113	SCHMD19939, SCHMD12223	XENTR04621
OG0006115	SCHMD11076, SCHMD17247	XENTR09139
OG0006116	SCHMD23071, SCHMD20841	XENTR14543
OG0006118	SCHMD01132	XENTR03384
OG0006119	SCHMD11970	XENTR08875
OG0006120	SCHMD01574	XENTR09766
OG0006121	SCHMD07418	XENTR10914
OG0006122	SCHMD04954	XENTR13129
OG0006123	SCHMD01986	XENTR18981
OG0006124	SCHMD06412	XENTR07608
OG0006125	SCHMD18618	XENTR12664
OG0006127	SCHMD21305	XENTR07638
OG0006128	SCHMD10897	XENTR13569
OG0006129	SCHMD29479, SCHMD20406, SCHMD23249	XENTR13796
OG0006134	SCHMD03678	XENTR14999
OG0006136	SCHMD24287, SCHMD09864	XENTR05198
OG0006137	SCHMD12111, SCHMD06962	XENTR17758
OG0006141	SCHMD14525	XENTR00345
OG0006144	SCHMD00428, SCHMD04861	XENTR06622, XENTR06621
OG0006145	SCHMD01605	XENTR04064
OG0006146	SCHMD09246	XENTR07572, XENTR07573
OG0006147	SCHMD22070	XENTR13313
OG0006148	SCHMD13560, SCHMD22230	XENTR04750
OG0006152	SCHMD06866	XENTR07468
OG0006153	SCHMD01641	XENTR05646
OG0006155	SCHMD16795, SCHMD26962	XENTR12154
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	XENTR16540
OG0006158	SCHMD08900	XENTR14287, XENTR03057
OG0006159	SCHMD22266	XENTR18552
OG0006160	SCHMD05454	XENTR06388
OG0006163	SCHMD15384	XENTR02676
OG0006164	SCHMD06001	XENTR18051
OG0006165	SCHMD04333, SCHMD04332	XENTR02514
OG0006167	SCHMD07995	XENTR07924
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	XENTR04926
OG0006171	SCHMD11398	XENTR12055
OG0006177	SCHMD21293	XENTR13707
OG0006180	SCHMD14399, SCHMD04884	XENTR04977
OG0006183	SCHMD11899	XENTR04770
OG0006184	SCHMD09309	XENTR10398
OG0006185	SCHMD16220, SCHMD19381	XENTR04641
OG0006186	SCHMD00394	XENTR02839
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	XENTR12298, XENTR12297
OG0006188	SCHMD05423	XENTR08108
OG0006189	SCHMD01559	XENTR05613
OG0006191	SCHMD07313	XENTR17542
OG0006192	SCHMD08338	XENTR14355
OG0006196	SCHMD07676	XENTR03085
OG0006199	SCHMD04415, SCHMD04413	XENTR06761, XENTR06762
OG0006202	SCHMD08868	XENTR15922
OG0006204	SCHMD16863	XENTR13371
OG0006205	SCHMD14314	XENTR08784, XENTR08783
OG0006209	SCHMD08326, SCHMD23138	XENTR08641
OG0006215	SCHMD09655	XENTR04292
OG0006216	SCHMD09510	XENTR14792
OG0006217	SCHMD21927, SCHMD16840	XENTR09237
OG0006219	SCHMD06440	XENTR03243, XENTR03244
OG0006220	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957	XENTR04214
OG0006221	SCHMD00700	XENTR08012, XENTR06906
OG0006222	SCHMD18003, SCHMD26063, SCHMD27714, SCHMD25999	XENTR05345
OG0006224	SCHMD00469	XENTR13017
OG0006226	SCHMD17067, SCHMD16763	XENTR04747
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	XENTR01910
OG0006229	SCHMD17318, SCHMD23866	XENTR03562
OG0006230	SCHMD02493	XENTR04159
OG0006233	SCHMD06980	XENTR13560
OG0006234	SCHMD13683, SCHMD14118	XENTR00067
OG0006235	SCHMD04538	XENTR16645
OG0006239	SCHMD01406	XENTR09561
OG0006240	SCHMD29814	XENTR14524
OG0006246	SCHMD00484	XENTR08317, XENTR08316
OG0006247	SCHMD22174	XENTR15049
OG0006248	SCHMD12206, SCHMD10060	XENTR02044
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	XENTR18011
OG0006252	SCHMD16745, SCHMD16993	XENTR11356
OG0006254	SCHMD04705	XENTR04794
OG0006258	SCHMD05887	XENTR05063
OG0006259	SCHMD06837	XENTR15431, XENTR15430
OG0006260	SCHMD09985, SCHMD17439	XENTR07975
OG0006261	SCHMD24384	XENTR02875
OG0006263	SCHMD00121	XENTR16349
OG0006267	SCHMD03685	XENTR08276
OG0006269	SCHMD04606	XENTR11232
OG0006271	SCHMD07857	XENTR15420
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	XENTR07622
OG0006277	SCHMD24774	XENTR12192
OG0006279	SCHMD04231	XENTR16888
OG0006280	SCHMD15524, SCHMD19210	XENTR01612
OG0006281	SCHMD02340	XENTR12028
OG0006282	SCHMD08230	XENTR15370
OG0006283	SCHMD06325	XENTR02905
OG0006284	SCHMD20607, SCHMD19598	XENTR06698
OG0006285	SCHMD01607, SCHMD01606	XENTR13372
OG0006286	SCHMD01297, SCHMD01298	XENTR17703
OG0006289	SCHMD08039	XENTR14556
OG0006290	SCHMD00955	XENTR11599
OG0006291	SCHMD09043	XENTR03996
OG0006293	SCHMD16297	XENTR13916
OG0006294	SCHMD15450, SCHMD16229	XENTR03051
OG0006295	SCHMD02966	XENTR01520
OG0006297	SCHMD09759	XENTR11225
OG0006298	SCHMD01046, SCHMD24624	XENTR06203
OG0006301	SCHMD09923	XENTR02417
OG0006304	SCHMD06368	XENTR07711
OG0006305	SCHMD12627	XENTR17559, XENTR18952
OG0006306	SCHMD12510, SCHMD15396	XENTR05458
OG0006310	SCHMD12354	XENTR04453
OG0006311	SCHMD23312	XENTR15701, XENTR15702
OG0006313	SCHMD09169	XENTR12867
OG0006314	SCHMD08096	XENTR14429
OG0006315	SCHMD05407	XENTR14232
OG0006316	SCHMD26139, SCHMD20052	XENTR13989, XENTR13988
OG0006319	SCHMD10541, SCHMD13166	XENTR17260
OG0006321	SCHMD08365	XENTR09888
OG0006322	SCHMD10221	XENTR02812
OG0006323	SCHMD04105	XENTR10824
OG0006325	SCHMD16004	XENTR06243
OG0006327	SCHMD15773	XENTR15639
OG0006329	SCHMD08342	XENTR01907
OG0006330	SCHMD08411	XENTR12116
OG0006331	SCHMD09182, SCHMD12138	XENTR02078
OG0006332	SCHMD14581	XENTR11820
OG0006334	SCHMD05752	XENTR11454
OG0006335	SCHMD11650, SCHMD08469	XENTR08558
OG0006337	SCHMD11987, SCHMD11989	XENTR03411
OG0006340	SCHMD19432	XENTR08910
OG0006341	SCHMD05125	XENTR01670
OG0006344	SCHMD21084, SCHMD09358	XENTR15368
OG0006347	SCHMD07723	XENTR05199
OG0006349	SCHMD05182	XENTR07004
OG0006350	SCHMD09296	XENTR13659
OG0006351	SCHMD06816	XENTR17000, XENTR16531
OG0006352	SCHMD07373	XENTR04339
OG0006353	SCHMD10639	XENTR02093
OG0006357	SCHMD03473	XENTR09643
OG0006360	SCHMD08060	XENTR11510
OG0006362	SCHMD03337	XENTR05459
OG0006363	SCHMD19238	XENTR09507
OG0006364	SCHMD06510, SCHMD06511	XENTR09578
OG0006365	SCHMD14860	XENTR05265
OG0006370	SCHMD28920	XENTR06294
OG0006372	SCHMD07447	XENTR08472
OG0006373	SCHMD11946	XENTR15038
OG0006375	SCHMD00652	XENTR01833
OG0006376	SCHMD06608	XENTR07738
OG0006377	SCHMD10116	XENTR13700, XENTR18549, XENTR18550
OG0006378	SCHMD10668, SCHMD11255	XENTR05710
OG0006379	SCHMD18267	XENTR03826
OG0006381	SCHMD24227, SCHMD16114	XENTR06606
OG0006383	SCHMD26033, SCHMD18774	XENTR15954
OG0006386	SCHMD13835, SCHMD19804	XENTR12059
OG0006387	SCHMD14692	XENTR17469, XENTR08445
OG0006395	SCHMD08199	XENTR18848, XENTR18849
OG0006401	SCHMD19581, SCHMD26470	XENTR17593, XENTR13636
OG0006402	SCHMD13826, SCHMD09114	XENTR05561
OG0006414	SCHMD18742	XENTR06709
OG0006416	SCHMD03354	XENTR11216
OG0006443	SCHMD12255, SCHMD24636, SCHMD25778	XENTR09473
OG0006448	SCHMD18654	XENTR02943
OG0006452	SCHMD23102, SCHMD15046	XENTR02590, XENTR02788
OG0006454	SCHMD07698, SCHMD07699	XENTR04050
OG0006456	SCHMD11711, SCHMD17298, SCHMD12535	XENTR08352
OG0006457	SCHMD16313	XENTR11459, XENTR11458
OG0006459	SCHMD21368	XENTR08528
OG0006461	SCHMD19693, SCHMD11861	XENTR07035
OG0006462	SCHMD07729	XENTR01277
OG0006463	SCHMD07130	XENTR14323
OG0006464	SCHMD12787, SCHMD19777	XENTR10541
OG0006465	SCHMD28077, SCHMD07507	XENTR07508
OG0006469	SCHMD02780	XENTR07325
OG0006470	SCHMD16861	XENTR15042
OG0006474	SCHMD03155, SCHMD23229, SCHMD24070	XENTR00813
OG0006475	SCHMD12763	XENTR10608
OG0006476	SCHMD29103, SCHMD25388	XENTR04361
OG0006478	SCHMD01744	XENTR14784
OG0006479	SCHMD20030	XENTR08062
OG0006480	SCHMD01088	XENTR17557
OG0006481	SCHMD02855	XENTR02608
OG0006482	SCHMD06492	XENTR03862
OG0006486	SCHMD12934	XENTR15545
OG0006488	SCHMD29514, SCHMD21588	XENTR02069
OG0006490	SCHMD00433	XENTR10811
OG0006501	SCHMD05406	XENTR12662
OG0006503	SCHMD07908	XENTR17521
OG0006504	SCHMD04702, SCHMD29580	XENTR07120
OG0006505	SCHMD08554, SCHMD08796	XENTR02899
OG0006509	SCHMD13705	XENTR13835
OG0006510	SCHMD11921	XENTR16128
OG0006511	SCHMD03048	XENTR06903
OG0006512	SCHMD12217, SCHMD11205	XENTR05619
OG0006514	SCHMD08264	XENTR05648
OG0006515	SCHMD03249	XENTR13526
OG0006517	SCHMD00950	XENTR09962
OG0006518	SCHMD03959	XENTR09393
OG0006519	SCHMD25528	XENTR05535
OG0006520	SCHMD00155	XENTR13195
OG0006523	SCHMD12246, SCHMD13301	XENTR02071
OG0006526	SCHMD14233	XENTR18522
OG0006527	SCHMD10447, SCHMD13054	XENTR17417
OG0006528	SCHMD09670	XENTR04191
OG0006532	SCHMD27245	XENTR09832
OG0006536	SCHMD28548	XENTR11449
OG0006537	SCHMD07012	XENTR01017
OG0006538	SCHMD09434	XENTR03139
OG0006540	SCHMD24252, SCHMD19265	XENTR11917
OG0006542	SCHMD07956	XENTR13194
OG0006543	SCHMD05909	XENTR05755
OG0006544	SCHMD05488	XENTR15901
OG0006545	SCHMD08819	XENTR06549
OG0006546	SCHMD22666, SCHMD26503	XENTR13406
OG0006549	SCHMD07432	XENTR02344
OG0006550	SCHMD05608	XENTR00769, XENTR00770
OG0006552	SCHMD16090	XENTR05835
OG0006553	SCHMD03817	XENTR01394
OG0006554	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974	XENTR10302
OG0006556	SCHMD10898, SCHMD08118	XENTR16928
OG0006557	SCHMD15751	XENTR04539
OG0006561	SCHMD07629	XENTR09007
OG0006563	SCHMD08352	XENTR14698
OG0006564	SCHMD15011	XENTR07133
OG0006566	SCHMD10136, SCHMD13813	XENTR07371
OG0006570	SCHMD12205, SCHMD05328	XENTR12937
OG0006571	SCHMD00180, SCHMD27487	XENTR05803
OG0006573	SCHMD10554	XENTR10805
OG0006574	SCHMD18201	XENTR04351
OG0006579	SCHMD11335, SCHMD14843	XENTR13945
OG0006583	SCHMD08738	XENTR16033
OG0006586	SCHMD14590	XENTR00497
OG0006588	SCHMD29130	XENTR06817
OG0006590	SCHMD02740	XENTR14263
OG0006591	SCHMD02097	XENTR11790
