Orthogroup	SCHMD	HELIO_ok
OG0005816	SCHMD28319	HELIO_10894
OG0005817	SCHMD05597, SCHMD01856	HELIO_02390
OG0005818	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815	HELIO_03468
OG0005823	SCHMD08649	HELIO_01957
OG0005824	SCHMD01009	HELIO_03469
OG0005828	SCHMD21164, SCHMD18882	HELIO_07094
OG0005829	SCHMD10491	HELIO_05165
OG0005831	SCHMD04560	HELIO_05610
OG0005835	SCHMD06972	HELIO_06665
OG0005836	SCHMD24405, SCHMD15794, SCHMD14431	HELIO_12625
OG0005837	SCHMD28753	HELIO_02604
OG0005840	SCHMD07247	HELIO_01446
OG0005842	SCHMD15622	HELIO_10018
OG0005843	SCHMD06491	HELIO_09916
OG0005845	SCHMD05449	HELIO_01881
OG0005847	SCHMD14907	HELIO_06346
OG0005848	SCHMD10194, SCHMD07261	HELIO_00072
OG0005849	SCHMD07252	HELIO_05794
OG0005850	SCHMD04093	HELIO_12393
OG0005851	SCHMD25831, SCHMD26851	HELIO_02591
OG0005852	SCHMD02557	HELIO_02791
OG0005853	SCHMD29663, SCHMD04997	HELIO_03426
OG0005854	SCHMD19253, SCHMD17372	HELIO_00521
OG0005858	SCHMD20485	HELIO_09711
OG0005860	SCHMD03591	HELIO_01705
OG0005863	SCHMD02497	HELIO_07574
OG0005864	SCHMD10925	HELIO_00995
OG0005865	SCHMD16590, SCHMD23703, SCHMD10054	HELIO_12295
OG0005866	SCHMD03734	HELIO_11279, HELIO_11280
OG0005869	SCHMD26507, SCHMD23591	HELIO_12207
OG0005870	SCHMD09476	HELIO_12581
OG0005871	SCHMD00778	HELIO_03511
OG0005874	SCHMD05420	HELIO_08275
OG0005875	SCHMD00264	HELIO_09385
OG0005876	SCHMD17997, SCHMD16591	HELIO_07615
OG0005877	SCHMD25314	HELIO_03600
OG0005880	SCHMD29444, SCHMD13249, SCHMD04126	HELIO_00646
OG0005882	SCHMD00272, SCHMD00273	HELIO_02750
OG0005883	SCHMD01141	HELIO_09836
OG0005886	SCHMD18383	HELIO_05390
OG0005887	SCHMD01687	HELIO_06315
OG0005888	SCHMD13482	HELIO_06386
OG0005889	SCHMD11972	HELIO_01483
OG0005890	SCHMD09184, SCHMD12140	HELIO_09731
OG0005891	SCHMD26926	HELIO_08277
OG0005892	SCHMD08931, SCHMD12929	HELIO_06081
OG0005895	SCHMD12191	HELIO_00588
OG0005897	SCHMD08042	HELIO_01641
OG0005899	SCHMD12882, SCHMD12880	HELIO_09792
OG0005900	SCHMD03686	HELIO_07976
OG0005903	SCHMD00050	HELIO_06437
OG0005909	SCHMD20781	HELIO_02854
OG0005910	SCHMD09520, SCHMD06408	HELIO_00707, HELIO_00706
OG0005913	SCHMD08000	HELIO_00322, HELIO_08669
OG0005918	SCHMD16076, SCHMD19461	HELIO_10555
OG0005919	SCHMD24140, SCHMD26763	HELIO_03998
OG0005921	SCHMD20283	HELIO_02652
OG0005923	SCHMD07170	HELIO_07917, HELIO_07918
OG0005924	SCHMD07545	HELIO_09463
OG0005926	SCHMD04836	HELIO_08901, HELIO_08900
OG0005927	SCHMD05874	HELIO_07794
OG0005928	SCHMD22733, SCHMD16359	HELIO_05155
OG0005929	SCHMD10353	HELIO_10781
OG0005930	SCHMD12780	HELIO_02271
OG0005933	SCHMD09471	HELIO_09168
OG0005935	SCHMD06109	HELIO_01568
OG0005936	SCHMD24148, SCHMD16917	HELIO_01257
OG0005937	SCHMD13453	HELIO_06991
OG0005939	SCHMD09857	HELIO_01056
OG0005940	SCHMD20079	HELIO_09380
OG0005942	SCHMD23166	HELIO_03899
OG0005946	SCHMD17764, SCHMD14112	HELIO_03144
OG0005947	SCHMD04554	HELIO_01190
OG0005948	SCHMD05630	HELIO_09928
OG0005949	SCHMD04688	HELIO_07740
OG0005950	SCHMD24842	HELIO_02777
OG0005952	SCHMD14057	HELIO_03293
OG0005955	SCHMD28997	HELIO_01137
OG0005956	SCHMD02817	HELIO_09591
OG0005959	SCHMD19013	HELIO_10342
OG0005963	SCHMD01826	HELIO_05798
OG0005965	SCHMD08437	HELIO_01531
OG0005966	SCHMD21323, SCHMD27755	HELIO_10744
OG0005967	SCHMD05472	HELIO_10887
OG0005969	SCHMD09557	HELIO_02845
OG0005970	SCHMD01213	HELIO_06792
OG0005971	SCHMD02682	HELIO_08644
OG0005973	SCHMD13962	HELIO_11893
OG0005974	SCHMD07776	HELIO_12424
OG0005977	SCHMD05711	HELIO_12506
OG0005978	SCHMD07295, SCHMD07297	HELIO_06345
OG0005979	SCHMD12835, SCHMD02124	HELIO_12104
OG0005982	SCHMD25871, SCHMD22233	HELIO_12070
OG0005986	SCHMD08044	HELIO_00701
OG0005987	SCHMD00944	HELIO_01948
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	HELIO_12608
OG0005993	SCHMD11427, SCHMD18715	HELIO_05394
OG0005994	SCHMD29551, SCHMD27858	HELIO_12563
OG0005995	SCHMD08037	HELIO_07095
OG0005998	SCHMD02380, SCHMD09950	HELIO_10227
OG0006000	SCHMD01538	HELIO_10172
OG0006001	SCHMD09796	HELIO_08674
OG0006002	SCHMD03942	HELIO_10959
OG0006003	SCHMD28801, SCHMD05202	HELIO_11170
OG0006005	SCHMD22182, SCHMD08878	HELIO_07237
OG0006009	SCHMD19529	HELIO_12081
OG0006010	SCHMD15502	HELIO_07331
OG0006062	SCHMD24107	HELIO_08726
OG0006063	SCHMD23310, SCHMD03030	HELIO_11989
OG0006064	SCHMD10442	HELIO_02594
OG0006065	SCHMD02636	HELIO_08296
OG0006066	SCHMD10156	HELIO_00574
OG0006069	SCHMD05080	HELIO_07213
OG0006070	SCHMD12482, SCHMD20456	HELIO_02550
OG0006074	SCHMD10253	HELIO_00468
OG0006075	SCHMD09391	HELIO_11114
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	HELIO_05348
OG0006081	SCHMD03767, SCHMD03768	HELIO_02517
OG0006083	SCHMD05588	HELIO_09907
OG0006084	SCHMD04050	HELIO_04599
OG0006085	SCHMD06820, SCHMD25134	HELIO_06045
OG0006087	SCHMD02837	HELIO_02406
OG0006094	SCHMD22247	HELIO_07261
OG0006095	SCHMD01933	HELIO_05960
OG0006097	SCHMD02082	HELIO_00948
OG0006098	SCHMD03761	HELIO_12451
OG0006099	SCHMD01333, SCHMD00446	HELIO_02548
OG0006100	SCHMD13497	HELIO_06033
OG0006101	SCHMD20998, SCHMD13053	HELIO_04181
OG0006102	SCHMD05671	HELIO_02161
OG0006104	SCHMD02621	HELIO_11790
OG0006106	SCHMD07924	HELIO_01676
OG0006108	SCHMD01135	HELIO_02395
OG0006111	SCHMD08002	HELIO_09546
OG0006112	SCHMD08098	HELIO_00153
OG0006113	SCHMD19939, SCHMD12223	HELIO_01033, HELIO_06282
OG0006115	SCHMD11076, SCHMD17247	HELIO_09653
OG0006116	SCHMD23071, SCHMD20841	HELIO_06321, HELIO_06170
OG0006118	SCHMD01132	HELIO_11336
OG0006119	SCHMD11970	HELIO_01320
OG0006120	SCHMD01574	HELIO_01402
OG0006121	SCHMD07418	HELIO_03902
OG0006123	SCHMD01986	HELIO_05780
OG0006124	SCHMD06412	HELIO_04516
OG0006125	SCHMD18618	HELIO_04092
OG0006127	SCHMD21305	HELIO_09878
OG0006128	SCHMD10897	HELIO_05999
OG0006129	SCHMD29479, SCHMD20406, SCHMD23249	HELIO_10684
OG0006134	SCHMD03678	HELIO_11258
OG0006136	SCHMD24287, SCHMD09864	HELIO_01347
OG0006137	SCHMD12111, SCHMD06962	HELIO_11623
OG0006144	SCHMD00428, SCHMD04861	HELIO_01610
OG0006145	SCHMD01605	HELIO_02039
OG0006146	SCHMD09246	HELIO_11581
OG0006148	SCHMD13560, SCHMD22230	HELIO_03796
OG0006152	SCHMD06866	HELIO_02838, HELIO_02839
OG0006153	SCHMD01641	HELIO_10903
OG0006155	SCHMD16795, SCHMD26962	HELIO_09019
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	HELIO_01157
OG0006158	SCHMD08900	HELIO_03424
OG0006159	SCHMD22266	HELIO_01135
OG0006163	SCHMD15384	HELIO_10622
OG0006164	SCHMD06001	HELIO_00503
OG0006165	SCHMD04333	HELIO_10096
OG0006167	SCHMD07995	HELIO_09583
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	HELIO_04374
OG0006169	SCHMD23567	HELIO_01683
OG0006171	SCHMD11398	HELIO_08769
OG0006172	SCHMD10620, SCHMD16388	HELIO_09368
OG0006180	SCHMD14399, SCHMD04884	HELIO_05100
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	HELIO_02483
OG0006183	SCHMD11899	HELIO_10717
OG0006184	SCHMD09309	HELIO_07281
OG0006185	SCHMD16220, SCHMD19381	HELIO_10309
OG0006186	SCHMD00394	HELIO_07896
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	HELIO_10624
OG0006188	SCHMD05423	HELIO_02600
OG0006189	SCHMD01559	HELIO_09819
OG0006191	SCHMD07313	HELIO_05111
OG0006192	SCHMD08338, SCHMD08339	HELIO_02484
OG0006199	SCHMD04415, SCHMD04413	HELIO_07696
OG0006202	SCHMD08868	HELIO_07913
OG0006204	SCHMD16863	HELIO_06341
OG0006205	SCHMD14314	HELIO_06982
OG0006215	SCHMD09656	HELIO_03247
OG0006216	SCHMD09510	HELIO_01427
OG0006217	SCHMD21927, SCHMD16840	HELIO_08745
OG0006219	SCHMD06440	HELIO_11309
OG0006220	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957	HELIO_03835
OG0006221	SCHMD00700	HELIO_08499
OG0006222	SCHMD18003, SCHMD26063, SCHMD27714, SCHMD25999	HELIO_02089
OG0006224	SCHMD00469	HELIO_11003
OG0006226	SCHMD17067, SCHMD16763	HELIO_08615, HELIO_07283
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	HELIO_02965
OG0006229	SCHMD17318, SCHMD23866	HELIO_08595
OG0006230	SCHMD02493	HELIO_04171
OG0006232	SCHMD02032	HELIO_02413
OG0006233	SCHMD06980	HELIO_12645
OG0006234	SCHMD13683, SCHMD14118	HELIO_02209
OG0006235	SCHMD04538	HELIO_04447
OG0006239	SCHMD01406	HELIO_12453
OG0006240	SCHMD29814	HELIO_10169
OG0006246	SCHMD00484	HELIO_03207
OG0006247	SCHMD22174	HELIO_12325
OG0006248	SCHMD12206, SCHMD10060	HELIO_02578
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	HELIO_03685
OG0006250	SCHMD16390	HELIO_04452
OG0006252	SCHMD16745, SCHMD16993	HELIO_07441
OG0006253	SCHMD09135	HELIO_09861, HELIO_09860
OG0006254	SCHMD04705, SCHMD29411	HELIO_03235
OG0006258	SCHMD05887	HELIO_02104
OG0006259	SCHMD06837	HELIO_08011
OG0006260	SCHMD09985, SCHMD17439	HELIO_02690
OG0006261	SCHMD24384	HELIO_01281
OG0006263	SCHMD00121	HELIO_01869
OG0006268	SCHMD06847	HELIO_11361
OG0006269	SCHMD04607	HELIO_01840
OG0006271	SCHMD07857	HELIO_08830
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	HELIO_03477
OG0006279	SCHMD04231	HELIO_03686
OG0006280	SCHMD15524, SCHMD19210	HELIO_04297
OG0006282	SCHMD08230	HELIO_02370
OG0006283	SCHMD06325	HELIO_12120
OG0006284	SCHMD20607, SCHMD19598	HELIO_12533
OG0006285	SCHMD01607, SCHMD01606	HELIO_00662
OG0006286	SCHMD01297, SCHMD01298	HELIO_12161
OG0006287	SCHMD02772, SCHMD02771	HELIO_11429
OG0006289	SCHMD08039	HELIO_05726
OG0006290	SCHMD00955	HELIO_11929
OG0006291	SCHMD09043	HELIO_02126
OG0006293	SCHMD16297	HELIO_02797
OG0006294	SCHMD15450, SCHMD16229	HELIO_01836
OG0006295	SCHMD02966	HELIO_06735
OG0006297	SCHMD09759	HELIO_03473
OG0006298	SCHMD01046, SCHMD24624	HELIO_07555
OG0006301	SCHMD09923	HELIO_02503
OG0006304	SCHMD06368	HELIO_02086
OG0006305	SCHMD12627	HELIO_00440
OG0006306	SCHMD12510, SCHMD15396	HELIO_02884
OG0006310	SCHMD12354	HELIO_09882
OG0006311	SCHMD23312	HELIO_07328
OG0006315	SCHMD05407	HELIO_08491
OG0006316	SCHMD26139, SCHMD20052	HELIO_11024
OG0006319	SCHMD10541, SCHMD13166	HELIO_05167
OG0006321	SCHMD08365	HELIO_02693
OG0006322	SCHMD10221	HELIO_05302
OG0006323	SCHMD04105	HELIO_03381
OG0006325	SCHMD16004	HELIO_12476
OG0006327	SCHMD15773	HELIO_04051
OG0006329	SCHMD08342	HELIO_06141
OG0006330	SCHMD08411	HELIO_02203
OG0006331	SCHMD09182, SCHMD12138	HELIO_06448
OG0006332	SCHMD14581	HELIO_10634
OG0006334	SCHMD05752, SCHMD05753	HELIO_03962
OG0006335	SCHMD11650, SCHMD08469	HELIO_08944
OG0006337	SCHMD11989	HELIO_01227
OG0006340	SCHMD19432	HELIO_10564
OG0006341	SCHMD05125	HELIO_02596
OG0006344	SCHMD21084, SCHMD09358	HELIO_02682
OG0006349	SCHMD05182	HELIO_11196
OG0006351	SCHMD06816	HELIO_01111
OG0006352	SCHMD07373	HELIO_12264
OG0006353	SCHMD10639	HELIO_08847
OG0006360	SCHMD08060	HELIO_03201
OG0006362	SCHMD03337	HELIO_00933
OG0006363	SCHMD19238	HELIO_03249
OG0006364	SCHMD06510, SCHMD06511	HELIO_11661
OG0006365	SCHMD14860	HELIO_02059
OG0006370	SCHMD28920	HELIO_08191
OG0006372	SCHMD07447	HELIO_12026
OG0006375	SCHMD00652	HELIO_08503
OG0006376	SCHMD06608	HELIO_08120
OG0006377	SCHMD10116	HELIO_08767
OG0006378	SCHMD10668, SCHMD11255	HELIO_10749
OG0006379	SCHMD18267	HELIO_11177
OG0006381	SCHMD24227, SCHMD16114	HELIO_05870
OG0006383	SCHMD26033, SCHMD18774	HELIO_00800
OG0006386	SCHMD13835, SCHMD19804	HELIO_08108
OG0006387	SCHMD14692	HELIO_04976
OG0006392	SCHMD15116, SCHMD12579	HELIO_11026
OG0006395	SCHMD08199	HELIO_02881
OG0006401	SCHMD19581, SCHMD26470	HELIO_05695
OG0006402	SCHMD13826, SCHMD09114	HELIO_12228, HELIO_12229
OG0006408	SCHMD11225	HELIO_00982
OG0006414	SCHMD18742	HELIO_01013
OG0006442	SCHMD29787, SCHMD29760	HELIO_11335
OG0006443	SCHMD12255, SCHMD24636, SCHMD25778	HELIO_11958
OG0006448	SCHMD18654	HELIO_04101
OG0006452	SCHMD23102, SCHMD15046	HELIO_08481
OG0006454	SCHMD07698, SCHMD07699	HELIO_03255
OG0006456	SCHMD11711, SCHMD17298, SCHMD12535	HELIO_08853
OG0006457	SCHMD16313	HELIO_00878
OG0006459	SCHMD21368	HELIO_04320
OG0006461	SCHMD19693, SCHMD11861	HELIO_01776
OG0006462	SCHMD07729	HELIO_05402
OG0006463	SCHMD07130	HELIO_12258
OG0006464	SCHMD12787, SCHMD19777	HELIO_03458
OG0006465	SCHMD28077, SCHMD07507	HELIO_10993
OG0006469	SCHMD02780	HELIO_10978
OG0006470	SCHMD16861	HELIO_01090
OG0006472	SCHMD23852, SCHMD12162	HELIO_04238
OG0006474	SCHMD03155, SCHMD23229, SCHMD24070	HELIO_12383
OG0006475	SCHMD12763	HELIO_08214
OG0006476	SCHMD29103, SCHMD25388	HELIO_04991
OG0006478	SCHMD01744	HELIO_06607
OG0006479	SCHMD20030	HELIO_06008
OG0006480	SCHMD01088	HELIO_11368
OG0006481	SCHMD02855	HELIO_00988
OG0006482	SCHMD06492	HELIO_08203
OG0006486	SCHMD12934, SCHMD02395	HELIO_03923
OG0006488	SCHMD29514, SCHMD21588	HELIO_02453
OG0006490	SCHMD00433	HELIO_10388
OG0006494	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967	HELIO_00627
OG0006501	SCHMD05406	HELIO_04534
OG0006503	SCHMD07908	HELIO_12395
OG0006504	SCHMD04702, SCHMD29580	HELIO_04078
OG0006505	SCHMD08554, SCHMD08796	HELIO_12638
OG0006507	SCHMD22063	HELIO_12124
OG0006509	SCHMD13705	HELIO_08979
OG0006512	SCHMD12217, SCHMD11205	HELIO_00915, HELIO_00916
OG0006514	SCHMD08264	HELIO_03646
OG0006515	SCHMD03249	HELIO_10337
OG0006517	SCHMD00950	HELIO_01010
OG0006518	SCHMD03959	HELIO_06694
OG0006519	SCHMD25528	HELIO_01604
OG0006520	SCHMD00155	HELIO_01054
OG0006523	SCHMD12246, SCHMD13301	HELIO_02795
OG0006525	SCHMD21904	HELIO_00865
OG0006526	SCHMD14233	HELIO_03425
OG0006527	SCHMD10447, SCHMD13054	HELIO_03298
OG0006528	SCHMD09670	HELIO_12157
OG0006532	SCHMD27245	HELIO_12414
OG0006533	SCHMD18625	HELIO_10267
OG0006536	SCHMD28548	HELIO_01245
OG0006537	SCHMD07012	HELIO_02770
OG0006538	SCHMD09434	HELIO_00835
OG0006540	SCHMD24252, SCHMD19265	HELIO_06514
OG0006543	SCHMD05909	HELIO_04460
OG0006544	SCHMD05488	HELIO_03354
OG0006545	SCHMD08819	HELIO_10212
OG0006546	SCHMD22666, SCHMD26503	HELIO_01839
OG0006547	SCHMD01454	HELIO_04168
OG0006549	SCHMD07432	HELIO_06344
OG0006550	SCHMD05608	HELIO_11646
OG0006552	SCHMD16090	HELIO_05537
OG0006553	SCHMD03817	HELIO_09294
OG0006554	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974	HELIO_11137
OG0006556	SCHMD10898, SCHMD08118	HELIO_07036
OG0006561	SCHMD07629	HELIO_01583
OG0006563	SCHMD08352	HELIO_05170, HELIO_04601
OG0006564	SCHMD15011	HELIO_04895
OG0006567	SCHMD25728, SCHMD21897	HELIO_00971
OG0006570	SCHMD12205, SCHMD05328	HELIO_06228
OG0006571	SCHMD00180, SCHMD27487	HELIO_02921
OG0006573	SCHMD10554	HELIO_06358
OG0006574	SCHMD18201	HELIO_08922
OG0006579	SCHMD11335, SCHMD14843	HELIO_05914
OG0006583	SCHMD08738	HELIO_06969
OG0006586	SCHMD14590	HELIO_01946
OG0006588	SCHMD29130	HELIO_01448
OG0006590	SCHMD02740	HELIO_01741
OG0006593	SCHMD08560	HELIO_11602
OG0006595	SCHMD08252	HELIO_09575
OG0006596	SCHMD05657	HELIO_09364
OG0006597	SCHMD04098	HELIO_00477
OG0006598	SCHMD23134	HELIO_08458
OG0006599	SCHMD28680	HELIO_03613
OG0006600	SCHMD12543, SCHMD20580	HELIO_03138
OG0006604	SCHMD12610	HELIO_08860
OG0006606	SCHMD11990	HELIO_06615
OG0006607	SCHMD00025	HELIO_00321
OG0006608	SCHMD21063	HELIO_12351
OG0006610	SCHMD10412	HELIO_11565
OG0006614	SCHMD05476	HELIO_08065
OG0006615	SCHMD02189	HELIO_05092
OG0006616	SCHMD12397	HELIO_08234
OG0006619	SCHMD14686	HELIO_09123
OG0006621	SCHMD06932	HELIO_09053
OG0006622	SCHMD16418, SCHMD16456	HELIO_02210
OG0006623	SCHMD00154	HELIO_11233
OG0006624	SCHMD28658, SCHMD27359	HELIO_10116
OG0006626	SCHMD05850	HELIO_05961
OG0006628	SCHMD10378	HELIO_02588
OG0006630	SCHMD02436	HELIO_10586
OG0006631	SCHMD24627, SCHMD24745	HELIO_00442
OG0006632	SCHMD11914, SCHMD18633	HELIO_10046
OG0006633	SCHMD06460	HELIO_03206
OG0006636	SCHMD09363	HELIO_12004
OG0006640	SCHMD09877	HELIO_02481
OG0006646	SCHMD10329	HELIO_00489
OG0006647	SCHMD12770, SCHMD12371	HELIO_09459
OG0006648	SCHMD13489, SCHMD23341	HELIO_06638
OG0006651	SCHMD07289, SCHMD06082	HELIO_02310
OG0006653	SCHMD04276, SCHMD04275	HELIO_09990
OG0006656	SCHMD15425	HELIO_11349
OG0006659	SCHMD06470, SCHMD00081, SCHMD27592, SCHMD16161, SCHMD29346, SCHMD03106, SCHMD00915	HELIO_12103
OG0006662	SCHMD11088, SCHMD02344	HELIO_09320
OG0006663	SCHMD05461	HELIO_02313
OG0006664	SCHMD01212	HELIO_02701
OG0006666	SCHMD00843	HELIO_12248
OG0006668	SCHMD00035	HELIO_07541
OG0006669	SCHMD15456	HELIO_11899
OG0006670	SCHMD06283	HELIO_08029
OG0006671	SCHMD02649	HELIO_05864
OG0006673	SCHMD11139, SCHMD01947	HELIO_06392
OG0006674	SCHMD28901	HELIO_04135
OG0006675	SCHMD10065, SCHMD21124	HELIO_08924
OG0006677	SCHMD28844	HELIO_09774
OG0006678	SCHMD02351	HELIO_02277
OG0006680	SCHMD07321, SCHMD04365	HELIO_02680
OG0006682	SCHMD13232	HELIO_10432
OG0006683	SCHMD12055	HELIO_02924
OG0006684	SCHMD03196	HELIO_06154
OG0006686	SCHMD05511	HELIO_12341
OG0006688	SCHMD02782	HELIO_03127
OG0006689	SCHMD09875, SCHMD00797, SCHMD11694	HELIO_05938
OG0006690	SCHMD02600	HELIO_02191
OG0006691	SCHMD14621	HELIO_03575
OG0006692	SCHMD15336	HELIO_11578
OG0006694	SCHMD05629	HELIO_03880
OG0006695	SCHMD06025	HELIO_08328
OG0006697	SCHMD19994, SCHMD13817, SCHMD29045	HELIO_01191
OG0006698	SCHMD12118	HELIO_12446
OG0006700	SCHMD29051, SCHMD15433, SCHMD27357	HELIO_12057
OG0006703	SCHMD00739	HELIO_06495
OG0006704	SCHMD28226	HELIO_06847
OG0006705	SCHMD14770, SCHMD13114	HELIO_06835
OG0006706	SCHMD12854	HELIO_11342
OG0006707	SCHMD19389	HELIO_00394
OG0006709	SCHMD06005	HELIO_01142
OG0006712	SCHMD13757	HELIO_03348
OG0006713	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768	HELIO_11450
OG0006717	SCHMD09869	HELIO_09109
OG0006718	SCHMD28286	HELIO_05927
OG0006720	SCHMD15330, SCHMD18737	HELIO_08931
OG0006721	SCHMD06116	HELIO_02607
OG0006722	SCHMD18971, SCHMD24284	HELIO_08515
OG0006725	SCHMD15226	HELIO_03001
OG0006726	SCHMD22403	HELIO_09973
OG0006727	SCHMD01781	HELIO_02122
OG0006728	SCHMD09693	HELIO_02827
OG0006730	SCHMD15242	HELIO_09404
OG0006733	SCHMD02938	HELIO_07160
OG0006734	SCHMD13149, SCHMD15306	HELIO_03231
OG0006735	SCHMD23549, SCHMD18150, SCHMD22619	HELIO_00738
OG0006737	SCHMD05655	HELIO_04436
OG0006741	SCHMD21104, SCHMD16448	HELIO_09739
OG0006742	SCHMD14364	HELIO_04731
OG0006743	SCHMD06609	HELIO_10221
OG0006749	SCHMD17570, SCHMD17569	HELIO_12329
OG0006750	SCHMD04443, SCHMD17273, SCHMD07663	HELIO_07144
OG0006752	SCHMD12442	HELIO_01665
OG0006753	SCHMD08285	HELIO_09521
OG0006755	SCHMD10228	HELIO_08486
OG0006757	SCHMD08426	HELIO_11315
OG0006758	SCHMD05008, SCHMD10024	HELIO_10590
OG0006761	SCHMD13526	HELIO_08292
OG0006764	SCHMD22289	HELIO_03493
OG0006768	SCHMD03977	HELIO_12787
OG0006772	SCHMD01476	HELIO_05481
OG0006776	SCHMD10792	HELIO_12504
OG0006777	SCHMD08214	HELIO_07723
OG0006780	SCHMD13525, SCHMD14457	HELIO_01407
OG0006826	SCHMD05426	HELIO_00390
OG0006829	SCHMD18846	HELIO_07838
OG0006830	SCHMD01740	HELIO_02103
OG0006833	SCHMD25705, SCHMD22029	HELIO_05301
OG0006843	SCHMD10166	HELIO_07672
OG0006844	SCHMD10998	HELIO_02360
OG0006846	SCHMD24471	HELIO_02303
OG0006847	SCHMD10920	HELIO_04305
OG0006848	SCHMD15273, SCHMD24879	HELIO_10864
OG0006851	SCHMD13891, SCHMD10310	HELIO_01136
OG0006853	SCHMD21179	HELIO_02737
OG0006856	SCHMD03115	HELIO_07178
OG0006857	SCHMD03719	HELIO_10880
OG0006858	SCHMD17672	HELIO_07365
OG0006860	SCHMD14888, SCHMD01768	HELIO_05728
OG0006862	SCHMD08954	HELIO_06074
OG0006864	SCHMD09900	HELIO_07403
OG0006867	SCHMD19722	HELIO_00909
OG0006871	SCHMD19715, SCHMD07906	HELIO_03606
OG0006874	SCHMD00242	HELIO_08686
OG0006875	SCHMD14340	HELIO_10647
OG0006876	SCHMD01180	HELIO_12562
OG0006877	SCHMD28894, SCHMD14652	HELIO_09562
OG0006878	SCHMD07673	HELIO_02141
OG0006881	SCHMD13107	HELIO_09282, HELIO_09283
OG0006882	SCHMD08215	HELIO_00837
OG0006883	SCHMD04789	HELIO_10209
OG0006886	SCHMD04628	HELIO_01710
OG0006887	SCHMD02004	HELIO_00170
OG0006889	SCHMD19490	HELIO_07081
OG0006890	SCHMD09977	HELIO_01755
OG0006891	SCHMD16311	HELIO_06848
OG0006892	SCHMD06736, SCHMD03941	HELIO_10025
OG0006894	SCHMD08244	HELIO_01525
OG0006895	SCHMD25533, SCHMD25532	HELIO_00885
OG0006897	SCHMD14554	HELIO_06557
OG0006900	SCHMD12706, SCHMD20696, SCHMD15238	HELIO_06595
OG0006901	SCHMD00150	HELIO_03815
OG0006902	SCHMD09576	HELIO_01197
OG0006906	SCHMD01345	HELIO_04811
OG0006908	SCHMD13404	HELIO_08017
OG0006909	SCHMD08896, SCHMD03475	HELIO_01498
OG0006914	SCHMD02005	HELIO_07176
OG0006915	SCHMD17740	HELIO_09309
OG0006917	SCHMD15444, SCHMD23496	HELIO_00862
OG0006918	SCHMD02128	HELIO_00387
OG0006919	SCHMD04163	HELIO_12526
OG0006921	SCHMD00179	HELIO_03601
OG0006923	SCHMD18989, SCHMD10987	HELIO_08623
OG0006924	SCHMD07270	HELIO_10197
OG0006926	SCHMD18025, SCHMD24077	HELIO_01892
OG0006927	SCHMD05483	HELIO_01236
OG0006928	SCHMD24085	HELIO_10461
OG0006931	SCHMD09823	HELIO_10024
OG0006934	SCHMD02940	HELIO_02300
OG0006937	SCHMD07394	HELIO_10195
OG0006939	SCHMD19736, SCHMD17847	HELIO_09910
OG0006941	SCHMD11956, SCHMD22092	HELIO_00376
OG0006946	SCHMD03034	HELIO_08697
OG0006948	SCHMD10039	HELIO_03218
OG0006949	SCHMD04433	HELIO_00053
OG0006951	SCHMD04285	HELIO_06091
OG0006954	SCHMD05444	HELIO_00977
OG0006955	SCHMD01359	HELIO_06102
OG0006956	SCHMD03205	HELIO_03837
OG0006957	SCHMD21016, SCHMD16664	HELIO_09843
OG0006958	SCHMD10483	HELIO_03705
OG0006959	SCHMD14675, SCHMD12735	HELIO_03367
OG0006960	SCHMD15792, SCHMD13924	HELIO_11955
OG0006962	SCHMD02602	HELIO_04139
OG0006964	SCHMD05582, SCHMD05580	HELIO_05324
OG0006965	SCHMD16583, SCHMD28209	HELIO_01499
OG0006966	SCHMD17179	HELIO_00843
OG0006967	SCHMD06876	HELIO_03858
OG0006968	SCHMD05918	HELIO_10124
OG0006973	SCHMD01554	HELIO_05811
OG0006975	SCHMD29017	HELIO_00766
OG0006977	SCHMD21617, SCHMD19289	HELIO_03745
OG0006979	SCHMD02713	HELIO_08949
OG0006980	SCHMD03927	HELIO_06927
OG0006985	SCHMD00305	HELIO_08249
OG0006989	SCHMD08387	HELIO_01925
OG0006990	SCHMD14019	HELIO_06240
OG0006991	SCHMD09527	HELIO_08801
OG0006993	SCHMD16078, SCHMD15851	HELIO_04356
OG0006995	SCHMD08291	HELIO_00974
OG0006999	SCHMD09727, SCHMD09154	HELIO_01742
OG0007001	SCHMD11191	HELIO_09912
OG0007002	SCHMD00096	HELIO_00186
OG0007003	SCHMD03229	HELIO_03021
