Orthogroup	SCHMD	STRPU_ok
OG0005626	SCHMD07068	STRPU_15356
OG0005627	SCHMD08756	STRPU_02838
OG0005629	SCHMD09552	STRPU_11037
OG0005630	SCHMD01646	STRPU_04173
OG0005633	SCHMD07099	STRPU_21354
OG0005634	SCHMD20586	STRPU_19963, STRPU_01194
OG0005636	SCHMD19328, SCHMD18481	STRPU_12024
OG0005637	SCHMD23112	STRPU_16870
OG0005639	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579	STRPU_05338
OG0005642	SCHMD13411	STRPU_23878
OG0005643	SCHMD13075	STRPU_14537
OG0005644	SCHMD04718	STRPU_14959, STRPU_14989
OG0005645	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665	STRPU_02698
OG0005649	SCHMD08195, SCHMD22964	STRPU_17152
OG0005652	SCHMD16380, SCHMD06971	STRPU_23662, STRPU_23636
OG0005656	SCHMD27371	STRPU_10339
OG0005685	SCHMD11471	STRPU_24007
OG0005690	SCHMD02487	STRPU_26783, STRPU_26777
OG0005691	SCHMD26506	STRPU_00012, STRPU_00001, STRPU_23314
OG0005692	SCHMD02679	STRPU_18031
OG0005696	SCHMD00584	STRPU_05247
OG0005697	SCHMD05678	STRPU_22134
OG0005701	SCHMD02012	STRPU_08625
OG0005702	SCHMD14141	STRPU_05872
OG0005703	SCHMD17404	STRPU_08717, STRPU_01457
OG0005704	SCHMD11470	STRPU_17375
OG0005707	SCHMD05853	STRPU_27228
OG0005712	SCHMD07067	STRPU_16543, STRPU_16563
OG0005714	SCHMD01804	STRPU_06726
OG0005715	SCHMD12420, SCHMD17206	STRPU_21975
OG0005718	SCHMD10737	STRPU_03727
OG0005720	SCHMD22971	STRPU_09629
OG0005721	SCHMD19295, SCHMD23759, SCHMD06424	STRPU_24247, STRPU_01058
OG0005723	SCHMD06963	STRPU_23964, STRPU_23939
OG0005724	SCHMD16415, SCHMD22314	STRPU_10013
OG0005727	SCHMD10634, SCHMD08590	STRPU_15497
OG0005728	SCHMD03714	STRPU_26034
OG0005729	SCHMD24969	STRPU_17722
OG0005732	SCHMD17368, SCHMD29400, SCHMD29134	STRPU_08259
OG0005733	SCHMD03723	STRPU_04392
OG0005734	SCHMD02857	STRPU_00552, STRPU_10691
OG0005737	SCHMD03849	STRPU_21022
OG0005740	SCHMD24212, SCHMD05560	STRPU_09271
OG0005744	SCHMD03440, SCHMD17406	STRPU_24149
OG0005745	SCHMD00316, SCHMD12070	STRPU_08219
OG0005746	SCHMD18087	STRPU_05482
OG0005748	SCHMD10607	STRPU_10509
OG0005749	SCHMD01444, SCHMD00011	STRPU_12467
OG0005750	SCHMD13471, SCHMD16445	STRPU_09294
OG0005754	SCHMD05803	STRPU_09817
OG0005755	SCHMD12048	STRPU_25847
OG0005757	SCHMD07565	STRPU_26124, STRPU_26125
OG0005758	SCHMD02273	STRPU_06469
OG0005761	SCHMD17717	STRPU_14201, STRPU_00428
OG0005762	SCHMD02446	STRPU_06450
OG0005763	SCHMD07552	STRPU_27025
OG0005764	SCHMD24702	STRPU_13948
OG0005765	SCHMD18072, SCHMD07191	STRPU_10156, STRPU_10093
OG0005770	SCHMD08433, SCHMD15883	STRPU_26040
OG0005771	SCHMD04988	STRPU_27098, STRPU_27087
OG0005772	SCHMD05049	STRPU_16905
OG0005774	SCHMD08709	STRPU_13525, STRPU_13524
OG0005775	SCHMD29828	STRPU_08548
OG0005776	SCHMD03919	STRPU_08315
OG0005779	SCHMD09046	STRPU_08148
OG0005781	SCHMD12803, SCHMD19512, SCHMD12804	STRPU_17947
OG0005783	SCHMD10823	STRPU_01541, STRPU_09418
OG0005788	SCHMD17492	STRPU_20148
OG0005789	SCHMD07616, SCHMD07618	STRPU_25529
OG0005790	SCHMD05737, SCHMD05738	STRPU_20640
OG0005793	SCHMD01801	STRPU_11575, STRPU_01366
OG0005795	SCHMD13893	STRPU_06779, STRPU_06755
OG0005796	SCHMD07390	STRPU_04062
OG0005797	SCHMD07039	STRPU_09784
OG0005799	SCHMD10267	STRPU_21454
OG0005800	SCHMD00983	STRPU_23401, STRPU_01039
OG0005801	SCHMD02270	STRPU_00807, STRPU_25540
OG0005802	SCHMD00774	STRPU_23393
OG0005803	SCHMD20737	STRPU_01875, STRPU_25191
OG0005804	SCHMD08064, SCHMD11360	STRPU_17602
OG0005806	SCHMD15358	STRPU_14563
OG0005809	SCHMD00240	STRPU_25381
OG0005811	SCHMD09652	STRPU_21807
OG0005812	SCHMD11310	STRPU_20595
OG0005813	SCHMD26029, SCHMD16035, SCHMD18052	STRPU_15598, STRPU_02209
OG0005814	SCHMD01776	STRPU_19267
OG0005815	SCHMD14928, SCHMD17547	STRPU_00424, STRPU_14203
OG0005816	SCHMD28319	STRPU_14629, STRPU_14609
OG0005817	SCHMD05597, SCHMD01856	STRPU_14811
OG0005818	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815	STRPU_01031, STRPU_23407
OG0005823	SCHMD08649	STRPU_24738
OG0005824	SCHMD01009	STRPU_27019
OG0005828	SCHMD21164, SCHMD18882	STRPU_15489
OG0005829	SCHMD10491	STRPU_17879
OG0005831	SCHMD04560	STRPU_00960, STRPU_08861
OG0005835	SCHMD06972	STRPU_25028
OG0005836	SCHMD24405, SCHMD15794, SCHMD14431	STRPU_09799
OG0005837	SCHMD28753	STRPU_19226
OG0005840	SCHMD07247	STRPU_24192, STRPU_01105
OG0005842	SCHMD15622	STRPU_07126
OG0005843	SCHMD06491	STRPU_24376
OG0005845	SCHMD05449	STRPU_23253
OG0005847	SCHMD14907	STRPU_21849
OG0005848	SCHMD10194, SCHMD07261	STRPU_13409
OG0005849	SCHMD07252	STRPU_22157
OG0005850	SCHMD04093	STRPU_22163, STRPU_22158
OG0005851	SCHMD25831, SCHMD26851	STRPU_18849
OG0005852	SCHMD02557	STRPU_23002, STRPU_00877
OG0005853	SCHMD29663, SCHMD04997	STRPU_21346
OG0005854	SCHMD19253, SCHMD17372	STRPU_25680
OG0005856	SCHMD06135	STRPU_21085
OG0005858	SCHMD20485	STRPU_15082
OG0005860	SCHMD03591	STRPU_22221
OG0005863	SCHMD02497	STRPU_08636
OG0005864	SCHMD10925	STRPU_10139, STRPU_10075
OG0005865	SCHMD16590, SCHMD23703, SCHMD10054	STRPU_00331, STRPU_10994
OG0005866	SCHMD03734	STRPU_25266
OG0005869	SCHMD26507, SCHMD23591	STRPU_25687, STRPU_25706
OG0005870	SCHMD09476	STRPU_18687
OG0005871	SCHMD00778	STRPU_05539, STRPU_05599
OG0005874	SCHMD05420	STRPU_13329
OG0005875	SCHMD00264	STRPU_06678
OG0005876	SCHMD17997, SCHMD16591	STRPU_23804
OG0005877	SCHMD25314	STRPU_19283, STRPU_00403
OG0005880	SCHMD29444, SCHMD13249, SCHMD04126	STRPU_23630
OG0005882	SCHMD00272, SCHMD00273	STRPU_12934
OG0005883	SCHMD01141	STRPU_12694
OG0005884	SCHMD11959, SCHMD17761	STRPU_20704
OG0005886	SCHMD18383	STRPU_20854, STRPU_20891
OG0005887	SCHMD01687	STRPU_14589
OG0005888	SCHMD13482	STRPU_20094, STRPU_20115
OG0005889	SCHMD11972	STRPU_17783
OG0005890	SCHMD09184, SCHMD12140	STRPU_20835, STRPU_20872
OG0005891	SCHMD26926	STRPU_09070, STRPU_02046
OG0005892	SCHMD08931, SCHMD12929	STRPU_25562, STRPU_00831
OG0005895	SCHMD12191	STRPU_10446
OG0005897	SCHMD08042	STRPU_27001
OG0005899	SCHMD12882, SCHMD12880	STRPU_19676, STRPU_19644
OG0005900	SCHMD03686	STRPU_01123, STRPU_18324
OG0005903	SCHMD00050	STRPU_06303, STRPU_06259
OG0005909	SCHMD20781	STRPU_27365
OG0005910	SCHMD09520, SCHMD06408	STRPU_06602
OG0005913	SCHMD08000	STRPU_05346
OG0005917	SCHMD29553, SCHMD28782	STRPU_24485
OG0005918	SCHMD16076, SCHMD19461	STRPU_02807, STRPU_02805, STRPU_02806, STRPU_02802
OG0005919	SCHMD24140, SCHMD26763	STRPU_19746
OG0005921	SCHMD20283	STRPU_16843
OG0005922	SCHMD00392	STRPU_22840
OG0005923	SCHMD07170	STRPU_06716
OG0005924	SCHMD07545	STRPU_25748
OG0005926	SCHMD04836	STRPU_12477
OG0005927	SCHMD05874	STRPU_14214
OG0005928	SCHMD22733, SCHMD16359	STRPU_19012
OG0005929	SCHMD10353	STRPU_18302, STRPU_01154
OG0005930	SCHMD12780	STRPU_26884
OG0005932	SCHMD11131, SCHMD00511	STRPU_23574
OG0005933	SCHMD09471	STRPU_21783
OG0005935	SCHMD06109	STRPU_07710, STRPU_07711
OG0005936	SCHMD24148, SCHMD16917	STRPU_12095
OG0005937	SCHMD13453	STRPU_22592
OG0005939	SCHMD09857	STRPU_13033
OG0005940	SCHMD20079	STRPU_15031
OG0005942	SCHMD23166	STRPU_14403
OG0005946	SCHMD17764, SCHMD14112	STRPU_01024, STRPU_23413
OG0005947	SCHMD04554	STRPU_06048
OG0005948	SCHMD05630	STRPU_10182
OG0005949	SCHMD04688	STRPU_14172, STRPU_14148
OG0005950	SCHMD24842	STRPU_07208
OG0005952	SCHMD14057	STRPU_09763, STRPU_09719
OG0005955	SCHMD28997	STRPU_09339
OG0005956	SCHMD02817	STRPU_19454
OG0005959	SCHMD19013	STRPU_26564
OG0005963	SCHMD01826	STRPU_25461
OG0005965	SCHMD08437	STRPU_09992
OG0005966	SCHMD21323, SCHMD27755	STRPU_00119, STRPU_08812
OG0005967	SCHMD05472	STRPU_09259
OG0005969	SCHMD09557	STRPU_20508
OG0005970	SCHMD01213	STRPU_18555
OG0005971	SCHMD02682	STRPU_13215, STRPU_13216, STRPU_13231, STRPU_13218
OG0005973	SCHMD13962	STRPU_20652
OG0005974	SCHMD07776	STRPU_19881, STRPU_19856
OG0005977	SCHMD05711	STRPU_01218, STRPU_12082
OG0005978	SCHMD07295, SCHMD07297	STRPU_22052
OG0005979	SCHMD12835, SCHMD02124	STRPU_22249
OG0005982	SCHMD25871, SCHMD22233	STRPU_19095
OG0005984	SCHMD15039, SCHMD22394	STRPU_19150
OG0005986	SCHMD08044	STRPU_20977
OG0005987	SCHMD00944	STRPU_06677
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	STRPU_11653
OG0005993	SCHMD11427, SCHMD18715	STRPU_12807
OG0005994	SCHMD29551, SCHMD27858	STRPU_18618
OG0005995	SCHMD08037	STRPU_06966
OG0005998	SCHMD02380, SCHMD09950	STRPU_14411
OG0006000	SCHMD01538	STRPU_20827
OG0006001	SCHMD09796	STRPU_11854
OG0006002	SCHMD03942	STRPU_12697
OG0006003	SCHMD28801, SCHMD05202	STRPU_18482, STRPU_18440
OG0006005	SCHMD22182, SCHMD08878	STRPU_05718, STRPU_05711
OG0006009	SCHMD19529	STRPU_26718
OG0006010	SCHMD15502	STRPU_14211
OG0006011	SCHMD19974, SCHMD20066	STRPU_14553
OG0006012	SCHMD04480, SCHMD08297, SCHMD18940	STRPU_27231
OG0006062	SCHMD24107	STRPU_05736
OG0006063	SCHMD23310, SCHMD03030	STRPU_04770
OG0006064	SCHMD10442	STRPU_04263, STRPU_04227
OG0006065	SCHMD02636	STRPU_27214
OG0006066	SCHMD10156	STRPU_02919
OG0006069	SCHMD05080	STRPU_08343
OG0006070	SCHMD12482, SCHMD20456	STRPU_08633
OG0006074	SCHMD10253	STRPU_20544
OG0006075	SCHMD09391	STRPU_16094
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	STRPU_26784, STRPU_26778
OG0006081	SCHMD03767, SCHMD03768	STRPU_12339
OG0006083	SCHMD05588	STRPU_22371
OG0006084	SCHMD04050	STRPU_15313
OG0006085	SCHMD06820, SCHMD25134	STRPU_12466
OG0006087	SCHMD02837	STRPU_25843
OG0006094	SCHMD22247	STRPU_06351
OG0006095	SCHMD01933	STRPU_19701, STRPU_19615
OG0006097	SCHMD02082	STRPU_24842
OG0006098	SCHMD03761	STRPU_26067
OG0006100	SCHMD13497	STRPU_25855
OG0006101	SCHMD20998, SCHMD13053	STRPU_22455, STRPU_22479
OG0006102	SCHMD05671	STRPU_27044
OG0006104	SCHMD02621	STRPU_09062
OG0006106	SCHMD07924	STRPU_18581, STRPU_18628
OG0006108	SCHMD01135	STRPU_19962, STRPU_01193
OG0006111	SCHMD08002	STRPU_05034, STRPU_05107
OG0006112	SCHMD08098	STRPU_25281
OG0006113	SCHMD19939, SCHMD12223	STRPU_26203
OG0006115	SCHMD11076, SCHMD17247	STRPU_17330, STRPU_17321
OG0006116	SCHMD23071, SCHMD20841	STRPU_21121
OG0006118	SCHMD01132	STRPU_25479
OG0006119	SCHMD11970	STRPU_10196
OG0006120	SCHMD01574	STRPU_10344
OG0006121	SCHMD07418	STRPU_09824
OG0006122	SCHMD04954	STRPU_09227, STRPU_02191
OG0006123	SCHMD01986	STRPU_09425, STRPU_09424, STRPU_01535
OG0006124	SCHMD06412	STRPU_17749
OG0006125	SCHMD18618	STRPU_21202
OG0006127	SCHMD21305	STRPU_25576
OG0006128	SCHMD10897	STRPU_25302
OG0006129	SCHMD29479, SCHMD20406, SCHMD23249	STRPU_26715
OG0006134	SCHMD03678	STRPU_26266
OG0006136	SCHMD24287, SCHMD09864	STRPU_24568
OG0006137	SCHMD12111, SCHMD06962	STRPU_15050
OG0006141	SCHMD14525	STRPU_27062
OG0006144	SCHMD00428, SCHMD04861	STRPU_21054
OG0006145	SCHMD01605	STRPU_11062
OG0006146	SCHMD09246	STRPU_04626, STRPU_04648
OG0006147	SCHMD22070	STRPU_23340
OG0006148	SCHMD13560, SCHMD22230	STRPU_01124, STRPU_18323
OG0006152	SCHMD06866	STRPU_07362
OG0006153	SCHMD01641	STRPU_05160, STRPU_05081
OG0006155	SCHMD16795, SCHMD26962	STRPU_22606
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	STRPU_06250
OG0006158	SCHMD08900	STRPU_21452
OG0006159	SCHMD22266	STRPU_23270
OG0006160	SCHMD05454	STRPU_22733
OG0006163	SCHMD15384	STRPU_22105
OG0006164	SCHMD06001	STRPU_25715, STRPU_25697
OG0006165	SCHMD04333	STRPU_26156
OG0006167	SCHMD07995	STRPU_10405
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	STRPU_19350
OG0006169	SCHMD23567	STRPU_05382
OG0006171	SCHMD11398	STRPU_20534
OG0006172	SCHMD10620, SCHMD16388	STRPU_21502, STRPU_21492
OG0006177	SCHMD21293	STRPU_16507
OG0006180	SCHMD14399, SCHMD04884	STRPU_25318
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	STRPU_21607
OG0006183	SCHMD11899	STRPU_08323
OG0006184	SCHMD09309	STRPU_00980, STRPU_08837, STRPU_00979
OG0006185	SCHMD16220, SCHMD19381	STRPU_07916, STRPU_07945
OG0006186	SCHMD00394	STRPU_17796
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	STRPU_26431
OG0006188	SCHMD05423	STRPU_18817
OG0006189	SCHMD01559	STRPU_08831, STRPU_08835
OG0006191	SCHMD07313	STRPU_27211, STRPU_27195
OG0006192	SCHMD08338, SCHMD08339	STRPU_13558
OG0006199	SCHMD04415, SCHMD04413	STRPU_18385
OG0006202	SCHMD08868	STRPU_26076
OG0006204	SCHMD16863	STRPU_14341
OG0006205	SCHMD14314	STRPU_14259
OG0006208	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749	STRPU_27004
OG0006209	SCHMD08326, SCHMD23138	STRPU_27174, STRPU_04024
OG0006216	SCHMD09510	STRPU_08291
OG0006217	SCHMD21927, SCHMD16840	STRPU_00330, STRPU_10993
OG0006219	SCHMD06440	STRPU_06868
OG0006220	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957	STRPU_22264
OG0006221	SCHMD00700	STRPU_22085
OG0006224	SCHMD00469	STRPU_10868
OG0006226	SCHMD17067, SCHMD16763	STRPU_00415, STRPU_19272
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	STRPU_09462
OG0006229	SCHMD17318, SCHMD23866	STRPU_05866
OG0006230	SCHMD02493	STRPU_23107, STRPU_23110
OG0006232	SCHMD02032	STRPU_13820
OG0006233	SCHMD06980	STRPU_13467
OG0006234	SCHMD13683, SCHMD14118	STRPU_01742, STRPU_16772
OG0006235	SCHMD04538	STRPU_01370, STRPU_11572
OG0006239	SCHMD01406	STRPU_26094
OG0006240	SCHMD29814	STRPU_19611, STRPU_19704
OG0006246	SCHMD00484	STRPU_27021
OG0006247	SCHMD22174	STRPU_27023
OG0006248	SCHMD12206, SCHMD10060	STRPU_12984
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	STRPU_06207, STRPU_06179
OG0006250	SCHMD16390	STRPU_10406
OG0006252	SCHMD16745, SCHMD16993	STRPU_11094
OG0006253	SCHMD09135	STRPU_06180, STRPU_06208
OG0006254	SCHMD04705, SCHMD29411	STRPU_16653
OG0006258	SCHMD05887	STRPU_22243
OG0006259	SCHMD06837	STRPU_24286
OG0006260	SCHMD09985, SCHMD17439	STRPU_23807, STRPU_23840
OG0006261	SCHMD24384	STRPU_23637, STRPU_23663
OG0006263	SCHMD00121	STRPU_26005
OG0006267	SCHMD03685	STRPU_00713
OG0006268	SCHMD06847	STRPU_22660
OG0006269	SCHMD04607	STRPU_23532
OG0006271	SCHMD07857	STRPU_18098, STRPU_01786
OG0006274	SCHMD00455	STRPU_18945
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	STRPU_12142, STRPU_12107
OG0006277	SCHMD24774	STRPU_14370
OG0006279	SCHMD04231	STRPU_16950, STRPU_02016
OG0006280	SCHMD15524, SCHMD19210	STRPU_20964
OG0006281	SCHMD02340	STRPU_11014, STRPU_00353
OG0006282	SCHMD08230	STRPU_01932, STRPU_22773
OG0006283	SCHMD06325	STRPU_22252
OG0006284	SCHMD20607, SCHMD19598	STRPU_21728, STRPU_21666
OG0006286	SCHMD01297, SCHMD01298	STRPU_16014
OG0006287	SCHMD02772, SCHMD02771	STRPU_21397
OG0006289	SCHMD08039	STRPU_22296
OG0006290	SCHMD00955	STRPU_10553
OG0006291	SCHMD09043	STRPU_20014
OG0006293	SCHMD16297	STRPU_14168
OG0006294	SCHMD15450, SCHMD16229	STRPU_21748, STRPU_21683
OG0006295	SCHMD02966	STRPU_14216
OG0006297	SCHMD09759	STRPU_22310, STRPU_22329
OG0006298	SCHMD01046, SCHMD24624	STRPU_25124
OG0006301	SCHMD09923	STRPU_21245
OG0006304	SCHMD06368	STRPU_21283
OG0006305	SCHMD12627	STRPU_09519
OG0006306	SCHMD12510, SCHMD15396	STRPU_15639
OG0006309	SCHMD24369, SCHMD08923	STRPU_12063, STRPU_01235
OG0006310	SCHMD12354	STRPU_11996, STRPU_01662
OG0006311	SCHMD23312	STRPU_11654
OG0006313	SCHMD09169	STRPU_07370
OG0006314	SCHMD08096	STRPU_23080, STRPU_00665
OG0006315	SCHMD05407	STRPU_21474
OG0006316	SCHMD26139, SCHMD20052	STRPU_19017
OG0006319	SCHMD10541, SCHMD13166	STRPU_10938
OG0006321	SCHMD08365	STRPU_25993
OG0006322	SCHMD10221	STRPU_00885, STRPU_23011
OG0006323	SCHMD04105	STRPU_05565, STRPU_05622
OG0006325	SCHMD16004	STRPU_19352
OG0006327	SCHMD15773	STRPU_23568
OG0006329	SCHMD08342	STRPU_10024
OG0006330	SCHMD08411	STRPU_26973
OG0006331	SCHMD09182, SCHMD12138	STRPU_20670
OG0006332	SCHMD14581	STRPU_12324, STRPU_10717
OG0006334	SCHMD05752, SCHMD05753	STRPU_19104
OG0006335	SCHMD11650, SCHMD08469	STRPU_23723
OG0006337	SCHMD11989	STRPU_27122
OG0006340	SCHMD19432	STRPU_04236, STRPU_04198
OG0006341	SCHMD05125	STRPU_18283, STRPU_01173
OG0006344	SCHMD21084, SCHMD09358	STRPU_22520
OG0006347	SCHMD07723	STRPU_13365, STRPU_13385
OG0006349	SCHMD05182	STRPU_18761, STRPU_18762
OG0006350	SCHMD09296	STRPU_08881, STRPU_00940
OG0006351	SCHMD06816	STRPU_05847
OG0006352	SCHMD07373	STRPU_05719, STRPU_05712
OG0006353	SCHMD10639	STRPU_21115
OG0006360	SCHMD08060	STRPU_11561
OG0006362	SCHMD03337	STRPU_18132
OG0006363	SCHMD19238	STRPU_09319
OG0006364	SCHMD06510, SCHMD06511	STRPU_23794
OG0006365	SCHMD14860	STRPU_05270, STRPU_05254
OG0006370	SCHMD28920	STRPU_19241
OG0006372	SCHMD07447	STRPU_17261
OG0006375	SCHMD00652	STRPU_01472, STRPU_08700
OG0006376	SCHMD06608	STRPU_19494
OG0006377	SCHMD10116	STRPU_26959
OG0006378	SCHMD10668, SCHMD11255	STRPU_09953, STRPU_09976
OG0006379	SCHMD18267	STRPU_21808
OG0006381	SCHMD24227, SCHMD16114	STRPU_22693
OG0006383	SCHMD26033, SCHMD18774	STRPU_03091
OG0006386	SCHMD13835, SCHMD19804	STRPU_11720
OG0006387	SCHMD14692	STRPU_17511
OG0006392	SCHMD15116, SCHMD12579	STRPU_17229
OG0006395	SCHMD08199	STRPU_07573
OG0006401	SCHMD19581, SCHMD26470	STRPU_14011
OG0006402	SCHMD13826, SCHMD09114	STRPU_16542, STRPU_16564
OG0006406	SCHMD27566	STRPU_05827
OG0006408	SCHMD11225	STRPU_21447
OG0006414	SCHMD18742	STRPU_27415
OG0006442	SCHMD29787, SCHMD29760	STRPU_25425
OG0006443	SCHMD12255, SCHMD24636, SCHMD25778	STRPU_03428
OG0006448	SCHMD18654	STRPU_13247
OG0006449	SCHMD06362	STRPU_24008
OG0006452	SCHMD23102, SCHMD15046	STRPU_23318
OG0006454	SCHMD07698, SCHMD07699	STRPU_14766, STRPU_02558
OG0006456	SCHMD11711, SCHMD17298, SCHMD12535	STRPU_12981
OG0006457	SCHMD16313	STRPU_18652
OG0006459	SCHMD21368	STRPU_26656
OG0006461	SCHMD19693, SCHMD11861	STRPU_22710, STRPU_00693
OG0006462	SCHMD07729	STRPU_09115, STRPU_02084
OG0006463	SCHMD07130	STRPU_26991
OG0006464	SCHMD12787, SCHMD19777	STRPU_06886
OG0006465	SCHMD28077, SCHMD07507	STRPU_21220
OG0006469	SCHMD02780	STRPU_08991
OG0006470	SCHMD16861	STRPU_09449, STRPU_01513
OG0006472	SCHMD23852, SCHMD12162	STRPU_06355
OG0006474	SCHMD03155, SCHMD23229, SCHMD24070	STRPU_14515
OG0006475	SCHMD12763	STRPU_02451, STRPU_13611
OG0006476	SCHMD29103, SCHMD25388	STRPU_05356
OG0006478	SCHMD01744	STRPU_26958
OG0006479	SCHMD20030	STRPU_10820
OG0006480	SCHMD01088	STRPU_16289
OG0006481	SCHMD02855	STRPU_03450
OG0006482	SCHMD06492	STRPU_20632
OG0006486	SCHMD12934, SCHMD02395	STRPU_23799
OG0006488	SCHMD29514, SCHMD21588	STRPU_21848
OG0006490	SCHMD00433	STRPU_22719, STRPU_00703
OG0006494	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967	STRPU_06616
OG0006501	SCHMD05406	STRPU_20764
OG0006503	SCHMD07908	STRPU_06604
OG0006504	SCHMD04702, SCHMD29580	STRPU_14410
OG0006505	SCHMD08554, SCHMD08796	STRPU_13908
OG0006507	SCHMD22063	STRPU_22570
OG0006509	SCHMD13705	STRPU_10367
OG0006510	SCHMD11921	STRPU_25970, STRPU_00228
OG0006511	SCHMD03048	STRPU_00229, STRPU_25971
OG0006512	SCHMD12217, SCHMD11205	STRPU_21460
OG0006514	SCHMD08264	STRPU_05328
OG0006515	SCHMD03249	STRPU_21616
OG0006517	SCHMD00950	STRPU_22079
OG0006518	SCHMD03959	STRPU_17445
OG0006519	SCHMD25528	STRPU_20703
OG0006520	SCHMD00155	STRPU_04978
OG0006523	SCHMD12246, SCHMD13301	STRPU_21580
OG0006525	SCHMD21904	STRPU_23588
OG0006526	SCHMD14233	STRPU_25532
OG0006527	SCHMD10447, SCHMD13054	STRPU_08594, STRPU_00311
OG0006528	SCHMD09670	STRPU_25024
OG0006531	SCHMD00423, SCHMD00419	STRPU_01675, STRPU_02691
OG0006532	SCHMD27245	STRPU_18757
OG0006533	SCHMD18625	STRPU_02314, STRPU_18116
OG0006536	SCHMD28548	STRPU_09828
OG0006537	SCHMD07012	STRPU_05666
OG0006538	SCHMD09434	STRPU_25056
OG0006540	SCHMD24252, SCHMD19265	STRPU_05939
OG0006542	SCHMD07956	STRPU_04977
OG0006543	SCHMD05909	STRPU_24071
OG0006544	SCHMD05488	STRPU_25609
OG0006545	SCHMD08819	STRPU_01501, STRPU_13748
OG0006546	SCHMD22666, SCHMD26503	STRPU_21327
OG0006547	SCHMD01454	STRPU_16023
OG0006549	SCHMD07432	STRPU_22378
OG0006550	SCHMD05608	STRPU_23342
OG0006552	SCHMD16090	STRPU_26952
OG0006553	SCHMD03817	STRPU_08086
OG0006554	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974	STRPU_14643
OG0006556	SCHMD10898, SCHMD08118	STRPU_17934
OG0006557	SCHMD15751	STRPU_15383
OG0006561	SCHMD07629	STRPU_20587
OG0006563	SCHMD08352	STRPU_20622
OG0006564	SCHMD15011	STRPU_14809
OG0006566	SCHMD10136, SCHMD13813	STRPU_09269
OG0006567	SCHMD25728, SCHMD21897	STRPU_07104
OG0006570	SCHMD12205, SCHMD05328	STRPU_20410
OG0006571	SCHMD00180, SCHMD27487	STRPU_26805
OG0006573	SCHMD10554	STRPU_14878
OG0006574	SCHMD18201	STRPU_26558
OG0006579	SCHMD11335, SCHMD14843	STRPU_19335
OG0006583	SCHMD08738	STRPU_17816, STRPU_17825
OG0006586	SCHMD14590	STRPU_16079
OG0006588	SCHMD29130	STRPU_23525
OG0006590	SCHMD02740	STRPU_15244, STRPU_15188, STRPU_15243
OG0006593	SCHMD08560	STRPU_23492
OG0006594	SCHMD00507	STRPU_14656
OG0006595	SCHMD08252	STRPU_04349
OG0006596	SCHMD05657	STRPU_26147
OG0006597	SCHMD04098	STRPU_05370
OG0006598	SCHMD23134	STRPU_27035
OG0006599	SCHMD28680	STRPU_04862
OG0006600	SCHMD12543, SCHMD20580	STRPU_25880
OG0006603	SCHMD13311, SCHMD24906	STRPU_25457
OG0006604	SCHMD12610	STRPU_15381
OG0006606	SCHMD11990	STRPU_11628, STRPU_17508
OG0006607	SCHMD00025	STRPU_00854, STRPU_14066
OG0006608	SCHMD21063	STRPU_06790
OG0006610	SCHMD10412	STRPU_08550
OG0006614	SCHMD05476	STRPU_17418
OG0006615	SCHMD02189	STRPU_13873, STRPU_13881, STRPU_13874
OG0006616	SCHMD12397	STRPU_06882
OG0006619	SCHMD14686	STRPU_07564, STRPU_07569
OG0006621	SCHMD06932	STRPU_15128, STRPU_02508
OG0006622	SCHMD16418, SCHMD16456	STRPU_06660
OG0006623	SCHMD00154	STRPU_13116, STRPU_13085
OG0006624	SCHMD28658, SCHMD27359	STRPU_13857
OG0006626	SCHMD05850	STRPU_15047
OG0006628	SCHMD10378	STRPU_10460
OG0006630	SCHMD02436	STRPU_23183
OG0006631	SCHMD24627, SCHMD24745	STRPU_25117
OG0006633	SCHMD06460	STRPU_07751
OG0006636	SCHMD09363	STRPU_02074, STRPU_09103
OG0006637	SCHMD17064, SCHMD26047	STRPU_09068, STRPU_02044
OG0006640	SCHMD09877	STRPU_15081
OG0006646	SCHMD10329	STRPU_26577, STRPU_26576
OG0006647	SCHMD12770, SCHMD12371	STRPU_25982, STRPU_25981, STRPU_25980
OG0006648	SCHMD13489, SCHMD23341	STRPU_17476, STRPU_17460
OG0006651	SCHMD07289, SCHMD06082	STRPU_17251
OG0006653	SCHMD04276, SCHMD04275	STRPU_25531
