Orthogroup	SCHMD	ASTMX
OG0005470	SCHMD00405	ASTMX16610
OG0005471	SCHMD09088	ASTMX16198
OG0005474	SCHMD08436	ASTMX12678
OG0005475	SCHMD16923, SCHMD14366, SCHMD27066	ASTMX15460
OG0005476	SCHMD22714, SCHMD28208	ASTMX01980
OG0005477	SCHMD11327, SCHMD11326	ASTMX13551
OG0005479	SCHMD12305	ASTMX17649
OG0005481	SCHMD02765	ASTMX10714, ASTMX22614
OG0005482	SCHMD03117	ASTMX04444
OG0005483	SCHMD19171	ASTMX06036
OG0005486	SCHMD06308, SCHMD07820	ASTMX18225
OG0005487	SCHMD07720, SCHMD07721	ASTMX16707
OG0005488	SCHMD00795	ASTMX05975
OG0005490	SCHMD06570	ASTMX15030
OG0005491	SCHMD02400, SCHMD01109	ASTMX07770
OG0005493	SCHMD12670	ASTMX08492
OG0005495	SCHMD07327	ASTMX03482
OG0005499	SCHMD09102, SCHMD11466, SCHMD05063	ASTMX09972
OG0005500	SCHMD03248, SCHMD03247	ASTMX00746
OG0005502	SCHMD02196	ASTMX06489, ASTMX17689, ASTMX16374
OG0005503	SCHMD18082, SCHMD10352	ASTMX20306
OG0005504	SCHMD22943, SCHMD16672, SCHMD20938	ASTMX18809
OG0005508	SCHMD24609	ASTMX04270
OG0005509	SCHMD18235	ASTMX13585, ASTMX22644
OG0005514	SCHMD07379	ASTMX13464
OG0005517	SCHMD04227	ASTMX05340, ASTMX18352
OG0005520	SCHMD03910, SCHMD19272, SCHMD19544, SCHMD03909	ASTMX19035
OG0005522	SCHMD10063	ASTMX13078
OG0005523	SCHMD26643, SCHMD21426	ASTMX18617
OG0005524	SCHMD06781	ASTMX16131, ASTMX21239
OG0005525	SCHMD03055	ASTMX21372
OG0005526	SCHMD06229	ASTMX10137
OG0005527	SCHMD04109	ASTMX08332, ASTMX16170
OG0005528	SCHMD02186	ASTMX00336
OG0005529	SCHMD00457	ASTMX22339, ASTMX14438
OG0005532	SCHMD20423, SCHMD27192, SCHMD21158, SCHMD24764	ASTMX18450
OG0005533	SCHMD00593	ASTMX07259
OG0005534	SCHMD12378	ASTMX21959
OG0005536	SCHMD08816	ASTMX03369
OG0005537	SCHMD12765	ASTMX19675
OG0005538	SCHMD07816	ASTMX16038, ASTMX16040
OG0005539	SCHMD05501, SCHMD05502	ASTMX05009
OG0005542	SCHMD10197	ASTMX07623
OG0005545	SCHMD09667	ASTMX00772
OG0005546	SCHMD22923	ASTMX18692, ASTMX22004, ASTMX16029
OG0005551	SCHMD03096	ASTMX01435
OG0005554	SCHMD05734	ASTMX16599
OG0005556	SCHMD10870, SCHMD18170	ASTMX11200
OG0005560	SCHMD09834, SCHMD09833	ASTMX00944
OG0005562	SCHMD14801, SCHMD19132	ASTMX06106
OG0005563	SCHMD12379	ASTMX00176
OG0005564	SCHMD20152, SCHMD14971	ASTMX10364
OG0005565	SCHMD16708, SCHMD23869	ASTMX10175
OG0005566	SCHMD17800	ASTMX05096, ASTMX12856
OG0005569	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087	ASTMX02226
OG0005570	SCHMD09421, SCHMD03639	ASTMX04162
OG0005572	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142	ASTMX21476
OG0005573	SCHMD02930	ASTMX02220
OG0005574	SCHMD12377	ASTMX11029
OG0005575	SCHMD29678	ASTMX17507
OG0005576	SCHMD07029, SCHMD07030	ASTMX09543
OG0005580	SCHMD13326	ASTMX11943
OG0005581	SCHMD04114	ASTMX10963
OG0005582	SCHMD14269	ASTMX12271
OG0005588	SCHMD14537	ASTMX07390
OG0005589	SCHMD00570	ASTMX08668
OG0005590	SCHMD15965	ASTMX13325
OG0005592	SCHMD29641, SCHMD06507	ASTMX14187
OG0005594	SCHMD01628	ASTMX16856
OG0005596	SCHMD05215	ASTMX03471
OG0005597	SCHMD15948, SCHMD15508	ASTMX19498
OG0005598	SCHMD28546, SCHMD03623	ASTMX02232
OG0005599	SCHMD02438	ASTMX00948
OG0005600	SCHMD16041	ASTMX01740
OG0005601	SCHMD00451	ASTMX07076
OG0005603	SCHMD19668, SCHMD21236, SCHMD25008	ASTMX10081
OG0005604	SCHMD13641, SCHMD16141	ASTMX08556
OG0005605	SCHMD17079	ASTMX19759
OG0005609	SCHMD10661, SCHMD10660	ASTMX02236
OG0005610	SCHMD05436, SCHMD09492	ASTMX01166, ASTMX10712
OG0005611	SCHMD22528, SCHMD19557	ASTMX10215
OG0005612	SCHMD03692	ASTMX16550
OG0005613	SCHMD01673	ASTMX20883, ASTMX11580
OG0005615	SCHMD24965, SCHMD20148	ASTMX12601
OG0005617	SCHMD04518	ASTMX05490
OG0005618	SCHMD19841	ASTMX10588
OG0005620	SCHMD00996	ASTMX10869
OG0005621	SCHMD08358, SCHMD08356, SCHMD08355	ASTMX07576
OG0005622	SCHMD09799	ASTMX14101
OG0005623	SCHMD04874	ASTMX02813
OG0005625	SCHMD01610	ASTMX20872
OG0005626	SCHMD07068	ASTMX11685
OG0005627	SCHMD08756	ASTMX11436
OG0005629	SCHMD09552	ASTMX09236
OG0005630	SCHMD01646	ASTMX17310, ASTMX17568
OG0005633	SCHMD07099	ASTMX04544
OG0005634	SCHMD20586	ASTMX09730, ASTMX05728
OG0005636	SCHMD19328, SCHMD18481	ASTMX06340
OG0005637	SCHMD23112	ASTMX15689, ASTMX15690
OG0005639	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579	ASTMX11008, ASTMX17549
OG0005642	SCHMD13411	ASTMX16842, ASTMX08363
OG0005643	SCHMD13075	ASTMX01034
OG0005644	SCHMD04718	ASTMX13040, ASTMX04395
OG0005649	SCHMD08195, SCHMD22964	ASTMX12988
OG0005652	SCHMD16380, SCHMD06971	ASTMX08365
OG0005656	SCHMD27371	ASTMX14794
OG0005681	SCHMD11619	ASTMX13692
OG0005685	SCHMD11471	ASTMX04568
OG0005690	SCHMD02487	ASTMX01862
OG0005691	SCHMD26506	ASTMX00602
OG0005692	SCHMD02679	ASTMX10520, ASTMX00048
OG0005696	SCHMD00584	ASTMX01686
OG0005697	SCHMD05677	ASTMX20389
OG0005702	SCHMD14141	ASTMX05847
OG0005703	SCHMD17404	ASTMX13706, ASTMX13705
OG0005707	SCHMD05853	ASTMX18190, ASTMX04931
OG0005712	SCHMD07067	ASTMX18784
OG0005714	SCHMD01804	ASTMX13095
OG0005715	SCHMD12420, SCHMD17206	ASTMX18983
OG0005718	SCHMD10737	ASTMX12361
OG0005720	SCHMD22971	ASTMX14797
OG0005721	SCHMD19295, SCHMD23759, SCHMD06424	ASTMX03523
OG0005723	SCHMD06963	ASTMX05710
OG0005724	SCHMD16415, SCHMD22314	ASTMX19819
OG0005725	SCHMD15122, SCHMD20635	ASTMX07676
OG0005727	SCHMD10634, SCHMD08590	ASTMX20411
OG0005728	SCHMD03714	ASTMX07467
OG0005729	SCHMD24969	ASTMX18666
OG0005732	SCHMD29400, SCHMD29134	ASTMX13145
OG0005733	SCHMD03723	ASTMX01508
OG0005734	SCHMD02857	ASTMX09235
OG0005737	SCHMD03849	ASTMX11419
OG0005744	SCHMD03440, SCHMD17406	ASTMX14609
OG0005745	SCHMD00316, SCHMD12070	ASTMX04503
OG0005746	SCHMD18087	ASTMX17304
OG0005749	SCHMD01444, SCHMD00011	ASTMX19269
OG0005750	SCHMD13471, SCHMD16445	ASTMX08835
OG0005754	SCHMD05805, SCHMD05804	ASTMX13032
OG0005755	SCHMD12048	ASTMX07457
OG0005757	SCHMD07565	ASTMX16833
OG0005758	SCHMD02273	ASTMX11709
OG0005761	SCHMD17717	ASTMX22199, ASTMX11984
OG0005762	SCHMD02446	ASTMX16116
OG0005763	SCHMD07552	ASTMX13628
OG0005764	SCHMD24702	ASTMX16221
OG0005765	SCHMD18072, SCHMD07191	ASTMX18105
OG0005767	SCHMD22984, SCHMD09841	ASTMX21667
OG0005770	SCHMD08433, SCHMD15883	ASTMX06264
OG0005771	SCHMD04988	ASTMX18560
OG0005774	SCHMD08709	ASTMX13739
OG0005775	SCHMD29828	ASTMX14322, ASTMX07738
OG0005776	SCHMD03919	ASTMX05832
OG0005779	SCHMD09046	ASTMX05027
OG0005782	SCHMD03296	ASTMX20741
OG0005783	SCHMD10823	ASTMX03385
OG0005788	SCHMD17492	ASTMX02885
OG0005790	SCHMD05737, SCHMD05738	ASTMX01629
OG0005791	SCHMD25739	ASTMX13552
OG0005793	SCHMD01801	ASTMX15045
OG0005795	SCHMD13893	ASTMX19722
OG0005796	SCHMD07390	ASTMX17980
OG0005797	SCHMD07039	ASTMX18725, ASTMX04724
OG0005799	SCHMD10266, SCHMD10268, SCHMD10267	ASTMX04694
OG0005800	SCHMD00983	ASTMX19939
OG0005801	SCHMD02270	ASTMX09055
OG0005802	SCHMD00774	ASTMX07877
OG0005803	SCHMD20737	ASTMX00035
OG0005804	SCHMD08064, SCHMD11360	ASTMX04182
OG0005806	SCHMD15358	ASTMX20802, ASTMX20800
OG0005807	SCHMD05422	ASTMX00062
OG0005811	SCHMD09652	ASTMX20920
OG0005812	SCHMD11310	ASTMX04748, ASTMX06754
OG0005813	SCHMD26029, SCHMD16035, SCHMD18052	ASTMX20803
OG0005814	SCHMD01776	ASTMX10027
OG0005815	SCHMD14928, SCHMD17547	ASTMX19022
OG0005816	SCHMD28319	ASTMX10623, ASTMX05188
OG0005817	SCHMD05597, SCHMD01856	ASTMX04424
OG0005818	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815	ASTMX05192
OG0005823	SCHMD08649	ASTMX12224
OG0005824	SCHMD01009	ASTMX22745, ASTMX19708
OG0005828	SCHMD21164, SCHMD18882	ASTMX19688
OG0005829	SCHMD10491	ASTMX03865
OG0005831	SCHMD04560	ASTMX11648
OG0005835	SCHMD06972	ASTMX06426
OG0005836	SCHMD24405, SCHMD15794, SCHMD14431	ASTMX10318
OG0005837	SCHMD28753	ASTMX21697
OG0005840	SCHMD07247	ASTMX12287
OG0005842	SCHMD15622	ASTMX11260
OG0005843	SCHMD06491	ASTMX18756
OG0005845	SCHMD05449	ASTMX04382
OG0005847	SCHMD14907	ASTMX08949
OG0005848	SCHMD10194, SCHMD07261	ASTMX19733
OG0005849	SCHMD07252	ASTMX07876
OG0005850	SCHMD04093	ASTMX15848
OG0005851	SCHMD25831, SCHMD26851	ASTMX14047
OG0005852	SCHMD02557	ASTMX08843
OG0005853	SCHMD29663, SCHMD04997	ASTMX16546
OG0005854	SCHMD19253, SCHMD17372	ASTMX21173
OG0005856	SCHMD06135	ASTMX11310
OG0005859	SCHMD08568	ASTMX13468
OG0005859	SCHMD09228	ASTMX13466
OG0005860	SCHMD03591	ASTMX12500
OG0005864	SCHMD10925	ASTMX05926
OG0005865	SCHMD16590, SCHMD23703, SCHMD10054	ASTMX09430
OG0005866	SCHMD03734	ASTMX18464
OG0005869	SCHMD26507, SCHMD23591	ASTMX11468
OG0005870	SCHMD09476	ASTMX07409
OG0005874	SCHMD05420	ASTMX22939, ASTMX00564, ASTMX16735
OG0005875	SCHMD00264	ASTMX03020, ASTMX09190
OG0005876	SCHMD17997, SCHMD16591	ASTMX09416
OG0005877	SCHMD25314	ASTMX02902
OG0005880	SCHMD04126	ASTMX14254
OG0005883	SCHMD01141	ASTMX13202
OG0005886	SCHMD18383	ASTMX01343
OG0005887	SCHMD01687	ASTMX03529
OG0005889	SCHMD11972	ASTMX07012
OG0005890	SCHMD09184, SCHMD12140	ASTMX17642
OG0005895	SCHMD12191	ASTMX13988
OG0005897	SCHMD08042	ASTMX21129
OG0005899	SCHMD12882, SCHMD12880	ASTMX14192
OG0005900	SCHMD03686	ASTMX03171
OG0005901	SCHMD15462	ASTMX06245
OG0005903	SCHMD00050	ASTMX23020, ASTMX09187
OG0005909	SCHMD20781	ASTMX06496
OG0005913	SCHMD08000	ASTMX11248
OG0005918	SCHMD16076, SCHMD19461	ASTMX03112
OG0005919	SCHMD24140, SCHMD26763	ASTMX17322
OG0005921	SCHMD20283	ASTMX02238
OG0005922	SCHMD00392	ASTMX14273
OG0005923	SCHMD07170	ASTMX06971
OG0005924	SCHMD07545	ASTMX04587
OG0005926	SCHMD04836	ASTMX16056
OG0005927	SCHMD05874	ASTMX12991
OG0005928	SCHMD22733, SCHMD16359	ASTMX02357
OG0005929	SCHMD10353, SCHMD25481, SCHMD18026	ASTMX21522
OG0005930	SCHMD12780	ASTMX07776
OG0005932	SCHMD11131, SCHMD00511	ASTMX16557
OG0005933	SCHMD09471	ASTMX09736
OG0005936	SCHMD24148, SCHMD16917	ASTMX12418
OG0005937	SCHMD13453	ASTMX07248
OG0005939	SCHMD09857	ASTMX02141
OG0005940	SCHMD20079	ASTMX15640
OG0005942	SCHMD23166	ASTMX12161
OG0005946	SCHMD17764, SCHMD14112	ASTMX17105
OG0005947	SCHMD04554	ASTMX04158
OG0005948	SCHMD05630	ASTMX18689, ASTMX19504
OG0005949	SCHMD04688	ASTMX01038
OG0005952	SCHMD14057	ASTMX15940, ASTMX05925
OG0005955	SCHMD28997	ASTMX17769
OG0005956	SCHMD02817	ASTMX15076
OG0005959	SCHMD19013	ASTMX22073
OG0005965	SCHMD08437	ASTMX19565, ASTMX01612
OG0005966	SCHMD21323, SCHMD27755	ASTMX21448
OG0005967	SCHMD05472	ASTMX15403
OG0005969	SCHMD09557	ASTMX05797, ASTMX16905
OG0005970	SCHMD01213	ASTMX02839
OG0005971	SCHMD02682	ASTMX07870
OG0005973	SCHMD13962	ASTMX04612
OG0005974	SCHMD07776	ASTMX20049
OG0005977	SCHMD05710, SCHMD05711	ASTMX03076
OG0005978	SCHMD07295, SCHMD07297	ASTMX15362
OG0005979	SCHMD02124	ASTMX22917
OG0005982	SCHMD25871, SCHMD22233	ASTMX10015
OG0005984	SCHMD15039, SCHMD22394	ASTMX10388
OG0005986	SCHMD08044	ASTMX08502, ASTMX01602
OG0005987	SCHMD00944	ASTMX04120
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	ASTMX20821
OG0005993	SCHMD11427, SCHMD18715	ASTMX19846
OG0005994	SCHMD29551, SCHMD27858	ASTMX05954, ASTMX16067
OG0005995	SCHMD08037	ASTMX04613
OG0005998	SCHMD02380, SCHMD09950	ASTMX16012
OG0006000	SCHMD01538	ASTMX10236
OG0006001	SCHMD09797, SCHMD09796	ASTMX00461
OG0006002	SCHMD03942	ASTMX15878
OG0006003	SCHMD28801, SCHMD05202	ASTMX15486
OG0006005	SCHMD22182, SCHMD08878	ASTMX03888
OG0006010	SCHMD15502	ASTMX17586, ASTMX10955
OG0006011	SCHMD19974, SCHMD20066	ASTMX09627
OG0006012	SCHMD04480, SCHMD08297, SCHMD18940	ASTMX05158, ASTMX03554
OG0006021	SCHMD03610, SCHMD01661, SCHMD05816	ASTMX14826, ASTMX08091, ASTMX09739, ASTMX04698, ASTMX02475
OG0006031	SCHMD16657	ASTMX09024
OG0006062	SCHMD24107	ASTMX21362
OG0006063	SCHMD23310, SCHMD03030	ASTMX19817
OG0006064	SCHMD10442	ASTMX09308
OG0006066	SCHMD10156	ASTMX16436, ASTMX07300
OG0006070	SCHMD12482, SCHMD20456	ASTMX07840
OG0006074	SCHMD10253	ASTMX21669
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	ASTMX00383
OG0006081	SCHMD03767, SCHMD03768	ASTMX03064
OG0006083	SCHMD05588	ASTMX16624
OG0006084	SCHMD04050	ASTMX19893
OG0006085	SCHMD06820, SCHMD25134	ASTMX01099
OG0006087	SCHMD02837	ASTMX01650
OG0006094	SCHMD00777, SCHMD21575	ASTMX11703
OG0006095	SCHMD01933	ASTMX19132
OG0006097	SCHMD02082	ASTMX09114
OG0006098	SCHMD03761	ASTMX02650
OG0006099	SCHMD01333, SCHMD00446	ASTMX07739, ASTMX14324
OG0006100	SCHMD13497	ASTMX21678
OG0006101	SCHMD20998, SCHMD13053	ASTMX11023
OG0006102	SCHMD05671	ASTMX03409
OG0006104	SCHMD02621	ASTMX08557, ASTMX17341
OG0006106	SCHMD07924	ASTMX07404
OG0006108	SCHMD01135	ASTMX06756
OG0006111	SCHMD08002	ASTMX03721
OG0006112	SCHMD08098	ASTMX06240
OG0006113	SCHMD19939, SCHMD12223	ASTMX17162
OG0006115	SCHMD11076, SCHMD17247	ASTMX10240
OG0006116	SCHMD23071, SCHMD20841	ASTMX03933
OG0006118	SCHMD01132	ASTMX12556, ASTMX07434, ASTMX12555
OG0006119	SCHMD11970	ASTMX17889
OG0006120	SCHMD01574	ASTMX22300
OG0006121	SCHMD07418	ASTMX03893
OG0006122	SCHMD04954	ASTMX13828
OG0006123	SCHMD01986	ASTMX03174
OG0006124	SCHMD06412	ASTMX13027
OG0006125	SCHMD18618	ASTMX10686
OG0006127	SCHMD21305	ASTMX06270
OG0006128	SCHMD10897	ASTMX01066
OG0006134	SCHMD03678	ASTMX16827
OG0006136	SCHMD24287, SCHMD09864	ASTMX16704
OG0006137	SCHMD12111, SCHMD06962	ASTMX16809
OG0006141	SCHMD14525	ASTMX02158, ASTMX02157
OG0006144	SCHMD00428, SCHMD04861	ASTMX17865
OG0006145	SCHMD01605	ASTMX05270
OG0006146	SCHMD09246	ASTMX02740
OG0006148	SCHMD13560, SCHMD22230	ASTMX10011
OG0006152	SCHMD06866	ASTMX11033
OG0006153	SCHMD01641	ASTMX03761
OG0006155	SCHMD16795, SCHMD26962	ASTMX06842
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	ASTMX21711
OG0006158	SCHMD08900	ASTMX11131, ASTMX08488
OG0006159	SCHMD22266	ASTMX05463
OG0006160	SCHMD05454	ASTMX16077
OG0006163	SCHMD15384	ASTMX05146, ASTMX03552
OG0006164	SCHMD06001	ASTMX03574
OG0006165	SCHMD04333, SCHMD04332	ASTMX15294
OG0006167	SCHMD07995	ASTMX19188, ASTMX19828
OG0006171	SCHMD11398	ASTMX05008
OG0006172	SCHMD10620, SCHMD16388	ASTMX01366
OG0006177	SCHMD21293	ASTMX17757
OG0006180	SCHMD14399, SCHMD04884	ASTMX13102
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	ASTMX06332
OG0006183	SCHMD11899	ASTMX21206
OG0006184	SCHMD09309	ASTMX15502
OG0006185	SCHMD16220, SCHMD19381	ASTMX16064
OG0006186	SCHMD00394	ASTMX16800
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	ASTMX15380
OG0006188	SCHMD05423	ASTMX15568
OG0006189	SCHMD01559	ASTMX14317, ASTMX11398
OG0006191	SCHMD07313	ASTMX13647
OG0006192	SCHMD08338	ASTMX12101
OG0006196	SCHMD07676	ASTMX11702
OG0006198	SCHMD06672, SCHMD06669, SCHMD06670	ASTMX18414
OG0006199	SCHMD04415, SCHMD04413	ASTMX07716
OG0006202	SCHMD08868	ASTMX10060
OG0006204	SCHMD16863	ASTMX04464
OG0006205	SCHMD14314	ASTMX20252
OG0006209	SCHMD08326, SCHMD23138	ASTMX06935, ASTMX12864
OG0006215	SCHMD09655	ASTMX13559
OG0006216	SCHMD09510	ASTMX14522
OG0006217	SCHMD21927, SCHMD16840	ASTMX15849
OG0006219	SCHMD06440	ASTMX07894
OG0006220	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957	ASTMX06670
OG0006221	SCHMD00700	ASTMX01810, ASTMX17070, ASTMX20512
OG0006224	SCHMD00469	ASTMX04794
OG0006226	SCHMD17067, SCHMD16763	ASTMX10013
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	ASTMX18928
OG0006229	SCHMD17318, SCHMD23866	ASTMX01633
OG0006230	SCHMD02493	ASTMX15185
OG0006233	SCHMD06980	ASTMX06021
OG0006234	SCHMD13683, SCHMD14118	ASTMX12448
OG0006235	SCHMD04538	ASTMX16631
OG0006239	SCHMD01406	ASTMX06263
OG0006240	SCHMD29814	ASTMX09461
OG0006246	SCHMD00484	ASTMX13362
OG0006247	SCHMD22174	ASTMX04057
OG0006248	SCHMD12206, SCHMD10060	ASTMX11835
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	ASTMX13840
OG0006250	SCHMD16390	ASTMX17884
OG0006252	SCHMD16745, SCHMD16993	ASTMX06888
OG0006253	SCHMD09135	ASTMX06015
OG0006254	SCHMD04705	ASTMX17345
OG0006258	SCHMD05887	ASTMX07763
OG0006259	SCHMD06837	ASTMX10232
OG0006260	SCHMD09985, SCHMD17439	ASTMX00800
OG0006261	SCHMD24384	ASTMX20674, ASTMX13944
OG0006263	SCHMD00121	ASTMX09582
OG0006267	SCHMD03685	ASTMX10007
OG0006268	SCHMD06847	ASTMX22171, ASTMX17106
OG0006269	SCHMD04606	ASTMX19370
OG0006271	SCHMD07857	ASTMX19101
OG0006274	SCHMD00455	ASTMX00599
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	ASTMX11336
OG0006277	SCHMD24774	ASTMX04405
OG0006279	SCHMD04231	ASTMX00059
OG0006280	SCHMD15524, SCHMD19210	ASTMX08931
OG0006281	SCHMD02340	ASTMX09240
OG0006282	SCHMD08230	ASTMX02944, ASTMX22682
OG0006283	SCHMD29071	ASTMX21520
OG0006283	SCHMD06325	ASTMX21521
OG0006284	SCHMD20607, SCHMD19598	ASTMX07872
OG0006285	SCHMD01607, SCHMD01606	ASTMX03323
OG0006286	SCHMD01297, SCHMD01298	ASTMX19660
OG0006289	SCHMD08039	ASTMX06413
OG0006290	SCHMD00955	ASTMX17617
OG0006291	SCHMD09043	ASTMX17063
OG0006293	SCHMD16297	ASTMX05973, ASTMX05974
OG0006294	SCHMD15450, SCHMD16229	ASTMX01270
OG0006295	SCHMD02966	ASTMX09386
OG0006297	SCHMD09759	ASTMX09427
OG0006298	SCHMD01046, SCHMD24624	ASTMX05352
OG0006301	SCHMD09923	ASTMX01384
OG0006304	SCHMD06368	ASTMX18842, ASTMX01237
OG0006305	SCHMD12627	ASTMX10505, ASTMX21775
OG0006306	SCHMD12510, SCHMD15396	ASTMX07488
OG0006309	SCHMD24369, SCHMD08923	ASTMX21821
OG0006310	SCHMD12354	ASTMX08982
OG0006311	SCHMD23312	ASTMX15780
OG0006313	SCHMD09169	ASTMX07483
OG0006314	SCHMD08096	ASTMX00057
OG0006315	SCHMD05407	ASTMX14142
OG0006316	SCHMD26139, SCHMD20052	ASTMX10565
OG0006319	SCHMD10541, SCHMD13166	ASTMX08869
OG0006321	SCHMD08365	ASTMX00205
OG0006322	SCHMD10221	ASTMX09225, ASTMX22209, ASTMX09224
OG0006323	SCHMD04105	ASTMX00548
OG0006325	SCHMD16004	ASTMX08604
OG0006327	SCHMD15773	ASTMX13254
OG0006329	SCHMD08342	ASTMX05107
OG0006330	SCHMD08411	ASTMX01722
OG0006331	SCHMD09182, SCHMD12138	ASTMX13932
OG0006332	SCHMD14581	ASTMX20059
OG0006334	SCHMD05752	ASTMX04134
OG0006335	SCHMD11650, SCHMD08469	ASTMX09406
OG0006337	SCHMD11987, SCHMD11989	ASTMX03335
OG0006340	SCHMD19432	ASTMX02502
OG0006341	SCHMD05125	ASTMX08564
OG0006344	SCHMD21084, SCHMD09358	ASTMX22591, ASTMX22499, ASTMX11732
OG0006347	SCHMD07723	ASTMX02893
OG0006349	SCHMD05182	ASTMX21417
OG0006350	SCHMD09296	ASTMX10119
OG0006351	SCHMD06816	ASTMX00069, ASTMX11619
OG0006352	SCHMD07373	ASTMX18568, ASTMX00324
OG0006353	SCHMD10639	ASTMX20203
OG0006360	SCHMD08060	ASTMX14422
OG0006362	SCHMD03337	ASTMX07490
OG0006363	SCHMD19238	ASTMX18537
OG0006364	SCHMD06510, SCHMD06511	ASTMX12481
OG0006365	SCHMD14860	ASTMX02702, ASTMX04108
OG0006370	SCHMD28920	ASTMX17423
OG0006372	SCHMD07447	ASTMX09546
OG0006375	SCHMD00652	ASTMX07697
OG0006376	SCHMD06608	ASTMX13354
OG0006377	SCHMD10116	ASTMX03390
OG0006378	SCHMD10668, SCHMD11255	ASTMX20075
OG0006379	SCHMD18267	ASTMX03283
OG0006381	SCHMD24227, SCHMD16114	ASTMX07268
OG0006383	SCHMD26033, SCHMD18774	ASTMX03733
OG0006386	SCHMD13835, SCHMD19804	ASTMX12433
OG0006387	SCHMD14692	ASTMX02531
OG0006392	SCHMD15116, SCHMD12579	ASTMX09822
OG0006395	SCHMD08199	ASTMX16987
OG0006401	SCHMD19581, SCHMD26470	ASTMX17015, ASTMX01922
OG0006402	SCHMD13826, SCHMD09114	ASTMX21779
OG0006408	SCHMD11225	ASTMX14791
OG0006414	SCHMD18742	ASTMX04060, ASTMX21246, ASTMX18256, ASTMX07659
OG0006416	SCHMD03354	ASTMX09587
OG0006443	SCHMD12255, SCHMD24636, SCHMD25778	ASTMX17383
OG0006448	SCHMD18654	ASTMX06552
OG0006449	SCHMD06362	ASTMX00867
OG0006452	SCHMD23102, SCHMD15046	ASTMX00706, ASTMX06385
OG0006454	SCHMD07698, SCHMD07699	ASTMX09892, ASTMX15753
OG0006456	SCHMD11711, SCHMD17298, SCHMD12535	ASTMX13571
OG0006459	SCHMD21368	ASTMX05149
OG0006461	SCHMD19693, SCHMD11861	ASTMX20285
OG0006462	SCHMD07729	ASTMX07745, ASTMX16027
OG0006463	SCHMD07130	ASTMX03382
OG0006464	SCHMD12787, SCHMD19777	ASTMX07158
OG0006465	SCHMD28077, SCHMD07507	ASTMX04889
OG0006469	SCHMD02780	ASTMX04166
OG0006470	SCHMD16861	ASTMX19812
OG0006472	SCHMD23852, SCHMD12162	ASTMX03121
OG0006474	SCHMD03155, SCHMD23229, SCHMD24070	ASTMX05105
OG0006475	SCHMD12763	ASTMX06213
OG0006476	SCHMD29103, SCHMD25388	ASTMX03680
OG0006478	SCHMD01744	ASTMX19975
OG0006479	SCHMD20030	ASTMX05244
OG0006480	SCHMD01088	ASTMX10507
OG0006481	SCHMD02855	ASTMX12810
OG0006482	SCHMD06492	ASTMX15100
OG0006484	SCHMD26840, SCHMD17566, SCHMD19702, SCHMD29583, SCHMD24056	ASTMX15629, ASTMX15630
OG0006486	SCHMD12934, SCHMD02395	ASTMX00970
OG0006488	SCHMD29514, SCHMD21588	ASTMX20556
OG0006490	SCHMD00433	ASTMX07123
OG0006501	SCHMD05406	ASTMX20489
OG0006503	SCHMD07908	ASTMX17879
OG0006505	SCHMD08554, SCHMD08796	ASTMX14118
OG0006507	SCHMD22063	ASTMX06390
OG0006509	SCHMD13705	ASTMX17571
OG0006510	SCHMD11921	ASTMX21327
OG0006511	SCHMD03048	ASTMX07468
OG0006512	SCHMD12217, SCHMD11205	ASTMX17346
OG0006514	SCHMD08264	ASTMX14865
OG0006515	SCHMD03249	ASTMX02761
OG0006517	SCHMD00950	ASTMX11934
OG0006518	SCHMD03959	ASTMX04564
OG0006519	SCHMD25528	ASTMX01289
OG0006520	SCHMD00155	ASTMX13980
OG0006523	SCHMD12246, SCHMD13301	ASTMX06331
OG0006525	SCHMD21904	ASTMX04027
OG0006526	SCHMD14233	ASTMX12578
OG0006527	SCHMD10447, SCHMD13054	ASTMX22946, ASTMX16450, ASTMX16451
OG0006528	SCHMD09670	ASTMX16747
OG0006531	SCHMD00423, SCHMD00419	ASTMX07225
OG0006532	SCHMD27245	ASTMX02900
OG0006537	SCHMD07012	ASTMX08262
OG0006538	SCHMD09434	ASTMX18870
OG0006540	SCHMD24252, SCHMD19265	ASTMX04121
OG0006542	SCHMD07956	ASTMX13981
OG0006543	SCHMD05909	ASTMX20456
OG0006544	SCHMD05488	ASTMX18699
OG0006545	SCHMD08819	ASTMX12257
OG0006546	SCHMD22666, SCHMD26503	ASTMX21843
OG0006547	SCHMD01454	ASTMX12162
OG0006549	SCHMD07432	ASTMX13289
OG0006550	SCHMD05608	ASTMX02023
