Orthogroup	SCHMD	AMPFI_ok
OG0005697	SCHMD05678	AMPFI_14145
OG0005701	SCHMD02012	AMPFI_09363
OG0005702	SCHMD14141	AMPFI_22449
OG0005703	SCHMD17404	AMPFI_19719
OG0005704	SCHMD11470	AMPFI_06960
OG0005707	SCHMD05853	AMPFI_01312
OG0005712	SCHMD07067	AMPFI_00923
OG0005714	SCHMD01804	AMPFI_05921
OG0005715	SCHMD12420, SCHMD17206	AMPFI_24802
OG0005718	SCHMD10737	AMPFI_19464
OG0005720	SCHMD22971	AMPFI_07237
OG0005721	SCHMD19295, SCHMD23759, SCHMD06424	AMPFI_11307
OG0005723	SCHMD06963	AMPFI_12510
OG0005727	SCHMD10634, SCHMD08590	AMPFI_23005
OG0005728	SCHMD03714	AMPFI_22569, AMPFI_01425
OG0005729	SCHMD24969	AMPFI_16465
OG0005732	SCHMD17368, SCHMD29400, SCHMD29134	AMPFI_10475
OG0005733	SCHMD03723	AMPFI_17309
OG0005734	SCHMD02857	AMPFI_20477
OG0005737	SCHMD03849	AMPFI_09768
OG0005740	SCHMD24212, SCHMD05560	AMPFI_09963
OG0005744	SCHMD03440, SCHMD17406	AMPFI_14891
OG0005745	SCHMD00316, SCHMD12070	AMPFI_17419
OG0005746	SCHMD18087	AMPFI_01314, AMPFI_03522
OG0005748	SCHMD10607	AMPFI_05048
OG0005749	SCHMD01444, SCHMD00011	AMPFI_06019
OG0005750	SCHMD13471, SCHMD16445	AMPFI_08396
OG0005754	SCHMD05803	AMPFI_20595
OG0005755	SCHMD12048	AMPFI_20592
OG0005757	SCHMD07565	AMPFI_07292
OG0005758	SCHMD02273	AMPFI_09198
OG0005761	SCHMD17717	AMPFI_08071
OG0005762	SCHMD02446	AMPFI_06322
OG0005763	SCHMD07552	AMPFI_06899
OG0005764	SCHMD24702	AMPFI_08279
OG0005765	SCHMD18072, SCHMD07191	AMPFI_11908
OG0005767	SCHMD06640	AMPFI_09881
OG0005770	SCHMD08433, SCHMD15883	AMPFI_22099, AMPFI_18049
OG0005771	SCHMD04988	AMPFI_01299
OG0005772	SCHMD05049	AMPFI_11305
OG0005774	SCHMD08709	AMPFI_05603
OG0005775	SCHMD29828	AMPFI_07449
OG0005776	SCHMD03919	AMPFI_25608
OG0005779	SCHMD09046	AMPFI_11915
OG0005781	SCHMD12803, SCHMD19512, SCHMD12804	AMPFI_12686
OG0005782	SCHMD03296	AMPFI_00061
OG0005783	SCHMD10823	AMPFI_15287, AMPFI_15288
OG0005788	SCHMD17492	AMPFI_12930
OG0005789	SCHMD07616, SCHMD07618	AMPFI_10549
OG0005790	SCHMD05737, SCHMD05738	AMPFI_05866
OG0005791	SCHMD25739	AMPFI_05116
OG0005793	SCHMD01801	AMPFI_00669
OG0005795	SCHMD13893	AMPFI_22765
OG0005796	SCHMD07390	AMPFI_06497
OG0005797	SCHMD07039	AMPFI_05925
OG0005799	SCHMD10267	AMPFI_06285
OG0005801	SCHMD02270	AMPFI_10438
OG0005802	SCHMD00774	AMPFI_06847
OG0005803	SCHMD20737	AMPFI_15963
OG0005804	SCHMD08064, SCHMD11360	AMPFI_18167
OG0005806	SCHMD15358	AMPFI_23372
OG0005809	SCHMD00240	AMPFI_01001
OG0005811	SCHMD09652	AMPFI_11672
OG0005812	SCHMD11310	AMPFI_07294
OG0005813	SCHMD26029, SCHMD16035, SCHMD18052	AMPFI_11130
OG0005814	SCHMD01776	AMPFI_10557
OG0005815	SCHMD14928, SCHMD17547	AMPFI_08919
OG0005816	SCHMD28319	AMPFI_11791
OG0005817	SCHMD05597, SCHMD01856	AMPFI_13154
OG0005818	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815	AMPFI_12530
OG0005823	SCHMD08649	AMPFI_09872
OG0005824	SCHMD01009	AMPFI_21619
OG0005828	SCHMD21164, SCHMD18882	AMPFI_11110
OG0005835	SCHMD06972	AMPFI_07548
OG0005836	SCHMD24405, SCHMD15794, SCHMD14431	AMPFI_04323
OG0005837	SCHMD28753	AMPFI_24762
OG0005840	SCHMD07247	AMPFI_05520
OG0005842	SCHMD15622	AMPFI_00596, AMPFI_14150
OG0005843	SCHMD06491	AMPFI_14005
OG0005845	SCHMD05449	AMPFI_17578
OG0005847	SCHMD14907	AMPFI_23539, AMPFI_22660, AMPFI_00017
OG0005848	SCHMD10194, SCHMD07261	AMPFI_06719
OG0005849	SCHMD07252	AMPFI_11348
OG0005850	SCHMD04093	AMPFI_24439, AMPFI_20033
OG0005851	SCHMD25831, SCHMD26851	AMPFI_25319
OG0005852	SCHMD02557	AMPFI_13042
OG0005853	SCHMD29663, SCHMD04997	AMPFI_08346
OG0005854	SCHMD19253, SCHMD17372	AMPFI_08661
OG0005858	SCHMD20485	AMPFI_25602
OG0005860	SCHMD03591	AMPFI_25002
OG0005863	SCHMD02497	AMPFI_11911
OG0005864	SCHMD10925	AMPFI_07558
OG0005865	SCHMD16590, SCHMD23703, SCHMD10054	AMPFI_18702
OG0005866	SCHMD03734	AMPFI_06903
OG0005867	SCHMD21098	AMPFI_25626
OG0005869	SCHMD26507, SCHMD23591	AMPFI_12200
OG0005870	SCHMD09476	AMPFI_13611
OG0005871	SCHMD00778	AMPFI_06117
OG0005874	SCHMD05420	AMPFI_20641
OG0005875	SCHMD00264	AMPFI_06350
OG0005876	SCHMD17997, SCHMD16591	AMPFI_24444
OG0005877	SCHMD25314	AMPFI_23009
OG0005880	SCHMD29444, SCHMD13249, SCHMD04126	AMPFI_10332
OG0005882	SCHMD00272, SCHMD00273	AMPFI_04359
OG0005883	SCHMD01141	AMPFI_03130, AMPFI_22012
OG0005884	SCHMD11959, SCHMD17761	AMPFI_15918
OG0005886	SCHMD18383	AMPFI_23551
OG0005887	SCHMD01687	AMPFI_10470
OG0005888	SCHMD13482	AMPFI_02169
OG0005889	SCHMD11972	AMPFI_10713
OG0005890	SCHMD09184, SCHMD12140	AMPFI_10248
OG0005892	SCHMD08931, SCHMD12929	AMPFI_08156
OG0005895	SCHMD12191	AMPFI_20311, AMPFI_16693
OG0005897	SCHMD08042	AMPFI_15099
OG0005899	SCHMD12882, SCHMD12880	AMPFI_20021
OG0005900	SCHMD03686	AMPFI_00677
OG0005903	SCHMD00050	AMPFI_10045
OG0005909	SCHMD20781	AMPFI_13997
OG0005910	SCHMD09520, SCHMD06408	AMPFI_00426
OG0005913	SCHMD08000	AMPFI_06678, AMPFI_00948, AMPFI_11083
OG0005918	SCHMD16076, SCHMD19461	AMPFI_06552, AMPFI_24827
OG0005919	SCHMD24140, SCHMD26763	AMPFI_14223
OG0005921	SCHMD20283	AMPFI_15068
OG0005922	SCHMD00392	AMPFI_21840
OG0005923	SCHMD07170	AMPFI_16185
OG0005924	SCHMD07545	AMPFI_01732
OG0005926	SCHMD04836	AMPFI_08860
OG0005927	SCHMD05874	AMPFI_03560
OG0005928	SCHMD22733, SCHMD16359	AMPFI_11498
OG0005929	SCHMD25481, SCHMD18026	AMPFI_10207
OG0005930	SCHMD12780	AMPFI_13946, AMPFI_21713
OG0005932	SCHMD11131, SCHMD00511	AMPFI_07308
OG0005933	SCHMD09471	AMPFI_09258
OG0005935	SCHMD06109	AMPFI_05480
OG0005936	SCHMD24148, SCHMD16917	AMPFI_10646
OG0005937	SCHMD13453	AMPFI_18365
OG0005939	SCHMD09857	AMPFI_23475
OG0005940	SCHMD20079	AMPFI_15882
OG0005940	SCHMD18697, SCHMD20078	AMPFI_20531
OG0005942	SCHMD23166	AMPFI_15391
OG0005946	SCHMD17764, SCHMD14112	AMPFI_02248
OG0005947	SCHMD04554	AMPFI_07847
OG0005948	SCHMD05630	AMPFI_01836
OG0005949	SCHMD04688	AMPFI_00381
OG0005950	SCHMD24842	AMPFI_08191
OG0005952	SCHMD14057	AMPFI_08552
OG0005955	SCHMD28997	AMPFI_10511
OG0005956	SCHMD02817	AMPFI_11976
OG0005959	SCHMD19013	AMPFI_17636, AMPFI_17188
OG0005963	SCHMD01826	AMPFI_09480
OG0005965	SCHMD08437	AMPFI_16306, AMPFI_25841
OG0005966	SCHMD21323, SCHMD27755	AMPFI_00202
OG0005967	SCHMD05472	AMPFI_07645
OG0005969	SCHMD09557	AMPFI_05971
OG0005970	SCHMD01213	AMPFI_08520
OG0005971	SCHMD02682	AMPFI_12097
OG0005973	SCHMD13962	AMPFI_24156
OG0005974	SCHMD07776	AMPFI_23260
OG0005977	SCHMD05710, SCHMD05711	AMPFI_22794
OG0005978	SCHMD07295, SCHMD07297	AMPFI_25985
OG0005979	SCHMD12835, SCHMD02124	AMPFI_08189
OG0005982	SCHMD25871, SCHMD22233	AMPFI_06280
OG0005984	SCHMD15039, SCHMD22394	AMPFI_24385
OG0005986	SCHMD08044	AMPFI_14970
OG0005987	SCHMD00944	AMPFI_21081
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	AMPFI_00165
OG0005991	SCHMD29601	AMPFI_01649
OG0005993	SCHMD11427, SCHMD18715	AMPFI_06032
OG0005994	SCHMD29551, SCHMD27858	AMPFI_07225
OG0005995	SCHMD08037	AMPFI_08072
OG0005998	SCHMD02380, SCHMD09950	AMPFI_10189
OG0006000	SCHMD01538	AMPFI_13395
OG0006001	SCHMD09797	AMPFI_13702
OG0006001	SCHMD09796	AMPFI_21077
OG0006002	SCHMD03942	AMPFI_13724
OG0006003	SCHMD28801, SCHMD05202	AMPFI_14194
OG0006005	SCHMD22182, SCHMD08878	AMPFI_15191
OG0006009	SCHMD19529	AMPFI_16082
OG0006010	SCHMD15502	AMPFI_16750
OG0006011	SCHMD19974, SCHMD20066	AMPFI_19165
OG0006012	SCHMD04480, SCHMD08297, SCHMD18940	AMPFI_20017
OG0006062	SCHMD24107	AMPFI_15800
OG0006063	SCHMD23310, SCHMD03030	AMPFI_10125
OG0006064	SCHMD10442	AMPFI_10479
OG0006065	SCHMD02636	AMPFI_00707
OG0006066	SCHMD10156	AMPFI_19701
OG0006069	SCHMD05080	AMPFI_24819
OG0006070	SCHMD12482, SCHMD20456	AMPFI_18117, AMPFI_13971, AMPFI_19027
OG0006074	SCHMD10253	AMPFI_10172, AMPFI_10171, AMPFI_01066
OG0006075	SCHMD09391	AMPFI_10508
OG0006081	SCHMD03767, SCHMD03768	AMPFI_06176
OG0006083	SCHMD05588	AMPFI_02840
OG0006084	SCHMD04050	AMPFI_21479
OG0006085	SCHMD06820, SCHMD25134	AMPFI_12724
OG0006087	SCHMD02837	AMPFI_17531
OG0006094	SCHMD00777, SCHMD21575	AMPFI_14580
OG0006095	SCHMD01933	AMPFI_05328
OG0006097	SCHMD02082	AMPFI_23191
OG0006098	SCHMD03761	AMPFI_22804, AMPFI_18314
OG0006099	SCHMD01333, SCHMD00446	AMPFI_24240
OG0006100	SCHMD13497	AMPFI_08247
OG0006101	SCHMD20998, SCHMD13053	AMPFI_24203
OG0006102	SCHMD05671	AMPFI_22372
OG0006104	SCHMD02621	AMPFI_13805
OG0006106	SCHMD07924	AMPFI_21458
OG0006108	SCHMD01135	AMPFI_05510
OG0006111	SCHMD08002	AMPFI_08928
OG0006112	SCHMD08098	AMPFI_06094
OG0006113	SCHMD19939, SCHMD12223	AMPFI_22280
OG0006115	SCHMD11076, SCHMD17247	AMPFI_05027
OG0006116	SCHMD23071, SCHMD20841	AMPFI_02378, AMPFI_12560
OG0006118	SCHMD01132	AMPFI_03921, AMPFI_01625
OG0006119	SCHMD11970	AMPFI_12632
OG0006120	SCHMD01574	AMPFI_09581
OG0006121	SCHMD07418	AMPFI_08623
OG0006123	SCHMD01986	AMPFI_20795
OG0006124	SCHMD06412	AMPFI_07050
OG0006125	SCHMD18618	AMPFI_03499
OG0006127	SCHMD21305	AMPFI_02019
OG0006128	SCHMD10897	AMPFI_13981
OG0006129	SCHMD29479, SCHMD20406, SCHMD23249	AMPFI_05212
OG0006134	SCHMD03678	AMPFI_06352
OG0006136	SCHMD24287, SCHMD09864	AMPFI_11966
OG0006137	SCHMD12111, SCHMD06962	AMPFI_23575
OG0006141	SCHMD14525	AMPFI_05969
OG0006144	SCHMD00428, SCHMD04861	AMPFI_07884, AMPFI_06238
OG0006145	SCHMD01605	AMPFI_23447, AMPFI_19918
OG0006146	SCHMD09246	AMPFI_16230
OG0006147	SCHMD22070	AMPFI_23905
OG0006148	SCHMD13560, SCHMD22230	AMPFI_08258
OG0006152	SCHMD06866	AMPFI_08291, AMPFI_08292
OG0006155	SCHMD16795, SCHMD26962	AMPFI_06316
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	AMPFI_00402
OG0006158	SCHMD08900	AMPFI_13685
OG0006159	SCHMD22266	AMPFI_07707
OG0006160	SCHMD05454	AMPFI_03617, AMPFI_14878
OG0006163	SCHMD15384	AMPFI_25469
OG0006164	SCHMD06001	AMPFI_12889
OG0006165	SCHMD04333	AMPFI_06300
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	AMPFI_05556
OG0006169	SCHMD23567	AMPFI_11768
OG0006171	SCHMD11398	AMPFI_19804, AMPFI_05636
OG0006177	SCHMD21293	AMPFI_05594, AMPFI_04013
OG0006180	SCHMD14399, SCHMD04884	AMPFI_00899
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	AMPFI_03759
OG0006183	SCHMD11899	AMPFI_24216
OG0006184	SCHMD09309	AMPFI_24315
OG0006185	SCHMD16220, SCHMD19381	AMPFI_09297
OG0006186	SCHMD00394	AMPFI_24925
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	AMPFI_06260
OG0006188	SCHMD05423	AMPFI_07880
OG0006189	SCHMD01559	AMPFI_11168
OG0006191	SCHMD07313	AMPFI_21306
OG0006192	SCHMD08338, SCHMD08339	AMPFI_12685
OG0006196	SCHMD07676	AMPFI_02836
OG0006199	SCHMD04415, SCHMD04413	AMPFI_09853
OG0006202	SCHMD08868	AMPFI_12051
OG0006204	SCHMD16863	AMPFI_01294
OG0006205	SCHMD14314	AMPFI_12052
OG0006208	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749	AMPFI_00556
OG0006209	SCHMD08326, SCHMD23138	AMPFI_16406, AMPFI_04793
OG0006215	SCHMD09656	AMPFI_06321
OG0006216	SCHMD09510	AMPFI_10203
OG0006217	SCHMD21927, SCHMD16840	AMPFI_17673
OG0006219	SCHMD06440	AMPFI_07566
OG0006220	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957	AMPFI_07819
OG0006221	SCHMD00700	AMPFI_00150, AMPFI_21215
OG0006222	SCHMD18003, SCHMD26063, SCHMD27714, SCHMD25999	AMPFI_25974
OG0006224	SCHMD00469	AMPFI_06836
OG0006225	SCHMD06338	AMPFI_21632
OG0006226	SCHMD17067, SCHMD16763	AMPFI_06544
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	AMPFI_11009
OG0006229	SCHMD17318, SCHMD23866	AMPFI_12998
OG0006230	SCHMD02493	AMPFI_23278
OG0006232	SCHMD02032	AMPFI_18260
OG0006233	SCHMD06980	AMPFI_19163
OG0006234	SCHMD13683, SCHMD14118	AMPFI_04221
OG0006235	SCHMD04538	AMPFI_04700
OG0006239	SCHMD01406	AMPFI_24438
OG0006240	SCHMD29814	AMPFI_03635
OG0006246	SCHMD00484	AMPFI_06509
OG0006248	SCHMD12206, SCHMD10060	AMPFI_12231
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	AMPFI_02549
OG0006250	SCHMD16390	AMPFI_08516
OG0006250	SCHMD23921	AMPFI_14204
OG0006252	SCHMD16745, SCHMD16993	AMPFI_07736
OG0006254	SCHMD04705, SCHMD29411	AMPFI_10561
OG0006258	SCHMD05887	AMPFI_10117
OG0006259	SCHMD06837	AMPFI_08846
OG0006260	SCHMD09985, SCHMD17439	AMPFI_09166
OG0006261	SCHMD24384	AMPFI_21809
OG0006263	SCHMD00121	AMPFI_15958
OG0006268	SCHMD06847	AMPFI_22965
OG0006269	SCHMD04606, SCHMD04607	AMPFI_11603
OG0006271	SCHMD07857	AMPFI_05497
OG0006274	SCHMD00455	AMPFI_18656
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	AMPFI_11056
OG0006277	SCHMD24774	AMPFI_05401
OG0006279	SCHMD04231	AMPFI_12209
OG0006280	SCHMD15524, SCHMD19210	AMPFI_13354
OG0006281	SCHMD02340	AMPFI_08305
OG0006283	SCHMD06325	AMPFI_09857
OG0006284	SCHMD20607, SCHMD19598	AMPFI_13248, AMPFI_15640
OG0006285	SCHMD01607, SCHMD01606	AMPFI_09442
OG0006286	SCHMD01297, SCHMD01298	AMPFI_00384
OG0006287	SCHMD02772, SCHMD02771	AMPFI_23322
OG0006289	SCHMD08039	AMPFI_07047
OG0006290	SCHMD00955	AMPFI_15621
OG0006291	SCHMD09043	AMPFI_03057
OG0006293	SCHMD16297	AMPFI_20336
OG0006294	SCHMD15450, SCHMD16229	AMPFI_08840
OG0006295	SCHMD02966	AMPFI_12168
OG0006297	SCHMD09759	AMPFI_13743, AMPFI_03538
OG0006298	SCHMD01046, SCHMD24624	AMPFI_22421
OG0006301	SCHMD09923	AMPFI_05956
OG0006304	SCHMD06368	AMPFI_12955
OG0006305	SCHMD12627	AMPFI_06288
OG0006309	SCHMD24369, SCHMD08923	AMPFI_22246
OG0006310	SCHMD12354	AMPFI_21010
OG0006311	SCHMD23312	AMPFI_05300
OG0006313	SCHMD09169	AMPFI_08699
OG0006314	SCHMD08096	AMPFI_00274
OG0006315	SCHMD05407	AMPFI_12726
OG0006315	SCHMD29837	AMPFI_10792
OG0006316	SCHMD26139, SCHMD20052	AMPFI_25657
OG0006319	SCHMD10541, SCHMD13166	AMPFI_18169
OG0006321	SCHMD08365	AMPFI_06467, AMPFI_03793
OG0006322	SCHMD10221	AMPFI_18871
OG0006323	SCHMD04105	AMPFI_09840
OG0006325	SCHMD16004	AMPFI_12380
OG0006327	SCHMD15773	AMPFI_08527
OG0006330	SCHMD08411, SCHMD08412	AMPFI_04855
OG0006331	SCHMD09182, SCHMD12138	AMPFI_14220
OG0006332	SCHMD14581	AMPFI_14914
OG0006334	SCHMD05752, SCHMD05753	AMPFI_25859
OG0006335	SCHMD11650, SCHMD08469	AMPFI_07444
OG0006340	SCHMD19432	AMPFI_12532
OG0006341	SCHMD05125	AMPFI_15945
OG0006344	SCHMD21084, SCHMD09358	AMPFI_17205
OG0006346	SCHMD01626	AMPFI_06366
OG0006347	SCHMD07723	AMPFI_08973
OG0006350	SCHMD09296	AMPFI_24714
OG0006351	SCHMD06816	AMPFI_03732
OG0006352	SCHMD07373	AMPFI_00995
OG0006353	SCHMD10639	AMPFI_06451
OG0006360	SCHMD08060	AMPFI_21111
OG0006362	SCHMD03337	AMPFI_21721
OG0006363	SCHMD19238	AMPFI_07540
OG0006364	SCHMD06510, SCHMD06511	AMPFI_05920
OG0006365	SCHMD14860	AMPFI_25333
OG0006370	SCHMD28920	AMPFI_02001
OG0006372	SCHMD07447	AMPFI_02843
OG0006373	SCHMD11946	AMPFI_04455, AMPFI_06235, AMPFI_12816, AMPFI_17779, AMPFI_24420
OG0006375	SCHMD00652	AMPFI_05100
OG0006376	SCHMD06608	AMPFI_06042
OG0006377	SCHMD10116	AMPFI_06121
OG0006378	SCHMD10668, SCHMD11255	AMPFI_06173
OG0006379	SCHMD18267	AMPFI_06346
OG0006381	SCHMD24227, SCHMD16114	AMPFI_07193
OG0006383	SCHMD26033, SCHMD18774	AMPFI_09418
OG0006386	SCHMD13835, SCHMD19804	AMPFI_10106
OG0006387	SCHMD14692	AMPFI_10442
OG0006392	SCHMD15116, SCHMD12579	AMPFI_11646
OG0006395	SCHMD08199	AMPFI_13661
OG0006397	SCHMD03254	AMPFI_16051
OG0006401	SCHMD19581, SCHMD26470	AMPFI_20278
OG0006402	SCHMD13826, SCHMD09114	AMPFI_21913
OG0006442	SCHMD29787, SCHMD29760	AMPFI_02612
OG0006443	SCHMD12255, SCHMD24636, SCHMD25778	AMPFI_07202
OG0006448	SCHMD18654	AMPFI_06560
OG0006452	SCHMD23102, SCHMD15046	AMPFI_16030
OG0006454	SCHMD07698, SCHMD07699	AMPFI_05834
OG0006457	SCHMD16313	AMPFI_21736
OG0006459	SCHMD21368, SCHMD10905	AMPFI_24708
OG0006460	SCHMD24130, SCHMD18002	AMPFI_05880
OG0006461	SCHMD19693, SCHMD11861	AMPFI_09416
OG0006462	SCHMD07729	AMPFI_25276
OG0006463	SCHMD07130	AMPFI_13065
OG0006464	SCHMD12787, SCHMD19777	AMPFI_20431
OG0006465	SCHMD28077, SCHMD07507	AMPFI_08854
OG0006467	SCHMD04209	AMPFI_07080
OG0006469	SCHMD02780	AMPFI_03365
OG0006470	SCHMD16861	AMPFI_09779
OG0006472	SCHMD23852, SCHMD12162	AMPFI_15114
OG0006474	SCHMD03155, SCHMD23229, SCHMD24070	AMPFI_10985
OG0006475	SCHMD12763	AMPFI_07654
OG0006476	SCHMD29103, SCHMD25388	AMPFI_06528
OG0006478	SCHMD01744	AMPFI_19049
OG0006479	SCHMD20030	AMPFI_06142
OG0006480	SCHMD01088	AMPFI_11426
OG0006481	SCHMD02855	AMPFI_25723
OG0006482	SCHMD06492	AMPFI_24557
OG0006486	SCHMD12934, SCHMD02395	AMPFI_16684
OG0006488	SCHMD29514, SCHMD21588	AMPFI_11034
OG0006490	SCHMD00433	AMPFI_17883
OG0006494	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967	AMPFI_05737
OG0006501	SCHMD05406	AMPFI_25980
OG0006503	SCHMD07908	AMPFI_14175
OG0006505	SCHMD08554, SCHMD08796	AMPFI_09747
OG0006507	SCHMD22063	AMPFI_10834
OG0006509	SCHMD13705	AMPFI_18650
OG0006510	SCHMD11921	AMPFI_07648
OG0006511	SCHMD03048	AMPFI_09796
OG0006512	SCHMD12217, SCHMD11205	AMPFI_15002
OG0006514	SCHMD08264	AMPFI_21552
OG0006515	SCHMD03249	AMPFI_23080
OG0006517	SCHMD00950	AMPFI_09029
OG0006518	SCHMD03959	AMPFI_09733
OG0006519	SCHMD25528	AMPFI_09462
OG0006520	SCHMD00155	AMPFI_20008
OG0006523	SCHMD12246, SCHMD13301	AMPFI_01535
OG0006525	SCHMD21904	AMPFI_11251
OG0006526	SCHMD14233	AMPFI_22011, AMPFI_25268, AMPFI_14770
OG0006527	SCHMD10447, SCHMD13054	AMPFI_06100
OG0006528	SCHMD09670	AMPFI_10398
OG0006532	SCHMD27245	AMPFI_11984
OG0006533	SCHMD14559, SCHMD18625	AMPFI_06493
OG0006536	SCHMD28548	AMPFI_12044
OG0006537	SCHMD07012	AMPFI_10341
OG0006538	SCHMD09434	AMPFI_02030
OG0006540	SCHMD24252, SCHMD19265	AMPFI_19290
OG0006542	SCHMD07956	AMPFI_14637
OG0006543	SCHMD05909	AMPFI_06101
OG0006544	SCHMD05488	AMPFI_06224
OG0006545	SCHMD08819	AMPFI_13489
OG0006546	SCHMD22666, SCHMD26503	AMPFI_15044
OG0006547	SCHMD01454	AMPFI_12172
OG0006549	SCHMD07432	AMPFI_05684
OG0006550	SCHMD05608	AMPFI_17946, AMPFI_17947
OG0006552	SCHMD16090	AMPFI_07606
OG0006553	SCHMD03817	AMPFI_10454
OG0006554	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974	AMPFI_04096
OG0006556	SCHMD10898, SCHMD08118	AMPFI_03232
OG0006557	SCHMD15751	AMPFI_04071
OG0006563	SCHMD08352	AMPFI_21613
OG0006564	SCHMD15011	AMPFI_05981
OG0006566	SCHMD10136, SCHMD13813	AMPFI_03736
OG0006567	SCHMD25728, SCHMD21897	AMPFI_03510
OG0006567	SCHMD15731	AMPFI_07892
OG0006571	SCHMD00180, SCHMD27487	AMPFI_23157
OG0006573	SCHMD10554	AMPFI_04218
OG0006574	SCHMD18201	AMPFI_19066
OG0006579	SCHMD11335, SCHMD14843	AMPFI_03149
OG0006583	SCHMD08738	AMPFI_07167
OG0006586	SCHMD14590	AMPFI_11910
OG0006588	SCHMD29130	AMPFI_22279
OG0006590	SCHMD02740	AMPFI_10661
OG0006591	SCHMD02097	AMPFI_00838
OG0006593	SCHMD08560	AMPFI_11869
OG0006594	SCHMD00507	AMPFI_22653
OG0006595	SCHMD08252	AMPFI_07066
OG0006596	SCHMD05657	AMPFI_14571
OG0006597	SCHMD04098	AMPFI_14301
OG0006598	SCHMD23134	AMPFI_19501
OG0006600	SCHMD12543, SCHMD20580	AMPFI_22394
OG0006603	SCHMD13311, SCHMD24906	AMPFI_06187
OG0006604	SCHMD12610	AMPFI_05937
OG0006606	SCHMD11990	AMPFI_17025, AMPFI_02730
OG0006607	SCHMD00025	AMPFI_08824
OG0006608	SCHMD21063	AMPFI_09810
OG0006610	SCHMD10412	AMPFI_09328
OG0006614	SCHMD05476	AMPFI_10524
OG0006615	SCHMD02189	AMPFI_13199
OG0006616	SCHMD12397	AMPFI_05408
OG0006619	SCHMD14686	AMPFI_23367
OG0006622	SCHMD16418, SCHMD16456	AMPFI_08817
OG0006623	SCHMD00154	AMPFI_15671
OG0006624	SCHMD28658, SCHMD27359	AMPFI_06811
OG0006626	SCHMD05850	AMPFI_23212
OG0006628	SCHMD10378	AMPFI_17508, AMPFI_03133, AMPFI_00854
OG0006630	SCHMD02436	AMPFI_10137
OG0006631	SCHMD24627, SCHMD24745	AMPFI_11411
OG0006633	SCHMD06460	AMPFI_25785
OG0006636	SCHMD09363	AMPFI_04565
OG0006637	SCHMD17064, SCHMD26047	AMPFI_14025
OG0006640	SCHMD09877	AMPFI_03675
OG0006646	SCHMD10329	AMPFI_19853
OG0006647	SCHMD12770, SCHMD12371	AMPFI_05250
OG0006648	SCHMD23341	AMPFI_07706
OG0006651	SCHMD07289, SCHMD06082	AMPFI_14545, AMPFI_14544
OG0006653	SCHMD04276, SCHMD04275	AMPFI_11904
OG0006655	SCHMD00645	AMPFI_20781
OG0006656	SCHMD15425	AMPFI_07305
OG0006658	SCHMD07703, SCHMD19832	AMPFI_09511
OG0006659	SCHMD06470, SCHMD00081, SCHMD27592, SCHMD16161, SCHMD29346, SCHMD03106, SCHMD00915	AMPFI_18130
OG0006659	SCHMD00917	AMPFI_01708
OG0006662	SCHMD11088, SCHMD02344	AMPFI_03231
OG0006663	SCHMD05461	AMPFI_07743
OG0006664	SCHMD01212	AMPFI_18050
OG0006666	SCHMD00843	AMPFI_11045
OG0006667	SCHMD02023	AMPFI_18059
OG0006668	SCHMD00035	AMPFI_07313
OG0006669	SCHMD15456	AMPFI_09179
OG0006670	SCHMD06283	AMPFI_14097
OG0006671	SCHMD02649	AMPFI_11968
OG0006673	SCHMD11139, SCHMD01947	AMPFI_14877
OG0006675	SCHMD10065, SCHMD21124	AMPFI_15480
OG0006677	SCHMD28844	AMPFI_13068
OG0006678	SCHMD02351	AMPFI_06249
OG0006680	SCHMD07321, SCHMD04365	AMPFI_12617, AMPFI_10970
OG0006682	SCHMD01820	AMPFI_00238
OG0006683	SCHMD12055	AMPFI_03467
OG0006684	SCHMD03196	AMPFI_01015
OG0006686	SCHMD05511	AMPFI_25558
OG0006688	SCHMD02782	AMPFI_08024
OG0006689	SCHMD09875, SCHMD00797, SCHMD11694	AMPFI_09171
OG0006690	SCHMD02600	AMPFI_14968
OG0006691	SCHMD14621	AMPFI_12858
OG0006692	SCHMD15336	AMPFI_02498
OG0006693	SCHMD00589	AMPFI_12142
OG0006694	SCHMD05629	AMPFI_03151
OG0006695	SCHMD06025	AMPFI_05886
OG0006697	SCHMD19994, SCHMD13817, SCHMD29045	AMPFI_18729
OG0006700	SCHMD29051, SCHMD15433, SCHMD27357	AMPFI_23654
OG0006702	SCHMD29672	AMPFI_17003
OG0006703	SCHMD00739	AMPFI_07514
OG0006705	SCHMD14770, SCHMD13114	AMPFI_16029
