Orthogroup	SCHMD	MOUSE
OG0004864	SCHMD01647	MOUSE24972, MOUSE24975, MOUSE24974, MOUSE24973, MOUSE24970, MOUSE24969, MOUSE24971
OG0004865	SCHMD12030, SCHMD20327	MOUSE05031, MOUSE05032
OG0004866	SCHMD07232	MOUSE32531, MOUSE32530, MOUSE32528, MOUSE32529, MOUSE54965, MOUSE54967, MOUSE54966, MOUSE54964
OG0004867	SCHMD21489	MOUSE17340, MOUSE17338, MOUSE17339, MOUSE17341, MOUSE17342
OG0004869	SCHMD21141	MOUSE02388
OG0004870	SCHMD02199	MOUSE36108, MOUSE36109, MOUSE36107
OG0004871	SCHMD08112	MOUSE37498
OG0004874	SCHMD06154	MOUSE13924
OG0004875	SCHMD06197	MOUSE33657
OG0004877	SCHMD17992	MOUSE36952, MOUSE36955
OG0004879	SCHMD24301, SCHMD03040	MOUSE15652
OG0004880	SCHMD03179	MOUSE15185, MOUSE15184, MOUSE15186
OG0004881	SCHMD07531	MOUSE15429, MOUSE15431
OG0004882	SCHMD14011, SCHMD19843, SCHMD21664, SCHMD29167	MOUSE49527, MOUSE49526
OG0004883	SCHMD14718, SCHMD10514	MOUSE05914, MOUSE05913, MOUSE38691, MOUSE38690, MOUSE38689
OG0004884	SCHMD10361	MOUSE07911, MOUSE07912, MOUSE07908, MOUSE07910
OG0004885	SCHMD17252, SCHMD28061	MOUSE01003
OG0004886	SCHMD11132	MOUSE47551
OG0004886	SCHMD11133	MOUSE47553, MOUSE47550
OG0004887	SCHMD01845	MOUSE33843
OG0004889	SCHMD27008	MOUSE25760, MOUSE25761, MOUSE25763, MOUSE25762
OG0004891	SCHMD06376, SCHMD01780	MOUSE33914
OG0004892	SCHMD03240	MOUSE21416, MOUSE12826
OG0004893	SCHMD12438	MOUSE34071, MOUSE34070
OG0004895	SCHMD06983, SCHMD03087	MOUSE38252, MOUSE38254
OG0004895	SCHMD06984	MOUSE38253
OG0004896	SCHMD23220, SCHMD15681	MOUSE25287, MOUSE25286, MOUSE25292, MOUSE25289
OG0004897	SCHMD05607, SCHMD11051	MOUSE19572, MOUSE19571, MOUSE19570
OG0004898	SCHMD08642, SCHMD08952	MOUSE50603, MOUSE50602
OG0004899	SCHMD03110, SCHMD16519, SCHMD13777	MOUSE48091
OG0004900	SCHMD16292	MOUSE22530, MOUSE22529, MOUSE22526, MOUSE22527, MOUSE22528
OG0004902	SCHMD18948	MOUSE02960
OG0004903	SCHMD05175	MOUSE23191, MOUSE23193, MOUSE23192
OG0004906	SCHMD23736, SCHMD12156	MOUSE46071
OG0004906	SCHMD23911	MOUSE46074, MOUSE46073, MOUSE46072, MOUSE46069, MOUSE46070
OG0004907	SCHMD21383	MOUSE43323, MOUSE43324
OG0004908	SCHMD19263	MOUSE15539, MOUSE15537, MOUSE15538
OG0004911	SCHMD04835	MOUSE14226
OG0004913	SCHMD04287	MOUSE38289, MOUSE38290, MOUSE38291
OG0004917	SCHMD19944	MOUSE34376
OG0004919	SCHMD06145	MOUSE28906, MOUSE28907
OG0004922	SCHMD11129	MOUSE13359, MOUSE30211, MOUSE30209, MOUSE30210, MOUSE30212
OG0004923	SCHMD25456	MOUSE04504, MOUSE04503, MOUSE04502
OG0004924	SCHMD01005	MOUSE10047
OG0004927	SCHMD14560	MOUSE07258, MOUSE07257, MOUSE27996, MOUSE27995
OG0004928	SCHMD00158	MOUSE05335, MOUSE05336
OG0004929	SCHMD00438	MOUSE29800, MOUSE29803, MOUSE29802, MOUSE29801, MOUSE29799
OG0004930	SCHMD20532, SCHMD11478, SCHMD05223	MOUSE04114, MOUSE15608, MOUSE15609
OG0004931	SCHMD05705	MOUSE50896, MOUSE50897, MOUSE50898
OG0004932	SCHMD10077, SCHMD21150	MOUSE29134
OG0004935	SCHMD12789	MOUSE53807, MOUSE53817, MOUSE53825, MOUSE17944, MOUSE17945
OG0004939	SCHMD02451, SCHMD08680	MOUSE19465, MOUSE27264
OG0004940	SCHMD16274, SCHMD13330	MOUSE20737, MOUSE06844
OG0004941	SCHMD02800	MOUSE24305, MOUSE24308, MOUSE24309, MOUSE24307, MOUSE24306
OG0004944	SCHMD12602	MOUSE40667, MOUSE40665, MOUSE40669, MOUSE40671, MOUSE40672, MOUSE40668, MOUSE40664, MOUSE40670, MOUSE40666
OG0004945	SCHMD22822	MOUSE33252, MOUSE33253, MOUSE33251, MOUSE33254
OG0004946	SCHMD25055	MOUSE24708, MOUSE24707, MOUSE24710, MOUSE24709
OG0004947	SCHMD06651	MOUSE10395, MOUSE10396, MOUSE10394
OG0004949	SCHMD07060	MOUSE42542, MOUSE42543, MOUSE42540, MOUSE42541
OG0004950	SCHMD15994	MOUSE30935, MOUSE30934
OG0004951	SCHMD08268	MOUSE53668, MOUSE53665, MOUSE53666, MOUSE53664, MOUSE53667, MOUSE53663
OG0004952	SCHMD04799	MOUSE07097, MOUSE07096
OG0004954	SCHMD11745	MOUSE12687, MOUSE12689, MOUSE12688
OG0004956	SCHMD26121, SCHMD26587, SCHMD22027, SCHMD26122	MOUSE24890
OG0004960	SCHMD08535	MOUSE44550
OG0004961	SCHMD06846	MOUSE01243, MOUSE01244
OG0004962	SCHMD01501	MOUSE06938, MOUSE06939
OG0004963	SCHMD23165, SCHMD03796	MOUSE37238
OG0004964	SCHMD14552	MOUSE05557, MOUSE05556
OG0004965	SCHMD03325	MOUSE19696
OG0004967	SCHMD00331	MOUSE14734
OG0004968	SCHMD05111, SCHMD27208	MOUSE49508, MOUSE49507, MOUSE49506, MOUSE49505
OG0004971	SCHMD11504	MOUSE18798, MOUSE18799
OG0004972	SCHMD03056	MOUSE46148, MOUSE46149, MOUSE46147
OG0004973	SCHMD02928, SCHMD02929, SCHMD07664	MOUSE23011, MOUSE23014
OG0004975	SCHMD16508, SCHMD27886	MOUSE13200
OG0004976	SCHMD07971, SCHMD08301	MOUSE19407
OG0004977	SCHMD07667	MOUSE22048, MOUSE22047, MOUSE22046
OG0004979	SCHMD05958, SCHMD29649	MOUSE08609, MOUSE08610, MOUSE08606, MOUSE08608, MOUSE08607, MOUSE08605
OG0004980	SCHMD05222	MOUSE11419, MOUSE11421, MOUSE11420, MOUSE11418, MOUSE00740
OG0004981	SCHMD07697	MOUSE10970, MOUSE10969
OG0004982	SCHMD05427	MOUSE25444, MOUSE25443
OG0004985	SCHMD07642	MOUSE40995
OG0004986	SCHMD17557	MOUSE15822, MOUSE15823
OG0004988	SCHMD02346	MOUSE37283
OG0004989	SCHMD07783	MOUSE27227
OG0004999	SCHMD00583	MOUSE45796
OG0005000	SCHMD05303	MOUSE02017, MOUSE02019, MOUSE02018
OG0005002	SCHMD03211	MOUSE01458, MOUSE01457
OG0005003	SCHMD17130, SCHMD16608	MOUSE04384
OG0005005	SCHMD02232	MOUSE14301, MOUSE14302, MOUSE14300
OG0005006	SCHMD13689, SCHMD15401	MOUSE02176, MOUSE05686, MOUSE05684, MOUSE05687, MOUSE05685
OG0005007	SCHMD06268	MOUSE29570, MOUSE29569, MOUSE29571, MOUSE29568, MOUSE12938
OG0005008	SCHMD11431	MOUSE21209
OG0005009	SCHMD10866, SCHMD06406, SCHMD13004	MOUSE15883, MOUSE15885, MOUSE15884, MOUSE15886
OG0005010	SCHMD18938, SCHMD01965	MOUSE06295, MOUSE06296
OG0005012	SCHMD06366, SCHMD06365	MOUSE30184
OG0005013	SCHMD29249	MOUSE47516, MOUSE47515, MOUSE47519, MOUSE47518, MOUSE47517
OG0005014	SCHMD05034	MOUSE15361
OG0005015	SCHMD04974	MOUSE31549, MOUSE31548, MOUSE31550, MOUSE31551
OG0005021	SCHMD22445, SCHMD29123	MOUSE12925, MOUSE12926, MOUSE12928, MOUSE12927, MOUSE29848
OG0005038	SCHMD01410	MOUSE54302, MOUSE54298, MOUSE54299, MOUSE19866, MOUSE36889, MOUSE54301, MOUSE54300, MOUSE54297
OG0005040	SCHMD01329	MOUSE16190
OG0005044	SCHMD19810	MOUSE20027, MOUSE20023, MOUSE04953
OG0005045	SCHMD01798	MOUSE00397, MOUSE00396, MOUSE00395
OG0005046	SCHMD10754	MOUSE18546
OG0005047	SCHMD04128	MOUSE16902, MOUSE16903
OG0005048	SCHMD09382	MOUSE24359, MOUSE24358
OG0005050	SCHMD13569, SCHMD16601	MOUSE46865, MOUSE46864, MOUSE46866, MOUSE46867, MOUSE27916, MOUSE27915
OG0005053	SCHMD17693	MOUSE04391
OG0005054	SCHMD05128, SCHMD05129	MOUSE31825
OG0005057	SCHMD10227	MOUSE00678, MOUSE00676, MOUSE00675, MOUSE00674
OG0005059	SCHMD24138	MOUSE25532
OG0005062	SCHMD01700	MOUSE02347, MOUSE02349, MOUSE02348
OG0005064	SCHMD10553, SCHMD11876, SCHMD13247	MOUSE08974
OG0005066	SCHMD16233, SCHMD13410	MOUSE00023, MOUSE00024
OG0005067	SCHMD04281, SCHMD22789, SCHMD19756	MOUSE08611
OG0005072	SCHMD07382	MOUSE53842, MOUSE53843
OG0005073	SCHMD20560	MOUSE09457, MOUSE09456, MOUSE09453, MOUSE09458, MOUSE09455
OG0005073	SCHMD24083	MOUSE09459
OG0005076	SCHMD18341	MOUSE51690, MOUSE51689, MOUSE51691
OG0005079	SCHMD21782, SCHMD08270	MOUSE27539
OG0005081	SCHMD07968	MOUSE05397, MOUSE05396, MOUSE05395
OG0005082	SCHMD02375	MOUSE37935, MOUSE37936
OG0005083	SCHMD00808	MOUSE16618
OG0005084	SCHMD06621	MOUSE41249
OG0005086	SCHMD07135	MOUSE11278, MOUSE11279, MOUSE11277
OG0005087	SCHMD04210	MOUSE24357
OG0005087	SCHMD04212	MOUSE24356, MOUSE24354
OG0005088	SCHMD00106	MOUSE48666
OG0005089	SCHMD02522	MOUSE32552
OG0005090	SCHMD24306, SCHMD17983, SCHMD19241	MOUSE15030, MOUSE15031
OG0005092	SCHMD08070	MOUSE53561, MOUSE53558, MOUSE53557, MOUSE53560, MOUSE53559
OG0005095	SCHMD09142, SCHMD20356	MOUSE49470, MOUSE49469
OG0005096	SCHMD12701, SCHMD22213	MOUSE17109
OG0005098	SCHMD01756, SCHMD02907	MOUSE26368
OG0005100	SCHMD09835	MOUSE19701
OG0005105	SCHMD10932	MOUSE06089, MOUSE46118
OG0005106	SCHMD05434	MOUSE38782
OG0005108	SCHMD10200	MOUSE01427
OG0005109	SCHMD29484	MOUSE02056, MOUSE02497
OG0005110	SCHMD02795	MOUSE26509, MOUSE26510, MOUSE26511
OG0005111	SCHMD15543, SCHMD03637	MOUSE34804
OG0005117	SCHMD21251	MOUSE29490
OG0005119	SCHMD25512	MOUSE07205
OG0005120	SCHMD08539	MOUSE51214, MOUSE51215, MOUSE51213
OG0005121	SCHMD08386	MOUSE14836, MOUSE14837, MOUSE14838
OG0005124	SCHMD19577	MOUSE28031, MOUSE07830, MOUSE07829, MOUSE07828
OG0005130	SCHMD26291, SCHMD12198	MOUSE36362, MOUSE36365, MOUSE36361
OG0005130	SCHMD06648	MOUSE36364
OG0005131	SCHMD03582, SCHMD03579, SCHMD03580	MOUSE32083, MOUSE32082, MOUSE32081
OG0005135	SCHMD01310	MOUSE30622, MOUSE30621, MOUSE30624, MOUSE30623, MOUSE30619
OG0005136	SCHMD20384, SCHMD00189, SCHMD12163, SCHMD18589, SCHMD20383	MOUSE12787
OG0005137	SCHMD05021, SCHMD06206	MOUSE35147, MOUSE35146, MOUSE35148
OG0005140	SCHMD10665	MOUSE30232, MOUSE30234, MOUSE30233
OG0005141	SCHMD25686, SCHMD24271, SCHMD27094, SCHMD25244, SCHMD25243	MOUSE49892, MOUSE49893
OG0005142	SCHMD05971	MOUSE10413, MOUSE10412, MOUSE10415, MOUSE10414
OG0005143	SCHMD12861, SCHMD10599	MOUSE29590, MOUSE29588, MOUSE29589, MOUSE29587
OG0005144	SCHMD07235	MOUSE31298, MOUSE31301, MOUSE31302, MOUSE31300
OG0005145	SCHMD04144	MOUSE27578, MOUSE27577, MOUSE27579
OG0005146	SCHMD05515, SCHMD14279, SCHMD29816	MOUSE28856
OG0005149	SCHMD06219	MOUSE24122
OG0005151	SCHMD28665, SCHMD29534	MOUSE15527, MOUSE15526
OG0005154	SCHMD00118	MOUSE19629, MOUSE19630
OG0005155	SCHMD06441	MOUSE13083
OG0005156	SCHMD18794, SCHMD09812	MOUSE22165, MOUSE22167, MOUSE22166, MOUSE22164
OG0005157	SCHMD08161	MOUSE05669, MOUSE05668
OG0005158	SCHMD06175, SCHMD03965	MOUSE22571
OG0005159	SCHMD27256, SCHMD08517	MOUSE52152
OG0005161	SCHMD17706	MOUSE30986, MOUSE30985, MOUSE30984
OG0005167	SCHMD11781, SCHMD10752	MOUSE43529, MOUSE43528, MOUSE42260, MOUSE42259, MOUSE42264, MOUSE42263, MOUSE42262, MOUSE42261
OG0005168	SCHMD04735	MOUSE28087, MOUSE28083, MOUSE28082, MOUSE28086, MOUSE28084
OG0005169	SCHMD15964, SCHMD17733	MOUSE07868
OG0005172	SCHMD00033	MOUSE28846, MOUSE28847
OG0005174	SCHMD00190	MOUSE23313, MOUSE35563
OG0005175	SCHMD19207, SCHMD24072, SCHMD23126	MOUSE20206, MOUSE20205, MOUSE20208, MOUSE20207
OG0005176	SCHMD21423	MOUSE15373
OG0005179	SCHMD10255	MOUSE36304, MOUSE36303, MOUSE36302
OG0005180	SCHMD24708, SCHMD24496, SCHMD07254	MOUSE36158, MOUSE36156, MOUSE36157, MOUSE36155
OG0005182	SCHMD09062	MOUSE50395, MOUSE50397, MOUSE50396
OG0005183	SCHMD09747	MOUSE45876
OG0005184	SCHMD11344, SCHMD27380	MOUSE55373, MOUSE03431, MOUSE55374
OG0005186	SCHMD29849	MOUSE47612
OG0005187	SCHMD09837	MOUSE14400, MOUSE14399, MOUSE14398
OG0005189	SCHMD17680, SCHMD17681	MOUSE53207, MOUSE53206, MOUSE53208
OG0005191	SCHMD28673, SCHMD08050	MOUSE10524, MOUSE10523, MOUSE10519, MOUSE10520, MOUSE10522, MOUSE10521
OG0005199	SCHMD14063, SCHMD09600	MOUSE06798, MOUSE06795, MOUSE06797, MOUSE06799, MOUSE06796
OG0005200	SCHMD16396	MOUSE41422, MOUSE41421
OG0005201	SCHMD23946	MOUSE23496, MOUSE23495, MOUSE23494, MOUSE23493, MOUSE23491, MOUSE23492
OG0005202	SCHMD22358, SCHMD11140, SCHMD01714, SCHMD03356	MOUSE05596, MOUSE05595, MOUSE05597
OG0005204	SCHMD03898	MOUSE25568, MOUSE25567
OG0005205	SCHMD05833	MOUSE08733
OG0005206	SCHMD05352	MOUSE48398
OG0005207	SCHMD02988, SCHMD02985	MOUSE23836, MOUSE23833, MOUSE23832
OG0005209	SCHMD22224, SCHMD09481	MOUSE14096
OG0005210	SCHMD00552	MOUSE52454, MOUSE52456
OG0005211	SCHMD16564, SCHMD09722	MOUSE34287, MOUSE34285, MOUSE34288, MOUSE34286
OG0005212	SCHMD21052, SCHMD21053, SCHMD20624	MOUSE51363
OG0005214	SCHMD22419	MOUSE12908, MOUSE54008, MOUSE12907, MOUSE54007, MOUSE54009, MOUSE54006
OG0005215	SCHMD19622	MOUSE24351
OG0005218	SCHMD04853	MOUSE00446, MOUSE00449, MOUSE00447, MOUSE00451, MOUSE00452, MOUSE00448, MOUSE00450
OG0005221	SCHMD22455	MOUSE40508, MOUSE40506, MOUSE40507
OG0005222	SCHMD02749	MOUSE49492, MOUSE49490, MOUSE49491
OG0005224	SCHMD00054, SCHMD12667, SCHMD14422	MOUSE07207, MOUSE07209, MOUSE07208
OG0005225	SCHMD12592, SCHMD13372	MOUSE02228, MOUSE02229
OG0005226	SCHMD11539	MOUSE42007, MOUSE42005, MOUSE42006, MOUSE42008
OG0005228	SCHMD07535	MOUSE54695, MOUSE54694
OG0005230	SCHMD02282	MOUSE49013, MOUSE49014
OG0005232	SCHMD28252, SCHMD08336	MOUSE38863
OG0005233	SCHMD02640, SCHMD02641	MOUSE34528, MOUSE34527, MOUSE34530, MOUSE34529
OG0005234	SCHMD15265	MOUSE04256
OG0005235	SCHMD00308	MOUSE02441, MOUSE02440, MOUSE02439
OG0005237	SCHMD13956	MOUSE20097
OG0005238	SCHMD01752, SCHMD04129	MOUSE25520, MOUSE25519, MOUSE25518
OG0005239	SCHMD19406	MOUSE07685, MOUSE07686
OG0005240	SCHMD07948	MOUSE02463
OG0005242	SCHMD03436	MOUSE35065, MOUSE35066, MOUSE35063, MOUSE35064
OG0005243	SCHMD01214	MOUSE46018
OG0005244	SCHMD12116	MOUSE17812
OG0005245	SCHMD18525	MOUSE08596, MOUSE08595, MOUSE08599, MOUSE08598, MOUSE08594, MOUSE08597
OG0005247	SCHMD07196	MOUSE09970, MOUSE09971, MOUSE09969, MOUSE09968
OG0005249	SCHMD11873	MOUSE25308, MOUSE25309
OG0005253	SCHMD08303	MOUSE03197
OG0005254	SCHMD11037	MOUSE05935, MOUSE05936, MOUSE05934
OG0005256	SCHMD22989	MOUSE55161
OG0005257	SCHMD16491, SCHMD16492, SCHMD16490	MOUSE31617
OG0005258	SCHMD05906	MOUSE40636, MOUSE40638
OG0005259	SCHMD00463	MOUSE40641, MOUSE24933, MOUSE24932
OG0005261	SCHMD17094, SCHMD16953	MOUSE21672
OG0005262	SCHMD09724, SCHMD09723	MOUSE34801, MOUSE34800, MOUSE34802, MOUSE34803
OG0005263	SCHMD15025	MOUSE06494
OG0005264	SCHMD21690	MOUSE35185, MOUSE35187, MOUSE35184, MOUSE35186
OG0005267	SCHMD05485, SCHMD21413	MOUSE32627, MOUSE02945
OG0005268	SCHMD03385	MOUSE27268, MOUSE27267
OG0005269	SCHMD02017	MOUSE40627
OG0005270	SCHMD22449	MOUSE20321, MOUSE20322
OG0005273	SCHMD04729	MOUSE54103, MOUSE54104
OG0005274	SCHMD14072	MOUSE07832, MOUSE07833
OG0005275	SCHMD11538, SCHMD09516, SCHMD09517	MOUSE52516
OG0005276	SCHMD12186	MOUSE35730, MOUSE35731
OG0005279	SCHMD21196, SCHMD21859	MOUSE49426, MOUSE49425
OG0005281	SCHMD01191	MOUSE19612, MOUSE36000
OG0005285	SCHMD04425	MOUSE02740
OG0005286	SCHMD06916	MOUSE54594
OG0005287	SCHMD00449	MOUSE30697
OG0005288	SCHMD14045	MOUSE00252, MOUSE00253
OG0005289	SCHMD11517, SCHMD17216	MOUSE42519, MOUSE42518, MOUSE42517
OG0005290	SCHMD16170, SCHMD29465	MOUSE33153, MOUSE33150, MOUSE33154, MOUSE33151, MOUSE33152
OG0005291	SCHMD00642, SCHMD04594	MOUSE53018, MOUSE53021, MOUSE53019, MOUSE53020, MOUSE53022
OG0005292	SCHMD02918	MOUSE22490, MOUSE22489, MOUSE22488
OG0005293	SCHMD14041	MOUSE30001, MOUSE30002, MOUSE29999, MOUSE30000
OG0005294	SCHMD09577	MOUSE13188
OG0005295	SCHMD00693, SCHMD09336	MOUSE11814
OG0005297	SCHMD29786	MOUSE22447, MOUSE22449, MOUSE22448, MOUSE22446
OG0005298	SCHMD16478, SCHMD05913	MOUSE19943, MOUSE19944
OG0005300	SCHMD22874	MOUSE35434, MOUSE35433
OG0005301	SCHMD24349, SCHMD27045	MOUSE01069
OG0005303	SCHMD07747	MOUSE01848, MOUSE01849, MOUSE01847, MOUSE01850, MOUSE01851
OG0005304	SCHMD18268, SCHMD22012	MOUSE25707
OG0005305	SCHMD25033	MOUSE28834, MOUSE28835, MOUSE28836
OG0005310	SCHMD05781, SCHMD04067	MOUSE03383, MOUSE03382, MOUSE14123
OG0005312	SCHMD13402	MOUSE40791
OG0005313	SCHMD09402, SCHMD21501, SCHMD22614, SCHMD06165, SCHMD03789, SCHMD25594, SCHMD25268	MOUSE22055, MOUSE11214
OG0005314	SCHMD13878	MOUSE01281
OG0005315	SCHMD15422, SCHMD12090	MOUSE31252, MOUSE31250, MOUSE31251
OG0005316	SCHMD03895, SCHMD05450, SCHMD18694, SCHMD21757, SCHMD25791, SCHMD18477, SCHMD16578	MOUSE13898
OG0005317	SCHMD24584, SCHMD06634	MOUSE53670, MOUSE53669
OG0005318	SCHMD08168	MOUSE47296, MOUSE47294
OG0005319	SCHMD01713	MOUSE21705
OG0005321	SCHMD07438	MOUSE03028, MOUSE03027, MOUSE03030, MOUSE03029, MOUSE03031
OG0005323	SCHMD20703	MOUSE09666, MOUSE09664, MOUSE09662, MOUSE09668, MOUSE09665, MOUSE09667, MOUSE09663
OG0005325	SCHMD07836	MOUSE38446, MOUSE38445, MOUSE18230
OG0005326	SCHMD00873	MOUSE45049, MOUSE45050, MOUSE09274
OG0005328	SCHMD12840	MOUSE14450
OG0005359	SCHMD19907	MOUSE35454, MOUSE35456
OG0005360	SCHMD13883	MOUSE44906
OG0005362	SCHMD16181	MOUSE06885, MOUSE06884, MOUSE06883, MOUSE06887, MOUSE06886
OG0005365	SCHMD03138	MOUSE31436
OG0005366	SCHMD02625	MOUSE20326
OG0005370	SCHMD11713	MOUSE29200, MOUSE29198, MOUSE29199, MOUSE29201
OG0005371	SCHMD13317	MOUSE10177, MOUSE10180, MOUSE10178, MOUSE10179, MOUSE10176
OG0005372	SCHMD05505	MOUSE25098, MOUSE25095, MOUSE25094
OG0005374	SCHMD27055	MOUSE00584
OG0005375	SCHMD23930, SCHMD07733	MOUSE05777, MOUSE05776
OG0005378	SCHMD25676, SCHMD25677, SCHMD12112	MOUSE37487
OG0005379	SCHMD03111	MOUSE00599, MOUSE14983, MOUSE00600
OG0005381	SCHMD21506	MOUSE25865, MOUSE25867, MOUSE25866, MOUSE25864, MOUSE25862, MOUSE25863, MOUSE25860
OG0005381	SCHMD24490	MOUSE25861
OG0005383	SCHMD03478	MOUSE08506
OG0005385	SCHMD05272	MOUSE04467, MOUSE04465, MOUSE04464
OG0005385	SCHMD29101	MOUSE04466
OG0005386	SCHMD16075	MOUSE48147
OG0005388	SCHMD22965, SCHMD17417, SCHMD16679, SCHMD13426	MOUSE01450
OG0005389	SCHMD24422, SCHMD26623	MOUSE54799, MOUSE54800, MOUSE24471, MOUSE24473
OG0005390	SCHMD07965	MOUSE33726, MOUSE33725
OG0005393	SCHMD23994	MOUSE53411
OG0005394	SCHMD09419, SCHMD10527	MOUSE53404, MOUSE53403
OG0005395	SCHMD07024	MOUSE15107, MOUSE15111, MOUSE15110, MOUSE15109, MOUSE15108
OG0005396	SCHMD28360, SCHMD11764, SCHMD09312	MOUSE54498
OG0005400	SCHMD06513	MOUSE12575, MOUSE12573, MOUSE12576, MOUSE12574
OG0005402	SCHMD01184	MOUSE29924
OG0005403	SCHMD27451, SCHMD20254	MOUSE51966, MOUSE51969, MOUSE51967
OG0005406	SCHMD01895, SCHMD10279	MOUSE51011
OG0005407	SCHMD05574	MOUSE21179, MOUSE40392
OG0005409	SCHMD03070	MOUSE49463
OG0005410	SCHMD11409, SCHMD11410	MOUSE13942, MOUSE13940
OG0005412	SCHMD06617	MOUSE22203
OG0005413	SCHMD03567	MOUSE51736
OG0005415	SCHMD16007	MOUSE51305, MOUSE51306
OG0005415	SCHMD07610	MOUSE51304
OG0005417	SCHMD00898	MOUSE16971
OG0005419	SCHMD17988	MOUSE23488, MOUSE23490, MOUSE23489
OG0005422	SCHMD11485	MOUSE28074
OG0005423	SCHMD05183	MOUSE29748, MOUSE54002
OG0005426	SCHMD19613, SCHMD11852	MOUSE35348, MOUSE35346, MOUSE35347
OG0005427	SCHMD06342	MOUSE05856, MOUSE05855, MOUSE05857, MOUSE05854
OG0005429	SCHMD10675, SCHMD05402	MOUSE24884, MOUSE24886, MOUSE24885, MOUSE24882, MOUSE24883
OG0005430	SCHMD03862	MOUSE49705, MOUSE49703, MOUSE49704
OG0005431	SCHMD19048	MOUSE13565
OG0005432	SCHMD12333, SCHMD11358	MOUSE04489, MOUSE04490
OG0005433	SCHMD02774	MOUSE19851, MOUSE19850
OG0005434	SCHMD10947	MOUSE39468, MOUSE39469
OG0005435	SCHMD14136	MOUSE22613, MOUSE22615, MOUSE22617, MOUSE22614
OG0005436	SCHMD06865	MOUSE10133
OG0005437	SCHMD23677, SCHMD26948	MOUSE20089
OG0005439	SCHMD12556	MOUSE00421, MOUSE00420
OG0005440	SCHMD22467, SCHMD20169	MOUSE48410
OG0005441	SCHMD15407	MOUSE53368
OG0005442	SCHMD20068	MOUSE14655, MOUSE14656
OG0005443	SCHMD02729, SCHMD02728	MOUSE49928, MOUSE49929
OG0005444	SCHMD01490, SCHMD12620	MOUSE29378
OG0005445	SCHMD12973, SCHMD27880	MOUSE13615
OG0005446	SCHMD03912, SCHMD04431	MOUSE16646
OG0005448	SCHMD02156, SCHMD08498, SCHMD08499	MOUSE39998
OG0005449	SCHMD27768, SCHMD25656, SCHMD14880, SCHMD28697	MOUSE06113, MOUSE06112, MOUSE06111
OG0005450	SCHMD01978	MOUSE54001, MOUSE54000
OG0005451	SCHMD18931	MOUSE18945, MOUSE18944
OG0005452	SCHMD13827, SCHMD09318	MOUSE27679
OG0005453	SCHMD04502	MOUSE03202, MOUSE03201, MOUSE03203
OG0005454	SCHMD10968, SCHMD10969	MOUSE44988
OG0005455	SCHMD16604	MOUSE35506
OG0005460	SCHMD29125	MOUSE15728, MOUSE15729, MOUSE13352
OG0005462	SCHMD23988, SCHMD09428	MOUSE44100, MOUSE44105, MOUSE44103, MOUSE44104, MOUSE44102, MOUSE44101
OG0005464	SCHMD09632, SCHMD22634	MOUSE12439, MOUSE12440
OG0005465	SCHMD16366, SCHMD08907, SCHMD16365	MOUSE07328, MOUSE07326
OG0005466	SCHMD10972	MOUSE14835, MOUSE14831, MOUSE14832, MOUSE14834, MOUSE14833, MOUSE14830
OG0005468	SCHMD06356	MOUSE11929, MOUSE11932, MOUSE11931, MOUSE11930, MOUSE11934
OG0005469	SCHMD25678	MOUSE11875, MOUSE11877, MOUSE11874, MOUSE11876, MOUSE11878
OG0005470	SCHMD00405	MOUSE40247, MOUSE40245
OG0005471	SCHMD09088	MOUSE38010, MOUSE38012, MOUSE38011
OG0005474	SCHMD08436	MOUSE38514, MOUSE38512, MOUSE38513, MOUSE38511
OG0005475	SCHMD16923, SCHMD14366, SCHMD27066	MOUSE09122, MOUSE54371
OG0005476	SCHMD28911	MOUSE14380
OG0005476	SCHMD22714, SCHMD28208	MOUSE14381
OG0005477	SCHMD11327, SCHMD11326	MOUSE32727, MOUSE32726, MOUSE32728
OG0005479	SCHMD12305	MOUSE49275, MOUSE49276
OG0005481	SCHMD02765	MOUSE54691
OG0005482	SCHMD03117	MOUSE43262
OG0005483	SCHMD19171	MOUSE44492
OG0005486	SCHMD06308, SCHMD07820	MOUSE13257
OG0005487	SCHMD07720, SCHMD07721	MOUSE21952
OG0005488	SCHMD00795	MOUSE37662, MOUSE37664
OG0005489	SCHMD03018	MOUSE05308
OG0005490	SCHMD06570	MOUSE23375, MOUSE23376
OG0005491	SCHMD02400, SCHMD01109	MOUSE19804
OG0005493	SCHMD12670	MOUSE40219, MOUSE40218, MOUSE40221, MOUSE40220
OG0005495	SCHMD07327	MOUSE51256, MOUSE51252, MOUSE51255, MOUSE51254, MOUSE51253
OG0005499	SCHMD09102, SCHMD11466, SCHMD05063	MOUSE27960, MOUSE20454
OG0005500	SCHMD03248, SCHMD03247	MOUSE34905, MOUSE34906, MOUSE34907, MOUSE34909, MOUSE34908
OG0005502	SCHMD02196	MOUSE29853
OG0005503	SCHMD18082, SCHMD10352	MOUSE24292, MOUSE24291
OG0005504	SCHMD22943, SCHMD16672, SCHMD20938	MOUSE43308, MOUSE43307
OG0005508	SCHMD24609	MOUSE53116, MOUSE53117
OG0005509	SCHMD18235	MOUSE13938
OG0005514	SCHMD07379	MOUSE25586
OG0005517	SCHMD04227	MOUSE09169, MOUSE09168, MOUSE09170, MOUSE09167
