Orthogroup	SCHMD	OWEFU
OG0005372	SCHMD05505, SCHMD05506	OFUSG16032.1.p1
OG0005374	SCHMD27055	OFUSG00534.1.p1
OG0005375	SCHMD23930, SCHMD07733	OFUSG17045.1.p1
OG0005378	SCHMD25676, SCHMD25677, SCHMD12112	OFUSG22312.1.p1
OG0005379	SCHMD03111	OFUSG17787.1.p1, OFUSG02831.1.p1
OG0005381	SCHMD21506	OFUSG07762.1.p1, OFUSG07762.2.p1
OG0005383	SCHMD03478	OFUSG13037.4.p1, OFUSG13037.5.p1, OFUSG13037.1.p1, OFUSG13037.3.p1, OFUSG13037.2.p1
OG0005385	SCHMD05272	OFUSG15259.1.p1
OG0005386	SCHMD16075	OFUSG02823.1.p1
OG0005388	SCHMD22965, SCHMD17417, SCHMD16679, SCHMD13426	OFUSG08694.1.p1
OG0005389	SCHMD24422, SCHMD26623	OFUSG20998.1.p1, OFUSG03061.1.p1
OG0005390	SCHMD07965	OFUSG26544.1.p1
OG0005393	SCHMD23994	OFUSG19341.1.p1
OG0005394	SCHMD09419, SCHMD10527	OFUSG20768.1.p1, OFUSG20768.2.p1
OG0005395	SCHMD07024	OFUSG10945.1.p1
OG0005396	SCHMD28360, SCHMD11764, SCHMD09312	OFUSG14426.1.p1
OG0005400	SCHMD06513	OFUSG03237.1.p1
OG0005402	SCHMD01184	OFUSG23593.1.p1, OFUSG23593.2.p1
OG0005403	SCHMD27451, SCHMD20254	OFUSG09547.1.p1
OG0005404	SCHMD02921	OFUSG21349.1.p1
OG0005406	SCHMD01895, SCHMD10279	OFUSG09643.1.p1
OG0005407	SCHMD05574	OFUSG06838.1.p1, OFUSG06835.1.p1
OG0005409	SCHMD03070	OFUSG20736.1.p1
OG0005410	SCHMD11409	OFUSG19875.4.p1, OFUSG19875.1.p1, OFUSG19875.3.p1, OFUSG19875.5.p1, OFUSG19875.2.p1
OG0005413	SCHMD03567	OFUSG04383.1.p1
OG0005415	SCHMD07610	OFUSG00363.1.p1
OG0005417	SCHMD00898	OFUSG10419.1.p1, OFUSG10419.2.p1
OG0005419	SCHMD17988	OFUSG06830.2.p1, OFUSG06830.1.p1
OG0005422	SCHMD11485	OFUSG11472.1.p1
OG0005423	SCHMD05183	OFUSG03771.1.p1
OG0005426	SCHMD19613	OFUSG06359.1.p1
OG0005427	SCHMD06342	OFUSG24282.1.p1
OG0005429	SCHMD10675, SCHMD05402	OFUSG06434.1.p1
OG0005430	SCHMD03862	OFUSG05410.1.p1
OG0005431	SCHMD19048	OFUSG21471.1.p1
OG0005432	SCHMD12333, SCHMD11358	OFUSG24015.1.p1
OG0005433	SCHMD02774	OFUSG09472.1.p1
OG0005434	SCHMD10947	OFUSG02069.1.p1
OG0005435	SCHMD14136	OFUSG12657.1.p1
OG0005436	SCHMD06865	OFUSG20059.1.p1
OG0005437	SCHMD23677, SCHMD26948	OFUSG25301.1.p1
OG0005439	SCHMD12556	OFUSG23540.1.p1
OG0005440	SCHMD22467, SCHMD20169	OFUSG08519.1.p1
OG0005441	SCHMD15407	OFUSG23192.1.p1
OG0005442	SCHMD20068	OFUSG16796.1.p1
OG0005444	SCHMD01490, SCHMD12620	OFUSG20931.1.p1
OG0005445	SCHMD12973, SCHMD27880	OFUSG26359.1.p1, OFUSG26359.2.p1, OFUSG26359.3.p1
OG0005446	SCHMD03912, SCHMD04431	OFUSG01072.1.p1
OG0005448	SCHMD02156, SCHMD08498, SCHMD08499	OFUSG00904.1.p1
OG0005449	SCHMD27768, SCHMD25656, SCHMD14880, SCHMD28697	OFUSG10668.1.p1
OG0005451	SCHMD18931	OFUSG18211.1.p1, OFUSG21294.1.p1
OG0005452	SCHMD13827, SCHMD09318	OFUSG24303.1.p1, OFUSG05138.1.p1
OG0005453	SCHMD04502	OFUSG03506.1.p1
OG0005454	SCHMD10968, SCHMD10969	OFUSG05652.1.p1
OG0005460	SCHMD29125	OFUSG07898.2.p1, OFUSG07898.1.p1, OFUSG07898.3.p1
OG0005462	SCHMD23988, SCHMD09428	OFUSG07599.1.p1
OG0005464	SCHMD09632, SCHMD22634	OFUSG20629.1.p1
OG0005465	SCHMD16366, SCHMD08907, SCHMD16365	OFUSG11986.1.p1, OFUSG11986.2.p1
OG0005466	SCHMD10972	OFUSG23432.1.p1
OG0005468	SCHMD06356	OFUSG11966.1.p1
OG0005469	SCHMD25678	OFUSG20382.1.p1
OG0005470	SCHMD00405	OFUSG12736.1.p1
OG0005471	SCHMD09088	OFUSG15175.1.p1
OG0005474	SCHMD08436	OFUSG10784.1.p1
OG0005475	SCHMD16923, SCHMD14366, SCHMD27066	OFUSG12397.1.p1
OG0005476	SCHMD22714, SCHMD28208	OFUSG06910.1.p1
OG0005477	SCHMD18881, SCHMD11325, SCHMD11327, SCHMD11326	OFUSG25462.1.p1
OG0005479	SCHMD12305	OFUSG08880.1.p1
OG0005481	SCHMD02765	OFUSG00662.1.p1
OG0005482	SCHMD03117	OFUSG12072.1.p1
OG0005486	SCHMD06308, SCHMD07820	OFUSG09452.1.p1, OFUSG09452.2.p1
OG0005487	SCHMD07720, SCHMD07721	OFUSG25375.1.p1
OG0005488	SCHMD00795	OFUSG24097.1.p1, OFUSG24097.2.p1
OG0005489	SCHMD03018	OFUSG23348.1.p2
OG0005490	SCHMD06570	OFUSG21177.1.p1
OG0005491	SCHMD02400, SCHMD01109	OFUSG03918.1.p1, OFUSG03918.2.p1
OG0005493	SCHMD12670	OFUSG06703.1.p1
OG0005495	SCHMD07327	OFUSG24933.1.p1
OG0005499	SCHMD09102, SCHMD11466, SCHMD05063	OFUSG18597.1.p1
OG0005500	SCHMD03248, SCHMD03247	OFUSG21116.1.p1
OG0005503	SCHMD18082, SCHMD10352	OFUSG26844.1.p1
OG0005504	SCHMD22943, SCHMD16672, SCHMD20938	OFUSG26726.1.p1, OFUSG12408.2.p1, OFUSG12408.1.p1
OG0005505	SCHMD07763, SCHMD07764	OFUSG26551.1.p1
OG0005508	SCHMD24609	OFUSG13031.1.p1
OG0005509	SCHMD18235	OFUSG07680.1.p1
OG0005513	SCHMD03373	OFUSG19659.2.p1, OFUSG19659.1.p1
OG0005514	SCHMD07379	OFUSG23757.1.p1
OG0005517	SCHMD04227	OFUSG20848.1.p1
OG0005520	SCHMD03910, SCHMD19272, SCHMD19544, SCHMD03909	OFUSG00189.1.p1
OG0005521	SCHMD18209, SCHMD20942	OFUSG22041.1.p1
OG0005522	SCHMD10063	OFUSG07120.1.p1
OG0005523	SCHMD26643, SCHMD21426	OFUSG23394.1.p1
OG0005524	SCHMD06781	OFUSG18210.1.p1
OG0005525	SCHMD03055	OFUSG00421.1.p1
OG0005526	SCHMD06229	OFUSG16593.1.p1
OG0005527	SCHMD04109	OFUSG07993.1.p1, OFUSG07993.2.p1
OG0005528	SCHMD02186	OFUSG07617.1.p1
OG0005529	SCHMD00457	OFUSG25503.1.p1
OG0005531	SCHMD03252	OFUSG16885.1.p1
OG0005533	SCHMD00593	OFUSG00199.1.p1
OG0005534	SCHMD12378	OFUSG07051.1.p1
OG0005536	SCHMD08816	OFUSG06939.1.p1, OFUSG06939.2.p1
OG0005537	SCHMD12765	OFUSG00025.1.p1
OG0005538	SCHMD07816	OFUSG16062.1.p1
OG0005539	SCHMD05501, SCHMD05502	OFUSG17236.1.p1
OG0005542	SCHMD10197	OFUSG21080.1.p1
OG0005545	SCHMD09667	OFUSG19369.1.p1
OG0005546	SCHMD22923	OFUSG18603.1.p1
OG0005551	SCHMD03096	OFUSG09351.1.p1
OG0005554	SCHMD05734	OFUSG20627.1.p1
OG0005556	SCHMD10870, SCHMD18170	OFUSG25659.1.p1
OG0005560	SCHMD09834, SCHMD09833	OFUSG19598.1.p1
OG0005562	SCHMD14801, SCHMD19132	OFUSG19582.1.p1
OG0005563	SCHMD12379	OFUSG02724.1.p1
OG0005564	SCHMD20152, SCHMD14971	OFUSG08252.1.p1
OG0005565	SCHMD16708, SCHMD23869	OFUSG16275.2.p1, OFUSG16275.1.p1, OFUSG16275.4.p1, OFUSG16275.3.p1, OFUSG12751.1.p1
OG0005566	SCHMD17800	OFUSG15469.1.p1
OG0005569	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087	OFUSG07205.1.p1
OG0005570	SCHMD09421, SCHMD03639	OFUSG03428.1.p1
OG0005572	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142	OFUSG24737.1.p1
OG0005573	SCHMD02930	OFUSG16588.1.p1, OFUSG07923.1.p1
OG0005574	SCHMD12377	OFUSG06128.1.p1
OG0005575	SCHMD29678	OFUSG23781.1.p1
OG0005576	SCHMD07029	OFUSG01449.1.p1
OG0005580	SCHMD13326	OFUSG01093.2.p1, OFUSG01093.1.p1
OG0005581	SCHMD04114	OFUSG15210.1.p1
OG0005582	SCHMD14269	OFUSG12571.1.p1
OG0005588	SCHMD14537	OFUSG21343.1.p1
OG0005589	SCHMD00570	OFUSG13206.2.p1, OFUSG13206.1.p1
OG0005590	SCHMD15965	OFUSG12864.1.p1
OG0005592	SCHMD29641, SCHMD06507	OFUSG08303.1.p1
OG0005594	SCHMD01628	OFUSG12845.1.p1
OG0005596	SCHMD05215	OFUSG15588.1.p1
OG0005597	SCHMD15948	OFUSG14316.1.p1
OG0005598	SCHMD28546, SCHMD03623	OFUSG24994.1.p1
OG0005599	SCHMD02438	OFUSG13090.1.p1, OFUSG13089.1.p1
OG0005600	SCHMD16041	OFUSG18695.1.p1
OG0005601	SCHMD00451	OFUSG09746.2.p1, OFUSG09746.1.p1
OG0005603	SCHMD19668, SCHMD21236, SCHMD25008	OFUSG06557.1.p1
OG0005604	SCHMD13641, SCHMD16141	OFUSG17275.1.p1
OG0005605	SCHMD17079	OFUSG18008.1.p1, OFUSG18011.1.p1
OG0005609	SCHMD10661, SCHMD10660	OFUSG20222.1.p1
OG0005610	SCHMD05436, SCHMD09492	OFUSG03039.1.p1
OG0005611	SCHMD22528, SCHMD19557	OFUSG18464.2.p1, OFUSG18464.1.p1
OG0005612	SCHMD03692	OFUSG25280.1.p1
OG0005613	SCHMD01673	OFUSG11392.1.p1
OG0005614	SCHMD23859	OFUSG12167.1.p1
OG0005615	SCHMD24965, SCHMD20148	OFUSG01627.1.p1, OFUSG01631.1.p1
OG0005616	SCHMD20956	OFUSG20550.1.p1
OG0005617	SCHMD04518	OFUSG26357.1.p1
OG0005618	SCHMD19841	OFUSG12878.1.p1
OG0005620	SCHMD00996	OFUSG05866.1.p1
OG0005621	SCHMD08358, SCHMD08356, SCHMD08355	OFUSG12323.1.p1
OG0005622	SCHMD09799	OFUSG11960.1.p1
OG0005623	SCHMD04874	OFUSG08197.1.p1
OG0005625	SCHMD01610	OFUSG09657.1.p1
OG0005626	SCHMD07068	OFUSG03492.1.p1
OG0005627	SCHMD08756	OFUSG09437.1.p1
OG0005629	SCHMD09552	OFUSG23344.1.p1
OG0005630	SCHMD01646	OFUSG10320.1.p1
OG0005633	SCHMD07099	OFUSG11225.1.p1
OG0005634	SCHMD20586	OFUSG26230.1.p1
OG0005636	SCHMD19328, SCHMD18481	OFUSG00921.1.p1
OG0005637	SCHMD23112	OFUSG08168.1.p1
OG0005639	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579	OFUSG03254.1.p1
OG0005642	SCHMD13411	OFUSG19366.1.p1
OG0005644	SCHMD04718	OFUSG15260.1.p1
OG0005645	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665	OFUSG14974.1.p1
OG0005649	SCHMD08195, SCHMD22964	OFUSG16737.1.p1
OG0005652	SCHMD16380, SCHMD06971	OFUSG06459.1.p1
OG0005656	SCHMD27371	OFUSG19528.1.p1
OG0005681	SCHMD11619	OFUSG14799.1.p1
OG0005685	SCHMD11471	OFUSG16960.1.p1
OG0005690	SCHMD02487	OFUSG08782.1.p1
OG0005691	SCHMD26506	OFUSG05818.1.p1
OG0005692	SCHMD02679	OFUSG01858.1.p1
OG0005696	SCHMD00584	OFUSG03350.1.p1
OG0005697	SCHMD05677, SCHMD05678	OFUSG03909.1.p1
OG0005701	SCHMD02013, SCHMD02012	OFUSG18399.1.p1
OG0005702	SCHMD14141	OFUSG02722.1.p1, OFUSG02722.2.p1
OG0005703	SCHMD17404	OFUSG10785.1.p1
OG0005704	SCHMD11470	OFUSG00940.1.p1
OG0005707	SCHMD05853	OFUSG09056.1.p1
OG0005712	SCHMD07067	OFUSG07816.1.p1
OG0005714	SCHMD01804	OFUSG09929.1.p1
OG0005715	SCHMD12420, SCHMD17206	OFUSG04447.2.p1, OFUSG04447.1.p1
OG0005718	SCHMD10737	OFUSG09066.1.p1
OG0005720	SCHMD22971	OFUSG18648.1.p1
OG0005721	SCHMD19295, SCHMD23759, SCHMD06424	OFUSG12764.1.p1
OG0005723	SCHMD06963	OFUSG19412.1.p1
OG0005724	SCHMD16415, SCHMD22314	OFUSG11970.1.p1
OG0005725	SCHMD15122, SCHMD20635	OFUSG10099.1.p1
OG0005727	SCHMD10634, SCHMD08590	OFUSG15049.1.p1
OG0005728	SCHMD03714	OFUSG05083.1.p1, OFUSG05079.1.p1
OG0005729	SCHMD24969	OFUSG16386.1.p1
OG0005732	SCHMD17368, SCHMD29400, SCHMD29134	OFUSG09988.1.p1
OG0005733	SCHMD03723	OFUSG11058.1.p1
OG0005734	SCHMD02857	OFUSG13407.1.p1
OG0005737	SCHMD03849	OFUSG23603.1.p1
OG0005740	SCHMD24212, SCHMD05560	OFUSG18208.1.p1
OG0005744	SCHMD03440, SCHMD17406	OFUSG16586.1.p1
OG0005746	SCHMD18087	OFUSG03475.1.p1
OG0005748	SCHMD10607	OFUSG26335.1.p1
OG0005749	SCHMD01444, SCHMD00011	OFUSG08122.2.p1, OFUSG08122.3.p1, OFUSG08122.1.p1
OG0005750	SCHMD13471, SCHMD16445	OFUSG02162.1.p1
OG0005754	SCHMD05803, SCHMD05805, SCHMD05804	OFUSG19026.1.p1
OG0005755	SCHMD12048	OFUSG05141.1.p1, OFUSG05141.2.p1
OG0005757	SCHMD07565	OFUSG20565.1.p1
OG0005758	SCHMD02273	OFUSG24779.1.p1
OG0005761	SCHMD17717	OFUSG14829.1.p1
OG0005762	SCHMD02446	OFUSG21909.1.p1
OG0005763	SCHMD07552	OFUSG20141.1.p1
OG0005764	SCHMD24702	OFUSG20153.1.p1
OG0005765	SCHMD18072, SCHMD07191	OFUSG06503.1.p1
OG0005770	SCHMD08433	OFUSG20356.1.p1
OG0005771	SCHMD04988	OFUSG09411.1.p1
OG0005772	SCHMD05049	OFUSG16894.1.p1, OFUSG16894.2.p1
OG0005774	SCHMD08709	OFUSG15936.1.p1
OG0005775	SCHMD29828	OFUSG17839.1.p1
OG0005776	SCHMD03919	OFUSG10855.1.p1
OG0005779	SCHMD09046	OFUSG10893.1.p1
OG0005781	SCHMD12803, SCHMD19512, SCHMD12804	OFUSG00342.1.p1
OG0005783	SCHMD10823	OFUSG18976.1.p1
OG0005788	SCHMD17492	OFUSG07622.1.p1
OG0005789	SCHMD07616, SCHMD07618	OFUSG04945.1.p1
OG0005790	SCHMD05737, SCHMD05738	OFUSG11378.1.p1
OG0005791	SCHMD25739	OFUSG16958.2.p1, OFUSG16958.1.p1
OG0005793	SCHMD01801	OFUSG00069.2.p1, OFUSG00069.1.p1
OG0005795	SCHMD13893	OFUSG02404.1.p1
OG0005796	SCHMD07390	OFUSG09979.1.p1
OG0005797	SCHMD07039	OFUSG12084.1.p1
OG0005799	SCHMD10267	OFUSG21840.1.p1
OG0005800	SCHMD00983	OFUSG21338.4.p1, OFUSG21338.5.p1, OFUSG21338.1.p1, OFUSG21338.3.p1, OFUSG21338.2.p1
OG0005801	SCHMD02270	OFUSG20252.1.p1
OG0005802	SCHMD00774	OFUSG01814.1.p1
OG0005803	SCHMD20737	OFUSG12897.1.p1
OG0005804	SCHMD08064, SCHMD11360	OFUSG00462.1.p1
OG0005806	SCHMD15358	OFUSG22309.2.p1, OFUSG22309.1.p1
OG0005807	SCHMD05422	OFUSG00900.1.p1
OG0005809	SCHMD00240	OFUSG04743.1.p1
OG0005811	SCHMD09652	OFUSG11247.1.p1
OG0005812	SCHMD11310	OFUSG11647.1.p1
OG0005813	SCHMD26029, SCHMD16035, SCHMD18052	OFUSG22619.1.p1
OG0005814	SCHMD01776	OFUSG26358.1.p1, OFUSG26358.2.p1
OG0005815	SCHMD14928, SCHMD17547	OFUSG24013.1.p1
OG0005816	SCHMD28319	OFUSG22586.1.p1
OG0005817	SCHMD05597, SCHMD01856	OFUSG14857.1.p1
OG0005818	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815	OFUSG06441.1.p1, OFUSG06441.2.p1
OG0005823	SCHMD08649	OFUSG25743.1.p1
OG0005824	SCHMD01009	OFUSG09743.1.p1
OG0005828	SCHMD21164, SCHMD18882	OFUSG15157.1.p1
OG0005831	SCHMD04560	OFUSG20334.1.p1
OG0005835	SCHMD06972	OFUSG24596.1.p1
OG0005836	SCHMD24405, SCHMD15794, SCHMD14431	OFUSG06015.1.p1
OG0005837	SCHMD28753	OFUSG26386.1.p1
OG0005840	SCHMD07247	OFUSG17218.1.p1
OG0005842	SCHMD15622	OFUSG17014.1.p1
OG0005843	SCHMD06491	OFUSG13111.2.p1, OFUSG13111.1.p1
OG0005845	SCHMD05449	OFUSG18858.1.p1, OFUSG18853.1.p1
OG0005847	SCHMD14907	OFUSG21573.1.p1
OG0005849	SCHMD07252	OFUSG13675.1.p1
OG0005850	SCHMD04093	OFUSG13683.1.p1
OG0005851	SCHMD25831, SCHMD26851	OFUSG17159.1.p1
OG0005852	SCHMD02557	OFUSG19154.1.p1
OG0005853	SCHMD29663, SCHMD04997	OFUSG12469.1.p1
OG0005854	SCHMD19253, SCHMD17372	OFUSG20549.1.p1
OG0005856	SCHMD06135	OFUSG11607.1.p1
OG0005858	SCHMD20485	OFUSG23890.1.p1
OG0005859	SCHMD08568, SCHMD09228	OFUSG25456.1.p1
OG0005860	SCHMD03591	OFUSG16634.2.p1, OFUSG16634.1.p1
OG0005863	SCHMD02497	OFUSG11072.1.p1
OG0005864	SCHMD10925	OFUSG19504.1.p1
OG0005869	SCHMD26507, SCHMD23591	OFUSG03581.1.p1
OG0005870	SCHMD09476	OFUSG23370.1.p1
OG0005871	SCHMD00778	OFUSG02901.1.p1
OG0005874	SCHMD05420	OFUSG03952.1.p1
OG0005875	SCHMD00264	OFUSG14727.1.p1
OG0005876	SCHMD17997, SCHMD16591	OFUSG19535.1.p1
OG0005877	SCHMD25314	OFUSG21409.1.p1
OG0005880	SCHMD04126	OFUSG19008.1.p1
OG0005882	SCHMD00272, SCHMD00273	OFUSG07964.2.p1, OFUSG07964.3.p1, OFUSG07964.1.p1, OFUSG07965.1.p3
OG0005883	SCHMD01141	OFUSG07782.1.p1
OG0005886	SCHMD18383	OFUSG12295.1.p1
OG0005887	SCHMD01687	OFUSG22196.1.p1
OG0005888	SCHMD13482	OFUSG10914.1.p1
OG0005889	SCHMD11972	OFUSG00364.1.p1
OG0005890	SCHMD09184, SCHMD12140	OFUSG21628.1.p1
OG0005891	SCHMD26926	OFUSG10325.2.p1, OFUSG10325.1.p1, OFUSG10325.3.p1
OG0005892	SCHMD08931, SCHMD12929	OFUSG04898.1.p1
OG0005895	SCHMD12191	OFUSG17312.1.p1
OG0005897	SCHMD08042	OFUSG08962.1.p1
OG0005899	SCHMD12880	OFUSG07835.1.p1
OG0005900	SCHMD03686	OFUSG16856.1.p1
OG0005901	SCHMD15462	OFUSG04944.1.p1
OG0005903	SCHMD00050	OFUSG19287.1.p1
OG0005909	SCHMD20781	OFUSG09455.1.p1
OG0005910	SCHMD09520, SCHMD06408	OFUSG13819.2.p1, OFUSG13819.1.p1
OG0005913	SCHMD08000	OFUSG03204.1.p1
OG0005917	SCHMD29553, SCHMD28782	OFUSG07108.2.p1, OFUSG07108.1.p1
OG0005918	SCHMD16076, SCHMD19461	OFUSG07171.1.p1
OG0005919	SCHMD24140, SCHMD26763	OFUSG08279.1.p1
OG0005921	SCHMD20283	OFUSG07760.1.p1
OG0005922	SCHMD00392	OFUSG06033.1.p1
OG0005923	SCHMD07170	OFUSG14662.1.p1
OG0005924	SCHMD07545	OFUSG20875.1.p1
OG0005926	SCHMD04836	OFUSG20254.1.p1
OG0005927	SCHMD05874	OFUSG15371.1.p1
OG0005929	SCHMD10353	OFUSG17666.1.p1
OG0005930	SCHMD12780	OFUSG03860.1.p1
OG0005932	SCHMD11131, SCHMD00511	OFUSG06461.1.p1
OG0005933	SCHMD09471	OFUSG11758.1.p1
OG0005935	SCHMD06109	OFUSG12742.1.p1
OG0005936	SCHMD24148, SCHMD16917	OFUSG01618.1.p1
OG0005937	SCHMD13453	OFUSG19124.1.p1
OG0005939	SCHMD09857	OFUSG07575.1.p1
OG0005940	SCHMD20079	OFUSG08024.2.p1, OFUSG08024.1.p1
OG0005942	SCHMD23166	OFUSG15333.1.p1, OFUSG15333.2.p1
OG0005946	SCHMD17764, SCHMD14112	OFUSG06828.1.p1
OG0005947	SCHMD04554	OFUSG25842.1.p1, OFUSG25842.2.p1
OG0005948	SCHMD05630	OFUSG06575.1.p1
OG0005949	SCHMD04688	OFUSG22404.1.p1
OG0005950	SCHMD24842	OFUSG13388.1.p1
OG0005952	SCHMD14057	OFUSG05541.1.p1
OG0005955	SCHMD28997	OFUSG19208.1.p1, OFUSG19208.2.p1
OG0005956	SCHMD02817	OFUSG09865.1.p1
OG0005959	SCHMD19013	OFUSG09671.1.p1
OG0005963	SCHMD01826	OFUSG20536.1.p1
OG0005965	SCHMD08437	OFUSG06524.1.p1
OG0005966	SCHMD21323, SCHMD27755	OFUSG10960.1.p1
OG0005967	SCHMD05472	OFUSG11067.1.p1
OG0005969	SCHMD09557	OFUSG11541.1.p1
OG0005970	SCHMD01213	OFUSG26446.1.p1
OG0005971	SCHMD02682	OFUSG16589.1.p1
OG0005973	SCHMD13962	OFUSG12086.1.p1
OG0005974	SCHMD07776	OFUSG07735.1.p1
OG0005977	SCHMD05711	OFUSG00577.1.p1
OG0005978	SCHMD07295, SCHMD07297	OFUSG23255.1.p1
OG0005982	SCHMD25871, SCHMD22233	OFUSG21165.2.p1, OFUSG21165.1.p1
OG0005984	SCHMD15039, SCHMD22394	OFUSG13326.1.p2
OG0005986	SCHMD08044	OFUSG11573.1.p1
OG0005987	SCHMD00944	OFUSG25797.1.p1
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	OFUSG01513.1.p1
OG0005993	SCHMD11427, SCHMD18715	OFUSG08243.1.p1, OFUSG09874.1.p1
OG0005994	SCHMD29551, SCHMD27858	OFUSG23514.1.p1
OG0005995	SCHMD08037	OFUSG06297.2.p1, OFUSG06297.1.p1
OG0005998	SCHMD02380, SCHMD09950	OFUSG22178.1.p1
OG0006000	SCHMD01538	OFUSG11468.1.p1
OG0006001	SCHMD09796	OFUSG26198.3.p1, OFUSG26198.2.p1, OFUSG26198.1.p1
OG0006002	SCHMD03942	OFUSG25385.2.p1, OFUSG25385.1.p1
OG0006003	SCHMD28801, SCHMD05202	OFUSG13243.1.p1
OG0006005	SCHMD22182, SCHMD08878	OFUSG03031.1.p1
OG0006009	SCHMD19529	OFUSG08905.1.p1
OG0006010	SCHMD15502	OFUSG15378.1.p1
OG0006011	SCHMD19974, SCHMD20066	OFUSG14917.1.p1
OG0006012	SCHMD04480, SCHMD08297, SCHMD18940	OFUSG08437.1.p1
OG0006062	SCHMD23812, SCHMD24107	OFUSG01991.1.p1
OG0006064	SCHMD10442	OFUSG11055.1.p1
OG0006065	SCHMD02636	OFUSG08860.1.p1
OG0006066	SCHMD10156	OFUSG20129.1.p1
OG0006069	SCHMD05080	OFUSG17874.1.p1
OG0006070	SCHMD12482, SCHMD20456	OFUSG18465.2.p1, OFUSG18465.1.p1
OG0006074	SCHMD10253	OFUSG21967.1.p1
OG0006075	SCHMD09391	OFUSG07057.2.p1, OFUSG07057.1.p1
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	OFUSG09712.1.p1
OG0006081	SCHMD03767, SCHMD03768	OFUSG12054.1.p1
OG0006083	SCHMD05588	OFUSG19492.1.p1
OG0006084	SCHMD04050	OFUSG22503.1.p1
OG0006085	SCHMD06820, SCHMD25134	OFUSG07767.1.p1
OG0006087	SCHMD02837	OFUSG04846.1.p1
OG0006094	SCHMD22247, SCHMD00777, SCHMD21575	OFUSG14093.1.p1
OG0006095	SCHMD01933	OFUSG07940.1.p1
OG0006097	SCHMD02082	OFUSG23483.1.p1
OG0006098	SCHMD03761	OFUSG23100.1.p1
OG0006099	SCHMD01333, SCHMD00446	OFUSG10373.1.p1
OG0006100	SCHMD13497	OFUSG20683.1.p1, OFUSG20683.2.p1
OG0006101	SCHMD20998, SCHMD13053	OFUSG03991.1.p1
OG0006102	SCHMD05671	OFUSG19676.1.p1
OG0006104	SCHMD02621	OFUSG17815.1.p1
OG0006106	SCHMD07924	OFUSG21364.1.p1
OG0006108	SCHMD01135	OFUSG07116.2.p1, OFUSG07116.1.p1
OG0006111	SCHMD08002	OFUSG02888.1.p1, OFUSG02888.2.p1
OG0006112	SCHMD08098	OFUSG20379.1.p1
OG0006113	SCHMD19939, SCHMD12223	OFUSG23106.1.p1
OG0006115	SCHMD11076, SCHMD17247	OFUSG00714.1.p1
OG0006116	SCHMD23071, SCHMD20841	OFUSG25222.1.p1
OG0006118	SCHMD01132	OFUSG20873.1.p1
OG0006119	SCHMD11970	OFUSG06087.1.p1
OG0006120	SCHMD01574	OFUSG09857.1.p1
OG0006121	SCHMD07418	OFUSG19387.1.p1
OG0006122	SCHMD04954	OFUSG09987.1.p1
OG0006123	SCHMD01986	OFUSG06720.1.p1, OFUSG06720.2.p1
OG0006124	SCHMD06412	OFUSG00285.1.p1
OG0006125	SCHMD18618	OFUSG11859.1.p1
OG0006127	SCHMD21305	OFUSG20864.1.p1
OG0006128	SCHMD10897	OFUSG20481.1.p1
OG0006129	SCHMD29479, SCHMD20406, SCHMD23249	OFUSG03702.1.p1
OG0006134	SCHMD03678	OFUSG20774.1.p1
OG0006136	SCHMD24287, SCHMD09864	OFUSG23390.1.p1
OG0006137	SCHMD12111, SCHMD06962	OFUSG00472.1.p1
OG0006141	SCHMD14525	OFUSG08472.1.p1
OG0006144	SCHMD00428, SCHMD04861	OFUSG11476.1.p1
OG0006145	SCHMD01605	OFUSG26431.1.p1
OG0006146	SCHMD09246	OFUSG10156.1.p1
OG0006148	SCHMD13560, SCHMD22230	OFUSG12608.2.p1, OFUSG12608.1.p1
OG0006152	SCHMD06866	OFUSG17669.1.p1
OG0006153	SCHMD01641	OFUSG03173.1.p1
OG0006155	SCHMD16795, SCHMD26962	OFUSG16111.1.p1
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	OFUSG25901.1.p1
OG0006158	SCHMD08900	OFUSG11990.1.p1, OFUSG12061.1.p1
OG0006159	SCHMD22266	OFUSG17578.1.p1
OG0006160	SCHMD05454	OFUSG06311.1.p1
OG0006163	SCHMD15384	OFUSG15849.1.p1
OG0006164	SCHMD06001	OFUSG20681.1.p1
OG0006165	SCHMD04333	OFUSG08242.1.p1
OG0006167	SCHMD07995	OFUSG19282.1.p1
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	OFUSG09932.1.p1
OG0006169	SCHMD23567	OFUSG03654.1.p1
OG0006171	SCHMD11398	OFUSG12299.1.p1
OG0006172	SCHMD10620, SCHMD16388	OFUSG12254.1.p1
OG0006177	SCHMD21293	OFUSG25522.1.p1
OG0006180	SCHMD14399, SCHMD04884	OFUSG20562.1.p1
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	OFUSG12429.1.p1
OG0006183	SCHMD11899	OFUSG10917.1.p1
