Orthogroup	SCHMD	CAEEL
OG0005372	SCHMD05506	CAEEL08397
OG0005373	SCHMD28221, SCHMD29451, SCHMD28166	CAEEL09399
OG0005374	SCHMD27055	CAEEL02806
OG0005375	SCHMD23930, SCHMD07733	CAEEL19544, CAEEL14120
OG0005378	SCHMD25676, SCHMD25677, SCHMD12112	CAEEL20215, CAEEL20216
OG0005379	SCHMD03111	CAEEL09264
OG0005382	SCHMD00531, SCHMD26200, SCHMD22925, SCHMD13307, SCHMD20266, SCHMD06136, SCHMD07702, SCHMD17523, SCHMD25734, SCHMD28534, SCHMD28064, SCHMD18320, SCHMD20651, SCHMD27664, SCHMD23788, SCHMD25119, SCHMD18414, SCHMD19199, SCHMD09360, SCHMD21449, SCHMD04222, SCHMD13625, SCHMD11519, SCHMD23951	CAEEL18304
OG0005383	SCHMD03478	CAEEL07506
OG0005385	SCHMD05272	CAEEL08714
OG0005386	SCHMD16075	CAEEL10538
OG0005388	SCHMD22965, SCHMD17417, SCHMD16679, SCHMD13426	CAEEL01742
OG0005389	SCHMD24422, SCHMD26623	CAEEL06878
OG0005390	SCHMD07965	CAEEL04490
OG0005391	SCHMD20185, SCHMD21085	CAEEL00272
OG0005393	SCHMD23994	CAEEL01376
OG0005394	SCHMD09419, SCHMD10527	CAEEL17986
OG0005396	SCHMD28360, SCHMD11764, SCHMD09312	CAEEL08913
OG0005402	SCHMD01184	CAEEL05349
OG0005403	SCHMD27451, SCHMD20254	CAEEL01879
OG0005404	SCHMD02921	CAEEL05358
OG0005406	SCHMD01895, SCHMD10279	CAEEL08083
OG0005409	SCHMD03070	CAEEL02913
OG0005415	SCHMD07610	CAEEL15291
OG0005417	SCHMD00898	CAEEL00029
OG0005422	SCHMD11485	CAEEL16015
OG0005423	SCHMD05183	CAEEL08794
OG0005427	SCHMD06341	CAEEL07237
OG0005431	SCHMD19048	CAEEL09902
OG0005432	SCHMD12333, SCHMD11358, SCHMD11359	CAEEL04969
OG0005433	SCHMD02774	CAEEL02529
OG0005434	SCHMD10947	CAEEL07593
OG0005435	SCHMD14136	CAEEL07714
OG0005436	SCHMD06865	CAEEL01615
OG0005439	SCHMD12557	CAEEL14848
OG0005441	SCHMD15407	CAEEL19512
OG0005442	SCHMD20068	CAEEL02528
OG0005443	SCHMD02729, SCHMD02728	CAEEL06163
OG0005445	SCHMD12973, SCHMD27880	CAEEL10809
OG0005446	SCHMD03912, SCHMD04431	CAEEL01571, CAEEL20779
OG0005448	SCHMD02156, SCHMD08498, SCHMD08499	CAEEL08780
OG0005449	SCHMD27768, SCHMD25656, SCHMD14880, SCHMD28697	CAEEL01542
OG0005450	SCHMD01978	CAEEL09047
OG0005451	SCHMD18931	CAEEL06444
OG0005452	SCHMD13827, SCHMD09318	CAEEL10226, CAEEL12298
OG0005455	SCHMD16604	CAEEL09268
OG0005462	SCHMD23988, SCHMD09428	CAEEL10748
OG0005464	SCHMD09632, SCHMD22634	CAEEL09892
OG0005465	SCHMD16366, SCHMD08907, SCHMD16365	CAEEL16426
OG0005466	SCHMD10972	CAEEL08021
OG0005468	SCHMD06356	CAEEL02934
OG0005469	SCHMD25678	CAEEL07069
OG0005470	SCHMD00405	CAEEL06305
OG0005471	SCHMD09088	CAEEL12162
OG0005474	SCHMD08436	CAEEL07485
OG0005475	SCHMD16923, SCHMD14366, SCHMD27066	CAEEL16459
OG0005476	SCHMD22714, SCHMD28208	CAEEL11680
OG0005477	SCHMD18881, SCHMD11325	CAEEL11685, CAEEL12227
OG0005479	SCHMD12305	CAEEL07488
OG0005481	SCHMD02765	CAEEL02594
OG0005482	SCHMD03117	CAEEL15422
OG0005486	SCHMD06308, SCHMD07820	CAEEL19474, CAEEL05557
OG0005487	SCHMD07720, SCHMD07721	CAEEL12473, CAEEL12474
OG0005488	SCHMD00795	CAEEL04375
OG0005489	SCHMD03018	CAEEL07679
OG0005490	SCHMD06570	CAEEL08623
OG0005491	SCHMD02400, SCHMD01109	CAEEL05923
OG0005493	SCHMD12670	CAEEL04269
OG0005495	SCHMD07327	CAEEL05689
OG0005499	SCHMD09102, SCHMD11466, SCHMD05063	CAEEL10000
OG0005500	SCHMD03248, SCHMD03247	CAEEL13757, CAEEL03036
OG0005502	SCHMD02196	CAEEL19896, CAEEL15449
OG0005504	SCHMD22943, SCHMD16672, SCHMD20938	CAEEL10085
OG0005508	SCHMD24609	CAEEL08671
OG0005517	SCHMD04227	CAEEL00403
OG0005518	SCHMD04288	CAEEL11871
OG0005520	SCHMD03910, SCHMD19272, SCHMD19544, SCHMD03909	CAEEL05044
OG0005521	SCHMD18209, SCHMD20942	CAEEL15885
OG0005522	SCHMD10063	CAEEL11025
OG0005525	SCHMD03055	CAEEL06342
OG0005527	SCHMD04109	CAEEL07576
OG0005529	SCHMD00457	CAEEL19121
OG0005531	SCHMD03252	CAEEL05616
OG0005533	SCHMD00593	CAEEL07641
OG0005534	SCHMD12378	CAEEL09833
OG0005537	SCHMD24603, SCHMD12765	CAEEL05177
OG0005538	SCHMD07816	CAEEL02674
OG0005539	SCHMD05501, SCHMD05502	CAEEL00571
OG0005545	SCHMD09667	CAEEL11935
OG0005554	SCHMD05734	CAEEL04828
OG0005556	SCHMD10870, SCHMD18170	CAEEL12122
OG0005557	SCHMD05482	CAEEL15186
OG0005559	SCHMD16974, SCHMD15037	CAEEL02868
OG0005560	SCHMD09834, SCHMD09833	CAEEL01956
OG0005562	SCHMD14801, SCHMD19132	CAEEL08427
OG0005563	SCHMD12379	CAEEL08448
OG0005566	SCHMD17800	CAEEL08840
OG0005569	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087	CAEEL09364
OG0005570	SCHMD09421, SCHMD03639	CAEEL08043
OG0005572	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142	CAEEL00043
OG0005574	SCHMD12377	CAEEL01999
OG0005575	SCHMD29678	CAEEL05562
OG0005576	SCHMD07029, SCHMD07030	CAEEL13925
OG0005580	SCHMD13326	CAEEL08013
OG0005581	SCHMD04114	CAEEL08031
OG0005582	SCHMD14269	CAEEL06866
OG0005584	SCHMD02439	CAEEL00156
OG0005586	SCHMD06799	CAEEL10986
OG0005588	SCHMD14537	CAEEL07160
OG0005589	SCHMD00570	CAEEL08776
OG0005590	SCHMD00931	CAEEL08090
OG0005592	SCHMD29641, SCHMD06507	CAEEL12369
OG0005594	SCHMD01628	CAEEL07851
OG0005595	SCHMD01173, SCHMD01177, SCHMD01176, SCHMD01179	CAEEL11031
OG0005597	SCHMD15948	CAEEL01169
OG0005598	SCHMD28546, SCHMD03623	CAEEL08627, CAEEL14483
OG0005599	SCHMD02438	CAEEL10759
OG0005603	SCHMD19668	CAEEL15468
OG0005604	SCHMD13641, SCHMD16141	CAEEL01765
OG0005605	SCHMD17079	CAEEL10783
OG0005609	SCHMD10661, SCHMD10660	CAEEL08579
OG0005610	SCHMD05436, SCHMD09492	CAEEL00725
OG0005612	SCHMD03692	CAEEL17906
OG0005613	SCHMD01673	CAEEL14670
OG0005614	SCHMD23859	CAEEL17617
OG0005615	SCHMD24965, SCHMD20148	CAEEL04368
OG0005616	SCHMD16788, SCHMD04567	CAEEL00929
OG0005617	SCHMD04518	CAEEL05647
OG0005618	SCHMD26702, SCHMD22563, SCHMD19841	CAEEL02988
OG0005620	SCHMD00996	CAEEL11400
OG0005622	SCHMD09799	CAEEL01750
OG0005623	SCHMD04874	CAEEL07150, CAEEL08358
OG0005624	SCHMD03490	CAEEL00643
OG0005625	SCHMD01610	CAEEL14326
OG0005626	SCHMD07068	CAEEL07559
OG0005627	SCHMD08756	CAEEL12992
OG0005629	SCHMD09552	CAEEL06251
OG0005632	SCHMD14616, SCHMD19534	CAEEL16405
OG0005633	SCHMD07099	CAEEL16151
OG0005634	SCHMD20586	CAEEL10824
OG0005636	SCHMD19328, SCHMD18481	CAEEL10088
OG0005637	SCHMD23112	CAEEL05733
OG0005639	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579	CAEEL07472
OG0005644	SCHMD04718	CAEEL09242
OG0005645	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665	CAEEL07575
OG0005649	SCHMD08195, SCHMD22964	CAEEL12678
OG0005652	SCHMD16380, SCHMD06971	CAEEL02073
OG0005656	SCHMD27371	CAEEL07991
OG0005681	SCHMD11619	CAEEL18801
OG0005681	SCHMD11620	CAEEL01096
OG0005685	SCHMD11471	CAEEL18876
OG0005690	SCHMD02487	CAEEL07345
OG0005692	SCHMD02679	CAEEL02905
OG0005696	SCHMD00584	CAEEL12982
OG0005697	SCHMD05677	CAEEL02949
OG0005701	SCHMD02013, SCHMD02012	CAEEL20630, CAEEL20628
OG0005702	SCHMD14141	CAEEL15894, CAEEL18106
OG0005703	SCHMD17404	CAEEL09229
OG0005704	SCHMD11470	CAEEL18454
OG0005707	SCHMD05853	CAEEL01062
OG0005712	SCHMD07067	CAEEL10147
OG0005715	SCHMD12420, SCHMD17206	CAEEL06260
OG0005721	SCHMD26343, SCHMD19295, SCHMD23759, SCHMD06424	CAEEL02751
OG0005723	SCHMD06963	CAEEL12411
OG0005724	SCHMD16415, SCHMD22314	CAEEL06660
OG0005725	SCHMD15122, SCHMD20635	CAEEL16182
OG0005727	SCHMD10634, SCHMD08590	CAEEL08283
OG0005728	SCHMD03714	CAEEL00225
OG0005729	SCHMD24969	CAEEL01552
OG0005732	SCHMD17368, SCHMD29400, SCHMD29134	CAEEL07314
OG0005733	SCHMD03723	CAEEL11874
OG0005734	SCHMD02857	CAEEL05372
OG0005737	SCHMD03849	CAEEL00178
OG0005744	SCHMD03440, SCHMD17406	CAEEL10825, CAEEL00882
OG0005746	SCHMD18155, SCHMD18086, SCHMD23732, SCHMD18087	CAEEL04218
OG0005748	SCHMD10607	CAEEL05688
OG0005749	SCHMD01444, SCHMD00011	CAEEL14477
OG0005750	SCHMD13471, SCHMD16445	CAEEL02930
OG0005758	SCHMD02273, SCHMD02272	CAEEL07383, CAEEL07219
OG0005761	SCHMD17717	CAEEL02084
OG0005764	SCHMD24702	CAEEL00440
OG0005771	SCHMD04988	CAEEL18103
OG0005774	SCHMD08709	CAEEL07710
OG0005775	SCHMD29828	CAEEL08185
OG0005776	SCHMD03919	CAEEL08611, CAEEL02852
OG0005779	SCHMD09046	CAEEL11742
OG0005781	SCHMD12803, SCHMD19512, SCHMD12804	CAEEL16564
OG0005782	SCHMD03296	CAEEL14669
OG0005783	SCHMD10823	CAEEL15350
OG0005788	SCHMD17492	CAEEL10819
OG0005789	SCHMD07616, SCHMD07618	CAEEL03291
OG0005790	SCHMD05737, SCHMD05738	CAEEL02850
OG0005793	SCHMD01801	CAEEL01631
OG0005794	SCHMD14298	CAEEL07859
OG0005796	SCHMD07390	CAEEL03619
OG0005797	SCHMD07039	CAEEL01710
OG0005799	SCHMD10267	CAEEL16039
OG0005800	SCHMD00983	CAEEL07429
OG0005802	SCHMD00774	CAEEL08747
OG0005803	SCHMD24297, SCHMD20737	CAEEL05218
OG0005804	SCHMD08064, SCHMD11360	CAEEL00293
OG0005807	SCHMD05422	CAEEL00886
OG0005811	SCHMD09652	CAEEL09170
OG0005812	SCHMD11310	CAEEL15514
OG0005813	SCHMD26029, SCHMD16035, SCHMD18052	CAEEL04957
OG0005814	SCHMD01776	CAEEL05572
OG0005815	SCHMD14928, SCHMD17547	CAEEL08558
OG0005816	SCHMD28319	CAEEL07974
OG0005817	SCHMD05597, SCHMD01856	CAEEL09003
OG0005818	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815	CAEEL06548
OG0005823	SCHMD08649	CAEEL11398
OG0005824	SCHMD01009	CAEEL01511
OG0005829	SCHMD10491	CAEEL01850, CAEEL14048
OG0005831	SCHMD04560	CAEEL07627
OG0005835	SCHMD06972	CAEEL06739, CAEEL08580
OG0005836	SCHMD24405, SCHMD15794, SCHMD14431	CAEEL15554
OG0005837	SCHMD28753	CAEEL01073
OG0005840	SCHMD07247	CAEEL06791
OG0005842	SCHMD15622	CAEEL00044
OG0005843	SCHMD06491	CAEEL06200
OG0005845	SCHMD05449	CAEEL04187
OG0005846	SCHMD28275, SCHMD12099	CAEEL06779
OG0005847	SCHMD07318, SCHMD14907	CAEEL00400
OG0005848	SCHMD10194, SCHMD07261	CAEEL00240
OG0005849	SCHMD07252	CAEEL07640
OG0005850	SCHMD04093	CAEEL07059
OG0005851	SCHMD25831, SCHMD26851	CAEEL19454, CAEEL03023
OG0005853	SCHMD29663, SCHMD04997	CAEEL05937
OG0005854	SCHMD19253, SCHMD17372	CAEEL10962
OG0005858	SCHMD20485	CAEEL08865
OG0005859	SCHMD08568, SCHMD09228	CAEEL09237
OG0005860	SCHMD03591	CAEEL11464
OG0005863	SCHMD02497	CAEEL02059
OG0005864	SCHMD10925	CAEEL03066
OG0005865	SCHMD16590, SCHMD23703, SCHMD10054	CAEEL10526
OG0005866	SCHMD03734	CAEEL03116
OG0005867	SCHMD21098	CAEEL06505
OG0005869	SCHMD26507, SCHMD23591	CAEEL01472
OG0005870	SCHMD09476	CAEEL18863
OG0005871	SCHMD00778	CAEEL07046
OG0005874	SCHMD05420	CAEEL06734
OG0005875	SCHMD00264	CAEEL11121
OG0005876	SCHMD17997, SCHMD16591	CAEEL12583
OG0005877	SCHMD25314	CAEEL03535
OG0005880	SCHMD04126	CAEEL09863
OG0005883	SCHMD01141	CAEEL06255
OG0005884	SCHMD11959, SCHMD17761	CAEEL16531
OG0005886	SCHMD18383	CAEEL01824
OG0005888	SCHMD13482	CAEEL00435, CAEEL00746
OG0005889	SCHMD11972	CAEEL02553
OG0005890	SCHMD09184, SCHMD12140	CAEEL06540
OG0005892	SCHMD08931, SCHMD12929	CAEEL01618
OG0005895	SCHMD12191	CAEEL06441
OG0005897	SCHMD08042	CAEEL01303
OG0005899	SCHMD12882, SCHMD12880	CAEEL11728
OG0005901	SCHMD15462	CAEEL01230
OG0005903	SCHMD00050	CAEEL02733
OG0005909	SCHMD20781	CAEEL09260
OG0005918	SCHMD16076, SCHMD19461	CAEEL07911
OG0005919	SCHMD29519, SCHMD28024, SCHMD21180, SCHMD24140, SCHMD26763	CAEEL15775
OG0005921	SCHMD20283	CAEEL07408
OG0005922	SCHMD00392	CAEEL15520
OG0005923	SCHMD07170	CAEEL02858
OG0005924	SCHMD04645, SCHMD07545	CAEEL10631
OG0005928	SCHMD22733, SCHMD16359	CAEEL04878
OG0005929	SCHMD10353, SCHMD25481, SCHMD18026	CAEEL05898
OG0005930	SCHMD12780	CAEEL00275
OG0005932	SCHMD11131, SCHMD00511	CAEEL11316
OG0005933	SCHMD09471	CAEEL14434
OG0005936	SCHMD24148, SCHMD16917	CAEEL07303
OG0005937	SCHMD13453	CAEEL10539
OG0005940	SCHMD20079	CAEEL04134
OG0005946	SCHMD17764, SCHMD14112	CAEEL11452, CAEEL11968
OG0005947	SCHMD04554	CAEEL19240
OG0005949	SCHMD04688	CAEEL12005
OG0005950	SCHMD24842	CAEEL02721
OG0005952	SCHMD14057	CAEEL08042
OG0005963	SCHMD01826	CAEEL02429, CAEEL11102
OG0005965	SCHMD08437	CAEEL17925
OG0005966	SCHMD21323, SCHMD27755	CAEEL05490
OG0005967	SCHMD05472	CAEEL08429
OG0005969	SCHMD09557	CAEEL01577
OG0005970	SCHMD01213	CAEEL16383
OG0005973	SCHMD13962	CAEEL13364
OG0005974	SCHMD07776	CAEEL11184
OG0005977	SCHMD05710, SCHMD05711	CAEEL04186
OG0005978	SCHMD07295, SCHMD07297	CAEEL08320
OG0005982	SCHMD25871, SCHMD22233	CAEEL04709
OG0005984	SCHMD15039, SCHMD22394	CAEEL06514, CAEEL07173
OG0005987	SCHMD02142, SCHMD02141, SCHMD00944	CAEEL05677
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	CAEEL14108
OG0005991	SCHMD29601	CAEEL07604
OG0005993	SCHMD11427, SCHMD18715	CAEEL18661, CAEEL01298, CAEEL08795
OG0005995	SCHMD08037	CAEEL09469
OG0005998	SCHMD02380, SCHMD09950	CAEEL12651
OG0006000	SCHMD01538	CAEEL06731
OG0006003	SCHMD28801, SCHMD05202	CAEEL12475
OG0006005	SCHMD22182, SCHMD08878	CAEEL08818
OG0006009	SCHMD19529	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257
OG0006010	SCHMD15502	CAEEL07462
OG0006011	SCHMD19974, SCHMD20066	CAEEL06588
OG0006031	SCHMD16657	CAEEL00264
OG0006062	SCHMD23812, SCHMD24107	CAEEL08027
OG0006063	SCHMD23310, SCHMD03030	CAEEL09563
OG0006064	SCHMD10442	CAEEL11646
OG0006066	SCHMD10156	CAEEL07776
OG0006069	SCHMD21283, SCHMD11183, SCHMD05080	CAEEL08597
OG0006073	SCHMD06388	CAEEL15279
OG0006074	SCHMD10253	CAEEL15694
OG0006075	SCHMD09391	CAEEL05481
OG0006079	SCHMD03358, SCHMD04497	CAEEL06022
OG0006083	SCHMD05588	CAEEL10880
OG0006085	SCHMD06820, SCHMD25134	CAEEL07121
OG0006087	SCHMD02837	CAEEL10339
OG0006095	SCHMD01933	CAEEL03714
OG0006098	SCHMD03761	CAEEL17792
OG0006101	SCHMD20998, SCHMD13053	CAEEL04363
OG0006102	SCHMD05671	CAEEL01860
OG0006104	SCHMD02621	CAEEL15552
OG0006106	SCHMD07924	CAEEL09939
OG0006108	SCHMD01135	CAEEL07908
OG0006111	SCHMD08002	CAEEL06592
OG0006113	SCHMD19939, SCHMD12223	CAEEL00297
OG0006115	SCHMD11076, SCHMD17247	CAEEL02174, CAEEL09766
OG0006116	SCHMD23071, SCHMD20841	CAEEL14600
OG0006118	SCHMD01132	CAEEL05175
OG0006119	SCHMD11970	CAEEL19837
OG0006120	SCHMD01574	CAEEL19875
OG0006121	SCHMD07418	CAEEL01535
OG0006122	SCHMD04954	CAEEL06423
OG0006124	SCHMD06412	CAEEL00683
OG0006125	SCHMD18618	CAEEL12098
OG0006127	SCHMD21305	CAEEL08699
OG0006128	SCHMD10897	CAEEL01734
OG0006129	SCHMD29479, SCHMD20406, SCHMD23249	CAEEL15436
OG0006134	SCHMD03678	CAEEL05080
OG0006137	SCHMD12111, SCHMD06962	CAEEL01021
OG0006141	SCHMD14525	CAEEL00813
OG0006144	SCHMD00428, SCHMD04861	CAEEL13019, CAEEL12775
OG0006145	SCHMD01605	CAEEL00765, CAEEL00923
OG0006147	SCHMD22070	CAEEL11314
OG0006148	SCHMD13560, SCHMD22230	CAEEL05997
OG0006152	SCHMD06866	CAEEL01636
OG0006153	SCHMD01641	CAEEL01203, CAEEL07510, CAEEL11307
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	CAEEL13825
OG0006159	SCHMD22266	CAEEL07854
OG0006160	SCHMD05454	CAEEL08936
OG0006163	SCHMD15384	CAEEL00653
OG0006164	SCHMD06001	CAEEL01158
OG0006165	SCHMD04333, SCHMD04332	CAEEL15774
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	CAEEL05152
OG0006169	SCHMD26206, SCHMD19096, SCHMD23567	CAEEL08537
OG0006171	SCHMD11398	CAEEL01756
OG0006172	SCHMD10620, SCHMD16388	CAEEL14351
OG0006177	SCHMD21293	CAEEL04212
OG0006180	SCHMD14399, SCHMD04884	CAEEL09925
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	CAEEL14722
OG0006183	SCHMD11899	CAEEL19366
OG0006185	SCHMD16220, SCHMD19381	CAEEL01692
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	CAEEL00902
OG0006188	SCHMD05423	CAEEL02058
OG0006191	SCHMD07313	CAEEL06280, CAEEL06279
OG0006192	SCHMD08339	CAEEL01776
OG0006196	SCHMD07676	CAEEL06224, CAEEL06189
OG0006198	SCHMD06672, SCHMD06669, SCHMD06670	CAEEL00819
OG0006199	SCHMD04415, SCHMD04413	CAEEL05929
OG0006202	SCHMD08868	CAEEL07568
OG0006208	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749	CAEEL00204
OG0006209	SCHMD08326, SCHMD23138	CAEEL11287
OG0006215	SCHMD09655	CAEEL04734
OG0006216	SCHMD09510	CAEEL16326
OG0006217	SCHMD21927, SCHMD16840	CAEEL05235
OG0006220	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957	CAEEL08309
OG0006224	SCHMD09262, SCHMD00470, SCHMD00469	CAEEL11548
OG0006225	SCHMD06338	CAEEL13901
OG0006226	SCHMD17067, SCHMD16763	CAEEL02716
OG0006229	SCHMD17318, SCHMD23866	CAEEL06963
OG0006230	SCHMD02493	CAEEL08542
OG0006232	SCHMD02032	CAEEL07512, CAEEL07511
OG0006234	SCHMD13683, SCHMD14118	CAEEL05918
OG0006235	SCHMD04538	CAEEL04462
OG0006239	SCHMD01406	CAEEL01539
OG0006240	SCHMD29814	CAEEL08852
OG0006245	SCHMD05704	CAEEL00941
OG0006247	SCHMD22174	CAEEL11988
OG0006248	SCHMD12206, SCHMD10060	CAEEL05883
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	CAEEL10060
OG0006254	SCHMD04705, SCHMD29411	CAEEL11539
OG0006259	SCHMD06837	CAEEL09792
OG0006260	SCHMD09985, SCHMD17439	CAEEL09587
OG0006263	SCHMD00121	CAEEL09474
OG0006267	SCHMD03685	CAEEL09521
OG0006268	SCHMD06847	CAEEL09373, CAEEL09395
OG0006269	SCHMD04606, SCHMD04607	CAEEL11344
OG0006271	SCHMD07857	CAEEL08264
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	CAEEL01989
OG0006277	SCHMD24774	CAEEL08057
OG0006279	SCHMD04231	CAEEL00237
OG0006280	SCHMD15524, SCHMD19210	CAEEL17987
OG0006281	SCHMD02340	CAEEL04765
OG0006283	SCHMD29071, SCHMD06325	CAEEL00881
OG0006284	SCHMD20607, SCHMD19598	CAEEL08923
OG0006285	SCHMD01607, SCHMD01606	CAEEL04794
OG0006286	SCHMD01297, SCHMD01298	CAEEL00158
OG0006289	SCHMD08039	CAEEL07964
OG0006290	SCHMD00955	CAEEL04712
OG0006291	SCHMD09043	CAEEL00609
OG0006293	SCHMD16297	CAEEL07928
OG0006294	SCHMD15450, SCHMD16229	CAEEL14462
OG0006295	SCHMD02966	CAEEL09568
OG0006297	SCHMD09759	CAEEL11872
OG0006301	SCHMD09923	CAEEL17598
OG0006306	SCHMD12510, SCHMD15396	CAEEL01065
OG0006309	SCHMD24369, SCHMD08923	CAEEL05232
OG0006311	SCHMD23312	CAEEL17612
OG0006313	SCHMD09169	CAEEL05123
OG0006315	SCHMD05407	CAEEL15905
OG0006319	SCHMD10541, SCHMD13166	CAEEL13894
OG0006322	SCHMD10221	CAEEL09507
OG0006323	SCHMD04105	CAEEL02251
OG0006329	SCHMD03462, SCHMD08342	CAEEL02571
OG0006330	SCHMD08412	CAEEL06542
OG0006331	SCHMD09182, SCHMD12138	CAEEL13794
OG0006332	SCHMD14581	CAEEL10865
OG0006334	SCHMD05752, SCHMD05753	CAEEL08411, CAEEL18378
OG0006335	SCHMD11650, SCHMD08469	CAEEL04124, CAEEL00475
OG0006340	SCHMD19432	CAEEL11454
OG0006341	SCHMD05125	CAEEL06023
OG0006344	SCHMD21084, SCHMD09358	CAEEL14876
OG0006346	SCHMD01626	CAEEL05783
OG0006347	SCHMD07723	CAEEL07567
OG0006350	SCHMD09296	CAEEL07674
OG0006352	SCHMD07373	CAEEL02603
OG0006353	SCHMD10639	CAEEL19140, CAEEL05676
OG0006360	SCHMD08060	CAEEL05277
OG0006362	SCHMD03337	CAEEL00998
OG0006363	SCHMD19238	CAEEL00971
OG0006365	SCHMD14860	CAEEL12631
OG0006370	SCHMD28920	CAEEL05220
OG0006372	SCHMD07447	CAEEL09848
OG0006375	SCHMD00652	CAEEL00741
OG0006376	SCHMD06608	CAEEL15051
OG0006377	SCHMD10116	CAEEL09247
OG0006378	SCHMD10668, SCHMD11255	CAEEL04747
OG0006381	SCHMD24227, SCHMD16114	CAEEL09800
OG0006386	SCHMD13835, SCHMD19804	CAEEL02065
OG0006387	SCHMD14692	CAEEL00319
OG0006392	SCHMD15116, SCHMD12579	CAEEL07571
OG0006395	SCHMD08199	CAEEL11636
OG0006399	SCHMD08267	CAEEL07489
OG0006402	SCHMD13826, SCHMD09114	CAEEL14843
OG0006406	SCHMD27566	CAEEL04927, CAEEL07538
OG0006408	SCHMD11225	CAEEL15120
OG0006414	SCHMD18742	CAEEL18847
OG0006442	SCHMD29787, SCHMD29760	CAEEL03041
OG0006443	SCHMD12255, SCHMD24636, SCHMD25778	CAEEL07304
OG0006448	SCHMD18654	CAEEL07841
OG0006449	SCHMD06362	CAEEL08133, CAEEL02036
OG0006454	SCHMD07698	CAEEL06995
OG0006456	SCHMD11711, SCHMD17298, SCHMD12535	CAEEL09794
OG0006457	SCHMD16313	CAEEL05605
OG0006459	SCHMD21368, SCHMD10905	CAEEL00244
OG0006460	SCHMD24130, SCHMD18002	CAEEL10630
OG0006461	SCHMD19693, SCHMD11861	CAEEL11863
OG0006462	SCHMD07729	CAEEL05709
OG0006464	SCHMD12787, SCHMD19777	CAEEL01413
OG0006465	SCHMD28077, SCHMD07507	CAEEL10921
OG0006467	SCHMD04209	CAEEL02861
OG0006472	SCHMD23852, SCHMD12162	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340
OG0006474	SCHMD03155, SCHMD23229, SCHMD24070	CAEEL07206
OG0006475	SCHMD12763	CAEEL07548
OG0006476	SCHMD29103, SCHMD25388	CAEEL12092
OG0006478	SCHMD01744	CAEEL06158
OG0006479	SCHMD20030	CAEEL05626
OG0006480	SCHMD01088	CAEEL10265, CAEEL10266
OG0006481	SCHMD02855	CAEEL19099, CAEEL01638
OG0006482	SCHMD06492	CAEEL10834
OG0006488	SCHMD29514, SCHMD21588	CAEEL17648
OG0006490	SCHMD00433	CAEEL11637
OG0006501	SCHMD05406	CAEEL16016
OG0006503	SCHMD07908	CAEEL07188
OG0006505	SCHMD08554, SCHMD08796	CAEEL06783
OG0006509	SCHMD13705	CAEEL00006, CAEEL15373
OG0006511	SCHMD03048	CAEEL02676
OG0006512	SCHMD12217, SCHMD11205	CAEEL07313
OG0006514	SCHMD08264	CAEEL07858
OG0006515	SCHMD03249	CAEEL02554
OG0006517	SCHMD00950	CAEEL01423
OG0006519	SCHMD25528	CAEEL05908
OG0006520	SCHMD00155	CAEEL13792
OG0006523	SCHMD12246, SCHMD13301	CAEEL15760
OG0006528	SCHMD09670	CAEEL14466
OG0006532	SCHMD27245	CAEEL05678
OG0006533	SCHMD18626, SCHMD14559, SCHMD18625	CAEEL19649
OG0006536	SCHMD28548	CAEEL05174
OG0006538	SCHMD09434	CAEEL07903, CAEEL04060
OG0006540	SCHMD24252, SCHMD19265	CAEEL19898
OG0006542	SCHMD07956	CAEEL04749
OG0006543	SCHMD05909	CAEEL05304
OG0006544	SCHMD05488	CAEEL02597
OG0006545	SCHMD08819	CAEEL08394
OG0006546	SCHMD22666, SCHMD26503	CAEEL16446
OG0006547	SCHMD01454	CAEEL09736
OG0006550	SCHMD05608	CAEEL02186
OG0006552	SCHMD16090	CAEEL02725
OG0006553	SCHMD03817	CAEEL06508
OG0006554	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974	CAEEL09071
OG0006556	SCHMD10898, SCHMD08118	CAEEL00553
OG0006557	SCHMD15751	CAEEL07597
OG0006561	SCHMD07629	CAEEL16404
OG0006567	SCHMD25728, SCHMD21897	CAEEL15749
OG0006570	SCHMD12205, SCHMD05328	CAEEL15966
OG0006571	SCHMD00180, SCHMD27487	CAEEL05447
OG0006573	SCHMD10554	CAEEL05442
OG0006574	SCHMD18201	CAEEL01738
