Orthogroup	SCHMD	AENJA_ok
OG0005899	SCHMD12882, SCHMD12880	AENJA_18115
OG0005900	SCHMD03686	AENJA_18119
OG0005903	SCHMD00050	AENJA_18309
OG0005909	SCHMD20781	AENJA_18683
OG0005910	SCHMD09520, SCHMD06408	AENJA_18837
OG0005913	SCHMD08000	AENJA_18975, AENJA_21892
OG0005918	SCHMD16076, SCHMD19461	AENJA_19697
OG0005919	SCHMD24140, SCHMD26763	AENJA_20070
OG0005921	SCHMD20283	AENJA_20303
OG0005922	SCHMD00392	AENJA_20511
OG0005923	SCHMD07170	AENJA_20557
OG0005924	SCHMD07545	AENJA_20629
OG0005926	SCHMD04836	AENJA_20822
OG0005928	SCHMD22733, SCHMD16359	AENJA_20891
OG0005929	SCHMD25481, SCHMD18026	AENJA_20893
OG0005930	SCHMD12780	AENJA_20933
OG0005932	SCHMD11131, SCHMD00511	AENJA_21195
OG0005933	SCHMD09471	AENJA_21408
OG0005935	SCHMD06109	AENJA_21938
OG0005936	SCHMD24148, SCHMD16917	AENJA_21972
OG0005937	SCHMD13453	AENJA_22276
OG0005939	SCHMD09857	AENJA_22470
OG0005940	SCHMD20079	AENJA_22657
OG0005942	SCHMD23166	AENJA_22877
OG0005946	SCHMD17764, SCHMD14112	AENJA_23033
OG0005947	SCHMD04554	AENJA_23047
OG0005948	SCHMD05630	AENJA_23221
OG0005949	SCHMD04688	AENJA_23232
OG0005950	SCHMD24842	AENJA_23330
OG0005952	SCHMD14057	AENJA_23383, AENJA_26242
OG0005955	SCHMD28997	AENJA_23541
OG0005956	SCHMD02817	AENJA_23662
OG0005959	SCHMD19013	AENJA_24127
OG0005963	SCHMD01826	AENJA_24444
OG0005965	SCHMD08437	AENJA_24829
OG0005966	SCHMD21323, SCHMD27755	AENJA_24862
OG0005967	SCHMD05472	AENJA_24863
OG0005969	SCHMD09557	AENJA_25218
OG0005970	SCHMD01213	AENJA_25251
OG0005971	SCHMD02682	AENJA_25411
OG0005973	SCHMD13962	AENJA_25486
OG0005974	SCHMD07776	AENJA_25677
OG0005977	SCHMD05711	AENJA_25803
OG0005978	SCHMD07295, SCHMD07297	AENJA_25870
OG0005979	SCHMD12835, SCHMD02124	AENJA_25990
OG0005982	SCHMD25871, SCHMD22233	AENJA_26388
OG0005984	SCHMD15039, SCHMD22394	AENJA_26630
OG0005986	SCHMD08044	AENJA_26777
OG0005987	SCHMD02142, SCHMD02141, SCHMD00944	AENJA_26832
OG0006062	SCHMD23812	AENJA_15436
OG0006062	SCHMD24107	AENJA_00551
OG0006063	SCHMD23310, SCHMD03030	AENJA_00605
OG0006064	SCHMD10442	AENJA_00650
OG0006066	SCHMD10156	AENJA_00700
OG0006069	SCHMD05080	AENJA_00843
OG0006070	SCHMD12482, SCHMD20456	AENJA_00972
OG0006074	SCHMD10253	AENJA_01259
OG0006075	SCHMD09391	AENJA_01270
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	AENJA_01432
OG0006081	SCHMD03767, SCHMD03768	AENJA_01461, AENJA_19612
OG0006083	SCHMD05588	AENJA_01529
OG0006084	SCHMD04050	AENJA_01643
OG0006085	SCHMD06820, SCHMD25134	AENJA_01649
OG0006087	SCHMD02837	AENJA_01889
OG0006094	SCHMD22247, SCHMD00777, SCHMD21575	AENJA_02642
OG0006095	SCHMD01933	AENJA_02769
OG0006097	SCHMD02082	AENJA_02941
OG0006098	SCHMD03761	AENJA_02992
OG0006099	SCHMD01333, SCHMD00446	AENJA_03036
OG0006100	SCHMD13497	AENJA_03050
OG0006101	SCHMD20998, SCHMD13053	AENJA_03058
OG0006102	SCHMD05671	AENJA_03107
OG0006104	SCHMD02621	AENJA_03385
OG0006106	SCHMD07924	AENJA_03554
OG0006108	SCHMD01135	AENJA_03797
OG0006111	SCHMD21835, SCHMD08002	AENJA_03939
OG0006112	SCHMD08098	AENJA_03953
OG0006113	SCHMD19939, SCHMD12223	AENJA_03955
OG0006115	SCHMD11076, SCHMD17247	AENJA_09142, AENJA_04130
OG0006116	SCHMD23071, SCHMD20841	AENJA_04216
OG0006118	SCHMD01132	AENJA_04258
OG0006119	SCHMD11970	AENJA_04315
OG0006120	SCHMD01574	AENJA_04316
OG0006121	SCHMD07418	AENJA_04319
OG0006122	SCHMD04954	AENJA_04504
OG0006123	SCHMD01986	AENJA_04576
OG0006124	SCHMD06412	AENJA_05000, AENJA_19597
OG0006125	SCHMD18618	AENJA_05020
OG0006127	SCHMD21305	AENJA_05400
OG0006128	SCHMD10897	AENJA_05402
OG0006129	SCHMD29479, SCHMD20406, SCHMD23249	AENJA_05595
OG0006134	SCHMD03678	AENJA_06166
OG0006136	SCHMD24287, SCHMD09864	AENJA_06518
OG0006137	SCHMD12111, SCHMD06962	AENJA_06532
OG0006141	SCHMD14525	AENJA_06732
OG0006144	SCHMD00428, SCHMD04861	AENJA_06817
OG0006145	SCHMD01605	AENJA_07241
OG0006146	SCHMD09246	AENJA_07422
OG0006148	SCHMD13560, SCHMD22230	AENJA_07759
OG0006152	SCHMD06866	AENJA_08046
OG0006153	SCHMD01641	AENJA_20634, AENJA_08225
OG0006155	SCHMD16795, SCHMD26962	AENJA_10680, AENJA_08285
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	AENJA_08334
OG0006158	SCHMD08900	AENJA_24154
OG0006159	SCHMD22266	AENJA_08791
OG0006160	SCHMD05454	AENJA_08921
OG0006163	SCHMD15384	AENJA_09049
OG0006164	SCHMD06001	AENJA_09092
OG0006165	SCHMD04333	AENJA_09096
OG0006167	SCHMD07995	AENJA_09166
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	AENJA_09279
OG0006169	SCHMD23567	AENJA_09311
OG0006171	SCHMD11398	AENJA_09363, AENJA_13246
OG0006177	SCHMD21293	AENJA_10258
OG0006180	SCHMD14399, SCHMD04884	AENJA_10861
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	AENJA_10967
OG0006183	SCHMD16780, SCHMD11899	AENJA_10999
OG0006184	SCHMD09309	AENJA_11002
OG0006185	SCHMD16220, SCHMD19381	AENJA_11023
OG0006186	SCHMD00394	AENJA_11147
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	AENJA_11209
OG0006188	SCHMD05423	AENJA_11273
OG0006189	SCHMD01559	AENJA_11334
OG0006191	SCHMD07313	AENJA_11447
OG0006192	SCHMD08338, SCHMD08339	AENJA_11677
OG0006199	SCHMD04415, SCHMD04413	AENJA_12139
OG0006202	SCHMD08868	AENJA_12367
OG0006204	SCHMD16863	AENJA_12686
OG0006205	SCHMD14314	AENJA_12688
OG0006208	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749	AENJA_13009
OG0006209	SCHMD08326, SCHMD23138	AENJA_23478, AENJA_13087
OG0006216	SCHMD09510	AENJA_13923
OG0006217	SCHMD21927, SCHMD16840	AENJA_14066
OG0006219	SCHMD06440	AENJA_14548
OG0006220	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957	AENJA_14611
OG0006221	SCHMD00700	AENJA_14665
OG0006222	SCHMD18003, SCHMD26063, SCHMD27714, SCHMD25999	AENJA_25258
OG0006224	SCHMD00469	AENJA_15254
OG0006226	SCHMD17067, SCHMD16763	AENJA_15385
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	AENJA_15421
OG0006229	SCHMD17318, SCHMD23866	AENJA_15614
OG0006230	SCHMD02493	AENJA_15684
OG0006232	SCHMD02032	AENJA_15886
OG0006233	SCHMD06980	AENJA_15946
OG0006234	SCHMD13683, SCHMD14118	AENJA_16010
OG0006235	SCHMD04538	AENJA_16141
OG0006239	SCHMD01406	AENJA_16437
OG0006240	SCHMD29814	AENJA_16454
OG0006246	SCHMD00484	AENJA_17039
OG0006247	SCHMD22174	AENJA_17041
OG0006248	SCHMD12206, SCHMD10060	AENJA_17259
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	AENJA_17261
OG0006250	SCHMD16390	AENJA_17439
OG0006252	SCHMD16745, SCHMD16993	AENJA_17447
OG0006253	SCHMD09135	AENJA_17599
OG0006254	SCHMD04705, SCHMD29411	AENJA_17640
OG0006258	SCHMD05887	AENJA_17969
OG0006259	SCHMD06837	AENJA_18025
OG0006260	SCHMD09985, SCHMD17439	AENJA_18129
OG0006261	SCHMD24384	AENJA_18176, AENJA_20158
OG0006263	SCHMD00121	AENJA_18245
OG0006268	SCHMD06847	AENJA_18487, AENJA_18486
OG0006269	SCHMD04607	AENJA_18662
OG0006271	SCHMD07857	AENJA_18740
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	AENJA_19065
OG0006277	SCHMD24774	AENJA_19169
OG0006279	SCHMD04231	AENJA_19295
OG0006280	SCHMD15524, SCHMD19210	AENJA_19369
OG0006281	SCHMD02340	AENJA_19582, AENJA_19578
OG0006282	SCHMD08230	AENJA_19605, AENJA_20673
OG0006283	SCHMD06325	AENJA_19606
OG0006284	SCHMD20607, SCHMD19598	AENJA_19713
OG0006285	SCHMD01607, SCHMD01606	AENJA_19755
OG0006286	SCHMD01297, SCHMD01298	AENJA_19771
OG0006287	SCHMD02772	AENJA_19814
OG0006289	SCHMD08039	AENJA_19932
OG0006290	SCHMD00955	AENJA_20061
OG0006291	SCHMD09043	AENJA_20076
OG0006293	SCHMD16297	AENJA_20143
OG0006294	SCHMD15450, SCHMD16229	AENJA_20284
OG0006295	SCHMD02966	AENJA_20394
OG0006297	SCHMD09759	AENJA_20620
OG0006298	SCHMD01046, SCHMD24624	AENJA_20776
OG0006301	SCHMD09923	AENJA_20996, AENJA_20997
OG0006304	SCHMD06368	AENJA_22197, AENJA_21343
OG0006305	SCHMD12627	AENJA_21522
OG0006306	SCHMD12510, SCHMD15396	AENJA_21664
OG0006309	SCHMD24369, SCHMD08923	AENJA_21854
OG0006310	SCHMD12354	AENJA_21859
OG0006311	SCHMD23312	AENJA_21861
OG0006313	SCHMD09169	AENJA_21937
OG0006314	SCHMD08096	AENJA_22087
OG0006315	SCHMD05407	AENJA_22252
OG0006316	SCHMD26139, SCHMD20052	AENJA_22338
OG0006319	SCHMD10541, SCHMD13166	AENJA_22630
OG0006321	SCHMD08365	AENJA_22824
OG0006322	SCHMD10221	AENJA_22831
OG0006323	SCHMD04105	AENJA_22914
OG0006325	SCHMD16004	AENJA_22933
OG0006327	SCHMD15773	AENJA_22981
OG0006329	SCHMD08342	AENJA_23040
OG0006330	SCHMD08411	AENJA_23067
OG0006331	SCHMD09182, SCHMD12138	AENJA_23112
OG0006332	SCHMD14581	AENJA_23127
OG0006334	SCHMD05752, SCHMD05753	AENJA_23288
OG0006335	SCHMD11650, SCHMD08469	AENJA_23454
OG0006337	SCHMD11989	AENJA_23475
OG0006340	SCHMD19432	AENJA_23711
OG0006341	SCHMD05125	AENJA_23741, AENJA_25917
OG0006344	SCHMD21084, SCHMD09358	AENJA_23992
OG0006346	SCHMD01626	AENJA_24338
OG0006347	SCHMD07723	AENJA_24626
OG0006349	SCHMD05182	AENJA_25019
OG0006350	SCHMD09296	AENJA_25064
OG0006351	SCHMD06816	AENJA_25123
OG0006352	SCHMD07373	AENJA_25150
OG0006353	SCHMD10639	AENJA_25212
OG0006360	SCHMD08060	AENJA_25814
OG0006362	SCHMD03337	AENJA_25951
OG0006363	SCHMD19238	AENJA_26238
OG0006364	SCHMD06510, SCHMD06511	AENJA_26381
OG0006365	SCHMD14860	AENJA_26404
OG0006443	SCHMD12255, SCHMD24636, SCHMD25778	AENJA_00055
OG0006448	SCHMD18654	AENJA_00147
OG0006449	SCHMD06362	AENJA_00161
OG0006452	SCHMD23102, SCHMD15046	AENJA_00377
OG0006454	SCHMD07698, SCHMD07699	AENJA_00458
OG0006456	SCHMD11711, SCHMD17298, SCHMD12535	AENJA_18569, AENJA_00534
OG0006457	SCHMD16313	AENJA_00607, AENJA_13698
OG0006459	SCHMD21368	AENJA_00708
OG0006461	SCHMD19693, SCHMD11861	AENJA_00796
OG0006462	SCHMD07729	AENJA_00971
OG0006463	SCHMD07130	AENJA_00994
OG0006464	SCHMD12787, SCHMD19777	AENJA_01149
OG0006465	SCHMD28077, SCHMD07507	AENJA_01262
OG0006467	SCHMD04209	AENJA_05912
OG0006469	SCHMD02780	AENJA_01523
OG0006470	SCHMD16861	AENJA_01586
OG0006472	SCHMD23852, SCHMD12162	AENJA_01675
OG0006474	SCHMD03155, SCHMD23229, SCHMD24070	AENJA_01839
OG0006475	SCHMD12763	AENJA_02093
OG0006476	SCHMD29103, SCHMD25388	AENJA_02142
OG0006478	SCHMD01744	AENJA_02289
OG0006479	SCHMD20030	AENJA_02378
OG0006480	SCHMD01089, SCHMD15519, SCHMD24778, SCHMD01088	AENJA_02386
OG0006481	SCHMD02855	AENJA_02402
OG0006482	SCHMD06492	AENJA_19144, AENJA_02493
OG0006484	SCHMD20779, SCHMD21905, SCHMD18928	AENJA_08102
OG0006484	SCHMD26840, SCHMD17566, SCHMD19702, SCHMD29583, SCHMD24056	AENJA_02795, AENJA_02793, AENJA_08107, AENJA_08103, AENJA_08101
OG0006486	SCHMD12934, SCHMD02395	AENJA_02954
OG0006488	SCHMD29514, SCHMD21588	AENJA_03064
OG0006490	SCHMD00433	AENJA_03091
OG0006494	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967	AENJA_03322
OG0006501	SCHMD05406	AENJA_04172
OG0006503	SCHMD07908	AENJA_04398
OG0006504	SCHMD04702, SCHMD29580	AENJA_04416
OG0006505	SCHMD08554, SCHMD08796	AENJA_04476
OG0006507	SCHMD22063	AENJA_04788
OG0006509	SCHMD13705	AENJA_04936
OG0006510	SCHMD11921	AENJA_04994
OG0006511	SCHMD03048	AENJA_05001
OG0006512	SCHMD12217, SCHMD11205	AENJA_05769, AENJA_05293
OG0006514	SCHMD08264	AENJA_21274, AENJA_05458
OG0006515	SCHMD03249	AENJA_14152, AENJA_05502
OG0006517	SCHMD00950	AENJA_05578
OG0006518	SCHMD03959	AENJA_05643
OG0006519	SCHMD25528	AENJA_05867
OG0006520	SCHMD00155	AENJA_06121
OG0006521	SCHMD14196	AENJA_15463, AENJA_06715, AENJA_06375
OG0006523	SCHMD12246, SCHMD13301	AENJA_06540
OG0006525	SCHMD21904	AENJA_17669
OG0006526	SCHMD14233	AENJA_07051
OG0006527	SCHMD10447, SCHMD13054	AENJA_07056
OG0006528	SCHMD09670	AENJA_07246
OG0006531	SCHMD00423, SCHMD00419	AENJA_07691
OG0006532	SCHMD27245	AENJA_07693
OG0006533	SCHMD18625	AENJA_07742
OG0006536	SCHMD28548	AENJA_07956
OG0006537	SCHMD07012	AENJA_07985
OG0006538	SCHMD09434	AENJA_08050
OG0006540	SCHMD24252, SCHMD19265	AENJA_08316
OG0006542	SCHMD07956	AENJA_08392
OG0006543	SCHMD05909	AENJA_15795, AENJA_08614
OG0006544	SCHMD05488	AENJA_08630
OG0006545	SCHMD08819	AENJA_08841
OG0006546	SCHMD22666, SCHMD26503	AENJA_08937, AENJA_22524
OG0006547	SCHMD01454	AENJA_08999
OG0006549	SCHMD07432	AENJA_09178
OG0006550	SCHMD05608	AENJA_09213
OG0006552	SCHMD16090	AENJA_09303
OG0006553	SCHMD03817	AENJA_09463
OG0006554	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974	AENJA_09668
OG0006556	SCHMD10898, SCHMD08118	AENJA_09923
OG0006557	SCHMD15751	AENJA_09969, AENJA_09970
OG0006561	SCHMD07629	AENJA_10164
OG0006563	SCHMD08352	AENJA_10372
OG0006564	SCHMD15011	AENJA_10383
OG0006566	SCHMD10136, SCHMD13813	AENJA_10456
OG0006567	SCHMD25728, SCHMD21897	AENJA_10471, AENJA_14106
OG0006571	SCHMD00180, SCHMD27487	AENJA_10794
OG0006573	SCHMD10554	AENJA_11033
OG0006574	SCHMD18201	AENJA_11193
OG0006579	SCHMD11335, SCHMD14843	AENJA_11267
OG0006583	SCHMD08738	AENJA_26093, AENJA_16765, AENJA_12483
OG0006586	SCHMD14590	AENJA_12567
OG0006588	SCHMD29130	AENJA_12912
OG0006590	SCHMD02740	AENJA_12964
OG0006593	SCHMD08560	AENJA_13291
OG0006594	SCHMD00507	AENJA_13414
OG0006595	SCHMD08252	AENJA_13536
OG0006596	SCHMD05657	AENJA_13622
OG0006597	SCHMD04098	AENJA_13689
OG0006598	SCHMD23134	AENJA_13737
OG0006599	SCHMD28680	AENJA_13776
OG0006600	SCHMD12543, SCHMD20580	AENJA_13874
OG0006603	SCHMD13311, SCHMD24906	AENJA_14155
OG0006604	SCHMD12610	AENJA_14442
OG0006606	SCHMD11990	AENJA_14515
OG0006607	SCHMD00025	AENJA_14537
OG0006608	SCHMD21063	AENJA_14551
OG0006610	SCHMD10412	AENJA_14663
OG0006614	SCHMD05476	AENJA_14867
OG0006615	SCHMD02189	AENJA_14938
OG0006616	SCHMD12397	AENJA_14986
OG0006619	SCHMD14686	AENJA_15520
OG0006621	SCHMD06932	AENJA_15590
OG0006622	SCHMD16418, SCHMD16456	AENJA_15726
OG0006623	SCHMD00154	AENJA_15760
OG0006624	SCHMD28658, SCHMD27359	AENJA_15910
OG0006626	SCHMD05850	AENJA_15948
OG0006628	SCHMD10378	AENJA_16181
OG0006630	SCHMD02436	AENJA_16229
OG0006631	SCHMD24627, SCHMD24745	AENJA_16356
OG0006632	SCHMD11914, SCHMD18633	AENJA_16518
OG0006633	SCHMD06460	AENJA_16566
OG0006636	SCHMD09363	AENJA_16904
OG0006637	SCHMD17064, SCHMD26047	AENJA_16936
OG0006640	SCHMD09877	AENJA_17469, AENJA_17468
OG0006646	SCHMD10329	AENJA_18164
OG0006647	SCHMD12770, SCHMD12371	AENJA_18241
OG0006648	SCHMD13489, SCHMD23341	AENJA_18295
OG0006651	SCHMD07289, SCHMD06082	AENJA_18736
OG0006653	SCHMD04276, SCHMD04275	AENJA_18823
OG0006655	SCHMD00645	AENJA_18965
OG0006656	SCHMD15425	AENJA_19052
OG0006658	SCHMD07703, SCHMD19832	AENJA_19247
OG0006659	SCHMD06470, SCHMD00081, SCHMD27592, SCHMD16161, SCHMD29346, SCHMD03106, SCHMD00915	AENJA_19263
OG0006662	SCHMD11088, SCHMD02344	AENJA_19418
OG0006663	SCHMD05461	AENJA_19913
OG0006664	SCHMD01212	AENJA_20021
OG0006666	SCHMD00843	AENJA_20282
OG0006667	SCHMD02023	AENJA_20411
OG0006668	SCHMD00035	AENJA_20635
OG0006669	SCHMD15456	AENJA_20657
OG0006670	SCHMD06283	AENJA_20698
OG0006671	SCHMD02649	AENJA_20873, AENJA_23403, AENJA_23400
OG0006673	SCHMD11139, SCHMD01947	AENJA_21048
OG0006674	SCHMD28901	AENJA_21094
OG0006675	SCHMD10065, SCHMD21124	AENJA_21328
OG0006677	SCHMD28844	AENJA_21488
OG0006678	SCHMD02351	AENJA_21492
OG0006680	SCHMD07321, SCHMD04365	AENJA_21658
OG0006682	SCHMD01820	AENJA_21769
OG0006683	SCHMD12055	AENJA_21886
OG0006684	SCHMD03196	AENJA_21920
OG0006686	SCHMD05511	AENJA_21966
OG0006688	SCHMD02782	AENJA_22121
OG0006689	SCHMD09875, SCHMD00797, SCHMD11694	AENJA_22172
OG0006690	SCHMD02600	AENJA_22269
OG0006691	SCHMD14621	AENJA_22370, AENJA_22371
OG0006692	SCHMD15336	AENJA_22551
OG0006693	SCHMD00589	AENJA_22852
OG0006694	SCHMD05629	AENJA_22901
OG0006695	SCHMD06025	AENJA_23014
OG0006697	SCHMD19994, SCHMD13817, SCHMD29045	AENJA_23078
OG0006698	SCHMD12118	AENJA_23158
OG0006700	SCHMD29051, SCHMD15433, SCHMD27357	AENJA_23253
OG0006702	SCHMD29672	AENJA_23319
OG0006703	SCHMD00739	AENJA_23320
OG0006705	SCHMD14770, SCHMD13114	AENJA_23398
OG0006706	SCHMD12854	AENJA_23532
OG0006707	SCHMD19389	AENJA_23660
OG0006708	SCHMD01518	AENJA_23725
OG0006709	SCHMD06005	AENJA_23753
OG0006712	SCHMD13757	AENJA_24048
OG0006713	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768	AENJA_24077
OG0006717	SCHMD09869	AENJA_24478
OG0006718	SCHMD28286	AENJA_24834
OG0006720	SCHMD15330, SCHMD18737	AENJA_24982
OG0006721	SCHMD06116	AENJA_25013
OG0006722	SCHMD18971, SCHMD24284	AENJA_25021
OG0006723	SCHMD12671	AENJA_25106
OG0006725	SCHMD15226	AENJA_25269
OG0006726	SCHMD22403	AENJA_25361
OG0006727	SCHMD01781	AENJA_25527
OG0006728	SCHMD09693	AENJA_25577
OG0006729	SCHMD09997, SCHMD07849	AENJA_25600
OG0006730	SCHMD15242	AENJA_25804
OG0006733	SCHMD02938	AENJA_25909
OG0006734	SCHMD13149, SCHMD15306	AENJA_25913
OG0006735	SCHMD23549, SCHMD18150, SCHMD22619	AENJA_25987
OG0006736	SCHMD11091	AENJA_26061
OG0006737	SCHMD05655	AENJA_26062
OG0006741	SCHMD21104, SCHMD16448	AENJA_26632
OG0006742	SCHMD14364	AENJA_26658
OG0006826	SCHMD05426	AENJA_00120
OG0006829	SCHMD18846	AENJA_26235, AENJA_00398
OG0006830	SCHMD01740	AENJA_00399
OG0006833	SCHMD25705, SCHMD22029	AENJA_00518
OG0006835	SCHMD11727, SCHMD11726	AENJA_00594
OG0006838	SCHMD01402	AENJA_07404, AENJA_01046
OG0006841	SCHMD14204	AENJA_01156, AENJA_20844, AENJA_12619, AENJA_22224, AENJA_22760, AENJA_19813, AENJA_11774, AENJA_22579, AENJA_20794, AENJA_13973, AENJA_02611, AENJA_15300, AENJA_26824, AENJA_24498, AENJA_07257, AENJA_03108, AENJA_20428, AENJA_23142, AENJA_12214, AENJA_25539, AENJA_20137, AENJA_03827, AENJA_09153, AENJA_22219, AENJA_17218, AENJA_07895
OG0006842	SCHMD07853	AENJA_01166
OG0006843	SCHMD10166	AENJA_01195
OG0006844	SCHMD10998	AENJA_01201
OG0006846	SCHMD24471	AENJA_01258
OG0006847	SCHMD10920	AENJA_01266
OG0006848	SCHMD15273, SCHMD24879	AENJA_01367
OG0006851	SCHMD13891, SCHMD10310	AENJA_01650
OG0006853	SCHMD21179	AENJA_01775, AENJA_26577
OG0006856	SCHMD03115	AENJA_02009
OG0006857	SCHMD03719	AENJA_02010
OG0006858	SCHMD17672	AENJA_02107
OG0006860	SCHMD14888, SCHMD01768	AENJA_02208
OG0006862	SCHMD08954	AENJA_02464
OG0006864	SCHMD09900	AENJA_02623
OG0006867	SCHMD19722	AENJA_02777
OG0006871	SCHMD19715	AENJA_23057, AENJA_10645, AENJA_03165
OG0006874	SCHMD00242	AENJA_03384
OG0006875	SCHMD14340	AENJA_03390
OG0006876	SCHMD01180	AENJA_03442, AENJA_23472
OG0006877	SCHMD28894, SCHMD14652	AENJA_03567
OG0006878	SCHMD07673	AENJA_03646
OG0006881	SCHMD13107	AENJA_03938
OG0006882	SCHMD08215	AENJA_03982
OG0006883	SCHMD04789	AENJA_03999
OG0006886	SCHMD04628	AENJA_04283
OG0006887	SCHMD02004	AENJA_04451
OG0006888	SCHMD16363	AENJA_16366
OG0006889	SCHMD19490	AENJA_04547
OG0006890	SCHMD09977	AENJA_04581
OG0006891	SCHMD16311	AENJA_04660
OG0006892	SCHMD06736, SCHMD03941	AENJA_04736
OG0006894	SCHMD08244	AENJA_04847
OG0006895	SCHMD25533, SCHMD25532	AENJA_05148
OG0006897	SCHMD14554	AENJA_05372
OG0006900	SCHMD12706, SCHMD20696, SCHMD15238	AENJA_05663
OG0006901	SCHMD00150	AENJA_05820
OG0006902	SCHMD09576	AENJA_05960
OG0006906	SCHMD01345	AENJA_06221
OG0006908	SCHMD13404	AENJA_06381
OG0006909	SCHMD08896, SCHMD03475	AENJA_06589
OG0006914	SCHMD02005	AENJA_06926
OG0006915	SCHMD17740	AENJA_07017
OG0006917	SCHMD15444, SCHMD23496	AENJA_07239
OG0006918	SCHMD02128	AENJA_07427
OG0006919	SCHMD04163	AENJA_07467
OG0006920	SCHMD07640	AENJA_07564
OG0006924	SCHMD07270	AENJA_07755
OG0006926	SCHMD18025, SCHMD24077	AENJA_07851
OG0006927	SCHMD05483	AENJA_07880
OG0006928	SCHMD24085	AENJA_07919
OG0006931	SCHMD09823	AENJA_08049
OG0006934	SCHMD02940	AENJA_08104
OG0006937	SCHMD07394	AENJA_08252
OG0006938	SCHMD13105	AENJA_25925, AENJA_08279
OG0006939	SCHMD19736, SCHMD17847	AENJA_08295
OG0006941	SCHMD11956, SCHMD22092	AENJA_08383
OG0006942	SCHMD05106	AENJA_08411
OG0006945	SCHMD20350, SCHMD21540	AENJA_08489
OG0006946	SCHMD03034	AENJA_08651
OG0006948	SCHMD10039	AENJA_08864
OG0006949	SCHMD04433	AENJA_08970
OG0006951	SCHMD04285	AENJA_09267
OG0006952	SCHMD00571	AENJA_09338
OG0006954	SCHMD05444	AENJA_09387
OG0006955	SCHMD01359	AENJA_09421
OG0006956	SCHMD03205	AENJA_09488
OG0006957	SCHMD21016, SCHMD16664	AENJA_09490
OG0006958	SCHMD10483	AENJA_09561
OG0006959	SCHMD14675, SCHMD12735	AENJA_09576
OG0006960	SCHMD15792, SCHMD13924	AENJA_09586
OG0006962	SCHMD02602	AENJA_09772
OG0006964	SCHMD05582, SCHMD05580	AENJA_09897
OG0006965	SCHMD16583, SCHMD28209	AENJA_09992
OG0006966	SCHMD17179	AENJA_10045
OG0006967	SCHMD06876	AENJA_10081
OG0006968	SCHMD05918	AENJA_10127
OG0006973	SCHMD01554	AENJA_10893
OG0006975	SCHMD29017	AENJA_11111
OG0006977	SCHMD21617, SCHMD19289	AENJA_11169
OG0006979	SCHMD02713	AENJA_11435
OG0006980	SCHMD03927	AENJA_11690, AENJA_11689
OG0006984	SCHMD21798	AENJA_11852
OG0006985	SCHMD00305	AENJA_12194
OG0006987	SCHMD04010	AENJA_12333
OG0006989	SCHMD08387	AENJA_12558
OG0006990	SCHMD14019	AENJA_12603
OG0006991	SCHMD09527	AENJA_12675
OG0006993	SCHMD16078, SCHMD15851	AENJA_12848
OG0006995	SCHMD08291	AENJA_12859
OG0006996	SCHMD07655	AENJA_12897
OG0006999	SCHMD09727, SCHMD09154	AENJA_12940
OG0007001	SCHMD11191	AENJA_13134
OG0007002	SCHMD00096	AENJA_13189
OG0007003	SCHMD03229	AENJA_13349
OG0007005	SCHMD03780	AENJA_13425
OG0007006	SCHMD14442	AENJA_13467
OG0007009	SCHMD28218, SCHMD00500	AENJA_13674
OG0007012	SCHMD16864	AENJA_13835
OG0007013	SCHMD20292, SCHMD25075	AENJA_13842
OG0007015	SCHMD09946	AENJA_13940
OG0007017	SCHMD24290, SCHMD13895	AENJA_14235
OG0007020	SCHMD29169	AENJA_14431
OG0007022	SCHMD06207	AENJA_15952, AENJA_14634
OG0007023	SCHMD13414	AENJA_14641
OG0007024	SCHMD18147	AENJA_14840
OG0007025	SCHMD00852	AENJA_14972, AENJA_14969
OG0007027	SCHMD11009, SCHMD20294, SCHMD17664	AENJA_15130
OG0007028	SCHMD16323	AENJA_15287
OG0007030	SCHMD11171	AENJA_15706
OG0007033	SCHMD17177, SCHMD07596	AENJA_15780
OG0007037	SCHMD08275	AENJA_16026
OG0007039	SCHMD24759	AENJA_16125
OG0007040	SCHMD17930	AENJA_16156
OG0007043	SCHMD05387	AENJA_16342
OG0007045	SCHMD01524	AENJA_16721
OG0007046	SCHMD16357, SCHMD12630	AENJA_16840
OG0007047	SCHMD10322	AENJA_16899
OG0007049	SCHMD09136, SCHMD15529	AENJA_17013
OG0007050	SCHMD12036	AENJA_20342, AENJA_17182
OG0007051	SCHMD19339, SCHMD22527, SCHMD23294	AENJA_17285
OG0007053	SCHMD05149	AENJA_17379
