Orthogroup	SCHMD	CAPO3
OG0002543	SCHMD13140, SCHMD07926	CAPO306889, CAPO301493
OG0002548	SCHMD18717	CAPO303502
OG0002555	SCHMD04674	CAPO301095
OG0002557	SCHMD13169, SCHMD21727	CAPO302757
OG0002558	SCHMD00920, SCHMD00921	CAPO301820
OG0002559	SCHMD08672	CAPO306363
OG0002561	SCHMD12128, SCHMD12125, SCHMD22644	CAPO306761
OG0002563	SCHMD17745, SCHMD18083, SCHMD10548, SCHMD04537, SCHMD06999	CAPO307417
OG0002564	SCHMD26255, SCHMD23486	CAPO307297
OG0002565	SCHMD17677	CAPO302611
OG0002566	SCHMD19922, SCHMD09243, SCHMD21685	CAPO303827
OG0002567	SCHMD26960, SCHMD21223, SCHMD26995	CAPO304319
OG0002569	SCHMD24099, SCHMD23873	CAPO306658
OG0002570	SCHMD28455, SCHMD10841, SCHMD28456	CAPO307215
OG0002572	SCHMD28212	CAPO303863
OG0002574	SCHMD02805	CAPO307488
OG0002585	SCHMD08509, SCHMD03928, SCHMD04668	CAPO304733, CAPO306606, CAPO302856
OG0002587	SCHMD02035	CAPO300512
OG0002592	SCHMD05523	CAPO300278
OG0002594	SCHMD01957, SCHMD01956, SCHMD08766	CAPO304177
OG0002598	SCHMD12969, SCHMD12968, SCHMD12920	CAPO300566
OG0002599	SCHMD16532, SCHMD16531, SCHMD18319	CAPO303706
OG0002599	SCHMD19523, SCHMD00508, SCHMD23867, SCHMD23909	CAPO303705
OG0002600	SCHMD24581, SCHMD08872	CAPO305861
OG0002601	SCHMD12244, SCHMD12242, SCHMD12243, SCHMD13456, SCHMD00930	CAPO300675
OG0002602	SCHMD11941, SCHMD17578	CAPO303637
OG0002603	SCHMD02231	CAPO302609
OG0002605	SCHMD16204, SCHMD16205	CAPO303522
OG0002609	SCHMD03135	CAPO304999
OG0002610	SCHMD10931, SCHMD09597, SCHMD07650	CAPO307043
OG0002617	SCHMD08533	CAPO307606
OG0002618	SCHMD12423, SCHMD17209, SCHMD29637, SCHMD09531, SCHMD10498, SCHMD01269	CAPO307902
OG0002620	SCHMD00615	CAPO300598
OG0002624	SCHMD04482	CAPO307642
OG0002629	SCHMD29554	CAPO306856
OG0002632	SCHMD24299, SCHMD11524, SCHMD24298, SCHMD12144	CAPO301605
OG0002633	SCHMD04220	CAPO301845
OG0002636	SCHMD17101	CAPO302443
OG0002638	SCHMD17623	CAPO302461
OG0002643	SCHMD29396	CAPO305403
OG0002645	SCHMD14719	CAPO302012
OG0002646	SCHMD02368, SCHMD02370	CAPO300302
OG0002652	SCHMD02206	CAPO305413
OG0002656	SCHMD02018	CAPO301386
OG0002659	SCHMD16521	CAPO302308
OG0002660	SCHMD15941, SCHMD29087, SCHMD18277	CAPO305892, CAPO302584, CAPO305891
OG0002661	SCHMD00115, SCHMD00117, SCHMD00116	CAPO300165
OG0002662	SCHMD17949	CAPO307949
OG0002663	SCHMD27059	CAPO308163
OG0002665	SCHMD18177	CAPO307055
OG0002666	SCHMD26535, SCHMD26571, SCHMD26311	CAPO308350
OG0002668	SCHMD11689	CAPO301754
OG0002669	SCHMD09139, SCHMD09141, SCHMD24892, SCHMD27885, SCHMD09611, SCHMD23333	CAPO301762
OG0002672	SCHMD09334, SCHMD21945	CAPO307527
OG0002677	SCHMD15461, SCHMD08746	CAPO303005
OG0002683	SCHMD25713	CAPO303156
OG0002683	SCHMD17534	CAPO305522
OG0002705	SCHMD28463, SCHMD20331, SCHMD14987	CAPO303959
OG0002706	SCHMD17752, SCHMD18329	CAPO306125
OG0002708	SCHMD07512	CAPO306708
OG0002710	SCHMD13597	CAPO301641
OG0002715	SCHMD04683	CAPO303783
OG0002716	SCHMD16309	CAPO302306
OG0002717	SCHMD04660, SCHMD19761	CAPO307873
OG0002718	SCHMD03513, SCHMD03511, SCHMD03512, SCHMD03510	CAPO306705
OG0002720	SCHMD27297, SCHMD16790, SCHMD09815, SCHMD28659, SCHMD28945	CAPO304077
OG0002726	SCHMD29542	CAPO303092
OG0002728	SCHMD12425	CAPO304582
OG0002731	SCHMD12439, SCHMD19462	CAPO304916
OG0002732	SCHMD22707, SCHMD23253	CAPO305751
OG0002739	SCHMD21270, SCHMD28406	CAPO303462
OG0002740	SCHMD27419	CAPO302187
OG0002740	SCHMD03938, SCHMD03830	CAPO303044
OG0002743	SCHMD05725, SCHMD09090	CAPO305659
OG0002745	SCHMD21992, SCHMD19173, SCHMD09861, SCHMD09859, SCHMD19172, SCHMD16971	CAPO302960
OG0002746	SCHMD25949, SCHMD23620, SCHMD19829, SCHMD19331, SCHMD07505	CAPO301404
OG0002747	SCHMD01124, SCHMD01122, SCHMD01123	CAPO308121
OG0002749	SCHMD10049, SCHMD09732, SCHMD29352, SCHMD14504, SCHMD26271	CAPO305516
OG0002750	SCHMD19269, SCHMD20288	CAPO305820
OG0002751	SCHMD16908, SCHMD03819	CAPO300590
OG0002755	SCHMD05796	CAPO303504
OG0002756	SCHMD07641, SCHMD08625	CAPO302206
OG0002757	SCHMD00910	CAPO301022
OG0002758	SCHMD01248, SCHMD01249	CAPO302892, CAPO307678
OG0002760	SCHMD04520	CAPO306120
OG0002763	SCHMD28353	CAPO301217
OG0002764	SCHMD03065	CAPO300451
OG0002765	SCHMD03101, SCHMD01507	CAPO307679
OG0002766	SCHMD07474	CAPO300475
OG0002770	SCHMD03395, SCHMD03396	CAPO300723
OG0002771	SCHMD02904, SCHMD03259, SCHMD03261, SCHMD05676, SCHMD10318, SCHMD03262, SCHMD07598, SCHMD07597, SCHMD05030	CAPO307480
OG0002772	SCHMD09831, SCHMD01102, SCHMD01105	CAPO301657
OG0002773	SCHMD12006, SCHMD03314, SCHMD03038	CAPO300783
OG0002773	SCHMD29335, SCHMD29658	CAPO303160
OG0002774	SCHMD21194, SCHMD14518	CAPO301900
OG0002776	SCHMD19737, SCHMD20919	CAPO300785
OG0002777	SCHMD15035, SCHMD20772, SCHMD29446, SCHMD26850, SCHMD08287, SCHMD06289	CAPO303340
OG0002779	SCHMD06579, SCHMD06581, SCHMD06580	CAPO306710
OG0002780	SCHMD04448, SCHMD04449, SCHMD04450	CAPO306806
OG0002782	SCHMD04095, SCHMD10801, SCHMD12067, SCHMD08222	CAPO301842
OG0002785	SCHMD03564, SCHMD02646	CAPO300520
OG0002787	SCHMD04800	CAPO307667
OG0002788	SCHMD13555, SCHMD13556, SCHMD21235, SCHMD13554, SCHMD21830	CAPO304831
OG0002790	SCHMD24450	CAPO302263
OG0002793	SCHMD23816, SCHMD22461	CAPO305498
OG0002799	SCHMD21024, SCHMD19981, SCHMD22410, SCHMD19012	CAPO301814
OG0002814	SCHMD17379, SCHMD14700	CAPO300792
OG0002815	SCHMD25079, SCHMD14403, SCHMD12858	CAPO305247
OG0002817	SCHMD08770	CAPO305631
OG0002818	SCHMD19157, SCHMD14350, SCHMD19156, SCHMD27943	CAPO300344
OG0002821	SCHMD04704	CAPO300805, CAPO300806
OG0002822	SCHMD08888, SCHMD21214, SCHMD14939	CAPO300505
OG0002824	SCHMD22484, SCHMD22922	CAPO304804
OG0002825	SCHMD04002	CAPO303958
OG0002826	SCHMD04456, SCHMD04455	CAPO305161
OG0002827	SCHMD08734, SCHMD08735, SCHMD08733	CAPO302357
OG0002831	SCHMD14362, SCHMD15514	CAPO303454
OG0002833	SCHMD16770	CAPO302961
OG0002836	SCHMD15161, SCHMD12971, SCHMD15160	CAPO301463
OG0002837	SCHMD08534	CAPO304096
OG0002838	SCHMD00590	CAPO305478
OG0002839	SCHMD02377	CAPO302420
OG0002841	SCHMD26941, SCHMD29004	CAPO302293
OG0002842	SCHMD00997, SCHMD05266	CAPO300353
OG0002843	SCHMD17688, SCHMD03006, SCHMD24577	CAPO300339
OG0002844	SCHMD03897	CAPO306381, CAPO305443
OG0002845	SCHMD02505	CAPO305717
OG0002847	SCHMD15249, SCHMD15873, SCHMD15872, SCHMD21169	CAPO307024
OG0002848	SCHMD05152	CAPO306888
OG0002850	SCHMD05521	CAPO305439
OG0002851	SCHMD04077, SCHMD04076	CAPO304239
OG0002855	SCHMD09245	CAPO304752
OG0002858	SCHMD18586, SCHMD18130, SCHMD16715	CAPO302020
OG0002860	SCHMD07308, SCHMD18915	CAPO304305
OG0002866	SCHMD11278	CAPO307089
OG0002868	SCHMD21971, SCHMD27152, SCHMD21447, SCHMD29124	CAPO307730
OG0002870	SCHMD16201, SCHMD23491	CAPO303935
OG0002876	SCHMD10099	CAPO302622
OG0002883	SCHMD21775, SCHMD18539, SCHMD00472, SCHMD00473	CAPO300600
OG0002884	SCHMD24672, SCHMD23044, SCHMD20320, SCHMD02342	CAPO306804
OG0002888	SCHMD09489	CAPO302979
OG0002891	SCHMD13844	CAPO305115
OG0002893	SCHMD11607, SCHMD19499, SCHMD11608, SCHMD25224, SCHMD26062	CAPO304576
OG0002894	SCHMD25475	CAPO307506
OG0002895	SCHMD19751, SCHMD11439, SCHMD07104	CAPO306767, CAPO303745
OG0002896	SCHMD17000	CAPO301218
OG0002897	SCHMD13842	CAPO306671
OG0002899	SCHMD08092	CAPO306014
OG0002900	SCHMD25381	CAPO303795
OG0002907	SCHMD11864, SCHMD21839	CAPO303347
OG0002908	SCHMD03347	CAPO301293
OG0002909	SCHMD13692	CAPO302801
OG0002911	SCHMD08308	CAPO306312
OG0002913	SCHMD23061, SCHMD14491, SCHMD19591, SCHMD08742, SCHMD23053, SCHMD21405	CAPO307505
OG0002914	SCHMD23681, SCHMD27140	CAPO304158
OG0002915	SCHMD09665	CAPO307623
OG0002916	SCHMD27668, SCHMD21453, SCHMD23088	CAPO307991
OG0002917	SCHMD01851, SCHMD01850	CAPO304597
OG0002921	SCHMD09397	CAPO307445
OG0002926	SCHMD25907, SCHMD13775, SCHMD16726	CAPO301908
OG0002927	SCHMD02868	CAPO307647
OG0002944	SCHMD08008	CAPO306630
OG0002947	SCHMD01791, SCHMD28979	CAPO306510
OG0002948	SCHMD06278, SCHMD06277	CAPO303072
OG0002949	SCHMD00986	CAPO305527, CAPO304499
OG0002950	SCHMD12895, SCHMD16450	CAPO302322
OG0002952	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820	CAPO304062, CAPO304063
OG0002953	SCHMD15127	CAPO305937
OG0002955	SCHMD15457, SCHMD12505	CAPO305617
OG0002957	SCHMD14496, SCHMD11704, SCHMD14494, SCHMD11703	CAPO303846
OG0002959	SCHMD04680, SCHMD27535, SCHMD20426, SCHMD03814	CAPO305557
OG0002960	SCHMD03221	CAPO301301
OG0002961	SCHMD25347, SCHMD24832	CAPO306313
OG0002962	SCHMD02732	CAPO302937
OG0002968	SCHMD17924	CAPO305040, CAPO306161
OG0002969	SCHMD08827	CAPO301408
OG0002973	SCHMD02061, SCHMD03023, SCHMD02060	CAPO301405
OG0002974	SCHMD05224	CAPO300358
OG0002976	SCHMD01019, SCHMD04973	CAPO304649
OG0002977	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618	CAPO306762
OG0002979	SCHMD01771, SCHMD00206, SCHMD00263	CAPO300623
OG0002982	SCHMD01104	CAPO306469
OG0002983	SCHMD13929, SCHMD10593, SCHMD18805	CAPO302346
OG0002985	SCHMD03398, SCHMD14369	CAPO300589
OG0002987	SCHMD01543, SCHMD13405	CAPO306603
OG0002990	SCHMD04639, SCHMD10989, SCHMD24688, SCHMD10990	CAPO304869
OG0002991	SCHMD22608, SCHMD20729	CAPO300778
OG0002992	SCHMD05236	CAPO307180
OG0002994	SCHMD00361	CAPO307303
OG0002997	SCHMD16711	CAPO307685
OG0002998	SCHMD04878	CAPO302958
OG0003001	SCHMD16355, SCHMD17156	CAPO302423
OG0003004	SCHMD18300, SCHMD21092	CAPO304489
OG0003005	SCHMD05203	CAPO302452, CAPO300516
OG0003006	SCHMD08276, SCHMD27162	CAPO302605
OG0003010	SCHMD10225	CAPO303642
OG0003012	SCHMD08169, SCHMD01210	CAPO302272
OG0003014	SCHMD10015, SCHMD02414	CAPO304419
OG0003016	SCHMD10023, SCHMD10022	CAPO301025
OG0003017	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213	CAPO303755
OG0003019	SCHMD22688	CAPO302687, CAPO307689
OG0003020	SCHMD01885, SCHMD16858	CAPO306543, CAPO306821
OG0003022	SCHMD11673	CAPO308155
OG0003024	SCHMD16962, SCHMD09220	CAPO300933
OG0003025	SCHMD12824	CAPO306077
OG0003026	SCHMD02853, SCHMD01047	CAPO304742
OG0003027	SCHMD26555, SCHMD23346	CAPO302145
OG0003028	SCHMD00803	CAPO307794
OG0003029	SCHMD17380	CAPO301992
OG0003030	SCHMD14026, SCHMD14334	CAPO304737
OG0003033	SCHMD17975	CAPO300181
OG0003034	SCHMD06420	CAPO300214, CAPO307271
OG0003038	SCHMD04323, SCHMD17801, SCHMD23638	CAPO300861
OG0003041	SCHMD13550, SCHMD13552, SCHMD05248, SCHMD13548, SCHMD13549	CAPO306033
OG0003043	SCHMD29558, SCHMD01920, SCHMD01921, SCHMD29559	CAPO304921
OG0003044	SCHMD18036	CAPO300082
OG0003046	SCHMD02191, SCHMD02192	CAPO302851
OG0003048	SCHMD04259	CAPO300169
OG0003049	SCHMD02944	CAPO300501, CAPO307086, CAPO305726
OG0003054	SCHMD07639	CAPO305605
OG0003055	SCHMD02492, SCHMD02453	CAPO307832
OG0003056	SCHMD17116, SCHMD23427, SCHMD16470, SCHMD23280	CAPO300334
OG0003059	SCHMD06641, SCHMD00780, SCHMD00957	CAPO307928
OG0003060	SCHMD03911	CAPO300265
OG0003063	SCHMD09452	CAPO306091
OG0003065	SCHMD16054, SCHMD23447, SCHMD19297	CAPO305486
OG0003067	SCHMD16524, SCHMD20520, SCHMD13476	CAPO301062
OG0003072	SCHMD06901	CAPO300719
OG0003073	SCHMD17057, SCHMD08456, SCHMD10911	CAPO300571
OG0003074	SCHMD05044	CAPO305232
OG0003079	SCHMD21039, SCHMD16217	CAPO303732
OG0003104	SCHMD24752, SCHMD28727	CAPO300208
OG0003105	SCHMD11114	CAPO307561
OG0003106	SCHMD02719, SCHMD29463	CAPO300222
OG0003107	SCHMD24066, SCHMD27003	CAPO305408
OG0003108	SCHMD07978	CAPO307100
OG0003110	SCHMD04241	CAPO302380
OG0003111	SCHMD13595	CAPO305398
OG0003112	SCHMD21475, SCHMD20475, SCHMD20838	CAPO305044
OG0003113	SCHMD29275	CAPO300369
OG0003113	SCHMD11799	CAPO303380
OG0003114	SCHMD14023, SCHMD11723, SCHMD15288	CAPO305811
OG0003116	SCHMD08507, SCHMD19155	CAPO304220
OG0003119	SCHMD29008, SCHMD21161	CAPO301756
OG0003121	SCHMD12838, SCHMD29810, SCHMD26257	CAPO300078
OG0003122	SCHMD20810, SCHMD20273	CAPO305152
OG0003124	SCHMD00285, SCHMD25581	CAPO307110
OG0003125	SCHMD07267	CAPO308199
OG0003126	SCHMD01239	CAPO302418
OG0003128	SCHMD19584	CAPO300639
OG0003130	SCHMD04681	CAPO308112
OG0003131	SCHMD00499, SCHMD13849, SCHMD12187	CAPO301104
OG0003135	SCHMD18912, SCHMD19428, SCHMD16137	CAPO304970
OG0003136	SCHMD12621, SCHMD24106, SCHMD11040	CAPO303233
OG0003138	SCHMD28656, SCHMD17457, SCHMD23986, SCHMD17456	CAPO307798
OG0003141	SCHMD00202	CAPO300915
OG0003144	SCHMD02154	CAPO304802
OG0003145	SCHMD14673, SCHMD15337, SCHMD09407	CAPO301669
OG0003146	SCHMD08719, SCHMD06842	CAPO304953
OG0003147	SCHMD17526	CAPO305754
OG0003150	SCHMD20966	CAPO304553
OG0003151	SCHMD12480, SCHMD14456	CAPO302311
OG0003152	SCHMD15231, SCHMD19429	CAPO306395
OG0003153	SCHMD06720, SCHMD06721	CAPO305242
OG0003157	SCHMD06691	CAPO300659
OG0003158	SCHMD18825, SCHMD11523, SCHMD13092	CAPO304754
OG0003160	SCHMD15101, SCHMD28838, SCHMD27705	CAPO305734
OG0003161	SCHMD03472	CAPO307952, CAPO307190, CAPO305141
OG0003162	SCHMD16228, SCHMD15451	CAPO303406
OG0003163	SCHMD00903, SCHMD00907	CAPO304744
OG0003164	SCHMD01405	CAPO302879
OG0003165	SCHMD04066	CAPO302597
OG0003169	SCHMD10405	CAPO302137
OG0003172	SCHMD01375	CAPO306984
OG0003174	SCHMD28100, SCHMD04214, SCHMD15907	CAPO306817
OG0003177	SCHMD16728, SCHMD07591	CAPO305441
OG0003178	SCHMD14461	CAPO303283
OG0003181	SCHMD00970	CAPO304354
OG0003182	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328	CAPO308003
OG0003184	SCHMD28841, SCHMD26100	CAPO303123
OG0003185	SCHMD24773, SCHMD28390, SCHMD16979, SCHMD16980	CAPO301951
OG0003187	SCHMD06732	CAPO303479
OG0003189	SCHMD02678	CAPO303157
OG0003191	SCHMD03926	CAPO306279
OG0003193	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391	CAPO301211
OG0003196	SCHMD11447	CAPO306231
OG0003197	SCHMD11788	CAPO307855
OG0003198	SCHMD14276	CAPO304417
OG0003199	SCHMD21965, SCHMD20498, SCHMD26450	CAPO305890
OG0003202	SCHMD27153, SCHMD23952, SCHMD12079, SCHMD14092, SCHMD16619, SCHMD25749, SCHMD03218, SCHMD21658	CAPO307016
OG0003203	SCHMD02943, SCHMD25430	CAPO305085
OG0003206	SCHMD29612	CAPO306250
OG0003207	SCHMD06863, SCHMD04604	CAPO301521
OG0003210	SCHMD23858, SCHMD23874	CAPO303247
OG0003212	SCHMD20324, SCHMD18634, SCHMD18389	CAPO300076
OG0003214	SCHMD18471	CAPO305438
OG0003215	SCHMD06939	CAPO305646
OG0003217	SCHMD03371, SCHMD00338	CAPO304366
OG0003218	SCHMD20285	CAPO308113
OG0003219	SCHMD23356	CAPO306286
OG0003220	SCHMD14282	CAPO304799
OG0003221	SCHMD16909, SCHMD22653	CAPO300283
OG0003223	SCHMD23089, SCHMD08068, SCHMD22959, SCHMD16759	CAPO307650
OG0003228	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877	CAPO305495
OG0003230	SCHMD09623	CAPO301507
OG0003231	SCHMD04327, SCHMD04326, SCHMD04328	CAPO301890
OG0003235	SCHMD15802	CAPO301047
OG0003238	SCHMD09383	CAPO305586
OG0003251	SCHMD10064, SCHMD14392	CAPO307251
OG0003252	SCHMD29319	CAPO305303
OG0003254	SCHMD01611	CAPO307938
OG0003255	SCHMD16797	CAPO301338
OG0003257	SCHMD14887, SCHMD01601	CAPO303231
OG0003263	SCHMD17464	CAPO303458
OG0003264	SCHMD03771	CAPO306409
OG0003267	SCHMD03991	CAPO300914
OG0003268	SCHMD03635, SCHMD03636	CAPO301821
OG0003269	SCHMD04531	CAPO304139
OG0003273	SCHMD06523	CAPO307851
OG0003277	SCHMD27731, SCHMD11904	CAPO306142
OG0003279	SCHMD08045	CAPO306251
OG0003283	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678	CAPO304400
OG0003284	SCHMD07514, SCHMD15662	CAPO302648
OG0003287	SCHMD14605	CAPO306546
OG0003288	SCHMD09311, SCHMD11762	CAPO307866
OG0003290	SCHMD28476, SCHMD05994	CAPO307662, CAPO300441
OG0003291	SCHMD09949	CAPO306657
OG0003293	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109	CAPO300956
OG0003294	SCHMD27898	CAPO303988
OG0003296	SCHMD02838	CAPO301282
OG0003297	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127	CAPO307941
OG0003301	SCHMD13976, SCHMD15564	CAPO300201
OG0003302	SCHMD01831	CAPO303848
OG0003303	SCHMD01441	CAPO304414
OG0003306	SCHMD20511, SCHMD03757, SCHMD03756	CAPO303291
OG0003309	SCHMD01407	CAPO301499
OG0003315	SCHMD25575, SCHMD08661	CAPO301649
OG0003316	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522	CAPO300235
OG0003318	SCHMD12979, SCHMD12981, SCHMD18691	CAPO302830
OG0003324	SCHMD28530, SCHMD21013, SCHMD21632	CAPO308312
OG0003325	SCHMD09735	CAPO300972, CAPO304961
OG0003329	SCHMD18095	CAPO303336
OG0003329	SCHMD22699	CAPO300711
OG0003331	SCHMD09487, SCHMD19558, SCHMD09488	CAPO303947
OG0003333	SCHMD20159, SCHMD28070	CAPO307836
OG0003335	SCHMD19779	CAPO302255
OG0003340	SCHMD08266	CAPO305389
OG0003341	SCHMD00620, SCHMD00619, SCHMD00618, SCHMD00617	CAPO301683
OG0003343	SCHMD22696	CAPO308043
OG0003345	SCHMD29662	CAPO302682
OG0003348	SCHMD11779	CAPO308059, CAPO308052
OG0003349	SCHMD04642, SCHMD00847	CAPO300780
OG0003353	SCHMD09639	CAPO304897
OG0003354	SCHMD00933, SCHMD12950	CAPO300396
OG0003356	SCHMD07762	CAPO306224
OG0003357	SCHMD05234	CAPO307953
OG0003358	SCHMD00069	CAPO307281
OG0003359	SCHMD28721, SCHMD10516, SCHMD28861, SCHMD11426	CAPO303262, CAPO304527
OG0003360	SCHMD04932	CAPO301722
OG0003361	SCHMD21246, SCHMD23595, SCHMD19820	CAPO301802
OG0003362	SCHMD06273, SCHMD06272	CAPO306572
OG0003364	SCHMD15632, SCHMD28905, SCHMD18353	CAPO301569
OG0003366	SCHMD14890	CAPO302011
OG0003368	SCHMD18206	CAPO307793
OG0003369	SCHMD01240	CAPO305084
OG0003370	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676, SCHMD18452, SCHMD02876	CAPO302725
OG0003373	SCHMD21509, SCHMD21699	CAPO301869
OG0003374	SCHMD04840	CAPO305683
OG0003375	SCHMD08102	CAPO301633, CAPO305837
OG0003378	SCHMD07046, SCHMD07045	CAPO305510
OG0003379	SCHMD11579	CAPO301575
OG0003380	SCHMD05800	CAPO301115
OG0003382	SCHMD05894	CAPO302262
OG0003384	SCHMD08925	CAPO306617
OG0003386	SCHMD08232	CAPO300917
OG0003388	SCHMD09453, SCHMD01066, SCHMD01067	CAPO302657, CAPO304459, CAPO302957
OG0003391	SCHMD15661, SCHMD24921, SCHMD27033	CAPO301846
OG0003392	SCHMD20046	CAPO304278
OG0003419	SCHMD02792, SCHMD29735	CAPO301040
OG0003421	SCHMD25644, SCHMD14414	CAPO300028
OG0003422	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054	CAPO300121
OG0003425	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976	CAPO304371
OG0003426	SCHMD11714	CAPO301532
OG0003429	SCHMD06630, SCHMD03609	CAPO307638
OG0003430	SCHMD03690	CAPO305848
OG0003431	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522	CAPO308284
OG0003434	SCHMD05639, SCHMD06055	CAPO303572
OG0003435	SCHMD22101, SCHMD18693, SCHMD16836	CAPO300552
OG0003443	SCHMD25759, SCHMD22118, SCHMD05361	CAPO306901, CAPO306924
OG0003449	SCHMD07944, SCHMD00547, SCHMD24945, SCHMD06404	CAPO304421
OG0003450	SCHMD01589	CAPO304313
OG0003451	SCHMD08838	CAPO302760
OG0003453	SCHMD09929	CAPO304718
OG0003454	SCHMD10872, SCHMD17895	CAPO305798
OG0003455	SCHMD27744, SCHMD09301	CAPO300221
OG0003456	SCHMD08769	CAPO305023
OG0003458	SCHMD20564	CAPO301287
OG0003462	SCHMD18652, SCHMD28411	CAPO306452
OG0003464	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746	CAPO306136
OG0003465	SCHMD04832	CAPO307530
OG0003467	SCHMD08397, SCHMD08398	CAPO306150
OG0003471	SCHMD02073	CAPO304216
OG0003475	SCHMD11005	CAPO307501
OG0003476	SCHMD14696	CAPO306987
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	CAPO308122
OG0003478	SCHMD17425, SCHMD11374, SCHMD11373	CAPO300139
OG0003479	SCHMD07504, SCHMD03144	CAPO302288
OG0003480	SCHMD01806	CAPO303582
OG0003483	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764	CAPO305509
OG0003486	SCHMD07957	CAPO304249
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	CAPO300925
OG0003489	SCHMD16345, SCHMD15586, SCHMD27620	CAPO305291
OG0003491	SCHMD07566	CAPO304911
OG0003492	SCHMD17580	CAPO306303
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	CAPO305660
OG0003498	SCHMD19260, SCHMD19261, SCHMD16893	CAPO306898
OG0003501	SCHMD02847, SCHMD02846	CAPO303209
OG0003502	SCHMD05683	CAPO306906
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	CAPO307158
OG0003504	SCHMD16696, SCHMD18314	CAPO304351
OG0003505	SCHMD08229, SCHMD08228	CAPO305207
OG0003508	SCHMD11739, SCHMD00810	CAPO307911
OG0003509	SCHMD12054	CAPO305689
OG0003511	SCHMD10744, SCHMD10745	CAPO307348, CAPO308352
OG0003515	SCHMD16232, SCHMD28533	CAPO307211
OG0003518	SCHMD11707, SCHMD22751, SCHMD09463, SCHMD00610, SCHMD20881, SCHMD13352, SCHMD02761, SCHMD12562, SCHMD25411, SCHMD24856, SCHMD05084	CAPO307641
OG0003519	SCHMD04577	CAPO307608
OG0003522	SCHMD02972	CAPO306659
OG0003523	SCHMD11220, SCHMD11219	CAPO304976
OG0003525	SCHMD26818, SCHMD25303, SCHMD26816	CAPO305089
OG0003528	SCHMD21896, SCHMD26214	CAPO306484
OG0003531	SCHMD02486	CAPO300308
OG0003532	SCHMD04373	CAPO303744
OG0003533	SCHMD29432, SCHMD23787	CAPO301327
OG0003539	SCHMD18718, SCHMD20290	CAPO300449
OG0003543	SCHMD25625, SCHMD07979	CAPO303672
OG0003543	SCHMD01295, SCHMD04172	CAPO301989
OG0003544	SCHMD22197, SCHMD21841	CAPO300418
OG0003550	SCHMD01327	CAPO300137
OG0003551	SCHMD07949	CAPO308286
OG0003552	SCHMD10623, SCHMD08451	CAPO307114
OG0003554	SCHMD11710, SCHMD08877	CAPO301001
OG0003556	SCHMD03452	CAPO302339
OG0003557	SCHMD08732, SCHMD04421	CAPO306086
OG0003561	SCHMD07358	CAPO301198
OG0003562	SCHMD00923	CAPO303388
OG0003563	SCHMD03124, SCHMD16557, SCHMD07863, SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	CAPO300808, CAPO301102
OG0003564	SCHMD19445, SCHMD14913	CAPO300720
OG0003566	SCHMD26756, SCHMD15301	CAPO300164
OG0003567	SCHMD29448, SCHMD14814, SCHMD15008, SCHMD04442	CAPO307296
OG0003568	SCHMD15819	CAPO303992
OG0003570	SCHMD08962	CAPO305849
OG0003573	SCHMD03521	CAPO300904
OG0003577	SCHMD20531, SCHMD22865, SCHMD10650, SCHMD10649	CAPO306764
OG0003578	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593	CAPO307426
