Orthogroup	SCHMD	BRAFL
OG0005762	SCHMD02446	bflo_21722
OG0005763	SCHMD07552	bflo_05350
OG0005764	SCHMD24702	bflo_18818
OG0005765	SCHMD18072, SCHMD07191	bflo_09190
OG0005770	SCHMD08433, SCHMD15883	bflo_13846
OG0005771	SCHMD04988	bflo_06517
OG0005772	SCHMD05049	bflo_17632
OG0005774	SCHMD08709	bflo_27276, bflo_18752
OG0005775	SCHMD29828	bflo_23334
OG0005776	SCHMD03919	bflo_11729
OG0005779	SCHMD09046	bflo_23901
OG0005781	SCHMD12803, SCHMD19512, SCHMD12804	bflo_21690, bflo_21691
OG0005783	SCHMD10823	bflo_08771
OG0005788	SCHMD17492	bflo_16369
OG0005789	SCHMD07616, SCHMD07618	bflo_12587
OG0005790	SCHMD05737, SCHMD05738	bflo_23345
OG0005791	SCHMD25739	bflo_26361
OG0005793	SCHMD01801	bflo_03585
OG0005795	SCHMD07602	bflo_23584
OG0005795	SCHMD13893	bflo_21923
OG0005796	SCHMD07390	bflo_07896, bflo_07580
OG0005797	SCHMD07039	bflo_09997
OG0005799	SCHMD10267	bflo_21046
OG0005800	SCHMD00983	bflo_00199
OG0005801	SCHMD02270	bflo_13115
OG0005802	SCHMD00774	bflo_00311
OG0005803	SCHMD24297, SCHMD20737	bflo_03908
OG0005804	SCHMD08064, SCHMD11360	bflo_06626, bflo_14477
OG0005806	SCHMD15358	bflo_19883
OG0005811	SCHMD09652	bflo_05842
OG0005812	SCHMD11310	bflo_05810
OG0005813	SCHMD26029, SCHMD16035, SCHMD18052	bflo_21199
OG0005814	SCHMD01776	bflo_25361
OG0005815	SCHMD14928, SCHMD17547	bflo_20179
OG0005816	SCHMD28319	bflo_21032
OG0005817	SCHMD05597, SCHMD01856	bflo_21052
OG0005818	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815	bflo_11299
OG0005823	SCHMD08649	bflo_19986
OG0005824	SCHMD01009	bflo_01580
OG0005828	SCHMD21164, SCHMD18882	bflo_19965
OG0005829	SCHMD10491	bflo_04456
OG0005831	SCHMD04560	bflo_22635
OG0005835	SCHMD06972	bflo_02871
OG0005836	SCHMD24405, SCHMD15794, SCHMD14431	bflo_09610
OG0005837	SCHMD28753	bflo_08105
OG0005840	SCHMD07247	bflo_01503
OG0005842	SCHMD15622	bflo_02495
OG0005843	SCHMD06491	bflo_01029
OG0005845	SCHMD05449	bflo_12286
OG0005847	SCHMD07318, SCHMD14907	bflo_08147
OG0005848	SCHMD10194, SCHMD07261	bflo_19264
OG0005849	SCHMD07252	bflo_26582, bflo_00395
OG0005850	SCHMD04093	bflo_26458
OG0005851	SCHMD25831, SCHMD26851	bflo_25343
OG0005852	SCHMD02557	bflo_11415
OG0005853	SCHMD29663, SCHMD04997	bflo_24047
OG0005854	SCHMD19253, SCHMD17372	bflo_13986
OG0005856	SCHMD06135	bflo_25005
OG0005858	SCHMD20485	bflo_22693
OG0005859	SCHMD08568, SCHMD09228	bflo_08018
OG0005860	SCHMD03591	bflo_08367
OG0005863	SCHMD02497	bflo_23015
OG0005864	SCHMD10925	bflo_10798
OG0005865	SCHMD16590, SCHMD23703, SCHMD10054	bflo_23982
OG0005866	SCHMD03734	bflo_17429
OG0005869	SCHMD26507, SCHMD23591	bflo_12796, bflo_12797, bflo_12795
OG0005870	SCHMD09476	bflo_25704
OG0005871	SCHMD00778	bflo_14936
OG0005874	SCHMD05420	bflo_19403
OG0005875	SCHMD00264	bflo_22258
OG0005876	SCHMD17997, SCHMD16591	bflo_11263
OG0005877	SCHMD25314	bflo_25487
OG0005880	SCHMD04126	bflo_11136
OG0005882	SCHMD00272, SCHMD00273	bflo_09927
OG0005883	SCHMD01141	bflo_09148
OG0005886	SCHMD18383	bflo_16494
OG0005887	SCHMD01687	bflo_20064
OG0005888	SCHMD13482	bflo_16587
OG0005889	SCHMD11972	bflo_18198
OG0005890	SCHMD09184, SCHMD12140	bflo_08222
OG0005891	SCHMD26926	bflo_23455
OG0005895	SCHMD12191	bflo_06563
OG0005897	SCHMD08042	bflo_05904
OG0005899	SCHMD12880	bflo_15965
OG0005900	SCHMD03686	bflo_25634
OG0005901	SCHMD15462	bflo_12585
OG0005903	SCHMD00050	bflo_21818
OG0005909	SCHMD20781	bflo_06026
OG0005910	SCHMD09520, SCHMD06408	bflo_21903
OG0005913	SCHMD08000	bflo_14685
OG0005917	SCHMD29553, SCHMD28782	bflo_15892
OG0005918	SCHMD16076, SCHMD19461	bflo_17063
OG0005919	SCHMD24140, SCHMD26763	bflo_15821
OG0005921	SCHMD20283	bflo_08095
OG0005922	SCHMD00392	bflo_12327
OG0005923	SCHMD07170	bflo_21355, bflo_07750
OG0005924	SCHMD07545	bflo_13048
OG0005926	SCHMD04836	bflo_12937
OG0005927	SCHMD05874	bflo_20188
OG0005928	SCHMD22733, SCHMD16359	bflo_24579
OG0005929	SCHMD10353	bflo_26225
OG0005930	SCHMD12780	bflo_05693, bflo_05692, bflo_05694
OG0005932	SCHMD11131, SCHMD00511	bflo_11200
OG0005933	SCHMD09471	bflo_17753, bflo_13146
OG0005935	SCHMD06109	bflo_08717
OG0005936	SCHMD24148, SCHMD16917	bflo_12730
OG0005937	SCHMD13453	bflo_11517
OG0005939	SCHMD09857	bflo_26914, bflo_09179, bflo_10495
OG0005940	SCHMD20079	bflo_14798
OG0005942	SCHMD23166	bflo_20128
OG0005946	SCHMD17764, SCHMD14112	bflo_11046
OG0005947	SCHMD04554	bflo_22452
OG0005948	SCHMD05630	bflo_09534
OG0005949	SCHMD04688	bflo_20580
OG0005950	SCHMD24842	bflo_04373
OG0005952	SCHMD14057	bflo_10378
OG0005955	SCHMD28997	bflo_26910, bflo_08892
OG0005956	SCHMD02817	bflo_15899
OG0005959	SCHMD19013	bflo_06675
OG0005963	SCHMD01826	bflo_24621, bflo_00069
OG0005965	SCHMD08437	bflo_09899
OG0005966	SCHMD21323, SCHMD27755	bflo_23330
OG0005967	SCHMD05472	bflo_23299
OG0005969	SCHMD09557	bflo_10882, bflo_26978
OG0005970	SCHMD01213	bflo_26194
OG0005971	SCHMD02682	bflo_03963
OG0005974	SCHMD07776	bflo_16420
OG0005977	SCHMD05711	bflo_03367
OG0005978	SCHMD07295, SCHMD07297	bflo_00918
OG0005979	SCHMD12835, SCHMD02124	bflo_00392
OG0005982	SCHMD25871, SCHMD22233	bflo_25805
OG0005984	SCHMD15039, SCHMD22394	bflo_26161
OG0005986	SCHMD08044	bflo_22207
OG0005987	SCHMD00944	bflo_21283
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	bflo_04801
OG0005993	SCHMD11427, SCHMD18715	bflo_19203
OG0005995	SCHMD08037	bflo_11807
OG0005998	SCHMD02380, SCHMD09950	bflo_04868
OG0006000	SCHMD01538	bflo_10974
OG0006001	SCHMD09797, SCHMD09796	bflo_03771
OG0006002	SCHMD10400	bflo_10344
OG0006003	SCHMD28801, SCHMD05202	bflo_26268
OG0006005	SCHMD22182, SCHMD08878	bflo_14125
OG0006009	SCHMD19529	bflo_06215
OG0006010	SCHMD15502	bflo_10215
OG0006011	SCHMD19974, SCHMD20066	bflo_20391
OG0006012	SCHMD04480, SCHMD08297, SCHMD18940	bflo_06228
OG0006021	SCHMD03610, SCHMD01661, SCHMD05816	bflo_10780
OG0006062	SCHMD24107	bflo_14204
OG0006063	SCHMD23310, SCHMD03030	bflo_08433
OG0006064	SCHMD10442	bflo_01207
OG0006065	SCHMD02636	bflo_06194
OG0006066	SCHMD10156	bflo_15149, bflo_15301
OG0006069	SCHMD05080	bflo_23059
OG0006070	SCHMD12482, SCHMD20456	bflo_22741
OG0006074	SCHMD10253	bflo_04848
OG0006075	SCHMD09391	bflo_14335
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	bflo_06843
OG0006081	SCHMD03767, SCHMD03768	bflo_09993
OG0006083	SCHMD05588	bflo_11428
OG0006084	SCHMD04050	bflo_11203
OG0006085	SCHMD06820, SCHMD25134	bflo_10467
OG0006087	SCHMD02837	bflo_13279
OG0006094	SCHMD22247	bflo_22057
OG0006095	SCHMD01933	bflo_05909
OG0006097	SCHMD02082	bflo_01181
OG0006098	SCHMD03761	bflo_13460
OG0006099	SCHMD01333, SCHMD00446	bflo_23680
OG0006100	SCHMD13497	bflo_13879, bflo_05233
OG0006101	SCHMD20998, SCHMD13053	bflo_11020
OG0006102	SCHMD05671	bflo_05928
OG0006104	SCHMD02621	bflo_23037
OG0006106	SCHMD07924	bflo_03662, bflo_26297
OG0006108	SCHMD01135	bflo_16412
OG0006111	SCHMD08002	bflo_14276
OG0006112	SCHMD08098	bflo_12940
OG0006113	SCHMD19939, SCHMD12223	bflo_13176
OG0006115	SCHMD11076, SCHMD17247	bflo_18472
OG0006116	SCHMD23071, SCHMD20841	bflo_08257
OG0006118	SCHMD01132	bflo_13945
OG0006119	SCHMD11970	bflo_14075
OG0006120	SCHMD01574	bflo_05359
OG0006121	SCHMD07418	bflo_25317
OG0006122	SCHMD04954	bflo_23070
OG0006123	SCHMD01986	bflo_10167
OG0006124	SCHMD06412	bflo_17542
OG0006125	SCHMD18618	bflo_12138
OG0006127	SCHMD21305	bflo_10573
OG0006128	SCHMD10897	bflo_14557
OG0006129	SCHMD29479, SCHMD20406, SCHMD23249	bflo_18775
OG0006134	SCHMD03678	bflo_13339
OG0006136	SCHMD24287, SCHMD09864	bflo_01637
OG0006137	SCHMD12111, SCHMD06962	bflo_18124
OG0006141	SCHMD14525	bflo_00269
OG0006144	SCHMD00428, SCHMD04861	bflo_21040
OG0006145	SCHMD01605	bflo_25040
OG0006146	SCHMD09246	bflo_07212
OG0006148	SCHMD13560, SCHMD22230	bflo_15811
OG0006152	SCHMD06866	bflo_04414
OG0006153	SCHMD01641	bflo_14168, bflo_15221, bflo_14170
OG0006155	SCHMD16795, SCHMD26962	bflo_07610
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	bflo_21660
OG0006158	SCHMD08900	bflo_09174, bflo_01127
OG0006159	SCHMD22266	bflo_22205
OG0006160	SCHMD05454	bflo_11696
OG0006163	SCHMD15384	bflo_07347
OG0006164	SCHMD06001	bflo_13904
OG0006165	SCHMD04333	bflo_12914
OG0006167	SCHMD07995	bflo_10402
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	bflo_15636
OG0006169	SCHMD23567	bflo_15504
OG0006171	SCHMD11398	bflo_05603
OG0006172	SCHMD10620, SCHMD16388	bflo_13275
OG0006177	SCHMD21293	bflo_02434, bflo_02433, bflo_02197
OG0006180	SCHMD14399, SCHMD04884	bflo_13527
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	bflo_20856
OG0006183	SCHMD11899	bflo_23251
OG0006184	SCHMD09309	bflo_23887
OG0006185	SCHMD16220, SCHMD19381	bflo_05702
OG0006186	SCHMD00394	bflo_06017
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	bflo_05860
OG0006188	SCHMD05423	bflo_26244
OG0006189	SCHMD01559	bflo_22949
OG0006191	SCHMD07313	bflo_06643
OG0006192	SCHMD08338, SCHMD08339	bflo_18864
OG0006199	SCHMD04415, SCHMD04413	bflo_18618
OG0006202	SCHMD08868	bflo_12935
OG0006204	SCHMD16863	bflo_21015
OG0006205	SCHMD14314	bflo_22797
OG0006208	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749	bflo_06603
OG0006209	SCHMD08326, SCHMD23138	bflo_06181
OG0006215	SCHMD09655, SCHMD09656	bflo_25728
OG0006216	SCHMD09510	bflo_23257
OG0006217	SCHMD21927, SCHMD16840	bflo_25027
OG0006219	SCHMD06440	bflo_21739
OG0006220	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957	bflo_00341
OG0006224	SCHMD00469	bflo_24773
OG0006226	SCHMD17067, SCHMD16763	bflo_25780
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	bflo_08958
OG0006229	SCHMD17318, SCHMD23866	bflo_15353
OG0006230	SCHMD02493	bflo_00871
OG0006233	SCHMD06980	bflo_00407
OG0006234	SCHMD13683, SCHMD14118	bflo_26145
OG0006235	SCHMD04538	bflo_04738
OG0006239	SCHMD01406	bflo_12516
OG0006240	SCHMD29814	bflo_11621, bflo_11462
OG0006246	SCHMD00484	bflo_25653
OG0006248	SCHMD12206, SCHMD10060	bflo_10873
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	bflo_21979
OG0006250	SCHMD16390	bflo_10622
OG0006252	SCHMD16745, SCHMD16993	bflo_24544
OG0006253	SCHMD09135	bflo_18151
OG0006254	SCHMD04705	bflo_23376
OG0006258	SCHMD05887	bflo_08012
OG0006259	SCHMD06837	bflo_01572
OG0006260	SCHMD09985, SCHMD17439	bflo_11688
OG0006261	SCHMD24384	bflo_11759
OG0006263	SCHMD00121	bflo_13999
OG0006267	SCHMD03685	bflo_09297
OG0006268	SCHMD06847	bflo_24468
OG0006269	SCHMD04606	bflo_11642
OG0006271	SCHMD07857	bflo_04493
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	bflo_16471
OG0006277	SCHMD24774	bflo_20538, bflo_20530
OG0006279	SCHMD04231	bflo_17537
OG0006280	SCHMD15524, SCHMD19210	bflo_04839
OG0006281	SCHMD02340	bflo_24466
OG0006282	SCHMD08230	bflo_02122, bflo_02747, bflo_08061
OG0006283	SCHMD06325	bflo_00422
OG0006284	SCHMD20607, SCHMD19598	bflo_18235
OG0006285	SCHMD01607, SCHMD01606	bflo_16122
OG0006286	SCHMD01297, SCHMD01298	bflo_18971
OG0006287	SCHMD02771	bflo_08203
OG0006289	SCHMD08039	bflo_11685
OG0006290	SCHMD00955	bflo_24409
OG0006291	SCHMD09043	bflo_14924
OG0006293	SCHMD16297	bflo_20003
OG0006294	SCHMD15450, SCHMD16229	bflo_16221
OG0006295	SCHMD02966	bflo_20106
OG0006297	SCHMD09759	bflo_11455
OG0006298	SCHMD01046, SCHMD24624	bflo_02661
OG0006301	SCHMD09923	bflo_11595
OG0006304	SCHMD06368	bflo_14203
OG0006305	SCHMD12627	bflo_08977
OG0006306	SCHMD12510, SCHMD15396	bflo_17978
OG0006310	SCHMD12354	bflo_03295
OG0006311	SCHMD23312	bflo_19318
OG0006313	SCHMD09169	bflo_07043, bflo_10742
OG0006314	SCHMD08096	bflo_07683
OG0006315	SCHMD05407	bflo_22085
OG0006316	SCHMD26139, SCHMD20052	bflo_25242
OG0006319	SCHMD10541, SCHMD13166	bflo_24488
OG0006321	SCHMD08365	bflo_13034
OG0006322	SCHMD10221	bflo_12481
OG0006323	SCHMD04105	bflo_14271, bflo_14647
OG0006325	SCHMD16004	bflo_16487
OG0006327	SCHMD15773	bflo_00309
OG0006329	SCHMD08342	bflo_09310
OG0006330	SCHMD08411	bflo_06068
OG0006331	SCHMD09182, SCHMD12138	bflo_14428
OG0006332	SCHMD14581	bflo_01909
OG0006334	SCHMD05752, SCHMD05753	bflo_25899
OG0006335	SCHMD11650, SCHMD08469	bflo_26558
OG0006337	SCHMD11987, SCHMD11989	bflo_05655
OG0006340	SCHMD19432	bflo_07116
OG0006341	SCHMD05125	bflo_08361
OG0006344	SCHMD21084, SCHMD09358	bflo_00813
OG0006347	SCHMD07723	bflo_19080
OG0006349	SCHMD05182	bflo_25604
OG0006350	SCHMD09296	bflo_08058
OG0006351	SCHMD06816	bflo_15509
OG0006352	SCHMD07373	bflo_08289
OG0006353	SCHMD10639	bflo_24274
OG0006357	SCHMD03473	bflo_24141
OG0006360	SCHMD08060	bflo_03385, bflo_03153
OG0006362	SCHMD03337	bflo_18189
OG0006363	SCHMD19238	bflo_09433
OG0006364	SCHMD06510, SCHMD06511	bflo_07999
OG0006365	SCHMD14860	bflo_14330
OG0006370	SCHMD28920	bflo_26334
OG0006372	SCHMD07447	bflo_12563
OG0006373	SCHMD11946	bflo_04170, bflo_16947
OG0006375	SCHMD00652	bflo_23851
OG0006376	SCHMD06608	bflo_16217
OG0006377	SCHMD10116	bflo_11135
OG0006378	SCHMD10668, SCHMD11255	bflo_09263
OG0006379	SCHMD18267	bflo_05849
OG0006381	SCHMD24227, SCHMD16114	bflo_11104
OG0006383	SCHMD26033, SCHMD18774	bflo_07440
OG0006386	SCHMD13835, SCHMD19804	bflo_01615
OG0006387	SCHMD14692	bflo_17863
OG0006392	SCHMD15116, SCHMD12579	bflo_17615
OG0006395	SCHMD08199	bflo_06376
OG0006401	SCHMD19581, SCHMD26470	bflo_14726
OG0006402	SCHMD13826, SCHMD09114	bflo_15109
OG0006406	SCHMD27566	bflo_14987
OG0006408	SCHMD11225	bflo_15259
OG0006414	SCHMD18742	bflo_01049
OG0006416	SCHMD03354	bflo_20798, bflo_20796, bflo_15415
OG0006443	SCHMD12255, SCHMD24636, SCHMD25778	bflo_14515
OG0006448	SCHMD18654	bflo_19539
OG0006449	SCHMD06362	bflo_01188
OG0006452	SCHMD23102, SCHMD15046	bflo_12209, bflo_12103
OG0006454	SCHMD07698, SCHMD07699	bflo_20245
OG0006456	SCHMD11711, SCHMD17298, SCHMD12535	bflo_10513
OG0006457	SCHMD16313	bflo_01628
OG0006459	SCHMD21368	bflo_06293
OG0006461	SCHMD19693, SCHMD11861	bflo_11702
OG0006462	SCHMD07729	bflo_23860
OG0006463	SCHMD07130	bflo_02802
OG0006464	SCHMD12787, SCHMD19777	bflo_21869
OG0006465	SCHMD28077, SCHMD07507	bflo_19143
OG0006469	SCHMD02780	bflo_23774
OG0006470	SCHMD16861	bflo_07907
OG0006472	SCHMD23852, SCHMD12162	bflo_25166
OG0006474	SCHMD03155, SCHMD23229, SCHMD24070	bflo_20828
OG0006475	SCHMD12763	bflo_18753
OG0006476	SCHMD29103, SCHMD25388	bflo_15113
OG0006478	SCHMD01744	bflo_25612
OG0006479	SCHMD20030	bflo_24039
OG0006480	SCHMD01088	bflo_00678
OG0006481	SCHMD02855	bflo_06049
OG0006482	SCHMD06492	bflo_20797
OG0006486	SCHMD12934, SCHMD02395	bflo_11432
OG0006488	SCHMD29514, SCHMD21588	bflo_19816
OG0006490	SCHMD00433	bflo_10870, bflo_05896
OG0006494	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967	bflo_21293
OG0006501	SCHMD05406	bflo_17311
OG0006503	SCHMD07908	bflo_21277
OG0006504	SCHMD04702, SCHMD29580	bflo_20826
OG0006505	SCHMD08554, SCHMD08796	bflo_19259
OG0006507	SCHMD22063	bflo_11054
OG0006509	SCHMD13705	bflo_14958
OG0006510	SCHMD11921	bflo_13854
OG0006511	SCHMD03048	bflo_13916
OG0006512	SCHMD12217, SCHMD11205	bflo_23985
OG0006514	SCHMD08264	bflo_14347
OG0006515	SCHMD03249	bflo_11505
OG0006517	SCHMD00950	bflo_24897
OG0006518	SCHMD03959	bflo_18085
OG0006519	SCHMD25528	bflo_22646
OG0006520	SCHMD00155	bflo_14783
OG0006523	SCHMD12246, SCHMD13301	bflo_18015
OG0006525	SCHMD21904	bflo_11570
OG0006526	SCHMD14233	bflo_12927, bflo_12926, bflo_12565
OG0006527	SCHMD10447, SCHMD13054	bflo_23012
OG0006528	SCHMD09670	bflo_02407
OG0006531	SCHMD00423, SCHMD00419	bflo_03959
OG0006532	SCHMD27245	bflo_25565
OG0006533	SCHMD18625	bflo_18102
OG0006536	SCHMD28548	bflo_10319
OG0006537	SCHMD07012	bflo_14316
OG0006538	SCHMD09434	bflo_25710
OG0006540	SCHMD24252, SCHMD19265	bflo_21685
OG0006542	SCHMD07956	bflo_14786
OG0006543	SCHMD05909	bflo_01627, bflo_01968
OG0006544	SCHMD05488	bflo_05615
OG0006545	SCHMD08819	bflo_18669
OG0006546	SCHMD22666, SCHMD26503	bflo_24638
OG0006548	SCHMD28704	bflo_09400
OG0006549	SCHMD07432	bflo_11330
OG0006550	SCHMD05608	bflo_11678
OG0006552	SCHMD16090	bflo_05852
OG0006553	SCHMD03817	bflo_05354
OG0006554	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974	bflo_20165
OG0006556	SCHMD10898, SCHMD08118	bflo_18303
OG0006557	SCHMD15751	bflo_20634
OG0006561	SCHMD07629	bflo_16142
OG0006563	SCHMD08352	bflo_22541
OG0006564	SCHMD15011	bflo_20335
OG0006566	SCHMD10136, SCHMD13813	bflo_23421
OG0006567	SCHMD25728, SCHMD21897	bflo_02287
OG0006570	SCHMD12205, SCHMD05328	bflo_15564
OG0006571	SCHMD00180, SCHMD27487	bflo_06463
OG0006573	SCHMD10554	bflo_20873
OG0006574	SCHMD18201	bflo_05538
OG0006579	SCHMD11335, SCHMD14843	bflo_25912
OG0006583	SCHMD08738	bflo_17843
OG0006586	SCHMD14590	bflo_14224
OG0006590	SCHMD02740	bflo_10285
OG0006593	SCHMD08560	bflo_00243
OG0006594	SCHMD00507	bflo_20278
OG0006595	SCHMD08252	bflo_02350
OG0006596	SCHMD05657	bflo_13930
OG0006597	SCHMD04098	bflo_15494
OG0006598	SCHMD23134	bflo_05586
OG0006599	SCHMD28680	bflo_08682
OG0006600	SCHMD12543, SCHMD20580	bflo_23846
OG0006603	SCHMD13311, SCHMD24906	bflo_14044
OG0006604	SCHMD12610	bflo_20173
OG0006606	SCHMD11990	bflo_18082
OG0006607	SCHMD00025	bflo_05639
OG0006608	SCHMD21063	bflo_21845
OG0006610	SCHMD10412	bflo_23392
OG0006614	SCHMD05476	bflo_25283
OG0006615	SCHMD02189	bflo_21623
OG0006616	SCHMD12397	bflo_22437, bflo_21296
OG0006619	SCHMD14686	bflo_06530
OG0006621	SCHMD06932	bflo_20270
OG0006622	SCHMD16418, SCHMD16456	bflo_21805
OG0006623	SCHMD00154	bflo_23824
OG0006624	SCHMD28658, SCHMD27359	bflo_18996
OG0006626	SCHMD05850	bflo_20620
OG0006628	SCHMD10378	bflo_24042
OG0006630	SCHMD02436	bflo_08331
OG0006631	SCHMD24627, SCHMD24745	bflo_02399
OG0006633	SCHMD06460	bflo_24067, bflo_24065
OG0006636	SCHMD09363	bflo_23809
OG0006637	SCHMD17064, SCHMD26047	bflo_00907
OG0006640	SCHMD09877	bflo_07124
OG0006646	SCHMD10329	bflo_03757
OG0006647	SCHMD12770, SCHMD12371	bflo_13233, bflo_13427
OG0006648	SCHMD13489	bflo_17710
OG0006651	SCHMD07289, SCHMD06082	bflo_17634
OG0006652	SCHMD08119	bflo_20329
OG0006653	SCHMD04276, SCHMD04275	bflo_12918
OG0006655	SCHMD00645	bflo_00135
OG0006656	SCHMD15425	bflo_10486
OG0006658	SCHMD07703, SCHMD19832	bflo_06383
OG0006659	SCHMD00915	bflo_10955
OG0006662	SCHMD11088, SCHMD02344	bflo_01575
OG0006663	SCHMD05461	bflo_14425
OG0006664	SCHMD01212	bflo_15928
OG0006666	SCHMD00843	bflo_09187
OG0006667	SCHMD02023	bflo_26184
OG0006668	SCHMD00035	bflo_14166
OG0006669	SCHMD15456	bflo_25294
OG0006670	SCHMD06283	bflo_16533
OG0006671	SCHMD02649	bflo_24607
OG0006673	SCHMD11139, SCHMD01947	bflo_02561
OG0006674	SCHMD28901	bflo_16575, bflo_16576
OG0006675	SCHMD10065, SCHMD21124	bflo_10555
OG0006677	SCHMD28844	bflo_23397
OG0006678	SCHMD02351	bflo_23848
OG0006680	SCHMD07321, SCHMD04365	bflo_09207
OG0006682	SCHMD13232	bflo_20976
OG0006683	SCHMD12055	bflo_24698
OG0006684	SCHMD03196	bflo_11878
OG0006686	SCHMD05511	bflo_17040, bflo_17043
OG0006688	SCHMD02782	bflo_13298
OG0006689	SCHMD09875, SCHMD00797, SCHMD11694	bflo_02432
OG0006690	SCHMD02600	bflo_11580
OG0006691	SCHMD14621	bflo_19257
OG0006692	SCHMD15336	bflo_02897
OG0006693	SCHMD00589	bflo_07011
OG0006694	SCHMD05629	bflo_18353
OG0006695	SCHMD06025	bflo_14487
OG0006697	SCHMD19994, SCHMD13817, SCHMD29045	bflo_09979
OG0006698	SCHMD12118	bflo_12723
OG0006700	SCHMD29051, SCHMD15433, SCHMD27357	bflo_21306, bflo_27375
OG0006702	SCHMD29672	bflo_01001
OG0006703	SCHMD00739	bflo_01171
OG0006705	SCHMD14770, SCHMD13114	bflo_24434
OG0006706	SCHMD12854	bflo_16963
OG0006707	SCHMD19389	bflo_16382
OG0006708	SCHMD01518	bflo_15553
OG0006709	SCHMD06005	bflo_19084
OG0006712	SCHMD13757	bflo_12812, bflo_12813
OG0006713	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768	bflo_15567
OG0006717	SCHMD09869	bflo_18859
OG0006718	SCHMD28286	bflo_10197
OG0006720	SCHMD15330, SCHMD18737	bflo_14691
OG0006721	SCHMD06116	bflo_06291
OG0006722	SCHMD18971, SCHMD24284	bflo_25547
OG0006723	SCHMD12671	bflo_24515
OG0006725	SCHMD15226	bflo_11101
OG0006726	SCHMD22403	bflo_05430
OG0006727	SCHMD01781	bflo_00991
OG0006728	SCHMD09693	bflo_04467
OG0006729	SCHMD09997, SCHMD07849	bflo_26172
OG0006730	SCHMD15242	bflo_03962
OG0006733	SCHMD02938	bflo_12538
OG0006734	SCHMD13149, SCHMD15306	bflo_16972
OG0006735	SCHMD23549, SCHMD18150, SCHMD22619	bflo_07008
OG0006736	SCHMD11091	bflo_13100
OG0006737	SCHMD05655	bflo_14048
OG0006741	SCHMD21104, SCHMD16448	bflo_11667
OG0006742	SCHMD14364	bflo_14418
OG0006743	SCHMD06609	bflo_00682
OG0006749	SCHMD17570, SCHMD17569	bflo_14082
OG0006750	SCHMD04443, SCHMD17273, SCHMD07663	bflo_01070
OG0006752	SCHMD12442	bflo_14648
OG0006753	SCHMD08285	bflo_09892
OG0006754	SCHMD13342	bflo_13351
OG0006755	SCHMD10228	bflo_14829
OG0006757	SCHMD08426	bflo_24956
OG0006758	SCHMD05008, SCHMD10024	bflo_00186
OG0006761	SCHMD13526	bflo_15513, bflo_27154
OG0006764	SCHMD22289	bflo_11734, bflo_11479
OG0006766	SCHMD07248	bflo_18339
OG0006768	SCHMD03977	bflo_18488
OG0006772	SCHMD01476	bflo_10630
OG0006776	SCHMD10792	bflo_18625
OG0006777	SCHMD08214	bflo_17793, bflo_19104
OG0006780	SCHMD13525, SCHMD14457	bflo_04849
OG0006791	SCHMD15752	bflo_10577
OG0006826	SCHMD05426	bflo_15514
OG0006829	SCHMD18846	bflo_10123
OG0006830	SCHMD01740	bflo_20502
OG0006833	SCHMD25705, SCHMD22029	bflo_13923
OG0006835	SCHMD11727, SCHMD11726	bflo_18063
OG0006839	SCHMD11239	bflo_07483
OG0006842	SCHMD07853	bflo_26032
OG0006843	SCHMD10166	bflo_05656
OG0006844	SCHMD10998	bflo_02086
OG0006846	SCHMD24471	bflo_05424
OG0006847	SCHMD10920	bflo_20417
OG0006848	SCHMD15273, SCHMD24879	bflo_07388
OG0006851	SCHMD13891, SCHMD10310	bflo_08893
OG0006856	SCHMD03115	bflo_08265
OG0006857	SCHMD03719	bflo_22461
OG0006858	SCHMD17672	bflo_22306
OG0006860	SCHMD14888, SCHMD01768	bflo_13831
OG0006862	SCHMD08954	bflo_07506
OG0006864	SCHMD09900	bflo_14254
OG0006867	SCHMD19722	bflo_17074
OG0006871	SCHMD19715	bflo_21815
OG0006874	SCHMD00242	bflo_23619
OG0006875	SCHMD14340	bflo_24959
OG0006876	SCHMD01180	bflo_25862
OG0006877	SCHMD28894, SCHMD14652	bflo_07384
OG0006878	SCHMD07673	bflo_25700, bflo_25466
OG0006881	SCHMD13107	bflo_14289
OG0006882	SCHMD08215	bflo_13224
OG0006883	SCHMD04789	bflo_17686
OG0006886	SCHMD04628	bflo_18390
OG0006887	SCHMD02004	bflo_19380
OG0006889	SCHMD19490	bflo_13410
OG0006890	SCHMD09977	bflo_10189
