Orthogroup	SCHMD	ORYLA
OG0005261	SCHMD17094, SCHMD16953	ORYLA11692
OG0005262	SCHMD09724, SCHMD09723	ORYLA15627
OG0005264	SCHMD21690	ORYLA02104
OG0005267	SCHMD05485, SCHMD21413	ORYLA04749
OG0005268	SCHMD03385	ORYLA12321
OG0005269	SCHMD02017	ORYLA14049
OG0005270	SCHMD22449	ORYLA01053
OG0005273	SCHMD04729	ORYLA03955
OG0005274	SCHMD14072	ORYLA10171
OG0005275	SCHMD11538, SCHMD09516, SCHMD09517	ORYLA20144, ORYLA13858
OG0005276	SCHMD12186	ORYLA12515
OG0005279	SCHMD21196, SCHMD21859	ORYLA14589
OG0005281	SCHMD01191	ORYLA07644
OG0005285	SCHMD04425	ORYLA17829
OG0005286	SCHMD06916	ORYLA04336
OG0005287	SCHMD00449	ORYLA01734
OG0005288	SCHMD14045, SCHMD19865, SCHMD28895	ORYLA19295
OG0005289	SCHMD11517, SCHMD17216	ORYLA01671
OG0005292	SCHMD02918	ORYLA19232
OG0005293	SCHMD14041	ORYLA03348
OG0005294	SCHMD09577	ORYLA17819
OG0005297	SCHMD29786	ORYLA06699
OG0005298	SCHMD16478, SCHMD05913	ORYLA14873
OG0005300	SCHMD22874	ORYLA11163
OG0005301	SCHMD24349, SCHMD27045	ORYLA17964
OG0005303	SCHMD07747	ORYLA11141
OG0005304	SCHMD18268, SCHMD22012	ORYLA02588
OG0005305	SCHMD25033	ORYLA15851
OG0005310	SCHMD05781, SCHMD04067	ORYLA07747
OG0005312	SCHMD13402	ORYLA14065
OG0005313	SCHMD09402, SCHMD21501, SCHMD22614, SCHMD06165, SCHMD03789	ORYLA06252
OG0005314	SCHMD13878	ORYLA20091
OG0005315	SCHMD15422, SCHMD12090	ORYLA06885
OG0005316	SCHMD03895, SCHMD05450, SCHMD18694, SCHMD21757, SCHMD25791, SCHMD18477, SCHMD16578	ORYLA07012
OG0005317	SCHMD24584, SCHMD06634	ORYLA09419
OG0005318	SCHMD08168	ORYLA18364, ORYLA18363
OG0005319	SCHMD01713	ORYLA04663
OG0005321	SCHMD07438	ORYLA04704
OG0005323	SCHMD20703	ORYLA17504
OG0005325	SCHMD07836	ORYLA07254
OG0005326	SCHMD00873	ORYLA04496, ORYLA08940, ORYLA08941
OG0005328	SCHMD12840	ORYLA11292
OG0005359	SCHMD19907	ORYLA10991
OG0005360	SCHMD13883	ORYLA18657
OG0005365	SCHMD03138	ORYLA00389
OG0005366	SCHMD02625	ORYLA04350
OG0005370	SCHMD11713	ORYLA14176
OG0005371	SCHMD13317	ORYLA17689
OG0005372	SCHMD05505	ORYLA06545
OG0005374	SCHMD27055	ORYLA11740
OG0005375	SCHMD23930, SCHMD07733	ORYLA16500
OG0005378	SCHMD25676, SCHMD25677, SCHMD12112	ORYLA20177
OG0005379	SCHMD03111	ORYLA16702
OG0005383	SCHMD03478	ORYLA09205
OG0005385	SCHMD05272	ORYLA03458
OG0005386	SCHMD16075	ORYLA18232
OG0005388	SCHMD22965, SCHMD17417, SCHMD16679, SCHMD13426	ORYLA13163
OG0005389	SCHMD24422, SCHMD26623	ORYLA04454
OG0005390	SCHMD07965	ORYLA13255
OG0005394	SCHMD09419, SCHMD10527	ORYLA01678
OG0005396	SCHMD28360, SCHMD11764, SCHMD09312	ORYLA09039
OG0005400	SCHMD06513	ORYLA09000
OG0005402	SCHMD01184	ORYLA03644
OG0005403	SCHMD27451, SCHMD20254	ORYLA14816
OG0005406	SCHMD01895, SCHMD10279	ORYLA02019, ORYLA03127
OG0005407	SCHMD05574	ORYLA00752
OG0005409	SCHMD03070	ORYLA15254
OG0005410	SCHMD11409, SCHMD11410	ORYLA02218
OG0005413	SCHMD03567	ORYLA18627, ORYLA18628
OG0005415	SCHMD16007	ORYLA03105
OG0005417	SCHMD00898	ORYLA16933
OG0005419	SCHMD17988	ORYLA13673
OG0005422	SCHMD11485	ORYLA00193
OG0005423	SCHMD05183	ORYLA00166, ORYLA01471, ORYLA09515, ORYLA01397
OG0005426	SCHMD19613, SCHMD11852	ORYLA11106, ORYLA15022, ORYLA20428
OG0005427	SCHMD06342	ORYLA16384
OG0005430	SCHMD03862	ORYLA12398
OG0005431	SCHMD19048	ORYLA05407
OG0005432	SCHMD12333, SCHMD11358	ORYLA04013, ORYLA03261
OG0005433	SCHMD02774	ORYLA02482, ORYLA17419
OG0005434	SCHMD10947	ORYLA15326
OG0005435	SCHMD14136	ORYLA08560
OG0005436	SCHMD06865	ORYLA14980
OG0005437	SCHMD23677, SCHMD26948	ORYLA07537, ORYLA07536
OG0005439	SCHMD12556	ORYLA11780
OG0005440	SCHMD22467, SCHMD20169	ORYLA06870
OG0005441	SCHMD15407	ORYLA05390
OG0005442	SCHMD20068	ORYLA14354
OG0005443	SCHMD02729, SCHMD02728	ORYLA11746, ORYLA11844
OG0005444	SCHMD01490, SCHMD12620	ORYLA09095, ORYLA06498, ORYLA11737
OG0005445	SCHMD12973, SCHMD27880	ORYLA05469, ORYLA01554
OG0005446	SCHMD03912, SCHMD04431	ORYLA11516
OG0005448	SCHMD02156, SCHMD08498, SCHMD08499	ORYLA17477
OG0005449	SCHMD27768, SCHMD25656, SCHMD14880, SCHMD28697	ORYLA16791
OG0005450	SCHMD01978	ORYLA04299
OG0005451	SCHMD18931	ORYLA07063
OG0005452	SCHMD13827, SCHMD09318	ORYLA14801
OG0005453	SCHMD04502	ORYLA04485
OG0005454	SCHMD10968, SCHMD10969	ORYLA03583
OG0005455	SCHMD16604	ORYLA09253
OG0005460	SCHMD29125	ORYLA08999
OG0005462	SCHMD23988, SCHMD09428	ORYLA17192
OG0005464	SCHMD09632, SCHMD22634	ORYLA12835
OG0005465	SCHMD16366, SCHMD08907, SCHMD16365	ORYLA10420
OG0005466	SCHMD10972	ORYLA13757
OG0005468	SCHMD06356	ORYLA06255
OG0005469	SCHMD25678	ORYLA10970
OG0005470	SCHMD00405	ORYLA01384
OG0005471	SCHMD09088	ORYLA03452
OG0005474	SCHMD08436	ORYLA19917
OG0005475	SCHMD16923, SCHMD14366, SCHMD27066	ORYLA15452, ORYLA15451
OG0005476	SCHMD22714, SCHMD28208	ORYLA19518
OG0005477	SCHMD11327, SCHMD11326	ORYLA02993
OG0005479	SCHMD12305	ORYLA12294
OG0005481	SCHMD02765	ORYLA01247
OG0005482	SCHMD03117	ORYLA03008
OG0005483	SCHMD19171	ORYLA13515
OG0005486	SCHMD06308, SCHMD07820	ORYLA02555
OG0005487	SCHMD07720, SCHMD07721	ORYLA09657
OG0005488	SCHMD00795	ORYLA02291
OG0005490	SCHMD06570	ORYLA06693
OG0005491	SCHMD02400, SCHMD01109	ORYLA02523
OG0005493	SCHMD12670	ORYLA10439
OG0005495	SCHMD07327	ORYLA04132
OG0005499	SCHMD09102, SCHMD11466, SCHMD05063	ORYLA17379
OG0005500	SCHMD03248, SCHMD03247	ORYLA13890
OG0005502	SCHMD02196	ORYLA06930, ORYLA20469
OG0005503	SCHMD18082, SCHMD10352	ORYLA05386
OG0005504	SCHMD22943, SCHMD16672, SCHMD20938	ORYLA03502
OG0005508	SCHMD24609	ORYLA02123
OG0005509	SCHMD18235	ORYLA01964
OG0005514	SCHMD07379	ORYLA19582
OG0005517	SCHMD04227	ORYLA14384, ORYLA08842
OG0005520	SCHMD03910, SCHMD19272, SCHMD19544, SCHMD03909	ORYLA10875
OG0005522	SCHMD10063	ORYLA02434
OG0005523	SCHMD26643, SCHMD21426	ORYLA12911
OG0005524	SCHMD06781	ORYLA18393
OG0005525	SCHMD03055	ORYLA08095
OG0005527	SCHMD04109	ORYLA14629, ORYLA10945
OG0005529	SCHMD00457	ORYLA19223
OG0005532	SCHMD20423, SCHMD27192, SCHMD21158, SCHMD24764	ORYLA12556
OG0005533	SCHMD00593	ORYLA15088
OG0005534	SCHMD12378	ORYLA03728
OG0005536	SCHMD08816	ORYLA18564
OG0005537	SCHMD12765	ORYLA01980
OG0005539	SCHMD05501, SCHMD05502	ORYLA02050
OG0005542	SCHMD10197	ORYLA17808, ORYLA05283
OG0005545	SCHMD09667	ORYLA14533
OG0005546	SCHMD22923	ORYLA08323, ORYLA16662, ORYLA16728
OG0005554	SCHMD05734	ORYLA12388
OG0005556	SCHMD10870, SCHMD18170	ORYLA12069
OG0005560	SCHMD09834, SCHMD09833	ORYLA14278
OG0005562	SCHMD14801, SCHMD19132	ORYLA04125
OG0005563	SCHMD12379	ORYLA09992
OG0005564	SCHMD20152, SCHMD14971	ORYLA02457
OG0005565	SCHMD16708, SCHMD23869	ORYLA16458
OG0005566	SCHMD17800	ORYLA17974, ORYLA02685
OG0005569	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087	ORYLA14847
OG0005570	SCHMD09421, SCHMD03639	ORYLA09366, ORYLA08749
OG0005572	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142	ORYLA08784
OG0005573	SCHMD02930	ORYLA14840
OG0005575	SCHMD29678	ORYLA07924
OG0005576	SCHMD07029, SCHMD07030	ORYLA09579
OG0005580	SCHMD13326	ORYLA10325
OG0005581	SCHMD04114	ORYLA00865
OG0005582	SCHMD14269	ORYLA10241
OG0005588	SCHMD14537	ORYLA18649
OG0005589	SCHMD00570	ORYLA09870
OG0005590	SCHMD15965	ORYLA08684
OG0005592	SCHMD29641, SCHMD06507	ORYLA16597
OG0005594	SCHMD01628	ORYLA05359
OG0005596	SCHMD05215	ORYLA11964
OG0005597	SCHMD15948, SCHMD15508	ORYLA12279
OG0005598	SCHMD28546, SCHMD03623	ORYLA14645
OG0005599	SCHMD02438	ORYLA13854
OG0005600	SCHMD16041	ORYLA16033
OG0005603	SCHMD19668, SCHMD21236, SCHMD25008	ORYLA07341
OG0005604	SCHMD13641, SCHMD16141	ORYLA08546
OG0005605	SCHMD17079	ORYLA19011
OG0005609	SCHMD10661, SCHMD10660	ORYLA12137
OG0005610	SCHMD05436, SCHMD09492	ORYLA01244, ORYLA04278
OG0005611	SCHMD22528, SCHMD19557	ORYLA16851
OG0005613	SCHMD01673	ORYLA04705, ORYLA00127
OG0005615	SCHMD24965, SCHMD20148	ORYLA10994
OG0005617	SCHMD04518	ORYLA13237, ORYLA02749
OG0005618	SCHMD19841	ORYLA02960
OG0005620	SCHMD00996	ORYLA11087
OG0005621	SCHMD08358, SCHMD08356, SCHMD08355	ORYLA10189
OG0005622	SCHMD09799	ORYLA11349
OG0005623	SCHMD04874	ORYLA05069
OG0005625	SCHMD01610	ORYLA14474
OG0005626	SCHMD07068	ORYLA03603
OG0005627	SCHMD08756	ORYLA00779
OG0005629	SCHMD09552	ORYLA20125
OG0005630	SCHMD01646	ORYLA00441, ORYLA07220
OG0005633	SCHMD07099	ORYLA10109
OG0005634	SCHMD20586	ORYLA02889, ORYLA17840
OG0005636	SCHMD19328, SCHMD18481	ORYLA12123
OG0005637	SCHMD23112	ORYLA09613
OG0005639	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579	ORYLA11914
OG0005642	SCHMD13411	ORYLA13774, ORYLA14167
OG0005643	SCHMD13075	ORYLA13841, ORYLA13840
OG0005644	SCHMD04718	ORYLA03977, ORYLA03459
OG0005645	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665	ORYLA19943
OG0005649	SCHMD08195, SCHMD22964	ORYLA20074
OG0005652	SCHMD16380, SCHMD06971	ORYLA14413
OG0005656	SCHMD27371	ORYLA10723
OG0005681	SCHMD11619	ORYLA04888
OG0005685	SCHMD11471	ORYLA10800
OG0005690	SCHMD02487	ORYLA06115
OG0005692	SCHMD02679	ORYLA08643, ORYLA09530
OG0005696	SCHMD00584	ORYLA12255
OG0005697	SCHMD05677	ORYLA18939
OG0005701	SCHMD02012	ORYLA05083
OG0005702	SCHMD14141	ORYLA03576
OG0005707	SCHMD05853	ORYLA06810, ORYLA13030
OG0005712	SCHMD07067	ORYLA18989
OG0005714	SCHMD01804	ORYLA02729
OG0005715	SCHMD12420, SCHMD17206	ORYLA17805
OG0005721	SCHMD19295, SCHMD23759, SCHMD06424	ORYLA04577
OG0005723	SCHMD06963	ORYLA15901
OG0005724	SCHMD16415, SCHMD22314	ORYLA04176
OG0005725	SCHMD15122, SCHMD20635	ORYLA07793
OG0005727	SCHMD10634, SCHMD08590	ORYLA17541
OG0005728	SCHMD03714	ORYLA14263
OG0005729	SCHMD24969	ORYLA11545
OG0005732	SCHMD29400, SCHMD29134	ORYLA00704, ORYLA00703
OG0005733	SCHMD03723	ORYLA08056
OG0005734	SCHMD02857	ORYLA15387, ORYLA20126
OG0005737	SCHMD03849	ORYLA05474, ORYLA05475, ORYLA05473
OG0005744	SCHMD03440, SCHMD17406	ORYLA05679
OG0005746	SCHMD18087	ORYLA00433
OG0005749	SCHMD01444, SCHMD00011	ORYLA20160
OG0005750	SCHMD13471, SCHMD16445	ORYLA01346
OG0005754	SCHMD05805, SCHMD05804	ORYLA16213
OG0005757	SCHMD07565	ORYLA05641
OG0005758	SCHMD02273	ORYLA03344
OG0005761	SCHMD17717	ORYLA17928
OG0005762	SCHMD02446	ORYLA12918
OG0005763	SCHMD07552	ORYLA18058
OG0005764	SCHMD24702	ORYLA05922
OG0005765	SCHMD18072, SCHMD07191	ORYLA05068
OG0005767	SCHMD06640, SCHMD22984, SCHMD09841	ORYLA08905
OG0005770	SCHMD08433, SCHMD15883	ORYLA15198
OG0005771	SCHMD04988	ORYLA01975
OG0005774	SCHMD08709	ORYLA15970
OG0005775	SCHMD29828	ORYLA07737
OG0005776	SCHMD03919	ORYLA05092
OG0005779	SCHMD09046	ORYLA17816
OG0005783	SCHMD10823	ORYLA14100
OG0005788	SCHMD17492	ORYLA15415
OG0005789	SCHMD07616, SCHMD07618	ORYLA12435
OG0005790	SCHMD05737, SCHMD05738	ORYLA05159
OG0005793	SCHMD01801	ORYLA07054
OG0005795	SCHMD13893	ORYLA17869
OG0005796	SCHMD07390	ORYLA17559
OG0005797	SCHMD07039	ORYLA18216
OG0005799	SCHMD10266, SCHMD10268, SCHMD10267	ORYLA01072
OG0005800	SCHMD00983	ORYLA01809
OG0005801	SCHMD02270	ORYLA20361
OG0005802	SCHMD00774	ORYLA09753
OG0005803	SCHMD20737	ORYLA09410
OG0005804	SCHMD08064, SCHMD11360	ORYLA12290, ORYLA06566
OG0005806	SCHMD15358	ORYLA17922
OG0005807	SCHMD05422	ORYLA01224
OG0005811	SCHMD09652	ORYLA11574
OG0005812	SCHMD11310	ORYLA01100
OG0005813	SCHMD26029, SCHMD16035, SCHMD18052	ORYLA17924
OG0005814	SCHMD01776	ORYLA02975
OG0005815	SCHMD14928, SCHMD17547	ORYLA02282
OG0005816	SCHMD28319	ORYLA17256, ORYLA15374
OG0005817	SCHMD05597, SCHMD01856	ORYLA02525
OG0005818	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815	ORYLA15368
OG0005823	SCHMD08649	ORYLA04103
OG0005824	SCHMD01009	ORYLA12812
OG0005828	SCHMD21164, SCHMD18882	ORYLA17775, ORYLA18417
OG0005829	SCHMD10491	ORYLA11889
OG0005831	SCHMD04560	ORYLA19768
OG0005835	SCHMD06972	ORYLA15968
OG0005836	SCHMD24405, SCHMD15794, SCHMD14431	ORYLA02705
OG0005837	SCHMD28753	ORYLA17100
OG0005840	SCHMD07247	ORYLA04946
OG0005842	SCHMD15622	ORYLA13693
OG0005843	SCHMD06491	ORYLA06467
OG0005845	SCHMD05449	ORYLA03266
OG0005847	SCHMD14907	ORYLA11529
OG0005848	SCHMD10194, SCHMD07261	ORYLA16342
OG0005849	SCHMD07252	ORYLA09685
OG0005850	SCHMD04093	ORYLA13872
OG0005851	SCHMD25831, SCHMD26851	ORYLA13639
OG0005852	SCHMD02557	ORYLA15830
OG0005853	SCHMD29663, SCHMD04997	ORYLA10472, ORYLA11336
OG0005854	SCHMD19253, SCHMD17372	ORYLA15268
OG0005858	SCHMD20485	ORYLA17612
OG0005859	SCHMD09228	ORYLA17362
OG0005860	SCHMD03591	ORYLA17529
OG0005863	SCHMD02497	ORYLA16762
OG0005864	SCHMD10925	ORYLA02335, ORYLA02336
OG0005865	SCHMD16590, SCHMD23703, SCHMD10054	ORYLA18711
OG0005866	SCHMD03734	ORYLA10406
OG0005869	SCHMD26507, SCHMD23591	ORYLA14537
OG0005870	SCHMD09476	ORYLA06800
OG0005874	SCHMD05420	ORYLA08436, ORYLA08808
OG0005875	SCHMD00264	ORYLA03096
OG0005876	SCHMD17997, SCHMD16591	ORYLA13721
OG0005877	SCHMD25314	ORYLA12771
OG0005880	SCHMD04126	ORYLA20156
OG0005883	SCHMD01141	ORYLA18088
OG0005884	SCHMD11959, SCHMD17761	ORYLA11455
OG0005886	SCHMD18383	ORYLA10508
OG0005887	SCHMD01687	ORYLA04540
OG0005888	SCHMD13482	ORYLA16571
OG0005889	SCHMD11972	ORYLA07548
OG0005890	SCHMD09184, SCHMD12140	ORYLA11535
OG0005891	SCHMD26926	ORYLA00806
OG0005895	SCHMD12191	ORYLA04519
OG0005897	SCHMD08042	ORYLA19507
OG0005899	SCHMD12882, SCHMD12880	ORYLA16594
OG0005900	SCHMD03686	ORYLA06266
OG0005901	SCHMD15462	ORYLA15179
OG0005903	SCHMD00050	ORYLA03025
OG0005909	SCHMD20781	ORYLA13661
OG0005913	SCHMD08000	ORYLA03195
OG0005918	SCHMD16076, SCHMD19461	ORYLA06801
OG0005919	SCHMD24140, SCHMD26763	ORYLA06790
OG0005921	SCHMD20283	ORYLA03161
OG0005922	SCHMD00392	ORYLA14270
OG0005923	SCHMD07170	ORYLA07288, ORYLA07289
OG0005924	SCHMD07545	ORYLA10431
OG0005926	SCHMD04836	ORYLA06535
OG0005927	SCHMD05874	ORYLA18549, ORYLA18257
OG0005928	SCHMD22733, SCHMD16359	ORYLA13174
OG0005929	SCHMD10353, SCHMD25481, SCHMD18026	ORYLA17102
OG0005930	SCHMD12780	ORYLA02382
OG0005932	SCHMD11131, SCHMD00511	ORYLA15050
OG0005933	SCHMD09471	ORYLA04204
OG0005936	SCHMD24148, SCHMD16917	ORYLA00036
OG0005937	SCHMD13453	ORYLA15356
OG0005939	SCHMD09857	ORYLA14676
OG0005940	SCHMD20079	ORYLA11953
OG0005942	SCHMD23166	ORYLA20255
OG0005946	SCHMD17764, SCHMD14112	ORYLA16047
OG0005947	SCHMD04554	ORYLA04618
OG0005948	SCHMD05630	ORYLA05016, ORYLA08210
OG0005949	SCHMD04688	ORYLA17627
OG0005952	SCHMD14057	ORYLA17339
OG0005955	SCHMD28997	ORYLA17735
OG0005959	SCHMD19013	ORYLA01636
OG0005965	SCHMD08437	ORYLA00501
OG0005966	SCHMD21323, SCHMD27755	ORYLA16765
OG0005967	SCHMD05472	ORYLA16334, ORYLA16335, ORYLA16336
OG0005969	SCHMD09557	ORYLA05253
OG0005970	SCHMD01213	ORYLA12936
OG0005973	SCHMD13962	ORYLA10086
OG0005974	SCHMD07776	ORYLA12871
OG0005977	SCHMD05710, SCHMD05711	ORYLA11110
OG0005978	SCHMD07295, SCHMD07297	ORYLA18813
OG0005982	SCHMD25871, SCHMD22233	ORYLA02398
OG0005984	SCHMD15039, SCHMD22394	ORYLA02487
OG0005986	SCHMD08044	ORYLA07662
OG0005987	SCHMD00944	ORYLA04335
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	ORYLA14612, ORYLA14611
OG0005993	SCHMD11427, SCHMD18715	ORYLA15988
OG0005994	SCHMD29551, SCHMD27858	ORYLA02349, ORYLA17460, ORYLA06764
OG0005995	SCHMD08037	ORYLA05250
OG0005998	SCHMD02380, SCHMD09950	ORYLA02760
OG0006000	SCHMD01538	ORYLA11444
OG0006001	SCHMD09797, SCHMD09796	ORYLA14912
OG0006002	SCHMD03942	ORYLA11186
OG0006003	SCHMD28801, SCHMD05202	ORYLA00268
OG0006005	SCHMD22182, SCHMD08878	ORYLA04614
OG0006009	SCHMD19529	ORYLA19597, ORYLA18623
OG0006010	SCHMD15502	ORYLA01122
OG0006011	SCHMD19974, SCHMD20066	ORYLA04360
OG0006012	SCHMD04480, SCHMD08297, SCHMD18940	ORYLA12331
OG0006021	SCHMD03610, SCHMD01661, SCHMD05816	ORYLA10174, ORYLA11667, ORYLA04349, ORYLA01068
OG0006031	SCHMD16657	ORYLA12601
OG0006062	SCHMD24107	ORYLA16708
OG0006063	SCHMD23310, SCHMD03030	ORYLA03877
OG0006064	SCHMD10442	ORYLA04445
OG0006066	SCHMD10156	ORYLA09975
OG0006070	SCHMD12482, SCHMD20456	ORYLA00067
OG0006074	SCHMD10253	ORYLA11388
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	ORYLA15110
OG0006083	SCHMD05588	ORYLA20342
OG0006084	SCHMD04050	ORYLA00533
OG0006085	SCHMD06820, SCHMD25134	ORYLA15317
OG0006087	SCHMD02837	ORYLA07572
OG0006094	SCHMD00777, SCHMD21575	ORYLA03339
OG0006095	SCHMD01933	ORYLA00577
OG0006097	SCHMD02082	ORYLA08979
OG0006098	SCHMD03761	ORYLA08847
OG0006099	SCHMD01333, SCHMD00446	ORYLA07739, ORYLA07738, ORYLA16995
OG0006100	SCHMD13497	ORYLA15271
OG0006102	SCHMD05671	ORYLA14108
OG0006104	SCHMD02621	ORYLA19385
OG0006106	SCHMD07924	ORYLA08883, ORYLA08882
OG0006108	SCHMD01135	ORYLA05895
OG0006111	SCHMD08002	ORYLA04074, ORYLA03212
OG0006112	SCHMD08098	ORYLA15289
OG0006113	SCHMD19939, SCHMD12223	ORYLA07029
OG0006115	SCHMD11076, SCHMD17247	ORYLA11548
OG0006118	SCHMD01132	ORYLA18840, ORYLA05452
OG0006119	SCHMD11970	ORYLA20488
OG0006120	SCHMD01574	ORYLA10724
OG0006121	SCHMD07418	ORYLA19436
OG0006122	SCHMD04954	ORYLA08367
OG0006123	SCHMD01986	ORYLA20495
OG0006124	SCHMD06412	ORYLA11506
OG0006125	SCHMD18618	ORYLA09691
OG0006127	SCHMD21305	ORYLA15251
OG0006128	SCHMD10897	ORYLA15261
OG0006134	SCHMD03678	ORYLA05638
OG0006136	SCHMD24287, SCHMD09864	ORYLA09430
OG0006137	SCHMD12111, SCHMD06962	ORYLA02042
OG0006141	SCHMD14525	ORYLA12129
OG0006144	SCHMD00428, SCHMD04861	ORYLA07543
OG0006145	SCHMD01605	ORYLA20229
OG0006146	SCHMD09246	ORYLA05029
OG0006148	SCHMD13560, SCHMD22230	ORYLA02358
OG0006152	SCHMD06866	ORYLA11733
OG0006153	SCHMD01641	ORYLA20426
OG0006155	SCHMD16795, SCHMD26962	ORYLA06089
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	ORYLA00926
OG0006158	SCHMD08900	ORYLA10442
OG0006159	SCHMD16929	ORYLA19154
OG0006159	SCHMD22266	ORYLA19153
OG0006160	SCHMD05454	ORYLA19637
OG0006163	SCHMD15384	ORYLA14800, ORYLA12332
OG0006164	SCHMD06001	ORYLA19800
OG0006165	SCHMD04333, SCHMD04332	ORYLA20003
OG0006167	SCHMD07995	ORYLA07176, ORYLA00415
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	ORYLA16569
OG0006171	SCHMD11398	ORYLA02054
OG0006172	SCHMD10620, SCHMD16388	ORYLA10481
OG0006177	SCHMD21293	ORYLA12090
OG0006180	SCHMD14399, SCHMD04884	ORYLA06973
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	ORYLA03672
OG0006183	SCHMD11899	ORYLA16825
OG0006184	SCHMD09309	ORYLA00792
OG0006185	SCHMD16220, SCHMD19381	ORYLA06316
OG0006186	SCHMD00394	ORYLA13046
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	ORYLA18889
OG0006188	SCHMD05423	ORYLA20449
OG0006189	SCHMD01559	ORYLA17086, ORYLA00060
OG0006191	SCHMD07313	ORYLA17482
OG0006192	SCHMD08338	ORYLA04658
OG0006196	SCHMD07676	ORYLA03362
OG0006198	SCHMD06672, SCHMD06669, SCHMD06670	ORYLA05262
OG0006199	SCHMD04415, SCHMD04413	ORYLA07760
OG0006202	SCHMD08868	ORYLA06744
OG0006204	SCHMD16863	ORYLA07934
OG0006205	SCHMD14314	ORYLA19412
OG0006209	SCHMD08326, SCHMD23138	ORYLA18078
OG0006215	SCHMD09655	ORYLA08889
OG0006216	SCHMD09510	ORYLA19823
OG0006217	SCHMD21927, SCHMD16840	ORYLA13873, ORYLA13874
OG0006219	SCHMD06440	ORYLA13291
OG0006220	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957	ORYLA18843
OG0006221	SCHMD00700	ORYLA05707, ORYLA16392, ORYLA07903
OG0006224	SCHMD00469	ORYLA15635
OG0006226	SCHMD17067, SCHMD16763	ORYLA02359
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	ORYLA17980
OG0006229	SCHMD17318, SCHMD23866	ORYLA00480
OG0006230	SCHMD02493	ORYLA20084
OG0006233	SCHMD06980	ORYLA13531
OG0006234	SCHMD13683, SCHMD14118	ORYLA13453
OG0006235	SCHMD04538	ORYLA14597
OG0006240	SCHMD29814	ORYLA20183
OG0006246	SCHMD00484	ORYLA02819
OG0006247	SCHMD22174	ORYLA14475
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	ORYLA07428
OG0006250	SCHMD16390	ORYLA01481
OG0006252	SCHMD16745, SCHMD16993	ORYLA05842
OG0006253	SCHMD09135	ORYLA12949
OG0006254	SCHMD04705	ORYLA01467
OG0006258	SCHMD05887	ORYLA02984
OG0006259	SCHMD06837	ORYLA13353
OG0006260	SCHMD09985, SCHMD17439	ORYLA18938
OG0006261	SCHMD24384	ORYLA11026, ORYLA14160
OG0006263	SCHMD00121	ORYLA09051
OG0006267	SCHMD03685	ORYLA02355
OG0006268	SCHMD06847	ORYLA16048
OG0006269	SCHMD04606	ORYLA19375
OG0006271	SCHMD07857	ORYLA08585
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	ORYLA10683
OG0006277	SCHMD24774	ORYLA03972, ORYLA03476
OG0006279	SCHMD04231	ORYLA09965
OG0006280	SCHMD15524, SCHMD19210	ORYLA11567
OG0006281	SCHMD02340	ORYLA20123
OG0006282	SCHMD08230	ORYLA13164
OG0006283	SCHMD06325	ORYLA09291
OG0006284	SCHMD20607, SCHMD19598	ORYLA09690
OG0006285	SCHMD01607, SCHMD01606	ORYLA17251
OG0006286	SCHMD01297, SCHMD01298	ORYLA07043
OG0006289	SCHMD08039	ORYLA14057, ORYLA16007
OG0006290	SCHMD00955	ORYLA16144
OG0006291	SCHMD09043	ORYLA13632
OG0006294	SCHMD15450, SCHMD16229	ORYLA11427
OG0006295	SCHMD02966	ORYLA20007
OG0006297	SCHMD09759	ORYLA13740
OG0006298	SCHMD01046, SCHMD24624	ORYLA16187
OG0006301	SCHMD09923	ORYLA10259
OG0006304	SCHMD06368	ORYLA10170, ORYLA11894
OG0006305	SCHMD12627	ORYLA00895, ORYLA00418
OG0006306	SCHMD12510, SCHMD15396	ORYLA05428
OG0006311	SCHMD23312	ORYLA14691
OG0006313	SCHMD09169	ORYLA18940
OG0006314	SCHMD08096	ORYLA09968
OG0006315	SCHMD05407	ORYLA04829
OG0006321	SCHMD08365	ORYLA12059
OG0006322	SCHMD10221	ORYLA20137
OG0006323	SCHMD04105	ORYLA08641
OG0006327	SCHMD15773	ORYLA19841
OG0006329	SCHMD08342	ORYLA17793
OG0006330	SCHMD08411	ORYLA12144
OG0006331	SCHMD09182, SCHMD12138	ORYLA03044
OG0006332	SCHMD14581	ORYLA12489
OG0006334	SCHMD05752	ORYLA00853
OG0006335	SCHMD11650, SCHMD08469	ORYLA13756
OG0006340	SCHMD19432	ORYLA05277
OG0006341	SCHMD05125	ORYLA17094
