Orthogroup	SCHMD	APOSC_ok
OG0005928	SCHMD22733, SCHMD16359	APOSC_09087
OG0005929	SCHMD10353	APOSC_04039
OG0005930	SCHMD12780	APOSC_11297
OG0005932	SCHMD11131, SCHMD00511	APOSC_11918
OG0005933	SCHMD09471	APOSC_05031
OG0005935	SCHMD06109	APOSC_03566, APOSC_03568, APOSC_03567
OG0005936	SCHMD24148, SCHMD16917	APOSC_03027, APOSC_16898
OG0005937	SCHMD13453	APOSC_28255
OG0005939	SCHMD09857	APOSC_10255
OG0005940	SCHMD20079	APOSC_18203
OG0005942	SCHMD23166	APOSC_14200
OG0005946	SCHMD17764, SCHMD14112	APOSC_07072
OG0005947	SCHMD04554	APOSC_24373, APOSC_24956
OG0005948	SCHMD05630	APOSC_02754
OG0005949	SCHMD04688	APOSC_10473
OG0005950	SCHMD24842	APOSC_24602
OG0005952	SCHMD14057	APOSC_12678
OG0005955	SCHMD28997	APOSC_03332
OG0005956	SCHMD02817	APOSC_04472
OG0005959	SCHMD19013	APOSC_12990
OG0005963	SCHMD01826	APOSC_15197
OG0005965	SCHMD08437	APOSC_24080
OG0005966	SCHMD21323, SCHMD27755	APOSC_06823
OG0005967	SCHMD05472	APOSC_28428
OG0005969	SCHMD09557	APOSC_23668
OG0005970	SCHMD01213	APOSC_16656
OG0005971	SCHMD02682	APOSC_19489
OG0005973	SCHMD13962	APOSC_15072
OG0005974	SCHMD07776	APOSC_03829
OG0005977	SCHMD05711	APOSC_21684
OG0005978	SCHMD07295, SCHMD07297	APOSC_08116, APOSC_08115
OG0005979	SCHMD12835, SCHMD02124	APOSC_09892
OG0005982	SCHMD25871, SCHMD22233	APOSC_12060
OG0005984	SCHMD15039, SCHMD22394	APOSC_26001, APOSC_26002
OG0005986	SCHMD08044	APOSC_21852
OG0005987	SCHMD00944	APOSC_01066
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	APOSC_14635
OG0005993	SCHMD11427, SCHMD18715	APOSC_18888
OG0005994	SCHMD29551, SCHMD27858	APOSC_20937
OG0005995	SCHMD08037	APOSC_13878
OG0005998	SCHMD02380, SCHMD09950	APOSC_10776
OG0006000	SCHMD01538	APOSC_12077
OG0006001	SCHMD09797	APOSC_15895
OG0006002	SCHMD03942	APOSC_13869
OG0006003	SCHMD28801, SCHMD05202	APOSC_25976
OG0006005	SCHMD22182, SCHMD08878	APOSC_18550, APOSC_12391
OG0006009	SCHMD19529	APOSC_00850, APOSC_00851
OG0006010	SCHMD15502	APOSC_17125
OG0006011	SCHMD19974, SCHMD20066	APOSC_06335
OG0006012	SCHMD04480, SCHMD08297, SCHMD18940	APOSC_05086, APOSC_05087
OG0006062	SCHMD23812	APOSC_01581
OG0006062	SCHMD24107	APOSC_08657
OG0006063	SCHMD23310, SCHMD03030	APOSC_25055
OG0006064	SCHMD10442	APOSC_16645
OG0006065	SCHMD02636	APOSC_24770
OG0006066	SCHMD10156	APOSC_00456
OG0006070	SCHMD12482, SCHMD20456	APOSC_27385
OG0006074	SCHMD10253	APOSC_26778
OG0006075	SCHMD09391	APOSC_28510
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	APOSC_12851
OG0006081	SCHMD03767, SCHMD03768	APOSC_04732
OG0006083	SCHMD05588	APOSC_17176
OG0006084	SCHMD04050	APOSC_16434
OG0006085	SCHMD06820, SCHMD25134	APOSC_28275
OG0006087	SCHMD02837	APOSC_27471, APOSC_15292
OG0006094	SCHMD22247	APOSC_02557
OG0006095	SCHMD01933	APOSC_05048
OG0006097	SCHMD02082	APOSC_05185
OG0006098	SCHMD03761	APOSC_25956
OG0006099	SCHMD01333, SCHMD00446	APOSC_20927
OG0006100	SCHMD13497	APOSC_17808
OG0006101	SCHMD20998, SCHMD13053	APOSC_22145
OG0006102	SCHMD05671	APOSC_22067
OG0006104	SCHMD02621	APOSC_09268, APOSC_06210, APOSC_19494
OG0006106	SCHMD07924	APOSC_06595
OG0006108	SCHMD01135	APOSC_15898
OG0006111	SCHMD08002	APOSC_03391
OG0006112	SCHMD08098	APOSC_24403
OG0006113	SCHMD19939, SCHMD12223	APOSC_26235
OG0006115	SCHMD11076, SCHMD17247	APOSC_09124
OG0006116	SCHMD23071, SCHMD20841	APOSC_26592
OG0006118	SCHMD01132	APOSC_07828
OG0006119	SCHMD11970	APOSC_11399
OG0006120	SCHMD01574	APOSC_20718
OG0006121	SCHMD07418	APOSC_27870
OG0006122	SCHMD04954	APOSC_16541
OG0006123	SCHMD01986	APOSC_12556
OG0006124	SCHMD06412	APOSC_22257
OG0006125	SCHMD18618	APOSC_04763
OG0006127	SCHMD21305	APOSC_15621
OG0006128	SCHMD10897	APOSC_06200
OG0006129	SCHMD29479, SCHMD20406, SCHMD23249	APOSC_02978
OG0006134	SCHMD03678	APOSC_24225
OG0006136	SCHMD24287, SCHMD09864	APOSC_19976
OG0006137	SCHMD12111, SCHMD06962	APOSC_12184
OG0006141	SCHMD14525	APOSC_21752, APOSC_05712
OG0006144	SCHMD00428, SCHMD04861	APOSC_11441
OG0006145	SCHMD01605	APOSC_09691
OG0006146	SCHMD09246	APOSC_20265
OG0006148	SCHMD13560, SCHMD22230	APOSC_19000
OG0006152	SCHMD06866	APOSC_28211
OG0006153	SCHMD01641	APOSC_25551
OG0006155	SCHMD16795, SCHMD26962	APOSC_02722
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	APOSC_24618
OG0006158	SCHMD08900	APOSC_27578
OG0006159	SCHMD22266	APOSC_15246
OG0006160	SCHMD05454	APOSC_05551
OG0006163	SCHMD15384	APOSC_12748
OG0006164	SCHMD06001	APOSC_18639
OG0006165	SCHMD04333	APOSC_18182
OG0006167	SCHMD07995	APOSC_09956, APOSC_09955
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	APOSC_24765
OG0006169	SCHMD23567	APOSC_09033
OG0006171	SCHMD11398	APOSC_15964
OG0006177	SCHMD21293	APOSC_12821
OG0006178	SCHMD24387	APOSC_17549
OG0006180	SCHMD14399, SCHMD04884	APOSC_03152
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	APOSC_03481
OG0006183	SCHMD11899	APOSC_19486
OG0006184	SCHMD09309	APOSC_12695
OG0006185	SCHMD16220, SCHMD19381	APOSC_09138
OG0006186	SCHMD00394	APOSC_20197
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	APOSC_02281
OG0006188	SCHMD05423	APOSC_16452
OG0006189	SCHMD01559	APOSC_22882
OG0006191	SCHMD07313	APOSC_13840
OG0006192	SCHMD08338, SCHMD08339	APOSC_15421
OG0006199	SCHMD04415, SCHMD04413	APOSC_27250
OG0006202	SCHMD08868	APOSC_24490
OG0006204	SCHMD16863	APOSC_17513
OG0006205	SCHMD14314	APOSC_06222
OG0006208	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749	APOSC_00172
OG0006209	SCHMD08326, SCHMD23138	APOSC_02034
OG0006216	SCHMD09510	APOSC_06952
OG0006217	SCHMD21927, SCHMD16840	APOSC_18136, APOSC_18135, APOSC_27262
OG0006219	SCHMD06440	APOSC_04016, APOSC_04015
OG0006220	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957	APOSC_19990
OG0006224	SCHMD09262, SCHMD00470	APOSC_19657
OG0006224	SCHMD00469	APOSC_26870
OG0006226	SCHMD17067, SCHMD16763	APOSC_17729
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	APOSC_13147, APOSC_13146
OG0006229	SCHMD17318, SCHMD23866	APOSC_01024, APOSC_01023
OG0006230	SCHMD02493	APOSC_07027, APOSC_19352
OG0006232	SCHMD02032	APOSC_24357
OG0006233	SCHMD06980	APOSC_15042
OG0006234	SCHMD13683, SCHMD14118	APOSC_21894
OG0006235	SCHMD04538	APOSC_24879
OG0006239	SCHMD01406	APOSC_06762
OG0006240	SCHMD29814	APOSC_04652
OG0006246	SCHMD00484	APOSC_07736, APOSC_07735
OG0006247	SCHMD22174	APOSC_13444, APOSC_13445, APOSC_13443
OG0006248	SCHMD12206, SCHMD10060	APOSC_05903
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	APOSC_25692
OG0006250	SCHMD16390	APOSC_27267
OG0006252	SCHMD16745, SCHMD16993	APOSC_17057
OG0006253	SCHMD09135	APOSC_15972, APOSC_15973, APOSC_15971
OG0006254	SCHMD04705, SCHMD29411	APOSC_09754
OG0006258	SCHMD05887	APOSC_28143
OG0006259	SCHMD06837	APOSC_27968, APOSC_27967
OG0006260	SCHMD09985, SCHMD17439	APOSC_09774
OG0006261	SCHMD24384	APOSC_06934
OG0006263	SCHMD00121	APOSC_28291
OG0006267	SCHMD03685	APOSC_20000
OG0006268	SCHMD06847	APOSC_23154
OG0006269	SCHMD04607	APOSC_18341, APOSC_18340
OG0006271	SCHMD07857	APOSC_01767
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	APOSC_03010
OG0006277	SCHMD24774	APOSC_18887
OG0006279	SCHMD04231	APOSC_21488
OG0006280	SCHMD15524, SCHMD19210	APOSC_05701
OG0006281	SCHMD02340	APOSC_16932
OG0006282	SCHMD08230	APOSC_20699
OG0006283	SCHMD06325	APOSC_21898
OG0006284	SCHMD20607, SCHMD19598	APOSC_17077
OG0006285	SCHMD01607, SCHMD01606	APOSC_26526
OG0006286	SCHMD01297, SCHMD01298	APOSC_10357
OG0006287	SCHMD02772, SCHMD02771	APOSC_17884
OG0006289	SCHMD08039	APOSC_23398
OG0006290	SCHMD00955	APOSC_09719, APOSC_09720
OG0006291	SCHMD09043	APOSC_15695
OG0006293	SCHMD16297	APOSC_21478
OG0006294	SCHMD15450, SCHMD16229	APOSC_25798
OG0006295	SCHMD02966	APOSC_27816
OG0006297	SCHMD09759	APOSC_06137
OG0006298	SCHMD01046, SCHMD24624	APOSC_23078, APOSC_21654
OG0006301	SCHMD09923	APOSC_14170
OG0006304	SCHMD06368	APOSC_04870, APOSC_04871
OG0006305	SCHMD12627	APOSC_09305, APOSC_09304
OG0006306	SCHMD12510, SCHMD15396	APOSC_16571
OG0006309	SCHMD24369, SCHMD08923	APOSC_08275
OG0006310	SCHMD12354	APOSC_07796
OG0006311	SCHMD23312	APOSC_19031, APOSC_19032
OG0006313	SCHMD09169	APOSC_11157
OG0006314	SCHMD08096	APOSC_03446
OG0006315	SCHMD05407	APOSC_16530
OG0006316	SCHMD26139, SCHMD20052	APOSC_01457
OG0006319	SCHMD10541, SCHMD13166	APOSC_13656
OG0006321	SCHMD08365	APOSC_04793
OG0006322	SCHMD10221	APOSC_03517
OG0006323	SCHMD04105	APOSC_18189
OG0006325	SCHMD16004	APOSC_20822
OG0006327	SCHMD15773	APOSC_09302
OG0006329	SCHMD08342	APOSC_06676
OG0006330	SCHMD08411	APOSC_11664, APOSC_11665
OG0006331	SCHMD09182, SCHMD12138	APOSC_22141
OG0006332	SCHMD14581	APOSC_06680
OG0006334	SCHMD05752, SCHMD05753	APOSC_14348
OG0006335	SCHMD11650, SCHMD08469	APOSC_16776
OG0006337	SCHMD11989	APOSC_16182
OG0006340	SCHMD19432	APOSC_01676
OG0006341	SCHMD05125	APOSC_00352
OG0006344	SCHMD21084, SCHMD09358	APOSC_26452
OG0006347	SCHMD07723	APOSC_17743
OG0006349	SCHMD05182	APOSC_09628
OG0006350	SCHMD09296	APOSC_11362
OG0006351	SCHMD06816	APOSC_20662
OG0006352	SCHMD07373	APOSC_28135
OG0006353	SCHMD10639	APOSC_03902
OG0006360	SCHMD08060	APOSC_03655
OG0006362	SCHMD03337	APOSC_25966
OG0006363	SCHMD19238	APOSC_11350
OG0006364	SCHMD06510, SCHMD06511	APOSC_10348
OG0006365	SCHMD14860	APOSC_17335
OG0006370	SCHMD28920	APOSC_08924, APOSC_08925
OG0006372	SCHMD07447	APOSC_14360
OG0006373	SCHMD11946	APOSC_12191
OG0006375	SCHMD00652	APOSC_05177
OG0006376	SCHMD06608	APOSC_08625
OG0006377	SCHMD10116	APOSC_05358
OG0006378	SCHMD10668, SCHMD11255	APOSC_20942
OG0006379	SCHMD18267	APOSC_27898
OG0006381	SCHMD24227, SCHMD16114	APOSC_07173
OG0006383	SCHMD26033, SCHMD18774	APOSC_28852
OG0006386	SCHMD13835, SCHMD19804	APOSC_07212
OG0006392	SCHMD15116, SCHMD12579	APOSC_00974
OG0006395	SCHMD08199	APOSC_21447
OG0006401	SCHMD19581, SCHMD26470	APOSC_10571
OG0006402	SCHMD13826, SCHMD09114	APOSC_15840
OG0006406	SCHMD27566	APOSC_05139
OG0006408	SCHMD11225	APOSC_19771
OG0006443	SCHMD12255, SCHMD24636, SCHMD25778	APOSC_25767
OG0006448	SCHMD18654	APOSC_02936
OG0006449	SCHMD06362	APOSC_19909, APOSC_19908, APOSC_27290
OG0006452	SCHMD23102, SCHMD15046	APOSC_15838
OG0006454	SCHMD07698, SCHMD07699	APOSC_28104
OG0006456	SCHMD11711, SCHMD17298, SCHMD12535	APOSC_07276
OG0006457	SCHMD16313	APOSC_22597
OG0006459	SCHMD21368	APOSC_25637
OG0006461	SCHMD19693, SCHMD11861	APOSC_16902, APOSC_16903
OG0006463	SCHMD07130	APOSC_17852
OG0006464	SCHMD12787, SCHMD19777	APOSC_09006
OG0006465	SCHMD28077, SCHMD07507	APOSC_06897
OG0006467	SCHMD04209	APOSC_24310, APOSC_24309
OG0006469	SCHMD02780	APOSC_18314, APOSC_18315
OG0006470	SCHMD16861	APOSC_18031
OG0006472	SCHMD23852, SCHMD12162	APOSC_14649
OG0006474	SCHMD03155, SCHMD23229, SCHMD24070	APOSC_26113
OG0006475	SCHMD12763	APOSC_05034
OG0006476	SCHMD29103, SCHMD25388	APOSC_08315
OG0006479	SCHMD20030	APOSC_10681
OG0006480	SCHMD01088	APOSC_03945
OG0006481	SCHMD02855	APOSC_03150
OG0006482	SCHMD06492	APOSC_21043
OG0006486	SCHMD12934, SCHMD02395	APOSC_15012
OG0006488	SCHMD29514, SCHMD21588	APOSC_12358
OG0006490	SCHMD00433	APOSC_24017
OG0006494	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967	APOSC_07778
OG0006501	SCHMD05406	APOSC_00765
OG0006503	SCHMD07908	APOSC_27770
OG0006504	SCHMD04702, SCHMD29580	APOSC_01156
OG0006505	SCHMD08554, SCHMD08796	APOSC_20445
OG0006507	SCHMD22063	APOSC_16527
OG0006509	SCHMD13705	APOSC_22187
OG0006510	SCHMD11921	APOSC_01079
OG0006511	SCHMD03048	APOSC_10649, APOSC_18848
OG0006512	SCHMD12217, SCHMD11205	APOSC_27881
OG0006514	SCHMD08264	APOSC_05533
OG0006515	SCHMD03249	APOSC_16228, APOSC_16229
OG0006517	SCHMD00950	APOSC_09680
OG0006518	SCHMD03959	APOSC_02599, APOSC_02598
OG0006519	SCHMD25528	APOSC_12765
OG0006520	SCHMD00155	APOSC_12169
OG0006521	SCHMD14196	APOSC_22438, APOSC_15138
OG0006523	SCHMD12246, SCHMD13301	APOSC_06060, APOSC_05538
OG0006525	SCHMD21904	APOSC_25884
OG0006526	SCHMD14233	APOSC_01306
OG0006527	SCHMD10447, SCHMD13054	APOSC_15642
OG0006528	SCHMD09670	APOSC_05534
OG0006531	SCHMD00423, SCHMD00419	APOSC_19373
OG0006532	SCHMD27245	APOSC_03775
OG0006533	SCHMD18625	APOSC_27947
OG0006536	SCHMD28548	APOSC_01707
OG0006537	SCHMD07012	APOSC_27228, APOSC_27227, APOSC_19643
OG0006538	SCHMD09434	APOSC_00849
OG0006540	SCHMD24252, SCHMD19265	APOSC_23072
OG0006542	SCHMD07956	APOSC_24422
OG0006543	SCHMD05909	APOSC_13261
OG0006544	SCHMD05488	APOSC_04216
OG0006545	SCHMD08819	APOSC_13229
OG0006546	SCHMD22666, SCHMD26503	APOSC_11101, APOSC_11100
OG0006547	SCHMD01454	APOSC_22551, APOSC_12567, APOSC_12568, APOSC_12569
OG0006548	SCHMD28704	APOSC_03509
OG0006549	SCHMD07432	APOSC_12936
OG0006550	SCHMD05608	APOSC_07594
OG0006552	SCHMD16090	APOSC_20548, APOSC_11862
OG0006553	SCHMD03817	APOSC_01403
OG0006554	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974	APOSC_03164
OG0006556	SCHMD10898, SCHMD08118	APOSC_06362
OG0006557	SCHMD15751	APOSC_21049
OG0006561	SCHMD07629	APOSC_07744
OG0006563	SCHMD08352	APOSC_01550, APOSC_01549
OG0006564	SCHMD15011	APOSC_26209
OG0006566	SCHMD10136, SCHMD13813	APOSC_05704
OG0006567	SCHMD25728, SCHMD21897	APOSC_28410
OG0006571	SCHMD00180, SCHMD27487	APOSC_10825
OG0006573	SCHMD10554	APOSC_11659
OG0006574	SCHMD18201	APOSC_04366
OG0006579	SCHMD11335, SCHMD14843	APOSC_03156
OG0006583	SCHMD08738	APOSC_16840
OG0006586	SCHMD14590	APOSC_27380
OG0006588	SCHMD29130	APOSC_13782
OG0006590	SCHMD02740	APOSC_02109
OG0006593	SCHMD08560	APOSC_08283
OG0006594	SCHMD00507	APOSC_06372
OG0006595	SCHMD08252	APOSC_28606, APOSC_03725
OG0006596	SCHMD05657	APOSC_02900
OG0006597	SCHMD04098	APOSC_00355
OG0006598	SCHMD23134	APOSC_24420
OG0006599	SCHMD28680	APOSC_09671
OG0006600	SCHMD12543, SCHMD20580	APOSC_03012
OG0006603	SCHMD13311, SCHMD24906	APOSC_23879, APOSC_23880
OG0006604	SCHMD12610	APOSC_04100
OG0006606	SCHMD11990	APOSC_24910
OG0006607	SCHMD00025	APOSC_27888
OG0006608	SCHMD21063	APOSC_19691
OG0006610	SCHMD10412	APOSC_01833
OG0006614	SCHMD05476	APOSC_05907
OG0006615	SCHMD02189	APOSC_14961
OG0006616	SCHMD12397	APOSC_28056
OG0006619	SCHMD14686	APOSC_15031
OG0006621	SCHMD06932	APOSC_06277
OG0006622	SCHMD16418, SCHMD16456	APOSC_23407
OG0006623	SCHMD00154	APOSC_06502, APOSC_06503
OG0006624	SCHMD28658, SCHMD27359	APOSC_20035
OG0006626	SCHMD05850	APOSC_22608
OG0006628	SCHMD10378	APOSC_24051
OG0006630	SCHMD02436	APOSC_23460, APOSC_21363
OG0006631	SCHMD24627, SCHMD24745	APOSC_15797
OG0006632	SCHMD11914, SCHMD18633	APOSC_25276
OG0006633	SCHMD06460	APOSC_11289
OG0006636	SCHMD09363	APOSC_04041, APOSC_04040
OG0006637	SCHMD17064, SCHMD26047	APOSC_20385
OG0006640	SCHMD09877	APOSC_13996, APOSC_20915
OG0006646	SCHMD10329	APOSC_04284, APOSC_27020
OG0006647	SCHMD12770, SCHMD12371	APOSC_00971
OG0006648	SCHMD13489, SCHMD23341	APOSC_16882
OG0006651	SCHMD07289, SCHMD06082	APOSC_19150
OG0006653	SCHMD04276, SCHMD04275	APOSC_25952
OG0006655	SCHMD00645	APOSC_27832, APOSC_27831
OG0006656	SCHMD15425	APOSC_02190
OG0006658	SCHMD07703, SCHMD19832	APOSC_17811
OG0006659	SCHMD06470, SCHMD00081, SCHMD27592, SCHMD16161, SCHMD29346, SCHMD03106, SCHMD00915	APOSC_16628
OG0006662	SCHMD11088, SCHMD02344	APOSC_06587
OG0006663	SCHMD05461	APOSC_11568, APOSC_04731
OG0006664	SCHMD01212	APOSC_16959
OG0006666	SCHMD00843	APOSC_28091
OG0006667	SCHMD02023	APOSC_10610
OG0006668	SCHMD00035	APOSC_04760
OG0006669	SCHMD15456	APOSC_27486
OG0006670	SCHMD06283	APOSC_28849
OG0006671	SCHMD02649	APOSC_05278, APOSC_22046
OG0006673	SCHMD11139, SCHMD01947	APOSC_13958
OG0006675	SCHMD10065, SCHMD21124	APOSC_23095
OG0006677	SCHMD28844	APOSC_18451
OG0006678	SCHMD02351	APOSC_25310, APOSC_13342
OG0006680	SCHMD07321, SCHMD04365	APOSC_07702
OG0006682	SCHMD01820	APOSC_14262
OG0006682	SCHMD13232	APOSC_06757, APOSC_05163
OG0006683	SCHMD12055	APOSC_06938, APOSC_06937
OG0006684	SCHMD03196	APOSC_09053, APOSC_06226
OG0006686	SCHMD05511	APOSC_03178
OG0006688	SCHMD02782	APOSC_28132
OG0006689	SCHMD09875, SCHMD00797, SCHMD11694	APOSC_21490
OG0006690	SCHMD02600	APOSC_28918
OG0006691	SCHMD14621	APOSC_16914
OG0006692	SCHMD15336	APOSC_04233
OG0006693	SCHMD00589	APOSC_28629
OG0006694	SCHMD05629	APOSC_06064
OG0006695	SCHMD06025	APOSC_25904
OG0006697	SCHMD19994, SCHMD13817, SCHMD29045	APOSC_05032
OG0006698	SCHMD12118	APOSC_28657
OG0006700	SCHMD29051, SCHMD15433, SCHMD27357	APOSC_16359
OG0006702	SCHMD29672	APOSC_04633
OG0006703	SCHMD00739	APOSC_20561
OG0006705	SCHMD14770, SCHMD13114	APOSC_03745, APOSC_04954
OG0006706	SCHMD12854	APOSC_18731
OG0006707	SCHMD19389	APOSC_25256
OG0006708	SCHMD01518	APOSC_05756, APOSC_21947
OG0006709	SCHMD06005	APOSC_14577
OG0006712	SCHMD13757	APOSC_01301
OG0006713	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768	APOSC_13866
OG0006717	SCHMD09869	APOSC_08108
OG0006718	SCHMD01411	APOSC_20388
OG0006718	SCHMD28286	APOSC_20387
OG0006720	SCHMD15330, SCHMD18737	APOSC_05336
OG0006721	SCHMD06116	APOSC_11479
OG0006722	SCHMD18971, SCHMD24284	APOSC_10310
OG0006723	SCHMD12671	APOSC_03820, APOSC_03821
OG0006725	SCHMD15226	APOSC_19453
OG0006726	SCHMD22403	APOSC_18316
OG0006727	SCHMD01781	APOSC_26994
OG0006728	SCHMD09693	APOSC_22576
OG0006729	SCHMD09997, SCHMD07849	APOSC_06113
OG0006730	SCHMD15242	APOSC_09155
OG0006733	SCHMD02938	APOSC_04981
OG0006734	SCHMD13149, SCHMD15306	APOSC_19244
OG0006735	SCHMD23549, SCHMD18150, SCHMD22619	APOSC_21826
OG0006736	SCHMD17556	APOSC_13551
OG0006736	SCHMD11091	APOSC_20253, APOSC_00501
OG0006737	SCHMD05655	APOSC_01534
OG0006741	SCHMD21104, SCHMD16448	APOSC_03216
OG0006742	SCHMD14364	APOSC_08953
OG0006743	SCHMD06609	APOSC_15027
OG0006749	SCHMD17570, SCHMD17569	APOSC_14278
OG0006750	SCHMD04443, SCHMD17273, SCHMD07663	APOSC_11672
OG0006752	SCHMD12442	APOSC_28200
OG0006753	SCHMD08285	APOSC_20682, APOSC_20681
OG0006754	SCHMD13342	APOSC_11821
OG0006755	SCHMD10228	APOSC_14956
OG0006757	SCHMD08426	APOSC_18094
OG0006758	SCHMD05008, SCHMD10024	APOSC_29158, APOSC_15760, APOSC_03449
OG0006761	SCHMD13526	APOSC_03290
OG0006764	SCHMD22289	APOSC_20869
OG0006766	SCHMD07248	APOSC_27131
OG0006768	SCHMD03977	APOSC_13809
OG0006772	SCHMD01476	APOSC_25051
OG0006776	SCHMD10792	APOSC_16675
OG0006777	SCHMD08214	APOSC_08802
OG0006780	SCHMD13525, SCHMD14457	APOSC_20477
OG0006826	SCHMD05426	APOSC_05008
OG0006829	SCHMD18846	APOSC_16030
OG0006830	SCHMD01740	APOSC_00845
OG0006833	SCHMD25705, SCHMD22029	APOSC_22162
OG0006842	SCHMD07853	APOSC_06507
OG0006843	SCHMD10166	APOSC_14144
OG0006844	SCHMD10998	APOSC_11535
OG0006846	SCHMD24471	APOSC_05736, APOSC_05737
OG0006847	SCHMD10920	APOSC_15685
OG0006848	SCHMD15273, SCHMD24879	APOSC_26271
OG0006851	SCHMD13891, SCHMD10310	APOSC_24551
OG0006853	SCHMD21179	APOSC_07789, APOSC_07790, APOSC_07788
OG0006856	SCHMD03115	APOSC_28793
OG0006857	SCHMD03719	APOSC_12395
OG0006858	SCHMD17672	APOSC_28453
OG0006860	SCHMD14888, SCHMD01768	APOSC_01094
OG0006862	SCHMD08954	APOSC_00866
OG0006864	SCHMD09900	APOSC_16067
OG0006867	SCHMD19722	APOSC_11115
OG0006871	SCHMD19715, SCHMD07906	APOSC_01977
OG0006874	SCHMD00242	APOSC_11485
OG0006875	SCHMD14340	APOSC_10381
OG0006876	SCHMD01180	APOSC_18254
OG0006877	SCHMD28894, SCHMD14652	APOSC_18293
OG0006878	SCHMD07673	APOSC_01773
OG0006881	SCHMD13107	APOSC_09150
OG0006882	SCHMD08215	APOSC_06091
OG0006883	SCHMD04789	APOSC_17580, APOSC_17579
OG0006886	SCHMD04628	APOSC_04387
OG0006887	SCHMD02004	APOSC_00826, APOSC_11505
OG0006889	SCHMD19490	APOSC_17662, APOSC_23087, APOSC_03839, APOSC_09552
OG0006890	SCHMD09977	APOSC_27999
OG0006891	SCHMD16311	APOSC_00967
OG0006892	SCHMD06736, SCHMD03941	APOSC_26125
OG0006894	SCHMD08244	APOSC_04510
OG0006895	SCHMD25533, SCHMD25532	APOSC_20287
OG0006897	SCHMD14554	APOSC_06582
OG0006900	SCHMD12706, SCHMD20696, SCHMD15238	APOSC_15970
OG0006901	SCHMD00150	APOSC_25494
OG0006902	SCHMD09576	APOSC_16017
OG0006906	SCHMD01345	APOSC_00341
OG0006908	SCHMD13404	APOSC_26806, APOSC_26807
OG0006909	SCHMD08896, SCHMD03475	APOSC_00946
OG0006914	SCHMD02005	APOSC_17323
OG0006915	SCHMD17740	APOSC_26464
OG0006917	SCHMD15444, SCHMD23496	APOSC_21814, APOSC_21813
OG0006918	SCHMD02128	APOSC_20144, APOSC_14855
OG0006919	SCHMD04163	APOSC_28693
OG0006920	SCHMD07640	APOSC_14677
OG0006921	SCHMD00179	APOSC_26990
OG0006923	SCHMD18989, SCHMD10987	APOSC_09975
OG0006924	SCHMD07270	APOSC_17355
OG0006926	SCHMD18025, SCHMD24077	APOSC_23235
OG0006927	SCHMD05483	APOSC_12997
OG0006928	SCHMD24085	APOSC_13798
OG0006931	SCHMD09823	APOSC_23620, APOSC_23621, APOSC_23622
OG0006934	SCHMD02940	APOSC_15892
OG0006937	SCHMD07394	APOSC_10533
OG0006938	SCHMD13105	APOSC_02071
OG0006939	SCHMD19736, SCHMD17847	APOSC_21829
OG0006941	SCHMD11956, SCHMD22092	APOSC_07180
OG0006942	SCHMD05106	APOSC_15674
OG0006945	SCHMD20350, SCHMD21540	APOSC_28020
OG0006946	SCHMD03034	APOSC_14039
OG0006948	SCHMD10039	APOSC_06730
OG0006949	SCHMD04433	APOSC_17697, APOSC_14331
OG0006951	SCHMD04285	APOSC_23643
OG0006952	SCHMD00571	APOSC_15791
OG0006954	SCHMD05444	APOSC_10218
OG0006955	SCHMD01359	APOSC_17210
OG0006956	SCHMD03205	APOSC_19164
OG0006957	SCHMD21016, SCHMD16664	APOSC_00100
OG0006958	SCHMD10483	APOSC_25823
OG0006959	SCHMD14675, SCHMD12735	APOSC_20494
OG0006960	SCHMD15792, SCHMD13924	APOSC_19583
OG0006962	SCHMD02602	APOSC_03262, APOSC_03263
OG0006964	SCHMD05582, SCHMD05580	APOSC_10222
OG0006965	SCHMD16583, SCHMD28209	APOSC_18545
OG0006966	SCHMD17179	APOSC_26275
OG0006967	SCHMD06876	APOSC_12955
OG0006968	SCHMD05918	APOSC_00698
OG0006973	SCHMD01554	APOSC_26245
OG0006975	SCHMD29017	APOSC_14478, APOSC_15520
OG0006977	SCHMD21617, SCHMD19289	APOSC_15264
OG0006979	SCHMD02713	APOSC_22138
OG0006980	SCHMD03927	APOSC_11757
OG0006984	SCHMD21798	APOSC_14602
OG0006985	SCHMD00305	APOSC_21926
OG0006987	SCHMD04010	APOSC_20794
OG0006989	SCHMD08387	APOSC_01479
OG0006990	SCHMD14019	APOSC_13593, APOSC_13594
OG0006991	SCHMD09527	APOSC_01763
