Orthogroup	SCHMD	HUMAN
OG0005614	SCHMD23859	HUMAN08969, HUMAN08970
OG0005615	SCHMD24965, SCHMD20148	HUMAN06081
OG0005616	SCHMD20956	HUMAN13835
OG0005617	SCHMD04518	HUMAN01109, HUMAN28473
OG0005618	SCHMD19841	HUMAN28863
OG0005620	SCHMD00996	HUMAN21474, HUMAN26977
OG0005621	SCHMD08358, SCHMD08356, SCHMD08355	HUMAN09366
OG0005622	SCHMD09799	HUMAN18672
OG0005623	SCHMD04874	HUMAN02112
OG0005625	SCHMD01610	HUMAN22153
OG0005626	SCHMD07068	HUMAN26452
OG0005627	SCHMD08756	HUMAN10602, HUMAN10601, HUMAN10587, HUMAN10551
OG0005629	SCHMD09552	HUMAN00054, HUMAN00053, HUMAN00052
OG0005630	SCHMD01646	HUMAN22653
OG0005633	SCHMD07099	HUMAN09317
OG0005634	SCHMD20586	HUMAN29173
OG0005636	SCHMD19328, SCHMD18481	HUMAN03886
OG0005637	SCHMD23112	HUMAN17953, HUMAN17952
OG0005639	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579	HUMAN09224
OG0005642	SCHMD13411	HUMAN20949, HUMAN01364, HUMAN01365, HUMAN01363
OG0005643	SCHMD13075	HUMAN00221, HUMAN00220
OG0005644	SCHMD04718	HUMAN11743
OG0005645	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665	HUMAN16776
OG0005649	SCHMD08195, SCHMD22964	HUMAN21368
OG0005652	SCHMD16380, SCHMD06971	HUMAN01359
OG0005656	SCHMD27371	HUMAN17281
OG0005681	SCHMD11619	HUMAN00107, HUMAN00106
OG0005690	SCHMD02487	HUMAN01531
OG0005691	SCHMD26506	HUMAN05771
OG0005692	SCHMD02679	HUMAN20475
OG0005696	SCHMD00584	HUMAN07712, HUMAN07713
OG0005697	SCHMD05677	HUMAN10064
OG0005702	SCHMD14141	HUMAN05428
OG0005703	SCHMD17404	HUMAN29507
OG0005707	SCHMD05853	HUMAN14525, HUMAN14524
OG0005712	SCHMD07067	HUMAN13420, HUMAN13421
OG0005714	SCHMD01804	HUMAN29116
OG0005715	SCHMD12420, SCHMD17206	HUMAN28793
OG0005718	SCHMD10737	HUMAN05498
OG0005720	SCHMD22971	HUMAN18640
OG0005721	SCHMD19295, SCHMD23759, SCHMD06424	HUMAN26437, HUMAN26438
OG0005723	SCHMD06963	HUMAN20886
OG0005724	SCHMD16415, SCHMD22314	HUMAN23859, HUMAN23858
OG0005725	SCHMD15122, SCHMD20635	HUMAN25955, HUMAN25983
OG0005727	SCHMD10634, SCHMD08590	HUMAN07325
OG0005728	SCHMD03714	HUMAN19135, HUMAN19134
OG0005729	SCHMD24969	HUMAN25462, HUMAN25463
OG0005732	SCHMD29400, SCHMD29134	HUMAN10297
OG0005733	SCHMD03723	HUMAN03650
OG0005734	SCHMD02857	HUMAN00365
OG0005737	SCHMD03849	HUMAN24571
OG0005744	SCHMD03440, SCHMD17406	HUMAN28959
OG0005745	SCHMD00316	HUMAN12068
OG0005745	SCHMD12070	HUMAN12168, HUMAN12167, HUMAN12067, HUMAN12070, HUMAN12069
OG0005746	SCHMD18087	HUMAN22762
OG0005748	SCHMD10607	HUMAN21571
OG0005749	SCHMD01444, SCHMD00011	HUMAN06837
OG0005750	SCHMD13471, SCHMD16445	HUMAN24141
OG0005754	SCHMD05805, SCHMD05804	HUMAN25352
OG0005757	SCHMD07565	HUMAN23147, HUMAN11231
OG0005758	SCHMD02273	HUMAN21743
OG0005761	SCHMD17717	HUMAN19748
OG0005762	SCHMD02446	HUMAN21649
OG0005763	SCHMD07552	HUMAN23714
OG0005764	SCHMD24702	HUMAN04102
OG0005765	SCHMD18072, SCHMD07191	HUMAN03593, HUMAN03594
OG0005770	SCHMD08433, SCHMD15883	HUMAN11518
OG0005771	SCHMD04988	HUMAN01836, HUMAN01838
OG0005772	SCHMD05049	HUMAN19709, HUMAN19710, HUMAN19757, HUMAN19708, HUMAN30697
OG0005774	SCHMD08709	HUMAN06315, HUMAN06314
OG0005775	SCHMD29828	HUMAN20242
OG0005776	SCHMD03919	HUMAN03822
OG0005779	SCHMD09046	HUMAN26255
OG0005781	SCHMD12803, SCHMD19512, SCHMD12804	HUMAN07802
OG0005783	SCHMD10823	HUMAN18617
OG0005788	SCHMD17492	HUMAN19301
OG0005789	SCHMD07616, SCHMD07618	HUMAN11351
OG0005790	SCHMD05737, SCHMD05738	HUMAN16973
OG0005791	SCHMD25739	HUMAN22458, HUMAN22457
OG0005793	SCHMD01801	HUMAN02603
OG0005795	SCHMD13893	HUMAN17370
OG0005796	SCHMD07390	HUMAN17241, HUMAN17242
OG0005797	SCHMD07039	HUMAN24259, HUMAN24258, HUMAN24261, HUMAN24260
OG0005799	SCHMD10266, SCHMD10268, SCHMD10267	HUMAN04889
OG0005800	SCHMD00983	HUMAN20575
OG0005801	SCHMD02270	HUMAN28148, HUMAN28150, HUMAN28149
OG0005802	SCHMD00774	HUMAN19641, HUMAN19643, HUMAN19642, HUMAN19640
OG0005803	SCHMD20737	HUMAN29621, HUMAN29620
OG0005804	SCHMD08064, SCHMD11360	HUMAN21187, HUMAN00939
OG0005806	SCHMD15358	HUMAN07426, HUMAN07425
OG0005807	SCHMD05422	HUMAN19470, HUMAN19481
OG0005811	SCHMD09652	HUMAN25063
OG0005812	SCHMD11310	HUMAN04715
OG0005813	SCHMD26029, SCHMD16035, SCHMD18052	HUMAN07422
OG0005814	SCHMD01776	HUMAN28461
OG0005815	SCHMD14928, SCHMD17547	HUMAN07357, HUMAN07358, HUMAN07359
OG0005816	SCHMD28319	HUMAN17030
OG0005817	SCHMD05597, SCHMD01856	HUMAN23252, HUMAN23251
OG0005818	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815	HUMAN07049
OG0005823	SCHMD08649	HUMAN12261
OG0005824	SCHMD01009	HUMAN15087
OG0005828	SCHMD21164, SCHMD18882	HUMAN07210, HUMAN07209, HUMAN07211
OG0005829	SCHMD10491	HUMAN25667
OG0005831	SCHMD04560	HUMAN13302
OG0005835	SCHMD06972	HUMAN06641
OG0005836	SCHMD24405, SCHMD15794, SCHMD14431	HUMAN17354
OG0005837	SCHMD28753	HUMAN14797
OG0005840	SCHMD07247	HUMAN03637
OG0005842	SCHMD15622	HUMAN19131
OG0005843	SCHMD06491	HUMAN27874
OG0005845	SCHMD05449	HUMAN11736
OG0005847	SCHMD14907	HUMAN02578
OG0005848	SCHMD10194, SCHMD07261	HUMAN12726, HUMAN12725
OG0005849	SCHMD07252	HUMAN17993, HUMAN17992, HUMAN17991, HUMAN17990
OG0005850	SCHMD04093	HUMAN00822
OG0005851	SCHMD25831, SCHMD26851	HUMAN00983
OG0005852	SCHMD02557	HUMAN01421
OG0005853	SCHMD29663, SCHMD04997	HUMAN08638
OG0005854	SCHMD19253, SCHMD17372	HUMAN11426
OG0005856	SCHMD06135	HUMAN04876, HUMAN16795
OG0005858	SCHMD20485	HUMAN07107, HUMAN07110
OG0005859	SCHMD09228	HUMAN13950
OG0005860	SCHMD03591	HUMAN28799, HUMAN28798
OG0005863	SCHMD02497	HUMAN10279, HUMAN10278
OG0005864	SCHMD10925	HUMAN26271, HUMAN26272
OG0005865	SCHMD16590, SCHMD23703, SCHMD10054	HUMAN05412, HUMAN00325
OG0005866	SCHMD03734	HUMAN09287
OG0005869	SCHMD26507, SCHMD23591	HUMAN18879
OG0005870	SCHMD09476	HUMAN01294
OG0005874	SCHMD05420	HUMAN18205, HUMAN18204
OG0005875	SCHMD00264	HUMAN05239
OG0005876	SCHMD17997, SCHMD16591	HUMAN21436
OG0005877	SCHMD25314	HUMAN14167, HUMAN14166
OG0005880	SCHMD04126	HUMAN21082, HUMAN21083
OG0005882	SCHMD00272, SCHMD00273	HUMAN06145
OG0005883	SCHMD01141	HUMAN19804
OG0005886	SCHMD18383	HUMAN08656, HUMAN08655
OG0005887	SCHMD01687	HUMAN10938, HUMAN10937
OG0005888	SCHMD13482	HUMAN14602, HUMAN14601
OG0005889	SCHMD11972	HUMAN30596, HUMAN30597
OG0005890	SCHMD09184, SCHMD12140	HUMAN24996, HUMAN24995
OG0005891	SCHMD26926	HUMAN13206
OG0005895	SCHMD12191	HUMAN13085
OG0005897	SCHMD08042	HUMAN28934, HUMAN28935
OG0005899	SCHMD12880	HUMAN15101
OG0005900	SCHMD03686	HUMAN00908
OG0005901	SCHMD15462	HUMAN11352
OG0005903	SCHMD00050	HUMAN05251, HUMAN05250
OG0005909	SCHMD20781	HUMAN15058
OG0005910	SCHMD09520, SCHMD06408	HUMAN05276, HUMAN05275, HUMAN05274
OG0005917	SCHMD29553, SCHMD28782	HUMAN29360
OG0005918	SCHMD16076, SCHMD19461	HUMAN02249
OG0005919	SCHMD24140, SCHMD26763	HUMAN02147
OG0005921	SCHMD20283	HUMAN21169
OG0005922	SCHMD00392	HUMAN21472, HUMAN21471
OG0005923	SCHMD07170	HUMAN11954
OG0005924	SCHMD07545	HUMAN20767, HUMAN20766
OG0005926	SCHMD04836	HUMAN23223, HUMAN23222
OG0005927	SCHMD05874	HUMAN21919
OG0005928	SCHMD22733, SCHMD16359	HUMAN15022, HUMAN15020, HUMAN15019, HUMAN15021
OG0005929	SCHMD10353, SCHMD25481, SCHMD18026	HUMAN14787
OG0005930	SCHMD12780	HUMAN23533
OG0005932	SCHMD11131, SCHMD00511	HUMAN02887
OG0005933	SCHMD09471	HUMAN04904, HUMAN04903
OG0005935	SCHMD06109	HUMAN28359, HUMAN28358
OG0005936	SCHMD24148, SCHMD16917	HUMAN05060, HUMAN05059
OG0005937	SCHMD13453	HUMAN20373
OG0005939	SCHMD09857	HUMAN03861
OG0005940	SCHMD20079	HUMAN09306
OG0005940	SCHMD18697, SCHMD20078	HUMAN09307
OG0005942	SCHMD23166	HUMAN13074, HUMAN13075, HUMAN13073
OG0005946	SCHMD17764, SCHMD14112	HUMAN29857
OG0005947	SCHMD04554	HUMAN07807, HUMAN07805
OG0005948	SCHMD05630	HUMAN03557
OG0005949	SCHMD04688	HUMAN07213
OG0005950	SCHMD24842	HUMAN16572, HUMAN16573, HUMAN16574
OG0005952	SCHMD14057	HUMAN26262
OG0005955	SCHMD28997	HUMAN27559, HUMAN27556, HUMAN27557, HUMAN27558
OG0005956	SCHMD02817	HUMAN29076
OG0005959	SCHMD19013	HUMAN01860, HUMAN01861
OG0005965	SCHMD08437	HUMAN22249
OG0005966	SCHMD21323, SCHMD27755	HUMAN10284
OG0005967	SCHMD05472	HUMAN20085, HUMAN20084
OG0005969	SCHMD09557	HUMAN25091
OG0005970	SCHMD01213	HUMAN01307
OG0005971	SCHMD02682	HUMAN17982
OG0005973	SCHMD13962	HUMAN08375, HUMAN08374
OG0005974	SCHMD07776	HUMAN02132
OG0005977	SCHMD05710, SCHMD05711	HUMAN26922
OG0005978	SCHMD07295, SCHMD07297	HUMAN12549, HUMAN12548
OG0005982	SCHMD25871, SCHMD22233	HUMAN23416
OG0005984	SCHMD15039, SCHMD22394	HUMAN23298, HUMAN23297
OG0005986	SCHMD08044	HUMAN04923
OG0005987	SCHMD00944	HUMAN17615, HUMAN30224
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	HUMAN04205
OG0005993	SCHMD11427, SCHMD18715	HUMAN24934
OG0005994	SCHMD29551, SCHMD27858	HUMAN23396, HUMAN00910, HUMAN14824, HUMAN14825
OG0005995	SCHMD29351	HUMAN25085
OG0005995	SCHMD08037	HUMAN25084
OG0005998	SCHMD02380, SCHMD09950	HUMAN19908, HUMAN19909
OG0006000	SCHMD01538	HUMAN02530
OG0006001	SCHMD09797, SCHMD09796	HUMAN09832, HUMAN09831
OG0006002	SCHMD03942	HUMAN06869
OG0006003	SCHMD28801, SCHMD05202	HUMAN14618
OG0006005	SCHMD22182, SCHMD08878	HUMAN24132
OG0006009	SCHMD19529	HUMAN28513
OG0006010	SCHMD15502	HUMAN04565, HUMAN04564
OG0006011	SCHMD19974, SCHMD20066	HUMAN13059, HUMAN13057, HUMAN13058
OG0006012	SCHMD04480, SCHMD08297, SCHMD18940	HUMAN09413, HUMAN09412
OG0006021	SCHMD03610, SCHMD01661, SCHMD05816	HUMAN08755, HUMAN04796, HUMAN18711
OG0006031	SCHMD16657	HUMAN09397, HUMAN09398, HUMAN09399, HUMAN23463, HUMAN23457, HUMAN23465, HUMAN23459, HUMAN23458, HUMAN23464
OG0006062	SCHMD23812	HUMAN10403, HUMAN10404
OG0006062	SCHMD24107	HUMAN10402
OG0006063	SCHMD23310, SCHMD03030	HUMAN23816
OG0006064	SCHMD10442	HUMAN23900, HUMAN23901
OG0006066	SCHMD10156	HUMAN21362
OG0006069	SCHMD05080	HUMAN26615
OG0006070	SCHMD12482, SCHMD20456	HUMAN13404
OG0006073	SCHMD06388	HUMAN15874
OG0006074	SCHMD10253	HUMAN08735
OG0006075	SCHMD09391	HUMAN25112
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	HUMAN10020
OG0006081	SCHMD03767, SCHMD03768	HUMAN26915
OG0006083	SCHMD05588	HUMAN26973
OG0006084	SCHMD04050	HUMAN22958, HUMAN22957
OG0006085	SCHMD06820, SCHMD25134	HUMAN05831, HUMAN05833, HUMAN05832
OG0006087	SCHMD02837	HUMAN09228, HUMAN09229
OG0006094	SCHMD00777, SCHMD21575	HUMAN21732
OG0006095	SCHMD01933	HUMAN14590, HUMAN14591
OG0006097	SCHMD02082	HUMAN08203
OG0006098	SCHMD03761	HUMAN24463
OG0006099	SCHMD01333, SCHMD00446	HUMAN20246, HUMAN20247, HUMAN10485
OG0006100	SCHMD13497	HUMAN11634, HUMAN11631
OG0006101	SCHMD20998, SCHMD13053	HUMAN09929, HUMAN09927
OG0006104	SCHMD02621	HUMAN13307, HUMAN13306
OG0006106	SCHMD07924	HUMAN01288
OG0006108	SCHMD01135	HUMAN19308, HUMAN24804
OG0006111	SCHMD08002	HUMAN04097
OG0006112	SCHMD08098	HUMAN11099, HUMAN11100
OG0006113	SCHMD19939, SCHMD12223	HUMAN27782
OG0006115	SCHMD11076, SCHMD17247	HUMAN25466
OG0006116	SCHMD23071, SCHMD20841	HUMAN04926
OG0006118	SCHMD01132	HUMAN23165
OG0006119	SCHMD11970	HUMAN22103, HUMAN22102
OG0006120	SCHMD01574	HUMAN17280
OG0006121	SCHMD07418	HUMAN24268, HUMAN24271, HUMAN24270, HUMAN24269
OG0006122	SCHMD04954	HUMAN12964, HUMAN12963
OG0006123	SCHMD01986	HUMAN17179
OG0006124	SCHMD06412	HUMAN17200, HUMAN17199
OG0006125	SCHMD18618	HUMAN15346
OG0006127	SCHMD21305	HUMAN11301
OG0006128	SCHMD10897	HUMAN11291
OG0006134	SCHMD03678	HUMAN23158, HUMAN23157
OG0006136	SCHMD24287, SCHMD09864	HUMAN22424, HUMAN17420
OG0006137	SCHMD12111, SCHMD06962	HUMAN00743
OG0006141	SCHMD14525	HUMAN09892
OG0006144	SCHMD00428, SCHMD04861	HUMAN04932
OG0006145	SCHMD01605	HUMAN00147
OG0006146	SCHMD09246	HUMAN03067, HUMAN03068
OG0006147	SCHMD22070	HUMAN01348
OG0006148	SCHMD13560, SCHMD22230	HUMAN23409, HUMAN23408
OG0006152	SCHMD06866	HUMAN25623
OG0006153	SCHMD01641	HUMAN22991
OG0006155	SCHMD16795, SCHMD26962	HUMAN01881, HUMAN01880
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	HUMAN26659
OG0006158	SCHMD08900	HUMAN08816
OG0006159	SCHMD22266	HUMAN18627
OG0006160	SCHMD05454	HUMAN02882
OG0006163	SCHMD15384	HUMAN09410
OG0006164	SCHMD06001	HUMAN04454, HUMAN04456
OG0006165	SCHMD04333, SCHMD04332	HUMAN18893
OG0006167	SCHMD07995	HUMAN17145
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	HUMAN14603
OG0006171	SCHMD11398	HUMAN00716
OG0006172	SCHMD16388	HUMAN08771
OG0006177	SCHMD21293	HUMAN04270, HUMAN04269
OG0006180	SCHMD14399, SCHMD04884	HUMAN14035
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	HUMAN15352
OG0006183	SCHMD11899	HUMAN20217, HUMAN20218
OG0006184	SCHMD09309	HUMAN10559
OG0006185	SCHMD16220, SCHMD19381	HUMAN27818
OG0006186	SCHMD00394	HUMAN21213, HUMAN21214
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	HUMAN01890
OG0006188	SCHMD05423	HUMAN28717
OG0006189	SCHMD01559	HUMAN20704
OG0006191	SCHMD07313	HUMAN23679
OG0006192	SCHMD08338	HUMAN17512
OG0006196	SCHMD07676	HUMAN21725
OG0006199	SCHMD04415, SCHMD04413	HUMAN10536
OG0006202	SCHMD08868	HUMAN08133
OG0006204	SCHMD16863	HUMAN18056
OG0006205	SCHMD14314	HUMAN30034
OG0006209	SCHMD08326, SCHMD23138	HUMAN23230, HUMAN23231
OG0006215	SCHMD09655	HUMAN28577, HUMAN28576
OG0006216	SCHMD09510	HUMAN14806
OG0006217	SCHMD21927, SCHMD16840	HUMAN22494
OG0006219	SCHMD06440	HUMAN18491
OG0006220	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957	HUMAN17684, HUMAN17685, HUMAN17683
OG0006221	SCHMD00700	HUMAN26511, HUMAN12774
OG0006224	SCHMD00469	HUMAN00219
OG0006226	SCHMD17067, SCHMD16763	HUMAN23414
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	HUMAN17359
OG0006229	SCHMD17318, SCHMD23866	HUMAN22948
OG0006230	SCHMD02493	HUMAN17688
OG0006232	SCHMD02032	HUMAN17571
OG0006233	SCHMD06980	HUMAN21229, HUMAN21231
OG0006234	SCHMD13683, SCHMD14118	HUMAN01013
OG0006235	SCHMD04538	HUMAN06038
OG0006239	SCHMD01406	HUMAN11201
OG0006240	SCHMD29814	HUMAN29061
OG0006246	SCHMD00484	HUMAN13922
OG0006247	SCHMD22174	HUMAN23517
OG0006248	SCHMD12206, SCHMD10060	HUMAN30385
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	HUMAN11927
OG0006250	SCHMD16390	HUMAN23876
OG0006252	SCHMD16745, SCHMD16993	HUMAN05954, HUMAN05956, HUMAN05955
OG0006253	SCHMD09135	HUMAN01544
OG0006254	SCHMD04705	HUMAN20127, HUMAN20128
OG0006258	SCHMD05887	HUMAN14002
OG0006259	SCHMD06837	HUMAN28344
OG0006260	SCHMD09985, SCHMD17439	HUMAN20497
OG0006261	SCHMD24384	HUMAN26805
OG0006263	SCHMD00121	HUMAN14070, HUMAN14069, HUMAN14068
OG0006267	SCHMD03685	HUMAN22613
OG0006268	SCHMD06847	HUMAN29838
OG0006269	SCHMD04606	HUMAN20430
OG0006271	SCHMD07857	HUMAN17446
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	HUMAN02519
OG0006277	SCHMD03246	HUMAN12336
OG0006277	SCHMD24774	HUMAN12337
OG0006279	SCHMD04231	HUMAN19507
OG0006280	SCHMD15524, SCHMD19210	HUMAN25747
OG0006281	SCHMD02340	HUMAN00064, HUMAN00065
OG0006282	SCHMD08230	HUMAN14206, HUMAN14207
OG0006283	SCHMD06325	HUMAN02975
OG0006284	SCHMD20607, SCHMD19598	HUMAN14241
OG0006285	SCHMD01607	HUMAN18054
OG0006286	SCHMD01297, SCHMD01298	HUMAN27261
OG0006289	SCHMD08039	HUMAN21130
OG0006290	SCHMD00955	HUMAN00026, HUMAN00028, HUMAN00027
OG0006291	SCHMD09043	HUMAN01280
OG0006293	SCHMD16297	HUMAN07177
OG0006294	SCHMD15450, SCHMD16229	HUMAN08808
OG0006295	SCHMD02966	HUMAN26422
OG0006297	SCHMD09759	HUMAN20419
OG0006298	SCHMD01046, SCHMD24624	HUMAN06371
OG0006301	SCHMD09923	HUMAN09238
OG0006304	SCHMD06368	HUMAN08877, HUMAN08878
OG0006305	SCHMD12627	HUMAN03641
OG0006306	SCHMD12510, SCHMD15396	HUMAN00547
OG0006310	SCHMD12354	HUMAN05065
OG0006311	SCHMD23312	HUMAN06167
OG0006313	SCHMD09169	HUMAN00601, HUMAN00602
OG0006314	SCHMD08096	HUMAN01546
OG0006315	SCHMD05407	HUMAN17337
OG0006316	SCHMD26139, SCHMD20052	HUMAN23371
OG0006319	SCHMD10541, SCHMD13166	HUMAN04099
OG0006321	SCHMD08365	HUMAN11234, HUMAN11235, HUMAN23149, HUMAN23151
OG0006322	SCHMD10221	HUMAN20861
OG0006323	SCHMD04105	HUMAN07594
OG0006325	SCHMD16004	HUMAN29195
OG0006327	SCHMD15773	HUMAN21564, HUMAN21563
OG0006329	SCHMD08342	HUMAN17356
OG0006330	SCHMD08411	HUMAN09633
OG0006330	SCHMD08412	HUMAN09634
OG0006331	SCHMD09182, SCHMD12138	HUMAN15803, HUMAN15802
OG0006332	SCHMD14581	HUMAN04311
OG0006334	SCHMD05752	HUMAN14773
OG0006335	SCHMD11650, SCHMD08469	HUMAN06483, HUMAN06484
OG0006337	SCHMD11987, SCHMD11989	HUMAN09564, HUMAN09563, HUMAN23595
OG0006340	SCHMD19432	HUMAN03191
OG0006341	SCHMD05125	HUMAN14510
OG0006344	SCHMD21084, SCHMD09358	HUMAN28604
OG0006347	SCHMD07723	HUMAN06637
OG0006349	SCHMD05182	HUMAN28443, HUMAN28442, HUMAN28752, HUMAN28743, HUMAN28438, HUMAN28731, HUMAN17537, HUMAN28437
OG0006350	SCHMD09296	HUMAN23685
OG0006351	SCHMD06816	HUMAN22851
OG0006352	SCHMD07373	HUMAN28597
OG0006353	SCHMD10639	HUMAN15771
OG0006360	SCHMD08060	HUMAN06791
OG0006362	SCHMD03337	HUMAN00550
OG0006363	SCHMD19238	HUMAN04865
OG0006364	SCHMD06510, SCHMD06511	HUMAN28809
OG0006365	SCHMD14860	HUMAN17577, HUMAN30443
OG0006370	SCHMD28920	HUMAN27328
OG0006372	SCHMD07447	HUMAN05301
OG0006375	SCHMD00652	HUMAN10310, HUMAN10309
OG0006377	SCHMD10116	HUMAN23254
OG0006378	SCHMD10668, SCHMD11255	HUMAN22618
OG0006381	SCHMD24227, SCHMD16114	HUMAN06920, HUMAN30425, HUMAN06919
OG0006383	SCHMD26033, SCHMD18774	HUMAN19516
OG0006386	SCHMD13835, SCHMD19804	HUMAN03914, HUMAN03913
OG0006387	SCHMD14692	HUMAN19461, HUMAN19462, HUMAN00501
OG0006392	SCHMD15116, SCHMD12579	HUMAN01485
OG0006395	SCHMD08199	HUMAN18810, HUMAN18809, HUMAN18808
OG0006397	SCHMD03254	HUMAN11967
OG0006401	SCHMD19581, SCHMD26470	HUMAN18158, HUMAN26324
OG0006402	SCHMD13826, SCHMD09114	HUMAN22757, HUMAN22756
OG0006406	SCHMD27566	HUMAN13007
OG0006408	SCHMD11225	HUMAN09012, HUMAN09011
OG0006414	SCHMD18742	HUMAN03409
OG0006416	SCHMD03354	HUMAN23194
OG0006442	SCHMD29787, SCHMD29760	HUMAN24428
OG0006443	SCHMD12255, SCHMD24636, SCHMD25778	HUMAN04869
OG0006448	SCHMD18654	HUMAN23211
OG0006449	SCHMD06362	HUMAN28069
OG0006452	SCHMD23102, SCHMD15046	HUMAN02398, HUMAN20893
OG0006454	SCHMD07698, SCHMD07699	HUMAN13113, HUMAN13112
OG0006456	SCHMD11711, SCHMD17298, SCHMD12535	HUMAN14116, HUMAN14117, HUMAN14118
OG0006457	SCHMD16313	HUMAN14767
OG0006459	SCHMD21368	HUMAN09471
OG0006460	SCHMD24130, SCHMD18002	HUMAN02632
OG0006461	SCHMD19693, SCHMD11861	HUMAN20951
OG0006462	SCHMD07729	HUMAN20252
OG0006463	SCHMD07130	HUMAN13879, HUMAN13880
OG0006464	SCHMD12787, SCHMD19777	HUMAN30209, HUMAN22027
OG0006465	SCHMD28077, SCHMD07507	HUMAN02673
OG0006469	SCHMD02780	HUMAN12113
OG0006470	SCHMD16861	HUMAN22261
OG0006472	SCHMD23852, SCHMD12162	HUMAN26665
OG0006474	SCHMD03155, SCHMD23229, SCHMD24070	HUMAN19727
OG0006475	SCHMD12763	HUMAN26136
OG0006476	SCHMD29103, SCHMD25388	HUMAN07555, HUMAN07556
OG0006478	SCHMD01744	HUMAN14445
OG0006479	SCHMD20030	HUMAN00009
OG0006480	SCHMD01088	HUMAN03645
OG0006481	SCHMD02855	HUMAN05570, HUMAN20279
OG0006482	SCHMD06492	HUMAN08453
OG0006484	SCHMD26840, SCHMD17566, SCHMD19702, SCHMD29583, SCHMD24056	HUMAN04595
OG0006486	SCHMD12934	HUMAN21434, HUMAN21433, HUMAN06954
OG0006488	SCHMD29514, SCHMD21588	HUMAN15844
OG0006490	SCHMD00433	HUMAN07030
OG0006494	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967	HUMAN21838
OG0006501	SCHMD05406	HUMAN15460
OG0006503	SCHMD07908	HUMAN27658
OG0006505	SCHMD08554, SCHMD08796	HUMAN02985, HUMAN02984
OG0006507	SCHMD22063	HUMAN17635, HUMAN17633, HUMAN17634
OG0006509	SCHMD13705	HUMAN22918, HUMAN22917
OG0006510	SCHMD11921	HUMAN19222
OG0006511	SCHMD03048	HUMAN18612, HUMAN18611, HUMAN09163
OG0006512	SCHMD12217, SCHMD11205	HUMAN20060, HUMAN20059
OG0006514	SCHMD08264	HUMAN22995
OG0006515	SCHMD03249	HUMAN08961
OG0006517	SCHMD00950	HUMAN13704
OG0006518	SCHMD03959	HUMAN25430, HUMAN25432, HUMAN25431
OG0006519	SCHMD25528	HUMAN02478, HUMAN02479
OG0006520	SCHMD00155	HUMAN07570
OG0006523	SCHMD12246, SCHMD13301	HUMAN15810, HUMAN15811
OG0006525	SCHMD21904	HUMAN28845
OG0006526	SCHMD14233	HUMAN28412
OG0006527	SCHMD10447, SCHMD13054	HUMAN13585
OG0006528	SCHMD09670	HUMAN18246
OG0006531	SCHMD00423, SCHMD00419	HUMAN05816, HUMAN05815
OG0006532	SCHMD27245	HUMAN14164
OG0006536	SCHMD28548	HUMAN14779
OG0006537	SCHMD07012	HUMAN22896
OG0006538	SCHMD09434	HUMAN17787
OG0006540	SCHMD24252, SCHMD19265	HUMAN30223
OG0006542	SCHMD07956	HUMAN07571
OG0006543	SCHMD05909	HUMAN25209
OG0006544	SCHMD05488	HUMAN18899
OG0006545	SCHMD08819	HUMAN29010, HUMAN29009
OG0006546	SCHMD22666, SCHMD26503	HUMAN08888
OG0006547	SCHMD01454	HUMAN06438
OG0006548	SCHMD28704	HUMAN02142, HUMAN21298
OG0006549	SCHMD07432	HUMAN06269
OG0006550	SCHMD05608	HUMAN02858
OG0006552	SCHMD16090	HUMAN23496
OG0006553	SCHMD03817	HUMAN25917
OG0006554	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974	HUMAN07135
OG0006556	SCHMD10898, SCHMD08118	HUMAN25766
OG0006557	SCHMD15751	HUMAN19957
OG0006561	SCHMD07629	HUMAN08528, HUMAN08523
OG0006563	SCHMD08352	HUMAN03286
OG0006564	SCHMD15011	HUMAN26384, HUMAN26375
OG0006566	SCHMD10136, SCHMD13813	HUMAN12988
OG0006570	SCHMD12205, SCHMD05328	HUMAN24735
OG0006571	SCHMD00180, SCHMD27487	HUMAN23449
OG0006573	SCHMD10554	HUMAN12290, HUMAN12289
OG0006574	SCHMD18201	HUMAN14371, HUMAN14370
OG0006579	SCHMD11335, SCHMD14843	HUMAN28507
OG0006583	SCHMD08738	HUMAN25717
OG0006586	SCHMD14590	HUMAN11398
OG0006588	SCHMD29130	HUMAN29928
OG0006590	SCHMD02740	HUMAN05824, HUMAN05823
OG0006591	SCHMD02097	HUMAN28224
OG0006593	SCHMD08560	HUMAN20736
