Orthogroup	SCHMD	YEAST
OG0003893	SCHMD00056, SCHMD00057	YEAST05028
OG0003897	SCHMD20071, SCHMD20603	YEAST01270
OG0003904	SCHMD00688	YEAST01732
OG0003908	SCHMD10777, SCHMD26725	YEAST01362
OG0003908	SCHMD03608	YEAST06330
OG0003910	SCHMD16210, SCHMD14670	YEAST03780
OG0003911	SCHMD17334, SCHMD20892	YEAST00032
OG0003913	SCHMD18815, SCHMD08598, SCHMD23758	YEAST03258
OG0003918	SCHMD00222	YEAST00058
OG0003921	SCHMD06689	YEAST06181
OG0003926	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606	YEAST04138
OG0003929	SCHMD28985, SCHMD28887, SCHMD11401, SCHMD06539	YEAST04489, YEAST01422
OG0003930	SCHMD03275	YEAST03969
OG0003931	SCHMD03615	YEAST01142
OG0003934	SCHMD00793	YEAST00084
OG0003938	SCHMD19197	YEAST01566, YEAST05133
OG0003939	SCHMD05578, SCHMD05579	YEAST03211
OG0003944	SCHMD10666	YEAST01186
OG0003946	SCHMD19360, SCHMD00465	YEAST03220
OG0003947	SCHMD09068, SCHMD06484	YEAST06266, YEAST05428
OG0003949	SCHMD24366, SCHMD04246	YEAST01888
OG0003950	SCHMD13868, SCHMD23437, SCHMD13869	YEAST01409
OG0003954	SCHMD06088	YEAST02764
OG0003955	SCHMD06589	YEAST03951
OG0003959	SCHMD19233, SCHMD05380, SCHMD05022, SCHMD26878, SCHMD21243, SCHMD05379	YEAST02778
OG0003961	SCHMD04675	YEAST01991
OG0003969	SCHMD08592	YEAST02146
OG0003972	SCHMD13668, SCHMD28881	YEAST06331
OG0003973	SCHMD06454	YEAST06329
OG0003978	SCHMD29717, SCHMD28667, SCHMD05632	YEAST03551, YEAST00942, YEAST05399
OG0004000	SCHMD05012	YEAST06060
OG0004007	SCHMD15511, SCHMD27653	YEAST01456
OG0004012	SCHMD08012, SCHMD16333	YEAST00755
OG0004017	SCHMD03403, SCHMD27630	YEAST03019
OG0004023	SCHMD07791	YEAST04349
OG0004027	SCHMD07935	YEAST03587
OG0004032	SCHMD08571	YEAST02562
OG0004033	SCHMD06585	YEAST02572
OG0004035	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000	YEAST02134
OG0004037	SCHMD06653	YEAST03371
OG0004042	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836	YEAST05578
OG0004044	SCHMD16906, SCHMD16907	YEAST05367
OG0004047	SCHMD07813	YEAST02496
OG0004051	SCHMD05269, SCHMD18831	YEAST01772
OG0004052	SCHMD01378	YEAST03705
OG0004054	SCHMD03170	YEAST05576
OG0004056	SCHMD06405	YEAST05698
OG0004057	SCHMD13647, SCHMD03141, SCHMD13648, SCHMD03142	YEAST05620
OG0004059	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349	YEAST00030
OG0004065	SCHMD16169, SCHMD04935	YEAST00772
OG0004067	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879	YEAST02665
OG0004068	SCHMD04738	YEAST03461
OG0004071	SCHMD06667	YEAST02893
OG0004072	SCHMD28606, SCHMD25449, SCHMD13434, SCHMD25827, SCHMD12247, SCHMD11403, SCHMD21547, SCHMD24542, SCHMD07982	YEAST02440
OG0004076	SCHMD19802	YEAST05461
OG0004079	SCHMD22313, SCHMD19146	YEAST04385
OG0004080	SCHMD18517	YEAST00812
OG0004090	SCHMD19142	YEAST02301, YEAST02021
OG0004091	SCHMD10376, SCHMD19027, SCHMD20986, SCHMD10374	YEAST04715
OG0004092	SCHMD01973	YEAST03564, YEAST06307
OG0004096	SCHMD01632	YEAST00160
OG0004097	SCHMD00017	YEAST05039
OG0004101	SCHMD01669	YEAST03547, YEAST02901
OG0004102	SCHMD28926, SCHMD16352, SCHMD13995	YEAST05787
OG0004103	SCHMD12056, SCHMD03617, SCHMD06330, SCHMD06708, SCHMD03618	YEAST05061
OG0004105	SCHMD08794, SCHMD16310	YEAST01700, YEAST01565
OG0004110	SCHMD03573	YEAST02825
OG0004113	SCHMD09954, SCHMD11157	YEAST02059
OG0004115	SCHMD08641, SCHMD08639	YEAST00325
OG0004116	SCHMD22991, SCHMD19169	YEAST00481
OG0004118	SCHMD14153, SCHMD16717	YEAST01855
OG0004119	SCHMD24339, SCHMD11856	YEAST02170
OG0004120	SCHMD02931	YEAST01953
OG0004123	SCHMD24840	YEAST04761
OG0004124	SCHMD09789, SCHMD09788	YEAST01139
OG0004127	SCHMD14115	YEAST06097
OG0004130	SCHMD26247, SCHMD12578, SCHMD28132	YEAST03149
OG0004134	SCHMD16097, SCHMD17401, SCHMD19480, SCHMD29149, SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962	YEAST05611
OG0004136	SCHMD21074, SCHMD14863	YEAST01084
OG0004142	SCHMD08558	YEAST05774
OG0004148	SCHMD06808	YEAST00867
OG0004150	SCHMD13651, SCHMD25175, SCHMD13649	YEAST04690
OG0004151	SCHMD05147, SCHMD20113	YEAST04284
OG0004153	SCHMD07819, SCHMD03631	YEAST05958, YEAST04386, YEAST00290
OG0004154	SCHMD06235	YEAST05587
OG0004158	SCHMD07419	YEAST03379
OG0004161	SCHMD08136, SCHMD05441	YEAST04124
OG0004164	SCHMD24669, SCHMD09145	YEAST05923
OG0004166	SCHMD28458, SCHMD16044	YEAST00189
OG0004168	SCHMD09579, SCHMD15882, SCHMD09578, SCHMD12788, SCHMD11665	YEAST03028
OG0004169	SCHMD20780, SCHMD18223	YEAST05813
OG0004170	SCHMD11411, SCHMD12172	YEAST05906
OG0004171	SCHMD02047, SCHMD02605, SCHMD02048	YEAST04501
OG0004179	SCHMD00790	YEAST01050
OG0004181	SCHMD09842	YEAST03406
OG0004184	SCHMD23226, SCHMD21910	YEAST00127
OG0004186	SCHMD22129	YEAST04981
OG0004188	SCHMD11027	YEAST02761
OG0004198	SCHMD18242	YEAST02869, YEAST03548
OG0004215	SCHMD23456, SCHMD09930	YEAST04590
OG0004217	SCHMD15443	YEAST01257
OG0004219	SCHMD02021	YEAST00912
OG0004222	SCHMD02604	YEAST05826
OG0004230	SCHMD12329, SCHMD13516	YEAST02220
OG0004232	SCHMD02245	YEAST05931
OG0004236	SCHMD13419, SCHMD19318	YEAST05432
OG0004237	SCHMD09091, SCHMD09093	YEAST04445, YEAST04344
OG0004239	SCHMD04162, SCHMD06094	YEAST05144
OG0004243	SCHMD02807, SCHMD02806	YEAST00306
OG0004249	SCHMD22417, SCHMD22418, SCHMD16976	YEAST02740
OG0004250	SCHMD12623, SCHMD11164	YEAST05543
OG0004252	SCHMD02811	YEAST05178
OG0004254	SCHMD07480	YEAST03900
OG0004258	SCHMD13120, SCHMD23840, SCHMD13122, SCHMD13121	YEAST00665
OG0004259	SCHMD18232	YEAST03730
OG0004261	SCHMD16623	YEAST02564
OG0004262	SCHMD16537	YEAST02368
OG0004268	SCHMD24258, SCHMD19847	YEAST00496
OG0004269	SCHMD06048	YEAST04758
OG0004273	SCHMD15470	YEAST02547
OG0004278	SCHMD07808	YEAST00243
OG0004280	SCHMD24977	YEAST05895
OG0004282	SCHMD15574, SCHMD20334	YEAST02575, YEAST06242
OG0004287	SCHMD02791	YEAST01708
OG0004289	SCHMD07866, SCHMD11142, SCHMD15684, SCHMD05851, SCHMD21673, SCHMD00191, SCHMD29246, SCHMD10655	YEAST05719
OG0004291	SCHMD11768, SCHMD11769	YEAST00852
OG0004292	SCHMD02072	YEAST02537
OG0004295	SCHMD05170, SCHMD05171, SCHMD05169	YEAST05946
OG0004297	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236, SCHMD25856, SCHMD13808	YEAST01463
OG0004301	SCHMD29285, SCHMD12581, SCHMD15115, SCHMD11559, SCHMD11558, SCHMD21370	YEAST03850
OG0004302	SCHMD26403, SCHMD25658, SCHMD22463	YEAST00606
OG0004302	SCHMD08203, SCHMD10637, SCHMD22462	YEAST05203
OG0004303	SCHMD17944, SCHMD18972	YEAST02492
OG0004304	SCHMD17338	YEAST02425, YEAST05929
OG0004305	SCHMD05524, SCHMD05525	YEAST02123
OG0004307	SCHMD20615	YEAST04592
OG0004308	SCHMD08570	YEAST04835
OG0004309	SCHMD11977, SCHMD17117	YEAST05924
OG0004310	SCHMD15088	YEAST05001
OG0004312	SCHMD10505	YEAST03330
OG0004324	SCHMD07700	YEAST04322
OG0004330	SCHMD03763	YEAST06277
OG0004331	SCHMD28298, SCHMD09132	YEAST06230
OG0004335	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277	YEAST01057
OG0004338	SCHMD11859, SCHMD21650, SCHMD20028	YEAST05023
OG0004344	SCHMD12044	YEAST02441
OG0004347	SCHMD25637, SCHMD11463	YEAST04515
OG0004348	SCHMD00729	YEAST03956
OG0004350	SCHMD16920, SCHMD07665	YEAST04742
OG0004351	SCHMD12829, SCHMD12828	YEAST04167
OG0004353	SCHMD21824, SCHMD16507	YEAST05143
OG0004356	SCHMD20562, SCHMD06947, SCHMD21754, SCHMD15066, SCHMD01266, SCHMD06886	YEAST02877
OG0004358	SCHMD26102, SCHMD07557	YEAST01304
OG0004359	SCHMD05503	YEAST01873
OG0004364	SCHMD10178, SCHMD08238, SCHMD20097	YEAST00647
OG0004366	SCHMD02308	YEAST01097
OG0004369	SCHMD13900, SCHMD12392, SCHMD13901	YEAST04013
OG0004370	SCHMD05486	YEAST02378
OG0004374	SCHMD08648, SCHMD08647	YEAST00556
OG0004377	SCHMD00654, SCHMD00288, SCHMD05243, SCHMD00656, SCHMD00289	YEAST05181
OG0004378	SCHMD13186, SCHMD15248	YEAST03291
OG0004379	SCHMD09241	YEAST02180, YEAST04152
OG0004380	SCHMD09830	YEAST04825
OG0004382	SCHMD20602, SCHMD02352	YEAST03218
OG0004394	SCHMD15505, SCHMD12711, SCHMD15506	YEAST00619
OG0004396	SCHMD06052	YEAST01668
OG0004398	SCHMD28590, SCHMD27345, SCHMD13804	YEAST01259, YEAST02217, YEAST00962
OG0004401	SCHMD20662, SCHMD11285, SCHMD22919, SCHMD21724, SCHMD27157	YEAST04219
OG0004404	SCHMD02644, SCHMD04995	YEAST00833, YEAST00883
OG0004417	SCHMD11303	YEAST03358
OG0004425	SCHMD11792, SCHMD05073, SCHMD12434	YEAST04958
OG0004426	SCHMD14134, SCHMD13488	YEAST01028
OG0004460	SCHMD02836	YEAST06162
OG0004462	SCHMD02862, SCHMD02861, SCHMD02863	YEAST03397
OG0004472	SCHMD10150, SCHMD11890	YEAST06199
OG0004479	SCHMD18395, SCHMD16681, SCHMD28653	YEAST00474
OG0004484	SCHMD05719, SCHMD12798	YEAST01989
OG0004486	SCHMD01167	YEAST00968
OG0004489	SCHMD27568, SCHMD15864, SCHMD13491	YEAST03700
OG0004490	SCHMD17389, SCHMD11597	YEAST02887
OG0004492	SCHMD04733	YEAST05415, YEAST01368
OG0004495	SCHMD01719	YEAST00946
OG0004498	SCHMD04342	YEAST02716
OG0004500	SCHMD11617	YEAST04651
OG0004503	SCHMD16736, SCHMD23538	YEAST02385
OG0004505	SCHMD09314	YEAST01701
OG0004507	SCHMD04748	YEAST04994
OG0004512	SCHMD07187, SCHMD09103	YEAST01510
OG0004513	SCHMD00064, SCHMD04110	YEAST04235
OG0004515	SCHMD02738	YEAST05737
OG0004520	SCHMD11457	YEAST06001, YEAST05696
OG0004526	SCHMD08991, SCHMD13091, SCHMD13090	YEAST02603
OG0004529	SCHMD01565	YEAST03981
OG0004535	SCHMD20791, SCHMD04354, SCHMD12750, SCHMD07827, SCHMD26230	YEAST02221
OG0004538	SCHMD11149, SCHMD11150	YEAST02750
OG0004542	SCHMD08621	YEAST04816, YEAST04623
OG0004546	SCHMD10690, SCHMD06743, SCHMD14412	YEAST04485
OG0004551	SCHMD02465, SCHMD02466	YEAST00426
OG0004554	SCHMD14759, SCHMD27571	YEAST05640
OG0004554	SCHMD01446, SCHMD22543	YEAST04172
OG0004559	SCHMD09021, SCHMD09022	YEAST04428
OG0004563	SCHMD12226, SCHMD12225, SCHMD21042, SCHMD07807	YEAST04325
OG0004567	SCHMD08103	YEAST05747
OG0004571	SCHMD01424, SCHMD00636, SCHMD09562	YEAST02127
OG0004573	SCHMD24195, SCHMD13279	YEAST00677
OG0004577	SCHMD27308, SCHMD07121, SCHMD07120	YEAST02283
OG0004579	SCHMD05858	YEAST00134
OG0004581	SCHMD06969	YEAST03583, YEAST04618
OG0004582	SCHMD11081, SCHMD11080	YEAST04377
OG0004583	SCHMD18243, SCHMD12573	YEAST05833
OG0004590	SCHMD11543, SCHMD02645, SCHMD02084	YEAST03622, YEAST00886
OG0004606	SCHMD04125, SCHMD12842	YEAST05926
OG0004609	SCHMD12031, SCHMD13204	YEAST05326
OG0004610	SCHMD04931	YEAST04487, YEAST01427
OG0004612	SCHMD00077, SCHMD00078, SCHMD00076	YEAST02359
OG0004616	SCHMD28217	YEAST00250, YEAST02830
OG0004619	SCHMD07738, SCHMD07737	YEAST03531
OG0004621	SCHMD02131	YEAST00178
OG0004623	SCHMD29595	YEAST04421
OG0004626	SCHMD28421, SCHMD11167, SCHMD21056, SCHMD25126	YEAST00427
OG0004630	SCHMD19924, SCHMD19158	YEAST01322, YEAST02951
OG0004633	SCHMD08375	YEAST03510
OG0004634	SCHMD05432, SCHMD09190, SCHMD28674	YEAST00262, YEAST00249
OG0004635	SCHMD03118	YEAST02703
OG0004639	SCHMD11835	YEAST02924
OG0004642	SCHMD04791	YEAST01912
OG0004648	SCHMD22597, SCHMD14009	YEAST04721, YEAST05892
OG0004649	SCHMD11982	YEAST02284
OG0004651	SCHMD12856	YEAST01146
OG0004654	SCHMD11590	YEAST00988
OG0004655	SCHMD10685	YEAST01640
OG0004657	SCHMD24002, SCHMD24003, SCHMD14727	YEAST00473
OG0004663	SCHMD03596	YEAST01161
OG0004664	SCHMD07541, SCHMD07542, SCHMD10324	YEAST05162
OG0004668	SCHMD00802	YEAST01610
OG0004669	SCHMD21911, SCHMD05517	YEAST00949
OG0004670	SCHMD20695, SCHMD17163	YEAST03416
OG0004671	SCHMD02955, SCHMD02956, SCHMD04859	YEAST02606
OG0004674	SCHMD03223	YEAST05448
OG0004675	SCHMD07033	YEAST05072, YEAST02983
OG0004678	SCHMD09572, SCHMD22384, SCHMD09573, SCHMD22385	YEAST02777, YEAST04846
OG0004682	SCHMD08178	YEAST02876
OG0004683	SCHMD10878	YEAST00676
OG0004684	SCHMD04346	YEAST05643
OG0004685	SCHMD09955	YEAST04200
OG0004687	SCHMD29802, SCHMD26824, SCHMD23153, SCHMD15300	YEAST00982
OG0004691	SCHMD29540, SCHMD09521, SCHMD09522	YEAST00819
OG0004699	SCHMD06447	YEAST05453
OG0004703	SCHMD00518, SCHMD00513, SCHMD00519, SCHMD19474	YEAST00841
OG0004705	SCHMD06298	YEAST05591
OG0004708	SCHMD08019	YEAST04540
OG0004711	SCHMD14637	YEAST03281
OG0004715	SCHMD24200, SCHMD23886, SCHMD25306, SCHMD02238	YEAST00409
OG0004728	SCHMD02271	YEAST04662, YEAST00882
OG0004740	SCHMD00456	YEAST04029
OG0004743	SCHMD01142	YEAST04299
OG0004747	SCHMD15120, SCHMD15119, SCHMD10662	YEAST01134
OG0004749	SCHMD27524, SCHMD05320, SCHMD13141	YEAST05904
OG0004753	SCHMD28685, SCHMD01257, SCHMD09681	YEAST04746
OG0004755	SCHMD28318, SCHMD26750, SCHMD14595	YEAST03690
OG0004756	SCHMD15431	YEAST03704
OG0004764	SCHMD19894, SCHMD17272	YEAST04443, YEAST04345
OG0004765	SCHMD16710, SCHMD04808	YEAST02487
OG0004766	SCHMD00505	YEAST01053
OG0004767	SCHMD00495	YEAST03559
OG0004768	SCHMD08416	YEAST02666
OG0004769	SCHMD21299, SCHMD08710, SCHMD20457, SCHMD10055, SCHMD28408, SCHMD18217, SCHMD29298	YEAST06228
OG0004770	SCHMD28676, SCHMD11354, SCHMD11355, SCHMD10999, SCHMD10105	YEAST03432
OG0004774	SCHMD08224	YEAST06062
OG0004785	SCHMD28279, SCHMD28744, SCHMD08779	YEAST04153
OG0004786	SCHMD07088	YEAST01015
OG0004787	SCHMD12301, SCHMD15157, SCHMD12300, SCHMD15158, SCHMD12299	YEAST02164
OG0004795	SCHMD12519	YEAST02163
OG0004797	SCHMD02596	YEAST00371
OG0004805	SCHMD25455, SCHMD17452, SCHMD11458, SCHMD28637	YEAST03570
OG0004808	SCHMD06755, SCHMD06754	YEAST02354
OG0004811	SCHMD04903, SCHMD12545	YEAST01683
OG0004814	SCHMD13484, SCHMD23295, SCHMD07359	YEAST05710
OG0004816	SCHMD16530, SCHMD18318	YEAST04664
OG0004819	SCHMD02457	YEAST00279
OG0004820	SCHMD20913, SCHMD20987, SCHMD11759, SCHMD14252, SCHMD20112	YEAST05404
OG0004822	SCHMD15682, SCHMD28947, SCHMD03658	YEAST03199
OG0004840	SCHMD11491, SCHMD12885, SCHMD20576	YEAST01399
OG0004841	SCHMD09828, SCHMD26722, SCHMD12393	YEAST01375
OG0004843	SCHMD09534, SCHMD08776, SCHMD08777, SCHMD08775	YEAST03163
OG0004848	SCHMD28574, SCHMD09045, SCHMD13087	YEAST02387
OG0004849	SCHMD21680, SCHMD17383, SCHMD10425	YEAST06335
OG0004850	SCHMD11882, SCHMD03455, SCHMD28942	YEAST05082, YEAST02977
OG0004851	SCHMD21554, SCHMD25137	YEAST02907
OG0004852	SCHMD04160	YEAST00825
OG0004854	SCHMD06398	YEAST00889, YEAST04304
OG0004855	SCHMD08752	YEAST03252
OG0004856	SCHMD03409, SCHMD06660	YEAST05973
OG0004858	SCHMD05398, SCHMD28607	YEAST04268
OG0004863	SCHMD07873, SCHMD11135, SCHMD16778, SCHMD25805	YEAST00862
OG0004864	SCHMD01647	YEAST00264
OG0004874	SCHMD06154	YEAST04564
OG0004875	SCHMD06197	YEAST02491
OG0004877	SCHMD12334, SCHMD26208, SCHMD17992	YEAST05247
OG0004879	SCHMD24301, SCHMD03040	YEAST01311
OG0004880	SCHMD03179	YEAST06046
OG0004881	SCHMD07531	YEAST00141
OG0004886	SCHMD11132, SCHMD11133	YEAST05077
OG0004887	SCHMD01845	YEAST05734
OG0004893	SCHMD12438	YEAST04667
OG0004896	SCHMD23220, SCHMD15681	YEAST06193
OG0004897	SCHMD05607, SCHMD11051	YEAST03127, YEAST00642
OG0004898	SCHMD08642, SCHMD08952	YEAST01269
OG0004902	SCHMD18948	YEAST00933
OG0004903	SCHMD05175	YEAST03539
OG0004906	SCHMD23736, SCHMD12156, SCHMD23911	YEAST02770
OG0004911	SCHMD04835	YEAST04765
OG0004913	SCHMD04287	YEAST01636
OG0004917	SCHMD17958, SCHMD19944	YEAST00244
OG0004922	SCHMD11129	YEAST03302
OG0004924	SCHMD01005	YEAST03555, YEAST03277
OG0004928	SCHMD00158	YEAST00311
OG0004932	SCHMD10077, SCHMD21150	YEAST04654
OG0004935	SCHMD12789	YEAST02167
OG0004940	SCHMD16274, SCHMD13330	YEAST05107, YEAST05559
OG0004941	SCHMD02800	YEAST03194
OG0004947	SCHMD06651	YEAST05164
OG0004949	SCHMD07060	YEAST04201
OG0004952	SCHMD04799	YEAST02477
OG0004954	SCHMD11745	YEAST06058
OG0004962	SCHMD01501	YEAST04400
OG0004963	SCHMD21217, SCHMD19336, SCHMD23165, SCHMD03796	YEAST04940
OG0004964	SCHMD16260, SCHMD14551, SCHMD14550, SCHMD14552	YEAST04104
OG0004968	SCHMD05111, SCHMD27208	YEAST03489
OG0004971	SCHMD11505, SCHMD11504	YEAST05364
OG0004972	SCHMD04428, SCHMD03056	YEAST03511
OG0004975	SCHMD16508, SCHMD27886	YEAST00144, YEAST01994
OG0004976	SCHMD07971, SCHMD08301	YEAST05983
OG0004977	SCHMD07667	YEAST06017
OG0004979	SCHMD05958, SCHMD29649	YEAST06027
OG0004980	SCHMD05222	YEAST05221
OG0004981	SCHMD07697	YEAST03914, YEAST04639
OG0004982	SCHMD05427	YEAST03625
OG0004985	SCHMD29312, SCHMD07642	YEAST03498
OG0004988	SCHMD02346, SCHMD02345	YEAST05990
OG0004989	SCHMD19697, SCHMD07782, SCHMD07783	YEAST04576
OG0005002	SCHMD03211	YEAST05414
OG0005003	SCHMD17130, SCHMD16608	YEAST02467, YEAST00216
OG0005006	SCHMD13689, SCHMD15401	YEAST06096
OG0005007	SCHMD06268	YEAST03893
OG0005014	SCHMD05034	YEAST02538
OG0005015	SCHMD04974	YEAST01649, YEAST01932
OG0005038	SCHMD01410	YEAST02861
OG0005040	SCHMD01329	YEAST04778
OG0005047	SCHMD04128	YEAST01837
OG0005053	SCHMD17693, SCHMD05929, SCHMD17775	YEAST00680
OG0005059	SCHMD24138	YEAST03737
OG0005067	SCHMD04281, SCHMD22789, SCHMD19756	YEAST06051
OG0005073	SCHMD20560, SCHMD24083	YEAST00873
OG0005076	SCHMD18341	YEAST04563
OG0005081	SCHMD07968	YEAST03124
OG0005083	SCHMD05180, SCHMD00808	YEAST00678, YEAST05235
OG0005084	SCHMD24622, SCHMD28350, SCHMD06621	YEAST03782
OG0005086	SCHMD07135	YEAST00205
OG0005087	SCHMD04211, SCHMD04210, SCHMD04212	YEAST00816
OG0005088	SCHMD00106	YEAST05769, YEAST03125
OG0005089	SCHMD02522	YEAST04644
OG0005090	SCHMD24306, SCHMD17983, SCHMD19241	YEAST00338
OG0005095	SCHMD09142, SCHMD20356	YEAST04437
OG0005096	SCHMD12701, SCHMD22213, SCHMD00296	YEAST00667
OG0005100	SCHMD09835	YEAST02389
OG0005104	SCHMD09431	YEAST05248
OG0005106	SCHMD05434	YEAST06065, YEAST00421
OG0005109	SCHMD29484	YEAST05204, YEAST00612
OG0005111	SCHMD15543, SCHMD03637	YEAST06212, YEAST04032
OG0005114	SCHMD29369	YEAST02131
OG0005117	SCHMD20250, SCHMD08549, SCHMD21251	YEAST06050
OG0005121	SCHMD08386	YEAST02052
OG0005124	SCHMD19577, SCHMD17366	YEAST04099
OG0005130	SCHMD26291, SCHMD12198, SCHMD06648	YEAST03863
OG0005139	SCHMD04022	YEAST04015
OG0005142	SCHMD05971	YEAST03890
OG0005143	SCHMD12861, SCHMD10599	YEAST00443
OG0005144	SCHMD07235	YEAST04065
OG0005146	SCHMD05515, SCHMD14279, SCHMD29816	YEAST02971
OG0005149	SCHMD06219, SCHMD07799	YEAST03025, YEAST02738
OG0005151	SCHMD28665, SCHMD29534	YEAST03382
OG0005157	SCHMD08161	YEAST02981
OG0005167	SCHMD11781, SCHMD10752	YEAST03924
OG0005168	SCHMD04735	YEAST06272
OG0005169	SCHMD15963, SCHMD25972, SCHMD15964, SCHMD17733	YEAST00459
OG0005175	SCHMD19207, SCHMD24072, SCHMD23126	YEAST05445
OG0005176	SCHMD21423	YEAST05501
OG0005179	SCHMD10255	YEAST05659
OG0005183	SCHMD09747	YEAST05308
OG0005184	SCHMD11344, SCHMD27380	YEAST00492
OG0005187	SCHMD09837	YEAST05234
OG0005188	SCHMD28645, SCHMD28807	YEAST01554
OG0005191	SCHMD28673, SCHMD08050	YEAST00993
OG0005194	SCHMD06057	YEAST04086
OG0005200	SCHMD16396	YEAST01016
OG0005201	SCHMD23946	YEAST00082
OG0005204	SCHMD03898	YEAST01178
OG0005205	SCHMD05833	YEAST01046
OG0005212	SCHMD21052, SCHMD21053, SCHMD20624	YEAST06147
OG0005221	SCHMD22455	YEAST03209
OG0005222	SCHMD02749	YEAST05518
OG0005224	SCHMD00054, SCHMD12667, SCHMD14422	YEAST06324
OG0005225	SCHMD12592, SCHMD13372	YEAST05094
OG0005227	SCHMD23050, SCHMD10127	YEAST05529
OG0005228	SCHMD07535	YEAST05916
OG0005233	SCHMD02640, SCHMD02641	YEAST00564
OG0005237	SCHMD13955, SCHMD13956	YEAST05398
OG0005238	SCHMD01752, SCHMD04129	YEAST00351
OG0005239	SCHMD19406	YEAST04499
OG0005240	SCHMD07948	YEAST03058
OG0005244	SCHMD12116	YEAST06021
OG0005247	SCHMD07196	YEAST06314
OG0005249	SCHMD11873	YEAST03446
OG0005254	SCHMD11037	YEAST00814
OG0005259	SCHMD00463	YEAST04276
OG0005261	SCHMD17094, SCHMD16953	YEAST01831
OG0005262	SCHMD09724, SCHMD09723	YEAST05458
OG0005264	SCHMD21690	YEAST03506
OG0005267	SCHMD05485, SCHMD21413	YEAST03513
OG0005269	SCHMD02017	YEAST03314
OG0005273	SCHMD04729, SCHMD04730	YEAST04916
OG0005275	SCHMD11538, SCHMD09516, SCHMD09517	YEAST03695
OG0005279	SCHMD21196, SCHMD21859	YEAST05219
OG0005280	SCHMD05321, SCHMD08421	YEAST00305
OG0005281	SCHMD01191	YEAST05694
OG0005285	SCHMD04425	YEAST03115
OG0005289	SCHMD11517, SCHMD17216	YEAST03438
OG0005292	SCHMD02918	YEAST01718
OG0005293	SCHMD14041	YEAST03033
OG0005294	SCHMD09577	YEAST01981
OG0005295	SCHMD09336	YEAST04584
OG0005298	SCHMD16478, SCHMD05913	YEAST03696
OG0005300	SCHMD22874	YEAST04941
OG0005304	SCHMD22010, SCHMD29240, SCHMD26778, SCHMD29331, SCHMD18268, SCHMD22012	YEAST05397
OG0005312	SCHMD13402	YEAST05201, YEAST04689
OG0005314	SCHMD13878, SCHMD19278, SCHMD17702, SCHMD19628	YEAST05231, YEAST01835
OG0005316	SCHMD03895, SCHMD05450, SCHMD18694, SCHMD21757, SCHMD25791, SCHMD18477, SCHMD16578	YEAST02690
OG0005317	SCHMD24584, SCHMD06634	YEAST03232
OG0005318	SCHMD08168	YEAST02932
OG0005319	SCHMD01713	YEAST00507
OG0005323	SCHMD20703	YEAST01809
OG0005326	SCHMD00873	YEAST02113
OG0005360	SCHMD13883	YEAST05037
OG0005365	SCHMD03138	YEAST00555
OG0005366	SCHMD02625	YEAST05488
OG0005370	SCHMD11713	YEAST06092
OG0005371	SCHMD13317	YEAST06170
OG0005373	SCHMD28221, SCHMD29451, SCHMD28166	YEAST05422
OG0005374	SCHMD23288, SCHMD27054, SCHMD27055, SCHMD26822, SCHMD23790	YEAST05714
OG0005375	SCHMD23930, SCHMD07733	YEAST03962
OG0005379	SCHMD03111	YEAST03216
OG0005390	SCHMD07965	YEAST03532
OG0005391	SCHMD20185, SCHMD21085	YEAST02166
OG0005393	SCHMD23994, SCHMD11365	YEAST04280
OG0005394	SCHMD09419, SCHMD10527	YEAST00853
OG0005396	SCHMD28360, SCHMD11764, SCHMD09312	YEAST05100
OG0005402	SCHMD01184	YEAST00454, YEAST00455
OG0005403	SCHMD27451, SCHMD20254	YEAST03894
OG0005406	SCHMD01895, SCHMD10279	YEAST00801
OG0005409	SCHMD03070	YEAST01305
OG0005412	SCHMD06617	YEAST00286
OG0005413	SCHMD03567, SCHMD28875, SCHMD29522	YEAST00212
OG0005417	SCHMD00898	YEAST02517
OG0005422	SCHMD11485	YEAST00744
OG0005430	SCHMD03862	YEAST02046
OG0005431	SCHMD24857, SCHMD19046, SCHMD19047, SCHMD19048	YEAST00653
OG0005432	SCHMD12333, SCHMD11358, SCHMD11359	YEAST00083
OG0005433	SCHMD02774	YEAST00126
OG0005435	SCHMD14136	YEAST02973
OG0005437	SCHMD23677, SCHMD26948	YEAST04554
OG0005439	SCHMD12557, SCHMD12556	YEAST00480, YEAST02388
OG0005446	SCHMD28949, SCHMD03912, SCHMD04431	YEAST02856
OG0005448	SCHMD02156, SCHMD08498, SCHMD08499	YEAST00061
OG0005451	SCHMD18931	YEAST02174
OG0005455	SCHMD19188, SCHMD23331, SCHMD16604	YEAST01906
OG0005464	SCHMD09632, SCHMD22634	YEAST03289
OG0005465	SCHMD16366, SCHMD08907, SCHMD16365	YEAST02925
