Orthogroup	SCHMD	NEMVE
OG0005948	SCHMD05630	NEMVE12170
OG0005949	SCHMD04688	NEMVE05450
OG0005950	SCHMD24842	NEMVE14694
OG0005952	SCHMD14057	NEMVE22482
OG0005955	SCHMD28997	NEMVE24056
OG0005956	SCHMD02817	NEMVE07065
OG0005959	SCHMD19013	NEMVE24867
OG0005963	SCHMD01826	NEMVE25861
OG0005965	SCHMD08437	NEMVE06899
OG0005966	SCHMD21323, SCHMD27755	NEMVE19178, NEMVE00025
OG0005967	SCHMD05472	NEMVE22443
OG0005969	SCHMD09557	NEMVE13532
OG0005970	SCHMD01213	NEMVE05887
OG0005971	SCHMD02682	NEMVE06732
OG0005973	SCHMD13962	NEMVE11820
OG0005974	SCHMD07776	NEMVE14137
OG0005977	SCHMD05711	NEMVE14569
OG0005978	SCHMD07295, SCHMD07297	NEMVE22252
OG0005979	SCHMD12835, SCHMD02124	NEMVE11720, NEMVE19106
OG0005982	SCHMD25871, SCHMD22233	NEMVE13477
OG0005984	SCHMD15039, SCHMD22394	NEMVE24779
OG0005986	SCHMD08044	NEMVE02799
OG0005987	SCHMD00944	NEMVE21795
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	NEMVE00971
OG0005993	SCHMD11427, SCHMD18715	NEMVE11171
OG0005994	SCHMD29551, SCHMD27858	NEMVE21776
OG0005995	SCHMD29351, SCHMD08037	NEMVE02185
OG0005998	SCHMD02380, SCHMD09950	NEMVE05440
OG0006000	SCHMD01538	NEMVE18781
OG0006001	SCHMD09796	NEMVE14112
OG0006002	SCHMD10400	NEMVE02860
OG0006002	SCHMD03942	NEMVE13122
OG0006003	SCHMD28801, SCHMD05202	NEMVE06610
OG0006005	SCHMD22182, SCHMD08878	NEMVE08968, NEMVE00870
OG0006009	SCHMD19529	NEMVE06073
OG0006010	SCHMD15502	NEMVE22570
OG0006011	SCHMD19974, SCHMD20066	NEMVE14656
OG0006012	SCHMD04480, SCHMD08297, SCHMD18940	NEMVE23549
OG0006031	SCHMD16657	NEMVE14413
OG0006062	SCHMD23812, SCHMD24107	NEMVE13363
OG0006063	SCHMD23310, SCHMD03030	NEMVE13540
OG0006064	SCHMD10442	NEMVE05721
OG0006065	SCHMD02636	NEMVE25805
OG0006066	SCHMD10156	NEMVE25661
OG0006069	SCHMD05080	NEMVE24988
OG0006070	SCHMD12482, SCHMD20456	NEMVE15570
OG0006074	SCHMD10253	NEMVE24416
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	NEMVE00907
OG0006081	SCHMD03767, SCHMD03768	NEMVE06868, NEMVE06886
OG0006083	SCHMD05588	NEMVE09309
OG0006084	SCHMD04050	NEMVE14424
OG0006085	SCHMD06820, SCHMD25134	NEMVE25339
OG0006087	SCHMD02837	NEMVE15939
OG0006094	SCHMD22247	NEMVE09647, NEMVE00091
OG0006095	SCHMD01933	NEMVE13885
OG0006097	SCHMD02082	NEMVE05832
OG0006098	SCHMD03761	NEMVE06004
OG0006100	SCHMD13497	NEMVE22711
OG0006101	SCHMD20998, SCHMD13053	NEMVE15100
OG0006102	SCHMD05671	NEMVE14968
OG0006104	SCHMD02621	NEMVE14961
OG0006106	SCHMD07924	NEMVE19009
OG0006108	SCHMD01135	NEMVE08391
OG0006111	SCHMD21835, SCHMD08002	NEMVE02016
OG0006112	SCHMD08098	NEMVE03287
OG0006113	SCHMD19939, SCHMD12223	NEMVE09892
OG0006115	SCHMD11076, SCHMD17247	NEMVE14785, NEMVE17721
OG0006116	SCHMD23071, SCHMD20841	NEMVE24918
OG0006118	SCHMD01132	NEMVE10454
OG0006119	SCHMD11970	NEMVE11800, NEMVE15295
OG0006120	SCHMD01574	NEMVE22945
OG0006121	SCHMD07418	NEMVE22058
OG0006122	SCHMD04954, SCHMD29174, SCHMD29768	NEMVE25204
OG0006123	SCHMD01986	NEMVE23157
OG0006124	SCHMD06412	NEMVE24761
OG0006125	SCHMD18618	NEMVE09196
OG0006127	SCHMD21305	NEMVE07015, NEMVE07020
OG0006128	SCHMD10897	NEMVE20876, NEMVE00022
OG0006129	SCHMD29479, SCHMD20406, SCHMD23249	NEMVE14942
OG0006134	SCHMD03678	NEMVE11232
OG0006136	SCHMD24287, SCHMD09864	NEMVE09172
OG0006137	SCHMD12111, SCHMD06962	NEMVE03361
OG0006141	SCHMD14525	NEMVE16961, NEMVE12186
OG0006144	SCHMD00428, SCHMD04861	NEMVE14741
OG0006145	SCHMD01605	NEMVE22056
OG0006146	SCHMD09246	NEMVE13821
OG0006147	SCHMD22070	NEMVE04643
OG0006148	SCHMD13560, SCHMD22230	NEMVE05857
OG0006152	SCHMD06866	NEMVE05428
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	NEMVE22637
OG0006158	SCHMD08900	NEMVE13934
OG0006159	SCHMD22266	NEMVE21764
OG0006160	SCHMD05454	NEMVE19207, NEMVE10555
OG0006163	SCHMD15384	NEMVE21775
OG0006164	SCHMD06001	NEMVE10175, NEMVE01696
OG0006165	SCHMD04333, SCHMD04332	NEMVE00991
OG0006167	SCHMD07995	NEMVE16792
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	NEMVE13971, NEMVE20353
OG0006169	SCHMD23567	NEMVE14671
OG0006172	SCHMD16388	NEMVE05065
OG0006177	SCHMD21293	NEMVE24866
OG0006178	SCHMD24387	NEMVE11078, NEMVE05347
OG0006180	SCHMD14399, SCHMD04884	NEMVE12426, NEMVE18458
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	NEMVE25734
OG0006183	SCHMD11899	NEMVE14948, NEMVE03107
OG0006184	SCHMD09309	NEMVE17784
OG0006185	SCHMD16220, SCHMD19381	NEMVE24611
OG0006186	SCHMD00394	NEMVE12274, NEMVE21867
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	NEMVE05382
OG0006188	SCHMD05423	NEMVE09360
OG0006189	SCHMD01559	NEMVE13369
OG0006191	SCHMD07313	NEMVE14192
OG0006192	SCHMD08338	NEMVE19051
OG0006196	SCHMD07677, SCHMD07676	NEMVE22533
OG0006198	SCHMD06672, SCHMD06669, SCHMD06670	NEMVE13914
OG0006199	SCHMD04415, SCHMD04413	NEMVE13782
OG0006202	SCHMD08868	NEMVE13627
OG0006204	SCHMD16863	NEMVE14772
OG0006205	SCHMD14314	NEMVE24610, NEMVE08234
OG0006208	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749	NEMVE00290, NEMVE16123
OG0006215	SCHMD09655	NEMVE22459
OG0006215	SCHMD09656	NEMVE18725
OG0006216	SCHMD09510	NEMVE22955
OG0006217	SCHMD21927, SCHMD16840	NEMVE07259
OG0006219	SCHMD06440	NEMVE09275
OG0006220	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957	NEMVE07122
OG0006222	SCHMD18003, SCHMD26063, SCHMD27714, SCHMD25999	NEMVE01385
OG0006224	SCHMD00469	NEMVE12014, NEMVE21951
OG0006225	SCHMD06338	NEMVE14367
OG0006226	SCHMD17067, SCHMD16763	NEMVE09907, NEMVE06472
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	NEMVE15408
OG0006230	SCHMD02493	NEMVE16928
OG0006232	SCHMD02032	NEMVE15602, NEMVE23130
OG0006233	SCHMD06976, SCHMD06979, SCHMD25784, SCHMD06980	NEMVE12454, NEMVE11317
OG0006234	SCHMD13683, SCHMD14118	NEMVE25467
OG0006235	SCHMD04538	NEMVE24526
OG0006239	SCHMD01406	NEMVE18923
OG0006240	SCHMD29814	NEMVE05672
OG0006245	SCHMD05704	NEMVE04589
OG0006246	SCHMD00484	NEMVE09317
OG0006247	SCHMD22174	NEMVE13374
OG0006248	SCHMD12206, SCHMD10060	NEMVE22580
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	NEMVE21889
OG0006250	SCHMD16390	NEMVE01589
OG0006252	SCHMD16745, SCHMD16993	NEMVE23338, NEMVE21684
OG0006253	SCHMD09135	NEMVE10852
OG0006254	SCHMD04705	NEMVE08534
OG0006254	SCHMD29411	NEMVE22025
OG0006258	SCHMD05887	NEMVE12417, NEMVE14713
OG0006259	SCHMD06837	NEMVE05775
OG0006260	SCHMD09985, SCHMD17439	NEMVE24580
OG0006261	SCHMD24384	NEMVE10883, NEMVE12471
OG0006263	SCHMD00121	NEMVE25155
OG0006267	SCHMD03685	NEMVE00987
OG0006268	SCHMD06847	NEMVE19453, NEMVE00515
OG0006269	SCHMD04606, SCHMD04607	NEMVE15813
OG0006271	SCHMD07857	NEMVE12840
OG0006274	SCHMD00455	NEMVE22745
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	NEMVE12634
OG0006277	SCHMD24774	NEMVE22696
OG0006279	SCHMD04231	NEMVE08460, NEMVE03244
OG0006280	SCHMD15524, SCHMD19210	NEMVE13464
OG0006281	SCHMD02340	NEMVE17531
OG0006282	SCHMD08230	NEMVE05748
OG0006283	SCHMD06325	NEMVE22907
OG0006284	SCHMD20607, SCHMD19598	NEMVE09500
OG0006285	SCHMD01607, SCHMD01606	NEMVE22191
OG0006287	SCHMD02771	NEMVE02387
OG0006289	SCHMD08039	NEMVE07416
OG0006290	SCHMD00955	NEMVE07329
OG0006291	SCHMD09043	NEMVE06491
OG0006293	SCHMD16297	NEMVE01946
OG0006294	SCHMD15450, SCHMD16229	NEMVE05761
OG0006295	SCHMD02966	NEMVE17572
OG0006297	SCHMD09759	NEMVE12058
OG0006298	SCHMD01046, SCHMD24624	NEMVE23496
OG0006301	SCHMD09923	NEMVE14030, NEMVE10171
OG0006304	SCHMD06368	NEMVE13935
OG0006305	SCHMD12627	NEMVE22239
OG0006306	SCHMD12510, SCHMD15396	NEMVE07331
OG0006309	SCHMD24369, SCHMD08923	NEMVE14028
OG0006310	SCHMD12354	NEMVE09818
OG0006311	SCHMD23312	NEMVE19440, NEMVE17820, NEMVE19918
OG0006313	SCHMD09169	NEMVE22686
OG0006314	SCHMD08096	NEMVE24333, NEMVE21005
OG0006315	SCHMD05407	NEMVE15833
OG0006316	SCHMD26139, SCHMD20052	NEMVE09340, NEMVE20670, NEMVE03501
OG0006319	SCHMD10541, SCHMD13166	NEMVE06270
OG0006321	SCHMD08365	NEMVE11987
OG0006322	SCHMD10221	NEMVE11564, NEMVE20664
OG0006323	SCHMD04105	NEMVE24425
OG0006325	SCHMD16004	NEMVE12445, NEMVE02974
OG0006327	SCHMD15773	NEMVE24917
OG0006329	SCHMD08342	NEMVE21689
OG0006330	SCHMD08411	NEMVE14456
OG0006331	SCHMD09182, SCHMD12138	NEMVE13643
OG0006332	SCHMD14581	NEMVE08037
OG0006334	SCHMD05752, SCHMD05753	NEMVE13329
OG0006335	SCHMD11650, SCHMD08469	NEMVE23896
OG0006337	SCHMD11987, SCHMD11989	NEMVE14196
OG0006340	SCHMD19432	NEMVE10948
OG0006341	SCHMD05125	NEMVE12553, NEMVE14094
OG0006344	SCHMD21084, SCHMD09358	NEMVE22317
OG0006347	SCHMD07723	NEMVE21968
OG0006349	SCHMD05182	NEMVE06197
OG0006350	SCHMD09296	NEMVE14391
OG0006352	SCHMD07373	NEMVE14684
OG0006353	SCHMD10639	NEMVE13981, NEMVE21258
OG0006357	SCHMD03473	NEMVE24732
OG0006360	SCHMD08060	NEMVE11945, NEMVE14950, NEMVE09722
OG0006362	SCHMD03337	NEMVE15117
OG0006363	SCHMD19238	NEMVE09625
OG0006364	SCHMD06510, SCHMD06511	NEMVE05230, NEMVE00679
OG0006365	SCHMD14860	NEMVE21950
OG0006370	SCHMD28920	NEMVE05218
OG0006372	SCHMD07447	NEMVE09290
OG0006373	SCHMD11946	NEMVE03917
OG0006375	SCHMD00652	NEMVE11513
OG0006376	SCHMD06608	NEMVE23782
OG0006377	SCHMD10116	NEMVE16226
OG0006378	SCHMD10668, SCHMD11255	NEMVE15636
OG0006379	SCHMD18267	NEMVE15844
OG0006381	SCHMD24227, SCHMD16114	NEMVE22611
OG0006383	SCHMD26033, SCHMD18774	NEMVE13729
OG0006386	SCHMD13835, SCHMD19804	NEMVE01150, NEMVE00239
OG0006387	SCHMD14692	NEMVE24021
OG0006392	SCHMD15116, SCHMD12579	NEMVE14704, NEMVE12102
OG0006395	SCHMD08199	NEMVE21779
OG0006397	SCHMD03254	NEMVE01703
OG0006399	SCHMD08267	NEMVE21124, NEMVE12570
OG0006401	SCHMD19581, SCHMD26470	NEMVE14644
OG0006402	SCHMD13826, SCHMD09114	NEMVE11176
OG0006408	SCHMD11225	NEMVE13922
OG0006442	SCHMD29787, SCHMD29760	NEMVE04542, NEMVE04555
OG0006443	SCHMD12255, SCHMD24636, SCHMD25778	NEMVE24139
OG0006448	SCHMD18654	NEMVE14631
OG0006449	SCHMD06362	NEMVE11606, NEMVE14465
OG0006452	SCHMD23102, SCHMD15046	NEMVE22045
OG0006454	SCHMD07698, SCHMD07699	NEMVE01525
OG0006456	SCHMD11711, SCHMD17298, SCHMD12535	NEMVE14689
OG0006457	SCHMD16313	NEMVE02219
OG0006459	SCHMD21368	NEMVE15405
OG0006460	SCHMD24130, SCHMD18002	NEMVE05063
OG0006461	SCHMD19693, SCHMD11861	NEMVE25171
OG0006462	SCHMD07729	NEMVE13915
OG0006463	SCHMD07130	NEMVE06047
OG0006464	SCHMD12787, SCHMD19777	NEMVE13731
OG0006467	SCHMD04209	NEMVE22709
OG0006469	SCHMD02780	NEMVE10571
OG0006470	SCHMD16861	NEMVE04834
OG0006472	SCHMD23852, SCHMD12162	NEMVE04638
OG0006474	SCHMD03155, SCHMD23229, SCHMD24070	NEMVE04607
OG0006475	SCHMD12763	NEMVE13355
OG0006476	SCHMD29103, SCHMD25388	NEMVE13672
OG0006478	SCHMD01744	NEMVE08604
OG0006479	SCHMD20030	NEMVE25506
OG0006480	SCHMD01089, SCHMD15519, SCHMD24778, SCHMD01088	NEMVE14859
OG0006481	SCHMD02855	NEMVE14750
OG0006482	SCHMD06492	NEMVE04768, NEMVE03006
OG0006484	SCHMD20779, SCHMD21905, SCHMD18928, SCHMD26840, SCHMD17566, SCHMD19702, SCHMD29583, SCHMD24056	NEMVE08744, NEMVE00650
OG0006486	SCHMD12934, SCHMD02395	NEMVE14560
OG0006488	SCHMD29514, SCHMD21588	NEMVE02068
OG0006490	SCHMD00433	NEMVE14501
OG0006494	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967	NEMVE14035
OG0006501	SCHMD05406	NEMVE11638, NEMVE12339, NEMVE13908
OG0006503	SCHMD07908	NEMVE13506
OG0006504	SCHMD04702, SCHMD29580	NEMVE14016
OG0006505	SCHMD08554, SCHMD08796	NEMVE14629
OG0006507	SCHMD22063	NEMVE00425, NEMVE01835
OG0006509	SCHMD13705	NEMVE24726
OG0006510	SCHMD11921	NEMVE14264, NEMVE15703
OG0006511	SCHMD03048	NEMVE14251
OG0006512	SCHMD12217, SCHMD11205	NEMVE22978
OG0006514	SCHMD08264	NEMVE21783, NEMVE13023
OG0006515	SCHMD03249	NEMVE04937
OG0006517	SCHMD00950	NEMVE18893, NEMVE20520
OG0006518	SCHMD03959	NEMVE13789
OG0006519	SCHMD25528	NEMVE13465
OG0006520	SCHMD00155	NEMVE22333
OG0006523	SCHMD12246, SCHMD13301	NEMVE25529
OG0006525	SCHMD07674	NEMVE12877
OG0006525	SCHMD21904	NEMVE22491
OG0006526	SCHMD14233	NEMVE14152
OG0006527	SCHMD10447, SCHMD13054	NEMVE08764
OG0006528	SCHMD09670	NEMVE22210
OG0006532	SCHMD27245	NEMVE08321
OG0006533	SCHMD18626	NEMVE13804, NEMVE21453, NEMVE20690
OG0006533	SCHMD18625	NEMVE04409
OG0006536	SCHMD28548	NEMVE17923
OG0006537	SCHMD07012	NEMVE03134, NEMVE02559
OG0006538	SCHMD09434	NEMVE23417
OG0006540	SCHMD24252, SCHMD19265	NEMVE14709
OG0006542	SCHMD07956	NEMVE14992, NEMVE10018
OG0006543	SCHMD05909	NEMVE14466, NEMVE04354
OG0006544	SCHMD05488	NEMVE14328
OG0006545	SCHMD08819	NEMVE18966
OG0006546	SCHMD22666, SCHMD26503	NEMVE05077
OG0006547	SCHMD01454	NEMVE14179
OG0006548	SCHMD28704	NEMVE03418, NEMVE21513
OG0006549	SCHMD07432	NEMVE14235, NEMVE01817
OG0006550	SCHMD05608	NEMVE08614
OG0006552	SCHMD16090	NEMVE14982
OG0006553	SCHMD03817	NEMVE08520
OG0006554	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974	NEMVE11077
OG0006556	SCHMD10898, SCHMD08118	NEMVE14156
OG0006557	SCHMD15751	NEMVE13737
OG0006561	SCHMD07629	NEMVE13352
OG0006563	SCHMD08352	NEMVE13142
OG0006564	SCHMD15011	NEMVE13427
OG0006566	SCHMD10136, SCHMD13813	NEMVE18626
OG0006567	SCHMD25728, SCHMD21897, SCHMD15731	NEMVE23190
OG0006570	SCHMD12205, SCHMD05328	NEMVE14036
OG0006571	SCHMD00180, SCHMD27487	NEMVE19259
OG0006573	SCHMD10554	NEMVE24473
OG0006574	SCHMD18201	NEMVE24947, NEMVE18114
OG0006583	SCHMD08738	NEMVE06578
OG0006586	SCHMD14590	NEMVE02913, NEMVE05314
OG0006588	SCHMD29130	NEMVE02714
OG0006590	SCHMD02740	NEMVE05361
OG0006591	SCHMD02097	NEMVE07569
OG0006593	SCHMD08560	NEMVE12550
OG0006594	SCHMD00507	NEMVE14133
OG0006595	SCHMD08252	NEMVE14900
OG0006596	SCHMD05657	NEMVE21882
OG0006597	SCHMD04098	NEMVE08474, NEMVE00517
OG0006598	SCHMD23134	NEMVE20869, NEMVE13702
OG0006600	SCHMD12543, SCHMD20580	NEMVE09809, NEMVE00613
OG0006603	SCHMD13311, SCHMD24906	NEMVE13346
OG0006604	SCHMD12610	NEMVE25234
OG0006606	SCHMD11990	NEMVE08978
OG0006607	SCHMD00025	NEMVE07507
OG0006608	SCHMD21063	NEMVE25300, NEMVE11908
OG0006610	SCHMD10412	NEMVE05164
OG0006614	SCHMD05476	NEMVE04847
OG0006615	SCHMD02189	NEMVE08793
OG0006616	SCHMD12397	NEMVE20547, NEMVE13459
OG0006619	SCHMD14686	NEMVE24711
OG0006621	SCHMD06932	NEMVE02138
OG0006622	SCHMD16418, SCHMD16456	NEMVE14827
OG0006623	SCHMD00154	NEMVE12206, NEMVE10717
OG0006624	SCHMD28658, SCHMD27359	NEMVE05837, NEMVE05866, NEMVE02389
OG0006626	SCHMD05850	NEMVE13430
OG0006628	SCHMD10378	NEMVE05340
OG0006630	SCHMD02436	NEMVE14529
OG0006631	SCHMD24627, SCHMD24745	NEMVE22840
OG0006633	SCHMD06460	NEMVE10562
OG0006636	SCHMD09363	NEMVE02023
OG0006637	SCHMD17064, SCHMD26047	NEMVE09116
OG0006640	SCHMD09877	NEMVE12612, NEMVE12487, NEMVE16586
OG0006646	SCHMD10329	NEMVE12960
OG0006647	SCHMD12770, SCHMD12371	NEMVE14917
OG0006648	SCHMD13489, SCHMD23341	NEMVE20212
OG0006651	SCHMD07289, SCHMD06082	NEMVE24687
OG0006652	SCHMD08119	NEMVE18100, NEMVE08941
OG0006655	SCHMD00645	NEMVE21990
OG0006656	SCHMD15425	NEMVE22874
OG0006658	SCHMD07703, SCHMD19832	NEMVE08447, NEMVE14700
OG0006659	SCHMD06470, SCHMD00081, SCHMD27592, SCHMD16161, SCHMD29346, SCHMD03106, SCHMD00915, SCHMD00917	NEMVE14197
OG0006662	SCHMD11088, SCHMD02344	NEMVE14723
OG0006663	SCHMD05461	NEMVE25118
OG0006664	SCHMD01212	NEMVE00897
OG0006666	SCHMD00843	NEMVE15097
OG0006667	SCHMD02023	NEMVE14509
OG0006668	SCHMD00035	NEMVE13784
OG0006669	SCHMD15456	NEMVE01621, NEMVE12149
OG0006670	SCHMD06283	NEMVE14438
OG0006671	SCHMD02649	NEMVE22584
OG0006673	SCHMD11139, SCHMD01947	NEMVE13899
OG0006674	SCHMD28901	NEMVE22962, NEMVE20781
OG0006675	SCHMD10065, SCHMD21124	NEMVE04979
OG0006677	SCHMD28844	NEMVE22635
OG0006678	SCHMD02351	NEMVE15058
OG0006682	SCHMD01820	NEMVE06762
OG0006682	SCHMD13232	NEMVE06772
OG0006683	SCHMD12055	NEMVE16605
OG0006684	SCHMD03196	NEMVE17767
OG0006686	SCHMD05511	NEMVE25052
OG0006688	SCHMD02782	NEMVE02085
OG0006689	SCHMD09875, SCHMD00797, SCHMD11694	NEMVE24146, NEMVE12853
OG0006690	SCHMD02600	NEMVE23260
OG0006691	SCHMD14621	NEMVE14331
OG0006692	SCHMD15336	NEMVE14555
OG0006693	SCHMD00589	NEMVE15971
OG0006694	SCHMD05629	NEMVE06376
OG0006695	SCHMD06025	NEMVE19387
OG0006697	SCHMD19994, SCHMD13817, SCHMD29045	NEMVE13214
OG0006698	SCHMD12118	NEMVE24243
OG0006700	SCHMD29051, SCHMD15433, SCHMD27357	NEMVE14095
OG0006702	SCHMD29672	NEMVE14025
OG0006703	SCHMD00739	NEMVE06399
OG0006704	SCHMD28226	NEMVE09753
OG0006706	SCHMD12854	NEMVE08399
OG0006707	SCHMD19389	NEMVE18156, NEMVE12324
OG0006708	SCHMD01518	NEMVE23781
OG0006709	SCHMD06005	NEMVE06920
OG0006712	SCHMD13757	NEMVE05787
OG0006713	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768	NEMVE06582
OG0006717	SCHMD09869	NEMVE17875
OG0006718	SCHMD28286	NEMVE09098
OG0006720	SCHMD15330, SCHMD18737	NEMVE13949
OG0006721	SCHMD06116	NEMVE24868
OG0006722	SCHMD18971, SCHMD24284	NEMVE03981, NEMVE22551
OG0006723	SCHMD12671	NEMVE13754
OG0006725	SCHMD15226	NEMVE05867
OG0006725	SCHMD29785	NEMVE21160
OG0006726	SCHMD22403	NEMVE06858
OG0006727	SCHMD01781	NEMVE14653
OG0006728	SCHMD09693	NEMVE16075
OG0006729	SCHMD09997, SCHMD07849	NEMVE17861
OG0006730	SCHMD15242	NEMVE16598
OG0006731	SCHMD21262, SCHMD19367	NEMVE22494
OG0006733	SCHMD02938	NEMVE15467
OG0006734	SCHMD13149, SCHMD15306	NEMVE14116
OG0006735	SCHMD23549, SCHMD18150, SCHMD22619	NEMVE18798, NEMVE20349, NEMVE09960, NEMVE21806
OG0006736	SCHMD17556, SCHMD11091	NEMVE24623
OG0006737	SCHMD05655	NEMVE09025
OG0006741	SCHMD21104, SCHMD16448, SCHMD23684, SCHMD14241, SCHMD07000	NEMVE13385
OG0006742	SCHMD14364	NEMVE25399
OG0006743	SCHMD06609	NEMVE16849
OG0006749	SCHMD17570, SCHMD17569	NEMVE24563
OG0006750	SCHMD04443, SCHMD17273, SCHMD07663	NEMVE25037
OG0006752	SCHMD12442	NEMVE20853, NEMVE23516
OG0006753	SCHMD08285	NEMVE10471
OG0006754	SCHMD13342	NEMVE23232
OG0006755	SCHMD10228	NEMVE22112
OG0006757	SCHMD08426	NEMVE06921
OG0006758	SCHMD05008, SCHMD10024	NEMVE23646
OG0006764	SCHMD22289	NEMVE18314, NEMVE06948
OG0006766	SCHMD07248	NEMVE03175
OG0006768	SCHMD03977	NEMVE18868, NEMVE25762
OG0006769	SCHMD02572	NEMVE01196, NEMVE13150
OG0006772	SCHMD01476	NEMVE25240
OG0006776	SCHMD10792	NEMVE15379
OG0006777	SCHMD08214	NEMVE10884
OG0006780	SCHMD13525, SCHMD14457	NEMVE06625
OG0006791	SCHMD15752	NEMVE14989
OG0006814	SCHMD03891, SCHMD27064, SCHMD12248, SCHMD06282, SCHMD20611, SCHMD05852, SCHMD00192, SCHMD07867, SCHMD21674, SCHMD26872, SCHMD12095, SCHMD23411, SCHMD22184, SCHMD26706, SCHMD24556, SCHMD11732, SCHMD20275, SCHMD29208, SCHMD20013, SCHMD20743, SCHMD06384, SCHMD20582, SCHMD06475, SCHMD19604, SCHMD28830, SCHMD24834, SCHMD14608	NEMVE06749
OG0006826	SCHMD05426	NEMVE13284
OG0006829	SCHMD18846	NEMVE13112
OG0006830	SCHMD01740	NEMVE08915
OG0006833	SCHMD25705, SCHMD22029	NEMVE24233
OG0006835	SCHMD11727, SCHMD11726	NEMVE16968
OG0006838	SCHMD01402	NEMVE13721
OG0006839	SCHMD11239	NEMVE13308, NEMVE15904, NEMVE20489
OG0006842	SCHMD07853	NEMVE22104, NEMVE04435
OG0006843	SCHMD10166	NEMVE13226
OG0006844	SCHMD10998	NEMVE13224
OG0006846	SCHMD24471	NEMVE24794
OG0006847	SCHMD10920	NEMVE13304
OG0006848	SCHMD15273, SCHMD24879	NEMVE16167
OG0006851	SCHMD13891, SCHMD10310	NEMVE25124
OG0006853	SCHMD21179	NEMVE23764
OG0006856	SCHMD03115	NEMVE09221
OG0006857	SCHMD03719	NEMVE25407
OG0006858	SCHMD17672	NEMVE23450
OG0006860	SCHMD14888, SCHMD01768	NEMVE18531, NEMVE21944
OG0006862	SCHMD08954	NEMVE23812
OG0006864	SCHMD09900	NEMVE08355
OG0006864	SCHMD04996	NEMVE16255
OG0006867	SCHMD19722	NEMVE03866, NEMVE14363
OG0006871	SCHMD19715, SCHMD07906	NEMVE04605, NEMVE09898
OG0006875	SCHMD14340	NEMVE25510
OG0006876	SCHMD01180	NEMVE02088
OG0006877	SCHMD28894, SCHMD14652	NEMVE14455
OG0006878	SCHMD07673	NEMVE07083
OG0006881	SCHMD13107	NEMVE07356
OG0006882	SCHMD08215	NEMVE15924
OG0006883	SCHMD04789	NEMVE02647
OG0006886	SCHMD04628	NEMVE21731
OG0006887	SCHMD02004	NEMVE06955
OG0006888	SCHMD16363	NEMVE13701, NEMVE21293
OG0006889	SCHMD19490	NEMVE13933
OG0006890	SCHMD09977, SCHMD20846	NEMVE05014
OG0006891	SCHMD16311	NEMVE04359
OG0006892	SCHMD06736, SCHMD03941	NEMVE24012, NEMVE20580
OG0006894	SCHMD08244	NEMVE06286, NEMVE11857
OG0006895	SCHMD25533, SCHMD25532	NEMVE06846, NEMVE12809
OG0006897	SCHMD14554	NEMVE10415
OG0006900	SCHMD12706, SCHMD20696, SCHMD15238	NEMVE01654
OG0006901	SCHMD00150	NEMVE14333
OG0006902	SCHMD09576	NEMVE18593, NEMVE20461
OG0006906	SCHMD01345	NEMVE13236
OG0006908	SCHMD13404	NEMVE26000
OG0006909	SCHMD08896, SCHMD03475	NEMVE07072
OG0006914	SCHMD02005	NEMVE06049
OG0006915	SCHMD17740	NEMVE09886
OG0006917	SCHMD15444, SCHMD23496	NEMVE08132
OG0006918	SCHMD02128	NEMVE15078
OG0006921	SCHMD00179	NEMVE24812
OG0006923	SCHMD18989, SCHMD10987	NEMVE13295
OG0006924	SCHMD07270	NEMVE01464
OG0006926	SCHMD18025, SCHMD24077	NEMVE23407
OG0006927	SCHMD05483	NEMVE24367
OG0006928	SCHMD24085	NEMVE09166
OG0006931	SCHMD09823	NEMVE13787
OG0006934	SCHMD02940	NEMVE24344
OG0006937	SCHMD07394	NEMVE21757
OG0006938	SCHMD13105	NEMVE06983
OG0006941	SCHMD11956, SCHMD22092	NEMVE04949
OG0006942	SCHMD05106	NEMVE13642
OG0006944	SCHMD23114, SCHMD00759	NEMVE06196
OG0006945	SCHMD20350, SCHMD21540	NEMVE08899
OG0006946	SCHMD03034	NEMVE14167
OG0006948	SCHMD10039	NEMVE13841, NEMVE20539
OG0006949	SCHMD04433	NEMVE22705
OG0006951	SCHMD04285	NEMVE22939
OG0006952	SCHMD00571	NEMVE05912
OG0006954	SCHMD05444	NEMVE22116
OG0006955	SCHMD01359	NEMVE06612
OG0006957	SCHMD21016, SCHMD16664	NEMVE04985
OG0006959	SCHMD14675, SCHMD12735	NEMVE12151
OG0006960	SCHMD15792, SCHMD13924	NEMVE13244
