Orthogroup	LYTVA_ok	SCHMD
OG0005900	LYTVA_07340, LYTVA_17949	SCHMD03686
OG0005903	LYTVA_04449	SCHMD00050
OG0005909	LYTVA_21799	SCHMD20781
OG0005910	LYTVA_19762	SCHMD09520, SCHMD06408
OG0005913	LYTVA_26887	SCHMD08000
OG0005917	LYTVA_20465, LYTVA_27066	SCHMD29553, SCHMD28782
OG0005918	LYTVA_08438	SCHMD16076, SCHMD19461
OG0005919	LYTVA_11082	SCHMD24140, SCHMD26763
OG0005921	LYTVA_04979	SCHMD20283
OG0005922	LYTVA_01669	SCHMD00392
OG0005923	LYTVA_28422, LYTVA_13866	SCHMD07170
OG0005924	LYTVA_10538	SCHMD07545
OG0005926	LYTVA_02106	SCHMD04836
OG0005927	LYTVA_05378, LYTVA_15598	SCHMD05874
OG0005928	LYTVA_12739	SCHMD22733, SCHMD16359
OG0005929	LYTVA_17833	SCHMD10353
OG0005930	LYTVA_29902	SCHMD12780
OG0005932	LYTVA_08514	SCHMD11131, SCHMD00511
OG0005935	LYTVA_22881	SCHMD06109
OG0005939	LYTVA_07789, LYTVA_13022	SCHMD09857
OG0005940	LYTVA_29936	SCHMD20079
OG0005942	LYTVA_08999	SCHMD23166
OG0005946	LYTVA_01427	SCHMD17764, SCHMD14112
OG0005947	LYTVA_02013	SCHMD04554
OG0005948	LYTVA_21844	SCHMD05630
OG0005949	LYTVA_10384, LYTVA_05162	SCHMD04688
OG0005950	LYTVA_16483	SCHMD24842
OG0005952	LYTVA_17037	SCHMD14057
OG0005955	LYTVA_05398, LYTVA_05388	SCHMD28997
OG0005956	LYTVA_23369	SCHMD02817
OG0005959	LYTVA_09163, LYTVA_22225	SCHMD19013
OG0005966	LYTVA_13151	SCHMD21323, SCHMD27755
OG0005967	LYTVA_20183	SCHMD05472
OG0005970	LYTVA_25945	SCHMD01213
OG0005971	LYTVA_12537	SCHMD02682
OG0005973	LYTVA_08295	SCHMD13962
OG0005974	LYTVA_06635	SCHMD07776
OG0005977	LYTVA_16782, LYTVA_12904	SCHMD05711
OG0005978	LYTVA_01508	SCHMD07295, SCHMD07297
OG0005979	LYTVA_26441	SCHMD12835, SCHMD02124
OG0005984	LYTVA_11061	SCHMD15039, SCHMD22394
OG0005987	LYTVA_11885	SCHMD00944
OG0005989	LYTVA_09025	SCHMD16692, SCHMD13968, SCHMD16691
OG0005993	LYTVA_25557	SCHMD11427, SCHMD18715
OG0005994	LYTVA_23031, LYTVA_02761	SCHMD29551, SCHMD27858
OG0005995	LYTVA_00158	SCHMD29351
OG0005995	LYTVA_27679	SCHMD08037
OG0005998	LYTVA_09503	SCHMD02380, SCHMD09950
OG0006000	LYTVA_21933	SCHMD01538
OG0006001	LYTVA_08499	SCHMD09796
OG0006002	LYTVA_16676	SCHMD03942
OG0006005	LYTVA_19078	SCHMD22182, SCHMD08878
OG0006009	LYTVA_23186	SCHMD19529
OG0006010	LYTVA_15597	SCHMD15502
OG0006011	LYTVA_02858	SCHMD19974, SCHMD20066
OG0006012	LYTVA_15800, LYTVA_19202	SCHMD04480, SCHMD08297, SCHMD18940
OG0006062	LYTVA_21057	SCHMD24107
OG0006063	LYTVA_24714, LYTVA_04813	SCHMD23310, SCHMD03030
OG0006064	LYTVA_21245	SCHMD10442
OG0006065	LYTVA_02603, LYTVA_14093	SCHMD02636
OG0006066	LYTVA_05150, LYTVA_14949	SCHMD10156
OG0006069	LYTVA_15424, LYTVA_22313	SCHMD05080
OG0006070	LYTVA_20031	SCHMD12482, SCHMD20456
OG0006074	LYTVA_06317	SCHMD10253
OG0006075	LYTVA_27931	SCHMD09391
OG0006079	LYTVA_19299	SCHMD04495, SCHMD03358, SCHMD04497
OG0006081	LYTVA_07711, LYTVA_06033	SCHMD03767, SCHMD03768
OG0006083	LYTVA_12610	SCHMD05588
OG0006084	LYTVA_03984, LYTVA_09057	SCHMD04050
OG0006085	LYTVA_20707	SCHMD06820, SCHMD25134
OG0006087	LYTVA_18008	SCHMD02837
OG0006094	LYTVA_03131	SCHMD22247
OG0006095	LYTVA_10853	SCHMD01933
OG0006097	LYTVA_23531	SCHMD02082
OG0006098	LYTVA_22365	SCHMD03761
OG0006099	LYTVA_13095	SCHMD01333, SCHMD00446
OG0006100	LYTVA_29248	SCHMD13497
OG0006102	LYTVA_22045	SCHMD05671
OG0006104	LYTVA_10546	SCHMD02621
OG0006106	LYTVA_02926	SCHMD07924
OG0006108	LYTVA_23964, LYTVA_08693	SCHMD01135
OG0006113	LYTVA_05051	SCHMD19939, SCHMD12223
OG0006115	LYTVA_27463	SCHMD11076, SCHMD17247
OG0006116	LYTVA_27235, LYTVA_06464	SCHMD23071, SCHMD20841
OG0006118	LYTVA_10793, LYTVA_23805	SCHMD01132
OG0006119	LYTVA_23602, LYTVA_19800	SCHMD11970
OG0006120	LYTVA_00995	SCHMD01574
OG0006122	LYTVA_04659, LYTVA_10846, LYTVA_27299	SCHMD04954
OG0006123	LYTVA_19340	SCHMD01986
OG0006124	LYTVA_06395	SCHMD06412
OG0006127	LYTVA_18329	SCHMD21305
OG0006128	LYTVA_17239	SCHMD10897
OG0006129	LYTVA_06559	SCHMD29479, SCHMD20406, SCHMD23249
OG0006134	LYTVA_15355	SCHMD03678
OG0006136	LYTVA_13009	SCHMD24287, SCHMD09864
OG0006137	LYTVA_10892	SCHMD12111, SCHMD06962
OG0006144	LYTVA_24031, LYTVA_24305	SCHMD00428, SCHMD04861
OG0006145	LYTVA_21368	SCHMD01605
OG0006146	LYTVA_11498	SCHMD09246
OG0006148	LYTVA_21331, LYTVA_11302	SCHMD13560, SCHMD22230
OG0006152	LYTVA_06919	SCHMD06866
OG0006153	LYTVA_10935	SCHMD01641
OG0006155	LYTVA_00694, LYTVA_03469	SCHMD16795, SCHMD26962
OG0006156	LYTVA_16773	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006158	LYTVA_20335	SCHMD08900
OG0006159	LYTVA_03345	SCHMD22266
OG0006160	LYTVA_03489	SCHMD05454
OG0006163	LYTVA_22611	SCHMD15384
OG0006164	LYTVA_27139, LYTVA_12217	SCHMD06001
OG0006165	LYTVA_20359	SCHMD04333
OG0006167	LYTVA_28551, LYTVA_26232	SCHMD07995
OG0006168	LYTVA_04359	SCHMD15829, SCHMD10612, SCHMD12485
OG0006169	LYTVA_04789	SCHMD23567
OG0006171	LYTVA_11983	SCHMD11398
OG0006172	LYTVA_28531	SCHMD10620, SCHMD16388
OG0006177	LYTVA_27891	SCHMD21293
OG0006180	LYTVA_23322	SCHMD14399, SCHMD04884
OG0006184	LYTVA_29900	SCHMD09309
OG0006185	LYTVA_06858	SCHMD16220, SCHMD19381
OG0006186	LYTVA_29152	SCHMD00394
OG0006187	LYTVA_26400	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	LYTVA_16418	SCHMD05423
OG0006189	LYTVA_29896	SCHMD01559
OG0006191	LYTVA_01224	SCHMD07313
OG0006192	LYTVA_12518	SCHMD08338, SCHMD08339
OG0006196	LYTVA_07816	SCHMD07676
OG0006199	LYTVA_14501	SCHMD04415, SCHMD04413
OG0006202	LYTVA_22359	SCHMD08868
OG0006204	LYTVA_08879, LYTVA_08880	SCHMD16863
OG0006205	LYTVA_03187, LYTVA_21645, LYTVA_07689	SCHMD14314
OG0006208	LYTVA_23992	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749
OG0006209	LYTVA_24210	SCHMD08326, SCHMD23138
OG0006216	LYTVA_18233	SCHMD09510
OG0006217	LYTVA_00503	SCHMD21927, SCHMD16840
OG0006219	LYTVA_26279, LYTVA_25144	SCHMD06440
OG0006220	LYTVA_23174	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006221	LYTVA_20698	SCHMD00700
OG0006224	LYTVA_01497	SCHMD00469
OG0006226	LYTVA_20660	SCHMD17067, SCHMD16763
OG0006227	LYTVA_28417	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	LYTVA_30192	SCHMD17318, SCHMD23866
OG0006230	LYTVA_00537	SCHMD02493
OG0006232	LYTVA_07562, LYTVA_07559	SCHMD02032
OG0006233	LYTVA_28768, LYTVA_06160	SCHMD06980
OG0006234	LYTVA_10376, LYTVA_22669	SCHMD13683, SCHMD14118
OG0006239	LYTVA_08127, LYTVA_17209	SCHMD01406
OG0006240	LYTVA_24901	SCHMD29814
OG0006246	LYTVA_07275	SCHMD00484
OG0006247	LYTVA_07282	SCHMD22174
OG0006249	LYTVA_20075	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	LYTVA_10575	SCHMD16390
OG0006253	LYTVA_08763, LYTVA_25229	SCHMD09135
OG0006254	LYTVA_02629	SCHMD04705, SCHMD29411
OG0006259	LYTVA_12249	SCHMD06837
OG0006260	LYTVA_24680	SCHMD09985, SCHMD17439
OG0006261	LYTVA_21905	SCHMD24384
OG0006263	LYTVA_05073, LYTVA_30238	SCHMD00121
OG0006267	LYTVA_03493	SCHMD03685
OG0006269	LYTVA_15934	SCHMD04607
OG0006271	LYTVA_00237, LYTVA_22321	SCHMD07857
OG0006275	LYTVA_06690	SCHMD29462, SCHMD24813, SCHMD16649
OG0006279	LYTVA_00639	SCHMD04231
OG0006280	LYTVA_19738	SCHMD15524, SCHMD19210
OG0006281	LYTVA_10059	SCHMD02340
OG0006283	LYTVA_14837	SCHMD06325
OG0006284	LYTVA_13767	SCHMD20607, SCHMD19598
OG0006285	LYTVA_17560	SCHMD01607, SCHMD01606
OG0006286	LYTVA_20377, LYTVA_20379	SCHMD01297, SCHMD01298
OG0006287	LYTVA_30012	SCHMD02772, SCHMD02771
OG0006289	LYTVA_24452	SCHMD08039
OG0006290	LYTVA_09893	SCHMD00955
OG0006291	LYTVA_29741	SCHMD09043
OG0006293	LYTVA_10380	SCHMD16297
OG0006294	LYTVA_29965	SCHMD15450, SCHMD16229
OG0006295	LYTVA_15601	SCHMD02966
OG0006297	LYTVA_21669, LYTVA_11418	SCHMD09759
OG0006298	LYTVA_01860	SCHMD01046, SCHMD24624
OG0006301	LYTVA_26860	SCHMD09923
OG0006304	LYTVA_01111	SCHMD06368
OG0006305	LYTVA_08171	SCHMD12627
OG0006309	LYTVA_15703	SCHMD24369, SCHMD08923
OG0006310	LYTVA_21738	SCHMD12354
OG0006311	LYTVA_02260	SCHMD23312
OG0006313	LYTVA_29847	SCHMD09169
OG0006314	LYTVA_01982	SCHMD08096
OG0006315	LYTVA_03118	SCHMD05407
OG0006316	LYTVA_16164	SCHMD26139, SCHMD20052
OG0006319	LYTVA_29168	SCHMD10541, SCHMD13166
OG0006321	LYTVA_18675	SCHMD08365
OG0006322	LYTVA_00779	SCHMD10221
OG0006323	LYTVA_17375	SCHMD04105
OG0006325	LYTVA_25169	SCHMD16004
OG0006327	LYTVA_12932	SCHMD15773
OG0006329	LYTVA_23431	SCHMD08342
OG0006332	LYTVA_15890	SCHMD14581
OG0006334	LYTVA_14718	SCHMD05752, SCHMD05753
OG0006337	LYTVA_10677, LYTVA_08724	SCHMD11989
OG0006340	LYTVA_15371	SCHMD19432
OG0006341	LYTVA_19336	SCHMD05125
OG0006347	LYTVA_08976	SCHMD07723
OG0006350	LYTVA_23710	SCHMD09296
OG0006351	LYTVA_19031	SCHMD06816
OG0006352	LYTVA_10172	SCHMD07373
OG0006353	LYTVA_27238	SCHMD10639
OG0006357	LYTVA_14657	SCHMD03473
OG0006360	LYTVA_03777	SCHMD08060
OG0006362	LYTVA_26128	SCHMD03337
OG0006363	LYTVA_00665, LYTVA_07751, LYTVA_18871	SCHMD19238
OG0006364	LYTVA_28369	SCHMD06510, SCHMD06511
OG0006370	LYTVA_04206	SCHMD28920
OG0006372	LYTVA_21306	SCHMD07447
OG0006375	LYTVA_06882	SCHMD00652
OG0006376	LYTVA_06064	SCHMD06608
OG0006377	LYTVA_15590	SCHMD10116
OG0006378	LYTVA_22931, LYTVA_06148	SCHMD10668, SCHMD11255
OG0006379	LYTVA_29271	SCHMD18267
OG0006381	LYTVA_17000	SCHMD24227, SCHMD16114
OG0006383	LYTVA_13675	SCHMD26033, SCHMD18774
OG0006386	LYTVA_22817	SCHMD13835, SCHMD19804
OG0006387	LYTVA_05267	SCHMD14692
OG0006392	LYTVA_17324	SCHMD15116, SCHMD12579
OG0006395	LYTVA_00686	SCHMD08199
OG0006401	LYTVA_12517	SCHMD19581, SCHMD26470
OG0006402	LYTVA_25883, LYTVA_01268	SCHMD13826, SCHMD09114
OG0006406	LYTVA_08686	SCHMD27566
OG0006408	LYTVA_16743	SCHMD11225
OG0006414	LYTVA_20370	SCHMD18742
OG0006442	LYTVA_14699	SCHMD29787, SCHMD29760
OG0006443	LYTVA_11664	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	LYTVA_05233, LYTVA_18934	SCHMD18654
OG0006449	LYTVA_14385	SCHMD06362
OG0006452	LYTVA_23537	SCHMD23102, SCHMD15046
OG0006454	LYTVA_20253	SCHMD07698, SCHMD07699
OG0006456	LYTVA_06983	SCHMD11711, SCHMD17298, SCHMD12535
OG0006457	LYTVA_08914	SCHMD16313
OG0006459	LYTVA_17229	SCHMD21368
OG0006461	LYTVA_16875	SCHMD19693, SCHMD11861
OG0006462	LYTVA_25038	SCHMD07729
OG0006464	LYTVA_09677	SCHMD12787, SCHMD19777
OG0006465	LYTVA_24854	SCHMD28077, SCHMD07507
OG0006469	LYTVA_27245	SCHMD02780
OG0006470	LYTVA_17710	SCHMD16861
OG0006472	LYTVA_03138	SCHMD23852, SCHMD12162
OG0006474	LYTVA_05368	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	LYTVA_25848	SCHMD12763
OG0006476	LYTVA_26882, LYTVA_25653	SCHMD29103, SCHMD25388
OG0006478	LYTVA_15588	SCHMD01744
OG0006479	LYTVA_26821	SCHMD20030
OG0006480	LYTVA_02980	SCHMD01088
OG0006488	LYTVA_20193	SCHMD29514, SCHMD21588
OG0006490	LYTVA_20284	SCHMD00433
OG0006494	LYTVA_20128	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967
OG0006501	LYTVA_26999	SCHMD05406
OG0006503	LYTVA_26898, LYTVA_05750	SCHMD07908
OG0006504	LYTVA_09504	SCHMD04702, SCHMD29580
OG0006505	LYTVA_11472	SCHMD08554, SCHMD08796
OG0006509	LYTVA_15412	SCHMD13705
OG0006510	LYTVA_08384, LYTVA_21337	SCHMD11921
OG0006512	LYTVA_30128	SCHMD12217, SCHMD11205
OG0006514	LYTVA_01073	SCHMD08264
OG0006517	LYTVA_16158	SCHMD00950
OG0006518	LYTVA_28173	SCHMD03959
OG0006519	LYTVA_10465, LYTVA_11808	SCHMD25528
OG0006520	LYTVA_21292	SCHMD00155
OG0006523	LYTVA_08627	SCHMD12246, SCHMD13301
OG0006525	LYTVA_08087	SCHMD21904
OG0006526	LYTVA_16250, LYTVA_03698	SCHMD14233
OG0006527	LYTVA_21728	SCHMD10447, SCHMD13054
OG0006528	LYTVA_09484	SCHMD09670
OG0006531	LYTVA_18379	SCHMD00423, SCHMD00419
OG0006532	LYTVA_17206, LYTVA_14261	SCHMD27245
OG0006533	LYTVA_27011, LYTVA_15714	SCHMD18625
OG0006536	LYTVA_00601	SCHMD28548
OG0006538	LYTVA_09279, LYTVA_09562	SCHMD09434
OG0006540	LYTVA_09467	SCHMD24252, SCHMD19265
OG0006542	LYTVA_21291	SCHMD07956
OG0006543	LYTVA_04135	SCHMD05909
OG0006544	LYTVA_14693	SCHMD05488
OG0006545	LYTVA_01760	SCHMD08819
OG0006546	LYTVA_01454	SCHMD22666, SCHMD26503
OG0006547	LYTVA_14740	SCHMD01454
OG0006548	LYTVA_08246	SCHMD28704
OG0006549	LYTVA_18867, LYTVA_12605	SCHMD07432
OG0006550	LYTVA_13032	SCHMD05608
OG0006552	LYTVA_26407, LYTVA_24481	SCHMD16090
OG0006553	LYTVA_29930	SCHMD03817
OG0006554	LYTVA_12888	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974
OG0006556	LYTVA_26732	SCHMD10898, SCHMD08118
OG0006557	LYTVA_24299, LYTVA_12631	SCHMD15751
OG0006561	LYTVA_24027	SCHMD07629
OG0006563	LYTVA_18929	SCHMD08352
OG0006564	LYTVA_17098	SCHMD15011
OG0006566	LYTVA_09754	SCHMD10136, SCHMD13813
OG0006567	LYTVA_28343	SCHMD25728, SCHMD21897
OG0006570	LYTVA_13429, LYTVA_29990	SCHMD12205, SCHMD05328
OG0006571	LYTVA_08745, LYTVA_10211	SCHMD00180, SCHMD27487
OG0006573	LYTVA_09033	SCHMD10554
OG0006574	LYTVA_00840	SCHMD18201
OG0006579	LYTVA_08994	SCHMD11335, SCHMD14843
OG0006583	LYTVA_06366, LYTVA_06364	SCHMD08738
OG0006586	LYTVA_28714	SCHMD14590
OG0006588	LYTVA_12512	SCHMD23279, SCHMD26887
OG0006590	LYTVA_05645	SCHMD02740
OG0006593	LYTVA_06771	SCHMD08560
OG0006595	LYTVA_09564	SCHMD08252
OG0006596	LYTVA_20385	SCHMD05657
OG0006598	LYTVA_06758	SCHMD23134
OG0006599	LYTVA_06203, LYTVA_14788	SCHMD28680
OG0006603	LYTVA_08641, LYTVA_04115	SCHMD13311, SCHMD24906
OG0006604	LYTVA_12633	SCHMD12610
OG0006606	LYTVA_25434	SCHMD11990
OG0006607	LYTVA_15137	SCHMD00025
OG0006608	LYTVA_30198	SCHMD21063
OG0006610	LYTVA_13093	SCHMD10412
OG0006614	LYTVA_25195	SCHMD05476
OG0006615	LYTVA_28757	SCHMD02189
OG0006616	LYTVA_09876	SCHMD12397
OG0006619	LYTVA_15850	SCHMD14686
OG0006621	LYTVA_17213	SCHMD06932
OG0006622	LYTVA_03022	SCHMD16418, SCHMD16456
OG0006623	LYTVA_20399	SCHMD00154
OG0006624	LYTVA_18192	SCHMD28658, SCHMD27359
OG0006626	LYTVA_27488	SCHMD05850
OG0006628	LYTVA_28784	SCHMD10378
OG0006630	LYTVA_19052	SCHMD02436
OG0006631	LYTVA_04170	SCHMD24627, SCHMD24745
OG0006632	LYTVA_27328	SCHMD11914, SCHMD18633
OG0006633	LYTVA_27702	SCHMD06460
OG0006636	LYTVA_25039	SCHMD09363
OG0006637	LYTVA_27827	SCHMD17064, SCHMD26047
OG0006640	LYTVA_26611	SCHMD09877
OG0006646	LYTVA_02342	SCHMD10329
OG0006651	LYTVA_15341	SCHMD07289, SCHMD06082
OG0006653	LYTVA_16261	SCHMD04276, SCHMD04275
OG0006655	LYTVA_26567	SCHMD00645
OG0006656	LYTVA_25366	SCHMD15425
OG0006658	LYTVA_06859	SCHMD07703, SCHMD19832
OG0006659	LYTVA_25971	SCHMD06470, SCHMD00081, SCHMD27592, SCHMD16161, SCHMD29346, SCHMD03106, SCHMD00915
OG0006662	LYTVA_17398, LYTVA_22679	SCHMD11088, SCHMD02344
OG0006663	LYTVA_20322	SCHMD05461
OG0006664	LYTVA_14742, LYTVA_25776	SCHMD01212
OG0006666	LYTVA_29336	SCHMD00843
OG0006668	LYTVA_18468	SCHMD00035
OG0006669	LYTVA_22893, LYTVA_02320	SCHMD15456
OG0006671	LYTVA_19311, LYTVA_06238	SCHMD02649
OG0006673	LYTVA_21845	SCHMD11139, SCHMD01947
OG0006674	LYTVA_02857, LYTVA_06500, LYTVA_06503, LYTVA_18874, LYTVA_03227	SCHMD28901
OG0006675	LYTVA_17630	SCHMD10065, SCHMD21124
OG0006677	LYTVA_28901	SCHMD28844
OG0006678	LYTVA_15419, LYTVA_15428	SCHMD02351
OG0006682	LYTVA_09083	SCHMD01820
OG0006682	LYTVA_12935	SCHMD13232
OG0006683	LYTVA_28355, LYTVA_25958	SCHMD12055
OG0006684	LYTVA_16659	SCHMD03196
OG0006686	LYTVA_23375	SCHMD05511
OG0006688	LYTVA_14540	SCHMD02782
OG0006689	LYTVA_01418	SCHMD09875, SCHMD00797, SCHMD11694
OG0006691	LYTVA_07985	SCHMD14621
OG0006692	LYTVA_23399	SCHMD15336
OG0006693	LYTVA_27909, LYTVA_00873	SCHMD00589
OG0006694	LYTVA_24646, LYTVA_15455	SCHMD05629
OG0006695	LYTVA_15983	SCHMD06025
OG0006697	LYTVA_29458	SCHMD19994, SCHMD13817, SCHMD29045
OG0006698	LYTVA_18510, LYTVA_17453	SCHMD12118
OG0006700	LYTVA_17631	SCHMD29051, SCHMD15433, SCHMD27357
OG0006702	LYTVA_16976	SCHMD29672
OG0006703	LYTVA_11046	SCHMD00739
OG0006705	LYTVA_05456	SCHMD14770, SCHMD13114
OG0006706	LYTVA_06256	SCHMD12854
OG0006707	LYTVA_21353, LYTVA_05353	SCHMD19389
OG0006709	LYTVA_04967	SCHMD06005
OG0006712	LYTVA_17236	SCHMD13757
OG0006713	LYTVA_11734	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768
OG0006718	LYTVA_10471	SCHMD28286
OG0006720	LYTVA_18202, LYTVA_11727	SCHMD15330, SCHMD18737
OG0006721	LYTVA_23599, LYTVA_16518	SCHMD06116
OG0006722	LYTVA_11244	SCHMD18971, SCHMD24284
OG0006725	LYTVA_04515	SCHMD15226
OG0006726	LYTVA_14167	SCHMD22403
OG0006727	LYTVA_03217	SCHMD01781
OG0006728	LYTVA_22872	SCHMD09693
OG0006729	LYTVA_10174	SCHMD09997, SCHMD07849
OG0006730	LYTVA_26842, LYTVA_09573	SCHMD15242
OG0006731	LYTVA_20696	SCHMD21262, SCHMD19367
OG0006733	LYTVA_04666	SCHMD02938
OG0006734	LYTVA_09848, LYTVA_16010, LYTVA_10461	SCHMD13149, SCHMD15306
OG0006736	LYTVA_29486	SCHMD11091
OG0006737	LYTVA_29487	SCHMD05655
OG0006741	LYTVA_07167	SCHMD21104, SCHMD16448
OG0006742	LYTVA_12227	SCHMD14364
OG0006743	LYTVA_12900	SCHMD06609
OG0006749	LYTVA_12229	SCHMD17570, SCHMD17569
OG0006750	LYTVA_29209	SCHMD01587
OG0006752	LYTVA_28315	SCHMD12442
OG0006753	LYTVA_13933	SCHMD08285
OG0006757	LYTVA_23576	SCHMD08426
OG0006758	LYTVA_06304	SCHMD05008, SCHMD10024
OG0006761	LYTVA_06182	SCHMD13526
OG0006764	LYTVA_25681	SCHMD22289
OG0006766	LYTVA_28194	SCHMD07248
OG0006772	LYTVA_12214, LYTVA_14428	SCHMD01476
OG0006776	LYTVA_22877	SCHMD10792
OG0006777	LYTVA_13418	SCHMD08214
OG0006780	LYTVA_14471, LYTVA_01364	SCHMD13525, SCHMD14457
OG0006826	LYTVA_11589	SCHMD05426
OG0006829	LYTVA_26171, LYTVA_11011	SCHMD18846
OG0006830	LYTVA_03690	SCHMD01740
OG0006838	LYTVA_08816	SCHMD01402
OG0006842	LYTVA_10835, LYTVA_21530	SCHMD07853
OG0006844	LYTVA_10802	SCHMD10998
OG0006846	LYTVA_05173	SCHMD24471
OG0006847	LYTVA_09927	SCHMD10920
OG0006851	LYTVA_05387, LYTVA_26308	SCHMD13891, SCHMD10310
OG0006853	LYTVA_07171	SCHMD21179
OG0006856	LYTVA_24415	SCHMD03115
OG0006857	LYTVA_12258	SCHMD03719
OG0006858	LYTVA_23032, LYTVA_21592	SCHMD17672
OG0006860	LYTVA_03678	SCHMD14888, SCHMD01768
OG0006862	LYTVA_26775	SCHMD08954
OG0006864	LYTVA_00261	SCHMD09900
OG0006867	LYTVA_03041, LYTVA_04798	SCHMD19722
OG0006871	LYTVA_14404	SCHMD19715, SCHMD07906
OG0006874	LYTVA_28249	SCHMD00242
OG0006875	LYTVA_03423, LYTVA_15770	SCHMD14340
OG0006876	LYTVA_02849	SCHMD01180
OG0006877	LYTVA_19179	SCHMD28894, SCHMD14652
OG0006878	LYTVA_11522	SCHMD07673
OG0006882	LYTVA_07357	SCHMD08215
OG0006883	LYTVA_28217	SCHMD04789
OG0006887	LYTVA_13116	SCHMD02004
OG0006889	LYTVA_01644	SCHMD19490
OG0006890	LYTVA_18386	SCHMD09977
OG0006892	LYTVA_15888, LYTVA_26192	SCHMD06736, SCHMD03941
OG0006894	LYTVA_09646	SCHMD08244
OG0006895	LYTVA_00144	SCHMD25533, SCHMD25532
OG0006900	LYTVA_04930, LYTVA_08638	SCHMD12706, SCHMD20696, SCHMD15238
OG0006901	LYTVA_26182	SCHMD00150
OG0006906	LYTVA_06059, LYTVA_24234	SCHMD01345
OG0006908	LYTVA_27883	SCHMD13404
OG0006909	LYTVA_12899	SCHMD08896, SCHMD03475
OG0006914	LYTVA_19647	SCHMD02005
OG0006915	LYTVA_13564, LYTVA_19160	SCHMD17740
OG0006917	LYTVA_21371	SCHMD15444, SCHMD23496
OG0006918	LYTVA_08198	SCHMD02128
OG0006919	LYTVA_22591	SCHMD04163
OG0006921	LYTVA_05031	SCHMD00179
OG0006924	LYTVA_28512	SCHMD07270
OG0006926	LYTVA_19475	SCHMD18025, SCHMD24077
OG0006931	LYTVA_24387	SCHMD09823
OG0006934	LYTVA_28488	SCHMD02940
OG0006937	LYTVA_10646	SCHMD07394
OG0006938	LYTVA_24454	SCHMD13105
OG0006939	LYTVA_09864	SCHMD19736, SCHMD17847
OG0006941	LYTVA_09462	SCHMD11956, SCHMD22092
OG0006942	LYTVA_27753	SCHMD05106
OG0006946	LYTVA_16720, LYTVA_12777	SCHMD03034
OG0006948	LYTVA_19779	SCHMD10039
OG0006949	LYTVA_21246	SCHMD04433
OG0006951	LYTVA_07399	SCHMD04285
OG0006955	LYTVA_08321	SCHMD01359
OG0006956	LYTVA_13833, LYTVA_01826	SCHMD03205
OG0006957	LYTVA_15138	SCHMD21016, SCHMD16664
OG0006958	LYTVA_10518, LYTVA_08854	SCHMD10483
OG0006960	LYTVA_14371	SCHMD15792, SCHMD13924
OG0006962	LYTVA_04008, LYTVA_21258	SCHMD02602
OG0006964	LYTVA_06159	SCHMD05582, SCHMD05580
OG0006965	LYTVA_27805, LYTVA_03920	SCHMD16583, SCHMD28209
OG0006966	LYTVA_20757	SCHMD17179
OG0006967	LYTVA_21312	SCHMD06876
OG0006968	LYTVA_08012	SCHMD05918
OG0006973	LYTVA_29631	SCHMD01554
OG0006975	LYTVA_12975	SCHMD29017
OG0006977	LYTVA_13712	SCHMD21617, SCHMD19289
OG0006979	LYTVA_23814	SCHMD02713
OG0006984	LYTVA_12065, LYTVA_09670	SCHMD21798
OG0006985	LYTVA_25748	SCHMD00305
OG0006989	LYTVA_20012	SCHMD08387
OG0006991	LYTVA_02424	SCHMD09527
OG0006995	LYTVA_16401	SCHMD08291
OG0006999	LYTVA_28772	SCHMD09727, SCHMD09154
OG0007001	LYTVA_06692	SCHMD11191
OG0007002	LYTVA_13388	SCHMD00096
OG0007003	LYTVA_05469	SCHMD03229
OG0007005	LYTVA_24522	SCHMD03780
OG0007006	LYTVA_04815	SCHMD14442
OG0007009	LYTVA_21384	SCHMD28218, SCHMD00500
OG0007012	LYTVA_14288	SCHMD16864
OG0007013	LYTVA_08506	SCHMD20292, SCHMD25075
OG0007017	LYTVA_02017	SCHMD24290, SCHMD13895
OG0007020	LYTVA_13475	SCHMD29169
OG0007022	LYTVA_21360	SCHMD06207
OG0007023	LYTVA_18718	SCHMD13414
OG0007024	LYTVA_19875	SCHMD18147
OG0007025	LYTVA_21668, LYTVA_06308	SCHMD00852
OG0007027	LYTVA_04486	SCHMD11009, SCHMD20294, SCHMD17664
OG0007028	LYTVA_14210	SCHMD16323
OG0007030	LYTVA_01479, LYTVA_10244	SCHMD11171
OG0007033	LYTVA_03101, LYTVA_13194	SCHMD17177, SCHMD07596
OG0007037	LYTVA_10072	SCHMD08275
OG0007040	LYTVA_11635	SCHMD17930
OG0007043	LYTVA_28853	SCHMD05387
OG0007045	LYTVA_13338	SCHMD01524
