Orthogroup	LYTVA_ok	NEMVE
OG0006931	LYTVA_24387	NEMVE13787
OG0006932	LYTVA_25041	NEMVE05137
OG0006933	LYTVA_27030, LYTVA_17350, LYTVA_20048, LYTVA_28844	NEMVE15767, NEMVE24845
OG0006934	LYTVA_28488	NEMVE24344
OG0006935	LYTVA_12955	NEMVE13070
OG0006936	LYTVA_18797	NEMVE03459, NEMVE10607
OG0006937	LYTVA_10646	NEMVE21757
OG0006938	LYTVA_24454	NEMVE06983
OG0006940	LYTVA_03459, LYTVA_25735	NEMVE13137
OG0006941	LYTVA_09462	NEMVE04949
OG0006942	LYTVA_27753	NEMVE13642
OG0006943	LYTVA_03946, LYTVA_08311	NEMVE05334
OG0006944	LYTVA_17001	NEMVE06196
OG0006946	LYTVA_16720, LYTVA_12777	NEMVE14167
OG0006947	LYTVA_04623, LYTVA_13161	NEMVE05807
OG0006948	LYTVA_19779	NEMVE13841, NEMVE20539
OG0006949	LYTVA_21246	NEMVE22705
OG0006950	LYTVA_03709	NEMVE16672
OG0006951	LYTVA_07399	NEMVE22939
OG0006953	LYTVA_06163, LYTVA_00099	NEMVE17873
OG0006955	LYTVA_08321	NEMVE06612
OG0006957	LYTVA_15138	NEMVE04985
OG0006960	LYTVA_14371	NEMVE13244
OG0006962	LYTVA_04008, LYTVA_21258	NEMVE14216
OG0006963	LYTVA_08656	NEMVE16834
OG0006963	LYTVA_08399, LYTVA_28000, LYTVA_27050, LYTVA_01725, LYTVA_12259, LYTVA_24092, LYTVA_07845, LYTVA_16863, LYTVA_24434, LYTVA_11470	NEMVE18050
OG0006964	LYTVA_06159	NEMVE09836
OG0006965	LYTVA_27805, LYTVA_03920	NEMVE21735, NEMVE20767
OG0006966	LYTVA_20757	NEMVE24481
OG0006967	LYTVA_21312	NEMVE19421
OG0006968	LYTVA_08012	NEMVE00056
OG0006970	LYTVA_09988	NEMVE23188
OG0006971	LYTVA_20324	NEMVE23702, NEMVE20470
OG0006972	LYTVA_26752	NEMVE13779
OG0006973	LYTVA_29631	NEMVE21823
OG0006975	LYTVA_12975	NEMVE13294
OG0006976	LYTVA_21308	NEMVE05707
OG0006977	LYTVA_13712	NEMVE15122
OG0006979	LYTVA_23814	NEMVE07666
OG0006981	LYTVA_06536	NEMVE02175
OG0006982	LYTVA_29353	NEMVE06872
OG0006983	LYTVA_04126, LYTVA_12399	NEMVE25267
OG0006985	LYTVA_25748	NEMVE04709
OG0006988	LYTVA_10584	NEMVE05095
OG0006989	LYTVA_20012	NEMVE14102
OG0006991	LYTVA_02424	NEMVE25869
OG0006992	LYTVA_18795	NEMVE06904
OG0006994	LYTVA_20166	NEMVE06963
OG0006995	LYTVA_16401	NEMVE10340
OG0006996	LYTVA_09410	NEMVE23296
OG0006997	LYTVA_17736	NEMVE23283
OG0006999	LYTVA_28772	NEMVE22370, NEMVE03933
OG0007000	LYTVA_20475	NEMVE24962
OG0007001	LYTVA_06692	NEMVE12371
OG0007002	LYTVA_13388	NEMVE25316
OG0007003	LYTVA_05469	NEMVE18273
OG0007004	LYTVA_12825, LYTVA_12036	NEMVE25041
OG0007005	LYTVA_24522	NEMVE06529
OG0007006	LYTVA_04815	NEMVE07178
OG0007007	LYTVA_14776	NEMVE06743
OG0007008	LYTVA_15804, LYTVA_29575	NEMVE08423
OG0007009	LYTVA_21384	NEMVE17080
OG0007011	LYTVA_09381	NEMVE14439
OG0007012	LYTVA_14288	NEMVE08741
OG0007013	LYTVA_08506	NEMVE23027, NEMVE20235
OG0007014	LYTVA_27858	NEMVE07869
OG0007017	LYTVA_02017	NEMVE09597
OG0007019	LYTVA_21051	NEMVE19601
OG0007020	LYTVA_13475	NEMVE13872
OG0007021	LYTVA_03142	NEMVE19842, NEMVE16021
OG0007022	LYTVA_21360	NEMVE13989
OG0007023	LYTVA_18718	NEMVE19206
OG0007024	LYTVA_19875	NEMVE22348
OG0007025	LYTVA_21668, LYTVA_06308	NEMVE24902
OG0007026	LYTVA_14407, LYTVA_15405, LYTVA_28480	NEMVE10600
OG0007027	LYTVA_04486	NEMVE14622
OG0007028	LYTVA_14210	NEMVE14345
OG0007029	LYTVA_04037	NEMVE14776
OG0007030	LYTVA_01479, LYTVA_10244	NEMVE25363
OG0007031	LYTVA_28304	NEMVE10005
OG0007032	LYTVA_26058	NEMVE08495
OG0007033	LYTVA_03101, LYTVA_13194	NEMVE13356
OG0007034	LYTVA_11469	NEMVE13497
OG0007035	LYTVA_29982	NEMVE14476
OG0007036	LYTVA_23010	NEMVE22685
OG0007037	LYTVA_10072	NEMVE13503
OG0007040	LYTVA_11635	NEMVE13790
OG0007041	LYTVA_08520	NEMVE25405, NEMVE18865
OG0007042	LYTVA_10226	NEMVE18027
OG0007043	LYTVA_28853	NEMVE05818
OG0007044	LYTVA_15729, LYTVA_04229	NEMVE13670
OG0007045	LYTVA_13338	NEMVE11946, NEMVE11342
OG0007047	LYTVA_02580	NEMVE23774
OG0007049	LYTVA_03854	NEMVE24890
OG0007052	LYTVA_27707, LYTVA_17367	NEMVE08596
OG0007053	LYTVA_18588	NEMVE21766
OG0007054	LYTVA_29935	NEMVE10860
OG0007055	LYTVA_09990	NEMVE15080
OG0007056	LYTVA_16440	NEMVE14420
OG0007057	LYTVA_15614, LYTVA_29163	NEMVE14004
OG0007058	LYTVA_24894	NEMVE17442
OG0007059	LYTVA_29456	NEMVE21382, NEMVE22940
OG0007060	LYTVA_21121, LYTVA_00825, LYTVA_25826, LYTVA_08605	NEMVE23768
OG0007061	LYTVA_00448	NEMVE02935
OG0007063	LYTVA_03435, LYTVA_04569	NEMVE09723
OG0007064	LYTVA_28203, LYTVA_06177	NEMVE07349
OG0007066	LYTVA_04446	NEMVE22679
OG0007067	LYTVA_01305, LYTVA_22899, LYTVA_20928	NEMVE22891
OG0007068	LYTVA_09404	NEMVE19134
OG0007069	LYTVA_12053	NEMVE22785
OG0007070	LYTVA_00406, LYTVA_00407	NEMVE14725
OG0007071	LYTVA_30209	NEMVE18624
OG0007073	LYTVA_27421	NEMVE14833
OG0007076	LYTVA_03998	NEMVE07000, NEMVE20249
OG0007077	LYTVA_15284	NEMVE15227
OG0007078	LYTVA_12361	NEMVE19867, NEMVE14244
OG0007079	LYTVA_29297	NEMVE25540
OG0007082	LYTVA_19995	NEMVE02341
OG0007083	LYTVA_26952	NEMVE23773
OG0007084	LYTVA_15149	NEMVE22005
OG0007085	LYTVA_28266	NEMVE25338
OG0007086	LYTVA_03344	NEMVE14980, NEMVE19924
OG0007087	LYTVA_10958	NEMVE07751
OG0007088	LYTVA_08325	NEMVE05070
OG0007090	LYTVA_07259	NEMVE05876
OG0007091	LYTVA_15856, LYTVA_00688	NEMVE13797
OG0007092	LYTVA_30009	NEMVE07545
OG0007093	LYTVA_02317	NEMVE13401
OG0007094	LYTVA_10484	NEMVE07935
OG0007095	LYTVA_26694	NEMVE15027
OG0007096	LYTVA_21852	NEMVE05490
OG0007097	LYTVA_18947	NEMVE14580
OG0007099	LYTVA_18939	NEMVE24293, NEMVE20476
OG0007102	LYTVA_08090	NEMVE05323
OG0007104	LYTVA_30224, LYTVA_04647	NEMVE06182
OG0007106	LYTVA_18310	NEMVE14945
OG0007107	LYTVA_20795	NEMVE05263
OG0007108	LYTVA_09162	NEMVE13433
OG0007109	LYTVA_23593	NEMVE14175, NEMVE20323
OG0007112	LYTVA_21113, LYTVA_17175	NEMVE10814
OG0007113	LYTVA_10291, LYTVA_23019	NEMVE10653
OG0007114	LYTVA_10798	NEMVE09146
OG0007115	LYTVA_03773	NEMVE16071
OG0007117	LYTVA_13331	NEMVE22757
OG0007118	LYTVA_06751	NEMVE02206
OG0007120	LYTVA_01280	NEMVE06186
OG0007121	LYTVA_23219	NEMVE25193
OG0007122	LYTVA_11786	NEMVE14233
OG0007125	LYTVA_15618	NEMVE11876, NEMVE10855
OG0007126	LYTVA_08493	NEMVE22756
OG0007128	LYTVA_25613	NEMVE13615
OG0007129	LYTVA_17050	NEMVE04898
OG0007131	LYTVA_16333	NEMVE23758, NEMVE12360
OG0007132	LYTVA_07096, LYTVA_10959	NEMVE06535, NEMVE12522
OG0007133	LYTVA_06766	NEMVE11996, NEMVE06036
OG0007134	LYTVA_20762, LYTVA_28832	NEMVE13156
OG0007135	LYTVA_14457	NEMVE14282
OG0007136	LYTVA_16524, LYTVA_20525	NEMVE08828
OG0007137	LYTVA_09390	NEMVE14801
OG0007138	LYTVA_03653	NEMVE09440, NEMVE12478
OG0007139	LYTVA_25562	NEMVE09713
OG0007141	LYTVA_16084	NEMVE14565
OG0007143	LYTVA_15805	NEMVE08778, NEMVE20919
OG0007145	LYTVA_15266, LYTVA_19982	NEMVE19580
OG0007146	LYTVA_19996	NEMVE18006
OG0007147	LYTVA_11114	NEMVE13817
OG0007149	LYTVA_15882, LYTVA_21404	NEMVE12301
OG0007150	LYTVA_25594, LYTVA_18677	NEMVE11424
OG0007151	LYTVA_07846	NEMVE22467
OG0007152	LYTVA_22748	NEMVE25856
OG0007153	LYTVA_30218, LYTVA_10839	NEMVE18215
OG0007154	LYTVA_07855, LYTVA_07854	NEMVE23811
OG0007158	LYTVA_24864	NEMVE25894
OG0007159	LYTVA_11077	NEMVE05524
OG0007161	LYTVA_25409, LYTVA_03328	NEMVE21945
OG0007162	LYTVA_17298	NEMVE16258
OG0007163	LYTVA_07875	NEMVE16742
OG0007164	LYTVA_21647	NEMVE18934
OG0007165	LYTVA_27280	NEMVE14929
OG0007166	LYTVA_08751, LYTVA_25662	NEMVE07634
OG0007170	LYTVA_04096, LYTVA_29864	NEMVE22134
OG0007171	LYTVA_13400	NEMVE22675
OG0007173	LYTVA_15493	NEMVE10079
OG0007177	LYTVA_10874	NEMVE06930
OG0007178	LYTVA_18565, LYTVA_28282	NEMVE09946
OG0007179	LYTVA_03339	NEMVE24920
OG0007181	LYTVA_11702	NEMVE22672, NEMVE11674
OG0007182	LYTVA_13310	NEMVE25249
OG0007183	LYTVA_17814, LYTVA_04494	NEMVE01494, NEMVE21223
OG0007186	LYTVA_19820	NEMVE16937
OG0007187	LYTVA_07722, LYTVA_23165	NEMVE13089
OG0007188	LYTVA_19548	NEMVE21925
OG0007189	LYTVA_08827	NEMVE08515
OG0007192	LYTVA_12538	NEMVE12614
OG0007199	LYTVA_00515	NEMVE05797
OG0007200	LYTVA_09502	NEMVE18894
OG0007201	LYTVA_25108	NEMVE15153, NEMVE03813
OG0007209	LYTVA_12343	NEMVE25525
OG0007248	LYTVA_01206, LYTVA_22776	NEMVE05909
OG0007249	LYTVA_04104	NEMVE03114
OG0007250	LYTVA_12323	NEMVE23608
OG0007251	LYTVA_10607	NEMVE08153
OG0007252	LYTVA_16063	NEMVE24745
OG0007253	LYTVA_07358	NEMVE01126
OG0007254	LYTVA_17075	NEMVE23140
OG0007256	LYTVA_16363	NEMVE11220
OG0007258	LYTVA_04807	NEMVE00047, NEMVE14648
OG0007261	LYTVA_16329	NEMVE06464, NEMVE10739
OG0007264	LYTVA_15357	NEMVE15060
OG0007266	LYTVA_03338	NEMVE00843
OG0007267	LYTVA_02310	NEMVE01298, NEMVE18408
OG0007270	LYTVA_28460	NEMVE23267
OG0007271	LYTVA_24259	NEMVE14749
OG0007272	LYTVA_23152	NEMVE17086
OG0007273	LYTVA_02079	NEMVE22414
OG0007274	LYTVA_00331	NEMVE12604, NEMVE24366
OG0007275	LYTVA_19066	NEMVE14669
OG0007278	LYTVA_05854, LYTVA_10931	NEMVE03386
OG0007280	LYTVA_21703	NEMVE14013
OG0007281	LYTVA_00393	NEMVE23664
OG0007282	LYTVA_20254	NEMVE13645
OG0007289	LYTVA_02881	NEMVE10504
OG0007291	LYTVA_21801	NEMVE14746
OG0007293	LYTVA_25203, LYTVA_07215	NEMVE13245
OG0007294	LYTVA_23269	NEMVE05938
OG0007295	LYTVA_06189	NEMVE19179
OG0007296	LYTVA_20748, LYTVA_17621	NEMVE13425
OG0007300	LYTVA_18529	NEMVE10414
OG0007301	LYTVA_05959	NEMVE05910
OG0007303	LYTVA_10989	NEMVE21168, NEMVE21934
OG0007304	LYTVA_09281	NEMVE19345
OG0007305	LYTVA_16586, LYTVA_20937	NEMVE18637
OG0007306	LYTVA_16572	NEMVE18933
OG0007307	LYTVA_18744	NEMVE15849
OG0007310	LYTVA_04236	NEMVE06728
OG0007312	LYTVA_25929	NEMVE23732
OG0007313	LYTVA_02867	NEMVE13991, NEMVE11990
OG0007314	LYTVA_10156	NEMVE14601
OG0007316	LYTVA_17190	NEMVE13237
OG0007317	LYTVA_22574	NEMVE07571
OG0007318	LYTVA_12895	NEMVE13190
OG0007319	LYTVA_01930	NEMVE13526
OG0007320	LYTVA_07334	NEMVE13887
OG0007321	LYTVA_14764	NEMVE14743
OG0007322	LYTVA_23565	NEMVE13884
OG0007323	LYTVA_28988	NEMVE15965
OG0007324	LYTVA_13187	NEMVE05288
OG0007325	LYTVA_13185, LYTVA_25303	NEMVE14080
OG0007327	LYTVA_13869, LYTVA_23810	NEMVE09633
OG0007328	LYTVA_28320, LYTVA_17079	NEMVE25409
OG0007329	LYTVA_09881	NEMVE24680
OG0007331	LYTVA_05890	NEMVE17405, NEMVE06097
OG0007332	LYTVA_10319	NEMVE06433
OG0007334	LYTVA_06945	NEMVE09677
OG0007336	LYTVA_26129	NEMVE22461
OG0007337	LYTVA_20082, LYTVA_05737	NEMVE05791
OG0007338	LYTVA_02353	NEMVE08790
OG0007339	LYTVA_07201	NEMVE04953
OG0007340	LYTVA_14005	NEMVE06786
OG0007341	LYTVA_06630	NEMVE14964
OG0007342	LYTVA_13753	NEMVE14032
OG0007343	LYTVA_03841	NEMVE06113
OG0007347	LYTVA_01386	NEMVE05928
OG0007348	LYTVA_09877	NEMVE25081
OG0007349	LYTVA_12788	NEMVE24138
OG0007351	LYTVA_29566	NEMVE15176
OG0007352	LYTVA_11993, LYTVA_09786	NEMVE22263
OG0007353	LYTVA_17240	NEMVE09891
OG0007354	LYTVA_23171	NEMVE12447, NEMVE22312
OG0007355	LYTVA_09986	NEMVE26015, NEMVE24494
OG0007356	LYTVA_06628	NEMVE22435
OG0007357	LYTVA_04535	NEMVE03442
OG0007358	LYTVA_02726	NEMVE22472
OG0007360	LYTVA_01643	NEMVE13667
OG0007361	LYTVA_06556	NEMVE21896
OG0007363	LYTVA_06669	NEMVE07823
OG0007364	LYTVA_15849	NEMVE14072
OG0007365	LYTVA_02308, LYTVA_06457	NEMVE02500
OG0007366	LYTVA_11005	NEMVE10651
OG0007367	LYTVA_04852	NEMVE14913
OG0007368	LYTVA_17542, LYTVA_00624	NEMVE21985
OG0007369	LYTVA_19408, LYTVA_18884	NEMVE09186, NEMVE04959
OG0007370	LYTVA_06055	NEMVE24854
OG0007371	LYTVA_08968	NEMVE22865
OG0007372	LYTVA_18746	NEMVE14160
OG0007373	LYTVA_15629	NEMVE22902
OG0007374	LYTVA_08561	NEMVE10037
OG0007376	LYTVA_19972	NEMVE14158
OG0007377	LYTVA_26494	NEMVE01324
OG0007378	LYTVA_05887	NEMVE23117
OG0007380	LYTVA_29427	NEMVE06086, NEMVE12199
OG0007382	LYTVA_04728	NEMVE14758
OG0007383	LYTVA_25466	NEMVE20839
OG0007385	LYTVA_19121	NEMVE14990
OG0007386	LYTVA_07566	NEMVE13865, NEMVE00269
OG0007387	LYTVA_11399	NEMVE23956
OG0007388	LYTVA_28469	NEMVE05194
OG0007389	LYTVA_27684, LYTVA_13623	NEMVE25345
OG0007390	LYTVA_17759	NEMVE24823
OG0007391	LYTVA_27612	NEMVE08201
OG0007392	LYTVA_00208	NEMVE13961
OG0007393	LYTVA_16834	NEMVE00582, NEMVE21768
OG0007394	LYTVA_29547	NEMVE22615
OG0007395	LYTVA_10851	NEMVE17435
OG0007396	LYTVA_21805	NEMVE15920
OG0007397	LYTVA_06439	NEMVE09462
OG0007399	LYTVA_24113	NEMVE09265
OG0007401	LYTVA_25998	NEMVE13443
OG0007402	LYTVA_04009	NEMVE14824
OG0007403	LYTVA_10578	NEMVE18192
OG0007404	LYTVA_10389, LYTVA_17043	NEMVE24746
OG0007405	LYTVA_23328	NEMVE13995
OG0007407	LYTVA_24874	NEMVE14797
OG0007408	LYTVA_17573	NEMVE08149
OG0007409	LYTVA_06962	NEMVE13321
OG0007412	LYTVA_13953	NEMVE08446
OG0007413	LYTVA_12200	NEMVE22933
OG0007415	LYTVA_24128, LYTVA_22964	NEMVE22466
OG0007416	LYTVA_05946	NEMVE04678
OG0007417	LYTVA_01637	NEMVE08802
OG0007418	LYTVA_20251	NEMVE25117
OG0007421	LYTVA_21519	NEMVE01648
OG0007423	LYTVA_22179	NEMVE09572
OG0007424	LYTVA_28915	NEMVE07064
OG0007425	LYTVA_25706	NEMVE01463
OG0007426	LYTVA_28110	NEMVE25299
OG0007430	LYTVA_01743	NEMVE21972
OG0007432	LYTVA_30029	NEMVE23141
OG0007433	LYTVA_26445	NEMVE14283, NEMVE02780
OG0007435	LYTVA_04168, LYTVA_12359	NEMVE14771, NEMVE22934
OG0007436	LYTVA_21950	NEMVE08293
OG0007437	LYTVA_12547	NEMVE06897
OG0007438	LYTVA_04235, LYTVA_08752	NEMVE24737
OG0007439	LYTVA_15776	NEMVE02374, NEMVE20588
OG0007440	LYTVA_03341	NEMVE21710
OG0007441	LYTVA_02745	NEMVE10398
OG0007443	LYTVA_22108	NEMVE25371
OG0007445	LYTVA_25194	NEMVE24684
OG0007446	LYTVA_20327	NEMVE14884
OG0007447	LYTVA_26906	NEMVE15214
OG0007449	LYTVA_05951	NEMVE18234, NEMVE18235
OG0007450	LYTVA_00850	NEMVE01821
OG0007451	LYTVA_21924, LYTVA_18802	NEMVE09386
OG0007452	LYTVA_06058	NEMVE00170, NEMVE13609
OG0007454	LYTVA_28426	NEMVE14909
OG0007455	LYTVA_13341	NEMVE14702
OG0007456	LYTVA_23476	NEMVE06082
OG0007457	LYTVA_13606	NEMVE25342
OG0007459	LYTVA_09289	NEMVE25566
OG0007460	LYTVA_08625	NEMVE14451
OG0007464	LYTVA_10781	NEMVE24268
OG0007465	LYTVA_26141	NEMVE17581, NEMVE22007
OG0007466	LYTVA_10130	NEMVE22832
OG0007467	LYTVA_02679	NEMVE21131
OG0007471	LYTVA_12320	NEMVE23466
OG0007472	LYTVA_00584	NEMVE14194
OG0007474	LYTVA_15161, LYTVA_03974	NEMVE18991
OG0007475	LYTVA_27620	NEMVE10836
OG0007476	LYTVA_27412	NEMVE15012
OG0007477	LYTVA_29029	NEMVE05313
OG0007478	LYTVA_19699	NEMVE15694
OG0007480	LYTVA_24798	NEMVE13266
OG0007481	LYTVA_08388	NEMVE22561
OG0007482	LYTVA_29492	NEMVE13581
OG0007483	LYTVA_15083	NEMVE08075
OG0007484	LYTVA_07505	NEMVE06907
OG0007487	LYTVA_02756	NEMVE19514
OG0007489	LYTVA_00864	NEMVE13290
OG0007490	LYTVA_13021	NEMVE24955
OG0007492	LYTVA_10069	NEMVE12352
OG0007494	LYTVA_11090	NEMVE13649
OG0007497	LYTVA_14734	NEMVE06046, NEMVE11399, NEMVE04682, NEMVE18627
OG0007499	LYTVA_14874	NEMVE18098
OG0007500	LYTVA_18267	NEMVE22504
OG0007501	LYTVA_22863	NEMVE15355
OG0007503	LYTVA_07667	NEMVE11611
OG0007504	LYTVA_16801	NEMVE23039
OG0007507	LYTVA_12074	NEMVE25891
OG0007509	LYTVA_00585, LYTVA_20658	NEMVE17668
OG0007510	LYTVA_15578	NEMVE05795
OG0007513	LYTVA_01675	NEMVE25913
OG0007517	LYTVA_01445, LYTVA_25101	NEMVE22057
OG0007518	LYTVA_05377	NEMVE14498
OG0007522	LYTVA_24173, LYTVA_04050	NEMVE14092
OG0007525	LYTVA_17746, LYTVA_17745	NEMVE25128, NEMVE07761
OG0007527	LYTVA_20160	NEMVE24239
OG0007528	LYTVA_17660, LYTVA_13424	NEMVE16685, NEMVE16684
OG0007533	LYTVA_15407	NEMVE25147
OG0007539	LYTVA_08045	NEMVE11229, NEMVE10534
OG0007583	LYTVA_02898	NEMVE05002
OG0007586	LYTVA_23540	NEMVE21958
OG0007587	LYTVA_06191	NEMVE05439
OG0007588	LYTVA_19122	NEMVE14974
OG0007589	LYTVA_15571	NEMVE00133, NEMVE16108
OG0007591	LYTVA_15821	NEMVE14305
OG0007594	LYTVA_16910	NEMVE13798, NEMVE12256
OG0007595	LYTVA_04822, LYTVA_27964	NEMVE13188
OG0007597	LYTVA_04975	NEMVE02017
OG0007598	LYTVA_14137	NEMVE13275, NEMVE15766
OG0007600	LYTVA_02329, LYTVA_28486, LYTVA_22411	NEMVE25474
OG0007601	LYTVA_20410	NEMVE20762, NEMVE06284, NEMVE12569
OG0007602	LYTVA_19111	NEMVE08220
OG0007603	LYTVA_01215	NEMVE09888, NEMVE25916
OG0007604	LYTVA_27072, LYTVA_11917	NEMVE15922
OG0007605	LYTVA_23223	NEMVE22713
OG0007607	LYTVA_28351	NEMVE14803
OG0007608	LYTVA_19572	NEMVE25259
OG0007609	LYTVA_26890, LYTVA_28776	NEMVE14141
OG0007610	LYTVA_01262	NEMVE13618
OG0007612	LYTVA_02241	NEMVE13493
OG0007613	LYTVA_11371	NEMVE25112
OG0007615	LYTVA_01668	NEMVE13394
OG0007616	LYTVA_04326	NEMVE22755
OG0007618	LYTVA_17818	NEMVE05717
OG0007619	LYTVA_16958	NEMVE22719
OG0007621	LYTVA_28737	NEMVE15854
OG0007623	LYTVA_25391	NEMVE25451
OG0007624	LYTVA_26685	NEMVE01610
OG0007625	LYTVA_02355	NEMVE20190
OG0007625	LYTVA_27556	NEMVE03404
OG0007626	LYTVA_26960	NEMVE09273
OG0007628	LYTVA_20735	NEMVE07362
OG0007631	LYTVA_08707, LYTVA_01412	NEMVE06747
OG0007632	LYTVA_27271, LYTVA_07026, LYTVA_09524	NEMVE14960
OG0007633	LYTVA_11264	NEMVE04946
OG0007637	LYTVA_23253	NEMVE16744, NEMVE06908
OG0007638	LYTVA_28819, LYTVA_12541	NEMVE25858
OG0007639	LYTVA_29195	NEMVE06099
OG0007640	LYTVA_16975, LYTVA_04217	NEMVE08959
OG0007643	LYTVA_13772, LYTVA_29417	NEMVE25518, NEMVE22109, NEMVE16341
OG0007645	LYTVA_22625	NEMVE06297
OG0007646	LYTVA_11672	NEMVE11980, NEMVE25514
OG0007647	LYTVA_17226, LYTVA_08417	NEMVE17951
OG0007648	LYTVA_16410	NEMVE07012
OG0007649	LYTVA_29126	NEMVE22367
OG0007650	LYTVA_04025, LYTVA_24221, LYTVA_22368	NEMVE08861
OG0007652	LYTVA_12087	NEMVE24675
OG0007653	LYTVA_26389	NEMVE20290
OG0007654	LYTVA_29602	NEMVE25572
OG0007656	LYTVA_03488	NEMVE00479, NEMVE05622
OG0007657	LYTVA_24805	NEMVE09719
OG0007658	LYTVA_00620	NEMVE17719
OG0007660	LYTVA_02046	NEMVE06829
OG0007661	LYTVA_26111	NEMVE23648
OG0007661	LYTVA_04003	NEMVE25165
OG0007663	LYTVA_06307	NEMVE03506
OG0007667	LYTVA_11978	NEMVE21308
OG0007669	LYTVA_18754	NEMVE09329
OG0007670	LYTVA_03178	NEMVE00374, NEMVE13235
OG0007672	LYTVA_09144	NEMVE01018
OG0007674	LYTVA_19731, LYTVA_05255	NEMVE09137
OG0007675	LYTVA_10928	NEMVE14230
OG0007676	LYTVA_12495	NEMVE09075
OG0007679	LYTVA_08970	NEMVE14614
OG0007683	LYTVA_17616	NEMVE05155, NEMVE09112
OG0007685	LYTVA_02760	NEMVE22475
OG0007687	LYTVA_15396	NEMVE15064
OG0007689	LYTVA_19628	NEMVE15533, NEMVE25163
OG0007690	LYTVA_28416	NEMVE09407
OG0007691	LYTVA_22077	NEMVE14856, NEMVE10823, NEMVE19790, NEMVE14812
OG0007692	LYTVA_24951	NEMVE24948
OG0007694	LYTVA_26876	NEMVE14461
OG0007695	LYTVA_05499, LYTVA_10609	NEMVE15957
OG0007696	LYTVA_24378	NEMVE13808
OG0007697	LYTVA_10922	NEMVE22701
OG0007699	LYTVA_01611, LYTVA_09243, LYTVA_26832	NEMVE10978, NEMVE16384, NEMVE08207, NEMVE06627
OG0007700	LYTVA_07316	NEMVE06383, NEMVE20983
OG0007701	LYTVA_21781	NEMVE23722
OG0007702	LYTVA_05328	NEMVE22678
OG0007703	LYTVA_27223, LYTVA_22526	NEMVE22465
OG0007704	LYTVA_08360	NEMVE13360
OG0007705	LYTVA_14287	NEMVE23373
OG0007708	LYTVA_29207	NEMVE14576
OG0007709	LYTVA_10006	NEMVE14284
OG0007711	LYTVA_29385, LYTVA_17924	NEMVE03458, NEMVE16976
OG0007712	LYTVA_10828	NEMVE16922
OG0007713	LYTVA_11468	NEMVE10952
OG0007714	LYTVA_09705	NEMVE04698
OG0007716	LYTVA_19321	NEMVE24083
OG0007717	LYTVA_16631	NEMVE14630
OG0007721	LYTVA_28411	NEMVE16202
OG0007722	LYTVA_18125	NEMVE24674
OG0007724	LYTVA_24222	NEMVE08494
OG0007725	LYTVA_15370, LYTVA_20581, LYTVA_05852, LYTVA_03891	NEMVE08931
OG0007727	LYTVA_12845, LYTVA_28212	NEMVE22125
OG0007728	LYTVA_04426	NEMVE19501
OG0007730	LYTVA_17502	NEMVE22534
OG0007731	LYTVA_07729, LYTVA_10141, LYTVA_09316	NEMVE09241
OG0007733	LYTVA_17250	NEMVE13390
OG0007734	LYTVA_12740	NEMVE01827
OG0007735	LYTVA_08877	NEMVE13740
OG0007737	LYTVA_07110, LYTVA_07111	NEMVE19984
OG0007739	LYTVA_25107	NEMVE13651
OG0007740	LYTVA_13616, LYTVA_03535	NEMVE07649
OG0007741	LYTVA_05974	NEMVE02338
OG0007743	LYTVA_21362	NEMVE22363
OG0007744	LYTVA_19072	NEMVE15801
OG0007745	LYTVA_03413	NEMVE23484
OG0007746	LYTVA_12054	NEMVE15823
OG0007747	LYTVA_08028, LYTVA_13506	NEMVE23082
OG0007748	LYTVA_16035	NEMVE23336
OG0007749	LYTVA_25973	NEMVE14299
OG0007751	LYTVA_20108	NEMVE21679
OG0007752	LYTVA_05758	NEMVE25084
OG0007753	LYTVA_16387, LYTVA_30075, LYTVA_24327, LYTVA_28419	NEMVE09762
OG0007754	LYTVA_02556, LYTVA_22115	NEMVE04608
OG0007756	LYTVA_26790, LYTVA_01408	NEMVE21769, NEMVE21203
OG0007757	LYTVA_29634	NEMVE22374
OG0007758	LYTVA_02245	NEMVE24832
OG0007759	LYTVA_29844, LYTVA_13752	NEMVE23846
OG0007760	LYTVA_22853	NEMVE16471
OG0007763	LYTVA_23256	NEMVE01958, NEMVE20035
OG0007764	LYTVA_05432	NEMVE06037
OG0007765	LYTVA_28454, LYTVA_09453	NEMVE19483
OG0007766	LYTVA_16803	NEMVE05141
OG0007767	LYTVA_18171	NEMVE13662
OG0007768	LYTVA_26406	NEMVE21905
OG0007769	LYTVA_15736	NEMVE08042
OG0007770	LYTVA_17778	NEMVE05408, NEMVE20937
OG0007771	LYTVA_23243	NEMVE13470
OG0007772	LYTVA_28492	NEMVE06176
OG0007773	LYTVA_28425	NEMVE07114
OG0007774	LYTVA_07983	NEMVE08940
OG0007775	LYTVA_27798	NEMVE06546
OG0007776	LYTVA_09426	NEMVE20241
OG0007778	LYTVA_07356, LYTVA_07353	NEMVE24975
OG0007779	LYTVA_04248	NEMVE10345
OG0007781	LYTVA_26330, LYTVA_26857	NEMVE11915
OG0007782	LYTVA_11501	NEMVE13738
OG0007783	LYTVA_18320	NEMVE23094
OG0007784	LYTVA_09607	NEMVE21852
OG0007785	LYTVA_04516	NEMVE23583
OG0007786	LYTVA_30038	NEMVE10346
OG0007787	LYTVA_17596	NEMVE04711, NEMVE04653
