Orthogroup	LYTVA_ok	DANRE
OG0005084	LYTVA_01666	DANRE01631, DANRE25056
OG0005085	LYTVA_03151	DANRE30731, DANRE30730
OG0005086	LYTVA_19054	DANRE36659
OG0005088	LYTVA_28508	DANRE01809
OG0005092	LYTVA_12997	DANRE39803, DANRE39804
OG0005094	LYTVA_11877, LYTVA_22116	DANRE12538
OG0005095	LYTVA_14778	DANRE12280
OG0005096	LYTVA_08413	DANRE24839, DANRE24842
OG0005097	LYTVA_29826	DANRE03639
OG0005098	LYTVA_21333	DANRE42757, DANRE42758
OG0005099	LYTVA_26028	DANRE28494
OG0005100	LYTVA_13181	DANRE14158, DANRE14160, DANRE14157, DANRE14156, DANRE14161, DANRE14159
OG0005102	LYTVA_20026	DANRE04032
OG0005103	LYTVA_11685, LYTVA_28004	DANRE10268, DANRE10267, DANRE18538
OG0005104	LYTVA_11553	DANRE13004, DANRE13003
OG0005105	LYTVA_20095	DANRE03075, DANRE30456, DANRE30457, DANRE30428
OG0005106	LYTVA_14257	DANRE24272
OG0005107	LYTVA_02082	DANRE12455
OG0005109	LYTVA_26183	DANRE23362
OG0005110	LYTVA_20182	DANRE29438, DANRE29439
OG0005111	LYTVA_07538	DANRE23178
OG0005112	LYTVA_12382	DANRE04766, DANRE04767
OG0005113	LYTVA_16260	DANRE11990
OG0005114	LYTVA_16644, LYTVA_04766	DANRE26941, DANRE36248
OG0005115	LYTVA_25075	DANRE38809, DANRE38810, DANRE34081
OG0005116	LYTVA_16033	DANRE12951, DANRE12950
OG0005117	LYTVA_00508	DANRE27662
OG0005118	LYTVA_28302	DANRE43411
OG0005120	LYTVA_04561	DANRE03037, DANRE03036
OG0005121	LYTVA_18334	DANRE01576, DANRE01578, DANRE01577
OG0005122	LYTVA_17201	DANRE21476
OG0005123	LYTVA_29676	DANRE05966
OG0005124	LYTVA_11000	DANRE18006
OG0005125	LYTVA_05020	DANRE04168, DANRE04169, DANRE15586, DANRE15588, DANRE15587
OG0005126	LYTVA_11043, LYTVA_16382	DANRE14921
OG0005127	LYTVA_28775	DANRE07655, DANRE07654
OG0005128	LYTVA_12980, LYTVA_01585	DANRE23252, DANRE01052, DANRE01053
OG0005129	LYTVA_11841, LYTVA_11842	DANRE35772, DANRE30401
OG0005130	LYTVA_14060	DANRE07303
OG0005131	LYTVA_23321	DANRE09839, DANRE09840
OG0005132	LYTVA_21512	DANRE18785, DANRE18786
OG0005133	LYTVA_19014	DANRE42535
OG0005135	LYTVA_22454	DANRE04041, DANRE04042, DANRE04043
OG0005136	LYTVA_25965, LYTVA_27902	DANRE04989, DANRE04990, DANRE04992, DANRE04991
OG0005137	LYTVA_05155	DANRE22970, DANRE22969
OG0005138	LYTVA_17812	DANRE18143, DANRE18142, DANRE18141, DANRE18144
OG0005139	LYTVA_16571	DANRE41899, DANRE41900
OG0005140	LYTVA_25461	DANRE38916, DANRE25160
OG0005141	LYTVA_08804	DANRE13001, DANRE13002
OG0005142	LYTVA_00109	DANRE33975
OG0005143	LYTVA_19150	DANRE22177
OG0005144	LYTVA_12742	DANRE21482
OG0005145	LYTVA_15600	DANRE39072
OG0005146	LYTVA_15977	DANRE11790, DANRE11791
OG0005147	LYTVA_08148	DANRE15278, DANRE34789, DANRE34790
OG0005150	LYTVA_21932	DANRE07237, DANRE05613, DANRE13163
OG0005151	LYTVA_27792	DANRE03020, DANRE03018, DANRE03019, DANRE03021, DANRE03022
OG0005152	LYTVA_01178, LYTVA_16705	DANRE31499, DANRE31498
OG0005153	LYTVA_09125	DANRE38981
OG0005154	LYTVA_05952	DANRE23790, DANRE28297, DANRE28298
OG0005155	LYTVA_25167	DANRE37939, DANRE42243
OG0005157	LYTVA_05346, LYTVA_07627	DANRE29206, DANRE03135
OG0005158	LYTVA_08038, LYTVA_16647, LYTVA_23862	DANRE41778, DANRE15365
OG0005159	LYTVA_21448	DANRE17992
OG0005160	LYTVA_15115, LYTVA_00792	DANRE39238, DANRE39237, DANRE39236
OG0005161	LYTVA_23381	DANRE30678
OG0005162	LYTVA_13522, LYTVA_02925	DANRE27136, DANRE27135, DANRE21724
OG0005163	LYTVA_17272	DANRE27119
OG0005165	LYTVA_10477	DANRE10937, DANRE10936, DANRE10935
OG0005166	LYTVA_27300	DANRE04322, DANRE11164, DANRE18088, DANRE15127, DANRE10657
OG0005168	LYTVA_13195, LYTVA_03102	DANRE18805
OG0005169	LYTVA_07382	DANRE11119, DANRE11120
OG0005170	LYTVA_16899	DANRE07871, DANRE07872, DANRE19690, DANRE19689, DANRE19691
OG0005171	LYTVA_05923	DANRE17629, DANRE19949, DANRE06283
OG0005172	LYTVA_14234	DANRE12694, DANRE12692, DANRE12693, DANRE40538
OG0005173	LYTVA_15312	DANRE04545, DANRE17554, DANRE17553
OG0005174	LYTVA_21956	DANRE15405, DANRE15404, DANRE41388, DANRE38782, DANRE27203
OG0005175	LYTVA_29725	DANRE06724, DANRE06725
OG0005176	LYTVA_10907	DANRE33630
OG0005178	LYTVA_03900	DANRE08563, DANRE08562, DANRE08561
OG0005179	LYTVA_10937	DANRE15889
OG0005180	LYTVA_01824	DANRE07320, DANRE15873
OG0005181	LYTVA_07669, LYTVA_07663	DANRE15271, DANRE15272
OG0005182	LYTVA_12487	DANRE29803, DANRE29805, DANRE29804, DANRE00168, DANRE00169
OG0005183	LYTVA_03203	DANRE39320
OG0005185	LYTVA_20388, LYTVA_13179	DANRE09154, DANRE09153, DANRE09155, DANRE09156, DANRE09157, DANRE09158
OG0005186	LYTVA_20074	DANRE15246, DANRE15245
OG0005187	LYTVA_06957	DANRE31608, DANRE31609
OG0005188	LYTVA_13117	DANRE35694
OG0005189	LYTVA_28763	DANRE24214, DANRE24213
OG0005190	LYTVA_02983, LYTVA_28656	DANRE42537, DANRE42536, DANRE24233
OG0005191	LYTVA_16417	DANRE40015
OG0005192	LYTVA_11320, LYTVA_26786	DANRE27430, DANRE27429
OG0005194	LYTVA_08214, LYTVA_00664	DANRE23734, DANRE06460
OG0005196	LYTVA_18001	DANRE25769, DANRE25770
OG0005197	LYTVA_05888	DANRE38676, DANRE38677, DANRE38674, DANRE38673, DANRE38675
OG0005198	LYTVA_14757	DANRE28866
OG0005200	LYTVA_06030	DANRE13770, DANRE09299, DANRE09300, DANRE09301
OG0005201	LYTVA_29977	DANRE20651, DANRE20652
OG0005202	LYTVA_14588	DANRE03843, DANRE03841, DANRE03842
OG0005203	LYTVA_24412	DANRE04644
OG0005204	LYTVA_25886	DANRE34891, DANRE34890
OG0005205	LYTVA_15919, LYTVA_05306	DANRE23986, DANRE23987, DANRE23988
OG0005206	LYTVA_00889	DANRE43373, DANRE43372
OG0005207	LYTVA_22441	DANRE27464
OG0005208	LYTVA_02654, LYTVA_23924	DANRE36133, DANRE36134, DANRE36135
OG0005209	LYTVA_18235	DANRE28585
OG0005211	LYTVA_21649, LYTVA_09121	DANRE10266, DANRE10265
OG0005212	LYTVA_00382	DANRE25992, DANRE25993
OG0005213	LYTVA_22118	DANRE22345, DANRE10236
OG0005214	LYTVA_07112	DANRE20280
OG0005215	LYTVA_11826	DANRE28386, DANRE28387
OG0005217	LYTVA_10436, LYTVA_06021	DANRE43132, DANRE43133
OG0005218	LYTVA_25433	DANRE10019, DANRE10020
OG0005220	LYTVA_24525	DANRE29881, DANRE29882, DANRE29883
OG0005221	LYTVA_19059	DANRE39242
OG0005223	LYTVA_04282	DANRE14873, DANRE14874
OG0005223	LYTVA_03527	DANRE14875
OG0005224	LYTVA_03224	DANRE04400, DANRE04399, DANRE04398
OG0005225	LYTVA_18486	DANRE30698
OG0005226	LYTVA_17427	DANRE31449, DANRE31450, DANRE31448
OG0005227	LYTVA_07721	DANRE19809, DANRE19810
OG0005228	LYTVA_18639, LYTVA_12908	DANRE00611
OG0005229	LYTVA_09465	DANRE20286, DANRE20287
OG0005230	LYTVA_07351	DANRE38591, DANRE38588, DANRE38589, DANRE38590, DANRE38587
OG0005231	LYTVA_25304	DANRE29725, DANRE29724, DANRE29721, DANRE29723, DANRE29722
OG0005232	LYTVA_19701	DANRE08508, DANRE08507, DANRE01054, DANRE01055
OG0005233	LYTVA_12404	DANRE22891, DANRE22892
OG0005235	LYTVA_04092	DANRE42648, DANRE42647, DANRE23301, DANRE23300, DANRE23302
OG0005237	LYTVA_08657, LYTVA_05258, LYTVA_08658	DANRE19986
OG0005238	LYTVA_06616	DANRE19343
OG0005239	LYTVA_26773	DANRE18728
OG0005240	LYTVA_15443	DANRE09845, DANRE22727, DANRE22726, DANRE22725, DANRE22728
OG0005241	LYTVA_12439	DANRE27082
OG0005243	LYTVA_20277	DANRE03398
OG0005244	LYTVA_14000	DANRE14577
OG0005245	LYTVA_23505	DANRE23841, DANRE23840
OG0005247	LYTVA_00342	DANRE14607, DANRE14608
OG0005248	LYTVA_17446	DANRE09650, DANRE09649, DANRE36891
OG0005249	LYTVA_14003	DANRE34087, DANRE34086, DANRE19455
OG0005250	LYTVA_23612	DANRE10650, DANRE10651
OG0005251	LYTVA_09515	DANRE09070, DANRE09072, DANRE09071
OG0005252	LYTVA_17210, LYTVA_24346	DANRE03227, DANRE03228, DANRE19631
OG0005253	LYTVA_12700	DANRE20220
OG0005254	LYTVA_04592	DANRE36035, DANRE36036
OG0005255	LYTVA_28011	DANRE11820, DANRE11821
OG0005256	LYTVA_17020	DANRE25504, DANRE25505, DANRE23176
OG0005257	LYTVA_19440	DANRE04815
OG0005258	LYTVA_06143	DANRE36655
OG0005259	LYTVA_21962	DANRE36606, DANRE36722
OG0005260	LYTVA_27979, LYTVA_00650	DANRE38220, DANRE12944, DANRE12946, DANRE12945
OG0005261	LYTVA_23858, LYTVA_24509	DANRE17491, DANRE18309
OG0005263	LYTVA_27017, LYTVA_26276	DANRE04030, DANRE04031
OG0005264	LYTVA_07871	DANRE14760, DANRE14761
OG0005265	LYTVA_14538	DANRE00189
OG0005266	LYTVA_22357	DANRE24649
OG0005267	LYTVA_17789	DANRE16736, DANRE04469, DANRE04468
OG0005268	LYTVA_22009	DANRE38437, DANRE38439, DANRE38438
OG0005269	LYTVA_22373	DANRE01789, DANRE01790, DANRE01786, DANRE01788
OG0005270	LYTVA_23141	DANRE06279
OG0005271	LYTVA_28899, LYTVA_27744	DANRE05156, DANRE05155
OG0005272	LYTVA_16827	DANRE36550, DANRE36551
OG0005273	LYTVA_18611	DANRE00867
OG0005274	LYTVA_00447	DANRE11153, DANRE17441
OG0005275	LYTVA_05085	DANRE36697, DANRE36699, DANRE36698
OG0005276	LYTVA_22209	DANRE04607, DANRE04608, DANRE04609
OG0005277	LYTVA_11648, LYTVA_11655	DANRE18726, DANRE18727
OG0005278	LYTVA_26156	DANRE12167
OG0005279	LYTVA_07318, LYTVA_17464	DANRE26142
OG0005280	LYTVA_22605	DANRE05020, DANRE05021
OG0005281	LYTVA_22608	DANRE20087, DANRE38747
OG0005282	LYTVA_14494	DANRE40575, DANRE40574
OG0005286	LYTVA_05289	DANRE20528
OG0005287	LYTVA_15442	DANRE09921, DANRE09920, DANRE13538
OG0005288	LYTVA_04103	DANRE10848, DANRE10847, DANRE10849
OG0005289	LYTVA_16946	DANRE08757
OG0005290	LYTVA_16330	DANRE21512, DANRE21511, DANRE21510
OG0005292	LYTVA_01033, LYTVA_09485	DANRE37125, DANRE37126
OG0005293	LYTVA_15778	DANRE07536
OG0005294	LYTVA_03149	DANRE19668, DANRE19667, DANRE33427, DANRE33428
OG0005295	LYTVA_16019	DANRE11854
OG0005297	LYTVA_06619	DANRE02572
OG0005299	LYTVA_09505	DANRE25389
OG0005300	LYTVA_15734	DANRE31485
OG0005301	LYTVA_28976	DANRE40592, DANRE40591
OG0005302	LYTVA_14456	DANRE25178, DANRE25177
OG0005303	LYTVA_03779	DANRE31333
OG0005304	LYTVA_24754, LYTVA_23395	DANRE43101, DANRE43102
OG0005305	LYTVA_15361	DANRE22385, DANRE22384
OG0005309	LYTVA_27907	DANRE04988, DANRE04987, DANRE41130
OG0005310	LYTVA_29827	DANRE03628, DANRE03627
OG0005312	LYTVA_17559	DANRE02196, DANRE02195
OG0005314	LYTVA_19497	DANRE41878, DANRE41879, DANRE41881, DANRE41880, DANRE16592
OG0005315	LYTVA_02470	DANRE28056, DANRE28057
OG0005316	LYTVA_28938	DANRE26300, DANRE26301
OG0005317	LYTVA_15712, LYTVA_04846, LYTVA_00157	DANRE42290
OG0005318	LYTVA_04038	DANRE27185
OG0005319	LYTVA_06762	DANRE05294
OG0005321	LYTVA_01010	DANRE11319, DANRE11320
OG0005322	LYTVA_00294, LYTVA_07428	DANRE23798, DANRE23797, DANRE03472
OG0005323	LYTVA_25277	DANRE41154, DANRE41153
OG0005324	LYTVA_28372	DANRE23731
OG0005325	LYTVA_05024	DANRE37921, DANRE37920, DANRE15543
OG0005328	LYTVA_03522	DANRE30973
OG0005329	LYTVA_25644	DANRE18860
OG0005359	LYTVA_20184	DANRE31365
OG0005360	LYTVA_14304	DANRE37597
OG0005362	LYTVA_16873	DANRE25649, DANRE31387, DANRE31386, DANRE31385
OG0005364	LYTVA_15238	DANRE09792
OG0005365	LYTVA_05201, LYTVA_27525	DANRE15803
OG0005366	LYTVA_27363	DANRE35231, DANRE35230
OG0005368	LYTVA_18099	DANRE23946
OG0005369	LYTVA_20706	DANRE11257, DANRE11258
OG0005370	LYTVA_13652	DANRE37074, DANRE37075
OG0005372	LYTVA_18577, LYTVA_14159	DANRE26879
OG0005373	LYTVA_26529	DANRE17209
OG0005377	LYTVA_01576	DANRE01020, DANRE33539
OG0005378	LYTVA_08881	DANRE36662, DANRE36661
OG0005380	LYTVA_18841, LYTVA_25738	DANRE08592, DANRE08591
OG0005381	LYTVA_26317	DANRE34260
OG0005383	LYTVA_10013	DANRE04137, DANRE38758, DANRE38757
OG0005385	LYTVA_22111	DANRE08251
OG0005387	LYTVA_23220	DANRE23517
OG0005388	LYTVA_14354	DANRE01822, DANRE01821
OG0005389	LYTVA_11310	DANRE20198
OG0005390	LYTVA_25943	DANRE26690, DANRE26689
OG0005391	LYTVA_13901	DANRE12672
OG0005393	LYTVA_11222	DANRE09013, DANRE09012
OG0005395	LYTVA_20190	DANRE03645
OG0005396	LYTVA_25787	DANRE24333, DANRE24335, DANRE24334
OG0005397	LYTVA_07391	DANRE14140, DANRE36916
OG0005399	LYTVA_29394	DANRE39369
OG0005400	LYTVA_24860	DANRE24391, DANRE24390, DANRE24389, DANRE24392
OG0005401	LYTVA_13849	DANRE33339, DANRE33338, DANRE33336, DANRE33340
OG0005402	LYTVA_05886, LYTVA_17568	DANRE13106
OG0005403	LYTVA_23999	DANRE24963
OG0005404	LYTVA_26068	DANRE24127
OG0005405	LYTVA_24354	DANRE15838
OG0005406	LYTVA_22936	DANRE09765, DANRE13301
OG0005407	LYTVA_17047	DANRE05296, DANRE16131, DANRE06180
OG0005408	LYTVA_16914	DANRE05999
OG0005409	LYTVA_25970	DANRE12530, DANRE12531
OG0005410	LYTVA_18186	DANRE14131
OG0005412	LYTVA_13943	DANRE02990, DANRE02992, DANRE02991
OG0005414	LYTVA_02401	DANRE04083, DANRE04081, DANRE04082
OG0005416	LYTVA_09867	DANRE18146, DANRE18145
OG0005417	LYTVA_06653	DANRE29997
OG0005418	LYTVA_24170	DANRE41487, DANRE41486, DANRE41488
OG0005419	LYTVA_17891	DANRE20627, DANRE20628
OG0005420	LYTVA_01811	DANRE34250, DANRE02596, DANRE29716, DANRE21504
OG0005421	LYTVA_05316	DANRE25252
OG0005423	LYTVA_15730	DANRE07286, DANRE41819, DANRE06520
OG0005424	LYTVA_21267	DANRE43037
OG0005425	LYTVA_23379	DANRE31361
OG0005427	LYTVA_05772	DANRE29565
OG0005428	LYTVA_17635, LYTVA_17634	DANRE38113, DANRE38111, DANRE38112
OG0005430	LYTVA_23130	DANRE39357
OG0005431	LYTVA_23117	DANRE09200, DANRE09201
OG0005432	LYTVA_10903	DANRE08285
OG0005433	LYTVA_25281	DANRE19173
OG0005434	LYTVA_09699	DANRE12767
OG0005435	LYTVA_12898	DANRE35885, DANRE35886, DANRE35883, DANRE35882
OG0005436	LYTVA_07775	DANRE34783, DANRE12872
OG0005437	LYTVA_10033	DANRE37484
OG0005438	LYTVA_15406	DANRE36447
OG0005439	LYTVA_01768	DANRE18501, DANRE18502
OG0005441	LYTVA_22028	DANRE09160
OG0005442	LYTVA_11534	DANRE01762
OG0005443	LYTVA_10991	DANRE18748, DANRE17411
OG0005445	LYTVA_09654	DANRE13527
OG0005446	LYTVA_26690	DANRE18147
OG0005447	LYTVA_23684	DANRE19850, DANRE07990, DANRE07991, DANRE19848, DANRE19849
OG0005448	LYTVA_12421, LYTVA_19835, LYTVA_30219	DANRE40554, DANRE00566
OG0005449	LYTVA_22637	DANRE28666, DANRE28667
OG0005450	LYTVA_28831	DANRE33767, DANRE33768, DANRE33769, DANRE33770
OG0005451	LYTVA_10961, LYTVA_16307	DANRE26347
OG0005452	LYTVA_26211	DANRE25984, DANRE25985, DANRE25983
OG0005453	LYTVA_21449, LYTVA_22092, LYTVA_22094, LYTVA_18626	DANRE20136, DANRE20135
OG0005454	LYTVA_15732	DANRE08856, DANRE08857
OG0005455	LYTVA_05016	DANRE27358, DANRE27359, DANRE38815
OG0005456	LYTVA_26669	DANRE10714, DANRE10713
OG0005457	LYTVA_03156	DANRE38620, DANRE38621
OG0005458	LYTVA_21546	DANRE09409, DANRE15046, DANRE15047, DANRE15045
OG0005459	LYTVA_18751	DANRE12592, DANRE12590, DANRE12591
OG0005460	LYTVA_28375, LYTVA_06764, LYTVA_16590	DANRE24305, DANRE24304
OG0005461	LYTVA_26532	DANRE29223, DANRE29222, DANRE03827, DANRE03828
OG0005462	LYTVA_19325	DANRE29636, DANRE29637, DANRE29638
OG0005463	LYTVA_05211	DANRE12733
OG0005465	LYTVA_07849	DANRE05457
OG0005468	LYTVA_11556	DANRE27698, DANRE27699, DANRE27700, DANRE27697
OG0005469	LYTVA_01972	DANRE30812
OG0005471	LYTVA_21654	DANRE07422
OG0005472	LYTVA_28459	DANRE36260, DANRE36259
OG0005474	LYTVA_06418	DANRE03400
OG0005475	LYTVA_07166	DANRE23370, DANRE23369
OG0005476	LYTVA_21960	DANRE31627
OG0005478	LYTVA_21489	DANRE22774, DANRE22775, DANRE02394, DANRE02395, DANRE02396
OG0005479	LYTVA_13568, LYTVA_05870	DANRE38869, DANRE38870
OG0005480	LYTVA_08469	DANRE25077, DANRE25076
OG0005481	LYTVA_11545	DANRE33798, DANRE33799
OG0005482	LYTVA_19946	DANRE08077
OG0005483	LYTVA_22064	DANRE36514, DANRE36513
OG0005484	LYTVA_20849	DANRE15956, DANRE15955, DANRE15954
OG0005486	LYTVA_16519, LYTVA_16520	DANRE19600
OG0005487	LYTVA_09749	DANRE42927, DANRE42926
OG0005488	LYTVA_14332	DANRE00136, DANRE00135
OG0005489	LYTVA_15646	DANRE29709
OG0005490	LYTVA_10748	DANRE28178, DANRE28179, DANRE28180, DANRE35831, DANRE35832
OG0005491	LYTVA_10744, LYTVA_14913	DANRE19088, DANRE19089
OG0005492	LYTVA_10795	DANRE14266, DANRE14269, DANRE14267, DANRE14270, DANRE14268
OG0005493	LYTVA_05656	DANRE11814
OG0005494	LYTVA_08972	DANRE13317, DANRE13316
OG0005495	LYTVA_04882	DANRE34985, DANRE34986
OG0005497	LYTVA_12554	DANRE05300
OG0005498	LYTVA_30189, LYTVA_17259	DANRE09835, DANRE09834
OG0005499	LYTVA_02987	DANRE01400, DANRE01401
OG0005500	LYTVA_26410	DANRE02835, DANRE02834
OG0005502	LYTVA_27763	DANRE13277, DANRE13275, DANRE13276, DANRE26573, DANRE26572, DANRE26571, DANRE06519, DANRE06518, DANRE06516, DANRE06515, DANRE06517
OG0005503	LYTVA_15235, LYTVA_11509	DANRE10305
OG0005504	LYTVA_10026	DANRE07863, DANRE07864
OG0005505	LYTVA_17191	DANRE06243, DANRE06244
OG0005507	LYTVA_05860, LYTVA_27517, LYTVA_06781	DANRE28650, DANRE36200
OG0005508	LYTVA_04730	DANRE14976, DANRE14977
OG0005509	LYTVA_20524, LYTVA_16523	DANRE14408
OG0005510	LYTVA_11651, LYTVA_15022	DANRE30486, DANRE43061
OG0005511	LYTVA_24722	DANRE21520
OG0005512	LYTVA_07869	DANRE43266, DANRE41560
OG0005514	LYTVA_09050	DANRE39609, DANRE39607, DANRE39610, DANRE39608
OG0005516	LYTVA_18663	DANRE34104, DANRE34103, DANRE34106, DANRE34105
OG0005517	LYTVA_14113	DANRE24916, DANRE24915
OG0005518	LYTVA_05593, LYTVA_00057	DANRE13478
OG0005518	LYTVA_03960	DANRE13477, DANRE13476
OG0005519	LYTVA_05963	DANRE12764
OG0005521	LYTVA_18597	DANRE13150, DANRE13151
OG0005522	LYTVA_05582, LYTVA_08217	DANRE34303, DANRE34304, DANRE34302
OG0005523	LYTVA_20663, LYTVA_00555	DANRE21306
OG0005524	LYTVA_06419	DANRE03090
OG0005527	LYTVA_28795	DANRE25598, DANRE30947
OG0005528	LYTVA_20400	DANRE25797, DANRE25798
OG0005529	LYTVA_22467	DANRE33058
OG0005530	LYTVA_17558, LYTVA_28744	DANRE22881
OG0005532	LYTVA_15572	DANRE11541, DANRE11540
OG0005533	LYTVA_08029, LYTVA_20427	DANRE12566
OG0005534	LYTVA_20303, LYTVA_18330	DANRE13330
OG0005534	LYTVA_18335	DANRE13329
OG0005536	LYTVA_16917, LYTVA_22294	DANRE34862
OG0005537	LYTVA_25196	DANRE14245, DANRE14246
OG0005538	LYTVA_23401	DANRE29221
OG0005539	LYTVA_02417	DANRE15118, DANRE15119
OG0005540	LYTVA_04890	DANRE13556, DANRE13552, DANRE13553, DANRE13554
OG0005541	LYTVA_04675	DANRE15122
OG0005546	LYTVA_29998	DANRE04280, DANRE30373, DANRE30478, DANRE30477
OG0005547	LYTVA_09111, LYTVA_18512	DANRE04337, DANRE05009, DANRE05007, DANRE05008, DANRE05006
OG0005548	LYTVA_01313	DANRE05420, DANRE05419, DANRE03109, DANRE34545
OG0005550	LYTVA_07335	DANRE24061
OG0005551	LYTVA_25782, LYTVA_29577	DANRE03834
OG0005552	LYTVA_13999, LYTVA_22597	DANRE14554, DANRE14556, DANRE14555, DANRE14558, DANRE14557
OG0005553	LYTVA_25162	DANRE00372
OG0005554	LYTVA_20016	DANRE39338, DANRE39339, DANRE39340
OG0005555	LYTVA_24123	DANRE30999, DANRE01795, DANRE01794
OG0005556	LYTVA_26009	DANRE34261
OG0005557	LYTVA_12470	DANRE36491, DANRE36492
OG0005558	LYTVA_15981	DANRE11734, DANRE35234, DANRE35233
OG0005559	LYTVA_29586	DANRE14662
OG0005561	LYTVA_11792, LYTVA_17363	DANRE23494
OG0005562	LYTVA_03975, LYTVA_15162	DANRE19787
OG0005563	LYTVA_10416	DANRE41618, DANRE41621, DANRE41622, DANRE41619
OG0005564	LYTVA_13234	DANRE19104, DANRE19105
OG0005565	LYTVA_08563	DANRE29042
OG0005566	LYTVA_28317	DANRE39659, DANRE00333
OG0005568	LYTVA_03523	DANRE30878, DANRE25717
OG0005569	LYTVA_22491	DANRE25030
OG0005570	LYTVA_01092	DANRE16077, DANRE16079, DANRE16078
OG0005572	LYTVA_21172	DANRE15331, DANRE15330
OG0005574	LYTVA_07278	DANRE37569, DANRE37570
OG0005575	LYTVA_15940	DANRE03463, DANRE03462
OG0005576	LYTVA_03215	DANRE15201, DANRE15200, DANRE15202
OG0005577	LYTVA_12327	DANRE02646, DANRE23480
OG0005578	LYTVA_14270	DANRE10384
OG0005580	LYTVA_01951	DANRE28264
OG0005581	LYTVA_04755	DANRE16480, DANRE06576, DANRE06577
OG0005583	LYTVA_24844	DANRE00285, DANRE00286, DANRE25147, DANRE25148
OG0005584	LYTVA_25058	DANRE19587, DANRE19588
OG0005587	LYTVA_07043, LYTVA_24274	DANRE25681
OG0005588	LYTVA_30060	DANRE24588, DANRE24587
OG0005589	LYTVA_30062	DANRE41477
OG0005590	LYTVA_03871	DANRE16067
OG0005591	LYTVA_25079, LYTVA_05118	DANRE18532, DANRE18533
OG0005592	LYTVA_18676	DANRE30249
OG0005593	LYTVA_28170	DANRE41927, DANRE41929, DANRE41928
OG0005594	LYTVA_23833	DANRE10635
OG0005595	LYTVA_16699	DANRE30852
OG0005596	LYTVA_06078	DANRE43374, DANRE42738, DANRE42739, DANRE34936, DANRE34937
OG0005597	LYTVA_27673	DANRE15269, DANRE15270
OG0005598	LYTVA_24243, LYTVA_28420	DANRE25018
OG0005599	LYTVA_21820	DANRE36072
OG0005600	LYTVA_02910	DANRE40275
OG0005602	LYTVA_10032	DANRE11049, DANRE11048
OG0005603	LYTVA_00740, LYTVA_00881	DANRE39411
OG0005604	LYTVA_17227	DANRE16557
OG0005605	LYTVA_03868	DANRE34529
OG0005608	LYTVA_07774	DANRE18051, DANRE09029, DANRE09028
OG0005609	LYTVA_00125	DANRE25008, DANRE25007
OG0005610	LYTVA_26883	DANRE06351, DANRE06350, DANRE33795
OG0005611	LYTVA_13858, LYTVA_11420	DANRE28958, DANRE28959
OG0005612	LYTVA_20723	DANRE16824, DANRE16823, DANRE11866, DANRE11865
OG0005613	LYTVA_07852	DANRE11321, DANRE16822, DANRE16821
OG0005614	LYTVA_20702	DANRE04930
OG0005615	LYTVA_22848	DANRE31126
OG0005616	LYTVA_21806	DANRE17489
OG0005617	LYTVA_16568, LYTVA_28710	DANRE36363, DANRE00407
OG0005618	LYTVA_19319, LYTVA_20585	DANRE00178, DANRE00176, DANRE00177
OG0005619	LYTVA_19684, LYTVA_18605	DANRE02647
OG0005620	LYTVA_08517	DANRE31254
OG0005621	LYTVA_09527, LYTVA_26862	DANRE11716, DANRE11715
OG0005622	LYTVA_11126, LYTVA_29546	DANRE18660
OG0005624	LYTVA_02444, LYTVA_02430	DANRE30720, DANRE30721
OG0005625	LYTVA_28232	DANRE06001
OG0005626	LYTVA_00789	DANRE01117, DANRE07553
OG0005627	LYTVA_18632, LYTVA_16894, LYTVA_18630, LYTVA_16898	DANRE35938
OG0005628	LYTVA_29597	DANRE34835, DANRE19005, DANRE19006
OG0005630	LYTVA_06277	DANRE16694, DANRE16693, DANRE16695, DANRE23633, DANRE23631, DANRE23632
OG0005631	LYTVA_14897	DANRE09424
OG0005632	LYTVA_16258	DANRE17405
OG0005633	LYTVA_23521	DANRE05520, DANRE05514, DANRE05517, DANRE05519, DANRE05515, DANRE05516
OG0005634	LYTVA_22600, LYTVA_23011	DANRE33369, DANRE40678, DANRE33370
OG0005636	LYTVA_10391	DANRE13481, DANRE13482
OG0005637	LYTVA_14644	DANRE41703, DANRE41700, DANRE41702, DANRE41701
OG0005638	LYTVA_30155	DANRE31127
OG0005639	LYTVA_23423	DANRE10666, DANRE18080, DANRE18081
OG0005640	LYTVA_10439	DANRE11136
OG0005642	LYTVA_25745	DANRE21297, DANRE02697
OG0005643	LYTVA_26975	DANRE36781
OG0005644	LYTVA_22112	DANRE20309, DANRE08252
OG0005645	LYTVA_08432, LYTVA_26710	DANRE10983
OG0005646	LYTVA_25411	DANRE42080, DANRE42078, DANRE42079
OG0005648	LYTVA_26416	DANRE23229, DANRE23227, DANRE23226, DANRE23228, DANRE21829, DANRE21830
OG0005649	LYTVA_16003	DANRE42185, DANRE42183, DANRE42184
OG0005650	LYTVA_04947	DANRE23343, DANRE36528, DANRE36529
OG0005651	LYTVA_08479	DANRE20915, DANRE20916
OG0005652	LYTVA_21904	DANRE02692, DANRE02690, DANRE02691
OG0005654	LYTVA_11504	DANRE24074, DANRE24075, DANRE33243
OG0005656	LYTVA_26753	DANRE04885, DANRE04886, DANRE04884
OG0005659	LYTVA_14836, LYTVA_06273	DANRE31196, DANRE31197, DANRE31194, DANRE31195, DANRE31192, DANRE31193
