Orthogroup	LYTVA_ok	CAPO3
OG0002891	LYTVA_09791, LYTVA_12147	CAPO305115
OG0002895	LYTVA_26396	CAPO306767, CAPO303745
OG0002896	LYTVA_13760	CAPO301218
OG0002897	LYTVA_21966	CAPO306671
OG0002899	LYTVA_26043	CAPO306014
OG0002900	LYTVA_01793	CAPO303795
OG0002902	LYTVA_25031	CAPO300125
OG0002908	LYTVA_05679	CAPO301293
OG0002909	LYTVA_25972	CAPO302801
OG0002911	LYTVA_24799	CAPO306312
OG0002913	LYTVA_29014, LYTVA_16275	CAPO307505
OG0002914	LYTVA_16256	CAPO304158
OG0002915	LYTVA_04120	CAPO307623
OG0002917	LYTVA_12457, LYTVA_05198	CAPO304597
OG0002921	LYTVA_27879	CAPO307445
OG0002923	LYTVA_00338	CAPO307207
OG0002926	LYTVA_17562, LYTVA_04390	CAPO301908
OG0002927	LYTVA_13304, LYTVA_02118	CAPO307647
OG0002944	LYTVA_05446, LYTVA_16324, LYTVA_09446	CAPO306630
OG0002945	LYTVA_06562, LYTVA_11930	CAPO307786
OG0002947	LYTVA_12540	CAPO306510
OG0002948	LYTVA_06849, LYTVA_06850, LYTVA_11784	CAPO303072
OG0002949	LYTVA_16087	CAPO305527, CAPO304499
OG0002950	LYTVA_14557, LYTVA_20825	CAPO302322
OG0002952	LYTVA_11677	CAPO304062, CAPO304063
OG0002953	LYTVA_24232	CAPO305937
OG0002954	LYTVA_27076	CAPO303510
OG0002955	LYTVA_08492	CAPO305617
OG0002957	LYTVA_02020	CAPO303846
OG0002959	LYTVA_09399	CAPO305557
OG0002961	LYTVA_01187	CAPO306313
OG0002962	LYTVA_21311	CAPO302937
OG0002969	LYTVA_21133, LYTVA_18655	CAPO301408
OG0002973	LYTVA_25878	CAPO301405
OG0002974	LYTVA_28658, LYTVA_15364	CAPO300358
OG0002976	LYTVA_21549	CAPO304649
OG0002977	LYTVA_25111	CAPO306762
OG0002979	LYTVA_23820	CAPO300623
OG0002982	LYTVA_23766	CAPO306469
OG0002983	LYTVA_21419	CAPO302346
OG0002985	LYTVA_15482, LYTVA_08966	CAPO300589
OG0002987	LYTVA_03673	CAPO306603
OG0002988	LYTVA_22486	CAPO300003
OG0002990	LYTVA_23760	CAPO304869
OG0002991	LYTVA_08511, LYTVA_10060	CAPO300778
OG0002994	LYTVA_17251	CAPO307303
OG0002997	LYTVA_11217	CAPO307685
OG0002998	LYTVA_24592, LYTVA_26894	CAPO302958
OG0003001	LYTVA_10762	CAPO302423
OG0003002	LYTVA_10978	CAPO303999
OG0003002	LYTVA_10079, LYTVA_02883	CAPO304848
OG0003004	LYTVA_18695	CAPO304489
OG0003005	LYTVA_02900	CAPO302131
OG0003005	LYTVA_16562	CAPO302452, CAPO300516
OG0003006	LYTVA_29828	CAPO302605
OG0003010	LYTVA_08548, LYTVA_02560	CAPO303642
OG0003014	LYTVA_22017	CAPO304419
OG0003016	LYTVA_27110, LYTVA_09030	CAPO301025
OG0003017	LYTVA_19123	CAPO303755
OG0003018	LYTVA_21456	CAPO301697
OG0003019	LYTVA_10940, LYTVA_20369	CAPO307689
OG0003020	LYTVA_21575, LYTVA_21923, LYTVA_26820	CAPO306543, CAPO306821
OG0003022	LYTVA_20857, LYTVA_11755	CAPO308155
OG0003025	LYTVA_21705	CAPO306077
OG0003026	LYTVA_04075	CAPO304742
OG0003027	LYTVA_14207	CAPO302145
OG0003028	LYTVA_26826	CAPO307794
OG0003029	LYTVA_18674	CAPO301992
OG0003030	LYTVA_04978	CAPO304737
OG0003033	LYTVA_09117	CAPO300181
OG0003034	LYTVA_09525	CAPO300214, CAPO307271
OG0003037	LYTVA_00120, LYTVA_12907, LYTVA_00121, LYTVA_16935, LYTVA_12672, LYTVA_16933	CAPO305626
OG0003038	LYTVA_17319	CAPO300861
OG0003041	LYTVA_21518, LYTVA_08163, LYTVA_17266	CAPO306033
OG0003042	LYTVA_29954, LYTVA_21714, LYTVA_03237	CAPO301480
OG0003043	LYTVA_21296	CAPO304921
OG0003044	LYTVA_27780	CAPO300082
OG0003046	LYTVA_11309, LYTVA_01962	CAPO302851
OG0003048	LYTVA_03001, LYTVA_03002	CAPO300169
OG0003049	LYTVA_12503	CAPO300501, CAPO307086, CAPO305726
OG0003053	LYTVA_03274	CAPO305034
OG0003054	LYTVA_02503	CAPO305605
OG0003055	LYTVA_01129	CAPO307832
OG0003056	LYTVA_27575, LYTVA_15255	CAPO300334
OG0003058	LYTVA_15514	CAPO305219
OG0003059	LYTVA_28530	CAPO307928
OG0003060	LYTVA_15832	CAPO300265
OG0003063	LYTVA_13937	CAPO306091
OG0003064	LYTVA_26915	CAPO303600
OG0003065	LYTVA_18370	CAPO305486
OG0003072	LYTVA_05083	CAPO300719
OG0003073	LYTVA_10379, LYTVA_23184	CAPO300571
OG0003074	LYTVA_27450, LYTVA_22595	CAPO305232
OG0003079	LYTVA_18034	CAPO303732
OG0003103	LYTVA_02396	CAPO300058
OG0003106	LYTVA_02338	CAPO300222
OG0003107	LYTVA_08803	CAPO305408
OG0003108	LYTVA_01209	CAPO307100
OG0003110	LYTVA_00846	CAPO302380
OG0003111	LYTVA_10117, LYTVA_13563	CAPO305398
OG0003112	LYTVA_12015, LYTVA_15965	CAPO305044
OG0003113	LYTVA_03180	CAPO303380
OG0003114	LYTVA_24574	CAPO305811
OG0003115	LYTVA_09781	CAPO305328
OG0003116	LYTVA_02140, LYTVA_02145, LYTVA_21147	CAPO304220
OG0003119	LYTVA_04583	CAPO301756
OG0003120	LYTVA_05733	CAPO301313
OG0003121	LYTVA_26398	CAPO300078
OG0003122	LYTVA_29592	CAPO305152
OG0003124	LYTVA_26612, LYTVA_10083	CAPO307110
OG0003125	LYTVA_18948	CAPO308199
OG0003128	LYTVA_12794	CAPO300639
OG0003130	LYTVA_13846	CAPO308112
OG0003131	LYTVA_22393, LYTVA_00785, LYTVA_19188	CAPO301104
OG0003135	LYTVA_25688, LYTVA_09090	CAPO304970
OG0003136	LYTVA_01323	CAPO303233
OG0003138	LYTVA_08319	CAPO307798
OG0003144	LYTVA_27951, LYTVA_27950	CAPO304802
OG0003145	LYTVA_18564	CAPO301669
OG0003146	LYTVA_26154, LYTVA_09272	CAPO304953
OG0003147	LYTVA_29462	CAPO305754
OG0003149	LYTVA_01219, LYTVA_07714, LYTVA_07713, LYTVA_01791	CAPO303321
OG0003150	LYTVA_19654	CAPO304553
OG0003151	LYTVA_15917	CAPO302311
OG0003153	LYTVA_03003	CAPO305242
OG0003154	LYTVA_02322	CAPO308152
OG0003157	LYTVA_21022	CAPO300659
OG0003158	LYTVA_11944	CAPO304754
OG0003159	LYTVA_17654	CAPO307514
OG0003160	LYTVA_16473	CAPO305734
OG0003161	LYTVA_24026	CAPO307952, CAPO307190, CAPO305141
OG0003162	LYTVA_18182	CAPO303406
OG0003163	LYTVA_08131, LYTVA_00115	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284
OG0003166	LYTVA_11208	CAPO306562
OG0003169	LYTVA_23879	CAPO302137
OG0003172	LYTVA_20354, LYTVA_07071	CAPO306984
OG0003174	LYTVA_25932	CAPO306817
OG0003176	LYTVA_24549	CAPO307890
OG0003177	LYTVA_18012, LYTVA_27860	CAPO305441
OG0003178	LYTVA_19101	CAPO303283
OG0003179	LYTVA_04455	CAPO300801
OG0003181	LYTVA_18551, LYTVA_04265	CAPO304354
OG0003184	LYTVA_06204	CAPO303123
OG0003185	LYTVA_04498	CAPO301951
OG0003187	LYTVA_17204, LYTVA_14632	CAPO303479
OG0003189	LYTVA_15037, LYTVA_03261	CAPO303157
OG0003190	LYTVA_00219, LYTVA_10159, LYTVA_29362, LYTVA_28760	CAPO303910
OG0003191	LYTVA_04471, LYTVA_10768	CAPO306279
OG0003192	LYTVA_21359	CAPO301014
OG0003193	LYTVA_19147	CAPO301211
OG0003194	LYTVA_17057, LYTVA_08696, LYTVA_12324, LYTVA_19921	CAPO301882
OG0003196	LYTVA_22665	CAPO301946
OG0003196	LYTVA_00345	CAPO306231
OG0003198	LYTVA_05453	CAPO304417
OG0003199	LYTVA_14841	CAPO305890
OG0003200	LYTVA_15853	CAPO301026
OG0003202	LYTVA_17714	CAPO307016
OG0003203	LYTVA_08240	CAPO305085
OG0003206	LYTVA_07286	CAPO306250
OG0003207	LYTVA_15862	CAPO301521
OG0003210	LYTVA_15515	CAPO303247
OG0003211	LYTVA_01718, LYTVA_29781	CAPO307771
OG0003212	LYTVA_21928	CAPO300076
OG0003214	LYTVA_25327, LYTVA_22874	CAPO305438
OG0003215	LYTVA_05541	CAPO305646
OG0003217	LYTVA_00325	CAPO304366
OG0003218	LYTVA_24470, LYTVA_25657	CAPO308113
OG0003219	LYTVA_03705	CAPO306660
OG0003220	LYTVA_16356	CAPO304799
OG0003221	LYTVA_24463	CAPO300283
OG0003223	LYTVA_01295	CAPO307650
OG0003225	LYTVA_27283	CAPO303179
OG0003227	LYTVA_27439	CAPO306597
OG0003228	LYTVA_12062	CAPO305495
OG0003230	LYTVA_17038	CAPO301507
OG0003231	LYTVA_10960	CAPO301890
OG0003234	LYTVA_19458	CAPO306221
OG0003235	LYTVA_21510	CAPO301047
OG0003251	LYTVA_05050	CAPO307251
OG0003252	LYTVA_06155, LYTVA_01361, LYTVA_18274	CAPO305303
OG0003254	LYTVA_09955, LYTVA_19250	CAPO307938
OG0003257	LYTVA_21941	CAPO303231
OG0003266	LYTVA_04525	CAPO303168
OG0003267	LYTVA_15112	CAPO300914
OG0003268	LYTVA_09669, LYTVA_05049	CAPO301821
OG0003269	LYTVA_23633, LYTVA_11040	CAPO304139
OG0003273	LYTVA_22153	CAPO307851
OG0003277	LYTVA_01672	CAPO306142
OG0003278	LYTVA_30138, LYTVA_15067, LYTVA_03970, LYTVA_30141	CAPO306634
OG0003279	LYTVA_22067	CAPO306251
OG0003282	LYTVA_26660	CAPO305239
OG0003283	LYTVA_19055	CAPO304400
OG0003284	LYTVA_07395	CAPO302648
OG0003287	LYTVA_04035	CAPO306546
OG0003288	LYTVA_05759	CAPO307866
OG0003291	LYTVA_16947	CAPO306657
OG0003293	LYTVA_23172	CAPO300956
OG0003294	LYTVA_21015	CAPO303988
OG0003296	LYTVA_15653	CAPO301282
OG0003297	LYTVA_26218, LYTVA_19287, LYTVA_19286	CAPO307941
OG0003298	LYTVA_06668	CAPO306456
OG0003300	LYTVA_08691, LYTVA_06659, LYTVA_18142	CAPO307904
OG0003301	LYTVA_23817	CAPO300201
OG0003302	LYTVA_14810	CAPO303848
OG0003306	LYTVA_12285, LYTVA_00241	CAPO303291
OG0003309	LYTVA_24870	CAPO301499
OG0003315	LYTVA_27566, LYTVA_23855	CAPO301649
OG0003316	LYTVA_10053	CAPO300235
OG0003317	LYTVA_16088	CAPO304285
OG0003318	LYTVA_12509	CAPO302830
OG0003320	LYTVA_27746	CAPO303640
OG0003323	LYTVA_21921, LYTVA_29457	CAPO304122
OG0003324	LYTVA_19291	CAPO308312
OG0003325	LYTVA_29523	CAPO300972, CAPO304961
OG0003326	LYTVA_08651, LYTVA_27915	CAPO308259
OG0003329	LYTVA_23352	CAPO300711
OG0003331	LYTVA_27609	CAPO303947
OG0003332	LYTVA_18115	CAPO307894
OG0003333	LYTVA_07549, LYTVA_15167	CAPO307836
OG0003334	LYTVA_07048, LYTVA_05755, LYTVA_06269	CAPO305710
OG0003335	LYTVA_09092	CAPO302255
OG0003340	LYTVA_13141	CAPO305389
OG0003341	LYTVA_16037	CAPO301683
OG0003345	LYTVA_14037, LYTVA_04588, LYTVA_15485	CAPO302682
OG0003348	LYTVA_06310	CAPO308059, CAPO308052
OG0003349	LYTVA_10341, LYTVA_20619	CAPO300780
OG0003353	LYTVA_20644, LYTVA_01424	CAPO304897
OG0003354	LYTVA_25191, LYTVA_01307, LYTVA_04843	CAPO300396
OG0003355	LYTVA_27910	CAPO308186
OG0003356	LYTVA_06879	CAPO306224
OG0003357	LYTVA_19490, LYTVA_06743, LYTVA_11630, LYTVA_02906	CAPO307953
OG0003358	LYTVA_12289	CAPO307281
OG0003359	LYTVA_06032	CAPO303262, CAPO304527
OG0003360	LYTVA_13266, LYTVA_19199	CAPO301722
OG0003361	LYTVA_03232, LYTVA_03231	CAPO301802
OG0003362	LYTVA_05394	CAPO306572
OG0003364	LYTVA_03516, LYTVA_25779	CAPO301569
OG0003365	LYTVA_23475	CAPO301538
OG0003366	LYTVA_15074	CAPO302011
OG0003368	LYTVA_02645, LYTVA_18642	CAPO307793
OG0003369	LYTVA_14942	CAPO305084
OG0003370	LYTVA_24757	CAPO302725
OG0003373	LYTVA_27185, LYTVA_10709, LYTVA_17994, LYTVA_22268, LYTVA_11970	CAPO301869
OG0003374	LYTVA_08104	CAPO305683
OG0003375	LYTVA_28328, LYTVA_27365	CAPO301633, CAPO305837
OG0003376	LYTVA_05006, LYTVA_26307	CAPO306560
OG0003377	LYTVA_19125	CAPO301205
OG0003378	LYTVA_13045	CAPO305510
OG0003379	LYTVA_06980	CAPO301575
OG0003380	LYTVA_05440	CAPO301115
OG0003382	LYTVA_16589, LYTVA_00823	CAPO302262
OG0003383	LYTVA_14856	CAPO305778
OG0003384	LYTVA_07291, LYTVA_28006	CAPO306617
OG0003386	LYTVA_26042	CAPO300917
OG0003388	LYTVA_28705	CAPO302657, CAPO304459, CAPO302957
OG0003391	LYTVA_14803, LYTVA_04532	CAPO301846
OG0003392	LYTVA_24826	CAPO304278
OG0003393	LYTVA_20136	CAPO304102
OG0003419	LYTVA_11665	CAPO301040
OG0003422	LYTVA_16836, LYTVA_20308	CAPO300121
OG0003424	LYTVA_05782	CAPO307323
OG0003425	LYTVA_04392	CAPO304371
OG0003426	LYTVA_15668, LYTVA_06081, LYTVA_02069, LYTVA_27843, LYTVA_21216, LYTVA_03865, LYTVA_23251, LYTVA_21445, LYTVA_22520	CAPO301532
OG0003428	LYTVA_15286	CAPO300586
OG0003429	LYTVA_20604, LYTVA_26105	CAPO307638
OG0003431	LYTVA_13731	CAPO308284
OG0003434	LYTVA_01169	CAPO303572
OG0003435	LYTVA_08543	CAPO300552
OG0003438	LYTVA_23556, LYTVA_12357	CAPO304548, CAPO305602, CAPO302554
OG0003443	LYTVA_22146	CAPO306901, CAPO306924
OG0003447	LYTVA_21925	CAPO304621, CAPO305856
OG0003449	LYTVA_10114, LYTVA_02809, LYTVA_25272, LYTVA_06699, LYTVA_25271	CAPO304421
OG0003450	LYTVA_13056, LYTVA_24553	CAPO304313
OG0003451	LYTVA_22097	CAPO302760
OG0003453	LYTVA_02587	CAPO304718
OG0003454	LYTVA_02948	CAPO305798
OG0003455	LYTVA_25388, LYTVA_24850	CAPO300221
OG0003457	LYTVA_19871, LYTVA_20572, LYTVA_14447	CAPO307022
OG0003458	LYTVA_03618	CAPO301287
OG0003459	LYTVA_10994	CAPO304210
OG0003461	LYTVA_14255	CAPO304469
OG0003462	LYTVA_28602, LYTVA_22633, LYTVA_03993	CAPO306452
OG0003464	LYTVA_06647	CAPO306136
OG0003465	LYTVA_23986, LYTVA_07116	CAPO307530
OG0003467	LYTVA_25547, LYTVA_21585	CAPO306150
OG0003471	LYTVA_12384, LYTVA_00020	CAPO304216
OG0003475	LYTVA_22320, LYTVA_27992, LYTVA_00238	CAPO307501
OG0003477	LYTVA_09865	CAPO308122
OG0003478	LYTVA_27751	CAPO300139
OG0003480	LYTVA_03416	CAPO303582
OG0003483	LYTVA_09501	CAPO305509
OG0003486	LYTVA_21614	CAPO304249
OG0003487	LYTVA_22813	CAPO300925
OG0003489	LYTVA_24756, LYTVA_07007	CAPO305291
OG0003491	LYTVA_11242, LYTVA_18975	CAPO304911
OG0003492	LYTVA_17125	CAPO306303
OG0003493	LYTVA_03266	CAPO306533
OG0003497	LYTVA_24897	CAPO305660
OG0003498	LYTVA_06432	CAPO306898
OG0003499	LYTVA_10932	CAPO301160
OG0003500	LYTVA_25392	CAPO304927
OG0003501	LYTVA_00202	CAPO303209
OG0003502	LYTVA_01228, LYTVA_20788	CAPO306906
OG0003503	LYTVA_13641	CAPO307158
OG0003505	LYTVA_07063, LYTVA_28433, LYTVA_23504	CAPO305207
OG0003506	LYTVA_23421	CAPO302826
OG0003507	LYTVA_06440	CAPO303307
OG0003508	LYTVA_19543	CAPO307911
OG0003509	LYTVA_02422	CAPO305689
OG0003511	LYTVA_08783, LYTVA_14080	CAPO307348, CAPO308352
OG0003512	LYTVA_25060, LYTVA_26135, LYTVA_26133, LYTVA_14562	CAPO303631, CAPO302677, CAPO302168
OG0003515	LYTVA_04862	CAPO307211
OG0003518	LYTVA_18666	CAPO307641
OG0003519	LYTVA_19352	CAPO307608
OG0003522	LYTVA_09959, LYTVA_30110	CAPO306659
OG0003523	LYTVA_11260	CAPO304976
OG0003525	LYTVA_16398, LYTVA_14455	CAPO305089
OG0003528	LYTVA_25429, LYTVA_25427	CAPO306484
OG0003531	LYTVA_03603	CAPO300308
OG0003532	LYTVA_14462	CAPO303744
OG0003533	LYTVA_23225, LYTVA_12475	CAPO301327
OG0003537	LYTVA_07265	CAPO301555
OG0003538	LYTVA_28207, LYTVA_28211	CAPO301093
OG0003539	LYTVA_02480	CAPO300449
OG0003541	LYTVA_21300	CAPO300603
OG0003543	LYTVA_04479	CAPO301989
OG0003544	LYTVA_29003, LYTVA_27728	CAPO300418
OG0003546	LYTVA_09882	CAPO303583
OG0003547	LYTVA_02953	CAPO308031
OG0003550	LYTVA_30065	CAPO300137
OG0003552	LYTVA_11397	CAPO307114
OG0003554	LYTVA_26313	CAPO301001
OG0003557	LYTVA_20994, LYTVA_29355	CAPO306086
OG0003562	LYTVA_15863	CAPO303388
OG0003563	LYTVA_28497	CAPO300808, CAPO301102
OG0003566	LYTVA_12411	CAPO300164
OG0003567	LYTVA_13855	CAPO307296
OG0003568	LYTVA_25025	CAPO303992
OG0003569	LYTVA_07436	CAPO306390
OG0003570	LYTVA_16300	CAPO305849
OG0003573	LYTVA_12228	CAPO300904
OG0003577	LYTVA_24980	CAPO306764
OG0003578	LYTVA_14123	CAPO307426
OG0003579	LYTVA_21586, LYTVA_25548	CAPO300766
OG0003599	LYTVA_25495, LYTVA_28141	CAPO301420
OG0003600	LYTVA_15659, LYTVA_29737	CAPO305414
OG0003607	LYTVA_04001, LYTVA_09961	CAPO301867
OG0003610	LYTVA_07203, LYTVA_24955	CAPO302401
OG0003611	LYTVA_25213	CAPO306320
OG0003612	LYTVA_13319	CAPO304993
OG0003613	LYTVA_26048, LYTVA_10701	CAPO305029
OG0003617	LYTVA_08952, LYTVA_11704	CAPO306844
OG0003618	LYTVA_08987	CAPO302109
OG0003619	LYTVA_29115, LYTVA_05151	CAPO304837
OG0003620	LYTVA_14583	CAPO306673
OG0003621	LYTVA_14368	CAPO302199
OG0003622	LYTVA_12050	CAPO305075
OG0003624	LYTVA_16657	CAPO303633
OG0003630	LYTVA_11059, LYTVA_22109	CAPO308012
OG0003631	LYTVA_17311	CAPO303610
OG0003633	LYTVA_08775, LYTVA_18589	CAPO300056
OG0003635	LYTVA_06198, LYTVA_24849	CAPO308133
OG0003638	LYTVA_26670	CAPO305555
OG0003640	LYTVA_28983	CAPO301244
OG0003641	LYTVA_11566	CAPO300746
OG0003644	LYTVA_19920	CAPO304835
OG0003645	LYTVA_01752	CAPO307108
OG0003646	LYTVA_05796	CAPO304914
OG0003648	LYTVA_17027	CAPO302617
OG0003649	LYTVA_12300, LYTVA_23539	CAPO301930
OG0003650	LYTVA_04212, LYTVA_28562, LYTVA_28561	CAPO306633
OG0003651	LYTVA_17096	CAPO305370
OG0003652	LYTVA_28066	CAPO300427
OG0003655	LYTVA_23764	CAPO303553
OG0003656	LYTVA_05217	CAPO301350
OG0003657	LYTVA_11266	CAPO305783
OG0003658	LYTVA_02606	CAPO303162
OG0003661	LYTVA_05212	CAPO300815
OG0003664	LYTVA_05022	CAPO305504
OG0003666	LYTVA_14443	CAPO300690
OG0003667	LYTVA_08344	CAPO303859
OG0003668	LYTVA_23185	CAPO300260
OG0003669	LYTVA_20979, LYTVA_00369	CAPO305883
OG0003671	LYTVA_20433	CAPO308173
OG0003672	LYTVA_28748	CAPO300582
OG0003677	LYTVA_29925	CAPO300011
OG0003680	LYTVA_20499	CAPO300884
OG0003682	LYTVA_10459	CAPO301860
OG0003684	LYTVA_15283, LYTVA_06200, LYTVA_08637, LYTVA_01162	CAPO302734
OG0003685	LYTVA_22072	CAPO305996
OG0003686	LYTVA_11888, LYTVA_24636	CAPO302144
OG0003688	LYTVA_24642	CAPO307252
OG0003690	LYTVA_15125	CAPO307478
OG0003693	LYTVA_10292	CAPO302269
OG0003694	LYTVA_21490	CAPO307654
OG0003695	LYTVA_08219	CAPO303363
OG0003696	LYTVA_10724	CAPO304903
OG0003697	LYTVA_24825	CAPO307718
OG0003698	LYTVA_00449, LYTVA_00450	CAPO306302
OG0003700	LYTVA_05846	CAPO304411
OG0003703	LYTVA_15204, LYTVA_25249	CAPO305764
OG0003704	LYTVA_22078	CAPO308213
OG0003710	LYTVA_01367	CAPO301647
OG0003712	LYTVA_13639, LYTVA_13640	CAPO300556
OG0003713	LYTVA_12799, LYTVA_06866, LYTVA_18223	CAPO306178
OG0003716	LYTVA_00505	CAPO303976
OG0003717	LYTVA_24800	CAPO306282
OG0003718	LYTVA_22052	CAPO307310
OG0003719	LYTVA_16501	CAPO300227
OG0003721	LYTVA_29839	CAPO300976, CAPO300975
OG0003722	LYTVA_09208, LYTVA_00262	CAPO300031
OG0003724	LYTVA_28771	CAPO308007
OG0003729	LYTVA_20503	CAPO307394
OG0003730	LYTVA_17088	CAPO305074
OG0003731	LYTVA_05810	CAPO304053
OG0003732	LYTVA_25663, LYTVA_20441	CAPO306498
OG0003733	LYTVA_13502, LYTVA_08036	CAPO305671
OG0003734	LYTVA_19044, LYTVA_23146	CAPO305564
OG0003735	LYTVA_11688, LYTVA_28003	CAPO308150
OG0003738	LYTVA_24822	CAPO304238
OG0003739	LYTVA_20011	CAPO300467
OG0003740	LYTVA_26296, LYTVA_17293, LYTVA_16340	CAPO307238
OG0003741	LYTVA_18369, LYTVA_00346	CAPO305770
OG0003742	LYTVA_26372	CAPO303080
OG0003743	LYTVA_26127, LYTVA_26126	CAPO302360
OG0003744	LYTVA_06947	CAPO306491
OG0003749	LYTVA_18850	CAPO306992
OG0003750	LYTVA_02287, LYTVA_01689	CAPO304840
OG0003752	LYTVA_01820	CAPO306304
OG0003754	LYTVA_22465	CAPO305643
OG0003758	LYTVA_17109	CAPO308214
OG0003759	LYTVA_26967	CAPO307476
OG0003760	LYTVA_30090, LYTVA_22219	CAPO304944
OG0003761	LYTVA_05534	CAPO301690
OG0003762	LYTVA_17274	CAPO303010
OG0003764	LYTVA_17144, LYTVA_11016	CAPO300879
OG0003767	LYTVA_08194	CAPO301363
OG0003769	LYTVA_18678	CAPO305668
OG0003770	LYTVA_21288, LYTVA_11378	CAPO300865, CAPO305387
OG0003771	LYTVA_28045	CAPO300755
OG0003773	LYTVA_22099, LYTVA_08704	CAPO301706
OG0003778	LYTVA_11821	CAPO302558
OG0003779	LYTVA_10521	CAPO304919
OG0003798	LYTVA_21450	CAPO300229
OG0003803	LYTVA_17645	CAPO307540
OG0003806	LYTVA_30001	CAPO304817
OG0003807	LYTVA_29933	CAPO308021
OG0003808	LYTVA_19229	CAPO308095
OG0003809	LYTVA_25226	CAPO306197
OG0003811	LYTVA_01732	CAPO302863
OG0003813	LYTVA_00532	CAPO305053
OG0003818	LYTVA_09712	CAPO306945
OG0003820	LYTVA_01468, LYTVA_10818, LYTVA_04218	CAPO302724
OG0003823	LYTVA_28299	CAPO305304
OG0003824	LYTVA_20107, LYTVA_06706	CAPO300109
OG0003826	LYTVA_13850	CAPO303948
OG0003827	LYTVA_03265	CAPO302156
OG0003828	LYTVA_13423	CAPO304442
OG0003829	LYTVA_18420	CAPO304825
OG0003831	LYTVA_24443	CAPO301320
OG0003833	LYTVA_27868, LYTVA_23190	CAPO305448
OG0003834	LYTVA_28662	CAPO307203
OG0003836	LYTVA_24859	CAPO301610
OG0003837	LYTVA_29929	CAPO304430
OG0003838	LYTVA_17094	CAPO304061, CAPO304064
OG0003839	LYTVA_23937, LYTVA_14573	CAPO300238, CAPO301543, CAPO307066
OG0003840	LYTVA_04824	CAPO300299
OG0003844	LYTVA_23802	CAPO306235
OG0003845	LYTVA_09006	CAPO302000
OG0003846	LYTVA_03898, LYTVA_08542	CAPO300905
OG0003848	LYTVA_12543	CAPO305229, CAPO305228
OG0003850	LYTVA_06404	CAPO306458
OG0003851	LYTVA_27115, LYTVA_26448	CAPO301154
OG0003852	LYTVA_02920	CAPO302241
OG0003853	LYTVA_09397	CAPO308238
OG0003854	LYTVA_16966	CAPO306385
OG0003855	LYTVA_19474	CAPO304198
OG0003856	LYTVA_25797	CAPO308004
OG0003857	LYTVA_25367, LYTVA_25796	CAPO302185
OG0003858	LYTVA_01327, LYTVA_27055	CAPO300728
OG0003859	LYTVA_21927	CAPO306990
OG0003860	LYTVA_18534	CAPO303899
OG0003861	LYTVA_09141	CAPO302754
OG0003863	LYTVA_25098	CAPO300200
OG0003864	LYTVA_16744	CAPO300087
OG0003865	LYTVA_06719, LYTVA_29186	CAPO304904
OG0003866	LYTVA_29703	CAPO302683
OG0003867	LYTVA_19438, LYTVA_29419	CAPO301767
OG0003868	LYTVA_16042	CAPO306848
OG0003869	LYTVA_12197	CAPO307094
OG0003870	LYTVA_09623, LYTVA_02604	CAPO305132
OG0003871	LYTVA_29042	CAPO304658
OG0003873	LYTVA_12402	CAPO305775
OG0003875	LYTVA_02952	CAPO303382
OG0003876	LYTVA_08885	CAPO307728
OG0003878	LYTVA_06775, LYTVA_04340	CAPO308329
OG0003881	LYTVA_02265	CAPO303685
OG0003886	LYTVA_00295	CAPO304109
OG0003887	LYTVA_04461	CAPO307036
OG0003888	LYTVA_17977	CAPO302763
OG0003888	LYTVA_27229, LYTVA_07798	CAPO302764
OG0003890	LYTVA_19129, LYTVA_23306	CAPO304707
OG0003892	LYTVA_28820	CAPO307708
OG0003893	LYTVA_17888, LYTVA_12620, LYTVA_25794, LYTVA_09128	CAPO300022
OG0003894	LYTVA_30206	CAPO302778
OG0003897	LYTVA_01009, LYTVA_18263	CAPO303759
OG0003898	LYTVA_11060, LYTVA_08754	CAPO307893, CAPO307749, CAPO306069
OG0003899	LYTVA_01604	CAPO300674
OG0003900	LYTVA_00171, LYTVA_09089	CAPO301714
OG0003901	LYTVA_25425, LYTVA_13674	CAPO301256
OG0003903	LYTVA_02798, LYTVA_02947, LYTVA_14426	CAPO305736
OG0003904	LYTVA_08407	CAPO305947
OG0003906	LYTVA_00896	CAPO301369
OG0003908	LYTVA_01934, LYTVA_01565	CAPO301425
OG0003908	LYTVA_23240	CAPO308216
OG0003909	LYTVA_09021, LYTVA_04292	CAPO301220
OG0003910	LYTVA_15956	CAPO302786
OG0003911	LYTVA_13769	CAPO305312
OG0003912	LYTVA_20384	CAPO307896
OG0003913	LYTVA_01876, LYTVA_18035, LYTVA_17952, LYTVA_20575	CAPO306587
OG0003914	LYTVA_00538	CAPO301224
OG0003915	LYTVA_03286, LYTVA_20325, LYTVA_29470	CAPO304633
OG0003917	LYTVA_26563, LYTVA_13069	CAPO306797
OG0003920	LYTVA_03736	CAPO301554
OG0003921	LYTVA_29296	CAPO300430
OG0003922	LYTVA_21766, LYTVA_20004	CAPO304241
OG0003924	LYTVA_21825	CAPO302790
OG0003925	LYTVA_23157	CAPO301662
OG0003926	LYTVA_00309	CAPO303036
OG0003927	LYTVA_09499, LYTVA_12096	CAPO304671
OG0003930	LYTVA_25579, LYTVA_23488	CAPO301599
OG0003931	LYTVA_22630	CAPO304399
