Orthogroup	LYTVA_ok	YEAST
OG0004808	LYTVA_29396	YEAST02354
OG0004811	LYTVA_15091	YEAST01683
OG0004814	LYTVA_12805	YEAST05710
OG0004816	LYTVA_26235	YEAST04664
OG0004819	LYTVA_19480	YEAST00279
OG0004820	LYTVA_28665	YEAST05404
OG0004822	LYTVA_26300	YEAST03199
OG0004833	LYTVA_24781	YEAST01309
OG0004840	LYTVA_08791, LYTVA_13386	YEAST01399
OG0004841	LYTVA_07534	YEAST01375
OG0004842	LYTVA_20536	YEAST05083
OG0004843	LYTVA_03951	YEAST03163
OG0004844	LYTVA_20432	YEAST01571
OG0004848	LYTVA_14758	YEAST02387
OG0004849	LYTVA_06399	YEAST06335
OG0004850	LYTVA_00007	YEAST05082, YEAST02977
OG0004851	LYTVA_06855	YEAST02907
OG0004852	LYTVA_12192	YEAST00825
OG0004855	LYTVA_15181	YEAST03252
OG0004856	LYTVA_02436	YEAST05973
OG0004858	LYTVA_12887	YEAST04268
OG0004863	LYTVA_24197	YEAST00862
OG0004864	LYTVA_18864	YEAST00264
OG0004874	LYTVA_25312	YEAST04564
OG0004875	LYTVA_04305	YEAST02491
OG0004877	LYTVA_01744	YEAST05247
OG0004879	LYTVA_01845	YEAST01311
OG0004880	LYTVA_30106	YEAST06046
OG0004881	LYTVA_12397	YEAST00141
OG0004886	LYTVA_28084, LYTVA_28081	YEAST05077
OG0004887	LYTVA_16765, LYTVA_23110	YEAST05734
OG0004893	LYTVA_22575	YEAST04667
OG0004896	LYTVA_14134	YEAST06193
OG0004897	LYTVA_04150	YEAST03127, YEAST00642
OG0004898	LYTVA_27619	YEAST01269
OG0004902	LYTVA_05303	YEAST00933
OG0004903	LYTVA_08798	YEAST03539
OG0004906	LYTVA_15393	YEAST02770
OG0004911	LYTVA_04944	YEAST04765
OG0004913	LYTVA_03275, LYTVA_09461	YEAST01636
OG0004914	LYTVA_24514	YEAST03369
OG0004917	LYTVA_27783, LYTVA_27787	YEAST00244
OG0004922	LYTVA_07877	YEAST03302
OG0004924	LYTVA_15379	YEAST03555, YEAST03277
OG0004928	LYTVA_07781	YEAST00311
OG0004932	LYTVA_07355	YEAST04654
OG0004935	LYTVA_06910	YEAST02167
OG0004940	LYTVA_00861	YEAST05107, YEAST05559
OG0004941	LYTVA_17261	YEAST03194
OG0004947	LYTVA_10586	YEAST05164
OG0004948	LYTVA_26298, LYTVA_18476	YEAST02275
OG0004949	LYTVA_17618, LYTVA_17623	YEAST04201
OG0004952	LYTVA_18703	YEAST02477
OG0004954	LYTVA_13647	YEAST06058
OG0004962	LYTVA_20013, LYTVA_11942	YEAST04400
OG0004963	LYTVA_11708, LYTVA_13526, LYTVA_11711	YEAST04940
OG0004964	LYTVA_05433	YEAST04104
OG0004968	LYTVA_28812, LYTVA_21468	YEAST03489
OG0004969	LYTVA_28485	YEAST02591
OG0004970	LYTVA_02200	YEAST04414
OG0004971	LYTVA_21887, LYTVA_21886, LYTVA_01157	YEAST05364
OG0004972	LYTVA_08815	YEAST03511
OG0004975	LYTVA_12144	YEAST00144, YEAST01994
OG0004976	LYTVA_09782, LYTVA_29015	YEAST05983
OG0004977	LYTVA_04246	YEAST06017
OG0004979	LYTVA_02189	YEAST06027
OG0004980	LYTVA_11342	YEAST05221
OG0004981	LYTVA_04981, LYTVA_04980	YEAST03914, YEAST04639
OG0004982	LYTVA_04774, LYTVA_04776	YEAST03625
OG0004985	LYTVA_23048	YEAST03498
OG0004988	LYTVA_17216	YEAST05990
OG0004989	LYTVA_04727, LYTVA_02393	YEAST04576
OG0004990	LYTVA_12280	YEAST04419
OG0004992	LYTVA_25774, LYTVA_17651	YEAST05627
OG0004996	LYTVA_27105, LYTVA_02271	YEAST04793
OG0004997	LYTVA_17036	YEAST01342
OG0005002	LYTVA_14355	YEAST05414
OG0005003	LYTVA_29350	YEAST02467, YEAST00216
OG0005006	LYTVA_24629	YEAST06096
OG0005014	LYTVA_05362	YEAST02538
OG0005015	LYTVA_02386, LYTVA_15052	YEAST01649, YEAST01932
OG0005038	LYTVA_28907	YEAST02861
OG0005040	LYTVA_23868	YEAST04778
OG0005053	LYTVA_28457	YEAST00680
OG0005055	LYTVA_27000	YEAST02159
OG0005059	LYTVA_15242	YEAST03737
OG0005067	LYTVA_20703	YEAST06051
OG0005069	LYTVA_05605	YEAST03130
OG0005073	LYTVA_29173, LYTVA_01002	YEAST00873
OG0005076	LYTVA_24637	YEAST04563
OG0005081	LYTVA_15839	YEAST03124
OG0005083	LYTVA_19890, LYTVA_17325, LYTVA_19891	YEAST00678, YEAST05235
OG0005084	LYTVA_01666	YEAST03782
OG0005085	LYTVA_03151	YEAST06159
OG0005086	LYTVA_19054	YEAST00205
OG0005087	LYTVA_18921	YEAST00816
OG0005088	LYTVA_28508	YEAST05769, YEAST03125
OG0005089	LYTVA_04803	YEAST04644
OG0005095	LYTVA_14778, LYTVA_12505	YEAST04437
OG0005096	LYTVA_08413	YEAST00667
OG0005097	LYTVA_29826	YEAST05071
OG0005099	LYTVA_26028	YEAST01396
OG0005100	LYTVA_13181	YEAST02389
OG0005104	LYTVA_11553	YEAST05248
OG0005106	LYTVA_14257	YEAST06065, YEAST00421
OG0005107	LYTVA_02082	YEAST06099
OG0005109	LYTVA_26183	YEAST05204, YEAST00612
OG0005111	LYTVA_07538	YEAST06212, YEAST04032
OG0005114	LYTVA_16644, LYTVA_04766	YEAST02131
OG0005117	LYTVA_00508	YEAST06050
OG0005121	LYTVA_18334	YEAST02052
OG0005124	LYTVA_11000	YEAST04099
OG0005130	LYTVA_14060	YEAST03863
OG0005139	LYTVA_16571	YEAST04015
OG0005142	LYTVA_00109	YEAST03890
OG0005143	LYTVA_19150	YEAST00443
OG0005144	LYTVA_12742	YEAST04065
OG0005146	LYTVA_15977	YEAST02971
OG0005151	LYTVA_27792	YEAST03382
OG0005152	LYTVA_01178, LYTVA_16705	YEAST00847
OG0005157	LYTVA_05346, LYTVA_07627	YEAST02981
OG0005160	LYTVA_15115, LYTVA_00792	YEAST06113
OG0005168	LYTVA_13195, LYTVA_03102	YEAST06272
OG0005169	LYTVA_07382	YEAST00459
OG0005175	LYTVA_29725	YEAST05445
OG0005176	LYTVA_10907	YEAST00218
OG0005178	LYTVA_03900	YEAST04497
OG0005179	LYTVA_10937	YEAST05659
OG0005183	LYTVA_03203	YEAST05308
OG0005187	LYTVA_06957	YEAST05234
OG0005188	LYTVA_13117	YEAST01554
OG0005191	LYTVA_16417	YEAST00993
OG0005192	LYTVA_11320, LYTVA_26786	YEAST05720
OG0005194	LYTVA_08214, LYTVA_00664	YEAST04086
OG0005196	LYTVA_18001	YEAST01388
OG0005198	LYTVA_14757	YEAST00327
OG0005200	LYTVA_06030	YEAST01016
OG0005201	LYTVA_29977	YEAST00082
OG0005203	LYTVA_24412	YEAST02207
OG0005204	LYTVA_25886	YEAST01178
OG0005205	LYTVA_15919, LYTVA_05306	YEAST01046
OG0005208	LYTVA_02654, LYTVA_23924	YEAST01429
OG0005212	LYTVA_00382	YEAST06147
OG0005220	LYTVA_29256, LYTVA_19384, LYTVA_24525	YEAST04357
OG0005221	LYTVA_19059	YEAST03209
OG0005222	LYTVA_07525	YEAST05518
OG0005224	LYTVA_03224	YEAST06324
OG0005225	LYTVA_16819, LYTVA_18486	YEAST05094
OG0005227	LYTVA_07721	YEAST05529
OG0005228	LYTVA_18639, LYTVA_12908	YEAST05916
OG0005229	LYTVA_09465	YEAST04766
OG0005231	LYTVA_25304	YEAST02681
OG0005233	LYTVA_12404	YEAST00564
OG0005237	LYTVA_08657, LYTVA_05258, LYTVA_08658	YEAST05398
OG0005238	LYTVA_06616	YEAST00351
OG0005239	LYTVA_26773	YEAST04499
OG0005240	LYTVA_15443	YEAST03058
OG0005244	LYTVA_14000	YEAST06021
OG0005247	LYTVA_00342	YEAST06314
OG0005249	LYTVA_14003	YEAST03446
OG0005251	LYTVA_09515	YEAST00934
OG0005254	LYTVA_04592	YEAST00814
OG0005259	LYTVA_21962	YEAST04276
OG0005261	LYTVA_23858, LYTVA_24509	YEAST01831
OG0005262	LYTVA_18059	YEAST05458
OG0005264	LYTVA_07871	YEAST03506
OG0005267	LYTVA_17789	YEAST03513
OG0005269	LYTVA_22373	YEAST03314
OG0005273	LYTVA_11483, LYTVA_18611, LYTVA_27459, LYTVA_29670	YEAST04916
OG0005275	LYTVA_05085	YEAST03695
OG0005277	LYTVA_11648, LYTVA_11655	YEAST04186
OG0005279	LYTVA_07318, LYTVA_17464	YEAST05219
OG0005280	LYTVA_22605	YEAST00305
OG0005281	LYTVA_22608	YEAST05694
OG0005285	LYTVA_00413, LYTVA_16537	YEAST03115
OG0005289	LYTVA_16946	YEAST03438
OG0005292	LYTVA_01033, LYTVA_09485	YEAST01718
OG0005293	LYTVA_15778	YEAST03033
OG0005294	LYTVA_03149	YEAST01981
OG0005298	LYTVA_06195	YEAST03696
OG0005299	LYTVA_09505	YEAST00788
OG0005300	LYTVA_15734	YEAST04941
OG0005304	LYTVA_24754, LYTVA_23395	YEAST05397
OG0005309	LYTVA_27907	YEAST03670
OG0005312	LYTVA_17559	YEAST05201, YEAST04689
OG0005314	LYTVA_19497	YEAST05231, YEAST01835
OG0005316	LYTVA_28938	YEAST02690
OG0005317	LYTVA_15712, LYTVA_04846, LYTVA_00157	YEAST03232
OG0005318	LYTVA_04038	YEAST02932
OG0005319	LYTVA_06762	YEAST00507
OG0005323	LYTVA_25277	YEAST01809
OG0005324	LYTVA_28372	YEAST02894
OG0005360	LYTVA_14304	YEAST05037
OG0005365	LYTVA_05201, LYTVA_27525	YEAST00555
OG0005366	LYTVA_27363	YEAST05488
OG0005370	LYTVA_13652, LYTVA_12163	YEAST06092
OG0005373	LYTVA_26529	YEAST05422
OG0005390	LYTVA_25943	YEAST03532
OG0005391	LYTVA_13901	YEAST02166
OG0005393	LYTVA_11222	YEAST04280
OG0005396	LYTVA_09809, LYTVA_25787	YEAST05100
OG0005399	LYTVA_29394	YEAST03052
OG0005402	LYTVA_05886, LYTVA_17568	YEAST00454, YEAST00455
OG0005403	LYTVA_23999	YEAST03894
OG0005406	LYTVA_22936	YEAST00801
OG0005409	LYTVA_25970	YEAST01305
OG0005412	LYTVA_13943	YEAST00286
OG0005417	LYTVA_06653	YEAST02517
OG0005422	LYTVA_13766	YEAST00744
OG0005430	LYTVA_23130, LYTVA_04574	YEAST02046
OG0005431	LYTVA_23117	YEAST00653
OG0005432	LYTVA_10903	YEAST00083
OG0005433	LYTVA_25281	YEAST00126
OG0005435	LYTVA_12898	YEAST02973
OG0005437	LYTVA_10033	YEAST04554
OG0005438	LYTVA_15406	YEAST03985
OG0005439	LYTVA_01768	YEAST00480, YEAST02388
OG0005446	LYTVA_26690	YEAST02856
OG0005448	LYTVA_12421, LYTVA_19835, LYTVA_30219	YEAST00061
OG0005451	LYTVA_10961, LYTVA_16307	YEAST02174
OG0005455	LYTVA_05016	YEAST01906
OG0005465	LYTVA_07849	YEAST02925
OG0005468	LYTVA_11556	YEAST03549
OG0005469	LYTVA_01972	YEAST03750
OG0005471	LYTVA_21654	YEAST02704
OG0005474	LYTVA_06418	YEAST05625
OG0005476	LYTVA_21960	YEAST00929
OG0005479	LYTVA_13568, LYTVA_05870	YEAST06140
OG0005481	LYTVA_11545	YEAST02988
OG0005482	LYTVA_18408, LYTVA_19946	YEAST06080
OG0005484	LYTVA_10340, LYTVA_20849	YEAST05993
OG0005488	LYTVA_14332	YEAST02834
OG0005489	LYTVA_15646	YEAST02006
OG0005490	LYTVA_10748	YEAST02289
OG0005493	LYTVA_05656	YEAST03669
OG0005495	LYTVA_04882	YEAST04982
OG0005498	LYTVA_30189, LYTVA_17259	YEAST02944
OG0005499	LYTVA_02987	YEAST00316
OG0005503	LYTVA_15235, LYTVA_11509	YEAST01883
OG0005504	LYTVA_27112, LYTVA_10026	YEAST02859
OG0005508	LYTVA_04730	YEAST05735
OG0005511	LYTVA_24722	YEAST04889
OG0005514	LYTVA_09050	YEAST00756
OG0005524	LYTVA_06419	YEAST04752
OG0005527	LYTVA_28795	YEAST05177
OG0005531	LYTVA_16825	YEAST02508
OG0005533	LYTVA_08029, LYTVA_20427	YEAST05670
OG0005537	LYTVA_25196	YEAST00932
OG0005539	LYTVA_02417	YEAST01881
OG0005540	LYTVA_04890	YEAST04214
OG0005545	LYTVA_03487	YEAST06273
OG0005554	LYTVA_20016	YEAST01003
OG0005556	LYTVA_26009	YEAST01807
OG0005559	LYTVA_29586	YEAST02680
OG0005561	LYTVA_11792, LYTVA_17363	YEAST05048
OG0005562	LYTVA_03975, LYTVA_15162	YEAST02317
OG0005563	LYTVA_10416	YEAST03552
OG0005564	LYTVA_13234	YEAST02525
OG0005566	LYTVA_28317	YEAST02934
OG0005569	LYTVA_22491	YEAST01288
OG0005570	LYTVA_01092	YEAST05155
OG0005572	LYTVA_21172	YEAST04844
OG0005574	LYTVA_07278	YEAST02083
OG0005575	LYTVA_15940	YEAST02256
OG0005580	LYTVA_01951	YEAST03612
OG0005582	LYTVA_09282	YEAST06134
OG0005584	LYTVA_25058, LYTVA_27961	YEAST03140, YEAST03524
OG0005589	LYTVA_30062	YEAST06142
OG0005590	LYTVA_15819, LYTVA_03871	YEAST05462
OG0005592	LYTVA_18676	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	LYTVA_23833	YEAST04980
OG0005595	LYTVA_16699	YEAST01803
OG0005597	LYTVA_27673	YEAST02753
OG0005598	LYTVA_24243, LYTVA_28420	YEAST01870
OG0005599	LYTVA_21820	YEAST01798
OG0005600	LYTVA_02910	YEAST00206
OG0005604	LYTVA_17227	YEAST03276
OG0005605	LYTVA_03868	YEAST01083
OG0005613	LYTVA_07852	YEAST02714
OG0005617	LYTVA_16568, LYTVA_28710	YEAST02068
OG0005618	LYTVA_19319, LYTVA_20585	YEAST04830
OG0005620	LYTVA_08517	YEAST04915
OG0005622	LYTVA_11126, LYTVA_29546	YEAST05142
OG0005626	LYTVA_00789	YEAST02896
OG0005632	LYTVA_16258	YEAST01025
OG0005636	LYTVA_10391	YEAST04250, YEAST02533
OG0005643	LYTVA_27836, LYTVA_26975	YEAST05368
OG0005645	LYTVA_08432, LYTVA_26710	YEAST03386
OG0005649	LYTVA_08041, LYTVA_16003	YEAST03683
OG0005652	LYTVA_21904	YEAST02748
OG0005656	LYTVA_08560, LYTVA_26753	YEAST05558
OG0005660	LYTVA_27368	YEAST04813
OG0005694	LYTVA_11621	YEAST02311
OG0005701	LYTVA_30025, LYTVA_10789, LYTVA_15178	YEAST03349
OG0005702	LYTVA_14131	YEAST02337
OG0005703	LYTVA_09645	YEAST00484
OG0005707	LYTVA_05626	YEAST01682
OG0005715	LYTVA_18376, LYTVA_09846	YEAST05111
OG0005719	LYTVA_24607	YEAST01866
OG0005724	LYTVA_25094, LYTVA_25099	YEAST03029
OG0005728	LYTVA_23545	YEAST03877
OG0005729	LYTVA_11991	YEAST04879
OG0005731	LYTVA_25832	YEAST04127
OG0005732	LYTVA_00395	YEAST05411, YEAST00067
OG0005734	LYTVA_20923, LYTVA_11108	YEAST03845
OG0005747	LYTVA_00501	YEAST02338
OG0005749	LYTVA_28764, LYTVA_28670	YEAST00550
OG0005750	LYTVA_26693	YEAST05318
OG0005758	LYTVA_12445	YEAST03970
OG0005764	LYTVA_19354	YEAST03256
OG0005769	LYTVA_09632	YEAST05614
OG0005774	LYTVA_05829	YEAST01218
OG0005775	LYTVA_01882	YEAST04199
OG0005779	LYTVA_09970	YEAST03322
OG0005783	LYTVA_06702, LYTVA_07994	YEAST04090
OG0005784	LYTVA_23789	YEAST06131
OG0005787	LYTVA_29596	YEAST03651
OG0005789	LYTVA_16262	YEAST06245
OG0005790	LYTVA_09414	YEAST01022
OG0005792	LYTVA_21525, LYTVA_24913	YEAST02379
OG0005796	LYTVA_29526	YEAST02169
OG0005799	LYTVA_20338, LYTVA_26495, LYTVA_20337	YEAST05573
OG0005805	LYTVA_12880, LYTVA_28912	YEAST01806
OG0005807	LYTVA_00635	YEAST01275
OG0005811	LYTVA_29272	YEAST01007
OG0005812	LYTVA_03605	YEAST06095, YEAST02696, YEAST03626
OG0005814	LYTVA_03829	YEAST01475
OG0005815	LYTVA_03059	YEAST03739
OG0005819	LYTVA_25458	YEAST04896
OG0005823	LYTVA_26580	YEAST01415
OG0005828	LYTVA_12356	YEAST00547
OG0005831	LYTVA_10805	YEAST05339
OG0005832	LYTVA_26803	YEAST00468
OG0005835	LYTVA_14917	YEAST01714
OG0005837	LYTVA_13503	YEAST02139
OG0005842	LYTVA_23316, LYTVA_06956	YEAST02254
OG0005843	LYTVA_25522	YEAST02236
OG0005845	LYTVA_08424	YEAST00903
OG0005848	LYTVA_11161	YEAST01451, YEAST02858
OG0005849	LYTVA_27507	YEAST01002
OG0005850	LYTVA_27504	YEAST01618
OG0005860	LYTVA_19471, LYTVA_04729	YEAST01211
OG0005864	LYTVA_22593, LYTVA_20239	YEAST04171
OG0005865	LYTVA_00504	YEAST02036
OG0005866	LYTVA_20927	YEAST02662, YEAST00926, YEAST05389
OG0005869	LYTVA_24545	YEAST04361
OG0005872	LYTVA_04969, LYTVA_13115	YEAST00119
OG0005874	LYTVA_14589	YEAST05241
OG0005880	LYTVA_29784	YEAST00456
OG0005887	LYTVA_11995	YEAST02429, YEAST01660
OG0005888	LYTVA_17874	YEAST01289, YEAST02921
OG0005889	LYTVA_23762	YEAST02568
OG0005893	LYTVA_26850	YEAST05434
OG0005897	LYTVA_04870	YEAST04730
OG0005898	LYTVA_28914	YEAST04411
OG0005899	LYTVA_09884	YEAST01832
OG0005901	LYTVA_02043, LYTVA_03382	YEAST04462
OG0005902	LYTVA_17361	YEAST03800
OG0005906	LYTVA_20439	YEAST01796
OG0005909	LYTVA_21799	YEAST01623
OG0005919	LYTVA_11082	YEAST06039
OG0005921	LYTVA_04979	YEAST01856
OG0005922	LYTVA_01669	YEAST03364
OG0005925	LYTVA_23459, LYTVA_06907	YEAST05583
OG0005928	LYTVA_12739	YEAST02001
OG0005932	LYTVA_08514	YEAST02495
OG0005940	LYTVA_29936	YEAST04035
OG0005943	LYTVA_22458	YEAST00579
OG0005944	LYTVA_09413	YEAST01316
OG0005946	LYTVA_01427	YEAST05608
OG0005949	LYTVA_10384, LYTVA_05162	YEAST06253
OG0005952	LYTVA_17037	YEAST03507
OG0005955	LYTVA_05398, LYTVA_05388	YEAST00616
OG0005960	LYTVA_11624	YEAST04608
OG0005961	LYTVA_08515	YEAST00672
OG0005966	LYTVA_13151	YEAST04113
OG0005968	LYTVA_28809, LYTVA_21469	YEAST05417
OG0005970	LYTVA_25945	YEAST05328
OG0005974	LYTVA_06635	YEAST06068
OG0005976	LYTVA_02397	YEAST02136
OG0005978	LYTVA_01508	YEAST01891
OG0005980	LYTVA_04977	YEAST06132
OG0005984	LYTVA_11061	YEAST04078, YEAST01479
OG0005985	LYTVA_27703	YEAST00726
OG0005987	LYTVA_11885	YEAST05748
OG0005989	LYTVA_09025	YEAST04850
OG0005991	LYTVA_03669	YEAST06034
OG0005993	LYTVA_25557	YEAST04496
OG0005995	LYTVA_00158, LYTVA_27679	YEAST01813
OG0005996	LYTVA_05056, LYTVA_28237, LYTVA_28138, LYTVA_13646	YEAST02670
OG0005998	LYTVA_09503	YEAST04034
OG0006001	LYTVA_08499	YEAST02335
OG0006005	LYTVA_19078	YEAST05024
OG0006011	LYTVA_02858	YEAST02553
OG0006059	LYTVA_29231, LYTVA_24599	YEAST03490
OG0006063	LYTVA_24714, LYTVA_04813	YEAST00475
OG0006064	LYTVA_21245	YEAST03138
OG0006065	LYTVA_02603, LYTVA_14093	YEAST06018
OG0006069	LYTVA_15424, LYTVA_22313	YEAST00670
OG0006071	LYTVA_06703	YEAST02732
OG0006072	LYTVA_08125	YEAST03317
OG0006074	LYTVA_06317	YEAST00045
OG0006079	LYTVA_19299	YEAST05794
OG0006084	LYTVA_03984, LYTVA_09057	YEAST02308
OG0006087	LYTVA_18008	YEAST02260
OG0006090	LYTVA_03604	YEAST03852
OG0006095	LYTVA_10853	YEAST03334
OG0006098	LYTVA_22365	YEAST06192
OG0006103	LYTVA_29588	YEAST01110
OG0006104	LYTVA_10546	YEAST03697
OG0006106	LYTVA_02926	YEAST00295
OG0006113	LYTVA_05051	YEAST06164
OG0006114	LYTVA_10473, LYTVA_25053	YEAST05960
OG0006115	LYTVA_27463	YEAST01346
OG0006116	LYTVA_27235, LYTVA_06464	YEAST05770
OG0006117	LYTVA_27244	YEAST05899
OG0006122	LYTVA_04659, LYTVA_10846, LYTVA_27299	YEAST05199
OG0006127	LYTVA_18329	YEAST04711
OG0006134	LYTVA_15355	YEAST00416
OG0006135	LYTVA_08555	YEAST00161
OG0006136	LYTVA_13009	YEAST05740
OG0006140	LYTVA_08265	YEAST05182
OG0006144	LYTVA_24031, LYTVA_24305	YEAST04770
OG0006145	LYTVA_21368	YEAST01394
OG0006152	LYTVA_06919	YEAST03796
OG0006155	LYTVA_00694, LYTVA_03469	YEAST04800
OG0006156	LYTVA_16773	YEAST00437
OG0006157	LYTVA_09464, LYTVA_00195, LYTVA_17549, LYTVA_25982	YEAST02465
OG0006159	LYTVA_03345	YEAST06098
OG0006160	LYTVA_03489	YEAST01548
OG0006161	LYTVA_27508	YEAST04301
OG0006168	LYTVA_04359	YEAST01411
OG0006169	LYTVA_04789	YEAST02933
OG0006176	LYTVA_16691, LYTVA_26008	YEAST03164
OG0006177	LYTVA_27891	YEAST01871, YEAST01295
OG0006180	LYTVA_23322	YEAST00504
OG0006185	LYTVA_06858	YEAST05986
OG0006186	LYTVA_29152	YEAST01010
OG0006188	LYTVA_16418	YEAST05311
OG0006189	LYTVA_29896	YEAST00844, YEAST06269
OG0006191	LYTVA_01224	YEAST02336
OG0006192	LYTVA_12518	YEAST06153
OG0006196	LYTVA_08398, LYTVA_07816, LYTVA_02015	YEAST03954
OG0006199	LYTVA_14501	YEAST06121
OG0006200	LYTVA_11343, LYTVA_11344	YEAST05079
OG0006202	LYTVA_22359	YEAST00362
OG0006204	LYTVA_08879, LYTVA_08880	YEAST02271
OG0006209	LYTVA_24210	YEAST04555
OG0006210	LYTVA_22429	YEAST00201
OG0006213	LYTVA_13202	YEAST03554
OG0006214	LYTVA_24527, LYTVA_03579	YEAST04089
OG0006216	LYTVA_18233	YEAST01089
OG0006217	LYTVA_00503	YEAST00809
OG0006224	LYTVA_01497	YEAST02751, YEAST03048
OG0006225	LYTVA_08304	YEAST04875
OG0006227	LYTVA_28417	YEAST00128
OG0006229	LYTVA_30192	YEAST00143
OG0006230	LYTVA_00537	YEAST03869
OG0006233	LYTVA_28768, LYTVA_06160	YEAST04247
OG0006237	LYTVA_21082	YEAST02126
OG0006240	LYTVA_24901	YEAST04649
OG0006245	LYTVA_19353	YEAST05732
OG0006247	LYTVA_07282	YEAST04977
OG0006249	LYTVA_20075	YEAST00821
OG0006250	LYTVA_10575	YEAST05424
OG0006251	LYTVA_22113	YEAST04963
OG0006255	LYTVA_18641	YEAST03350
OG0006259	LYTVA_12249	YEAST05672
OG0006260	LYTVA_24680	YEAST04100
OG0006263	LYTVA_05073, LYTVA_30238	YEAST02521
OG0006269	LYTVA_15934	YEAST03069
OG0006271	LYTVA_00237, LYTVA_22321, LYTVA_19165	YEAST00375
OG0006275	LYTVA_06690	YEAST06102
OG0006279	LYTVA_00639	YEAST04402
OG0006280	LYTVA_19738	YEAST04541
OG0006281	LYTVA_10059	YEAST04979
OG0006283	LYTVA_14837	YEAST00229
OG0006284	LYTVA_13767	YEAST04213
OG0006288	LYTVA_02481	YEAST02860
OG0006289	LYTVA_24452	YEAST06209
OG0006293	LYTVA_10380	YEAST05380
OG0006294	LYTVA_29965	YEAST04000
OG0006295	LYTVA_15601	YEAST05360
OG0006302	LYTVA_12764	YEAST01852
OG0006311	LYTVA_02260	YEAST01145
OG0006313	LYTVA_29847	YEAST02392
OG0006315	LYTVA_03118	YEAST00489
OG0006317	LYTVA_18482	YEAST02082
OG0006319	LYTVA_29168	YEAST01135
OG0006320	LYTVA_01264	YEAST04478
OG0006322	LYTVA_00779	YEAST00815
OG0006329	LYTVA_23431	YEAST01245
OG0006332	LYTVA_15890	YEAST06042
OG0006334	LYTVA_14718	YEAST00864
OG0006339	LYTVA_06468	YEAST06286
OG0006340	LYTVA_15371	YEAST00922, YEAST05387
OG0006341	LYTVA_19336	YEAST01452
OG0006347	LYTVA_07810, LYTVA_08976	YEAST03436
OG0006350	LYTVA_23710	YEAST00452
OG0006357	LYTVA_14657, LYTVA_13374, LYTVA_16608	YEAST02650
OG0006360	LYTVA_03777	YEAST01556
OG0006362	LYTVA_26128	YEAST05722
OG0006370	LYTVA_04206	YEAST02350
OG0006372	LYTVA_21306	YEAST05423
OG0006375	LYTVA_06882	YEAST05198
OG0006377	LYTVA_15590	YEAST04974
OG0006378	LYTVA_22931, LYTVA_06148	YEAST01924
OG0006381	LYTVA_17000	YEAST01058
OG0006382	LYTVA_18772	YEAST03313
OG0006385	LYTVA_20203	YEAST04806
OG0006387	LYTVA_05267	YEAST05324
OG0006392	LYTVA_17324	YEAST01246
OG0006395	LYTVA_00686	YEAST03605
OG0006396	LYTVA_07105	YEAST02453
OG0006398	LYTVA_04064, LYTVA_28542	YEAST04420, YEAST03553
OG0006407	LYTVA_27289	YEAST02250
OG0006447	LYTVA_19506	YEAST03459
OG0006448	LYTVA_05233, LYTVA_18934	YEAST00505, YEAST04285
OG0006449	LYTVA_14385	YEAST02458
OG0006456	LYTVA_06983	YEAST06224
OG0006459	LYTVA_17229	YEAST00972, YEAST00245
OG0006461	LYTVA_16875	YEAST05346
OG0006462	LYTVA_25038	YEAST01838
OG0006464	LYTVA_09677	YEAST05965
OG0006465	LYTVA_24854	YEAST01875
OG0006470	LYTVA_03499, LYTVA_17710	YEAST01306
OG0006474	LYTVA_05368	YEAST03988
OG0006475	LYTVA_25848	YEAST06223, YEAST00349
OG0006476	LYTVA_26882, LYTVA_25653	YEAST00315
OG0006479	LYTVA_26821	YEAST05669
OG0006488	LYTVA_20193	YEAST02614
OG0006498	LYTVA_28147	YEAST02291
OG0006503	LYTVA_26898, LYTVA_05750	YEAST06053
OG0006504	LYTVA_09504	YEAST02866
OG0006509	LYTVA_15412	YEAST02252
OG0006512	LYTVA_30128	YEAST04169
OG0006514	LYTVA_01073	YEAST05820
OG0006516	LYTVA_11733	YEAST02248
OG0006520	LYTVA_21292	YEAST05914
OG0006523	LYTVA_08627	YEAST04170
OG0006528	LYTVA_09484	YEAST02276
OG0006532	LYTVA_17206, LYTVA_14261	YEAST05019
OG0006533	LYTVA_27011, LYTVA_15714	YEAST00790
OG0006536	LYTVA_00601	YEAST05130
OG0006538	LYTVA_09279, LYTVA_09562	YEAST02168
OG0006543	LYTVA_04135	YEAST03219
OG0006544	LYTVA_14693	YEAST06160
OG0006550	LYTVA_13032	YEAST05541
OG0006552	LYTVA_26407, LYTVA_24481	YEAST02016
OG0006553	LYTVA_29930	YEAST05825
OG0006554	LYTVA_12888	YEAST04136
OG0006561	LYTVA_24027	YEAST00874
OG0006564	LYTVA_17098	YEAST05934
OG0006568	LYTVA_06190	YEAST03560
OG0006569	LYTVA_03300	YEAST02940
OG0006571	LYTVA_08745, LYTVA_10211	YEAST00795
OG0006574	LYTVA_00840	YEAST06163
OG0006578	LYTVA_22950	YEAST00813
OG0006580	LYTVA_10761	YEAST04957
OG0006582	LYTVA_13105	YEAST04615
OG0006584	LYTVA_16648, LYTVA_29363, LYTVA_01051	YEAST01846
OG0006589	LYTVA_06627	YEAST04474
OG0006595	LYTVA_09564	YEAST05577
OG0006596	LYTVA_20385	YEAST03312
OG0006598	LYTVA_06758	YEAST02580
