Orthogroup	LYTVA_ok	MOUSE
OG0007391	LYTVA_27612	MOUSE50178, MOUSE50176, MOUSE50177
OG0007392	LYTVA_00208	MOUSE32236, MOUSE32238, MOUSE32237
OG0007393	LYTVA_16834	MOUSE07668
OG0007394	LYTVA_29547	MOUSE42619
OG0007395	LYTVA_10851	MOUSE06300, MOUSE06302, MOUSE06301
OG0007396	LYTVA_21805	MOUSE48951
OG0007397	LYTVA_06439	MOUSE33684
OG0007399	LYTVA_24113	MOUSE43864
OG0007400	LYTVA_13880	MOUSE15646
OG0007401	LYTVA_25998	MOUSE51222
OG0007401	LYTVA_24442	MOUSE13110, MOUSE54883
OG0007402	LYTVA_04009	MOUSE17044, MOUSE17045
OG0007403	LYTVA_10578	MOUSE40243, MOUSE40242, MOUSE40241, MOUSE40240
OG0007405	LYTVA_23328	MOUSE14442
OG0007406	LYTVA_23327	MOUSE15290, MOUSE15291, MOUSE15289, MOUSE15292, MOUSE15288
OG0007407	LYTVA_24874	MOUSE21054
OG0007408	LYTVA_17573	MOUSE13504
OG0007409	LYTVA_06962	MOUSE00404, MOUSE00402
OG0007410	LYTVA_19785	MOUSE12955, MOUSE14285, MOUSE14286
OG0007412	LYTVA_13953	MOUSE23326, MOUSE23325
OG0007413	LYTVA_12200	MOUSE53007
OG0007414	LYTVA_02207	MOUSE33295, MOUSE33294, MOUSE33296
OG0007415	LYTVA_24128, LYTVA_22964	MOUSE05666
OG0007416	LYTVA_05946	MOUSE36386
OG0007417	LYTVA_01637	MOUSE37895, MOUSE37894
OG0007418	LYTVA_20251	MOUSE04928
OG0007421	LYTVA_21519	MOUSE02352
OG0007423	LYTVA_22179	MOUSE15054
OG0007424	LYTVA_28915	MOUSE17046
OG0007425	LYTVA_25706	MOUSE18550, MOUSE18548
OG0007426	LYTVA_28110	MOUSE44587
OG0007428	LYTVA_18257	MOUSE53225, MOUSE53224, MOUSE53223, MOUSE53209
OG0007429	LYTVA_16880, LYTVA_16876	MOUSE02008
OG0007430	LYTVA_01743	MOUSE16094, MOUSE16096, MOUSE16095, MOUSE16097
OG0007432	LYTVA_30029	MOUSE51045
OG0007433	LYTVA_26445	MOUSE44443, MOUSE44444
OG0007435	LYTVA_04168, LYTVA_12359	MOUSE18373
OG0007436	LYTVA_21950	MOUSE01139, MOUSE01137, MOUSE01136, MOUSE01138
OG0007437	LYTVA_12547	MOUSE40494, MOUSE40495
OG0007438	LYTVA_08752	MOUSE25113, MOUSE25112
OG0007439	LYTVA_15776	MOUSE18803
OG0007440	LYTVA_03341	MOUSE23442
OG0007441	LYTVA_02745	MOUSE18962
OG0007443	LYTVA_22108	MOUSE37709, MOUSE37707, MOUSE37708
OG0007445	LYTVA_25194	MOUSE15761, MOUSE15762, MOUSE15760
OG0007446	LYTVA_20327	MOUSE37963, MOUSE37961
OG0007447	LYTVA_26906	MOUSE48737, MOUSE48736
OG0007448	LYTVA_05884	MOUSE01474, MOUSE01473
OG0007449	LYTVA_05951	MOUSE28249
OG0007450	LYTVA_00850	MOUSE07464
OG0007451	LYTVA_21924, LYTVA_18802	MOUSE12346
OG0007452	LYTVA_06058	MOUSE36786
OG0007454	LYTVA_28426	MOUSE22524
OG0007455	LYTVA_13341	MOUSE55231, MOUSE55229, MOUSE55228
OG0007456	LYTVA_23476	MOUSE37583
OG0007457	LYTVA_13606	MOUSE51393
OG0007458	LYTVA_22841	MOUSE32631, MOUSE32630
OG0007459	LYTVA_09289	MOUSE35765, MOUSE35764, MOUSE35766
OG0007460	LYTVA_08625	MOUSE18660
OG0007461	LYTVA_18774	MOUSE08148, MOUSE08149
OG0007462	LYTVA_09490, LYTVA_13057	MOUSE01188, MOUSE01187
OG0007464	LYTVA_10781	MOUSE39781
OG0007465	LYTVA_26141	MOUSE04958, MOUSE04957, MOUSE04956
OG0007466	LYTVA_10130	MOUSE27626, MOUSE27627, MOUSE27628
OG0007467	LYTVA_02679	MOUSE32975, MOUSE32976, MOUSE32974
OG0007468	LYTVA_03501	MOUSE35897, MOUSE35894, MOUSE35895, MOUSE35898, MOUSE35896
OG0007471	LYTVA_12320	MOUSE11862, MOUSE11861, MOUSE11859
OG0007472	LYTVA_00584	MOUSE19520, MOUSE19519, MOUSE19518
OG0007474	LYTVA_15161, LYTVA_03974	MOUSE50949, MOUSE50951, MOUSE50948, MOUSE50950, MOUSE50953, MOUSE50954, MOUSE50952
OG0007475	LYTVA_27620	MOUSE15012
OG0007476	LYTVA_27412	MOUSE18470
OG0007477	LYTVA_29029	MOUSE05610
OG0007478	LYTVA_19699	MOUSE37279, MOUSE37280, MOUSE37278
OG0007479	LYTVA_01291	MOUSE38571, MOUSE38570, MOUSE38569, MOUSE38573, MOUSE38572
OG0007480	LYTVA_24798	MOUSE46625, MOUSE46626
OG0007481	LYTVA_08388	MOUSE04304
OG0007482	LYTVA_29492	MOUSE29719, MOUSE30818
OG0007483	LYTVA_15083	MOUSE16635, MOUSE16636
OG0007484	LYTVA_07505	MOUSE43277
OG0007486	LYTVA_20001	MOUSE00806
OG0007487	LYTVA_02756	MOUSE33817, MOUSE33818, MOUSE33819
OG0007489	LYTVA_00864	MOUSE07091
OG0007490	LYTVA_13021	MOUSE28197, MOUSE28196
OG0007493	LYTVA_16474	MOUSE35818, MOUSE35819
OG0007494	LYTVA_11090	MOUSE43929, MOUSE43928, MOUSE43931, MOUSE43927
OG0007497	LYTVA_14734	MOUSE24117, MOUSE24116
OG0007499	LYTVA_14874	MOUSE20297, MOUSE20299, MOUSE20298
OG0007500	LYTVA_18267	MOUSE15489
OG0007501	LYTVA_22863	MOUSE02118
OG0007503	LYTVA_07667	MOUSE00760
OG0007504	LYTVA_16801	MOUSE38710
OG0007507	LYTVA_12074	MOUSE24531
OG0007509	LYTVA_00585, LYTVA_20658	MOUSE04914
OG0007510	LYTVA_15578	MOUSE34054, MOUSE34055, MOUSE34053
OG0007513	LYTVA_01675	MOUSE25012, MOUSE25011
OG0007514	LYTVA_01131	MOUSE10549, MOUSE10548, MOUSE10547, MOUSE33590
OG0007517	LYTVA_01445, LYTVA_25101	MOUSE44406
OG0007518	LYTVA_05377	MOUSE02001, MOUSE01999, MOUSE02000
OG0007521	LYTVA_23142	MOUSE21105
OG0007522	LYTVA_24173, LYTVA_04050	MOUSE08043, MOUSE08042
OG0007525	LYTVA_17746, LYTVA_17745	MOUSE31316, MOUSE31314
OG0007527	LYTVA_20160	MOUSE19940
OG0007528	LYTVA_17660, LYTVA_13424	MOUSE31925, MOUSE31924, MOUSE31923
OG0007529	LYTVA_24821	MOUSE06522, MOUSE06523, MOUSE06521, MOUSE06520
OG0007533	LYTVA_15407	MOUSE27910, MOUSE27914, MOUSE27911, MOUSE27913
OG0007583	LYTVA_02898	MOUSE21092, MOUSE21091
OG0007584	LYTVA_07507	MOUSE17090
OG0007586	LYTVA_23540	MOUSE09618
OG0007587	LYTVA_06191	MOUSE13407, MOUSE13406, MOUSE13408
OG0007588	LYTVA_19122	MOUSE41580, MOUSE41579, MOUSE41577, MOUSE41575, MOUSE41578
OG0007589	LYTVA_15571	MOUSE48279, MOUSE48278, MOUSE48277
OG0007591	LYTVA_15821	MOUSE05188, MOUSE05187
OG0007595	LYTVA_04822, LYTVA_27964	MOUSE35412, MOUSE35411
OG0007597	LYTVA_04975	MOUSE37260
OG0007598	LYTVA_14137	MOUSE30066, MOUSE30065
OG0007600	LYTVA_02329, LYTVA_28486, LYTVA_22411	MOUSE29854
OG0007601	LYTVA_20410	MOUSE05139
OG0007602	LYTVA_19111	MOUSE33601
OG0007603	LYTVA_01215	MOUSE49112, MOUSE49111
OG0007604	LYTVA_27072, LYTVA_11917	MOUSE49654, MOUSE49653, MOUSE49655
OG0007605	LYTVA_23223	MOUSE17359
OG0007607	LYTVA_28351	MOUSE35013, MOUSE35014
OG0007608	LYTVA_19572	MOUSE08984
OG0007609	LYTVA_28776	MOUSE37742, MOUSE37741, MOUSE37743
OG0007610	LYTVA_01262	MOUSE52650
OG0007611	LYTVA_10154	MOUSE07480
OG0007612	LYTVA_02241	MOUSE42082, MOUSE42083, MOUSE42081, MOUSE42080
OG0007613	LYTVA_11371	MOUSE48648
OG0007615	LYTVA_01668	MOUSE21778, MOUSE21777, MOUSE21776
OG0007616	LYTVA_04326	MOUSE35669, MOUSE35667, MOUSE35670, MOUSE35668
OG0007617	LYTVA_06763	MOUSE33012, MOUSE33011
OG0007619	LYTVA_16958	MOUSE29534
OG0007621	LYTVA_28737	MOUSE33365, MOUSE41694, MOUSE41696
OG0007623	LYTVA_25391	MOUSE18456, MOUSE24520, MOUSE24521
OG0007624	LYTVA_26685	MOUSE33915
OG0007626	LYTVA_26960	MOUSE54649
OG0007628	LYTVA_20735	MOUSE36423, MOUSE36425, MOUSE36424
OG0007630	LYTVA_21472	MOUSE45043, MOUSE45042
OG0007631	LYTVA_08707, LYTVA_01412	MOUSE32167, MOUSE21995
OG0007632	LYTVA_27271, LYTVA_07026, LYTVA_09524	MOUSE18734, MOUSE18733
OG0007633	LYTVA_11264	MOUSE19082
OG0007635	LYTVA_00547	MOUSE40010
OG0007637	LYTVA_23253	MOUSE07297
OG0007638	LYTVA_28819, LYTVA_12541	MOUSE00511, MOUSE00512, MOUSE00515, MOUSE00514, MOUSE00513
OG0007639	LYTVA_29195	MOUSE11559, MOUSE11561, MOUSE11560
OG0007640	LYTVA_16975, LYTVA_04217	MOUSE48580
OG0007642	LYTVA_19507	MOUSE25042
OG0007643	LYTVA_13772, LYTVA_29417	MOUSE02891
OG0007645	LYTVA_22625	MOUSE46004, MOUSE46005, MOUSE46003
OG0007647	LYTVA_17226, LYTVA_08417	MOUSE25065, MOUSE25067, MOUSE25066
OG0007648	LYTVA_16410	MOUSE54552, MOUSE54551
OG0007649	LYTVA_29126	MOUSE31287, MOUSE31289, MOUSE31288
OG0007650	LYTVA_24221, LYTVA_22368	MOUSE42230
OG0007652	LYTVA_12087	MOUSE25344, MOUSE25343
OG0007653	LYTVA_26389	MOUSE02998, MOUSE03000, MOUSE02999, MOUSE02994, MOUSE02997
OG0007656	LYTVA_03488	MOUSE24937, MOUSE24938
OG0007658	LYTVA_00620	MOUSE54600, MOUSE54601, MOUSE54602
OG0007660	LYTVA_02046	MOUSE24172
OG0007662	LYTVA_26859	MOUSE45245, MOUSE45249, MOUSE45248, MOUSE45247, MOUSE45250, MOUSE45243
OG0007663	LYTVA_06307	MOUSE17385, MOUSE17387
OG0007665	LYTVA_17087	MOUSE47944, MOUSE47942
OG0007667	LYTVA_11978	MOUSE43126
OG0007668	LYTVA_01048	MOUSE37881, MOUSE37882, MOUSE37883
OG0007669	LYTVA_18754	MOUSE06899, MOUSE06900, MOUSE06902, MOUSE06903, MOUSE06901, MOUSE06898, MOUSE06897
OG0007670	LYTVA_03178	MOUSE21722, MOUSE21721, MOUSE21718
OG0007671	LYTVA_00969	MOUSE22168
OG0007673	LYTVA_06130	MOUSE34212
OG0007674	LYTVA_19731, LYTVA_05255	MOUSE07068, MOUSE07067, MOUSE07066, MOUSE07065, MOUSE07064
OG0007675	LYTVA_10928	MOUSE38670, MOUSE38669, MOUSE38668
OG0007676	LYTVA_12495	MOUSE17543
OG0007677	LYTVA_26927	MOUSE25756
OG0007679	LYTVA_08970	MOUSE48155, MOUSE48156, MOUSE48157
OG0007685	LYTVA_02760	MOUSE28172
OG0007686	LYTVA_12208	MOUSE49809
OG0007687	LYTVA_15396	MOUSE14275
OG0007689	LYTVA_19628	MOUSE37421, MOUSE37422
OG0007690	LYTVA_28416	MOUSE47971
OG0007691	LYTVA_22077	MOUSE31993
OG0007692	LYTVA_24951	MOUSE24203, MOUSE24204, MOUSE24205
OG0007694	LYTVA_26876	MOUSE53345
OG0007695	LYTVA_05499, LYTVA_10609	MOUSE13549
OG0007696	LYTVA_24378	MOUSE41202
OG0007697	LYTVA_10922	MOUSE15272, MOUSE15274, MOUSE15275, MOUSE15277, MOUSE15276, MOUSE15278
OG0007700	LYTVA_07316	MOUSE37819, MOUSE37820, MOUSE37818
OG0007701	LYTVA_21781	MOUSE37470, MOUSE37471
OG0007702	LYTVA_05328	MOUSE40804, MOUSE14358
OG0007703	LYTVA_27223, LYTVA_22526	MOUSE40016
OG0007704	LYTVA_08360	MOUSE52340, MOUSE52342, MOUSE52341
OG0007708	LYTVA_29207	MOUSE14839
OG0007709	LYTVA_10006	MOUSE03563, MOUSE03562, MOUSE30713, MOUSE30714
OG0007712	LYTVA_10828	MOUSE20927
OG0007713	LYTVA_11468	MOUSE02555, MOUSE02554
OG0007716	LYTVA_19321	MOUSE17100
OG0007717	LYTVA_16631	MOUSE11014
OG0007719	LYTVA_26116	MOUSE08710, MOUSE08711
OG0007721	LYTVA_28411	MOUSE21296
OG0007722	LYTVA_18125	MOUSE11015
OG0007723	LYTVA_01240	MOUSE35202, MOUSE35204, MOUSE35201, MOUSE35203, MOUSE35200
OG0007724	LYTVA_24222	MOUSE47265
OG0007725	LYTVA_15370	MOUSE26078
OG0007726	LYTVA_06027	MOUSE27018, MOUSE27019
OG0007728	LYTVA_04426	MOUSE21553, MOUSE21555, MOUSE21551, MOUSE21552, MOUSE21554
OG0007730	LYTVA_17502	MOUSE32116
OG0007732	LYTVA_00596	MOUSE03240, MOUSE03241
OG0007733	LYTVA_17250	MOUSE31230
OG0007734	LYTVA_12740	MOUSE33508
OG0007735	LYTVA_08877	MOUSE04596, MOUSE04597
OG0007738	LYTVA_26772	MOUSE16169
OG0007739	LYTVA_25107	MOUSE31233
OG0007740	LYTVA_13616, LYTVA_03535	MOUSE51246, MOUSE51244, MOUSE51247, MOUSE51245
OG0007741	LYTVA_05974	MOUSE24748, MOUSE24746, MOUSE24749
OG0007743	LYTVA_21362	MOUSE14652
OG0007744	LYTVA_19072	MOUSE06890
OG0007745	LYTVA_03413	MOUSE49755, MOUSE49754
OG0007746	LYTVA_12054	MOUSE18118, MOUSE18120
OG0007747	LYTVA_08028, LYTVA_13506	MOUSE33137
OG0007748	LYTVA_16035	MOUSE49897
OG0007749	LYTVA_25973	MOUSE06879
OG0007751	LYTVA_20108	MOUSE40456
OG0007752	LYTVA_05758	MOUSE50141, MOUSE50140
OG0007753	LYTVA_16387, LYTVA_30075, LYTVA_24327, LYTVA_28419	MOUSE10648, MOUSE10649, MOUSE10647
OG0007754	LYTVA_02556, LYTVA_22115	MOUSE52415, MOUSE52414
OG0007755	LYTVA_27977	MOUSE23462, MOUSE23461
OG0007756	LYTVA_26790, LYTVA_01408	MOUSE28177, MOUSE18836
OG0007757	LYTVA_29634	MOUSE33193, MOUSE33192
OG0007758	LYTVA_02245	MOUSE55138, MOUSE55139
OG0007759	LYTVA_29844, LYTVA_13752	MOUSE37138
OG0007760	LYTVA_22853	MOUSE28922, MOUSE28920, MOUSE28921
OG0007762	LYTVA_02092	MOUSE29761, MOUSE29760
OG0007763	LYTVA_23256	MOUSE31784
OG0007765	LYTVA_09453	MOUSE08776, MOUSE08777
OG0007766	LYTVA_16803	MOUSE15102
OG0007767	LYTVA_18171	MOUSE19111
OG0007768	LYTVA_26406	MOUSE04269, MOUSE04270
OG0007769	LYTVA_15736	MOUSE17026
OG0007770	LYTVA_17778	MOUSE37576
OG0007771	LYTVA_23243	MOUSE01973
OG0007772	LYTVA_28492	MOUSE15924
OG0007773	LYTVA_28425	MOUSE15622
OG0007774	LYTVA_07983	MOUSE26449
OG0007775	LYTVA_27798	MOUSE04973, MOUSE04975, MOUSE04974
OG0007776	LYTVA_09426	MOUSE19849
OG0007779	LYTVA_04248	MOUSE22501, MOUSE22500, MOUSE22502
OG0007780	LYTVA_19102	MOUSE11728, MOUSE11725
OG0007781	LYTVA_26330, LYTVA_26857	MOUSE24936
OG0007782	LYTVA_11501	MOUSE46554
OG0007783	LYTVA_18320	MOUSE15132
OG0007784	LYTVA_09607	MOUSE05739, MOUSE05738
OG0007786	LYTVA_30038	MOUSE28028
OG0007788	LYTVA_09000	MOUSE46490, MOUSE46489
OG0007789	LYTVA_08173	MOUSE46412, MOUSE46411
OG0007791	LYTVA_08192, LYTVA_16268, LYTVA_13914	MOUSE35041, MOUSE35040
OG0007793	LYTVA_13499	MOUSE31973, MOUSE31976, MOUSE31974, MOUSE31975
OG0007793	LYTVA_18097	MOUSE52036
OG0007794	LYTVA_26977	MOUSE37966
OG0007796	LYTVA_11355	MOUSE30281, MOUSE30280, MOUSE30279
OG0007798	LYTVA_16861, LYTVA_18242	MOUSE48319, MOUSE48315, MOUSE48316, MOUSE48317, MOUSE48318
OG0007799	LYTVA_21389	MOUSE02877, MOUSE02876, MOUSE02875, MOUSE02874
OG0007800	LYTVA_15028	MOUSE45061, MOUSE45062, MOUSE45060
OG0007801	LYTVA_25330	MOUSE03771
OG0007802	LYTVA_18290	MOUSE42192
OG0007803	LYTVA_01593	MOUSE03002, MOUSE03005
OG0007804	LYTVA_03179	MOUSE47672, MOUSE47673
OG0007805	LYTVA_16960, LYTVA_00808, LYTVA_17169, LYTVA_16961	MOUSE51053, MOUSE51054
OG0007808	LYTVA_16872	MOUSE52609
OG0007809	LYTVA_16781	MOUSE31100, MOUSE31102, MOUSE31101
OG0007810	LYTVA_14635	MOUSE52594
OG0007812	LYTVA_27813	MOUSE13322
OG0007813	LYTVA_09962	MOUSE24718
OG0007814	LYTVA_15113, LYTVA_01159	MOUSE11542, MOUSE11543
OG0007815	LYTVA_06622	MOUSE28480, MOUSE28482, MOUSE28481
OG0007816	LYTVA_20731	MOUSE35062
OG0007817	LYTVA_09211	MOUSE27421
OG0007820	LYTVA_07692	MOUSE04393, MOUSE04392
OG0007823	LYTVA_16470	MOUSE20989
OG0007825	LYTVA_10012	MOUSE01564
OG0007826	LYTVA_16290	MOUSE37786, MOUSE37790, MOUSE37789
OG0007827	LYTVA_28200	MOUSE18781
OG0007828	LYTVA_14710	MOUSE19087, MOUSE19091, MOUSE19088, MOUSE19089, MOUSE19090
OG0007829	LYTVA_07496, LYTVA_18844	MOUSE49570
OG0007830	LYTVA_21502	MOUSE33419
OG0007831	LYTVA_18643	MOUSE47902
OG0007833	LYTVA_14327	MOUSE37304
OG0007834	LYTVA_12110	MOUSE17193, MOUSE17192, MOUSE17194
OG0007835	LYTVA_08884	MOUSE13198
OG0007836	LYTVA_26464	MOUSE55028, MOUSE55027
OG0007837	LYTVA_26889	MOUSE55360, MOUSE55363, MOUSE55362, MOUSE55361
OG0007838	LYTVA_02755	MOUSE37302, MOUSE37303
OG0007840	LYTVA_25217	MOUSE31992
OG0007841	LYTVA_02552	MOUSE00984, MOUSE00983, MOUSE00982
OG0007842	LYTVA_18377	MOUSE03717, MOUSE03716, MOUSE03715, MOUSE03713, MOUSE03714, MOUSE03712, MOUSE03711
OG0007843	LYTVA_10686	MOUSE48259, MOUSE03608
OG0007847	LYTVA_11506	MOUSE09763
OG0007848	LYTVA_21280	MOUSE16356
OG0007849	LYTVA_16742	MOUSE07693, MOUSE07692
OG0007850	LYTVA_11256	MOUSE16398, MOUSE16397, MOUSE16399, MOUSE16400, MOUSE16396
OG0007851	LYTVA_16986	MOUSE23831, MOUSE23830, MOUSE47483, MOUSE47481, MOUSE47482
OG0007857	LYTVA_04563	MOUSE29751, MOUSE29752, MOUSE29750, MOUSE03375, MOUSE03377
OG0007859	LYTVA_21734, LYTVA_08980	MOUSE26347, MOUSE26348, MOUSE26349, MOUSE26350, MOUSE26346
OG0007860	LYTVA_04925	MOUSE31201
OG0007862	LYTVA_01856	MOUSE03709, MOUSE03708, MOUSE05778
OG0007866	LYTVA_29112	MOUSE06412, MOUSE06413
OG0007870	LYTVA_26333	MOUSE32889, MOUSE32890, MOUSE01678, MOUSE01677, MOUSE01680, MOUSE01683, MOUSE51613
OG0007908	LYTVA_00123, LYTVA_00128	MOUSE32018
OG0007911	LYTVA_20096	MOUSE42137
OG0007913	LYTVA_02876	MOUSE51666, MOUSE51665
OG0007915	LYTVA_11903	MOUSE35626, MOUSE35629, MOUSE35627, MOUSE35628
OG0007922	LYTVA_30133	MOUSE43402, MOUSE43374, MOUSE43404, MOUSE43405, MOUSE43373, MOUSE43403, MOUSE43376, MOUSE43377, MOUSE43375
OG0007924	LYTVA_03082	MOUSE35763, MOUSE35762, MOUSE35761
OG0007925	LYTVA_19385	MOUSE27869, MOUSE27870
OG0007926	LYTVA_27557	MOUSE27541, MOUSE27542, MOUSE27543
OG0007927	LYTVA_12602	MOUSE35407, MOUSE35408
OG0007929	LYTVA_13569, LYTVA_05871	MOUSE19865
OG0007930	LYTVA_24546	MOUSE28936
OG0007931	LYTVA_25938	MOUSE50034, MOUSE30067
OG0007932	LYTVA_19215	MOUSE09308
OG0007934	LYTVA_02611	MOUSE15701
OG0007935	LYTVA_06445	MOUSE00590
OG0007937	LYTVA_24311	MOUSE24537
OG0007938	LYTVA_22645, LYTVA_12290	MOUSE02315, MOUSE02316, MOUSE02317, MOUSE02314
OG0007942	LYTVA_02894	MOUSE50455
OG0007943	LYTVA_23768	MOUSE51293
OG0007944	LYTVA_18958	MOUSE54456, MOUSE53645, MOUSE54453
OG0007945	LYTVA_06637, LYTVA_23001	MOUSE04562
OG0007946	LYTVA_22492	MOUSE31106, MOUSE31105
OG0007947	LYTVA_18731	MOUSE06423
OG0007948	LYTVA_12792	MOUSE04295, MOUSE04293, MOUSE04294
OG0007951	LYTVA_13182	MOUSE28728
OG0007953	LYTVA_29452	MOUSE00696, MOUSE55395, MOUSE55394
OG0007954	LYTVA_00640	MOUSE18113
OG0007958	LYTVA_21325	MOUSE29272
OG0007959	LYTVA_00997	MOUSE33616, MOUSE33614, MOUSE33615
OG0007962	LYTVA_17754	MOUSE19256
OG0007963	LYTVA_14762	MOUSE35094
OG0007964	LYTVA_00218	MOUSE02840, MOUSE02841
OG0007965	LYTVA_25490	MOUSE46016, MOUSE46015, MOUSE46014
OG0007966	LYTVA_05372	MOUSE19459
OG0007967	LYTVA_01214	MOUSE50310
OG0007968	LYTVA_29252	MOUSE00817, MOUSE00816
OG0007970	LYTVA_27392	MOUSE04005, MOUSE04004
OG0007972	LYTVA_29552	MOUSE12463
OG0007974	LYTVA_10596	MOUSE52376, MOUSE52375
OG0007975	LYTVA_06387	MOUSE35061
OG0007976	LYTVA_13154	MOUSE46061
OG0007977	LYTVA_01651	MOUSE46146, MOUSE46145
OG0007980	LYTVA_24730	MOUSE18152
OG0007981	LYTVA_26180	MOUSE08100, MOUSE08102
OG0007984	LYTVA_27635	MOUSE04214, MOUSE04213
OG0007985	LYTVA_13055	MOUSE29638, MOUSE29637
OG0007986	LYTVA_07433, LYTVA_01799	MOUSE19534
OG0007988	LYTVA_17501	MOUSE12273, MOUSE12272, MOUSE12274
OG0007990	LYTVA_09232	MOUSE13625
OG0007991	LYTVA_08633	MOUSE27470, MOUSE27471
OG0007993	LYTVA_13051, LYTVA_05314	MOUSE24793
OG0007994	LYTVA_24669, LYTVA_29511	MOUSE18237
OG0007995	LYTVA_26873	MOUSE22157
OG0007997	LYTVA_15603	MOUSE16634
OG0007998	LYTVA_09482, LYTVA_23806	MOUSE35513
OG0007999	LYTVA_30190	MOUSE05858
OG0008000	LYTVA_03181	MOUSE35615
OG0008001	LYTVA_09406	MOUSE40259
OG0008003	LYTVA_10054	MOUSE04039, MOUSE04040, MOUSE03055
OG0008004	LYTVA_12313	MOUSE11865
OG0008005	LYTVA_13469, LYTVA_14451	MOUSE41524
OG0008006	LYTVA_04573	MOUSE54878, MOUSE54877
OG0008008	LYTVA_16089	MOUSE38553
OG0008009	LYTVA_05837	MOUSE30632, MOUSE30631
OG0008011	LYTVA_19057, LYTVA_12800	MOUSE52842
OG0008012	LYTVA_07992	MOUSE05679, MOUSE05680
OG0008013	LYTVA_01762	MOUSE25100
OG0008014	LYTVA_03277, LYTVA_17757	MOUSE04965
OG0008017	LYTVA_28909	MOUSE53612, MOUSE53611
OG0008018	LYTVA_23548	MOUSE21112
OG0008019	LYTVA_08288	MOUSE38391, MOUSE38392, MOUSE38393
OG0008020	LYTVA_13930	MOUSE16705, MOUSE16706
OG0008022	LYTVA_01020	MOUSE07125, MOUSE07123, MOUSE07124
OG0008023	LYTVA_29061	MOUSE34579
OG0008025	LYTVA_16086	MOUSE38601, MOUSE38602
OG0008026	LYTVA_25126, LYTVA_18108, LYTVA_25125	MOUSE01841
OG0008027	LYTVA_08495	MOUSE27459
OG0008029	LYTVA_27485	MOUSE38049, MOUSE38051, MOUSE38050, MOUSE38048
OG0008030	LYTVA_03976	MOUSE02676
OG0008036	LYTVA_26226	MOUSE38494, MOUSE38495
OG0008037	LYTVA_21636, LYTVA_11363	MOUSE51727, MOUSE51728, MOUSE51726
OG0008038	LYTVA_17026	MOUSE11252, MOUSE11251
OG0008039	LYTVA_10904	MOUSE02803, MOUSE02801, MOUSE02802
OG0008040	LYTVA_03214	MOUSE00546, MOUSE00547
OG0008043	LYTVA_04102	MOUSE27473, MOUSE27472
OG0008044	LYTVA_13184	MOUSE49718
OG0008046	LYTVA_07955	MOUSE13966
OG0008048	LYTVA_01597	MOUSE32098
OG0008049	LYTVA_08645	MOUSE38264, MOUSE38265, MOUSE38263
OG0008051	LYTVA_24294	MOUSE46156
OG0008052	LYTVA_27394, LYTVA_26388	MOUSE27478, MOUSE27479
OG0008053	LYTVA_19326	MOUSE06924
OG0008054	LYTVA_00942	MOUSE11400
OG0008055	LYTVA_23231	MOUSE02341, MOUSE02340
OG0008057	LYTVA_10103, LYTVA_01401	MOUSE01159
OG0008058	LYTVA_11510	MOUSE43492, MOUSE43491, MOUSE43493
OG0008059	LYTVA_01581	MOUSE34246
OG0008060	LYTVA_26101	MOUSE30978, MOUSE30977
OG0008061	LYTVA_07698, LYTVA_06188	MOUSE21557
OG0008064	LYTVA_26802	MOUSE50499
OG0008065	LYTVA_24621	MOUSE14444
OG0008067	LYTVA_15538	MOUSE00282
OG0008068	LYTVA_01021	MOUSE48257, MOUSE03609
OG0008069	LYTVA_23137	MOUSE01436, MOUSE01435
OG0008072	LYTVA_03849	MOUSE34512
OG0008073	LYTVA_27292, LYTVA_05982	MOUSE25534, MOUSE25536, MOUSE25535
OG0008075	LYTVA_05396	MOUSE53504
OG0008076	LYTVA_28307	MOUSE14585
OG0008077	LYTVA_28528	MOUSE38437, MOUSE38438
OG0008078	LYTVA_11726	MOUSE14810
OG0008079	LYTVA_20493	MOUSE29279
OG0008081	LYTVA_14111	MOUSE53380, MOUSE53379
OG0008083	LYTVA_07376	MOUSE07873, MOUSE07872
OG0008084	LYTVA_23357	MOUSE27355, MOUSE27354
OG0008085	LYTVA_02942	MOUSE24926, MOUSE24925
OG0008086	LYTVA_28233	MOUSE46702, MOUSE46701, MOUSE46699, MOUSE46700
OG0008087	LYTVA_26443	MOUSE22259
OG0008089	LYTVA_15731	MOUSE35431, MOUSE35430
OG0008090	LYTVA_07547, LYTVA_04253	MOUSE24879
OG0008092	LYTVA_17847	MOUSE27033
OG0008093	LYTVA_27545	MOUSE47969, MOUSE47970
OG0008094	LYTVA_13701	MOUSE04003
OG0008098	LYTVA_05312	MOUSE03050, MOUSE03051, MOUSE03048, MOUSE03049
OG0008099	LYTVA_24723, LYTVA_10856	MOUSE15084, MOUSE15083
OG0008100	LYTVA_27720	MOUSE34299
OG0008102	LYTVA_04167	MOUSE25295
OG0008103	LYTVA_11735	MOUSE20324
OG0008104	LYTVA_16469	MOUSE21169
OG0008108	LYTVA_26623	MOUSE49140
OG0008109	LYTVA_29424	MOUSE04381
OG0008110	LYTVA_29515	MOUSE19115
OG0008111	LYTVA_17929	MOUSE51658
OG0008115	LYTVA_10998	MOUSE07116, MOUSE07117
OG0008117	LYTVA_24074	MOUSE30491
OG0008119	LYTVA_23016	MOUSE38287, MOUSE38288, MOUSE38286, MOUSE38285
