Orthogroup	LYTVA_ok	HUMAN
OG0006883	LYTVA_28217	HUMAN16684
OG0006884	LYTVA_28218	HUMAN16682, HUMAN16680, HUMAN16685, HUMAN16681
OG0006885	LYTVA_05028	HUMAN20135
OG0006887	LYTVA_13116	HUMAN12500
OG0006888	LYTVA_00517, LYTVA_00518	HUMAN25053
OG0006889	LYTVA_01644	HUMAN11509
OG0006890	LYTVA_18386	HUMAN03527
OG0006892	LYTVA_15888	HUMAN18023
OG0006893	LYTVA_24058	HUMAN13212, HUMAN13211
OG0006894	LYTVA_09646	HUMAN13291
OG0006895	LYTVA_00144	HUMAN03555
OG0006896	LYTVA_24349	HUMAN22142
OG0006898	LYTVA_07336	HUMAN11309
OG0006899	LYTVA_21244	HUMAN07006
OG0006900	LYTVA_04930, LYTVA_08638	HUMAN25793
OG0006901	LYTVA_26182	HUMAN18029, HUMAN18028
OG0006903	LYTVA_12367	HUMAN12933
OG0006904	LYTVA_10834	HUMAN22374
OG0006905	LYTVA_15524, LYTVA_28132	HUMAN19217
OG0006906	LYTVA_06059, LYTVA_24234	HUMAN11694
OG0006907	LYTVA_03614, LYTVA_05381	HUMAN16729, HUMAN16728, HUMAN16727
OG0006908	LYTVA_27883	HUMAN13051, HUMAN13052, HUMAN13050
OG0006909	LYTVA_12899	HUMAN29823
OG0006911	LYTVA_16725, LYTVA_24818	HUMAN04725
OG0006912	LYTVA_23371	HUMAN02108, HUMAN02109
OG0006913	LYTVA_29960, LYTVA_18567	HUMAN01275
OG0006914	LYTVA_19647	HUMAN28656
OG0006915	LYTVA_13564, LYTVA_19160	HUMAN15921, HUMAN15920
OG0006916	LYTVA_08740, LYTVA_21571	HUMAN11501
OG0006917	LYTVA_21371	HUMAN18466, HUMAN18467
OG0006918	LYTVA_08198	HUMAN28188
OG0006919	LYTVA_22591	HUMAN22288
OG0006921	LYTVA_05031	HUMAN07563, HUMAN07564, HUMAN07562
OG0006924	LYTVA_28512	HUMAN23650
OG0006925	LYTVA_15745	HUMAN09328
OG0006926	LYTVA_19475	HUMAN00625
OG0006928	LYTVA_16738	HUMAN16715
OG0006930	LYTVA_06357	HUMAN28830
OG0006931	LYTVA_24387	HUMAN27632, HUMAN27633
OG0006932	LYTVA_25041	HUMAN20250
OG0006934	LYTVA_28488	HUMAN07628
OG0006935	LYTVA_12955	HUMAN28718
OG0006936	LYTVA_18797	HUMAN03224
OG0006937	LYTVA_10646	HUMAN13657
OG0006938	LYTVA_24454	HUMAN20508, HUMAN20507
OG0006939	LYTVA_09864	HUMAN00665
OG0006940	LYTVA_03459, LYTVA_25735	HUMAN12720, HUMAN12719
OG0006942	LYTVA_27753	HUMAN04879, HUMAN04878
OG0006943	LYTVA_03946, LYTVA_08311	HUMAN03534
OG0006944	LYTVA_17001	HUMAN20962
OG0006946	LYTVA_16720, LYTVA_12777	HUMAN29372
OG0006947	LYTVA_04623, LYTVA_13161	HUMAN25930
OG0006949	LYTVA_21246	HUMAN09677
OG0006951	LYTVA_07399	HUMAN26563
OG0006953	LYTVA_06163, LYTVA_00099	HUMAN11732
OG0006955	LYTVA_08321	HUMAN26505, HUMAN26506
OG0006956	LYTVA_13833, LYTVA_01826	HUMAN03801
OG0006957	LYTVA_15138	HUMAN24327
OG0006958	LYTVA_10518, LYTVA_08854	HUMAN29194, HUMAN29193
OG0006960	LYTVA_14371	HUMAN21367
OG0006962	LYTVA_04008, LYTVA_21258	HUMAN00834
OG0006964	LYTVA_06159	HUMAN25417
OG0006965	LYTVA_27805, LYTVA_03920	HUMAN22591, HUMAN22590
OG0006966	LYTVA_20757	HUMAN21659
OG0006967	LYTVA_21312	HUMAN20241
OG0006968	LYTVA_08012	HUMAN28378
OG0006970	LYTVA_09988	HUMAN04563
OG0006971	LYTVA_20324	HUMAN07273
OG0006972	LYTVA_26752	HUMAN11350, HUMAN11349
OG0006973	LYTVA_29631	HUMAN25475
OG0006975	LYTVA_12975	HUMAN00754
OG0006976	LYTVA_21308	HUMAN25513, HUMAN25515
OG0006977	LYTVA_13712	HUMAN21112
OG0006979	LYTVA_23814	HUMAN09404
OG0006981	LYTVA_06536	HUMAN04430, HUMAN04429, HUMAN04428
OG0006982	LYTVA_29353	HUMAN18636, HUMAN18637
OG0006983	LYTVA_04126, LYTVA_12399	HUMAN00205, HUMAN00204
OG0006984	LYTVA_12065, LYTVA_09670	HUMAN04268, HUMAN06255
OG0006985	LYTVA_25748	HUMAN20423
OG0006988	LYTVA_10584	HUMAN15597, HUMAN15598
OG0006989	LYTVA_20012	HUMAN18220
OG0006991	LYTVA_02424	HUMAN19260
OG0006992	LYTVA_18795	HUMAN03662
OG0006994	LYTVA_20166	HUMAN17956
OG0006995	LYTVA_16401	HUMAN20603
OG0006997	LYTVA_17736	HUMAN20333, HUMAN20332
OG0006999	LYTVA_28772	HUMAN28121
OG0007000	LYTVA_20475	HUMAN17347, HUMAN17373
OG0007001	LYTVA_06692	HUMAN06080
OG0007002	LYTVA_13388	HUMAN29202
OG0007003	LYTVA_05469	HUMAN15197
OG0007004	LYTVA_12825, LYTVA_12036	HUMAN14061
OG0007005	LYTVA_24522	HUMAN26374
OG0007006	LYTVA_04815	HUMAN21323
OG0007007	LYTVA_14776	HUMAN05696, HUMAN05695
OG0007008	LYTVA_15804, LYTVA_29575	HUMAN13956
OG0007009	LYTVA_21384	HUMAN28810
OG0007011	LYTVA_09381	HUMAN05430
OG0007012	LYTVA_14288	HUMAN22710
OG0007013	LYTVA_08506	HUMAN12055
OG0007014	LYTVA_27858	HUMAN03563, HUMAN03564
OG0007018	LYTVA_25072	HUMAN24153
OG0007019	LYTVA_21051	HUMAN13523
OG0007020	LYTVA_13475	HUMAN17277, HUMAN17276
OG0007021	LYTVA_03142	HUMAN07675, HUMAN07676
OG0007022	LYTVA_21360	HUMAN17994
OG0007023	LYTVA_18718	HUMAN21002
OG0007024	LYTVA_19875	HUMAN26989
OG0007025	LYTVA_21668, LYTVA_06308	HUMAN13355, HUMAN13354
OG0007026	LYTVA_14407, LYTVA_15405, LYTVA_28480	HUMAN04469
OG0007027	LYTVA_04486	HUMAN20548, HUMAN20547
OG0007028	LYTVA_14210	HUMAN02161
OG0007030	LYTVA_01479, LYTVA_10244	HUMAN23013, HUMAN23012
OG0007031	LYTVA_28304	HUMAN01168, HUMAN01167
OG0007032	LYTVA_26058	HUMAN19463
OG0007033	LYTVA_03101, LYTVA_13194	HUMAN18746
OG0007034	LYTVA_11469	HUMAN06574, HUMAN06572, HUMAN06573
OG0007035	LYTVA_29982	HUMAN05630
OG0007036	LYTVA_23010	HUMAN24835
OG0007037	LYTVA_10072	HUMAN17832, HUMAN17833
OG0007040	LYTVA_11635	HUMAN30265
OG0007041	LYTVA_08520	HUMAN10016
OG0007042	LYTVA_10226	HUMAN26067
OG0007043	LYTVA_28853	HUMAN03790
OG0007044	LYTVA_15729, LYTVA_04229	HUMAN05262, HUMAN22902
OG0007045	LYTVA_13338	HUMAN00605
OG0007046	LYTVA_13334	HUMAN25422, HUMAN25421
OG0007047	LYTVA_02580	HUMAN24736
OG0007049	LYTVA_03854	HUMAN11321, HUMAN11320
OG0007052	LYTVA_27707, LYTVA_17367	HUMAN19695, HUMAN19693, HUMAN19694
OG0007053	LYTVA_18588	HUMAN12939, HUMAN12938, HUMAN12937
OG0007054	LYTVA_29935	HUMAN10365
OG0007055	LYTVA_09990	HUMAN19997
OG0007056	LYTVA_16440	HUMAN11685, HUMAN11684
OG0007057	LYTVA_15614, LYTVA_29163	HUMAN03899
OG0007058	LYTVA_24894	HUMAN05676
OG0007059	LYTVA_29456	HUMAN03647
OG0007060	LYTVA_21121, LYTVA_00825, LYTVA_25826, LYTVA_08605	HUMAN28197
OG0007061	LYTVA_00448	HUMAN03639
OG0007063	LYTVA_03435, LYTVA_04569	HUMAN15926
OG0007064	LYTVA_28203, LYTVA_06177	HUMAN22838
OG0007066	LYTVA_04446	HUMAN05386
OG0007068	LYTVA_09404	HUMAN22802, HUMAN22803
OG0007069	LYTVA_12053	HUMAN08305
OG0007070	LYTVA_00406, LYTVA_00407	HUMAN18532, HUMAN18533
OG0007071	LYTVA_30209	HUMAN01176
OG0007072	LYTVA_13910, LYTVA_22708	HUMAN15242
OG0007073	LYTVA_27421	HUMAN18294
OG0007076	LYTVA_03998	HUMAN06733
OG0007077	LYTVA_15284	HUMAN22402
OG0007078	LYTVA_12361	HUMAN20580
OG0007079	LYTVA_29297	HUMAN16618
OG0007080	LYTVA_18452, LYTVA_00714	HUMAN16649, HUMAN16648
OG0007082	LYTVA_19995	HUMAN06040
OG0007083	LYTVA_26952	HUMAN24737
OG0007085	LYTVA_28266	HUMAN11177, HUMAN11176
OG0007086	LYTVA_03344	HUMAN06730
OG0007087	LYTVA_10958	HUMAN25159
OG0007088	LYTVA_08325	HUMAN28245, HUMAN28246
OG0007090	LYTVA_07259	HUMAN01309
OG0007091	LYTVA_15856, LYTVA_00688	HUMAN00782
OG0007092	LYTVA_30009	HUMAN08546
OG0007093	LYTVA_02317	HUMAN11063
OG0007094	LYTVA_10484	HUMAN08444
OG0007095	LYTVA_26694	HUMAN16273
OG0007096	LYTVA_21852	HUMAN24538
OG0007097	LYTVA_18947	HUMAN07307, HUMAN07306, HUMAN07305
OG0007099	LYTVA_18939	HUMAN02624
OG0007102	LYTVA_08090	HUMAN17403
OG0007104	LYTVA_30224, LYTVA_04647	HUMAN07585, HUMAN30241
OG0007106	LYTVA_18310	HUMAN21445
OG0007107	LYTVA_20795	HUMAN24797
OG0007108	LYTVA_09162	HUMAN26396
OG0007112	LYTVA_21113, LYTVA_17175	HUMAN09877
OG0007113	LYTVA_10291, LYTVA_23019	HUMAN20963
OG0007114	LYTVA_10798	HUMAN20779
OG0007115	LYTVA_03773	HUMAN28189, HUMAN28190
OG0007116	LYTVA_00813	HUMAN06067
OG0007117	LYTVA_13331	HUMAN06756
OG0007118	LYTVA_06751	HUMAN25504
OG0007120	LYTVA_01280	HUMAN23269, HUMAN23270
OG0007121	LYTVA_23219	HUMAN25079
OG0007122	LYTVA_11786	HUMAN00210, HUMAN00211
OG0007123	LYTVA_14860	HUMAN03448
OG0007125	LYTVA_15618	HUMAN21228
OG0007126	LYTVA_08493	HUMAN02640, HUMAN04895
OG0007128	LYTVA_25613	HUMAN13992, HUMAN13994
OG0007129	LYTVA_17050	HUMAN24170, HUMAN24169, HUMAN03476
OG0007131	LYTVA_16333	HUMAN23398
OG0007132	LYTVA_07096, LYTVA_10959	HUMAN28401, HUMAN28402
OG0007133	LYTVA_06766	HUMAN23555
OG0007134	LYTVA_20762, LYTVA_28832	HUMAN03574
OG0007135	LYTVA_14457	HUMAN09538
OG0007136	LYTVA_16524, LYTVA_20525	HUMAN09655
OG0007137	LYTVA_09390	HUMAN15907
OG0007138	LYTVA_03653	HUMAN02269
OG0007139	LYTVA_25562	HUMAN24643
OG0007140	LYTVA_23363	HUMAN14631
OG0007141	LYTVA_16084	HUMAN20130
OG0007143	LYTVA_15805	HUMAN16614
OG0007144	LYTVA_10155	HUMAN02639
OG0007145	LYTVA_15266, LYTVA_19982	HUMAN13652
OG0007146	LYTVA_19996	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379
OG0007147	LYTVA_11114	HUMAN21018
OG0007149	LYTVA_15882, LYTVA_21404	HUMAN19282, HUMAN09208
OG0007150	LYTVA_25594, LYTVA_18677	HUMAN11018
OG0007151	LYTVA_07846	HUMAN05431
OG0007152	LYTVA_22748	HUMAN01901
OG0007153	LYTVA_30218, LYTVA_10839	HUMAN16995, HUMAN16996
OG0007154	LYTVA_07855, LYTVA_07854	HUMAN08481
OG0007158	LYTVA_24864	HUMAN19159, HUMAN19160, HUMAN22170
OG0007160	LYTVA_21774	HUMAN10993
OG0007161	LYTVA_25409, LYTVA_03328	HUMAN27982, HUMAN11267
OG0007162	LYTVA_17298	HUMAN15309
OG0007163	LYTVA_07875	HUMAN01780
OG0007164	LYTVA_21647	HUMAN21192
OG0007165	LYTVA_27280	HUMAN05595
OG0007166	LYTVA_08751, LYTVA_25662	HUMAN04674, HUMAN04671, HUMAN04673
OG0007168	LYTVA_13106	HUMAN19655, HUMAN19656
OG0007169	LYTVA_05891	HUMAN20576, HUMAN18039, HUMAN20577, HUMAN20578
OG0007171	LYTVA_13400	HUMAN02655, HUMAN02654
OG0007172	LYTVA_03182, LYTVA_03184	HUMAN23034, HUMAN23035, HUMAN23033
OG0007173	LYTVA_15493	HUMAN05355, HUMAN05354
OG0007177	LYTVA_10874	HUMAN09300, HUMAN09299
OG0007178	LYTVA_18565, LYTVA_28282	HUMAN02113
OG0007179	LYTVA_03339	HUMAN21518
OG0007181	LYTVA_11702	HUMAN30517
OG0007182	LYTVA_13310	HUMAN11844
OG0007183	LYTVA_17814, LYTVA_04494	HUMAN25330
OG0007186	LYTVA_19820	HUMAN12868
OG0007187	LYTVA_07722, LYTVA_23165	HUMAN06522, HUMAN06521, HUMAN06520, HUMAN06523
OG0007188	LYTVA_19548	HUMAN17704
OG0007189	LYTVA_08827	HUMAN20179, HUMAN20178
OG0007192	LYTVA_12538	HUMAN17983
OG0007198	LYTVA_26853, LYTVA_26234, LYTVA_07966	HUMAN24981
OG0007199	LYTVA_00515	HUMAN28097
OG0007200	LYTVA_09502	HUMAN03586, HUMAN03587
OG0007201	LYTVA_25108	HUMAN24731, HUMAN24730
OG0007209	LYTVA_12343	HUMAN24910
OG0007248	LYTVA_01206, LYTVA_22776	HUMAN13700
OG0007250	LYTVA_12323	HUMAN07633
OG0007251	LYTVA_10607	HUMAN14332
OG0007252	LYTVA_16063	HUMAN22688, HUMAN22689
OG0007253	LYTVA_07358	HUMAN24536, HUMAN11254, HUMAN11253
OG0007254	LYTVA_17075	HUMAN02644
OG0007256	LYTVA_16363	HUMAN27031
OG0007258	LYTVA_04807	HUMAN14003
OG0007260	LYTVA_08717	HUMAN04843, HUMAN04844
OG0007261	LYTVA_16329	HUMAN28587
OG0007264	LYTVA_15357	HUMAN11107
OG0007266	LYTVA_03338	HUMAN20046
OG0007267	LYTVA_02310	HUMAN00847, HUMAN00846
OG0007270	LYTVA_28460	HUMAN07724
OG0007271	LYTVA_24259	HUMAN13263
OG0007272	LYTVA_23152	HUMAN00327
OG0007273	LYTVA_24239, LYTVA_02079	HUMAN16012
OG0007274	LYTVA_00331	HUMAN05717
OG0007275	LYTVA_19066	HUMAN24919, HUMAN06744
OG0007280	LYTVA_21703	HUMAN27834, HUMAN27835, HUMAN27833
OG0007281	LYTVA_00393	HUMAN25958
OG0007282	LYTVA_20254	HUMAN07231
OG0007283	LYTVA_06398, LYTVA_22306	HUMAN12155
OG0007284	LYTVA_17810	HUMAN00555, HUMAN29707, HUMAN29706
OG0007285	LYTVA_06497	HUMAN25396, HUMAN25395
OG0007289	LYTVA_02881	HUMAN11499
OG0007291	LYTVA_21801	HUMAN18973
OG0007293	LYTVA_07215	HUMAN28207
OG0007294	LYTVA_23269	HUMAN20782, HUMAN20781
OG0007295	LYTVA_06189	HUMAN22795
OG0007296	LYTVA_20748, LYTVA_17621	HUMAN11360
OG0007298	LYTVA_07185	HUMAN22758
OG0007300	LYTVA_18529	HUMAN26544
OG0007301	LYTVA_05959	HUMAN23169, HUMAN23170
OG0007303	LYTVA_10989	HUMAN18735
OG0007304	LYTVA_09281	HUMAN16563, HUMAN16562, HUMAN16564
OG0007305	LYTVA_16586, LYTVA_20937	HUMAN02006
OG0007306	LYTVA_16572	HUMAN19439, HUMAN19440, HUMAN19442
OG0007307	LYTVA_18744	HUMAN17065, HUMAN17066
OG0007308	LYTVA_15824, LYTVA_10193	HUMAN20559
OG0007310	LYTVA_04236	HUMAN05294
OG0007312	LYTVA_25929	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186
OG0007314	LYTVA_10156	HUMAN02534
OG0007316	LYTVA_17190	HUMAN23083
OG0007317	LYTVA_22574	HUMAN17014
OG0007318	LYTVA_12895	HUMAN20909
OG0007319	LYTVA_01930	HUMAN19188
OG0007320	LYTVA_07334	HUMAN09645
OG0007321	LYTVA_14764	HUMAN04956, HUMAN04955
OG0007322	LYTVA_23565	HUMAN29064
OG0007323	LYTVA_28988	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943
OG0007325	LYTVA_13185, LYTVA_25303	HUMAN11525
OG0007327	LYTVA_13869, LYTVA_23810	HUMAN11975, HUMAN11976
OG0007328	LYTVA_28320, LYTVA_17079	HUMAN03776
OG0007329	LYTVA_09881, LYTVA_17097	HUMAN24733
OG0007330	LYTVA_26367	HUMAN05264
OG0007331	LYTVA_05890	HUMAN26953, HUMAN26952
OG0007334	LYTVA_06945	HUMAN01738, HUMAN01739
OG0007336	LYTVA_26129	HUMAN00761
OG0007337	LYTVA_20082, LYTVA_05737	HUMAN25483
OG0007338	LYTVA_02353	HUMAN06830, HUMAN06827, HUMAN06828
OG0007339	LYTVA_07201	HUMAN26218, HUMAN26219
OG0007340	LYTVA_14005	HUMAN24905
OG0007341	LYTVA_06630	HUMAN25872
OG0007342	LYTVA_13753	HUMAN28838
OG0007343	LYTVA_03841	HUMAN14176, HUMAN14177
OG0007345	LYTVA_09108	HUMAN22717
OG0007347	LYTVA_01386	HUMAN20415
OG0007348	LYTVA_09877	HUMAN07623
OG0007349	LYTVA_12788	HUMAN19722, HUMAN19724, HUMAN19723
OG0007351	LYTVA_29566	HUMAN26020, HUMAN26021
OG0007352	LYTVA_11993, LYTVA_09786	HUMAN04641
OG0007353	LYTVA_17240	HUMAN11061, HUMAN11060
OG0007354	LYTVA_23171	HUMAN23192
OG0007355	LYTVA_09986	HUMAN28384
OG0007356	LYTVA_06628	HUMAN24980
OG0007357	LYTVA_04535	HUMAN11281
OG0007358	LYTVA_02726	HUMAN23692
OG0007359	LYTVA_10799	HUMAN24471
OG0007360	LYTVA_01643	HUMAN02160
OG0007361	LYTVA_06556	HUMAN01585, HUMAN01584
OG0007363	LYTVA_06669	HUMAN07700
OG0007364	LYTVA_15849	HUMAN20228
OG0007365	LYTVA_02308, LYTVA_06457	HUMAN01007
OG0007366	LYTVA_11005	HUMAN15080, HUMAN15079
OG0007367	LYTVA_04852	HUMAN00909
OG0007368	LYTVA_17542, LYTVA_00624	HUMAN04400
OG0007369	LYTVA_19408, LYTVA_18884	HUMAN18171
OG0007370	LYTVA_06055	HUMAN12242
OG0007371	LYTVA_08968	HUMAN03496
OG0007372	LYTVA_18746	HUMAN15886
OG0007373	LYTVA_15629	HUMAN25169
OG0007374	LYTVA_08561	HUMAN17107
OG0007375	LYTVA_29369	HUMAN25512
OG0007376	LYTVA_19972	HUMAN27825, HUMAN27824, HUMAN27826
OG0007377	LYTVA_26494	HUMAN02116, HUMAN02117
OG0007378	LYTVA_05887	HUMAN11793, HUMAN11794, HUMAN11795
OG0007379	LYTVA_05996, LYTVA_05995	HUMAN08973, HUMAN08972
OG0007380	LYTVA_29427	HUMAN13807
OG0007382	LYTVA_04728	HUMAN19380
OG0007385	LYTVA_19121	HUMAN04317
OG0007386	LYTVA_07566	HUMAN16767
OG0007387	LYTVA_11399	HUMAN29057
OG0007388	LYTVA_28469	HUMAN22118
OG0007389	LYTVA_27684	HUMAN29100, HUMAN29099
OG0007390	LYTVA_17759	HUMAN25915
OG0007391	LYTVA_27612	HUMAN05345
OG0007392	LYTVA_00208	HUMAN28583
OG0007393	LYTVA_16834	HUMAN08660
OG0007394	LYTVA_29547	HUMAN15894, HUMAN15893
OG0007395	LYTVA_10851	HUMAN13460
OG0007396	LYTVA_21805	HUMAN11000
OG0007397	LYTVA_06439	HUMAN00870
OG0007399	LYTVA_24113	HUMAN16123
OG0007400	LYTVA_13880	HUMAN22018
OG0007401	LYTVA_25998	HUMAN05484
OG0007401	LYTVA_24442	HUMAN30125
OG0007402	LYTVA_04009	HUMAN10240, HUMAN10238
OG0007403	LYTVA_10578	HUMAN17254, HUMAN17253
OG0007405	LYTVA_23328	HUMAN20387
OG0007406	LYTVA_23327	HUMAN19713
OG0007407	LYTVA_24874	HUMAN03483
OG0007408	LYTVA_17573	HUMAN28141, HUMAN28142
OG0007409	LYTVA_06962	HUMAN25552
OG0007410	LYTVA_19785	HUMAN20271, HUMAN12126
OG0007412	LYTVA_13953	HUMAN17545
OG0007413	LYTVA_12200	HUMAN20818
OG0007414	LYTVA_02207	HUMAN01057
OG0007415	LYTVA_24128, LYTVA_22964	HUMAN12759
OG0007416	LYTVA_05946	HUMAN22361
OG0007417	LYTVA_01637	HUMAN07346
OG0007418	LYTVA_20251	HUMAN13111, HUMAN13110
OG0007421	LYTVA_21519	HUMAN06697
OG0007423	LYTVA_22179	HUMAN10490
OG0007424	LYTVA_28915	HUMAN10237
OG0007425	LYTVA_25706	HUMAN06193
OG0007428	LYTVA_18257	HUMAN20678
OG0007429	LYTVA_16880, LYTVA_16876	HUMAN06934
OG0007430	LYTVA_01743	HUMAN21194
OG0007432	LYTVA_30029	HUMAN05575, HUMAN05574
OG0007433	LYTVA_26445	HUMAN04271
OG0007435	LYTVA_04168, LYTVA_12359	HUMAN20583
OG0007436	LYTVA_21950	HUMAN19667, HUMAN19666, HUMAN19668, HUMAN19665
OG0007437	LYTVA_12547	HUMAN17137
OG0007438	LYTVA_08752	HUMAN02955
OG0007439	LYTVA_15776	HUMAN16947
OG0007440	LYTVA_03341	HUMAN01515, HUMAN01510, HUMAN02417, HUMAN01506, HUMAN02418, HUMAN01507, HUMAN02419
OG0007441	LYTVA_02745	HUMAN13782
OG0007443	LYTVA_22108	HUMAN07149
OG0007445	LYTVA_25194	HUMAN21386
OG0007446	LYTVA_20327	HUMAN07376
OG0007447	LYTVA_26906	HUMAN22922
OG0007448	LYTVA_05884	HUMAN14222, HUMAN14221
OG0007449	LYTVA_05951	HUMAN18814
OG0007450	LYTVA_00850	HUMAN08573, HUMAN08574
OG0007451	LYTVA_21924, LYTVA_18802	HUMAN08167, HUMAN08166
OG0007452	LYTVA_06058	HUMAN22554
OG0007454	LYTVA_28426	HUMAN18226
OG0007455	LYTVA_13341	HUMAN29667
OG0007456	LYTVA_23476	HUMAN07199
OG0007457	LYTVA_13606	HUMAN09838
OG0007458	LYTVA_22841	HUMAN28978
OG0007459	LYTVA_09289	HUMAN16778
OG0007460	LYTVA_08625	HUMAN16831, HUMAN16829
OG0007461	LYTVA_18774	HUMAN08943
OG0007462	LYTVA_09490, LYTVA_13057	HUMAN19637, HUMAN19636
OG0007464	LYTVA_10781	HUMAN26087
OG0007465	LYTVA_26141	HUMAN13093
OG0007466	LYTVA_10130	HUMAN09405
OG0007467	LYTVA_02679	HUMAN28516
OG0007468	LYTVA_03501	HUMAN22128
OG0007471	LYTVA_12320	HUMAN07932
OG0007472	LYTVA_00584	HUMAN23723
OG0007473	LYTVA_05234	HUMAN18187
OG0007474	LYTVA_15161, LYTVA_03974	HUMAN05615
OG0007475	LYTVA_27620	HUMAN10446, HUMAN10445
OG0007476	LYTVA_27412	HUMAN14444
OG0007477	LYTVA_29029	HUMAN12723
OG0007478	LYTVA_19699	HUMAN19940
OG0007479	LYTVA_01291	HUMAN25924, HUMAN25925, HUMAN25923
OG0007480	LYTVA_24798	HUMAN03711
OG0007481	LYTVA_08388	HUMAN11840
OG0007482	LYTVA_29492	HUMAN01581
OG0007483	LYTVA_15083	HUMAN25804
OG0007484	LYTVA_07505	HUMAN15505
OG0007486	LYTVA_20001	HUMAN03242
OG0007487	LYTVA_02756	HUMAN00801
OG0007489	LYTVA_00864	HUMAN08300, HUMAN08303, HUMAN08301
OG0007490	LYTVA_13021	HUMAN18581, HUMAN18580
OG0007493	LYTVA_16474	HUMAN22084
OG0007494	LYTVA_11090	HUMAN16086
OG0007497	LYTVA_14734	HUMAN02092, HUMAN02091
OG0007499	LYTVA_14874	HUMAN04823
OG0007500	LYTVA_18267	HUMAN21907
OG0007501	LYTVA_22863	HUMAN06876, HUMAN06874, HUMAN06875
OG0007503	LYTVA_07667	HUMAN03263, HUMAN03264, HUMAN03265
OG0007504	LYTVA_16801	HUMAN26616
OG0007507	LYTVA_12074	HUMAN02724, HUMAN02723, HUMAN02726, HUMAN02725
OG0007509	LYTVA_00585, LYTVA_20658	HUMAN12458
OG0007510	LYTVA_15578	HUMAN00670, HUMAN00669
OG0007513	LYTVA_01675	HUMAN02838
OG0007514	LYTVA_01131	HUMAN23377, HUMAN00924
OG0007517	LYTVA_01445, LYTVA_25101	HUMAN04257
OG0007518	LYTVA_05377	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938
OG0007521	LYTVA_23142	HUMAN03514
OG0007522	LYTVA_24173, LYTVA_04050	HUMAN08876
OG0007525	LYTVA_17746, LYTVA_17745	HUMAN01310
OG0007527	LYTVA_20160	HUMAN14056
OG0007528	LYTVA_17660, LYTVA_13424	HUMAN01170
OG0007529	LYTVA_24821	HUMAN13627, HUMAN13630, HUMAN13626, HUMAN13628, HUMAN13629
OG0007533	LYTVA_15407	HUMAN18647
OG0007583	LYTVA_02898	HUMAN03503
OG0007584	LYTVA_07507	HUMAN10216, HUMAN10215
OG0007586	LYTVA_23540	HUMAN28828
OG0007587	LYTVA_06191	HUMAN28082
OG0007588	LYTVA_19122	HUMAN05800
OG0007589	LYTVA_15571	HUMAN23044
OG0007591	LYTVA_15821	HUMAN12931
OG0007595	LYTVA_04822, LYTVA_27964	HUMAN26771, HUMAN26772
OG0007597	LYTVA_04975	HUMAN07406
OG0007598	LYTVA_14137	HUMAN22979
OG0007600	LYTVA_02329, LYTVA_28486, LYTVA_22411	HUMAN07630, HUMAN21662
OG0007601	LYTVA_20410	HUMAN12973
OG0007602	LYTVA_19111	HUMAN00917
OG0007603	LYTVA_01215	HUMAN11097
OG0007604	LYTVA_27072, LYTVA_11917	HUMAN11462, HUMAN11463
OG0007605	LYTVA_23223	HUMAN25002
OG0007607	LYTVA_28351	HUMAN00121
OG0007608	LYTVA_19572	HUMAN24575, HUMAN24576
OG0007609	LYTVA_28776	HUMAN07130
OG0007610	LYTVA_01262	HUMAN20947
OG0007611	LYTVA_10154	HUMAN08580
OG0007612	LYTVA_02241	HUMAN06201
OG0007613	LYTVA_11371	HUMAN14918, HUMAN14919, HUMAN14917
OG0007615	LYTVA_01668	HUMAN17636
OG0007616	LYTVA_04326	HUMAN16740
OG0007617	LYTVA_06763	HUMAN28528
OG0007618	LYTVA_17818	HUMAN05174, HUMAN05173
OG0007619	LYTVA_16958	HUMAN21829
OG0007621	LYTVA_28737	HUMAN01027, HUMAN06000
OG0007623	LYTVA_25391	HUMAN14413, HUMAN02716
OG0007624	LYTVA_26685	HUMAN00744
OG0007626	LYTVA_26960	HUMAN30032, HUMAN30031, HUMAN30033, HUMAN30030
OG0007628	LYTVA_20735	HUMAN22378
OG0007630	LYTVA_21472	HUMAN05291
OG0007631	LYTVA_08707, LYTVA_01412	HUMAN25386, HUMAN17448
OG0007632	LYTVA_27271, LYTVA_07026, LYTVA_09524	HUMAN16885
OG0007633	LYTVA_11264	HUMAN13873
OG0007635	LYTVA_00547	HUMAN22830
OG0007637	LYTVA_23253	HUMAN08470
OG0007638	LYTVA_28819, LYTVA_12541	HUMAN25473
OG0007639	LYTVA_29195	HUMAN03357, HUMAN03356
OG0007640	LYTVA_16975, LYTVA_04217	HUMAN14964, HUMAN14963
OG0007642	LYTVA_19507	HUMAN02914
OG0007643	LYTVA_13772, LYTVA_29417	HUMAN26301
OG0007645	LYTVA_22625	HUMAN10615, HUMAN10616
OG0007646	LYTVA_11672	HUMAN29544
OG0007647	LYTVA_17226, LYTVA_08417	HUMAN02929
OG0007648	LYTVA_16410	HUMAN29977, HUMAN29976
OG0007649	LYTVA_29126	HUMAN01321
OG0007650	LYTVA_24221, LYTVA_22368	HUMAN16337, HUMAN16338
