blastula	gastrula	elongation	early_larva	mitraria_larva	competent_larva	juvenile
OFUSG19000.2	22.17751	4.979295	3.964915	4.900805	10.79597	12.6512	13.9832
OFUSG19001.1	8.494845	2.518935	6.01206	8.046855	7.094335	11.47325	20.4044
OFUSG19002.1	1.108121	0.747823	0.4610405	0.2610755	0.2653935	0.6322885	0.596108
OFUSG19003.1	10.83657	6.30385	5.32706	4.98174	5.125125	3.14831	3.15979
OFUSG19004.1	71.5606	57.75045	59.32775	48.06925	25.4997	15.1863	9.35547
OFUSG19005.1	47.958	23.9895	35.56285	20.94175	6.73376	3.79628	5.09106
OFUSG19006.1	64.0935	21.85995	12.896	9.208265	8.169705	6.344525	6.46627
OFUSG19007.1	1.3104065	0.2899675	0.11988385	0.07348055	0.293725	3.32615	4.75547
OFUSG19007.2	1.94998	3.366915	3.96375	1.856855	4.29781	10.085895	6.26221
OFUSG19007.3	7.52191	10.13619	15.8922	13.094985	18.36025	51.7421	57.2274
OFUSG19007.4	4.365625	1.049213	0.612943	0.657817	1.5296475	14.73176	31.1937
OFUSG19008.1	87.09675	24.1983	22.1027	25.26395	49.07785	72.009	49.446
OFUSG19009.1	630.888	640.9935	530.364	440.4985	404.892	685.602	577.13
OFUSG19010.1	0.7819335	1.29411	1.038674	1.3802215	1.282345	23.43335	151.007
OFUSG19011.1	0.24356	0.094727	0	0	0	0.04934615	0.0408632
OFUSG19012.1	0	0	0.1471835	0.0885795	0.082932	0.1210232	0.565036
OFUSG19013.1	0.2838255	0.428699	0.633316	0.374294	0.492831	1.288165	2.83426
OFUSG19014.1	3.422215	5.90246	4.03762	5.25154	22.6867	45.47715	82.1315
OFUSG19015.1	0	0	0.0264842	0	0.269509	0.616986	0.691944
OFUSG19015.2	0.1972665	0.2304105	0.0703775	0.1898063	2.1958905	3.404625	5.06583
OFUSG19016.1	0	0.121914	0.8006855	2.15645	2.194025	4.090085	8.31162
OFUSG19017.1	0	0.105049	0.198779	0.419773	0.1640075	1.33048	2.03112
OFUSG19018.1	0	0	0.883765	0	0.158629	2.657465	4.00666
OFUSG19019.1	0	0.1393615	0.131451	0.60433	0.290883	2.962615	2.77109
OFUSG19020.1	0.0324531	0.069009	0.0323367	1.128298	4.41673	11.32585	1.34467
OFUSG19021.1	0.13330625	0.139348	2.71743	12.2955	21.99435	56.50615	2.04744
OFUSG19022.1	0.09714585	3.16882	12.0916	16.9609	21.43265	18.31485	4.58486
OFUSG19023.1	0.33024	1.1278285	2.00477	1.241887	1.311503	1.0647035	0.451795
OFUSG19024.1	105.8415	57.3446	50.948	38.9494	44.39505	51.0828	57.4892
OFUSG19025.1	1.266875	2.560355	4.334375	3.711445	8.373925	20.87745	26.0311
OFUSG19026.1	26.2127	25.51705	27.31075	34.24685	42.2658	37.76055	10.5901
OFUSG19027.1	0.914149	0.8613135	2.332245	2.76173	4.89165	11.9336	3.98501
OFUSG19028.1	1.5541365	2.155076	1.966145	1.5956165	27.5966	64.97925	4.79389
OFUSG19029.1	12.82591	12.9421	13.32095	11.037215	10.32636	5.649255	3.53882
OFUSG19030.1	0.5644867	0.2355312	0.5911535	0.3522045	1.0558895	3.00399	2.41645
OFUSG19031.1	0.09545805	0.721473	2.56514	5.69934	7.75235	14.2102	2.72308
OFUSG19032.1	36.1825	43.791	38.39165	33.29005	22.55055	14.9647	11.2947
OFUSG19033.1	0.1227745	15.73585	16.1555	13.3807	11.116045	21.59475	18.9817
OFUSG19034.1	0	1.4504	7.04652	13.1346	19.4673	28.9814	21.8311
OFUSG19034.2	0.083185	2.390675	8.34236	23.8741	14.74705	12.74005	11.6269
OFUSG19035.1	0.91571	4.188755	7.0456	8.324395	9.14898	5.981715	11.1654
OFUSG19035.2	1.783855	1.5862265	0.850566	0.5171275	1.19262	0.8613445	0.861422
OFUSG19036.1	29.7665	47.1938	32.1712	28.026	21.2156	14.7474	10.2134
OFUSG19037.1	6.39901	12.76957	16.47705	13.529335	19.3606	28.74005	29.0113
OFUSG19038.1	0.3178595	0.8277705	1.35544	0.6875975	1.020196	0.4446255	0.431551
OFUSG19039.1	0.839956	2.254045	2.36414	0.733244	0.93839	1.276495	1.76612
OFUSG19040.1	1.1043125	0.904274	1.552329	0.9236815	1.3254345	0.3277949	0.862122
OFUSG19041.1	1.83372	24.61265	37.1631	32.0676	33.4383	32.2049	33.4415
OFUSG19042.1	0.0093293	0.0573689	0.00949865	0.0355607	0.01676885	0.0216448	0
OFUSG19043.1	0.0105943	0.03117765	0.0697641	0.02812745	0.02212115	0.0086427	0.0469113
OFUSG19044.1	12.68335	63.4018	58.6002	30.7449	31.74385	47.9945	46.3841
OFUSG19045.1	0.1769655	1.637505	1.002996	0.980354	1.233208	0.410801	4.52094
OFUSG19046.1	12.115775	19.26374	15.60191	3.69903	1.6680875	10.16315	7.35072
OFUSG19047.1	13.4157	37.02395	29.5742	11.192175	7.21638	4.543035	2.80446
OFUSG19048.1	3.758785	7.03278	3.666755	1.839987	1.052937	1.1393455	0.567284
OFUSG19049.1	4.892605	8.08071	5.07335	2.930335	1.389289	1.046938	0.566368
OFUSG19050.1	56.8308	17.18235	14.3214	12.748865	10.24495	7.12261	5.37781
OFUSG19051.1	2.304373	1.7494	3.748255	6.950185	14.325745	6.65837	3.74795
OFUSG19052.1	0.609598	1.299856	2.752965	3.201055	3.64707	0.4651715	3.77154
OFUSG19053.1	0.17172835	0.438691	0.16326805	0.0762025	0.07535635	0.0068848	0
OFUSG19054.1	0.566205	3.121955	2.2470955	0.7268545	0.325375	0.2015035	0.0978964
OFUSG19055.1	55.28105	95.5057	102.4845	118.5265	101.6532	27.88765	17.1585
OFUSG19056.1	0.705745	0.3922505	8.177935	28.95715	15.5993	3.269255	0.302092
OFUSG19057.1	11.71482	7.250515	5.015745	3.50286	3.229315	1.590425	0.662349
OFUSG19058.1	12.174275	13.8172	19.92865	20.25785	16.2031	12.36255	10.0297
OFUSG19058.2	0	0	0.380892	0.305099	0.7647025	4.19851	4.80033
OFUSG19058.3	0.802615	0.568715	2.61123	4.62999	2.369525	2.13352	2.41742
OFUSG19059.1	0.515164	2.5251	7.22417	6.390295	4.81852	3.465115	5.30276
OFUSG19060.1	0.116981	0	0.156706	0.052519	0.09758925	0.02793315	0.0226476
OFUSG19060.2	133.186	207.2705	172.3865	126.3775	96.2265	90.2555	91.4095
OFUSG19061.1	0.31098655	0.360911	0.4968385	0.2617875	0.0965825	0	0.167976
OFUSG19061.2	0.0247141	0.301062	0.5131305	1.772645	3.191255	2.625	2.02577
OFUSG19062.1	0.1784367	0	0	0.229307	0.903276	0.229248	0.81395
OFUSG19062.2	0	0.5674295	0.962961	4.955035	18.9238	26.75755	10.9874
OFUSG19063.1	0.2505925	1.3267335	1.6380725	8.987915	8.828925	5.03516	1.5835
OFUSG19064.1	1.06345	1.37744	1.7475	1.5629	8.780935	19.13545	22.2325
OFUSG19065.1	0.064441	6.244515	7.18888	4.075685	1.996425	1.0035695	21.2193
OFUSG19065.2	0.0456781	0.124911	0	0	0	2.98382e-07	0
OFUSG19066.1	0.3921	2.170565	2.987235	4.04011	3.591625	0.623907	2.90042
OFUSG19067.1	2.723115	0.806651	0.7650125	0	0	0.449111	0.759903
OFUSG19068.1	1.07889	0.3477415	1.3078945	0.5506955	0.290619	0.3339275	0.937377
OFUSG19069.1	32.5831	844.596	1229.62	942.588	436.2615	68.2921	26.2999
OFUSG19070.1	0.1507295	0.358217	0.139447	0.23953335	0	3.31934	4.84382
OFUSG19071.1	0.08830405	0.2126935	0.1665695	0.792804	5.10571	6.84445	3.33048
OFUSG19072.1	0.730329	2.39312	2.661085	1.811485	0.942933	0.7967625	0.72422
OFUSG19073.1	0.388263	1.03516065	2.029195	0.729567	1.6770075	0.563428	0.0866917
OFUSG19074.1	0	0.1831979	0.1987745	1.604965	8.181895	5.106575	2.36673
OFUSG19075.1	5.8653873	2.669005	1.430442	1.266616	1.2491065	3.324325	4.26766
OFUSG19076.1	0.0369543	0.996698	1.4106055	2.10982	1.77451	72.0856	53.55
OFUSG19077.1	5.821565	9.994655	10.58875	7.509945	9.0356	10.52185	6.82658
OFUSG19077.2	10.56456	5.83585	10.006625	12.16365	7.830975	7.416845	10.9773
OFUSG19078.1	1.8146	2.41946	4.23355	6.41337	5.10938	5.3164	5.51316
OFUSG19079.1	0.5319185	3.43218	6.34624	8.55019	4.1846	0.798386	0.705129
OFUSG19080.1	2.81971	2.628745	4.008895	4.20821	3.427	2.091645	1.90416
OFUSG19081.1	0.01929215	1.2408375	2.906255	3.39581	1.181993	0.3703415	0.0762794
OFUSG19082.1	3.32221	3.14872	4.92089	4.25978	3.999555	4.104365	3.73197
OFUSG19083.1	9.829805	6.65373	5.875195	6.17452	5.14511	4.02156	4.82791
OFUSG19084.1	0.0932004	0.429307	0.289916	0.05049535	0.4974689	0.5706535	49.0708
OFUSG19085.1	3.174215	4.05838	5.59798	6.02019	7.93921	9.80576	11.712
OFUSG19086.1	0.2542825	1.210181	0.726162	0.409707	6.23526	1.2452205	10.2549
OFUSG19087.1	2.155001	1.52214	1.217785	1.34047	3.247185	3.388305	7.24931
OFUSG19088.1	5.074415	1.619893	2.64248	2.3428255	3.920415	6.67042	10.5065
OFUSG19089.1	25.27005	13.976	22.09135	27.30255	37.06525	34.6685	23.4361
OFUSG19090.1	0.7735355	1.146945	12.28757	31.0537	43.72145	47.65595	14.9594
OFUSG19091.1	338.3195	241.892	197.005	219.2335	218.596	165.1465	164.828
OFUSG19092.1	0.2656675	0.10270785	0.1197238	0.128946	1.438622	9.432265	4.58935
OFUSG19093.1	227.315	33.65635	15.8679	10.32228	8.847975	6.11375	2.87141
OFUSG19094.1	0.8909585	18.28875	10.631955	10.098125	12.938885	31.9561	39.8423
OFUSG19095.1	7.068135	7.527855	8.844745	7.35464	6.83835	5.650205	5.38508
OFUSG19096.1	28.4801	18.429	14.3987	10.39035	9.332295	13.1793	11.1562
OFUSG19097.1	38.74365	64.1063	54.64105	37.30705	27.38435	22.43125	21.5217
OFUSG19098.1	2.32596	7.644895	7.780895	5.3454	6.7071	8.49638	6.77123
OFUSG19099.1	70.6521	82.3039	57.08955	41.7546	45.30625	32.48565	29.5715
OFUSG19099.2	14.197807	2.7789095	3.0647238432	0.00603485	3.23690505e-07	4.82686	9.08063
OFUSG19099.3	248.8955	30.6398	11.72455	8.140195	8.745175	7.622095	5.2791
OFUSG19099.4	4.31386	10.3902995	16.44465	17.78155	19.12915	10.148745	19.3211
OFUSG19099.5	16.05143	9.666585	15.51645	6.3984	2.61697	8.84555e-07	0.770025
OFUSG19100.1	189.487	28.6852	14.47105	8.55481	7.49252	12.06915	16.4942
OFUSG19100.2	240.7805	179.7805	165.7725	126.607	103.929	56.1746	65.8752
OFUSG19100.3	4.157255	1.86725	5.83175	6.728545	8.164085	3.32833	5.04516
OFUSG19101.1	196.5325	127.85005	170.609	144.6145	157.346	27.92915	8.43889
OFUSG19102.1	132.3275	76.38595	77.71485	63.7853	83.46085	21.957445	7.78209
OFUSG19103.1	62.78105	38.6731	31.96475	31.13275	39.63085	8.925155	2.23061
OFUSG19104.1	0	0.1585445	0	0	0	0	0
OFUSG19104.2	73.24405	31.943625	20.1667	15.46066	17.5571	3.62261	1.4473
OFUSG19104.3	16.88685	15.58449	20.8	24.19484	29.0528	12.35031	3.29232
OFUSG19105.1	7.542195	20.2877	39.1997	59.899	84.0531	13.477225	3.22221
OFUSG19106.1	1.1654315	0.772906	0.7881805	0.8225425	2.35175	4.843885	2.99149
OFUSG19107.1	74.4439	16.5396	9.59427	8.427465	10.6755	13.902	11.4565
OFUSG19108.1	0.251681	0.120162	0.1020024	0.01998785	0.1203418	0.0960387	0.151965
OFUSG19109.1	97.99865	145.5725	118.815	85.3588	50.1769	28.67355	31.9466
OFUSG19110.1	8.06228	4.0954	3.289805	3.263995	5.62019	7.398185	7.17301
OFUSG19111.1	1.2074185	2.720935	4.81049	4.47128	3.627855	1.631795	2.083
OFUSG19112.1	0.9270385	0.554518	0.6522315	0.8254965	0.8808025	1.901365	67.0976
OFUSG19113.1	19.23565	32.30105	28.68475	18.2763	9.103835	7.82087	6.69493
OFUSG19114.1	0	0.2279055	0.458435	0.1432435	0.146472	0.276231	42.9873
OFUSG19114.2	0.209983	0.2765395	0.131517	0.6928305	0.170989	0.0564995	0.632712
OFUSG19115.1	53.6068	19.1421	14.02425	12.36015	13.52695	11.666105	7.74508
OFUSG19116.1	38.03445	15.4116	10.550985	8.899685	9.892475	7.023155	5.38941
OFUSG19117.1	2.4989825	11.385935	10.3282665	6.9017875	3.447551	4.332755	1.46713
OFUSG19118.1	0.67455	0.5308555	0.8224295	1.694205	2.131305	3.261425	3.23889
OFUSG19119.1	5.35923	199.2135	129.0465	53.9794	18.0174	1.21062	0.153467
OFUSG19120.1	85.25815	78.5289	77.21455	104.04515	98.3405	68.70195	65.2645
OFUSG19121.1	10.634645	3.17028	2.063985	2.204085	5.066215	5.185545	6.15819
OFUSG19122.1	7.476695	19.5519	18.18565	11.75777	11.556105	8.938865	8.00747
OFUSG19123.1	30.31905	30.8402	30.54185	18.29155	13.30345	9.11538	7.22783
OFUSG19124.1	67.1509	49.6215	31.9816	16.74465	15.77235	15.9852	17.4949
OFUSG19125.1	48.90815	23.06695	18.25105	15.21405	11.89575	10.148655	10.1061
OFUSG19126.1	34.1835	65.6931	9.46278	6.86106	10.150225	25.44925	35.2896
OFUSG19127.1	0.3018065	1.73405	2.72275	7.809005	12.052	22.8881	12.5985
OFUSG19128.1	0.5180585	3.0519965	1.7361035	3.24725	10.97805	11.90893	9.39728
OFUSG19129.1	0.0195898	1.479954	0.986785	0.658151	0.9225305	6.88632	10.3349
OFUSG19130.1	0.35636	24.2342	36.04785	64.8019	35.0145	11.9016	9.11563
OFUSG19131.1	0.02286085	0.532587	0.330337	0.669182	0.356003	0.17892	0.325925
OFUSG19132.1	1.2862955	3.531805	4.97082	2.45282	3.71045	2.595235	3.89267
OFUSG19132.2	1.636919	5.929495	7.37692	17.31525	19.0619	7.325745	1.74006
OFUSG19133.1	0.02426465	0.1518995	0.329408	0.5609595	0.871178	2.05553	3.73413
OFUSG19133.2	0.3759752	0.5180075	0.25341	0.8508135	1.709545	1.711685	3.73426
OFUSG19133.3	0.150006	0.3866115	1.1658095	0.785766	1.40858	2.36589	1.10706
OFUSG19134.1	44.91515	37.57675	26.9571	23.8378	15.17835	15.027	11.5222
OFUSG19135.1	168.1785	36.95365	23.204	15.22925	13.82905	4.26945	1.67719
OFUSG19136.1	280.401	182.9255	98.6079	50.19925	33.80185	20.98285	20.1917
OFUSG19137.1	0	0	0	0	0	0	0
OFUSG19137.2	17.52695	53.3453	90.60375	102.03605	72.0759	30.61535	29.5729
OFUSG19137.3	25.3102	83.7601	138.5655	140.4635	118.9255	45.0825	45.3777
OFUSG19137.4	4.97579	5.02652	4.864535	2.126345	2.332045	1.385353	0.122838
OFUSG19138.1	0.2781175	0.8140785	0.840286	1.085653	0.4244375	1.258407	0.667602
OFUSG19139.1	15.0934	33.41895	50.799	48.479	62.77035	32.8787	28.1688
OFUSG19140.1	1.5537765	0.2406355	0.450906	0.685941	0.858852	1.099099	0.55619
OFUSG19141.1	0.3354525	0.6800085	2.50818	1.239623	0.944493	0.9200985	0.612323
OFUSG19142.1	3.474915	0.264859	0.199293	0.3026945	0.6787015	1.16722	1.1265
OFUSG19143.1	10.16067	14.8478	12.56579	10.86535	2.9949945	0.732615	0.784246
OFUSG19143.2	92.2095	31.4033	23.2708	14.48515	11.2748	9.53381	4.3052
OFUSG19144.1	0.0757475	0.326173	0.356521	0.5466615	2.17193	2.42457	1.23889
OFUSG19145.1	95.4303	49.9512	16.8507	12.6013	7.4213	5.55776	3.48645
OFUSG19146.1	3.97209	9.48225	33.4008	75.72405	20.5003	7.384515	7.91474
OFUSG19147.1	0.8801355	1.82609	1.48447	1.87419	1.63641	2.09923	5.84186
OFUSG19148.1	0.40784	194.468	518.6185	774.2995	920.582	273.269	487.313
OFUSG19149.1	12.26555	4.734535	2.99774	1.562078	1.93669	2.338205	1.6777
OFUSG19149.2	0.244193	0.265248	0.32843355	0.21477001059535	0.327802	0.1505615	0
OFUSG19150.1	3.42782	4.70332	9.220995	10.18223	13.45395	10.410145	2.63385
OFUSG19151.1	5.50454	3.941755	3.202815	4.163625	8.15729	6.335465	4.61497
OFUSG19152.1	15.60705	16.58535	12.82845	7.833045	8.18127	8.23117	7.63161
OFUSG19152.2	0.304745	0.1564535	0.4099215	0.0952025	0.2862321	0.04946075	0.117063
OFUSG19152.3	0.268622	0.4248245	0.684564	0.632399	0.630693	0.227664	0.168162
OFUSG19153.1	43.3212	39.33725	39.50045	51.79515	73.3519	45.3605	44.0754
OFUSG19154.1	14.10105	20.2765	13.6688	8.69591	6.063795	4.545155	3.27132
OFUSG19155.1	12.4378	37.17115	49.07565	36.98625	27.75695	23.70225	24.3695
OFUSG19156.1	56.1825	23.1236	28.2481	32.2111	44.30825	46.9884	25.8146
OFUSG19157.1	0.1453745	0.4921375	1.32724	0.372225	0.950156	0.62006	0.754505
OFUSG19158.1	4.547045	3.209115	2.06645	1.76424	1.127664	0.76473	6.9099
OFUSG19159.1	6.67302	3.96318	2.325505	1.697355	0.771764	0.989975	8.31963
OFUSG19160.1	5.50519	2.819505	1.017	1.009612	0.5056155	0.762242	4.58321
OFUSG19161.1	18.68615	17.35405	10.729535	9.077385	5.61495	5.33499	6.55335
OFUSG19162.1	4.84706	5.238315	6.399255	7.088845	7.498965	6.19695	9.76795
OFUSG19163.1	12.5916	8.682475	4.091015	3.6	2.84307	3.04096	3.68964
OFUSG19163.2	0	0	0.81012	0.328332	0.90362	0.0666105	0.686248
OFUSG19164.1	55.1162	101.72565	78.99425	46.3298	46.0612	33.99585	39.1417
OFUSG19165.1	53.06235	65.7168	45.49575	31.8616	26.4174	18.11555	12.6691
OFUSG19166.1	71.0197	33.0216	22.0397	15.6951	13.8772	15.21215	6.60637
OFUSG19167.1	1.924115	192.0025	145.0595	69.64145	60.06145	71.96735	58.3738
OFUSG19167.2	0	1.6841845	0.844612	0.46768	0.2647445	0.18295	0.763673
OFUSG19168.1	45.6154	9.79732	6.727015	5.579235	6.23865	6.298625	2.38755
OFUSG19169.1	10.27527	1.060092	0.2580705	0.0416379	0.0202471	0.00279873	0
OFUSG19170.1	0.515528	0.535523	0.2709355	0.33461	0.467753	0.380842	0.52504
OFUSG19170.2	21.2774	37.9526	23.3726	11.029555	4.24075	1.631215	1.01478
OFUSG19170.3	2.19408	0.644839	1.89856	2.11803	0.850703	0.4844785	0.49104
OFUSG19170.4	20.4041	19.2615	36.8061	17.98845	16.98235	2.18757	0.327322
OFUSG19170.5	30.80975	15.1371	12.7654	9.28403	7.81256	1.365071	0.00161988
OFUSG19171.1	0	0	0	0	0	0	0
OFUSG19171.2	0.281138	0.2394	0.12583825	0.156332	3.028907	0.463248	1.80212
OFUSG19172.1	0.0948835	1.464139	1.47134	0.2411635	0.3493355	0.14954745	0.30235
OFUSG19173.1	0.4371025	1.188845	0.766787	0.82348	0.8020515	0.6150145	0.989484
OFUSG19174.1	0	0.566584	4.79446	2.454435	1.0152335	1.4341	1.31266
OFUSG19175.1	74.1551	31.513235	31.79655	31.71585	32.48675	48.5216	51.4888
OFUSG19176.1	0	0.3518385	0.307789	0.20764445	0.087035	4.8994135	5146.91
OFUSG19177.1	0.1499394	0.5745325	0.5048835	0.3719023	0.1173034	1.1879975	1281.84
OFUSG19178.1	0	0	0	0	0	0	0.112382
OFUSG19178.2	0	0	0.240345	0	0	0	0.219473
OFUSG19178.3	0.0838125	0.3203585	1.953175e-09	0.15300535	0	0	0
OFUSG19179.1	1.7378535	1.7982485	1.0713695	0.5886425	0.3179965	0.2490575	0.739277
OFUSG19180.1	0	0	0.0163936	0.340078	0.8755855	0.1427805	0.57518
OFUSG19181.1	0	0.4713935	0.490212	1.0002395	4.409605	3.86131	12.2109
OFUSG19181.2	0.7548105	2.100475	9.669995	25.708	51.52735	27.6226	32.1843
OFUSG19182.1	0.0216502	0.0906906	0.506275	0.3559945	0.30540115	5.66481	179.981
OFUSG19183.1	0.0855675	0.444155	0.2960655	0.176189	0.10260885	0.2267205	8.22877
OFUSG19184.1	8.632345	12.9319	10.357045	7.848015	4.488855	6.35536	12.3726
OFUSG19185.1	48.07125	35.3049	30.00475	25.3606	19.6188	7.542035	3.83833
OFUSG19186.1	10.80478	5.18072	3.134935	5.19627	7.876225	5.76136	6.73178
OFUSG19186.2	0.899609	0.000311358	1.695805	0.47996600764605	0	0.20497650064159	0
OFUSG19187.1	117.5675	20.80525	28.74725	37.9463	75.7684	128.187	73.2321
OFUSG19188.1	0.0140489	0.25093745	0.07073475	0.481595	1.767985	3.848705	2.29386
OFUSG19189.1	20.9069	26.3286	30.62445	38.3186	58.85135	14.3323	8.84136
OFUSG19190.1	15.52725	47.1872	80.8614	76.1116	50.97915	34.8512	43.1838
OFUSG19191.1	1220.04	1461.215	1355.05	1441.015	1410.905	2573.655	2322.86
OFUSG19192.1	17.9049	8.85943	7.75713	8.49732	13.00263	20.8339	30.4552
OFUSG19193.1	0.446597	0.8412845	0.4650595	0.7921045	4.05683	3.66717	0.751433
OFUSG19194.1	12.4372	6.90072	4.915805	3.85597	3.82923	3.942635	1.88928
OFUSG19195.1	2.824455	3.19686	2.407345	2.331515	3.10571	2.74822	2.23855
OFUSG19196.1	0.32603105	0.5339835	0.440672	0.2324795	0.3935794	0.1034966	0.235066
OFUSG19197.1	0.1000875	0.1057695	0.4574245	0.4397405	0.5554295	0.0937125	0.217589
OFUSG19198.1	18.91155	23.0152	21.2941	13.74125	9.57331	3.393415	7.09563
OFUSG19199.1	0.5448779899	4.3521705e-05	0.000118765	2.959445	3.01343	5.20944	4.31077
OFUSG19199.2	1.4022062	0.13917105	0.4885185	1.221855e-08	0.2844965	2.66355	4.91079
OFUSG19200.1	82.3616	83.6418	78.25145	36.6579	30.43335	18.89655	15.6594
OFUSG19201.1	4.645625	10.991875	10.842525	9.090585	7.500085	5.16846	4.19872
OFUSG19202.1	2.45139	4.60157	13.47455	9.751065	7.644205	4.838565	13.0295
OFUSG19203.1	4.214395	29.18525	27.47335	12.4026	4.289195	2.460945	2.32672
OFUSG19204.1	5.89658	4.14214	2.98228	5.224775	7.37488	8.060805	11.6872
OFUSG19205.1	0.1107566	0.1336065	0.184154	0.108867	0.0981647	0.6024205	2.24867
OFUSG19206.1	6.653315	6.29441	5.773165	4.082405	5.02737	4.882165	4.11065
OFUSG19207.1	19.38175	13.332805	16.0537	13.706755	13.3276	7.75521	6.30357
OFUSG19208.1	14.85665	7.308275	8.422505	7.477265	7.85972	8.728005	13.9965
OFUSG19208.2	66.8674	31.7056	20.88615	19.10775	17.12715	14.4243	11.6707
OFUSG19209.1	16.9147	26.1608	20.76835	14.2724	11.0438	10.71378	9.30989
OFUSG19210.1	18.84105	20.0269	22.76025	23.56615	22.41165	18.05955	17.7408
OFUSG19211.1	23.628	69.78065	82.3439	48.51455	27.75135	28.33935	32.2306
OFUSG19212.1	82.9971	29.1354	28.16015	35.84995	36.27075	22.1701	19.5108
OFUSG19213.1	24.81795	3.61433	5.00443	3.02211	3.696395	2.33729	1.56082
OFUSG19213.2	57.1666	10.24547	6.49583	6.74083	5.758035	4.876985	5.59505
OFUSG19214.1	39.90135	37.4868	33.9906	28.65845	44.5011	18.0572	18.2263
OFUSG19215.1	8.96037	5.65556	7.173115	7.77805	7.348635	3.39672	1.22329
OFUSG19216.1	0.5245835	1.97158	0.9623455	0.154111	0.04292425	2.400945	5.34002
OFUSG19216.2	0	0	0	0	0	0.314079	0.40719
OFUSG19217.1	0.03381285	0.2536925	0.3158105	0.148533	0.0696995	0.01609525	0
OFUSG19218.1	0.2178695	1.29574	2.60825	6.523185	9.79168	2.98256	1.14077
OFUSG19219.1	10.626	13.53508	7.845825	3.73811	3.354475	3.40377	3.27091
OFUSG19220.1	25.5891	22.0044	25.44035	20.9523	16.8348	12.97985	12.2891
OFUSG19221.1	0.709251	0.367719	0.3539195	0	0.076415	2.41856	22.081
OFUSG19222.1	1.11323	1.909685	3.482375	1.634395	1.23059	2.68629	1.18074
OFUSG19222.2	0.3979135	1.4295	1.709249	2.14306	2.190795	5.245865	3.59436
OFUSG19223.1	4.89141	4.514225	7.382105	8.4893	8.45107	3.997275	3.66503
OFUSG19224.1	27.5806	29.5136	25.07495	14.66455	11.88058	96.6448	322.534
OFUSG19225.1	33.40585	40.77845	24.70495	17.7262	14.0603	144.80345	430.603
OFUSG19226.1	21.2138	23.71525	13.607445	10.63145	13.25235	50.87685	171.767
OFUSG19227.1	6.55416	7.654915	3.3153725	5.09019	6.107075	25.20935	107.558
OFUSG19228.1	10.20705	23.46064	13.11185	8.3562	9.177885	48.4938	172.931
OFUSG19229.1	1.2457115	1.6272625	1.053169	0.640491	0.7176255	3.29668	12.2402
OFUSG19230.1	0.2146405	0.7236065	0.951098	1.310256	1.499462	2.422055	1.60994
OFUSG19231.1	1.488756	0.597114	0.52414	0.28504	0.533073	1.2368755	7.19908
OFUSG19232.1	0.1508686	1.4385045	0.379189	0.305868	0.3151675	2.4033625	26.9466
OFUSG19233.1	0.06660045	0.7719015	0.12898105	0.1348	0.1650215	0.8678325	10.5813
OFUSG19234.1	0.086141	0.927115	0.624095	0.8477045	0.3859275	4.135884	25.2528
OFUSG19235.1	0.333228	1.59223	0	1.690165	0.231734	5.23325	25.9603
OFUSG19236.1	0.103938	0.949259	1.0178025	0.446393	0.2496465	3.648902	18.209
OFUSG19237.1	0	0.01913055	0.00922235	0	0	0.476666	9.76618
OFUSG19238.1	0	0	0	0.2739755	0	1.764212	32.5226
OFUSG19239.1	0.0145825	0.252157	0.0214555	0.00669885	0.01053435	0.4398085	7.72238
OFUSG19240.1	0	1.963425	0.318829	0	0	1.6274565	29.5176
OFUSG19241.1	0.3772245	2.652492	1.3631415	0.6528565	0.685921	7.35927	52.8593
OFUSG19242.1	0.02768365	0.263299	0.05658	0	0.062179	0.72605	8.18966
OFUSG19243.1	0	3.434276	0.48209	0.145075	0	7.527815	75.2767
OFUSG19244.1	0.201612	1.550075	0.562715	0	0	3.62595	35.8674
OFUSG19245.1	0	1.026955	0.249885	0.220952	0	2.3491795	26.5151
OFUSG19246.1	0.181391	0.355789	1.0451945	2.155675	7.585835	37.6312	81.8434
OFUSG19247.1	8.536805	4.46879	4.04015	3.76352	4.72144	4.88944	4.74742
OFUSG19248.1	13.8152	9.89282	4.468435	2.62102	2.30414	2.86422	2.40173
OFUSG19249.1	22.43	235.648	402.4655	397.2965	306.091	133.4965	129.123
OFUSG19250.1	73.73515	12.3856	9.09104	15.24435	33.76715	31.22895	28.2354
OFUSG19251.1	1.036312	1.1812635	0.8108065	0.730182	1.2204535	4.860455	367.533
OFUSG19252.1	14.714	8.156315	10.11465	14.1923	20.8963	18.4089	6.6795
OFUSG19253.1	9.62907	5.538415	5.53552	7.749685	13.6105	11.94596	6.24581
OFUSG19254.1	5.3779	2.366276	1.118933	2.132465	2.580535	5.324195	1.64472
OFUSG19254.2	3.41568	1.421042	2.1122	3.37806	6.4761	5.03487	1.3694
OFUSG19255.1	110.51	248.9445	250.7475	252.7525	218.7205	106.30105	111.032
OFUSG19256.1	7.83659	19.14945	22.5432	24.5409	27.55135	12.72965	7.11038
OFUSG19256.2	8.702485	5.57124	2.539895	1.248352	1.03939	1.2322205	1.54331
OFUSG19257.1	9.00119	4.55409	3.26152	1.76437	1.62151	2.37188	2.9762
OFUSG19258.1	95.9392	61.00045	32.27225	21.27325	27.39515	29.5696	28.6981
OFUSG19259.1	0.7402875	0.7996155	0.187369	0.250369	0.3241515	101.36295	340.374
