Motif	Factor	Evidence	Curated
GM.5.0.Homeodomain.0180	TCONS_00020805	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00027510	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00026910	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00027826	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00026836	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00026711	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00026612	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00026377	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00026365	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00019737	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00015367	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00014810	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00014809	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00010493	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00018852	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00017786	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00038300	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00038275	Orthologs	N
GM.5.0.Homeodomain.0180	TCONS_00010844	Orthologs	N
GM.5.0.Mixed.0094	TCONS_00022323	Orthologs	N
GM.5.0.Mixed.0094	TCONS_00014868	Orthologs	N
GM.5.0.Mixed.0094	TCONS_00046780	Orthologs	N
GM.5.0.Mixed.0094	TCONS_00011580	Orthologs	N
GM.5.0.Mixed.0094	TCONS_00042618	Orthologs	N
GM.5.0.Unknown.0153	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Unknown.0154	TCONS_00008382	Orthologs	N
GM.5.0.Ndt80_PhoG.0001	TCONS_00023166	Orthologs	N
GM.5.0.Ndt80_PhoG.0001	TCONS_00025033	Orthologs	N
GM.5.0.Unknown.0155	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.IRF.0019	TCONS_00030938	Orthologs	N
GM.5.0.IRF.0019	TCONS_00007285	Orthologs	N
GM.5.0.IRF.0019	TCONS_00007284	Orthologs	N
GM.5.0.Unknown.0156	TCONS_00042618	Orthologs	N
GM.5.0.bHLH.0124	TCONS_00020216	Orthologs	N
GM.5.0.Unknown.0157	TCONS_00001720	Orthologs	N
GM.5.0.Paired_box.0020	TCONS_00051388	Orthologs	N
GM.5.0.Paired_box.0020	TCONS_00010942	Orthologs	N
GM.5.0.Paired_box.0020	TCONS_00048997	Orthologs	N
GM.5.0.Paired_box.0020	TCONS_00008752	Orthologs	N
GM.5.0.Paired_box.0020	TCONS_00033882	Orthologs	N
GM.5.0.Paired_box.0020	TCONS_00034370	Orthologs	N
GM.5.0.Paired_box.0020	TCONS_00023129	Orthologs	N
GM.5.0.Paired_box.0020	TCONS_00030369	Orthologs	N
GM.5.0.Nuclear_receptor.0124	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF.0254	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bZIP.0092	TCONS_00010311	Orthologs	N
GM.5.0.Unknown.0158	TCONS_00018209	Orthologs	N
GM.5.0.Unknown.0159	TCONS_00029764	Orthologs	N
GM.5.0.Unknown.0159	TCONS_00029198	Orthologs	N
GM.5.0.Unknown.0159	TCONS_00017915	Orthologs	N
GM.5.0.bHLH.0125	TCONS_00049393	Orthologs	N
GM.5.0.bHLH.0125	TCONS_00031374	Orthologs	N
GM.5.0.bHLH.0125	TCONS_00048173	Orthologs	N
GM.5.0.bHLH.0125	TCONS_00018009	Orthologs	N
GM.5.0.bHLH.0125	TCONS_00051437	Orthologs	N
GM.5.0.GATA.0026	TCONS_00017935	Orthologs	N
GM.5.0.GATA.0026	TCONS_00049440	Orthologs	N
GM.5.0.C2H2_ZF.0255	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.GATA.0027	TCONS_00017935	Orthologs	N
GM.5.0.GATA.0027	TCONS_00049440	Orthologs	N
GM.5.0.C2H2_ZF.0256	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0126	TCONS_00042488	Orthologs	N
GM.5.0.Mixed.0095	TCONS_00042093	Orthologs	N
GM.5.0.Mixed.0095	TCONS_00001951	Orthologs	N
GM.5.0.Mixed.0095	TCONS_00017780	Orthologs	N
GM.5.0.T-box.0022	TCONS_00026125	Orthologs	N
GM.5.0.T-box.0022	TCONS_00008648	Orthologs	N
GM.5.0.T-box.0022	TCONS_00005387	Orthologs	N
GM.5.0.T-box.0022	TCONS_00005165	Orthologs	N
GM.5.0.T-box.0022	TCONS_00005618	Orthologs	N
GM.5.0.T-box.0022	TCONS_00018803	Orthologs	N
GM.5.0.T-box.0022	TCONS_00001049	Orthologs	N
GM.5.0.T-box.0022	TCONS_00047036	Orthologs	N
GM.5.0.Nuclear_receptor.0125	TCONS_00049627	Orthologs	N
GM.5.0.SAND.0008	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Nuclear_receptor.0126	TCONS_00049627	Orthologs	N
GM.5.0.Nuclear_receptor.0126	TCONS_00028111	Orthologs	N
GM.5.0.Nuclear_receptor.0126	TCONS_00028123	Orthologs	N
GM.5.0.Nuclear_receptor.0126	TCONS_00019811	Orthologs	N
GM.5.0.Nuclear_receptor.0126	TCONS_00016058	Orthologs	N
GM.5.0.Unknown.0160	TCONS_00044893	Orthologs	N
GM.5.0.Unknown.0160	TCONS_00044892	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00026598	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00027287	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00027293	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00027286	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00027292	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00027285	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00027291	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00026487	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00026505	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00020801	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00043771	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00032269	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00032267	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00032266	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00032262	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00032264	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00032259	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00032261	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00043772	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00032260	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00032270	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00032272	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00018945	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00018960	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00031629	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00019139	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00020105	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00042478	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00020805	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00027510	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00026910	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00027826	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00026836	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00026711	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00026612	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00026377	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00026365	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00019737	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00015367	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00014810	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00014809	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00010493	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00018852	Orthologs	N
GM.5.0.Homeodomain.0181	TCONS_00017786	Orthologs	N
GM.5.0.Unknown.0161	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.bHLH.0127	TCONS_00042488	Orthologs	N
GM.5.0.RFX.0014	TCONS_00020774	Orthologs	N
GM.5.0.RFX.0014	TCONS_00020784	Orthologs	N
GM.5.0.RFX.0014	TCONS_00020783	Orthologs	N
GM.5.0.E2F.0020	TCONS_00007126	Orthologs	N
GM.5.0.E2F.0020	TCONS_00017529	Orthologs	N
GM.5.0.C2H2_ZF.0257	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Unknown.0162	TCONS_00013726	Orthologs	N
GM.5.0.C2H2_ZF.0258	TCONS_00033319	Orthologs	N
GM.5.0.C2H2_ZF.0258	TCONS_00011478	Orthologs	N
GM.5.0.Paired_box.0021	TCONS_00051388	Orthologs	N
GM.5.0.Paired_box.0021	TCONS_00010942	Orthologs	N
GM.5.0.Paired_box.0021	TCONS_00048997	Orthologs	N
GM.5.0.Paired_box.0021	TCONS_00008752	Orthologs	N
GM.5.0.Paired_box.0021	TCONS_00033882	Orthologs	N
GM.5.0.Paired_box.0021	TCONS_00034370	Orthologs	N
GM.5.0.Paired_box.0021	TCONS_00023129	Orthologs	N
GM.5.0.Paired_box.0021	TCONS_00030369	Orthologs	N
GM.5.0.C2H2_ZF.0259	TCONS_00015497	Orthologs	N
GM.5.0.C2H2_ZF.0259	TCONS_00016588	Orthologs	N
GM.5.0.SAND.0009	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF.0260	TCONS_00033319	Orthologs	N
GM.5.0.C2H2_ZF.0260	TCONS_00011478	Orthologs	N
GM.5.0.C2H2_ZF.0261	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Unknown.0163	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF.0262	TCONS_00010176	Orthologs	N
GM.5.0.C2H2_ZF.0262	TCONS_00003870	Orthologs	N
GM.5.0.C2H2_ZF.0262	TCONS_00052772	Orthologs	N
GM.5.0.C2H2_ZF.0262	TCONS_00052811	Orthologs	N
GM.5.0.C2H2_ZF.0262	TCONS_00010343	Orthologs	N
GM.5.0.C2H2_ZF.0262	TCONS_00003134	Orthologs	N
GM.5.0.C2H2_ZF.0262	TCONS_00036998	Orthologs	N
GM.5.0.C2H2_ZF.0262	TCONS_00002650	Orthologs	N
GM.5.0.C2H2_ZF.0262	TCONS_00025392	Orthologs	N
GM.5.0.C2H2_ZF.0263	TCONS_00022983	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00011336	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00055417	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00025375	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00008968	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00008967	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00029831	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00024115	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00029830	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00053632	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00042377	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00051149	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00026068	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00008966	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00052518	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00052512	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00029574	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00009611	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00029143	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00009689	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00012754	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00051990	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00051989	Orthologs	N
GM.5.0.Forkhead.0053	TCONS_00014249	Orthologs	N
GM.5.0.TEA.0007	TCONS_00038040	Orthologs	N
GM.5.0.TEA.0007	TCONS_00010070	Orthologs	N
GM.5.0.C2H2_ZF.0264	TCONS_00039820	Orthologs	N
GM.5.0.C2H2_ZF.0264	TCONS_00039818	Orthologs	N
GM.5.0.C2H2_ZF.0264	TCONS_00040791	Orthologs	N
GM.5.0.C2H2_ZF.0265	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.C2H2_ZF.0266	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Unknown.0164	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.HSF.0009	TCONS_00009390	Orthologs	N
GM.5.0.Homeodomain.0182	TCONS_00026601	Orthologs	N
GM.5.0.Homeodomain.0182	TCONS_00026600	Orthologs	N
GM.5.0.Homeodomain.0182	TCONS_00009628	Orthologs	N
GM.5.0.Homeodomain.0182	TCONS_00009627	Orthologs	N
GM.5.0.AT_hook.0004	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Unknown.0165	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Unknown.0166	TCONS_00028785	Orthologs	N
GM.5.0.C2H2_ZF.0267	TCONS_00017948	Orthologs	N
GM.5.0.C2H2_ZF.0267	TCONS_00018160	Orthologs	N
GM.5.0.C2H2_ZF.0267	TCONS_00014999	Orthologs	N
GM.5.0.C2H2_ZF.0267	TCONS_00029221	Orthologs	N
GM.5.0.C2H2_ZF.0267	TCONS_00052198	Orthologs	N
GM.5.0.C2H2_ZF.0267	TCONS_00001141	Orthologs	N
GM.5.0.C2H2_ZF.0267	TCONS_00037684	Orthologs	N
GM.5.0.Nuclear_receptor.0127	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00011336	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00055417	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00025375	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00008968	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00008967	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00029831	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00024115	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00029830	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00053632	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00042377	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00051149	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00026068	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00008966	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00052518	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00052512	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00029574	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00009611	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00029143	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00009689	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00012754	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00051990	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00051989	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00014249	Orthologs	N
GM.5.0.Forkhead.0054	TCONS_00012708	Orthologs	N
GM.5.0.bHLH.0128	TCONS_00049393	Orthologs	N
GM.5.0.bHLH.0128	TCONS_00031374	Orthologs	N
GM.5.0.bHLH.0128	TCONS_00048173	Orthologs	N
GM.5.0.bHLH.0128	TCONS_00018009	Orthologs	N
GM.5.0.bHLH.0128	TCONS_00051437	Orthologs	N
GM.5.0.C2H2_ZF.0268	TCONS_00054588	Orthologs	N
GM.5.0.C2H2_ZF.0268	TCONS_00042947	Orthologs	N
GM.5.0.C2H2_ZF.0268	TCONS_00003964	Orthologs	N
GM.5.0.C2H2_ZF.0268	TCONS_00041599	Orthologs	N
GM.5.0.Mixed.0096	TCONS_00042093	Orthologs	N
GM.5.0.Mixed.0096	TCONS_00001951	Orthologs	N
GM.5.0.Mixed.0096	TCONS_00017780	Orthologs	N
GM.5.0.C2H2_ZF.0269	TCONS_00000165	Orthologs	N
GM.5.0.bHLH.0129	TCONS_00024122	Orthologs	N
GM.5.0.bHLH.0129	TCONS_00028994	Orthologs	N
GM.5.0.bHLH.0129	TCONS_00000580	Orthologs	N
GM.5.0.bHLH.0129	TCONS_00011913	Orthologs	N
GM.5.0.bHLH.0129	TCONS_00011867	Orthologs	N
GM.5.0.bHLH.0129	TCONS_00000584	Orthologs	N
GM.5.0.bHLH.0129	TCONS_00010522	Orthologs	N
GM.5.0.bHLH.0129	TCONS_00010521	Orthologs	N
GM.5.0.bZIP.0093	TCONS_00055793	Orthologs	N
GM.5.0.bZIP.0093	TCONS_00042177	Orthologs	N
GM.5.0.bZIP.0093	TCONS_00042626	Orthologs	N
GM.5.0.bZIP.0093	TCONS_00010307	Orthologs	N
GM.5.0.bZIP.0093	TCONS_00010310	Orthologs	N
GM.5.0.bZIP.0093	TCONS_00010312	Orthologs	N
GM.5.0.bZIP.0093	TCONS_00010318	Orthologs	N
GM.5.0.bZIP.0093	TCONS_00010317	Orthologs	N
GM.5.0.bZIP.0093	TCONS_00010306	Orthologs	N
GM.5.0.bZIP.0093	TCONS_00011657	Orthologs	N
GM.5.0.bZIP.0093	TCONS_00010313	Orthologs	N
GM.5.0.C2H2_ZF.0270	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0183	TCONS_00026601	Orthologs	N
GM.5.0.Homeodomain.0183	TCONS_00026600	Orthologs	N
GM.5.0.Homeodomain.0183	TCONS_00009628	Orthologs	N
GM.5.0.Homeodomain.0183	TCONS_00009627	Orthologs	N
GM.5.0.Mixed.0097	TCONS_00057121	Orthologs	N
GM.5.0.Mixed.0097	TCONS_00010798	Orthologs	N
GM.5.0.Mixed.0097	TCONS_00010797	Orthologs	N
GM.5.0.Mixed.0097	TCONS_00003499	Orthologs	N
GM.5.0.Mixed.0097	TCONS_00025915	Orthologs	N
GM.5.0.Mixed.0098	TCONS_00028502	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00011336	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00055417	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00025375	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00008968	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00008967	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00029831	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00024115	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00029830	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00053632	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00042377	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00051149	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00026068	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00008966	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00052518	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00052512	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00029574	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00009611	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00029143	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00009689	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00012754	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00051990	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00051989	Orthologs	N
GM.5.0.Forkhead.0055	TCONS_00014249	Orthologs	N
GM.5.0.Homeodomain_POU.0018	TCONS_00042093	Orthologs	N
GM.5.0.Homeodomain_POU.0018	TCONS_00001951	Orthologs	N
GM.5.0.Homeodomain_POU.0018	TCONS_00017780	Orthologs	N
GM.5.0.Homeodomain_POU.0018	TCONS_00018800	Orthologs	N
GM.5.0.Mixed.0099	TCONS_00030624	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00011336	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00055417	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00025375	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00008968	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00008967	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00029831	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00024115	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00029830	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00053632	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00042377	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00051149	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00026068	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00008966	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00052518	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00052512	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00029574	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00009611	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00029143	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00009689	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00012754	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00051990	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00051989	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00014249	Orthologs	N
GM.5.0.Forkhead.0056	TCONS_00012708	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00026598	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00027287	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00027293	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00027286	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00027292	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00027285	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00027291	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00026487	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00026505	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00020801	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00043771	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00032269	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00032267	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00032266	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00032262	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00032264	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00032259	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00032261	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00043772	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00032260	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00032270	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00032272	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00018945	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00018960	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00031629	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00019139	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00020105	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00042478	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00020805	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00027510	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00026910	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00027826	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00026836	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00026711	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00026612	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00026377	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00026365	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00019737	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00015367	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00014810	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00014809	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00010493	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00018852	Orthologs	N
GM.5.0.Homeodomain.0184	TCONS_00017786	Orthologs	N
GM.5.0.RFX.0015	TCONS_00037318	Orthologs	N
GM.5.0.RFX.0015	TCONS_00020774	Orthologs	N
GM.5.0.RFX.0015	TCONS_00020784	Orthologs	N
GM.5.0.RFX.0015	TCONS_00020783	Orthologs	N
GM.5.0.RFX.0015	TCONS_00053533	Orthologs	N
GM.5.0.RFX.0015	TCONS_00056445	Orthologs	N
GM.5.0.RFX.0015	TCONS_00056016	Orthologs	N
GM.5.0.RFX.0015	TCONS_00055099	Orthologs	N
GM.5.0.Homeodomain.0185	TCONS_00006179	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00053631	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00034245	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00034241	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00034003	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00034036	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00030276	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00047519	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00030552	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00012881	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00031055	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00016565	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00038079	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00057137	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00055932	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00055933	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00055931	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00057143	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00044644	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00044645	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00043977	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00055840	Orthologs	N
GM.5.0.bHLH.0130	TCONS_00055839	Orthologs	N
GM.5.0.AT_hook.0005	TCONS_00024484	Orthologs	N
GM.5.0.GATA.0028	TCONS_00017935	Orthologs	N
GM.5.0.GATA.0028	TCONS_00049440	Orthologs	N
GM.5.0.Nuclear_receptor.0128	TCONS_00049627	Orthologs	N
GM.5.0.Forkhead.0057	TCONS_00011336	Orthologs	N
GM.5.0.Forkhead.0057	TCONS_00055417	Orthologs	N
GM.5.0.Forkhead.0057	TCONS_00025375	Orthologs	N
GM.5.0.Forkhead.0057	TCONS_00008968	Orthologs	N
GM.5.0.Forkhead.0057	TCONS_00008967	Orthologs	N
GM.5.0.Forkhead.0057	TCONS_00029831	Orthologs	N
GM.5.0.Forkhead.0057	TCONS_00024115	Orthologs	N
GM.5.0.Forkhead.0057	TCONS_00029830	Orthologs	N
