TCONS_00011438.p1	HUMAN04755
TCONS_00040868.p1	HUMAN05463
TCONS_00029063.p1	HUMAN18634
TCONS_00054359.p1	HUMAN08666
TCONS_00028419.p1	HUMAN28897
TCONS_00014999.p1	HUMAN29307
TCONS_00029427.p1	HUMAN09910
TCONS_00017013.p1	HUMAN25204
TCONS_00056633.p1	HUMAN12714
TCONS_00008083.p1	HUMAN27965
TCONS_00051111.p1	HUMAN20941
TCONS_00001169.p1	HUMAN20002
TCONS_00036833.p1	HUMAN01458
TCONS_00012251.p1	HUMAN12376
TCONS_00013005.p1	HUMAN12153
TCONS_00041873.p1	HUMAN22365
TCONS_00027705.p1	HUMAN21234
TCONS_00043693.p1	HUMAN05258
TCONS_00056753.p1	HUMAN21807
TCONS_00028016.p1	HUMAN01821
TCONS_00020195.p1	HUMAN23188
TCONS_00031918.p1	HUMAN30333
TCONS_00020825.p1	HUMAN11017
TCONS_00016569.p1	HUMAN02147
TCONS_00027854.p1	HUMAN23500
TCONS_00022528.p1	HUMAN21661
TCONS_00009756.p1	HUMAN08412
TCONS_00050225.p1	HUMAN21779
TCONS_00044927.p1	HUMAN28073
TCONS_00050642.p1	HUMAN05857
TCONS_00002600.p1	HUMAN18219
TCONS_00004974.p1	HUMAN13110
TCONS_00013973.p1	HUMAN12372
TCONS_00024823.p1	HUMAN04377
TCONS_00056136.p1	HUMAN05757
TCONS_00021917.p1	HUMAN07765
TCONS_00014538.p1	HUMAN02360
TCONS_00023014.p1	HUMAN04292
TCONS_00042338.p1	HUMAN07477
TCONS_00053261.p1	HUMAN23427
TCONS_00050924.p1	HUMAN00211
TCONS_00054299.p1	HUMAN14693
TCONS_00021495.p1	HUMAN21301
TCONS_00001865.p1	HUMAN03894
TCONS_00013808.p1	HUMAN20205
TCONS_00013749.p1	HUMAN20086
TCONS_00030934.p1	HUMAN24389
TCONS_00029610.p1	HUMAN09728
TCONS_00042807.p1	HUMAN29649
TCONS_00021035.p1	HUMAN21809
TCONS_00005125.p1	HUMAN10876
TCONS_00047825.p1	HUMAN20369
TCONS_00039260.p1	HUMAN22979
TCONS_00006466.p1	HUMAN10824
TCONS_00037895.p1	HUMAN05820
TCONS_00014720.p1	HUMAN13454
TCONS_00048976.p1	HUMAN05771
TCONS_00046336.p1	HUMAN29543
TCONS_00018472.p1	HUMAN00898
TCONS_00012984.p1	HUMAN20087
TCONS_00049627.p1	HUMAN20545
TCONS_00029109.p1	HUMAN09733
TCONS_00025346.p1	HUMAN02383
TCONS_00042533.p1	HUMAN22838
TCONS_00045383.p1	HUMAN18881
TCONS_00034975.p1	HUMAN05615
TCONS_00015342.p1	HUMAN29054
TCONS_00018971.p1	HUMAN09538
TCONS_00003971.p1	HUMAN12860
TCONS_00017257.p1	HUMAN25612
TCONS_00049233.p1	HUMAN20838
TCONS_00015951.p1	HUMAN01171
TCONS_00052005.p1	HUMAN05905
TCONS_00020664.p1	HUMAN27844
TCONS_00013220.p1	HUMAN10671
TCONS_00013404.p1	HUMAN10555
TCONS_00055574.p1	HUMAN17572
TCONS_00015524.p1	HUMAN21882
TCONS_00001685.p1	HUMAN25822
TCONS_00005992.p1	HUMAN11856
TCONS_00015563.p1	HUMAN01557
TCONS_00006389.p1	HUMAN07171
TCONS_00033814.p1	HUMAN19561
TCONS_00024002.p1	HUMAN25025
TCONS_00028340.p1	HUMAN23720
TCONS_00024372.p1	HUMAN19681
TCONS_00053004.p1	HUMAN06704
TCONS_00029671.p1	HUMAN23497
TCONS_00005258.p1	HUMAN22957
TCONS_00031424.p1	HUMAN03396
TCONS_00008840.p1	HUMAN26133
TCONS_00010725.p1	HUMAN16895
TCONS_00049724.p1	HUMAN07030
TCONS_00013200.p1	HUMAN01840
TCONS_00053183.p1	HUMAN23263
TCONS_00042673.p1	HUMAN27469
TCONS_00025508.p1	HUMAN04180
TCONS_00029441.p1	HUMAN09685
TCONS_00018367.p1	HUMAN04592
TCONS_00052735.p1	HUMAN01303
TCONS_00004811.p1	HUMAN21650
TCONS_00047273.p1	HUMAN02402
TCONS_00009320.p1	HUMAN27984
TCONS_00048647.p1	HUMAN20915
TCONS_00051923.p1	HUMAN00360
TCONS_00008804.p1	HUMAN14083
TCONS_00005993.p1	HUMAN07376
TCONS_00030691.p1	HUMAN22588
TCONS_00011274.p1	HUMAN07658
TCONS_00051180.p1	HUMAN00236
TCONS_00026719.p1	HUMAN29164
TCONS_00048101.p1	HUMAN26475
TCONS_00003471.p1	HUMAN08252
TCONS_00014208.p1	HUMAN10245
TCONS_00047440.p1	HUMAN30561
TCONS_00039977.p1	HUMAN01370
TCONS_00055605.p1	HUMAN23211
TCONS_00050931.p1	HUMAN21583
TCONS_00042541.p1	HUMAN17577
TCONS_00055343.p1	HUMAN12692
TCONS_00019352.p1	HUMAN09677
TCONS_00043841.p1	HUMAN13002
TCONS_00001939.p1	HUMAN01485
TCONS_00017793.p1	HUMAN16006
TCONS_00010464.p1	HUMAN15487
TCONS_00049454.p1	HUMAN06942
TCONS_00009664.p1	HUMAN08941
TCONS_00044702.p1	HUMAN00579
TCONS_00048163.p1	HUMAN20894
TCONS_00016686.p1	HUMAN18573
TCONS_00004185.p1	HUMAN27286
TCONS_00001175.p1	HUMAN25652
TCONS_00042304.p1	HUMAN29603
TCONS_00023427.p1	HUMAN03602
TCONS_00043433.p1	HUMAN22851
TCONS_00008146.p1	HUMAN11018
TCONS_00032479.p1	HUMAN02788
TCONS_00053406.p1	HUMAN28717
TCONS_00025907.p1	HUMAN03764
TCONS_00001491.p1	HUMAN29657
TCONS_00020840.p1	HUMAN21602
TCONS_00014223.p1	HUMAN15781
TCONS_00053896.p1	HUMAN23360
TCONS_00005639.p1	HUMAN07378
TCONS_00021748.p1	HUMAN21976
TCONS_00047290.p1	HUMAN07049
TCONS_00029816.p1	HUMAN09496
TCONS_00047867.p1	HUMAN11289
TCONS_00048803.p1	HUMAN01393
TCONS_00055425.p1	HUMAN06661
TCONS_00012901.p1	HUMAN10469
TCONS_00033332.p1	HUMAN09512
TCONS_00022299.p1	HUMAN13146
TCONS_00002937.p1	HUMAN26043
TCONS_00056768.p1	HUMAN18025
TCONS_00041989.p1	HUMAN20255
TCONS_00019205.p1	HUMAN17997
TCONS_00006238.p1	HUMAN05013
TCONS_00007890.p1	HUMAN28005
TCONS_00010130.p1	HUMAN04843
TCONS_00045541.p1	HUMAN16575
TCONS_00005209.p1	HUMAN26458
TCONS_00017004.p1	HUMAN16693
TCONS_00056870.p1	HUMAN26308
TCONS_00042354.p1	HUMAN22615
TCONS_00005633.p1	HUMAN26361
TCONS_00015544.p1	HUMAN01455
TCONS_00052552.p1	HUMAN00976
TCONS_00004071.p1	HUMAN06434
TCONS_00009666.p1	HUMAN17511
TCONS_00009288.p1	HUMAN11239
TCONS_00037578.p1	HUMAN26922
TCONS_00040469.p1	HUMAN15691
TCONS_00036149.p1	HUMAN06791
TCONS_00046684.p1	HUMAN16571
TCONS_00020000.p1	HUMAN20680
TCONS_00051718.p1	HUMAN00121
TCONS_00005548.p1	HUMAN07422
TCONS_00018865.p1	HUMAN25254
TCONS_00011725.p1	HUMAN08816
TCONS_00050227.p1	HUMAN00225
TCONS_00023969.p1	HUMAN04358
TCONS_00048560.p1	HUMAN26923
TCONS_00018836.p1	HUMAN02866
TCONS_00014594.p1	HUMAN13194
TCONS_00055877.p1	HUMAN08493
TCONS_00019989.p1	HUMAN19638
TCONS_00041899.p1	HUMAN22341
TCONS_00008067.p1	HUMAN11456
TCONS_00049210.p1	HUMAN01427
TCONS_00007284.p1	HUMAN24413
TCONS_00011838.p1	HUMAN02528
TCONS_00046853.p1	HUMAN28236
TCONS_00025359.p1	HUMAN06158
TCONS_00013829.p1	HUMAN10581
TCONS_00049691.p1	HUMAN20947
TCONS_00017773.p1	HUMAN29406
TCONS_00002727.p1	HUMAN06329
TCONS_00001536.p1	HUMAN21364
TCONS_00026285.p1	HUMAN24154
TCONS_00012881.p1	HUMAN26596
TCONS_00027369.p1	HUMAN17998
TCONS_00041854.p1	HUMAN27486
TCONS_00028158.p1	HUMAN22450
TCONS_00037161.p1	HUMAN06182
TCONS_00049124.p1	HUMAN06950
TCONS_00001015.p1	HUMAN25829
TCONS_00050423.p1	HUMAN21975
TCONS_00010958.p1	HUMAN02575
TCONS_00026260.p1	HUMAN03320
TCONS_00028775.p1	HUMAN23342
TCONS_00013010.p1	HUMAN21129
TCONS_00001399.p1	HUMAN00761
TCONS_00010739.p1	HUMAN18693
TCONS_00034044.p1	HUMAN22952
TCONS_00017309.p1	HUMAN27431
TCONS_00025891.p1	HUMAN17147
TCONS_00011840.p1	HUMAN16873
TCONS_00013903.p1	HUMAN13318
TCONS_00008171.p1	HUMAN17440
TCONS_00040798.p1	HUMAN05586
TCONS_00012749.p1	HUMAN13397
TCONS_00026102.p1	HUMAN20774
TCONS_00037412.p1	HUMAN04988
TCONS_00031298.p1	HUMAN03192
TCONS_00047681.p1	HUMAN20913
TCONS_00021248.p1	HUMAN21926
TCONS_00043859.p1	HUMAN18183
TCONS_00014978.p1	HUMAN29289
TCONS_00009191.p1	HUMAN11263
TCONS_00042674.p1	HUMAN22859
TCONS_00049131.p1	HUMAN06967
TCONS_00009830.p1	HUMAN15441
TCONS_00009723.p1	HUMAN15507
TCONS_00012797.p1	HUMAN20126
TCONS_00002307.p1	HUMAN25420
TCONS_00055840.p1	HUMAN18475
TCONS_00051215.p1	HUMAN21981
TCONS_00013260.p1	HUMAN10136
TCONS_00012575.p1	HUMAN13519
TCONS_00027980.p1	HUMAN13952
TCONS_00020771.p1	HUMAN01880
TCONS_00043121.p1	HUMAN29607
TCONS_00006566.p1	HUMAN07534
TCONS_00005015.p1	HUMAN19961
TCONS_00043772.p1	HUMAN07512
TCONS_00046501.p1	HUMAN05697
TCONS_00046412.p1	HUMAN06127
TCONS_00006453.p1	HUMAN11735
TCONS_00005089.p1	HUMAN13093
TCONS_00021470.p1	HUMAN18307
TCONS_00053524.p1	HUMAN14662
TCONS_00005641.p1	HUMAN07335
TCONS_00023597.p1	HUMAN19515
TCONS_00037881.p1	HUMAN06133
TCONS_00010148.p1	HUMAN05329
TCONS_00004437.p1	HUMAN12933
TCONS_00008325.p1	HUMAN15207
TCONS_00020679.p1	HUMAN11621
TCONS_00027004.p1	HUMAN27914
TCONS_00028192.p1	HUMAN23611
TCONS_00014211.p1	HUMAN13306
TCONS_00012135.p1	HUMAN16932
TCONS_00002153.p1	HUMAN30058
TCONS_00046618.p1	HUMAN00782
TCONS_00042685.p1	HUMAN27487
TCONS_00005726.p1	HUMAN12422
TCONS_00051404.p1	HUMAN03733
TCONS_00051206.p1	HUMAN23675
TCONS_00027236.p1	HUMAN25348
TCONS_00028013.p1	HUMAN13892
TCONS_00006489.p1	HUMAN07383
TCONS_00012121.p1	HUMAN16826
TCONS_00020355.p1	HUMAN09575
TCONS_00011724.p1	HUMAN15553
TCONS_00043368.p1	HUMAN22895
TCONS_00006364.p1	HUMAN13045
TCONS_00048345.p1	HUMAN21132
TCONS_00016022.p1	HUMAN29342
TCONS_00022218.p1	HUMAN21538
TCONS_00056943.p1	HUMAN22894
TCONS_00007322.p1	HUMAN19211
TCONS_00012059.p1	HUMAN16935
TCONS_00003511.p1	HUMAN08782
TCONS_00034953.p1	HUMAN05630
TCONS_00000136.p1	HUMAN25332
TCONS_00013562.p1	HUMAN20562
TCONS_00006849.p1	HUMAN12452
TCONS_00054534.p1	HUMAN23275
TCONS_00044248.p1	HUMAN14064
TCONS_00044104.p1	HUMAN05267
TCONS_00029458.p1	HUMAN00552
TCONS_00043575.p1	HUMAN07755
TCONS_00013192.p1	HUMAN20250
TCONS_00031296.p1	HUMAN03339
TCONS_00012029.p1	HUMAN04751
TCONS_00012883.p1	HUMAN27036
TCONS_00054222.p1	HUMAN01176
TCONS_00015815.p1	HUMAN24900
TCONS_00010425.p1	HUMAN15352
TCONS_00057238.p1	HUMAN03676
TCONS_00019755.p1	HUMAN06689
TCONS_00029269.p1	HUMAN09898
TCONS_00008828.p1	HUMAN11245
TCONS_00006432.p1	HUMAN26460
TCONS_00053591.p1	HUMAN23424
TCONS_00030626.p1	HUMAN03649
TCONS_00008771.p1	HUMAN13821
TCONS_00030947.p1	HUMAN03321
TCONS_00057179.p1	HUMAN21755
TCONS_00052544.p1	HUMAN23304
TCONS_00008987.p1	HUMAN28189
TCONS_00019147.p1	HUMAN17682
TCONS_00008381.p1	HUMAN28416
TCONS_00009028.p1	HUMAN27787
TCONS_00009159.p1	HUMAN19226
TCONS_00021319.p1	HUMAN29544
TCONS_00008374.p1	HUMAN28195
TCONS_00043595.p1	HUMAN07697
TCONS_00037477.p1	HUMAN19683
TCONS_00018800.p1	HUMAN27761
TCONS_00026434.p1	HUMAN24016
TCONS_00018871.p1	HUMAN28285
TCONS_00009697.p1	HUMAN08882
TCONS_00023122.p1	HUMAN04348
TCONS_00005265.p1	HUMAN11842
TCONS_00050115.p1	HUMAN21977
TCONS_00008465.p1	HUMAN28339
TCONS_00000116.p1	HUMAN05306
TCONS_00000523.p1	HUMAN00759
TCONS_00041896.p1	HUMAN23069
TCONS_00019295.p1	HUMAN06304
TCONS_00019320.p1	HUMAN26020
TCONS_00013126.p1	HUMAN13337
TCONS_00006352.p1	HUMAN29582
TCONS_00021321.p1	HUMAN18386
TCONS_00051524.p1	HUMAN00115
TCONS_00021739.p1	HUMAN01488
TCONS_00000492.p1	HUMAN25778
TCONS_00030275.p1	HUMAN23821
TCONS_00000991.p1	HUMAN30057
TCONS_00047747.p1	HUMAN20533
TCONS_00017193.p1	HUMAN13805
TCONS_00038079.p1	HUMAN02309
TCONS_00025900.p1	HUMAN22158
TCONS_00041921.p1	HUMAN11147
TCONS_00052898.p1	HUMAN01084
TCONS_00016153.p1	HUMAN29411
TCONS_00056824.p1	HUMAN06637
TCONS_00020882.p1	HUMAN29678
TCONS_00028206.p1	HUMAN00432
TCONS_00009607.p1	HUMAN08283
TCONS_00019685.p1	HUMAN14333
TCONS_00004464.p1	HUMAN18794
TCONS_00006834.p1	HUMAN09544
TCONS_00028540.p1	HUMAN06997
TCONS_00045387.p1	HUMAN27868
TCONS_00008495.p1	HUMAN15244
TCONS_00020796.p1	HUMAN23187
TCONS_00028917.p1	HUMAN23911
TCONS_00052678.p1	HUMAN24845
TCONS_00024347.p1	HUMAN06873
TCONS_00038855.p1	HUMAN12918
TCONS_00019934.p1	HUMAN11636
TCONS_00010221.p1	HUMAN15034
TCONS_00002013.p1	HUMAN28830
TCONS_00048583.p1	HUMAN02410
TCONS_00030222.p1	HUMAN25643
TCONS_00052009.p1	HUMAN21587
TCONS_00030455.p1	HUMAN23755
TCONS_00057250.p1	HUMAN20666
TCONS_00037093.p1	HUMAN26812
TCONS_00054014.p1	HUMAN15348
TCONS_00001123.p1	HUMAN05302
TCONS_00055789.p1	HUMAN02339
TCONS_00016128.p1	HUMAN01272
TCONS_00030829.p1	HUMAN22771
TCONS_00017536.p1	HUMAN28275
TCONS_00012270.p1	HUMAN20243
TCONS_00026417.p1	HUMAN24231
TCONS_00018805.p1	HUMAN23138
TCONS_00008201.p1	HUMAN27995
TCONS_00031327.p1	HUMAN03280
TCONS_00023332.p1	HUMAN17191
TCONS_00014399.p1	HUMAN20164
TCONS_00031004.p1	HUMAN03308
TCONS_00016678.p1	HUMAN29177
TCONS_00027143.p1	HUMAN26990
TCONS_00056428.p1	HUMAN16596
TCONS_00015932.p1	HUMAN23221
TCONS_00014324.p1	HUMAN25400
TCONS_00046762.p1	HUMAN02668
TCONS_00042336.p1	HUMAN05179
TCONS_00042488.p1	HUMAN12129
TCONS_00054882.p1	HUMAN06638
TCONS_00052140.p1	HUMAN05886
TCONS_00022228.p1	HUMAN10707
TCONS_00017446.p1	HUMAN16695
TCONS_00043300.p1	HUMAN07579
TCONS_00000681.p1	HUMAN07234
TCONS_00016083.p1	HUMAN02050
TCONS_00014845.p1	HUMAN29298
TCONS_00002775.p1	HUMAN06373
TCONS_00020281.p1	HUMAN04966
TCONS_00055395.p1	HUMAN27692
TCONS_00028308.p1	HUMAN09901
TCONS_00055553.p1	HUMAN06625
TCONS_00053433.p1	HUMAN23397
TCONS_00026289.p1	HUMAN17190
TCONS_00048299.p1	HUMAN06771
TCONS_00046001.p1	HUMAN08429
TCONS_00014962.p1	HUMAN24825
TCONS_00009459.p1	HUMAN27778
TCONS_00015439.p1	HUMAN29309
TCONS_00008947.p1	HUMAN18973
TCONS_00056826.p1	HUMAN26515
TCONS_00030929.p1	HUMAN03334
TCONS_00022974.p1	HUMAN25480
TCONS_00011927.p1	HUMAN25115
TCONS_00004438.p1	HUMAN08961
TCONS_00054875.p1	HUMAN17509
TCONS_00049104.p1	HUMAN29934
TCONS_00016480.p1	HUMAN29228
TCONS_00026686.p1	HUMAN24159
TCONS_00027944.p1	HUMAN09652
TCONS_00052598.p1	HUMAN01305
TCONS_00055833.p1	HUMAN02267
TCONS_00010249.p1	HUMAN04759
TCONS_00007439.p1	HUMAN15219
TCONS_00047823.p1	HUMAN26965
TCONS_00005375.p1	HUMAN07314
TCONS_00029769.p1	HUMAN09802
TCONS_00006203.p1	HUMAN20011
TCONS_00029346.p1	HUMAN04967
TCONS_00026578.p1	HUMAN22131
TCONS_00027399.p1	HUMAN03722
TCONS_00015338.p1	HUMAN29183
TCONS_00051906.p1	HUMAN21686
TCONS_00030051.p1	HUMAN27539
TCONS_00009691.p1	HUMAN20933
TCONS_00014340.p1	HUMAN25924
TCONS_00026068.p1	HUMAN24202
TCONS_00022503.p1	HUMAN07805
TCONS_00021823.p1	HUMAN21662
TCONS_00009277.p1	HUMAN19244
TCONS_00018900.p1	HUMAN08188
TCONS_00030501.p1	HUMAN03057
TCONS_00010302.p1	HUMAN10765
TCONS_00045365.p1	HUMAN27909
TCONS_00020655.p1	HUMAN11040
TCONS_00006395.p1	HUMAN19726
TCONS_00010746.p1	HUMAN25074
TCONS_00029442.p1	HUMAN00894
TCONS_00013159.p1	HUMAN12134
TCONS_00055182.p1	HUMAN25757
TCONS_00026474.p1	HUMAN24269
TCONS_00022331.p1	HUMAN11844
TCONS_00015860.p1	HUMAN02235
TCONS_00006820.p1	HUMAN25746
TCONS_00026658.p1	HUMAN01092
TCONS_00006657.p1	HUMAN19938
TCONS_00043022.p1	HUMAN10408
TCONS_00051738.p1	HUMAN28638
TCONS_00003989.p1	HUMAN28960
TCONS_00003003.p1	HUMAN06601
TCONS_00018225.p1	HUMAN20745
TCONS_00002094.p1	HUMAN05443
TCONS_00050627.p1	HUMAN00444
TCONS_00016523.p1	HUMAN29231
TCONS_00010279.p1	HUMAN02531
TCONS_00046506.p1	HUMAN24585
TCONS_00014469.p1	HUMAN10135
TCONS_00011453.p1	HUMAN08946
TCONS_00007764.p1	HUMAN07479
TCONS_00050798.p1	HUMAN00420
TCONS_00039940.p1	HUMAN10397
TCONS_00030965.p1	HUMAN22750
TCONS_00007016.p1	HUMAN10701
TCONS_00057302.p1	HUMAN26507
TCONS_00025652.p1	HUMAN05804
TCONS_00053576.p1	HUMAN14856
TCONS_00043712.p1	HUMAN29652
TCONS_00019156.p1	HUMAN06609
TCONS_00018655.p1	HUMAN20610
TCONS_00046700.p1	HUMAN00488
TCONS_00054061.p1	HUMAN01136
TCONS_00001551.p1	HUMAN00501
TCONS_00046271.p1	HUMAN00654
TCONS_00042834.p1	HUMAN22352
TCONS_00053525.p1	HUMAN01032
TCONS_00001133.p1	HUMAN05368
TCONS_00031689.p1	HUMAN15056
TCONS_00009879.p1	HUMAN08314
TCONS_00007590.p1	HUMAN19215
TCONS_00029934.p1	HUMAN03322
TCONS_00047572.p1	HUMAN16723
TCONS_00015010.p1	HUMAN29496
TCONS_00005130.p1	HUMAN19982
TCONS_00052193.p1	HUMAN21831
TCONS_00041937.p1	HUMAN22346
TCONS_00023276.p1	HUMAN06085
TCONS_00000903.p1	HUMAN26723
TCONS_00019225.p1	HUMAN18266
TCONS_00014471.p1	HUMAN12108
TCONS_00008116.p1	HUMAN11507
TCONS_00011281.p1	HUMAN08932
TCONS_00015523.p1	HUMAN20574
TCONS_00021129.p1	HUMAN21848
TCONS_00001019.p1	HUMAN25140
TCONS_00026943.p1	HUMAN03224
TCONS_00014503.p1	HUMAN28230
TCONS_00027786.p1	HUMAN22261
TCONS_00011139.p1	HUMAN08470
TCONS_00055978.p1	HUMAN17729
TCONS_00028061.p1	HUMAN23488
TCONS_00053895.p1	HUMAN01060
TCONS_00002702.p1	HUMAN20598
TCONS_00030272.p1	HUMAN17249
TCONS_00006287.p1	HUMAN19748
TCONS_00044564.p1	HUMAN20627
TCONS_00053315.p1	HUMAN14710
TCONS_00000122.p1	HUMAN22833
TCONS_00030295.p1	HUMAN03299
TCONS_00006399.p1	HUMAN19944
TCONS_00020659.p1	HUMAN13154
TCONS_00035602.p1	HUMAN15636
TCONS_00049128.p1	HUMAN21061
TCONS_00045727.p1	HUMAN01160
TCONS_00001669.p1	HUMAN19583
TCONS_00026095.p1	HUMAN30063
TCONS_00002906.p1	HUMAN12522
TCONS_00051121.p1	HUMAN21829
TCONS_00011596.p1	HUMAN08705
TCONS_00011493.p1	HUMAN17031
TCONS_00036367.p1	HUMAN05178
TCONS_00048110.p1	HUMAN21453
TCONS_00028896.p1	HUMAN09430
TCONS_00022722.p1	HUMAN09809
TCONS_00046062.p1	HUMAN16621
TCONS_00009220.p1	HUMAN29419
TCONS_00006127.p1	HUMAN25808
TCONS_00056438.p1	HUMAN19770
TCONS_00008824.p1	HUMAN11571
TCONS_00055148.p1	HUMAN03154
TCONS_00006871.p1	HUMAN07332
TCONS_00014283.p1	HUMAN25908
TCONS_00042661.p1	HUMAN17385
TCONS_00056683.p1	HUMAN26315
TCONS_00025963.p1	HUMAN17142
TCONS_00020320.p1	HUMAN02975
TCONS_00041682.p1	HUMAN22339
TCONS_00025703.p1	HUMAN04304
TCONS_00008123.p1	HUMAN13774
TCONS_00013347.p1	HUMAN10250
TCONS_00035292.p1	HUMAN19579
TCONS_00053950.p1	HUMAN28505
TCONS_00025887.p1	HUMAN03498
TCONS_00048660.p1	HUMAN06742
TCONS_00007686.p1	HUMAN14774
TCONS_00030823.p1	HUMAN18664
TCONS_00055344.p1	HUMAN20818
TCONS_00030821.p1	HUMAN17242
TCONS_00037315.p1	HUMAN04287
TCONS_00026979.p1	HUMAN18641
TCONS_00011685.p1	HUMAN16836
TCONS_00050470.p1	HUMAN11905
TCONS_00028626.p1	HUMAN23440
TCONS_00040373.p1	HUMAN05607
TCONS_00013428.p1	HUMAN12429
TCONS_00040596.p1	HUMAN05678
TCONS_00027094.p1	HUMAN03428
TCONS_00035236.p1	HUMAN05543
TCONS_00031105.p1	HUMAN03294
TCONS_00007024.p1	HUMAN23195
TCONS_00043151.p1	HUMAN22849
TCONS_00043934.p1	HUMAN06193
TCONS_00007577.p1	HUMAN19212
TCONS_00047963.p2	HUMAN26798
TCONS_00027983.p1	HUMAN01769
TCONS_00019051.p1	HUMAN17867
TCONS_00002000.p1	HUMAN15783
TCONS_00003489.p1	HUMAN02525
TCONS_00001942.p1	HUMAN25354
TCONS_00053739.p1	HUMAN14619
TCONS_00047938.p1	HUMAN29783
TCONS_00022749.p1	HUMAN21620
TCONS_00032794.p1	HUMAN02979
TCONS_00048320.p1	HUMAN26840
TCONS_00022473.p1	HUMAN05216
TCONS_00001003.p1	HUMAN07463
TCONS_00049711.p1	HUMAN06231
TCONS_00003662.p1	HUMAN18072
TCONS_00012285.p1	HUMAN20167
TCONS_00009304.p1	HUMAN14031
TCONS_00011403.p1	HUMAN21346
TCONS_00011023.p1	HUMAN15780
TCONS_00014877.p1	HUMAN29468
TCONS_00030914.p1	HUMAN03659
TCONS_00000403.p1	HUMAN22310
TCONS_00042927.p1	HUMAN07746
TCONS_00002995.p1	HUMAN26301
TCONS_00056289.p1	HUMAN18042
TCONS_00031074.p1	HUMAN22740
TCONS_00044242.p1	HUMAN30023
TCONS_00011523.p1	HUMAN25095
TCONS_00050222.p1	HUMAN19299
TCONS_00002936.p1	HUMAN17882
TCONS_00019767.p1	HUMAN12686
TCONS_00056860.p1	HUMAN17961
TCONS_00002591.p1	HUMAN18010
TCONS_00014973.p1	HUMAN01346
TCONS_00016414.p1	HUMAN29424
TCONS_00049444.p1	HUMAN20483
TCONS_00053579.p1	HUMAN14857
TCONS_00055362.p1	HUMAN04286
TCONS_00018520.p1	HUMAN09778
TCONS_00037890.p1	HUMAN04185
TCONS_00030160.p1	HUMAN04243
TCONS_00000274.p1	HUMAN19430
TCONS_00018009.p1	HUMAN27942
TCONS_00044096.p1	HUMAN23068
TCONS_00013018.p1	HUMAN10610
TCONS_00014044.p1	HUMAN25886
TCONS_00004598.p1	HUMAN12090
TCONS_00050977.p1	HUMAN27158
TCONS_00000406.p1	HUMAN25830
TCONS_00006885.p1	HUMAN07261
TCONS_00016566.p1	HUMAN29375
TCONS_00037019.p1	HUMAN08876
TCONS_00049306.p1	HUMAN30528
TCONS_00047802.p1	HUMAN29943
TCONS_00055749.p1	HUMAN12877
TCONS_00048503.p1	HUMAN25084
TCONS_00007187.p1	HUMAN15228
TCONS_00028918.p1	HUMAN26776
TCONS_00027650.p1	HUMAN23855
TCONS_00000200.p1	HUMAN25720
TCONS_00001232.p1	HUMAN30113
TCONS_00049423.p1	HUMAN30515
TCONS_00052234.p1	HUMAN05900
TCONS_00004973.p1	HUMAN15813
TCONS_00018088.p1	HUMAN20694
TCONS_00016600.p1	HUMAN19267
TCONS_00003490.p1	HUMAN02622
TCONS_00007157.p1	HUMAN11292
TCONS_00019301.p1	HUMAN18092
TCONS_00008682.p1	HUMAN11404
TCONS_00012911.p1	HUMAN10247
TCONS_00027070.p1	HUMAN03420
TCONS_00056890.p1	HUMAN02595
TCONS_00008371.p1	HUMAN11340
TCONS_00056960.p1	HUMAN27870
TCONS_00022725.p1	HUMAN07665
TCONS_00010161.p1	HUMAN02467
TCONS_00054208.p1	HUMAN14189
TCONS_00054229.p1	HUMAN14318
TCONS_00045395.p1	HUMAN27840
TCONS_00028616.p1	HUMAN09659
TCONS_00010996.p1	HUMAN18676
TCONS_00032983.p1	HUMAN17897
TCONS_00053582.p1	HUMAN14233
TCONS_00029459.p1	HUMAN14321
TCONS_00012253.p1	HUMAN02061
TCONS_00042228.p1	HUMAN07555
TCONS_00009885.p1	HUMAN02673
TCONS_00039418.p1	HUMAN19574
TCONS_00055327.p1	HUMAN25291
TCONS_00056204.p1	HUMAN11566
TCONS_00020260.p1	HUMAN20810
TCONS_00053189.p1	HUMAN14190
TCONS_00011202.p1	HUMAN02643
TCONS_00005526.p1	HUMAN19780
TCONS_00030782.p1	HUMAN27668
TCONS_00016490.p1	HUMAN29279
TCONS_00046705.p1	HUMAN28224
TCONS_00042166.p1	HUMAN16595
TCONS_00045196.p1	HUMAN00651
TCONS_00055967.p1	HUMAN20688
TCONS_00047900.p1	HUMAN21027
TCONS_00026085.p1	HUMAN22618
TCONS_00027451.p1	HUMAN20594
TCONS_00000311.p1	HUMAN25153
TCONS_00050365.p1	HUMAN00242
TCONS_00055194.p1	HUMAN12673
TCONS_00043768.p1	HUMAN22412
TCONS_00002973.p1	HUMAN20817
TCONS_00029363.p1	HUMAN09621
TCONS_00028805.p1	HUMAN09725
TCONS_00004153.p1	HUMAN03415
TCONS_00052229.p1	HUMAN07184
TCONS_00042821.p1	HUMAN30269
TCONS_00006235.p1	HUMAN26746
TCONS_00026030.p1	HUMAN03784
TCONS_00014310.p1	HUMAN25945
TCONS_00031698.p1	HUMAN14269
TCONS_00007852.p1	HUMAN22116
TCONS_00043679.p1	HUMAN10398
TCONS_00014849.p1	HUMAN29359
TCONS_00043817.p1	HUMAN30308
TCONS_00036517.p1	HUMAN03958
