TCONS_00041617.p1	STRPU_05295
TCONS_00024178.p1	STRPU_24718
TCONS_00045108.p1	STRPU_08040
TCONS_00006204.p1	STRPU_14829
TCONS_00048981.p1	STRPU_23215
TCONS_00009978.p1	STRPU_21831
TCONS_00036563.p1	STRPU_11747
TCONS_00019915.p1	STRPU_03105
TCONS_00051652.p1	STRPU_10513
TCONS_00025158.p1	STRPU_22874
TCONS_00038184.p1	STRPU_11647
TCONS_00012288.p1	STRPU_08889
TCONS_00031190.p1	STRPU_11814
TCONS_00051898.p1	STRPU_11128
TCONS_00023439.p1	STRPU_23264
TCONS_00031553.p1	STRPU_25339
TCONS_00002910.p1	STRPU_24042
TCONS_00011731.p1	STRPU_21462
TCONS_00050785.p1	STRPU_10819
TCONS_00004496.p1	STRPU_20947
TCONS_00006355.p1	STRPU_14989
TCONS_00006466.p1	STRPU_14189
TCONS_00042365.p1	STRPU_05475
TCONS_00005116.p1	STRPU_14599
TCONS_00026260.p1	STRPU_20625
TCONS_00020954.p1	STRPU_06064
TCONS_00049813.p1	STRPU_23574
TCONS_00016606.p1	STRPU_22648
TCONS_00021625.p1	STRPU_06495
TCONS_00016896.p1	STRPU_24547
TCONS_00050263.p1	STRPU_11054
TCONS_00016246.p1	STRPU_19397
TCONS_00019780.p1	STRPU_22266
TCONS_00048899.p1	STRPU_23989
TCONS_00049209.p1	STRPU_22846
TCONS_00038070.p1	STRPU_11845
TCONS_00023010.p1	STRPU_12350
TCONS_00056119.p1	STRPU_01506
TCONS_00054930.p1	STRPU_13253
TCONS_00023784.p1	STRPU_26998
TCONS_00037239.p1	STRPU_04163
TCONS_00046166.p1	STRPU_07517
TCONS_00011581.p1	STRPU_21148
TCONS_00010095.p1	STRPU_21101
TCONS_00026316.p1	STRPU_09946
TCONS_00043983.p1	STRPU_05236
TCONS_00048222.p1	STRPU_23901
TCONS_00015619.p1	STRPU_19510
TCONS_00057101.p1	STRPU_16240
TCONS_00027114.p1	STRPU_09716
TCONS_00020864.p1	STRPU_06914
TCONS_00053834.p1	STRPU_18655
TCONS_00029923.p1	STRPU_04372
TCONS_00048553.p1	STRPU_22818
TCONS_00012313.p1	STRPU_01422
TCONS_00051149.p1	STRPU_10770
TCONS_00055609.p1	STRPU_13513
TCONS_00002989.p1	STRPU_15340
TCONS_00050365.p1	STRPU_11192
TCONS_00001664.p1	STRPU_17682
TCONS_00021949.p1	STRPU_05944
TCONS_00027830.p1	STRPU_09300
TCONS_00030946.p1	STRPU_04319
TCONS_00012101.p1	STRPU_21796
TCONS_00039975.p1	STRPU_02899
TCONS_00056776.p2	STRPU_13248
TCONS_00048839.p1	STRPU_11403
TCONS_00003109.p1	STRPU_24047
TCONS_00001860.p1	STRPU_11776
TCONS_00002876.p1	STRPU_24960
TCONS_00012827.p1	STRPU_08854
TCONS_00029058.p1	STRPU_27397
TCONS_00047680.p1	STRPU_23049
TCONS_00034949.p1	STRPU_02772
TCONS_00007057.p1	STRPU_26230
TCONS_00022192.p1	STRPU_14561
TCONS_00047640.p1	STRPU_16534
TCONS_00048548.p1	STRPU_23539
TCONS_00007559.p1	STRPU_26080
TCONS_00053016.p1	STRPU_18813
TCONS_00012096.p1	STRPU_20769
TCONS_00015797.p1	STRPU_25094
TCONS_00003089.p1	STRPU_25039
TCONS_00013063.p1	STRPU_08441
TCONS_00043730.p1	STRPU_05781
TCONS_00006055.p1	STRPU_14909
TCONS_00022672.p1	STRPU_06770
TCONS_00020869.p1	STRPU_06635
TCONS_00044304.p1	STRPU_20139
TCONS_00054904.p1	STRPU_13715
TCONS_00031600.p1	STRPU_23678
TCONS_00007541.p1	STRPU_26211
TCONS_00056990.p1	STRPU_21519
TCONS_00029793.p1	STRPU_26570
TCONS_00052072.p1	STRPU_10622
TCONS_00025327.p1	STRPU_12858
TCONS_00019778.p1	STRPU_22434
TCONS_00055791.p1	STRPU_13722
TCONS_00056409.p1	STRPU_13601
TCONS_00045392.p1	STRPU_04957
TCONS_00000901.p1	STRPU_17097
TCONS_00015704.p1	STRPU_19597
TCONS_00029447.p1	STRPU_26960
TCONS_00009715.p1	STRPU_21357
TCONS_00040372.p1	STRPU_02732
TCONS_00044235.p1	STRPU_04936
TCONS_00020230.p1	STRPU_13028
TCONS_00021378.p1	STRPU_06053
TCONS_00009159.p1	STRPU_25964
TCONS_00046618.p1	STRPU_07575
TCONS_00056102.p1	STRPU_04869
TCONS_00009441.p1	STRPU_26257
TCONS_00036691.p1	STRPU_11918
TCONS_00046148.p1	STRPU_07418
TCONS_00054595.p1	STRPU_19092
TCONS_00007333.p1	STRPU_25359
TCONS_00052157.p1	STRPU_10958
TCONS_00006895.p1	STRPU_14239
TCONS_00000334.p1	STRPU_17447
TCONS_00026836.p1	STRPU_10010
TCONS_00028350.p1	STRPU_26824
TCONS_00056032.p1	STRPU_12995
TCONS_00049071.p1	STRPU_23252
TCONS_00030867.p1	STRPU_04281
TCONS_00035950.p1	STRPU_11759
TCONS_00004850.p1	STRPU_14204
TCONS_00029610.p1	STRPU_27140
TCONS_00052967.p1	STRPU_18515
TCONS_00001975.p1	STRPU_17473
TCONS_00050076.p1	STRPU_10459
TCONS_00030925.p1	STRPU_04686
TCONS_00015771.p1	STRPU_20067
TCONS_00029770.p1	STRPU_22120
TCONS_00057241.p1	STRPU_16693
TCONS_00012915.p1	STRPU_09082
TCONS_00042742.p1	STRPU_05041
TCONS_00016323.p1	STRPU_20287
TCONS_00027010.p1	STRPU_10906
TCONS_00022963.p1	STRPU_13012
TCONS_00017109.p1	STRPU_12446
TCONS_00013936.p1	STRPU_08447
TCONS_00055782.p1	STRPU_15708
TCONS_00002188.p1	STRPU_02016
TCONS_00019461.p1	STRPU_22260
TCONS_00045660.p1	STRPU_07711
TCONS_00000594.p1	STRPU_17749
TCONS_00038016.p1	STRPU_12120
TCONS_00029614.p1	STRPU_11443
TCONS_00013431.p1	STRPU_09220
TCONS_00001552.p1	STRPU_18048
TCONS_00056120.p1	STRPU_13363
TCONS_00025634.p1	STRPU_12827
TCONS_00006174.p1	STRPU_15032
TCONS_00038412.p1	STRPU_03487
TCONS_00004101.p1	STRPU_07184
TCONS_00002581.p1	STRPU_25007
TCONS_00047886.p1	STRPU_00668
TCONS_00026656.p1	STRPU_01570
TCONS_00038224.p1	STRPU_24515
TCONS_00044178.p1	STRPU_11531
TCONS_00056690.p1	STRPU_13832
TCONS_00047734.p1	STRPU_23512
TCONS_00034257.p1	STRPU_24226
TCONS_00037201.p1	STRPU_21925
TCONS_00020369.p1	STRPU_23059
TCONS_00016490.p1	STRPU_20064
TCONS_00011575.p1	STRPU_20482
TCONS_00055946.p1	STRPU_24696
TCONS_00027918.p1	STRPU_27348
TCONS_00013197.p1	STRPU_08211
TCONS_00020330.p1	STRPU_22221
TCONS_00001673.p1	STRPU_17443
TCONS_00008504.p1	STRPU_25391
TCONS_00027745.p1	STRPU_09509
TCONS_00021955.p1	STRPU_06219
TCONS_00044907.p1	STRPU_07152
TCONS_00021468.p1	STRPU_06200
TCONS_00019278.p1	STRPU_22089
TCONS_00004005.p1	STRPU_14923
TCONS_00022893.p1	STRPU_06728
TCONS_00004453.p1	STRPU_24679
TCONS_00044564.p1	STRPU_22044
TCONS_00029158.p1	STRPU_27225
TCONS_00037771.p1	STRPU_11630
TCONS_00054699.p1	STRPU_18704
TCONS_00027854.p1	STRPU_27138
TCONS_00028743.p1	STRPU_26590
TCONS_00051394.p1	STRPU_11217
TCONS_00013288.p1	STRPU_06341
TCONS_00002928.p1	STRPU_18031
TCONS_00010957.p1	STRPU_01801
TCONS_00027189.p1	STRPU_06502
TCONS_00042687.p1	STRPU_05646
TCONS_00053007.p1	STRPU_19014
TCONS_00004444.p1	STRPU_24171
TCONS_00015790.p1	STRPU_19600
TCONS_00008119.p1	STRPU_25655
TCONS_00005036.p1	STRPU_15319
TCONS_00013145.p1	STRPU_00623
TCONS_00050637.p1	STRPU_11353
TCONS_00027880.p1	STRPU_16320
TCONS_00049075.p1	STRPU_23057
TCONS_00010999.p1	STRPU_21113
TCONS_00033073.p1	STRPU_22479
TCONS_00006771.p1	STRPU_14591
TCONS_00029636.p1	STRPU_26605
TCONS_00008938.p1	STRPU_25383
TCONS_00008906.p1	STRPU_25659
TCONS_00048272.p1	STRPU_23528
TCONS_00009730.p1	STRPU_21077
TCONS_00023708.p1	STRPU_19267
TCONS_00010464.p1	STRPU_21177
TCONS_00030135.p1	STRPU_04733
TCONS_00030366.p1	STRPU_04357
TCONS_00011959.p1	STRPU_20944
TCONS_00009864.p1	STRPU_21710
TCONS_00053908.p1	STRPU_01274
TCONS_00023530.p1	STRPU_12957
TCONS_00053533.p1	STRPU_18690
TCONS_00042726.p1	STRPU_05727
TCONS_00014095.p1	STRPU_08464
TCONS_00056759.p1	STRPU_13250
TCONS_00012478.p1	STRPU_08422
TCONS_00037037.p1	STRPU_11965
TCONS_00052957.p1	STRPU_19048
TCONS_00023654.p1	STRPU_12563
TCONS_00021470.p1	STRPU_06629
TCONS_00041583.p1	STRPU_20386
TCONS_00031834.p1	STRPU_24084
TCONS_00004570.p1	STRPU_21717
TCONS_00015543.p1	STRPU_16888
TCONS_00015879.p1	STRPU_20037
TCONS_00010859.p1	STRPU_21042
TCONS_00043448.p1	STRPU_05364
TCONS_00003471.p1	STRPU_20485
TCONS_00022854.p1	STRPU_06363
TCONS_00047686.p1	STRPU_23304
TCONS_00019051.p1	STRPU_01035
TCONS_00031348.p1	STRPU_04173
TCONS_00056906.p1	STRPU_17897
TCONS_00006436.p1	STRPU_14329
TCONS_00012966.p1	STRPU_08329
TCONS_00036713.p1	STRPU_12664
TCONS_00013237.p1	STRPU_08733
TCONS_00043695.p1	STRPU_05468
TCONS_00005904.p1	STRPU_26878
TCONS_00049727.p1	STRPU_01953
TCONS_00019071.p1	STRPU_22910
TCONS_00020962.p1	STRPU_06847
TCONS_00056827.p1	STRPU_13967
TCONS_00019643.p1	STRPU_25732
TCONS_00047213.p1	STRPU_22733
TCONS_00014181.p1	STRPU_08534
TCONS_00030093.p1	STRPU_04817
TCONS_00016541.p1	STRPU_15086
TCONS_00056033.p1	STRPU_13998
TCONS_00008678.p1	STRPU_25362
TCONS_00041732.p1	STRPU_05162
TCONS_00011160.p1	STRPU_20691
TCONS_00014767.p1	STRPU_19528
TCONS_00047439.p1	STRPU_22372
TCONS_00027167.p1	STRPU_09987
TCONS_00004477.p1	STRPU_12923
TCONS_00028098.p1	STRPU_26941
TCONS_00003642.p1	STRPU_25001
TCONS_00030780.p1	STRPU_04151
TCONS_00016874.p1	STRPU_24968
TCONS_00028189.p1	STRPU_26354
TCONS_00036082.p1	STRPU_01312
TCONS_00012212.p1	STRPU_21036
TCONS_00046671.p1	STRPU_08014
TCONS_00039483.p1	STRPU_02778
TCONS_00009010.p1	STRPU_13850
TCONS_00052660.p1	STRPU_18160
TCONS_00053183.p1	STRPU_18502
TCONS_00014566.p1	STRPU_08487
TCONS_00025261.p1	STRPU_12679
TCONS_00026284.p1	STRPU_09565
TCONS_00014373.p1	STRPU_08672
TCONS_00018044.p1	STRPU_24733
TCONS_00047231.p1	STRPU_23662
TCONS_00055480.p1	STRPU_02382
TCONS_00021495.p1	STRPU_06020
TCONS_00012285.p1	STRPU_08137
TCONS_00009633.p1	STRPU_21557
TCONS_00007047.p1	STRPU_26005
TCONS_00018088.p1	STRPU_24535
TCONS_00022398.p1	STRPU_06787
TCONS_00013933.p1	STRPU_08340
TCONS_00002241.p1	STRPU_06042
TCONS_00050682.p1	STRPU_21271
TCONS_00030125.p1	STRPU_04374
TCONS_00049466.p1	STRPU_23746
TCONS_00006848.p1	STRPU_14748
TCONS_00043495.p1	STRPU_05602
TCONS_00048580.p1	STRPU_23911
TCONS_00029026.p1	STRPU_26730
TCONS_00012515.p1	STRPU_08100
TCONS_00052009.p1	STRPU_11032
TCONS_00026686.p1	STRPU_10342
TCONS_00012388.p1	STRPU_09011
TCONS_00052872.p1	STRPU_18653
TCONS_00035525.p1	STRPU_03366
TCONS_00008744.p1	STRPU_26294
TCONS_00033180.p1	STRPU_22159
TCONS_00001243.p1	STRPU_17474
TCONS_00011047.p1	STRPU_21285
TCONS_00014976.p1	STRPU_20218
TCONS_00052580.p1	STRPU_18507
TCONS_00044906.p1	STRPU_07890
TCONS_00030827.p1	STRPU_04793
TCONS_00003775.p1	STRPU_25083
TCONS_00021957.p1	STRPU_10847
TCONS_00037020.p1	STRPU_13707
TCONS_00056410.p1	STRPU_13696
TCONS_00018934.p1	STRPU_22451
TCONS_00054142.p1	STRPU_22938
TCONS_00004827.p1	STRPU_24738
TCONS_00013842.p1	STRPU_00953
TCONS_00054208.p1	STRPU_18561
TCONS_00037676.p1	STRPU_23544
TCONS_00005285.p1	STRPU_14831
TCONS_00033009.p1	STRPU_21903
TCONS_00017392.p1	STRPU_24375
TCONS_00044164.p1	STRPU_05349
TCONS_00028321.p1	STRPU_26946
TCONS_00043984.p1	STRPU_05371
TCONS_00037684.p1	STRPU_12052
TCONS_00004845.p1	STRPU_14257
TCONS_00025437.p1	STRPU_12927
TCONS_00055327.p1	STRPU_14647
TCONS_00045771.p1	STRPU_04479
TCONS_00021978.p1	STRPU_06480
TCONS_00028403.p1	STRPU_26565
TCONS_00002169.p1	STRPU_17257
TCONS_00049440.p1	STRPU_22294
TCONS_00011823.p1	STRPU_21247
TCONS_00052892.p1	STRPU_18870
TCONS_00014583.p1	STRPU_08987
TCONS_00009220.p1	STRPU_26182
TCONS_00015504.p1	STRPU_16423
TCONS_00051877.p1	STRPU_11336
TCONS_00023049.p1	STRPU_12572
TCONS_00051121.p1	STRPU_11082
TCONS_00054774.p1	STRPU_23190
TCONS_00044263.p1	STRPU_05102
TCONS_00013188.p1	STRPU_08812
TCONS_00002651.p1	STRPU_24599
TCONS_00001942.p1	STRPU_17376
TCONS_00042859.p1	STRPU_04990
TCONS_00047290.p1	STRPU_01031
TCONS_00014580.p1	STRPU_08989
TCONS_00004483.p1	STRPU_21770
TCONS_00002874.p1	STRPU_25076
TCONS_00013566.p1	STRPU_02116
TCONS_00012901.p1	STRPU_08273
TCONS_00014749.p1	STRPU_20393
TCONS_00053132.p1	STRPU_19036
TCONS_00015564.p1	STRPU_19867
TCONS_00045997.p1	STRPU_07739
TCONS_00034795.p1	STRPU_03450
TCONS_00011198.p1	STRPU_20630
TCONS_00014403.p1	STRPU_08799
TCONS_00007323.p1	STRPU_25617
TCONS_00053939.p1	STRPU_18391
TCONS_00020937.p1	STRPU_06948
TCONS_00054323.p1	STRPU_18862
TCONS_00027931.p1	STRPU_27125
TCONS_00046367.p1	STRPU_07623
TCONS_00049175.p1	STRPU_23409
TCONS_00016058.p1	STRPU_20385
TCONS_00023014.p1	STRPU_12534
TCONS_00034953.p1	STRPU_03630
TCONS_00045987.p1	STRPU_08052
TCONS_00041986.p1	STRPU_05243
TCONS_00022884.p1	STRPU_06603
TCONS_00049275.p1	STRPU_23990
TCONS_00006026.p1	STRPU_15072
TCONS_00012985.p1	STRPU_01473
TCONS_00019276.p1	STRPU_22091
TCONS_00030618.p1	STRPU_04476
TCONS_00003181.p1	STRPU_25022
TCONS_00016140.p1	STRPU_20025
TCONS_00005425.p1	STRPU_02204
TCONS_00019323.p1	STRPU_06159
TCONS_00030299.p1	STRPU_04858
TCONS_00057204.p1	STRPU_13536
TCONS_00043859.p1	STRPU_13519
TCONS_00007412.p1	STRPU_25766
TCONS_00011737.p1	STRPU_20596
TCONS_00043132.p1	STRPU_05752
TCONS_00005388.p1	STRPU_14679
TCONS_00055800.p1	STRPU_13413
TCONS_00044297.p1	STRPU_19366
TCONS_00019767.p1	STRPU_20279
TCONS_00028473.p1	STRPU_26342
TCONS_00026863.p1	STRPU_09710
TCONS_00028051.p1	STRPU_26516
TCONS_00017143.p1	STRPU_24823
TCONS_00033243.p1	STRPU_26860
TCONS_00026447.p1	STRPU_09975
TCONS_00017647.p1	STRPU_24382
TCONS_00021743.p1	STRPU_06879
TCONS_00016378.p1	STRPU_19888
TCONS_00047631.p1	STRPU_22690
TCONS_00024096.p1	STRPU_17584
TCONS_00010942.p1	STRPU_21415
TCONS_00020444.p1	STRPU_23241
TCONS_00031264.p1	STRPU_04090
TCONS_00025460.p1	STRPU_12352
TCONS_00019122.p1	STRPU_04577
TCONS_00027244.p1	STRPU_09870
TCONS_00054486.p1	STRPU_18650
TCONS_00005734.p1	STRPU_23468
TCONS_00012652.p1	STRPU_08792
TCONS_00026683.p1	STRPU_10197
TCONS_00002001.p1	STRPU_18034
TCONS_00052968.p1	STRPU_19074
TCONS_00014124.p1	STRPU_08617
TCONS_00013712.p1	STRPU_08309
TCONS_00046687.p1	STRPU_07542
TCONS_00048448.p1	STRPU_23524
TCONS_00044443.p1	STRPU_22132
TCONS_00012110.p1	STRPU_21084
TCONS_00043160.p1	STRPU_05735
TCONS_00004750.p1	STRPU_14332
TCONS_00019869.p1	STRPU_22612
TCONS_00023549.p1	STRPU_12793
TCONS_00010502.p1	STRPU_20458
TCONS_00040893.p1	STRPU_03435
TCONS_00009116.p1	STRPU_25723
TCONS_00025198.p1	STRPU_12771
TCONS_00041559.p1	STRPU_01538
TCONS_00012059.p1	STRPU_21392
TCONS_00033072.p1	STRPU_21983
TCONS_00017027.p1	STRPU_24377
TCONS_00056819.p1	STRPU_13566
TCONS_00010414.p1	STRPU_21604
TCONS_00025855.p1	STRPU_04047
TCONS_00024323.p1	STRPU_12683
TCONS_00012555.p1	STRPU_08360
TCONS_00048758.p1	STRPU_23843
TCONS_00055221.p1	STRPU_16016
TCONS_00016566.p1	STRPU_19811
TCONS_00052832.p1	STRPU_19336
TCONS_00016855.p1	STRPU_24247
TCONS_00006567.p1	STRPU_15588
TCONS_00035943.p1	STRPU_12064
TCONS_00019172.p1	STRPU_22905
TCONS_00030604.p1	STRPU_04194
TCONS_00011143.p1	STRPU_20715
TCONS_00018012.p1	STRPU_24297
TCONS_00011296.p1	STRPU_20506
TCONS_00027741.p1	STRPU_09552
TCONS_00023145.p1	STRPU_12785
TCONS_00049315.p1	STRPU_23256
TCONS_00052813.p1	STRPU_18558
TCONS_00005064.p1	STRPU_21715
TCONS_00013545.p1	STRPU_08145
TCONS_00029816.p1	STRPU_26695
TCONS_00000980.p1	STRPU_17910
TCONS_00003183.p1	STRPU_24957
TCONS_00026672.p1	STRPU_09874
TCONS_00027222.p1	STRPU_10318
TCONS_00008747.p1	STRPU_25395
TCONS_00029000.p1	STRPU_26768
TCONS_00032919.p1	STRPU_22029
TCONS_00033132.p1	STRPU_23907
TCONS_00039390.p1	STRPU_00635
TCONS_00011447.p1	STRPU_21107
TCONS_00000981.p1	STRPU_17373
TCONS_00003253.p1	STRPU_25178
TCONS_00015339.p1	STRPU_20147
TCONS_00005399.p1	STRPU_15449
TCONS_00025434.p1	STRPU_12346
TCONS_00006238.p1	STRPU_14558
TCONS_00042990.p1	STRPU_05337
TCONS_00006051.p1	STRPU_14903
TCONS_00021814.p1	STRPU_06171
TCONS_00010757.p1	STRPU_21002
TCONS_00031369.p1	STRPU_11725
TCONS_00027040.p1	STRPU_10369
TCONS_00017401.p1	STRPU_25065
TCONS_00048633.p1	STRPU_23571
TCONS_00020720.p1	STRPU_25265
TCONS_00053227.p1	STRPU_19272
TCONS_00000491.p1	STRPU_17038
TCONS_00003400.p1	STRPU_24079
TCONS_00007378.p1	STRPU_14875
TCONS_00019725.p1	STRPU_25003
TCONS_00029425.p1	STRPU_26822
TCONS_00049212.p2	STRPU_18395
TCONS_00018913.p1	STRPU_25471
TCONS_00016051.p1	STRPU_19762
TCONS_00026652.p1	STRPU_22676
TCONS_00010889.p1	STRPU_20556
TCONS_00022739.p1	STRPU_06152
TCONS_00055985.p1	STRPU_13937
TCONS_00014009.p1	STRPU_08384
TCONS_00047997.p1	STRPU_22096
TCONS_00027143.p1	STRPU_10396
TCONS_00010601.p1	STRPU_21170
TCONS_00047444.p1	STRPU_23341
TCONS_00000152.p1	STRPU_17137
TCONS_00013916.p1	STRPU_08144
TCONS_00013240.p1	STRPU_08837
TCONS_00010113.p1	STRPU_21051
TCONS_00011977.p1	STRPU_21687
TCONS_00052839.p1	STRPU_18443
TCONS_00000595.p1	STRPU_17154
TCONS_00006729.p1	STRPU_14717
TCONS_00015999.p1	STRPU_20689
TCONS_00011787.p1	STRPU_18170
TCONS_00055014.p1	STRPU_17261
TCONS_00054289.p1	STRPU_19346
TCONS_00001646.p1	STRPU_18092
TCONS_00055605.p1	STRPU_13247
TCONS_00045249.p1	STRPU_07438
TCONS_00028156.p1	STRPU_27250
TCONS_00029062.p1	STRPU_26809
TCONS_00029236.p1	STRPU_26818
TCONS_00022906.p1	STRPU_06110
TCONS_00010746.p1	STRPU_20707
TCONS_00013487.p1	STRPU_08777
TCONS_00027016.p1	STRPU_10338
TCONS_00029827.p1	STRPU_09989
TCONS_00014499.p1	STRPU_25808
TCONS_00000403.p1	STRPU_17962
TCONS_00056969.p1	STRPU_16715
TCONS_00008828.p1	STRPU_25544
TCONS_00030410.p1	STRPU_04549
TCONS_00007279.p1	STRPU_26071
TCONS_00042043.p1	STRPU_05323
TCONS_00002763.p1	STRPU_25089
TCONS_00016057.p1	STRPU_00798
TCONS_00010575.p1	STRPU_21751
TCONS_00049223.p1	STRPU_23815
TCONS_00051600.p1	STRPU_10557
TCONS_00008646.p1	STRPU_25866
TCONS_00010102.p1	STRPU_21111
TCONS_00006876.p1	STRPU_14828
TCONS_00017334.p1	STRPU_24726
TCONS_00020840.p1	STRPU_06615
TCONS_00026199.p1	STRPU_13956
TCONS_00006069.p1	STRPU_15321
TCONS_00011085.p1	STRPU_20710
TCONS_00026565.p1	STRPU_12348
TCONS_00024144.p1	STRPU_05956
TCONS_00008125.p1	STRPU_26121
TCONS_00053898.p1	STRPU_00246
TCONS_00036916.p1	STRPU_11652
TCONS_00027216.p1	STRPU_09444
TCONS_00036377.p1	STRPU_12147
TCONS_00047824.p1	STRPU_04277
TCONS_00022110.p1	STRPU_05951
TCONS_00015717.p1	STRPU_19770
TCONS_00002027.p1	STRPU_17617
TCONS_00030622.p1	STRPU_04474
TCONS_00002536.p1	STRPU_20922
TCONS_00056038.p1	STRPU_13748
TCONS_00014093.p1	STRPU_08527
TCONS_00012666.p1	STRPU_08798
TCONS_00025233.p1	STRPU_12452
TCONS_00023085.p1	STRPU_24351
TCONS_00055329.p1	STRPU_01731
TCONS_00037301.p1	STRPU_17283
TCONS_00019380.p1	STRPU_09848
TCONS_00047338.p1	STRPU_23697
TCONS_00009725.p1	STRPU_20705
TCONS_00041077.p1	STRPU_03448
TCONS_00029792.p1	STRPU_27401
TCONS_00014788.p1	STRPU_19576
TCONS_00055353.p1	STRPU_14118
TCONS_00018318.p1	STRPU_24431
TCONS_00017801.p1	STRPU_24724
TCONS_00056922.p1	STRPU_20197
TCONS_00051314.p1	STRPU_02947
TCONS_00021731.p1	STRPU_06595
TCONS_00004629.p1	STRPU_14403
TCONS_00009337.p1	STRPU_26267
TCONS_00005017.p1	STRPU_15451
TCONS_00029842.p1	STRPU_26905
TCONS_00012638.p1	STRPU_08493
TCONS_00047280.p1	STRPU_23927
TCONS_00020974.p1	STRPU_00923
TCONS_00013414.p1	STRPU_09063
TCONS_00042164.p1	STRPU_05420
TCONS_00044015.p1	STRPU_05411
TCONS_00000426.p1	STRPU_17290
TCONS_00014999.p1	STRPU_20008
TCONS_00056140.p1	STRPU_15754
TCONS_00029801.p1	STRPU_26405
TCONS_00046163.p1	STRPU_07797
TCONS_00008500.p1	STRPU_26237
TCONS_00042080.p1	STRPU_23030
TCONS_00020825.p1	STRPU_26318
TCONS_00042228.p1	STRPU_05356
TCONS_00014591.p1	STRPU_09228
TCONS_00015707.p1	STRPU_20042
TCONS_00030918.p1	STRPU_04723
TCONS_00012573.p1	STRPU_09291
TCONS_00006812.p1	STRPU_14369
TCONS_00028088.p1	STRPU_27421
TCONS_00051136.p1	STRPU_00326
TCONS_00026200.p1	STRPU_09979
TCONS_00007095.p1	STRPU_25599
TCONS_00010740.p1	STRPU_21572
TCONS_00009274.p1	STRPU_25719
TCONS_00027451.p1	STRPU_11982
TCONS_00001298.p1	STRPU_02313
TCONS_00011233.p1	STRPU_25044
TCONS_00002313.p1	STRPU_02279
TCONS_00048368.p1	STRPU_22756
TCONS_00016128.p1	STRPU_19945
TCONS_00041789.p1	STRPU_05220
TCONS_00022716.p1	STRPU_06175
TCONS_00037181.p1	STRPU_12262
TCONS_00018404.p1	STRPU_24665
TCONS_00011094.p1	STRPU_21632
TCONS_00057177.p1	STRPU_16777
TCONS_00029982.p1	STRPU_04622
TCONS_00013390.p1	STRPU_08289
TCONS_00031386.p1	STRPU_04140
TCONS_00050994.p1	STRPU_11229
TCONS_00036424.p1	STRPU_11909
TCONS_00020753.p1	STRPU_22198
TCONS_00042974.p1	STRPU_05465
TCONS_00030795.p1	STRPU_04649
TCONS_00040418.p1	STRPU_03622
TCONS_00029119.p1	STRPU_26939
TCONS_00027636.p1	STRPU_09678
TCONS_00013342.p1	STRPU_09067
TCONS_00056116.p1	STRPU_13589
TCONS_00054630.p1	STRPU_18056
TCONS_00009944.p1	STRPU_26243
TCONS_00045575.p1	STRPU_08026
TCONS_00009810.p1	STRPU_20713
TCONS_00037569.p1	STRPU_12065
TCONS_00042998.p1	STRPU_05010
TCONS_00020710.p1	STRPU_25312
TCONS_00006086.p1	STRPU_14184
TCONS_00016901.p1	STRPU_24378
TCONS_00020865.p1	STRPU_06659
TCONS_00021499.p1	STRPU_06566
TCONS_00009352.p1	STRPU_25303
TCONS_00022183.p1	STRPU_06888
TCONS_00012639.p1	STRPU_25191
TCONS_00051876.p1	STRPU_08250
TCONS_00004768.p1	STRPU_15059
TCONS_00045380.p1	STRPU_08055
TCONS_00018827.p1	STRPU_02919
TCONS_00006658.p1	STRPU_15134
TCONS_00048568.p1	STRPU_23447
TCONS_00017757.p1	STRPU_24408
TCONS_00007532.p1	STRPU_25396
TCONS_00002954.p1	STRPU_25109
TCONS_00010279.p1	STRPU_21210
TCONS_00049250.p1	STRPU_23170
TCONS_00052911.p1	STRPU_18785
TCONS_00052480.p1	STRPU_18446
TCONS_00031356.p1	STRPU_13245
TCONS_00016796.p1	STRPU_24476
TCONS_00024248.p1	STRPU_12461
TCONS_00009368.p1	STRPU_26192
TCONS_00014432.p1	STRPU_09285
TCONS_00039496.p1	STRPU_09646
TCONS_00051923.p1	STRPU_10839
TCONS_00011200.p1	STRPU_21377
TCONS_00047558.p1	STRPU_23916
TCONS_00016847.p1	STRPU_06816
TCONS_00044892.p1	STRPU_07357
TCONS_00050990.p1	STRPU_00544
TCONS_00019250.p1	STRPU_22239
TCONS_00010685.p1	STRPU_21459
TCONS_00030001.p1	STRPU_04265
TCONS_00043878.p1	STRPU_01579
TCONS_00011225.p1	STRPU_20887
TCONS_00019185.p1	STRPU_22422
TCONS_00021624.p1	STRPU_06610
TCONS_00047967.p1	STRPU_22644
TCONS_00036061.p1	STRPU_23770
TCONS_00044099.p1	STRPU_05032
TCONS_00000999.p1	STRPU_17194
TCONS_00042098.p1	STRPU_05282
TCONS_00049262.p1	STRPU_23176
TCONS_00017974.p1	STRPU_24463
TCONS_00057121.p1	STRPU_23618
TCONS_00006841.p1	STRPU_10294
TCONS_00043210.p1	STRPU_26627
TCONS_00041671.p1	STRPU_05184
TCONS_00028412.p1	STRPU_26803
TCONS_00046199.p1	STRPU_07882
TCONS_00014693.p1	STRPU_19482
TCONS_00018790.p1	STRPU_24239
TCONS_00024700.p1	STRPU_12934
TCONS_00056694.p1	STRPU_00487
TCONS_00029149.p1	STRPU_11437
TCONS_00008153.p1	STRPU_25660
TCONS_00037714.p1	STRPU_11567
TCONS_00010473.p1	STRPU_20890
