TCONS_00000001.p1	bflo_20824
TCONS_00050637.p1	bflo_25003
TCONS_00050639.p1	bflo_12900
TCONS_00050640.p1	bflo_17651
TCONS_00050641.p1	bflo_03836
TCONS_00050642.p1	bflo_10738
TCONS_00050643.p1	bflo_24583
TCONS_00050645.p1	bflo_22002
TCONS_00050646.p1	bflo_16752
TCONS_00050647.p1	bflo_26497
TCONS_00050652.p1	bflo_05746
TCONS_00050654.p1	bflo_03705
TCONS_00050656.p1	bflo_24965
TCONS_00050657.p1	bflo_07432
TCONS_00050660.p1	bflo_04566
TCONS_00050662.p1	bflo_02201
TCONS_00050663.p1	bflo_08964
TCONS_00050664.p1	bflo_12934
TCONS_00050665.p1	bflo_02292
TCONS_00050667.p1	bflo_24495
TCONS_00050670.p1	bflo_24515
TCONS_00050671.p1	bflo_08727
TCONS_00050672.p1	bflo_16232
TCONS_00050675.p1	bflo_24148
TCONS_00050678.p1	bflo_24094
TCONS_00050679.p1	bflo_24094
TCONS_00050680.p1	bflo_01834
TCONS_00050681.p1	bflo_03577
TCONS_00050682.p1	bflo_01834
TCONS_00050684.p1	bflo_26571
TCONS_00050687.p1	bflo_02359
TCONS_00050689.p1	bflo_16390
TCONS_00050690.p1	bflo_26135
TCONS_00050691.p1	bflo_16390
TCONS_00050693.p1	bflo_13738
TCONS_00050694.p1	bflo_16390
TCONS_00050695.p1	bflo_22430
TCONS_00050696.p1	bflo_22430
TCONS_00050697.p1	bflo_22430
TCONS_00050699.p1	bflo_25128
TCONS_00050701.p1	bflo_20763
TCONS_00050702.p1	bflo_24585
TCONS_00050703.p1	bflo_24585
TCONS_00050704.p1	bflo_26084
TCONS_00050705.p1	bflo_18749
TCONS_00050706.p1	bflo_16797
TCONS_00050707.p1	bflo_13738
TCONS_00050708.p1	bflo_16390
TCONS_00050709.p1	bflo_22430
TCONS_00050710.p1	bflo_22430
TCONS_00050711.p1	bflo_22430
TCONS_00050712.p1	bflo_25008
TCONS_00050713.p1	bflo_14265
TCONS_00050716.p1	bflo_25377
TCONS_00050717.p1	bflo_14265
TCONS_00050720.p1	bflo_15626
TCONS_00050721.p1	bflo_26561
TCONS_00050723.p1	bflo_20752
TCONS_00050724.p1	bflo_27467
TCONS_00050725.p1	bflo_24585
TCONS_00050726.p1	bflo_18749
TCONS_00050727.p1	bflo_18749
TCONS_00050729.p1	bflo_18749
TCONS_00050732.p1	bflo_17027
TCONS_00050734.p1	bflo_02292
TCONS_00050735.p1	bflo_24709
TCONS_00050736.p1	bflo_17278
TCONS_00050738.p1	bflo_25350
TCONS_00050739.p1	bflo_25350
TCONS_00050741.p1	bflo_25350
TCONS_00050742.p1	bflo_22002
TCONS_00050744.p1	bflo_08635
TCONS_00050746.p1	bflo_10153
TCONS_00050747.p1	bflo_27273
TCONS_00050748.p1	bflo_22919
TCONS_00050750.p1	bflo_09117
TCONS_00050751.p1	bflo_14454
TCONS_00050752.p1	bflo_18358
TCONS_00050753.p1	bflo_14454
TCONS_00050755.p1	bflo_18045
TCONS_00050757.p1	bflo_23963
TCONS_00050759.p1	bflo_00516
TCONS_00050762.p1	bflo_26107
TCONS_00050763.p1	bflo_24680
TCONS_00050765.p1	bflo_23412
TCONS_00050771.p1	bflo_23412
TCONS_00050772.p1	bflo_23412
TCONS_00050773.p1	bflo_23412
TCONS_00050774.p1	bflo_23412
TCONS_00050775.p1	bflo_24042
TCONS_00050776.p1	bflo_21703
TCONS_00050777.p1	bflo_24623
TCONS_00050783.p1	bflo_17213
TCONS_00050784.p1	bflo_01091
TCONS_00050785.p1	bflo_22132
TCONS_00050787.p1	bflo_03181
TCONS_00050788.p1	bflo_25081
TCONS_00050789.p1	bflo_10443
TCONS_00050791.p1	bflo_24420
TCONS_00050792.p1	bflo_24489
TCONS_00050793.p1	bflo_24489
TCONS_00050794.p1	bflo_24613
TCONS_00050795.p1	bflo_14950
TCONS_00050796.p1	bflo_22430
TCONS_00050798.p1	bflo_24656
TCONS_00050801.p1	bflo_17330
TCONS_00050802.p1	bflo_19540
TCONS_00050803.p1	bflo_17231
TCONS_00050804.p1	bflo_02582
TCONS_00050805.p1	bflo_12906
TCONS_00050806.p1	bflo_17064
TCONS_00050807.p1	bflo_07718
TCONS_00050808.p1	bflo_07718
TCONS_00050809.p1	bflo_07718
TCONS_00050810.p1	bflo_07718
TCONS_00050811.p1	bflo_07718
TCONS_00050812.p1	bflo_07718
TCONS_00050813.p1	bflo_24560
TCONS_00050815.p1	bflo_18599
TCONS_00050817.p1	bflo_24870
TCONS_00050826.p1	bflo_24872
TCONS_00050827.p1	bflo_24617
TCONS_00050829.p1	bflo_25042
TCONS_00050831.p1	bflo_10158
TCONS_00050833.p1	bflo_24655
TCONS_00050837.p1	bflo_26497
TCONS_00050839.p1	bflo_25530
TCONS_00050840.p1	bflo_14069
TCONS_00050841.p1	bflo_14642
TCONS_00050843.p1	bflo_14069
TCONS_00050844.p1	bflo_14069
TCONS_00050845.p1	bflo_24539
TCONS_00050847.p1	bflo_20939
TCONS_00050855.p1	bflo_23972
TCONS_00050856.p1	bflo_10921
TCONS_00050857.p1	bflo_04508
TCONS_00050858.p1	bflo_23944
TCONS_00050859.p1	bflo_24247
TCONS_00050867.p1	bflo_24471
TCONS_00050868.p1	bflo_24455
TCONS_00050869.p1	bflo_24347
TCONS_00050870.p1	bflo_25529
TCONS_00050872.p1	bflo_24598
TCONS_00050873.p1	bflo_24254
TCONS_00050876.p1	bflo_13371
TCONS_00050877.p1	bflo_04508
TCONS_00050878.p1	bflo_09990
TCONS_00050879.p2	bflo_05433
TCONS_00050880.p1	bflo_05433
TCONS_00050883.p1	bflo_09312
TCONS_00050887.p1	bflo_09312
TCONS_00050889.p1	bflo_10464
TCONS_00050890.p1	bflo_11596
TCONS_00050895.p1	bflo_24141
TCONS_00050896.p1	bflo_06473
TCONS_00050897.p1	bflo_06473
TCONS_00050898.p1	bflo_10331
TCONS_00050900.p1	bflo_04807
TCONS_00050902.p1	bflo_11958
TCONS_00050903.p1	bflo_14069
TCONS_00050904.p1	bflo_22329
TCONS_00050905.p1	bflo_05548
TCONS_00050906.p1	bflo_05548
TCONS_00050907.p1	bflo_25062
TCONS_00050908.p1	bflo_15647
TCONS_00050911.p1	bflo_25062
TCONS_00050912.p1	bflo_13703
TCONS_00050916.p1	bflo_25055
TCONS_00050917.p1	bflo_02348
TCONS_00050919.p1	bflo_13164
TCONS_00050921.p1	bflo_12285
TCONS_00050922.p1	bflo_12285
TCONS_00050923.p1	bflo_24327
TCONS_00050924.p1	bflo_24072
TCONS_00050927.p1	bflo_24086
TCONS_00050928.p1	bflo_03836
TCONS_00050929.p1	bflo_03204
TCONS_00050930.p1	bflo_03836
TCONS_00050931.p1	bflo_24413
TCONS_00050932.p1	bflo_10955
TCONS_00050933.p1	bflo_10955
TCONS_00050935.p1	bflo_24212
TCONS_00050936.p1	bflo_24415
TCONS_00050937.p1	bflo_24979
TCONS_00050938.p1	bflo_19293
TCONS_00050939.p1	bflo_03709
TCONS_00050940.p1	bflo_18879
TCONS_00050941.p1	bflo_24296
TCONS_00050942.p1	bflo_22593
TCONS_00050944.p1	bflo_17687
TCONS_00050946.p1	bflo_02220
TCONS_00050947.p1	bflo_18961
TCONS_00050948.p1	bflo_00914
TCONS_00050949.p1	bflo_13706
TCONS_00050950.p1	bflo_00815
TCONS_00050951.p1	bflo_00505
TCONS_00050953.p1	bflo_06263
TCONS_00050955.p1	bflo_23402
TCONS_00050956.p1	bflo_04878
TCONS_00050960.p1	bflo_26526
TCONS_00050961.p1	bflo_26526
TCONS_00050962.p1	bflo_24479
TCONS_00050963.p1	bflo_25019
TCONS_00050964.p1	bflo_25019
TCONS_00050965.p1	bflo_25019
TCONS_00050967.p1	bflo_14093
TCONS_00050971.p1	bflo_26526
TCONS_00050972.p1	bflo_26526
TCONS_00050973.p1	bflo_24479
TCONS_00050974.p1	bflo_25019
TCONS_00050975.p1	bflo_25019
TCONS_00050977.p1	bflo_25019
TCONS_00050978.p1	bflo_09304
TCONS_00050979.p1	bflo_09304
TCONS_00050980.p1	bflo_22140
TCONS_00050981.p1	bflo_01154
TCONS_00050982.p1	bflo_01154
TCONS_00050983.p1	bflo_01154
TCONS_00050985.p1	bflo_04117
TCONS_00050986.p1	bflo_13539
TCONS_00050990.p1	bflo_19308
TCONS_00050991.p1	bflo_26220
TCONS_00050994.p1	bflo_24842
TCONS_00050997.p1	bflo_24684
TCONS_00050998.p1	bflo_24684
TCONS_00051000.p1	bflo_15946
TCONS_00051010.p1	bflo_23612
TCONS_00051011.p1	bflo_25073
TCONS_00051012.p1	bflo_25073
TCONS_00051017.p1	bflo_13774
TCONS_00051018.p1	bflo_13774
TCONS_00051019.p1	bflo_19010
TCONS_00051020.p1	bflo_08148
TCONS_00051021.p1	bflo_13774
TCONS_00051024.p1	bflo_02393
TCONS_00051025.p1	bflo_25117
TCONS_00051026.p1	bflo_24581
TCONS_00051027.p1	bflo_24462
TCONS_00051028.p1	bflo_24197
TCONS_00051029.p1	bflo_01933
TCONS_00051030.p1	bflo_01235
TCONS_00051033.p1	bflo_24433
TCONS_00051034.p1	bflo_24520
TCONS_00051035.p1	bflo_24372
TCONS_00051036.p1	bflo_00703
TCONS_00051037.p1	bflo_26526
TCONS_00051038.p1	bflo_22430
TCONS_00051041.p1	bflo_08963
TCONS_00051043.p1	bflo_22081
TCONS_00051044.p1	bflo_08963
TCONS_00051046.p1	bflo_25128
TCONS_00051049.p1	bflo_25403
TCONS_00051050.p1	bflo_10338
TCONS_00051051.p1	bflo_23502
TCONS_00051052.p1	bflo_03763
TCONS_00051053.p1	bflo_17788
TCONS_00051054.p1	bflo_03763
TCONS_00051058.p1	bflo_16257
TCONS_00051059.p1	bflo_16017
TCONS_00051060.p1	bflo_10984
TCONS_00051061.p1	bflo_25287
TCONS_00051062.p1	bflo_07188
TCONS_00051064.p1	bflo_24685
TCONS_00051066.p1	bflo_13612
TCONS_00051067.p1	bflo_26561
TCONS_00051068.p1	bflo_03502
TCONS_00051070.p1	bflo_24540
TCONS_00051073.p1	bflo_23930
TCONS_00051074.p1	bflo_23930
TCONS_00051075.p1	bflo_23931
TCONS_00051076.p1	bflo_24701
TCONS_00051077.p1	bflo_23931
TCONS_00051078.p1	bflo_24701
TCONS_00051079.p1	bflo_22430
TCONS_00051084.p1	bflo_10338
TCONS_00051085.p1	bflo_25128
TCONS_00051086.p1	bflo_03763
TCONS_00051088.p1	bflo_07188
TCONS_00051091.p1	bflo_24960
TCONS_00051093.p1	bflo_18490
TCONS_00051094.p1	bflo_10984
TCONS_00051095.p1	bflo_17788
TCONS_00051096.p1	bflo_17788
TCONS_00051097.p1	bflo_25008
TCONS_00051100.p1	bflo_25008
TCONS_00051103.p1	bflo_25008
TCONS_00051105.p1	bflo_24960
TCONS_00051106.p1	bflo_24540
TCONS_00051107.p1	bflo_11059
TCONS_00051108.p1	bflo_23930
TCONS_00051109.p1	bflo_23930
TCONS_00051110.p1	bflo_24701
TCONS_00051111.p1	bflo_24701
TCONS_00051112.p1	bflo_23931
TCONS_00051114.p1	bflo_24361
TCONS_00051115.p1	bflo_24068
TCONS_00051116.p1	bflo_24544
TCONS_00051118.p1	bflo_24642
TCONS_00051119.p1	bflo_25170
TCONS_00051120.p1	bflo_25170
TCONS_00051121.p1	bflo_24408
TCONS_00051122.p1	bflo_24442
TCONS_00051123.p1	bflo_24353
TCONS_00051124.p1	bflo_14355
TCONS_00051125.p1	bflo_25454
TCONS_00051127.p1	bflo_24600
TCONS_00051128.p1	bflo_27475
TCONS_00051129.p1	bflo_24640
TCONS_00051131.p1	bflo_24467
TCONS_00051133.p1	bflo_24095
TCONS_00051136.p1	bflo_24438
TCONS_00051137.p1	bflo_24561
TCONS_00051140.p1	bflo_17559
TCONS_00051143.p1	bflo_14885
TCONS_00051148.p1	bflo_24722
TCONS_00051149.p1	bflo_23632
TCONS_00051163.p1	bflo_24936
TCONS_00051164.p1	bflo_26784
TCONS_00051168.p1	bflo_24792
TCONS_00051172.p1	bflo_24951
TCONS_00051178.p1	bflo_25982
TCONS_00051180.p1	bflo_24556
TCONS_00051181.p1	bflo_03175
TCONS_00051183.p1	bflo_22691
TCONS_00051191.p1	bflo_24916
TCONS_00051193.p1	bflo_24503
TCONS_00051197.p1	bflo_20487
TCONS_00051201.p1	bflo_19014
TCONS_00051202.p1	bflo_24821
TCONS_00051204.p1	bflo_24992
TCONS_00051206.p1	bflo_07632
TCONS_00051210.p1	bflo_24404
TCONS_00051211.p1	bflo_07559
TCONS_00051213.p1	bflo_07559
TCONS_00051215.p1	bflo_24890
TCONS_00051216.p1	bflo_03027
TCONS_00051217.p1	bflo_24399
TCONS_00051218.p1	bflo_23730
TCONS_00051219.p1	bflo_21703
TCONS_00051236.p1	bflo_21961
TCONS_00051239.p1	bflo_14291
TCONS_00051245.p1	bflo_14291
TCONS_00051249.p1	bflo_14291
TCONS_00051251.p1	bflo_14291
TCONS_00051252.p1	bflo_14291
TCONS_00051254.p1	bflo_24069
TCONS_00051255.p1	bflo_18961
TCONS_00051256.p1	bflo_09186
TCONS_00051257.p1	bflo_20340
TCONS_00051258.p1	bflo_09985
TCONS_00051259.p1	bflo_02075
TCONS_00051260.p1	bflo_03577
TCONS_00051261.p1	bflo_05516
TCONS_00051263.p1	bflo_03247
TCONS_00051264.p1	bflo_03206
TCONS_00051265.p1	bflo_13786
TCONS_00051266.p1	bflo_23934
TCONS_00051268.p1	bflo_08780
TCONS_00051271.p1	bflo_24325
TCONS_00051272.p1	bflo_18529
TCONS_00051273.p1	bflo_24113
TCONS_00051275.p1	bflo_24396
TCONS_00051276.p1	bflo_09985
TCONS_00051277.p1	bflo_23782
TCONS_00051278.p1	bflo_24637
TCONS_00051279.p1	bflo_13077
TCONS_00051280.p1	bflo_24910
TCONS_00051281.p1	bflo_05888
TCONS_00051282.p1	bflo_17555
TCONS_00051284.p1	bflo_23217
TCONS_00051285.p1	bflo_01435
TCONS_00051286.p1	bflo_25104
TCONS_00051287.p1	bflo_13774
TCONS_00051290.p1	bflo_15638
TCONS_00051291.p1	bflo_26694
TCONS_00051292.p1	bflo_00887
TCONS_00051296.p1	bflo_23217
TCONS_00051297.p1	bflo_03844
TCONS_00051298.p1	bflo_01435
TCONS_00051299.p1	bflo_25104
TCONS_00051300.p1	bflo_13774
TCONS_00051302.p1	bflo_19520
TCONS_00051304.p1	bflo_13774
TCONS_00051309.p1	bflo_04791
TCONS_00051315.p1	bflo_12397
TCONS_00051316.p1	bflo_12397
TCONS_00051317.p1	bflo_12397
TCONS_00051318.p1	bflo_12397
TCONS_00051319.p1	bflo_22609
TCONS_00051320.p1	bflo_23051
TCONS_00051323.p1	bflo_24866
TCONS_00051324.p1	bflo_20160
TCONS_00051325.p1	bflo_24672
TCONS_00051326.p1	bflo_00505
TCONS_00051327.p1	bflo_05867
TCONS_00051328.p1	bflo_24342
TCONS_00051329.p1	bflo_24889
TCONS_00051330.p1	bflo_06526
TCONS_00051332.p1	bflo_15401
TCONS_00051333.p1	bflo_16609
TCONS_00051334.p1	bflo_25230
TCONS_00051335.p1	bflo_17178
TCONS_00051336.p1	bflo_04059
TCONS_00051337.p1	bflo_21405
TCONS_00051338.p1	bflo_09048
TCONS_00051342.p1	bflo_20671
TCONS_00051344.p1	bflo_13577
TCONS_00051345.p1	bflo_26107
TCONS_00051346.p1	bflo_09762
TCONS_00051347.p1	bflo_09762
TCONS_00051348.p1	bflo_09762
TCONS_00051350.p1	bflo_12906
TCONS_00051358.p1	bflo_12906
TCONS_00051359.p1	bflo_12906
TCONS_00051360.p1	bflo_12906
TCONS_00051362.p1	bflo_03937
TCONS_00051363.p1	bflo_07502
TCONS_00051364.p1	bflo_25027
TCONS_00051365.p1	bflo_24337
TCONS_00051366.p1	bflo_12681
TCONS_00051374.p1	bflo_03300
TCONS_00051375.p1	bflo_23982
TCONS_00051376.p1	bflo_01932
TCONS_00051380.p1	bflo_12906
TCONS_00051381.p1	bflo_19905
TCONS_00051382.p1	bflo_20129
TCONS_00051383.p1	bflo_03474
TCONS_00051384.p1	bflo_24758
TCONS_00051385.p1	bflo_24758
TCONS_00051388.p1	bflo_23934
TCONS_00051390.p1	bflo_25015
TCONS_00051391.p1	bflo_18115
TCONS_00051392.p1	bflo_18115
TCONS_00051393.p1	bflo_26359
TCONS_00051394.p1	bflo_26359
TCONS_00051396.p1	bflo_24510
TCONS_00051397.p1	bflo_21263
TCONS_00051398.p1	bflo_21405
TCONS_00051399.p1	bflo_23964
TCONS_00051400.p1	bflo_25002
TCONS_00051401.p1	bflo_07448
TCONS_00051402.p1	bflo_24003
TCONS_00051403.p1	bflo_24003
TCONS_00051404.p1	bflo_07950
TCONS_00051408.p1	bflo_07950
TCONS_00051410.p1	bflo_19293
TCONS_00051411.p1	bflo_03808
TCONS_00051412.p1	bflo_03575
TCONS_00051414.p1	bflo_23865
TCONS_00051415.p1	bflo_04519
TCONS_00051416.p1	bflo_13654
TCONS_00051417.p1	bflo_23102
TCONS_00051418.p1	bflo_24672
TCONS_00051419.p1	bflo_21372
TCONS_00051423.p1	bflo_24889
TCONS_00051428.p1	bflo_00488
TCONS_00051429.p1	bflo_13654
TCONS_00051431.p1	bflo_01548
TCONS_00051432.p1	bflo_24616
TCONS_00051434.p1	bflo_18634
TCONS_00051436.p1	bflo_24616
TCONS_00051437.p1	bflo_24026
TCONS_00051441.p1	bflo_22430
TCONS_00051442.p1	bflo_22430
TCONS_00051444.p1	bflo_05118
TCONS_00051445.p1	bflo_22430
TCONS_00051446.p1	bflo_20209
TCONS_00051450.p1	bflo_11794
TCONS_00051451.p1	bflo_22430
TCONS_00051452.p1	bflo_22430
TCONS_00051453.p1	bflo_22430
TCONS_00051454.p1	bflo_19535
TCONS_00051455.p1	bflo_04835
TCONS_00051456.p1	bflo_04835
TCONS_00051462.p1	bflo_01761
TCONS_00051463.p1	bflo_03159
TCONS_00051464.p1	bflo_03174
TCONS_00051465.p1	bflo_20649
TCONS_00051466.p1	bflo_13133
TCONS_00051467.p1	bflo_04835
TCONS_00051469.p1	bflo_00568
TCONS_00051471.p1	bflo_24555
TCONS_00051472.p1	bflo_08239
TCONS_00051473.p1	bflo_15946
TCONS_00051474.p1	bflo_25503
TCONS_00051475.p1	bflo_11929
TCONS_00051476.p1	bflo_25015
TCONS_00051479.p1	bflo_24202
TCONS_00051480.p1	bflo_24562
TCONS_00051482.p1	bflo_24796
TCONS_00051483.p1	bflo_06563
TCONS_00051484.p1	bflo_14069
TCONS_00051485.p1	bflo_14069
TCONS_00051486.p1	bflo_12681
TCONS_00051487.p1	bflo_24619
TCONS_00051490.p1	bflo_25346
TCONS_00051491.p1	bflo_13655
TCONS_00051494.p1	bflo_03209
TCONS_00051495.p1	bflo_12681
TCONS_00051497.p1	bflo_25346
TCONS_00051498.p1	bflo_25524
TCONS_00051500.p1	bflo_26163
TCONS_00051502.p1	bflo_12033
TCONS_00051504.p1	bflo_24543
TCONS_00051505.p1	bflo_25530
TCONS_00051507.p1	bflo_26561
TCONS_00051508.p1	bflo_07444
TCONS_00051509.p2	bflo_11657
TCONS_00051510.p1	bflo_09367
TCONS_00051511.p1	bflo_24771
TCONS_00051512.p1	bflo_20953
TCONS_00051513.p1	bflo_24350
TCONS_00051517.p1	bflo_24323
TCONS_00051521.p1	bflo_24133
TCONS_00051522.p1	bflo_24864
TCONS_00051523.p1	bflo_24330
TCONS_00051524.p1	bflo_24330
TCONS_00051525.p1	bflo_24570
TCONS_00051526.p1	bflo_22430
TCONS_00051527.p1	bflo_22430
TCONS_00051529.p1	bflo_22002
TCONS_00051530.p1	bflo_22002
TCONS_00051531.p1	bflo_22002
TCONS_00051534.p1	bflo_22002
TCONS_00051538.p1	bflo_22002
TCONS_00051539.p1	bflo_22002
TCONS_00051540.p1	bflo_24610
TCONS_00051542.p1	bflo_22002
TCONS_00051543.p1	bflo_22002
TCONS_00051544.p1	bflo_22002
TCONS_00051545.p1	bflo_22002
TCONS_00051546.p1	bflo_22002
TCONS_00051548.p1	bflo_11436
TCONS_00051550.p1	bflo_22002
TCONS_00051551.p1	bflo_13654
TCONS_00051552.p1	bflo_12934
TCONS_00051554.p1	bflo_04929
TCONS_00051555.p1	bflo_14970
TCONS_00051558.p1	bflo_16118
TCONS_00051559.p1	bflo_07718
TCONS_00051560.p1	bflo_24989
TCONS_00051563.p1	bflo_19293
TCONS_00051564.p1	bflo_24161
TCONS_00051565.p2	bflo_01828
TCONS_00051568.p1	bflo_25067
TCONS_00051572.p1	bflo_00619
TCONS_00051573.p1	bflo_23402
TCONS_00051574.p1	bflo_23949
TCONS_00051576.p1	bflo_25056
TCONS_00051578.p1	bflo_24437
TCONS_00051579.p1	bflo_24440
TCONS_00051580.p1	bflo_24440
TCONS_00051581.p1	bflo_24440
TCONS_00051582.p1	bflo_24437
TCONS_00051583.p1	bflo_06820
TCONS_00051584.p1	bflo_15749
TCONS_00051586.p1	bflo_03917
TCONS_00051588.p1	bflo_02215
TCONS_00051589.p1	bflo_24437
TCONS_00051590.p1	bflo_24437
TCONS_00051592.p2	bflo_24440
TCONS_00051593.p1	bflo_04009
TCONS_00051594.p1	bflo_03114
TCONS_00051595.p1	bflo_13658
TCONS_00051600.p1	bflo_17690
TCONS_00051605.p1	bflo_20628
TCONS_00051606.p1	bflo_24246
TCONS_00051607.p1	bflo_10901
TCONS_00051608.p1	bflo_00157
TCONS_00051611.p1	bflo_24575
TCONS_00051612.p1	bflo_14598
TCONS_00051613.p1	bflo_18037
TCONS_00051615.p1	bflo_24604
TCONS_00051629.p1	bflo_24354
TCONS_00051631.p1	bflo_24458
TCONS_00051636.p1	bflo_24683
TCONS_00051637.p1	bflo_24019
TCONS_00051638.p1	bflo_22061
TCONS_00051642.p1	bflo_24830
TCONS_00051644.p1	bflo_15928
TCONS_00051645.p1	bflo_22255
TCONS_00051646.p1	bflo_03980
TCONS_00051648.p1	bflo_15641
TCONS_00051649.p1	bflo_24923
TCONS_00051652.p1	bflo_24153
TCONS_00051654.p1	bflo_07926
TCONS_00051655.p1	bflo_07560
TCONS_00051656.p1	bflo_21828
TCONS_00051657.p1	bflo_00219
TCONS_00051658.p1	bflo_18851
TCONS_00051659.p1	bflo_22002
TCONS_00051660.p1	bflo_22002
TCONS_00051661.p1	bflo_21769
TCONS_00051662.p1	bflo_22002
TCONS_00051663.p1	bflo_22002
TCONS_00051664.p1	bflo_22002
TCONS_00051667.p1	bflo_22002
TCONS_00051668.p1	bflo_02995
TCONS_00051669.p1	bflo_25115
TCONS_00051670.p1	bflo_24254
TCONS_00051671.p1	bflo_09794
TCONS_00051673.p1	bflo_24863
TCONS_00051674.p1	bflo_02065
TCONS_00051676.p1	bflo_17330
TCONS_00051677.p1	bflo_17330
TCONS_00051678.p1	bflo_25150
TCONS_00051680.p1	bflo_17330
TCONS_00051681.p1	bflo_17330
TCONS_00051682.p1	bflo_17330
TCONS_00051688.p1	bflo_03808
TCONS_00051693.p1	bflo_08959
TCONS_00051701.p1	bflo_24377
TCONS_00051703.p1	bflo_24377
TCONS_00051706.p1	bflo_24309
TCONS_00051707.p1	bflo_07608
TCONS_00051708.p1	bflo_15756
TCONS_00051709.p1	bflo_24698
TCONS_00051710.p1	bflo_21677
TCONS_00051711.p1	bflo_24698
TCONS_00051714.p1	bflo_06263
TCONS_00051715.p1	bflo_02123
TCONS_00051717.p1	bflo_03836
TCONS_00051718.p1	bflo_24972
TCONS_00051720.p1	bflo_24055
TCONS_00051723.p1	bflo_10886
TCONS_00051724.p1	bflo_24613
TCONS_00051725.p1	bflo_24906
TCONS_00051726.p1	bflo_15967
TCONS_00051727.p1	bflo_21080
TCONS_00051728.p1	bflo_17471
TCONS_00051730.p1	bflo_23468
TCONS_00051737.p1	bflo_12888
TCONS_00051738.p1	bflo_24947
TCONS_00051741.p1	bflo_24499
TCONS_00051744.p1	bflo_05516
TCONS_00051745.p1	bflo_19454
TCONS_00051746.p1	bflo_20809
TCONS_00051747.p1	bflo_19179
TCONS_00051748.p1	bflo_24094
TCONS_00051755.p1	bflo_24557
TCONS_00051756.p1	bflo_16390
TCONS_00051758.p1	bflo_16390
TCONS_00051759.p1	bflo_03575
TCONS_00051760.p1	bflo_16390
TCONS_00051761.p1	bflo_16390
TCONS_00051762.p1	bflo_03575
TCONS_00051763.p1	bflo_16390
TCONS_00051766.p1	bflo_24763
TCONS_00051767.p1	bflo_25114
TCONS_00051768.p1	bflo_03497
TCONS_00051769.p1	bflo_25008
TCONS_00051770.p1	bflo_10403
TCONS_00051771.p1	bflo_21892
TCONS_00051772.p1	bflo_25008
TCONS_00051773.p1	bflo_16438
TCONS_00051776.p1	bflo_25104
TCONS_00051777.p1	bflo_22430
TCONS_00051778.p1	bflo_10744
TCONS_00051779.p1	bflo_10744
TCONS_00051780.p1	bflo_21532
TCONS_00051782.p1	bflo_24763
TCONS_00051783.p1	bflo_01055
TCONS_00051784.p1	bflo_25114
TCONS_00051785.p1	bflo_25114
TCONS_00051787.p1	bflo_09403
TCONS_00051789.p1	bflo_16438
TCONS_00051791.p1	bflo_25128
TCONS_00051792.p1	bflo_25008
TCONS_00051793.p1	bflo_25008
TCONS_00051794.p1	bflo_03206
TCONS_00051795.p1	bflo_22689
TCONS_00051796.p1	bflo_15626
TCONS_00051798.p1	bflo_25008
TCONS_00051799.p1	bflo_10744
TCONS_00051800.p1	bflo_10744
TCONS_00051801.p1	bflo_10464
TCONS_00051803.p1	bflo_10464
TCONS_00051805.p1	bflo_07663
TCONS_00051806.p1	bflo_22430
TCONS_00051807.p1	bflo_26634
TCONS_00051809.p1	bflo_22430
TCONS_00051810.p1	bflo_25104
TCONS_00051811.p1	bflo_04324
TCONS_00051814.p1	bflo_13132
TCONS_00051815.p1	bflo_10744
TCONS_00051816.p1	bflo_25104
TCONS_00051819.p1	bflo_22430
TCONS_00051821.p1	bflo_24077
TCONS_00051822.p1	bflo_24823
TCONS_00051828.p1	bflo_08634
TCONS_00051829.p1	bflo_18984
TCONS_00051833.p1	bflo_18985
TCONS_00051837.p1	bflo_18737
TCONS_00051841.p1	bflo_10153
TCONS_00051842.p1	bflo_18984
TCONS_00051843.p1	bflo_25945
TCONS_00051844.p1	bflo_18984
TCONS_00051845.p1	bflo_18984
TCONS_00051846.p1	bflo_18984
TCONS_00051848.p1	bflo_10153
TCONS_00051849.p1	bflo_24940
TCONS_00051851.p1	bflo_19550
TCONS_00051854.p1	bflo_01106
TCONS_00051855.p1	bflo_25794
TCONS_00051859.p1	bflo_13300
TCONS_00051861.p1	bflo_24046
TCONS_00051863.p1	bflo_25080
TCONS_00051865.p2	bflo_25090
TCONS_00051866.p1	bflo_26845
TCONS_00051868.p1	bflo_27273
TCONS_00051869.p1	bflo_08321
TCONS_00051870.p1	bflo_00282
TCONS_00051871.p1	bflo_06263
TCONS_00051872.p1	bflo_04480
TCONS_00051873.p1	bflo_26543
TCONS_00051874.p1	bflo_11059
TCONS_00051875.p1	bflo_24177
TCONS_00051876.p1	bflo_24958
TCONS_00051877.p1	bflo_24624
TCONS_00051878.p1	bflo_07559
TCONS_00051879.p1	bflo_24039
TCONS_00051881.p1	bflo_24364
TCONS_00051886.p1	bflo_24402
TCONS_00051888.p1	bflo_06300
TCONS_00051889.p1	bflo_24147
TCONS_00051890.p1	bflo_21168
TCONS_00051891.p1	bflo_22430
TCONS_00051894.p1	bflo_13883
TCONS_00051895.p1	bflo_24641
TCONS_00051896.p1	bflo_24164
TCONS_00051898.p1	bflo_24348
TCONS_00051899.p1	bflo_22502
TCONS_00051901.p1	bflo_22502
TCONS_00051903.p1	bflo_00425
TCONS_00051905.p1	bflo_09668
TCONS_00051907.p1	bflo_24738
