TCONS_00000009.p1	HUMAN00695
TCONS_00053406.p1	HUMAN28717
TCONS_00053407.p1	HUMAN16828
TCONS_00053408.p1	HUMAN16828
TCONS_00053410.p1	HUMAN00846
TCONS_00053411.p1	HUMAN01187
TCONS_00053412.p1	HUMAN18729
TCONS_00053413.p1	HUMAN07375
TCONS_00053417.p1	HUMAN14937
TCONS_00053420.p1	HUMAN00850
TCONS_00053423.p1	HUMAN18828
TCONS_00053424.p1	HUMAN28579
TCONS_00053426.p1	HUMAN28509
TCONS_00053428.p1	HUMAN23270
TCONS_00053429.p1	HUMAN23268
TCONS_00053431.p1	HUMAN28861
TCONS_00053433.p1	HUMAN23397
TCONS_00053434.p1	HUMAN14290
TCONS_00053439.p1	HUMAN24070
TCONS_00053440.p1	HUMAN22809
TCONS_00053441.p1	HUMAN23532
TCONS_00053442.p1	HUMAN23532
TCONS_00053443.p1	HUMAN24070
TCONS_00053444.p1	HUMAN24070
TCONS_00053445.p1	HUMAN24070
TCONS_00053446.p1	HUMAN24070
TCONS_00053448.p1	HUMAN28679
TCONS_00053449.p1	HUMAN07286
TCONS_00053450.p1	HUMAN28679
TCONS_00053453.p1	HUMAN02914
TCONS_00053454.p1	HUMAN22445
TCONS_00053458.p1	HUMAN28451
TCONS_00053459.p1	HUMAN14535
TCONS_00053462.p1	HUMAN02288
TCONS_00053488.p1	HUMAN07286
TCONS_00053492.p1	HUMAN23416
TCONS_00053493.p1	HUMAN14444
TCONS_00053494.p1	HUMAN01143
TCONS_00053496.p1	HUMAN08916
TCONS_00053503.p1	HUMAN09518
TCONS_00053504.p1	HUMAN27645
TCONS_00053505.p1	HUMAN01144
TCONS_00053506.p1	HUMAN23424
TCONS_00053507.p1	HUMAN02458
TCONS_00053510.p1	HUMAN04289
TCONS_00053513.p1	HUMAN18088
TCONS_00053514.p1	HUMAN14166
TCONS_00053515.p1	HUMAN29038
TCONS_00053517.p1	HUMAN27769
TCONS_00053518.p1	HUMAN24230
TCONS_00053524.p1	HUMAN14662
TCONS_00053525.p1	HUMAN01032
TCONS_00053533.p1	HUMAN28462
TCONS_00053546.p1	HUMAN00967
TCONS_00053552.p1	HUMAN00969
TCONS_00053553.p1	HUMAN29426
TCONS_00053556.p1	HUMAN00906
TCONS_00053558.p1	HUMAN25315
TCONS_00053560.p1	HUMAN14930
TCONS_00053561.p1	HUMAN14631
TCONS_00053562.p1	HUMAN01061
TCONS_00053563.p1	HUMAN23635
TCONS_00053570.p1	HUMAN01147
TCONS_00053571.p1	HUMAN01147
TCONS_00053574.p1	HUMAN01077
TCONS_00053576.p1	HUMAN14856
TCONS_00053577.p1	HUMAN12671
TCONS_00053579.p1	HUMAN14857
TCONS_00053582.p1	HUMAN14233
TCONS_00053583.p1	HUMAN18016
TCONS_00053586.p1	HUMAN18016
TCONS_00053591.p1	HUMAN23424
TCONS_00053592.p1	HUMAN02458
TCONS_00053598.p1	HUMAN27224
TCONS_00053600.p1	HUMAN25568
TCONS_00053604.p1	HUMAN23258
TCONS_00053605.p1	HUMAN14166
TCONS_00053607.p1	HUMAN29038
TCONS_00053614.p1	HUMAN29598
TCONS_00053615.p1	HUMAN27769
TCONS_00053618.p1	HUMAN08200
TCONS_00053620.p1	HUMAN20441
TCONS_00053622.p1	HUMAN13794
TCONS_00053624.p1	HUMAN01195
TCONS_00053625.p1	HUMAN14920
TCONS_00053626.p1	HUMAN14917
TCONS_00053627.p1	HUMAN01206
TCONS_00053631.p1	HUMAN00966
TCONS_00053632.p1	HUMAN24202
TCONS_00053636.p1	HUMAN00850
TCONS_00053637.p1	HUMAN23408
TCONS_00053640.p1	HUMAN01105
TCONS_00053645.p1	HUMAN30238
TCONS_00053646.p1	HUMAN13131
TCONS_00053648.p1	HUMAN02926
TCONS_00053653.p1	HUMAN00889
TCONS_00053654.p1	HUMAN26828
TCONS_00053655.p1	HUMAN03717
TCONS_00053656.p1	HUMAN22106
TCONS_00053661.p1	HUMAN01156
TCONS_00053666.p1	HUMAN16721
TCONS_00053668.p1	HUMAN01195
TCONS_00053669.p1	HUMAN14849
TCONS_00053672.p1	HUMAN10999
TCONS_00053673.p1	HUMAN10513
TCONS_00053674.p1	HUMAN25222
TCONS_00053675.p1	HUMAN25284
TCONS_00053676.p1	HUMAN28496
TCONS_00053680.p1	HUMAN28995
TCONS_00053685.p1	HUMAN01912
TCONS_00053686.p1	HUMAN20643
TCONS_00053687.p1	HUMAN19292
TCONS_00053688.p1	HUMAN18828
TCONS_00053689.p1	HUMAN23357
TCONS_00053690.p1	HUMAN23357
TCONS_00053691.p1	HUMAN01068
TCONS_00053692.p1	HUMAN23368
TCONS_00053695.p1	HUMAN23368
TCONS_00053703.p1	HUMAN23368
TCONS_00053705.p1	HUMAN23368
TCONS_00053706.p1	HUMAN23368
TCONS_00053708.p1	HUMAN14803
TCONS_00053710.p1	HUMAN28507
TCONS_00053712.p1	HUMAN01912
TCONS_00053713.p1	HUMAN00618
TCONS_00053714.p1	HUMAN00850
TCONS_00053715.p1	HUMAN00618
TCONS_00053721.p1	HUMAN07015
TCONS_00053722.p1	HUMAN14511
TCONS_00053723.p1	HUMAN13653
TCONS_00053724.p1	HUMAN02684
TCONS_00053726.p1	HUMAN01748
TCONS_00053727.p1	HUMAN29571
TCONS_00053728.p1	HUMAN14899
TCONS_00053730.p1	HUMAN14897
TCONS_00053733.p1	HUMAN28584
TCONS_00053735.p1	HUMAN28954
TCONS_00053736.p1	HUMAN01210
TCONS_00053738.p1	HUMAN25521
TCONS_00053739.p1	HUMAN14619
TCONS_00053742.p1	HUMAN01300
TCONS_00053743.p1	HUMAN23254
TCONS_00053744.p1	HUMAN23254
TCONS_00053745.p1	HUMAN22789
TCONS_00053746.p1	HUMAN10116
TCONS_00053748.p1	HUMAN19996
TCONS_00053750.p1	HUMAN12782
TCONS_00053751.p1	HUMAN18077
TCONS_00053752.p1	HUMAN12782
TCONS_00053753.p1	HUMAN12782
TCONS_00053759.p1	HUMAN14316
TCONS_00053761.p1	HUMAN28345
TCONS_00053763.p1	HUMAN29028
TCONS_00053766.p1	HUMAN02926
TCONS_00053767.p1	HUMAN02926
TCONS_00053768.p1	HUMAN11063
TCONS_00053770.p1	HUMAN20876
TCONS_00053771.p1	HUMAN22530
TCONS_00053775.p1	HUMAN04395
TCONS_00053776.p1	HUMAN12296
TCONS_00053777.p1	HUMAN12296
TCONS_00053779.p1	HUMAN14159
TCONS_00053780.p1	HUMAN01297
TCONS_00053783.p1	HUMAN28967
TCONS_00053785.p1	HUMAN01051
TCONS_00053786.p1	HUMAN06227
TCONS_00053787.p1	HUMAN06227
TCONS_00053789.p1	HUMAN20680
TCONS_00053792.p1	HUMAN06227
TCONS_00053793.p1	HUMAN06227
TCONS_00053794.p1	HUMAN06227
TCONS_00053795.p1	HUMAN06227
TCONS_00053796.p1	HUMAN06227
TCONS_00053797.p1	HUMAN27404
TCONS_00053798.p1	HUMAN06227
TCONS_00053799.p1	HUMAN06227
TCONS_00053801.p1	HUMAN06227
TCONS_00053802.p1	HUMAN28841
TCONS_00053803.p1	HUMAN06227
TCONS_00053807.p1	HUMAN06227
TCONS_00053808.p1	HUMAN06227
TCONS_00053810.p1	HUMAN06227
TCONS_00053811.p1	HUMAN06227
TCONS_00053812.p1	HUMAN28448
TCONS_00053813.p1	HUMAN01090
TCONS_00053814.p1	HUMAN17978
TCONS_00053817.p1	HUMAN17582
TCONS_00053818.p1	HUMAN00953
TCONS_00053819.p1	HUMAN29164
TCONS_00053820.p1	HUMAN23293
TCONS_00053821.p1	HUMAN03982
TCONS_00053825.p1	HUMAN01117
TCONS_00053826.p1	HUMAN23322
TCONS_00053828.p1	HUMAN14618
TCONS_00053832.p1	HUMAN14618
TCONS_00053833.p1	HUMAN01287
TCONS_00053834.p1	HUMAN12229
TCONS_00053837.p1	HUMAN29046
TCONS_00053839.p1	HUMAN05545
TCONS_00053841.p1	HUMAN02111
TCONS_00053843.p1	HUMAN29020
TCONS_00053844.p1	HUMAN03681
TCONS_00053846.p1	HUMAN20876
TCONS_00053848.p1	HUMAN22770
TCONS_00053851.p1	HUMAN28989
TCONS_00053854.p1	HUMAN09225
TCONS_00053855.p1	HUMAN29020
TCONS_00053856.p1	HUMAN03681
TCONS_00053858.p1	HUMAN20876
TCONS_00053859.p1	HUMAN08916
TCONS_00053860.p1	HUMAN22770
TCONS_00053864.p1	HUMAN06614
TCONS_00053866.p1	HUMAN22505
TCONS_00053867.p1	HUMAN22505
TCONS_00053868.p1	HUMAN22505
TCONS_00053869.p1	HUMAN22833
TCONS_00053870.p1	HUMAN24043
TCONS_00053871.p1	HUMAN22505
TCONS_00053873.p1	HUMAN28748
TCONS_00053877.p1	HUMAN16857
TCONS_00053878.p1	HUMAN14787
TCONS_00053883.p1	HUMAN15656
TCONS_00053885.p1	HUMAN01133
TCONS_00053886.p1	HUMAN10999
TCONS_00053889.p1	HUMAN05329
TCONS_00053890.p1	HUMAN08175
TCONS_00053891.p1	HUMAN01300
TCONS_00053892.p1	HUMAN01300
TCONS_00053893.p1	HUMAN01300
TCONS_00053894.p1	HUMAN01300
TCONS_00053895.p1	HUMAN01060
TCONS_00053896.p1	HUMAN23360
TCONS_00053897.p1	HUMAN00917
TCONS_00053898.p1	HUMAN11762
TCONS_00053899.p1	HUMAN11762
TCONS_00053904.p1	HUMAN22344
TCONS_00053905.p1	HUMAN02074
TCONS_00053906.p1	HUMAN23310
TCONS_00053908.p1	HUMAN29023
TCONS_00053909.p1	HUMAN29023
TCONS_00053910.p1	HUMAN29023
TCONS_00053913.p1	HUMAN00932
TCONS_00053917.p1	HUMAN14767
TCONS_00053919.p1	HUMAN00852
TCONS_00053924.p1	HUMAN28499
TCONS_00053925.p1	HUMAN28499
TCONS_00053927.p1	HUMAN14397
TCONS_00053929.p1	HUMAN23532
TCONS_00053931.p1	HUMAN23532
TCONS_00053932.p1	HUMAN23532
TCONS_00053935.p1	HUMAN23532
TCONS_00053936.p1	HUMAN18628
TCONS_00053937.p1	HUMAN00858
TCONS_00053939.p1	HUMAN13694
TCONS_00053941.p1	HUMAN29325
TCONS_00053945.p1	HUMAN14773
TCONS_00053946.p1	HUMAN22057
TCONS_00053947.p1	HUMAN26709
TCONS_00053948.p1	HUMAN14430
TCONS_00053950.p1	HUMAN28505
TCONS_00053953.p1	HUMAN28505
TCONS_00053956.p1	HUMAN19119
TCONS_00053959.p1	HUMAN28485
TCONS_00053961.p1	HUMAN28505
TCONS_00053962.p1	HUMAN05551
TCONS_00053963.p1	HUMAN09796
TCONS_00053965.p1	HUMAN01014
TCONS_00053966.p1	HUMAN01014
TCONS_00053968.p1	HUMAN07045
TCONS_00053969.p1	HUMAN07045
TCONS_00053971.p1	HUMAN27328
TCONS_00053973.p1	HUMAN14762
TCONS_00053978.p1	HUMAN04807
TCONS_00053979.p1	HUMAN26923
TCONS_00053981.p1	HUMAN01437
TCONS_00053982.p1	HUMAN28847
TCONS_00053983.p1	HUMAN14179
TCONS_00053984.p1	HUMAN23391
TCONS_00053985.p1	HUMAN09225
TCONS_00053987.p1	HUMAN01375
TCONS_00053988.p1	HUMAN23995
TCONS_00053991.p1	HUMAN23995
TCONS_00053994.p1	HUMAN27224
TCONS_00054000.p1	HUMAN17929
TCONS_00054001.p1	HUMAN01992
TCONS_00054002.p1	HUMAN23188
TCONS_00054003.p1	HUMAN02245
TCONS_00054004.p1	HUMAN02245
TCONS_00054005.p1	HUMAN14187
TCONS_00054007.p1	HUMAN03416
TCONS_00054008.p1	HUMAN03416
TCONS_00054009.p1	HUMAN03416
TCONS_00054014.p1	HUMAN15348
TCONS_00054018.p1	HUMAN10832
TCONS_00054024.p1	HUMAN29426
TCONS_00054026.p1	HUMAN28579
TCONS_00054028.p1	HUMAN22106
TCONS_00054031.p1	HUMAN28579
TCONS_00054032.p1	HUMAN28579
TCONS_00054033.p1	HUMAN28579
TCONS_00054034.p1	HUMAN28156
TCONS_00054035.p1	HUMAN02914
TCONS_00054036.p1	HUMAN02921
TCONS_00054041.p1	HUMAN02504
TCONS_00054043.p1	HUMAN15443
TCONS_00054044.p1	HUMAN25010
TCONS_00054045.p1	HUMAN25010
TCONS_00054046.p1	HUMAN25010
TCONS_00054047.p1	HUMAN25008
TCONS_00054049.p1	HUMAN01139
TCONS_00054061.p1	HUMAN01136
TCONS_00054062.p1	HUMAN23549
TCONS_00054065.p1	HUMAN18628
TCONS_00054067.p1	HUMAN14398
TCONS_00054068.p1	HUMAN00850
TCONS_00054070.p1	HUMAN24256
TCONS_00054073.p1	HUMAN28579
TCONS_00054074.p1	HUMAN06863
TCONS_00054075.p1	HUMAN28579
TCONS_00054076.p1	HUMAN28579
TCONS_00054078.p1	HUMAN12689
TCONS_00054081.p1	HUMAN30112
TCONS_00054082.p1	HUMAN29023
TCONS_00054084.p1	HUMAN30112
TCONS_00054086.p1	HUMAN00919
TCONS_00054087.p1	HUMAN09709
TCONS_00054092.p1	HUMAN29023
TCONS_00054095.p1	HUMAN00919
TCONS_00054096.p1	HUMAN09709
TCONS_00054098.p1	HUMAN00925
TCONS_00054101.p1	HUMAN01202
TCONS_00054103.p1	HUMAN14278
TCONS_00054104.p1	HUMAN14278
TCONS_00054105.p1	HUMAN23271
TCONS_00054106.p1	HUMAN01316
TCONS_00054110.p1	HUMAN18333
TCONS_00054112.p1	HUMAN27711
TCONS_00054113.p1	HUMAN27711
TCONS_00054114.p1	HUMAN22106
TCONS_00054126.p1	HUMAN00163
TCONS_00054127.p1	HUMAN05865
TCONS_00054128.p1	HUMAN00915
TCONS_00054130.p1	HUMAN00861
TCONS_00054132.p1	HUMAN01196
TCONS_00054133.p1	HUMAN23362
TCONS_00054134.p1	HUMAN00986
TCONS_00054136.p1	HUMAN28679
TCONS_00054139.p1	HUMAN23294
TCONS_00054140.p1	HUMAN19365
TCONS_00054144.p1	HUMAN23060
TCONS_00054147.p1	HUMAN23060
TCONS_00054148.p1	HUMAN23060
TCONS_00054149.p1	HUMAN23060
TCONS_00054150.p1	HUMAN14774
TCONS_00054154.p1	HUMAN19996
TCONS_00054155.p1	HUMAN29045
TCONS_00054160.p1	HUMAN09225
TCONS_00054162.p1	HUMAN28205
TCONS_00054165.p1	HUMAN00915
TCONS_00054167.p1	HUMAN28663
TCONS_00054168.p1	HUMAN00861
TCONS_00054169.p1	HUMAN01196
TCONS_00054170.p1	HUMAN23362
TCONS_00054176.p1	HUMAN28679
TCONS_00054178.p1	HUMAN15853
TCONS_00054179.p1	HUMAN23294
TCONS_00054180.p1	HUMAN02926
TCONS_00054184.p1	HUMAN23060
TCONS_00054185.p1	HUMAN23060
TCONS_00054188.p1	HUMAN26724
TCONS_00054189.p1	HUMAN06793
TCONS_00054192.p1	HUMAN19996
TCONS_00054196.p1	HUMAN19996
TCONS_00054197.p1	HUMAN22987
TCONS_00054198.p1	HUMAN22987
TCONS_00054200.p1	HUMAN20437
TCONS_00054204.p1	HUMAN21404
TCONS_00054205.p1	HUMAN23286
TCONS_00054207.p1	HUMAN25566
TCONS_00054208.p1	HUMAN14189
TCONS_00054210.p1	HUMAN00909
TCONS_00054211.p1	HUMAN01080
TCONS_00054214.p1	HUMAN08966
TCONS_00054220.p1	HUMAN16605
TCONS_00054221.p2	HUMAN22010
TCONS_00054222.p1	HUMAN01176
TCONS_00054223.p1	HUMAN01288
TCONS_00054225.p1	HUMAN25006
TCONS_00054229.p1	HUMAN14318
TCONS_00054232.p1	HUMAN00845
TCONS_00054233.p1	HUMAN22457
TCONS_00054239.p1	HUMAN23274
TCONS_00054240.p1	HUMAN22117
TCONS_00054242.p1	HUMAN28467
TCONS_00054243.p1	HUMAN28467
TCONS_00054244.p1	HUMAN14849
TCONS_00054248.p1	HUMAN00918
TCONS_00054252.p1	HUMAN01141
TCONS_00054253.p1	HUMAN01140
TCONS_00054256.p1	HUMAN14617
TCONS_00054259.p1	HUMAN00850
TCONS_00054261.p1	HUMAN00850
TCONS_00054264.p1	HUMAN30238
TCONS_00054265.p1	HUMAN13694
TCONS_00054266.p1	HUMAN25568
TCONS_00054267.p1	HUMAN28579
TCONS_00054268.p1	HUMAN28978
TCONS_00054270.p1	HUMAN01912
TCONS_00054271.p1	HUMAN01912
TCONS_00054273.p1	HUMAN01912
TCONS_00054274.p1	HUMAN22106
TCONS_00054275.p1	HUMAN28579
TCONS_00054278.p1	HUMAN03717
TCONS_00054282.p1	HUMAN14798
TCONS_00054283.p1	HUMAN01073
TCONS_00054289.p1	HUMAN28558
TCONS_00054291.p1	HUMAN00983
TCONS_00054292.p1	HUMAN28451
TCONS_00054293.p1	HUMAN00982
TCONS_00054295.p1	HUMAN01292
TCONS_00054297.p1	HUMAN23317
TCONS_00054298.p1	HUMAN23317
TCONS_00054299.p1	HUMAN14693
TCONS_00054301.p1	HUMAN00981
TCONS_00054302.p1	HUMAN06096
TCONS_00054308.p1	HUMAN00890
TCONS_00054310.p1	HUMAN29024
TCONS_00054312.p1	HUMAN22448
TCONS_00054314.p1	HUMAN22068
TCONS_00054315.p1	HUMAN24845
TCONS_00054316.p1	HUMAN29311
TCONS_00054317.p1	HUMAN14150
TCONS_00054318.p1	HUMAN29589
TCONS_00054320.p1	HUMAN23393
TCONS_00054321.p1	HUMAN29043
TCONS_00054322.p1	HUMAN29043
TCONS_00054323.p1	HUMAN14815
TCONS_00054325.p1	HUMAN23410
TCONS_00054329.p1	HUMAN23311
TCONS_00054330.p1	HUMAN01011
TCONS_00054332.p1	HUMAN01309
TCONS_00054334.p1	HUMAN17640
TCONS_00054335.p1	HUMAN12098
TCONS_00054339.p1	HUMAN02427
TCONS_00054342.p1	HUMAN03425
TCONS_00054343.p1	HUMAN01033
TCONS_00054345.p1	HUMAN01069
TCONS_00054346.p1	HUMAN23297
TCONS_00054347.p1	HUMAN03982
TCONS_00054348.p1	HUMAN03982
TCONS_00054350.p1	HUMAN28576
TCONS_00054351.p1	HUMAN04395
TCONS_00054353.p1	HUMAN05473
TCONS_00054354.p1	HUMAN25252
TCONS_00054356.p1	HUMAN19996
TCONS_00054358.p1	HUMAN28914
TCONS_00054359.p1	HUMAN08666
TCONS_00054361.p1	HUMAN01117
TCONS_00054363.p1	HUMAN27668
TCONS_00054365.p1	HUMAN20103
TCONS_00054366.p1	HUMAN23374
TCONS_00054367.p1	HUMAN10202
TCONS_00054369.p1	HUMAN03845
TCONS_00054371.p1	HUMAN25910
TCONS_00054372.p1	HUMAN30065
TCONS_00054373.p1	HUMAN14899
TCONS_00054374.p1	HUMAN14899
TCONS_00054375.p1	HUMAN14899
TCONS_00054377.p1	HUMAN14905
TCONS_00054380.p1	HUMAN14905
TCONS_00054381.p1	HUMAN14905
TCONS_00054383.p1	HUMAN01056
TCONS_00054384.p1	HUMAN28899
TCONS_00054387.p1	HUMAN28902
TCONS_00054389.p1	HUMAN25604
TCONS_00054390.p1	HUMAN25601
TCONS_00054392.p1	HUMAN19009
TCONS_00054394.p1	HUMAN00858
TCONS_00054395.p1	HUMAN00858
TCONS_00054397.p1	HUMAN25568
TCONS_00054398.p1	HUMAN09761
TCONS_00054400.p1	HUMAN19542
TCONS_00054404.p1	HUMAN13259
TCONS_00054409.p1	HUMAN06229
TCONS_00054411.p1	HUMAN01131
TCONS_00054414.p1	HUMAN06229
TCONS_00054415.p1	HUMAN25644
TCONS_00054417.p1	HUMAN13259
TCONS_00054420.p1	HUMAN28499
TCONS_00054421.p1	HUMAN29674
TCONS_00054422.p1	HUMAN24849
TCONS_00054423.p1	HUMAN24849
TCONS_00054427.p1	HUMAN19366
TCONS_00054428.p1	HUMAN01495
TCONS_00054429.p1	HUMAN10318
TCONS_00054430.p1	HUMAN28156
TCONS_00054431.p1	HUMAN02449
TCONS_00054433.p1	HUMAN02448
TCONS_00054434.p1	HUMAN28156
TCONS_00054435.p1	HUMAN28156
TCONS_00054439.p1	HUMAN25568
TCONS_00054441.p1	HUMAN28499
TCONS_00054445.p1	HUMAN08916
TCONS_00054447.p1	HUMAN12458
TCONS_00054448.p1	HUMAN01002
TCONS_00054449.p1	HUMAN00914
TCONS_00054450.p1	HUMAN22833
TCONS_00054451.p1	HUMAN14161
TCONS_00054453.p1	HUMAN05330
TCONS_00054454.p1	HUMAN10318
TCONS_00054456.p1	HUMAN23630
TCONS_00054461.p1	HUMAN10073
TCONS_00054466.p1	HUMAN15863
TCONS_00054467.p1	HUMAN15863
TCONS_00054468.p1	HUMAN15863
TCONS_00054471.p1	HUMAN15863
TCONS_00054473.p1	HUMAN21808
TCONS_00054475.p1	HUMAN21679
TCONS_00054478.p1	HUMAN21679
TCONS_00054479.p1	HUMAN21679
TCONS_00054481.p1	HUMAN00855
TCONS_00054486.p1	HUMAN14658
TCONS_00054488.p1	HUMAN28246
TCONS_00054492.p1	HUMAN00101
TCONS_00054495.p1	HUMAN01007
TCONS_00054496.p1	HUMAN16828
TCONS_00054498.p1	HUMAN01306
TCONS_00054501.p1	HUMAN29573
TCONS_00054508.p1	HUMAN29573
TCONS_00054509.p1	HUMAN01042
TCONS_00054511.p1	HUMAN08175
TCONS_00054515.p1	HUMAN19903
TCONS_00054517.p1	HUMAN14445
TCONS_00054518.p1	HUMAN14859
TCONS_00054519.p1	HUMAN28859
TCONS_00054521.p1	HUMAN28587
TCONS_00054523.p1	HUMAN28591
TCONS_00054524.p1	HUMAN05841
TCONS_00054527.p1	HUMAN05841
TCONS_00054530.p1	HUMAN05841
TCONS_00054533.p1	HUMAN15537
TCONS_00054534.p1	HUMAN23275
TCONS_00054537.p1	HUMAN00926
TCONS_00054539.p1	HUMAN10112
TCONS_00054540.p1	HUMAN28679
TCONS_00054541.p1	HUMAN28679
TCONS_00054545.p1	HUMAN28841
TCONS_00054546.p1	HUMAN23635
TCONS_00054547.p1	HUMAN29311
TCONS_00054549.p1	HUMAN29312
TCONS_00054551.p1	HUMAN29311
TCONS_00054554.p1	HUMAN05517
TCONS_00054555.p1	HUMAN28474
TCONS_00054558.p1	HUMAN28861
TCONS_00054563.p1	HUMAN28904
TCONS_00054567.p1	HUMAN14785
TCONS_00054568.p1	HUMAN09640
TCONS_00054577.p1	HUMAN28579
TCONS_00054582.p1	HUMAN00858
TCONS_00054584.p1	HUMAN28453
TCONS_00054585.p1	HUMAN14533
TCONS_00054586.p1	HUMAN00091
TCONS_00054588.p1	HUMAN14922
TCONS_00054594.p1	HUMAN23415
TCONS_00054595.p1	HUMAN14289
TCONS_00054596.p1	HUMAN00529
TCONS_00054597.p1	HUMAN09547
TCONS_00054599.p1	HUMAN25568
TCONS_00054600.p1	HUMAN28579
TCONS_00054603.p1	HUMAN28653
TCONS_00054606.p1	HUMAN01009
TCONS_00054607.p1	HUMAN01009
TCONS_00054608.p1	HUMAN01152
TCONS_00054610.p1	HUMAN00850
TCONS_00054613.p1	HUMAN05091
TCONS_00054617.p1	HUMAN27668
TCONS_00054619.p1	HUMAN14958
TCONS_00054620.p1	HUMAN29036
TCONS_00054621.p1	HUMAN29037
TCONS_00054623.p1	HUMAN14800
TCONS_00054624.p1	HUMAN01040
TCONS_00054625.p1	HUMAN27768
TCONS_00054626.p1	HUMAN01126
TCONS_00054627.p1	HUMAN28975
TCONS_00054628.p1	HUMAN28975
TCONS_00054630.p1	HUMAN16945
TCONS_00054634.p1	HUMAN14927
TCONS_00054636.p1	HUMAN11764
TCONS_00054640.p1	HUMAN14433
TCONS_00054641.p1	HUMAN28907
TCONS_00054644.p1	HUMAN28975
TCONS_00054645.p1	HUMAN23305
TCONS_00054647.p1	HUMAN29715
TCONS_00054648.p1	HUMAN28466
TCONS_00054652.p1	HUMAN16051
TCONS_00054654.p1	HUMAN14395
TCONS_00054655.p1	HUMAN14395
TCONS_00054657.p1	HUMAN01004
TCONS_00054658.p1	HUMAN01004
TCONS_00054661.p1	HUMAN24816
TCONS_00054663.p1	HUMAN24816
TCONS_00054668.p1	HUMAN29344
TCONS_00054669.p1	HUMAN23209
TCONS_00054670.p1	HUMAN00155
TCONS_00054671.p1	HUMAN08916
TCONS_00054672.p1	HUMAN01009
TCONS_00054675.p1	HUMAN01152
TCONS_00054676.p1	HUMAN00119
TCONS_00054677.p1	HUMAN00850
TCONS_00054680.p1	HUMAN05091
TCONS_00054685.p1	HUMAN09640
TCONS_00054693.p1	HUMAN17831
TCONS_00054694.p1	HUMAN05091
TCONS_00054695.p1	HUMAN14958
TCONS_00054697.p1	HUMAN29036
TCONS_00054698.p1	HUMAN14800
TCONS_00054699.p1	HUMAN01040
TCONS_00054700.p1	HUMAN27768
TCONS_00054702.p1	HUMAN01126
TCONS_00054703.p1	HUMAN28975
TCONS_00054707.p1	HUMAN08916
TCONS_00054714.p1	HUMAN06227
TCONS_00054719.p1	HUMAN10034
TCONS_00054720.p1	HUMAN26719
TCONS_00054723.p1	HUMAN06227
TCONS_00054724.p1	HUMAN01956
TCONS_00054727.p1	HUMAN21989
TCONS_00054729.p1	HUMAN15335
TCONS_00054731.p1	HUMAN12691
TCONS_00054732.p1	HUMAN24292
TCONS_00054734.p1	HUMAN15336
TCONS_00054737.p1	HUMAN07349
TCONS_00054759.p1	HUMAN12969
TCONS_00054762.p1	HUMAN21045
TCONS_00054766.p1	HUMAN03260
TCONS_00054767.p1	HUMAN29821
TCONS_00054770.p1	HUMAN13601
TCONS_00054771.p1	HUMAN14869
TCONS_00054778.p1	HUMAN25376
TCONS_00054779.p1	HUMAN07837
TCONS_00054780.p1	HUMAN02971
TCONS_00054781.p1	HUMAN25384
TCONS_00054783.p1	HUMAN20623
TCONS_00054784.p1	HUMAN05293
TCONS_00054786.p1	HUMAN13992
TCONS_00054787.p1	HUMAN24062
TCONS_00054788.p1	HUMAN09518
TCONS_00054791.p1	HUMAN06117
TCONS_00054794.p1	HUMAN28841
TCONS_00054797.p1	HUMAN21854
TCONS_00054813.p1	HUMAN27200
TCONS_00054816.p1	HUMAN04361
TCONS_00054821.p1	HUMAN22608
TCONS_00054835.p1	HUMAN18561
TCONS_00054847.p1	HUMAN16763
TCONS_00054849.p1	HUMAN23258
TCONS_00054850.p1	HUMAN23258
TCONS_00054852.p1	HUMAN17822
TCONS_00054853.p1	HUMAN17822
TCONS_00054857.p1	HUMAN20641
TCONS_00054859.p1	HUMAN21946
TCONS_00054864.p1	HUMAN30572
TCONS_00054865.p1	HUMAN30572
TCONS_00054869.p1	HUMAN13148
TCONS_00054870.p1	HUMAN13148
TCONS_00054872.p1	HUMAN03005
TCONS_00054875.p1	HUMAN17509
TCONS_00054876.p1	HUMAN17826
TCONS_00054877.p1	HUMAN18097
TCONS_00054878.p1	HUMAN22857
TCONS_00054880.p1	HUMAN27302
TCONS_00054881.p1	HUMAN17823
TCONS_00054882.p1	HUMAN06638
TCONS_00054883.p1	HUMAN15702
TCONS_00054884.p1	HUMAN24849
TCONS_00054885.p1	HUMAN07829
TCONS_00054886.p1	HUMAN05061
TCONS_00054887.p1	HUMAN05061
TCONS_00054888.p1	HUMAN13131
TCONS_00054889.p1	HUMAN17847
TCONS_00054890.p1	HUMAN11010
TCONS_00054891.p1	HUMAN06482
TCONS_00054892.p1	HUMAN28125
TCONS_00054895.p1	HUMAN01740
TCONS_00054896.p1	HUMAN23880
TCONS_00054897.p1	HUMAN23880
TCONS_00054899.p1	HUMAN18661
TCONS_00054900.p1	HUMAN18661
TCONS_00054901.p1	HUMAN09518
TCONS_00054902.p1	HUMAN12870
TCONS_00054903.p1	HUMAN00605
TCONS_00054904.p1	HUMAN13156
TCONS_00054905.p1	HUMAN17877
TCONS_00054911.p1	HUMAN22839
TCONS_00054912.p1	HUMAN30238
TCONS_00054915.p1	HUMAN30238
TCONS_00054917.p1	HUMAN21854
TCONS_00054919.p1	HUMAN02239
TCONS_00054927.p1	HUMAN13895
TCONS_00054928.p1	HUMAN18405
