Orthogroup	XENTR	CAPO3
OG0002747	XENTR15530, XENTR12004	CAPO308121
OG0002749	XENTR10274	CAPO305516
OG0002751	XENTR00851	CAPO300590
OG0002752	XENTR04386	CAPO306571
OG0002753	XENTR11296, XENTR02867	CAPO301419
OG0002755	XENTR08690, XENTR08689	CAPO303504
OG0002756	XENTR02781	CAPO302206
OG0002757	XENTR12168	CAPO301022
OG0002758	XENTR04566, XENTR03532	CAPO302892, CAPO307678
OG0002760	XENTR00378	CAPO306120
OG0002764	XENTR15483	CAPO300451
OG0002765	XENTR17842, XENTR00480	CAPO307679
OG0002766	XENTR08503	CAPO300475
OG0002767	XENTR04364, XENTR04365, XENTR03484	CAPO302818
OG0002770	XENTR02195	CAPO300723
OG0002771	XENTR00192, XENTR03850	CAPO307480
OG0002772	XENTR11948, XENTR11949	CAPO301657
OG0002773	XENTR12292, XENTR12291	CAPO300783
OG0002774	XENTR11548, XENTR10278, XENTR18198	CAPO301900
OG0002776	XENTR09728	CAPO300785
OG0002777	XENTR11797, XENTR19160	CAPO303340
OG0002779	XENTR10031	CAPO306710
OG0002780	XENTR13725	CAPO306806
OG0002782	XENTR00623	CAPO301842
OG0002785	XENTR00059, XENTR05827	CAPO300520
OG0002787	XENTR00501	CAPO307667
OG0002788	XENTR09878, XENTR09877, XENTR04431	CAPO304831
OG0002799	XENTR17773, XENTR17772	CAPO301814
OG0002814	XENTR07560, XENTR05582	CAPO300792
OG0002815	XENTR11891, XENTR04234	CAPO305247
OG0002816	XENTR00002, XENTR00003	CAPO300822
OG0002817	XENTR12101	CAPO305631
OG0002818	XENTR13155, XENTR06391	CAPO300344
OG0002821	XENTR05879	CAPO300805, CAPO300806
OG0002822	XENTR00124, XENTR13843	CAPO300505
OG0002824	XENTR13061, XENTR06524	CAPO304804
OG0002825	XENTR11515, XENTR10143	CAPO303958
OG0002826	XENTR09079, XENTR12650	CAPO305161
OG0002827	XENTR09149	CAPO302357
OG0002828	XENTR06020	CAPO302033
OG0002831	XENTR16010	CAPO303454
OG0002833	XENTR11335	CAPO302961
OG0002835	XENTR11887, XENTR14253	CAPO306542
OG0002836	XENTR03259, XENTR09231, XENTR09230	CAPO301463
OG0002837	XENTR15959, XENTR00684	CAPO304096
OG0002839	XENTR15634	CAPO302420
OG0002841	XENTR00738	CAPO302293
OG0002842	XENTR14759, XENTR00342	CAPO300353
OG0002843	XENTR01142	CAPO300339
OG0002844	XENTR02808, XENTR17210	CAPO306381, CAPO305443
OG0002845	XENTR05284, XENTR19219	CAPO305717
OG0002847	XENTR01188	CAPO307024
OG0002848	XENTR02131	CAPO306888
OG0002850	XENTR03096, XENTR11615	CAPO305439
OG0002851	XENTR11403, XENTR00147	CAPO304239
OG0002858	XENTR10468, XENTR10467, XENTR03717	CAPO302020
OG0002860	XENTR01789	CAPO304305
OG0002864	XENTR13804, XENTR13234	CAPO303007
OG0002865	XENTR18512	CAPO302058
OG0002866	XENTR04723, XENTR13209	CAPO307089
OG0002868	XENTR02779	CAPO307730
OG0002870	XENTR04233	CAPO303935
OG0002873	XENTR12525	CAPO302439
OG0002875	XENTR07629	CAPO302434
OG0002876	XENTR10826, XENTR08160	CAPO302622
OG0002877	XENTR08111	CAPO303139
OG0002878	XENTR13568, XENTR15797	CAPO304014
OG0002884	XENTR16780	CAPO306804
OG0002888	XENTR01004	CAPO302979
OG0002890	XENTR02150	CAPO307147
OG0002891	XENTR06504, XENTR01216	CAPO305115
OG0002894	XENTR09951	CAPO307506
OG0002895	XENTR10722, XENTR13295	CAPO306767, CAPO303745
OG0002896	XENTR18124, XENTR10924	CAPO301218
OG0002897	XENTR08807	CAPO306671
OG0002899	XENTR15290, XENTR00294	CAPO306014
OG0002900	XENTR01428, XENTR17889	CAPO303795
OG0002902	XENTR00980, XENTR00979	CAPO300125
OG0002907	XENTR03427, XENTR03122	CAPO303347
OG0002908	XENTR07223	CAPO301293
OG0002909	XENTR07054, XENTR02377	CAPO302801
OG0002911	XENTR14212, XENTR02243, XENTR02244	CAPO306312
OG0002913	XENTR02916, XENTR02037, XENTR02036	CAPO307505
OG0002914	XENTR18481	CAPO304158
OG0002915	XENTR15678	CAPO307623
OG0002916	XENTR15380, XENTR04744	CAPO307991
OG0002917	XENTR03199	CAPO304597
OG0002921	XENTR14977	CAPO307445
OG0002922	XENTR10516, XENTR02242	CAPO305731
OG0002923	XENTR05145, XENTR02489	CAPO307207
OG0002926	XENTR05828, XENTR08104	CAPO301908
OG0002931	XENTR16292, XENTR06017, XENTR03066	CAPO300557
OG0002944	XENTR03625, XENTR09325	CAPO306630
OG0002945	XENTR16676	CAPO307786
OG0002946	XENTR15229	CAPO302209
OG0002947	XENTR10595	CAPO306510
OG0002948	XENTR19009	CAPO303072
OG0002949	XENTR05420	CAPO305527, CAPO304499
OG0002950	XENTR07333	CAPO302322
OG0002952	XENTR14461, XENTR01620	CAPO304062, CAPO304063
OG0002953	XENTR17933, XENTR17932	CAPO305937
OG0002954	XENTR04437, XENTR11796	CAPO303510
OG0002955	XENTR03055	CAPO305617
OG0002957	XENTR06187	CAPO303846
OG0002959	XENTR15400, XENTR12100	CAPO305557
OG0002960	XENTR12922	CAPO301301
OG0002961	XENTR11693	CAPO306313
OG0002962	XENTR07404, XENTR13997	CAPO302937
OG0002965	XENTR07283	CAPO304902
OG0002968	XENTR17755	CAPO306161
OG0002969	XENTR14194	CAPO301408
OG0002973	XENTR06006, XENTR12884	CAPO301405
OG0002974	XENTR15000, XENTR15123	CAPO300358
OG0002976	XENTR14081	CAPO304649
OG0002977	XENTR09457	CAPO306762
OG0002979	XENTR15507	CAPO300623
OG0002981	XENTR00095	CAPO305421
OG0002982	XENTR13101	CAPO306469
OG0002983	XENTR12350, XENTR13304	CAPO302346
OG0002985	XENTR01815	CAPO300589
OG0002987	XENTR01945, XENTR08978, XENTR09778	CAPO306603
OG0002988	XENTR05343, XENTR08422, XENTR08423	CAPO300003
OG0002990	XENTR01994, XENTR12466, XENTR08715	CAPO304869
OG0002991	XENTR07281	CAPO300778
OG0002992	XENTR01895, XENTR06222	CAPO307180
OG0002994	XENTR02151	CAPO307303
OG0002997	XENTR15357, XENTR00325	CAPO307685
OG0002998	XENTR10809, XENTR17352, XENTR06372	CAPO302958
OG0003001	XENTR01871, XENTR05403	CAPO302423
OG0003002	XENTR17080, XENTR05211	CAPO304848
OG0003004	XENTR07513, XENTR02073	CAPO304489
OG0003005	XENTR18499	CAPO302452, CAPO300516
OG0003006	XENTR11337	CAPO302605
OG0003010	XENTR14276	CAPO303642
OG0003012	XENTR02824	CAPO302272
OG0003014	XENTR03629	CAPO304419
OG0003016	XENTR11776, XENTR18402	CAPO301025
OG0003017	XENTR16354, XENTR16355, XENTR16352, XENTR16351	CAPO303755
OG0003018	XENTR16972	CAPO301697
OG0003019	XENTR10695, XENTR10694	CAPO302687
OG0003022	XENTR05917	CAPO308155
OG0003024	XENTR18532	CAPO300933
OG0003025	XENTR13995, XENTR00407	CAPO306077
OG0003026	XENTR17420	CAPO304742
OG0003027	XENTR04043, XENTR01453	CAPO302145
OG0003028	XENTR11464	CAPO307794
OG0003029	XENTR08351, XENTR05958	CAPO301992
OG0003030	XENTR04003, XENTR18856, XENTR16201	CAPO304737
OG0003033	XENTR01505	CAPO300181
OG0003034	XENTR01021, XENTR05789	CAPO300214, CAPO307271
OG0003037	XENTR06327	CAPO305626
OG0003038	XENTR15955, XENTR17309	CAPO300861
OG0003041	XENTR00227	CAPO306033
OG0003042	XENTR05407, XENTR05408	CAPO301480
OG0003043	XENTR13370	CAPO304921
OG0003044	XENTR08887	CAPO300082
OG0003046	XENTR00458, XENTR06271	CAPO302851
OG0003048	XENTR04971	CAPO300169
OG0003049	XENTR12371	CAPO300501, CAPO307086, CAPO305726
OG0003053	XENTR14155	CAPO305034
OG0003054	XENTR02710	CAPO305605
OG0003055	XENTR00054, XENTR12225	CAPO307832
OG0003056	XENTR12840, XENTR17467	CAPO300334
OG0003058	XENTR07986, XENTR10890, XENTR02463	CAPO305219
OG0003059	XENTR12777	CAPO307928
OG0003060	XENTR06510, XENTR13247, XENTR16776	CAPO300265
OG0003063	XENTR10800	CAPO306091
OG0003064	XENTR18991	CAPO303600
OG0003065	XENTR08230	CAPO305486
OG0003067	XENTR08052	CAPO301062
OG0003071	XENTR03967	CAPO303765
OG0003072	XENTR02567, XENTR00734	CAPO300719
OG0003073	XENTR04061	CAPO300571
OG0003074	XENTR02964, XENTR07675	CAPO305232
OG0003079	XENTR14327, XENTR13284	CAPO303732
OG0003103	XENTR07478, XENTR07479, XENTR02297	CAPO300058
OG0003104	XENTR06110, XENTR04678	CAPO300208
OG0003106	XENTR12128	CAPO300222
OG0003107	XENTR10986	CAPO305408
OG0003108	XENTR11504, XENTR11503	CAPO307100
OG0003110	XENTR02312	CAPO302380
OG0003111	XENTR12220	CAPO305398
OG0003112	XENTR07566	CAPO305044
OG0003113	XENTR16144	CAPO303380
OG0003114	XENTR18657, XENTR06619	CAPO305811
OG0003115	XENTR01484, XENTR05078, XENTR17555, XENTR11937	CAPO305328
OG0003116	XENTR03534	CAPO304220
OG0003119	XENTR16252, XENTR18505	CAPO301756
OG0003120	XENTR06695	CAPO301313
OG0003121	XENTR11254	CAPO300078
OG0003122	XENTR07201, XENTR16285	CAPO305152
OG0003124	XENTR00783	CAPO307110
OG0003125	XENTR09690	CAPO308199
OG0003126	XENTR04714	CAPO302418
OG0003128	XENTR14159, XENTR03521	CAPO300639
OG0003130	XENTR04051	CAPO308112
OG0003131	XENTR13920	CAPO301104
OG0003135	XENTR02084	CAPO304970
OG0003136	XENTR12656, XENTR02424, XENTR05090	CAPO303233
OG0003138	XENTR08591	CAPO307798
OG0003141	XENTR16911	CAPO300915
OG0003144	XENTR07607, XENTR11410	CAPO304802
OG0003145	XENTR04007	CAPO301669
OG0003146	XENTR18081, XENTR05117	CAPO304953
OG0003147	XENTR09759	CAPO305754
OG0003150	XENTR02043, XENTR08836	CAPO304553
OG0003151	XENTR08206, XENTR02485, XENTR02484	CAPO302311
OG0003152	XENTR07384, XENTR12708	CAPO306395
OG0003153	XENTR18452	CAPO305242
OG0003154	XENTR00073	CAPO308152
OG0003157	XENTR16641	CAPO300659
OG0003158	XENTR09421, XENTR06360	CAPO304754
OG0003159	XENTR04322, XENTR04257	CAPO307514
OG0003160	XENTR13384	CAPO305734
OG0003161	XENTR09600	CAPO307952, CAPO307190, CAPO305141
OG0003162	XENTR03824, XENTR08572	CAPO303406
OG0003163	XENTR11544, XENTR05306	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284
OG0003164	XENTR00718, XENTR05518	CAPO302879
OG0003165	XENTR12396, XENTR12753	CAPO302597
OG0003166	XENTR07083	CAPO306562
OG0003169	XENTR00138	CAPO302137
OG0003172	XENTR14668	CAPO306984
OG0003174	XENTR07544, XENTR18836	CAPO306817
OG0003175	XENTR01126, XENTR01743, XENTR01744	CAPO306274
OG0003176	XENTR00495	CAPO307890
OG0003177	XENTR12635	CAPO305441
OG0003178	XENTR11667, XENTR09042	CAPO303283
OG0003179	XENTR11724	CAPO300801
OG0003181	XENTR18277	CAPO304354
OG0003182	XENTR13629	CAPO308003
OG0003184	XENTR12742	CAPO303123
OG0003185	XENTR17498, XENTR15967	CAPO301951
OG0003187	XENTR16789	CAPO303479
OG0003189	XENTR15950	CAPO303157
OG0003190	XENTR05661	CAPO303910
OG0003191	XENTR05225	CAPO306279
OG0003192	XENTR08220, XENTR12874	CAPO301014
OG0003193	XENTR09215	CAPO301211
OG0003196	XENTR16724	CAPO306231
OG0003198	XENTR08036	CAPO304417
OG0003199	XENTR13157	CAPO305890
OG0003200	XENTR05762	CAPO301026
OG0003202	XENTR06728	CAPO307016
OG0003203	XENTR15103	CAPO305085
OG0003206	XENTR01762	CAPO306250
OG0003207	XENTR17115, XENTR02861	CAPO301521
OG0003210	XENTR07740, XENTR03933	CAPO303247
OG0003211	XENTR01345	CAPO307771
OG0003212	XENTR07956, XENTR01342	CAPO300076
OG0003214	XENTR08605, XENTR08604, XENTR06201	CAPO305438
OG0003215	XENTR07497, XENTR09047	CAPO305646
OG0003217	XENTR05031, XENTR04303	CAPO304366
OG0003218	XENTR12593	CAPO308113
OG0003219	XENTR18931, XENTR19001, XENTR15987, XENTR18951, XENTR19285, XENTR18736, XENTR15986, XENTR03560, XENTR03559	CAPO306660
OG0003220	XENTR11144, XENTR12866	CAPO304799
OG0003221	XENTR02159, XENTR04079	CAPO300283
OG0003223	XENTR06905	CAPO307650
OG0003225	XENTR02604	CAPO303179
OG0003227	XENTR01422	CAPO306597
OG0003228	XENTR13523	CAPO305495
OG0003230	XENTR10511, XENTR10510	CAPO301507
OG0003231	XENTR18302	CAPO301890
OG0003235	XENTR17209	CAPO301047
OG0003238	XENTR13238	CAPO305586
OG0003240	XENTR17311, XENTR17807	CAPO303081
OG0003251	XENTR09756	CAPO307251
OG0003252	XENTR09598, XENTR09597	CAPO305303
OG0003254	XENTR15784	CAPO307938
OG0003257	XENTR11651	CAPO303231
OG0003263	XENTR11183	CAPO303458
OG0003264	XENTR02125, XENTR05760	CAPO306409
OG0003266	XENTR12815, XENTR10446	CAPO303168
OG0003267	XENTR06701	CAPO300914
OG0003268	XENTR11858	CAPO301821
OG0003269	XENTR00981	CAPO304139
OG0003272	XENTR11923, XENTR13832	CAPO300665
OG0003273	XENTR14541, XENTR09949	CAPO307851
OG0003277	XENTR01225, XENTR05973	CAPO306142
OG0003278	XENTR12702	CAPO306634
OG0003279	XENTR06409, XENTR03464	CAPO306251
OG0003282	XENTR08973	CAPO305239
OG0003283	XENTR02862	CAPO304400
OG0003284	XENTR09406, XENTR09408, XENTR09407	CAPO302648
OG0003287	XENTR07598	CAPO306546
OG0003288	XENTR00671	CAPO307866
OG0003290	XENTR07784	CAPO307662, CAPO300441
OG0003293	XENTR05206	CAPO300956
OG0003294	XENTR05508	CAPO303988
OG0003296	XENTR00824	CAPO301282
OG0003297	XENTR07372	CAPO307941
OG0003298	XENTR15553	CAPO306456
OG0003301	XENTR10815, XENTR08929	CAPO300201
OG0003302	XENTR02111	CAPO303848
OG0003303	XENTR07483	CAPO304414
OG0003306	XENTR07978	CAPO303291
OG0003309	XENTR15002, XENTR18421	CAPO301499
OG0003315	XENTR05114	CAPO301649
OG0003316	XENTR08584	CAPO300235
OG0003317	XENTR09784	CAPO304285
OG0003318	XENTR17690, XENTR06814	CAPO302830
OG0003320	XENTR02217	CAPO303640
OG0003324	XENTR05271, XENTR05270	CAPO308312
OG0003325	XENTR14438	CAPO300972, CAPO304961
OG0003326	XENTR10496, XENTR05739	CAPO308259
OG0003329	XENTR05841	CAPO303336, CAPO300711
OG0003331	XENTR04048	CAPO303947
OG0003332	XENTR17058, XENTR17059	CAPO307894
OG0003333	XENTR04475, XENTR16496, XENTR16497	CAPO307836
OG0003335	XENTR09006	CAPO302255
OG0003340	XENTR05753, XENTR04075	CAPO305389
OG0003341	XENTR12776	CAPO301683
OG0003348	XENTR12378, XENTR08608	CAPO308059, CAPO308052
OG0003349	XENTR05563, XENTR07550	CAPO300780
OG0003353	XENTR00740	CAPO304897
OG0003354	XENTR14729	CAPO300396
OG0003355	XENTR08296, XENTR14300	CAPO308186
OG0003356	XENTR01788, XENTR19056	CAPO306224
OG0003357	XENTR08718	CAPO307953
OG0003359	XENTR15397	CAPO303262, CAPO304527
OG0003360	XENTR03049, XENTR03048	CAPO301722
OG0003361	XENTR13092	CAPO301802
OG0003362	XENTR04367	CAPO306572
OG0003364	XENTR14029, XENTR16714	CAPO301569
OG0003365	XENTR02850, XENTR01233	CAPO301538
OG0003366	XENTR04144	CAPO302011
OG0003368	XENTR08859	CAPO307793
OG0003369	XENTR02694, XENTR17149	CAPO305084
OG0003373	XENTR14268	CAPO301869
OG0003374	XENTR00231, XENTR13931	CAPO305683
OG0003375	XENTR18878, XENTR00570	CAPO301633, CAPO305837
OG0003376	XENTR08868	CAPO306560
OG0003377	XENTR09874	CAPO301205
OG0003378	XENTR05665, XENTR16000	CAPO305510
OG0003379	XENTR05021	CAPO301575
OG0003380	XENTR00830	CAPO301115
OG0003382	XENTR06748	CAPO302262
OG0003383	XENTR17067, XENTR06946, XENTR06945, XENTR14929	CAPO305778
OG0003384	XENTR01965	CAPO306617
OG0003386	XENTR15284	CAPO300917
OG0003388	XENTR06699	CAPO302657, CAPO304459, CAPO302957
OG0003391	XENTR13531	CAPO301846
OG0003392	XENTR09804, XENTR00995, XENTR07310	CAPO304278
OG0003393	XENTR04439	CAPO304102
OG0003419	XENTR16940	CAPO301040
OG0003421	XENTR04887	CAPO300028
OG0003422	XENTR08946, XENTR08947	CAPO300121
OG0003424	XENTR01798	CAPO307323
OG0003425	XENTR08256	CAPO304371
OG0003426	XENTR14116	CAPO301532
OG0003428	XENTR12198	CAPO300586
OG0003429	XENTR12279	CAPO307638
OG0003430	XENTR15234, XENTR15219	CAPO305848
OG0003431	XENTR08565, XENTR08564, XENTR09172	CAPO308284
OG0003434	XENTR01877	CAPO303572
OG0003443	XENTR07991, XENTR13306	CAPO306901, CAPO306924
OG0003447	XENTR05985	CAPO304621, CAPO305856
OG0003448	XENTR00217, XENTR05059	CAPO305307
OG0003449	XENTR04620	CAPO304421
OG0003450	XENTR11136	CAPO304313
OG0003451	XENTR03958	CAPO302760
OG0003453	XENTR12517	CAPO304718
OG0003454	XENTR06943, XENTR12431	CAPO305798
OG0003455	XENTR18377, XENTR19153	CAPO300221
OG0003456	XENTR10526	CAPO305023
OG0003457	XENTR04624, XENTR08027	CAPO307022
OG0003458	XENTR11788	CAPO301287
OG0003459	XENTR01653	CAPO304210
OG0003461	XENTR19131, XENTR15751	CAPO304469
OG0003462	XENTR16197	CAPO306452
OG0003464	XENTR00966	CAPO306136
OG0003465	XENTR06176	CAPO307530
OG0003467	XENTR17927	CAPO306150
OG0003471	XENTR06561	CAPO304216
OG0003475	XENTR16240	CAPO307501
OG0003476	XENTR00760	CAPO306987
OG0003477	XENTR08073	CAPO308122
OG0003478	XENTR12098	CAPO300139
OG0003479	XENTR02579, XENTR16286, XENTR11231	CAPO302288
OG0003480	XENTR09961, XENTR17800	CAPO303582
OG0003483	XENTR07509	CAPO305509
OG0003486	XENTR14251, XENTR14252	CAPO304249
OG0003487	XENTR18643	CAPO300925
OG0003489	XENTR05327, XENTR05749	CAPO305291
OG0003491	XENTR03228, XENTR07233	CAPO304911
OG0003492	XENTR01960, XENTR06706	CAPO306303
OG0003493	XENTR00341	CAPO306533
OG0003497	XENTR06024, XENTR18982	CAPO305660
OG0003498	XENTR03494	CAPO306898
OG0003499	XENTR09564	CAPO301160
OG0003500	XENTR14238, XENTR02385	CAPO304927
OG0003501	XENTR10636	CAPO303209
OG0003502	XENTR06321	CAPO306906
OG0003503	XENTR13845	CAPO307158
OG0003504	XENTR17440, XENTR15178, XENTR05692, XENTR05691, XENTR05690	CAPO304351
OG0003505	XENTR00482	CAPO305207
OG0003506	XENTR11659, XENTR05517	CAPO302826
OG0003507	XENTR10640, XENTR00027	CAPO303307
OG0003508	XENTR17069, XENTR08767	CAPO307911
OG0003509	XENTR18947	CAPO305689
OG0003511	XENTR05842	CAPO307348, CAPO308352
OG0003512	XENTR01185	CAPO303631, CAPO302677, CAPO302168
OG0003515	XENTR10827, XENTR01032	CAPO307211
OG0003518	XENTR08349	CAPO307641
OG0003519	XENTR16950	CAPO307608
OG0003522	XENTR04224	CAPO306659
OG0003523	XENTR06238	CAPO304976
OG0003525	XENTR04572	CAPO305089
OG0003528	XENTR10782	CAPO306484
OG0003531	XENTR02395, XENTR17644	CAPO300308
OG0003532	XENTR10579	CAPO303744
OG0003533	XENTR06013	CAPO301327
OG0003538	XENTR16304	CAPO301093
OG0003539	XENTR17518	CAPO300449
OG0003541	XENTR10222	CAPO300603
OG0003543	XENTR16314, XENTR00214	CAPO301989
OG0003544	XENTR13004, XENTR07985	CAPO300418
OG0003546	XENTR06379, XENTR00109	CAPO303583
OG0003547	XENTR05429, XENTR12061	CAPO308031
OG0003550	XENTR11802, XENTR05398	CAPO300137
OG0003551	XENTR04301	CAPO308286
OG0003552	XENTR01989	CAPO307114
OG0003554	XENTR12448	CAPO301001
OG0003557	XENTR02226	CAPO306086
OG0003561	XENTR09143, XENTR09144, XENTR15956	CAPO301198
OG0003562	XENTR13770	CAPO303388
OG0003563	XENTR00974	CAPO300808, CAPO301102
OG0003564	XENTR01915, XENTR08979	CAPO300720
OG0003566	XENTR08703	CAPO300164
OG0003567	XENTR12992	CAPO307296
OG0003568	XENTR01200	CAPO303992
OG0003569	XENTR00379, XENTR02589, XENTR02786	CAPO306390
OG0003570	XENTR15222	CAPO305849
OG0003573	XENTR18024	CAPO300904
OG0003577	XENTR15366	CAPO306764
OG0003578	XENTR14689, XENTR00880	CAPO307426
OG0003579	XENTR01923, XENTR05581, XENTR05580	CAPO300766
OG0003581	XENTR18268	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815, CAPO301177
OG0003582	XENTR13303	CAPO302819
OG0003599	XENTR06077	CAPO301420
OG0003607	XENTR04132	CAPO301867
OG0003610	XENTR18364	CAPO302401
OG0003611	XENTR13792	CAPO306320
OG0003612	XENTR12924	CAPO304993
OG0003613	XENTR07063, XENTR18350	CAPO305029
OG0003617	XENTR18835	CAPO306844
OG0003618	XENTR06591	CAPO302109
OG0003619	XENTR14382	CAPO304837
OG0003620	XENTR11610	CAPO306673
OG0003621	XENTR08477, XENTR08478	CAPO302199
OG0003622	XENTR00588	CAPO305075
OG0003624	XENTR04842	CAPO303633
OG0003630	XENTR17948	CAPO308012
OG0003631	XENTR01597	CAPO303610
OG0003635	XENTR09260	CAPO308133
OG0003638	XENTR03036	CAPO305555
OG0003640	XENTR07366, XENTR07389, XENTR15717	CAPO301244
OG0003641	XENTR07679	CAPO300746
OG0003644	XENTR17108	CAPO304835
OG0003645	XENTR03915, XENTR07317	CAPO307108
OG0003646	XENTR17031, XENTR17030	CAPO304914
OG0003648	XENTR11369	CAPO302617
OG0003649	XENTR11535	CAPO301930
OG0003650	XENTR18719	CAPO306633
OG0003651	XENTR07797	CAPO305370
OG0003652	XENTR05790, XENTR01212	CAPO300427
OG0003655	XENTR16032, XENTR04379	CAPO303553
OG0003656	XENTR08122, XENTR09683	CAPO301350
OG0003657	XENTR07176	CAPO305783
OG0003658	XENTR03326	CAPO303162
OG0003661	XENTR03758	CAPO300815
OG0003664	XENTR01685	CAPO305504
OG0003666	XENTR15411, XENTR03926	CAPO300690
OG0003667	XENTR07700, XENTR00535	CAPO303859
OG0003668	XENTR02672	CAPO300260
OG0003669	XENTR08683	CAPO305883
OG0003671	XENTR13386, XENTR15446	CAPO308173
OG0003672	XENTR07314	CAPO300582
OG0003676	XENTR00677	CAPO304948
OG0003677	XENTR08610, XENTR17285, XENTR15109	CAPO300011
OG0003679	XENTR18397, XENTR12379	CAPO304696
OG0003680	XENTR05231	CAPO300884
OG0003682	XENTR13445	CAPO301860
OG0003684	XENTR04969	CAPO302734
OG0003685	XENTR15247, XENTR08131	CAPO305996
OG0003686	XENTR05887	CAPO302144
OG0003687	XENTR05213, XENTR00134	CAPO301501
OG0003688	XENTR03091, XENTR16481, XENTR16482, XENTR16476	CAPO307252
OG0003689	XENTR14093, XENTR05380	CAPO301215
OG0003690	XENTR02409	CAPO307478
OG0003693	XENTR10718, XENTR18258	CAPO302269
OG0003694	XENTR17179	CAPO307654
OG0003695	XENTR07743, XENTR03931	CAPO303363
OG0003696	XENTR02869	CAPO304903
OG0003697	XENTR07379	CAPO307718
OG0003698	XENTR09545, XENTR01970	CAPO306302
OG0003700	XENTR15169, XENTR07388	CAPO304411
OG0003703	XENTR16337, XENTR12841	CAPO305764
OG0003704	XENTR14777, XENTR00061	CAPO308213
OG0003710	XENTR06304	CAPO301647
OG0003712	XENTR01274, XENTR12990	CAPO300556
OG0003713	XENTR03924	CAPO306178
OG0003716	XENTR10549	CAPO303976
OG0003717	XENTR08367	CAPO306282
OG0003718	XENTR10379	CAPO307310
OG0003720	XENTR01280, XENTR11759	CAPO300371
OG0003721	XENTR07713, XENTR09504	CAPO300976, CAPO300975
OG0003722	XENTR13252, XENTR06780	CAPO300031
OG0003724	XENTR10087	CAPO308007
OG0003729	XENTR03157	CAPO307394
OG0003730	XENTR02013	CAPO305074
OG0003731	XENTR04923	CAPO304053
OG0003732	XENTR18126	CAPO306498
OG0003733	XENTR04294	CAPO305671
OG0003734	XENTR16422	CAPO305564
OG0003735	XENTR05792	CAPO308150
OG0003738	XENTR17869	CAPO304238
OG0003739	XENTR15714	CAPO300467
OG0003740	XENTR15199	CAPO307238
OG0003741	XENTR17057	CAPO305770
OG0003742	XENTR03179, XENTR03778	CAPO303080
OG0003743	XENTR12518	CAPO302360
OG0003744	XENTR06835, XENTR16465	CAPO306491
OG0003745	XENTR00802	CAPO307585
OG0003749	XENTR16748	CAPO306992
OG0003750	XENTR02453	CAPO304840
OG0003752	XENTR05303	CAPO306304
OG0003754	XENTR10153, XENTR11505	CAPO305643
OG0003755	XENTR04060	CAPO300113
OG0003756	XENTR06642	CAPO307901
OG0003758	XENTR10842, XENTR07110	CAPO308214
OG0003759	XENTR16557, XENTR14606	CAPO307476
OG0003760	XENTR04510, XENTR16728	CAPO304944
OG0003761	XENTR05309, XENTR05308, XENTR07160	CAPO301690
OG0003762	XENTR07403	CAPO303010
OG0003764	XENTR10248	CAPO300879
OG0003769	XENTR12425	CAPO305668
OG0003770	XENTR14731	CAPO300865, CAPO305387
OG0003771	XENTR13739, XENTR03911	CAPO300755
OG0003773	XENTR01780, XENTR13130	CAPO301706
OG0003776	XENTR07141	CAPO306521
OG0003778	XENTR10711	CAPO302558
OG0003779	XENTR17121	CAPO304919
OG0003781	XENTR11089, XENTR16719, XENTR16718	CAPO307368
OG0003798	XENTR01114, XENTR07104	CAPO300229
OG0003803	XENTR01279	CAPO307540
OG0003806	XENTR07356	CAPO304817
OG0003807	XENTR01368, XENTR01369, XENTR01367	CAPO308021
OG0003808	XENTR13676	CAPO308095
OG0003809	XENTR08847, XENTR04264	CAPO306197
OG0003811	XENTR05500	CAPO302863
OG0003813	XENTR10561, XENTR06474	CAPO305053
OG0003818	XENTR08826	CAPO306945
OG0003820	XENTR15816, XENTR15817	CAPO302724
OG0003823	XENTR12892, XENTR11791	CAPO305304
OG0003824	XENTR02218	CAPO300109
OG0003826	XENTR01516	CAPO303948
OG0003827	XENTR11304, XENTR18626	CAPO302156
OG0003828	XENTR14525	CAPO304442
OG0003829	XENTR04012	CAPO304825
OG0003831	XENTR03490	CAPO301320
OG0003833	XENTR15540	CAPO305448
OG0003834	XENTR04978, XENTR18533	CAPO307203
OG0003835	XENTR12732, XENTR12733	CAPO300102
OG0003836	XENTR11782, XENTR15896	CAPO301610
OG0003837	XENTR02506	CAPO304430
OG0003838	XENTR00914, XENTR03476	CAPO304061, CAPO304064
OG0003839	XENTR13884	CAPO300238, CAPO301543, CAPO307066
OG0003840	XENTR12159	CAPO300299
OG0003843	XENTR12778, XENTR12779	CAPO301582
OG0003844	XENTR07150	CAPO306235
OG0003845	XENTR04055	CAPO302000
OG0003846	XENTR02190, XENTR11317	CAPO300905
OG0003847	XENTR05448	CAPO301495
OG0003848	XENTR09160	CAPO305229, CAPO305228
OG0003850	XENTR05454	CAPO306458
OG0003851	XENTR02901	CAPO301154
OG0003852	XENTR01443, XENTR00580	CAPO302241
OG0003853	XENTR16563	CAPO308238
OG0003854	XENTR09846, XENTR03116	CAPO306385
OG0003855	XENTR18199	CAPO304198
OG0003856	XENTR05612	CAPO308004
OG0003857	XENTR10397	CAPO302185
OG0003859	XENTR18118	CAPO306990
