Orthogroup	XENTR	HUMAN
OG0007718	XENTR02924	HUMAN02952, HUMAN02953
OG0007719	XENTR03373	HUMAN26223
OG0007721	XENTR08661	HUMAN03623
OG0007722	XENTR10029	HUMAN03285
OG0007723	XENTR05353	HUMAN26538
OG0007725	XENTR16101	HUMAN29154
OG0007726	XENTR04430	HUMAN04435
OG0007728	XENTR07809	HUMAN27883
OG0007729	XENTR00460	HUMAN11128, HUMAN11127
OG0007734	XENTR08115	HUMAN00972, HUMAN17214
OG0007735	XENTR12905, XENTR12904	HUMAN12324
OG0007736	XENTR01490	HUMAN13041
OG0007738	XENTR07139	HUMAN19368
OG0007739	XENTR17717	HUMAN01347
OG0007741	XENTR05551	HUMAN02503
OG0007743	XENTR06228	HUMAN06357
OG0007744	XENTR02881	HUMAN26813, HUMAN26814
OG0007745	XENTR07768	HUMAN11543
OG0007746	XENTR16570	HUMAN25134
OG0007749	XENTR02891	HUMAN26822
OG0007750	XENTR14778	HUMAN14835, HUMAN14833
OG0007751	XENTR11316	HUMAN17117, HUMAN17120
OG0007752	XENTR06969	HUMAN05362
OG0007755	XENTR14264, XENTR02596	HUMAN02406
OG0007756	XENTR14356	HUMAN18795
OG0007758	XENTR13164	HUMAN29935
OG0007759	XENTR04000	HUMAN01276
OG0007760	XENTR15814, XENTR15813	HUMAN19195
OG0007761	XENTR17401	HUMAN00323
OG0007762	XENTR08817	HUMAN07584
OG0007763	XENTR00440	HUMAN01210
OG0007766	XENTR10400	HUMAN10522
OG0007767	XENTR08581	HUMAN17614
OG0007768	XENTR17576	HUMAN11819, HUMAN11818
OG0007769	XENTR01777	HUMAN10250
OG0007771	XENTR15546	HUMAN06957
OG0007772	XENTR07435	HUMAN21301
OG0007774	XENTR05383	HUMAN17885, HUMAN17884
OG0007775	XENTR04949	HUMAN13077
OG0007776	XENTR08306, XENTR08307	HUMAN13908, HUMAN13907, HUMAN13906
OG0007779	XENTR04164	HUMAN18212
OG0007780	XENTR09041	HUMAN08419, HUMAN08418
OG0007781	XENTR00779	HUMAN02870
OG0007782	XENTR14902	HUMAN10939
OG0007783	XENTR10399	HUMAN10560
OG0007784	XENTR06932	HUMAN12802
OG0007786	XENTR00598	HUMAN18705
OG0007788	XENTR14683	HUMAN10906, HUMAN10907
OG0007789	XENTR18266	HUMAN10825, HUMAN10824
OG0007790	XENTR01818	HUMAN25976
OG0007791	XENTR11475	HUMAN00111
OG0007793	XENTR12360, XENTR12359	HUMAN01140, HUMAN01141
OG0007794	XENTR06444	HUMAN07379, HUMAN07378
OG0007795	XENTR00008	HUMAN00877, HUMAN00879, HUMAN00878
OG0007797	XENTR18265	HUMAN10834
OG0007798	XENTR05659	HUMAN23022
OG0007799	XENTR15628	HUMAN26285
OG0007800	XENTR16640	HUMAN05271, HUMAN05270
OG0007801	XENTR07313	HUMAN12141
OG0007802	XENTR11495	HUMAN16301
OG0007803	XENTR13056	HUMAN17024
OG0007804	XENTR05761	HUMAN27359
OG0007805	XENTR02609	HUMAN05569
OG0007806	XENTR11856	HUMAN28143
OG0007806	XENTR18725	HUMAN18582
OG0007807	XENTR09529	HUMAN03444
OG0007808	XENTR07032	HUMAN20964
OG0007809	XENTR07698	HUMAN01412
OG0007810	XENTR07030	HUMAN20972
OG0007811	XENTR06252	HUMAN21891
OG0007812	XENTR02941	HUMAN23209
OG0007813	XENTR07628	HUMAN02512
OG0007814	XENTR04268	HUMAN03364
OG0007816	XENTR08437	HUMAN00099
OG0007818	XENTR04391	HUMAN07509
OG0007820	XENTR11150	HUMAN11761
OG0007821	XENTR11027	HUMAN23282
OG0007821	XENTR11028	HUMAN23284, HUMAN23283
OG0007823	XENTR09570	HUMAN03449
OG0007825	XENTR13803	HUMAN14274
OG0007826	XENTR10314	HUMAN07299
OG0007827	XENTR01637	HUMAN16930, HUMAN16931, HUMAN16929
OG0007828	XENTR14322	HUMAN13883, HUMAN13882
OG0007829	XENTR00492	HUMAN11339
OG0007830	XENTR05313	HUMAN01001
OG0007831	XENTR04325	HUMAN27771
OG0007832	XENTR03054	HUMAN08812
OG0007833	XENTR01163, XENTR01162	HUMAN19927, HUMAN19926
OG0007834	XENTR17143	HUMAN24234, HUMAN24235, HUMAN24233, HUMAN24232
OG0007835	XENTR11023	HUMAN23278
OG0007836	XENTR11928	HUMAN30213
OG0007837	XENTR03959	HUMAN29610
OG0007838	XENTR01164	HUMAN19928
OG0007840	XENTR04645	HUMAN27820
OG0007841	XENTR09299	HUMAN03161
OG0007842	XENTR12876	HUMAN02588, HUMAN02589
OG0007843	XENTR03294	HUMAN23053
OG0007843	XENTR01615	HUMAN24119
OG0007845	XENTR12248	HUMAN11436, HUMAN11435
OG0007847	XENTR05732	HUMAN28900, HUMAN28899
OG0007848	XENTR16347	HUMAN19483
OG0007849	XENTR11713	HUMAN08686
OG0007850	XENTR15952	HUMAN19514
OG0007851	XENTR14859	HUMAN10989
OG0007852	XENTR16462	HUMAN20987
OG0007854	XENTR10673	HUMAN25144, HUMAN25143
OG0007857	XENTR01027	HUMAN22885
OG0007857	XENTR01622	HUMAN24371
OG0007858	XENTR02288	HUMAN27701
OG0007859	XENTR03062	HUMAN17826
OG0007860	XENTR02345	HUMAN01367
OG0007862	XENTR19141, XENTR02758	HUMAN12841, HUMAN12840
OG0007863	XENTR04839	HUMAN28871, HUMAN28870
OG0007863	XENTR09282	HUMAN06902
OG0007863	XENTR02527	HUMAN02364
OG0007867	XENTR03957	HUMAN21239, HUMAN21238, HUMAN21237
OG0007868	XENTR14056	HUMAN27028
OG0007868	XENTR10887, XENTR10886	HUMAN04332
OG0007870	XENTR08087	HUMAN28813, HUMAN14306, HUMAN14305
OG0007871	XENTR09294	HUMAN03154
OG0007872	XENTR09942	HUMAN18778
OG0007873	XENTR10098	HUMAN05649
OG0007873	XENTR14581	HUMAN15263, HUMAN15262
OG0007875	XENTR03361	HUMAN26065, HUMAN26066
OG0007875	XENTR05218	HUMAN06595, HUMAN06594
OG0007908	XENTR07798	HUMAN27841
OG0007911	XENTR11190	HUMAN16282, HUMAN16283
OG0007913	XENTR02655	HUMAN09685
OG0007915	XENTR10693	HUMAN16719, HUMAN16718
OG0007916	XENTR05182	HUMAN17441
OG0007917	XENTR00915	HUMAN07728, HUMAN07729
OG0007918	XENTR11754	HUMAN24900, HUMAN24901
OG0007920	XENTR08961	HUMAN04967
OG0007924	XENTR11372	HUMAN16777
OG0007925	XENTR08045, XENTR08046	HUMAN18631, HUMAN18632
OG0007926	XENTR03828	HUMAN09355, HUMAN09356
OG0007927	XENTR02854	HUMAN26473
OG0007929	XENTR08354	HUMAN14119, HUMAN14120
OG0007930	XENTR17018	HUMAN19209
OG0007931	XENTR05786	HUMAN05429
OG0007931	XENTR03537	HUMAN22978
OG0007932	XENTR02158	HUMAN24557
OG0007933	XENTR16299	HUMAN17540, HUMAN20405
OG0007934	XENTR17047	HUMAN21422
OG0007935	XENTR09394	HUMAN25433
OG0007936	XENTR07631	HUMAN25542, HUMAN25541
OG0007937	XENTR00174, XENTR00175	HUMAN02729
OG0007939	XENTR02914	HUMAN02969
OG0007940	XENTR09589	HUMAN09227, HUMAN09226
OG0007941	XENTR11333	HUMAN10745
OG0007942	XENTR12219	HUMAN14706, HUMAN14708
OG0007943	XENTR05797	HUMAN05448
OG0007944	XENTR08298	HUMAN22561, HUMAN22559, HUMAN22563, HUMAN22562, HUMAN22560
OG0007945	XENTR04935	HUMAN11683, HUMAN11682
OG0007946	XENTR02534	HUMAN01410
OG0007948	XENTR08888	HUMAN11837
OG0007949	XENTR04521	HUMAN13795
OG0007951	XENTR01715	HUMAN19098
OG0007952	XENTR10420	HUMAN21513
OG0007953	XENTR03972, XENTR18628	HUMAN29593
OG0007955	XENTR10965	HUMAN08358, HUMAN08359
OG0007956	XENTR00552	HUMAN23725
OG0007957	XENTR13036	HUMAN12395
OG0007958	XENTR11070	HUMAN10130
OG0007959	XENTR00298	HUMAN00914
OG0007960	XENTR10383	HUMAN18089, HUMAN18088
OG0007962	XENTR13797	HUMAN23916
OG0007964	XENTR01940	HUMAN26269
OG0007965	XENTR01384	HUMAN10628
OG0007966	XENTR00581	HUMAN23684
OG0007967	XENTR04931	HUMAN14599, HUMAN14598, HUMAN14597
OG0007968	XENTR07552	HUMAN03235
OG0007969	XENTR11152	HUMAN11764
OG0007971	XENTR17300, XENTR17301	HUMAN20515
OG0007972	XENTR04607	HUMAN08234, HUMAN08235
OG0007973	XENTR18672	HUMAN18842, HUMAN18843
OG0007974	XENTR13640	HUMAN21538
OG0007975	XENTR08436	HUMAN00101
OG0007976	XENTR10402	HUMAN10652
OG0007977	XENTR01009	HUMAN10711
OG0007979	XENTR05250	HUMAN28431
OG0007980	XENTR17620	HUMAN25126
OG0007981	XENTR08502	HUMAN08911, HUMAN08912
OG0007982	XENTR10596	HUMAN24581
OG0007983	XENTR16037	HUMAN02648, HUMAN02647, HUMAN02649
OG0007984	XENTR13814	HUMAN11790
OG0007985	XENTR15302	HUMAN22845
OG0007988	XENTR15923	HUMAN08136
OG0007990	XENTR11787	HUMAN28217, HUMAN28218, HUMAN28216
OG0007991	XENTR13088	HUMAN09310
OG0007992	XENTR01721, XENTR15680, XENTR05050	HUMAN15218
OG0007993	XENTR05533	HUMAN02476
OG0007994	XENTR05525	HUMAN25068
OG0007996	XENTR15283	HUMAN05904
OG0007997	XENTR10426	HUMAN25806
OG0007999	XENTR06951	HUMAN13157
OG0008000	XENTR16143	HUMAN16710
OG0008001	XENTR01930	HUMAN17244, HUMAN17245, HUMAN17243
OG0008002	XENTR02134, XENTR02133	HUMAN24480
OG0008003	XENTR14885	HUMAN11963
OG0008004	XENTR04573	HUMAN07936
OG0008006	XENTR12594	HUMAN30122
OG0008007	XENTR04295	HUMAN28573
OG0008008	XENTR18597	HUMAN25914
OG0008011	XENTR02801	HUMAN20883
OG0008014	XENTR16102	HUMAN13088
OG0008016	XENTR09313	HUMAN17122
OG0008018	XENTR08274	HUMAN03518
OG0008019	XENTR17876	HUMAN26686
OG0008020	XENTR00191	HUMAN25874
OG0008021	XENTR08617	HUMAN17724
OG0008022	XENTR06675	HUMAN08326, HUMAN08325
OG0008023	XENTR17830	HUMAN00347
OG0008026	XENTR08941	HUMAN07017
OG0008027	XENTR13080	HUMAN09295
OG0008028	XENTR04519	HUMAN13788
OG0008029	XENTR06544	HUMAN26373
OG0008030	XENTR00882	HUMAN20023
OG0008031	XENTR12706	HUMAN10154
OG0008033	XENTR07921	HUMAN17142
OG0008035	XENTR10036	HUMAN00302
OG0008035	XENTR03937	HUMAN02066
OG0008036	XENTR16276	HUMAN25880
OG0008039	XENTR00527	HUMAN19944
OG0008040	XENTR14621	HUMAN25453, HUMAN25452
OG0008041	XENTR18188	HUMAN27061
OG0008043	XENTR13090, XENTR13089	HUMAN09312
OG0008045	XENTR11803	HUMAN26586
OG0008048	XENTR05142	HUMAN28014, HUMAN28015
OG0008049	XENTR06531	HUMAN26750
OG0008051	XENTR01785	HUMAN10716
OG0008052	XENTR13093	HUMAN09316
OG0008053	XENTR03171	HUMAN26036
OG0008054	XENTR02300	HUMAN20568
OG0008055	XENTR02343	HUMAN06710
OG0008056	XENTR05929	HUMAN29996
OG0008057	XENTR01103	HUMAN19652
OG0008059	XENTR05460	HUMAN00551, HUMAN00552
OG0008062	XENTR08530	HUMAN09476
OG0008064	XENTR12946	HUMAN26176
OG0008065	XENTR12888	HUMAN20388
OG0008066	XENTR11095	HUMAN09760
OG0008067	XENTR07473	HUMAN25616
OG0008068	XENTR03293	HUMAN23056
OG0008068	XENTR01617	HUMAN24120
OG0008069	XENTR09820	HUMAN14189
OG0008070	XENTR04503	HUMAN13658, HUMAN13659, HUMAN13660
OG0008071	XENTR00077	HUMAN01032
OG0008072	XENTR16479	HUMAN00396, HUMAN00395
OG0008075	XENTR15145	HUMAN29868
OG0008076	XENTR01791	HUMAN06293, HUMAN06291, HUMAN06292, HUMAN06290
OG0008077	XENTR16541	HUMAN26662, HUMAN26661
OG0008078	XENTR08566	HUMAN06472
OG0008079	XENTR13201	HUMAN27934
OG0008080	XENTR10162	HUMAN04666
OG0008081	XENTR10425	HUMAN20765
OG0008083	XENTR03038	HUMAN08783
OG0008084	XENTR06650	HUMAN09222
OG0008085	XENTR06383	HUMAN02875
OG0008086	XENTR10502, XENTR10503	HUMAN03738
OG0008087	XENTR10380	HUMAN18084
OG0008088	XENTR09004	HUMAN08520, HUMAN08522, HUMAN08521
OG0008089	XENTR02865	HUMAN26782
OG0008090	XENTR12430	HUMAN02903, HUMAN02904
OG0008092	XENTR16319	HUMAN04427
OG0008098	XENTR08899	HUMAN17004, HUMAN17003
OG0008099	XENTR15326	HUMAN10505, HUMAN10506
OG0008100	XENTR13894	HUMAN00523
OG0008102	XENTR11039	HUMAN29480
OG0008103	XENTR14105	HUMAN04801, HUMAN04800
OG0008104	XENTR11834	HUMAN03550, HUMAN03549, HUMAN03551
OG0008105	XENTR00182	HUMAN16819
OG0008106	XENTR11126	HUMAN20536, HUMAN20534
OG0008107	XENTR11212	HUMAN23200, HUMAN23199
OG0008108	XENTR00468	HUMAN11110
OG0008109	XENTR06543	HUMAN11769
OG0008110	XENTR18890	HUMAN17613
OG0008111	XENTR02658	HUMAN09690
OG0008112	XENTR02402	HUMAN08268, HUMAN08270, HUMAN08269
OG0008113	XENTR08629	HUMAN14020
OG0008115	XENTR06677	HUMAN08321
OG0008116	XENTR07381, XENTR07380	HUMAN12994
OG0008116	XENTR01767	HUMAN10179
OG0008117	XENTR18637	HUMAN01737
OG0008119	XENTR17669, XENTR06528	HUMAN26741
OG0008120	XENTR11888	HUMAN00765
OG0008123	XENTR12795	HUMAN04954
OG0008124	XENTR07109	HUMAN06531
OG0008125	XENTR10329	HUMAN24198, HUMAN24197
OG0008126	XENTR18938	HUMAN01802
OG0008127	XENTR04380	HUMAN07524
OG0008136	XENTR02981	HUMAN19121
OG0008143	XENTR06411	HUMAN23788, HUMAN23787
OG0008148	XENTR08450	HUMAN00793
OG0008148	XENTR04228	HUMAN25346, HUMAN25345
OG0008149	XENTR18844	HUMAN19295
OG0008149	XENTR05479	HUMAN00607
OG0008150	XENTR08628	HUMAN14019, HUMAN14018
OG0008150	XENTR10067	HUMAN09801
OG0008151	XENTR04330	HUMAN22588
OG0008153	XENTR17358	HUMAN01932
OG0008153	XENTR04588	HUMAN24704
OG0008154	XENTR09703	HUMAN22672
OG0008154	XENTR10116, XENTR10117	HUMAN03375
OG0008156	XENTR08049	HUMAN18652
OG0008172	XENTR01291	HUMAN02279
OG0008172	XENTR11276	HUMAN02272, HUMAN02274, HUMAN02273, HUMAN02277, HUMAN02278, HUMAN02276, HUMAN02275
OG0008194	XENTR09689	HUMAN01965
OG0008199	XENTR03291	HUMAN23058, HUMAN23057
OG0008201	XENTR02829	HUMAN21455
OG0008202	XENTR09753	HUMAN02093
OG0008203	XENTR07528	HUMAN23819
OG0008204	XENTR08937	HUMAN11260
OG0008205	XENTR07731	HUMAN29340
OG0008208	XENTR11124	HUMAN20538
OG0008209	XENTR15514	HUMAN26672, HUMAN26671
OG0008212	XENTR02920, XENTR13956	HUMAN12505
OG0008213	XENTR00651	HUMAN21183
OG0008215	XENTR08813	HUMAN07579, HUMAN07580, HUMAN07578
OG0008217	XENTR03890	HUMAN20199
OG0008218	XENTR07362	HUMAN12038
OG0008220	XENTR12599	HUMAN30201
OG0008221	XENTR00475	HUMAN11125
OG0008222	XENTR08273	HUMAN17180
OG0008223	XENTR05245	HUMAN30263
OG0008224	XENTR03726	HUMAN11586
OG0008225	XENTR07518	HUMAN24187
OG0008227	XENTR05711	HUMAN28826
OG0008228	XENTR11910	HUMAN21146
OG0008230	XENTR15917	HUMAN08125
OG0008231	XENTR17320	HUMAN03677
OG0008232	XENTR01508	HUMAN11841
OG0008234	XENTR07376	HUMAN13620, HUMAN13618, HUMAN13619
OG0008235	XENTR09235	HUMAN00821
OG0008236	XENTR12434	HUMAN02910
OG0008237	XENTR06770	HUMAN23647
OG0008238	XENTR11188	HUMAN16279
OG0008239	XENTR07288	HUMAN03298, HUMAN03297
OG0008240	XENTR11069	HUMAN10132, HUMAN10131
OG0008242	XENTR17426	HUMAN01160
OG0008243	XENTR09391	HUMAN25428
OG0008244	XENTR01796, XENTR01795	HUMAN10161
OG0008246	XENTR05230	HUMAN06614
OG0008247	XENTR08654, XENTR08656, XENTR08655	HUMAN03620
OG0008249	XENTR17513	HUMAN14662
OG0008250	XENTR08113	HUMAN14966
OG0008251	XENTR00537	HUMAN23749
OG0008252	XENTR00568	HUMAN23703
OG0008253	XENTR08756	HUMAN22268, HUMAN22269, HUMAN22270, HUMAN22271
OG0008254	XENTR18327	HUMAN01824
OG0008256	XENTR12140	HUMAN16605
OG0008257	XENTR13641	HUMAN21537
OG0008258	XENTR15402	HUMAN02572
OG0008259	XENTR12735	HUMAN16697
OG0008260	XENTR06274	HUMAN28949
OG0008262	XENTR06791	HUMAN29219
OG0008263	XENTR14542	HUMAN04927
OG0008264	XENTR00573	HUMAN23694
OG0008265	XENTR14446	HUMAN30496, HUMAN30495
OG0008266	XENTR06901	HUMAN09367
OG0008267	XENTR01352	HUMAN06220, HUMAN06219
OG0008268	XENTR15406	HUMAN29112
OG0008269	XENTR17860	HUMAN21396
OG0008271	XENTR04352	HUMAN14372
OG0008272	XENTR09866	HUMAN04358
OG0008273	XENTR17915	HUMAN11962, HUMAN11961
OG0008274	XENTR13469	HUMAN21051
OG0008275	XENTR05891	HUMAN25394
OG0008277	XENTR17427	HUMAN04134
OG0008278	XENTR10940	HUMAN07236
OG0008280	XENTR17743	HUMAN22014
OG0008281	XENTR11627	HUMAN04744
OG0008283	XENTR08251	HUMAN07219
OG0008284	XENTR03848	HUMAN08430
OG0008284	XENTR02074	HUMAN15813
OG0008285	XENTR05957	HUMAN14115, HUMAN14114
OG0008286	XENTR02486	HUMAN18868
OG0008289	XENTR06153	HUMAN29098
OG0008291	XENTR09122	HUMAN12015
OG0008292	XENTR05323	HUMAN09845
OG0008293	XENTR13222	HUMAN09963, HUMAN09960, HUMAN09962, HUMAN09964
OG0008294	XENTR18970	HUMAN17187
OG0008295	XENTR00184	HUMAN16821
OG0008296	XENTR09371	HUMAN21650
OG0008297	XENTR04554	HUMAN19984, HUMAN19986, HUMAN19987, HUMAN19988
OG0008298	XENTR14480	HUMAN00245, HUMAN00244
OG0008300	XENTR07452	HUMAN28700
OG0008301	XENTR14215	HUMAN03697
OG0008303	XENTR08492, XENTR08493	HUMAN08938
OG0008304	XENTR06190	HUMAN07647, HUMAN07648
OG0008305	XENTR08211	HUMAN18436
OG0008306	XENTR01064	HUMAN18178
OG0008307	XENTR18959	HUMAN06155
OG0008309	XENTR01300	HUMAN02302
OG0008312	XENTR06572	HUMAN13487
OG0008315	XENTR14695	HUMAN10956, HUMAN10955
OG0008316	XENTR03153	HUMAN17760
OG0008318	XENTR02401	HUMAN08273
OG0008319	XENTR16661	HUMAN00373
OG0008320	XENTR13174	HUMAN24159
OG0008323	XENTR04337	HUMAN28595
OG0008324	XENTR04032	HUMAN26458
OG0008325	XENTR05952	HUMAN11481, HUMAN11480
OG0008328	XENTR12166	HUMAN22301
OG0008331	XENTR05539	HUMAN02484
OG0008333	XENTR06251	HUMAN21893
OG0008334	XENTR16763	HUMAN29152
OG0008336	XENTR02376	HUMAN26835
OG0008337	XENTR13556	HUMAN21223
OG0008338	XENTR02980	HUMAN19122
OG0008338	XENTR07472	HUMAN25617
OG0008339	XENTR09613	HUMAN25678
OG0008340	XENTR10709	HUMAN19688, HUMAN19686, HUMAN19687
OG0008341	XENTR09053	HUMAN08398
OG0008342	XENTR07758	HUMAN11562
OG0008342	XENTR00242	HUMAN28129
OG0008343	XENTR08200	HUMAN17178
OG0008345	XENTR01459	HUMAN09403
OG0008346	XENTR11364	HUMAN16797
OG0008347	XENTR06930	HUMAN12793
OG0008349	XENTR05258	HUMAN30461, HUMAN30460
OG0008350	XENTR17287	HUMAN25937
OG0008351	XENTR13343	HUMAN12466
OG0008352	XENTR00548	HUMAN23735, HUMAN23734
OG0008353	XENTR16294	HUMAN26897
OG0008354	XENTR16532	HUMAN11991
OG0008355	XENTR00614	HUMAN17063
OG0008357	XENTR11247	HUMAN09661, HUMAN09662
OG0008358	XENTR18534	HUMAN11319
OG0008359	XENTR03009	HUMAN19022
OG0008360	XENTR17756	HUMAN00749
OG0008361	XENTR12088	HUMAN00580
OG0008363	XENTR12798	HUMAN04961, HUMAN04960
OG0008364	XENTR11314	HUMAN17125
OG0008365	XENTR02735	HUMAN07830
OG0008367	XENTR08139	HUMAN03243
OG0008368	XENTR01067	HUMAN18450
OG0008370	XENTR06937, XENTR19184, XENTR08787	HUMAN12794
OG0008371	XENTR00300	HUMAN00911
OG0008373	XENTR16024	HUMAN04211
OG0008374	XENTR02364	HUMAN06241
OG0008376	XENTR13904	HUMAN21289
OG0008377	XENTR10390	HUMAN18042
OG0008378	XENTR09428	HUMAN18118
OG0008379	XENTR05029	HUMAN14929
OG0008380	XENTR00197	HUMAN02642
OG0008381	XENTR07926	HUMAN17143
OG0008382	XENTR13570	HUMAN11290
OG0008383	XENTR10091	HUMAN00264
OG0008384	XENTR07626	HUMAN02514
OG0008386	XENTR13717	HUMAN13311, HUMAN13310
OG0008387	XENTR06213	HUMAN06320
OG0008388	XENTR16568	HUMAN25138
OG0008392	XENTR00129	HUMAN26623, HUMAN26617, HUMAN26622
OG0008394	XENTR08381	HUMAN20915
OG0008395	XENTR03353	HUMAN26076
OG0008396	XENTR07759	HUMAN11557
OG0008399	XENTR00533	HUMAN17631, HUMAN17660, HUMAN17629, HUMAN17630, HUMAN17659
OG0008400	XENTR14794	HUMAN14762
OG0008401	XENTR01244	HUMAN02443
OG0008403	XENTR12767	HUMAN00738
OG0008404	XENTR06168	HUMAN29395, HUMAN29394
OG0008406	XENTR00299	HUMAN00912
OG0008410	XENTR02915	HUMAN02968
OG0008412	XENTR12300	HUMAN01894, HUMAN01893
OG0008414	XENTR09684	HUMAN01631
OG0008415	XENTR05488	HUMAN22400
OG0008416	XENTR12955	HUMAN08501
OG0008418	XENTR12382	HUMAN02917
OG0008419	XENTR01646	HUMAN16915, HUMAN16916
OG0008421	XENTR13250	HUMAN01185
OG0008422	XENTR09498	HUMAN04849
OG0008424	XENTR15296, XENTR15295	HUMAN23340
OG0008425	XENTR01396	HUMAN28266
OG0008426	XENTR13473	HUMAN21059
OG0008427	XENTR09397	HUMAN25438
OG0008432	XENTR14433	HUMAN21308
OG0008437	XENTR04479	HUMAN05068, HUMAN05069
OG0008443	XENTR00168	HUMAN25776, HUMAN25777
OG0008444	XENTR12799	HUMAN04905, HUMAN04906
OG0008448	XENTR02405	HUMAN08260, HUMAN08263, HUMAN08262, HUMAN08261
OG0008453	XENTR16648	HUMAN06041
OG0008457	XENTR12984	HUMAN18752, HUMAN18753
OG0008459	XENTR02557	HUMAN01366
OG0008459	XENTR02346	HUMAN20917, HUMAN06267
OG0008460	XENTR01208, XENTR09150, XENTR01209	HUMAN25480
OG0008462	XENTR02662	HUMAN09700, HUMAN09699, HUMAN09701
OG0008463	XENTR09082, XENTR09083	HUMAN18761
OG0008463	XENTR09081	HUMAN18762
OG0008463	XENTR12788, XENTR12789	HUMAN04948
OG0008464	XENTR11058	HUMAN16141
OG0008465	XENTR05818	HUMAN23480
OG0008465	XENTR01445	HUMAN10040
OG0008466	XENTR13553, XENTR13554	HUMAN02689
OG0008466	XENTR09735, XENTR09736	HUMAN04643
OG0008468	XENTR06374	HUMAN10442, HUMAN21499, HUMAN21500, HUMAN21501
OG0008469	XENTR03754	HUMAN08215
OG0008470	XENTR13491	HUMAN05350
OG0008470	XENTR13692	HUMAN05675
OG0008488	XENTR17361	HUMAN27184
OG0008488	XENTR11473	HUMAN27188, HUMAN25592, HUMAN27192, HUMAN27194, HUMAN27191, HUMAN27183, HUMAN27185, HUMAN27186, HUMAN27187
OG0008507	XENTR01430	HUMAN10030
OG0008509	XENTR18633	HUMAN00348
OG0008513	XENTR01278	HUMAN20254
OG0008514	XENTR03290	HUMAN23059
OG0008516	XENTR02387	HUMAN09260, HUMAN09259
OG0008522	XENTR15051	HUMAN23516
OG0008524	XENTR14679	HUMAN10821
OG0008526	XENTR00080	HUMAN01035, HUMAN01036
OG0008527	XENTR09697	HUMAN01947
OG0008528	XENTR03107	HUMAN21693
OG0008530	XENTR04917	HUMAN23105
OG0008531	XENTR00247	HUMAN21761
OG0008532	XENTR09247	HUMAN04907
OG0008533	XENTR01211	HUMAN25516
OG0008534	XENTR17291, XENTR17292	HUMAN04235
OG0008536	XENTR12616, XENTR06872, XENTR15937	HUMAN12783
OG0008538	XENTR18860	HUMAN23914
OG0008539	XENTR00471	HUMAN11116, HUMAN11117
OG0008542	XENTR15730	HUMAN14336
OG0008544	XENTR06640	HUMAN11249
OG0008546	XENTR07676	HUMAN13748, HUMAN13749
OG0008550	XENTR08428	HUMAN00201
OG0008551	XENTR09711	HUMAN05297
OG0008554	XENTR00467	HUMAN11109
OG0008554	XENTR06581	HUMAN19180
OG0008554	XENTR13244	HUMAN14059
OG0008555	XENTR05744	HUMAN25239
OG0008556	XENTR15403	HUMAN02568, HUMAN02571
OG0008557	XENTR04600	HUMAN07933
OG0008558	XENTR10140	HUMAN04702
OG0008559	XENTR05418	HUMAN17851
OG0008561	XENTR04937	HUMAN11692
OG0008562	XENTR11390	HUMAN25387
OG0008563	XENTR01203	HUMAN07276
OG0008564	XENTR17125	HUMAN21464, HUMAN21465, HUMAN21466
OG0008565	XENTR00566	HUMAN23706, HUMAN23705
OG0008566	XENTR08865	HUMAN22117
OG0008567	XENTR00194	HUMAN25871
OG0008571	XENTR05962	HUMAN11507
OG0008572	XENTR11873	HUMAN19525
OG0008573	XENTR14331	HUMAN28622
OG0008576	XENTR09218	HUMAN03809
OG0008577	XENTR10407	HUMAN10533
OG0008578	XENTR01712	HUMAN19101
OG0008579	XENTR02161	HUMAN24553
OG0008583	XENTR02152	HUMAN24564, HUMAN24563
OG0008586	XENTR18086	HUMAN01774
OG0008587	XENTR13433, XENTR06654	HUMAN08581
OG0008588	XENTR07394	HUMAN13418, HUMAN13417
OG0008591	XENTR01773	HUMAN10263
OG0008592	XENTR15407	HUMAN29113
OG0008595	XENTR07876	HUMAN25300
OG0008596	XENTR11812	HUMAN25989
OG0008597	XENTR03283	HUMAN23066
OG0008601	XENTR06414	HUMAN23784
OG0008602	XENTR08161	HUMAN16845
OG0008603	XENTR13283	HUMAN14135
OG0008604	XENTR01374	HUMAN10620, HUMAN10619
OG0008606	XENTR07130	HUMAN26327
OG0008607	XENTR04696	HUMAN02143
OG0008609	XENTR00940	HUMAN26596
OG0008611	XENTR09930	HUMAN02182
OG0008612	XENTR03918, XENTR03919	HUMAN02234, HUMAN02233
OG0008613	XENTR00748	HUMAN26988
OG0008614	XENTR16119	HUMAN04277
OG0008616	XENTR12832	HUMAN01525
OG0008618	XENTR18926	HUMAN20501
OG0008619	XENTR08491	HUMAN08940
OG0008622	XENTR02858	HUMAN26775, HUMAN26774, HUMAN30137, HUMAN30138, HUMAN30135
OG0008623	XENTR02601	HUMAN05592, HUMAN05593
OG0008624	XENTR04822	HUMAN20088, HUMAN20087
OG0008626	XENTR09686	HUMAN08220
OG0008627	XENTR13790	HUMAN23906, HUMAN23907
OG0008628	XENTR15960	HUMAN07506
OG0008629	XENTR08329	HUMAN13952
OG0008630	XENTR07701, XENTR11098	HUMAN12309
OG0008632	XENTR06853	HUMAN12382
OG0008633	XENTR18778	HUMAN16826
OG0008634	XENTR00176	HUMAN02730
OG0008636	XENTR12117	HUMAN09630, HUMAN09629, HUMAN09632, HUMAN09631
OG0008637	XENTR09639	HUMAN18364
