Orthogroup	XENTR	ASTMX
OG0008891	XENTR04230	ASTMX12906
OG0008893	XENTR05960	ASTMX07232
OG0008894	XENTR04142	ASTMX01696
OG0008897	XENTR06355	ASTMX14459
OG0008898	XENTR12710	ASTMX10216
OG0008901	XENTR03514	ASTMX09454
OG0008903	XENTR10495	ASTMX09688
OG0008907	XENTR00990	ASTMX19916
OG0008910	XENTR16947	ASTMX10050
OG0008913	XENTR13335	ASTMX13744
OG0008914	XENTR18435	ASTMX05850
OG0008918	XENTR17829	ASTMX14735
OG0008922	XENTR16400	ASTMX18585
OG0008923	XENTR06066	ASTMX13410
OG0008924	XENTR06805	ASTMX06364
OG0008925	XENTR18119, XENTR18120	ASTMX21797
OG0008927	XENTR13990	ASTMX05920
OG0008928	XENTR03363	ASTMX20979
OG0008929	XENTR15313	ASTMX08516
OG0008932	XENTR14349	ASTMX12372
OG0008936	XENTR12579	ASTMX04896
OG0008937	XENTR15417	ASTMX09782
OG0008938	XENTR06454	ASTMX11994
OG0008942	XENTR00312	ASTMX05468
OG0008946	XENTR10610	ASTMX12188
OG0008951	XENTR14336	ASTMX14895, ASTMX14894
OG0008953	XENTR13813	ASTMX05646, ASTMX18121
OG0008955	XENTR13024	ASTMX18637
OG0008959	XENTR11608	ASTMX05527
OG0008962	XENTR02396	ASTMX20725
OG0008962	XENTR03074	ASTMX11716
OG0008974	XENTR03969	ASTMX00020
OG0008974	XENTR03968	ASTMX00019, ASTMX21674
OG0008974	XENTR08385	ASTMX02095
OG0008976	XENTR08459	ASTMX00860, ASTMX11314
OG0008976	XENTR08461, XENTR08460	ASTMX00818, ASTMX20462, ASTMX00859, ASTMX11313
OG0008977	XENTR05118	ASTMX04109, ASTMX02701
OG0008979	XENTR13702	ASTMX03392, ASTMX09553, ASTMX14587
OG0008980	XENTR12157	ASTMX04264
OG0008980	XENTR12255	ASTMX18090, ASTMX21502
OG0008981	XENTR00863	ASTMX09987, ASTMX05061
OG0008982	XENTR14117, XENTR14118	ASTMX04485, ASTMX07350
OG0008982	XENTR17101	ASTMX09211
OG0008983	XENTR03651	ASTMX04719, ASTMX04721
OG0008985	XENTR01402	ASTMX21546
OG0008985	XENTR05177	ASTMX18455, ASTMX13575, ASTMX07524
OG0008986	XENTR07987	ASTMX12381
OG0008986	XENTR10891	ASTMX18364, ASTMX11948
OG0008987	XENTR08155	ASTMX08932
OG0008987	XENTR03821	ASTMX14789
OG0008988	XENTR06462	ASTMX09460
OG0008990	XENTR18969	ASTMX12653
OG0008991	XENTR04347	ASTMX16798
OG0008991	XENTR04306	ASTMX13558
OG0008992	XENTR11472	ASTMX20692
OG0008992	XENTR12972	ASTMX16954
OG0008993	XENTR17473	ASTMX17527, ASTMX17528
OG0008994	XENTR07344, XENTR07347	ASTMX19228, ASTMX20690, ASTMX21320, ASTMX19227, ASTMX20612, ASTMX20689, ASTMX20613, ASTMX21743, ASTMX21319, ASTMX20615
OG0008995	XENTR14669, XENTR14671, XENTR14670, XENTR14672	ASTMX21411
OG0008996	XENTR13612, XENTR13611, XENTR13609	ASTMX21857, ASTMX22687, ASTMX22259, ASTMX22786
OG0009043	XENTR05816	ASTMX05119
OG0009044	XENTR02767	ASTMX14591
OG0009049	XENTR01808	ASTMX21529, ASTMX14843
OG0009056	XENTR14357	ASTMX02757
OG0009062	XENTR15250	ASTMX19385
OG0009063	XENTR10391	ASTMX19341
OG0009064	XENTR00259	ASTMX07970
OG0009071	XENTR09140	ASTMX10241, ASTMX04284
OG0009075	XENTR04147, XENTR04735	ASTMX13443
OG0009076	XENTR03060	ASTMX09371
OG0009077	XENTR05836	ASTMX10347, ASTMX03342
OG0009078	XENTR13806	ASTMX18620
OG0009083	XENTR08072	ASTMX04199
OG0009084	XENTR02856	ASTMX08341
OG0009085	XENTR18385	ASTMX09472
OG0009091	XENTR17870	ASTMX11369
OG0009092	XENTR10635	ASTMX21332
OG0009094	XENTR10520	ASTMX17427
OG0009095	XENTR10980	ASTMX07200
OG0009104	XENTR09896	ASTMX16119
OG0009110	XENTR16546	ASTMX14512, ASTMX14767
OG0009113	XENTR04030, XENTR11147	ASTMX13071
OG0009114	XENTR11579	ASTMX01128
OG0009115	XENTR11528	ASTMX16180
OG0009117	XENTR03032	ASTMX04847
OG0009120	XENTR15294	ASTMX06946, ASTMX13086
OG0009121	XENTR00158	ASTMX15642
OG0009123	XENTR15835	ASTMX01229
OG0009129	XENTR15610	ASTMX06909
OG0009132	XENTR01804	ASTMX22536, ASTMX22535
OG0009133	XENTR11902	ASTMX16810
OG0009134	XENTR10816	ASTMX11882
OG0009135	XENTR16474, XENTR16473	ASTMX05216
OG0009140	XENTR02954	ASTMX11772
OG0009141	XENTR15151, XENTR15152	ASTMX07299, ASTMX16435
OG0009142	XENTR02473	ASTMX22416, ASTMX22677
OG0009143	XENTR06373	ASTMX17109
OG0009144	XENTR14358	ASTMX18234
OG0009145	XENTR12719	ASTMX00542
OG0009147	XENTR07352	ASTMX07696
OG0009149	XENTR08896	ASTMX19495
OG0009150	XENTR00187	ASTMX18881
OG0009151	XENTR08144	ASTMX06624
OG0009152	XENTR08136	ASTMX17456
OG0009154	XENTR01110	ASTMX15688
OG0009157	XENTR08043	ASTMX09042
OG0009158	XENTR11691	ASTMX09681
OG0009163	XENTR09796	ASTMX14176
OG0009166	XENTR03630	ASTMX18668
OG0009167	XENTR04250	ASTMX14191
OG0009168	XENTR15272	ASTMX01298
OG0009169	XENTR01317	ASTMX22894
OG0009172	XENTR05351	ASTMX20978
OG0009174	XENTR08267	ASTMX13159
OG0009176	XENTR06244	ASTMX18314
OG0009178	XENTR07927, XENTR15065, XENTR19052, XENTR03492	ASTMX01160
OG0009179	XENTR11140	ASTMX02881
OG0009180	XENTR01524	ASTMX03522
OG0009180	XENTR04549	ASTMX21367
OG0009181	XENTR08802	ASTMX15923
OG0009185	XENTR04756	ASTMX05083
OG0009190	XENTR13633	ASTMX06543
OG0009193	XENTR09952	ASTMX09432
OG0009194	XENTR11669	ASTMX18810
OG0009196	XENTR17135	ASTMX14612
OG0009197	XENTR12720	ASTMX00543
OG0009203	XENTR05979	ASTMX07103
OG0009206	XENTR04125	ASTMX14515
OG0009206	XENTR16634	ASTMX00438, ASTMX00227
OG0009206	XENTR17663	ASTMX12609
OG0009207	XENTR02880	ASTMX00416
OG0009207	XENTR02795	ASTMX00939
OG0009208	XENTR05416	ASTMX00493, ASTMX12700
OG0009208	XENTR12625	ASTMX18337, ASTMX06211
OG0009209	XENTR09465	ASTMX02192
OG0009211	XENTR12998	ASTMX05783, ASTMX21038
OG0009211	XENTR09177	ASTMX03867
OG0009212	XENTR05700	ASTMX02965, ASTMX21874, ASTMX11289, ASTMX07050, ASTMX07047, ASTMX07048, ASTMX07049
OG0009214	XENTR01523	ASTMX03525
OG0009215	XENTR15785	ASTMX05610, ASTMX03945
OG0009216	XENTR06953, XENTR05743	ASTMX04197
OG0009217	XENTR11099	ASTMX04384
OG0009218	XENTR02582	ASTMX09259, ASTMX08861
OG0009218	XENTR16284	ASTMX05173, ASTMX19784
OG0009219	XENTR12699	ASTMX05427
OG0009220	XENTR04802	ASTMX05465, ASTMX19468, ASTMX12927
OG0009221	XENTR06861	ASTMX10218
OG0009221	XENTR12626	ASTMX18338
OG0009222	XENTR16176	ASTMX07314, ASTMX17500
OG0009223	XENTR00834, XENTR00836, XENTR18906, XENTR00835	ASTMX07498, ASTMX21866
OG0009224	XENTR01973	ASTMX21248, ASTMX17265
OG0009224	XENTR08723	ASTMX07974, ASTMX22604
OG0009225	XENTR13638	ASTMX08676
OG0009226	XENTR09732	ASTMX10165
OG0009227	XENTR06663	ASTMX20747, ASTMX22560, ASTMX16354, ASTMX16355, ASTMX23070, ASTMX22179, ASTMX20749, ASTMX20746, ASTMX10690, ASTMX10691, ASTMX10689, ASTMX20748, ASTMX20750, ASTMX17913, ASTMX21789
OG0009228	XENTR11052, XENTR11053	ASTMX18025, ASTMX11522, ASTMX11520
OG0009229	XENTR10850	ASTMX16052
OG0009229	XENTR03336	ASTMX20163
OG0009229	XENTR07168	ASTMX12037
OG0009230	XENTR06967	ASTMX12189
OG0009231	XENTR02740	ASTMX12984
OG0009232	XENTR18701	ASTMX13361
OG0009234	XENTR11084	ASTMX14013, ASTMX16369
OG0009292	XENTR00031	ASTMX08904
OG0009293	XENTR00339	ASTMX12774
OG0009296	XENTR07536	ASTMX07993
OG0009297	XENTR10817	ASTMX11881
OG0009299	XENTR16774	ASTMX04947
OG0009310	XENTR04713	ASTMX14717
OG0009313	XENTR13994	ASTMX12933
OG0009322	XENTR17166	ASTMX09776
OG0009325	XENTR16649	ASTMX10287
OG0009327	XENTR15982	ASTMX22452
OG0009328	XENTR12103	ASTMX16542
OG0009331	XENTR17478	ASTMX15745
OG0009338	XENTR12193	ASTMX14914
OG0009340	XENTR00645	ASTMX07536
OG0009344	XENTR16272	ASTMX17056
OG0009345	XENTR06923	ASTMX20195
OG0009348	XENTR10930	ASTMX10628
OG0009350	XENTR18971	ASTMX07273
OG0009356	XENTR00935	ASTMX07684
OG0009357	XENTR04763	ASTMX21839
OG0009358	XENTR01725	ASTMX20279
OG0009363	XENTR06448	ASTMX05017
OG0009365	XENTR06775	ASTMX09036
OG0009370	XENTR05060	ASTMX17647
OG0009371	XENTR13674	ASTMX12245
OG0009378	XENTR01763	ASTMX09707
OG0009380	XENTR13669	ASTMX02621
OG0009384	XENTR10265	ASTMX19221
OG0009385	XENTR00823	ASTMX13205
OG0009386	XENTR13795	ASTMX04633
OG0009392	XENTR05621	ASTMX18627, ASTMX17668
OG0009398	XENTR09101	ASTMX06562
OG0009401	XENTR13121	ASTMX13382
OG0009403	XENTR12595	ASTMX08800
OG0009404	XENTR16759	ASTMX01189
OG0009407	XENTR07335	ASTMX12324
OG0009415	XENTR11153	ASTMX15998
OG0009417	XENTR00137	ASTMX07869
OG0009419	XENTR01883	ASTMX17964
OG0009421	XENTR04654	ASTMX06529
OG0009424	XENTR04272	ASTMX06617, ASTMX13392
OG0009425	XENTR14941	ASTMX10429
OG0009426	XENTR14917	ASTMX13659
OG0009430	XENTR02515	ASTMX15729
OG0009436	XENTR12131	ASTMX00460
OG0009448	XENTR12182	ASTMX16001
OG0009449	XENTR00895	ASTMX00474, ASTMX00473
OG0009457	XENTR01748	ASTMX22846, ASTMX03649
OG0009459	XENTR07773	ASTMX00402, ASTMX02558
OG0009461	XENTR05959	ASTMX07234, ASTMX01707
OG0009461	XENTR08350	ASTMX08719
OG0009462	XENTR10210	ASTMX01710, ASTMX01709
OG0009463	XENTR02837	ASTMX06161
OG0009463	XENTR02642	ASTMX03485
OG0009464	XENTR05452	ASTMX03647
OG0009465	XENTR04217	ASTMX03916
OG0009465	XENTR15951	ASTMX03736
OG0009467	XENTR08210	ASTMX12050
OG0009467	XENTR08250, XENTR10621, XENTR10618	ASTMX06721
OG0009468	XENTR05726	ASTMX07071, ASTMX11211, ASTMX11265
OG0009469	XENTR07232	ASTMX07279
OG0009470	XENTR06596	ASTMX08684
OG0009470	XENTR02975	ASTMX08880
OG0009471	XENTR16066	ASTMX08735, ASTMX09141
OG0009472	XENTR03269	ASTMX08760
OG0009474	XENTR05254	ASTMX10493, ASTMX10704
OG0009475	XENTR07117	ASTMX12157
OG0009476	XENTR05831	ASTMX12395
OG0009476	XENTR03128	ASTMX18995
OG0009476	XENTR10648	ASTMX18621
OG0009477	XENTR02614	ASTMX19550
OG0009479	XENTR11685	ASTMX15097
OG0009480	XENTR03169	ASTMX18430
OG0009480	XENTR01072	ASTMX19160, ASTMX15588
OG0009481	XENTR13983	ASTMX15589, ASTMX18091
OG0009482	XENTR01272	ASTMX17667
OG0009482	XENTR12705	ASTMX19912
OG0009483	XENTR07762	ASTMX18593
OG0009484	XENTR06320	ASTMX19419, ASTMX19418
OG0009485	XENTR09802	ASTMX21580
OG0009485	XENTR01770	ASTMX20909
OG0009543	XENTR10932	ASTMX10627
OG0009544	XENTR06351	ASTMX13208
OG0009553	XENTR14018	ASTMX12171, ASTMX11868
OG0009562	XENTR03886	ASTMX15500
OG0009566	XENTR04348	ASTMX20992, ASTMX16797
OG0009571	XENTR12784	ASTMX01603
OG0009575	XENTR05298	ASTMX00464
OG0009576	XENTR07303	ASTMX09704
OG0009584	XENTR11838	ASTMX01491
OG0009585	XENTR17647	ASTMX05619
OG0009586	XENTR10266	ASTMX16702
OG0009591	XENTR14189	ASTMX20271
OG0009592	XENTR01865	ASTMX14984
OG0009604	XENTR00499	ASTMX18240
OG0009617	XENTR08404	ASTMX16732
OG0009620	XENTR01444	ASTMX10916
OG0009624	XENTR07732	ASTMX08978
OG0009626	XENTR06472	ASTMX11989, ASTMX05898
OG0009626	XENTR14815	ASTMX16460
OG0009629	XENTR19185	ASTMX19446, ASTMX08540
OG0009630	XENTR09847	ASTMX10923
OG0009637	XENTR02315	ASTMX09523
OG0009640	XENTR13143	ASTMX00010
OG0009642	XENTR05360	ASTMX01806
OG0009646	XENTR14761	ASTMX09037
OG0009649	XENTR08292	ASTMX21147
OG0009650	XENTR12404	ASTMX12738
OG0009651	XENTR07500	ASTMX18582
OG0009652	XENTR03849	ASTMX08110
OG0009654	XENTR10259	ASTMX14910
OG0009656	XENTR13576	ASTMX17887
OG0009657	XENTR11996	ASTMX03475
OG0009657	XENTR00604	ASTMX02508
OG0009658	XENTR17960, XENTR17959	ASTMX03348
OG0009659	XENTR02741	ASTMX12985
OG0009662	XENTR07647	ASTMX02164
OG0009665	XENTR03533	ASTMX03747
OG0009669	XENTR13198	ASTMX13978
OG0009678	XENTR14145	ASTMX21777
OG0009680	XENTR03984	ASTMX19456
OG0009681	XENTR16268	ASTMX09708
OG0009683	XENTR03058	ASTMX11132
OG0009687	XENTR00586	ASTMX16481
OG0009700	XENTR02571	ASTMX01800
OG0009703	XENTR15976	ASTMX15887
OG0009706	XENTR05565	ASTMX07997, ASTMX18824, ASTMX22295
OG0009707	XENTR08693	ASTMX10005
OG0009714	XENTR11191	ASTMX09069
OG0009717	XENTR09482	ASTMX01717, ASTMX02197, ASTMX03068
OG0009719	XENTR06921	ASTMX10449, ASTMX15868
OG0009720	XENTR09718	ASTMX02987, ASTMX13718
OG0009721	XENTR06185	ASTMX17197
OG0009721	XENTR14791	ASTMX14523, ASTMX19156
OG0009722	XENTR01991, XENTR01992	ASTMX22522, ASTMX18649, ASTMX03792
OG0009723	XENTR00611	ASTMX11599, ASTMX04208
OG0009725	XENTR12191	ASTMX04404
OG0009726	XENTR02198, XENTR02199	ASTMX05036, ASTMX09953
OG0009727	XENTR11556	ASTMX05576
OG0009727	XENTR12475	ASTMX14951
OG0009729	XENTR06103, XENTR06102	ASTMX08436, ASTMX08434, ASTMX08435, ASTMX13126, ASTMX15498, ASTMX15499
OG0009730	XENTR16614	ASTMX22838
OG0009732	XENTR04501	ASTMX11081
OG0009733	XENTR07460	ASTMX15272
OG0009734	XENTR01726	ASTMX19736
OG0009734	XENTR08616	ASTMX15581
OG0009735	XENTR01497	ASTMX15825
OG0009736	XENTR18674, XENTR17020, XENTR18691, XENTR16846, XENTR17019, XENTR16844, XENTR18675, XENTR16845, XENTR18676, XENTR11047	ASTMX17831, ASTMX19459, ASTMX20096, ASTMX16267
OG0009738	XENTR01898	ASTMX17707, ASTMX16986
OG0009740	XENTR07016, XENTR07015, XENTR07017	ASTMX19907, ASTMX19908, ASTMX19909
OG0009741	XENTR11012	ASTMX19940
OG0009742	XENTR00088	ASTMX20242
OG0009743	XENTR18896	ASTMX22188
OG0009843	XENTR11131	ASTMX00971
OG0009856	XENTR01440	ASTMX11022
OG0009858	XENTR11086	ASTMX05580
OG0009871	XENTR10716	ASTMX08293, ASTMX12606
OG0009874	XENTR02657	ASTMX06221
OG0009875	XENTR03716	ASTMX17652
OG0009890	XENTR13794	ASTMX15574
OG0009896	XENTR07322	ASTMX16133
OG0009902	XENTR10075	ASTMX14965
OG0009911	XENTR16078	ASTMX22297
OG0009914	XENTR05030	ASTMX02352
OG0009918	XENTR04755	ASTMX05082
OG0009923	XENTR17805	ASTMX04236
OG0009925	XENTR17180	ASTMX14221
OG0009926	XENTR07589	ASTMX14583
OG0009927	XENTR06307	ASTMX20154
OG0009930	XENTR00626	ASTMX13720
OG0009933	XENTR16920	ASTMX06082
OG0009935	XENTR13414	ASTMX20722
OG0009941	XENTR17430	ASTMX20029, ASTMX00733
OG0009946	XENTR00913	ASTMX07567
OG0009947	XENTR06822	ASTMX10684, ASTMX02325, ASTMX13459
OG0009949	XENTR06648	ASTMX00195
OG0009952	XENTR15004	ASTMX11960
OG0009960	XENTR10757	ASTMX10993
OG0009960	XENTR17041, XENTR17042	ASTMX08059
OG0009964	XENTR07188	ASTMX00662
OG0009971	XENTR04275	ASTMX06614
OG0009972	XENTR02774	ASTMX05074
OG0009976	XENTR10152	ASTMX02162
OG0009987	XENTR19163	ASTMX10914
OG0009989	XENTR06705	ASTMX07664
OG0009994	XENTR02509	ASTMX11472
OG0009995	XENTR04245	ASTMX08630
OG0009996	XENTR10079	ASTMX03491
OG0010005	XENTR02355, XENTR02356	ASTMX00624
OG0010006	XENTR17782	ASTMX00696
OG0010007	XENTR11823	ASTMX01074
OG0010008	XENTR03923	ASTMX03110, ASTMX03847
OG0010009	XENTR10925	ASTMX08411, ASTMX03194
OG0010010	XENTR10486	ASTMX20943
OG0010011	XENTR12863	ASTMX07480
OG0010011	XENTR09617	ASTMX08161, ASTMX03876
OG0010012	XENTR08562	ASTMX19169, ASTMX05318
OG0010013	XENTR14350	ASTMX12373
OG0010013	XENTR12089	ASTMX05761
OG0010014	XENTR11990, XENTR11989	ASTMX06314
OG0010016	XENTR12305	ASTMX06841
OG0010017	XENTR00884	ASTMX13711, ASTMX06901
OG0010018	XENTR06067	ASTMX07587
OG0010018	XENTR10745	ASTMX09716
OG0010019	XENTR01601	ASTMX08528
OG0010020	XENTR06597	ASTMX08685
OG0010021	XENTR13398	ASTMX09652
OG0010022	XENTR17646	ASTMX10299
OG0010023	XENTR09202	ASTMX12262
OG0010025	XENTR16953	ASTMX13534, ASTMX13899
OG0010026	XENTR03889	ASTMX22139, ASTMX15398
OG0010028	XENTR10583, XENTR07197	ASTMX15722, ASTMX15721
OG0010030	XENTR10733	ASTMX20438
OG0010030	XENTR10732	ASTMX16284
OG0010031	XENTR04867	ASTMX17030, ASTMX17031
OG0010032	XENTR08023	ASTMX20414, ASTMX18451, ASTMX19961
OG0010033	XENTR04324	ASTMX18497
OG0010034	XENTR15013, XENTR15657, XENTR15658, XENTR15659, XENTR15656, XENTR15653, XENTR15024, XENTR15654, XENTR15019, XENTR15020, XENTR19245, XENTR18810, XENTR18811, XENTR11589, XENTR15667, XENTR17383	ASTMX21348
OG0010123	XENTR15227	ASTMX21825
OG0010127	XENTR01350	ASTMX19443
OG0010139	XENTR00164	ASTMX08936
OG0010163	XENTR06530	ASTMX18515
OG0010165	XENTR03126	ASTMX18998
OG0010170	XENTR10487	ASTMX12560
OG0010172	XENTR07905	ASTMX09923
OG0010177	XENTR08054	ASTMX05250
OG0010180	XENTR03362	ASTMX12550
OG0010192	XENTR08674	ASTMX00319
OG0010194	XENTR08630	ASTMX03401
OG0010198	XENTR02894	ASTMX12638
OG0010205	XENTR02939	ASTMX20084, ASTMX11959
OG0010210	XENTR11539	ASTMX02923
OG0010212	XENTR06341	ASTMX05951
OG0010213	XENTR02851	ASTMX03052, ASTMX08320
OG0010219	XENTR11904	ASTMX00856
OG0010219	XENTR13678, XENTR13677	ASTMX11317
OG0010220	XENTR01012, XENTR01011	ASTMX21557
OG0010232	XENTR03451	ASTMX11093
OG0010246	XENTR14359	ASTMX18235
OG0010246	XENTR14775	ASTMX04427
OG0010254	XENTR01417	ASTMX00579
OG0010256	XENTR07240	ASTMX07282
OG0010266	XENTR14849	ASTMX16530
OG0010269	XENTR17164	ASTMX09771
OG0010271	XENTR01196	ASTMX05906
OG0010276	XENTR12233	ASTMX18524
OG0010286	XENTR02445	ASTMX11457
OG0010289	XENTR01720	ASTMX06349, ASTMX06350
OG0010303	XENTR16005	ASTMX18227
OG0010303	XENTR18930	ASTMX01719, ASTMX00253
OG0010304	XENTR04199	ASTMX00572, ASTMX14780
OG0010305	XENTR11792	ASTMX00877, ASTMX06733
OG0010305	XENTR12893	ASTMX16579
OG0010307	XENTR10882	ASTMX01082
OG0010307	XENTR07418	ASTMX17447, ASTMX17615
OG0010308	XENTR00680	ASTMX01161
OG0010309	XENTR07630	ASTMX01221
OG0010310	XENTR05626	ASTMX22471, ASTMX01418
OG0010311	XENTR11237	ASTMX01528, ASTMX12413
OG0010312	XENTR04611	ASTMX01597, ASTMX22323
OG0010314	XENTR01710	ASTMX01796
OG0010315	XENTR05275	ASTMX17798
OG0010316	XENTR07173	ASTMX12034
OG0010316	XENTR03329	ASTMX20158, ASTMX01906
OG0010317	XENTR03328	ASTMX01907, ASTMX20157
OG0010318	XENTR11570	ASTMX01939
OG0010318	XENTR13791	ASTMX14876
OG0010319	XENTR10763	ASTMX10790, ASTMX10789, ASTMX02765
OG0010320	XENTR13890	ASTMX03145
OG0010321	XENTR07895	ASTMX03726
OG0010322	XENTR12601	ASTMX03917
OG0010323	XENTR16160	ASTMX04730
OG0010324	XENTR10197	ASTMX05868
OG0010325	XENTR06328	ASTMX17194, ASTMX17193, ASTMX17192, ASTMX17191, ASTMX05942
OG0010326	XENTR15495	ASTMX06887
OG0010327	XENTR00908	ASTMX07540
OG0010328	XENTR15150	ASTMX07945, ASTMX07946, ASTMX13994, ASTMX13995
OG0010329	XENTR03503, XENTR03502, XENTR03501, XENTR03499, XENTR18943, XENTR03504, XENTR03505, XENTR03500	ASTMX09218
OG0010329	XENTR03507, XENTR03508, XENTR03506	ASTMX09219
OG0010331	XENTR04498	ASTMX20097, ASTMX11083, ASTMX11084, ASTMX11082
OG0010332	XENTR10901	ASTMX20653
OG0010333	XENTR15674	ASTMX11767
OG0010334	XENTR17155	ASTMX11849
OG0010335	XENTR15464, XENTR15463	ASTMX12165, ASTMX11867
OG0010336	XENTR08761	ASTMX12062
OG0010336	XENTR03798, XENTR03799, XENTR03800	ASTMX13736
OG0010337	XENTR06031	ASTMX12802
OG0010337	XENTR15578	ASTMX12151
OG0010338	XENTR03170	ASTMX12569, ASTMX18431
OG0010341	XENTR03390	ASTMX16212
OG0010341	XENTR01069, XENTR01068	ASTMX12955
OG0010342	XENTR05522, XENTR05521	ASTMX13526
OG0010343	XENTR14235, XENTR14234, XENTR14233	ASTMX14144, ASTMX14143, ASTMX14517
OG0010344	XENTR11172	ASTMX14471
OG0010345	XENTR12200	ASTMX14919
OG0010346	XENTR10966	ASTMX15109
OG0010347	XENTR18662, XENTR19262	ASTMX15767
OG0010348	XENTR02082	ASTMX17292
OG0010349	XENTR10246	ASTMX17332
OG0010351	XENTR16023	ASTMX21602
OG0010352	XENTR11721	ASTMX19258
OG0010353	XENTR05584	ASTMX19338
OG0010354	XENTR14944	ASTMX20567, ASTMX22951, ASTMX20568
OG0010355	XENTR19103, XENTR16358	ASTMX21229
OG0010490	XENTR16413	ASTMX09772
OG0010502	XENTR00887	ASTMX05054
OG0010525	XENTR13537	ASTMX05751
OG0010537	XENTR00044	ASTMX17060
OG0010540	XENTR01311	ASTMX13111
OG0010542	XENTR13079	ASTMX13654
OG0010548	XENTR06064	ASTMX07589
OG0010557	XENTR16003, XENTR16002	ASTMX14328, ASTMX05266
OG0010566	XENTR15061	ASTMX14760
OG0010570	XENTR05122	ASTMX15387
OG0010574	XENTR18681	ASTMX14208
OG0010575	XENTR16035	ASTMX10938
OG0010592	XENTR00066	ASTMX06473
OG0010592	XENTR04754	ASTMX10009
OG0010594	XENTR09395	ASTMX10259
OG0010595	XENTR03037, XENTR06569, XENTR06570	ASTMX14405, ASTMX10609
OG0010634	XENTR08603	ASTMX15016
OG0010660	XENTR11032	ASTMX04529
OG0010660	XENTR10821	ASTMX00027, ASTMX09520
OG0010661	XENTR13667	ASTMX19267
OG0010661	XENTR14130	ASTMX00355
OG0010663	XENTR19030	ASTMX01233
OG0010664	XENTR15341, XENTR15342	ASTMX01304, ASTMX02472
OG0010666	XENTR11810	ASTMX18486, ASTMX01887
OG0010667	XENTR06195	ASTMX02249
OG0010667	XENTR08585	ASTMX08774
OG0010668	XENTR01864	ASTMX02306
OG0010669	XENTR04137, XENTR04136, XENTR04138	ASTMX02498
OG0010670	XENTR09843	ASTMX02905
OG0010671	XENTR03263	ASTMX08763, ASTMX03134
OG0010672	XENTR16461	ASTMX14558, ASTMX03442
OG0010673	XENTR15682	ASTMX15513, ASTMX03569
OG0010673	XENTR01711	ASTMX07451
OG0010674	XENTR14113	ASTMX03939, ASTMX05632
OG0010675	XENTR00016	ASTMX11542
OG0010675	XENTR12210	ASTMX04168, ASTMX04169
OG0010676	XENTR06439	ASTMX14460
OG0010676	XENTR04942	ASTMX04400
OG0010677	XENTR09601	ASTMX04553
OG0010677	XENTR12774	ASTMX05831, ASTMX13168
OG0010678	XENTR05261	ASTMX05641
OG0010679	XENTR07948, XENTR07947	ASTMX05780
OG0010680	XENTR03201	ASTMX06323
OG0010681	XENTR16069	ASTMX11509, ASTMX06876
OG0010684	XENTR17028, XENTR17029	ASTMX07093, ASTMX22689
OG0010685	XENTR00730	ASTMX07127
OG0010686	XENTR11230	ASTMX08376
OG0010686	XENTR14522	ASTMX07274
OG0010687	XENTR02600	ASTMX11286
OG0010687	XENTR14428	ASTMX07296
OG0010688	XENTR01025	ASTMX08244
OG0010688	XENTR16090	ASTMX20848
OG0010689	XENTR17170	ASTMX09591, ASTMX23056, ASTMX22780
OG0010692	XENTR18231	ASTMX10735
OG0010693	XENTR19076	ASTMX10809
OG0010694	XENTR04686	ASTMX12436
OG0010695	XENTR03174	ASTMX12565, ASTMX16282
OG0010696	XENTR12395	ASTMX19958, ASTMX13417
OG0010698	XENTR08398	ASTMX16731, ASTMX14511
OG0010699	XENTR14821	ASTMX23008, ASTMX14943
OG0010699	XENTR14822	ASTMX14942
OG0010700	XENTR10395, XENTR10396	ASTMX15477
OG0010703	XENTR16674	ASTMX21578, ASTMX17436
OG0010704	XENTR11698, XENTR05704, XENTR10030, XENTR04740, XENTR01344, XENTR06194, XENTR08695, XENTR07955, XENTR14463, XENTR08004, XENTR00310, XENTR00353	ASTMX17515
OG0010705	XENTR17825, XENTR17824	ASTMX18457
OG0010706	XENTR16890, XENTR16889	ASTMX20651
OG0010707	XENTR08725, XENTR12462	ASTMX20871
OG0010709	XENTR18206	ASTMX20991
OG0010710	XENTR02754, XENTR04433	ASTMX21291
OG0010864	XENTR03713	ASTMX17656
OG0010864	XENTR02967	ASTMX19657
OG0010874	XENTR00018	ASTMX05510
OG0010875	XENTR16466	ASTMX08373
OG0010876	XENTR04544	ASTMX16774
OG0010879	XENTR03239	ASTMX07966
OG0010887	XENTR12636	ASTMX09656
OG0010891	XENTR03678	ASTMX22448
OG0010895	XENTR07499	ASTMX22827
OG0010898	XENTR10778, XENTR18137	ASTMX09801
OG0010903	XENTR06397	ASTMX07109
OG0010915	XENTR15413	ASTMX17861
OG0010916	XENTR15361	ASTMX12862
OG0010962	XENTR08356	ASTMX00840
OG0010985	XENTR08009	ASTMX01228
OG0010987	XENTR06825	ASTMX09606
OG0010994	XENTR18757	ASTMX17693
OG0011024	XENTR10149	ASTMX00450, ASTMX00241
OG0011025	XENTR11488, XENTR16717, XENTR10600	ASTMX00622, ASTMX13271
OG0011027	XENTR16026	ASTMX09000, ASTMX01086
OG0011028	XENTR05938	ASTMX01115
OG0011028	XENTR06106	ASTMX09122
OG0011029	XENTR00911	ASTMX07565
OG0011029	XENTR00708	ASTMX01159
