Orthogroup	XENTR	APOSC_ok
OG0006254	XENTR04794	APOSC_09754
OG0006255	XENTR13581	APOSC_12367
OG0006256	XENTR12974	APOSC_27700
OG0006257	XENTR14368	APOSC_22535
OG0006258	XENTR05063	APOSC_28143
OG0006259	XENTR15431, XENTR15430	APOSC_27968, APOSC_27967
OG0006260	XENTR07975	APOSC_09774
OG0006261	XENTR02875	APOSC_06934
OG0006262	XENTR10478	APOSC_16097
OG0006263	XENTR16349	APOSC_28291
OG0006264	XENTR12516	APOSC_09598
OG0006265	XENTR07189	APOSC_06482
OG0006266	XENTR05490	APOSC_04471
OG0006267	XENTR08276	APOSC_20000
OG0006270	XENTR07745	APOSC_24411
OG0006271	XENTR15420	APOSC_01767
OG0006273	XENTR12414, XENTR09963	APOSC_14698
OG0006274	XENTR10037	APOSC_05415
OG0006275	XENTR07622	APOSC_03010
OG0006276	XENTR13030	APOSC_25253
OG0006277	XENTR12192	APOSC_18887
OG0006278	XENTR17395	APOSC_26547
OG0006279	XENTR16888	APOSC_21488
OG0006280	XENTR01612	APOSC_05701
OG0006281	XENTR12028	APOSC_16932
OG0006282	XENTR15370	APOSC_20699
OG0006283	XENTR02905	APOSC_21898
OG0006284	XENTR06698	APOSC_17077
OG0006285	XENTR13372	APOSC_26526
OG0006286	XENTR17703	APOSC_10357
OG0006287	XENTR09075	APOSC_17884
OG0006288	XENTR10301	APOSC_09696
OG0006289	XENTR14556	APOSC_23398
OG0006290	XENTR11599	APOSC_09719, APOSC_09720
OG0006291	XENTR03996	APOSC_15695
OG0006292	XENTR01719	APOSC_13130
OG0006293	XENTR13916	APOSC_21478
OG0006294	XENTR03051	APOSC_25798
OG0006295	XENTR01520	APOSC_27816
OG0006296	XENTR00735	APOSC_09402, APOSC_09403
OG0006297	XENTR11225	APOSC_06137
OG0006298	XENTR06203	APOSC_23078, APOSC_21654
OG0006299	XENTR08448	APOSC_15235
OG0006300	XENTR07486, XENTR07487	APOSC_06143
OG0006301	XENTR02417	APOSC_14170
OG0006302	XENTR12112	APOSC_07364
OG0006304	XENTR07711	APOSC_04870, APOSC_04871
OG0006305	XENTR17559, XENTR18952	APOSC_09305, APOSC_09304
OG0006306	XENTR05458	APOSC_16571
OG0006307	XENTR02770	APOSC_10245
OG0006308	XENTR08889	APOSC_18706
OG0006309	XENTR14030	APOSC_08275
OG0006310	XENTR04453	APOSC_07796
OG0006311	XENTR15701, XENTR15702	APOSC_19031, APOSC_19032
OG0006312	XENTR14039	APOSC_02920
OG0006313	XENTR12867	APOSC_11157
OG0006314	XENTR14429	APOSC_03446
OG0006315	XENTR14232	APOSC_16530
OG0006316	XENTR13989, XENTR13988	APOSC_01457
OG0006318	XENTR08794, XENTR10765	APOSC_21042
OG0006319	XENTR17260	APOSC_13656
OG0006320	XENTR10726	APOSC_08286
OG0006321	XENTR09888	APOSC_04793
OG0006322	XENTR02812	APOSC_03517
OG0006323	XENTR10824	APOSC_18189
OG0006324	XENTR04618	APOSC_27096, APOSC_27097
OG0006325	XENTR06243	APOSC_20822
OG0006326	XENTR11955	APOSC_20354
OG0006327	XENTR15639	APOSC_09302
OG0006328	XENTR08357	APOSC_14875, APOSC_14876
OG0006329	XENTR01907	APOSC_06676
OG0006330	XENTR12116	APOSC_11664, APOSC_11665
OG0006331	XENTR02078	APOSC_22141
OG0006332	XENTR11820	APOSC_06680
OG0006333	XENTR00638, XENTR00639, XENTR11160	APOSC_03450
OG0006334	XENTR11454	APOSC_14348
OG0006335	XENTR08558	APOSC_16776
OG0006336	XENTR14065	APOSC_00188
OG0006337	XENTR03411	APOSC_16182
OG0006338	XENTR00437	APOSC_05885
OG0006339	XENTR00791	APOSC_27213, APOSC_03533
OG0006340	XENTR08910	APOSC_01676
OG0006341	XENTR01670	APOSC_00352
OG0006343	XENTR14450	APOSC_19586
OG0006344	XENTR15368	APOSC_26452
OG0006345	XENTR09326	APOSC_20819
OG0006346	XENTR17064	APOSC_01817
OG0006347	XENTR05199	APOSC_17743
OG0006348	XENTR06843	APOSC_22289, APOSC_22288
OG0006349	XENTR07004	APOSC_09628
OG0006350	XENTR13659	APOSC_11362
OG0006351	XENTR17000, XENTR16531	APOSC_20662
OG0006352	XENTR04339	APOSC_28135
OG0006353	XENTR02093	APOSC_03902
OG0006355	XENTR14554, XENTR14553	APOSC_09992
OG0006356	XENTR11146	APOSC_01236
OG0006359	XENTR13253	APOSC_05942
OG0006360	XENTR11510	APOSC_03655
OG0006361	XENTR00506	APOSC_06699
OG0006362	XENTR05459	APOSC_25966
OG0006363	XENTR09507	APOSC_11350
OG0006364	XENTR09578	APOSC_10348
OG0006365	XENTR05265	APOSC_17335
OG0006366	XENTR03200	APOSC_11800
OG0006367	XENTR16726	APOSC_11043
OG0006368	XENTR01724	APOSC_16127
OG0006370	XENTR06294	APOSC_08924, APOSC_08925
OG0006372	XENTR08472	APOSC_14360
OG0006373	XENTR15038	APOSC_12191
OG0006375	XENTR01833	APOSC_05177
OG0006376	XENTR07738	APOSC_08625
OG0006377	XENTR13700, XENTR18549, XENTR18550	APOSC_05358
OG0006378	XENTR05710	APOSC_20942
OG0006379	XENTR03826	APOSC_27898
OG0006380	XENTR07519	APOSC_28690
OG0006381	XENTR06606	APOSC_07173
OG0006382	XENTR08999	APOSC_07977
OG0006383	XENTR15954	APOSC_28852
OG0006384	XENTR13211	APOSC_00707
OG0006385	XENTR14544	APOSC_27944
OG0006386	XENTR12059	APOSC_07212
OG0006388	XENTR16581	APOSC_17676
OG0006389	XENTR16925	APOSC_03797
OG0006390	XENTR00780	APOSC_03325
OG0006391	XENTR02605	APOSC_09539
OG0006393	XENTR07149, XENTR11546	APOSC_04034
OG0006394	XENTR05625	APOSC_10095
OG0006395	XENTR18848, XENTR18849	APOSC_21447
OG0006396	XENTR05740	APOSC_23836
OG0006401	XENTR17593, XENTR13636	APOSC_10571
OG0006402	XENTR05561	APOSC_15840
OG0006404	XENTR07658, XENTR18174, XENTR17087, XENTR18033, XENTR18034, XENTR18142, XENTR14007, XENTR17002, XENTR14628, XENTR14630, XENTR16594, XENTR14011, XENTR14009, XENTR07657, XENTR07663	APOSC_00229
OG0006405	XENTR18434	APOSC_00520
OG0006406	XENTR01666, XENTR10929	APOSC_05139
OG0006407	XENTR01503, XENTR01502, XENTR14495	APOSC_09135
OG0006442	XENTR08173	APOSC_16841
OG0006443	XENTR09473	APOSC_25767
OG0006446	XENTR16098	APOSC_21886, APOSC_21887
OG0006447	XENTR07741	APOSC_15689
OG0006448	XENTR02943	APOSC_02936
OG0006452	XENTR02590, XENTR02788	APOSC_15838
OG0006454	XENTR04050	APOSC_28104
OG0006456	XENTR08352	APOSC_07276
OG0006457	XENTR11459, XENTR11458	APOSC_22597
OG0006458	XENTR02651	APOSC_27252
OG0006459	XENTR08528	APOSC_25637
OG0006460	XENTR00159	APOSC_21182
OG0006461	XENTR07035	APOSC_16902, APOSC_16903
OG0006463	XENTR14323	APOSC_17852
OG0006464	XENTR10541	APOSC_09006
OG0006465	XENTR07508	APOSC_06897
OG0006467	XENTR02705	APOSC_24310, APOSC_24309
OG0006468	XENTR05148	APOSC_24678
OG0006469	XENTR07325	APOSC_18314, APOSC_18315
OG0006470	XENTR15042	APOSC_18031
OG0006471	XENTR14365	APOSC_06162
OG0006474	XENTR00813	APOSC_26113
OG0006475	XENTR10608	APOSC_05034
OG0006476	XENTR04361	APOSC_08315
OG0006477	XENTR04447	APOSC_20898, APOSC_11124, APOSC_27052, APOSC_13712, APOSC_11125
OG0006479	XENTR08062	APOSC_10681
OG0006480	XENTR17557	APOSC_03945
OG0006481	XENTR02608	APOSC_03150
OG0006482	XENTR03862	APOSC_21043
OG0006483	XENTR10963	APOSC_06154
OG0006485	XENTR16219	APOSC_08620
OG0006486	XENTR11132, XENTR15545	APOSC_15012
OG0006487	XENTR02802	APOSC_19270
OG0006488	XENTR02069	APOSC_12358
OG0006490	XENTR10811	APOSC_24017
OG0006491	XENTR07123	APOSC_01687, APOSC_01688
OG0006493	XENTR17127, XENTR17126	APOSC_27613, APOSC_27614
OG0006494	XENTR09027	APOSC_07778
OG0006495	XENTR18761	APOSC_07380
OG0006496	XENTR00108	APOSC_20816
OG0006497	XENTR00921	APOSC_08623
OG0006498	XENTR16311	APOSC_19797, APOSC_19796
OG0006499	XENTR01284	APOSC_10389
OG0006500	XENTR11715	APOSC_03098
OG0006501	XENTR12662	APOSC_00765
OG0006502	XENTR18276	APOSC_00883
OG0006503	XENTR17521	APOSC_27770
OG0006504	XENTR07120	APOSC_01156
OG0006505	XENTR02899	APOSC_20445
OG0006506	XENTR01492	APOSC_03691
OG0006508	XENTR12459, XENTR11779	APOSC_20054
OG0006509	XENTR13835	APOSC_22187
OG0006510	XENTR16128	APOSC_01079
OG0006511	XENTR06903	APOSC_18848
OG0006512	XENTR05619	APOSC_27881
OG0006513	XENTR00521	APOSC_27513
OG0006514	XENTR05648	APOSC_05533
OG0006515	XENTR13526	APOSC_16228, APOSC_16229
OG0006516	XENTR13095	APOSC_03896
OG0006517	XENTR09962	APOSC_09680
OG0006518	XENTR09393	APOSC_02599, APOSC_02598
OG0006519	XENTR05535	APOSC_12765
OG0006520	XENTR13195	APOSC_12169
OG0006522	XENTR10203	APOSC_11508
OG0006523	XENTR02071	APOSC_06060
OG0006524	XENTR02379	APOSC_17843
OG0006526	XENTR18522	APOSC_01306
OG0006527	XENTR17417	APOSC_15642
OG0006528	XENTR04191	APOSC_05534
OG0006530	XENTR16908	APOSC_08727, APOSC_08726
OG0006532	XENTR09832	APOSC_03775
OG0006534	XENTR11837	APOSC_20823
OG0006535	XENTR18789	APOSC_06095
OG0006536	XENTR11449	APOSC_01707
OG0006537	XENTR01017	APOSC_27228, APOSC_27227
OG0006538	XENTR03139	APOSC_00849
OG0006540	XENTR11917	APOSC_23072
OG0006541	XENTR13987	APOSC_13544
OG0006542	XENTR13194	APOSC_24422
OG0006543	XENTR05755	APOSC_13261
OG0006544	XENTR15901	APOSC_04216
OG0006545	XENTR06549	APOSC_13229
OG0006546	XENTR13406	APOSC_11101, APOSC_11100
OG0006549	XENTR02344	APOSC_12936
OG0006550	XENTR00769, XENTR00770	APOSC_07594
OG0006551	XENTR18892	APOSC_07615
OG0006552	XENTR05835	APOSC_20548, APOSC_11862
OG0006553	XENTR01394	APOSC_01403
OG0006554	XENTR10302	APOSC_03164
OG0006555	XENTR04187	APOSC_11232, APOSC_01108, APOSC_01891, APOSC_01892
OG0006556	XENTR16928	APOSC_06362
OG0006557	XENTR04539	APOSC_21049
OG0006559	XENTR13926, XENTR04712	APOSC_04167
OG0006560	XENTR12102	APOSC_28832
OG0006561	XENTR09007	APOSC_07744
OG0006562	XENTR12591, XENTR12589	APOSC_03887
OG0006563	XENTR14698	APOSC_01550, APOSC_01549
OG0006564	XENTR07133	APOSC_26209
OG0006565	XENTR05991, XENTR11310	APOSC_10866
OG0006566	XENTR07371	APOSC_05704
OG0006568	XENTR09608	APOSC_00682
OG0006569	XENTR00615	APOSC_17737
OG0006571	XENTR05803	APOSC_10825
OG0006572	XENTR00004	APOSC_05321
OG0006573	XENTR10805	APOSC_11659
OG0006574	XENTR04351	APOSC_04366
OG0006575	XENTR06177	APOSC_05762
OG0006577	XENTR14469	APOSC_18358
OG0006578	XENTR12631, XENTR12630	APOSC_17434, APOSC_17435
OG0006579	XENTR13945	APOSC_03156
OG0006580	XENTR13958, XENTR13959	APOSC_02262
OG0006581	XENTR10059	APOSC_01334, APOSC_01333
OG0006583	XENTR16033	APOSC_16840
OG0006584	XENTR02296	APOSC_01906
OG0006585	XENTR12780	APOSC_22262
OG0006586	XENTR00497	APOSC_27380
OG0006587	XENTR11980	APOSC_03008
OG0006588	XENTR06817	APOSC_13782
OG0006589	XENTR01351	APOSC_12803, APOSC_12804
OG0006590	XENTR14263	APOSC_02109
OG0006592	XENTR01236	APOSC_26274
OG0006593	XENTR12622	APOSC_08283
OG0006594	XENTR18025	APOSC_06372
OG0006595	XENTR09437	APOSC_28606
OG0006596	XENTR12773	APOSC_02900
OG0006597	XENTR00700	APOSC_00355
OG0006598	XENTR14326	APOSC_24420
OG0006599	XENTR02707, XENTR16196	APOSC_09671
OG0006600	XENTR13734, XENTR13733	APOSC_03012
OG0006602	XENTR15212	APOSC_03273
OG0006603	XENTR10213	APOSC_23879, APOSC_23880
OG0006604	XENTR09447, XENTR09446	APOSC_04100
OG0006606	XENTR05954	APOSC_24910
OG0006607	XENTR13594	APOSC_27888
OG0006608	XENTR00251	APOSC_19691
OG0006609	XENTR06296	APOSC_21438
OG0006610	XENTR07341	APOSC_01833
OG0006611	XENTR05216	APOSC_10966
OG0006612	XENTR11538	APOSC_08295, APOSC_08294
OG0006614	XENTR18989	APOSC_05907
OG0006615	XENTR06546	APOSC_14961
OG0006616	XENTR09627	APOSC_28056
OG0006618	XENTR16353	APOSC_02966
OG0006619	XENTR02127, XENTR02126	APOSC_15031
OG0006620	XENTR12760, XENTR03634	APOSC_23639
OG0006621	XENTR16711	APOSC_06277
OG0006622	XENTR12562	APOSC_23407
OG0006623	XENTR09849	APOSC_06502, APOSC_06503
OG0006624	XENTR01731	APOSC_20035
OG0006625	XENTR04207	APOSC_05965
OG0006626	XENTR04565, XENTR13907	APOSC_22608
OG0006627	XENTR17718	APOSC_03480
OG0006628	XENTR02668	APOSC_24051
OG0006630	XENTR08125	APOSC_23460, APOSC_21363
OG0006631	XENTR19213	APOSC_15797
OG0006632	XENTR10907, XENTR07445	APOSC_25276
OG0006633	XENTR02142	APOSC_11289
OG0006635	XENTR01982	APOSC_04079
OG0006636	XENTR11494	APOSC_04041, APOSC_04040
OG0006637	XENTR05016	APOSC_20385
OG0006638	XENTR15778	APOSC_01074
OG0006640	XENTR12743	APOSC_13996, APOSC_20915
OG0006641	XENTR03024	APOSC_15539
OG0006642	XENTR08911	APOSC_12346
OG0006645	XENTR13154	APOSC_27655
OG0006646	XENTR01407	APOSC_04284
OG0006648	XENTR07885	APOSC_16882
OG0006649	XENTR10760	APOSC_22574, APOSC_22573
OG0006651	XENTR12537	APOSC_19150
OG0006653	XENTR09964	APOSC_25952
OG0006654	XENTR14617	APOSC_12253
OG0006655	XENTR05829	APOSC_27832, APOSC_27831
OG0006656	XENTR19261, XENTR19010	APOSC_02190
OG0006657	XENTR10304	APOSC_16689
OG0006658	XENTR09594	APOSC_17811
OG0006660	XENTR07050	APOSC_08166
OG0006661	XENTR11919	APOSC_27742
OG0006662	XENTR02635	APOSC_06587
OG0006663	XENTR03207	APOSC_04731
OG0006664	XENTR06837	APOSC_16959
OG0006666	XENTR04836	APOSC_28091
OG0006667	XENTR11957	APOSC_10610
OG0006668	XENTR10580	APOSC_04760
OG0006669	XENTR13698	APOSC_27486
OG0006670	XENTR03934	APOSC_28849
OG0006672	XENTR10612	APOSC_27437
OG0006673	XENTR06476	APOSC_13958
OG0006675	XENTR11950	APOSC_23095
OG0006677	XENTR13655, XENTR13654	APOSC_18451
OG0006678	XENTR13719	APOSC_13342
OG0006680	XENTR02487	APOSC_07702
OG0006681	XENTR03638	APOSC_24454
OG0006683	XENTR10018	APOSC_06938, APOSC_06937
OG0006684	XENTR16293	APOSC_09053, APOSC_06226
OG0006686	XENTR06782	APOSC_03178
OG0006687	XENTR12769	APOSC_14192
OG0006688	XENTR13607	APOSC_28132
OG0006689	XENTR01441	APOSC_21490
OG0006690	XENTR13317	APOSC_28918
OG0006692	XENTR13963	APOSC_04233
OG0006693	XENTR12746	APOSC_28629
OG0006694	XENTR04108	APOSC_06064
OG0006695	XENTR13948	APOSC_25904
OG0006696	XENTR00610	APOSC_15077
OG0006697	XENTR10497	APOSC_05032
OG0006698	XENTR05149	APOSC_28657
OG0006699	XENTR06331, XENTR06330	APOSC_00097
OG0006700	XENTR03198	APOSC_16359
OG0006703	XENTR04634	APOSC_20561
OG0006705	XENTR00293	APOSC_03745, APOSC_04954
OG0006706	XENTR07780	APOSC_18731
OG0006707	XENTR16134	APOSC_25256
OG0006708	XENTR18874	APOSC_05756, APOSC_21947
OG0006709	XENTR05409	APOSC_14577
OG0006710	XENTR18018	APOSC_17610
OG0006711	XENTR08893	APOSC_11023, APOSC_11022
OG0006712	XENTR03007	APOSC_01301
OG0006713	XENTR08986, XENTR14768	APOSC_13866
OG0006714	XENTR08721	APOSC_12262
OG0006715	XENTR17785, XENTR13166	APOSC_15810
OG0006716	XENTR13038	APOSC_28917
OG0006717	XENTR17648	APOSC_08108
OG0006718	XENTR09542	APOSC_20388
OG0006718	XENTR09540	APOSC_20387
OG0006719	XENTR09126	APOSC_11596
OG0006720	XENTR09067	APOSC_05336
OG0006721	XENTR08095	APOSC_11479
OG0006723	XENTR16854	APOSC_03821
OG0006724	XENTR10084	APOSC_24700
OG0006725	XENTR07038	APOSC_19453
OG0006726	XENTR09612	APOSC_18316
OG0006727	XENTR05898	APOSC_26994
OG0006729	XENTR02778	APOSC_06113
OG0006730	XENTR07699	APOSC_09155
OG0006731	XENTR14502	APOSC_22149
OG0006732	XENTR17486	APOSC_23950
OG0006733	XENTR12805	APOSC_04981
OG0006734	XENTR17831	APOSC_19244
OG0006735	XENTR05221	APOSC_21826
OG0006736	XENTR09191, XENTR10482	APOSC_20253, APOSC_00501
OG0006737	XENTR00969	APOSC_01534
OG0006738	XENTR19225, XENTR19226	APOSC_04135
OG0006739	XENTR07449	APOSC_07843
OG0006741	XENTR08382	APOSC_03216
OG0006742	XENTR05493	APOSC_08953
OG0006744	XENTR02584	APOSC_12295
OG0006745	XENTR09899	APOSC_10325
OG0006748	XENTR03274	APOSC_00908
OG0006749	XENTR01774	APOSC_14278
OG0006750	XENTR07602	APOSC_11672
OG0006752	XENTR02646	APOSC_28200
OG0006753	XENTR11694	APOSC_20682, APOSC_20681
OG0006754	XENTR18420	APOSC_11821
OG0006755	XENTR10590	APOSC_14956
OG0006757	XENTR12333	APOSC_18094
OG0006758	XENTR19253	APOSC_15760
OG0006759	XENTR11512	APOSC_25234
OG0006760	XENTR04753, XENTR04751, XENTR04752	APOSC_19037, APOSC_19036
OG0006761	XENTR01047	APOSC_03290
OG0006762	XENTR06563	APOSC_16740
OG0006763	XENTR16927, XENTR12254	APOSC_20026, APOSC_20025
OG0006764	XENTR01594	APOSC_20869
OG0006765	XENTR09754	APOSC_01940
OG0006766	XENTR12590, XENTR12592	APOSC_27131
OG0006768	XENTR17405	APOSC_13809
OG0006769	XENTR18589	APOSC_22100
OG0006770	XENTR10049	APOSC_06423
OG0006772	XENTR06880, XENTR06881	APOSC_25051
OG0006775	XENTR01837	APOSC_28615
OG0006776	XENTR07592	APOSC_16675
OG0006777	XENTR14289	APOSC_08802
OG0006780	XENTR12106	APOSC_20477
OG0006784	XENTR17962	APOSC_28941
OG0006826	XENTR13782	APOSC_05008
OG0006827	XENTR00081	APOSC_16610
OG0006828	XENTR08258	APOSC_09038
OG0006829	XENTR09763	APOSC_16030
OG0006830	XENTR13305	APOSC_00845
OG0006831	XENTR14217	APOSC_22111, APOSC_10261
OG0006832	XENTR10958	APOSC_28825
OG0006833	XENTR00457	APOSC_22162
OG0006837	XENTR02650	APOSC_14057
OG0006838	XENTR01852	APOSC_16437
OG0006839	XENTR04909, XENTR17585	APOSC_01680
OG0006842	XENTR10401	APOSC_06507
OG0006843	XENTR17465	APOSC_14144
OG0006844	XENTR08527	APOSC_11535
OG0006845	XENTR11640	APOSC_12608
OG0006846	XENTR12109	APOSC_05736, APOSC_05737
OG0006847	XENTR00872	APOSC_15685
OG0006848	XENTR07299, XENTR07526	APOSC_26271
OG0006849	XENTR01645	APOSC_20947
OG0006850	XENTR05570	APOSC_10380
OG0006851	XENTR13145	APOSC_24551
OG0006852	XENTR01320	APOSC_14573
OG0006853	XENTR15554	APOSC_07788
OG0006856	XENTR01007	APOSC_28793
OG0006857	XENTR02316	APOSC_12395
OG0006860	XENTR10215	APOSC_01094
OG0006861	XENTR04183	APOSC_11661
OG0006862	XENTR13534	APOSC_00866
OG0006863	XENTR12976	APOSC_05257
OG0006864	XENTR01809	APOSC_16067
OG0006865	XENTR09213	APOSC_09348
OG0006866	XENTR17686	APOSC_20923
OG0006867	XENTR01657	APOSC_11115
OG0006868	XENTR07053	APOSC_01683
OG0006869	XENTR02833	APOSC_04651
OG0006870	XENTR10263	APOSC_12633
OG0006871	XENTR07430	APOSC_01977
OG0006872	XENTR03744	APOSC_08701
OG0006873	XENTR13913	APOSC_23503
OG0006874	XENTR14555	APOSC_11485
OG0006875	XENTR10450	APOSC_10381
OG0006876	XENTR00090	APOSC_18254
OG0006877	XENTR05237	APOSC_18293
OG0006878	XENTR12365	APOSC_01773
OG0006879	XENTR17009	APOSC_06604
OG0006880	XENTR02819	APOSC_03709
OG0006882	XENTR10988	APOSC_06091
OG0006884	XENTR07604	APOSC_28319
OG0006885	XENTR04782	APOSC_22492
OG0006886	XENTR00696	APOSC_04387
OG0006887	XENTR13961	APOSC_00826, APOSC_11505
OG0006888	XENTR02537	APOSC_22590
OG0006889	XENTR05963	APOSC_17662, APOSC_23087, APOSC_03839, APOSC_09552
OG0006890	XENTR09541	APOSC_27999
OG0006891	XENTR15690	APOSC_00967
OG0006892	XENTR00113	APOSC_26125
OG0006893	XENTR17439	APOSC_22113
OG0006894	XENTR13122	APOSC_04510
OG0006895	XENTR11833	APOSC_20287
OG0006896	XENTR12639	APOSC_23139
OG0006897	XENTR14076	APOSC_06582
OG0006898	XENTR07636	APOSC_16657
OG0006899	XENTR12237	APOSC_17275
OG0006900	XENTR09605	APOSC_15970
OG0006901	XENTR00120	APOSC_25494
OG0006902	XENTR02201	APOSC_16017
OG0006903	XENTR15633, XENTR06864	APOSC_06899
OG0006904	XENTR03460	APOSC_20807
OG0006905	XENTR19260	APOSC_11319
OG0006906	XENTR10195	APOSC_00341
OG0006907	XENTR18404	APOSC_05174, APOSC_05175
OG0006908	XENTR03672	APOSC_26806, APOSC_26807
OG0006909	XENTR18357	APOSC_00946
OG0006911	XENTR17645	APOSC_23502
OG0006912	XENTR03948	APOSC_10167
OG0006913	XENTR04002	APOSC_21485
OG0006914	XENTR15248	APOSC_17323
OG0006915	XENTR05683	APOSC_26464
OG0006916	XENTR18036	APOSC_04270
OG0006917	XENTR03266	APOSC_21814, APOSC_21813
OG0006918	XENTR10731, XENTR10730	APOSC_20144, APOSC_14855
OG0006919	XENTR12172	APOSC_28693
OG0006920	XENTR10785	APOSC_14677
OG0006921	XENTR10556	APOSC_26990
OG0006922	XENTR00968	APOSC_05237, APOSC_26054
OG0006923	XENTR05461	APOSC_09975
OG0006924	XENTR06768	APOSC_17355
OG0006925	XENTR03837	APOSC_12360
OG0006926	XENTR12859	APOSC_23235
OG0006927	XENTR10634	APOSC_12997
OG0006928	XENTR10691	APOSC_13798
OG0006929	XENTR05894	APOSC_15538
OG0006931	XENTR12285	APOSC_23620, APOSC_23621, APOSC_23622
OG0006932	XENTR01275	APOSC_14195
OG0006934	XENTR15092	APOSC_15892
OG0006935	XENTR08699	APOSC_24367
OG0006936	XENTR08928	APOSC_23709
OG0006937	XENTR04504	APOSC_10533
OG0006938	XENTR16149	APOSC_02071
OG0006939	XENTR12765	APOSC_21829
OG0006940	XENTR01692	APOSC_26678
OG0006942	XENTR09478	APOSC_15674
OG0006943	XENTR15386	APOSC_02744
OG0006944	XENTR07046	APOSC_23707
OG0006945	XENTR00117	APOSC_28020
OG0006946	XENTR16824, XENTR16825	APOSC_14039
OG0006948	XENTR04780	APOSC_06730
OG0006949	XENTR11256	APOSC_17697
OG0006951	XENTR14803	APOSC_23643
OG0006952	XENTR05143	APOSC_15791
OG0006953	XENTR09448	APOSC_08950
OG0006954	XENTR03844	APOSC_10218
OG0006955	XENTR06398	APOSC_17210
OG0006957	XENTR08977	APOSC_00100
OG0006958	XENTR07775	APOSC_25823
OG0006959	XENTR17553	APOSC_20494
OG0006960	XENTR16241	APOSC_19583
OG0006962	XENTR09246	APOSC_03262, APOSC_03263
OG0006964	XENTR09387	APOSC_10222
OG0006966	XENTR09367	APOSC_26275
OG0006967	XENTR03908	APOSC_12955
OG0006968	XENTR15434	APOSC_00698
OG0006969	XENTR16749, XENTR16750, XENTR16751	APOSC_07170
OG0006970	XENTR14271, XENTR14272	APOSC_09941
OG0006971	XENTR01201	APOSC_04252
OG0006972	XENTR19251	APOSC_09617
OG0006973	XENTR09146	APOSC_26245
OG0006974	XENTR12649, XENTR05529	APOSC_06682
OG0006975	XENTR12996	APOSC_14478, APOSC_15520
OG0006976	XENTR01210	APOSC_01644, APOSC_01645
OG0006977	XENTR11302	APOSC_15264
OG0006978	XENTR16961	APOSC_00042
OG0006979	XENTR01458	APOSC_22138
OG0006980	XENTR06239	APOSC_11757
OG0006981	XENTR16320	APOSC_04390
OG0006982	XENTR11312	APOSC_10252, APOSC_10251, APOSC_10253
OG0006984	XENTR13708, XENTR02353	APOSC_14602
OG0006985	XENTR11227	APOSC_21926
OG0006987	XENTR01282, XENTR01281	APOSC_20794
OG0006988	XENTR12330	APOSC_00895
OG0006989	XENTR04170	APOSC_01479
OG0006990	XENTR08922	APOSC_13593, APOSC_13594
OG0006991	XENTR17838	APOSC_01763
OG0006993	XENTR09372	APOSC_04772
OG0006994	XENTR00114	APOSC_08742
OG0006997	XENTR17546, XENTR17545	APOSC_28149
OG0006998	XENTR06955	APOSC_22383
OG0006999	XENTR00236	APOSC_09100
OG0007000	XENTR01902, XENTR01901	APOSC_20337
OG0007001	XENTR17344, XENTR17343	APOSC_08849
OG0007002	XENTR06832	APOSC_27671
OG0007003	XENTR16048	APOSC_26380
OG0007005	XENTR07132	APOSC_24636
OG0007006	XENTR12975	APOSC_28366
OG0007008	XENTR18543	APOSC_18746
OG0007009	XENTR09577	APOSC_07119
OG0007010	XENTR05499	APOSC_12136
OG0007011	XENTR05787	APOSC_20429
OG0007012	XENTR03267	APOSC_15867
OG0007013	XENTR09137	APOSC_09730
OG0007014	XENTR08855	APOSC_16895
OG0007015	XENTR02491	APOSC_28647
OG0007016	XENTR00478	APOSC_25603
OG0007018	XENTR13179	APOSC_00713
OG0007020	XENTR09770	APOSC_18999
OG0007021	XENTR08839	APOSC_04328
OG0007022	XENTR16029	APOSC_24349
OG0007023	XENTR07024	APOSC_14309, APOSC_12375
OG0007025	XENTR13731	APOSC_12694
OG0007026	XENTR18056	APOSC_28712, APOSC_21089
OG0007027	XENTR19169, XENTR11118	APOSC_10461
OG0007028	XENTR00104	APOSC_23530
OG0007029	XENTR07776	APOSC_18912, APOSC_04107
OG0007030	XENTR05657	APOSC_08778
OG0007031	XENTR07790	APOSC_13081, APOSC_13080
OG0007032	XENTR17468	APOSC_12833, APOSC_09407
OG0007033	XENTR16190	APOSC_24322
OG0007034	XENTR05241	APOSC_19528
OG0007035	XENTR06046	APOSC_17691
OG0007036	XENTR17676, XENTR17677	APOSC_03069
OG0007037	XENTR05417	APOSC_01629
OG0007038	XENTR01237	APOSC_21427
OG0007039	XENTR03063	APOSC_01662
OG0007040	XENTR16157	APOSC_25165, APOSC_25164
OG0007041	XENTR01415	APOSC_28485
OG0007042	XENTR03360	APOSC_10292
OG0007043	XENTR02003	APOSC_28626
OG0007044	XENTR08465, XENTR13827	APOSC_05977
OG0007045	XENTR05481	APOSC_16504
OG0007046	XENTR09390	APOSC_23056
OG0007047	XENTR12940	APOSC_10550
OG0007048	XENTR12714	APOSC_00169, APOSC_00168, APOSC_25307
OG0007049	XENTR10205	APOSC_08006
OG0007050	XENTR10229	APOSC_16824
OG0007052	XENTR10707, XENTR18218	APOSC_12402
OG0007053	XENTR06867	APOSC_04174
OG0007054	XENTR17771	APOSC_27121, APOSC_27122
OG0007055	XENTR04557	APOSC_28893
OG0007056	XENTR04936	APOSC_16544
