Orthogroup	XENTR	SACKO_ok
OG0006350	XENTR13659	SACKO_16257
OG0006351	XENTR17000, XENTR16531	SACKO_11606
OG0006352	XENTR04339	SACKO_14534
OG0006353	XENTR02093	SACKO_28090
OG0006355	XENTR14554, XENTR14553	SACKO_30829
OG0006356	XENTR11146	SACKO_26545
OG0006357	XENTR09642	SACKO_31096
OG0006359	XENTR13253	SACKO_08209
OG0006360	XENTR11510	SACKO_25975
OG0006361	XENTR00506	SACKO_16411
OG0006362	XENTR05459	SACKO_15563
OG0006363	XENTR09507	SACKO_19522, SACKO_21880
OG0006364	XENTR09578	SACKO_17091
OG0006365	XENTR05265	SACKO_13003
OG0006366	XENTR03200	SACKO_06614
OG0006367	XENTR16726	SACKO_13989
OG0006368	XENTR01724	SACKO_12851
OG0006370	XENTR06294	SACKO_29230
OG0006372	XENTR08472	SACKO_18473, SACKO_17152
OG0006373	XENTR15038	SACKO_15170, SACKO_10064
OG0006375	XENTR01833	SACKO_15548
OG0006376	XENTR07738	SACKO_17514
OG0006377	XENTR13700, XENTR18549, XENTR18550	SACKO_19723
OG0006379	XENTR03826	SACKO_17686, SACKO_17696
OG0006380	XENTR07519	SACKO_03771
OG0006381	XENTR06606	SACKO_33730
OG0006382	XENTR08999	SACKO_05639
OG0006383	XENTR15954	SACKO_16569
OG0006384	XENTR13211	SACKO_08306
OG0006385	XENTR14544	SACKO_02312
OG0006386	XENTR12059	SACKO_01546
OG0006387	XENTR17469, XENTR08445	SACKO_32566, SACKO_32560
OG0006388	XENTR16581	SACKO_05668
OG0006389	XENTR16925	SACKO_22546
OG0006390	XENTR00780	SACKO_32036
OG0006391	XENTR02605	SACKO_27250
OG0006393	XENTR07149, XENTR11546	SACKO_12179
OG0006394	XENTR05625	SACKO_05702
OG0006396	XENTR05740	SACKO_27560
OG0006401	XENTR17593, XENTR13636	SACKO_27260
OG0006402	XENTR05561	SACKO_22620
OG0006404	XENTR07658, XENTR18174, XENTR17087, XENTR18033, XENTR18034, XENTR18142, XENTR14007, XENTR17002, XENTR14628, XENTR14630, XENTR16594, XENTR14011, XENTR14009, XENTR07657, XENTR07663	SACKO_01108
OG0006407	XENTR01503, XENTR01502, XENTR14495	SACKO_17793
OG0006414	XENTR06709	SACKO_15972
OG0006416	XENTR11216	SACKO_08098, SACKO_08096
OG0006442	XENTR08173	SACKO_02156
OG0006443	XENTR09473	SACKO_32632
OG0006446	XENTR16098	SACKO_13651
OG0006447	XENTR07741	SACKO_23062, SACKO_23074
OG0006448	XENTR02943	SACKO_32439
OG0006452	XENTR02590, XENTR02788	SACKO_00311
OG0006454	XENTR04050	SACKO_15044
OG0006456	XENTR08352	SACKO_08294
OG0006457	XENTR11459, XENTR11458	SACKO_20814
OG0006458	XENTR02651	SACKO_09247
OG0006459	XENTR08528	SACKO_12069
OG0006460	XENTR00159	SACKO_13863
OG0006461	XENTR07035	SACKO_26093
OG0006462	XENTR01277	SACKO_19260
OG0006463	XENTR14323	SACKO_29245
OG0006464	XENTR10541	SACKO_17838
OG0006465	XENTR07508	SACKO_05184
OG0006468	XENTR05148	SACKO_21041
OG0006469	XENTR07325	SACKO_01034
OG0006470	XENTR15042	SACKO_26991
OG0006471	XENTR14365	SACKO_25021
OG0006474	XENTR00813	SACKO_07123
OG0006475	XENTR10608	SACKO_09202
OG0006476	XENTR04361	SACKO_06810
OG0006477	XENTR04447	SACKO_06452
OG0006478	XENTR14784	SACKO_19718
OG0006479	XENTR08062	SACKO_05515
OG0006480	XENTR17557	SACKO_32951
OG0006481	XENTR02608	SACKO_32596
OG0006482	XENTR03862	SACKO_25746
OG0006483	XENTR10963	SACKO_03847
OG0006485	XENTR16219	SACKO_12497
OG0006486	XENTR11132, XENTR15545	SACKO_14101
OG0006487	XENTR02802	SACKO_26592
OG0006488	XENTR02069	SACKO_14602
OG0006490	XENTR10811	SACKO_01171
OG0006491	XENTR07123	SACKO_01653
OG0006493	XENTR17127, XENTR17126	SACKO_10566
OG0006494	XENTR09027	SACKO_08429
OG0006495	XENTR18761	SACKO_10576
OG0006496	XENTR00108	SACKO_27963, SACKO_32312
OG0006497	XENTR00921	SACKO_32931
OG0006498	XENTR16311	SACKO_30648
OG0006499	XENTR01284	SACKO_00231
OG0006500	XENTR11715	SACKO_27834
OG0006501	XENTR12662	SACKO_33438
OG0006502	XENTR18276	SACKO_18119
OG0006503	XENTR17521	SACKO_26135
OG0006504	XENTR07120	SACKO_03303, SACKO_09824
OG0006505	XENTR02899	SACKO_28225
OG0006506	XENTR01492	SACKO_33658, SACKO_13927, SACKO_23304
OG0006508	XENTR12459, XENTR11779	SACKO_20542
OG0006509	XENTR13835	SACKO_24087
OG0006510	XENTR16128	SACKO_30732
OG0006511	XENTR06903	SACKO_30734
OG0006512	XENTR05619	SACKO_22144
OG0006513	XENTR00521	SACKO_01815
OG0006514	XENTR05648	SACKO_14410
OG0006515	XENTR13526	SACKO_02186
OG0006516	XENTR13095	SACKO_04666
OG0006517	XENTR09962	SACKO_31036
OG0006518	XENTR09393	SACKO_14657
OG0006519	XENTR05535	SACKO_09142
OG0006520	XENTR13195	SACKO_30114
OG0006522	XENTR10203	SACKO_07540
OG0006523	XENTR02071	SACKO_32390
OG0006524	XENTR02379	SACKO_07943
OG0006526	XENTR18522	SACKO_29622
OG0006527	XENTR17417	SACKO_17317
OG0006528	XENTR04191	SACKO_02110
OG0006530	XENTR16908	SACKO_11848, SACKO_11853
OG0006532	XENTR09832	SACKO_08016, SACKO_03819
OG0006534	XENTR11837	SACKO_03373
OG0006535	XENTR18789	SACKO_03598
OG0006536	XENTR11449	SACKO_33595
OG0006537	XENTR01017	SACKO_31057
OG0006538	XENTR03139	SACKO_18227
OG0006542	XENTR13194	SACKO_30115
OG0006543	XENTR05755	SACKO_04274
OG0006544	XENTR15901	SACKO_23966
OG0006545	XENTR06549	SACKO_27776
OG0006546	XENTR13406	SACKO_31477
OG0006549	XENTR02344	SACKO_26105
OG0006550	XENTR00769, XENTR00770	SACKO_32798
OG0006551	XENTR18892	SACKO_28523
OG0006552	XENTR05835	SACKO_18574, SACKO_07811
OG0006553	XENTR01394	SACKO_15568
OG0006554	XENTR10302	SACKO_31239
OG0006555	XENTR04187	SACKO_19125
OG0006556	XENTR16928	SACKO_06012
OG0006557	XENTR04539	SACKO_08582
OG0006559	XENTR13926, XENTR04712	SACKO_27620
OG0006560	XENTR12102	SACKO_31622
OG0006561	XENTR09007	SACKO_09099
OG0006562	XENTR12591, XENTR12589	SACKO_33810
OG0006563	XENTR14698	SACKO_15320
OG0006564	XENTR07133	SACKO_05452
OG0006565	XENTR05991, XENTR11310	SACKO_19582
OG0006566	XENTR07371	SACKO_22731
OG0006568	XENTR09608	SACKO_27965
OG0006569	XENTR00615	SACKO_27176
OG0006571	XENTR05803	SACKO_32504
OG0006572	XENTR00004	SACKO_03212
OG0006573	XENTR10805	SACKO_24507
OG0006574	XENTR04351	SACKO_15526
OG0006575	XENTR06177	SACKO_11306
OG0006577	XENTR14469	SACKO_14949
OG0006578	XENTR12631, XENTR12630	SACKO_29301
OG0006579	XENTR13945	SACKO_12197
OG0006580	XENTR13958, XENTR13959	SACKO_05003
OG0006581	XENTR10059	SACKO_32446
OG0006583	XENTR16033	SACKO_04792
OG0006584	XENTR02296	SACKO_23948
OG0006585	XENTR12780	SACKO_09086
OG0006586	XENTR00497	SACKO_27236
OG0006588	XENTR06817	SACKO_23697
OG0006589	XENTR01351	SACKO_16206
OG0006590	XENTR14263	SACKO_19100
OG0006592	XENTR01236	SACKO_26488
OG0006593	XENTR12622	SACKO_23846
OG0006594	XENTR18025	SACKO_03277
OG0006595	XENTR09437	SACKO_12199
OG0006596	XENTR12773	SACKO_19957
OG0006597	XENTR00700	SACKO_30631, SACKO_30596
OG0006598	XENTR14326	SACKO_00853
OG0006599	XENTR02707, XENTR16196	SACKO_29697
OG0006601	XENTR18766, XENTR06297, XENTR01087	SACKO_32933
OG0006602	XENTR15212	SACKO_02027
OG0006603	XENTR10213	SACKO_26785
OG0006604	XENTR09447, XENTR09446	SACKO_07557
OG0006606	XENTR05954	SACKO_14668
OG0006607	XENTR13594	SACKO_23822
OG0006608	XENTR00251	SACKO_05137
OG0006609	XENTR06296	SACKO_04167
OG0006610	XENTR07341	SACKO_06748
OG0006611	XENTR05216	SACKO_24593
OG0006612	XENTR11538	SACKO_20949
OG0006614	XENTR18989	SACKO_03768
OG0006615	XENTR06546	SACKO_30383, SACKO_14275
OG0006617	XENTR08021, XENTR08020	SACKO_03976
OG0006618	XENTR16353	SACKO_26784
OG0006619	XENTR02127, XENTR02126	SACKO_23817
OG0006620	XENTR12760, XENTR03634	SACKO_07261
OG0006621	XENTR16711	SACKO_16054
OG0006622	XENTR12562	SACKO_18492
OG0006623	XENTR09849	SACKO_03259, SACKO_12638
OG0006624	XENTR01731	SACKO_27277
OG0006626	XENTR04565, XENTR13907	SACKO_02165
OG0006627	XENTR17718	SACKO_03660
OG0006628	XENTR02668	SACKO_17452
OG0006630	XENTR08125	SACKO_09718
OG0006631	XENTR19213	SACKO_25124
OG0006632	XENTR10907, XENTR07445	SACKO_11006
OG0006633	XENTR02142	SACKO_13776
OG0006635	XENTR01982	SACKO_20545
OG0006636	XENTR11494	SACKO_20362
OG0006637	XENTR05016	SACKO_18391
OG0006638	XENTR15778	SACKO_29604
OG0006639	XENTR08672	SACKO_11801
OG0006640	XENTR12743	SACKO_04468
OG0006641	XENTR03024	SACKO_22631, SACKO_14926
OG0006642	XENTR08911	SACKO_10000
OG0006644	XENTR10411	SACKO_19969
OG0006645	XENTR13154	SACKO_02573
OG0006646	XENTR01407	SACKO_16491
OG0006649	XENTR10760	SACKO_17731, SACKO_03126
OG0006651	XENTR12537	SACKO_18929
OG0006652	XENTR11689	SACKO_18062
OG0006653	XENTR09964	SACKO_02145, SACKO_32093
OG0006654	XENTR14617	SACKO_27363
OG0006655	XENTR05829	SACKO_02434
OG0006656	XENTR19261, XENTR19010	SACKO_31952
OG0006658	XENTR09594	SACKO_26976
OG0006660	XENTR07050	SACKO_30823
OG0006661	XENTR11919	SACKO_10562
OG0006662	XENTR02635	SACKO_17036
OG0006663	XENTR03207	SACKO_10196
OG0006664	XENTR06837	SACKO_17513
OG0006666	XENTR04836	SACKO_30813
OG0006667	XENTR11957	SACKO_22738, SACKO_25306
OG0006668	XENTR10580	SACKO_24222
OG0006669	XENTR13698	SACKO_27060
OG0006670	XENTR03934	SACKO_27428
OG0006672	XENTR10612	SACKO_20458
OG0006673	XENTR06476	SACKO_18714
OG0006675	XENTR11950	SACKO_01088
OG0006677	XENTR13655, XENTR13654	SACKO_22059
OG0006678	XENTR13719	SACKO_28613
OG0006680	XENTR02487	SACKO_12693
OG0006681	XENTR03638	SACKO_28467
OG0006683	XENTR10018	SACKO_09544
OG0006684	XENTR16293	SACKO_22004, SACKO_16089
OG0006685	XENTR18985, XENTR04488	SACKO_31455, SACKO_30741
OG0006686	XENTR06782	SACKO_11003
OG0006687	XENTR12769	SACKO_03685
OG0006688	XENTR13607	SACKO_16160
OG0006689	XENTR01441	SACKO_12060
OG0006690	XENTR13317	SACKO_25519
OG0006692	XENTR13963	SACKO_09418, SACKO_25158
OG0006693	XENTR12746	SACKO_24875
OG0006694	XENTR04108	SACKO_31335
OG0006695	XENTR13948	SACKO_20651
OG0006696	XENTR00610	SACKO_06244
OG0006697	XENTR10497	SACKO_24138
OG0006698	XENTR05149	SACKO_23873, SACKO_16414
OG0006699	XENTR06331, XENTR06330	SACKO_19092
OG0006700	XENTR03198	SACKO_17845
OG0006703	XENTR04634	SACKO_34078
OG0006704	XENTR13888, XENTR13889	SACKO_15216, SACKO_01683
OG0006705	XENTR00293	SACKO_22310
OG0006706	XENTR07780	SACKO_20095
OG0006707	XENTR16134	SACKO_28521
OG0006708	XENTR18874	SACKO_16483
OG0006709	XENTR05409	SACKO_22652
OG0006710	XENTR18018	SACKO_29286
OG0006711	XENTR08893	SACKO_24778
OG0006712	XENTR03007	SACKO_04882
OG0006713	XENTR08986, XENTR14768	SACKO_04677
OG0006714	XENTR08721	SACKO_25679
OG0006715	XENTR17785, XENTR13166	SACKO_32024
OG0006717	XENTR17648	SACKO_31616
OG0006718	XENTR09540	SACKO_33608
OG0006719	XENTR09126	SACKO_19074, SACKO_20323, SACKO_34027, SACKO_16662
OG0006720	XENTR09067	SACKO_11232
OG0006721	XENTR08095	SACKO_12273
OG0006723	XENTR16854	SACKO_11222
OG0006724	XENTR10084	SACKO_11219
OG0006725	XENTR07038	SACKO_01532
OG0006726	XENTR09612	SACKO_23805
OG0006727	XENTR05898	SACKO_33821
OG0006729	XENTR02778	SACKO_27454
OG0006730	XENTR07699	SACKO_10591
OG0006731	XENTR14502	SACKO_23635
OG0006732	XENTR17486	SACKO_10379
OG0006733	XENTR12805	SACKO_31600
OG0006734	XENTR17831	SACKO_31618
OG0006735	XENTR05221	SACKO_20230
OG0006736	XENTR09191, XENTR10482	SACKO_26749
OG0006737	XENTR00969	SACKO_26724
OG0006738	XENTR19225, XENTR19226	SACKO_30322
OG0006739	XENTR07449	SACKO_07780, SACKO_09995
OG0006741	XENTR08382	SACKO_07967
OG0006742	XENTR05493	SACKO_21657
OG0006744	XENTR02584	SACKO_25299, SACKO_25305
OG0006745	XENTR09899	SACKO_22286
OG0006747	XENTR03834, XENTR12326, XENTR14362	SACKO_16266
OG0006748	XENTR03274	SACKO_23148
OG0006749	XENTR01774	SACKO_13004
OG0006750	XENTR07602	SACKO_21365
OG0006752	XENTR02646	SACKO_10442
OG0006753	XENTR11694	SACKO_32383
OG0006754	XENTR18420	SACKO_05330
OG0006755	XENTR10590	SACKO_14460
OG0006756	XENTR18274	SACKO_26258
OG0006757	XENTR12333	SACKO_00223
OG0006758	XENTR19253	SACKO_32935
OG0006759	XENTR11512	SACKO_21854, SACKO_21858
OG0006760	XENTR04753, XENTR04751, XENTR04752	SACKO_27037
OG0006761	XENTR01047	SACKO_25995, SACKO_09276
OG0006762	XENTR06563	SACKO_27822
OG0006764	XENTR01594	SACKO_30622
OG0006765	XENTR09754	SACKO_07617
OG0006766	XENTR12590, XENTR12592	SACKO_26404
OG0006768	XENTR17405	SACKO_29429
OG0006769	XENTR18589	SACKO_08861
OG0006770	XENTR10049	SACKO_05136
OG0006772	XENTR06880, XENTR06881	SACKO_12476
OG0006775	XENTR01837	SACKO_06720
OG0006776	XENTR07592	SACKO_32464
OG0006777	XENTR14289	SACKO_31484
OG0006780	XENTR12106	SACKO_00989
OG0006784	XENTR17962	SACKO_24551, SACKO_32954
OG0006791	XENTR09543, XENTR08719	SACKO_12469
OG0006826	XENTR13782	SACKO_06213, SACKO_06211
OG0006827	XENTR00081	SACKO_07794, SACKO_00122
OG0006828	XENTR08258	SACKO_09047
OG0006829	XENTR09763	SACKO_10968, SACKO_10970
OG0006830	XENTR13305	SACKO_00725
OG0006831	XENTR14217	SACKO_24078
OG0006832	XENTR10958	SACKO_29557
OG0006833	XENTR00457	SACKO_21065
OG0006835	XENTR08471	SACKO_14793
OG0006837	XENTR02650	SACKO_09250
OG0006838	XENTR01852	SACKO_19296
OG0006839	XENTR04909, XENTR17585	SACKO_10541
OG0006842	XENTR10401	SACKO_25650
OG0006843	XENTR17465	SACKO_21301
OG0006844	XENTR08527	SACKO_23086
OG0006845	XENTR11640	SACKO_02323
OG0006846	XENTR12109	SACKO_31599
OG0006847	XENTR00872	SACKO_04972
OG0006848	XENTR07299, XENTR07526	SACKO_16185
OG0006849	XENTR01645	SACKO_09945
OG0006851	XENTR13145	SACKO_28958
OG0006853	XENTR15554	SACKO_07750
OG0006856	XENTR01007	SACKO_22741
OG0006857	XENTR02316	SACKO_21109
OG0006860	XENTR10215	SACKO_25058
OG0006862	XENTR13534	SACKO_11949
OG0006863	XENTR12976	SACKO_22600
OG0006864	XENTR01809	SACKO_06208
OG0006865	XENTR09213	SACKO_19314
OG0006866	XENTR17686	SACKO_05508
OG0006867	XENTR01657	SACKO_03131
OG0006868	XENTR07053	SACKO_03104
OG0006869	XENTR02833	SACKO_23624
OG0006870	XENTR10263	SACKO_26119, SACKO_26148
OG0006871	XENTR07430	SACKO_33034
OG0006872	XENTR03744	SACKO_04960
OG0006873	XENTR13913	SACKO_15043
OG0006874	XENTR14555	SACKO_15547
OG0006875	XENTR10450	SACKO_22942
OG0006876	XENTR00090	SACKO_17712
OG0006877	XENTR05237	SACKO_14432
OG0006878	XENTR12365	SACKO_14703
OG0006879	XENTR17009	SACKO_32186, SACKO_32227
OG0006880	XENTR02819	SACKO_17519
OG0006882	XENTR10988	SACKO_25762
OG0006884	XENTR07604	SACKO_17257, SACKO_03079
OG0006885	XENTR04782	SACKO_33323
OG0006886	XENTR00696	SACKO_06965
OG0006887	XENTR13961	SACKO_27302
OG0006888	XENTR02537	SACKO_27706
OG0006889	XENTR05963	SACKO_32132
OG0006890	XENTR09541	SACKO_33625
OG0006891	XENTR15690	SACKO_00733
OG0006892	XENTR00113	SACKO_00620
OG0006893	XENTR17439	SACKO_28747
OG0006894	XENTR13122	SACKO_16651
OG0006895	XENTR11833	SACKO_32185
OG0006896	XENTR12639	SACKO_17488
OG0006897	XENTR14076	SACKO_12096
OG0006898	XENTR07636	SACKO_25156
OG0006899	XENTR12237	SACKO_31915
OG0006900	XENTR09605	SACKO_33177
OG0006901	XENTR00120	SACKO_00618, SACKO_06914
OG0006903	XENTR15633, XENTR06864	SACKO_29168
OG0006904	XENTR03460	SACKO_23273
OG0006905	XENTR19260	SACKO_32133
OG0006906	XENTR10195	SACKO_29713
OG0006907	XENTR18404	SACKO_16763
OG0006908	XENTR03672	SACKO_18244
OG0006911	XENTR17645	SACKO_16121, SACKO_23876, SACKO_16129
OG0006912	XENTR03948	SACKO_03250
OG0006913	XENTR04002	SACKO_14509
OG0006914	XENTR15248	SACKO_08710
OG0006915	XENTR05683	SACKO_13525
OG0006916	XENTR18036	SACKO_05125
OG0006917	XENTR03266	SACKO_10775
OG0006918	XENTR10731, XENTR10730	SACKO_21493
OG0006919	XENTR12172	SACKO_02596
OG0006921	XENTR10556	SACKO_14462
OG0006922	XENTR00968	SACKO_13421, SACKO_31667
OG0006923	XENTR05461	SACKO_04201
OG0006924	XENTR06768	SACKO_17426
OG0006925	XENTR03837	SACKO_14274
OG0006926	XENTR12859	SACKO_18234
OG0006927	XENTR10634	SACKO_18408
OG0006928	XENTR10691	SACKO_29041
OG0006930	XENTR05716	SACKO_00590, SACKO_14774
OG0006931	XENTR12285	SACKO_30476
OG0006932	XENTR01275	SACKO_05700
OG0006934	XENTR15092	SACKO_26364
OG0006935	XENTR08699	SACKO_30206
OG0006936	XENTR08928	SACKO_24103
OG0006937	XENTR04504	SACKO_16830
OG0006939	XENTR12765	SACKO_12961
OG0006940	XENTR01692	SACKO_27738
OG0006942	XENTR09478	SACKO_03113
OG0006943	XENTR15386	SACKO_27117
OG0006944	XENTR07046	SACKO_33729
OG0006945	XENTR00117	SACKO_12889
OG0006946	XENTR16824, XENTR16825	SACKO_17508
OG0006948	XENTR04780	SACKO_15576
OG0006949	XENTR11256	SACKO_13058
OG0006951	XENTR14803	SACKO_21845
OG0006952	XENTR05143	SACKO_23323
OG0006953	XENTR09448	SACKO_27273
OG0006954	XENTR03844	SACKO_22256
OG0006955	XENTR06398	SACKO_20495
OG0006957	XENTR08977	SACKO_15008
OG0006958	XENTR07775	SACKO_19807
OG0006959	XENTR17553	SACKO_10040
OG0006960	XENTR16241	SACKO_24309
OG0006962	XENTR09246	SACKO_28588
OG0006964	XENTR09387	SACKO_17635, SACKO_29390
OG0006966	XENTR09367	SACKO_26125
OG0006967	XENTR03908	SACKO_02771
OG0006968	XENTR15434	SACKO_17433
OG0006969	XENTR16749, XENTR16750, XENTR16751	SACKO_25282
OG0006970	XENTR14271, XENTR14272	SACKO_29344
OG0006971	XENTR01201	SACKO_05441
OG0006972	XENTR19251	SACKO_26754
OG0006973	XENTR09146	SACKO_24277
OG0006974	XENTR12649, XENTR05529	SACKO_24596
OG0006976	XENTR01210	SACKO_29752
OG0006977	XENTR11302	SACKO_29829
OG0006978	XENTR16961	SACKO_05070
OG0006979	XENTR01458	SACKO_20315
OG0006980	XENTR06239	SACKO_19310
OG0006981	XENTR16320	SACKO_12903
OG0006982	XENTR11312	SACKO_03394
OG0006984	XENTR13708, XENTR02353	SACKO_04568
OG0006985	XENTR11227	SACKO_32765
OG0006987	XENTR01282, XENTR01281	SACKO_05769, SACKO_02870, SACKO_28061
OG0006988	XENTR12330	SACKO_09125
OG0006989	XENTR04170	SACKO_22945
OG0006991	XENTR17838	SACKO_18032
OG0006993	XENTR09372	SACKO_10563
OG0006994	XENTR00114	SACKO_07891
OG0006996	XENTR01652	SACKO_03142
OG0006997	XENTR17546, XENTR17545	SACKO_23615
OG0006998	XENTR06955	SACKO_08038
OG0006999	XENTR00236	SACKO_08484
OG0007000	XENTR01902, XENTR01901	SACKO_25797
OG0007001	XENTR17344, XENTR17343	SACKO_30491
OG0007002	XENTR06832	SACKO_25761, SACKO_25783
OG0007003	XENTR16048	SACKO_04932
OG0007005	XENTR07132	SACKO_29350
OG0007006	XENTR12975	SACKO_04533
OG0007008	XENTR18543	SACKO_07810
OG0007009	XENTR09577	SACKO_08522
OG0007010	XENTR05499	SACKO_15717
OG0007011	XENTR05787	SACKO_30640, SACKO_30612
OG0007012	XENTR03267	SACKO_31857
OG0007013	XENTR09137	SACKO_28712
OG0007014	XENTR08855	SACKO_30465
OG0007015	XENTR02491	SACKO_30224
OG0007016	XENTR00478	SACKO_32125
OG0007017	XENTR16539	SACKO_26693
OG0007018	XENTR13179	SACKO_22032
OG0007019	XENTR13839	SACKO_00988
OG0007020	XENTR09770	SACKO_06133
OG0007021	XENTR08839	SACKO_33492
OG0007022	XENTR16029	SACKO_04163
OG0007023	XENTR07024	SACKO_25489
OG0007025	XENTR13731	SACKO_10243
OG0007026	XENTR18056	SACKO_08329
OG0007027	XENTR19169, XENTR11118	SACKO_23731
OG0007028	XENTR00104	SACKO_15050
OG0007029	XENTR07776	SACKO_32173
OG0007030	XENTR05657	SACKO_29671
OG0007031	XENTR07790	SACKO_30864
OG0007032	XENTR17468	SACKO_30433
OG0007033	XENTR16190	SACKO_06084
OG0007034	XENTR05241	SACKO_14166
OG0007035	XENTR06046	SACKO_32713
OG0007036	XENTR17676, XENTR17677	SACKO_26758
OG0007037	XENTR05417	SACKO_15416
OG0007038	XENTR01237	SACKO_13342
OG0007039	XENTR03063	SACKO_22213
OG0007040	XENTR16157	SACKO_25776
OG0007041	XENTR01415	SACKO_13275
OG0007042	XENTR03360	SACKO_29304
OG0007043	XENTR02003	SACKO_16636
OG0007044	XENTR08465, XENTR13827	SACKO_11609
OG0007045	XENTR05481	SACKO_06007
OG0007046	XENTR09390	SACKO_31329
OG0007047	XENTR12940	SACKO_28516
OG0007048	XENTR12714	SACKO_28782
OG0007050	XENTR10229	SACKO_00112
OG0007053	XENTR06867	SACKO_13932
OG0007054	XENTR17771	SACKO_18200
OG0007055	XENTR04557	SACKO_25420, SACKO_30832
OG0007056	XENTR04936	SACKO_00713
OG0007057	XENTR14128, XENTR07649	SACKO_13231
OG0007058	XENTR13895	SACKO_19922
OG0007059	XENTR01903	SACKO_11009
OG0007060	XENTR06697	SACKO_27290
OG0007061	XENTR12828	SACKO_33581
OG0007062	XENTR03101	SACKO_09547
OG0007063	XENTR05680	SACKO_33318
OG0007064	XENTR16371	SACKO_08150, SACKO_21433
OG0007065	XENTR04111	SACKO_12649
OG0007066	XENTR18528, XENTR05764	SACKO_33465
OG0007068	XENTR04871	SACKO_05837
OG0007069	XENTR06666	SACKO_17925
OG0007072	XENTR07265	SACKO_32079, SACKO_32085
OG0007073	XENTR08573	SACKO_04610
OG0007074	XENTR03247	SACKO_29343
OG0007075	XENTR02206	SACKO_02014
OG0007076	XENTR15551	SACKO_08115
OG0007077	XENTR02860, XENTR01951	SACKO_10592
OG0007078	XENTR01751	SACKO_30890
OG0007079	XENTR16725	SACKO_29667
OG0007080	XENTR05164	SACKO_23229
OG0007081	XENTR06924	SACKO_11465
OG0007082	XENTR16647	SACKO_33313
OG0007083	XENTR12941	SACKO_28525
OG0007084	XENTR15425	SACKO_17427
OG0007085	XENTR03719	SACKO_22838
OG0007086	XENTR15548	SACKO_10845
OG0007087	XENTR10659	SACKO_06491
OG0007088	XENTR13069	SACKO_28546
OG0007090	XENTR04663	SACKO_33532
OG0007091	XENTR16106	SACKO_20838
OG0007092	XENTR09595	SACKO_03845
OG0007093	XENTR09556	SACKO_22444
OG0007094	XENTR03856	SACKO_20466
OG0007095	XENTR11185	SACKO_23495
OG0007096	XENTR15677	SACKO_07898
OG0007097	XENTR10319	SACKO_29405
OG0007098	XENTR00462	SACKO_16364
OG0007099	XENTR01909	SACKO_06122
OG0007100	XENTR02538	SACKO_14090
OG0007102	XENTR10584	SACKO_25084
OG0007103	XENTR09292	SACKO_14137
OG0007104	XENTR08818, XENTR11925	SACKO_19248
OG0007106	XENTR02834	SACKO_10813
OG0007107	XENTR15605	SACKO_33356
OG0007108	XENTR11156	SACKO_31265, SACKO_29706
OG0007109	XENTR17008	SACKO_32182
OG0007111	XENTR16348	SACKO_25764
OG0007112	XENTR05305	SACKO_08725
OG0007113	XENTR07047	SACKO_02848
OG0007114	XENTR17139	SACKO_26820
OG0007115	XENTR10736	SACKO_32108
OG0007116	XENTR07013	SACKO_02239
OG0007117	XENTR15556	SACKO_02391
OG0007118	XENTR11167	SACKO_25201
OG0007119	XENTR00359	SACKO_25634
OG0007120	XENTR11017	SACKO_14961
OG0007122	XENTR13022	SACKO_19303
OG0007124	XENTR10585	SACKO_01895
OG0007125	XENTR13558	SACKO_07204
OG0007126	XENTR05105	SACKO_06089
OG0007127	XENTR03372	SACKO_10394
OG0007128	XENTR05067	SACKO_24044
OG0007129	XENTR12454, XENTR12453	SACKO_30192
OG0007130	XENTR10790	SACKO_32058
OG0007131	XENTR04760	SACKO_20356
OG0007132	XENTR18457	SACKO_28911
OG0007133	XENTR06849	SACKO_04847
OG0007134	XENTR14638	SACKO_04090, SACKO_04099
OG0007135	XENTR14139	SACKO_15516
OG0007136	XENTR11242	SACKO_32443
OG0007137	XENTR16364	SACKO_25595
OG0007138	XENTR01287	SACKO_09225
OG0007139	XENTR18713	SACKO_05472
OG0007140	XENTR14828, XENTR13212	SACKO_27577
OG0007141	XENTR04779	SACKO_27200
OG0007143	XENTR13932	SACKO_00838
OG0007144	XENTR05104	SACKO_09057
OG0007145	XENTR04506	SACKO_30883
OG0007147	XENTR17348	SACKO_04639
OG0007150	XENTR09755	SACKO_30213
OG0007151	XENTR05788	SACKO_10702, SACKO_10705
OG0007153	XENTR08905	SACKO_33991
OG0007154	XENTR03882	SACKO_12031
OG0007158	XENTR08364	SACKO_10668
OG0007159	XENTR09164	SACKO_27603
OG0007160	XENTR00523	SACKO_19931
OG0007161	XENTR12550, XENTR15126	SACKO_07985
OG0007164	XENTR00655	SACKO_06008
OG0007165	XENTR02602	SACKO_23160
OG0007166	XENTR10142	SACKO_00991
OG0007168	XENTR01098	SACKO_22974
OG0007171	XENTR07480	SACKO_14599
OG0007173	XENTR13485	SACKO_33101
OG0007174	XENTR18531, XENTR02471	SACKO_28329
OG0007175	XENTR08705, XENTR08706	SACKO_33520
OG0007176	XENTR14504	SACKO_13690
OG0007177	XENTR13081	SACKO_16283
OG0007178	XENTR03949	SACKO_09618
OG0007179	XENTR10416	SACKO_19710
OG0007181	XENTR10462	SACKO_31454
OG0007182	XENTR01510	SACKO_28417
OG0007183	XENTR04220	SACKO_20614
OG0007186	XENTR13974	SACKO_09431
OG0007187	XENTR07115	SACKO_18535
OG0007188	XENTR08812	SACKO_08000
