Orthogroup	XENTR	AMPFI_ok
OG0006256	XENTR12974	AMPFI_07679
OG0006257	XENTR14368	AMPFI_16037
OG0006258	XENTR05063	AMPFI_10117
OG0006259	XENTR15431, XENTR15430	AMPFI_08846
OG0006260	XENTR07975	AMPFI_09166
OG0006261	XENTR02875	AMPFI_21809
OG0006262	XENTR10478	AMPFI_21311
OG0006263	XENTR16349	AMPFI_15958
OG0006264	XENTR12516	AMPFI_18486
OG0006266	XENTR05490	AMPFI_10633
OG0006269	XENTR11232	AMPFI_11603
OG0006270	XENTR07745	AMPFI_11518, AMPFI_11517
OG0006271	XENTR15420	AMPFI_05497
OG0006273	XENTR12414, XENTR09963	AMPFI_12803
OG0006274	XENTR10037	AMPFI_02692
OG0006275	XENTR07622	AMPFI_11056
OG0006276	XENTR13030	AMPFI_22661
OG0006277	XENTR12192	AMPFI_05401
OG0006278	XENTR17395	AMPFI_13328
OG0006279	XENTR16888	AMPFI_12209
OG0006280	XENTR01612	AMPFI_13354
OG0006281	XENTR12028	AMPFI_08305
OG0006283	XENTR02905	AMPFI_09857
OG0006284	XENTR06698	AMPFI_13248, AMPFI_15640
OG0006285	XENTR13372	AMPFI_09442
OG0006286	XENTR17703	AMPFI_00384
OG0006287	XENTR09075	AMPFI_23322
OG0006290	XENTR11599	AMPFI_15621
OG0006291	XENTR03996	AMPFI_03057
OG0006292	XENTR01719	AMPFI_02156
OG0006293	XENTR13916	AMPFI_20336
OG0006294	XENTR03051	AMPFI_08840
OG0006295	XENTR01520	AMPFI_12168
OG0006296	XENTR00735	AMPFI_00354
OG0006297	XENTR11225	AMPFI_03538
OG0006298	XENTR06203	AMPFI_22421
OG0006299	XENTR08448	AMPFI_15652
OG0006300	XENTR07486, XENTR07487	AMPFI_04147, AMPFI_18641
OG0006301	XENTR02417	AMPFI_05956
OG0006302	XENTR12112	AMPFI_24529
OG0006304	XENTR07711	AMPFI_12955
OG0006305	XENTR17559, XENTR18952	AMPFI_06288
OG0006307	XENTR02770	AMPFI_07621
OG0006308	XENTR08889	AMPFI_13919
OG0006309	XENTR14030	AMPFI_22246
OG0006310	XENTR04453	AMPFI_18263, AMPFI_21010
OG0006311	XENTR15701, XENTR15702	AMPFI_05300
OG0006312	XENTR14039	AMPFI_19065
OG0006313	XENTR12867	AMPFI_08699
OG0006314	XENTR14429	AMPFI_00274
OG0006315	XENTR14232	AMPFI_12726
OG0006316	XENTR13989, XENTR13988	AMPFI_25657
OG0006319	XENTR17260	AMPFI_18169
OG0006320	XENTR10726	AMPFI_02196
OG0006321	XENTR09888	AMPFI_06467, AMPFI_03793
OG0006322	XENTR02812	AMPFI_18871
OG0006323	XENTR10824	AMPFI_09840
OG0006324	XENTR04618	AMPFI_15910, AMPFI_03322, AMPFI_04965
OG0006325	XENTR06243	AMPFI_00434, AMPFI_12380
OG0006326	XENTR11955	AMPFI_18484
OG0006327	XENTR15639	AMPFI_08527
OG0006328	XENTR08357	AMPFI_12066
OG0006330	XENTR12116	AMPFI_04855
OG0006331	XENTR02078	AMPFI_14220
OG0006332	XENTR11820	AMPFI_14914
OG0006334	XENTR11454	AMPFI_25859
OG0006335	XENTR08558	AMPFI_07444
OG0006336	XENTR14065	AMPFI_10265
OG0006339	XENTR00791	AMPFI_08797
OG0006340	XENTR08910	AMPFI_12532
OG0006341	XENTR01670	AMPFI_15945
OG0006343	XENTR14450	AMPFI_00277, AMPFI_00654, AMPFI_19184
OG0006344	XENTR15368	AMPFI_17205
OG0006345	XENTR09326	AMPFI_19089, AMPFI_21303
OG0006347	XENTR05199	AMPFI_08973
OG0006348	XENTR06843	AMPFI_23765
OG0006350	XENTR13659	AMPFI_24714
OG0006351	XENTR17000, XENTR16531	AMPFI_03732
OG0006352	XENTR04339	AMPFI_00995
OG0006353	XENTR02093	AMPFI_06451
OG0006355	XENTR14554, XENTR14553	AMPFI_04748
OG0006356	XENTR11146	AMPFI_25376
OG0006357	XENTR09642	AMPFI_23363
OG0006359	XENTR13253	AMPFI_13107
OG0006360	XENTR11510	AMPFI_21111
OG0006361	XENTR00506	AMPFI_13719
OG0006362	XENTR05459	AMPFI_21721
OG0006363	XENTR09507	AMPFI_07540
OG0006364	XENTR09578	AMPFI_05920
OG0006365	XENTR05265	AMPFI_25333
OG0006367	XENTR16726	AMPFI_00225
OG0006368	XENTR01724	AMPFI_14390, AMPFI_00586
OG0006370	XENTR06294	AMPFI_02001
OG0006372	XENTR08472	AMPFI_02843
OG0006373	XENTR15038	AMPFI_04455, AMPFI_06235, AMPFI_12816, AMPFI_17779, AMPFI_24420
OG0006375	XENTR01833	AMPFI_05100
OG0006376	XENTR07738	AMPFI_06042
OG0006377	XENTR13700, XENTR18549, XENTR18550	AMPFI_06121
OG0006378	XENTR05710	AMPFI_06173
OG0006379	XENTR03826	AMPFI_06346
OG0006380	XENTR07519	AMPFI_14500
OG0006381	XENTR06606	AMPFI_07193
OG0006382	XENTR08999	AMPFI_08946
OG0006383	XENTR15954	AMPFI_09418
OG0006384	XENTR13211	AMPFI_10036
OG0006385	XENTR14544	AMPFI_10081
OG0006386	XENTR12059	AMPFI_10106
OG0006387	XENTR17469, XENTR08445	AMPFI_10442
OG0006388	XENTR16581	AMPFI_10875
OG0006389	XENTR16925	AMPFI_10944
OG0006390	XENTR00780	AMPFI_11153
OG0006391	XENTR02605	AMPFI_19852
OG0006393	XENTR07149, XENTR11546	AMPFI_13332
OG0006394	XENTR05625	AMPFI_13378
OG0006395	XENTR18848, XENTR18849	AMPFI_13661
OG0006396	XENTR05740	AMPFI_14971
OG0006401	XENTR17593, XENTR13636	AMPFI_20278
OG0006402	XENTR05561	AMPFI_21913
OG0006442	XENTR08173	AMPFI_22897
OG0006443	XENTR09473	AMPFI_07202
OG0006446	XENTR16098	AMPFI_10817
OG0006447	XENTR07741	AMPFI_11947
OG0006448	XENTR02943	AMPFI_06560
OG0006452	XENTR02590, XENTR02788	AMPFI_16030
OG0006454	XENTR04050	AMPFI_05834
OG0006457	XENTR11459, XENTR11458	AMPFI_21736
OG0006458	XENTR02651	AMPFI_20948
OG0006459	XENTR08528	AMPFI_24708
OG0006460	XENTR00159	AMPFI_05880
OG0006461	XENTR07035	AMPFI_09416
OG0006462	XENTR01277	AMPFI_25276
OG0006463	XENTR14323	AMPFI_13065
OG0006464	XENTR10541	AMPFI_20431
OG0006465	XENTR07508	AMPFI_08854
OG0006467	XENTR02705	AMPFI_07080
OG0006468	XENTR05148	AMPFI_25686
OG0006469	XENTR07325	AMPFI_03365
OG0006470	XENTR15042	AMPFI_09779
OG0006471	XENTR14365	AMPFI_12192
OG0006474	XENTR00813	AMPFI_10985
OG0006475	XENTR10608	AMPFI_07654
OG0006476	XENTR04361	AMPFI_06528
OG0006477	XENTR04447	AMPFI_11262
OG0006478	XENTR14784	AMPFI_19049
OG0006479	XENTR08062	AMPFI_06142
OG0006480	XENTR17557	AMPFI_11426
OG0006481	XENTR02608	AMPFI_25723
OG0006482	XENTR03862	AMPFI_24557
OG0006483	XENTR10963	AMPFI_16128
OG0006485	XENTR16219	AMPFI_08915
OG0006486	XENTR11132, XENTR15545	AMPFI_16684
OG0006487	XENTR02802	AMPFI_17903
OG0006488	XENTR02069	AMPFI_11034
OG0006490	XENTR10811	AMPFI_17883
OG0006491	XENTR07123	AMPFI_11842
OG0006493	XENTR17127, XENTR17126	AMPFI_02164
OG0006494	XENTR09027	AMPFI_05737
OG0006495	XENTR18761	AMPFI_07176
OG0006496	XENTR00108	AMPFI_10689
OG0006497	XENTR00921	AMPFI_06696
OG0006498	XENTR16311	AMPFI_12161
OG0006499	XENTR01284	AMPFI_10067
OG0006500	XENTR11715	AMPFI_10686
OG0006501	XENTR12662	AMPFI_25980
OG0006502	XENTR18276	AMPFI_01184
OG0006503	XENTR17521	AMPFI_14175
OG0006505	XENTR02899	AMPFI_09747
OG0006506	XENTR01492	AMPFI_20331
OG0006508	XENTR12459, XENTR11779	AMPFI_11788
OG0006509	XENTR13835	AMPFI_18650
OG0006510	XENTR16128	AMPFI_07648
OG0006511	XENTR06903	AMPFI_09796
OG0006512	XENTR05619	AMPFI_15002
OG0006513	XENTR00521	AMPFI_10162
OG0006514	XENTR05648	AMPFI_21552
OG0006515	XENTR13526	AMPFI_23080
OG0006516	XENTR13095	AMPFI_09518
OG0006517	XENTR09962	AMPFI_09029
OG0006518	XENTR09393	AMPFI_09733
OG0006519	XENTR05535	AMPFI_09462
OG0006520	XENTR13195	AMPFI_20008
OG0006523	XENTR02071	AMPFI_01535
OG0006526	XENTR18522	AMPFI_14770
OG0006527	XENTR17417	AMPFI_06100
OG0006528	XENTR04191	AMPFI_10398
OG0006530	XENTR16908	AMPFI_21867, AMPFI_16011
OG0006532	XENTR09832	AMPFI_11984
OG0006534	XENTR11837	AMPFI_20504
OG0006535	XENTR18789	AMPFI_14352
OG0006536	XENTR11449	AMPFI_12044
OG0006537	XENTR01017	AMPFI_10341
OG0006538	XENTR03139	AMPFI_02030
OG0006540	XENTR11917	AMPFI_19290
OG0006541	XENTR13987	AMPFI_18892
OG0006542	XENTR13194	AMPFI_14637
OG0006543	XENTR05755	AMPFI_06101
OG0006544	XENTR15901	AMPFI_06224
OG0006545	XENTR06549	AMPFI_13489
OG0006546	XENTR13406	AMPFI_15044
OG0006549	XENTR02344	AMPFI_05684
OG0006550	XENTR00769, XENTR00770	AMPFI_17947
OG0006551	XENTR18892	AMPFI_11025
OG0006552	XENTR05835	AMPFI_07606
OG0006553	XENTR01394	AMPFI_10454
OG0006554	XENTR10302	AMPFI_04096
OG0006555	XENTR04187	AMPFI_14579
OG0006556	XENTR16928	AMPFI_03232
OG0006559	XENTR13926, XENTR04712	AMPFI_02145
OG0006560	XENTR12102	AMPFI_19755
OG0006562	XENTR12591, XENTR12589	AMPFI_09623
OG0006563	XENTR14698	AMPFI_21613
OG0006564	XENTR07133	AMPFI_05981
OG0006565	XENTR05991, XENTR11310	AMPFI_11901
OG0006566	XENTR07371	AMPFI_03736
OG0006568	XENTR09608	AMPFI_09823
OG0006569	XENTR00615	AMPFI_04736
OG0006571	XENTR05803	AMPFI_23157
OG0006572	XENTR00004	AMPFI_16777
OG0006573	XENTR10805	AMPFI_04218
OG0006574	XENTR04351	AMPFI_19066
OG0006575	XENTR06177	AMPFI_01666
OG0006577	XENTR14469	AMPFI_00642
OG0006578	XENTR12631, XENTR12630	AMPFI_06349
OG0006579	XENTR13945	AMPFI_03149
OG0006580	XENTR13958, XENTR13959	AMPFI_23358
OG0006581	XENTR10059	AMPFI_11462
OG0006583	XENTR16033	AMPFI_07167
OG0006584	XENTR02296	AMPFI_02572
OG0006585	XENTR12780	AMPFI_01004
OG0006586	XENTR00497	AMPFI_11910
OG0006587	XENTR11980	AMPFI_08526
OG0006588	XENTR06817	AMPFI_22279
OG0006589	XENTR01351	AMPFI_07432
OG0006590	XENTR14263	AMPFI_10661
OG0006591	XENTR11790	AMPFI_00838
OG0006592	XENTR01236	AMPFI_11061
OG0006593	XENTR12622	AMPFI_11869
OG0006594	XENTR18025	AMPFI_22653
OG0006595	XENTR09437	AMPFI_07066
OG0006596	XENTR12773	AMPFI_14571
OG0006597	XENTR00700	AMPFI_14301
OG0006598	XENTR14326	AMPFI_19501
OG0006600	XENTR13734, XENTR13733	AMPFI_22394
OG0006602	XENTR15212	AMPFI_07168
OG0006603	XENTR10213	AMPFI_06187
OG0006604	XENTR09447, XENTR09446	AMPFI_05937
OG0006606	XENTR05954	AMPFI_17025, AMPFI_02730
OG0006607	XENTR13594	AMPFI_08824
OG0006608	XENTR00251	AMPFI_09810
OG0006609	XENTR06296	AMPFI_06978
OG0006610	XENTR07341	AMPFI_09328
OG0006611	XENTR05216	AMPFI_21041
OG0006612	XENTR11538	AMPFI_15592
OG0006614	XENTR18989	AMPFI_10524
OG0006615	XENTR06546	AMPFI_13199
OG0006616	XENTR09627	AMPFI_05408
OG0006618	XENTR16353	AMPFI_03713
OG0006619	XENTR02127, XENTR02126	AMPFI_23367
OG0006620	XENTR12760, XENTR03634	AMPFI_11795
OG0006622	XENTR12562	AMPFI_08817
OG0006623	XENTR09849	AMPFI_15671
OG0006624	XENTR01731	AMPFI_06811
OG0006626	XENTR04565, XENTR13907	AMPFI_23212
OG0006627	XENTR17718	AMPFI_12667
OG0006628	XENTR02668	AMPFI_17508, AMPFI_03133, AMPFI_00854
OG0006630	XENTR08125	AMPFI_10137
OG0006631	XENTR19213	AMPFI_11411
OG0006635	XENTR01982	AMPFI_03502
OG0006636	XENTR11494	AMPFI_04565
OG0006637	XENTR05016	AMPFI_14025
OG0006638	XENTR15778	AMPFI_10714
OG0006640	XENTR12743	AMPFI_03675
OG0006641	XENTR03024	AMPFI_04910
OG0006642	XENTR08911	AMPFI_08414
OG0006645	XENTR13154	AMPFI_10382
OG0006646	XENTR01407	AMPFI_19853
OG0006649	XENTR10760	AMPFI_16709
OG0006651	XENTR12537	AMPFI_14545, AMPFI_14544
OG0006653	XENTR09964	AMPFI_11904
OG0006654	XENTR14617	AMPFI_10612
OG0006655	XENTR05829	AMPFI_20781
OG0006656	XENTR19261, XENTR19010	AMPFI_07305
OG0006657	XENTR10304	AMPFI_05148
OG0006658	XENTR09594	AMPFI_09511
OG0006660	XENTR07050	AMPFI_18652
OG0006661	XENTR11919	AMPFI_11353
OG0006662	XENTR02635	AMPFI_03231
OG0006663	XENTR03207	AMPFI_07743
OG0006664	XENTR06837	AMPFI_18050
OG0006666	XENTR04836	AMPFI_11045
OG0006667	XENTR11957	AMPFI_18059
OG0006668	XENTR10580	AMPFI_07313
OG0006669	XENTR13698	AMPFI_09179
OG0006670	XENTR03934	AMPFI_14097
OG0006672	XENTR10612	AMPFI_14221
OG0006673	XENTR06476	AMPFI_14877
OG0006675	XENTR11950	AMPFI_15480
OG0006676	XENTR05976	AMPFI_11139
OG0006677	XENTR13655, XENTR13654	AMPFI_13068
OG0006678	XENTR13719	AMPFI_06249
OG0006680	XENTR02487	AMPFI_12617, AMPFI_10970
OG0006681	XENTR03638	AMPFI_05590
OG0006683	XENTR10018	AMPFI_03467
OG0006684	XENTR16293	AMPFI_01015
OG0006685	XENTR18985, XENTR04488	AMPFI_00727, AMPFI_21410, AMPFI_19005
OG0006686	XENTR06782	AMPFI_25558
OG0006687	XENTR12769	AMPFI_08525
OG0006688	XENTR13607	AMPFI_08024
OG0006689	XENTR01441	AMPFI_09171
OG0006690	XENTR13317	AMPFI_14968
OG0006692	XENTR13963	AMPFI_02498
OG0006693	XENTR12746	AMPFI_12142
OG0006694	XENTR04108	AMPFI_03151
OG0006695	XENTR13948	AMPFI_05886
OG0006696	XENTR00610	AMPFI_05839
OG0006697	XENTR10497	AMPFI_18729
OG0006699	XENTR06331, XENTR06330	AMPFI_24821
OG0006700	XENTR03198	AMPFI_23654
OG0006703	XENTR04634	AMPFI_07514
OG0006705	XENTR00293	AMPFI_16029
OG0006706	XENTR07780	AMPFI_13283
OG0006708	XENTR18874	AMPFI_10926
OG0006709	XENTR05409	AMPFI_21329
OG0006710	XENTR18018	AMPFI_20886
OG0006712	XENTR03007	AMPFI_05255
OG0006713	XENTR08986, XENTR14768	AMPFI_08836
OG0006714	XENTR08721	AMPFI_13991
OG0006715	XENTR17785, XENTR13166	AMPFI_23767
OG0006717	XENTR17648	AMPFI_01802
OG0006718	XENTR09540	AMPFI_07877
OG0006719	XENTR09126	AMPFI_25280
OG0006720	XENTR09067	AMPFI_03343
OG0006721	XENTR08095	AMPFI_19440
OG0006723	XENTR16854	AMPFI_25498
OG0006725	XENTR07038	AMPFI_20001
OG0006726	XENTR09612	AMPFI_06499
OG0006727	XENTR05898	AMPFI_01585
OG0006729	XENTR02778	AMPFI_04655
OG0006730	XENTR07699	AMPFI_06679
OG0006731	XENTR14502	AMPFI_08772
OG0006732	XENTR17486	AMPFI_18470
OG0006733	XENTR12805	AMPFI_02251
OG0006734	XENTR17831	AMPFI_20929, AMPFI_20928
OG0006736	XENTR09191, XENTR10482	AMPFI_11074
OG0006737	XENTR00969	AMPFI_01450
OG0006738	XENTR19225, XENTR19226	AMPFI_07984
OG0006739	XENTR07449	AMPFI_08561
OG0006741	XENTR08382	AMPFI_00461
OG0006742	XENTR05493	AMPFI_07896
OG0006744	XENTR02584	AMPFI_01115
OG0006745	XENTR09899	AMPFI_01220, AMPFI_16543
OG0006747	XENTR03834, XENTR12326, XENTR14362	AMPFI_03041
OG0006748	XENTR03274	AMPFI_03340
OG0006749	XENTR01774	AMPFI_18893
OG0006750	XENTR07602	AMPFI_04945
OG0006752	XENTR02646	AMPFI_17541
OG0006753	XENTR11694	AMPFI_06164
OG0006754	XENTR18420	AMPFI_06462
OG0006755	XENTR10590	AMPFI_06654
OG0006756	XENTR18274	AMPFI_19520
OG0006757	XENTR12333	AMPFI_07042
OG0006758	XENTR19253	AMPFI_07316
OG0006759	XENTR11512	AMPFI_08740
OG0006760	XENTR04753, XENTR04751, XENTR04752	AMPFI_09555
OG0006761	XENTR01047	AMPFI_09705
OG0006762	XENTR06563	AMPFI_10593
OG0006763	XENTR16927, XENTR12254	AMPFI_11719
OG0006764	XENTR01594	AMPFI_11801
OG0006765	XENTR09754	AMPFI_12141
OG0006766	XENTR12590, XENTR12592	AMPFI_12392
OG0006768	XENTR17405	AMPFI_13299
OG0006769	XENTR18589	AMPFI_14038
OG0006770	XENTR10049	AMPFI_16289
OG0006771	XENTR13494, XENTR13493	AMPFI_20337
OG0006772	XENTR06880, XENTR06881	AMPFI_18299
OG0006775	XENTR01837	AMPFI_20249
OG0006776	XENTR07592	AMPFI_20448
OG0006777	XENTR14289	AMPFI_20964
OG0006780	XENTR12106	AMPFI_24381
OG0006826	XENTR13782	AMPFI_21636
OG0006828	XENTR08258	AMPFI_04049, AMPFI_19655, AMPFI_04309
OG0006829	XENTR09763	AMPFI_10798
OG0006830	XENTR13305	AMPFI_10183
OG0006831	XENTR14217	AMPFI_22424
OG0006832	XENTR10958	AMPFI_00483
OG0006833	XENTR00457	AMPFI_09046
OG0006835	XENTR08471	AMPFI_05723
OG0006837	XENTR02650	AMPFI_10070
OG0006838	XENTR01852	AMPFI_03070
OG0006839	XENTR04909, XENTR17585	AMPFI_06689
OG0006842	XENTR10401	AMPFI_06417
OG0006843	XENTR17465	AMPFI_16202, AMPFI_16995
OG0006844	XENTR08527	AMPFI_10399
OG0006845	XENTR11640	AMPFI_09743
OG0006846	XENTR12109	AMPFI_03085
OG0006847	XENTR00872	AMPFI_12960
OG0006848	XENTR07299, XENTR07526	AMPFI_18769
OG0006849	XENTR01645	AMPFI_06284
OG0006850	XENTR05570	AMPFI_14881
OG0006851	XENTR13145	AMPFI_17600
OG0006852	XENTR01320	AMPFI_13582
OG0006853	XENTR15554	AMPFI_20366
OG0006856	XENTR01007	AMPFI_04448
OG0006857	XENTR02316	AMPFI_22717
OG0006860	XENTR10215	AMPFI_10618
OG0006861	XENTR04183	AMPFI_09686
OG0006862	XENTR13534	AMPFI_05349
OG0006863	XENTR12976	AMPFI_14102, AMPFI_03794
OG0006864	XENTR01809	AMPFI_14090
OG0006865	XENTR09213	AMPFI_13506
OG0006867	XENTR01657	AMPFI_12490
OG0006868	XENTR07053	AMPFI_19450, AMPFI_19523, AMPFI_12981, AMPFI_25399, AMPFI_17882
OG0006870	XENTR10263	AMPFI_05126
OG0006871	XENTR07430	AMPFI_10294
OG0006872	XENTR03744	AMPFI_13550
OG0006873	XENTR13913	AMPFI_13615
OG0006874	XENTR14555	AMPFI_05028
OG0006875	XENTR10450	AMPFI_24435, AMPFI_14505
OG0006876	XENTR00090	AMPFI_08220
OG0006877	XENTR05237	AMPFI_19680
OG0006878	XENTR12365	AMPFI_10223
OG0006879	XENTR17009	AMPFI_25263
OG0006880	XENTR02819	AMPFI_12811
OG0006884	XENTR07604	AMPFI_15532
OG0006885	XENTR04782	AMPFI_09233
OG0006886	XENTR00696	AMPFI_12366
OG0006887	XENTR13961	AMPFI_10614
OG0006888	XENTR02537	AMPFI_11798
OG0006889	XENTR05963	AMPFI_10349
OG0006890	XENTR09541	AMPFI_06179
OG0006891	XENTR15690	AMPFI_10153
OG0006892	XENTR00113	AMPFI_04975
OG0006893	XENTR17439	AMPFI_01490
OG0006895	XENTR11833	AMPFI_21480, AMPFI_17058
OG0006896	XENTR12639	AMPFI_23895, AMPFI_02039
OG0006897	XENTR14076	AMPFI_08177
OG0006898	XENTR07636	AMPFI_13011
OG0006899	XENTR12237	AMPFI_13416
OG0006900	XENTR09605	AMPFI_19377
OG0006901	XENTR00120	AMPFI_24896
OG0006903	XENTR15633, XENTR06864	AMPFI_22719
OG0006904	XENTR03460	AMPFI_25492
OG0006905	XENTR19260	AMPFI_15393
OG0006906	XENTR10195	AMPFI_24996
OG0006907	XENTR18404	AMPFI_08400
OG0006909	XENTR18357	AMPFI_14481, AMPFI_00666
OG0006911	XENTR17645	AMPFI_20108
OG0006912	XENTR03948	AMPFI_14206, AMPFI_22688
OG0006913	XENTR04002	AMPFI_24890
OG0006914	XENTR15248	AMPFI_06074
OG0006915	XENTR05683	AMPFI_19156
OG0006916	XENTR18036	AMPFI_00335
OG0006917	XENTR03266	AMPFI_06566
OG0006918	XENTR10731, XENTR10730	AMPFI_10696
OG0006919	XENTR12172	AMPFI_02944
OG0006920	XENTR10785	AMPFI_10884
OG0006921	XENTR10556	AMPFI_26080
OG0006923	XENTR05461	AMPFI_08393
OG0006924	XENTR06768	AMPFI_17424
OG0006925	XENTR03837	AMPFI_14947
OG0006926	XENTR12859	AMPFI_09334
OG0006927	XENTR10634	AMPFI_22332
OG0006928	XENTR10691	AMPFI_10468
OG0006929	XENTR05894	AMPFI_15906
OG0006931	XENTR12285	AMPFI_14829, AMPFI_22093
OG0006932	XENTR01275	AMPFI_06908
OG0006934	XENTR15092	AMPFI_13627
OG0006935	XENTR08699	AMPFI_06775
OG0006936	XENTR08928	AMPFI_01142
OG0006937	XENTR04504	AMPFI_14568
OG0006939	XENTR12765	AMPFI_00736
OG0006940	XENTR01692	AMPFI_16402
OG0006942	XENTR09478	AMPFI_07605
OG0006943	XENTR15386	AMPFI_06307
OG0006944	XENTR07046	AMPFI_05110
OG0006945	XENTR00117	AMPFI_01614
OG0006946	XENTR16824, XENTR16825	AMPFI_00482
OG0006949	XENTR11256	AMPFI_13736
OG0006951	XENTR14803	AMPFI_18733
OG0006952	XENTR05143	AMPFI_09145
OG0006953	XENTR09448	AMPFI_16258
OG0006954	XENTR03844	AMPFI_10356
OG0006955	XENTR06398	AMPFI_17685
OG0006957	XENTR08977	AMPFI_21241
OG0006958	XENTR07775	AMPFI_10322
OG0006959	XENTR17553	AMPFI_13745
OG0006960	XENTR16241	AMPFI_10218
OG0006962	XENTR09246	AMPFI_08199
OG0006964	XENTR09387	AMPFI_13035
OG0006966	XENTR09367	AMPFI_08312
OG0006967	XENTR03908	AMPFI_20325
OG0006968	XENTR15434	AMPFI_08216
OG0006969	XENTR16749, XENTR16750, XENTR16751	AMPFI_09726
OG0006970	XENTR14271, XENTR14272	AMPFI_06662
OG0006971	XENTR01201	AMPFI_14130
OG0006972	XENTR19251	AMPFI_11218
OG0006973	XENTR09146	AMPFI_05114
OG0006974	XENTR12649, XENTR05529	AMPFI_19045
OG0006975	XENTR12996	AMPFI_12753
OG0006976	XENTR01210	AMPFI_11995
OG0006977	XENTR11302	AMPFI_09374
OG0006978	XENTR16961	AMPFI_11811, AMPFI_24207
OG0006979	XENTR01458	AMPFI_14493
OG0006980	XENTR06239	AMPFI_12230
OG0006981	XENTR16320	AMPFI_00245
OG0006982	XENTR11312	AMPFI_11090
OG0006985	XENTR11227	AMPFI_14367
OG0006988	XENTR12330	AMPFI_24904, AMPFI_02202
OG0006989	XENTR04170	AMPFI_03226
OG0006990	XENTR08922	AMPFI_11887
OG0006991	XENTR17838	AMPFI_07612
OG0006993	XENTR09372	AMPFI_01326
OG0006994	XENTR00114	AMPFI_02391
OG0006997	XENTR17546, XENTR17545	AMPFI_06778
OG0006998	XENTR06955	AMPFI_23858
OG0006999	XENTR00236	AMPFI_03627
OG0007000	XENTR01902, XENTR01901	AMPFI_00549
OG0007001	XENTR17344, XENTR17343	AMPFI_09798
OG0007003	XENTR16048	AMPFI_06800
OG0007005	XENTR07132	AMPFI_13442
OG0007006	XENTR12975	AMPFI_19647
OG0007008	XENTR18543	AMPFI_13646
OG0007009	XENTR09577	AMPFI_00275
OG0007010	XENTR05499	AMPFI_17159
OG0007011	XENTR05787	AMPFI_21944
OG0007012	XENTR03267	AMPFI_17251
OG0007013	XENTR09137	AMPFI_07544, AMPFI_03127
OG0007014	XENTR08855	AMPFI_10606
OG0007015	XENTR02491	AMPFI_13502
OG0007016	XENTR00478	AMPFI_09621
OG0007018	XENTR13179	AMPFI_23594
OG0007021	XENTR08839	AMPFI_10039
OG0007022	XENTR16029	AMPFI_18990
OG0007023	XENTR07024	AMPFI_09160
OG0007025	XENTR13731	AMPFI_15749
OG0007026	XENTR18056	AMPFI_14789
OG0007027	XENTR19169, XENTR11118	AMPFI_21576
OG0007028	XENTR00104	AMPFI_00486
OG0007030	XENTR05657	AMPFI_10233
OG0007031	XENTR07790	AMPFI_09873
OG0007032	XENTR17468	AMPFI_19209
OG0007033	XENTR16190	AMPFI_06964
OG0007034	XENTR05241	AMPFI_03185
OG0007035	XENTR06046	AMPFI_25418
OG0007036	XENTR17676, XENTR17677	AMPFI_06158
OG0007038	XENTR01237	AMPFI_15334
OG0007039	XENTR03063	AMPFI_14288
OG0007040	XENTR16157	AMPFI_05605
OG0007041	XENTR01415	AMPFI_08097
OG0007042	XENTR03360	AMPFI_23647
OG0007043	XENTR02003	AMPFI_14086
OG0007044	XENTR08465, XENTR13827	AMPFI_12621
OG0007045	XENTR05481	AMPFI_05641
OG0007046	XENTR09390	AMPFI_22387
OG0007047	XENTR12940	AMPFI_21115
OG0007048	XENTR12714	AMPFI_11198
OG0007050	XENTR10229	AMPFI_12891
OG0007052	XENTR10707, XENTR18218	AMPFI_08379
OG0007053	XENTR06867	AMPFI_11530
OG0007054	XENTR17771	AMPFI_12728
OG0007055	XENTR04557	AMPFI_18150
OG0007056	XENTR04936	AMPFI_07442
OG0007058	XENTR13895	AMPFI_14253
OG0007059	XENTR01903	AMPFI_06026
OG0007060	XENTR06697	AMPFI_02194
OG0007061	XENTR12828	AMPFI_25901
OG0007062	XENTR03101	AMPFI_13658
OG0007063	XENTR05680	AMPFI_08500
OG0007064	XENTR16371	AMPFI_05178
OG0007065	XENTR04111	AMPFI_15568
OG0007066	XENTR18528, XENTR05764	AMPFI_12944
OG0007068	XENTR04871	AMPFI_09888
OG0007072	XENTR07265	AMPFI_18252, AMPFI_16229
OG0007073	XENTR08573	AMPFI_14976
OG0007074	XENTR03247	AMPFI_09163
OG0007075	XENTR02206	AMPFI_05630
OG0007076	XENTR15551	AMPFI_19099
OG0007077	XENTR02860, XENTR01951	AMPFI_06540
OG0007078	XENTR01751	AMPFI_09494
OG0007079	XENTR16725	AMPFI_20822
OG0007080	XENTR05164	AMPFI_26007
OG0007081	XENTR06924	AMPFI_03841
OG0007082	XENTR16647	AMPFI_24447
OG0007083	XENTR12941	AMPFI_02939
OG0007084	XENTR15425	AMPFI_05390
OG0007085	XENTR03719	AMPFI_17499
OG0007086	XENTR15548	AMPFI_12116
OG0007087	XENTR10659	AMPFI_15665
OG0007088	XENTR13069	AMPFI_22367
OG0007090	XENTR04663	AMPFI_05362
OG0007091	XENTR16106	AMPFI_22286
OG0007092	XENTR09595	AMPFI_07515
OG0007093	XENTR09556	AMPFI_19322
OG0007094	XENTR03856	AMPFI_10492
OG0007095	XENTR11185	AMPFI_16541
OG0007096	XENTR15677	AMPFI_20333
OG0007098	XENTR00462	AMPFI_24023
