Orthogroup	XENTR	PFLAV
OG0006697	XENTR10497	TCONS_00026718.p1
OG0006698	XENTR05149	TCONS_00008813.p1
OG0006699	XENTR06331, XENTR06330	TCONS_00005799.p1, TCONS_00005785.p1
OG0006700	XENTR03198	TCONS_00022105.p1
OG0006703	XENTR04634	TCONS_00045997.p1
OG0006704	XENTR13888, XENTR13889	TCONS_00000539.p1
OG0006705	XENTR00293	TCONS_00052193.p1
OG0006706	XENTR07780	TCONS_00014874.p1
OG0006707	XENTR16134	TCONS_00014958.p1
OG0006708	XENTR18874	TCONS_00029711.p1
OG0006709	XENTR05409	TCONS_00056346.p1
OG0006710	XENTR18018	TCONS_00028493.p1
OG0006711	XENTR08893	TCONS_00000423.p1
OG0006712	XENTR03007	TCONS_00007395.p1
OG0006713	XENTR08986, XENTR14768	TCONS_00012197.p1
OG0006714	XENTR08721	TCONS_00026867.p1
OG0006715	XENTR17785, XENTR13166	TCONS_00047508.p1
OG0006716	XENTR13038	TCONS_00018192.p1
OG0006717	XENTR17648	TCONS_00012131.p1
OG0006718	XENTR09540	TCONS_00027315.p1
OG0006719	XENTR09126	TCONS_00014267.p1
OG0006720	XENTR09067	TCONS_00055157.p1, TCONS_00055188.p1
OG0006721	XENTR08095	TCONS_00027927.p1
OG0006723	XENTR16854	TCONS_00050670.p1
OG0006724	XENTR10084	TCONS_00050671.p1
OG0006725	XENTR07038	TCONS_00048951.p1
OG0006726	XENTR09612	TCONS_00044651.p1
OG0006727	XENTR05898	TCONS_00002233.p1, TCONS_00047000.p1
OG0006729	XENTR02778	TCONS_00053241.p1
OG0006730	XENTR07699	TCONS_00044178.p1
OG0006731	XENTR14502	TCONS_00048222.p1
OG0006732	XENTR17486	TCONS_00020263.p1
OG0006733	XENTR12805	TCONS_00010742.p1
OG0006734	XENTR17831	TCONS_00010746.p1
OG0006735	XENTR05221	TCONS_00006698.p1, TCONS_00006692.p1
OG0006736	XENTR09191, XENTR10482	TCONS_00008432.p1
OG0006737	XENTR00969	TCONS_00007118.p1
OG0006738	XENTR19225, XENTR19226	TCONS_00057052.p1
OG0006739	XENTR07449	TCONS_00027123.p1
OG0006741	XENTR08382	TCONS_00047318.p1
OG0006742	XENTR05493	TCONS_00043768.p1
OG0006744	XENTR02584	TCONS_00015329.p1, TCONS_00015326.p1
OG0006745	XENTR09899	TCONS_00050410.p1
OG0006747	XENTR03834, XENTR12326, XENTR14362	TCONS_00010637.p1
OG0006748	XENTR03274	TCONS_00018819.p1
OG0006749	XENTR01774	TCONS_00042544.p1
OG0006750	XENTR07602	TCONS_00018018.p1
OG0006752	XENTR02646	TCONS_00040754.p1
OG0006753	XENTR11694	TCONS_00011610.p1
OG0006754	XENTR18420	TCONS_00008287.p1
OG0006755	XENTR10590	TCONS_00042769.p1
OG0006756	XENTR18274	TCONS_00012561.p1
OG0006757	XENTR12333	TCONS_00011154.p1
OG0006758	XENTR19253	TCONS_00057241.p1
OG0006759	XENTR11512	TCONS_00049458.p1
OG0006760	XENTR04753, XENTR04751, XENTR04752	TCONS_00052472.p1
OG0006761	XENTR01047	TCONS_00041721.p1
OG0006762	XENTR06563	TCONS_00009970.p1
OG0006763	XENTR16927, XENTR12254	TCONS_00054857.p1
OG0006764	XENTR01594	TCONS_00042688.p1, TCONS_00042687.p1
OG0006765	XENTR09754	TCONS_00020825.p1
OG0006766	XENTR12590, XENTR12592	TCONS_00022745.p1
OG0006768	XENTR17405	TCONS_00040904.p1
OG0006769	XENTR18589	TCONS_00023716.p1, TCONS_00029383.p1
OG0006770	XENTR10049	TCONS_00029250.p1
OG0006772	XENTR06880, XENTR06881	TCONS_00026780.p1
OG0006775	XENTR01837	TCONS_00012501.p1
OG0006776	XENTR07592	TCONS_00055607.p1
OG0006777	XENTR14289	TCONS_00010464.p1
OG0006780	XENTR12106	TCONS_00011880.p1
OG0006784	XENTR17962	TCONS_00043506.p1, TCONS_00056166.p1
OG0006807	XENTR15642, XENTR14201	TCONS_00047216.p1
OG0006826	XENTR13782	TCONS_00041653.p1
OG0006827	XENTR00081	TCONS_00052486.p1
OG0006828	XENTR08258	TCONS_00028430.p1
OG0006829	XENTR09763	TCONS_00027627.p1
OG0006830	XENTR13305	TCONS_00010805.p1
OG0006832	XENTR10958	TCONS_00009744.p1
OG0006833	XENTR00457	TCONS_00007887.p1
OG0006835	XENTR08471	TCONS_00000118.p1
OG0006837	XENTR02650	TCONS_00035178.p1
OG0006838	XENTR01852	TCONS_00012572.p1
OG0006839	XENTR04909, XENTR17585	TCONS_00031378.p1
OG0006842	XENTR10401	TCONS_00052911.p1
OG0006843	XENTR17465	TCONS_00029554.p1
OG0006844	XENTR08527	TCONS_00028350.p1
OG0006845	XENTR11640	TCONS_00010267.p1
OG0006846	XENTR12109	TCONS_00010501.p1
OG0006847	XENTR00872	TCONS_00016701.p1
OG0006848	XENTR07299, XENTR07526	TCONS_00031133.p1
OG0006849	XENTR01645	TCONS_00011426.p1
OG0006850	XENTR05570	TCONS_00000533.p1, TCONS_00000535.p1, TCONS_00000530.p1
OG0006851	XENTR13145	TCONS_00026166.p1
OG0006852	XENTR01320	TCONS_00017237.p1
OG0006853	XENTR15554	TCONS_00049013.p1
OG0006856	XENTR01007	TCONS_00007016.p1
OG0006857	XENTR02316	TCONS_00021829.p1
OG0006860	XENTR10215	TCONS_00008747.p1
OG0006862	XENTR13534	TCONS_00011019.p1
OG0006863	XENTR12976	TCONS_00052861.p1
OG0006864	XENTR01809	TCONS_00041648.p1
OG0006865	XENTR09213	TCONS_00022194.p1
OG0006866	XENTR17686	TCONS_00050259.p1
OG0006867	XENTR01657	TCONS_00010725.p1
OG0006868	XENTR07053	TCONS_00010919.p1
OG0006869	XENTR02833	TCONS_00048793.p1
OG0006870	XENTR10263	TCONS_00021310.p1
OG0006871	XENTR07430	TCONS_00022851.p1
OG0006872	XENTR03744	TCONS_00019934.p1
OG0006873	XENTR13913	TCONS_00006389.p1
OG0006874	XENTR14555	TCONS_00013010.p1
OG0006875	XENTR10450	TCONS_00057246.p1
OG0006876	XENTR00090	TCONS_00054383.p1
OG0006877	XENTR05237	TCONS_00042767.p1
OG0006878	XENTR12365	TCONS_00054061.p1
OG0006879	XENTR17009	TCONS_00037030.p1
OG0006880	XENTR02819	TCONS_00014869.p1
OG0006882	XENTR10988	TCONS_00008216.p1
OG0006884	XENTR07604	TCONS_00001321.p1
OG0006885	XENTR04782	TCONS_00012966.p1
OG0006886	XENTR00696	TCONS_00023776.p1
OG0006887	XENTR13961	TCONS_00055244.p1
OG0006888	XENTR02537	TCONS_00017203.p1
OG0006889	XENTR05963	TCONS_00007492.p1
OG0006890	XENTR09541	TCONS_00026380.p1
OG0006891	XENTR15690	TCONS_00005459.p1
OG0006892	XENTR00113	TCONS_00055599.p1
OG0006893	XENTR17439	TCONS_00013269.p1
OG0006894	XENTR13122	TCONS_00013687.p1
OG0006895	XENTR11833	TCONS_00056044.p1
OG0006896	XENTR12639	TCONS_00030685.p1
OG0006897	XENTR14076	TCONS_00028324.p1
OG0006898	XENTR07636	TCONS_00008723.p1
OG0006899	XENTR12237	TCONS_00024262.p1
OG0006900	XENTR09605	TCONS_00000838.p1, TCONS_00000847.p1
OG0006901	XENTR00120	TCONS_00056765.p1
OG0006902	XENTR02201	TCONS_00036412.p1
OG0006903	XENTR15633, XENTR06864	TCONS_00004437.p1
OG0006904	XENTR03460	TCONS_00042496.p1
OG0006905	XENTR19260	TCONS_00008743.p1
OG0006906	XENTR10195	TCONS_00006172.p1
OG0006907	XENTR18404	TCONS_00045849.p1
OG0006908	XENTR03672	TCONS_00005913.p1
OG0006909	XENTR18357	TCONS_00049209.p1
OG0006911	XENTR17645	TCONS_00015301.p1
OG0006912	XENTR03948	TCONS_00015868.p1
OG0006913	XENTR04002	TCONS_00016051.p1
OG0006914	XENTR15248	TCONS_00028393.p1
OG0006915	XENTR05683	TCONS_00007143.p1
OG0006916	XENTR18036	TCONS_00029180.p1
OG0006917	XENTR03266	TCONS_00050600.p1
OG0006918	XENTR10731, XENTR10730	TCONS_00046489.p1
OG0006919	XENTR12172	TCONS_00026791.p1
OG0006920	XENTR10785	TCONS_00001003.p1
OG0006921	XENTR10556	TCONS_00042938.p1
OG0006922	XENTR00968	TCONS_00013220.p1
OG0006923	XENTR05461	TCONS_00002022.p1
OG0006924	XENTR06768	TCONS_00019814.p1
OG0006925	XENTR03837	TCONS_00056528.p1
OG0006926	XENTR12859	TCONS_00017933.p1
OG0006927	XENTR10634	TCONS_00056916.p1
OG0006928	XENTR10691	TCONS_00017403.p1
OG0006929	XENTR05894	TCONS_00001534.p1
OG0006930	XENTR05716	TCONS_00002013.p1
OG0006931	XENTR12285	TCONS_00016839.p1
OG0006932	XENTR01275	TCONS_00013192.p1
OG0006934	XENTR15092	TCONS_00021826.p1
OG0006935	XENTR08699	TCONS_00027216.p1
OG0006936	XENTR08928	TCONS_00026943.p1
OG0006937	XENTR04504	TCONS_00023523.p1, TCONS_00023513.p1, TCONS_00023468.p1
OG0006938	XENTR16149	TCONS_00048561.p1
OG0006939	XENTR12765	TCONS_00045731.p1, TCONS_00045732.p1
OG0006940	XENTR01692	TCONS_00020637.p1
OG0006942	XENTR09478	TCONS_00011962.p1
OG0006943	XENTR15386	TCONS_00016606.p1
OG0006944	XENTR07046	TCONS_00032488.p1
OG0006945	XENTR00117	TCONS_00057264.p1
OG0006946	XENTR16824, XENTR16825	TCONS_00015357.p1
OG0006948	XENTR04780	TCONS_00012980.p1
OG0006949	XENTR11256	TCONS_00019352.p1
OG0006951	XENTR14803	TCONS_00004238.p1
OG0006952	XENTR05143	TCONS_00007043.p1
OG0006953	XENTR09448	TCONS_00057019.p1
OG0006954	XENTR03844	TCONS_00010499.p1
OG0006955	XENTR06398	TCONS_00048448.p1
OG0006957	XENTR08977	TCONS_00026693.p1
OG0006958	XENTR07775	TCONS_00016237.p1
OG0006959	XENTR17553	TCONS_00017783.p1
OG0006960	XENTR16241	TCONS_00000655.p1
OG0006962	XENTR09246	TCONS_00051747.p1
OG0006964	XENTR09387	TCONS_00013322.p1
OG0006966	XENTR09367	TCONS_00021949.p1
OG0006967	XENTR03908	TCONS_00013925.p1, TCONS_00013924.p1
OG0006968	XENTR15434	TCONS_00008544.p1
OG0006969	XENTR16749, XENTR16750, XENTR16751	TCONS_00027604.p1
OG0006970	XENTR14271, XENTR14272	TCONS_00006686.p1
OG0006971	XENTR01201	TCONS_00006676.p1
OG0006972	XENTR19251	TCONS_00008627.p1
OG0006973	XENTR09146	TCONS_00001025.p1
OG0006974	XENTR12649, XENTR05529	TCONS_00055278.p1
OG0006975	XENTR12996	TCONS_00001197.p1
OG0006976	XENTR01210	TCONS_00002169.p1, TCONS_00002172.p1
OG0006977	XENTR11302	TCONS_00047323.p1
OG0006978	XENTR16961	TCONS_00028090.p1
OG0006979	XENTR01458	TCONS_00057104.p1, TCONS_00057116.p1
OG0006980	XENTR06239	TCONS_00052008.p1
OG0006981	XENTR16320	TCONS_00056032.p1
OG0006982	XENTR11312	TCONS_00027060.p1
OG0006984	XENTR13708, XENTR02353	TCONS_00024114.p1
OG0006985	XENTR11227	TCONS_00049518.p1
OG0006987	XENTR01282, XENTR01281	TCONS_00004775.p1, TCONS_00031258.p1, TCONS_00016667.p1
OG0006988	XENTR12330	TCONS_00010329.p1
OG0006989	XENTR04170	TCONS_00055897.p1
OG0006990	XENTR08922	TCONS_00030941.p1
OG0006991	XENTR17838	TCONS_00045078.p1
OG0006993	XENTR09372	TCONS_00022435.p1
OG0006994	XENTR00114	TCONS_00002645.p1
OG0006996	XENTR01652	TCONS_00010926.p1
OG0006997	XENTR17546, XENTR17545	TCONS_00048268.p1
OG0006998	XENTR06955	TCONS_00056048.p1
OG0006999	XENTR00236	TCONS_00018389.p1
OG0007000	XENTR01902, XENTR01901	TCONS_00026369.p1, TCONS_00026368.p1
OG0007001	XENTR17344, XENTR17343	TCONS_00035924.p1
OG0007002	XENTR06832	TCONS_00016683.p1
OG0007003	XENTR16048	TCONS_00007710.p1
OG0007005	XENTR07132	TCONS_00005914.p1
OG0007006	XENTR12975	TCONS_00042060.p1
OG0007008	XENTR18543	TCONS_00029015.p1
OG0007009	XENTR09577	TCONS_00031874.p1
OG0007010	XENTR05499	TCONS_00042742.p1
OG0007011	XENTR05787	TCONS_00043983.p1
OG0007012	XENTR03267	TCONS_00030131.p1
OG0007013	XENTR09137	TCONS_00013691.p1
OG0007014	XENTR08855	TCONS_00026656.p1
OG0007015	XENTR02491	TCONS_00009257.p1
OG0007016	XENTR00478	TCONS_00007491.p1
OG0007017	XENTR16539	TCONS_00021379.p1
OG0007018	XENTR13179	TCONS_00013158.p1
OG0007019	XENTR13839	TCONS_00014248.p1
OG0007020	XENTR09770	TCONS_00025884.p1
OG0007021	XENTR08839	TCONS_00020938.p1
OG0007022	XENTR16029	TCONS_00056686.p1
OG0007023	XENTR07024	TCONS_00049329.p1
OG0007025	XENTR13731	TCONS_00055826.p1
OG0007026	XENTR18056	TCONS_00025829.p1, TCONS_00024459.p1
OG0007027	XENTR19169, XENTR11118	TCONS_00047558.p1
OG0007030	XENTR05657	TCONS_00030781.p1
OG0007031	XENTR07790	TCONS_00046498.p1
OG0007032	XENTR17468	TCONS_00000637.p1
OG0007033	XENTR16190	TCONS_00011250.p1
OG0007034	XENTR05241	TCONS_00054961.p1
OG0007035	XENTR06046	TCONS_00034953.p1
OG0007036	XENTR17676, XENTR17677	TCONS_00014868.p1
OG0007037	XENTR05417	TCONS_00055622.p1
OG0007038	XENTR01237	TCONS_00048491.p1
OG0007039	XENTR03063	TCONS_00011868.p1
OG0007040	XENTR16157	TCONS_00015577.p1
OG0007041	XENTR01415	TCONS_00033170.p1
OG0007042	XENTR03360	TCONS_00003604.p1
OG0007043	XENTR02003	TCONS_00027745.p1
OG0007044	XENTR08465, XENTR13827	TCONS_00043439.p1
OG0007045	XENTR05481	TCONS_00054903.p1
OG0007046	XENTR09390	TCONS_00001135.p1
OG0007047	XENTR12940	TCONS_00015352.p1
OG0007048	XENTR12714	TCONS_00013693.p1
OG0007050	XENTR10229	TCONS_00027092.p1
OG0007052	XENTR10707, XENTR18218	TCONS_00037844.p1
OG0007053	XENTR06867	TCONS_00033075.p1
OG0007054	XENTR17771	TCONS_00006174.p1
OG0007055	XENTR04557	TCONS_00006739.p1
OG0007056	XENTR04936	TCONS_00003503.p1
OG0007058	XENTR13895	TCONS_00040470.p1
OG0007059	XENTR01903	TCONS_00027327.p1
OG0007060	XENTR06697	TCONS_00055756.p1
OG0007061	XENTR12828	TCONS_00026381.p1
OG0007062	XENTR03101	TCONS_00051560.p1
OG0007063	XENTR05680	TCONS_00013713.p1
OG0007064	XENTR16371	TCONS_00042533.p1
OG0007065	XENTR04111	TCONS_00023245.p1
OG0007066	XENTR18528, XENTR05764	TCONS_00022269.p1
OG0007068	XENTR04871	TCONS_00030207.p1
OG0007069	XENTR06666	TCONS_00009852.p1
OG0007070	XENTR08595	TCONS_00022825.p1, TCONS_00021624.p1
OG0007071	XENTR07783	TCONS_00054222.p1
OG0007072	XENTR07265	TCONS_00007191.p1
OG0007073	XENTR08573	TCONS_00051978.p1
OG0007074	XENTR03247	TCONS_00036890.p1
OG0007075	XENTR02206	TCONS_00031214.p1, TCONS_00031191.p1
OG0007076	XENTR15551	TCONS_00016847.p1
OG0007077	XENTR02860, XENTR01951	TCONS_00042859.p1
OG0007078	XENTR01751	TCONS_00003826.p1, TCONS_00003804.p1
OG0007079	XENTR16725	TCONS_00018783.p1
OG0007080	XENTR05164	TCONS_00017745.p1
OG0007081	XENTR06924	TCONS_00016796.p1
OG0007082	XENTR16647	TCONS_00017347.p1, TCONS_00017363.p1
OG0007083	XENTR12941	TCONS_00016430.p1
OG0007084	XENTR15425	TCONS_00007233.p1
OG0007085	XENTR03719	TCONS_00023439.p1
OG0007086	XENTR15548	TCONS_00049476.p1
OG0007087	XENTR10659	TCONS_00045677.p2, TCONS_00046754.p1
OG0007088	XENTR13069	TCONS_00044974.p1
OG0007090	XENTR04663	TCONS_00054332.p1
OG0007091	XENTR16106	TCONS_00046618.p1
OG0007092	XENTR09595	TCONS_00009665.p1
OG0007093	XENTR09556	TCONS_00053768.p1
OG0007094	XENTR03856	TCONS_00009578.p1
OG0007095	XENTR11185	TCONS_00012814.p1
OG0007096	XENTR15677	TCONS_00003040.p1
OG0007097	XENTR10319	TCONS_00052445.p1, TCONS_00040903.p1
OG0007098	XENTR00462	TCONS_00033201.p1, TCONS_00008826.p1
OG0007099	XENTR01909	TCONS_00009517.p1
OG0007100	XENTR02538	TCONS_00049528.p1
OG0007102	XENTR10584	TCONS_00042851.p1
OG0007103	XENTR09292	TCONS_00030082.p1
OG0007105	XENTR17989, XENTR17988	TCONS_00006169.p1
OG0007106	XENTR02834	TCONS_00047227.p1
OG0007107	XENTR15605	TCONS_00014572.p1
OG0007108	XENTR11156	TCONS_00006170.p1
OG0007109	XENTR17008	TCONS_00037031.p1
OG0007111	XENTR16348	TCONS_00007529.p1
OG0007112	XENTR05305	TCONS_00029738.p1
OG0007113	XENTR07047	TCONS_00047530.p1
OG0007114	XENTR17139	TCONS_00008157.p1
OG0007115	XENTR10736	TCONS_00008987.p1
OG0007116	XENTR07013	TCONS_00013947.p1
OG0007117	XENTR15556	TCONS_00047577.p1
OG0007118	XENTR11167	TCONS_00001877.p1
OG0007119	XENTR00359	TCONS_00052985.p1, TCONS_00052977.p1
OG0007120	XENTR11017	TCONS_00053428.p1
OG0007122	XENTR13022	TCONS_00050924.p1
OG0007123	XENTR09569	TCONS_00026911.p1
OG0007124	XENTR10585	TCONS_00043163.p1
OG0007125	XENTR13558	TCONS_00034395.p1, TCONS_00034463.p1
OG0007126	XENTR05105	TCONS_00010845.p1
OG0007127	XENTR03372	TCONS_00019274.p1
OG0007128	XENTR05067	TCONS_00054786.p1, TCONS_00038866.p1
OG0007129	XENTR12454, XENTR12453	TCONS_00026026.p1
OG0007130	XENTR10790	TCONS_00047510.p1
OG0007131	XENTR04760	TCONS_00053264.p1
OG0007132	XENTR18457	TCONS_00046363.p1
OG0007133	XENTR06849	TCONS_00029153.p1
OG0007134	XENTR14638	TCONS_00041920.p1
OG0007135	XENTR14139	TCONS_00018971.p1
OG0007136	XENTR11242	TCONS_00028952.p1
OG0007137	XENTR16364	TCONS_00014362.p1
OG0007138	XENTR01287	TCONS_00015362.p1
OG0007139	XENTR18713	TCONS_00016896.p1
OG0007140	XENTR14828, XENTR13212	TCONS_00053561.p1
OG0007141	XENTR04779	TCONS_00012294.p1
OG0007143	XENTR13932	TCONS_00045330.p1
OG0007144	XENTR05104	TCONS_00011322.p1
OG0007145	XENTR04506	TCONS_00046303.p1
OG0007147	XENTR17348	TCONS_00050872.p1
OG0007148	XENTR15137	TCONS_00048638.p1
OG0007150	XENTR09755	TCONS_00008146.p1
OG0007151	XENTR05788	TCONS_00042529.p1
OG0007153	XENTR08905	TCONS_00011695.p1
OG0007154	XENTR03882	TCONS_00009690.p1
OG0007158	XENTR08364	TCONS_00007848.p1
OG0007159	XENTR09164	TCONS_00015808.p1
OG0007160	XENTR00523	TCONS_00009021.p1
OG0007161	XENTR12550, XENTR15126	TCONS_00007008.p1
OG0007164	XENTR00655	TCONS_00002256.p1
OG0007165	XENTR02602	TCONS_00017776.p1
OG0007166	XENTR10142	TCONS_00024144.p1
OG0007168	XENTR01098	TCONS_00055660.p1
OG0007171	XENTR07480	TCONS_00010138.p1
OG0007172	XENTR03310, XENTR03311, XENTR03309	TCONS_00043011.p1
OG0007173	XENTR13485	TCONS_00051896.p1
OG0007174	XENTR18531, XENTR02471	TCONS_00007979.p1
OG0007175	XENTR08705, XENTR08706	TCONS_00023372.p1, TCONS_00023371.p1, TCONS_00023408.p1
OG0007176	XENTR14504	TCONS_00040411.p1
OG0007177	XENTR13081	TCONS_00010636.p1
OG0007178	XENTR03949	TCONS_00016052.p1
OG0007179	XENTR10416	TCONS_00019736.p1, TCONS_00019726.p1
OG0007181	XENTR10462	TCONS_00038911.p1, TCONS_00041145.p1
OG0007182	XENTR01510	TCONS_00022331.p1
OG0007183	XENTR04220	TCONS_00046337.p1
OG0007185	XENTR07399	TCONS_00035310.p1, TCONS_00035096.p1, TCONS_00045105.p1, TCONS_00045100.p1
OG0007186	XENTR13974	TCONS_00003055.p1
OG0007187	XENTR07115	TCONS_00019991.p1
OG0007188	XENTR08812	TCONS_00056408.p1
OG0007189	XENTR03901	TCONS_00012994.p1
OG0007191	XENTR04764	TCONS_00054320.p1
OG0007192	XENTR00135	TCONS_00056981.p1
OG0007195	XENTR00526, XENTR16177	TCONS_00003009.p1
OG0007200	XENTR08147	TCONS_00031248.p1
OG0007201	XENTR08891	TCONS_00012488.p1
OG0007204	XENTR00365, XENTR13207	TCONS_00053739.p1
OG0007209	XENTR06157, XENTR18958, XENTR11763	TCONS_00005099.p1
OG0007213	XENTR01769, XENTR01768	TCONS_00012239.p1
OG0007214	XENTR18678	TCONS_00025552.p1
OG0007248	XENTR09965, XENTR09966	TCONS_00008889.p1
OG0007250	XENTR15090, XENTR15089	TCONS_00022493.p1
OG0007251	XENTR16778	TCONS_00029700.p1
OG0007253	XENTR15675, XENTR06641	TCONS_00007438.p1
OG0007254	XENTR16036	TCONS_00050275.p1
OG0007255	XENTR03356, XENTR03355	TCONS_00056623.p1
OG0007256	XENTR05599	TCONS_00013533.p1
OG0007258	XENTR05062	TCONS_00029836.p1
OG0007261	XENTR14144	TCONS_00054521.p1
OG0007264	XENTR00464, XENTR00463	TCONS_00009451.p1
OG0007266	XENTR14040	TCONS_00049668.p1
OG0007267	XENTR00329	TCONS_00053410.p1
OG0007268	XENTR07436	TCONS_00021568.p1
OG0007269	XENTR08034, XENTR06073	TCONS_00017528.p1, TCONS_00018132.p1
OG0007270	XENTR00919	TCONS_00042829.p1
OG0007271	XENTR06576	TCONS_00013933.p1
OG0007272	XENTR18622	TCONS_00052083.p1
OG0007273	XENTR11486	TCONS_00038194.p1
OG0007274	XENTR14808	TCONS_00004667.p1
OG0007275	XENTR10112	TCONS_00005999.p1
OG0007276	XENTR17394	TCONS_00028742.p1
OG0007279	XENTR03525	TCONS_00005992.p1
OG0007280	XENTR04651	TCONS_00045995.p1
OG0007281	XENTR00958	TCONS_00012551.p1
OG0007282	XENTR10935	TCONS_00006842.p1
OG0007283	XENTR07330	TCONS_00002100.p1
OG0007284	XENTR07884, XENTR03693	TCONS_00002347.p1
OG0007285	XENTR05890	TCONS_00002156.p1
OG0007286	XENTR12572	TCONS_00028996.p1
OG0007288	XENTR04861	TCONS_00031264.p1
OG0007289	XENTR01683	TCONS_00054996.p1
OG0007290	XENTR07276	TCONS_00007187.p1
OG0007291	XENTR02444	TCONS_00008947.p1
OG0007292	XENTR16459	TCONS_00035530.p1, TCONS_00035602.p1
OG0007293	XENTR15743	TCONS_00045187.p1
OG0007294	XENTR14997	TCONS_00019618.p1
OG0007295	XENTR04865	TCONS_00030149.p1
OG0007296	XENTR00485	TCONS_00004477.p1
OG0007297	XENTR19091	TCONS_00013759.p1
OG0007298	XENTR05560	TCONS_00043853.p1
OG0007299	XENTR02278	TCONS_00026956.p1
OG0007300	XENTR05357	TCONS_00055881.p1
OG0007302	XENTR00417	TCONS_00042008.p1
OG0007303	XENTR14363	TCONS_00021677.p1
OG0007304	XENTR08025	TCONS_00017068.p1
OG0007305	XENTR16934	TCONS_00039824.p1
OG0007306	XENTR11408	TCONS_00002187.p1
OG0007307	XENTR00613	TCONS_00003884.p1
OG0007308	XENTR02295	TCONS_00004027.p1
OG0007309	XENTR13050	TCONS_00010691.p1
OG0007310	XENTR13427	TCONS_00055647.p1
OG0007312	XENTR01859	TCONS_00012482.p1
OG0007314	XENTR14853	TCONS_00010379.p1
OG0007316	XENTR04896	TCONS_00006026.p1
OG0007317	XENTR13051	TCONS_00046686.p1
OG0007318	XENTR08377	TCONS_00049203.p1
OG0007319	XENTR16805	TCONS_00045987.p1
OG0007320	XENTR11235	TCONS_00029160.p1
OG0007323	XENTR08193, XENTR08194	TCONS_00018010.p1
OG0007325	XENTR07774	TCONS_00007263.p1
OG0007326	XENTR05294	TCONS_00019324.p1
OG0007329	XENTR12936	TCONS_00015001.p1
OG0007330	XENTR08463	TCONS_00042612.p1
OG0007331	XENTR00732	TCONS_00017202.p1
OG0007333	XENTR12288	TCONS_00022881.p1
OG0007334	XENTR18884	TCONS_00020764.p1
OG0007335	XENTR07715	TCONS_00012140.p1
OG0007336	XENTR19188, XENTR12086	TCONS_00001393.p1, TCONS_00001399.p1
OG0007337	XENTR18440, XENTR09152	TCONS_00018627.p1
OG0007338	XENTR13663	TCONS_00050471.p1
OG0007339	XENTR03376	TCONS_00055656.p1
OG0007340	XENTR11750	TCONS_00016057.p1
OG0007341	XENTR00193	TCONS_00016545.p1
OG0007342	XENTR05724	TCONS_00014969.p1, TCONS_00052712.p1
OG0007343	XENTR09826	TCONS_00052916.p1
OG0007344	XENTR15343	TCONS_00010788.p1
OG0007345	XENTR05583, XENTR13476	TCONS_00030892.p1
OG0007347	XENTR11224	TCONS_00027454.p1
OG0007348	XENTR09214	TCONS_00021307.p1
OG0007351	XENTR03181	TCONS_00019320.p1
OG0007353	XENTR09557	TCONS_00008823.p1
OG0007354	XENTR00406	TCONS_00019461.p1
OG0007356	XENTR01249	TCONS_00049071.p1
OG0007357	XENTR15128	TCONS_00011016.p1
OG0007358	XENTR00577, XENTR00576	TCONS_00029301.p1
OG0007359	XENTR02146	TCONS_00009375.p1
OG0007360	XENTR00103	TCONS_00016357.p1
OG0007361	XENTR11435	TCONS_00029124.p1, TCONS_00029129.p1
OG0007363	XENTR10822	TCONS_00042576.p1
OG0007364	XENTR05632	TCONS_00043040.p1
OG0007365	XENTR00063	TCONS_00054495.p1
OG0007366	XENTR08103	TCONS_00027860.p1
OG0007367	XENTR00303	TCONS_00054210.p1
OG0007368	XENTR04464	TCONS_00023382.p1, TCONS_00023348.p1, TCONS_00023381.p1
OG0007369	XENTR01060	TCONS_00056741.p1
OG0007370	XENTR06534	TCONS_00006543.p1
OG0007371	XENTR13383	TCONS_00026558.p1
OG0007372	XENTR12651	TCONS_00002920.p1
OG0007373	XENTR03573	TCONS_00056390.p1, TCONS_00041425.p1
OG0007374	XENTR06461	TCONS_00027657.p1
OG0007376	XENTR04648	TCONS_00046614.p1
OG0007377	XENTR03953	TCONS_00015260.p1
OG0007378	XENTR11537	TCONS_00021076.p1
OG0007379	XENTR13530	TCONS_00003495.p1
OG0007380	XENTR17613	TCONS_00019634.p1
OG0007381	XENTR10253	TCONS_00013896.p1
OG0007384	XENTR07600	TCONS_00000901.p1
OG0007385	XENTR11824	TCONS_00025457.p1
OG0007386	XENTR18391	TCONS_00045807.p1
OG0007387	XENTR14518	TCONS_00015964.p1
OG0007388	XENTR17197	TCONS_00053201.p1, TCONS_00053202.p1
OG0007389	XENTR06158	TCONS_00000201.p1
OG0007390	XENTR18596	TCONS_00013719.p1, TCONS_00013718.p1
OG0007391	XENTR01526	TCONS_00006040.p1
OG0007392	XENTR04287	TCONS_00052672.p1
OG0007393	XENTR11702	TCONS_00011541.p1
OG0007394	XENTR12646	TCONS_00010962.p1
OG0007395	XENTR07594	TCONS_00013162.p1
OG0007396	XENTR00514	TCONS_00007368.p1
OG0007397	XENTR00313	TCONS_00053178.p1
OG0007399	XENTR04879	TCONS_00002016.p1
OG0007400	XENTR06104, XENTR06105	TCONS_00021504.p1
OG0007402	XENTR11340	TCONS_00013464.p1
OG0007403	XENTR09758	TCONS_00010423.p1
OG0007405	XENTR12887	TCONS_00006553.p1
OG0007406	XENTR00832	TCONS_00004889.p1
OG0007407	XENTR07577	TCONS_00030604.p1
