Orthogroup	XENTR	MOUSE
OG0006477	XENTR04447	MOUSE47325
OG0006478	XENTR14784	MOUSE18471, MOUSE18472
OG0006479	XENTR08062	MOUSE35163, MOUSE35164
OG0006480	XENTR17557	MOUSE21333
OG0006481	XENTR02608	MOUSE02030, MOUSE51052
OG0006482	XENTR03862	MOUSE07260, MOUSE07262
OG0006483	XENTR10963	MOUSE07206, MOUSE07204
OG0006485	XENTR16219	MOUSE20333
OG0006486	XENTR11132, XENTR15545	MOUSE40716, MOUSE40715, MOUSE01974, MOUSE01975
OG0006487	XENTR02802	MOUSE52846, MOUSE52845, MOUSE52844
OG0006488	XENTR02069	MOUSE42690, MOUSE42689
OG0006490	XENTR10811	MOUSE01816
OG0006491	XENTR07123	MOUSE18971
OG0006493	XENTR17127, XENTR17126	MOUSE45214, MOUSE45215, MOUSE45212, MOUSE45216
OG0006494	XENTR09027	MOUSE29560
OG0006495	XENTR18761	MOUSE04122
OG0006496	XENTR00108	MOUSE23975, MOUSE23974, MOUSE23972, MOUSE23971
OG0006497	XENTR00921	MOUSE12999, MOUSE12998
OG0006498	XENTR16311	MOUSE54568, MOUSE54567
OG0006499	XENTR01284	MOUSE23782, MOUSE23784, MOUSE23783
OG0006500	XENTR11715	MOUSE07711, MOUSE07712, MOUSE07710
OG0006501	XENTR12662	MOUSE43338, MOUSE43339, MOUSE43337
OG0006502	XENTR18276	MOUSE04763, MOUSE04764, MOUSE04765
OG0006503	XENTR17521	MOUSE47999
OG0006504	XENTR07120	MOUSE38033, MOUSE38032, MOUSE38034
OG0006505	XENTR02899	MOUSE18917
OG0006506	XENTR01492	MOUSE15973, MOUSE15972
OG0006508	XENTR12459, XENTR11779	MOUSE36086, MOUSE36085
OG0006509	XENTR13835	MOUSE48743
OG0006510	XENTR16128	MOUSE28964, MOUSE28965
OG0006511	XENTR06903	MOUSE27840, MOUSE44519
OG0006512	XENTR05619	MOUSE48697
OG0006513	XENTR00521	MOUSE48943
OG0006514	XENTR05648	MOUSE30039, MOUSE30040
OG0006515	XENTR13526	MOUSE08195, MOUSE08193, MOUSE08194
OG0006516	XENTR13095	MOUSE27482
OG0006517	XENTR09962	MOUSE18538
OG0006518	XENTR09393	MOUSE00593, MOUSE00594, MOUSE00592, MOUSE00595
OG0006519	XENTR05535	MOUSE24786
OG0006520	XENTR13195	MOUSE29790, MOUSE29789
OG0006522	XENTR10203	MOUSE04682
OG0006523	XENTR02071	MOUSE42761
OG0006524	XENTR02379	MOUSE39018, MOUSE39019
OG0006526	XENTR18522	MOUSE13960
OG0006527	XENTR17417	MOUSE06472, MOUSE06471, MOUSE06470
OG0006528	XENTR04191	MOUSE22560, MOUSE22559, MOUSE22558
OG0006530	XENTR16908	MOUSE30222
OG0006532	XENTR09832	MOUSE01404
OG0006534	XENTR11837	MOUSE21167
OG0006535	XENTR18789	MOUSE41980, MOUSE41979, MOUSE41981
OG0006536	XENTR11449	MOUSE48901, MOUSE48899, MOUSE48900, MOUSE48898
OG0006537	XENTR01017	MOUSE48761
OG0006538	XENTR03139	MOUSE26266
OG0006540	XENTR11917	MOUSE55045, MOUSE55046, MOUSE55043, MOUSE55042, MOUSE55044
OG0006541	XENTR13987	MOUSE10561, MOUSE10557, MOUSE10558, MOUSE10559, MOUSE10560
OG0006542	XENTR13194	MOUSE29787, MOUSE29788, MOUSE29786
OG0006543	XENTR05755	MOUSE52038
OG0006544	XENTR15901	MOUSE28396
OG0006545	XENTR06549	MOUSE32676, MOUSE32674
OG0006546	XENTR13406	MOUSE08071
OG0006549	XENTR02344	MOUSE14545
OG0006550	XENTR00769, XENTR00770	MOUSE24976
OG0006551	XENTR18892	MOUSE30944, MOUSE30943, MOUSE30942
OG0006552	XENTR05835	MOUSE10340, MOUSE10339
OG0006553	XENTR01394	MOUSE38559, MOUSE38560
OG0006554	XENTR10302	MOUSE37728, MOUSE37726, MOUSE37727
OG0006555	XENTR04187	MOUSE22556
OG0006556	XENTR16928	MOUSE16511
OG0006557	XENTR04539	MOUSE02772, MOUSE02771, MOUSE02773
OG0006559	XENTR13926	MOUSE18425, MOUSE18426
OG0006559	XENTR04712	MOUSE20855, MOUSE20856
OG0006560	XENTR12102	MOUSE07751, MOUSE07752
OG0006561	XENTR09007	MOUSE07407, MOUSE07406
OG0006562	XENTR12591, XENTR12589	MOUSE54431, MOUSE02138, MOUSE54430, MOUSE54429
OG0006563	XENTR14698	MOUSE11016, MOUSE11018, MOUSE11017
OG0006564	XENTR07133	MOUSE38057
OG0006565	XENTR05991	MOUSE39122
OG0006565	XENTR11310	MOUSE10893, MOUSE10894
OG0006566	XENTR07371	MOUSE05111, MOUSE05110, MOUSE05119, MOUSE05121, MOUSE05120, MOUSE05118
OG0006567	XENTR02458	MOUSE28612
OG0006568	XENTR09608	MOUSE00150
OG0006569	XENTR00615	MOUSE02949, MOUSE02948
OG0006570	XENTR12937	MOUSE17869, MOUSE17870
OG0006571	XENTR05803	MOUSE10425, MOUSE10423
OG0006572	XENTR00004	MOUSE33656, MOUSE33655, MOUSE33654
OG0006573	XENTR10805	MOUSE04658
OG0006574	XENTR04351	MOUSE18407
OG0006575	XENTR06177	MOUSE25413, MOUSE25411, MOUSE25410, MOUSE25409, MOUSE25412
OG0006577	XENTR14469	MOUSE51174, MOUSE51175, MOUSE51176, MOUSE51173
OG0006578	XENTR12631, XENTR12630	MOUSE35928, MOUSE35927
OG0006579	XENTR13945	MOUSE32954, MOUSE32953, MOUSE32952, MOUSE32955
OG0006580	XENTR13958, XENTR13959	MOUSE05305, MOUSE05304, MOUSE05303
OG0006581	XENTR10059	MOUSE51836
OG0006583	XENTR16033	MOUSE00099
OG0006584	XENTR02296	MOUSE11385, MOUSE11380, MOUSE11382, MOUSE11381
OG0006585	XENTR12780	MOUSE02985, MOUSE02986
OG0006586	XENTR00497	MOUSE49584
OG0006587	XENTR11980	MOUSE43220, MOUSE43217, MOUSE43218, MOUSE43219, MOUSE43216
OG0006588	XENTR06817	MOUSE55160, MOUSE55159
OG0006589	XENTR01351	MOUSE40526, MOUSE40528, MOUSE40527, MOUSE40525, MOUSE40524
OG0006590	XENTR14263	MOUSE41529, MOUSE41530
OG0006591	XENTR11790	MOUSE13633
OG0006592	XENTR01236	MOUSE31031, MOUSE31033, MOUSE31034, MOUSE31030, MOUSE31032
OG0006593	XENTR12622	MOUSE53333, MOUSE53332, MOUSE53331
OG0006594	XENTR18025	MOUSE46304, MOUSE46303
OG0006595	XENTR09437	MOUSE11155, MOUSE11154
OG0006596	XENTR12773	MOUSE28679
OG0006597	XENTR00700	MOUSE28239, MOUSE53941
OG0006598	XENTR14326	MOUSE32270
OG0006599	XENTR02707	MOUSE40426
OG0006599	XENTR16196	MOUSE36734
OG0006600	XENTR13734, XENTR13733	MOUSE06170
OG0006601	XENTR18766, XENTR06297, XENTR01087	MOUSE22934, MOUSE22935, MOUSE22936
OG0006602	XENTR15212	MOUSE48843, MOUSE48842, MOUSE48844
OG0006603	XENTR10213	MOUSE49497
OG0006604	XENTR09447, XENTR09446	MOUSE04487, MOUSE04486
OG0006606	XENTR05954	MOUSE49675
OG0006607	XENTR13594	MOUSE33913, MOUSE33912
OG0006608	XENTR00251	MOUSE30019
OG0006609	XENTR06296	MOUSE35588
OG0006610	XENTR07341	MOUSE17087, MOUSE17086, MOUSE17088
OG0006611	XENTR05216	MOUSE02492, MOUSE02494, MOUSE02493
OG0006612	XENTR11538	MOUSE18460
OG0006614	XENTR18989	MOUSE41919
OG0006615	XENTR06546	MOUSE19081
OG0006617	XENTR08021, XENTR08020	MOUSE06872, MOUSE06873
OG0006618	XENTR16353	MOUSE19921
OG0006619	XENTR02127, XENTR02126	MOUSE09213
OG0006620	XENTR12760	MOUSE34069
OG0006620	XENTR03634	MOUSE12640
OG0006621	XENTR16711	MOUSE38258, MOUSE38257, MOUSE38259, MOUSE38255, MOUSE38256
OG0006622	XENTR12562	MOUSE33010, MOUSE55184
OG0006623	XENTR09849	MOUSE27138
OG0006624	XENTR01731	MOUSE10945, MOUSE10944, MOUSE10946
OG0006625	XENTR04207	MOUSE22589, MOUSE22587, MOUSE22586, MOUSE22588, MOUSE22585, MOUSE22590
OG0006626	XENTR04565	MOUSE17467, MOUSE02715
OG0006626	XENTR13907	MOUSE15964
OG0006627	XENTR17718	MOUSE18618
OG0006628	XENTR02668	MOUSE51627
OG0006630	XENTR08125	MOUSE51996
OG0006631	XENTR19213	MOUSE23338
OG0006632	XENTR10907	MOUSE09432
OG0006632	XENTR07445	MOUSE37151
OG0006633	XENTR02142	MOUSE09174
OG0006635	XENTR01982	MOUSE12744, MOUSE12742, MOUSE12746, MOUSE12743, MOUSE12747
OG0006636	XENTR11494	MOUSE42187, MOUSE42189
OG0006637	XENTR05016	MOUSE05078, MOUSE05077
OG0006638	XENTR15778	MOUSE13820
OG0006639	XENTR08672	MOUSE32544, MOUSE32543
OG0006640	XENTR12743	MOUSE31547
OG0006641	XENTR03024	MOUSE07840, MOUSE07838, MOUSE07839
OG0006642	XENTR08911	MOUSE11001, MOUSE11000
OG0006644	XENTR10411	MOUSE52483, MOUSE52481, MOUSE52482, MOUSE52480
OG0006645	XENTR13154	MOUSE32599, MOUSE32598
OG0006646	XENTR01407	MOUSE44699
OG0006648	XENTR07885	MOUSE52136, MOUSE52135
OG0006649	XENTR10760	MOUSE08158
OG0006651	XENTR12537	MOUSE16196, MOUSE16198
OG0006652	XENTR11689	MOUSE07624, MOUSE07622, MOUSE07625, MOUSE07623
OG0006653	XENTR09964	MOUSE49822, MOUSE18541, MOUSE18540
OG0006654	XENTR14617	MOUSE00565
OG0006655	XENTR05829	MOUSE10356
OG0006656	XENTR19261, XENTR19010	MOUSE41568, MOUSE41567
OG0006657	XENTR10304	MOUSE37737, MOUSE37736
OG0006658	XENTR09594	MOUSE07435
OG0006660	XENTR07050	MOUSE52656, MOUSE52657
OG0006661	XENTR11919	MOUSE55051, MOUSE55050, MOUSE55049
OG0006662	XENTR02635	MOUSE51152, MOUSE51153, MOUSE51154
OG0006663	XENTR03207	MOUSE22698
OG0006664	XENTR06837	MOUSE13287
OG0006666	XENTR04836	MOUSE09374, MOUSE09372
OG0006668	XENTR10580	MOUSE21920
OG0006669	XENTR13698	MOUSE13244
OG0006670	XENTR03934	MOUSE24192, MOUSE24191
OG0006672	XENTR10612	MOUSE34328
OG0006673	XENTR06476	MOUSE27959
OG0006675	XENTR11950	MOUSE48029, MOUSE48028, MOUSE48027
OG0006676	XENTR05976	MOUSE39075, MOUSE39074
OG0006677	XENTR13655, XENTR13654	MOUSE42274, MOUSE42275, MOUSE42276, MOUSE42277
OG0006678	XENTR13719	MOUSE06118
OG0006680	XENTR02487	MOUSE28338, MOUSE28337
OG0006681	XENTR03638	MOUSE12651
OG0006683	XENTR10018	MOUSE35000, MOUSE34999, MOUSE34997, MOUSE34998
OG0006684	XENTR16293	MOUSE39139, MOUSE39138
OG0006685	XENTR18985	MOUSE35612
OG0006685	XENTR04488	MOUSE19040
OG0006686	XENTR06782	MOUSE25607
OG0006687	XENTR12769	MOUSE33931, MOUSE33932, MOUSE33930, MOUSE33929
OG0006688	XENTR13607	MOUSE12007, MOUSE12001, MOUSE12000
OG0006689	XENTR01441	MOUSE44918, MOUSE44919, MOUSE44917
OG0006690	XENTR13317	MOUSE31222, MOUSE31224, MOUSE31225, MOUSE31223
OG0006691	XENTR10862	MOUSE05202
OG0006692	XENTR13963	MOUSE05269
OG0006693	XENTR12746	MOUSE31556
OG0006694	XENTR04108	MOUSE00171, MOUSE00170, MOUSE00172
OG0006695	XENTR13948	MOUSE50175, MOUSE50173
OG0006696	XENTR00610	MOUSE02941, MOUSE02940
OG0006697	XENTR10497	MOUSE46752, MOUSE46753, MOUSE46751
OG0006698	XENTR05149	MOUSE32106, MOUSE32107
OG0006699	XENTR06331, XENTR06330	MOUSE37865, MOUSE37866
OG0006700	XENTR03198	MOUSE22788
OG0006703	XENTR04634	MOUSE21491, MOUSE21488, MOUSE21489
OG0006704	XENTR13888, XENTR13889	MOUSE37070, MOUSE37071, MOUSE37068, MOUSE37069
OG0006705	XENTR00293	MOUSE29539, MOUSE29536, MOUSE29535, MOUSE29540, MOUSE29541
OG0006706	XENTR07780	MOUSE31890, MOUSE31891, MOUSE31893, MOUSE31892
OG0006707	XENTR16134	MOUSE40954
OG0006708	XENTR18874	MOUSE32301, MOUSE32300
OG0006709	XENTR05409	MOUSE26376, MOUSE26377
OG0006710	XENTR18018	MOUSE32429, MOUSE32428
OG0006711	XENTR08893	MOUSE16007, MOUSE16011, MOUSE16012, MOUSE16009
OG0006712	XENTR03007	MOUSE28628
OG0006713	XENTR08986	MOUSE07554
OG0006713	XENTR14768	MOUSE07555
OG0006714	XENTR08721	MOUSE17202, MOUSE17200, MOUSE17201
OG0006715	XENTR17785	MOUSE09346
OG0006715	XENTR13166	MOUSE55145
OG0006716	XENTR13038	MOUSE32261, MOUSE32263, MOUSE32262
OG0006717	XENTR17648	MOUSE20433
OG0006718	XENTR09540	MOUSE21129, MOUSE21128, MOUSE21127
OG0006719	XENTR09126	MOUSE03965, MOUSE03966, MOUSE03967
OG0006720	XENTR09067	MOUSE53739, MOUSE53741, MOUSE53742, MOUSE53740
OG0006721	XENTR08095	MOUSE48435, MOUSE48434
OG0006723	XENTR16854	MOUSE31003
OG0006724	XENTR10084	MOUSE34776, MOUSE34778, MOUSE34777, MOUSE34779
OG0006725	XENTR07038	MOUSE52635, MOUSE52636
OG0006726	XENTR09612	MOUSE00160, MOUSE00159, MOUSE00161, MOUSE00158
OG0006727	XENTR05898	MOUSE32170, MOUSE32169
OG0006729	XENTR02778	MOUSE13150
OG0006730	XENTR07699	MOUSE31099, MOUSE31097
OG0006731	XENTR14502	MOUSE43497, MOUSE43495, MOUSE43496
OG0006732	XENTR17486	MOUSE23249, MOUSE23247, MOUSE23248
OG0006733	XENTR12805	MOUSE20140, MOUSE20141
OG0006734	XENTR17831	MOUSE18229
OG0006735	XENTR05221	MOUSE02545
OG0006736	XENTR09191, XENTR10482	MOUSE53272
OG0006737	XENTR00969	MOUSE46126, MOUSE46125
OG0006738	XENTR19225, XENTR19226	MOUSE23304, MOUSE23306, MOUSE23305
OG0006739	XENTR07449	MOUSE32563
OG0006741	XENTR08382	MOUSE52752
OG0006742	XENTR05493	MOUSE36508
OG0006744	XENTR02584	MOUSE23610, MOUSE23609
OG0006745	XENTR09899	MOUSE29402, MOUSE29401
OG0006747	XENTR03834	MOUSE27492, MOUSE27491
OG0006747	XENTR12326	MOUSE43136, MOUSE43138, MOUSE43137
OG0006747	XENTR14362	MOUSE27808
OG0006748	XENTR03274	MOUSE23094, MOUSE23095, MOUSE23093
OG0006749	XENTR01774	MOUSE17020
OG0006750	XENTR07602	MOUSE06620
OG0006752	XENTR02646	MOUSE51249, MOUSE51248, MOUSE51250, MOUSE51251
OG0006753	XENTR11694	MOUSE07646, MOUSE07644
OG0006754	XENTR18420	MOUSE13935, MOUSE13936
OG0006755	XENTR10590	MOUSE21891, MOUSE21890, MOUSE21889, MOUSE21888
OG0006756	XENTR18274	MOUSE17117, MOUSE17118
OG0006757	XENTR12333	MOUSE43120, MOUSE43121, MOUSE43119
OG0006758	XENTR19253	MOUSE41066
OG0006759	XENTR11512	MOUSE02243
OG0006760	XENTR04753, XENTR04751, XENTR04752	MOUSE10493, MOUSE10494
OG0006761	XENTR01047	MOUSE29701, MOUSE29703
OG0006762	XENTR06563	MOUSE18804, MOUSE18805
OG0006763	XENTR16927	MOUSE53131
OG0006763	XENTR12254	MOUSE05491, MOUSE05490
OG0006764	XENTR01594	MOUSE03580
OG0006765	XENTR09754	MOUSE48980, MOUSE48979, MOUSE48978, MOUSE48977
OG0006766	XENTR12590, XENTR12592	MOUSE54011
OG0006768	XENTR17405	MOUSE43544, MOUSE43541, MOUSE43545, MOUSE43542, MOUSE43543, MOUSE43540
OG0006769	XENTR18589	MOUSE47278, MOUSE47276
OG0006770	XENTR10049	MOUSE51480, MOUSE51483, MOUSE51482, MOUSE51481, MOUSE51478, MOUSE51479, MOUSE51477
OG0006771	XENTR13494, XENTR13493	MOUSE29234, MOUSE29231, MOUSE29230
OG0006772	XENTR06880, XENTR06881	MOUSE40319
OG0006775	XENTR01837	MOUSE38636, MOUSE38637, MOUSE38641, MOUSE38640, MOUSE38639, MOUSE38638
OG0006776	XENTR07592	MOUSE05553, MOUSE05552
OG0006777	XENTR14289	MOUSE43306, MOUSE43305
OG0006780	XENTR12106	MOUSE07762, MOUSE07758
OG0006784	XENTR17962	MOUSE32682
OG0006786	XENTR12195	MOUSE48716
OG0006786	XENTR00897	MOUSE13045
OG0006787	XENTR03340	MOUSE39792, MOUSE39794, MOUSE39795, MOUSE39793
OG0006787	XENTR10845	MOUSE05229, MOUSE05230
OG0006788	XENTR17528	MOUSE00533
OG0006789	XENTR10656, XENTR18516, XENTR10655	MOUSE18080, MOUSE18079, MOUSE18076
OG0006789	XENTR07614	MOUSE18075, MOUSE18072, MOUSE18070
OG0006790	XENTR16444, XENTR01582	MOUSE38233, MOUSE38232
OG0006791	XENTR09543	MOUSE39692, MOUSE39691
OG0006791	XENTR08719	MOUSE17195
OG0006792	XENTR11656	MOUSE07389, MOUSE07387
OG0006792	XENTR08151	MOUSE00013
OG0006792	XENTR00257	MOUSE29480
OG0006794	XENTR01501	MOUSE15996
OG0006795	XENTR14602, XENTR14603	MOUSE04231
OG0006796	XENTR15198	MOUSE45971, MOUSE45972, MOUSE45967, MOUSE45966, MOUSE45962, MOUSE45965, MOUSE45969, MOUSE45968, MOUSE45970
OG0006796	XENTR05670	MOUSE45974
OG0006807	XENTR15642	MOUSE41593
OG0006807	XENTR14201	MOUSE41622, MOUSE41594, MOUSE41592, MOUSE41617, MOUSE41614, MOUSE41615, MOUSE41616, MOUSE41623, MOUSE41613, MOUSE41612, MOUSE41610, MOUSE41611, MOUSE41624, MOUSE41625
OG0006826	XENTR13782	MOUSE19257
OG0006827	XENTR00081	MOUSE33336, MOUSE33338
OG0006828	XENTR08258	MOUSE19446, MOUSE19445
OG0006829	XENTR09763	MOUSE40217, MOUSE40216
OG0006830	XENTR13305	MOUSE04883
OG0006831	XENTR14217	MOUSE21450
OG0006832	XENTR10958	MOUSE07236
OG0006833	XENTR00457	MOUSE49351, MOUSE49350, MOUSE49349, MOUSE49348
OG0006835	XENTR08471	MOUSE45015, MOUSE45014, MOUSE45016
OG0006837	XENTR02650	MOUSE51224, MOUSE51226, MOUSE51225, MOUSE51223
OG0006838	XENTR01852	MOUSE16969
OG0006842	XENTR10401	MOUSE48778
OG0006843	XENTR17465	MOUSE32360, MOUSE32362, MOUSE32361
OG0006844	XENTR08527	MOUSE27711, MOUSE27712, MOUSE27713
OG0006845	XENTR11640	MOUSE20190, MOUSE20189
OG0006846	XENTR12109	MOUSE07807
OG0006847	XENTR00872	MOUSE01040, MOUSE01041, MOUSE01042, MOUSE01044, MOUSE01043
OG0006848	XENTR07299	MOUSE00822
OG0006848	XENTR07526	MOUSE09570, MOUSE09569
OG0006849	XENTR01645	MOUSE18767
OG0006850	XENTR05570	MOUSE31600, MOUSE31599
OG0006851	XENTR13145	MOUSE00928
OG0006852	XENTR01320	MOUSE39158, MOUSE39157
OG0006853	XENTR15554	MOUSE02313, MOUSE02310, MOUSE02311
OG0006856	XENTR01007	MOUSE46141, MOUSE46142
OG0006857	XENTR02316	MOUSE53691
OG0006860	XENTR10215	MOUSE49501
OG0006861	XENTR04183	MOUSE22554
OG0006862	XENTR13534	MOUSE08221, MOUSE08220, MOUSE08219
OG0006863	XENTR12976	MOUSE15893
OG0006864	XENTR01809	MOUSE14979
OG0006865	XENTR09213	MOUSE12914
OG0006866	XENTR17686	MOUSE34492, MOUSE34491
OG0006867	XENTR01657	MOUSE18748
OG0006868	XENTR07053	MOUSE52669, MOUSE52667, MOUSE52668
OG0006869	XENTR02833	MOUSE40651
OG0006870	XENTR10263	MOUSE00722, MOUSE00723, MOUSE00718, MOUSE00720, MOUSE00721
OG0006871	XENTR07430	MOUSE24103, MOUSE24102
OG0006872	XENTR03744	MOUSE49857, MOUSE49858, MOUSE49859, MOUSE49856
OG0006873	XENTR13913	MOUSE37651, MOUSE37646, MOUSE37647, MOUSE37649, MOUSE37648, MOUSE37644, MOUSE37645
OG0006874	XENTR14555	MOUSE40813, MOUSE40812
OG0006875	XENTR10450	MOUSE51191
OG0006876	XENTR00090	MOUSE33297, MOUSE33298, MOUSE33299
OG0006877	XENTR05237	MOUSE51332, MOUSE51334
OG0006878	XENTR12365	MOUSE31982
OG0006879	XENTR17009	MOUSE14336
OG0006880	XENTR02819	MOUSE40621, MOUSE40622
OG0006882	XENTR10988	MOUSE49656
OG0006884	XENTR07604	MOUSE06612, MOUSE06615, MOUSE06616, MOUSE06614, MOUSE06613
OG0006885	XENTR04782	MOUSE14091, MOUSE14092, MOUSE14088, MOUSE14089, MOUSE14087, MOUSE14084, MOUSE14085, MOUSE14086, MOUSE14090
OG0006886	XENTR00696	MOUSE54545, MOUSE54546, MOUSE54547
OG0006887	XENTR13961	MOUSE19492, MOUSE05301
OG0006888	XENTR02537	MOUSE18268
OG0006889	XENTR05963	MOUSE49701, MOUSE49700
OG0006890	XENTR09541	MOUSE21126
OG0006891	XENTR15690	MOUSE20564
OG0006892	XENTR00113	MOUSE22133
OG0006893	XENTR17439	MOUSE05930, MOUSE05929
OG0006894	XENTR13122	MOUSE06080
OG0006895	XENTR11833	MOUSE21170
OG0006896	XENTR12639	MOUSE35953, MOUSE35951, MOUSE35954, MOUSE35952
OG0006897	XENTR14076	MOUSE10431, MOUSE10432
OG0006898	XENTR07636	MOUSE49458, MOUSE49461
OG0006899	XENTR12237	MOUSE54071, MOUSE54066, MOUSE54063, MOUSE01868, MOUSE01869, MOUSE01867
OG0006900	XENTR09605	MOUSE16574, MOUSE16558
OG0006901	XENTR00120	MOUSE22140
OG0006902	XENTR02201	MOUSE12823, MOUSE12825
OG0006903	XENTR06864	MOUSE05186
OG0006904	XENTR03460	MOUSE36413, MOUSE36412, MOUSE36414
OG0006905	XENTR19260	MOUSE28950, MOUSE28951
OG0006906	XENTR10195	MOUSE04566, MOUSE04569, MOUSE04568, MOUSE04567
OG0006907	XENTR18404	MOUSE35649, MOUSE35648
OG0006908	XENTR03672	MOUSE05017
OG0006909	XENTR18357	MOUSE53609, MOUSE53608, MOUSE53610
OG0006911	XENTR17645	MOUSE20440
OG0006912	XENTR03948	MOUSE24083, MOUSE24084
OG0006913	XENTR04002	MOUSE37136, MOUSE37137
OG0006914	XENTR15248	MOUSE32366, MOUSE32365, MOUSE32364, MOUSE32363
OG0006915	XENTR05683	MOUSE44315, MOUSE44316, MOUSE44314, MOUSE44317
OG0006916	XENTR18036	MOUSE49691, MOUSE49690
OG0006917	XENTR03266	MOUSE23023, MOUSE23022, MOUSE23024
OG0006918	XENTR10731, XENTR10730	MOUSE13577, MOUSE13576, MOUSE13578
OG0006919	XENTR12172	MOUSE36218, MOUSE36216, MOUSE36217
OG0006920	XENTR10785	MOUSE12512
OG0006921	XENTR10556	MOUSE29807, MOUSE29808, MOUSE29804, MOUSE29805, MOUSE29806
OG0006922	XENTR00968	MOUSE46130, MOUSE46129
OG0006923	XENTR05461	MOUSE34244
OG0006924	XENTR06768	MOUSE19139, MOUSE19140
OG0006925	XENTR03837	MOUSE27502, MOUSE27499
OG0006926	XENTR12859	MOUSE34131
OG0006927	XENTR10634	MOUSE01548, MOUSE01547
OG0006928	XENTR10691	MOUSE35623
OG0006929	XENTR05894	MOUSE32158, MOUSE32159, MOUSE32156, MOUSE32157, MOUSE32155, MOUSE32154
OG0006930	XENTR05716	MOUSE09636
OG0006931	XENTR12285	MOUSE12676
OG0006932	XENTR01275	MOUSE14249, MOUSE14250
OG0006934	XENTR15092	MOUSE12905, MOUSE12906
OG0006935	XENTR08699	MOUSE32527, MOUSE32526
OG0006936	XENTR08928	MOUSE00847, MOUSE00846
OG0006937	XENTR04504	MOUSE35606
OG0006938	XENTR16149	MOUSE41043, MOUSE41042, MOUSE41040, MOUSE41041
OG0006939	XENTR12765	MOUSE34061, MOUSE34060
OG0006940	XENTR01692	MOUSE05605, MOUSE05603, MOUSE05604
OG0006942	XENTR09478	MOUSE20201, MOUSE20202
OG0006943	XENTR15386	MOUSE21146
OG0006944	XENTR07046	MOUSE52613, MOUSE52615, MOUSE52614
OG0006945	XENTR00117	MOUSE22142, MOUSE22143, MOUSE22141, MOUSE22145
OG0006946	XENTR16824, XENTR16825	MOUSE25480
OG0006948	XENTR04780	MOUSE14082
OG0006949	XENTR11256	MOUSE51685
OG0006951	XENTR14803	MOUSE38916
OG0006952	XENTR05143	MOUSE54586, MOUSE32099, MOUSE32100
OG0006953	XENTR09448	MOUSE04485
OG0006954	XENTR03844	MOUSE07137, MOUSE07136
OG0006955	XENTR06398	MOUSE35292
OG0006957	XENTR08977	MOUSE09556, MOUSE09555, MOUSE09557
OG0006958	XENTR07775	MOUSE25854
OG0006959	XENTR17553	MOUSE24311, MOUSE24310
OG0006960	XENTR16241	MOUSE15811
OG0006962	XENTR09246	MOUSE33764
OG0006964	XENTR09387	MOUSE00609
OG0006966	XENTR09367	MOUSE29849, MOUSE29852
OG0006967	XENTR03908	MOUSE14234
OG0006968	XENTR15434	MOUSE13899, MOUSE13901
OG0006969	XENTR16749	MOUSE35830
OG0006969	XENTR16751	MOUSE35829
OG0006970	XENTR14271, XENTR14272	MOUSE26650
OG0006971	XENTR01201	MOUSE37465
OG0006972	XENTR19251	MOUSE49561, MOUSE49562
OG0006973	XENTR09146	MOUSE00510, MOUSE00509, MOUSE00508, MOUSE00507, MOUSE00506
OG0006974	XENTR12649	MOUSE42622
OG0006974	XENTR05529	MOUSE18236
OG0006975	XENTR12996	MOUSE33904, MOUSE33903
OG0006976	XENTR01210	MOUSE00665, MOUSE00662, MOUSE00664, MOUSE00663
OG0006977	XENTR11302	MOUSE10916, MOUSE10917
OG0006978	XENTR16961	MOUSE10225, MOUSE10227
OG0006979	XENTR01458	MOUSE27624, MOUSE27625
OG0006980	XENTR06239	MOUSE15424
OG0006981	XENTR16320	MOUSE27032, MOUSE27031, MOUSE27030
OG0006982	XENTR11312	MOUSE27876, MOUSE27877
OG0006984	XENTR13708	MOUSE44440
OG0006984	XENTR02353	MOUSE14526
OG0006985	XENTR11227	MOUSE40889
OG0006987	XENTR01282, XENTR01281	MOUSE23790, MOUSE23791
OG0006988	XENTR12330	MOUSE43131, MOUSE43132
OG0006989	XENTR04170	MOUSE22512
OG0006990	XENTR08922	MOUSE21147
OG0006991	XENTR17838	MOUSE29125
OG0006993	XENTR09372	MOUSE22722
OG0006994	XENTR00114	MOUSE26596
OG0006996	XENTR01652	MOUSE18752
OG0006997	XENTR17546, XENTR17545	MOUSE14368
OG0006998	XENTR06955	MOUSE05846
OG0006999	XENTR00236	MOUSE13476
OG0007000	XENTR01902, XENTR01901	MOUSE27781
OG0007001	XENTR17344, XENTR17343	MOUSE41846
OG0007002	XENTR06832	MOUSE25836, MOUSE25835
OG0007003	XENTR16048	MOUSE09049
OG0007005	XENTR07132	MOUSE38054, MOUSE38052
OG0007006	XENTR12975	MOUSE15876, MOUSE15875
OG0007008	XENTR18543	MOUSE19789
OG0007009	XENTR09577	MOUSE20677, MOUSE20678, MOUSE20679
OG0007010	XENTR05499	MOUSE36520, MOUSE36523, MOUSE36522
OG0007011	XENTR05787	MOUSE50033
OG0007012	XENTR03267	MOUSE31649
OG0007013	XENTR09137	MOUSE03906
OG0007014	XENTR08855	MOUSE21188
OG0007015	XENTR02491	MOUSE28687, MOUSE28688, MOUSE28686
OG0007016	XENTR00478	MOUSE49206, MOUSE49205
