Orthogroup	XENTR	DANRE
OG0009734	XENTR01726	DANRE29486, DANRE29487
OG0009734	XENTR08616	DANRE42937
OG0009735	XENTR01497	DANRE00924, DANRE00925
OG0009736	XENTR18674, XENTR17020, XENTR18691, XENTR16846, XENTR17019, XENTR16844, XENTR18675, XENTR16845, XENTR18676, XENTR11047	DANRE08714, DANRE08712, DANRE08713
OG0009738	XENTR01898	DANRE39695, DANRE39696, DANRE39694, DANRE00583, DANRE00584
OG0009740	XENTR07016, XENTR07015, XENTR07017	DANRE24770, DANRE24760, DANRE24759, DANRE24773, DANRE24772, DANRE24761, DANRE24775, DANRE24776, DANRE24774, DANRE24762
OG0009741	XENTR11012	DANRE14373, DANRE14370, DANRE14371, DANRE14369, DANRE14372
OG0009742	XENTR00088	DANRE40055, DANRE40054, DANRE26640, DANRE26642
OG0009742	XENTR06848	DANRE01480
OG0009743	XENTR18896	DANRE28217, DANRE28216
OG0009843	XENTR11131	DANRE36063, DANRE35987
OG0009856	XENTR01440	DANRE37586
OG0009858	XENTR11086	DANRE37863
OG0009871	XENTR10716	DANRE32466, DANRE32465, DANRE32253, DANRE32467, DANRE32468, DANRE31099
OG0009874	XENTR02657	DANRE12744, DANRE12743
OG0009875	XENTR03716	DANRE38865
OG0009890	XENTR13794	DANRE06145
OG0009902	XENTR10075	DANRE00987, DANRE00986
OG0009911	XENTR16078	DANRE34885
OG0009913	XENTR06826	DANRE34193, DANRE34194
OG0009914	XENTR05030	DANRE01889, DANRE01888, DANRE01887
OG0009918	XENTR04755	DANRE40642
OG0009923	XENTR17805	DANRE04544
OG0009925	XENTR17180	DANRE13972
OG0009926	XENTR07589	DANRE35175, DANRE35174
OG0009930	XENTR00626	DANRE08400
OG0009933	XENTR16920	DANRE19732
OG0009935	XENTR13414	DANRE11005
OG0009941	XENTR17430	DANRE22877, DANRE02804
OG0009946	XENTR00913	DANRE16188, DANRE41964, DANRE41967, DANRE41962, DANRE41966, DANRE41963
OG0009947	XENTR06822	DANRE34376, DANRE08381, DANRE39615
OG0009949	XENTR06648	DANRE38585
OG0009960	XENTR10757	DANRE11528
OG0009960	XENTR17041, XENTR17042	DANRE17246
OG0009964	XENTR07188	DANRE42680, DANRE42681, DANRE42682
OG0009971	XENTR04275	DANRE05331, DANRE05332
OG0009972	XENTR02774	DANRE40629
OG0009976	XENTR10152	DANRE25082
OG0009987	XENTR19163	DANRE12799
OG0009989	XENTR06705	DANRE03531
OG0009994	XENTR02509	DANRE36888
OG0009995	XENTR04245	DANRE34780
OG0009996	XENTR10079	DANRE35000, DANRE34999
OG0010005	XENTR02355, XENTR02356	DANRE24969
OG0010006	XENTR17782	DANRE02744, DANRE02742, DANRE02743
OG0010007	XENTR11823	DANRE25445, DANRE13347, DANRE13348
OG0010008	XENTR03923	DANRE26855, DANRE26853, DANRE26854, DANRE18260, DANRE18262
OG0010009	XENTR10925	DANRE23838, DANRE27084, DANRE27086, DANRE27085
OG0010010	XENTR10486	DANRE10607, DANRE10608
OG0010011	XENTR12863	DANRE10093
OG0010011	XENTR09617	DANRE10780, DANRE18400, DANRE18398, DANRE18399
OG0010012	XENTR08562	DANRE23447, DANRE23448, DANRE01709, DANRE01710
OG0010013	XENTR14350	DANRE17337
OG0010013	XENTR12089	DANRE09059
OG0010014	XENTR11990, XENTR11989	DANRE13386, DANRE13385
OG0010015	XENTR06557	DANRE04451
OG0010016	XENTR12305	DANRE09933
OG0010017	XENTR00884	DANRE33715
OG0010018	XENTR06067	DANRE11695
OG0010018	XENTR10745	DANRE09206
OG0010020	XENTR06597	DANRE24191, DANRE24190, DANRE24189
OG0010021	XENTR13398	DANRE39239
OG0010022	XENTR17646	DANRE30602
OG0010023	XENTR09202	DANRE14765, DANRE14766, DANRE14767, DANRE14768
OG0010025	XENTR16953	DANRE10140, DANRE10139
OG0010026	XENTR03889	DANRE29316, DANRE35438, DANRE35439, DANRE35440
OG0010028	XENTR10583, XENTR07197	DANRE06537, DANRE06536, DANRE06538
OG0010030	XENTR10732	DANRE09399, DANRE09401, DANRE13503, DANRE13502, DANRE13501
OG0010031	XENTR04867	DANRE37168, DANRE37167, DANRE37169
OG0010032	XENTR08023	DANRE23394, DANRE23395, DANRE40087, DANRE40088, DANRE11558
OG0010033	XENTR04324	DANRE04750
OG0010047	XENTR07305	DANRE28860
OG0010123	XENTR15227	DANRE28747
OG0010127	XENTR01350	DANRE25632, DANRE25631, DANRE25630
OG0010139	XENTR00164	DANRE17953, DANRE17952
OG0010163	XENTR06530	DANRE08411
OG0010165	XENTR03126	DANRE37659, DANRE37660
OG0010170	XENTR10487	DANRE13608
OG0010172	XENTR07905	DANRE17310
OG0010177	XENTR08054	DANRE22941
OG0010180	XENTR03362	DANRE13588, DANRE13589
OG0010188	XENTR07730	DANRE34113
OG0010192	XENTR08674	DANRE07396
OG0010194	XENTR08630	DANRE19316
OG0010195	XENTR13729	DANRE04047, DANRE04046
OG0010198	XENTR02894	DANRE26412, DANRE26411, DANRE03740
OG0010205	XENTR02939	DANRE27333, DANRE27332, DANRE27334, DANRE27331
OG0010210	XENTR11539	DANRE01860
OG0010218	XENTR04239	DANRE34770
OG0010219	XENTR11904	DANRE14716
OG0010219	XENTR13678, XENTR13677	DANRE11375
OG0010220	XENTR01012, XENTR01011	DANRE24815
OG0010232	XENTR03451	DANRE17849
OG0010246	XENTR14359	DANRE05897
OG0010246	XENTR14775	DANRE08193
OG0010256	XENTR07240	DANRE16585
OG0010266	XENTR14849	DANRE11908, DANRE11907
OG0010268	XENTR16478	DANRE20591, DANRE20592
OG0010269	XENTR17164	DANRE34887
OG0010271	XENTR01196	DANRE00076
OG0010276	XENTR12233	DANRE28898
OG0010286	XENTR02445	DANRE36905
OG0010289	XENTR01720	DANRE22858, DANRE22857, DANRE22856
OG0010303	XENTR16005	DANRE19602
OG0010303	XENTR18930	DANRE24985, DANRE39171, DANRE12749, DANRE38504
OG0010304	XENTR04199	DANRE36026, DANRE36024, DANRE36025, DANRE42650, DANRE42651
OG0010305	XENTR11792	DANRE14744, DANRE09732
OG0010305	XENTR12893	DANRE18207
OG0010307	XENTR10882	DANRE25461, DANRE25462, DANRE25463
OG0010307	XENTR07418	DANRE02358, DANRE23008
OG0010308	XENTR00680	DANRE06357
OG0010309	XENTR07630	DANRE18510, DANRE18512, DANRE18513, DANRE18511
OG0010310	XENTR05626	DANRE03601, DANRE30159, DANRE03646
OG0010311	XENTR11237	DANRE25912, DANRE25911, DANRE03928, DANRE37634, DANRE37635
OG0010312	XENTR04611	DANRE37363, DANRE37364, DANRE21981, DANRE27694
OG0010314	XENTR01710	DANRE40370, DANRE40369, DANRE40385
OG0010315	XENTR05275	DANRE13454
OG0010316	XENTR07173	DANRE41437
OG0010316	XENTR03329	DANRE14328, DANRE14329, DANRE09537
OG0010317	XENTR03328	DANRE09536, DANRE14327
OG0010318	XENTR11570	DANRE22338
OG0010318	XENTR13791	DANRE07272, DANRE07273
OG0010319	XENTR10763	DANRE17721, DANRE17722, DANRE04627
OG0010320	XENTR13890	DANRE26928
OG0010321	XENTR07895	DANRE00023, DANRE00024
OG0010322	XENTR12601	DANRE20266, DANRE20267
OG0010323	XENTR16160	DANRE06705
OG0010324	XENTR10197	DANRE07889, DANRE07891, DANRE07890
OG0010325	XENTR06328	DANRE04671, DANRE04672, DANRE01532
OG0010326	XENTR15495	DANRE09467, DANRE09468, DANRE09469
OG0010327	XENTR00908	DANRE41805
OG0010328	XENTR15150	DANRE24406, DANRE24407, DANRE24408, DANRE01125
OG0010329	XENTR03507, XENTR03508, XENTR03506	DANRE20611
OG0010331	XENTR04498	DANRE26320, DANRE17704, DANRE17520
OG0010332	XENTR10901	DANRE39422, DANRE39424
OG0010333	XENTR15674	DANRE18901
OG0010334	XENTR17155	DANRE02541
OG0010335	XENTR15464, XENTR15463	DANRE01011, DANRE28000, DANRE08051
OG0010336	XENTR08761	DANRE42787
OG0010336	XENTR03798, XENTR03799, XENTR03800	DANRE23088
OG0010337	XENTR06031	DANRE34153, DANRE34154
OG0010337	XENTR15578	DANRE01036
OG0010338	XENTR03170	DANRE13615, DANRE09511, DANRE09510
OG0010341	XENTR01069, XENTR01068	DANRE42225
OG0010342	XENTR05522, XENTR05521	DANRE05465, DANRE05464
OG0010343	XENTR14235, XENTR14234, XENTR14233	DANRE11259, DANRE02583, DANRE02581, DANRE02582
OG0010344	XENTR11173	DANRE10025
OG0010344	XENTR11172	DANRE10024, DANRE10023
OG0010345	XENTR12200	DANRE16227
OG0010346	XENTR10966	DANRE18943
OG0010347	XENTR18662, XENTR19262	DANRE27036, DANRE24864
OG0010348	XENTR02082	DANRE13160, DANRE13159, DANRE13157, DANRE13158
OG0010349	XENTR10246	DANRE04143
OG0010351	XENTR16023	DANRE38246
OG0010352	XENTR11721	DANRE33450
OG0010353	XENTR05584	DANRE04842
OG0010354	XENTR14944	DANRE39707, DANRE39708, DANRE39709
OG0010355	XENTR19103, XENTR16358	DANRE09316
OG0010372	XENTR06460	DANRE23366
OG0010490	XENTR16413	DANRE34888
OG0010502	XENTR00887	DANRE40830
OG0010525	XENTR13537	DANRE09014
OG0010537	XENTR00044	DANRE39986
OG0010540	XENTR01311	DANRE26692, DANRE26691
OG0010542	XENTR13079	DANRE10681
OG0010548	XENTR06064	DANRE11691
OG0010557	XENTR16003, XENTR16002	DANRE02520, DANRE02518, DANRE02519, DANRE22918
OG0010566	XENTR15061	DANRE16252
OG0010570	XENTR05122	DANRE14139
OG0010574	XENTR18681	DANRE13959
OG0010575	XENTR16035	DANRE05148
OG0010592	XENTR00066	DANRE23571
OG0010594	XENTR09395	DANRE02553, DANRE18199, DANRE18200
OG0010595	XENTR03037, XENTR06569, XENTR06570	DANRE04664
OG0010617	XENTR18751	DANRE42950
OG0010634	XENTR08603	DANRE35860, DANRE35859
OG0010660	XENTR11032	DANRE07152, DANRE07151
OG0010660	XENTR10821	DANRE42870, DANRE42869
OG0010661	XENTR13667	DANRE30660
OG0010661	XENTR14130	DANRE25762
OG0010663	XENTR10697	DANRE18476
OG0010663	XENTR19030	DANRE18477, DANRE18478
OG0010664	XENTR15341, XENTR15342	DANRE05826
OG0010666	XENTR11810	DANRE14532, DANRE14531, DANRE14533, DANRE10467, DANRE10468, DANRE10466
OG0010667	XENTR06195	DANRE07632
OG0010667	XENTR08585	DANRE36279
OG0010669	XENTR04137, XENTR04136, XENTR04138	DANRE05939, DANRE05941, DANRE05942, DANRE05940
OG0010670	XENTR09843	DANRE02126, DANRE02128, DANRE02127
OG0010671	XENTR04069	DANRE41040
OG0010671	XENTR03263	DANRE36255, DANRE36254, DANRE26945, DANRE26944
OG0010672	XENTR16461	DANRE02480
OG0010673	XENTR15682	DANRE27308, DANRE38629
OG0010673	XENTR01711	DANRE37025
OG0010674	XENTR14113	DANRE19968, DANRE38139, DANRE38140
OG0010675	XENTR00016	DANRE36402, DANRE36403
OG0010675	XENTR12210	DANRE28901, DANRE17052
OG0010676	XENTR06439	DANRE40909
OG0010676	XENTR04942	DANRE08243, DANRE08244
OG0010677	XENTR09601	DANRE05503
OG0010677	XENTR12774	DANRE05178, DANRE05179, DANRE16897
OG0010678	XENTR05261	DANRE38161, DANRE38160, DANRE38162, DANRE38157, DANRE38158, DANRE38159
OG0010679	XENTR07948, XENTR07947	DANRE13710, DANRE10121, DANRE10122, DANRE10123
OG0010680	XENTR03201	DANRE13397
OG0010681	XENTR16069	DANRE14002, DANRE14003, DANRE14001, DANRE09447, DANRE09446
OG0010684	XENTR17028, XENTR17029	DANRE43343, DANRE12226
OG0010685	XENTR00730	DANRE31010, DANRE31011, DANRE26045
OG0010686	XENTR11230	DANRE02670
OG0010686	XENTR14522	DANRE12598
OG0010687	XENTR02600	DANRE13304, DANRE13303
OG0010687	XENTR14428	DANRE16618
OG0010688	XENTR01025	DANRE16337, DANRE16336
OG0010688	XENTR16090	DANRE06474, DANRE06473
OG0010689	XENTR17170	DANRE24139, DANRE24137, DANRE24138, DANRE24140, DANRE33357
OG0010692	XENTR18231	DANRE35417
OG0010693	XENTR19076	DANRE17752
OG0010694	XENTR04686	DANRE17662, DANRE17660, DANRE17661
OG0010695	XENTR03174	DANRE09516, DANRE09514, DANRE09515
OG0010696	XENTR12395	DANRE11550, DANRE11552, DANRE18136, DANRE18137
OG0010698	XENTR08398	DANRE02570, DANRE02569
OG0010699	XENTR14821	DANRE07621, DANRE07510
OG0010699	XENTR14822	DANRE07509
OG0010700	XENTR09121	DANRE36181
OG0010700	XENTR10395, XENTR10396	DANRE35416
OG0010703	XENTR16674	DANRE30449, DANRE36115, DANRE36116
OG0010705	XENTR17825, XENTR17824	DANRE11565, DANRE11566
OG0010706	XENTR16890, XENTR16889	DANRE39213
OG0010707	XENTR08725	DANRE20422
OG0010709	XENTR18206	DANRE21771
OG0010710	XENTR02754, XENTR04433	DANRE29190
OG0010742	XENTR06592	DANRE27848
OG0010843	XENTR16472	DANRE23472
OG0010864	XENTR03713	DANRE38857
OG0010864	XENTR02967	DANRE22367
OG0010874	XENTR00018	DANRE36348
OG0010875	XENTR16466	DANRE02675, DANRE02674
OG0010876	XENTR04544	DANRE19213
OG0010879	XENTR03239	DANRE24439
OG0010887	XENTR12636	DANRE37820
OG0010895	XENTR07499	DANRE05726
OG0010898	XENTR10778, XENTR18137	DANRE41943, DANRE41944
OG0010903	XENTR06397	DANRE30982
OG0010915	XENTR15413	DANRE19841
OG0010916	XENTR15361	DANRE00324
OG0010962	XENTR08356	DANRE14692
OG0010985	XENTR08009	DANRE18497
OG0010987	XENTR06825	DANRE34195
OG0010989	XENTR18741	DANRE42940
OG0010994	XENTR18757	DANRE13422
OG0011024	XENTR10149	DANRE38470, DANRE38471
OG0011025	XENTR11488, XENTR16717, XENTR10600	DANRE31203
OG0011027	XENTR16026	DANRE39303, DANRE25478
OG0011028	XENTR06106	DANRE24511
OG0011029	XENTR00911	DANRE41959, DANRE41960
OG0011029	XENTR00708	DANRE06360
OG0011030	XENTR07195	DANRE21445, DANRE06822, DANRE06821, DANRE11665, DANRE18825
OG0011031	XENTR12822	DANRE03988, DANRE03989
OG0011032	XENTR13844	DANRE03814
OG0011033	XENTR03380	DANRE28191, DANRE23521, DANRE23522
OG0011034	XENTR11559, XENTR09362	DANRE07610
OG0011035	XENTR01290	DANRE21807, DANRE21802, DANRE21804, DANRE21803, DANRE21806, DANRE21805, DANRE21809, DANRE21808, DANRE21812, DANRE21813, DANRE21811, DANRE21810
OG0011036	XENTR12539	DANRE07761, DANRE07760, DANRE07759, DANRE00826, DANRE00828, DANRE00827
OG0011038	XENTR11711	DANRE38132, DANRE18409, DANRE18735, DANRE18734
OG0011040	XENTR13301	DANRE02377
OG0011042	XENTR10444	DANRE19824, DANRE19825
OG0011042	XENTR10445	DANRE19822, DANRE19823
OG0011043	XENTR11977	DANRE13428, DANRE13430, DANRE13431, DANRE13429
OG0011044	XENTR13544	DANRE03101, DANRE03102, DANRE05403, DANRE05402
OG0011045	XENTR18461	DANRE09464, DANRE09465, DANRE09463, DANRE14006, DANRE14005
OG0011047	XENTR06057	DANRE11686
OG0011048	XENTR18496	DANRE17746, DANRE10768
OG0011049	XENTR09717	DANRE12216, DANRE12217, DANRE12215, DANRE12218, DANRE12219
OG0011050	XENTR14810	DANRE13315, DANRE13314, DANRE13313, DANRE08673
OG0011053	XENTR11892	DANRE10053
OG0011053	XENTR15053	DANRE17300
OG0011054	XENTR13653	DANRE09348, DANRE14025
OG0011055	XENTR04820	DANRE22033, DANRE22031, DANRE22032
OG0011056	XENTR18587	DANRE10637, DANRE10638
OG0011058	XENTR11765	DANRE13528
OG0011058	XENTR18334	DANRE33366
OG0011059	XENTR04954	DANRE02550, DANRE02551, DANRE23555, DANRE11551, DANRE02549
OG0011060	XENTR08170	DANRE27388, DANRE27389, DANRE27387, DANRE24034, DANRE24035
OG0011061	XENTR05817	DANRE34337, DANRE34336
OG0011062	XENTR04598	DANRE21061
OG0011063	XENTR06915	DANRE29207
OG0011064	XENTR06027	DANRE08933
OG0011066	XENTR03140	DANRE42816, DANRE42814
OG0011067	XENTR04302	DANRE19011
OG0011068	XENTR09723	DANRE06149, DANRE06148
OG0011069	XENTR18466	DANRE24995, DANRE43197, DANRE43196
OG0011070	XENTR17808, XENTR17312	DANRE08578, DANRE08577, DANRE08576, DANRE08575, DANRE08574
OG0011071	XENTR00084	DANRE26633
OG0011073	XENTR00650	DANRE15260
OG0011073	XENTR10572	DANRE15259, DANRE15258
OG0011074	XENTR01084	DANRE42100, DANRE42096, DANRE42097
OG0011075	XENTR03569	DANRE16239, DANRE16240, DANRE16241
OG0011076	XENTR17868	DANRE29851, DANRE29850
OG0011077	XENTR18788	DANRE31311, DANRE31310, DANRE31309, DANRE31308
OG0011199	XENTR14245	DANRE22333
OG0011215	XENTR05869	DANRE28286
OG0011227	XENTR17558	DANRE22038
OG0011232	XENTR06082	DANRE39299
OG0011234	XENTR14259	DANRE17877, DANRE17876
OG0011258	XENTR04596	DANRE37187
OG0011265	XENTR08001	DANRE40027
OG0011277	XENTR17780	DANRE16034, DANRE16035, DANRE16037, DANRE16036
OG0011293	XENTR05251	DANRE06334
OG0011303	XENTR05072	DANRE19028, DANRE19025, DANRE19026, DANRE19027, DANRE19029
OG0011305	XENTR14757	DANRE06058
OG0011306	XENTR05054	DANRE38898, DANRE38899
OG0011318	XENTR01681	DANRE29199, DANRE03144
OG0011334	XENTR18744	DANRE42943
OG0011367	XENTR14042	DANRE31223, DANRE31224
OG0011371	XENTR18746	DANRE42945
OG0011373	XENTR18944	DANRE41283
OG0011375	XENTR10591	DANRE41556
OG0011392	XENTR15083	DANRE15218, DANRE42457, DANRE15217, DANRE15216
OG0011393	XENTR02734	DANRE41524
OG0011394	XENTR12077	DANRE38461, DANRE38465, DANRE38459, DANRE38462, DANRE38468, DANRE38466, DANRE38460, DANRE38463, DANRE38464, DANRE38467
OG0011395	XENTR00316	DANRE35521
OG0011396	XENTR17413	DANRE22597, DANRE01675
OG0011397	XENTR13683, XENTR13682	DANRE14667, DANRE05605, DANRE05606
OG0011399	XENTR07866	DANRE11998, DANRE18811, DANRE18810, DANRE18809
OG0011400	XENTR11835	DANRE04755, DANRE04756, DANRE04054, DANRE04053
OG0011401	XENTR02572	DANRE40389
OG0011402	XENTR13635	DANRE27017, DANRE23782
OG0011404	XENTR06389	DANRE30909, DANRE25223, DANRE25222
OG0011406	XENTR04119	DANRE02011
OG0011406	XENTR15787	DANRE06737, DANRE06738
OG0011408	XENTR04886	DANRE07101, DANRE07100
OG0011409	XENTR01043	DANRE07189, DANRE07191
OG0011410	XENTR15052	DANRE19248, DANRE19249, DANRE19246, DANRE19247
OG0011412	XENTR13647	DANRE15065, DANRE15066
OG0011413	XENTR06249	DANRE08891, DANRE26774
OG0011415	XENTR10270	DANRE02539
OG0011415	XENTR12605	DANRE07164
OG0011416	XENTR08057, XENTR08056	DANRE22944, DANRE22943
OG0011418	XENTR01100	DANRE35783
OG0011419	XENTR04065	DANRE41030
OG0011419	XENTR16062	DANRE41031
OG0011420	XENTR05806	DANRE00120, DANRE33973, DANRE33974
OG0011421	XENTR04344	DANRE27840
OG0011421	XENTR18008	DANRE00443
OG0011422	XENTR13545	DANRE03100, DANRE03099, DANRE05397, DANRE05396
OG0011423	XENTR01424	DANRE14488, DANRE09877, DANRE09876, DANRE12885
OG0011424	XENTR08634	DANRE34580, DANRE34579, DANRE34578
OG0011425	XENTR16768	DANRE12559
OG0011425	XENTR05347	DANRE13545
OG0011426	XENTR09821, XENTR09822	DANRE21601, DANRE21602, DANRE21603
OG0011427	XENTR08825	DANRE00801, DANRE00800
OG0011428	XENTR06366	DANRE34061, DANRE34063, DANRE34062, DANRE33379
OG0011429	XENTR15159	DANRE41915
OG0011430	XENTR04742	DANRE00490, DANRE00491, DANRE00492, DANRE00489
OG0011431	XENTR13656	DANRE03045, DANRE30205, DANRE09369
OG0011432	XENTR09733	DANRE07360, DANRE07359, DANRE07358, DANRE07361
OG0011433	XENTR00156	DANRE05153
OG0011434	XENTR07285	DANRE05064, DANRE05065, DANRE03802, DANRE03801
OG0011435	XENTR16135	DANRE01801
OG0011435	XENTR06385	DANRE30918
OG0011436	XENTR16081	DANRE34498, DANRE34497
OG0011436	XENTR09631	DANRE28017
OG0011437	XENTR11619, XENTR12527	DANRE34433, DANRE06053, DANRE06054
OG0011438	XENTR12178	DANRE39420, DANRE39421, DANRE27266, DANRE27265, DANRE27267
OG0011439	XENTR04533	DANRE33914
OG0011440	XENTR09442	DANRE20342
OG0011442	XENTR07339	DANRE15441, DANRE15439, DANRE15440
OG0011443	XENTR09654	DANRE02423, DANRE02424
OG0011444	XENTR14811	DANRE34137
OG0011446	XENTR14333, XENTR14332	DANRE00442
OG0011447	XENTR15337	DANRE04291
OG0011448	XENTR14317	DANRE02321, DANRE02320, DANRE02322
OG0011449	XENTR00565	DANRE39525
OG0011450	XENTR09475	DANRE18851
OG0011450	XENTR14850	DANRE18849, DANRE18850, DANRE18852
OG0011451	XENTR02944	DANRE27307, DANRE27306
OG0011452	XENTR09375	DANRE08643, DANRE08642, DANRE26461
OG0011453	XENTR02301, XENTR02302	DANRE14368, DANRE14367, DANRE10496
OG0011456	XENTR16049	DANRE40506
OG0011456	XENTR09233, XENTR09234	DANRE40505
OG0011457	XENTR13761	DANRE06323, DANRE06322
OG0011460	XENTR06484	DANRE17204, DANRE17205, DANRE17208, DANRE17206, DANRE17207
OG0011462	XENTR03231, XENTR03230, XENTR03233	DANRE20930, DANRE20932, DANRE20933, DANRE28148
OG0011463	XENTR07340	DANRE15477, DANRE29846
OG0011486	XENTR12873	DANRE26314, DANRE26313
OG0011514	XENTR14886, XENTR14986, XENTR14987	DANRE17079, DANRE10288, DANRE10289, DANRE10287
OG0011517	XENTR15585, XENTR15584, XENTR15583, XENTR15451, XENTR15450, XENTR18403, XENTR15582	DANRE38178
OG0011624	XENTR10664	DANRE18472
OG0011637	XENTR08457	DANRE14823
OG0011663	XENTR10982	DANRE12498
OG0011705	XENTR11455	DANRE28715
OG0011707	XENTR08118	DANRE13218
OG0011723	XENTR00107, XENTR00106	DANRE27448, DANRE27449
OG0011732	XENTR12737	DANRE25547, DANRE25548
OG0011773	XENTR00443	DANRE26302
OG0011778	XENTR14889	DANRE13775, DANRE13778, DANRE13776, DANRE13774, DANRE13777, DANRE03897
OG0011780	XENTR14173	DANRE06982
OG0011784	XENTR03413	DANRE34802, DANRE34801
OG0011786	XENTR11598, XENTR10184	DANRE08128
OG0011820	XENTR15900	DANRE36926
OG0011821	XENTR18748	DANRE42947
OG0011864	XENTR01392	DANRE30045, DANRE30046
OG0011868	XENTR09870	DANRE38955, DANRE26220, DANRE26219
OG0011869	XENTR11292	DANRE21017
OG0011870	XENTR18612, XENTR18611	DANRE37081, DANRE37080
OG0011872	XENTR02414	DANRE17575, DANRE17577, DANRE17576
OG0011873	XENTR12987	DANRE29424, DANRE29425
OG0011874	XENTR14442	DANRE05048
OG0011875	XENTR15458	DANRE10397
OG0011877	XENTR13661, XENTR14027, XENTR14026	DANRE31508, DANRE31510, DANRE31511, DANRE31509
OG0011878	XENTR11509	DANRE25878
OG0011879	XENTR06040	DANRE07417
OG0011881	XENTR08781	DANRE39002, DANRE39003, DANRE39004, DANRE39000, DANRE39001
OG0011882	XENTR04658	DANRE26507, DANRE21484
OG0011884	XENTR11884	DANRE07725, DANRE01259
OG0011885	XENTR16046	DANRE35157
OG0011887	XENTR13557	DANRE02922, DANRE02924, DANRE02923
OG0011888	XENTR09663	DANRE19448, DANRE34076
OG0011889	XENTR08737, XENTR08736, XENTR08738	DANRE20250
OG0011890	XENTR06424	DANRE06638, DANRE06640, DANRE06639
OG0011891	XENTR09441	DANRE20340, DANRE20341, DANRE08286
OG0011893	XENTR06738, XENTR08712	DANRE19632
OG0011894	XENTR16477	DANRE23514
OG0011897	XENTR15570	DANRE13402, DANRE00086
OG0011899	XENTR11255	DANRE12736
OG0011901	XENTR03917	DANRE40130, DANRE26594, DANRE26595
OG0011902	XENTR16392	DANRE09443
OG0011903	XENTR09277	DANRE25565, DANRE25566, DANRE30970
OG0011905	XENTR17640	DANRE43233, DANRE09094
OG0011906	XENTR03227	DANRE07754
OG0011907	XENTR11752	DANRE13855, DANRE13859, DANRE13853, DANRE13860, DANRE13854, DANRE13856
OG0011908	XENTR14176	DANRE06972
OG0011909	XENTR03416	DANRE19383, DANRE19382
OG0011910	XENTR08697	DANRE00155, DANRE00156
OG0011911	XENTR10781	DANRE41939
OG0011915	XENTR16456	DANRE29019, DANRE29018, DANRE29021, DANRE29020
OG0011917	XENTR01650	DANRE04790, DANRE04789, DANRE04788, DANRE04787
OG0011918	XENTR10125	DANRE05093, DANRE05091, DANRE05092, DANRE03787
OG0011920	XENTR03369	DANRE13632, DANRE13631
OG0011921	XENTR14981	DANRE31129, DANRE31130, DANRE41180, DANRE41179
OG0011922	XENTR09936	DANRE05890
OG0011924	XENTR19196	DANRE00351
OG0011924	XENTR02761	DANRE00352, DANRE00349, DANRE00350
OG0011925	XENTR14780	DANRE29100
OG0011925	XENTR04719	DANRE19004
OG0011926	XENTR03135	DANRE21336, DANRE21335, DANRE21334, DANRE42811
OG0011927	XENTR15208	DANRE16970, DANRE30131
OG0011928	XENTR17299	DANRE01632, DANRE22413, DANRE22414
OG0011929	XENTR10280	DANRE38377, DANRE38378, DANRE38376, DANRE38379
OG0011930	XENTR13172	DANRE20216, DANRE20215, DANRE43278, DANRE07054, DANRE07053
OG0011931	XENTR03538	DANRE15963
OG0011932	XENTR07321	DANRE03087, DANRE03088
OG0011933	XENTR17809	DANRE08573, DANRE08571
OG0011936	XENTR12419	DANRE24059
OG0011937	XENTR15221	DANRE27978, DANRE27975, DANRE27972, DANRE27977, DANRE27976, DANRE27973, DANRE27974
OG0011938	XENTR12215	DANRE28900, DANRE28899
OG0011939	XENTR02056	DANRE06907
OG0011941	XENTR03458	DANRE23639, DANRE23640
OG0011942	XENTR01784	DANRE15471, DANRE15470, DANRE15469
OG0011943	XENTR11477	DANRE22880
OG0011944	XENTR02141	DANRE18902, DANRE26308, DANRE26309
OG0011945	XENTR16259	DANRE10259
OG0011946	XENTR14035	DANRE22433
OG0011947	XENTR15387	DANRE33444, DANRE19633
OG0011948	XENTR12461	DANRE06000
OG0011949	XENTR16959	DANRE05392, DANRE21968
OG0011951	XENTR01836	DANRE29079
OG0011952	XENTR08121	DANRE13215
OG0011953	XENTR09209	DANRE41834, DANRE41835
OG0011966	XENTR02946	DANRE08331, DANRE41800
OG0011975	XENTR01434, XENTR01432, XENTR01433	DANRE37663, DANRE25315
OG0011980	XENTR16891, XENTR17386	DANRE28680
OG0011981	XENTR04568	DANRE10586
OG0012009	XENTR05455	DANRE10538
OG0012010	XENTR19036	DANRE14146, DANRE14145, DANRE40975
OG0012174	XENTR08126	DANRE13209
OG0012219	XENTR05115	DANRE36917
OG0012290	XENTR06653	DANRE18070, DANRE18069
OG0012298	XENTR01308	DANRE21788
OG0012333	XENTR15572, XENTR14293	DANRE19857, DANRE19858, DANRE19859
OG0012371	XENTR10941	DANRE33591
OG0012394	XENTR18927	DANRE42385, DANRE09016, DANRE09015
OG0012395	XENTR09346	DANRE42340, DANRE42338, DANRE42339
OG0012396	XENTR05056	DANRE38894, DANRE38895
OG0012397	XENTR06729	DANRE00463, DANRE00464, DANRE00465, DANRE00466
OG0012398	XENTR18700	DANRE25747, DANRE25745, DANRE25746
OG0012400	XENTR03070	DANRE12118, DANRE12117, DANRE18029
OG0012401	XENTR04267, XENTR04266	DANRE03915
OG0012402	XENTR17584	DANRE03980, DANRE03979
OG0012403	XENTR12823	DANRE03947
OG0012404	XENTR09098	DANRE05585
