Orthogroup	XENTR	DROME
OG0005972	XENTR02124	DROME16733
OG0005973	XENTR10954	DROME03261
OG0005974	XENTR04691	DROME09177
OG0005975	XENTR02304	DROME01949
OG0005976	XENTR10013	DROME19287
OG0005977	XENTR12877	DROME08531
OG0005978	XENTR14183	DROME03284
OG0005980	XENTR02536	DROME21461
OG0005982	XENTR04745	DROME01959
OG0005984	XENTR12144	DROME20805
OG0005985	XENTR06983	DROME12892
OG0005987	XENTR08582, XENTR11918	DROME16681
OG0005989	XENTR16020	DROME01935, DROME02497
OG0005993	XENTR12270	DROME01845
OG0005997	XENTR04497, XENTR03748	DROME05226
OG0005998	XENTR00864	DROME05475
OG0006002	XENTR00392	DROME16784
OG0006003	XENTR08305	DROME10360
OG0006004	XENTR06199	DROME09659
OG0006005	XENTR01598	DROME21221
OG0006009	XENTR12472	DROME04529, DROME04530
OG0006010	XENTR14270	DROME07208
OG0006011	XENTR06316	DROME05625
OG0006012	XENTR02675	DROME04986
OG0006015	XENTR08679	DROME04440, DROME04441
OG0006021	XENTR03020, XENTR14101, XENTR00600	DROME09479
OG0006031	XENTR01463	DROME15258
OG0006059	XENTR17303	DROME07767
OG0006061	XENTR12573	DROME04698
OG0006062	XENTR01805	DROME04067
OG0006063	XENTR07530	DROME20838
OG0006064	XENTR10338	DROME01128
OG0006065	XENTR04759	DROME06304
OG0006066	XENTR15153	DROME20062
OG0006069	XENTR12713	DROME20187
OG0006070	XENTR07400	DROME16601, DROME16602
OG0006072	XENTR09314, XENTR09315	DROME01673
OG0006073	XENTR14776	DROME14553
OG0006074	XENTR12108	DROME19848
OG0006077	XENTR07181	DROME09385
OG0006078	XENTR03424, XENTR18894	DROME02001
OG0006079	XENTR01421	DROME02616
OG0006081	XENTR12883	DROME14279
OG0006085	XENTR01611	DROME12364
OG0006087	XENTR04594	DROME12774
OG0006090	XENTR13443	DROME09888, DROME09890, DROME09891, DROME09889
OG0006094	XENTR03083	DROME09863, DROME00849, DROME00848
OG0006095	XENTR14710	DROME21969
OG0006096	XENTR06329	DROME21245
OG0006098	XENTR08186	DROME05931
OG0006099	XENTR01273, XENTR12991	DROME11739
OG0006100	XENTR10987	DROME05018
OG0006101	XENTR01439	DROME04360
OG0006103	XENTR08008	DROME10210
OG0006104	XENTR13714	DROME15737
OG0006108	XENTR12923	DROME09376
OG0006111	XENTR17823, XENTR17822	DROME12496
OG0006113	XENTR04621	DROME04342
OG0006115	XENTR09139	DROME16296
OG0006116	XENTR14543	DROME02301, DROME02300
OG0006117	XENTR13745	DROME10279
OG0006118	XENTR03384	DROME20483
OG0006119	XENTR08875	DROME12941
OG0006120	XENTR00584, XENTR09766	DROME13128, DROME13130, DROME13129
OG0006121	XENTR10914	DROME18148
OG0006122	XENTR13129	DROME00796
OG0006123	XENTR18981	DROME16430
OG0006124	XENTR07608	DROME13739
OG0006125	XENTR12664	DROME02053
OG0006127	XENTR07638	DROME03260
OG0006128	XENTR13569	DROME07922
OG0006129	XENTR03488, XENTR13796	DROME09781
OG0006130	XENTR12277	DROME17498, DROME17499
OG0006131	XENTR16174	DROME15971
OG0006132	XENTR09551	DROME06118
OG0006133	XENTR09837	DROME07717
OG0006134	XENTR14999	DROME13718
OG0006135	XENTR12446	DROME08697
OG0006136	XENTR05198	DROME10851
OG0006137	XENTR17758	DROME09569
OG0006140	XENTR03667	DROME15748
OG0006141	XENTR00345	DROME18067, DROME07431
OG0006144	XENTR06622, XENTR06621	DROME00549
OG0006145	XENTR04064	DROME11050
OG0006147	XENTR06844	DROME21657
OG0006148	XENTR04750	DROME10799
OG0006151	XENTR10086	DROME20478
OG0006152	XENTR07468	DROME08871
OG0006155	XENTR12154	DROME18085
OG0006156	XENTR16540	DROME10247
OG0006159	XENTR18552	DROME13858
OG0006160	XENTR06388	DROME03637
OG0006161	XENTR03324	DROME18089, DROME18090, DROME18088
OG0006164	XENTR18051	DROME09119
OG0006165	XENTR02514	DROME18757, DROME18756
OG0006168	XENTR04926	DROME15944, DROME18911
OG0006169	XENTR17131	DROME10283
OG0006170	XENTR08214	DROME14914
OG0006171	XENTR12055	DROME09393
OG0006176	XENTR14826	DROME04325
OG0006179	XENTR11876	DROME10214
OG0006180	XENTR04977	DROME17033
OG0006182	XENTR17070	DROME01649
OG0006183	XENTR04770	DROME14997
OG0006184	XENTR10398	DROME06994, DROME06993
OG0006185	XENTR04641	DROME15598
OG0006186	XENTR02839	DROME01316
OG0006187	XENTR12298, XENTR12297	DROME00876
OG0006188	XENTR08108	DROME00301
OG0006191	XENTR17542	DROME00877, DROME00878
OG0006192	XENTR14355	DROME00106
OG0006193	XENTR04349	DROME02189
OG0006195	XENTR15174	DROME11802, DROME11801
OG0006196	XENTR03085	DROME01357
OG0006199	XENTR06761, XENTR06762	DROME19122
OG0006202	XENTR15922	DROME06452, DROME06451
OG0006204	XENTR13371	DROME02906
OG0006206	XENTR14852, XENTR06668	DROME19558
OG0006210	XENTR02933	DROME19094
OG0006211	XENTR06206, XENTR06205	DROME17799, DROME17798, DROME17797
OG0006212	XENTR12988	DROME12458
OG0006213	XENTR08416	DROME10052
OG0006214	XENTR11798	DROME05227
OG0006216	XENTR14792	DROME02380
OG0006217	XENTR09237	DROME19224
OG0006224	XENTR13017	DROME18810
OG0006226	XENTR04747	DROME08310
OG0006227	XENTR01910	DROME03457
OG0006228	XENTR09481	DROME12195, DROME12196, DROME12194, DROME12193
OG0006229	XENTR03562	DROME16720
OG0006230	XENTR04159	DROME05693
OG0006231	XENTR07806	DROME06401, DROME06402, DROME06407
OG0006232	XENTR16162	DROME06119
OG0006233	XENTR13560	DROME13881
OG0006234	XENTR00067	DROME22062, DROME22061
OG0006235	XENTR16645	DROME20311
OG0006238	XENTR10713	DROME09754
OG0006239	XENTR09561	DROME10114
OG0006240	XENTR14524	DROME19140, DROME08600
OG0006241	XENTR09169, XENTR09168	DROME06012
OG0006242	XENTR00993	DROME07675, DROME07676
OG0006243	XENTR14329	DROME14457
OG0006244	XENTR01206	DROME17166, DROME17165
OG0006245	XENTR10382	DROME02108, DROME02107
OG0006246	XENTR08317, XENTR08316	DROME19004
OG0006247	XENTR15049	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200
OG0006248	XENTR02044	DROME03264
OG0006249	XENTR18011	DROME20245
OG0006251	XENTR17672, XENTR17673	DROME19735, DROME19738, DROME19736, DROME19737
OG0006254	XENTR04794	DROME10801
OG0006258	XENTR05063	DROME18180, DROME18181, DROME18179
OG0006259	XENTR15431, XENTR15430	DROME00749, DROME00747, DROME00746, DROME00748
OG0006260	XENTR07975	DROME16552
OG0006262	XENTR10478	DROME05994
OG0006263	XENTR16349	DROME01003
OG0006264	XENTR12516	DROME01178
OG0006265	XENTR07189	DROME08925, DROME08926
OG0006267	XENTR08276	DROME04482
OG0006271	XENTR15420	DROME13584
OG0006273	XENTR12414, XENTR09963	DROME19288, DROME09384, DROME20348
OG0006275	XENTR07622	DROME11545
OG0006276	XENTR13030	DROME12088
OG0006277	XENTR12192	DROME15668
OG0006278	XENTR17395	DROME09293
OG0006279	XENTR16888	DROME05154
OG0006280	XENTR01612	DROME02801, DROME07680, DROME07679, DROME07678
OG0006281	XENTR12028	DROME21723, DROME21724
OG0006283	XENTR02905	DROME18093
OG0006284	XENTR06698	DROME06978
OG0006285	XENTR13372	DROME05155
OG0006286	XENTR17703	DROME20409
OG0006288	XENTR10301	DROME00223
OG0006289	XENTR14556	DROME05895
OG0006290	XENTR11599	DROME15754
OG0006291	XENTR03996	DROME16421
OG0006293	XENTR13916	DROME15892
OG0006294	XENTR03051	DROME17637
OG0006295	XENTR01520	DROME09339
OG0006296	XENTR00735	DROME18450, DROME18451, DROME18457, DROME01938
OG0006297	XENTR11225	DROME14064
OG0006298	XENTR06203	DROME10104, DROME10103
OG0006301	XENTR02417	DROME14417, DROME14418
OG0006302	XENTR12112	DROME11859
OG0006305	XENTR17559, XENTR18952	DROME20608
OG0006306	XENTR05458	DROME06607
OG0006308	XENTR08889	DROME01926
OG0006309	XENTR14030	DROME22059, DROME22060
OG0006311	XENTR15701, XENTR15702	DROME09053
OG0006313	XENTR12867	DROME09638
OG0006315	XENTR14232	DROME12826
OG0006318	XENTR08794, XENTR10765	DROME09391
OG0006319	XENTR17260	DROME00483, DROME00484
OG0006321	XENTR09888	DROME00074
OG0006322	XENTR02812	DROME19674
OG0006323	XENTR10824	DROME00186
OG0006328	XENTR08357	DROME04072
OG0006329	XENTR01907	DROME06117
OG0006330	XENTR12116	DROME21856, DROME21857
OG0006331	XENTR02078	DROME16655, DROME16654, DROME16657, DROME16656
OG0006332	XENTR11820	DROME01006
OG0006333	XENTR00638, XENTR00639, XENTR11160	DROME05697
OG0006334	XENTR11454	DROME04357
OG0006339	XENTR00791	DROME19031, DROME19030
OG0006340	XENTR08910	DROME02471
OG0006341	XENTR01670	DROME06095
OG0006344	XENTR15368	DROME11878
OG0006345	XENTR09326	DROME01528
OG0006346	XENTR17064	DROME16623
OG0006347	XENTR05199	DROME18372, DROME18373
OG0006350	XENTR13659	DROME10882
OG0006351	XENTR17000, XENTR16531	DROME17575
OG0006352	XENTR04339	DROME15718
OG0006353	XENTR02093	DROME00751
OG0006356	XENTR11146	DROME02890
OG0006359	XENTR13253	DROME01311
OG0006360	XENTR11510	DROME19840
OG0006362	XENTR05459	DROME11093
OG0006363	XENTR09507	DROME07012
OG0006364	XENTR09578	DROME14912
OG0006365	XENTR05265	DROME21616, DROME21617
OG0006367	XENTR16726	DROME09374
OG0006370	XENTR06294	DROME08234
OG0006372	XENTR08472	DROME08788
OG0006375	XENTR01833	DROME19928
OG0006376	XENTR07738	DROME13198
OG0006377	XENTR13700, XENTR18549, XENTR18550	DROME08417
OG0006378	XENTR05710	DROME17931
OG0006379	XENTR03826	DROME02858, DROME04856
OG0006381	XENTR06606	DROME02707, DROME20650
OG0006382	XENTR08999	DROME15024
OG0006383	XENTR15954	DROME12394
OG0006385	XENTR14544	DROME09556
OG0006387	XENTR17469, XENTR08445	DROME09390
OG0006388	XENTR16581	DROME20388, DROME20387
OG0006389	XENTR16925	DROME15710
OG0006393	XENTR07149, XENTR11546	DROME03463, DROME03462
OG0006395	XENTR18848, XENTR18849	DROME00130
OG0006402	XENTR05561	DROME17310
OG0006405	XENTR18434	DROME13750, DROME13751
OG0006406	XENTR01666, XENTR10929	DROME19952, DROME19616
OG0006442	XENTR08173	DROME16371
OG0006443	XENTR09473	DROME16038
OG0006447	XENTR07741	DROME10748
OG0006448	XENTR02943	DROME21414
OG0006454	XENTR04050	DROME19164
OG0006456	XENTR08352	DROME00779
OG0006458	XENTR02651	DROME10373
OG0006459	XENTR08528	DROME10282
OG0006460	XENTR00159	DROME15064
OG0006461	XENTR07035	DROME01188
OG0006462	XENTR01277	DROME01832
OG0006463	XENTR14323	DROME10850
OG0006464	XENTR10541	DROME15553
OG0006465	XENTR07508	DROME04025
OG0006469	XENTR07325	DROME02304
OG0006470	XENTR15042	DROME05726, DROME05725
OG0006471	XENTR14365	DROME03198
OG0006474	XENTR00813	DROME18594
OG0006475	XENTR10608	DROME11340, DROME11339
OG0006476	XENTR04361	DROME02188
OG0006477	XENTR04447	DROME16299
OG0006478	XENTR14784	DROME10803
OG0006479	XENTR08062	DROME03631
OG0006480	XENTR17557	DROME15425, DROME15426
OG0006481	XENTR02608	DROME02142, DROME01455
OG0006482	XENTR03862	DROME21719
OG0006483	XENTR10963	DROME04426
OG0006485	XENTR16219	DROME17756
OG0006487	XENTR02802	DROME20891
OG0006488	XENTR02069	DROME14000
OG0006490	XENTR10811	DROME17521
OG0006491	XENTR07123	DROME09727
OG0006497	XENTR00921	DROME11986
OG0006498	XENTR16311	DROME00774
OG0006501	XENTR12662	DROME07620
OG0006504	XENTR07120	DROME01726
OG0006505	XENTR02899	DROME19279
OG0006509	XENTR13835	DROME06735
OG0006510	XENTR16128	DROME21078
OG0006511	XENTR06903	DROME02030
OG0006512	XENTR05619	DROME14203
OG0006514	XENTR05648	DROME04973
OG0006515	XENTR13526	DROME17220
OG0006516	XENTR13095	DROME07746
OG0006517	XENTR09962	DROME16077, DROME16076
OG0006518	XENTR09393	DROME12457
OG0006519	XENTR05535	DROME10463
OG0006520	XENTR13195	DROME01601
OG0006522	XENTR10203	DROME21565, DROME21563, DROME21564
OG0006523	XENTR02071	DROME13324
OG0006524	XENTR02379	DROME08322
OG0006526	XENTR18522	DROME10066
OG0006528	XENTR04191	DROME03901, DROME03902, DROME03900
OG0006530	XENTR16908	DROME02632
OG0006532	XENTR09832	DROME18743
OG0006535	XENTR18789	DROME21449, DROME21448
OG0006536	XENTR11449	DROME00110
OG0006537	XENTR01017	DROME17569
OG0006538	XENTR03139	DROME00930
OG0006540	XENTR11917	DROME04024
OG0006543	XENTR05755	DROME19675
OG0006544	XENTR15901	DROME08098
OG0006545	XENTR06549	DROME14793
OG0006546	XENTR13406	DROME03836
OG0006549	XENTR02344	DROME08226
OG0006550	XENTR00769, XENTR00770	DROME12314
OG0006551	XENTR18892	DROME01560
OG0006552	XENTR05835	DROME02022
OG0006553	XENTR01394	DROME06750
OG0006554	XENTR10302	DROME13465
OG0006556	XENTR16928	DROME10784
OG0006557	XENTR04539	DROME08144
OG0006560	XENTR12102	DROME17786
OG0006561	XENTR09007	DROME15269
OG0006567	XENTR02458	DROME01202
OG0006568	XENTR09608	DROME05220
OG0006569	XENTR00615	DROME20993
OG0006570	XENTR12937	DROME20261
OG0006571	XENTR05803	DROME05601
OG0006573	XENTR10805	DROME14640
OG0006574	XENTR04351	DROME19778
OG0006577	XENTR14469	DROME16628
OG0006578	XENTR12631, XENTR12630	DROME15457
OG0006580	XENTR13958, XENTR13959	DROME00474
OG0006583	XENTR16033	DROME16903
OG0006584	XENTR02296	DROME07289
OG0006585	XENTR12780	DROME00295, DROME00294
OG0006586	XENTR00497	DROME11738, DROME02891
OG0006587	XENTR11980	DROME02493
OG0006588	XENTR06817	DROME21457
OG0006590	XENTR14263	DROME17574
OG0006591	XENTR11790	DROME11557, DROME11556
OG0006593	XENTR12622	DROME11713
OG0006594	XENTR18025	DROME12981
OG0006595	XENTR09437	DROME20933
OG0006596	XENTR12773	DROME13730, DROME13731
OG0006597	XENTR00700	DROME19349
OG0006598	XENTR14326	DROME15235
OG0006599	XENTR02707, XENTR16196	DROME13830, DROME13829
OG0006602	XENTR15212	DROME18117
OG0006603	XENTR10213	DROME08268, DROME08267
OG0006604	XENTR09447, XENTR09446	DROME10779
OG0006607	XENTR13594	DROME06763
OG0006608	XENTR00251	DROME15074
OG0006609	XENTR06296	DROME08965
OG0006610	XENTR07341	DROME00685
OG0006611	XENTR05216	DROME04706, DROME04707
OG0006612	XENTR11538	DROME07454
OG0006614	XENTR18989	DROME03471
OG0006615	XENTR06546	DROME05191
OG0006616	XENTR09627	DROME04436, DROME04435
OG0006619	XENTR02127, XENTR02126	DROME20837, DROME20836
OG0006621	XENTR16711	DROME01854
OG0006622	XENTR12562	DROME13807
OG0006623	XENTR09849	DROME03084
OG0006625	XENTR04207	DROME13491
OG0006628	XENTR02668	DROME04083, DROME04082
OG0006630	XENTR08125	DROME13179
OG0006631	XENTR19213	DROME06287
OG0006633	XENTR02142	DROME10769
OG0006635	XENTR01982	DROME12947
OG0006636	XENTR11494	DROME02119
OG0006637	XENTR05016	DROME01008
OG0006638	XENTR15778	DROME10155
OG0006640	XENTR12743	DROME00615
OG0006642	XENTR08911	DROME08951
OG0006646	XENTR01407	DROME15373
OG0006649	XENTR10760	DROME00086
OG0006651	XENTR12537	DROME04694
OG0006653	XENTR09964	DROME10989, DROME10990
OG0006655	XENTR05829	DROME18847
OG0006657	XENTR10304	DROME19456, DROME19455
OG0006658	XENTR09594	DROME21096
OG0006662	XENTR02635	DROME19864
OG0006663	XENTR03207	DROME13134
OG0006664	XENTR06837	DROME04463
OG0006666	XENTR04836	DROME07406, DROME07405, DROME07404, DROME07403
OG0006667	XENTR11957	DROME06736
OG0006668	XENTR10580	DROME09203, DROME09202, DROME09204
OG0006669	XENTR13698	DROME09383
OG0006670	XENTR03934	DROME03282
OG0006673	XENTR06476	DROME03524
OG0006676	XENTR05976	DROME04549
OG0006677	XENTR13655, XENTR13654	DROME21382
OG0006678	XENTR13719	DROME02009
OG0006681	XENTR03638	DROME07359, DROME07360
OG0006684	XENTR16293	DROME10607
OG0006686	XENTR06782	DROME10194
OG0006689	XENTR01441	DROME16220, DROME06540
OG0006690	XENTR13317	DROME00556
OG0006691	XENTR10862	DROME16256
OG0006692	XENTR13963	DROME03538
OG0006694	XENTR04108	DROME08808
OG0006695	XENTR13948	DROME15570
OG0006697	XENTR10497	DROME13987
OG0006698	XENTR05149	DROME10462, DROME10461
OG0006703	XENTR04634	DROME12345
OG0006705	XENTR00293	DROME10883
OG0006706	XENTR07780	DROME18775
OG0006707	XENTR16134	DROME19785
OG0006708	XENTR18874	DROME07913
OG0006709	XENTR05409	DROME12082
OG0006710	XENTR18018	DROME13063, DROME13065, DROME13064
OG0006712	XENTR03007	DROME09518, DROME09519
OG0006714	XENTR08721	DROME13246
OG0006717	XENTR17648	DROME10030
OG0006718	XENTR09542	DROME15073
OG0006721	XENTR08095	DROME06897
OG0006723	XENTR16854	DROME17509
OG0006724	XENTR10084	DROME13169
OG0006725	XENTR07038	DROME01185
OG0006726	XENTR09612	DROME11357
OG0006730	XENTR07699	DROME10467
OG0006731	XENTR14502	DROME07141
OG0006732	XENTR17486	DROME16398
OG0006733	XENTR12805	DROME12191, DROME12192
OG0006734	XENTR17831	DROME14590
OG0006735	XENTR05221	DROME21577
OG0006737	XENTR00969	DROME08119
OG0006739	XENTR07449	DROME14549
OG0006741	XENTR08382	DROME13025
OG0006742	XENTR05493	DROME17425
OG0006745	XENTR09899	DROME12660
OG0006748	XENTR03274	DROME00422
OG0006749	XENTR01774	DROME18950
OG0006750	XENTR07602	DROME09705
OG0006753	XENTR11694	DROME16826
OG0006754	XENTR18420	DROME03000
OG0006755	XENTR10590	DROME13740
OG0006757	XENTR12333	DROME14155
OG0006758	XENTR19253	DROME17868, DROME17867
OG0006760	XENTR04753, XENTR04751, XENTR04752	DROME19427
OG0006762	XENTR06563	DROME14028
OG0006765	XENTR09754	DROME10592, DROME10591
OG0006766	XENTR12590, XENTR12592	DROME03426
OG0006768	XENTR17405	DROME02900
OG0006769	XENTR18589	DROME06420
OG0006770	XENTR10049	DROME13620
OG0006772	XENTR06880, XENTR06881	DROME15798, DROME09251
OG0006777	XENTR14289	DROME18870, DROME18871
OG0006780	XENTR12106	DROME20962
OG0006791	XENTR09543, XENTR08719	DROME09378, DROME09358, DROME12573
OG0006826	XENTR13782	DROME14383
OG0006828	XENTR08258	DROME08100, DROME08101, DROME21318
OG0006830	XENTR13305	DROME11906
OG0006832	XENTR10958	DROME16492, DROME16493
OG0006833	XENTR00457	DROME06375
OG0006835	XENTR08471	DROME02280, DROME02306
OG0006838	XENTR01852	DROME08307
OG0006842	XENTR10401	DROME20782
OG0006843	XENTR17465	DROME06952
OG0006844	XENTR08527	DROME01743
OG0006845	XENTR11640	DROME17007
OG0006846	XENTR12109	DROME08329
OG0006849	XENTR01645	DROME03499
OG0006851	XENTR13145	DROME10053
OG0006852	XENTR01320	DROME13239
OG0006856	XENTR01007	DROME17826
OG0006857	XENTR02316	DROME13855
OG0006860	XENTR10215	DROME20680, DROME20679
OG0006862	XENTR13534	DROME15144
OG0006864	XENTR01809	DROME02889
OG0006865	XENTR09213	DROME12006
OG0006868	XENTR07053	DROME14011, DROME14010
OG0006870	XENTR10263	DROME14456
OG0006871	XENTR07430	DROME13968
OG0006874	XENTR14555	DROME19509
OG0006875	XENTR10450	DROME18909
OG0006876	XENTR00090	DROME04074
OG0006877	XENTR05237	DROME14060
OG0006878	XENTR12365	DROME10685, DROME10684
OG0006880	XENTR02819	DROME13822
OG0006882	XENTR10988	DROME09123
OG0006885	XENTR04782	DROME10284
OG0006886	XENTR00696	DROME21253
OG0006887	XENTR13961	DROME13817
OG0006888	XENTR02537	DROME19638
OG0006889	XENTR05963	DROME21560, DROME21559
OG0006890	XENTR09541	DROME08143
OG0006891	XENTR15690	DROME18748
OG0006892	XENTR00113	DROME00140
OG0006893	XENTR17439	DROME12133
OG0006894	XENTR13122	DROME05303
OG0006895	XENTR11833	DROME01866
OG0006897	XENTR14076	DROME19217
OG0006898	XENTR07636	DROME10588, DROME10587
OG0006900	XENTR09605	DROME09764, DROME09765
OG0006901	XENTR00120	DROME11048, DROME14826
OG0006902	XENTR02201	DROME14332
OG0006905	XENTR19260	DROME14624, DROME14623
OG0006906	XENTR10195	DROME15670
OG0006907	XENTR18404	DROME02137, DROME02136
OG0006909	XENTR18357	DROME06225
OG0006911	XENTR17645	DROME14763
OG0006914	XENTR15248	DROME08141
OG0006918	XENTR10731, XENTR10730	DROME03248
OG0006919	XENTR12172	DROME06069
OG0006920	XENTR10785	DROME01129
OG0006923	XENTR05461	DROME11746
OG0006924	XENTR06768	DROME14721
OG0006925	XENTR03837	DROME11109
OG0006926	XENTR12859	DROME00053
OG0006927	XENTR10634	DROME11010
OG0006931	XENTR12285	DROME11546
OG0006932	XENTR01275	DROME16429
OG0006934	XENTR15092	DROME00627
OG0006935	XENTR08699	DROME17600
OG0006936	XENTR08928	DROME12923
OG0006937	XENTR04504	DROME00527
OG0006938	XENTR16149	DROME14949
OG0006940	XENTR01692	DROME19018, DROME19017
OG0006942	XENTR09478	DROME17406
OG0006943	XENTR15386	DROME05311, DROME05310, DROME05312
OG0006944	XENTR07046	DROME07597
OG0006945	XENTR00117	DROME04092, DROME04093
OG0006946	XENTR16824, XENTR16825	DROME06810
OG0006948	XENTR04780	DROME10887
OG0006949	XENTR11256	DROME17510
OG0006951	XENTR14803	DROME19073
OG0006952	XENTR05143	DROME11379
OG0006953	XENTR09448	DROME15970
OG0006954	XENTR03844	DROME13996, DROME13995
OG0006957	XENTR08977	DROME16961
OG0006958	XENTR07775	DROME12297
OG0006959	XENTR17553	DROME10650
OG0006960	XENTR16241	DROME21228
OG0006962	XENTR09246	DROME03277
OG0006964	XENTR09387	DROME19570
OG0006966	XENTR09367	DROME12638, DROME12639
OG0006967	XENTR03908	DROME01193
OG0006968	XENTR15434	DROME19323
OG0006969	XENTR16749, XENTR16750, XENTR16751	DROME16910
OG0006970	XENTR14271, XENTR14272	DROME11918
OG0006971	XENTR01201	DROME11799, DROME11798
OG0006973	XENTR09146	DROME15580
OG0006975	XENTR12996	DROME07368
OG0006977	XENTR11302	DROME16367
OG0006979	XENTR01458	DROME08887
OG0006980	XENTR06239	DROME12138
OG0006982	XENTR11312	DROME16125
OG0006984	XENTR02353	DROME08885
OG0006985	XENTR11227	DROME14217
OG0006988	XENTR12330	DROME01608
OG0006989	XENTR04170	DROME21716, DROME21715, DROME01750
OG0006990	XENTR08922	DROME10642
OG0006991	XENTR17838	DROME04692
OG0006994	XENTR00114	DROME04632
OG0006996	XENTR01652	DROME01798
OG0006997	XENTR17546, XENTR17545	DROME06801
OG0006998	XENTR06955	DROME01960
OG0006999	XENTR00236	DROME11377
OG0007000	XENTR01902, XENTR01901	DROME11064, DROME16292
OG0007001	XENTR17344, XENTR17343	DROME08011
OG0007002	XENTR06832	DROME07791
OG0007003	XENTR16048	DROME00287
OG0007005	XENTR07132	DROME09757
OG0007009	XENTR09577	DROME17681
OG0007010	XENTR05499	DROME01605
OG0007011	XENTR05787	DROME20885
OG0007012	XENTR03267	DROME22023
OG0007013	XENTR09137	DROME01987
OG0007014	XENTR08855	DROME08628
OG0007015	XENTR02491	DROME19728
OG0007016	XENTR00478	DROME20048
OG0007017	XENTR16539	DROME16395
OG0007018	XENTR13179	DROME04944
OG0007022	XENTR16029	DROME14811
OG0007023	XENTR07024	DROME06431
OG0007025	XENTR13731	DROME04842
OG0007027	XENTR19169, XENTR11118	DROME20714
OG0007028	XENTR00104	DROME21651
OG0007029	XENTR07776	DROME01489
OG0007030	XENTR05657	DROME20793
OG0007032	XENTR17468	DROME01322
OG0007033	XENTR16190	DROME18841
OG0007034	XENTR05241	DROME06058
OG0007035	XENTR06046	DROME00441, DROME00440
OG0007036	XENTR17676, XENTR17677	DROME10185
OG0007037	XENTR05417	DROME13026
OG0007039	XENTR03063	DROME20966, DROME20965
OG0007040	XENTR16157	DROME02611
OG0007041	XENTR01415	DROME00583, DROME00582
OG0007042	XENTR03360	DROME08739
OG0007043	XENTR02003	DROME02534
OG0007044	XENTR08465, XENTR13827	DROME05564
OG0007045	XENTR05481	DROME14367, DROME14366
OG0007046	XENTR09390	DROME15728
OG0007047	XENTR12940	DROME00193, DROME00194
OG0007048	XENTR12714	DROME01791, DROME19143
OG0007049	XENTR10205	DROME16917
OG0007050	XENTR10229	DROME06887
OG0007053	XENTR06867	DROME16115
OG0007055	XENTR04557	DROME01836
OG0007056	XENTR04936	DROME21912
OG0007057	XENTR14128, XENTR07649	DROME16884
OG0007058	XENTR13895	DROME16980
OG0007059	XENTR01903	DROME17512, DROME17511, DROME17513
OG0007061	XENTR12828	DROME21168
OG0007062	XENTR03101	DROME01875
OG0007063	XENTR05680	DROME04000
OG0007068	XENTR04871	DROME19884
OG0007069	XENTR06666	DROME19398
OG0007073	XENTR08573	DROME16763
OG0007074	XENTR03247	DROME01655
OG0007075	XENTR02206	DROME11946
OG0007081	XENTR06924	DROME01767, DROME01766
OG0007082	XENTR16647	DROME01955, DROME01957, DROME01956, DROME01954
OG0007083	XENTR12941	DROME03474
OG0007084	XENTR15425	DROME17683, DROME09532
OG0007088	XENTR13069	DROME22014
OG0007090	XENTR04663	DROME20794
OG0007091	XENTR16106	DROME06753
OG0007092	XENTR09595	DROME18902, DROME06271
OG0007093	XENTR09556	DROME16944
OG0007095	XENTR11185	DROME11360
OG0007097	XENTR10319	DROME14761
OG0007098	XENTR00462	DROME02756
OG0007099	XENTR01909	DROME16425
OG0007100	XENTR02538	DROME01519, DROME01520
OG0007102	XENTR10584	DROME07635, DROME09291, DROME09290
OG0007103	XENTR09292	DROME15968, DROME15969
OG0007105	XENTR17989, XENTR17988	DROME03967
OG0007106	XENTR02834	DROME13665
OG0007107	XENTR15605	DROME06221
OG0007112	XENTR05305	DROME21664, DROME21665
OG0007113	XENTR07047	DROME08212
OG0007114	XENTR17139	DROME08700
OG0007116	XENTR07013	DROME18939
OG0007117	XENTR15556	DROME09414
OG0007118	XENTR11167	DROME16742
OG0007119	XENTR00359	DROME02006
OG0007120	XENTR11017	DROME12932
OG0007124	XENTR10585	DROME19157
OG0007125	XENTR13558	DROME00216
OG0007126	XENTR05105	DROME01679
OG0007127	XENTR03372	DROME14552
OG0007128	XENTR05067	DROME09591
OG0007129	XENTR12454, XENTR12453	DROME09207, DROME09208
OG0007130	XENTR10790	DROME03247
OG0007131	XENTR04760	DROME17642
OG0007132	XENTR18457	DROME04510
OG0007134	XENTR14638	DROME13786, DROME13787
OG0007136	XENTR11242	DROME06497
OG0007137	XENTR16364	DROME08116
OG0007138	XENTR01287	DROME13828
OG0007139	XENTR18713	DROME20628, DROME22010, DROME22009, DROME19837
OG0007140	XENTR14828, XENTR13212	DROME15375, DROME15374
OG0007143	XENTR13932	DROME02690
OG0007144	XENTR05104	DROME12565, DROME12567, DROME12566
OG0007145	XENTR04506	DROME13245
OG0007147	XENTR17348	DROME17710
OG0007148	XENTR15137	DROME15555
OG0007150	XENTR09755	DROME13333
OG0007151	XENTR05788	DROME07790
OG0007153	XENTR08905	DROME14766
OG0007154	XENTR03882	DROME05203
OG0007158	XENTR08364	DROME10619
OG0007160	XENTR00523	DROME04948
OG0007164	XENTR00655	DROME07185, DROME07184
OG0007165	XENTR02602	DROME14270
OG0007166	XENTR10142	DROME05148, DROME04552
OG0007171	XENTR07480	DROME12461
