Orthogroup	XENTR	NEMVE
OG0006666	XENTR04836	NEMVE15097
OG0006667	XENTR11957	NEMVE14509
OG0006668	XENTR10580	NEMVE13784
OG0006669	XENTR13698	NEMVE01621, NEMVE12149
OG0006670	XENTR03934	NEMVE14438
OG0006672	XENTR10612	NEMVE07938
OG0006673	XENTR06476	NEMVE13899
OG0006675	XENTR11950	NEMVE04979
OG0006676	XENTR05976	NEMVE15782
OG0006677	XENTR13655, XENTR13654	NEMVE22635
OG0006678	XENTR13719	NEMVE15058
OG0006681	XENTR03638	NEMVE24851
OG0006683	XENTR10018	NEMVE16605
OG0006684	XENTR16293	NEMVE17767
OG0006686	XENTR06782	NEMVE25052
OG0006687	XENTR12769	NEMVE14655
OG0006688	XENTR13607	NEMVE02085
OG0006689	XENTR01441	NEMVE24146, NEMVE12853
OG0006690	XENTR13317	NEMVE23260
OG0006691	XENTR10862	NEMVE14331
OG0006692	XENTR13963	NEMVE14555
OG0006693	XENTR12746	NEMVE15971
OG0006694	XENTR04108	NEMVE06376
OG0006695	XENTR13948	NEMVE19387
OG0006696	XENTR00610	NEMVE22693
OG0006697	XENTR10497	NEMVE13214
OG0006698	XENTR05149	NEMVE24243
OG0006699	XENTR06331, XENTR06330	NEMVE17955
OG0006700	XENTR03198, XENTR10566	NEMVE14095
OG0006703	XENTR04634	NEMVE06399
OG0006704	XENTR13888, XENTR13889	NEMVE09753
OG0006706	XENTR07780	NEMVE08399
OG0006707	XENTR16134	NEMVE18156, NEMVE12324
OG0006708	XENTR18874	NEMVE23781
OG0006709	XENTR05409	NEMVE06920
OG0006710	XENTR18018	NEMVE10954
OG0006711	XENTR08893	NEMVE11839
OG0006712	XENTR03007	NEMVE05787
OG0006713	XENTR08986, XENTR14768	NEMVE06582
OG0006714	XENTR08721	NEMVE13528
OG0006715	XENTR17785, XENTR13166	NEMVE23580
OG0006716	XENTR13038	NEMVE16253
OG0006717	XENTR17648	NEMVE17875
OG0006718	XENTR09540	NEMVE09098
OG0006719	XENTR09126	NEMVE25006
OG0006720	XENTR09067	NEMVE13949
OG0006721	XENTR08095	NEMVE24868
OG0006723	XENTR16854	NEMVE13754
OG0006724	XENTR10084	NEMVE17764, NEMVE10359
OG0006725	XENTR07038	NEMVE05867
OG0006726	XENTR09612	NEMVE06858
OG0006727	XENTR05898	NEMVE14653
OG0006729	XENTR02778	NEMVE17861
OG0006730	XENTR07699	NEMVE16598
OG0006731	XENTR14502	NEMVE22494
OG0006732	XENTR17486	NEMVE14487
OG0006733	XENTR12805	NEMVE15467
OG0006734	XENTR17831	NEMVE14116
OG0006735	XENTR05221	NEMVE18798, NEMVE20349, NEMVE09960, NEMVE21806
OG0006736	XENTR09191, XENTR10482	NEMVE24623
OG0006737	XENTR00969	NEMVE09025
OG0006738	XENTR19225, XENTR19226	NEMVE17102
OG0006739	XENTR07449	NEMVE00721
OG0006741	XENTR08382	NEMVE13385
OG0006742	XENTR05493	NEMVE25399
OG0006745	XENTR09899	NEMVE24739
OG0006749	XENTR01774	NEMVE24563
OG0006750	XENTR07602	NEMVE25037
OG0006752	XENTR02646	NEMVE20853, NEMVE23516
OG0006753	XENTR11694	NEMVE10471
OG0006754	XENTR18420	NEMVE23232
OG0006755	XENTR10590	NEMVE22112
OG0006756	XENTR18274	NEMVE02436
OG0006757	XENTR12333	NEMVE06921
OG0006758	XENTR19253	NEMVE23646
OG0006759	XENTR11512	NEMVE13478
OG0006760	XENTR04753, XENTR04751, XENTR04752	NEMVE21302, NEMVE15995
OG0006762	XENTR06563	NEMVE08950
OG0006764	XENTR01594	NEMVE18314, NEMVE06948
OG0006765	XENTR09754	NEMVE11490
OG0006766	XENTR12590, XENTR12592	NEMVE03175
OG0006768	XENTR17405	NEMVE18868, NEMVE25762
OG0006770	XENTR10049	NEMVE23535
OG0006772	XENTR06880, XENTR06881	NEMVE25240
OG0006775	XENTR01837	NEMVE15139
OG0006776	XENTR07592	NEMVE15379
OG0006777	XENTR14289	NEMVE10884
OG0006780	XENTR12106	NEMVE06625
OG0006787	XENTR03340, XENTR10845	NEMVE09873, NEMVE15414
OG0006791	XENTR09543, XENTR08719	NEMVE14989
OG0006826	XENTR13782	NEMVE13284
OG0006827	XENTR00081	NEMVE02172
OG0006828	XENTR08258	NEMVE07879
OG0006829	XENTR09763	NEMVE13112
OG0006830	XENTR13305	NEMVE08915
OG0006831	XENTR14217	NEMVE24859
OG0006832	XENTR10958	NEMVE22982
OG0006833	XENTR00457	NEMVE24233
OG0006835	XENTR08471	NEMVE16968
OG0006837	XENTR02650	NEMVE23801, NEMVE25442
OG0006838	XENTR01852	NEMVE13721
OG0006842	XENTR10401	NEMVE22104, NEMVE04435
OG0006843	XENTR17465	NEMVE13226
OG0006844	XENTR08527	NEMVE13224
OG0006845	XENTR11640	NEMVE17371
OG0006846	XENTR12109	NEMVE24794
OG0006847	XENTR00872	NEMVE13304
OG0006848	XENTR07299, XENTR07526	NEMVE16167
OG0006849	XENTR01645	NEMVE22050
OG0006850	XENTR05570	NEMVE06805
OG0006851	XENTR13145	NEMVE25124
OG0006853	XENTR15554	NEMVE23764
OG0006856	XENTR01007	NEMVE09221
OG0006857	XENTR02316	NEMVE25407
OG0006860	XENTR10215	NEMVE18531
OG0006861	XENTR04183	NEMVE20619, NEMVE17024
OG0006862	XENTR13534	NEMVE23812
OG0006863	XENTR12976	NEMVE15515
OG0006864	XENTR01809	NEMVE08355
OG0006865	XENTR09213	NEMVE25822
OG0006866	XENTR17686	NEMVE08860
OG0006867	XENTR01657	NEMVE14363
OG0006869	XENTR02833	NEMVE16212, NEMVE00422
OG0006871	XENTR07430	NEMVE04605, NEMVE09898
OG0006873	XENTR13913	NEMVE01547
OG0006875	XENTR10450	NEMVE25510
OG0006876	XENTR00090	NEMVE02088
OG0006877	XENTR05237	NEMVE14455
OG0006878	XENTR12365	NEMVE07083
OG0006880	XENTR02819	NEMVE06819
OG0006882	XENTR10988	NEMVE15924
OG0006884	XENTR07604	NEMVE08457
OG0006885	XENTR04782	NEMVE22646
OG0006886	XENTR00696	NEMVE21731
OG0006887	XENTR13961	NEMVE06955
OG0006888	XENTR02537	NEMVE13701, NEMVE21293
OG0006889	XENTR05963	NEMVE13933
OG0006890	XENTR09541	NEMVE05014
OG0006891	XENTR15690	NEMVE04359
OG0006892	XENTR00113	NEMVE24012, NEMVE20580
OG0006893	XENTR17439	NEMVE17795
OG0006894	XENTR13122	NEMVE06286, NEMVE11857
OG0006895	XENTR11833	NEMVE06846, NEMVE12809
OG0006896	XENTR12639	NEMVE22792
OG0006897	XENTR14076	NEMVE10415
OG0006898	XENTR07636	NEMVE19257
OG0006899	XENTR12237	NEMVE06869
OG0006900	XENTR09605	NEMVE01654
OG0006901	XENTR00120	NEMVE14333
OG0006902	XENTR02201	NEMVE18593, NEMVE20461
OG0006904	XENTR03460	NEMVE14542
OG0006905	XENTR19260	NEMVE07398
OG0006906	XENTR10195	NEMVE13236
OG0006907	XENTR18404	NEMVE24857
OG0006908	XENTR03672	NEMVE17575
OG0006909	XENTR18357	NEMVE07072
OG0006911	XENTR17645	NEMVE19816
OG0006912	XENTR03948	NEMVE18786
OG0006914	XENTR15248	NEMVE06049
OG0006915	XENTR05683	NEMVE09886
OG0006916	XENTR18036	NEMVE23817
OG0006917	XENTR03266	NEMVE08132
OG0006918	XENTR10731, XENTR10730	NEMVE15078
OG0006921	XENTR10556	NEMVE24812
OG0006922	XENTR00968	NEMVE16294, NEMVE15894
OG0006923	XENTR05461	NEMVE13295
OG0006924	XENTR06768	NEMVE01464
OG0006925	XENTR03837	NEMVE13382, NEMVE02521
OG0006926	XENTR12859	NEMVE23407
OG0006927	XENTR10634	NEMVE24367
OG0006928	XENTR10691	NEMVE09174
OG0006929	XENTR05894	NEMVE08440
OG0006930	XENTR05716	NEMVE25703, NEMVE25702
OG0006931	XENTR12285	NEMVE13787
OG0006932	XENTR01275	NEMVE05137
OG0006934	XENTR15092	NEMVE24344
OG0006935	XENTR08699	NEMVE13070
OG0006936	XENTR08928	NEMVE03459, NEMVE10607
OG0006937	XENTR04504	NEMVE21757
OG0006938	XENTR16149	NEMVE06983
OG0006940	XENTR01692	NEMVE13137
OG0006942	XENTR09478	NEMVE13642
OG0006943	XENTR15386	NEMVE05334
OG0006944	XENTR07046	NEMVE06196
OG0006945	XENTR00117	NEMVE08899
OG0006946	XENTR16824, XENTR16825	NEMVE14167
OG0006948	XENTR04780	NEMVE13841, NEMVE20539
OG0006949	XENTR11256	NEMVE22705
OG0006951	XENTR14803	NEMVE22939
OG0006952	XENTR05143	NEMVE05912
OG0006953	XENTR09448	NEMVE17873
OG0006954	XENTR03844	NEMVE22116
OG0006955	XENTR06398	NEMVE06612
OG0006957	XENTR08977	NEMVE04985
OG0006959	XENTR17553	NEMVE12151
OG0006960	XENTR16241	NEMVE13244
OG0006962	XENTR09246	NEMVE14216
OG0006964	XENTR09387	NEMVE09836
OG0006966	XENTR09367	NEMVE24481
OG0006967	XENTR03908	NEMVE19421
OG0006968	XENTR15434	NEMVE00056
OG0006969	XENTR16749, XENTR16750, XENTR16751	NEMVE15089
OG0006970	XENTR14271, XENTR14272	NEMVE23188
OG0006971	XENTR01201	NEMVE23702, NEMVE20470
OG0006972	XENTR19251	NEMVE13779
OG0006973	XENTR09146	NEMVE21823
OG0006975	XENTR12996	NEMVE13294
OG0006976	XENTR01210	NEMVE05707
OG0006977	XENTR11302	NEMVE15122
OG0006978	XENTR16961	NEMVE08429, NEMVE20677
OG0006979	XENTR01458	NEMVE07666
OG0006980	XENTR06239	NEMVE14898
OG0006981	XENTR16320	NEMVE02175
OG0006982	XENTR11312	NEMVE06872
OG0006985	XENTR11227	NEMVE04709
OG0006988	XENTR12330	NEMVE05095
OG0006989	XENTR04170	NEMVE14102
OG0006990	XENTR08922	NEMVE23992
OG0006991	XENTR17838	NEMVE25869
OG0006993	XENTR09372	NEMVE25888
OG0006994	XENTR00114	NEMVE06963
OG0006996	XENTR01652	NEMVE23296
OG0006997	XENTR17546, XENTR17545	NEMVE23283
OG0006999	XENTR00236	NEMVE22370, NEMVE03933
OG0007000	XENTR01902, XENTR01901	NEMVE24962
OG0007001	XENTR17344, XENTR17343	NEMVE12371
OG0007002	XENTR06832	NEMVE25316
OG0007003	XENTR16048	NEMVE18273
OG0007005	XENTR07132	NEMVE06529
OG0007006	XENTR12975	NEMVE25078
OG0007008	XENTR18543	NEMVE08423
OG0007009	XENTR09577	NEMVE17080
OG0007010	XENTR05499	NEMVE07154
OG0007011	XENTR05787	NEMVE14439
OG0007012	XENTR03267	NEMVE08741
OG0007013	XENTR09137	NEMVE23027, NEMVE20235
OG0007014	XENTR08855	NEMVE07869
OG0007015	XENTR02491	NEMVE01530
OG0007016	XENTR00478	NEMVE14954
OG0007017	XENTR16539	NEMVE09597
OG0007019	XENTR13839	NEMVE19601
OG0007020	XENTR09770	NEMVE13872
OG0007021	XENTR08839	NEMVE19842, NEMVE16021
OG0007022	XENTR16029	NEMVE13989
OG0007023	XENTR07024	NEMVE19206
OG0007025	XENTR13731	NEMVE24902
OG0007026	XENTR18056	NEMVE10600
OG0007027	XENTR19169, XENTR11118	NEMVE14622
OG0007028	XENTR00104	NEMVE14345
OG0007029	XENTR07776	NEMVE14776
OG0007030	XENTR05657	NEMVE25363
OG0007031	XENTR07790	NEMVE10005
OG0007032	XENTR17468	NEMVE08495
OG0007033	XENTR16190	NEMVE13356
OG0007034	XENTR05241	NEMVE13497
OG0007035	XENTR06046	NEMVE14476
OG0007036	XENTR17676, XENTR17677	NEMVE22685
OG0007037	XENTR05417	NEMVE13503
OG0007038	XENTR01237	NEMVE05760
OG0007039	XENTR03063	NEMVE09028, NEMVE00545
OG0007040	XENTR16157	NEMVE13790
OG0007041	XENTR01415	NEMVE25405, NEMVE18865
OG0007042	XENTR03360	NEMVE18027
OG0007043	XENTR02003	NEMVE05818
OG0007044	XENTR08465, XENTR13827	NEMVE13670
OG0007045	XENTR05481	NEMVE11342
OG0007047	XENTR12940	NEMVE23774
OG0007048	XENTR12714	NEMVE22617
OG0007049	XENTR10205	NEMVE24890
OG0007050	XENTR10229	NEMVE01542
OG0007052	XENTR10707, XENTR18218	NEMVE08596
OG0007053	XENTR06867	NEMVE21766
OG0007054	XENTR17771	NEMVE10860
OG0007055	XENTR04557	NEMVE15080
OG0007056	XENTR04936	NEMVE14420
OG0007057	XENTR14128	NEMVE14004
OG0007058	XENTR13895	NEMVE17442
OG0007059	XENTR01903	NEMVE21382, NEMVE22940
OG0007060	XENTR06697	NEMVE23768
OG0007061	XENTR12828	NEMVE02935
OG0007062	XENTR03101	NEMVE24553
OG0007063	XENTR05680	NEMVE09723
OG0007064	XENTR16371	NEMVE07349
OG0007065	XENTR04111	NEMVE22963
OG0007066	XENTR18528, XENTR05764	NEMVE22679
OG0007068	XENTR04871	NEMVE19134
OG0007069	XENTR06666	NEMVE22785
OG0007070	XENTR08595	NEMVE14725
OG0007071	XENTR07783	NEMVE18624
OG0007073	XENTR08573	NEMVE14833
OG0007074	XENTR03247	NEMVE25050
OG0007075	XENTR02206	NEMVE25698
OG0007076	XENTR15551	NEMVE07000, NEMVE20249
OG0007077	XENTR02860, XENTR01951	NEMVE15227
OG0007078	XENTR01751	NEMVE19867
OG0007079	XENTR16725	NEMVE25540
OG0007082	XENTR16647	NEMVE02341
OG0007083	XENTR12941	NEMVE23773
OG0007084	XENTR15425	NEMVE22005
OG0007085	XENTR03719	NEMVE25338
OG0007086	XENTR15548	NEMVE14980, NEMVE19924
OG0007087	XENTR10659	NEMVE07751
OG0007088	XENTR13069	NEMVE05070
OG0007090	XENTR04663	NEMVE05876
OG0007091	XENTR16106	NEMVE13797
OG0007092	XENTR09595	NEMVE07545
OG0007093	XENTR09556	NEMVE13401
OG0007094	XENTR03856	NEMVE07935
OG0007095	XENTR11185	NEMVE15027
OG0007096	XENTR15677	NEMVE05490
OG0007097	XENTR10319	NEMVE14580
OG0007098	XENTR00462	NEMVE13689
OG0007099	XENTR01909	NEMVE24293, NEMVE20476
OG0007100	XENTR02538	NEMVE06130
OG0007102	XENTR10584	NEMVE05323
OG0007103	XENTR09292	NEMVE05668, NEMVE15842
OG0007104	XENTR08818, XENTR11925	NEMVE06182
OG0007105	XENTR17989, XENTR17988	NEMVE17115
OG0007106	XENTR02834	NEMVE14945
OG0007107	XENTR15605	NEMVE05263
OG0007108	XENTR11156	NEMVE13433
OG0007109	XENTR17008	NEMVE20593, NEMVE02385
OG0007111	XENTR16348	NEMVE25144
OG0007112	XENTR05305	NEMVE10814
OG0007113	XENTR07047	NEMVE10653
OG0007114	XENTR17139	NEMVE09146
OG0007115	XENTR10736	NEMVE16071
OG0007117	XENTR15556	NEMVE22757
OG0007118	XENTR11167	NEMVE02206
OG0007119	XENTR00359	NEMVE02886, NEMVE13562
OG0007120	XENTR11017	NEMVE06186
OG0007122	XENTR13022	NEMVE14233
OG0007124	XENTR10585	NEMVE10468
OG0007125	XENTR13558	NEMVE11876, NEMVE10855
OG0007126	XENTR05105	NEMVE22756
OG0007127	XENTR03372	NEMVE13588
OG0007128	XENTR05067	NEMVE13615
OG0007129	XENTR12454, XENTR12453	NEMVE04898
OG0007130	XENTR10790	NEMVE25495, NEMVE21143
OG0007131	XENTR04760	NEMVE23758, NEMVE12360
OG0007132	XENTR18457	NEMVE06535, NEMVE12522
OG0007133	XENTR06849	NEMVE11996, NEMVE06036
OG0007134	XENTR14638	NEMVE13156
OG0007135	XENTR14139	NEMVE14282
OG0007136	XENTR11242	NEMVE08828
OG0007137	XENTR16364	NEMVE14801
OG0007138	XENTR01287	NEMVE09440, NEMVE12478
OG0007139	XENTR18713	NEMVE09713
OG0007141	XENTR04779	NEMVE14565
OG0007143	XENTR13932	NEMVE20919
OG0007145	XENTR04506	NEMVE19580
OG0007147	XENTR17348	NEMVE13817
OG0007148	XENTR15137	NEMVE22073
OG0007150	XENTR09755	NEMVE11424
OG0007151	XENTR05788	NEMVE22467
OG0007153	XENTR08905	NEMVE18215
OG0007154	XENTR03882	NEMVE23811
OG0007158	XENTR08364	NEMVE25894
OG0007159	XENTR09164	NEMVE15742
OG0007161	XENTR12550, XENTR15126	NEMVE21945
OG0007164	XENTR00655	NEMVE18934
OG0007165	XENTR02602	NEMVE14929
OG0007166	XENTR10142	NEMVE07634
OG0007171	XENTR07480	NEMVE22675
OG0007173	XENTR13485	NEMVE10079
OG0007174	XENTR18531, XENTR02471	NEMVE07400
OG0007175	XENTR08705, XENTR08706	NEMVE21931
OG0007176	XENTR14504	NEMVE05885
OG0007177	XENTR13081	NEMVE06930
OG0007178	XENTR03949	NEMVE09946
OG0007179	XENTR10416	NEMVE24920
OG0007181	XENTR10462	NEMVE22672, NEMVE11674
OG0007182	XENTR01510	NEMVE25249
OG0007183	XENTR04220	NEMVE01494, NEMVE21223
OG0007186	XENTR13974	NEMVE16937
OG0007187	XENTR07115	NEMVE13089
OG0007188	XENTR08812	NEMVE21925
OG0007189	XENTR03901	NEMVE08515
OG0007190	XENTR01938	NEMVE09045
OG0007191	XENTR04764	NEMVE04826
OG0007192	XENTR00135	NEMVE12614
OG0007195	XENTR00526, XENTR16177	NEMVE21446
OG0007199	XENTR12048, XENTR00223	NEMVE05797
OG0007200	XENTR08147	NEMVE18894
OG0007201	XENTR08891	NEMVE15153, NEMVE03813
OG0007204	XENTR00365, XENTR13207	NEMVE22074
OG0007209	XENTR06157, XENTR18958, XENTR11763	NEMVE06647, NEMVE25525
OG0007214	XENTR18678	NEMVE15542, NEMVE25539
OG0007248	XENTR09965, XENTR09966	NEMVE05909
OG0007250	XENTR15090, XENTR15089	NEMVE23608
OG0007251	XENTR16778	NEMVE08156, NEMVE08153
OG0007253	XENTR15675, XENTR06641	NEMVE01126
OG0007254	XENTR16036	NEMVE23140
OG0007255	XENTR03356, XENTR03355	NEMVE06734
OG0007256	XENTR05599	NEMVE11220, NEMVE11514
OG0007258	XENTR05062	NEMVE00047, NEMVE14648
OG0007261	XENTR14144	NEMVE06464, NEMVE10739
OG0007264	XENTR00464, XENTR00463	NEMVE15060
OG0007266	XENTR14040	NEMVE15550, NEMVE00843
OG0007268	XENTR07436	NEMVE08006
OG0007270	XENTR00919	NEMVE23267
OG0007271	XENTR06576	NEMVE14749
OG0007272	XENTR18622	NEMVE17086
OG0007273	XENTR11486	NEMVE22414
OG0007274	XENTR14808	NEMVE12604, NEMVE24366
OG0007275	XENTR10112	NEMVE14669
OG0007279	XENTR03525	NEMVE24542
OG0007280	XENTR04651	NEMVE14013
OG0007281	XENTR00958	NEMVE23664
OG0007282	XENTR10935	NEMVE13645
OG0007286	XENTR12572	NEMVE05488, NEMVE09092
OG0007288	XENTR04861	NEMVE08146
OG0007289	XENTR01683	NEMVE10504
OG0007290	XENTR07276	NEMVE17402
OG0007291	XENTR02444	NEMVE14746
OG0007292	XENTR16459	NEMVE08212
OG0007293	XENTR15743	NEMVE13245
OG0007294	XENTR14997	NEMVE05938
OG0007295	XENTR04865	NEMVE19179
OG0007296	XENTR00485	NEMVE13425
OG0007297	XENTR19091	NEMVE05122
OG0007299	XENTR02278	NEMVE17700
OG0007300	XENTR05357	NEMVE10414
OG0007301	XENTR16260	NEMVE05910
OG0007302	XENTR00417	NEMVE24421
OG0007303	XENTR14363	NEMVE21168, NEMVE21934
OG0007305	XENTR16934	NEMVE18637
OG0007306	XENTR11408	NEMVE18933
OG0007307	XENTR00613	NEMVE15849
OG0007309	XENTR13050	NEMVE10518, NEMVE20201
OG0007310	XENTR13427	NEMVE06728
OG0007312	XENTR01859	NEMVE23732
OG0007314	XENTR14853	NEMVE14601
OG0007316	XENTR04896	NEMVE13237
OG0007317	XENTR13051	NEMVE07571
OG0007318	XENTR08377	NEMVE13190
OG0007319	XENTR16805	NEMVE13526
OG0007320	XENTR11235	NEMVE13887
OG0007321	XENTR12796	NEMVE14743
OG0007323	XENTR08193, XENTR08194	NEMVE15965
OG0007325	XENTR07774	NEMVE14080
OG0007326	XENTR05294	NEMVE02450
OG0007329	XENTR12936	NEMVE24680
OG0007331	XENTR00732	NEMVE17405, NEMVE06097
OG0007333	XENTR12288	NEMVE18252
OG0007334	XENTR18884	NEMVE09677
OG0007335	XENTR07715	NEMVE10469
OG0007336	XENTR19188, XENTR12086	NEMVE22461
OG0007337	XENTR18440, XENTR09152	NEMVE05791
OG0007338	XENTR13663	NEMVE08790
OG0007339	XENTR03376	NEMVE04953
OG0007340	XENTR11750	NEMVE06786
OG0007341	XENTR00193	NEMVE14964
OG0007342	XENTR05724	NEMVE14032
OG0007343	XENTR09826	NEMVE06113
OG0007344	XENTR15343	NEMVE17645
OG0007347	XENTR11224	NEMVE05928
OG0007348	XENTR09214	NEMVE25081
OG0007351	XENTR03181	NEMVE15176
OG0007353	XENTR09557	NEMVE09891
OG0007354	XENTR00406	NEMVE12447, NEMVE22312
OG0007356	XENTR01249	NEMVE22435
OG0007357	XENTR15128	NEMVE03442
OG0007358	XENTR00577, XENTR00576	NEMVE22472
OG0007360	XENTR00103	NEMVE13667
OG0007361	XENTR11435	NEMVE21896
OG0007363	XENTR10822	NEMVE07823
OG0007364	XENTR05632	NEMVE14072
OG0007365	XENTR00063	NEMVE02500
OG0007366	XENTR08103	NEMVE10651
OG0007367	XENTR00303	NEMVE14913
OG0007368	XENTR04464	NEMVE21985
OG0007369	XENTR01060	NEMVE04959
OG0007370	XENTR06534	NEMVE24854
OG0007371	XENTR13383	NEMVE22865
OG0007372	XENTR12651	NEMVE14160
OG0007373	XENTR03573	NEMVE22902
OG0007374	XENTR06461	NEMVE10037
OG0007376	XENTR04648	NEMVE14158
OG0007377	XENTR03953	NEMVE01324
OG0007378	XENTR11537	NEMVE23117
OG0007380	XENTR17613	NEMVE06086, NEMVE12199
OG0007381	XENTR10253	NEMVE23101
OG0007385	XENTR11824	NEMVE14990
OG0007386	XENTR18391	NEMVE13865, NEMVE00269
OG0007387	XENTR14518	NEMVE23956
OG0007388	XENTR17197	NEMVE05194
OG0007389	XENTR06158	NEMVE25345
OG0007390	XENTR18596	NEMVE24823
OG0007391	XENTR01526	NEMVE08201
OG0007392	XENTR04287	NEMVE13961
OG0007393	XENTR11702	NEMVE00582, NEMVE21768
OG0007394	XENTR12646	NEMVE22615
OG0007395	XENTR07594	NEMVE17435
OG0007396	XENTR00514	NEMVE15920
OG0007397	XENTR00313	NEMVE09462
OG0007399	XENTR04879	NEMVE09265
OG0007401	XENTR17065	NEMVE13443
OG0007402	XENTR11340	NEMVE14824
OG0007403	XENTR09758	NEMVE18192
OG0007405	XENTR12887	NEMVE13995
OG0007407	XENTR07577	NEMVE14797
OG0007408	XENTR11855	NEMVE08149
OG0007409	XENTR03019	NEMVE13321
OG0007411	XENTR19232	NEMVE14384
OG0007412	XENTR19082	NEMVE08446
OG0007413	XENTR16851	NEMVE22933
OG0007415	XENTR06922	NEMVE22466
OG0007418	XENTR04049	NEMVE25117
OG0007419	XENTR11330	NEMVE14407
OG0007421	XENTR03781	NEMVE01648
OG0007422	XENTR03872	NEMVE06450
OG0007423	XENTR12993	NEMVE09572
OG0007424	XENTR11339	NEMVE07064
OG0007425	XENTR16373	NEMVE01463
OG0007426	XENTR12568	NEMVE25299
OG0007427	XENTR02005	NEMVE11584, NEMVE11585
OG0007430	XENTR02841	NEMVE21972
OG0007431	XENTR03371	NEMVE22905
OG0007432	XENTR06026	NEMVE23141
OG0007433	XENTR13706	NEMVE14283, NEMVE02780
OG0007436	XENTR01096	NEMVE08293
OG0007437	XENTR07931	NEMVE06897
OG0007438	XENTR02922	NEMVE24737
OG0007439	XENTR06565	NEMVE02374, NEMVE20588
OG0007440	XENTR16878	NEMVE21710
OG0007441	XENTR04516	NEMVE10398
OG0007442	XENTR00039	NEMVE22223
OG0007443	XENTR10297	NEMVE25371
OG0007445	XENTR12978, XENTR12979	NEMVE24684
OG0007446	XENTR06442	NEMVE14884
OG0007447	XENTR12201	NEMVE15214
OG0007449	XENTR18679	NEMVE18235
OG0007450	XENTR06660	NEMVE01821, NEMVE07887
OG0007451	XENTR12405	NEMVE09386
OG0007452	XENTR17957	NEMVE00170, NEMVE13609
OG0007453	XENTR01387	NEMVE13424
OG0007454	XENTR04173	NEMVE14909
OG0007455	XENTR07691	NEMVE14702
OG0007456	XENTR04528	NEMVE06082
OG0007457	XENTR10055	NEMVE19632, NEMVE25342
OG0007459	XENTR11371	NEMVE25566
OG0007460	XENTR05094	NEMVE14451
OG0007463	XENTR08950	NEMVE20726, NEMVE22590
OG0007465	XENTR04059	NEMVE17581, NEMVE22007
OG0007466	XENTR02679	NEMVE22832
OG0007467	XENTR07159	NEMVE21131
OG0007471	XENTR04599	NEMVE23466
OG0007472	XENTR00553	NEMVE14194
OG0007473	XENTR01457	NEMVE21682
OG0007474	XENTR06036	NEMVE18991
OG0007475	XENTR01800	NEMVE10836
OG0007476	XENTR14782	NEMVE15012
OG0007477	XENTR17920	NEMVE05313
OG0007478	XENTR01177	NEMVE15694
OG0007480	XENTR14211	NEMVE13266
OG0007481	XENTR08890	NEMVE22561
OG0007482	XENTR11438	NEMVE13581
OG0007484	XENTR11668	NEMVE06907
OG0007485	XENTR09035	NEMVE25477
OG0007488	XENTR12274	NEMVE24850
OG0007489	XENTR06667	NEMVE13290
OG0007490	XENTR18724	NEMVE24955
OG0007491	XENTR07351	NEMVE15400
OG0007492	XENTR18957	NEMVE12352
OG0007495	XENTR08419	NEMVE14337
OG0007496	XENTR06004	NEMVE05960
OG0007497	XENTR07427	NEMVE06046, NEMVE11399, NEMVE04682, NEMVE18627
OG0007498	XENTR10735	NEMVE11016, NEMVE12879
OG0007499	XENTR11617	NEMVE18098
OG0007500	XENTR08411	NEMVE22504
OG0007501	XENTR00395	NEMVE15355
OG0007503	XENTR07556, XENTR07557	NEMVE11611
OG0007504	XENTR00131	NEMVE23039
OG0007506	XENTR09086	NEMVE22395
OG0007507	XENTR00172	NEMVE25891
OG0007508	XENTR16412	NEMVE14963
OG0007509	XENTR02576	NEMVE17668
OG0007510	XENTR13679	NEMVE05795
OG0007513	XENTR00761	NEMVE25913
OG0007515	XENTR16605	NEMVE25353
OG0007517	XENTR19247	NEMVE22057
OG0007518	XENTR06614	NEMVE14498
OG0007519	XENTR05051	NEMVE13604
OG0007522	XENTR07712	NEMVE14092
OG0007524	XENTR17573, XENTR02042	NEMVE19720
OG0007525	XENTR04661, XENTR04662	NEMVE25128, NEMVE07761
OG0007527	XENTR13242	NEMVE24239
OG0007528	XENTR07788	NEMVE16685, NEMVE16684
OG0007531	XENTR15044, XENTR15045	NEMVE14641
OG0007533	XENTR07903	NEMVE25147
OG0007543	XENTR15412, XENTR03927	NEMVE06335
OG0007546	XENTR05607, XENTR05605	NEMVE04938
OG0007552	XENTR05618	NEMVE01711
OG0007582	XENTR04748	NEMVE25110
OG0007583	XENTR13389	NEMVE05002
OG0007586	XENTR08401	NEMVE21958
OG0007587	XENTR05116	NEMVE05439
OG0007588	XENTR18417	NEMVE14974
OG0007589	XENTR03301	NEMVE00133, NEMVE16108
OG0007591	XENTR06862	NEMVE14305
OG0007592	XENTR08418	NEMVE25777
OG0007593	XENTR04066	NEMVE08761
OG0007594	XENTR06984	NEMVE13798, NEMVE12256
OG0007597	XENTR00847	NEMVE02017
OG0007598	XENTR03536	NEMVE13275, NEMVE15766
OG0007601	XENTR13138	NEMVE20762, NEMVE06284, NEMVE12569
OG0007602	XENTR00305	NEMVE08220
OG0007603	XENTR05886	NEMVE25916
OG0007604	XENTR10989	NEMVE15922
OG0007605	XENTR15345, XENTR15344	NEMVE22713
OG0007606	XENTR04118	NEMVE07882
OG0007607	XENTR04097	NEMVE14803
OG0007608	XENTR10599	NEMVE25259
