Orthogroup	XENTR	STRPU_ok
OG0006951	XENTR14803	STRPU_24627
OG0006952	XENTR05143	STRPU_26196
OG0006953	XENTR09448	STRPU_13466
OG0006954	XENTR03844	STRPU_21450
OG0006955	XENTR06398	STRPU_23524
OG0006957	XENTR08977	STRPU_09536
OG0006958	XENTR07775	STRPU_20194
OG0006959	XENTR17553	STRPU_02959, STRPU_02945
OG0006960	XENTR16241	STRPU_01808, STRPU_17043
OG0006962	XENTR09246	STRPU_11184
OG0006964	XENTR09387	STRPU_17888
OG0006966	XENTR09367	STRPU_05944
OG0006967	XENTR03908	STRPU_08109, STRPU_08122
OG0006968	XENTR15434	STRPU_10225
OG0006969	XENTR16749, XENTR16750, XENTR16751	STRPU_10221
OG0006970	XENTR14271, XENTR14272	STRPU_15599, STRPU_02208
OG0006971	XENTR01201	STRPU_14388
OG0006972	XENTR19251	STRPU_25333
OG0006973	XENTR09146	STRPU_17936
OG0006975	XENTR12996	STRPU_17207
OG0006976	XENTR01210	STRPU_17257
OG0006977	XENTR11302	STRPU_22692
OG0006978	XENTR16961	STRPU_26927
OG0006979	XENTR01458	STRPU_16204, STRPU_16243
OG0006980	XENTR06239	STRPU_11247, STRPU_11286
OG0006981	XENTR16320	STRPU_12995
OG0006982	XENTR11312	STRPU_10293
OG0006984	XENTR13708, XENTR02353	STRPU_12602
OG0006985	XENTR11227	STRPU_23875, STRPU_23837
OG0006987	XENTR01282, XENTR01281	STRPU_19460
OG0006988	XENTR12330	STRPU_20731, STRPU_00728
OG0006989	XENTR04170	STRPU_01490, STRPU_13757
OG0006990	XENTR08922	STRPU_04188
OG0006991	XENTR17838	STRPU_07950, STRPU_07959
OG0006993	XENTR09372	STRPU_06236
OG0006994	XENTR00114	STRPU_02630, STRPU_24034
OG0006997	XENTR17546, XENTR17545	STRPU_13193
OG0006998	XENTR06955	STRPU_14121
OG0006999	XENTR00236	STRPU_14022
OG0007000	XENTR01902, XENTR01901	STRPU_09475
OG0007001	XENTR17344, XENTR17343	STRPU_11944, STRPU_11904
OG0007002	XENTR06832	STRPU_19686, STRPU_19629
OG0007003	XENTR16048	STRPU_26168
OG0007005	XENTR07132	STRPU_14730
OG0007006	XENTR12975	STRPU_02883, STRPU_02841
OG0007008	XENTR18543	STRPU_27238
OG0007009	XENTR09577	STRPU_22226
OG0007010	XENTR05499	STRPU_05041, STRPU_05116
OG0007011	XENTR05787	STRPU_05236
OG0007012	XENTR03267	STRPU_04694
OG0007013	XENTR09137	STRPU_08358
OG0007014	XENTR08855	STRPU_01570, STRPU_00169, STRPU_09389
OG0007015	XENTR02491	STRPU_25403
OG0007016	XENTR00478	STRPU_25267
OG0007018	XENTR13179	STRPU_00625, STRPU_08925
OG0007019	XENTR13839	STRPU_08876
OG0007020	XENTR09770	STRPU_09538
OG0007021	XENTR08839	STRPU_06352
OG0007022	XENTR16029	STRPU_13308
OG0007023	XENTR07024	STRPU_00640, STRPU_23052
OG0007025	XENTR13731	STRPU_16699, STRPU_16670
OG0007026	XENTR18056	STRPU_12581
OG0007027	XENTR19169, XENTR11118	STRPU_23916
OG0007028	XENTR00104	STRPU_02611, STRPU_24049
OG0007029	XENTR07776	STRPU_01326, STRPU_11623
OG0007030	XENTR05657	STRPU_04457
OG0007031	XENTR07790	STRPU_24541
OG0007032	XENTR17468	STRPU_17171
OG0007033	XENTR16190	STRPU_21131
OG0007034	XENTR05241	STRPU_13903
OG0007035	XENTR06046	STRPU_03630
OG0007036	XENTR17676, XENTR17677	STRPU_19860, STRPU_19887
OG0007037	XENTR05417	STRPU_13546
OG0007038	XENTR01237	STRPU_23533
OG0007039	XENTR03063	STRPU_21207
OG0007040	XENTR16157	STRPU_19742
OG0007041	XENTR01415	STRPU_23561
OG0007042	XENTR03360	STRPU_24074
OG0007043	XENTR02003	STRPU_09509
OG0007044	XENTR08465, XENTR13827	STRPU_05851
OG0007045	XENTR05481	STRPU_16902
OG0007046	XENTR09390	STRPU_16899, STRPU_16897
OG0007047	XENTR12940	STRPU_20026
OG0007048	XENTR12714	STRPU_08769, STRPU_01389
OG0007049	XENTR10205	STRPU_10988, STRPU_00326
OG0007050	XENTR10229	STRPU_10271
OG0007053	XENTR06867	STRPU_22506
OG0007054	XENTR17771	STRPU_15032
OG0007055	XENTR04557	STRPU_15602, STRPU_02206
OG0007056	XENTR04936	STRPU_15531
OG0007058	XENTR13895	STRPU_03307
OG0007059	XENTR01903	STRPU_10239
OG0007060	XENTR06697	STRPU_07159
OG0007061	XENTR12828	STRPU_09653
OG0007062	XENTR03101	STRPU_10658
OG0007063	XENTR05680	STRPU_08411, STRPU_00013
OG0007064	XENTR16371	STRPU_05910
OG0007066	XENTR18528, XENTR05764	STRPU_06260, STRPU_06304
OG0007068	XENTR04871	STRPU_04848
OG0007069	XENTR06666	STRPU_21711, STRPU_21647
OG0007070	XENTR08595	STRPU_06610
OG0007071	XENTR07783	STRPU_23265
OG0007072	XENTR07265	STRPU_26238, STRPU_26239
OG0007073	XENTR08573	STRPU_10918
OG0007074	XENTR03247	STRPU_11819
OG0007075	XENTR02206	STRPU_23271
OG0007076	XENTR15551	STRPU_06816
OG0007077	XENTR02860, XENTR01951	STRPU_04990
OG0007078	XENTR01751	STRPU_25114
OG0007079	XENTR16725	STRPU_24500
OG0007080	XENTR05164	STRPU_24572
OG0007081	XENTR06924	STRPU_24476
OG0007082	XENTR16647	STRPU_24753
OG0007083	XENTR12941	STRPU_20027
OG0007084	XENTR15425	STRPU_25218
OG0007085	XENTR03719	STRPU_23264
OG0007086	XENTR15548	STRPU_23268
OG0007087	XENTR10659	STRPU_07610
OG0007088	XENTR13069	STRPU_04022, STRPU_08074
OG0007090	XENTR04663	STRPU_19228
OG0007091	XENTR16106	STRPU_07575
OG0007092	XENTR09595	STRPU_21370
OG0007093	XENTR09556	STRPU_18560
OG0007094	XENTR03856	STRPU_21261
OG0007095	XENTR11185	STRPU_09292
OG0007096	XENTR15677	STRPU_10187
OG0007097	XENTR10319	STRPU_02900
OG0007098	XENTR00462	STRPU_25857
OG0007099	XENTR01909	STRPU_20619
OG0007100	XENTR02538	STRPU_00913, STRPU_23037
OG0007102	XENTR10584	STRPU_00054, STRPU_04943
OG0007103	XENTR09292	STRPU_04046
OG0007104	XENTR08818, XENTR11925	STRPU_06463
OG0007105	XENTR17989, XENTR17988	STRPU_15416
OG0007106	XENTR02834	STRPU_22698
OG0007107	XENTR15605	STRPU_09066, STRPU_02042
OG0007108	XENTR11156	STRPU_14881
OG0007111	XENTR16348	STRPU_25883
OG0007112	XENTR05305	STRPU_27151
OG0007113	XENTR07047	STRPU_22766, STRPU_01922
OG0007114	XENTR17139	STRPU_25483
OG0007115	XENTR10736	STRPU_21097, STRPU_21102
OG0007116	XENTR07013	STRPU_09240
OG0007117	XENTR15556	STRPU_21924
OG0007118	XENTR11167	STRPU_18011
OG0007119	XENTR00359	STRPU_19183
OG0007120	XENTR11017	STRPU_19111
OG0007122	XENTR13022	STRPU_06853
OG0007123	XENTR09569	STRPU_10434
OG0007124	XENTR10585	STRPU_05024
OG0007125	XENTR13558	STRPU_03780
OG0007126	XENTR05105	STRPU_21875
OG0007127	XENTR03372	STRPU_23141
OG0007128	XENTR05067	STRPU_22524
OG0007129	XENTR12454, XENTR12453	STRPU_10398
OG0007130	XENTR10790	STRPU_22007
OG0007131	XENTR04760	STRPU_18830
OG0007132	XENTR18457	STRPU_07611
OG0007133	XENTR06849	STRPU_27118
OG0007134	XENTR14638	STRPU_09504
OG0007135	XENTR14139	STRPU_22613
OG0007136	XENTR11242	STRPU_26847
OG0007137	XENTR16364	STRPU_09289
OG0007138	XENTR01287	STRPU_01187, STRPU_19956
OG0007139	XENTR18713	STRPU_24547
OG0007140	XENTR14828, XENTR13212	STRPU_18978, STRPU_18964
OG0007141	XENTR04779	STRPU_09001
OG0007143	XENTR13932	STRPU_07151
OG0007144	XENTR05104	STRPU_20757
OG0007145	XENTR04506	STRPU_07621
OG0007147	XENTR17348	STRPU_10689, STRPU_00554
OG0007148	XENTR15137	STRPU_23255
OG0007150	XENTR09755	STRPU_26019
OG0007151	XENTR05788	STRPU_05509
OG0007153	XENTR08905	STRPU_20990
OG0007154	XENTR03882	STRPU_21145
OG0007158	XENTR08364	STRPU_24870
OG0007160	XENTR00523	STRPU_26136
OG0007161	XENTR12550, XENTR15126	STRPU_26316
OG0007164	XENTR00655	STRPU_18028
OG0007165	XENTR02602	STRPU_02913
OG0007166	XENTR10142	STRPU_05956
OG0007168	XENTR01098	STRPU_00447, STRPU_13699
OG0007171	XENTR07480	STRPU_21847
OG0007173	XENTR13485	STRPU_11070
OG0007174	XENTR18531, XENTR02471	STRPU_25426
OG0007175	XENTR08705, XENTR08706	STRPU_12623
OG0007177	XENTR13081	STRPU_20617
OG0007178	XENTR03949	STRPU_19759
OG0007179	XENTR10416	STRPU_23275
OG0007181	XENTR10462	STRPU_23088
OG0007182	XENTR01510	STRPU_06115
OG0007183	XENTR04220	STRPU_17656, STRPU_02265, STRPU_02264
OG0007186	XENTR13974	STRPU_24966
OG0007187	XENTR07115	STRPU_22257, STRPU_22258
OG0007188	XENTR08812	STRPU_13438
OG0007189	XENTR03901	STRPU_08133
OG0007190	XENTR01938	STRPU_04117
OG0007191	XENTR04764	STRPU_19239
OG0007192	XENTR00135	STRPU_13230, STRPU_13214
OG0007199	XENTR12048, XENTR00223	STRPU_24427
OG0007200	XENTR08147	STRPU_04671, STRPU_04639
OG0007201	XENTR08891	STRPU_17619, STRPU_02302
OG0007209	XENTR06157, XENTR18958, XENTR11763	STRPU_15485
OG0007248	XENTR09965, XENTR09966	STRPU_25740
OG0007250	XENTR15090, XENTR15089	STRPU_06687, STRPU_06686
OG0007251	XENTR16778	STRPU_27320
OG0007253	XENTR15675, XENTR06641	STRPU_26033
OG0007254	XENTR16036	STRPU_11452
OG0007255	XENTR03356, XENTR03355	STRPU_13724
OG0007256	XENTR05599	STRPU_08227
OG0007258	XENTR05062	STRPU_27109
OG0007261	XENTR14144	STRPU_01834, STRPU_19307
OG0007264	XENTR00464, XENTR00463	STRPU_26261, STRPU_26263
OG0007266	XENTR14040	STRPU_23277
OG0007267	XENTR00329	STRPU_00677, STRPU_18949
OG0007268	XENTR07436	STRPU_06567, STRPU_06532
OG0007269	XENTR08034, XENTR06073	STRPU_24818
OG0007270	XENTR00919	STRPU_07012
OG0007271	XENTR06576	STRPU_08340
OG0007272	XENTR18622	STRPU_11339
OG0007273	XENTR11486	STRPU_11816
OG0007274	XENTR14808	STRPU_23308
OG0007275	XENTR10112	STRPU_23580
OG0007276	XENTR17394	STRPU_26763, STRPU_26749
OG0007279	XENTR03525	STRPU_15002
OG0007280	XENTR04651	STRPU_07782
OG0007281	XENTR00958	STRPU_08257
OG0007282	XENTR10935	STRPU_02557, STRPU_14767
OG0007283	XENTR07330	STRPU_17745
OG0007284	XENTR07884, XENTR03693	STRPU_02259, STRPU_17661
OG0007285	XENTR05890	STRPU_18094, STRPU_01782
OG0007286	XENTR12572	STRPU_26916
OG0007288	XENTR04861	STRPU_04090
OG0007289	XENTR01683	STRPU_16536, STRPU_16537, STRPU_16557
OG0007291	XENTR02444	STRPU_25328
OG0007292	XENTR16459	STRPU_03997, STRPU_03991
OG0007293	XENTR15743	STRPU_07040
OG0007294	XENTR14997	STRPU_22945
OG0007295	XENTR04865	STRPU_04865
OG0007296	XENTR00485	STRPU_12923
OG0007297	XENTR19091	STRPU_08492
OG0007298	XENTR05560	STRPU_05120, STRPU_05046
OG0007299	XENTR02278	STRPU_10020
OG0007300	XENTR05357	STRPU_02386, STRPU_13690
OG0007301	XENTR16260	STRPU_25284
OG0007302	XENTR00417	STRPU_04986
OG0007303	XENTR14363	STRPU_21782
OG0007304	XENTR08025	STRPU_25058
OG0007305	XENTR16934	STRPU_03512, STRPU_03557
OG0007306	XENTR11408	STRPU_17069
OG0007307	XENTR00613	STRPU_21523
OG0007308	XENTR02295	STRPU_24086
OG0007309	XENTR13050	STRPU_21324
OG0007310	XENTR13427	STRPU_01481, STRPU_13767
OG0007312	XENTR01859	STRPU_08083
OG0007314	XENTR14853	STRPU_20759
OG0007316	XENTR04896	STRPU_15072
OG0007317	XENTR13051	STRPU_07547, STRPU_00579
OG0007318	XENTR08377	STRPU_22848
OG0007319	XENTR16805	STRPU_08052
OG0007320	XENTR11235	STRPU_26603
OG0007321	XENTR12796	STRPU_21053
OG0007323	XENTR08193, XENTR08194	STRPU_24294
OG0007325	XENTR07774	STRPU_25926
OG0007326	XENTR05294	STRPU_22222
OG0007329	XENTR12936	STRPU_19648, STRPU_19673
OG0007330	XENTR08463	STRPU_05861
OG0007331	XENTR00732	STRPU_24837
OG0007333	XENTR12288	STRPU_06789
OG0007334	XENTR18884	STRPU_23387
OG0007335	XENTR07715	STRPU_20669
OG0007336	XENTR19188, XENTR12086	STRPU_18133
OG0007337	XENTR18440, XENTR09152	STRPU_24204, STRPU_01095
OG0007338	XENTR13663	STRPU_04821, STRPU_00737
OG0007339	XENTR03376	STRPU_07259, STRPU_07233
OG0007340	XENTR11750	STRPU_19772, STRPU_00798
OG0007341	XENTR00193	STRPU_19846
OG0007342	XENTR05724	STRPU_20395
OG0007343	XENTR09826	STRPU_18619
OG0007344	XENTR15343	STRPU_20653
OG0007345	XENTR05583, XENTR13476	STRPU_04442
OG0007347	XENTR11224	STRPU_10302
OG0007348	XENTR09214	STRPU_06881
OG0007351	XENTR03181	STRPU_22241
OG0007353	XENTR09557	STRPU_25301
OG0007354	XENTR00406	STRPU_22260
OG0007356	XENTR01249	STRPU_23252
OG0007357	XENTR15128	STRPU_13550, STRPU_13551, STRPU_21081
OG0007358	XENTR00577, XENTR00576	STRPU_27057
OG0007359	XENTR02146	STRPU_25482
OG0007360	XENTR00103	STRPU_03316
OG0007361	XENTR11435	STRPU_27148
OG0007363	XENTR10822	STRPU_05741
OG0007364	XENTR05632	STRPU_05709
OG0007365	XENTR00063	STRPU_18947, STRPU_00679
OG0007366	XENTR08103	STRPU_27137
OG0007367	XENTR00303	STRPU_18783
OG0007368	XENTR04464	STRPU_12825
OG0007369	XENTR01060	STRPU_00868, STRPU_14055
OG0007370	XENTR06534	STRPU_14791
OG0007371	XENTR13383	STRPU_09928
OG0007372	XENTR12651	STRPU_21524
OG0007373	XENTR03573	STRPU_13813
OG0007374	XENTR06461	STRPU_10340
OG0007376	XENTR04648	STRPU_07617
OG0007377	XENTR03953	STRPU_20182
OG0007378	XENTR11537	STRPU_06538, STRPU_06562
OG0007379	XENTR13530	STRPU_21812
OG0007380	XENTR17613	STRPU_26202
OG0007381	XENTR10253	STRPU_08535
OG0007384	XENTR07600	STRPU_17097, STRPU_17092
OG0007385	XENTR11824	STRPU_12849, STRPU_16793
OG0007386	XENTR18391	STRPU_00585, STRPU_07551
OG0007387	XENTR14518	STRPU_20146
OG0007388	XENTR17197	STRPU_18808, STRPU_00248
OG0007389	XENTR06158	STRPU_19911
OG0007390	XENTR18596	STRPU_00928, STRPU_00924, STRPU_08894
OG0007391	XENTR01526	STRPU_15363
OG0007392	XENTR04287	STRPU_18506
OG0007393	XENTR11702	STRPU_21066
OG0007394	XENTR12646	STRPU_21854
OG0007395	XENTR07594	STRPU_08491
OG0007396	XENTR00514	STRPU_25330
OG0007397	XENTR00313	STRPU_19337
OG0007399	XENTR04879	STRPU_17778
OG0007400	XENTR06104, XENTR06105	STRPU_06112
OG0007402	XENTR11340	STRPU_08741, STRPU_01428
OG0007403	XENTR09758	STRPU_09636
OG0007405	XENTR12887	STRPU_15404
OG0007406	XENTR00832	STRPU_15405
OG0007407	XENTR07577	STRPU_04194
OG0007408	XENTR11855	STRPU_24473
OG0007409	XENTR03019	STRPU_24311
OG0007410	XENTR05602	STRPU_08354
OG0007411	XENTR19232	STRPU_22952
OG0007412	XENTR19082	STRPU_17752
OG0007413	XENTR16851	STRPU_00856, STRPU_14064
OG0007415	XENTR06922	STRPU_25101
OG0007418	XENTR04049	STRPU_02551, STRPU_14772
OG0007419	XENTR11330	STRPU_08298
OG0007420	XENTR09238	STRPU_11310, STRPU_11309, STRPU_11293
OG0007421	XENTR03781	STRPU_24065
OG0007422	XENTR03872	STRPU_20498
OG0007423	XENTR12993	STRPU_09089, STRPU_02061
OG0007424	XENTR11339	STRPU_08374
OG0007425	XENTR16373	STRPU_05795
OG0007427	XENTR02005	STRPU_09854
OG0007428	XENTR10603	STRPU_13290, STRPU_13297
OG0007429	XENTR06612	STRPU_22711, STRPU_00694
OG0007430	XENTR02841	STRPU_18054
OG0007431	XENTR03371	STRPU_23142
OG0007432	XENTR06026	STRPU_11355
OG0007433	XENTR13706	STRPU_22239
OG0007436	XENTR01096	STRPU_24997
OG0007437	XENTR07931	STRPU_10305
OG0007438	XENTR02922	STRPU_05955
OG0007439	XENTR06565	STRPU_24469
OG0007440	XENTR16878	STRPU_23267
OG0007441	XENTR04516	STRPU_24817
OG0007442	XENTR00039	STRPU_18182
OG0007443	XENTR10297	STRPU_14986, STRPU_14955
OG0007444	XENTR02677, XENTR05722	STRPU_26731
OG0007445	XENTR12978, XENTR12979	STRPU_17417
OG0007446	XENTR06442	STRPU_14393
OG0007447	XENTR12201	STRPU_05721, STRPU_05714
OG0007448	XENTR15377, XENTR01461	STRPU_27142
OG0007449	XENTR18679	STRPU_25291
OG0007450	XENTR06660	STRPU_20540
OG0007451	XENTR12405	STRPU_09686
OG0007452	XENTR17957	STRPU_05729
OG0007453	XENTR01387	STRPU_08036
OG0007454	XENTR04173	STRPU_06713
OG0007455	XENTR07691	STRPU_16892
OG0007456	XENTR04528	STRPU_01080, STRPU_24220
OG0007457	XENTR10055	STRPU_26729
OG0007458	XENTR08684	STRPU_18410, STRPU_18444
OG0007459	XENTR11371	STRPU_00297, STRPU_00286
OG0007460	XENTR05094	STRPU_21588
OG0007461	XENTR08489	STRPU_21382
OG0007462	XENTR08425	STRPU_25018
OG0007463	XENTR08950	STRPU_12572
OG0007465	XENTR04059	STRPU_14595
OG0007466	XENTR02679	STRPU_02650, STRPU_16172, STRPU_02649, STRPU_16171
OG0007467	XENTR07159	STRPU_26510
OG0007468	XENTR15060	STRPU_10098, STRPU_10161
OG0007471	XENTR04599	STRPU_25367
OG0007472	XENTR00553	STRPU_26679
OG0007473	XENTR01457	STRPU_13248
OG0007474	XENTR06036	STRPU_03201
OG0007475	XENTR01800	STRPU_02943, STRPU_02956
OG0007476	XENTR14782	STRPU_19093
OG0007477	XENTR17920	STRPU_16441
OG0007478	XENTR01177	STRPU_18941, STRPU_15341
OG0007479	XENTR01389	STRPU_08775
OG0007480	XENTR14211	STRPU_09560
OG0007481	XENTR08890	STRPU_15553, STRPU_02246
OG0007482	XENTR11438	STRPU_10921
OG0007484	XENTR11668	STRPU_20892, STRPU_20855
OG0007485	XENTR09035	STRPU_21383
OG0007486	XENTR19088, XENTR02236, XENTR02237, XENTR02284, XENTR02283, XENTR08138	STRPU_04093
OG0007488	XENTR12274	STRPU_04869
OG0007489	XENTR06667	STRPU_21564
OG0007490	XENTR18724	STRPU_24889
OG0007491	XENTR07351	STRPU_09776
OG0007492	XENTR18957	STRPU_20454
OG0007493	XENTR09779	STRPU_10208
OG0007495	XENTR08419	STRPU_25133
OG0007496	XENTR06004	STRPU_25155
OG0007497	XENTR07427	STRPU_06101
OG0007498	XENTR10735	STRPU_07477
OG0007499	XENTR11617	STRPU_20843, STRPU_20842, STRPU_20880
OG0007500	XENTR08411	STRPU_25183
OG0007501	XENTR00395	STRPU_12196
OG0007503	XENTR07556, XENTR07557	STRPU_06365
OG0007504	XENTR00131	STRPU_09266
OG0007506	XENTR09086	STRPU_22153
OG0007507	XENTR00172	STRPU_21650, STRPU_21714
OG0007508	XENTR16412	STRPU_19349
OG0007509	XENTR02576	STRPU_18472, STRPU_18429
OG0007510	XENTR13679	STRPU_24670
OG0007513	XENTR00761	STRPU_22835
OG0007514	XENTR13992, XENTR00309	STRPU_19287, STRPU_00399
OG0007515	XENTR16605	STRPU_18519
OG0007517	XENTR19247	STRPU_12725
OG0007518	XENTR06614	STRPU_23498
OG0007520	XENTR14762, XENTR14763	STRPU_19057
OG0007521	XENTR08269	STRPU_21340
OG0007522	XENTR07712	STRPU_12179, STRPU_12137
OG0007524	XENTR17573, XENTR02042	STRPU_06777, STRPU_06757
OG0007525	XENTR04661, XENTR04662	STRPU_19058
OG0007527	XENTR13242	STRPU_25511
OG0007528	XENTR07788	STRPU_20344
OG0007529	XENTR07378	STRPU_08309
OG0007531	XENTR15044, XENTR15045	STRPU_26815
OG0007533	XENTR07903	STRPU_10369
OG0007582	XENTR04748	STRPU_23581
OG0007583	XENTR13389	STRPU_10217
OG0007584	XENTR07343	STRPU_08534
OG0007586	XENTR08401	STRPU_23321
OG0007587	XENTR05116	STRPU_08054
OG0007588	XENTR18417	STRPU_12918
OG0007589	XENTR03301	STRPU_05858
OG0007591	XENTR06862	STRPU_24089
OG0007597	XENTR00847	STRPU_16840
OG0007598	XENTR03536	STRPU_05871
OG0007601	XENTR13138	STRPU_04895
OG0007602	XENTR00305	STRPU_18498
OG0007603	XENTR05886	STRPU_25672
OG0007604	XENTR10989	STRPU_25514
OG0007605	XENTR15345, XENTR15344	STRPU_21432, STRPU_21431
OG0007606	XENTR04118	STRPU_20480
OG0007607	XENTR04097	STRPU_11445
OG0007608	XENTR10599	STRPU_07591
OG0007609	XENTR10306	STRPU_06155
OG0007610	XENTR07048	STRPU_22670
OG0007611	XENTR06655	STRPU_20758
OG0007612	XENTR15965	STRPU_12149, STRPU_12117
OG0007613	XENTR05874	STRPU_19078
OG0007614	XENTR16527	STRPU_25420
OG0007615	XENTR19198	STRPU_22841
OG0007617	XENTR07154	STRPU_27119
OG0007618	XENTR18042, XENTR16912, XENTR15241, XENTR15242, XENTR18722, XENTR07716	STRPU_17660, STRPU_02260
OG0007619	XENTR00292	STRPU_11082
OG0007621	XENTR00074	STRPU_17762
OG0007622	XENTR05630	STRPU_23712
OG0007624	XENTR17757	STRPU_17423
OG0007626	XENTR08782	STRPU_06813
OG0007628	XENTR03457	STRPU_04985
OG0007629	XENTR02760	STRPU_26798
OG0007630	XENTR09707	STRPU_06644
OG0007631	XENTR05896, XENTR15419	STRPU_17252
OG0007632	XENTR08511, XENTR01662	STRPU_21185
OG0007634	XENTR03275	STRPU_20702
OG0007635	XENTR09729, XENTR14244	STRPU_04820
OG0007637	XENTR03876	STRPU_20893, STRPU_20856
OG0007638	XENTR09880	STRPU_22792, STRPU_01951
OG0007639	XENTR04262	STRPU_04817
OG0007640	XENTR08114	STRPU_26951
OG0007641	XENTR00555, XENTR00554	STRPU_27406
OG0007642	XENTR12383	STRPU_22026
OG0007643	XENTR03392	STRPU_24615
OG0007645	XENTR01371	STRPU_08498
OG0007646	XENTR03696	STRPU_05885
OG0007647	XENTR17284	STRPU_13787
OG0007648	XENTR00698	STRPU_25029
OG0007649	XENTR12079	STRPU_10009
OG0007650	XENTR11198	STRPU_17007
OG0007651	XENTR05156, XENTR05155	STRPU_16780
OG0007652	XENTR14511	STRPU_19601
OG0007653	XENTR13057	STRPU_21076
OG0007656	XENTR00778	STRPU_22735
OG0007658	XENTR05907	STRPU_17693
OG0007660	XENTR04694	STRPU_26049
OG0007662	XENTR18077	STRPU_21243
OG0007664	XENTR01452	STRPU_09994
OG0007665	XENTR02691	STRPU_10331
OG0007666	XENTR01765	STRPU_09239
OG0007667	XENTR12332	STRPU_20524
OG0007668	XENTR06339	STRPU_14387
OG0007669	XENTR02878	STRPU_23356
OG0007670	XENTR08084	STRPU_07110
OG0007671	XENTR10389	STRPU_24947
OG0007673	XENTR12090	STRPU_07544, STRPU_00576
OG0007674	XENTR06686	STRPU_20960
OG0007675	XENTR00956, XENTR00955	STRPU_07164
OG0007676	XENTR11756	STRPU_20181
OG0007677	XENTR15136	STRPU_19821
OG0007679	XENTR04914	STRPU_10417
OG0007680	XENTR07166	STRPU_21987, STRPU_21989
OG0007684	XENTR02092	STRPU_20671
OG0007685	XENTR09953	STRPU_21750, STRPU_21685
OG0007686	XENTR03729	STRPU_25432
OG0007687	XENTR05620	STRPU_08938
OG0007688	XENTR01892	STRPU_13812
OG0007689	XENTR01147	STRPU_14907
OG0007690	XENTR02183	STRPU_09461
OG0007691	XENTR04646	STRPU_18903, STRPU_07661
OG0007692	XENTR04674	STRPU_08445
OG0007694	XENTR10479	STRPU_26080
OG0007695	XENTR13772	STRPU_27322
OG0007696	XENTR10724	STRPU_22742, STRPU_01896
OG0007698	XENTR06794	STRPU_26351
OG0007700	XENTR10324	STRPU_15499
OG0007701	XENTR01199	STRPU_02521, STRPU_15139
OG0007702	XENTR17687	STRPU_12514, STRPU_12489
OG0007703	XENTR14246	STRPU_04278
OG0007704	XENTR14924	STRPU_24663
OG0007705	XENTR13475	STRPU_04695
OG0007706	XENTR01370	STRPU_01456, STRPU_08718
OG0007708	XENTR08554	STRPU_13276
OG0007709	XENTR09197, XENTR13235, XENTR09692	STRPU_22031
OG0007712	XENTR13584	STRPU_10119, STRPU_10045
OG0007713	XENTR05208	STRPU_13904
OG0007715	XENTR04543	STRPU_15268
OG0007716	XENTR13996	STRPU_18371
OG0007717	XENTR07567	STRPU_21970
OG0007718	XENTR02924	STRPU_02380, STRPU_13696
OG0007719	XENTR03373	STRPU_10661
OG0007721	XENTR08661	STRPU_09464
OG0007722	XENTR10029	STRPU_27029
OG0007723	XENTR05353	STRPU_24016
OG0007726	XENTR04430	STRPU_00545, STRPU_10701
OG0007728	XENTR07809	STRPU_05337
OG0007729	XENTR00460	STRPU_25886
OG0007734	XENTR08115	STRPU_19011
OG0007735	XENTR12905, XENTR12904	STRPU_14336
OG0007736	XENTR01490	STRPU_15391
OG0007738	XENTR07139	STRPU_03929
OG0007739	XENTR17717	STRPU_02301, STRPU_17620
OG0007741	XENTR05551	STRPU_21247
OG0007743	XENTR06228	STRPU_24127, STRPU_24118
OG0007744	XENTR02881	STRPU_23575
OG0007745	XENTR07768	STRPU_25603
OG0007746	XENTR16570	STRPU_21712, STRPU_21648
OG0007749	XENTR02891	STRPU_22396
OG0007750	XENTR14778	STRPU_19182
OG0007751	XENTR11316	STRPU_10275
OG0007752	XENTR06969	STRPU_06635
OG0007755	XENTR14264, XENTR02596	STRPU_12547
OG0007756	XENTR14356	STRPU_21181
OG0007758	XENTR13164	STRPU_22297
OG0007759	XENTR04000	STRPU_20396
OG0007760	XENTR15814, XENTR15813	STRPU_07851
OG0007761	XENTR17401	STRPU_10995, STRPU_00332
OG0007762	XENTR08817	STRPU_06431
OG0007763	XENTR00440	STRPU_18521
OG0007766	XENTR10400	STRPU_09268
OG0007767	XENTR08581	STRPU_10899
OG0007768	XENTR17576	STRPU_10831, STRPU_10850
OG0007769	XENTR01777	STRPU_08985
OG0007771	XENTR15546	STRPU_23888
OG0007772	XENTR07435	STRPU_06020
OG0007774	XENTR05383	STRPU_01586, STRPU_13567
OG0007775	XENTR04949	STRPU_14887
OG0007776	XENTR08306, XENTR08307	STRPU_26802
OG0007779	XENTR04164	STRPU_13722
OG0007780	XENTR09041	STRPU_21386
OG0007781	XENTR00779	STRPU_20710
OG0007782	XENTR14902	STRPU_04650, STRPU_04628
OG0007783	XENTR10399	STRPU_08382
OG0007784	XENTR06932	STRPU_13640, STRPU_02424
OG0007786	XENTR00598	STRPU_21038
OG0007788	XENTR14683	STRPU_14402
OG0007789	XENTR18266	STRPU_14189
OG0007790	XENTR01818	STRPU_02139, STRPU_09177
OG0007791	XENTR11475	STRPU_07025, STRPU_07083
OG0007794	XENTR06444	STRPU_14546
OG0007795	XENTR00008	STRPU_19188
OG0007797	XENTR18265	STRPU_14188
OG0007798	XENTR05659	STRPU_03729
OG0007799	XENTR15628	STRPU_22231
