Orthogroup	XENTR	AENJA_ok
OG0006362	XENTR05459	AENJA_25951
OG0006363	XENTR09507	AENJA_26238
OG0006364	XENTR09578	AENJA_26381
OG0006365	XENTR05265	AENJA_26404
OG0006366	XENTR03200	AENJA_26566
OG0006442	XENTR08173	AENJA_00020
OG0006443	XENTR09473	AENJA_00055
OG0006446	XENTR16098	AENJA_00094, AENJA_00100
OG0006447	XENTR07741	AENJA_00097
OG0006448	XENTR02943	AENJA_00147
OG0006452	XENTR02590, XENTR02788	AENJA_00377
OG0006454	XENTR04050	AENJA_00458
OG0006456	XENTR08352	AENJA_18569, AENJA_00534
OG0006457	XENTR11459, XENTR11458	AENJA_00607, AENJA_13698
OG0006458	XENTR02651	AENJA_00698
OG0006459	XENTR08528	AENJA_00708
OG0006460	XENTR00159	AENJA_00719
OG0006461	XENTR07035	AENJA_00796
OG0006462	XENTR01277	AENJA_00971
OG0006463	XENTR14323	AENJA_00994
OG0006464	XENTR10541	AENJA_01149
OG0006465	XENTR07508	AENJA_01262
OG0006467	XENTR02705	AENJA_01368
OG0006468	XENTR05148	AENJA_01371
OG0006469	XENTR07325	AENJA_01523
OG0006470	XENTR15042	AENJA_01586
OG0006471	XENTR14365	AENJA_01591
OG0006474	XENTR00813	AENJA_01839
OG0006475	XENTR10608	AENJA_02093
OG0006476	XENTR04361	AENJA_02142
OG0006477	XENTR04447	AENJA_02248
OG0006478	XENTR14784	AENJA_02289
OG0006479	XENTR08062	AENJA_02378
OG0006480	XENTR17557	AENJA_02386
OG0006481	XENTR02608	AENJA_02402
OG0006482	XENTR03862	AENJA_19144, AENJA_02493
OG0006483	XENTR10963	AENJA_02646
OG0006485	XENTR16219	AENJA_02849
OG0006486	XENTR11132, XENTR15545	AENJA_02954
OG0006487	XENTR02802	AENJA_02956
OG0006488	XENTR02069	AENJA_03064
OG0006490	XENTR10811	AENJA_03091
OG0006491	XENTR07123	AENJA_03152
OG0006493	XENTR17127, XENTR17126	AENJA_03180
OG0006495	XENTR18761	AENJA_03585
OG0006496	XENTR00108	AENJA_03702
OG0006497	XENTR00921	AENJA_03829
OG0006498	XENTR16311	AENJA_03890
OG0006499	XENTR01284	AENJA_03928, AENJA_12327
OG0006500	XENTR11715	AENJA_04169
OG0006501	XENTR12662	AENJA_04172
OG0006502	XENTR18276	AENJA_04209
OG0006503	XENTR17521	AENJA_04398
OG0006504	XENTR07120	AENJA_16898, AENJA_04416
OG0006505	XENTR02899	AENJA_04476
OG0006506	XENTR01492	AENJA_04631
OG0006508	XENTR12459, XENTR11779	AENJA_04922, AENJA_05266
OG0006509	XENTR13835	AENJA_04936
OG0006510	XENTR16128	AENJA_04994
OG0006511	XENTR06903	AENJA_05001
OG0006512	XENTR05619	AENJA_05769, AENJA_05293
OG0006513	XENTR00521	AENJA_05398
OG0006514	XENTR05648	AENJA_21274, AENJA_05458
OG0006515	XENTR13526	AENJA_05502
OG0006516	XENTR13095	AENJA_05505
OG0006517	XENTR09962	AENJA_05578
OG0006518	XENTR09393	AENJA_05643
OG0006519	XENTR05535	AENJA_05867
OG0006520	XENTR13195	AENJA_06121
OG0006522	XENTR10203	AENJA_06377
OG0006524	XENTR02379	AENJA_06594
OG0006526	XENTR18522	AENJA_07051
OG0006527	XENTR17417	AENJA_07056
OG0006528	XENTR04191	AENJA_07246
OG0006530	XENTR16908	AENJA_07598
OG0006532	XENTR09832	AENJA_07693
OG0006534	XENTR11837	AENJA_07783
OG0006535	XENTR18789	AENJA_07888, AENJA_07886
OG0006536	XENTR11449	AENJA_07956
OG0006537	XENTR01017	AENJA_07985
OG0006538	XENTR03139	AENJA_08050
OG0006540	XENTR11917	AENJA_08316
OG0006541	XENTR13987	AENJA_08362
OG0006542	XENTR13194	AENJA_08392
OG0006543	XENTR05755	AENJA_15795, AENJA_08614
OG0006544	XENTR15901	AENJA_08630
OG0006545	XENTR06549	AENJA_08841
OG0006546	XENTR13406	AENJA_08937, AENJA_22524
OG0006549	XENTR02344	AENJA_09178
OG0006550	XENTR00769, XENTR00770	AENJA_09213
OG0006551	XENTR18892	AENJA_09272
OG0006552	XENTR05835	AENJA_09303
OG0006553	XENTR01394	AENJA_09463
OG0006554	XENTR10302	AENJA_09668
OG0006555	XENTR04187	AENJA_09715
OG0006556	XENTR16928	AENJA_09923
OG0006557	XENTR04539	AENJA_09970
OG0006559	XENTR13926, XENTR04712	AENJA_10109
OG0006560	XENTR12102	AENJA_10117
OG0006561	XENTR09007	AENJA_10164
OG0006562	XENTR12591, XENTR12589	AENJA_10204
OG0006563	XENTR14698	AENJA_10372
OG0006564	XENTR07133	AENJA_10383
OG0006565	XENTR05991, XENTR11310	AENJA_10416
OG0006566	XENTR07371	AENJA_10456
OG0006568	XENTR09608	AENJA_10472
OG0006569	XENTR00615	AENJA_10690
OG0006571	XENTR05803	AENJA_10794
OG0006572	XENTR00004	AENJA_10980
OG0006573	XENTR10805	AENJA_11033
OG0006574	XENTR04351	AENJA_11193
OG0006575	XENTR06177	AENJA_11220
OG0006577	XENTR14469	AENJA_23377, AENJA_11258
OG0006578	XENTR12631, XENTR12630	AENJA_11264
OG0006579	XENTR13945	AENJA_11267
OG0006580	XENTR13958, XENTR13959	AENJA_11583
OG0006581	XENTR10059	AENJA_11836
OG0006583	XENTR16033	AENJA_26093, AENJA_16765, AENJA_12483
OG0006584	XENTR02296	AENJA_12500
OG0006585	XENTR12780	AENJA_12538
OG0006586	XENTR00497	AENJA_12567
OG0006587	XENTR11980	AENJA_12821
OG0006588	XENTR06817	AENJA_12912
OG0006589	XENTR01351	AENJA_12916
OG0006590	XENTR14263	AENJA_12964
OG0006592	XENTR01236	AENJA_13142
OG0006593	XENTR12622	AENJA_13291
OG0006594	XENTR18025	AENJA_13414
OG0006595	XENTR09437	AENJA_13536
OG0006596	XENTR12773	AENJA_13622
OG0006597	XENTR00700	AENJA_13689
OG0006598	XENTR14326	AENJA_13737
OG0006599	XENTR02707, XENTR16196	AENJA_13776
OG0006600	XENTR13734, XENTR13733	AENJA_13874
OG0006602	XENTR15212	AENJA_14087
OG0006603	XENTR10213	AENJA_14155
OG0006604	XENTR09447, XENTR09446	AENJA_14442
OG0006606	XENTR05954	AENJA_14515
OG0006607	XENTR13594	AENJA_14537
OG0006608	XENTR00251	AENJA_14551
OG0006609	XENTR06296	AENJA_14599
OG0006610	XENTR07341	AENJA_14663
OG0006611	XENTR05216	AENJA_14698
OG0006612	XENTR11538	AENJA_14752
OG0006614	XENTR18989	AENJA_14867
OG0006615	XENTR06546	AENJA_14938
OG0006616	XENTR09627	AENJA_14986
OG0006617	XENTR08021, XENTR08020	AENJA_15260
OG0006618	XENTR16353	AENJA_15455
OG0006619	XENTR02127, XENTR02126	AENJA_15520
OG0006620	XENTR12760, XENTR03634	AENJA_15575
OG0006621	XENTR16711	AENJA_15590
OG0006622	XENTR12562	AENJA_15726
OG0006623	XENTR09849	AENJA_15760
OG0006624	XENTR01731	AENJA_15910
OG0006625	XENTR04207	AENJA_15915
OG0006626	XENTR04565, XENTR13907	AENJA_15948
OG0006627	XENTR17718	AENJA_16100, AENJA_16099
OG0006628	XENTR02668	AENJA_16181
OG0006630	XENTR08125	AENJA_16229
OG0006631	XENTR19213	AENJA_16356
OG0006632	XENTR10907, XENTR07445	AENJA_16518
OG0006633	XENTR02142	AENJA_16566
OG0006635	XENTR01982	AENJA_16751
OG0006636	XENTR11494	AENJA_16904
OG0006637	XENTR05016	AENJA_16936
OG0006638	XENTR15778	AENJA_17173
OG0006639	XENTR08672	AENJA_17226
OG0006640	XENTR12743	AENJA_17468
OG0006641	XENTR03024	AENJA_17771
OG0006642	XENTR08911	AENJA_17957
OG0006644	XENTR10411	AENJA_18104
OG0006645	XENTR13154	AENJA_18153
OG0006646	XENTR01407	AENJA_18164
OG0006648	XENTR07885	AENJA_18295
OG0006649	XENTR10760	AENJA_18466
OG0006651	XENTR12537	AENJA_18736
OG0006653	XENTR09964	AENJA_18823
OG0006654	XENTR14617	AENJA_18933
OG0006655	XENTR05829	AENJA_18965
OG0006656	XENTR19261, XENTR19010	AENJA_19052
OG0006657	XENTR10304	AENJA_19172
OG0006658	XENTR09594	AENJA_19247
OG0006660	XENTR07050	AENJA_19330
OG0006661	XENTR11919	AENJA_19414
OG0006662	XENTR02635	AENJA_19418
OG0006663	XENTR03207	AENJA_19913
OG0006664	XENTR06837	AENJA_20021
OG0006666	XENTR04836	AENJA_20282
OG0006667	XENTR11957	AENJA_20411
OG0006668	XENTR10580	AENJA_20635
OG0006669	XENTR13698	AENJA_20657
OG0006670	XENTR03934	AENJA_20698
OG0006672	XENTR10612	AENJA_20943
OG0006673	XENTR06476	AENJA_21048
OG0006675	XENTR11950	AENJA_21328
OG0006677	XENTR13655, XENTR13654	AENJA_21488
OG0006678	XENTR13719	AENJA_21492
OG0006680	XENTR02487	AENJA_21658
OG0006681	XENTR03638	AENJA_21662
OG0006683	XENTR10018	AENJA_21886
OG0006684	XENTR16293	AENJA_21920
OG0006685	XENTR18985, XENTR04488	AENJA_21932
OG0006686	XENTR06782	AENJA_21966
OG0006687	XENTR12769	AENJA_22023, AENJA_24383
OG0006688	XENTR13607	AENJA_22121
OG0006689	XENTR01441	AENJA_22172
OG0006690	XENTR13317	AENJA_22269
OG0006692	XENTR13963	AENJA_22551
OG0006693	XENTR12746	AENJA_22852
OG0006694	XENTR04108	AENJA_22901
OG0006695	XENTR13948	AENJA_23014
OG0006696	XENTR00610	AENJA_23027
OG0006697	XENTR10497	AENJA_23078
OG0006698	XENTR05149	AENJA_23158
OG0006699	XENTR06331, XENTR06330	AENJA_23190
OG0006700	XENTR03198	AENJA_23253
OG0006703	XENTR04634	AENJA_23320
OG0006704	XENTR13888, XENTR13889	AENJA_23386
OG0006705	XENTR00293	AENJA_23398
OG0006706	XENTR07780	AENJA_23532
OG0006707	XENTR16134	AENJA_23660
OG0006708	XENTR18874	AENJA_23725
OG0006709	XENTR05409	AENJA_23753
OG0006710	XENTR18018	AENJA_23788
OG0006711	XENTR08893	AENJA_23790
OG0006712	XENTR03007	AENJA_24048
OG0006713	XENTR08986, XENTR14768	AENJA_24077
OG0006714	XENTR08721	AENJA_24177
OG0006715	XENTR17785, XENTR13166	AENJA_24364
OG0006716	XENTR13038	AENJA_24408
OG0006717	XENTR17648	AENJA_24478
OG0006718	XENTR09540	AENJA_24834
OG0006719	XENTR09126	AENJA_24866
OG0006720	XENTR09067	AENJA_24982
OG0006721	XENTR08095	AENJA_25013
OG0006723	XENTR16854	AENJA_25106
OG0006724	XENTR10084	AENJA_25107
OG0006725	XENTR07038	AENJA_25269
OG0006726	XENTR09612	AENJA_25361
OG0006727	XENTR05898	AENJA_25527
OG0006729	XENTR02778	AENJA_25600
OG0006730	XENTR07699	AENJA_25804
OG0006731	XENTR14502	AENJA_25830
OG0006732	XENTR17486	AENJA_25874, AENJA_25873
OG0006733	XENTR12805	AENJA_25909
OG0006734	XENTR17831	AENJA_25913
OG0006735	XENTR05221	AENJA_25987
OG0006736	XENTR09191, XENTR10482	AENJA_26061
OG0006737	XENTR00969	AENJA_26062
OG0006738	XENTR19225, XENTR19226	AENJA_26156
OG0006739	XENTR07449	AENJA_26247
OG0006741	XENTR08382	AENJA_26632
OG0006742	XENTR05493	AENJA_26658
OG0006826	XENTR13782	AENJA_00120
OG0006827	XENTR00081	AENJA_00301, AENJA_11922
OG0006828	XENTR08258	AENJA_00320
OG0006829	XENTR09763	AENJA_26235, AENJA_00398
OG0006830	XENTR13305	AENJA_00399
OG0006831	XENTR14217	AENJA_00400
OG0006832	XENTR10958	AENJA_00488
OG0006833	XENTR00457	AENJA_00518
OG0006835	XENTR08471	AENJA_00594
OG0006837	XENTR02650	AENJA_00699
OG0006839	XENTR04909, XENTR17585	AENJA_01100
OG0006842	XENTR10401	AENJA_01166
OG0006843	XENTR17465	AENJA_01195
OG0006844	XENTR08527	AENJA_01201
OG0006845	XENTR11640	AENJA_01223
OG0006846	XENTR12109	AENJA_01258
OG0006847	XENTR00872	AENJA_01266
OG0006848	XENTR07299, XENTR07526	AENJA_01367
OG0006849	XENTR01645	AENJA_01449
OG0006850	XENTR05570	AENJA_01611, AENJA_09638
OG0006851	XENTR13145	AENJA_01650
OG0006852	XENTR01320	AENJA_01730
OG0006853	XENTR15554	AENJA_01775, AENJA_26577
OG0006856	XENTR01007	AENJA_02009
OG0006857	XENTR02316	AENJA_02010
OG0006860	XENTR10215	AENJA_02208
OG0006861	XENTR04183	AENJA_02328
OG0006862	XENTR13534	AENJA_02464, AENJA_02470
OG0006863	XENTR12976	AENJA_17740, AENJA_02587
OG0006864	XENTR01809	AENJA_02623
OG0006865	XENTR09213	AENJA_02658
OG0006866	XENTR17686	AENJA_02755
OG0006867	XENTR01657	AENJA_02777
OG0006868	XENTR07053	AENJA_02779
OG0006869	XENTR02833	AENJA_02815
OG0006870	XENTR10263	AENJA_03121
OG0006871	XENTR07430	AENJA_23057, AENJA_10645, AENJA_03165
OG0006872	XENTR03744	AENJA_03174
OG0006873	XENTR13913	AENJA_03258
OG0006874	XENTR14555	AENJA_03384
OG0006875	XENTR10450	AENJA_03390
OG0006876	XENTR00090	AENJA_23472
OG0006877	XENTR05237	AENJA_03567
OG0006878	XENTR12365	AENJA_03646
OG0006879	XENTR17009	AENJA_03657
OG0006880	XENTR02819	AENJA_03927
OG0006882	XENTR10988	AENJA_03982
OG0006884	XENTR07604	AENJA_04002
OG0006885	XENTR04782	AENJA_04224
OG0006886	XENTR00696	AENJA_04283
OG0006887	XENTR13961	AENJA_04451
OG0006888	XENTR02537	AENJA_04455
OG0006889	XENTR05963	AENJA_04547
OG0006890	XENTR09541	AENJA_04581
OG0006891	XENTR15690	AENJA_04660
OG0006892	XENTR00113	AENJA_04736
OG0006893	XENTR17439	AENJA_04839
OG0006894	XENTR13122	AENJA_04847
OG0006895	XENTR11833	AENJA_05148
OG0006896	XENTR12639	AENJA_05202
OG0006897	XENTR14076	AENJA_05372
OG0006898	XENTR07636	AENJA_05379
OG0006899	XENTR12237	AENJA_05621
OG0006900	XENTR09605	AENJA_05663
OG0006901	XENTR00120	AENJA_05820
OG0006902	XENTR02201	AENJA_05960
OG0006903	XENTR15633, XENTR06864	AENJA_06050
OG0006904	XENTR03460	AENJA_06127
OG0006905	XENTR19260	AENJA_06173
OG0006906	XENTR10195	AENJA_06221
OG0006907	XENTR18404	AENJA_06242
OG0006909	XENTR18357	AENJA_06589
OG0006911	XENTR17645	AENJA_06830
OG0006912	XENTR03948	AENJA_16892
OG0006914	XENTR15248	AENJA_06926
OG0006915	XENTR05683	AENJA_07017
OG0006916	XENTR18036	AENJA_07034
OG0006917	XENTR03266	AENJA_07239
OG0006918	XENTR10731, XENTR10730	AENJA_07427
OG0006919	XENTR12172	AENJA_07467
OG0006920	XENTR10785	AENJA_07564
OG0006921	XENTR10556	AENJA_07572
OG0006922	XENTR00968	AENJA_07575
OG0006924	XENTR06768	AENJA_07755
OG0006925	XENTR03837	AENJA_07849
OG0006926	XENTR12859	AENJA_07851
OG0006927	XENTR10634	AENJA_07880
OG0006929	XENTR05894	AENJA_08001
OG0006930	XENTR05716	AENJA_08036, AENJA_25950
OG0006931	XENTR12285	AENJA_08049
OG0006932	XENTR01275	AENJA_08083
OG0006934	XENTR15092	AENJA_08104
OG0006935	XENTR08699	AENJA_08143
OG0006936	XENTR08928	AENJA_08149
OG0006937	XENTR04504	AENJA_08252
OG0006938	XENTR16149	AENJA_25925, AENJA_08279
OG0006939	XENTR12765	AENJA_08295
OG0006940	XENTR01692	AENJA_08348
OG0006942	XENTR09478	AENJA_08411
OG0006943	XENTR15386	AENJA_08418
OG0006944	XENTR07046	AENJA_08469
OG0006945	XENTR00117	AENJA_08489
OG0006946	XENTR16824, XENTR16825	AENJA_08651
OG0006948	XENTR04780	AENJA_08864
OG0006949	XENTR11256	AENJA_08970
OG0006951	XENTR14803	AENJA_09267
OG0006952	XENTR05143	AENJA_09338
OG0006953	XENTR09448	AENJA_09368
OG0006954	XENTR03844	AENJA_09387
OG0006955	XENTR06398	AENJA_09421
OG0006957	XENTR08977	AENJA_09490
OG0006958	XENTR07775	AENJA_09561
OG0006959	XENTR17553	AENJA_09576
OG0006960	XENTR16241	AENJA_09586
OG0006962	XENTR09246	AENJA_09772
OG0006964	XENTR09387	AENJA_09897
OG0006966	XENTR09367	AENJA_10045
OG0006967	XENTR03908	AENJA_10081
OG0006968	XENTR15434	AENJA_10127
OG0006969	XENTR16749, XENTR16750, XENTR16751	AENJA_10132
OG0006970	XENTR14271, XENTR14272	AENJA_10289
OG0006971	XENTR01201	AENJA_10382
OG0006972	XENTR19251	AENJA_10603
OG0006973	XENTR09146	AENJA_10893
OG0006974	XENTR12649, XENTR05529	AENJA_11101
OG0006975	XENTR12996	AENJA_11111
OG0006976	XENTR01210	AENJA_11156
OG0006977	XENTR11302	AENJA_11169
OG0006978	XENTR16961	AENJA_11351
OG0006979	XENTR01458	AENJA_11435
OG0006980	XENTR06239	AENJA_11690
OG0006981	XENTR16320	AENJA_11704
OG0006982	XENTR11312	AENJA_11710
OG0006984	XENTR13708, XENTR02353	AENJA_11852
OG0006985	XENTR11227	AENJA_12194
OG0006987	XENTR01282, XENTR01281	AENJA_12333
OG0006988	XENTR12330	AENJA_12529
OG0006989	XENTR04170	AENJA_12558
OG0006990	XENTR08922	AENJA_12603
OG0006991	XENTR17838	AENJA_12675
OG0006993	XENTR09372	AENJA_12848
OG0006994	XENTR00114	AENJA_12854
OG0006996	XENTR01652	AENJA_12897
OG0006997	XENTR17546, XENTR17545	AENJA_12913
OG0006998	XENTR06955	AENJA_12939
OG0006999	XENTR00236	AENJA_12940
OG0007000	XENTR01902, XENTR01901	AENJA_13108
OG0007001	XENTR17344, XENTR17343	AENJA_13134
OG0007002	XENTR06832	AENJA_13189
OG0007003	XENTR16048	AENJA_13349
OG0007005	XENTR07132	AENJA_13425
OG0007006	XENTR12975	AENJA_13467
OG0007008	XENTR18543	AENJA_25860, AENJA_13633
OG0007009	XENTR09577	AENJA_13674
OG0007010	XENTR05499	AENJA_13687
OG0007011	XENTR05787	AENJA_13688
OG0007012	XENTR03267	AENJA_13835
OG0007013	XENTR09137	AENJA_13842
OG0007014	XENTR08855	AENJA_13912
OG0007015	XENTR02491	AENJA_13940
OG0007016	XENTR00478	AENJA_14164
OG0007018	XENTR13179	AENJA_14287
OG0007020	XENTR09770	AENJA_14431
OG0007021	XENTR08839	AENJA_14523
OG0007022	XENTR16029	AENJA_14634
OG0007023	XENTR07024	AENJA_14641
OG0007025	XENTR13731	AENJA_14969
OG0007026	XENTR18056	AENJA_15107
OG0007027	XENTR19169, XENTR11118	AENJA_15130
OG0007028	XENTR00104	AENJA_15287
OG0007030	XENTR05657	AENJA_15706
OG0007031	XENTR07790	AENJA_15746
OG0007032	XENTR17468	AENJA_15768
OG0007033	XENTR16190	AENJA_15780
OG0007034	XENTR05241	AENJA_15916
OG0007035	XENTR06046	AENJA_15945
OG0007036	XENTR17676, XENTR17677	AENJA_15980
OG0007037	XENTR05417	AENJA_16026
OG0007038	XENTR01237	AENJA_16109
OG0007039	XENTR03063	AENJA_16125
OG0007040	XENTR16157	AENJA_16156
OG0007041	XENTR01415	AENJA_16190
OG0007042	XENTR03360	AENJA_16299
OG0007043	XENTR02003	AENJA_19281, AENJA_16342
OG0007044	XENTR08465, XENTR13827	AENJA_16556
OG0007045	XENTR05481	AENJA_16721
OG0007046	XENTR09390	AENJA_16840
OG0007047	XENTR12940	AENJA_16899
OG0007048	XENTR12714	AENJA_16937
OG0007050	XENTR10229	AENJA_17182
OG0007052	XENTR10707, XENTR18218	AENJA_17326
OG0007053	XENTR06867	AENJA_17379
OG0007054	XENTR17771	AENJA_17391
OG0007055	XENTR04557	AENJA_17474
OG0007056	XENTR04936	AENJA_17650
OG0007057	XENTR07649	AENJA_17685
OG0007058	XENTR13895	AENJA_17757
OG0007059	XENTR01903	AENJA_17918
OG0007060	XENTR06697	AENJA_18050
OG0007061	XENTR12828	AENJA_18086
OG0007062	XENTR03101	AENJA_18177
OG0007063	XENTR05680	AENJA_18189
OG0007064	XENTR16371	AENJA_18220
OG0007065	XENTR04111	AENJA_18236
OG0007066	XENTR18528, XENTR05764	AENJA_18310
OG0007068	XENTR04871	AENJA_18386
OG0007069	XENTR06666	AENJA_18431
OG0007070	XENTR08595	AENJA_18751
OG0007071	XENTR07783	AENJA_20432
OG0007072	XENTR07265	AENJA_18830
OG0007073	XENTR08573	AENJA_18861
OG0007074	XENTR03247	AENJA_19061
OG0007075	XENTR02206	AENJA_19073
OG0007076	XENTR15551	AENJA_19406
OG0007077	XENTR02860, XENTR01951	AENJA_19554
OG0007078	XENTR01751	AENJA_19777
OG0007079	XENTR16725	AENJA_19825
OG0007080	XENTR05164	AENJA_19826
OG0007081	XENTR06924	AENJA_19829
OG0007082	XENTR16647	AENJA_19832
OG0007083	XENTR12941	AENJA_20083
OG0007084	XENTR15425	AENJA_20378
OG0007085	XENTR03719	AENJA_20429
OG0007086	XENTR15548	AENJA_20436
OG0007087	XENTR10659	AENJA_20498
OG0007088	XENTR13069	AENJA_20551
OG0007090	XENTR04663	AENJA_20659
OG0007091	XENTR16106	AENJA_23355, AENJA_20692
OG0007092	XENTR09595	AENJA_20784
OG0007093	XENTR09556	AENJA_20890
OG0007094	XENTR03856	AENJA_20950
OG0007095	XENTR11185	AENJA_21007
OG0007096	XENTR15677	AENJA_21049
OG0007097	XENTR10319	AENJA_21089
OG0007098	XENTR00462	AENJA_21303
OG0007099	XENTR01909	AENJA_21375
OG0007100	XENTR02538	AENJA_21409
OG0007102	XENTR10584	AENJA_21655, AENJA_26402
OG0007103	XENTR09292	AENJA_21675
OG0007104	XENTR08818, XENTR11925	AENJA_21723
OG0007105	XENTR17989, XENTR17988	AENJA_21751
OG0007106	XENTR02834	AENJA_21772
OG0007107	XENTR15605	AENJA_21819
OG0007108	XENTR11156	AENJA_21851
OG0007111	XENTR16348	AENJA_22302
OG0007112	XENTR05305	AENJA_22684
OG0007113	XENTR07047	AENJA_22726
OG0007114	XENTR17139	AENJA_22816
OG0007115	XENTR10736	AENJA_22820
OG0007117	XENTR15556	AENJA_23028
OG0007118	XENTR11167	AENJA_23161
OG0007119	XENTR00359	AENJA_23375
OG0007120	XENTR11017	AENJA_23378
OG0007122	XENTR13022	AENJA_23581
OG0007123	XENTR09569	AENJA_23635
OG0007124	XENTR10585	AENJA_23735
OG0007125	XENTR13558	AENJA_23965
OG0007126	XENTR05105	AENJA_24234
OG0007127	XENTR03372	AENJA_24302
OG0007128	XENTR05067	AENJA_24308
OG0007129	XENTR12454, XENTR12453	AENJA_24361
OG0007130	XENTR10790	AENJA_24363
OG0007131	XENTR04760	AENJA_24469
OG0007132	XENTR18457	AENJA_24649
OG0007133	XENTR06849	AENJA_24825
OG0007134	XENTR14638	AENJA_24826
OG0007135	XENTR14139	AENJA_25007
OG0007136	XENTR11242	AENJA_25014
OG0007137	XENTR16364	AENJA_25069
OG0007138	XENTR01287	AENJA_25134
OG0007139	XENTR18713	AENJA_25183
OG0007140	XENTR14828, XENTR13212	AENJA_25250
OG0007141	XENTR04779	AENJA_25287
OG0007143	XENTR13932	AENJA_25363
OG0007144	XENTR05104	AENJA_25491
OG0007145	XENTR04506	AENJA_25560
OG0007147	XENTR17348	AENJA_25613
OG0007148	XENTR15137	AENJA_25762
OG0007150	XENTR09755	AENJA_26056
OG0007151	XENTR05788	AENJA_26211
OG0007153	XENTR08905	AENJA_26504
OG0007154	XENTR03882	AENJA_26509
OG0007248	XENTR09965, XENTR09966	AENJA_00004
OG0007250	XENTR15090, XENTR15089	AENJA_00139
OG0007251	XENTR16778	AENJA_00324
OG0007253	XENTR15675, XENTR06641	AENJA_00767
OG0007254	XENTR16036	AENJA_00931
OG0007255	XENTR03356, XENTR03355	AENJA_00979
OG0007256	XENTR05599	AENJA_01044
OG0007258	XENTR05062	AENJA_01436, AENJA_11453
OG0007261	XENTR14144	AENJA_01593
OG0007264	XENTR00464, XENTR00463	AENJA_02217
OG0007266	XENTR14040	AENJA_08462, AENJA_02257
OG0007268	XENTR07436	AENJA_02432
OG0007269	XENTR08034, XENTR06073	AENJA_02569
OG0007270	XENTR00919	AENJA_02688, AENJA_06355
OG0007271	XENTR06576	AENJA_02740
OG0007272	XENTR18622	AENJA_02756
OG0007273	XENTR11486	AENJA_02792
OG0007274	XENTR14808	AENJA_02816
OG0007275	XENTR10112	AENJA_02862
OG0007276	XENTR17394	AENJA_02931
OG0007279	XENTR03525	AENJA_03339
OG0007280	XENTR04651	AENJA_03407
OG0007281	XENTR00958	AENJA_03420
OG0007282	XENTR10935	AENJA_03431
OG0007283	XENTR07330	AENJA_03462
OG0007284	XENTR07884, XENTR03693	AENJA_03468
OG0007285	XENTR05890	AENJA_03475
OG0007286	XENTR12572	AENJA_18798, AENJA_10022, AENJA_03618
OG0007288	XENTR04861	AENJA_03747
OG0007289	XENTR01683	AENJA_03836
OG0007290	XENTR07276	AENJA_03954
OG0007291	XENTR02444	AENJA_03983
OG0007292	XENTR16459	AENJA_04105
OG0007293	XENTR15743	AENJA_04148
OG0007294	XENTR14997	AENJA_04367
OG0007295	XENTR04865	AENJA_04369
OG0007296	XENTR00485	AENJA_04461
OG0007297	XENTR19091	AENJA_04494
OG0007298	XENTR05560	AENJA_04527
OG0007299	XENTR02278	AENJA_04574
OG0007300	XENTR05357	AENJA_04647
OG0007301	XENTR16260	AENJA_04686
OG0007302	XENTR00417	AENJA_04963
OG0007303	XENTR14363	AENJA_05104
OG0007304	XENTR08025	AENJA_05122
OG0007305	XENTR16934	AENJA_05241
OG0007306	XENTR11408	AENJA_05277
OG0007307	XENTR00613	AENJA_05325
OG0007308	XENTR02295	AENJA_07715, AENJA_05754
OG0007309	XENTR13050	AENJA_05768
OG0007310	XENTR13427	AENJA_05858, AENJA_19852
OG0007312	XENTR01859	AENJA_05894
OG0007314	XENTR14853	AENJA_06139
OG0007316	XENTR04896	AENJA_06485, AENJA_20879
OG0007317	XENTR13051	AENJA_06549
OG0007318	XENTR08377	AENJA_06588
OG0007319	XENTR16805	AENJA_06656
OG0007320	XENTR11235	AENJA_06780
OG0007321	XENTR12796	AENJA_06818
OG0007323	XENTR08193, XENTR08194	AENJA_06960
OG0007325	XENTR07774	AENJA_07023
OG0007326	XENTR05294	AENJA_07134
OG0007329	XENTR12936	AENJA_07623
OG0007330	XENTR08463	AENJA_07724
OG0007331	XENTR00732	AENJA_07941, AENJA_07938
OG0007333	XENTR12288	AENJA_08327
OG0007334	XENTR18884	AENJA_08344, AENJA_10683
OG0007335	XENTR07715	AENJA_08730
OG0007336	XENTR19188, XENTR12086	AENJA_08744
OG0007337	XENTR18440, XENTR09152	AENJA_08756
OG0007338	XENTR13663	AENJA_08801
OG0007339	XENTR03376	AENJA_08839
OG0007340	XENTR11750	AENJA_08960
OG0007341	XENTR00193	AENJA_08963
OG0007342	XENTR05724	AENJA_09009
OG0007344	XENTR15343	AENJA_18427, AENJA_09089
OG0007345	XENTR05583, XENTR13476	AENJA_09249
OG0007347	XENTR11224	AENJA_09485
OG0007348	XENTR09214	AENJA_09604
OG0007351	XENTR03181	AENJA_09717
OG0007353	XENTR09557	AENJA_10075
OG0007354	XENTR00406	AENJA_10138
OG0007356	XENTR01249	AENJA_10363
OG0007357	XENTR15128	AENJA_10365
OG0007358	XENTR00577, XENTR00576	AENJA_10512
OG0007359	XENTR02146	AENJA_10652
OG0007360	XENTR00103	AENJA_10766
OG0007361	XENTR11435	AENJA_10793
OG0007363	XENTR10822	AENJA_10957
OG0007364	XENTR05632	AENJA_10959
OG0007365	XENTR00063	AENJA_10977
OG0007366	XENTR08103	AENJA_11206
