Orthogroup	XENTR	SCHMD
OG0005610	XENTR00719	SCHMD05436, SCHMD09492
OG0005611	XENTR11206, XENTR12709	SCHMD22528, SCHMD19557
OG0005612	XENTR11686	SCHMD03692
OG0005613	XENTR13054	SCHMD01673
OG0005615	XENTR19050	SCHMD24965, SCHMD20148
OG0005617	XENTR00367, XENTR04722	SCHMD04518
OG0005618	XENTR09196	SCHMD19841
OG0005620	XENTR02818, XENTR00745	SCHMD00996
OG0005621	XENTR15318	SCHMD08358, SCHMD08356, SCHMD08355
OG0005622	XENTR09076	SCHMD09799
OG0005623	XENTR00925	SCHMD04874
OG0005625	XENTR12463	SCHMD01610
OG0005626	XENTR04034	SCHMD07068
OG0005627	XENTR01364	SCHMD08756
OG0005629	XENTR11616	SCHMD09552
OG0005630	XENTR11734	SCHMD01646
OG0005633	XENTR13094	SCHMD07099
OG0005634	XENTR10458, XENTR10457	SCHMD20586
OG0005636	XENTR18772	SCHMD28423
OG0005636	XENTR09495, XENTR18731	SCHMD19328, SCHMD18481
OG0005637	XENTR01111, XENTR01112	SCHMD23112
OG0005639	XENTR09590	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579
OG0005642	XENTR07034	SCHMD13411
OG0005643	XENTR18786, XENTR13016	SCHMD13075
OG0005644	XENTR06539	SCHMD04718
OG0005649	XENTR14451, XENTR16243, XENTR16242	SCHMD08195, SCHMD22964
OG0005652	XENTR02555	SCHMD16380, SCHMD06971
OG0005656	XENTR15758	SCHMD27371
OG0005681	XENTR08432	SCHMD11619
OG0005690	XENTR19277	SCHMD02487
OG0005691	XENTR16381, XENTR01698, XENTR15709	SCHMD26506
OG0005696	XENTR00927	SCHMD00584
OG0005697	XENTR08801	SCHMD05677
OG0005702	XENTR05785	SCHMD14141
OG0005703	XENTR16414	SCHMD17404
OG0005707	XENTR13799	SCHMD05853
OG0005712	XENTR07393	SCHMD07067
OG0005714	XENTR15409	SCHMD01804
OG0005715	XENTR13785	SCHMD12420, SCHMD17206
OG0005718	XENTR10453	SCHMD10737
OG0005720	XENTR08037	SCHMD22971
OG0005721	XENTR01507	SCHMD19295, SCHMD23759, SCHMD06424
OG0005723	XENTR02798	SCHMD06963
OG0005724	XENTR08971	SCHMD16415, SCHMD22314
OG0005725	XENTR00954	SCHMD15122, SCHMD20635
OG0005727	XENTR06326	SCHMD10634, SCHMD08590
OG0005728	XENTR13816	SCHMD03714
OG0005729	XENTR17527, XENTR14626	SCHMD24969
OG0005732	XENTR01849	SCHMD29400, SCHMD29134
OG0005733	XENTR12818	SCHMD03723
OG0005734	XENTR16904	SCHMD02857
OG0005737	XENTR14241	SCHMD03849
OG0005744	XENTR14995	SCHMD03440, SCHMD17406
OG0005745	XENTR09132	SCHMD12070
OG0005746	XENTR14223	SCHMD18087
OG0005749	XENTR13666	SCHMD01444, SCHMD00011
OG0005750	XENTR13184	SCHMD13471, SCHMD16445
OG0005754	XENTR11178	SCHMD05805, SCHMD05804
OG0005758	XENTR03080	SCHMD02273
OG0005761	XENTR00801	SCHMD17717
OG0005762	XENTR09892	SCHMD02446
OG0005763	XENTR00558	SCHMD07552
OG0005764	XENTR11684	SCHMD24702
OG0005765	XENTR11840	SCHMD18072, SCHMD07191
OG0005770	XENTR07769	SCHMD08433, SCHMD15883
OG0005771	XENTR17752	SCHMD04988
OG0005774	XENTR06210	SCHMD08709
OG0005775	XENTR03909	SCHMD29828
OG0005776	XENTR14277, XENTR17148	SCHMD03919
OG0005779	XENTR01952	SCHMD09046
OG0005783	XENTR18413	SCHMD10823
OG0005788	XENTR18303	SCHMD17492
OG0005789	XENTR00490	SCHMD07616, SCHMD07618
OG0005790	XENTR09099	SCHMD05737, SCHMD05738
OG0005791	XENTR08286	SCHMD25739
OG0005793	XENTR12617	SCHMD01801
OG0005795	XENTR01918	SCHMD13893
OG0005796	XENTR01931	SCHMD07390
OG0005797	XENTR10908	SCHMD07039
OG0005799	XENTR11641	SCHMD10266, SCHMD10268, SCHMD10267
OG0005800	XENTR01754	SCHMD00983
OG0005801	XENTR11859	SCHMD02270
OG0005802	XENTR08427	SCHMD00774
OG0005803	XENTR17154	SCHMD20737
OG0005804	XENTR00653, XENTR00022	SCHMD08064, SCHMD11360
OG0005806	XENTR00795	SCHMD15358
OG0005807	XENTR12847	SCHMD05422
OG0005811	XENTR03035	SCHMD09652
OG0005812	XENTR15789	SCHMD11310
OG0005813	XENTR00797	SCHMD26029, SCHMD16035, SCHMD18052
OG0005814	XENTR04732, XENTR04731	SCHMD01776
OG0005815	XENTR06350	SCHMD14928, SCHMD17547
OG0005816	XENTR00536	SCHMD28319
OG0005817	XENTR13699	SCHMD05597, SCHMD01856
OG0005818	XENTR10792	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815
OG0005823	XENTR09463	SCHMD08649
OG0005824	XENTR08106	SCHMD01009
OG0005828	XENTR12512, XENTR12511	SCHMD21164, SCHMD18882
OG0005829	XENTR09175, XENTR09176	SCHMD10491
OG0005831	XENTR13713	SCHMD04560
OG0005835	XENTR13416	SCHMD06972
OG0005836	XENTR01905	SCHMD24405, SCHMD15794, SCHMD14431
OG0005837	XENTR12226	SCHMD28753
OG0005840	XENTR11551	SCHMD07247
OG0005842	XENTR02998	SCHMD15622
OG0005843	XENTR06586	SCHMD06491
OG0005845	XENTR09452	SCHMD05449
OG0005847	XENTR15396	SCHMD14907
OG0005848	XENTR01693	SCHMD10194, SCHMD07261
OG0005849	XENTR16028	SCHMD07252
OG0005850	XENTR09236	SCHMD04093
OG0005851	XENTR00048	SCHMD25831, SCHMD26851
OG0005852	XENTR02341	SCHMD02557
OG0005853	XENTR11690	SCHMD29663, SCHMD04997
OG0005856	XENTR09508, XENTR11365	SCHMD06135
OG0005858	XENTR01140	SCHMD20485
OG0005859	XENTR19125	SCHMD09228
OG0005860	XENTR17203	SCHMD03591
OG0005863	XENTR16855	SCHMD02497
OG0005864	XENTR01946	SCHMD10925
OG0005865	XENTR18360	SCHMD16590, SCHMD23703, SCHMD10054
OG0005866	XENTR14392	SCHMD03734
OG0005869	XENTR02475	SCHMD26507, SCHMD23591
OG0005870	XENTR03986	SCHMD09476
OG0005874	XENTR12341	SCHMD05420
OG0005875	XENTR08470	SCHMD00264
OG0005876	XENTR11129	SCHMD17997, SCHMD16591
OG0005877	XENTR09830	SCHMD25314
OG0005880	XENTR06014	SCHMD04126
OG0005883	XENTR00821	SCHMD01141
OG0005886	XENTR11697	SCHMD18383
OG0005887	XENTR14900	SCHMD01687
OG0005888	XENTR04928	SCHMD13482
OG0005889	XENTR00662	SCHMD11972
OG0005890	XENTR17071	SCHMD09184, SCHMD12140
OG0005895	XENTR04951	SCHMD12191
OG0005897	XENTR08676, XENTR08677	SCHMD08042
OG0005899	XENTR04251	SCHMD12880
OG0005900	XENTR00304	SCHMD03686
OG0005901	XENTR00489	SCHMD15462
OG0005903	XENTR08468	SCHMD00050
OG0005909	XENTR14750	SCHMD20781
OG0005910	XENTR16642	SCHMD09520, SCHMD06408
OG0005913	XENTR01053, XENTR04373	SCHMD08000
OG0005917	XENTR16822	SCHMD29553, SCHMD28782
OG0005918	XENTR03925	SCHMD16076, SCHMD19461
OG0005919	XENTR00097, XENTR00096	SCHMD24140, SCHMD26763
OG0005921	XENTR00634	SCHMD20283
OG0005922	XENTR19143	SCHMD00392
OG0005923	XENTR16075	SCHMD07170
OG0005924	XENTR10424	SCHMD07545
OG0005926	XENTR04964	SCHMD04836
OG0005927	XENTR00112	SCHMD05874
OG0005928	XENTR10650	SCHMD22733, SCHMD16359
OG0005929	XENTR12228	SCHMD10353, SCHMD25481, SCHMD18026
OG0005930	XENTR14085	SCHMD12780
OG0005932	XENTR00959	SCHMD11131, SCHMD00511
OG0005933	XENTR12800	SCHMD09471
OG0005936	XENTR08342	SCHMD24148, SCHMD16917
OG0005937	XENTR01329	SCHMD13453
OG0005939	XENTR08339	SCHMD09857
OG0005940	XENTR13085	SCHMD20079
OG0005942	XENTR04947	SCHMD23166
OG0005946	XENTR06821	SCHMD17764, SCHMD14112
OG0005947	XENTR09350	SCHMD04554
OG0005948	XENTR17664	SCHMD05630
OG0005949	XENTR12509	SCHMD04688
OG0005952	XENTR01948	SCHMD14057
OG0005955	XENTR02212	SCHMD28997
OG0005956	XENTR09665	SCHMD02817
OG0005959	XENTR18932	SCHMD19013
OG0005965	XENTR11562	SCHMD08437
OG0005966	XENTR07355	SCHMD21323, SCHMD27755
OG0005967	XENTR04824	SCHMD05472
OG0005969	XENTR16955	SCHMD09557
OG0005970	XENTR04665	SCHMD01213
OG0005971	XENTR00136	SCHMD02682
OG0005974	XENTR04691	SCHMD07776
OG0005977	XENTR12877	SCHMD05710, SCHMD05711
OG0005978	XENTR14183	SCHMD07295, SCHMD07297
OG0005982	XENTR04745	SCHMD25871, SCHMD22233
OG0005984	XENTR12144	SCHMD15039, SCHMD22394
OG0005986	XENTR04122	SCHMD08044
OG0005987	XENTR08582, XENTR11918	SCHMD00944
OG0005989	XENTR16020	SCHMD16692, SCHMD13968, SCHMD16691
OG0005993	XENTR12270	SCHMD11427, SCHMD18715
OG0005994	XENTR04762, XENTR00302, XENTR15213	SCHMD29551, SCHMD27858
OG0005998	XENTR00864	SCHMD02380, SCHMD09950
OG0006000	XENTR14856	SCHMD01538
OG0006001	XENTR12132	SCHMD09797, SCHMD09796
OG0006002	XENTR00392	SCHMD03942
OG0006003	XENTR08305	SCHMD28801, SCHMD05202
OG0006005	XENTR01598	SCHMD22182, SCHMD08878
OG0006009	XENTR12472	SCHMD19529
OG0006010	XENTR14270	SCHMD15502
OG0006011	XENTR06316	SCHMD19974, SCHMD20066
OG0006012	XENTR02675	SCHMD04480, SCHMD08297, SCHMD18940
OG0006021	XENTR03020, XENTR14101, XENTR00600	SCHMD03610, SCHMD01661, SCHMD05816
OG0006031	XENTR01463	SCHMD16657
OG0006062	XENTR01805	SCHMD24107
OG0006063	XENTR07530	SCHMD23310, SCHMD03030
OG0006064	XENTR10338	SCHMD10442
OG0006066	XENTR15153	SCHMD10156
OG0006070	XENTR07400	SCHMD12482, SCHMD20456
OG0006074	XENTR12108	SCHMD10253
OG0006079	XENTR01421	SCHMD04495, SCHMD03358, SCHMD04497
OG0006081	XENTR12883	SCHMD03767, SCHMD03768
OG0006083	XENTR00742	SCHMD05588
OG0006084	XENTR03553, XENTR03554	SCHMD04050
OG0006085	XENTR01611	SCHMD06820, SCHMD25134
OG0006087	XENTR04594	SCHMD02837
OG0006094	XENTR03083	SCHMD00777, SCHMD21575
OG0006095	XENTR14710	SCHMD01933
OG0006097	XENTR12426	SCHMD02082
OG0006098	XENTR08186	SCHMD03761
OG0006099	XENTR01273, XENTR12991	SCHMD01333, SCHMD00446
OG0006100	XENTR10987	SCHMD13497
OG0006101	XENTR01439	SCHMD20998, SCHMD13053
OG0006104	XENTR13714	SCHMD02621
OG0006108	XENTR12923	SCHMD01135
OG0006111	XENTR17823, XENTR17822	SCHMD08002
OG0006112	XENTR05885	SCHMD08098
OG0006113	XENTR04621	SCHMD19939, SCHMD12223
OG0006115	XENTR09139	SCHMD11076, SCHMD17247
OG0006116	XENTR14543	SCHMD23071, SCHMD20841
OG0006118	XENTR03384	SCHMD01132
OG0006119	XENTR08875	SCHMD11970
OG0006120	XENTR09766	SCHMD01574
OG0006121	XENTR10914	SCHMD07418
OG0006122	XENTR13129	SCHMD04954
OG0006123	XENTR18981	SCHMD01986
OG0006124	XENTR07608	SCHMD06412
OG0006125	XENTR12664	SCHMD18618
OG0006127	XENTR07638	SCHMD21305
OG0006128	XENTR13569	SCHMD10897
OG0006129	XENTR13796	SCHMD29479, SCHMD20406, SCHMD23249
OG0006134	XENTR14999	SCHMD03678
OG0006136	XENTR05198	SCHMD24287, SCHMD09864
OG0006137	XENTR17758	SCHMD12111, SCHMD06962
OG0006141	XENTR00345	SCHMD14525
OG0006144	XENTR06622, XENTR06621	SCHMD00428, SCHMD04861
OG0006145	XENTR04064	SCHMD01605
OG0006146	XENTR07572, XENTR07573	SCHMD09246
OG0006147	XENTR13313	SCHMD22070
OG0006148	XENTR04750	SCHMD13560, SCHMD22230
OG0006152	XENTR07468	SCHMD06866
OG0006153	XENTR05646	SCHMD01641
OG0006155	XENTR12154	SCHMD16795, SCHMD26962
OG0006156	XENTR16540	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006158	XENTR14287, XENTR03057	SCHMD08900
OG0006159	XENTR18552	SCHMD22266
OG0006160	XENTR06388	SCHMD05454
OG0006163	XENTR02676	SCHMD15384
OG0006164	XENTR18051	SCHMD06001
OG0006165	XENTR02514	SCHMD04333, SCHMD04332
OG0006167	XENTR07924	SCHMD07995
OG0006168	XENTR04926	SCHMD15829, SCHMD10612, SCHMD12485
OG0006171	XENTR12055	SCHMD11398
OG0006177	XENTR13707	SCHMD21293
OG0006180	XENTR04977	SCHMD14399, SCHMD04884
OG0006183	XENTR04770	SCHMD11899
OG0006184	XENTR10398	SCHMD09309
OG0006185	XENTR04641	SCHMD16220, SCHMD19381
OG0006186	XENTR02839	SCHMD00394
OG0006187	XENTR12298, XENTR12297	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	XENTR08108	SCHMD05423
OG0006189	XENTR05613	SCHMD01559
OG0006191	XENTR17542	SCHMD07313
OG0006192	XENTR14355	SCHMD08338
OG0006196	XENTR03085	SCHMD07676
OG0006199	XENTR06761, XENTR06762	SCHMD04415, SCHMD04413
OG0006202	XENTR15922	SCHMD08868
OG0006204	XENTR13371	SCHMD16863
OG0006205	XENTR08784, XENTR08783	SCHMD14314
OG0006209	XENTR08641	SCHMD08326, SCHMD23138
OG0006215	XENTR04292	SCHMD09655
OG0006216	XENTR14792	SCHMD09510
OG0006217	XENTR09237	SCHMD21927, SCHMD16840
OG0006219	XENTR03243, XENTR03244	SCHMD06440
OG0006220	XENTR04214	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006221	XENTR08012, XENTR06906	SCHMD00700
OG0006222	XENTR05345	SCHMD18003, SCHMD26063, SCHMD27714, SCHMD25999
OG0006224	XENTR13017	SCHMD00469
OG0006226	XENTR04747	SCHMD17067, SCHMD16763
OG0006227	XENTR01910	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	XENTR03562	SCHMD17318, SCHMD23866
OG0006230	XENTR04159	SCHMD02493
OG0006233	XENTR13560	SCHMD06980
OG0006234	XENTR00067	SCHMD13683, SCHMD14118
OG0006235	XENTR16645	SCHMD04538
OG0006239	XENTR09561	SCHMD01406
OG0006240	XENTR14524	SCHMD29814
OG0006246	XENTR08317, XENTR08316	SCHMD00484
OG0006247	XENTR15049	SCHMD22174
OG0006248	XENTR02044	SCHMD12206, SCHMD10060
OG0006249	XENTR18011	SCHMD14060, SCHMD13478, SCHMD08757
OG0006252	XENTR11356	SCHMD16745, SCHMD16993
OG0006254	XENTR04794	SCHMD04705
OG0006258	XENTR05063	SCHMD05887
OG0006259	XENTR15431, XENTR15430	SCHMD06837
OG0006260	XENTR07975	SCHMD09985, SCHMD17439
OG0006261	XENTR02875	SCHMD24384
OG0006263	XENTR16349	SCHMD00121
OG0006267	XENTR08276	SCHMD03685
OG0006269	XENTR11232	SCHMD04606
OG0006271	XENTR15420	SCHMD07857
OG0006275	XENTR07622	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	XENTR12192	SCHMD24774
OG0006279	XENTR16888	SCHMD04231
OG0006280	XENTR01612	SCHMD15524, SCHMD19210
OG0006281	XENTR12028	SCHMD02340
OG0006282	XENTR15370	SCHMD08230
OG0006283	XENTR02905	SCHMD06325
OG0006284	XENTR06698	SCHMD20607, SCHMD19598
OG0006285	XENTR13372	SCHMD01607, SCHMD01606
OG0006286	XENTR17703	SCHMD01297, SCHMD01298
OG0006289	XENTR14556	SCHMD08039
OG0006290	XENTR11599	SCHMD00955
OG0006291	XENTR03996	SCHMD09043
OG0006293	XENTR13916	SCHMD16297
OG0006294	XENTR03051	SCHMD15450, SCHMD16229
OG0006295	XENTR01520	SCHMD02966
OG0006297	XENTR11225	SCHMD09759
OG0006298	XENTR06203	SCHMD01046, SCHMD24624
OG0006301	XENTR02417	SCHMD09923
OG0006304	XENTR07711	SCHMD06368
OG0006305	XENTR17559, XENTR18952	SCHMD12627
OG0006306	XENTR05458	SCHMD12510, SCHMD15396
OG0006310	XENTR04453	SCHMD12354
OG0006311	XENTR15701, XENTR15702	SCHMD23312
OG0006313	XENTR12867	SCHMD09169
OG0006314	XENTR14429	SCHMD08096
OG0006315	XENTR14232	SCHMD05407
OG0006316	XENTR13989, XENTR13988	SCHMD26139, SCHMD20052
OG0006319	XENTR17260	SCHMD10541, SCHMD13166
OG0006321	XENTR09888	SCHMD08365
OG0006322	XENTR02812	SCHMD10221
OG0006323	XENTR10824	SCHMD04105
OG0006325	XENTR06243	SCHMD16004
OG0006327	XENTR15639	SCHMD15773
OG0006329	XENTR01907	SCHMD08342
OG0006330	XENTR12116	SCHMD08411
OG0006331	XENTR02078	SCHMD09182, SCHMD12138
OG0006332	XENTR11820	SCHMD14581
OG0006334	XENTR11454	SCHMD05752
OG0006335	XENTR08558	SCHMD11650, SCHMD08469
OG0006337	XENTR03411	SCHMD11987, SCHMD11989
OG0006340	XENTR08910	SCHMD19432
OG0006341	XENTR01670	SCHMD05125
OG0006344	XENTR15368	SCHMD21084, SCHMD09358
OG0006347	XENTR05199	SCHMD07723
OG0006349	XENTR07004	SCHMD05182
OG0006350	XENTR13659	SCHMD09296
OG0006351	XENTR17000, XENTR16531	SCHMD06816
OG0006352	XENTR04339	SCHMD07373
OG0006353	XENTR02093	SCHMD10639
OG0006357	XENTR09643	SCHMD03473
OG0006360	XENTR11510	SCHMD08060
OG0006362	XENTR05459	SCHMD03337
OG0006363	XENTR09507	SCHMD19238
OG0006364	XENTR09578	SCHMD06510, SCHMD06511
OG0006365	XENTR05265	SCHMD14860
OG0006370	XENTR06294	SCHMD28920
OG0006372	XENTR08472	SCHMD07447
OG0006373	XENTR15038	SCHMD11946
OG0006375	XENTR01833	SCHMD00652
OG0006376	XENTR07738	SCHMD06608
OG0006377	XENTR13700, XENTR18549, XENTR18550	SCHMD10116
OG0006378	XENTR05710	SCHMD10668, SCHMD11255
OG0006379	XENTR03826	SCHMD18267
OG0006381	XENTR06606	SCHMD24227, SCHMD16114
OG0006383	XENTR15954	SCHMD26033, SCHMD18774
OG0006386	XENTR12059	SCHMD13835, SCHMD19804
OG0006387	XENTR17469, XENTR08445	SCHMD14692
OG0006395	XENTR18848, XENTR18849	SCHMD08199
OG0006401	XENTR17593, XENTR13636	SCHMD19581, SCHMD26470
OG0006402	XENTR05561	SCHMD13826, SCHMD09114
OG0006414	XENTR06709	SCHMD18742
OG0006416	XENTR11216	SCHMD03354
OG0006443	XENTR09473	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	XENTR02943	SCHMD18654
OG0006452	XENTR02590, XENTR02788	SCHMD23102, SCHMD15046
OG0006454	XENTR04050	SCHMD07698, SCHMD07699
OG0006456	XENTR08352	SCHMD11711, SCHMD17298, SCHMD12535
OG0006457	XENTR11459, XENTR11458	SCHMD16313
OG0006459	XENTR08528	SCHMD21368
OG0006461	XENTR07035	SCHMD19693, SCHMD11861
OG0006462	XENTR01277	SCHMD07729
OG0006463	XENTR14323	SCHMD07130
OG0006464	XENTR10541	SCHMD12787, SCHMD19777
OG0006465	XENTR07508	SCHMD28077, SCHMD07507
OG0006469	XENTR07325	SCHMD02780
OG0006470	XENTR15042	SCHMD16861
OG0006474	XENTR00813	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	XENTR10608	SCHMD12763
OG0006476	XENTR04361	SCHMD29103, SCHMD25388
OG0006478	XENTR14784	SCHMD01744
OG0006479	XENTR08062	SCHMD20030
OG0006480	XENTR17557	SCHMD01088
OG0006481	XENTR02608	SCHMD02855
OG0006482	XENTR03862	SCHMD06492
OG0006486	XENTR15545	SCHMD12934
OG0006488	XENTR02069	SCHMD29514, SCHMD21588
OG0006490	XENTR10811	SCHMD00433
OG0006501	XENTR12662	SCHMD05406
OG0006503	XENTR17521	SCHMD07908
OG0006504	XENTR07120	SCHMD04702, SCHMD29580
OG0006505	XENTR02899	SCHMD08554, SCHMD08796
OG0006509	XENTR13835	SCHMD13705
OG0006510	XENTR16128	SCHMD11921
OG0006511	XENTR06903	SCHMD03048
OG0006512	XENTR05619	SCHMD12217, SCHMD11205
OG0006514	XENTR05648	SCHMD08264
OG0006515	XENTR13526	SCHMD03249
OG0006517	XENTR09962	SCHMD00950
OG0006518	XENTR09393	SCHMD03959
OG0006519	XENTR05535	SCHMD25528
OG0006520	XENTR13195	SCHMD00155
OG0006523	XENTR02071	SCHMD12246, SCHMD13301
OG0006526	XENTR18522	SCHMD14233
OG0006527	XENTR17417	SCHMD10447, SCHMD13054
OG0006528	XENTR04191	SCHMD09670
OG0006532	XENTR09832	SCHMD27245
OG0006536	XENTR11449	SCHMD28548
OG0006537	XENTR01017	SCHMD07012
OG0006538	XENTR03139	SCHMD09434
OG0006540	XENTR11917	SCHMD24252, SCHMD19265
OG0006542	XENTR13194	SCHMD07956
OG0006543	XENTR05755	SCHMD05909
OG0006544	XENTR15901	SCHMD05488
OG0006545	XENTR06549	SCHMD08819
OG0006546	XENTR13406	SCHMD22666, SCHMD26503
OG0006549	XENTR02344	SCHMD07432
OG0006550	XENTR00769, XENTR00770	SCHMD05608
OG0006552	XENTR05835	SCHMD16090
OG0006553	XENTR01394	SCHMD03817
OG0006554	XENTR10302	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974
OG0006556	XENTR16928	SCHMD10898, SCHMD08118
OG0006557	XENTR04539	SCHMD15751
OG0006561	XENTR09007	SCHMD07629
OG0006563	XENTR14698	SCHMD08352
OG0006564	XENTR07133	SCHMD15011
OG0006566	XENTR07371	SCHMD10136, SCHMD13813
OG0006570	XENTR12937	SCHMD12205, SCHMD05328
OG0006571	XENTR05803	SCHMD00180, SCHMD27487
OG0006573	XENTR10805	SCHMD10554
OG0006574	XENTR04351	SCHMD18201
OG0006579	XENTR13945	SCHMD11335, SCHMD14843
OG0006583	XENTR16033	SCHMD08738
OG0006586	XENTR00497	SCHMD14590
OG0006588	XENTR06817	SCHMD29130
OG0006590	XENTR14263	SCHMD02740
OG0006591	XENTR11790	SCHMD02097
OG0006593	XENTR12622	SCHMD08560
OG0006594	XENTR18025	SCHMD00507
OG0006595	XENTR09437	SCHMD08252
OG0006596	XENTR12773	SCHMD05657
OG0006597	XENTR00700	SCHMD04098
OG0006598	XENTR14326	SCHMD23134
OG0006599	XENTR02707, XENTR16196	SCHMD28680
OG0006600	XENTR13734, XENTR13733	SCHMD12543, SCHMD20580
OG0006603	XENTR10213	SCHMD13311, SCHMD24906
OG0006604	XENTR09447, XENTR09446	SCHMD12610
OG0006606	XENTR05954	SCHMD11990
OG0006607	XENTR13594	SCHMD00025
OG0006608	XENTR00251	SCHMD21063
OG0006610	XENTR07341	SCHMD10412
OG0006614	XENTR18989	SCHMD05476
OG0006615	XENTR06546	SCHMD02189
OG0006616	XENTR09627	SCHMD12397
OG0006619	XENTR02127, XENTR02126	SCHMD14686
OG0006621	XENTR16711	SCHMD06932
OG0006622	XENTR12562	SCHMD16418, SCHMD16456
OG0006623	XENTR09849	SCHMD00154
OG0006624	XENTR01731	SCHMD28658, SCHMD27359
OG0006626	XENTR04565, XENTR13907	SCHMD05850
OG0006628	XENTR02668	SCHMD10378
OG0006630	XENTR08125	SCHMD02436
OG0006631	XENTR19213	SCHMD24627, SCHMD24745
OG0006632	XENTR10907, XENTR07445	SCHMD11914, SCHMD18633
OG0006633	XENTR02142	SCHMD06460
OG0006636	XENTR11494	SCHMD09363
OG0006637	XENTR05016	SCHMD17064, SCHMD26047
OG0006640	XENTR12743	SCHMD09877
OG0006646	XENTR01407	SCHMD10329
OG0006648	XENTR07885	SCHMD13489
OG0006651	XENTR12537	SCHMD07289, SCHMD06082
OG0006652	XENTR11689	SCHMD08119
OG0006655	XENTR05829	SCHMD00645
OG0006656	XENTR19261, XENTR19010	SCHMD15425
OG0006658	XENTR09594	SCHMD07703, SCHMD19832
OG0006662	XENTR02635	SCHMD11088, SCHMD02344
OG0006663	XENTR03207	SCHMD05461
OG0006664	XENTR06837	SCHMD01212
OG0006666	XENTR04836	SCHMD00843
OG0006667	XENTR11957	SCHMD02023
OG0006668	XENTR10580	SCHMD00035
OG0006669	XENTR13698	SCHMD15456
OG0006670	XENTR03934	SCHMD06283
OG0006673	XENTR06476	SCHMD11139, SCHMD01947
OG0006677	XENTR13655, XENTR13654	SCHMD28844
OG0006678	XENTR13719	SCHMD02351
OG0006680	XENTR02487	SCHMD07321, SCHMD04365
OG0006683	XENTR10018	SCHMD12055
OG0006684	XENTR16293	SCHMD03196
OG0006686	XENTR06782	SCHMD05511
OG0006688	XENTR13607	SCHMD02782
OG0006689	XENTR01441	SCHMD09875, SCHMD00797, SCHMD11694
OG0006690	XENTR13317	SCHMD02600
OG0006691	XENTR10862	SCHMD14621
OG0006692	XENTR13963	SCHMD15336
OG0006693	XENTR12746	SCHMD00589
OG0006694	XENTR04108	SCHMD05629
OG0006695	XENTR13948	SCHMD06025
OG0006697	XENTR10497	SCHMD19994, SCHMD13817, SCHMD29045
OG0006698	XENTR05149	SCHMD12118
OG0006700	XENTR03198, XENTR10566	SCHMD29051, SCHMD15433, SCHMD27357
OG0006703	XENTR04634	SCHMD00739
OG0006704	XENTR13888, XENTR13889	SCHMD28226
OG0006705	XENTR00293	SCHMD14770, SCHMD13114
OG0006706	XENTR07780	SCHMD12854
OG0006707	XENTR16134	SCHMD19389
OG0006708	XENTR18874	SCHMD01518
OG0006709	XENTR05409	SCHMD06005
OG0006712	XENTR03007	SCHMD13757
OG0006713	XENTR08986, XENTR14768	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768
OG0006717	XENTR17648	SCHMD09869
OG0006718	XENTR09542	SCHMD01411
OG0006718	XENTR09540	SCHMD28286
OG0006720	XENTR09067	SCHMD15330, SCHMD18737
OG0006721	XENTR08095	SCHMD06116
OG0006723	XENTR16854	SCHMD12671
OG0006725	XENTR07038	SCHMD15226
OG0006726	XENTR09612	SCHMD22403
OG0006729	XENTR02778	SCHMD09997, SCHMD07849
OG0006730	XENTR07699	SCHMD15242
OG0006731	XENTR14502	SCHMD21262, SCHMD19367
OG0006733	XENTR12805	SCHMD02938
OG0006734	XENTR17831	SCHMD13149, SCHMD15306
OG0006735	XENTR05221	SCHMD23549, SCHMD18150, SCHMD22619
OG0006737	XENTR00969	SCHMD05655
OG0006741	XENTR08382	SCHMD21104, SCHMD16448, SCHMD23684, SCHMD14241, SCHMD07000
OG0006742	XENTR05493	SCHMD14364
OG0006749	XENTR01774	SCHMD17570, SCHMD17569
OG0006750	XENTR07602	SCHMD04443, SCHMD17273, SCHMD07663
OG0006752	XENTR02646	SCHMD12442
OG0006753	XENTR11694	SCHMD08285
OG0006754	XENTR18420	SCHMD13342
OG0006755	XENTR10590	SCHMD10228
OG0006757	XENTR12333	SCHMD08426
OG0006758	XENTR19253	SCHMD05008, SCHMD10024
OG0006761	XENTR01047	SCHMD13526
OG0006764	XENTR01594	SCHMD22289
OG0006766	XENTR12590, XENTR12592	SCHMD07248
OG0006768	XENTR17405	SCHMD03977
OG0006771	XENTR13494, XENTR13493	SCHMD07804, SCHMD15553
OG0006772	XENTR06880, XENTR06881	SCHMD01476
OG0006776	XENTR07592	SCHMD10792
OG0006777	XENTR14289	SCHMD08214
OG0006780	XENTR12106	SCHMD13525, SCHMD14457
OG0006791	XENTR09543, XENTR08719	SCHMD15752
OG0006826	XENTR13782	SCHMD05426
OG0006829	XENTR09763	SCHMD18846
