Orthogroup	XENTR	OWEFU
OG0005459	XENTR06604	OFUSG06854.2.p1, OFUSG06854.4.p1, OFUSG06854.3.p1, OFUSG06854.1.p1
OG0005460	XENTR11214	OFUSG07898.2.p1, OFUSG07898.1.p1, OFUSG07898.3.p1
OG0005461	XENTR14096	OFUSG15952.2.p1, OFUSG15952.1.p1
OG0005462	XENTR11426	OFUSG07599.1.p1
OG0005463	XENTR11257	OFUSG15879.1.p1
OG0005464	XENTR18484	OFUSG20629.1.p1
OG0005465	XENTR12965	OFUSG11986.1.p1, OFUSG11986.2.p1
OG0005466	XENTR08557	OFUSG23432.1.p1
OG0005467	XENTR07506, XENTR07507	OFUSG21950.1.p1
OG0005468	XENTR04574	OFUSG11966.1.p1
OG0005469	XENTR04592	OFUSG20382.1.p1
OG0005470	XENTR09775	OFUSG12736.1.p1
OG0005471	XENTR07127	OFUSG15175.1.p1
OG0005472	XENTR06097	OFUSG14081.1.p1
OG0005474	XENTR16274	OFUSG10784.1.p1
OG0005475	XENTR17206	OFUSG12397.1.p1
OG0005476	XENTR01349	OFUSG06910.1.p1
OG0005477	XENTR08685	OFUSG25462.1.p1
OG0005478	XENTR02516	OFUSG20788.1.p1
OG0005479	XENTR03720	OFUSG08880.1.p1
OG0005480	XENTR09467	OFUSG25520.1.p1
OG0005481	XENTR00678	OFUSG00662.1.p1
OG0005482	XENTR11679	OFUSG12072.1.p1
OG0005484	XENTR03547	OFUSG03342.1.p1
OG0005486	XENTR16007	OFUSG09452.1.p1, OFUSG09452.2.p1
OG0005487	XENTR05191	OFUSG25375.1.p1
OG0005488	XENTR10293	OFUSG24097.1.p1, OFUSG24097.2.p1
OG0005489	XENTR13955	OFUSG23348.1.p2
OG0005490	XENTR03389, XENTR04160	OFUSG21177.1.p1
OG0005491	XENTR08326	OFUSG03918.1.p1, OFUSG03918.2.p1
OG0005492	XENTR00216	OFUSG01363.1.p1
OG0005493	XENTR09762	OFUSG06703.1.p1
OG0005494	XENTR15571	OFUSG08783.1.p1
OG0005495	XENTR02645	OFUSG24933.1.p1
OG0005497	XENTR08854	OFUSG06002.1.p1
OG0005498	XENTR12205	OFUSG04659.1.p1
OG0005499	XENTR06475	OFUSG18597.1.p1
OG0005500	XENTR10023	OFUSG21116.1.p1
OG0005503	XENTR16936	OFUSG26844.1.p1
OG0005504	XENTR14288	OFUSG12408.2.p1, OFUSG12408.1.p1
OG0005505	XENTR04897	OFUSG26551.1.p1
OG0005506	XENTR04715	OFUSG26495.1.p1
OG0005507	XENTR04017	OFUSG26689.1.p1, OFUSG26689.2.p1
OG0005508	XENTR15696	OFUSG13031.1.p1
OG0005510	XENTR07392	OFUSG18542.1.p1
OG0005512	XENTR07897, XENTR05189	OFUSG23509.1.p1
OG0005514	XENTR06788	OFUSG23757.1.p1
OG0005516	XENTR06149	OFUSG07166.2.p1, OFUSG07166.1.p1
OG0005517	XENTR02145	OFUSG20848.1.p1
OG0005518	XENTR10164	OFUSG25594.1.p1
OG0005519	XENTR10874	OFUSG01530.2.p1, OFUSG01530.1.p1
OG0005520	XENTR02351	OFUSG00189.1.p1
OG0005521	XENTR02097	OFUSG22041.1.p1
OG0005522	XENTR15616, XENTR15615	OFUSG07120.1.p1
OG0005523	XENTR14765, XENTR04667, XENTR04666	OFUSG23394.1.p1
OG0005524	XENTR12707	OFUSG18210.1.p1
OG0005526	XENTR15635	OFUSG16593.1.p1
OG0005527	XENTR17011	OFUSG07993.1.p1, OFUSG07993.2.p1
OG0005528	XENTR11632	OFUSG07617.1.p1
OG0005529	XENTR17688	OFUSG25503.1.p1
OG0005530	XENTR10027	OFUSG23777.1.p1
OG0005531	XENTR00728	OFUSG16885.1.p1
OG0005533	XENTR13999	OFUSG00199.1.p1
OG0005534	XENTR09252	OFUSG07051.1.p1
OG0005535	XENTR07119	OFUSG26393.1.p1
OG0005536	XENTR06991	OFUSG06939.1.p1, OFUSG06939.2.p1
OG0005537	XENTR15998	OFUSG00025.1.p1
OG0005538	XENTR14095	OFUSG16062.1.p1
OG0005539	XENTR12052	OFUSG17236.1.p1
OG0005541	XENTR12050	OFUSG02331.1.p1
OG0005542	XENTR14209	OFUSG21080.1.p1
OG0005543	XENTR03947, XENTR14512	OFUSG08043.1.p1
OG0005544	XENTR01723	OFUSG15984.1.p1
OG0005545	XENTR06846	OFUSG19369.1.p1
OG0005546	XENTR13120, XENTR00983	OFUSG18603.1.p1
OG0005547	XENTR04263	OFUSG10094.1.p1
OG0005548	XENTR14816, XENTR04327	OFUSG18388.1.p1
OG0005550	XENTR12418	OFUSG05387.1.p1
OG0005552	XENTR15600	OFUSG07222.2.p1, OFUSG07222.1.p1
OG0005553	XENTR15410	OFUSG09930.1.p1
OG0005554	XENTR05944	OFUSG20627.1.p1
OG0005555	XENTR10803	OFUSG17703.1.p1
OG0005556	XENTR14514	OFUSG25659.1.p1
OG0005557	XENTR09063	OFUSG08120.1.p1
OG0005558	XENTR03041, XENTR15786	OFUSG12078.1.p1, OFUSG12078.2.p1
OG0005559	XENTR13684	OFUSG00226.1.p1
OG0005560	XENTR15812, XENTR15811	OFUSG19598.1.p1
OG0005561	XENTR06582	OFUSG05916.1.p1
OG0005562	XENTR02636	OFUSG19582.1.p1
OG0005563	XENTR02726	OFUSG02724.1.p1
OG0005564	XENTR17105, XENTR17106	OFUSG08252.1.p1
OG0005565	XENTR12260	OFUSG16275.2.p1, OFUSG16275.1.p1, OFUSG16275.4.p1, OFUSG16275.3.p1, OFUSG12751.1.p1
OG0005566	XENTR10299	OFUSG15469.1.p1
OG0005567	XENTR13137	OFUSG04010.1.p1, OFUSG04010.3.p1, OFUSG04010.2.p1, OFUSG04008.1.p2
OG0005568	XENTR02378	OFUSG19029.1.p1
OG0005569	XENTR17293	OFUSG07205.1.p1
OG0005570	XENTR08831	OFUSG03428.1.p1
OG0005572	XENTR07077	OFUSG24737.1.p1
OG0005573	XENTR17288	OFUSG07923.1.p1
OG0005574	XENTR02685	OFUSG06128.1.p1
OG0005576	XENTR01506	OFUSG01449.1.p1
OG0005577	XENTR17396	OFUSG14267.1.p1, OFUSG14267.3.p1, OFUSG14267.2.p1
OG0005578	XENTR14508	OFUSG08582.1.p1
OG0005579	XENTR08159, XENTR05123	OFUSG21103.1.p1
OG0005580	XENTR00171	OFUSG01093.2.p1, OFUSG01093.1.p1
OG0005581	XENTR11345	OFUSG15210.1.p1
OG0005582	XENTR10959	OFUSG12571.1.p1
OG0005583	XENTR00563, XENTR00562, XENTR12120	OFUSG09013.2.p1, OFUSG09013.1.p1
OG0005584	XENTR08324	OFUSG19685.1.p2
OG0005587	XENTR09308	OFUSG04620.1.p1
OG0005588	XENTR12384	OFUSG21343.1.p1
OG0005589	XENTR05397	OFUSG13206.2.p1, OFUSG13206.1.p1
OG0005590	XENTR02733	OFUSG12864.1.p1
OG0005591	XENTR00206, XENTR00205	OFUSG23219.2.p1, OFUSG23219.1.p1
OG0005592	XENTR06518	OFUSG08303.1.p1
OG0005595	XENTR11389	OFUSG06559.1.p1
OG0005596	XENTR03669	OFUSG15588.1.p1
OG0005597	XENTR02744	OFUSG14316.1.p1
OG0005598	XENTR10064	OFUSG24994.1.p1
OG0005599	XENTR07033	OFUSG13089.1.p1
OG0005600	XENTR06836	OFUSG18695.1.p1
OG0005601	XENTR09305	OFUSG09746.2.p1, OFUSG09746.1.p1
OG0005602	XENTR09049	OFUSG12382.1.p1
OG0005603	XENTR15261	OFUSG06557.1.p1
OG0005604	XENTR10587	OFUSG17275.1.p1
OG0005605	XENTR06732	OFUSG18009.1.p1, OFUSG18008.1.p1, OFUSG18011.1.p1
OG0005606	XENTR02775, XENTR00301	OFUSG23420.1.p1
OG0005607	XENTR03976, XENTR15771, XENTR15770	OFUSG17309.1.p1
OG0005608	XENTR08987	OFUSG11246.1.p1
OG0005609	XENTR05279	OFUSG20222.1.p1
OG0005610	XENTR00719	OFUSG03039.1.p1, OFUSG02394.1.p1, OFUSG02390.1.p1
OG0005611	XENTR11206, XENTR12709	OFUSG18464.2.p1, OFUSG18464.1.p1
OG0005612	XENTR13055, XENTR11686	OFUSG25280.1.p1
OG0005613	XENTR13054	OFUSG11392.1.p1
OG0005615	XENTR19050	OFUSG01627.1.p1, OFUSG01631.1.p1
OG0005616	XENTR04493	OFUSG20550.1.p1
OG0005617	XENTR00367, XENTR04722	OFUSG26357.1.p1
OG0005618	XENTR09196	OFUSG12878.1.p1
OG0005619	XENTR10548	OFUSG17503.1.p1
OG0005620	XENTR02818, XENTR00745	OFUSG05866.1.p1
OG0005621	XENTR15318	OFUSG12323.1.p1
OG0005622	XENTR09076	OFUSG11960.1.p1
OG0005623	XENTR00925	OFUSG08197.1.p1
OG0005624	XENTR02879	OFUSG07021.1.p1
OG0005625	XENTR12463	OFUSG09657.1.p1
OG0005626	XENTR04034	OFUSG03492.1.p1
OG0005627	XENTR01364	OFUSG09437.1.p1
OG0005628	XENTR14088	OFUSG03937.1.p1
OG0005629	XENTR11616	OFUSG23344.1.p1
OG0005630	XENTR11734	OFUSG10320.1.p1
OG0005631	XENTR17147	OFUSG17141.1.p1
OG0005632	XENTR16922	OFUSG11574.1.p1
OG0005633	XENTR13094	OFUSG11225.1.p1
OG0005634	XENTR10458, XENTR10457	OFUSG26230.1.p1
OG0005636	XENTR09495, XENTR18731	OFUSG00921.1.p1
OG0005637	XENTR01111, XENTR01112	OFUSG08168.1.p1
OG0005639	XENTR09590	OFUSG03254.1.p1
OG0005640	XENTR12107	OFUSG25223.1.p1
OG0005641	XENTR13957	OFUSG25307.1.p1, OFUSG25307.2.p1
OG0005642	XENTR07034	OFUSG19366.1.p1
OG0005644	XENTR06539	OFUSG15260.1.p1
OG0005646	XENTR01093	OFUSG16782.1.p1
OG0005649	XENTR14451, XENTR16243, XENTR16242	OFUSG16737.1.p1
OG0005652	XENTR02555	OFUSG06459.1.p1
OG0005654	XENTR10207, XENTR09332	OFUSG18699.1.p1, OFUSG18699.2.p1
OG0005656	XENTR15758	OFUSG19528.1.p1
OG0005661	XENTR16753, XENTR08571	OFUSG17515.2.p1, OFUSG17515.1.p1
OG0005662	XENTR10145, XENTR10147, XENTR10170, XENTR10146	OFUSG01100.1.p1
OG0005664	XENTR11213	OFUSG16633.3.p1, OFUSG16633.1.p1, OFUSG16633.2.p2
OG0005665	XENTR13236, XENTR13784	OFUSG08814.1.p1
OG0005681	XENTR08432	OFUSG14799.1.p1
OG0005685	XENTR05166	OFUSG16960.1.p1
OG0005690	XENTR19277	OFUSG08782.1.p1
OG0005691	XENTR16381, XENTR01698, XENTR15709	OFUSG05818.1.p1
OG0005694	XENTR10066	OFUSG09049.1.p1, OFUSG09049.2.p1
OG0005695	XENTR14131	OFUSG25511.1.p1
OG0005696	XENTR00927	OFUSG03350.1.p1
OG0005697	XENTR08801	OFUSG03909.1.p1
OG0005698	XENTR10206	OFUSG23576.1.p1, OFUSG23576.2.p1
OG0005699	XENTR03059	OFUSG26833.1.p1
OG0005701	XENTR13549	OFUSG18399.1.p1
OG0005702	XENTR05785	OFUSG02722.1.p1, OFUSG02722.2.p1
OG0005703	XENTR16414	OFUSG10785.1.p1
OG0005704	XENTR10783	OFUSG00940.1.p1
OG0005707	XENTR13799	OFUSG09056.1.p1
OG0005708	XENTR16853, XENTR16852, XENTR19233	OFUSG00132.1.p1
OG0005709	XENTR12957	OFUSG11953.1.p1
OG0005710	XENTR14786	OFUSG17631.1.p1
OG0005711	XENTR04377	OFUSG23561.1.p1
OG0005712	XENTR07393	OFUSG07816.1.p1
OG0005713	XENTR16027	OFUSG00243.1.p1
OG0005714	XENTR15409	OFUSG09929.1.p1
OG0005715	XENTR13785	OFUSG04447.2.p1, OFUSG04447.1.p1
OG0005717	XENTR11396	OFUSG01462.3.p1, OFUSG01462.1.p1, OFUSG01462.2.p1, OFUSG01462.4.p1
OG0005718	XENTR10453	OFUSG09066.1.p1
OG0005719	XENTR17722	OFUSG26442.1.p1
OG0005720	XENTR08037	OFUSG18648.1.p1
OG0005721	XENTR01507	OFUSG12764.1.p1
OG0005722	XENTR01764	OFUSG17122.1.p1, OFUSG14444.1.p1
OG0005723	XENTR02798	OFUSG19412.1.p1
OG0005724	XENTR08971	OFUSG11970.1.p1
OG0005725	XENTR00954	OFUSG10099.1.p1
OG0005726	XENTR11215, XENTR18879	OFUSG20327.1.p1
OG0005727	XENTR06326	OFUSG15049.1.p1
OG0005728	XENTR13816	OFUSG05083.1.p1, OFUSG05079.1.p1
OG0005729	XENTR17527, XENTR14626	OFUSG16386.1.p1
OG0005730	XENTR16362, XENTR16363, XENTR03887	OFUSG18255.1.p1
OG0005731	XENTR07331	OFUSG10296.1.p1
OG0005732	XENTR01849	OFUSG09988.1.p1
OG0005733	XENTR12818	OFUSG11058.1.p1
OG0005734	XENTR16904	OFUSG13407.1.p1
OG0005735	XENTR16094	OFUSG07258.2.p1, OFUSG07258.1.p1, OFUSG07258.3.p1
OG0005736	XENTR15143, XENTR11911, XENTR02380	OFUSG18982.1.p1
OG0005737	XENTR14241	OFUSG23603.1.p1
OG0005738	XENTR03189	OFUSG06832.1.p1
OG0005739	XENTR17412, XENTR02121	OFUSG26372.2.p1, OFUSG26372.1.p1
OG0005741	XENTR10578	OFUSG16616.1.p1
OG0005742	XENTR03320	OFUSG04680.1.p1
OG0005744	XENTR14995	OFUSG16586.1.p1
OG0005746	XENTR14223	OFUSG03475.1.p1
OG0005747	XENTR12914	OFUSG21432.1.p1
OG0005748	XENTR03220	OFUSG26335.1.p1
OG0005749	XENTR13666	OFUSG08122.2.p1, OFUSG08122.3.p1, OFUSG08122.1.p1
OG0005750	XENTR13184	OFUSG02162.1.p1
OG0005751	XENTR02420	OFUSG11839.1.p1
OG0005752	XENTR08044	OFUSG08796.1.p1
OG0005753	XENTR16085	OFUSG08869.1.p1
OG0005754	XENTR11178	OFUSG19026.1.p1
OG0005755	XENTR01706	OFUSG05141.1.p1, OFUSG05141.2.p1
OG0005756	XENTR18511	OFUSG04247.1.p1
OG0005758	XENTR03080	OFUSG24779.1.p1
OG0005759	XENTR13135	OFUSG11098.1.p1
OG0005761	XENTR00801	OFUSG14829.1.p1
OG0005762	XENTR09892	OFUSG21909.1.p1
OG0005763	XENTR00558	OFUSG20141.1.p1
OG0005764	XENTR11684	OFUSG20153.1.p1
OG0005765	XENTR11840	OFUSG06503.1.p1
OG0005766	XENTR03092	OFUSG23322.1.p1
OG0005767	XENTR02897	OFUSG16464.1.p1
OG0005768	XENTR19178, XENTR16168	OFUSG16239.1.p1
OG0005769	XENTR04692	OFUSG08073.1.p1
OG0005770	XENTR07769	OFUSG20356.1.p1
OG0005771	XENTR17752	OFUSG09411.1.p1
OG0005772	XENTR01180	OFUSG16894.1.p1, OFUSG16894.2.p1
OG0005773	XENTR17797, XENTR19146	OFUSG05158.1.p1
OG0005774	XENTR06210	OFUSG15936.1.p1
OG0005775	XENTR03909	OFUSG17839.1.p1
OG0005778	XENTR14397	OFUSG12005.1.p1
OG0005779	XENTR01952	OFUSG10893.1.p1
OG0005781	XENTR09353	OFUSG00342.1.p1
OG0005782	XENTR16752	OFUSG25153.1.p1
OG0005783	XENTR18413	OFUSG18976.1.p1
OG0005784	XENTR13380	OFUSG19490.1.p1
OG0005785	XENTR11082	OFUSG10500.1.p1
OG0005786	XENTR05969	OFUSG05814.2.p1, OFUSG05814.1.p1
OG0005787	XENTR19090	OFUSG04634.1.p1
OG0005788	XENTR18303	OFUSG07622.1.p1
OG0005789	XENTR00490	OFUSG04945.1.p1
OG0005790	XENTR09099	OFUSG11378.1.p1
OG0005791	XENTR08286	OFUSG16958.2.p1, OFUSG16958.1.p1
OG0005792	XENTR15781, XENTR15780	OFUSG26966.2.p1, OFUSG26966.1.p1
OG0005793	XENTR12617	OFUSG00069.2.p1, OFUSG00069.1.p1
OG0005794	XENTR09199	OFUSG15800.1.p1, OFUSG15800.2.p1
OG0005795	XENTR01918	OFUSG02404.1.p1
OG0005796	XENTR01931	OFUSG09979.1.p1
OG0005797	XENTR10908	OFUSG12084.1.p1
OG0005798	XENTR07022	OFUSG06068.2.p1, OFUSG06068.1.p1
OG0005799	XENTR11641	OFUSG21840.1.p1
OG0005800	XENTR01754	OFUSG21338.4.p1, OFUSG21338.5.p1, OFUSG21338.1.p1, OFUSG21338.3.p1, OFUSG21338.2.p1
OG0005801	XENTR11859	OFUSG20252.1.p1
OG0005802	XENTR08427	OFUSG01814.1.p1
OG0005803	XENTR17154	OFUSG12897.1.p1
OG0005804	XENTR00653, XENTR00022	OFUSG00462.1.p1
OG0005806	XENTR00795	OFUSG22309.2.p1, OFUSG22309.1.p1
OG0005807	XENTR12847	OFUSG00900.1.p1
OG0005808	XENTR11121	OFUSG00527.1.p1
OG0005811	XENTR03035	OFUSG11247.1.p1
OG0005812	XENTR15789	OFUSG11647.1.p1
OG0005813	XENTR00797	OFUSG22102.2.p1, OFUSG22102.1.p1, OFUSG22619.1.p1
OG0005814	XENTR04732, XENTR04731	OFUSG26358.1.p1, OFUSG26358.2.p1
OG0005815	XENTR06350	OFUSG24013.1.p1
OG0005816	XENTR00536	OFUSG22586.1.p1
OG0005817	XENTR13699	OFUSG14857.1.p1
OG0005818	XENTR10792	OFUSG06441.1.p1, OFUSG06441.2.p1
OG0005819	XENTR13214	OFUSG17295.1.p1
OG0005821	XENTR10629	OFUSG09342.1.p1, OFUSG09343.1.p1
OG0005822	XENTR08490	OFUSG12585.1.p1
OG0005823	XENTR09463	OFUSG25743.1.p1
OG0005824	XENTR08106	OFUSG09743.1.p1
OG0005825	XENTR00609	OFUSG11320.1.p1
OG0005827	XENTR01649	OFUSG25115.1.p1
OG0005828	XENTR12512, XENTR12511	OFUSG15157.1.p1
OG0005829	XENTR09175, XENTR09176	OFUSG01365.1.p1
OG0005830	XENTR05629	OFUSG10185.1.p1
OG0005831	XENTR13713	OFUSG20334.1.p1
OG0005832	XENTR09883	OFUSG20421.1.p1
OG0005833	XENTR12701, XENTR11982	OFUSG11209.1.p1
OG0005834	XENTR15796	OFUSG25449.1.p1, OFUSG25449.2.p1
OG0005835	XENTR13416	OFUSG24596.1.p1
OG0005836	XENTR01905	OFUSG06015.1.p1
OG0005837	XENTR12226	OFUSG26386.1.p1
OG0005838	XENTR15966	OFUSG22578.1.p1
OG0005840	XENTR11551	OFUSG17218.1.p1
OG0005841	XENTR12467	OFUSG18860.2.p1, OFUSG18860.1.p1
OG0005842	XENTR02998	OFUSG17014.1.p1
OG0005843	XENTR06586	OFUSG13111.2.p1, OFUSG13111.1.p1
OG0005844	XENTR14444	OFUSG18340.1.p1
OG0005845	XENTR09452	OFUSG18853.1.p1
OG0005846	XENTR08903	OFUSG12015.1.p1
OG0005847	XENTR15396	OFUSG21573.1.p1
OG0005849	XENTR16028	OFUSG13675.1.p1
OG0005850	XENTR09236	OFUSG13683.1.p1
OG0005851	XENTR00048	OFUSG17159.1.p1
OG0005852	XENTR02341	OFUSG19154.1.p1
OG0005853	XENTR11690	OFUSG12469.1.p1
OG0005854	XENTR05947	OFUSG20549.1.p1
OG0005856	XENTR09508, XENTR11365	OFUSG11607.1.p1
OG0005857	XENTR09453	OFUSG15447.4.p1, OFUSG15447.3.p1, OFUSG15447.2.p1, OFUSG15447.1.p1
OG0005858	XENTR01140	OFUSG23890.1.p1
OG0005859	XENTR04008, XENTR19125	OFUSG25456.1.p1
OG0005860	XENTR17203	OFUSG16634.2.p1, OFUSG16634.1.p1
OG0005861	XENTR00321	OFUSG12753.1.p1
OG0005863	XENTR16855	OFUSG11072.1.p1
OG0005864	XENTR01946	OFUSG19504.1.p1
OG0005869	XENTR02475	OFUSG03581.1.p1
OG0005870	XENTR03986	OFUSG23370.1.p1
OG0005871	XENTR03471	OFUSG02901.1.p1
OG0005872	XENTR11811	OFUSG04199.1.p1
OG0005874	XENTR12341	OFUSG03952.1.p1
OG0005875	XENTR08470	OFUSG14727.1.p1
OG0005876	XENTR11129	OFUSG19535.1.p1
OG0005877	XENTR09830	OFUSG21409.1.p1
OG0005878	XENTR04121	OFUSG25068.1.p1
OG0005879	XENTR00215	OFUSG20758.1.p1
OG0005880	XENTR06014	OFUSG19008.1.p1
OG0005881	XENTR07990	OFUSG17494.2.p1, OFUSG17494.1.p1
OG0005883	XENTR00821	OFUSG07782.1.p1
OG0005884	XENTR05536	OFUSG11294.1.p1
OG0005885	XENTR14479	OFUSG16933.1.p1, OFUSG16931.1.p1, OFUSG16934.1.p1
OG0005886	XENTR11697	OFUSG12295.1.p1
OG0005887	XENTR14900	OFUSG22196.1.p1
OG0005888	XENTR04928	OFUSG10914.1.p1
OG0005889	XENTR00662	OFUSG00364.1.p1
OG0005890	XENTR17071	OFUSG21628.1.p1
OG0005891	XENTR17974	OFUSG10325.2.p1, OFUSG10325.1.p1, OFUSG10325.3.p1
OG0005892	XENTR09555	OFUSG04898.1.p1
OG0005893	XENTR00920	OFUSG03818.1.p1
OG0005894	XENTR00891, XENTR13041	OFUSG03001.1.p1
OG0005895	XENTR04951	OFUSG17312.1.p1
OG0005896	XENTR07474, XENTR09329	OFUSG13776.1.p1
OG0005897	XENTR08676, XENTR08677	OFUSG08962.1.p1
OG0005898	XENTR14156	OFUSG11992.1.p1
OG0005899	XENTR04251	OFUSG07835.1.p1
OG0005900	XENTR00304	OFUSG16856.1.p1
OG0005901	XENTR00489	OFUSG04944.1.p1
OG0005902	XENTR05146	OFUSG23218.1.p1, OFUSG23218.2.p1
OG0005903	XENTR08468	OFUSG19287.1.p1
OG0005906	XENTR12698	OFUSG16556.3.p1, OFUSG16556.2.p1, OFUSG16556.1.p1, OFUSG24412.1.p1
OG0005907	XENTR00375	OFUSG05841.1.p1
OG0005908	XENTR02656	OFUSG08875.1.p1, OFUSG08875.2.p1
OG0005909	XENTR14750	OFUSG09455.1.p1
OG0005910	XENTR16642	OFUSG13819.2.p1, OFUSG13819.1.p1
OG0005912	XENTR11602, XENTR11601, XENTR03265	OFUSG21385.1.p1, OFUSG21385.2.p1
OG0005913	XENTR01053, XENTR04373	OFUSG03204.1.p1
OG0005914	XENTR11305	OFUSG05820.1.p1
OG0005915	XENTR05918, XENTR02333	OFUSG23995.1.p1
OG0005916	XENTR04169	OFUSG04552.1.p1
OG0005917	XENTR16822	OFUSG07108.2.p1, OFUSG07108.1.p1
OG0005918	XENTR03925	OFUSG07171.1.p1
OG0005919	XENTR00097, XENTR00096	OFUSG08279.1.p1
OG0005921	XENTR00634	OFUSG07760.1.p1
OG0005922	XENTR19143	OFUSG06033.1.p1
OG0005923	XENTR16075	OFUSG14662.1.p1
OG0005924	XENTR10424	OFUSG20875.1.p1
OG0005926	XENTR04964	OFUSG20254.1.p1
OG0005927	XENTR00112	OFUSG15371.1.p1, OFUSG15370.2.p1, OFUSG15370.1.p1
OG0005929	XENTR12228	OFUSG17666.1.p1
OG0005930	XENTR14085	OFUSG03860.1.p1
OG0005931	XENTR01406	OFUSG05791.1.p1
OG0005932	XENTR00959	OFUSG06461.1.p1
OG0005933	XENTR12800	OFUSG11758.1.p1
OG0005936	XENTR08342	OFUSG01618.1.p1
OG0005937	XENTR01329	OFUSG19124.1.p1
OG0005938	XENTR11016	OFUSG13529.1.p1
OG0005939	XENTR08339	OFUSG07575.1.p1
OG0005940	XENTR13085	OFUSG08024.2.p1, OFUSG08024.1.p1
OG0005941	XENTR16921	OFUSG12577.1.p1
OG0005942	XENTR04947	OFUSG15333.1.p1, OFUSG15333.2.p1
OG0005943	XENTR05606	OFUSG10771.1.p1
OG0005944	XENTR16564, XENTR16566, XENTR16565	OFUSG11270.1.p1
OG0005945	XENTR18886	OFUSG21617.1.p1
OG0005945	XENTR12111	OFUSG21619.1.p1
OG0005946	XENTR06821	OFUSG06828.1.p1
OG0005947	XENTR09350	OFUSG25842.1.p1, OFUSG25842.2.p1
OG0005948	XENTR17664	OFUSG06575.1.p1
OG0005949	XENTR12509	OFUSG22404.1.p1
OG0005950	XENTR08032	OFUSG13388.1.p1
OG0005951	XENTR05040	OFUSG21410.1.p1
OG0005952	XENTR01948	OFUSG05541.1.p1
OG0005953	XENTR07440, XENTR07441, XENTR05811	OFUSG08521.1.p1
OG0005954	XENTR00461	OFUSG22369.1.p1
OG0005955	XENTR02212	OFUSG19208.1.p1, OFUSG19208.2.p1
OG0005956	XENTR09665	OFUSG09865.1.p1
OG0005957	XENTR18017	OFUSG09500.1.p1
OG0005958	XENTR06687	OFUSG11216.1.p1
OG0005959	XENTR18932	OFUSG09671.1.p1
OG0005960	XENTR04253, XENTR04254	OFUSG15605.1.p1
OG0005961	XENTR07970	OFUSG18762.1.p1
OG0005963	XENTR04988	OFUSG20536.1.p1
OG0005964	XENTR11519	OFUSG18765.1.p1
OG0005965	XENTR11562	OFUSG06524.1.p1
OG0005966	XENTR07355	OFUSG10960.1.p1
OG0005967	XENTR04824	OFUSG11067.1.p1
OG0005968	XENTR13328	OFUSG22986.1.p1
OG0005969	XENTR16955	OFUSG11541.1.p1
OG0005970	XENTR04665	OFUSG26446.1.p1
OG0005971	XENTR00136	OFUSG16589.1.p1
OG0005972	XENTR02124	OFUSG26008.1.p1
OG0005973	XENTR10954	OFUSG12086.1.p1
OG0005974	XENTR04691	OFUSG07735.1.p1
OG0005975	XENTR02304	OFUSG02665.1.p1
OG0005976	XENTR10013	OFUSG10552.1.p1
OG0005977	XENTR12877	OFUSG00577.1.p1
OG0005978	XENTR14183	OFUSG23255.1.p1
OG0005980	XENTR02536	OFUSG07813.1.p1
OG0005982	XENTR04745	OFUSG21165.2.p1, OFUSG21165.1.p1
OG0005983	XENTR09070	OFUSG13573.1.p1
OG0005984	XENTR12144	OFUSG13326.1.p2
OG0005985	XENTR06983	OFUSG15946.1.p1, OFUSG15946.2.p1
OG0005986	XENTR04122	OFUSG11573.1.p1
OG0005987	XENTR08582, XENTR11918	OFUSG25797.1.p1
OG0005989	XENTR16020	OFUSG01513.1.p1
OG0005992	XENTR07825	OFUSG11877.1.p1, OFUSG11873.1.p1, OFUSG11876.1.p1
OG0005993	XENTR12270	OFUSG08243.1.p1, OFUSG09874.1.p1
OG0005994	XENTR04762, XENTR00302, XENTR15213	OFUSG23514.1.p1
OG0005997	XENTR03748	OFUSG03882.1.p1
OG0005998	XENTR00864	OFUSG22178.1.p1
OG0006000	XENTR14856	OFUSG11468.1.p1
OG0006001	XENTR12132	OFUSG26198.3.p1, OFUSG26198.2.p1, OFUSG26198.1.p1
OG0006002	XENTR00392	OFUSG25385.2.p1, OFUSG25385.1.p1
OG0006003	XENTR08305	OFUSG13243.1.p1
OG0006004	XENTR06199	OFUSG04708.1.p1
OG0006005	XENTR01598	OFUSG03031.1.p1
OG0006007	XENTR03430, XENTR09817	OFUSG09738.1.p1
OG0006008	XENTR10519	OFUSG18060.2.p1, OFUSG18060.1.p1
OG0006009	XENTR12472	OFUSG08905.1.p1
OG0006010	XENTR14270	OFUSG15378.1.p1
OG0006011	XENTR06316	OFUSG14917.1.p1
OG0006012	XENTR02675	OFUSG08437.1.p1
OG0006014	XENTR03682, XENTR03683	OFUSG03341.1.p1
OG0006015	XENTR08679	OFUSG14070.1.p1
OG0006018	XENTR04269	OFUSG09910.1.p1
OG0006022	XENTR19044, XENTR09688	OFUSG09481.1.p1
OG0006025	XENTR15734, XENTR15738, XENTR02470	OFUSG06296.1.p1
OG0006059	XENTR17303	OFUSG23068.1.p1
OG0006061	XENTR12573	OFUSG19640.1.p1
OG0006062	XENTR01805	OFUSG01991.1.p1
OG0006064	XENTR10338	OFUSG11055.1.p1
OG0006065	XENTR04759	OFUSG08860.1.p1
OG0006066	XENTR15153	OFUSG20129.1.p1
OG0006067	XENTR16065	OFUSG16904.1.p1
OG0006068	XENTR03642, XENTR08142	OFUSG10979.1.p1
