Orthogroup	XENTR	YEAST
OG0004952	XENTR06665	YEAST02477
OG0004954	XENTR12724	YEAST06058
OG0004962	XENTR03175	YEAST04400
OG0004963	XENTR04559	YEAST04940
OG0004964	XENTR18483	YEAST04104
OG0004968	XENTR10216	YEAST03489
OG0004969	XENTR13314	YEAST02591
OG0004970	XENTR14182	YEAST04414
OG0004971	XENTR06568	YEAST05364
OG0004972	XENTR01822, XENTR01821	YEAST03511
OG0004975	XENTR11022	YEAST00144, YEAST01994
OG0004976	XENTR06433	YEAST05983
OG0004977	XENTR00140	YEAST06017
OG0004979	XENTR06280	YEAST06027
OG0004980	XENTR14445	YEAST05221
OG0004981	XENTR01741	YEAST03914, YEAST04639
OG0004982	XENTR16425	YEAST03625
OG0004985	XENTR18934, XENTR04847	YEAST03498
OG0004988	XENTR01176	YEAST05990
OG0004989	XENTR00401, XENTR00400	YEAST04576
OG0004990	XENTR11568	YEAST04419
OG0004997	XENTR02015	YEAST01342
OG0005002	XENTR15372	YEAST05414
OG0005006	XENTR06909	YEAST06096
OG0005007	XENTR10611, XENTR10833	YEAST03893
OG0005014	XENTR00814	YEAST02538
OG0005015	XENTR12740, XENTR08898	YEAST01649, YEAST01932
OG0005038	XENTR06375	YEAST02861
OG0005040	XENTR12533	YEAST04778
OG0005047	XENTR01761	YEAST01837
OG0005053	XENTR11151	YEAST00680
OG0005055	XENTR09097	YEAST02159
OG0005059	XENTR07733	YEAST03737
OG0005067	XENTR06281	YEAST06051
OG0005069	XENTR16175	YEAST03130
OG0005073	XENTR17939	YEAST00873
OG0005076	XENTR11253	YEAST04563
OG0005081	XENTR14092	YEAST03124
OG0005083	XENTR07998	YEAST00678, YEAST05235
OG0005084	XENTR18907, XENTR10715	YEAST03782
OG0005085	XENTR18880	YEAST06159
OG0005086	XENTR04829	YEAST00205
OG0005087	XENTR09677	YEAST00816
OG0005088	XENTR16788	YEAST05769, YEAST03125
OG0005089	XENTR08675	YEAST04644
OG0005090	XENTR11064	YEAST00338
OG0005093	XENTR09400	YEAST01810
OG0005095	XENTR10204	YEAST04437
OG0005096	XENTR07304	YEAST00667
OG0005097	XENTR03905	YEAST05071
OG0005099	XENTR04798, XENTR04797, XENTR04799	YEAST01396
OG0005100	XENTR07674	YEAST02389
OG0005104	XENTR16526	YEAST05248
OG0005106	XENTR15961	YEAST06065, YEAST00421
OG0005107	XENTR00721	YEAST06099
OG0005109	XENTR05235	YEAST05204, YEAST00612
OG0005111	XENTR12918	YEAST06212, YEAST04032
OG0005114	XENTR03270	YEAST02131
OG0005117	XENTR00263, XENTR00264	YEAST06050
OG0005121	XENTR08556, XENTR08555	YEAST02052
OG0005124	XENTR11277	YEAST04099
OG0005130	XENTR03472	YEAST03863
OG0005139	XENTR16239	YEAST04015
OG0005142	XENTR05808, XENTR05807	YEAST03890
OG0005143	XENTR09021	YEAST00443
OG0005144	XENTR04655	YEAST04065
OG0005146	XENTR07514	YEAST02971
OG0005149	XENTR02585	YEAST03025, YEAST02738
OG0005151	XENTR10535	YEAST03382
OG0005152	XENTR11517	YEAST00847
OG0005157	XENTR06914	YEAST02981
OG0005160	XENTR11553, XENTR11552	YEAST06113
OG0005164	XENTR11748	YEAST06283
OG0005167	XENTR17308	YEAST03924
OG0005169	XENTR03033	YEAST00459
OG0005175	XENTR09468	YEAST05445
OG0005176	XENTR00816	YEAST00218
OG0005178	XENTR04360, XENTR05515	YEAST04497
OG0005179	XENTR03489	YEAST05659
OG0005183	XENTR16613	YEAST05308
OG0005184	XENTR03963	YEAST00492
OG0005187	XENTR01339	YEAST05234
OG0005188	XENTR16552	YEAST01554
OG0005191	XENTR18840, XENTR03558	YEAST00993
OG0005192	XENTR09355, XENTR09354	YEAST05720
OG0005194	XENTR08743	YEAST04086
OG0005196	XENTR12072	YEAST01388
OG0005198	XENTR12688	YEAST00327
OG0005200	XENTR15289	YEAST01016
OG0005201	XENTR02581	YEAST00082
OG0005203	XENTR08936	YEAST02207
OG0005204	XENTR16411	YEAST01178
OG0005205	XENTR02235	YEAST01046
OG0005208	XENTR17865	YEAST01429
OG0005212	XENTR05321	YEAST06147
OG0005220	XENTR15173	YEAST04357
OG0005221	XENTR07925	YEAST03209
OG0005222	XENTR10211	YEAST05518
OG0005224	XENTR10962	YEAST06324
OG0005225	XENTR11516	YEAST05094
OG0005227	XENTR08466	YEAST05529
OG0005228	XENTR02196	YEAST05916
OG0005229	XENTR09269	YEAST04766
OG0005231	XENTR14785	YEAST02681
OG0005233	XENTR17925	YEAST00564
OG0005237	XENTR12797	YEAST05398
OG0005238	XENTR07727	YEAST00351
OG0005239	XENTR11710, XENTR12808	YEAST04499
OG0005240	XENTR15629, XENTR13415	YEAST03058
OG0005244	XENTR07088, XENTR07089, XENTR03819	YEAST06021
OG0005247	XENTR02931	YEAST06314
OG0005249	XENTR06111, XENTR06112	YEAST03446
OG0005251	XENTR07883	YEAST00934
OG0005254	XENTR17441	YEAST00814
OG0005259	XENTR02830	YEAST04276
OG0005261	XENTR04489, XENTR03622	YEAST01831
OG0005262	XENTR12919	YEAST05458
OG0005264	XENTR05358	YEAST03506
OG0005267	XENTR00612	YEAST03513
OG0005269	XENTR02825	YEAST03314
OG0005273	XENTR02049	YEAST04916
OG0005275	XENTR07020	YEAST03695
OG0005277	XENTR11704	YEAST04186
OG0005279	XENTR15127	YEAST05219
OG0005280	XENTR14213	YEAST00305
OG0005281	XENTR12479, XENTR12478, XENTR11090	YEAST05694
OG0005285	XENTR04551	YEAST03115
OG0005289	XENTR11766	YEAST03438
OG0005292	XENTR17077	YEAST01718
OG0005293	XENTR03075	YEAST03033
OG0005294	XENTR11029	YEAST01981
OG0005298	XENTR19199, XENTR08341	YEAST03696
OG0005299	XENTR00453	YEAST00788
OG0005300	XENTR09324, XENTR09323	YEAST04941
OG0005304	XENTR07753	YEAST05397
OG0005309	XENTR06467	YEAST03670
OG0005312	XENTR11281	YEAST05201, YEAST04689
OG0005314	XENTR18994	YEAST05231, YEAST01835
OG0005316	XENTR15429	YEAST02690
OG0005317	XENTR02322	YEAST03232
OG0005318	XENTR04452	YEAST02932
OG0005319	XENTR12909	YEAST00507
OG0005323	XENTR05721	YEAST01809
OG0005326	XENTR16643, XENTR15679	YEAST02113
OG0005360	XENTR13876	YEAST05037
OG0005365	XENTR04880	YEAST00555
OG0005366	XENTR14103	YEAST05488
OG0005370	XENTR18458, XENTR19057	YEAST06092
OG0005371	XENTR04241	YEAST06170
OG0005373	XENTR01008	YEAST05422
OG0005374	XENTR09396	YEAST05714
OG0005375	XENTR02759	YEAST03962
OG0005379	XENTR01811	YEAST03216
OG0005390	XENTR00330	YEAST03532
OG0005391	XENTR15124	YEAST02166
OG0005393	XENTR11001	YEAST04280
OG0005394	XENTR11004	YEAST00853
OG0005396	XENTR03688	YEAST05100
OG0005402	XENTR03106	YEAST00454, YEAST00455
OG0005403	XENTR17033	YEAST03894
OG0005406	XENTR02598	YEAST00801
OG0005409	XENTR07635	YEAST01305
OG0005412	XENTR08400	YEAST00286
OG0005413	XENTR11238	YEAST00212
OG0005417	XENTR07337	YEAST02517
OG0005422	XENTR13886	YEAST00744
OG0005430	XENTR05965	YEAST02046
OG0005431	XENTR10737	YEAST00653
OG0005432	XENTR09444	YEAST00083
OG0005433	XENTR08308, XENTR06429	YEAST00126
OG0005435	XENTR04202	YEAST02973
OG0005437	XENTR14536	YEAST04554
OG0005438	XENTR19063, XENTR03938	YEAST03985
OG0005439	XENTR07633	YEAST00480, YEAST02388
OG0005446	XENTR04102	YEAST02856
OG0005448	XENTR08841	YEAST00061
OG0005451	XENTR04508	YEAST02174
OG0005455	XENTR17289	YEAST01906
OG0005464	XENTR18484, XENTR09198	YEAST03289
OG0005465	XENTR12965	YEAST02925
OG0005466	XENTR08557	YEAST04413
OG0005468	XENTR04574	YEAST03549
OG0005469	XENTR04592	YEAST03750
OG0005470	XENTR09775, XENTR18624	YEAST05805
OG0005471	XENTR07127	YEAST02704
OG0005474	XENTR16274	YEAST05625
OG0005476	XENTR01349	YEAST00929
OG0005479	XENTR03720	YEAST06140
OG0005481	XENTR00678	YEAST02988
OG0005482	XENTR11679	YEAST06080
OG0005484	XENTR03547	YEAST05993
OG0005488	XENTR10293	YEAST02834
OG0005489	XENTR13955	YEAST02006
OG0005490	XENTR03389, XENTR04160	YEAST02289
OG0005493	XENTR09762	YEAST03669
OG0005495	XENTR02645	YEAST04982
OG0005498	XENTR12205	YEAST02944
OG0005499	XENTR06475	YEAST00316
OG0005503	XENTR16936	YEAST01883
OG0005504	XENTR14288	YEAST02859
OG0005508	XENTR15696	YEAST05735
OG0005511	XENTR00029	YEAST04889
OG0005514	XENTR06788	YEAST00756
OG0005524	XENTR12707	YEAST04752
OG0005527	XENTR17011	YEAST05177
OG0005531	XENTR00728	YEAST02508
OG0005533	XENTR13999	YEAST05670
OG0005535	XENTR07119	YEAST03305
OG0005537	XENTR15998	YEAST00932
OG0005539	XENTR12052	YEAST01881
OG0005540	XENTR03383	YEAST04214
OG0005545	XENTR06846	YEAST06273
OG0005554	XENTR05944	YEAST01003
OG0005556	XENTR14514	YEAST01807
OG0005559	XENTR13684	YEAST02680
OG0005560	XENTR15812, XENTR15811	YEAST01996
OG0005561	XENTR06582	YEAST05048
OG0005562	XENTR02636	YEAST02317
OG0005563	XENTR02726	YEAST03552
OG0005564	XENTR17105, XENTR17106	YEAST02525
OG0005566	XENTR10299	YEAST02934
OG0005569	XENTR17293	YEAST01288
OG0005570	XENTR08831	YEAST05155
OG0005572	XENTR07077	YEAST04844
OG0005573	XENTR17288	YEAST00059
OG0005574	XENTR02685	YEAST02083
OG0005580	XENTR00171	YEAST03612
OG0005582	XENTR10959	YEAST06134
OG0005584	XENTR08324	YEAST03140, YEAST03524
OG0005586	XENTR09184, XENTR16599	YEAST00364
OG0005589	XENTR05397	YEAST06142
OG0005590	XENTR02733	YEAST05462
OG0005592	XENTR06518	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005595	XENTR11389	YEAST01803
OG0005597	XENTR02744	YEAST02753
OG0005598	XENTR10064	YEAST01870
OG0005599	XENTR07033	YEAST01798
OG0005600	XENTR06836	YEAST00206
OG0005604	XENTR10587	YEAST03276
OG0005605	XENTR06732	YEAST01083
OG0005613	XENTR13054	YEAST02714
OG0005617	XENTR00367, XENTR04722	YEAST02068
OG0005618	XENTR09196	YEAST04830
OG0005620	XENTR02818, XENTR00745	YEAST04915
OG0005622	XENTR09076	YEAST05142
OG0005623	XENTR00925	YEAST01590
OG0005626	XENTR04034	YEAST02896
OG0005632	XENTR16922	YEAST01025
OG0005636	XENTR18772, XENTR09495, XENTR18731	YEAST04250, YEAST02533
OG0005641	XENTR13957	YEAST05413
OG0005643	XENTR18786, XENTR13016	YEAST05368
OG0005649	XENTR14451, XENTR16243, XENTR16242	YEAST03683
OG0005652	XENTR02555	YEAST02748
OG0005656	XENTR15758	YEAST05558
OG0005665	XENTR13236, XENTR13784	YEAST05074
OG0005681	XENTR08432	YEAST01514
OG0005694	XENTR10066	YEAST02311
OG0005701	XENTR13549	YEAST03349
OG0005702	XENTR05785	YEAST02337
OG0005703	XENTR16414	YEAST00484
OG0005707	XENTR13799	YEAST01682
OG0005715	XENTR13785	YEAST05111
OG0005719	XENTR17722	YEAST01866
OG0005723	XENTR02798	YEAST05629
OG0005724	XENTR08971	YEAST03029
OG0005728	XENTR13816	YEAST03877
OG0005729	XENTR17527, XENTR14626	YEAST04879
OG0005731	XENTR07331	YEAST04127
OG0005732	XENTR01849	YEAST05411, YEAST00067
OG0005734	XENTR16904	YEAST03845
OG0005747	XENTR12914	YEAST02338
OG0005749	XENTR13666	YEAST00550
OG0005750	XENTR13184	YEAST05318
OG0005758	XENTR03080	YEAST03970
OG0005764	XENTR11684	YEAST03256
OG0005769	XENTR04692	YEAST05614
OG0005774	XENTR06210	YEAST01218
OG0005775	XENTR03909	YEAST04199
OG0005779	XENTR01952	YEAST03322
OG0005783	XENTR18413	YEAST04090
OG0005784	XENTR13380	YEAST06131
OG0005787	XENTR19090	YEAST03651
OG0005789	XENTR00490	YEAST06245
OG0005790	XENTR09099	YEAST01022
OG0005792	XENTR15781, XENTR15780	YEAST02379
OG0005793	XENTR12617	YEAST03437
OG0005794	XENTR09199	YEAST03999
OG0005796	XENTR01931	YEAST02169
OG0005797	XENTR10908	YEAST04949
OG0005799	XENTR11641	YEAST05573
OG0005800	XENTR01754	YEAST03278
OG0005801	XENTR11859	YEAST00340
OG0005803	XENTR17154	YEAST05968
OG0005807	XENTR12847	YEAST01275
OG0005811	XENTR03035	YEAST01007
OG0005812	XENTR15789	YEAST06095, YEAST02696, YEAST03626
OG0005814	XENTR04732, XENTR04731	YEAST01475
OG0005815	XENTR06350	YEAST03739
OG0005819	XENTR13214	YEAST04896
OG0005823	XENTR09463	YEAST01415
OG0005828	XENTR12512, XENTR12511	YEAST00547
OG0005831	XENTR13713	YEAST05339
OG0005832	XENTR09883	YEAST00468
OG0005835	XENTR13416	YEAST01714
OG0005837	XENTR12226	YEAST02139
OG0005842	XENTR02998	YEAST02254
OG0005843	XENTR06586	YEAST02236
OG0005845	XENTR09452	YEAST00903
OG0005848	XENTR01693	YEAST01451, YEAST02858
OG0005849	XENTR16028	YEAST01002
OG0005850	XENTR09236	YEAST01618
OG0005860	XENTR17203	YEAST01211
OG0005864	XENTR01946	YEAST04171
OG0005865	XENTR18360	YEAST02036
OG0005866	XENTR14392	YEAST02662, YEAST00926, YEAST05389
OG0005869	XENTR02475	YEAST04361
OG0005872	XENTR11811	YEAST00119
OG0005874	XENTR12341	YEAST05241
OG0005880	XENTR06014	YEAST00456
OG0005886	XENTR11697	YEAST01320
OG0005887	XENTR14900	YEAST02429, YEAST01660
OG0005888	XENTR04928	YEAST01289, YEAST02921
OG0005889	XENTR00662	YEAST02568
OG0005893	XENTR00920	YEAST05434
OG0005897	XENTR08676, XENTR08677	YEAST04730
OG0005898	XENTR14156	YEAST04411
OG0005899	XENTR04251	YEAST01832
OG0005901	XENTR00489	YEAST04462
OG0005902	XENTR05146	YEAST03800
OG0005906	XENTR12698	YEAST01796
OG0005909	XENTR14750	YEAST01623
OG0005919	XENTR00097, XENTR00096	YEAST06039
OG0005921	XENTR00634	YEAST01856
OG0005922	XENTR19143	YEAST03364
OG0005928	XENTR10650	YEAST02001
OG0005931	XENTR01406	YEAST04950
OG0005932	XENTR00959	YEAST02495
OG0005933	XENTR12800	YEAST05705
OG0005936	XENTR08342	YEAST03224
OG0005940	XENTR13085	YEAST04035
OG0005943	XENTR05606	YEAST00579
OG0005944	XENTR16564, XENTR16566, XENTR16565	YEAST01316
OG0005946	XENTR06821	YEAST05608
OG0005949	XENTR12509	YEAST06253
OG0005952	XENTR01948	YEAST03507
OG0005954	XENTR00461	YEAST01233
OG0005955	XENTR02212	YEAST00616
OG0005960	XENTR04253, XENTR04254	YEAST04608
OG0005961	XENTR07970	YEAST00672
OG0005965	XENTR11562	YEAST02033
OG0005966	XENTR07355	YEAST04113
OG0005968	XENTR13328	YEAST05417
OG0005969	XENTR16955	YEAST04558, YEAST04559
OG0005970	XENTR04665	YEAST05328
OG0005974	XENTR04691	YEAST06068
OG0005976	XENTR10013	YEAST02136
OG0005978	XENTR14183	YEAST01891
OG0005980	XENTR02536	YEAST06132
OG0005984	XENTR12144	YEAST04078, YEAST01479
OG0005985	XENTR06983	YEAST00726
OG0005986	XENTR04122	YEAST02056
OG0005987	XENTR08582, XENTR11918	YEAST05748
OG0005989	XENTR16020	YEAST04850
OG0005991	XENTR15975	YEAST06034
OG0005993	XENTR12270	YEAST04496
OG0005996	XENTR13072	YEAST02670
OG0005998	XENTR00864	YEAST04034
OG0006001	XENTR12132	YEAST02335
OG0006003	XENTR08305	YEAST05889
OG0006005	XENTR01598	YEAST05024
OG0006011	XENTR06316	YEAST02553
OG0006031	XENTR01463	YEAST00879
OG0006059	XENTR17303	YEAST03490
OG0006063	XENTR07530	YEAST00475
OG0006064	XENTR10338	YEAST03138
OG0006065	XENTR04759	YEAST06018
OG0006069	XENTR12713	YEAST00670
OG0006071	XENTR16097	YEAST02732
OG0006072	XENTR09314, XENTR09315	YEAST03317
OG0006073	XENTR14776	YEAST06328
OG0006074	XENTR12108	YEAST00045
OG0006079	XENTR01421	YEAST05794
OG0006084	XENTR03553, XENTR03554	YEAST02308
OG0006087	XENTR04594	YEAST02260
OG0006090	XENTR13443	YEAST03852
OG0006095	XENTR14710	YEAST03334
OG0006096	XENTR06329	YEAST03331
OG0006098	XENTR08186	YEAST06192
OG0006103	XENTR08008	YEAST01110
OG0006104	XENTR13714	YEAST03697
OG0006113	XENTR04621	YEAST06164
OG0006114	XENTR02803	YEAST05960
OG0006115	XENTR09139	YEAST01346
OG0006116	XENTR14543	YEAST05770
OG0006117	XENTR13745	YEAST05899
OG0006122	XENTR13129	YEAST05199
OG0006127	XENTR07638	YEAST04711
OG0006134	XENTR14999	YEAST00416
OG0006135	XENTR12446	YEAST00161
OG0006136	XENTR05198	YEAST05740
OG0006140	XENTR03667	YEAST05182
OG0006141	XENTR00345	YEAST02626
OG0006144	XENTR06622, XENTR06621	YEAST04770
OG0006145	XENTR04064	YEAST01394
OG0006147	XENTR06844, XENTR13313	YEAST05179
OG0006149	XENTR11705	YEAST05979
OG0006152	XENTR07468	YEAST03796
OG0006155	XENTR12154	YEAST04800
OG0006156	XENTR16540	YEAST00437
OG0006159	XENTR18552	YEAST06098
OG0006160	XENTR06388	YEAST01548
OG0006161	XENTR03324	YEAST04301
OG0006168	XENTR04926	YEAST01411
OG0006169	XENTR17131	YEAST02933
OG0006176	XENTR14826	YEAST03164
OG0006177	XENTR13707	YEAST01871, YEAST01295
OG0006180	XENTR04977	YEAST00504
OG0006185	XENTR04641	YEAST05986
OG0006186	XENTR02839	YEAST01010
OG0006188	XENTR08108	YEAST05311
OG0006189	XENTR05613	YEAST00844, YEAST06269
OG0006191	XENTR17542	YEAST02336
OG0006192	XENTR14355	YEAST06153
OG0006196	XENTR03085	YEAST03954
OG0006199	XENTR06761, XENTR06762	YEAST06121
OG0006202	XENTR15922	YEAST00362
OG0006204	XENTR13371	YEAST02271
OG0006209	XENTR08641	YEAST04555
OG0006210	XENTR02933	YEAST00201
OG0006213	XENTR08416	YEAST03554
OG0006214	XENTR11798	YEAST04089
OG0006216	XENTR14792	YEAST01089
OG0006217	XENTR09237	YEAST00809
OG0006224	XENTR13017	YEAST02751, YEAST03048
OG0006227	XENTR01910	YEAST00128
OG0006229	XENTR03562	YEAST00143
OG0006230	XENTR04159	YEAST03869
OG0006233	XENTR13560	YEAST04247
OG0006237	XENTR16475	YEAST02126
OG0006240	XENTR14524	YEAST04649
OG0006245	XENTR10382	YEAST05732
OG0006247	XENTR15049	YEAST04977
OG0006249	XENTR18011	YEAST00821
OG0006251	XENTR17672, XENTR17673	YEAST04963
OG0006255	XENTR13581	YEAST03350
OG0006258	XENTR05063	YEAST05637
OG0006259	XENTR15431, XENTR15430	YEAST05672
OG0006260	XENTR07975	YEAST04100
OG0006263	XENTR16349	YEAST02521
OG0006269	XENTR11232	YEAST03069
OG0006271	XENTR15420	YEAST00375
OG0006275	XENTR07622	YEAST06102
OG0006277	XENTR12192	YEAST02811
OG0006279	XENTR16888	YEAST04402
OG0006280	XENTR01612	YEAST04541
OG0006281	XENTR12028	YEAST04979
OG0006282	XENTR15370	YEAST01445
OG0006283	XENTR02905	YEAST00229
OG0006284	XENTR06698	YEAST04213
OG0006288	XENTR10301	YEAST02860
OG0006289	XENTR14556	YEAST06209
OG0006293	XENTR13916	YEAST05380
OG0006294	XENTR03051	YEAST04000
OG0006295	XENTR01520	YEAST05360
OG0006302	XENTR12112	YEAST01852
OG0006306	XENTR05458	YEAST00230
OG0006311	XENTR15701, XENTR15702	YEAST01145
OG0006313	XENTR12867	YEAST02392
OG0006315	XENTR14232	YEAST00489
OG0006319	XENTR17260	YEAST01135
OG0006320	XENTR10726	YEAST04478
OG0006322	XENTR02812	YEAST00815
OG0006329	XENTR01907	YEAST01245
OG0006332	XENTR11820	YEAST06042
OG0006334	XENTR11454	YEAST00864
OG0006335	XENTR08558	YEAST02588
OG0006339	XENTR00791	YEAST06286
OG0006340	XENTR08910	YEAST00922, YEAST05387
OG0006341	XENTR01670	YEAST01452
OG0006344	XENTR15368	YEAST01465
OG0006347	XENTR05199	YEAST03436
OG0006349	XENTR07004	YEAST05233
OG0006350	XENTR13659	YEAST00452
OG0006357	XENTR09643, XENTR09642	YEAST02650
OG0006360	XENTR11510	YEAST01556
OG0006362	XENTR05459	YEAST05722
OG0006370	XENTR06294	YEAST02350
OG0006372	XENTR08472	YEAST05423
OG0006375	XENTR01833	YEAST05198
OG0006377	XENTR13700, XENTR18549, XENTR18550	YEAST04974
OG0006378	XENTR05710	YEAST01924
OG0006381	XENTR06606	YEAST01058
OG0006382	XENTR08999	YEAST03313
OG0006385	XENTR14544	YEAST04806
OG0006387	XENTR17469, XENTR08445	YEAST05324
OG0006389	XENTR16925	YEAST02409
OG0006390	XENTR00780	YEAST00339
OG0006395	XENTR18848, XENTR18849	YEAST03605
OG0006396	XENTR05740	YEAST02453
OG0006407	XENTR01503, XENTR01502, XENTR14495	YEAST02250
OG0006416	XENTR11216	YEAST00023
OG0006447	XENTR07741	YEAST03459
OG0006448	XENTR02943	YEAST00505, YEAST04285
OG0006456	XENTR08352	YEAST06224
OG0006459	XENTR08528	YEAST00972, YEAST00245
OG0006461	XENTR07035	YEAST05346
OG0006462	XENTR01277	YEAST01838
OG0006464	XENTR10541	YEAST05965
OG0006465	XENTR07508	YEAST01875
OG0006470	XENTR15042	YEAST01306
OG0006474	XENTR00813	YEAST03988
OG0006475	XENTR10608	YEAST06223, YEAST00349
OG0006476	XENTR04361	YEAST00315
OG0006479	XENTR08062	YEAST05669
OG0006481	XENTR02608	YEAST06165
OG0006488	XENTR02069	YEAST02614
OG0006498	XENTR16311	YEAST02291
OG0006503	XENTR17521	YEAST06053
OG0006504	XENTR07120	YEAST02866
OG0006509	XENTR13835	YEAST02252
OG0006511	XENTR06903	YEAST01899
OG0006512	XENTR05619	YEAST04169
OG0006514	XENTR05648	YEAST05820
OG0006515	XENTR13526	YEAST03195
OG0006516	XENTR13095	YEAST02248
OG0006520	XENTR13195	YEAST05914
OG0006523	XENTR02071	YEAST04170
OG0006528	XENTR04191	YEAST02276
OG0006532	XENTR09832	YEAST05019
OG0006536	XENTR11449	YEAST05130
OG0006538	XENTR03139	YEAST02168
OG0006543	XENTR05755	YEAST03219
OG0006544	XENTR15901	YEAST06160
OG0006550	XENTR00769, XENTR00770	YEAST05541
OG0006552	XENTR05835	YEAST02016
OG0006553	XENTR01394	YEAST05825
OG0006554	XENTR10302	YEAST04136
OG0006561	XENTR09007	YEAST00874
OG0006564	XENTR07133	YEAST05934
OG0006568	XENTR09608	YEAST03560
OG0006569	XENTR00615	YEAST02940
OG0006571	XENTR05803	YEAST00795
OG0006574	XENTR04351	YEAST06163
OG0006577	XENTR14469	YEAST03945
OG0006578	XENTR12631, XENTR12630	YEAST00813
OG0006580	XENTR13958, XENTR13959	YEAST04957
OG0006584	XENTR02296	YEAST01846
OG0006589	XENTR01351	YEAST04474
OG0006594	XENTR18025	YEAST00464
OG0006595	XENTR09437	YEAST05577
OG0006596	XENTR12773	YEAST03312
OG0006597	XENTR00700	YEAST01876
OG0006598	XENTR14326	YEAST02580
OG0006602	XENTR15212	YEAST06259
OG0006603	XENTR10213	YEAST05721
OG0006604	XENTR09447, XENTR09446	YEAST01597
OG0006607	XENTR13594	YEAST05258
OG0006609	XENTR06296	YEAST04231
OG0006610	XENTR07341	YEAST04593
OG0006611	XENTR05216	YEAST02395
OG0006615	XENTR06546	YEAST02695
OG0006617	XENTR08021, XENTR08020	YEAST02864, YEAST02189
OG0006619	XENTR02127, XENTR02126	YEAST03691
OG0006622	XENTR12562	YEAST04382
OG0006625	XENTR04207	YEAST05905
OG0006627	XENTR17718	YEAST01553
OG0006630	XENTR08125	YEAST05584
OG0006631	XENTR19213	YEAST01419, YEAST04493
OG0006633	XENTR02142	YEAST05580
OG0006636	XENTR11494	YEAST06190
OG0006637	XENTR05016	YEAST06011
OG0006651	XENTR12537	YEAST03308
OG0006655	XENTR05829	YEAST04609
OG0006658	XENTR09594	YEAST03323
OG0006662	XENTR02635	YEAST02707
OG0006663	XENTR03207	YEAST04538
OG0006664	XENTR06837	YEAST04769
OG0006667	XENTR11957	YEAST03011
OG0006668	XENTR10580	YEAST00040
OG0006669	XENTR13698	YEAST05379
OG0006678	XENTR13719	YEAST03428
OG0006681	XENTR03638	YEAST02774
OG0006688	XENTR13607	YEAST02298
OG0006690	XENTR13317	YEAST00986
OG0006691	XENTR10862	YEAST06141
OG0006692	XENTR13963	YEAST04243
OG0006694	XENTR04108	YEAST04074
OG0006703	XENTR04634	YEAST04919
OG0006704	XENTR13888, XENTR13889	YEAST02241
OG0006706	XENTR07780	YEAST01312
OG0006707	XENTR16134	YEAST04448
OG0006712	XENTR03007	YEAST01297
OG0006716	XENTR13038	YEAST01688
OG0006717	XENTR17648	YEAST03273, YEAST00511
OG0006725	XENTR07038	YEAST05141
OG0006726	XENTR09612	YEAST01310
OG0006730	XENTR07699	YEAST06066
OG0006732	XENTR17486	YEAST05092
OG0006736	XENTR09191, XENTR10482	YEAST03708, YEAST02845
OG0006738	XENTR19225, XENTR19226	YEAST03786
OG0006741	XENTR08382	YEAST00908
OG0006752	XENTR02646	YEAST01605
OG0006753	XENTR11694	YEAST06210
OG0006754	XENTR18420	YEAST05223, YEAST00660
OG0006755	XENTR10590	YEAST03743
OG0006757	XENTR12333	YEAST02585
OG0006758	XENTR19253	YEAST00132
OG0006766	XENTR12590, XENTR12592	YEAST01711
OG0006769	XENTR18589	YEAST04955
OG0006772	XENTR06880, XENTR06881	YEAST05602
OG0006775	XENTR01837	YEAST01095
OG0006776	XENTR07592	YEAST02455
OG0006777	XENTR14289	YEAST05242
OG0006826	XENTR13782	YEAST03748
OG0006830	XENTR13305	YEAST02320
OG0006838	XENTR01852	YEAST01244
OG0006843	XENTR17465	YEAST03855
OG0006846	XENTR12109	YEAST04146
OG0006853	XENTR15554	YEAST03500
OG0006860	XENTR10215	YEAST03798
OG0006867	XENTR01657	YEAST03341
OG0006869	XENTR02833	YEAST01706
OG0006874	XENTR14555	YEAST03449
OG0006876	XENTR00090	YEAST00384
OG0006880	XENTR02819	YEAST04631
OG0006887	XENTR13961	YEAST01983
OG0006888	XENTR02537	YEAST00485
OG0006890	XENTR09541	YEAST02034
OG0006891	XENTR15690	YEAST00187
OG0006892	XENTR00113	YEAST04820
OG0006894	XENTR13122	YEAST01360
OG0006897	XENTR14076	YEAST00856
OG0006901	XENTR00120	YEAST05480
OG0006906	XENTR10195	YEAST00746
OG0006918	XENTR10731, XENTR10730	YEAST05610
OG0006920	XENTR10785	YEAST02490
OG0006924	XENTR06768	YEAST04308
OG0006927	XENTR10634	YEAST00921
OG0006934	XENTR15092	YEAST02053
OG0006935	XENTR08699	YEAST02014
OG0006936	XENTR08928	YEAST06114
OG0006937	XENTR04504	YEAST05537
OG0006938	XENTR16149	YEAST02536
OG0006939	XENTR12765	YEAST01033
OG0006940	XENTR01692	YEAST05163
OG0006942	XENTR09478	YEAST00190
OG0006943	XENTR15386	YEAST02583
OG0006949	XENTR11256	YEAST00975, YEAST00256
OG0006952	XENTR05143	YEAST02831
OG0006953	XENTR09448	YEAST02903, YEAST04751, YEAST05739
OG0006959	XENTR17553	YEAST01865
OG0006964	XENTR09387	YEAST05995
OG0006966	XENTR09367	YEAST02544
OG0006967	XENTR03908	YEAST06235
OG0006968	XENTR15434	YEAST03972
