Orthogroup	XENTR	APOSJ_ok
OG0006969	XENTR16749, XENTR16750, XENTR16751	APOSJ_25946
OG0006970	XENTR14271, XENTR14272	APOSJ_01125
OG0006971	XENTR01201	APOSJ_24320, APOSJ_24319
OG0006972	XENTR19251	APOSJ_43927, APOSJ_43926
OG0006973	XENTR09146	APOSJ_26316
OG0006974	XENTR12649, XENTR05529	APOSJ_50576, APOSJ_50577, APOSJ_50575, APOSJ_50578
OG0006975	XENTR12996	APOSJ_42307, APOSJ_16860, APOSJ_42306
OG0006976	XENTR01210	APOSJ_56175
OG0006977	XENTR11302	APOSJ_05269, APOSJ_26690
OG0006978	XENTR16961	APOSJ_54706, APOSJ_54708, APOSJ_54710, APOSJ_54709, APOSJ_04481
OG0006979	XENTR01458	APOSJ_06778
OG0006980	XENTR06239	APOSJ_61662, APOSJ_61663
OG0006981	XENTR16320	APOSJ_60669, APOSJ_42913, APOSJ_62660
OG0006982	XENTR11312	APOSJ_60070, APOSJ_33435
OG0006985	XENTR11227	APOSJ_32747, APOSJ_63924, APOSJ_63920
OG0006987	XENTR01282, XENTR01281	APOSJ_39258, APOSJ_39253, APOSJ_25762, APOSJ_25779, APOSJ_25769
OG0006988	XENTR12330	APOSJ_54423, APOSJ_13199
OG0006989	XENTR04170	APOSJ_24754, APOSJ_24755
OG0006990	XENTR08922	APOSJ_03032
OG0006991	XENTR17838	APOSJ_46537
OG0006993	XENTR09372	APOSJ_36192, APOSJ_36191
OG0006994	XENTR00114	APOSJ_10380, APOSJ_10381
OG0006997	XENTR17546, XENTR17545	APOSJ_53210, APOSJ_56310
OG0006998	XENTR06955	APOSJ_57837, APOSJ_57838
OG0006999	XENTR00236	APOSJ_46842
OG0007000	XENTR01902, XENTR01901	APOSJ_45018, APOSJ_45017
OG0007001	XENTR17344, XENTR17343	APOSJ_19177, APOSJ_12423, APOSJ_40320
OG0007002	XENTR06832	APOSJ_45658, APOSJ_45659
OG0007003	XENTR16048	APOSJ_61780, APOSJ_17005
OG0007005	XENTR07132	APOSJ_48701, APOSJ_28138
OG0007006	XENTR12975	APOSJ_11749
OG0007008	XENTR18543	APOSJ_20638, APOSJ_08359, APOSJ_46050, APOSJ_46048, APOSJ_46047, APOSJ_46051, APOSJ_46049, APOSJ_59549
OG0007009	XENTR09577	APOSJ_10045
OG0007010	XENTR05499	APOSJ_62140, APOSJ_45122
OG0007011	XENTR05787	APOSJ_16444, APOSJ_19860, APOSJ_16457
OG0007012	XENTR03267	APOSJ_00889
OG0007013	XENTR09137	APOSJ_58627
OG0007014	XENTR08855	APOSJ_10189, APOSJ_10187, APOSJ_10186, APOSJ_10188, APOSJ_10190
OG0007015	XENTR02491	APOSJ_58087
OG0007016	XENTR00478	APOSJ_33383, APOSJ_33386, APOSJ_33384, APOSJ_33385
OG0007018	XENTR13179	APOSJ_48306, APOSJ_48302, APOSJ_48301, APOSJ_48304, APOSJ_48305, APOSJ_48300, APOSJ_48303
OG0007020	XENTR09770	APOSJ_09751
OG0007021	XENTR08839	APOSJ_34361, APOSJ_34359
OG0007022	XENTR16029	APOSJ_13494, APOSJ_13493
OG0007023	XENTR07024	APOSJ_42692, APOSJ_42691, APOSJ_63783
OG0007025	XENTR13731	APOSJ_61019
OG0007026	XENTR18056	APOSJ_43042, APOSJ_61132, APOSJ_61131
OG0007027	XENTR19169, XENTR11118	APOSJ_25183, APOSJ_00515
OG0007028	XENTR00104	APOSJ_53149, APOSJ_53150, APOSJ_61675, APOSJ_53152, APOSJ_59905
OG0007029	XENTR07776	APOSJ_38852, APOSJ_38853
OG0007030	XENTR05657	APOSJ_19471, APOSJ_19472, APOSJ_19474, APOSJ_19473, APOSJ_58282, APOSJ_19470
OG0007031	XENTR07790	APOSJ_15283, APOSJ_15280, APOSJ_15281, APOSJ_15282
OG0007032	XENTR17468	APOSJ_57245, APOSJ_48774
OG0007033	XENTR16190	APOSJ_12615
OG0007034	XENTR05241	APOSJ_23509, APOSJ_17356
OG0007035	XENTR06046	APOSJ_43693, APOSJ_43694, APOSJ_06920, APOSJ_06921
OG0007036	XENTR17676, XENTR17677	APOSJ_62513
OG0007037	XENTR05417	APOSJ_10367, APOSJ_01290
OG0007038	XENTR01237	APOSJ_15892, APOSJ_15900, APOSJ_15890, APOSJ_59407
OG0007039	XENTR03063	APOSJ_10092, APOSJ_10091
OG0007040	XENTR16157	APOSJ_36613, APOSJ_36612
OG0007041	XENTR01415	APOSJ_03322, APOSJ_41225
OG0007042	XENTR03360	APOSJ_62877, APOSJ_02388, APOSJ_14476, APOSJ_14479
OG0007043	XENTR02003	APOSJ_42024, APOSJ_42025
OG0007044	XENTR08465, XENTR13827	APOSJ_40354, APOSJ_40352
OG0007045	XENTR05481	APOSJ_01927
OG0007046	XENTR09390	APOSJ_06037
OG0007047	XENTR12940	APOSJ_64279, APOSJ_64277, APOSJ_64276, APOSJ_64278
OG0007048	XENTR12714	APOSJ_27456
OG0007050	XENTR10229	APOSJ_15289, APOSJ_30393
OG0007052	XENTR10707, XENTR18218	APOSJ_30758, APOSJ_30765, APOSJ_30763, APOSJ_30764, APOSJ_30761, APOSJ_30762, APOSJ_30759
OG0007053	XENTR06867	APOSJ_16019
OG0007054	XENTR17771	APOSJ_11125, APOSJ_11127
OG0007055	XENTR04557	APOSJ_31312
OG0007056	XENTR04936	APOSJ_54613
OG0007057	XENTR14128	APOSJ_28684, APOSJ_28683, APOSJ_28685, APOSJ_28686
OG0007058	XENTR13895	APOSJ_05157, APOSJ_05158, APOSJ_05160, APOSJ_05161, APOSJ_05159
OG0007059	XENTR01903	APOSJ_14459, APOSJ_25530
OG0007061	XENTR12828	APOSJ_46459
OG0007062	XENTR03101	APOSJ_13575, APOSJ_13576
OG0007063	XENTR05680	APOSJ_04903, APOSJ_04902
OG0007064	XENTR16371	APOSJ_61161
OG0007066	XENTR18528, XENTR05764	APOSJ_38563, APOSJ_38564
OG0007068	XENTR04871	APOSJ_56223, APOSJ_63966
OG0007069	XENTR06666	APOSJ_01737, APOSJ_01735, APOSJ_01739, APOSJ_01738
OG0007071	XENTR07783	APOSJ_18860
OG0007072	XENTR07265	APOSJ_07774
OG0007073	XENTR08573	APOSJ_28284, APOSJ_64545
OG0007074	XENTR03247	APOSJ_41086, APOSJ_41084, APOSJ_06497, APOSJ_41087
OG0007075	XENTR02206	APOSJ_38690, APOSJ_45515
OG0007076	XENTR15551	APOSJ_32728, APOSJ_07474, APOSJ_07477, APOSJ_07479
OG0007077	XENTR02860, XENTR01951	APOSJ_62170
OG0007078	XENTR01751	APOSJ_64254, APOSJ_57932, APOSJ_64253, APOSJ_45552
OG0007079	XENTR16725	APOSJ_35659, APOSJ_23599, APOSJ_35658, APOSJ_23600, APOSJ_23601, APOSJ_35661, APOSJ_35666, APOSJ_23588
OG0007080	XENTR05164	APOSJ_44615, APOSJ_44618, APOSJ_44616, APOSJ_44614, APOSJ_44617, APOSJ_44613
OG0007081	XENTR06924	APOSJ_48164, APOSJ_53316, APOSJ_62593, APOSJ_53315
OG0007082	XENTR16647	APOSJ_35183, APOSJ_35182, APOSJ_35184, APOSJ_35185
OG0007083	XENTR12941	APOSJ_05225, APOSJ_05224
OG0007084	XENTR15425	APOSJ_54010
OG0007085	XENTR03719	APOSJ_53854, APOSJ_15286, APOSJ_01309, APOSJ_01312, APOSJ_01310
OG0007086	XENTR15548	APOSJ_51068, APOSJ_54257, APOSJ_54254, APOSJ_51067, APOSJ_54258
OG0007087	XENTR10659	APOSJ_25106, APOSJ_25105
OG0007088	XENTR13069	APOSJ_57703, APOSJ_57705, APOSJ_57706
OG0007090	XENTR04663	APOSJ_64568, APOSJ_64569, APOSJ_64567
OG0007091	XENTR16106	APOSJ_07966, APOSJ_49928
OG0007092	XENTR09595	APOSJ_25956, APOSJ_25955
OG0007093	XENTR09556	APOSJ_62680
OG0007094	XENTR03856	APOSJ_00936, APOSJ_00933, APOSJ_05748, APOSJ_00934
OG0007095	XENTR11185	APOSJ_17446
OG0007096	XENTR15677	APOSJ_14066
OG0007097	XENTR10319	APOSJ_33669
OG0007098	XENTR00462	APOSJ_25086
OG0007099	XENTR01909	APOSJ_25627, APOSJ_53694, APOSJ_53695
OG0007100	XENTR02538	APOSJ_20949, APOSJ_20950
OG0007102	XENTR10584	APOSJ_45496
OG0007103	XENTR09292	APOSJ_44007
OG0007104	XENTR08818, XENTR11925	APOSJ_48249, APOSJ_48250, APOSJ_48248
OG0007105	XENTR17989, XENTR17988	APOSJ_54392, APOSJ_02858, APOSJ_54391, APOSJ_36522
OG0007106	XENTR02834	APOSJ_46368
OG0007107	XENTR15605	APOSJ_11584
OG0007108	XENTR11156	APOSJ_00180
OG0007111	XENTR16348	APOSJ_52368, APOSJ_52367, APOSJ_52369
OG0007112	XENTR05305	APOSJ_25298
OG0007113	XENTR07047	APOSJ_52477
OG0007114	XENTR17139	APOSJ_18015
OG0007115	XENTR10736	APOSJ_49820, APOSJ_42434, APOSJ_49819, APOSJ_49817
OG0007116	XENTR07013	APOSJ_20334
OG0007117	XENTR15556	APOSJ_07026, APOSJ_07023, APOSJ_07024, APOSJ_07027, APOSJ_51326, APOSJ_07025
OG0007118	XENTR11167	APOSJ_38787, APOSJ_43062, APOSJ_46166
OG0007119	XENTR00359	APOSJ_35224
OG0007120	XENTR11017	APOSJ_12641
OG0007122	XENTR13022	APOSJ_08797, APOSJ_08799, APOSJ_08798
OG0007123	XENTR09569	APOSJ_17363, APOSJ_17362, APOSJ_17361
OG0007124	XENTR10585	APOSJ_37108
OG0007125	XENTR13558	APOSJ_12549
OG0007126	XENTR05105	APOSJ_49047, APOSJ_49048
OG0007127	XENTR03372	APOSJ_31901
OG0007128	XENTR05067	APOSJ_35088, APOSJ_35087, APOSJ_20305
OG0007130	XENTR10790	APOSJ_06883
OG0007131	XENTR04760	APOSJ_28471, APOSJ_28473
OG0007132	XENTR18457	APOSJ_60411, APOSJ_60410
OG0007133	XENTR06849	APOSJ_10127
OG0007134	XENTR14638	APOSJ_25313, APOSJ_25312
OG0007135	XENTR14139	APOSJ_51226, APOSJ_51224, APOSJ_51223, APOSJ_51221, APOSJ_51227, APOSJ_51225
OG0007136	XENTR11242	APOSJ_32112, APOSJ_32113, APOSJ_32114, APOSJ_43274, APOSJ_32116
OG0007138	XENTR01287	APOSJ_58570, APOSJ_58571
OG0007140	XENTR14828, XENTR13212	APOSJ_23753
OG0007141	XENTR04779	APOSJ_05316, APOSJ_48902, APOSJ_05317, APOSJ_48907, APOSJ_33001, APOSJ_05318
OG0007143	XENTR13932	APOSJ_34275, APOSJ_34276
OG0007144	XENTR05104	APOSJ_07260
OG0007145	XENTR04506	APOSJ_25174, APOSJ_25173
OG0007147	XENTR17348	APOSJ_10898, APOSJ_10900, APOSJ_10901
OG0007148	XENTR15137	APOSJ_45173, APOSJ_39765
OG0007150	XENTR09755	APOSJ_14446, APOSJ_14447
OG0007151	XENTR05788	APOSJ_11618, APOSJ_17738
OG0007153	XENTR08905	APOSJ_41556
OG0007154	XENTR03882	APOSJ_00713
OG0007158	XENTR08364	APOSJ_00808, APOSJ_05058
OG0007160	XENTR00523	APOSJ_22694, APOSJ_22700, APOSJ_22699, APOSJ_22695
OG0007161	XENTR12550, XENTR15126	APOSJ_10237, APOSJ_31229
OG0007164	XENTR00655	APOSJ_28942, APOSJ_28941
OG0007165	XENTR02602	APOSJ_27299
OG0007166	XENTR10142	APOSJ_43197
OG0007168	XENTR01098	APOSJ_11442, APOSJ_02599, APOSJ_08930
OG0007171	XENTR07480	APOSJ_20843, APOSJ_20841, APOSJ_20844, APOSJ_20845, APOSJ_20842
OG0007173	XENTR13485	APOSJ_27821, APOSJ_27823
OG0007174	XENTR18531, XENTR02471	APOSJ_36565, APOSJ_36566
OG0007175	XENTR08705, XENTR08706	APOSJ_40886, APOSJ_40887
OG0007176	XENTR14504	APOSJ_26959, APOSJ_47176, APOSJ_26964
OG0007177	XENTR13081	APOSJ_65336
OG0007178	XENTR03949	APOSJ_10991
OG0007179	XENTR10416	APOSJ_11484, APOSJ_11483
OG0007181	XENTR10462	APOSJ_43146
OG0007182	XENTR01510	APOSJ_09065, APOSJ_57711, APOSJ_21176, APOSJ_57710, APOSJ_17787
OG0007183	XENTR04220	APOSJ_63497
OG0007186	XENTR13974	APOSJ_46996, APOSJ_07485, APOSJ_07483, APOSJ_15652
OG0007187	XENTR07115	APOSJ_12565, APOSJ_12566
OG0007188	XENTR08812	APOSJ_39163, APOSJ_45041
OG0007189	XENTR03901	APOSJ_20244
OG0007190	XENTR01938	APOSJ_20102, APOSJ_62590, APOSJ_20101, APOSJ_20100, APOSJ_13662, APOSJ_20099, APOSJ_20098, APOSJ_20096
OG0007191	XENTR04764	APOSJ_60651, APOSJ_22859
OG0007192	XENTR00135	APOSJ_11345
OG0007193	XENTR04773, XENTR15321	APOSJ_51539
OG0007200	XENTR08147	APOSJ_18943, APOSJ_54861, APOSJ_03788, APOSJ_18942, APOSJ_49009, APOSJ_49010, APOSJ_49008, APOSJ_18941
OG0007201	XENTR08891	APOSJ_54513, APOSJ_54512, APOSJ_54511
OG0007250	XENTR15090, XENTR15089	APOSJ_59544, APOSJ_59545, APOSJ_59546
OG0007251	XENTR16778	APOSJ_36228
OG0007253	XENTR15675, XENTR06641	APOSJ_10673
OG0007254	XENTR16036	APOSJ_13177
OG0007255	XENTR03356, XENTR03355	APOSJ_61034, APOSJ_61032
OG0007256	XENTR05599	APOSJ_63694, APOSJ_63695
OG0007258	XENTR05062	APOSJ_39371
OG0007261	XENTR14144	APOSJ_18131
OG0007264	XENTR00464, XENTR00463	APOSJ_04142
OG0007266	XENTR14040	APOSJ_02456
OG0007267	XENTR00329	APOSJ_39161
OG0007268	XENTR07436	APOSJ_01766, APOSJ_01765
OG0007270	XENTR00919	APOSJ_18070, APOSJ_18072
OG0007271	XENTR06576	APOSJ_21579, APOSJ_57446
OG0007272	XENTR18622	APOSJ_05711, APOSJ_05712, APOSJ_05710, APOSJ_36252
OG0007273	XENTR11486	APOSJ_54097
OG0007274	XENTR14808	APOSJ_58383
OG0007275	XENTR10112	APOSJ_62050, APOSJ_62051
OG0007276	XENTR17394	APOSJ_56899
OG0007279	XENTR03525	APOSJ_45405
OG0007280	XENTR04651	APOSJ_17538, APOSJ_33154
OG0007281	XENTR00958	APOSJ_27609, APOSJ_27610
OG0007282	XENTR10935	APOSJ_52740, APOSJ_52741
OG0007283	XENTR07330	APOSJ_48388
OG0007285	XENTR05890	APOSJ_15670, APOSJ_55334
OG0007288	XENTR04861	APOSJ_62431
OG0007289	XENTR01683	APOSJ_03055
OG0007290	XENTR07276	APOSJ_28883, APOSJ_41821, APOSJ_28884, APOSJ_06632, APOSJ_50169, APOSJ_06633, APOSJ_28881, APOSJ_06631
OG0007291	XENTR02444	APOSJ_64281
OG0007292	XENTR16459	APOSJ_35746, APOSJ_35745
OG0007293	XENTR15743	APOSJ_61631
OG0007294	XENTR14997	APOSJ_15245
OG0007295	XENTR04865	APOSJ_01123, APOSJ_01122
OG0007296	XENTR00485	APOSJ_03010, APOSJ_03009, APOSJ_03012, APOSJ_03011
OG0007297	XENTR19091	APOSJ_51760
OG0007298	XENTR05560	APOSJ_32257, APOSJ_44169, APOSJ_44171, APOSJ_44170, APOSJ_61987, APOSJ_05005, APOSJ_61986, APOSJ_44172
OG0007300	XENTR05357	APOSJ_53629
OG0007301	XENTR16260	APOSJ_17343
OG0007302	XENTR00417	APOSJ_34134, APOSJ_34135
OG0007303	XENTR14363	APOSJ_28901, APOSJ_28900
OG0007304	XENTR08025	APOSJ_41899, APOSJ_41898
OG0007305	XENTR16934	APOSJ_27411, APOSJ_55468
OG0007306	XENTR11408	APOSJ_59763
OG0007308	XENTR02295	APOSJ_22230, APOSJ_22229
OG0007309	XENTR13050	APOSJ_58403, APOSJ_31622, APOSJ_31623, APOSJ_31621
OG0007310	XENTR13427	APOSJ_42505, APOSJ_42506
OG0007312	XENTR01859	APOSJ_31725
OG0007314	XENTR14853	APOSJ_03599, APOSJ_03598
OG0007316	XENTR04896	APOSJ_27503
OG0007317	XENTR13051	APOSJ_35307, APOSJ_48501
OG0007318	XENTR08377	APOSJ_59454, APOSJ_59453, APOSJ_59457, APOSJ_59451, APOSJ_59452, APOSJ_59456, APOSJ_59455, APOSJ_59449
OG0007319	XENTR16805	APOSJ_37533, APOSJ_37534
OG0007320	XENTR11235	APOSJ_00620, APOSJ_00621
OG0007321	XENTR12796	APOSJ_00773, APOSJ_42511, APOSJ_42509
OG0007323	XENTR08193, XENTR08194	APOSJ_59727
OG0007325	XENTR07774	APOSJ_29140, APOSJ_58466
OG0007326	XENTR05294	APOSJ_22766
OG0007329	XENTR12936	APOSJ_33464, APOSJ_33463
OG0007330	XENTR08463	APOSJ_06174, APOSJ_38790
OG0007331	XENTR00732	APOSJ_42831
OG0007333	XENTR12288	APOSJ_61834
OG0007334	XENTR18884	APOSJ_04860, APOSJ_30222
OG0007335	XENTR07715	APOSJ_39648
OG0007337	XENTR18440, XENTR09152	APOSJ_23155
OG0007338	XENTR13663	APOSJ_34671, APOSJ_34673, APOSJ_34669
OG0007339	XENTR03376	APOSJ_11897
OG0007340	XENTR11750	APOSJ_15084
OG0007341	XENTR00193	APOSJ_50200, APOSJ_44552, APOSJ_50199
OG0007342	XENTR05724	APOSJ_29822
OG0007343	XENTR09826	APOSJ_45945
OG0007344	XENTR15343	APOSJ_62547, APOSJ_62557
OG0007345	XENTR05583, XENTR13476	APOSJ_14751
OG0007347	XENTR11224	APOSJ_12120
OG0007348	XENTR09214	APOSJ_51644
OG0007351	XENTR03181	APOSJ_09029, APOSJ_09028
OG0007353	XENTR09557	APOSJ_25868
OG0007354	XENTR00406	APOSJ_26923
OG0007356	XENTR01249	APOSJ_59004, APOSJ_59003
OG0007357	XENTR15128	APOSJ_00354, APOSJ_00355
OG0007358	XENTR00577, XENTR00576	APOSJ_12024, APOSJ_12023, APOSJ_12025
OG0007360	XENTR00103	APOSJ_42239, APOSJ_42238, APOSJ_64886, APOSJ_42236, APOSJ_16938
OG0007361	XENTR11435	APOSJ_34784
OG0007363	XENTR10822	APOSJ_32242
OG0007364	XENTR05632	APOSJ_26331
OG0007365	XENTR00063	APOSJ_07009, APOSJ_32636, APOSJ_32637
OG0007366	XENTR08103	APOSJ_31758, APOSJ_31757, APOSJ_31759
OG0007367	XENTR00303	APOSJ_31799, APOSJ_15504, APOSJ_15505, APOSJ_31802
OG0007368	XENTR04464	APOSJ_49565, APOSJ_49564
OG0007369	XENTR01060	APOSJ_20755, APOSJ_20754
OG0007370	XENTR06534	APOSJ_15354, APOSJ_15353, APOSJ_15352, APOSJ_30855
OG0007371	XENTR13383	APOSJ_05203, APOSJ_05204
OG0007372	XENTR12651	APOSJ_47949, APOSJ_47951, APOSJ_47950
OG0007373	XENTR03573	APOSJ_54463, APOSJ_29602
OG0007374	XENTR06461	APOSJ_60162, APOSJ_34123, APOSJ_60159, APOSJ_60158
OG0007376	XENTR04648	APOSJ_04287
OG0007377	XENTR03953	APOSJ_22496, APOSJ_22495, APOSJ_22497
OG0007378	XENTR11537	APOSJ_32119, APOSJ_32118
OG0007379	XENTR13530	APOSJ_42997, APOSJ_63432
OG0007380	XENTR17613	APOSJ_43045
OG0007381	XENTR10253	APOSJ_06352, APOSJ_06353, APOSJ_40196
OG0007384	XENTR07600	APOSJ_01866, APOSJ_01865, APOSJ_52012
OG0007385	XENTR11824	APOSJ_46590
OG0007386	XENTR18391	APOSJ_01169
OG0007387	XENTR14518	APOSJ_21483
OG0007388	XENTR17197	APOSJ_05379
OG0007389	XENTR06158	APOSJ_64566
OG0007390	XENTR18596	APOSJ_63577
OG0007391	XENTR01526	APOSJ_04251
OG0007393	XENTR11702	APOSJ_53832
OG0007394	XENTR12646	APOSJ_01644, APOSJ_01645
OG0007395	XENTR07594	APOSJ_54612
OG0007396	XENTR00514	APOSJ_39335
OG0007397	XENTR00313	APOSJ_50479
OG0007399	XENTR04879	APOSJ_42198
OG0007400	XENTR06104, XENTR06105	APOSJ_58231
OG0007402	XENTR11340	APOSJ_49925, APOSJ_49926
OG0007403	XENTR09758	APOSJ_44464, APOSJ_44466
OG0007405	XENTR12887	APOSJ_42742
OG0007406	XENTR00832	APOSJ_47874
OG0007407	XENTR07577	APOSJ_09861, APOSJ_09860, APOSJ_50238
OG0007408	XENTR11855	APOSJ_47695
OG0007409	XENTR03019	APOSJ_05303, APOSJ_05302
OG0007410	XENTR05602	APOSJ_01525
OG0007411	XENTR19232	APOSJ_19728, APOSJ_19729
OG0007412	XENTR19082	APOSJ_42010
OG0007413	XENTR16851	APOSJ_20537
OG0007415	XENTR06922	APOSJ_31789
OG0007418	XENTR04049	APOSJ_27061
OG0007419	XENTR11330	APOSJ_55294, APOSJ_55296, APOSJ_55295
OG0007420	XENTR09238	APOSJ_27526, APOSJ_27561, APOSJ_27555, APOSJ_34967
OG0007421	XENTR03781	APOSJ_20549, APOSJ_20548
OG0007422	XENTR03872	APOSJ_20335
OG0007423	XENTR12993	APOSJ_31700, APOSJ_31699
OG0007424	XENTR11339	APOSJ_24053, APOSJ_24054
OG0007425	XENTR16373	APOSJ_14859, APOSJ_14860
OG0007428	XENTR10603	APOSJ_18898
OG0007429	XENTR06612	APOSJ_08623, APOSJ_08624, APOSJ_55001
OG0007430	XENTR02841	APOSJ_37019, APOSJ_31745, APOSJ_55770, APOSJ_34572, APOSJ_37014, APOSJ_37018
OG0007431	XENTR03371	APOSJ_12963, APOSJ_16258, APOSJ_12962, APOSJ_12964
OG0007432	XENTR06026	APOSJ_34332
OG0007433	XENTR13706	APOSJ_10528, APOSJ_10530
OG0007437	XENTR07931	APOSJ_26282, APOSJ_26283
OG0007438	XENTR02922	APOSJ_03209, APOSJ_03210
OG0007439	XENTR06565	APOSJ_10207
OG0007441	XENTR04516	APOSJ_40939, APOSJ_55968, APOSJ_55980, APOSJ_55975
OG0007442	XENTR00039	APOSJ_24971
OG0007443	XENTR10297	APOSJ_22915, APOSJ_22916, APOSJ_22917
OG0007444	XENTR02677, XENTR05722	APOSJ_11668
OG0007445	XENTR12978, XENTR12979	APOSJ_28035, APOSJ_28034
OG0007446	XENTR06442	APOSJ_30397
OG0007447	XENTR12201	APOSJ_00394, APOSJ_35376
OG0007448	XENTR15377, XENTR01461	APOSJ_51016, APOSJ_51017
OG0007450	XENTR06660	APOSJ_13999
OG0007451	XENTR12405	APOSJ_43780
OG0007452	XENTR17957	APOSJ_37963
OG0007453	XENTR01387	APOSJ_53697, APOSJ_53696
OG0007454	XENTR04173	APOSJ_05135, APOSJ_05134
OG0007455	XENTR07691	APOSJ_19769, APOSJ_19771
OG0007456	XENTR04528	APOSJ_44072, APOSJ_44071
OG0007457	XENTR10055	APOSJ_55749
OG0007458	XENTR08684	APOSJ_17630
OG0007459	XENTR11371	APOSJ_47522, APOSJ_11138
OG0007460	XENTR05094	APOSJ_52023
OG0007461	XENTR08489	APOSJ_18650, APOSJ_08253, APOSJ_08250, APOSJ_08251, APOSJ_08252
OG0007462	XENTR08425	APOSJ_59464, APOSJ_59465, APOSJ_58493, APOSJ_59466
OG0007463	XENTR08950	APOSJ_18618
OG0007465	XENTR04059	APOSJ_05522, APOSJ_05521
OG0007466	XENTR02679	APOSJ_43950
OG0007467	XENTR07159	APOSJ_14365
OG0007468	XENTR15060	APOSJ_46722
OG0007471	XENTR04599	APOSJ_18185, APOSJ_20727
OG0007472	XENTR00553	APOSJ_53138, APOSJ_53137
OG0007473	XENTR01457	APOSJ_09192
OG0007474	XENTR06036	APOSJ_25384, APOSJ_25383, APOSJ_25385
OG0007476	XENTR14782	APOSJ_11135
OG0007477	XENTR17920	APOSJ_48504, APOSJ_48505, APOSJ_39772, APOSJ_09838
OG0007478	XENTR01177	APOSJ_39185
OG0007479	XENTR01389	APOSJ_24361, APOSJ_22189
OG0007480	XENTR14211	APOSJ_17561, APOSJ_17560
OG0007481	XENTR08890	APOSJ_08815, APOSJ_56246
OG0007482	XENTR11438	APOSJ_56374
OG0007484	XENTR11668	APOSJ_20434
OG0007485	XENTR09035	APOSJ_32278, APOSJ_32277
OG0007486	XENTR19088, XENTR02236, XENTR02237, XENTR02284, XENTR02283, XENTR08138	APOSJ_44549
OG0007488	XENTR12274	APOSJ_64769, APOSJ_64768
OG0007489	XENTR06667	APOSJ_31344, APOSJ_31345, APOSJ_64774
OG0007490	XENTR18724	APOSJ_48671, APOSJ_48670
OG0007491	XENTR07351	APOSJ_56972
OG0007492	XENTR18957	APOSJ_24846, APOSJ_24852
OG0007493	XENTR09779	APOSJ_15054, APOSJ_15053
OG0007495	XENTR08419	APOSJ_07062
OG0007496	XENTR06004	APOSJ_37453
OG0007497	XENTR07427	APOSJ_60806, APOSJ_60807
OG0007498	XENTR10735	APOSJ_20907, APOSJ_20908
OG0007500	XENTR08411	APOSJ_55184, APOSJ_55182, APOSJ_55183, APOSJ_55185
OG0007501	XENTR00395	APOSJ_42631, APOSJ_42632, APOSJ_42629, APOSJ_42630
OG0007503	XENTR07556, XENTR07557	APOSJ_14688
OG0007504	XENTR00131	APOSJ_56533, APOSJ_56531, APOSJ_56529, APOSJ_56532, APOSJ_56528
OG0007506	XENTR09086	APOSJ_31897, APOSJ_03081, APOSJ_31899, APOSJ_31903, APOSJ_31902, APOSJ_31898
OG0007508	XENTR16412	APOSJ_42211, APOSJ_12770, APOSJ_42209
OG0007509	XENTR02576	APOSJ_22228
OG0007510	XENTR13679	APOSJ_48359, APOSJ_48360
OG0007513	XENTR00761	APOSJ_56124, APOSJ_22446
OG0007514	XENTR13992, XENTR00309	APOSJ_07340, APOSJ_07342, APOSJ_07341, APOSJ_46218
OG0007515	XENTR16605	APOSJ_13871, APOSJ_13866, APOSJ_13864, APOSJ_21741, APOSJ_13863, APOSJ_13868, APOSJ_13865, APOSJ_13867
OG0007517	XENTR19247	APOSJ_46614, APOSJ_16841, APOSJ_62115
OG0007518	XENTR06614	APOSJ_61569
OG0007519	XENTR05051	APOSJ_57278, APOSJ_19035, APOSJ_27726, APOSJ_19033, APOSJ_19034
OG0007522	XENTR07712	APOSJ_27446, APOSJ_36389
OG0007524	XENTR17573, XENTR02042	APOSJ_10739
OG0007525	XENTR04661, XENTR04662	APOSJ_36525
OG0007527	XENTR13242	APOSJ_44760
OG0007528	XENTR07788	APOSJ_03313, APOSJ_03314
OG0007529	XENTR07378	APOSJ_41630
OG0007531	XENTR15044, XENTR15045	APOSJ_05087
OG0007533	XENTR07903	APOSJ_18050
OG0007582	XENTR04748	APOSJ_17970
OG0007583	XENTR13389	APOSJ_63133, APOSJ_51270
OG0007584	XENTR07343	APOSJ_29171, APOSJ_47545, APOSJ_47546
OG0007586	XENTR08401	APOSJ_33070, APOSJ_33069, APOSJ_33074
OG0007587	XENTR05116	APOSJ_64975, APOSJ_64973, APOSJ_64972, APOSJ_64974, APOSJ_18419, APOSJ_04830
OG0007588	XENTR18417	APOSJ_30827
OG0007589	XENTR03301	APOSJ_21013, APOSJ_21012
OG0007591	XENTR06862	APOSJ_13984
OG0007598	XENTR03536	APOSJ_47855, APOSJ_47856
OG0007601	XENTR13138	APOSJ_48280, APOSJ_48278, APOSJ_48279
OG0007602	XENTR00305	APOSJ_12687
OG0007603	XENTR05886	APOSJ_59246
OG0007604	XENTR10989	APOSJ_21045, APOSJ_13768
OG0007605	XENTR15345, XENTR15344	APOSJ_57733, APOSJ_57732
OG0007606	XENTR04118	APOSJ_58610
OG0007607	XENTR04097	APOSJ_15794, APOSJ_15792, APOSJ_15795, APOSJ_34002
OG0007608	XENTR10599	APOSJ_22316, APOSJ_22317
OG0007609	XENTR10306	APOSJ_41441, APOSJ_41442
OG0007610	XENTR07048	APOSJ_20984
