Orthogroup	ASTMX	PFLAV
OG0006339	ASTMX03417	TCONS_00006224.p1
OG0006340	ASTMX02502	TCONS_00030619.p1
OG0006341	ASTMX08564	TCONS_00053211.p1
OG0006343	ASTMX11794, ASTMX15900	TCONS_00042685.p1
OG0006344	ASTMX22591, ASTMX22499, ASTMX11732	TCONS_00032988.p1
OG0006345	ASTMX18765	TCONS_00018594.p1, TCONS_00017569.p1
OG0006346	ASTMX12353	TCONS_00035271.p1
OG0006347	ASTMX02893	TCONS_00056824.p1
OG0006348	ASTMX21253	TCONS_00020901.p1, TCONS_00055332.p1
OG0006349	ASTMX21417	TCONS_00052515.p1
OG0006350	ASTMX10119	TCONS_00012262.p1
OG0006351	ASTMX00069, ASTMX11619	TCONS_00043433.p1
OG0006352	ASTMX18568, ASTMX00324	TCONS_00044098.p1
OG0006353	ASTMX20203	TCONS_00009865.p1
OG0006354	ASTMX12076	TCONS_00027609.p1
OG0006355	ASTMX10746	TCONS_00049625.p1
OG0006356	ASTMX13066	TCONS_00005098.p1
OG0006357	ASTMX11161	TCONS_00050895.p1
OG0006358	ASTMX03055	TCONS_00048101.p1
OG0006359	ASTMX06500	TCONS_00014857.p1
OG0006360	ASTMX14422	TCONS_00036149.p1
OG0006361	ASTMX06246	TCONS_00004369.p1
OG0006362	ASTMX07490	TCONS_00041980.p1, TCONS_00041972.p1
OG0006363	ASTMX18537	TCONS_00026004.p1
OG0006364	ASTMX12481	TCONS_00019775.p1
OG0006365	ASTMX02702, ASTMX04108	TCONS_00042541.p1
OG0006366	ASTMX06324	TCONS_00021558.p1
OG0006367	ASTMX20819, ASTMX04562	TCONS_00045704.p1, TCONS_00046721.p1
OG0006368	ASTMX18294	TCONS_00035900.p1
OG0006369	ASTMX02208	TCONS_00052301.p1, TCONS_00050787.p1, TCONS_00032672.p1, TCONS_00034707.p1, TCONS_00038421.p1, TCONS_00045637.p1, TCONS_00044365.p1, TCONS_00032673.p1, TCONS_00052637.p1
OG0006370	ASTMX17423	TCONS_00053971.p1
OG0006372	ASTMX09546	TCONS_00055014.p1
OG0006375	ASTMX07697	TCONS_00014183.p1
OG0006376	ASTMX13354, ASTMX13353	TCONS_00015180.p1
OG0006377	ASTMX03390	TCONS_00053744.p1, TCONS_00053743.p1
OG0006378	ASTMX20075	TCONS_00026085.p1
OG0006379	ASTMX03283	TCONS_00046729.p1, TCONS_00010895.p1
OG0006382	ASTMX04600	TCONS_00011902.p1
OG0006383	ASTMX03733	TCONS_00035269.p1
OG0006384	ASTMX17353	TCONS_00024420.p1, TCONS_00025857.p1
OG0006385	ASTMX03955, ASTMX10459	TCONS_00011299.p1, TCONS_00011279.p1
OG0006386	ASTMX12433	TCONS_00038091.p1
OG0006387	ASTMX02531	TCONS_00001551.p1
OG0006388	ASTMX03637, ASTMX01564	TCONS_00013235.p1
OG0006390	ASTMX12951	TCONS_00047659.p1
OG0006391	ASTMX13826, ASTMX02973	TCONS_00055478.p1
OG0006392	ASTMX09822	TCONS_00001939.p1
OG0006393	ASTMX10085, ASTMX03992, ASTMX03991	TCONS_00027954.p1
OG0006394	ASTMX13173	TCONS_00013244.p1
OG0006395	ASTMX16987	TCONS_00045081.p1
OG0006396	ASTMX09039	TCONS_00054358.p1
OG0006399	ASTMX16353, ASTMX16352	TCONS_00005906.p1
OG0006401	ASTMX17015, ASTMX01922	TCONS_00056569.p1
OG0006402	ASTMX21779	TCONS_00055131.p1
OG0006405	ASTMX04722, ASTMX02186	TCONS_00036434.p1
OG0006407	ASTMX09544, ASTMX06711	TCONS_00017172.p1
OG0006408	ASTMX14791	TCONS_00011147.p1
OG0006413	ASTMX04042, ASTMX19365, ASTMX05566, ASTMX08322, ASTMX08529	TCONS_00053733.p1
OG0006414	ASTMX04060, ASTMX21246, ASTMX18256, ASTMX07659	TCONS_00028276.p1, TCONS_00028277.p1
OG0006416	ASTMX09587	TCONS_00023832.p1, TCONS_00023833.p1, TCONS_00003639.p1, TCONS_00019421.p1, TCONS_00019418.p1, TCONS_00019425.p1, TCONS_00019422.p1, TCONS_00019423.p1, TCONS_00019424.p1, TCONS_00019416.p1, TCONS_00019417.p1, TCONS_00020414.p1
OG0006443	ASTMX17383	TCONS_00039555.p1
OG0006446	ASTMX14441	TCONS_00016689.p1
OG0006447	ASTMX03343	TCONS_00014759.p1
OG0006448	ASTMX06552	TCONS_00055605.p1
OG0006449	ASTMX00867	TCONS_00018301.p1
OG0006452	ASTMX00706, ASTMX06385	TCONS_00048196.p1
OG0006454	ASTMX09892, ASTMX15753	TCONS_00005752.p1
OG0006456	ASTMX13571	TCONS_00024071.p1
OG0006458	ASTMX14899	TCONS_00035428.p1
OG0006459	ASTMX05149	TCONS_00029344.p1
OG0006460	ASTMX10934	TCONS_00010265.p1
OG0006461	ASTMX20285	TCONS_00048350.p1
OG0006462	ASTMX07745, ASTMX16027	TCONS_00014431.p1
OG0006463	ASTMX03382, ASTMX03381	TCONS_00028384.p1
OG0006464	ASTMX07158	TCONS_00021066.p1
OG0006465	ASTMX04889	TCONS_00009885.p1
OG0006468	ASTMX13923	TCONS_00007890.p1
OG0006469	ASTMX04166	TCONS_00012821.p1
OG0006470	ASTMX19812	TCONS_00027786.p1
OG0006471	ASTMX10543	TCONS_00053412.p1
OG0006472	ASTMX03121	TCONS_00021911.p1
OG0006474	ASTMX05105	TCONS_00005145.p1
OG0006475	ASTMX06213	TCONS_00056392.p1, TCONS_00041422.p1
OG0006476	ASTMX03680	TCONS_00042228.p1
OG0006477	ASTMX01733	TCONS_00040932.p1, TCONS_00031480.p1
OG0006478	ASTMX19975	TCONS_00054517.p1
OG0006479	ASTMX05244	TCONS_00051879.p1
OG0006480	ASTMX10507	TCONS_00057242.p1
OG0006481	ASTMX12810	TCONS_00034795.p1
OG0006482	ASTMX15100	TCONS_00009649.p1
OG0006483	ASTMX12268	TCONS_00010956.p1
OG0006485	ASTMX05625	TCONS_00010701.p1
OG0006486	ASTMX00970	TCONS_00048186.p1
OG0006487	ASTMX19663	TCONS_00049079.p1
OG0006490	ASTMX07123	TCONS_00049724.p1
OG0006491	ASTMX09131	TCONS_00044639.p1
OG0006493	ASTMX06078	TCONS_00022120.p1
OG0006494	ASTMX06517	TCONS_00021999.p1
OG0006495	ASTMX10481, ASTMX20222, ASTMX20221	TCONS_00050223.p1
OG0006496	ASTMX13132	TCONS_00016568.p1
OG0006497	ASTMX04148	TCONS_00054999.p1
OG0006498	ASTMX09105	TCONS_00043357.p1, TCONS_00043346.p1
OG0006499	ASTMX03118, ASTMX19284	TCONS_00015424.p1
OG0006500	ASTMX01354	TCONS_00009974.p1
OG0006501	ASTMX20489	TCONS_00010106.p1
OG0006502	ASTMX03641	TCONS_00012707.p1
OG0006503	ASTMX17879	TCONS_00021845.p1
OG0006505	ASTMX14118	TCONS_00056089.p1
OG0006506	ASTMX07943, ASTMX07944	TCONS_00036362.p1
OG0006507	ASTMX06390	TCONS_00049530.p1
OG0006508	ASTMX20868	TCONS_00026619.p1
OG0006510	ASTMX21327	TCONS_00009163.p1
OG0006511	ASTMX07468	TCONS_00007950.p1
OG0006512	ASTMX17346	TCONS_00011733.p1
OG0006513	ASTMX12836	TCONS_00007347.p1
OG0006514	ASTMX14865	TCONS_00043974.p1
OG0006515	ASTMX02761	TCONS_00004438.p1
OG0006516	ASTMX04545	TCONS_00010802.p1
OG0006517	ASTMX11934	TCONS_00020570.p1
OG0006518	ASTMX04564	TCONS_00001085.p1
OG0006519	ASTMX01289	TCONS_00009727.p1
OG0006520	ASTMX13980	TCONS_00042468.p1, TCONS_00042416.p1
OG0006522	ASTMX12222, ASTMX05880	TCONS_00005801.p1, TCONS_00005787.p1
OG0006523	ASTMX06331	TCONS_00011605.p1
OG0006524	ASTMX08327	TCONS_00048319.p1
OG0006525	ASTMX04027	TCONS_00047745.p1
OG0006526	ASTMX12578	TCONS_00008656.p1
OG0006527	ASTMX22946, ASTMX16450, ASTMX16451	TCONS_00012766.p1
OG0006528	ASTMX16747	TCONS_00004367.p1
OG0006530	ASTMX01859	TCONS_00029282.p1
OG0006531	ASTMX07225	TCONS_00057127.p1
OG0006532	ASTMX02900	TCONS_00053038.p1, TCONS_00053081.p1
OG0006534	ASTMX18494	TCONS_00027612.p1
OG0006536	ASTMX04129	TCONS_00026188.p1
OG0006537	ASTMX08262	TCONS_00041692.p1
OG0006540	ASTMX04121	TCONS_00022205.p1
OG0006541	ASTMX10564	TCONS_00027019.p1
OG0006542	ASTMX13981	TCONS_00043741.p1, TCONS_00043757.p1
OG0006543	ASTMX20456	TCONS_00017046.p1
OG0006545	ASTMX12257	TCONS_00056038.p1
OG0006546	ASTMX21843	TCONS_00011832.p1
OG0006547	ASTMX12162	TCONS_00015546.p1
OG0006549	ASTMX13289	TCONS_00048349.p1
OG0006550	ASTMX02023	TCONS_00049126.p1
OG0006551	ASTMX09829	TCONS_00015875.p1
OG0006552	ASTMX10359	TCONS_00029062.p1
OG0006553	ASTMX04960	TCONS_00014564.p1
OG0006554	ASTMX07799	TCONS_00005063.p1
OG0006555	ASTMX00532	TCONS_00044540.p1
OG0006556	ASTMX04835	TCONS_00001090.p1
OG0006557	ASTMX00610	TCONS_00005264.p1
OG0006559	ASTMX04929, ASTMX14718	TCONS_00054654.p1
OG0006560	ASTMX10786	TCONS_00010738.p1
OG0006561	ASTMX15649	TCONS_00009958.p1
OG0006562	ASTMX04124	TCONS_00022910.p1
OG0006563	ASTMX14853	TCONS_00011237.p1
OG0006564	ASTMX05891	TCONS_00005531.p1
OG0006565	ASTMX05183, ASTMX13946	TCONS_00047631.p1
OG0006566	ASTMX21272	TCONS_00012618.p1
OG0006567	ASTMX00688	TCONS_00045499.p1
OG0006568	ASTMX11588	TCONS_00045070.p1
OG0006569	ASTMX04216	TCONS_00004482.p1
OG0006570	ASTMX00900	TCONS_00016369.p1
OG0006571	ASTMX18330	TCONS_00027928.p1
OG0006573	ASTMX15993	TCONS_00005210.p1
OG0006574	ASTMX02442	TCONS_00029325.p1
OG0006575	ASTMX03347	TCONS_00009220.p1
OG0006576	ASTMX19578	TCONS_00031187.p1, TCONS_00031210.p1
OG0006577	ASTMX02962	TCONS_00054554.p1
OG0006578	ASTMX20623, ASTMX20624	TCONS_00026429.p1
OG0006579	ASTMX10487	TCONS_00053710.p1
OG0006581	ASTMX05136	TCONS_00055023.p1
OG0006583	ASTMX09907	TCONS_00002402.p1
OG0006584	ASTMX01917	TCONS_00009190.p1
OG0006585	ASTMX03264	TCONS_00011678.p1
OG0006586	ASTMX00582	TCONS_00056653.p1
OG0006587	ASTMX17293	TCONS_00011724.p1
OG0006588	ASTMX22543	TCONS_00049561.p1
OG0006589	ASTMX01982	TCONS_00047690.p1
OG0006590	ASTMX01101	TCONS_00006410.p1, TCONS_00006411.p1
OG0006591	ASTMX01816	TCONS_00046705.p1
OG0006592	ASTMX19848	TCONS_00002772.p1
OG0006593	ASTMX13747	TCONS_00033505.p1
OG0006594	ASTMX10490	TCONS_00005014.p1
OG0006595	ASTMX17451	TCONS_00029764.p1
OG0006596	ASTMX15703	TCONS_00007790.p1
OG0006597	ASTMX08816	TCONS_00042667.p1
OG0006598	ASTMX03337	TCONS_00029076.p1
OG0006599	ASTMX20311, ASTMX05087	TCONS_00031431.p1
OG0006600	ASTMX01495	TCONS_00013731.p1
OG0006602	ASTMX13176	TCONS_00056704.p1
OG0006603	ASTMX16596	TCONS_00007117.p1
OG0006604	ASTMX04380	TCONS_00006520.p1
OG0006605	ASTMX19206	TCONS_00014163.p1
OG0006606	ASTMX07238	TCONS_00001826.p1
OG0006607	ASTMX07493	TCONS_00044660.p1
OG0006608	ASTMX16691, ASTMX06296	TCONS_00021081.p1
OG0006609	ASTMX17421	TCONS_00056679.p1
OG0006610	ASTMX19699	TCONS_00012981.p1
OG0006611	ASTMX17727	TCONS_00055553.p1
OG0006612	ASTMX02924	TCONS_00053948.p1
OG0006613	ASTMX21383	TCONS_00020318.p1
OG0006614	ASTMX01993	TCONS_00036181.p1
OG0006615	ASTMX12256	TCONS_00055565.p1
OG0006616	ASTMX13105	TCONS_00022755.p1
OG0006617	ASTMX19960	TCONS_00056205.p1
OG0006618	ASTMX02646	TCONS_00007076.p1
OG0006619	ASTMX17174	TCONS_00045095.p1
OG0006620	ASTMX10793, ASTMX08180	TCONS_00017309.p1
OG0006622	ASTMX01144	TCONS_00021887.p1
OG0006623	ASTMX00578	TCONS_00025757.p1, TCONS_00025795.p1
OG0006624	ASTMX19460	TCONS_00056405.p1
OG0006626	ASTMX00608	TCONS_00006380.p1
OG0006627	ASTMX01364	TCONS_00000978.p1
OG0006628	ASTMX02213, ASTMX00249	TCONS_00050775.p1
OG0006630	ASTMX22622	TCONS_00032852.p1
OG0006631	ASTMX13615	TCONS_00003832.p1
OG0006632	ASTMX04725, ASTMX00323	TCONS_00027325.p1
OG0006633	ASTMX18345	TCONS_00045550.p1
OG0006635	ASTMX19723	TCONS_00027064.p1
OG0006636	ASTMX06791	TCONS_00012633.p1
OG0006637	ASTMX01565	TCONS_00013489.p1
OG0006638	ASTMX05476	TCONS_00008465.p1
OG0006639	ASTMX05575, ASTMX21284	TCONS_00018695.p1, TCONS_00017679.p1
OG0006640	ASTMX09650	TCONS_00006552.p1
OG0006641	ASTMX01398	TCONS_00010089.p1
OG0006642	ASTMX03226	TCONS_00014397.p1
OG0006644	ASTMX21336	TCONS_00008651.p1
OG0006645	ASTMX14608	TCONS_00003989.p1
OG0006646	ASTMX04908	TCONS_00028509.p1
OG0006648	ASTMX11425	TCONS_00000125.p1
OG0006649	ASTMX22278	TCONS_00010217.p1, TCONS_00011294.p1, TCONS_00011271.p1
OG0006650	ASTMX22454	TCONS_00042837.p1
OG0006651	ASTMX03710	TCONS_00000270.p1
OG0006652	ASTMX16547	TCONS_00004473.p1
OG0006653	ASTMX11926	TCONS_00007193.p1
OG0006654	ASTMX10252	TCONS_00002127.p1
OG0006655	ASTMX02610	TCONS_00028473.p1
OG0006657	ASTMX13430	TCONS_00006349.p1
OG0006658	ASTMX01278	TCONS_00045451.p1, TCONS_00045482.p1
OG0006660	ASTMX16840, ASTMX15712	TCONS_00049634.p1
OG0006661	ASTMX06079	TCONS_00021055.p1
OG0006662	ASTMX10852	TCONS_00035039.p1
OG0006663	ASTMX20793	TCONS_00006144.p1, TCONS_00006163.p1
OG0006664	ASTMX18894	TCONS_00015932.p1
OG0006666	ASTMX14266	TCONS_00048338.p1
OG0006667	ASTMX06457	TCONS_00015836.p1
OG0006668	ASTMX08555	TCONS_00042523.p1
OG0006669	ASTMX07762	TCONS_00052745.p1
OG0006670	ASTMX08852	TCONS_00016009.p1
OG0006671	ASTMX02120	TCONS_00050456.p1
OG0006672	ASTMX03220	TCONS_00010908.p1
OG0006673	ASTMX18034, ASTMX05111	TCONS_00025948.p1
OG0006675	ASTMX17949	TCONS_00027673.p1
OG0006677	ASTMX10112	TCONS_00013225.p1
OG0006678	ASTMX21609	TCONS_00013801.p1
OG0006679	ASTMX01521	TCONS_00026672.p1
OG0006680	ASTMX00952	TCONS_00056961.p1
OG0006681	ASTMX10798	TCONS_00056930.p1
OG0006683	ASTMX17752	TCONS_00051711.p1, TCONS_00051709.p1
OG0006684	ASTMX19788	TCONS_00047879.p1
OG0006685	ASTMX13015, ASTMX14032	TCONS_00045009.p1
OG0006686	ASTMX07806	TCONS_00044306.p1, TCONS_00016179.p1
OG0006687	ASTMX05776	TCONS_00001712.p1, TCONS_00001711.p1
OG0006688	ASTMX02675	TCONS_00008729.p1
OG0006689	ASTMX02612	TCONS_00028006.p1
OG0006690	ASTMX15458	TCONS_00048041.p1
OG0006692	ASTMX15358	TCONS_00003067.p1
OG0006693	ASTMX13879	TCONS_00030832.p1, TCONS_00030829.p1
OG0006694	ASTMX03870	TCONS_00002311.p1
OG0006695	ASTMX21264	TCONS_00010698.p1
OG0006696	ASTMX04210, ASTMX04552	TCONS_00049680.p1
OG0006697	ASTMX19949, ASTMX09481	TCONS_00026718.p1
OG0006698	ASTMX14552	TCONS_00008813.p1
OG0006700	ASTMX18394	TCONS_00022105.p1
OG0006702	ASTMX04300	TCONS_00044891.p1
OG0006703	ASTMX15261	TCONS_00045997.p1
OG0006704	ASTMX03144	TCONS_00000539.p1
OG0006705	ASTMX18210	TCONS_00052193.p1
OG0006706	ASTMX06498	TCONS_00014874.p1
OG0006707	ASTMX05711	TCONS_00014958.p1
OG0006708	ASTMX11423	TCONS_00029711.p1
OG0006709	ASTMX12695	TCONS_00056346.p1
OG0006710	ASTMX16956	TCONS_00028493.p1
OG0006711	ASTMX17012	TCONS_00000423.p1
OG0006712	ASTMX19601	TCONS_00007395.p1
OG0006713	ASTMX15643, ASTMX17218	TCONS_00012197.p1
OG0006714	ASTMX07976	TCONS_00026867.p1
OG0006715	ASTMX14563, ASTMX06410	TCONS_00047508.p1
OG0006716	ASTMX11731	TCONS_00018192.p1
OG0006717	ASTMX04689	TCONS_00012131.p1
OG0006718	ASTMX17392	TCONS_00027315.p1
OG0006719	ASTMX11390	TCONS_00014267.p1
OG0006720	ASTMX06026	TCONS_00055157.p1, TCONS_00055188.p1
OG0006721	ASTMX18174	TCONS_00027927.p1
OG0006722	ASTMX12405	TCONS_00053746.p1
OG0006723	ASTMX13335	TCONS_00050670.p1
OG0006724	ASTMX17753	TCONS_00050671.p1
OG0006725	ASTMX09476	TCONS_00048951.p1
OG0006726	ASTMX03873	TCONS_00044651.p1
OG0006727	ASTMX20841, ASTMX20842	TCONS_00002233.p1, TCONS_00047000.p1
OG0006728	ASTMX14617	TCONS_00055761.p1
OG0006729	ASTMX05077	TCONS_00053241.p1
OG0006731	ASTMX19985	TCONS_00048222.p1
OG0006732	ASTMX22779	TCONS_00020263.p1
OG0006733	ASTMX09373, ASTMX11811	TCONS_00010742.p1
OG0006734	ASTMX04829	TCONS_00010746.p1
OG0006735	ASTMX05292	TCONS_00006698.p1, TCONS_00006692.p1
OG0006736	ASTMX03650	TCONS_00008432.p1
OG0006737	ASTMX11682	TCONS_00007118.p1
OG0006738	ASTMX13600	TCONS_00057052.p1
OG0006739	ASTMX02177	TCONS_00027123.p1
OG0006741	ASTMX00781	TCONS_00047318.p1
OG0006742	ASTMX08794, ASTMX20354	TCONS_00043768.p1
OG0006743	ASTMX13436, ASTMX07092	TCONS_00047854.p1
OG0006744	ASTMX09205, ASTMX05381	TCONS_00015329.p1, TCONS_00015326.p1
OG0006745	ASTMX16122	TCONS_00050410.p1
OG0006747	ASTMX08104, ASTMX20126, ASTMX12937	TCONS_00010637.p1
OG0006748	ASTMX18321	TCONS_00018819.p1
OG0006749	ASTMX10213	TCONS_00042544.p1
OG0006750	ASTMX03816	TCONS_00018018.p1
OG0006752	ASTMX03481	TCONS_00040754.p1
OG0006753	ASTMX08486	TCONS_00011610.p1
OG0006754	ASTMX06832	TCONS_00008287.p1
OG0006755	ASTMX00482	TCONS_00042769.p1
OG0006756	ASTMX09700	TCONS_00012561.p1
OG0006757	ASTMX13935	TCONS_00011154.p1
OG0006758	ASTMX00799	TCONS_00057241.p1
OG0006759	ASTMX17468	TCONS_00049458.p1
OG0006760	ASTMX10010	TCONS_00052472.p1
OG0006761	ASTMX19006	TCONS_00041721.p1
OG0006762	ASTMX19374, ASTMX06557	TCONS_00009970.p1
OG0006763	ASTMX04265, ASTMX18089	TCONS_00054857.p1
OG0006764	ASTMX04734	TCONS_00042688.p1, TCONS_00042687.p1
OG0006765	ASTMX03547, ASTMX03548	TCONS_00020825.p1
OG0006766	ASTMX03906	TCONS_00022745.p1
OG0006768	ASTMX01848	TCONS_00040904.p1
OG0006769	ASTMX00239	TCONS_00023716.p1, TCONS_00029383.p1
OG0006770	ASTMX05163, ASTMX17797	TCONS_00029250.p1
OG0006772	ASTMX17412	TCONS_00026780.p1
OG0006775	ASTMX07700	TCONS_00012501.p1
OG0006776	ASTMX14097	TCONS_00055607.p1
OG0006777	ASTMX09376	TCONS_00010464.p1
OG0006780	ASTMX04854	TCONS_00011880.p1
OG0006784	ASTMX14614	TCONS_00043506.p1, TCONS_00056166.p1
OG0006827	ASTMX03162	TCONS_00052486.p1
OG0006828	ASTMX06916	TCONS_00028430.p1
OG0006829	ASTMX16614	TCONS_00027627.p1
OG0006830	ASTMX12230	TCONS_00010805.p1
OG0006832	ASTMX05805	TCONS_00009744.p1
OG0006833	ASTMX16981	TCONS_00007887.p1
OG0006835	ASTMX09545	TCONS_00000118.p1
OG0006837	ASTMX12356	TCONS_00035178.p1
OG0006838	ASTMX04988	TCONS_00012572.p1
OG0006839	ASTMX16275	TCONS_00031378.p1
OG0006842	ASTMX18470	TCONS_00052911.p1
OG0006843	ASTMX15344, ASTMX15343	TCONS_00029554.p1
OG0006844	ASTMX05150	TCONS_00028350.p1
OG0006845	ASTMX22497, ASTMX18536	TCONS_00010267.p1
OG0006846	ASTMX04852	TCONS_00010501.p1
OG0006847	ASTMX05035	TCONS_00016701.p1
OG0006848	ASTMX02777, ASTMX15411	TCONS_00031133.p1
OG0006849	ASTMX10597	TCONS_00011426.p1
OG0006850	ASTMX17410	TCONS_00000533.p1, TCONS_00000535.p1, TCONS_00000530.p1
OG0006851	ASTMX10431	TCONS_00026166.p1
OG0006852	ASTMX21034, ASTMX05169, ASTMX05168	TCONS_00017237.p1
OG0006853	ASTMX02147	TCONS_00049013.p1
OG0006856	ASTMX15975	TCONS_00007016.p1
OG0006857	ASTMX10533	TCONS_00021829.p1
OG0006859	ASTMX00755	TCONS_00048000.p1
OG0006860	ASTMX08893	TCONS_00008747.p1
OG0006862	ASTMX04586	TCONS_00011019.p1
OG0006863	ASTMX06189	TCONS_00052861.p1
OG0006864	ASTMX14844	TCONS_00041648.p1
OG0006865	ASTMX00544	TCONS_00022194.p1
OG0006866	ASTMX15118	TCONS_00050259.p1
OG0006867	ASTMX17195	TCONS_00010725.p1
OG0006869	ASTMX04037	TCONS_00048793.p1
OG0006870	ASTMX19219	TCONS_00021310.p1
OG0006871	ASTMX18202	TCONS_00022851.p1
OG0006872	ASTMX07240	TCONS_00019934.p1
OG0006873	ASTMX19378	TCONS_00006389.p1
OG0006874	ASTMX10745	TCONS_00013010.p1
OG0006875	ASTMX06127	TCONS_00057246.p1
OG0006876	ASTMX11416	TCONS_00054383.p1
OG0006877	ASTMX13244	TCONS_00042767.p1
OG0006878	ASTMX16892	TCONS_00054061.p1
OG0006879	ASTMX16173	TCONS_00037030.p1
OG0006880	ASTMX10742	TCONS_00014869.p1
OG0006881	ASTMX18811	TCONS_00043849.p1
OG0006882	ASTMX02554	TCONS_00008216.p1
OG0006885	ASTMX15506	TCONS_00012966.p1
OG0006886	ASTMX09095, ASTMX01120	TCONS_00023776.p1
OG0006887	ASTMX11439	TCONS_00055244.p1
OG0006888	ASTMX09251	TCONS_00017203.p1
OG0006889	ASTMX07203	TCONS_00007492.p1
OG0006890	ASTMX17391	TCONS_00026380.p1
OG0006891	ASTMX19493	TCONS_00005459.p1
OG0006892	ASTMX00090	TCONS_00055599.p1
OG0006893	ASTMX07824	TCONS_00013269.p1
OG0006894	ASTMX19536	TCONS_00013687.p1
OG0006895	ASTMX01494	TCONS_00056044.p1
OG0006896	ASTMX21118, ASTMX01593	TCONS_00030685.p1
OG0006897	ASTMX03361	TCONS_00028324.p1
OG0006898	ASTMX06272	TCONS_00008723.p1
OG0006899	ASTMX19445	TCONS_00024262.p1
OG0006901	ASTMX00087	TCONS_00056765.p1
OG0006902	ASTMX14454	TCONS_00036412.p1
OG0006903	ASTMX10135, ASTMX10443	TCONS_00004437.p1
OG0006904	ASTMX18096	TCONS_00042496.p1
OG0006905	ASTMX21329	TCONS_00008743.p1
OG0006906	ASTMX11180	TCONS_00006172.p1
OG0006907	ASTMX21343	TCONS_00045849.p1
OG0006908	ASTMX03466	TCONS_00005913.p1
OG0006909	ASTMX01775	TCONS_00049209.p1
OG0006911	ASTMX04692	TCONS_00015301.p1
OG0006912	ASTMX03849	TCONS_00015868.p1
OG0006914	ASTMX15342	TCONS_00028393.p1
OG0006916	ASTMX16770	TCONS_00029180.p1
OG0006917	ASTMX19078	TCONS_00050600.p1
OG0006918	ASTMX16285	TCONS_00046489.p1
OG0006919	ASTMX19164	TCONS_00026791.p1
OG0006920	ASTMX09808	TCONS_00001003.p1
OG0006922	ASTMX09149, ASTMX09150	TCONS_00013220.p1
OG0006923	ASTMX08705	TCONS_00002022.p1
OG0006924	ASTMX15741	TCONS_00019814.p1
OG0006925	ASTMX08108	TCONS_00056528.p1
OG0006926	ASTMX04276	TCONS_00017933.p1
OG0006928	ASTMX20820, ASTMX17417	TCONS_00017403.p1
OG0006929	ASTMX14469	TCONS_00001534.p1
OG0006930	ASTMX18849	TCONS_00002013.p1
OG0006931	ASTMX01266	TCONS_00016839.p1
OG0006932	ASTMX01417	TCONS_00013192.p1
OG0006934	ASTMX00025	TCONS_00021826.p1
OG0006935	ASTMX18496	TCONS_00027216.p1
OG0006936	ASTMX10953	TCONS_00026943.p1
OG0006937	ASTMX14042	TCONS_00023523.p1, TCONS_00023513.p1, TCONS_00023468.p1
OG0006938	ASTMX05289	TCONS_00048561.p1
OG0006939	ASTMX13531	TCONS_00045731.p1, TCONS_00045732.p1
OG0006942	ASTMX13442	TCONS_00011962.p1
OG0006943	ASTMX16314	TCONS_00016606.p1
OG0006944	ASTMX02091	TCONS_00032488.p1
OG0006945	ASTMX00086, ASTMX21538	TCONS_00057264.p1
OG0006946	ASTMX14240	TCONS_00015357.p1
OG0006948	ASTMX02465	TCONS_00012980.p1
OG0006949	ASTMX06229	TCONS_00019352.p1
OG0006951	ASTMX12012	TCONS_00004238.p1
OG0006952	ASTMX00883	TCONS_00007043.p1
OG0006953	ASTMX13999	TCONS_00057019.p1
OG0006954	ASTMX20718	TCONS_00010499.p1
OG0006955	ASTMX07198, ASTMX07110	TCONS_00048448.p1
OG0006956	ASTMX05793	TCONS_00026768.p1
OG0006957	ASTMX04737	TCONS_00026693.p1
OG0006958	ASTMX14580	TCONS_00016237.p1
OG0006959	ASTMX03957, ASTMX19214	TCONS_00017783.p1
OG0006960	ASTMX00079	TCONS_00000655.p1
OG0006962	ASTMX00716	TCONS_00051747.p1
OG0006964	ASTMX21391	TCONS_00013322.p1
OG0006965	ASTMX06957	TCONS_00030810.p1
OG0006966	ASTMX09198	TCONS_00021949.p1
OG0006967	ASTMX07737	TCONS_00013925.p1, TCONS_00013924.p1
OG0006968	ASTMX20101	TCONS_00008544.p1
OG0006969	ASTMX15725	TCONS_00027604.p1
OG0006970	ASTMX10956, ASTMX17588	TCONS_00006686.p1
OG0006971	ASTMX14444	TCONS_00006676.p1
OG0006972	ASTMX02143	TCONS_00008627.p1
OG0006974	ASTMX18253, ASTMX09496, ASTMX01542	TCONS_00055278.p1
OG0006975	ASTMX05767	TCONS_00001197.p1
OG0006976	ASTMX01198	TCONS_00002169.p1, TCONS_00002172.p1
OG0006977	ASTMX13939	TCONS_00047323.p1
OG0006978	ASTMX03349	TCONS_00028090.p1
OG0006979	ASTMX20387	TCONS_00057104.p1, TCONS_00057116.p1
OG0006980	ASTMX08911	TCONS_00052008.p1
OG0006981	ASTMX18249	TCONS_00056032.p1
OG0006982	ASTMX06903	TCONS_00027060.p1
OG0006983	ASTMX04803	TCONS_00051148.p1
OG0006984	ASTMX01069, ASTMX17758, ASTMX00621	TCONS_00024114.p1
OG0006985	ASTMX08374	TCONS_00049518.p1
OG0006987	ASTMX03786	TCONS_00004775.p1, TCONS_00031258.p1, TCONS_00016667.p1
OG0006988	ASTMX04994	TCONS_00010329.p1
OG0006989	ASTMX13258	TCONS_00055897.p1
OG0006990	ASTMX12780	TCONS_00030941.p1
OG0006991	ASTMX17290	TCONS_00045078.p1
