Orthogroup	ASTMX	HUMAN
OG0009214	ASTMX03525	HUMAN26431, HUMAN26432, HUMAN26430
OG0009215	ASTMX05610, ASTMX03945	HUMAN04757
OG0009216	ASTMX04197	HUMAN25235
OG0009218	ASTMX09259, ASTMX08861	HUMAN02333
OG0009218	ASTMX05173, ASTMX19784	HUMAN26907
OG0009219	ASTMX05427	HUMAN17805, HUMAN17804, HUMAN17803
OG0009220	ASTMX05465, ASTMX19468, ASTMX12927	HUMAN20119
OG0009221	ASTMX10218	HUMAN12930
OG0009221	ASTMX18338	HUMAN20734
OG0009222	ASTMX07314, ASTMX17500	HUMAN10355
OG0009223	ASTMX07498, ASTMX21866	HUMAN17282, HUMAN19850, HUMAN19867, HUMAN19859, HUMAN19854, HUMAN19852
OG0009224	ASTMX21248, ASTMX17265	HUMAN27581
OG0009224	ASTMX07974, ASTMX22604	HUMAN24246
OG0009225	ASTMX08676	HUMAN26321
OG0009226	ASTMX10165	HUMAN24096, HUMAN24095
OG0009229	ASTMX16052	HUMAN12897
OG0009229	ASTMX20163	HUMAN26098
OG0009229	ASTMX12037	HUMAN17905
OG0009230	ASTMX12189	HUMAN05375
OG0009231	ASTMX12984	HUMAN21309
OG0009232	ASTMX13361	HUMAN28638
OG0009234	ASTMX14013, ASTMX16369	HUMAN22164
OG0009292	ASTMX08904	HUMAN00958, HUMAN00957
OG0009293	ASTMX12774	HUMAN01076
OG0009296	ASTMX07993	HUMAN23892
OG0009297	ASTMX11881	HUMAN05760
OG0009299	ASTMX04947	HUMAN14385, HUMAN14384, HUMAN14383
OG0009310	ASTMX14717	HUMAN28488, HUMAN28487
OG0009313	ASTMX12933	HUMAN10196
OG0009315	ASTMX04123	HUMAN30592
OG0009320	ASTMX04542	HUMAN19432
OG0009322	ASTMX09776	HUMAN29447
OG0009325	ASTMX10287	HUMAN19698, HUMAN19699
OG0009327	ASTMX22452	HUMAN04214, HUMAN04213
OG0009328	ASTMX16542	HUMAN08719
OG0009330	ASTMX20931	HUMAN09763
OG0009331	ASTMX15745	HUMAN29486
OG0009337	ASTMX08177	HUMAN27421, HUMAN27420, HUMAN27419
OG0009338	ASTMX14914	HUMAN22935
OG0009339	ASTMX14198	HUMAN14499, HUMAN14500, HUMAN14502
OG0009340	ASTMX07536	HUMAN21178
OG0009344	ASTMX17056	HUMAN25894, HUMAN25893
OG0009345	ASTMX20195	HUMAN12760
OG0009347	ASTMX08498	HUMAN22124
OG0009348	ASTMX10628	HUMAN07224
OG0009349	ASTMX08018	HUMAN02959
OG0009350	ASTMX07273	HUMAN06148
OG0009356	ASTMX07684	HUMAN26604
OG0009357	ASTMX21839	HUMAN23395
OG0009358	ASTMX20279	HUMAN12728
OG0009363	ASTMX05017	HUMAN07386, HUMAN07385, HUMAN07384
OG0009365	ASTMX09036	HUMAN23643, HUMAN23642
OG0009371	ASTMX12245	HUMAN00769
OG0009378	ASTMX09707	HUMAN28434
OG0009380	ASTMX02621	HUMAN06842
OG0009382	ASTMX03150	HUMAN01229, HUMAN01228
OG0009383	ASTMX03564	HUMAN15231
OG0009384	ASTMX19221	HUMAN17271, HUMAN17266, HUMAN17459, HUMAN17461, HUMAN17481, HUMAN17491, HUMAN17510, HUMAN17472
OG0009385	ASTMX13205	HUMAN19791, HUMAN19790
OG0009386	ASTMX04633	HUMAN23915
OG0009392	ASTMX18627, ASTMX17668	HUMAN20267
OG0009393	ASTMX16408	HUMAN13032
OG0009398	ASTMX06562	HUMAN16971
OG0009399	ASTMX03486	HUMAN05461, HUMAN05460
OG0009401	ASTMX13382	HUMAN13293, HUMAN13292
OG0009403	ASTMX08800	HUMAN30002
OG0009404	ASTMX01189	HUMAN25848, HUMAN25847
OG0009407	ASTMX12324	HUMAN12145
OG0009409	ASTMX10433	HUMAN03173
OG0009410	ASTMX00704, ASTMX15844	HUMAN21467
OG0009415	ASTMX15998	HUMAN11766
OG0009419	ASTMX17964	HUMAN27298
OG0009424	ASTMX06617, ASTMX13392	HUMAN03371
OG0009425	ASTMX10429	HUMAN03182
OG0009426	ASTMX13659	HUMAN08999
OG0009427	ASTMX03222	HUMAN16872
OG0009430	ASTMX15729	HUMAN27763, HUMAN27762
OG0009432	ASTMX21544	HUMAN27636
OG0009436	ASTMX00460	HUMAN09830
OG0009443	ASTMX13947	HUMAN21100
OG0009446	ASTMX11562	HUMAN02050
OG0009448	ASTMX16001	HUMAN12096
OG0009449	ASTMX00474, ASTMX00473	HUMAN07754
OG0009452	ASTMX14277, ASTMX14278	HUMAN20517
OG0009457	ASTMX22846, ASTMX03649	HUMAN20585
OG0009459	ASTMX00402, ASTMX02558	HUMAN11523, HUMAN11524
OG0009460	ASTMX00456	HUMAN09781, HUMAN09779, HUMAN09780, HUMAN09778
OG0009461	ASTMX07234, ASTMX01707	HUMAN11503
OG0009462	ASTMX01710, ASTMX01709	HUMAN24425, HUMAN11329, HUMAN11328
OG0009463	ASTMX06161	HUMAN19364, HUMAN19365
OG0009463	ASTMX03485	HUMAN05462
OG0009464	ASTMX03647	HUMAN00531
OG0009465	ASTMX03916	HUMAN25329
OG0009465	ASTMX03736	HUMAN19513
OG0009467	ASTMX12050	HUMAN18111
OG0009467	ASTMX06721	HUMAN07076
OG0009468	ASTMX07071, ASTMX11211, ASTMX11265	HUMAN28840
OG0009469	ASTMX07279	HUMAN07659, HUMAN07658
OG0009470	ASTMX08684	HUMAN27897
OG0009470	ASTMX08880	HUMAN19128
OG0009471	ASTMX08735, ASTMX09141	HUMAN05867
OG0009474	ASTMX10493, ASTMX10704	HUMAN30190
OG0009475	ASTMX12157	HUMAN26370
OG0009476	ASTMX12395	HUMAN23492
OG0009476	ASTMX18995	HUMAN09994
OG0009477	ASTMX19550	HUMAN05559
OG0009477	ASTMX12529, ASTMX13510	HUMAN05563
OG0009479	ASTMX15097	HUMAN08627, HUMAN08625, HUMAN08626
OG0009480	ASTMX18430	HUMAN26039
OG0009480	ASTMX19160, ASTMX15588	HUMAN18427
OG0009481	ASTMX15589, ASTMX18091	HUMAN13273, HUMAN13275, HUMAN13276, HUMAN13280, HUMAN13281, HUMAN13274
OG0009482	ASTMX17667	HUMAN06051
OG0009482	ASTMX19912	HUMAN10147, HUMAN10146
OG0009483	ASTMX18593	HUMAN11553, HUMAN11552, HUMAN11551
OG0009484	ASTMX19419, ASTMX19418	HUMAN05415, HUMAN05417, HUMAN05416, HUMAN05414, HUMAN05413, HUMAN05420, HUMAN05419, HUMAN05421, HUMAN05418
OG0009485	ASTMX21580	HUMAN13557, HUMAN13556
OG0009485	ASTMX20909	HUMAN10185
OG0009486	ASTMX23003	HUMAN28305
OG0009543	ASTMX10627	HUMAN07227
OG0009544	ASTMX13208	HUMAN07362, HUMAN07363
OG0009553	ASTMX12171, ASTMX11868	HUMAN05219
OG0009553	ASTMX12170	HUMAN05220
OG0009554	ASTMX09151	HUMAN01655, HUMAN01654
OG0009562	ASTMX15500	HUMAN20206, HUMAN20205
OG0009566	ASTMX20992, ASTMX16797	HUMAN14365
OG0009571	ASTMX01603	HUMAN04922
OG0009575	ASTMX00464	HUMAN09604
OG0009584	ASTMX01491	HUMAN03591, HUMAN03590
OG0009585	ASTMX05619	HUMAN04733
OG0009586	ASTMX22605	HUMAN17473
OG0009586	ASTMX16702	HUMAN17474
OG0009587	ASTMX21531, ASTMX11661	HUMAN12029
OG0009590	ASTMX04040	HUMAN29800
OG0009591	ASTMX20271	HUMAN12538, HUMAN12539
OG0009592	ASTMX14984	HUMAN20825
OG0009595	ASTMX16250	HUMAN26019
OG0009598	ASTMX19254	HUMAN29036, HUMAN29037
OG0009604	ASTMX18240	HUMAN11402, HUMAN11401
OG0009607	ASTMX02476	HUMAN25120
OG0009614	ASTMX09709	HUMAN25897, HUMAN25898
OG0009617	ASTMX16732	HUMAN18060
OG0009620	ASTMX10916	HUMAN10039
OG0009624	ASTMX08978	HUMAN29339
OG0009626	ASTMX11989, ASTMX05898	HUMAN17079
OG0009626	ASTMX16460	HUMAN03086
OG0009629	ASTMX19446, ASTMX08540	HUMAN06138
OG0009630	ASTMX10923	HUMAN04554
OG0009634	ASTMX21616	HUMAN20640
OG0009637	ASTMX09523	HUMAN29748
OG0009640	ASTMX00010	HUMAN29612
OG0009642	ASTMX01806	HUMAN02906
OG0009646	ASTMX09037	HUMAN28919
OG0009649	ASTMX21147	HUMAN22602
OG0009650	ASTMX12738	HUMAN08169
OG0009651	ASTMX18582	HUMAN02662, HUMAN02663
OG0009652	ASTMX08110	HUMAN08431
OG0009653	ASTMX16709	HUMAN07636
OG0009654	ASTMX14910	HUMAN13260
OG0009656	ASTMX17887	HUMAN24039
OG0009657	ASTMX03475	HUMAN15580
OG0009657	ASTMX02508	HUMAN18717
OG0009658	ASTMX03348	HUMAN29407
OG0009659	ASTMX12985	HUMAN07819
OG0009662	ASTMX02164	HUMAN03897
OG0009665	ASTMX03747	HUMAN22982
OG0009666	ASTMX03914	HUMAN30197, HUMAN30198
OG0009669	ASTMX13978	HUMAN07568
OG0009675	ASTMX03284	HUMAN09025, HUMAN09026
OG0009676	ASTMX00921	HUMAN23168
OG0009678	ASTMX21777	HUMAN28591
OG0009680	ASTMX19456	HUMAN01292
OG0009681	ASTMX09708	HUMAN10245
OG0009683	ASTMX11132	HUMAN08819, HUMAN08818
OG0009684	ASTMX10249	HUMAN25450, HUMAN25451
OG0009686	ASTMX04026	HUMAN30531, HUMAN30530
OG0009687	ASTMX16481	HUMAN18688
OG0009700	ASTMX01800	HUMAN01395, HUMAN01396
OG0009703	ASTMX15887	HUMAN27058, HUMAN27056
OG0009706	ASTMX07997, ASTMX18824, ASTMX22295	HUMAN22751
OG0009707	ASTMX10005	HUMAN29046
OG0009714	ASTMX09069	HUMAN16270, HUMAN16269, HUMAN16271, HUMAN16268
OG0009717	ASTMX01717, ASTMX02197, ASTMX03068	HUMAN03878
OG0009719	ASTMX10449, ASTMX15868	HUMAN12758
OG0009720	ASTMX02987, ASTMX13718	HUMAN05211
OG0009721	ASTMX17197	HUMAN29408
OG0009721	ASTMX14523, ASTMX19156	HUMAN14808
OG0009722	ASTMX22522, ASTMX18649, ASTMX03792	HUMAN01561, HUMAN01557
OG0009723	ASTMX11599, ASTMX04208	HUMAN17068, HUMAN17070, HUMAN17069
OG0009724	ASTMX04296, ASTMX07601	HUMAN25278
OG0009725	ASTMX05047	HUMAN07242
OG0009725	ASTMX04404	HUMAN11702
OG0009726	ASTMX05036, ASTMX09953	HUMAN27522
OG0009727	ASTMX05576	HUMAN22184
OG0009727	ASTMX14951	HUMAN24044, HUMAN24045
OG0009730	ASTMX22838	HUMAN04178
OG0009732	ASTMX11081	HUMAN13824, HUMAN13825, HUMAN13826
OG0009733	ASTMX15272	HUMAN28710
OG0009734	ASTMX19736	HUMAN12727
OG0009734	ASTMX15581	HUMAN17727
OG0009735	ASTMX15825	HUMAN21258
OG0009737	ASTMX16419, ASTMX16420	HUMAN08207, HUMAN08209
OG0009738	ASTMX17707, ASTMX16986	HUMAN17203
OG0009740	ASTMX19907, ASTMX19908, ASTMX19909	HUMAN01946
OG0009741	ASTMX19940	HUMAN20573, HUMAN30665, HUMAN30671, HUMAN30666, HUMAN30672, HUMAN30673, HUMAN30664, HUMAN20572
OG0009742	ASTMX20242	HUMAN01053
OG0009743	ASTMX22188	HUMAN28415
OG0009843	ASTMX00971	HUMAN21435
OG0009856	ASTMX11022	HUMAN09930
OG0009858	ASTMX05580	HUMAN22166
OG0009871	ASTMX08293, ASTMX12606	HUMAN19677
OG0009874	ASTMX06221	HUMAN09688
OG0009875	ASTMX17652	HUMAN11173
OG0009890	ASTMX15574	HUMAN23911
OG0009892	ASTMX15123	HUMAN14965
OG0009896	ASTMX16133	HUMAN13313, HUMAN13312, HUMAN13314, HUMAN12118, HUMAN12119
OG0009902	ASTMX14965	HUMAN05691
OG0009906	ASTMX03858	HUMAN02563, HUMAN02564, HUMAN02565
OG0009908	ASTMX04452	HUMAN12710
OG0009911	ASTMX22297	HUMAN11997, HUMAN11996
OG0009918	ASTMX05082	HUMAN23404
OG0009923	ASTMX04236	HUMAN25108
OG0009925	ASTMX14221	HUMAN01595
OG0009926	ASTMX14583	HUMAN29192
OG0009927	ASTMX20154	HUMAN29683
OG0009930	ASTMX13720	HUMAN19356
OG0009933	ASTMX06082	HUMAN09980, HUMAN09979
OG0009935	ASTMX20722	HUMAN08340
OG0009941	ASTMX20029, ASTMX00733	HUMAN00691
OG0009946	ASTMX07567	HUMAN07733
OG0009947	ASTMX10684, ASTMX02325, ASTMX13459	HUMAN29213
OG0009949	ASTMX00195	HUMAN11042
OG0009952	ASTMX11960	HUMAN26214, HUMAN26213
OG0009953	ASTMX05435	HUMAN07646
OG0009960	ASTMX10993	HUMAN08944
OG0009964	ASTMX00662	HUMAN17932, HUMAN17933
OG0009968	ASTMX04610	HUMAN08414
OG0009971	ASTMX06614	HUMAN03119, HUMAN03118, HUMAN03120
OG0009972	ASTMX05074	HUMAN23314
OG0009976	ASTMX02162	HUMAN04681
OG0009989	ASTMX07664	HUMAN03404
OG0009993	ASTMX02647	HUMAN14072
OG0009994	ASTMX11472	HUMAN18924, HUMAN18923
OG0009995	ASTMX08630	HUMAN23582, HUMAN23581
OG0009996	ASTMX03491	HUMAN05689
OG0010005	ASTMX00624	HUMAN06251
OG0010006	ASTMX00696	HUMAN00424
OG0010007	ASTMX01074	HUMAN04316
OG0010008	ASTMX03110, ASTMX03847	HUMAN02246
OG0010009	ASTMX08411, ASTMX03194	HUMAN21543
OG0010010	ASTMX03535	HUMAN11026
OG0010010	ASTMX20943	HUMAN26132
OG0010011	ASTMX07480	HUMAN00815
OG0010011	ASTMX08161, ASTMX03876	HUMAN25676
OG0010012	ASTMX19169, ASTMX05318	HUMAN06477
OG0010013	ASTMX12373	HUMAN25567
OG0010013	ASTMX05761	HUMAN00582
OG0010014	ASTMX06314	HUMAN15559, HUMAN15560
OG0010015	ASTMX06560	HUMAN16963
OG0010016	ASTMX06841	HUMAN01900, HUMAN01899
OG0010017	ASTMX13711, ASTMX06901	HUMAN20020, HUMAN20019, HUMAN20018
OG0010018	ASTMX07587	HUMAN16586
OG0010018	ASTMX09716	HUMAN28177
OG0010019	ASTMX08528	HUMAN26995
OG0010020	ASTMX08685	HUMAN27899, HUMAN27898, HUMAN27900
OG0010021	ASTMX13972, ASTMX13385	HUMAN22192
OG0010022	ASTMX10299	HUMAN04728, HUMAN04726, HUMAN04727
OG0010023	ASTMX12262	HUMAN26163, HUMAN26162
OG0010024	ASTMX12277	HUMAN08914
OG0010025	ASTMX13534, ASTMX13899	HUMAN21491, HUMAN21492
OG0010026	ASTMX22139, ASTMX15398	HUMAN20200, HUMAN20201
OG0010028	ASTMX15722, ASTMX15721	HUMAN17404
OG0010029	ASTMX16218	HUMAN14050
OG0010030	ASTMX20438	HUMAN28187
OG0010030	ASTMX16284	HUMAN28186
OG0010031	ASTMX17030, ASTMX17031	HUMAN22797
OG0010032	ASTMX20414, ASTMX18451, ASTMX19961	HUMAN16561
OG0010033	ASTMX18497	HUMAN27772
OG0010125	ASTMX13166	HUMAN14822, HUMAN14820, HUMAN14819
OG0010127	ASTMX19443	HUMAN20346
OG0010139	ASTMX08936	HUMAN25785
OG0010150	ASTMX12728	HUMAN19658
OG0010154	ASTMX12379	HUMAN25574
OG0010163	ASTMX18515	HUMAN12236, HUMAN12237, HUMAN12238
OG0010164	ASTMX14252	HUMAN21078
OG0010165	ASTMX18998	HUMAN09991
OG0010170	ASTMX12560	HUMAN26129, HUMAN26130, HUMAN26128
OG0010172	ASTMX09923	HUMAN25375, HUMAN25374
OG0010177	ASTMX05250	HUMAN00200
OG0010180	ASTMX12550	HUMAN26062, HUMAN26060, HUMAN26059
OG0010192	ASTMX00319	HUMAN28930
OG0010194	ASTMX03401	HUMAN14021
OG0010198	ASTMX12638	HUMAN02992
OG0010205	ASTMX20084, ASTMX11959	HUMAN23206
OG0010209	ASTMX19198	HUMAN01877
OG0010210	ASTMX02923	HUMAN14431
OG0010212	ASTMX05951	HUMAN07344, HUMAN07345
OG0010213	ASTMX03052, ASTMX08320	HUMAN26479
OG0010219	ASTMX00856	HUMAN00666
OG0010219	ASTMX11317	HUMAN00667
OG0010232	ASTMX03683	HUMAN22386
OG0010240	ASTMX20782	HUMAN24743, HUMAN24742
OG0010246	ASTMX18235	HUMAN17509
OG0010246	ASTMX04427	HUMAN15871
OG0010252	ASTMX10962	HUMAN30529
OG0010253	ASTMX15360, ASTMX10455, ASTMX04142	HUMAN12953
OG0010254	ASTMX00579	HUMAN10023
OG0010256	ASTMX07282	HUMAN07666, HUMAN07665
OG0010266	ASTMX16530	HUMAN02539, HUMAN02540
OG0010269	ASTMX09771	HUMAN29435
OG0010271	ASTMX05906	HUMAN07263
OG0010276	ASTMX18524	HUMAN14685
OG0010286	ASTMX11457	HUMAN18971
OG0010289	ASTMX06349, ASTMX06350	HUMAN19090
OG0010294	ASTMX16942	HUMAN11817
OG0010303	ASTMX18227	HUMAN23239
OG0010303	ASTMX01719, ASTMX00253	HUMAN01834
OG0010304	ASTMX00572, ASTMX14780	HUMAN18271
OG0010305	ASTMX00877, ASTMX06733	HUMAN28230
OG0010305	ASTMX16579	HUMAN16631
OG0010306	ASTMX10747	HUMAN21126
OG0010306	ASTMX19640	HUMAN06718
OG0010307	ASTMX01082	HUMAN04117
OG0010307	ASTMX17447, ASTMX17615	HUMAN01448
OG0010308	ASTMX01161	HUMAN30055
OG0010308	ASTMX06186	HUMAN07495
OG0010309	ASTMX01221	HUMAN25536
OG0010311	ASTMX01528, ASTMX12413	HUMAN09649
OG0010312	ASTMX01597, ASTMX22323	HUMAN08222
OG0010312	ASTMX01596	HUMAN08223
OG0010313	ASTMX17449, ASTMX01782	HUMAN02306
OG0010314	ASTMX01796	HUMAN19102
OG0010315	ASTMX17798	HUMAN09765, HUMAN09766
OG0010316	ASTMX12034	HUMAN17901
OG0010316	ASTMX20158, ASTMX01906	HUMAN26105
OG0010317	ASTMX16046	HUMAN12908
OG0010317	ASTMX01907, ASTMX20157	HUMAN26106
OG0010318	ASTMX01939	HUMAN22235
OG0010319	ASTMX10790, ASTMX10789, ASTMX02765	HUMAN08954, HUMAN08953, HUMAN08955
OG0010320	ASTMX03145	HUMAN01255
OG0010321	ASTMX03726	HUMAN02086
OG0010322	ASTMX22986	HUMAN30465
OG0010322	ASTMX03917	HUMAN30463
OG0010322	ASTMX16801	HUMAN30464
OG0010323	ASTMX04730	HUMAN24110
OG0010325	ASTMX17194, ASTMX17193, ASTMX17192, ASTMX17191, ASTMX05942	HUMAN07329, HUMAN07330, HUMAN07331
OG0010326	ASTMX06887	HUMAN27160
OG0010327	ASTMX07540	HUMAN07738, HUMAN07739, HUMAN07740, HUMAN07742, HUMAN07741
OG0010328	ASTMX07945, ASTMX07946, ASTMX13994, ASTMX13995	HUMAN01476, HUMAN01475
OG0010330	ASTMX17088, ASTMX09619	HUMAN10773, HUMAN10774, HUMAN26339
OG0010331	ASTMX20097, ASTMX11083, ASTMX11084, ASTMX11082	HUMAN13830
OG0010332	ASTMX11730, ASTMX20653	HUMAN13674
OG0010333	ASTMX11767	HUMAN24528, HUMAN24529, HUMAN24526
OG0010334	ASTMX11849	HUMAN29623
OG0010335	ASTMX12165, ASTMX11867	HUMAN05212
OG0010336	ASTMX12062	HUMAN17810
OG0010336	ASTMX13736	HUMAN06425
OG0010337	ASTMX12802	HUMAN05609
OG0010337	ASTMX12151	HUMAN19551
OG0010338	ASTMX12569, ASTMX18431	HUMAN26037, HUMAN26038
OG0010341	ASTMX16212	HUMAN26286
OG0010341	ASTMX12955	HUMAN18448
OG0010342	ASTMX13526	HUMAN02466
OG0010343	ASTMX14144, ASTMX14143, ASTMX14517	HUMAN17336
OG0010344	ASTMX14471	HUMAN25501
OG0010345	ASTMX14919	HUMAN22924
OG0010346	ASTMX15109	HUMAN08356, HUMAN08357
OG0010348	ASTMX17292	HUMAN15795, HUMAN15794
OG0010349	ASTMX22470	HUMAN10636
OG0010349	ASTMX17332	HUMAN13267
OG0010351	ASTMX19249, ASTMX21601	HUMAN04210, HUMAN04208, HUMAN04209
OG0010352	ASTMX19258	HUMAN22531, HUMAN22530
OG0010353	ASTMX19338	HUMAN22720
OG0010354	ASTMX20567, ASTMX22951, ASTMX20568	HUMAN29293
OG0010355	ASTMX21229	HUMAN16369, HUMAN16368, HUMAN16367, HUMAN16370
OG0010484	ASTMX06975	HUMAN26718
OG0010490	ASTMX09772	HUMAN29508
OG0010502	ASTMX05054	HUMAN07283
OG0010525	ASTMX05751	HUMAN25410
OG0010537	ASTMX17060	HUMAN00980
OG0010540	ASTMX13111	HUMAN02281
OG0010542	ASTMX13654	HUMAN09294
OG0010543	ASTMX13644	HUMAN23821
OG0010548	ASTMX07589	HUMAN16590
OG0010557	ASTMX14328, ASTMX05266	HUMAN00376
OG0010566	ASTMX14760	HUMAN22129
OG0010570	ASTMX15387	HUMAN28086, HUMAN28085
OG0010574	ASTMX14208	HUMAN01801
OG0010575	ASTMX10938	HUMAN25686
OG0010582	ASTMX13672	HUMAN09269
OG0010585	ASTMX05078	HUMAN23305, HUMAN23306
OG0010592	ASTMX06473	HUMAN01012
OG0010592	ASTMX10009	HUMAN23406, HUMAN23405
OG0010594	ASTMX10259	HUMAN25435, HUMAN25434
OG0010595	ASTMX14405, ASTMX10609	HUMAN01075, HUMAN16944, HUMAN16943
OG0010600	ASTMX16473	HUMAN01264
OG0010634	ASTMX15016	HUMAN17743, HUMAN17742, HUMAN17744
OG0010641	ASTMX20291	HUMAN02719
OG0010660	ASTMX04529	HUMAN30110
OG0010660	ASTMX00027, ASTMX09520	HUMAN07701
OG0010661	ASTMX19267	HUMAN06838
OG0010661	ASTMX00355	HUMAN03963
OG0010662	ASTMX09721, ASTMX22342, ASTMX14220	HUMAN01594
OG0010663	ASTMX01233	HUMAN27614
OG0010664	ASTMX01304, ASTMX02472	HUMAN25000, HUMAN24999
OG0010666	ASTMX18486, ASTMX01887	HUMAN25985
OG0010667	ASTMX02249	HUMAN07652
OG0010667	ASTMX08774	HUMAN17610
OG0010669	ASTMX02498	HUMAN16846
OG0010670	ASTMX02905	HUMAN14148
OG0010671	ASTMX08763, ASTMX03134	HUMAN18461
OG0010672	ASTMX14558, ASTMX03442	HUMAN20529
OG0010673	ASTMX15513, ASTMX03569	HUMAN24543
OG0010674	ASTMX03939, ASTMX05632	HUMAN04813, HUMAN04812, HUMAN04811
OG0010675	ASTMX11542	HUMAN00930
OG0010676	ASTMX14460	HUMAN07370
OG0010676	ASTMX04400	HUMAN11676
OG0010677	ASTMX05831, ASTMX13168	HUMAN17046
OG0010678	ASTMX05641	HUMAN30455, HUMAN30457, HUMAN30456
OG0010679	ASTMX05780	HUMAN00727
OG0010680	ASTMX06323	HUMAN18330, HUMAN18331
OG0010681	ASTMX11509, ASTMX06876	HUMAN05860
OG0010683	ASTMX06897	HUMAN01600
OG0010684	ASTMX07093, ASTMX22689	HUMAN09526, HUMAN09527
OG0010685	ASTMX07127	HUMAN26942, HUMAN26941
OG0010686	ASTMX08376	HUMAN20426
OG0010686	ASTMX07274	HUMAN06147
OG0010687	ASTMX11286	HUMAN05588
OG0010687	ASTMX07296	HUMAN01545
OG0010688	ASTMX08244	HUMAN22887, HUMAN22886
OG0010688	ASTMX20848	HUMAN24370
OG0010689	ASTMX09591, ASTMX23056, ASTMX22780	HUMAN29434, HUMAN29452, HUMAN29451
OG0010692	ASTMX10735	HUMAN17715
OG0010693	ASTMX10809	HUMAN16745
OG0010694	ASTMX12436	HUMAN02126
OG0010695	ASTMX12565, ASTMX16282	HUMAN26032
OG0010696	ASTMX19958, ASTMX13417	HUMAN25660, HUMAN25659, HUMAN25658
OG0010698	ASTMX16731, ASTMX14511	HUMAN18064, HUMAN18063, HUMAN18062, HUMAN18061
OG0010699	ASTMX23008, ASTMX14943	HUMAN21674
OG0010699	ASTMX14942	HUMAN21675
OG0010700	ASTMX15477	HUMAN10568, HUMAN10567, HUMAN10569, HUMAN10570, HUMAN10571
OG0010701	ASTMX16630	HUMAN06889
OG0010703	ASTMX21578, ASTMX17436	HUMAN13180
OG0010705	ASTMX18457	HUMAN04100
OG0010706	ASTMX20651	HUMAN23187
OG0010707	ASTMX20871	HUMAN24252, HUMAN24250, HUMAN22152
OG0010709	ASTMX20991	HUMAN01846
OG0010710	ASTMX21291	HUMAN13171, HUMAN13167, HUMAN13164, HUMAN13170, HUMAN13165, HUMAN13163, HUMAN13166, HUMAN13169, HUMAN13168
OG0010837	ASTMX11148	HUMAN08645
OG0010850	ASTMX15747	HUMAN29056
OG0010864	ASTMX19657	HUMAN19143
OG0010874	ASTMX05510	HUMAN00933
OG0010875	ASTMX08373	HUMAN20489
OG0010876	ASTMX16774	HUMAN19963, HUMAN19962
OG0010879	ASTMX07966	HUMAN18488
OG0010887	ASTMX09656	HUMAN22139, HUMAN22138
OG0010891	ASTMX13986	HUMAN26443, HUMAN26385
OG0010898	ASTMX09801	HUMAN07450, HUMAN07449
OG0010903	ASTMX07109	HUMAN02902
OG0010915	ASTMX17861	HUMAN21530
OG0010916	ASTMX12862	HUMAN23354
OG0010953	ASTMX01688	HUMAN18736
OG0010962	ASTMX00840	HUMAN24586
OG0010985	ASTMX01228	HUMAN25643
OG0010987	ASTMX09606	HUMAN29211, HUMAN29210
OG0010994	ASTMX17693	HUMAN15778
OG0011004	ASTMX21326	HUMAN07514, HUMAN19225
OG0011024	ASTMX00450, ASTMX00241	HUMAN03855, HUMAN03856
OG0011025	ASTMX00622, ASTMX13271	HUMAN24573
OG0011026	ASTMX05258, ASTMX00817	HUMAN00453
OG0011027	ASTMX09000, ASTMX01086	HUMAN04186
OG0011028	ASTMX09122	HUMAN22019
OG0011029	ASTMX07565	HUMAN07737
OG0011030	ASTMX04620, ASTMX11808, ASTMX03285, ASTMX01272	HUMAN09027
OG0011031	ASTMX02539, ASTMX01515	HUMAN03657
OG0011032	ASTMX01559	HUMAN13537, HUMAN13536, HUMAN13535, HUMAN13534
OG0011033	ASTMX22109, ASTMX01936, ASTMX06703, ASTMX06704, ASTMX01937, ASTMX19190	HUMAN20788
OG0011034	ASTMX02265	HUMAN22256, HUMAN21667, HUMAN21665, HUMAN21666, HUMAN21668
OG0011036	ASTMX17182, ASTMX03708	HUMAN19389, HUMAN19388
OG0011037	ASTMX03743, ASTMX03744	HUMAN23839, HUMAN23837, HUMAN23838
OG0011038	ASTMX05628, ASTMX03879, ASTMX12893	HUMAN08682, HUMAN08681
OG0011039	ASTMX03907	HUMAN30335
OG0011040	ASTMX05375	HUMAN02328
OG0011041	ASTMX13367, ASTMX05470	HUMAN00923
OG0011042	ASTMX06128	HUMAN05510
OG0011043	ASTMX06307	HUMAN15571
OG0011044	ASTMX16465, ASTMX06649	HUMAN03102
OG0011045	ASTMX06885, ASTMX11512	HUMAN27163
OG0011047	ASTMX07594	HUMAN16599
OG0011048	ASTMX10807, ASTMX08172	HUMAN16763
OG0011049	ASTMX08786	HUMAN29999
OG0011050	ASTMX11291, ASTMX09382, ASTMX15862	HUMAN05738
OG0011051	ASTMX19189	HUMAN17175, HUMAN17176
OG0011052	ASTMX09881	HUMAN05618
OG0011053	ASTMX14481	HUMAN00475
OG0011053	ASTMX09931	HUMAN25359
OG0011054	ASTMX10111, ASTMX11501	HUMAN16363, HUMAN16362
OG0011055	ASTMX10512	HUMAN20091, HUMAN20090
OG0011056	ASTMX10658	HUMAN01791
OG0011057	ASTMX10943	HUMAN25646
OG0011057	ASTMX16820	HUMAN25645
OG0011057	ASTMX13033	HUMAN25644
OG0011058	ASTMX22068	HUMAN24914
OG0011058	ASTMX11339	HUMAN29175
