Orthogroup	ASTMX	BRALA
OG0007183	ASTMX05746	BRALA00051
OG0007184	ASTMX04306	BRALA16251, BRALA12218
OG0007185	ASTMX18718, ASTMX07838	BRALA34535, BRALA34427, BRALA34517
OG0007186	ASTMX01462	BRALA22761
OG0007187	ASTMX05320	BRALA00112
OG0007188	ASTMX06664	BRALA17130
OG0007189	ASTMX20543	BRALA23034
OG0007190	ASTMX05931	BRALA03952
OG0007191	ASTMX21840	BRALA05241
OG0007192	ASTMX07871	BRALA14056
OG0007195	ASTMX16329	BRALA16325, BRALA16326
OG0007198	ASTMX09261	BRALA18279
OG0007199	ASTMX12249, ASTMX15392	BRALA13738
OG0007200	ASTMX15610	BRALA16225
OG0007201	ASTMX04910	BRALA13129
OG0007204	ASTMX05488, ASTMX20399	BRALA00866
OG0007205	ASTMX12447, ASTMX11759, ASTMX11341, ASTMX05725	BRALA03054
OG0007209	ASTMX11363, ASTMX15404	BRALA02539
OG0007248	ASTMX11925	BRALA16141
OG0007250	ASTMX04160	BRALA13592
OG0007251	ASTMX21422	BRALA15601
OG0007254	ASTMX14077	BRALA15786
OG0007255	ASTMX20514	BRALA14805
OG0007256	ASTMX11396	BRALA01128
OG0007258	ASTMX15166	BRALA01613
OG0007260	ASTMX05630	BRALA20373, BRALA35407
OG0007261	ASTMX18822, ASTMX21778	BRALA01249
OG0007264	ASTMX01064	BRALA12516
OG0007266	ASTMX02148	BRALA09231
OG0007267	ASTMX06471	BRALA05179
OG0007268	ASTMX21870	BRALA12188
OG0007269	ASTMX01325	BRALA27876
OG0007270	ASTMX04175, ASTMX22945	BRALA26812
OG0007271	ASTMX06578	BRALA06361
OG0007272	ASTMX05229	BRALA05677
OG0007273	ASTMX07371	BRALA08923
OG0007274	ASTMX02966	BRALA24356
OG0007275	ASTMX12595	BRALA09361
OG0007279	ASTMX12215	BRALA33921
OG0007280	ASTMX21182	BRALA09494, BRALA26108
OG0007281	ASTMX19835	BRALA06305, BRALA06306
OG0007282	ASTMX13185	BRALA19380
OG0007283	ASTMX04985, ASTMX12322	BRALA33333, BRALA33331, BRALA19278
OG0007284	ASTMX20942, ASTMX08706, ASTMX11857	BRALA33311, BRALA16651
OG0007285	ASTMX14462	BRALA28210
OG0007286	ASTMX18425	BRALA33636, BRALA21723, BRALA21724, BRALA21725
OG0007288	ASTMX03770	BRALA06735
OG0007289	ASTMX13263	BRALA05887
OG0007290	ASTMX00594, ASTMX00595	BRALA03132
OG0007291	ASTMX18522	BRALA21233
OG0007292	ASTMX06760	BRALA02935
OG0007293	ASTMX00876	BRALA17074
OG0007294	ASTMX12341	BRALA10694
OG0007295	ASTMX04656	BRALA03986
OG0007297	ASTMX03978	BRALA13069
OG0007299	ASTMX19667	BRALA28383
OG0007300	ASTMX11999	BRALA14038
OG0007301	ASTMX00922	BRALA27287
OG0007302	ASTMX06041	BRALA08130
OG0007303	ASTMX10541	BRALA32134
OG0007304	ASTMX20413	BRALA14327
OG0007305	ASTMX03479	BRALA05988
OG0007306	ASTMX03689	BRALA29356
OG0007307	ASTMX04207	BRALA35494
OG0007308	ASTMX01916	BRALA04705
OG0007309	ASTMX11583	BRALA20888
OG0007310	ASTMX12704	BRALA21054
OG0007312	ASTMX04996	BRALA10433
OG0007314	ASTMX10223	BRALA24702
OG0007316	ASTMX02720	BRALA07238
OG0007317	ASTMX22022	BRALA16631
OG0007319	ASTMX07462	BRALA18245
OG0007320	ASTMX12409	BRALA13547
OG0007321	ASTMX11807	BRALA13420
OG0007322	ASTMX11199	BRALA16163
OG0007323	ASTMX17924	BRALA14738
OG0007325	ASTMX02559	BRALA03154
OG0007326	ASTMX05141	BRALA06343
OG0007327	ASTMX16928	BRALA12100
OG0007328	ASTMX09690	BRALA25600
OG0007329	ASTMX09140	BRALA02913
OG0007330	ASTMX02261	BRALA18712
OG0007331	ASTMX20704	BRALA30460
OG0007333	ASTMX22709, ASTMX07160, ASTMX00006, ASTMX08588	BRALA14246
OG0007334	ASTMX00823	BRALA04311
OG0007335	ASTMX08086	BRALA25943
OG0007336	ASTMX07496	BRALA30607
OG0007337	ASTMX12916	BRALA18705
OG0007338	ASTMX02618	BRALA02099
OG0007339	ASTMX02641	BRALA23677
OG0007340	ASTMX08732	BRALA02660
OG0007341	ASTMX04204	BRALA10192
OG0007343	ASTMX18185	BRALA17838
OG0007344	ASTMX01305, ASTMX02473	BRALA24424
OG0007345	ASTMX21131, ASTMX06635, ASTMX21132	BRALA25248
OG0007347	ASTMX19348	BRALA07020
OG0007349	ASTMX13465	BRALA14778
OG0007351	ASTMX16249	BRALA00217
OG0007352	ASTMX15445	BRALA35566
OG0007353	ASTMX00421	BRALA19998
OG0007354	ASTMX09586	BRALA00412
OG0007355	ASTMX20506	BRALA02332
OG0007356	ASTMX09436	BRALA25647
OG0007357	ASTMX00212	BRALA17388
OG0007358	ASTMX13640, ASTMX13639	BRALA08494
OG0007359	ASTMX02654, ASTMX18346	BRALA12442
OG0007360	ASTMX13128	BRALA10063
OG0007361	ASTMX04257	BRALA13539
OG0007363	ASTMX09519	BRALA08293
OG0007364	ASTMX19884	BRALA08059
OG0007365	ASTMX11544	BRALA05325
OG0007366	ASTMX07911	BRALA31025
OG0007367	ASTMX16066	BRALA00971
OG0007368	ASTMX21920, ASTMX21921	BRALA07746
OG0007369	ASTMX07879	BRALA09020
OG0007370	ASTMX04423	BRALA14953
OG0007371	ASTMX13154	BRALA11443
OG0007372	ASTMX12516	BRALA20327
OG0007373	ASTMX14113	BRALA16176
OG0007374	ASTMX12837	BRALA18990
OG0007376	ASTMX15253	BRALA21288
OG0007377	ASTMX03790	BRALA03029
OG0007378	ASTMX18122	BRALA13639
OG0007379	ASTMX14785	BRALA24434
OG0007380	ASTMX04916	BRALA28437
OG0007381	ASTMX20401	BRALA13126
OG0007382	ASTMX17402	BRALA16494
OG0007384	ASTMX14111	BRALA03269
OG0007385	ASTMX09213	BRALA25387
OG0007386	ASTMX20935	BRALA15131
OG0007387	ASTMX15746	BRALA24094
OG0007388	ASTMX22670	BRALA05214
OG0007389	ASTMX10391	BRALA20644
OG0007390	ASTMX04953	BRALA11138
OG0007391	ASTMX13069	BRALA28883
OG0007392	ASTMX19324	BRALA00840
OG0007393	ASTMX01350	BRALA13386
OG0007394	ASTMX16185	BRALA12036
OG0007395	ASTMX01531	BRALA06410
OG0007396	ASTMX12830, ASTMX12829	BRALA03114
OG0007397	ASTMX14034	BRALA01278
OG0007399	ASTMX13453	BRALA14407
OG0007400	ASTMX09121	BRALA06164
OG0007401	ASTMX12789	BRALA12586
OG0007402	ASTMX15982	BRALA19511
OG0007403	ASTMX16612	BRALA16422
OG0007405	ASTMX02602	BRALA33876
OG0007406	ASTMX09996	BRALA15019
OG0007407	ASTMX12099	BRALA06603
OG0007408	ASTMX09058	BRALA16019
OG0007409	ASTMX07509	BRALA16018
OG0007410	ASTMX19533, ASTMX13216, ASTMX11670	BRALA25283
OG0007411	ASTMX13621	BRALA07828
OG0007412	ASTMX13610	BRALA24506
OG0007414	ASTMX05497	BRALA00794
OG0007415	ASTMX16034, ASTMX16033	BRALA11329
OG0007416	ASTMX17243	BRALA22926
OG0007417	ASTMX20315	BRALA28685
OG0007418	ASTMX04419	BRALA07233
OG0007419	ASTMX04991	BRALA32702
OG0007420	ASTMX20030	BRALA05649
OG0007422	ASTMX19693	BRALA31055
OG0007423	ASTMX12312, ASTMX03626	BRALA06360
OG0007424	ASTMX15981	BRALA19512
OG0007425	ASTMX02596	BRALA18724
OG0007427	ASTMX12286	BRALA13862
OG0007428	ASTMX08697	BRALA14474
OG0007429	ASTMX03059	BRALA17344
OG0007430	ASTMX03740	BRALA18805
OG0007431	ASTMX01820	BRALA00289
OG0007432	ASTMX14921	BRALA05560
OG0007433	ASTMX17755	BRALA02285
OG0007436	ASTMX15686, ASTMX15687	BRALA04652
OG0007437	ASTMX18512, ASTMX04683	BRALA11467
OG0007438	ASTMX09594	BRALA35881, BRALA35657, BRALA35687, BRALA29625
OG0007440	ASTMX05556	BRALA15364
OG0007441	ASTMX09117	BRALA25793
OG0007442	ASTMX06460	BRALA00948
OG0007443	ASTMX12858	BRALA28425
OG0007444	ASTMX03551, ASTMX12507	BRALA08462
OG0007445	ASTMX06203	BRALA34871
OG0007446	ASTMX05100	BRALA24916
OG0007449	ASTMX17730	BRALA03186
OG0007450	ASTMX04602	BRALA35694, BRALA30877
OG0007451	ASTMX12754	BRALA19075
OG0007452	ASTMX07761	BRALA30585
OG0007453	ASTMX23041, ASTMX14696	BRALA02538
OG0007454	ASTMX12724	BRALA11674, BRALA11657
OG0007455	ASTMX07952	BRALA23733
OG0007456	ASTMX09758	BRALA10347
OG0007457	ASTMX13240	BRALA01396
OG0007458	ASTMX22316	BRALA00936
OG0007459	ASTMX04370	BRALA25784
OG0007460	ASTMX03203	BRALA31050
OG0007461	ASTMX10994, ASTMX10995	BRALA26165, BRALA26166
OG0007462	ASTMX13256	BRALA04774
OG0007463	ASTMX08538	BRALA34987
OG0007464	ASTMX01898	BRALA10754
OG0007465	ASTMX14370, ASTMX22932	BRALA29322
OG0007467	ASTMX18832	BRALA26104, BRALA09490
OG0007468	ASTMX20018	BRALA29159
OG0007470	ASTMX16381, ASTMX00497	BRALA00749
OG0007471	ASTMX05581	BRALA03355
OG0007472	ASTMX08198	BRALA15060
OG0007473	ASTMX04881	BRALA14480
OG0007475	ASTMX09706	BRALA07629
OG0007476	ASTMX18971	BRALA05145
OG0007477	ASTMX19734	BRALA20995
OG0007478	ASTMX10619	BRALA07242
OG0007480	ASTMX07621	BRALA27468
OG0007481	ASTMX09636	BRALA28931
OG0007482	ASTMX15375	BRALA05483
OG0007483	ASTMX18379	BRALA14638
OG0007484	ASTMX16513	BRALA34970, BRALA25018
OG0007485	ASTMX15236	BRALA17403
OG0007487	ASTMX04401	BRALA12117
OG0007488	ASTMX15704	BRALA07730
OG0007489	ASTMX20723	BRALA29818
OG0007490	ASTMX11459	BRALA09759
OG0007491	ASTMX21855	BRALA27933
OG0007492	ASTMX22346	BRALA34455
OG0007493	ASTMX17601, ASTMX16370	BRALA18995, BRALA33487, BRALA33486
OG0007494	ASTMX10193	BRALA27579
OG0007495	ASTMX11414	BRALA07064
OG0007496	ASTMX22765	BRALA04764
OG0007497	ASTMX00120	BRALA11633
OG0007498	ASTMX21105	BRALA18534
OG0007499	ASTMX03949	BRALA22115
OG0007500	ASTMX04154, ASTMX15693	BRALA11287
OG0007501	ASTMX07151	BRALA02351
OG0007503	ASTMX06574	BRALA05826
OG0007504	ASTMX12320	BRALA06373
OG0007506	ASTMX01578	BRALA21570
OG0007507	ASTMX22746	BRALA10832
OG0007509	ASTMX09639	BRALA01191
OG0007510	ASTMX02461	BRALA26388
OG0007513	ASTMX22406, ASTMX07121	BRALA26098
OG0007515	ASTMX11064	BRALA19434
OG0007516	ASTMX00630, ASTMX02116	BRALA09263
OG0007517	ASTMX00346	BRALA23390
OG0007518	ASTMX22420	BRALA11045
OG0007519	ASTMX02575	BRALA16478
OG0007520	ASTMX05912	BRALA00804
OG0007521	ASTMX02807, ASTMX13161	BRALA26589, BRALA15415, BRALA15417
OG0007523	ASTMX15056, ASTMX11358, ASTMX22010, ASTMX10034	BRALA15253, BRALA11581
OG0007524	ASTMX11833	BRALA12115
OG0007525	ASTMX02842	BRALA00802
OG0007527	ASTMX20421, ASTMX12338	BRALA03350
OG0007528	ASTMX16867	BRALA02975
OG0007529	ASTMX06570	BRALA16768
OG0007531	ASTMX21127	BRALA17602
OG0007533	ASTMX18571, ASTMX19307	BRALA21270
OG0007540	ASTMX05731, ASTMX01021, ASTMX00653	BRALA34575
OG0007541	ASTMX01290	BRALA24666, BRALA31281
OG0007543	ASTMX03328	BRALA17372, BRALA17373, BRALA03035
OG0007546	ASTMX08577	BRALA06575
OG0007548	ASTMX09188	BRALA29916
OG0007550	ASTMX22113, ASTMX11768, ASTMX18793	BRALA12482
OG0007551	ASTMX12969, ASTMX11830	BRALA16228
OG0007553	ASTMX16313	BRALA12789, BRALA26526, BRALA26523, BRALA26525, BRALA21226, BRALA21230, BRALA26363, BRALA21223, BRALA30307, BRALA10280
OG0007582	ASTMX04137	BRALA17102
OG0007583	ASTMX03611	BRALA23625
OG0007584	ASTMX21397	BRALA25296
OG0007586	ASTMX18851	BRALA09264
OG0007587	ASTMX10665	BRALA17088
OG0007588	ASTMX16311	BRALA22913
OG0007589	ASTMX14018	BRALA11876
OG0007591	ASTMX10219	BRALA06678
OG0007592	ASTMX15697	BRALA11294
OG0007593	ASTMX05699	BRALA12415
OG0007594	ASTMX19718	BRALA01388
OG0007596	ASTMX01050	BRALA00378
OG0007597	ASTMX12506	BRALA14989
OG0007598	ASTMX15421	BRALA33645, BRALA16967
OG0007600	ASTMX06490	BRALA05995
OG0007601	ASTMX14174	BRALA06275
OG0007602	ASTMX12453	BRALA01092
OG0007603	ASTMX06253	BRALA03223
OG0007604	ASTMX02553	BRALA03083
OG0007605	ASTMX01306, ASTMX02474	BRALA22620
OG0007606	ASTMX08449	BRALA22619
OG0007607	ASTMX05677	BRALA18781
OG0007608	ASTMX09087, ASTMX00919	BRALA17891, BRALA01779
OG0007609	ASTMX13434	BRALA13610
OG0007610	ASTMX00949	BRALA10955
OG0007611	ASTMX01317	BRALA10782, BRALA10908
OG0007612	ASTMX05194	BRALA02328
OG0007613	ASTMX02855	BRALA26105, BRALA09491
OG0007614	ASTMX02573	BRALA19107
OG0007615	ASTMX21643	BRALA18987
OG0007616	ASTMX07503, ASTMX07502	BRALA21884
OG0007617	ASTMX10087	BRALA14633
OG0007619	ASTMX18208	BRALA15804
OG0007621	ASTMX08854	BRALA05330
OG0007622	ASTMX11258	BRALA12768
OG0007624	ASTMX07491	BRALA09011
OG0007626	ASTMX04623	BRALA05808
OG0007628	ASTMX19581	BRALA22740
OG0007629	ASTMX13084	BRALA14609
OG0007630	ASTMX18126	BRALA05804
OG0007631	ASTMX20840, ASTMX09783	BRALA34085
OG0007632	ASTMX18462, ASTMX04246	BRALA28977
OG0007633	ASTMX02751	BRALA00395
OG0007634	ASTMX19337	BRALA03596
OG0007635	ASTMX01942	BRALA03646
OG0007637	ASTMX04583	BRALA13282
OG0007638	ASTMX06881	BRALA15707
OG0007639	ASTMX18691	BRALA03855
OG0007640	ASTMX17837, ASTMX02941	BRALA13545
OG0007642	ASTMX07389	BRALA00230
OG0007643	ASTMX05389	BRALA21368
OG0007645	ASTMX05408	BRALA24158
OG0007646	ASTMX00141	BRALA28662
OG0007647	ASTMX19745	BRALA07390
OG0007648	ASTMX09097	BRALA16886
OG0007650	ASTMX15984	BRALA08919
OG0007651	ASTMX20922	BRALA13660
OG0007652	ASTMX20055, ASTMX09733	BRALA02699
OG0007653	ASTMX11577	BRALA01387
OG0007655	ASTMX05138, ASTMX12497, ASTMX11936, ASTMX02437	BRALA08398, BRALA08376
OG0007656	ASTMX02152	BRALA28227
OG0007657	ASTMX19589	BRALA02507
OG0007658	ASTMX08797	BRALA19665
OG0007659	ASTMX12190	BRALA00241
OG0007660	ASTMX11758	BRALA24102
OG0007662	ASTMX03015	BRALA33820
OG0007663	ASTMX21598	BRALA23722
OG0007664	ASTMX00404	BRALA16373
OG0007665	ASTMX09981	BRALA09676
OG0007666	ASTMX17057, ASTMX14860	BRALA33167
OG0007667	ASTMX06071	BRALA11935
OG0007669	ASTMX00417	BRALA15303
OG0007670	ASTMX08467	BRALA27732
OG0007672	ASTMX00534, ASTMX00119	BRALA19316
OG0007675	ASTMX07674	BRALA16652
OG0007676	ASTMX19972	BRALA24716
OG0007677	ASTMX14237	BRALA27552
OG0007679	ASTMX04667	BRALA16387
OG0007680	ASTMX05414	BRALA00113
OG0007681	ASTMX12414	BRALA14645
OG0007684	ASTMX06059	BRALA03746
OG0007685	ASTMX02773	BRALA23469
OG0007687	ASTMX17669	BRALA27367
OG0007689	ASTMX16346	BRALA07296
OG0007690	ASTMX14447	BRALA07457
OG0007691	ASTMX14360	BRALA07253
OG0007692	ASTMX14270	BRALA06346
OG0007694	ASTMX07418	BRALA20549
OG0007695	ASTMX05012, ASTMX04328	BRALA26267
OG0007696	ASTMX12954, ASTMX08314	BRALA35435
OG0007697	ASTMX17473	BRALA26633
OG0007698	ASTMX10373	BRALA16601
OG0007701	ASTMX16330	BRALA24156
OG0007702	ASTMX22374, ASTMX04372	BRALA23855
OG0007703	ASTMX19453	BRALA06713
OG0007704	ASTMX12994	BRALA04558
OG0007705	ASTMX17453	BRALA25250
OG0007706	ASTMX07321	BRALA13007
OG0007707	ASTMX20330, ASTMX04335, ASTMX06982	BRALA07684
OG0007708	ASTMX05720	BRALA21010
OG0007709	ASTMX10589	BRALA04067
OG0007711	ASTMX13419	BRALA30419
OG0007712	ASTMX07651	BRALA21710
OG0007713	ASTMX19622	BRALA14454
OG0007714	ASTMX01182	BRALA19211
OG0007715	ASTMX15762	BRALA24223
OG0007716	ASTMX22069	BRALA18986
OG0007717	ASTMX12667	BRALA00050
OG0007718	ASTMX06214	BRALA07350
OG0007719	ASTMX18551	BRALA15824
OG0007721	ASTMX05840	BRALA22357
OG0007722	ASTMX00744	BRALA21943
OG0007723	ASTMX04316	BRALA06924
OG0007724	ASTMX03607	BRALA10331, BRALA24088, BRALA10326, BRALA10324, BRALA35284, BRALA10325
OG0007725	ASTMX13307, ASTMX16772	BRALA28869
OG0007726	ASTMX10273	BRALA08687
OG0007727	ASTMX14601	BRALA21003
OG0007728	ASTMX06139	BRALA21819
OG0007729	ASTMX18244	BRALA03408
OG0007730	ASTMX07395	BRALA03106
OG0007733	ASTMX01784	BRALA10960
OG0007734	ASTMX15091, ASTMX03999	BRALA05301
OG0007736	ASTMX11296	BRALA27663
OG0007738	ASTMX19490	BRALA13436, BRALA29831
OG0007739	ASTMX06348	BRALA18839
OG0007741	ASTMX04638	BRALA28913
OG0007743	ASTMX04763	BRALA11275
OG0007744	ASTMX19319	BRALA05195
OG0007745	ASTMX00381	BRALA16524
OG0007746	ASTMX01281	BRALA31450
OG0007748	ASTMX05821	BRALA31000, BRALA29527
OG0007749	ASTMX05167	BRALA18940
OG0007750	ASTMX13139	BRALA01225
OG0007751	ASTMX19310	BRALA33971
OG0007752	ASTMX18140	BRALA16189
OG0007753	ASTMX21748	BRALA23820
OG0007754	ASTMX14947	BRALA01279
OG0007755	ASTMX01102, ASTMX00711	BRALA22886
OG0007756	ASTMX12102	BRALA15251
OG0007758	ASTMX04015	BRALA28225
OG0007759	ASTMX08280	BRALA10072
OG0007761	ASTMX05522, ASTMX22088	BRALA05585
OG0007762	ASTMX03722	BRALA28379, BRALA10332, BRALA20693, BRALA11717
OG0007763	ASTMX17791	BRALA05304
OG0007766	ASTMX07721	BRALA25273
OG0007767	ASTMX08912	BRALA19625
OG0007769	ASTMX18905	BRALA10426
OG0007770	ASTMX10721	BRALA26856
OG0007771	ASTMX10494	BRALA17154
OG0007772	ASTMX00533	BRALA14256
OG0007774	ASTMX17700	BRALA09169, BRALA09172
OG0007775	ASTMX12159	BRALA29374
OG0007776	ASTMX10383	BRALA01389
OG0007779	ASTMX15026	BRALA18122
OG0007780	ASTMX08076	BRALA29571
OG0007782	ASTMX07331	BRALA03653
OG0007783	ASTMX17810	BRALA06375
OG0007784	ASTMX15989	BRALA31814, BRALA33762
OG0007785	ASTMX07125, ASTMX07124	BRALA20355
OG0007786	ASTMX18635	BRALA26160
OG0007787	ASTMX02068	BRALA12709
OG0007788	ASTMX01469	BRALA19369
OG0007789	ASTMX16141	BRALA27109
OG0007790	ASTMX20616	BRALA09357
OG0007791	ASTMX00738	BRALA05718
OG0007793	ASTMX05505	BRALA05293
OG0007794	ASTMX15194	BRALA27571
OG0007795	ASTMX13863	BRALA20173
OG0007796	ASTMX21888, ASTMX10660	BRALA09475
OG0007797	ASTMX04459	BRALA27108
OG0007798	ASTMX15270	BRALA28212
OG0007799	ASTMX14602	BRALA00336
OG0007800	ASTMX02257	BRALA18715
OG0007801	ASTMX20707	BRALA18634
OG0007802	ASTMX10115	BRALA13990
OG0007803	ASTMX11582	BRALA12041
OG0007804	ASTMX02512	BRALA17552
OG0007806	ASTMX13580, ASTMX09057, ASTMX11458	BRALA01784
OG0007807	ASTMX16145	BRALA11441
OG0007808	ASTMX08371, ASTMX00929	BRALA15358
OG0007809	ASTMX14577	BRALA02166
OG0007810	ASTMX08369	BRALA25717
OG0007811	ASTMX11168	BRALA27274
OG0007812	ASTMX02668, ASTMX18552	BRALA10744
OG0007813	ASTMX07499	BRALA13378
OG0007814	ASTMX13396	BRALA21286
OG0007816	ASTMX05675	BRALA08675
OG0007817	ASTMX11147, ASTMX13673	BRALA13360, BRALA16623
OG0007818	ASTMX06179	BRALA15899
OG0007820	ASTMX15997	BRALA30054
OG0007823	ASTMX16149	BRALA17117
OG0007825	ASTMX18618	BRALA04064
OG0007826	ASTMX09991	BRALA33633
OG0007827	ASTMX14411	BRALA26239
OG0007830	ASTMX18257	BRALA07914
OG0007831	ASTMX04668	BRALA34154
OG0007832	ASTMX04594	BRALA02310, BRALA10819
OG0007833	ASTMX05052	BRALA14984
OG0007834	ASTMX20813	BRALA31696
OG0007835	ASTMX03027	BRALA00895
OG0007836	ASTMX04626	BRALA00326
OG0007837	ASTMX13314	BRALA32021
OG0007838	ASTMX05098	BRALA12878
OG0007839	ASTMX06305	BRALA24461
OG0007840	ASTMX15255	BRALA15126
OG0007841	ASTMX15833, ASTMX03250, ASTMX22662	BRALA03622
OG0007842	ASTMX15043	BRALA23992
OG0007843	ASTMX18009	BRALA11887
OG0007845	ASTMX00783	BRALA22766, BRALA19874
OG0007847	ASTMX01737	BRALA10639
OG0007848	ASTMX04212	BRALA12256
OG0007849	ASTMX01357	BRALA31006
OG0007851	ASTMX17643	BRALA22411
OG0007852	ASTMX05348	BRALA22715
OG0007854	ASTMX08184	BRALA24517
OG0007858	ASTMX05032	BRALA11551
OG0007859	ASTMX14666	BRALA14553
OG0007860	ASTMX08368, ASTMX00926, ASTMX21401, ASTMX15838	BRALA24576, BRALA16292
OG0007862	ASTMX15041, ASTMX14092	BRALA07059
OG0007867	ASTMX00046, ASTMX10522	BRALA34854, BRALA19487, BRALA13665
OG0007870	ASTMX02434, ASTMX11938	BRALA33011
OG0007871	ASTMX17556, ASTMX15830, ASTMX03253	BRALA03579
OG0007876	ASTMX21545, ASTMX22679, ASTMX23000	BRALA07320, BRALA34189, BRALA33056
OG0007876	ASTMX23024	BRALA33051
OG0007908	ASTMX15245	BRALA26877
OG0007911	ASTMX10631	BRALA06532
OG0007913	ASTMX06223	BRALA17110
OG0007915	ASTMX13424	BRALA01542
OG0007916	ASTMX09786	BRALA19669
OG0007917	ASTMX00109	BRALA35616
OG0007918	ASTMX11806	BRALA21791
OG0007920	ASTMX03083, ASTMX03082	BRALA13535
OG0007921	ASTMX21796	BRALA22858
OG0007925	ASTMX09750, ASTMX06915, ASTMX09041, ASTMX09047	BRALA11425
OG0007926	ASTMX09675	BRALA25041
OG0007927	ASTMX03056	BRALA28058
OG0007928	ASTMX01981	BRALA19732
OG0007929	ASTMX06749	BRALA19972
OG0007931	ASTMX05848, ASTMX15420	BRALA16966
OG0007932	ASTMX06742, ASTMX00852	BRALA03325
OG0007934	ASTMX12712	BRALA00291
OG0007935	ASTMX04563	BRALA12313
OG0007936	ASTMX01223	BRALA09697
OG0007937	ASTMX18654	BRALA22264
OG0007940	ASTMX11113	BRALA22638
OG0007941	ASTMX14695	BRALA16696
OG0007942	ASTMX18528	BRALA01333
OG0007943	ASTMX09388	BRALA08955
OG0007944	ASTMX03374	BRALA03873
OG0007945	ASTMX04414	BRALA02646
OG0007946	ASTMX11784	BRALA22901
OG0007947	ASTMX14167	BRALA21953
OG0007948	ASTMX03507	BRALA23934
OG0007949	ASTMX02833	BRALA21915
OG0007951	ASTMX07694	BRALA27601
OG0007952	ASTMX22285	BRALA04663
OG0007953	ASTMX13305	BRALA00144
OG0007954	ASTMX03836	BRALA29357
OG0007955	ASTMX12269	BRALA22277
OG0007956	ASTMX08199	BRALA16558
OG0007957	ASTMX08905	BRALA10642
OG0007958	ASTMX18083	BRALA21738
OG0007959	ASTMX16070	BRALA01197
OG0007960	ASTMX13619	BRALA02177
OG0007961	ASTMX06510, ASTMX11169	BRALA14330
OG0007962	ASTMX18003	BRALA35335, BRALA26967
OG0007963	ASTMX02121	BRALA05382
OG0007964	ASTMX05932	BRALA06725
OG0007965	ASTMX04863	BRALA06401
OG0007966	ASTMX13642	BRALA04442
OG0007967	ASTMX14204	BRALA03723
OG0007968	ASTMX06631	BRALA21749
OG0007969	ASTMX02933	BRALA05303
OG0007970	ASTMX04780	BRALA05659
OG0007971	ASTMX14279	BRALA19533
OG0007972	ASTMX21237	BRALA17622, BRALA17623
OG0007973	ASTMX06438	BRALA18923
OG0007974	ASTMX03195	BRALA05720
OG0007975	ASTMX05689	BRALA26783
OG0007976	ASTMX19235	BRALA06549
OG0007977	ASTMX14691	BRALA13131
OG0007978	ASTMX18483	BRALA01087
OG0007979	ASTMX21845	BRALA15926
OG0007980	ASTMX02485	BRALA10770, BRALA10935
OG0007981	ASTMX22696	BRALA29458
OG0007984	ASTMX05644	BRALA14202
OG0007985	ASTMX00312	BRALA08299
OG0007986	ASTMX08203	BRALA09512
OG0007987	ASTMX13188, ASTMX17252	BRALA07239
OG0007988	ASTMX06904	BRALA03214
OG0007990	ASTMX10148	BRALA12460
OG0007993	ASTMX01291	BRALA30161
OG0007996	ASTMX06882	BRALA27572
OG0007997	ASTMX03766	BRALA22191
OG0007999	ASTMX07377	BRALA09129
OG0008000	ASTMX13017	BRALA16665
OG0008001	ASTMX17979	BRALA06623
OG0008002	ASTMX12617	BRALA09632
OG0008003	ASTMX05604	BRALA05438
OG0008004	ASTMX21235	BRALA19538
OG0008006	ASTMX04524	BRALA06060
OG0008007	ASTMX17037	BRALA05135
OG0008008	ASTMX04952	BRALA18635
OG0008009	ASTMX15382	BRALA03592
OG0008011	ASTMX09223	BRALA20521
OG0008012	ASTMX14085	BRALA14487
OG0008013	ASTMX09598	BRALA23684
OG0008016	ASTMX14706	BRALA15634
OG0008017	ASTMX06391	BRALA17211
OG0008018	ASTMX02804	BRALA28380
OG0008019	ASTMX16933	BRALA15822
OG0008020	ASTMX05825	BRALA27130
OG0008021	ASTMX06678, ASTMX15580, ASTMX10415, ASTMX18292	BRALA07357
OG0008022	ASTMX08101	BRALA30758
OG0008023	ASTMX09231	BRALA05506
OG0008025	ASTMX12319, ASTMX04979	BRALA06316
OG0008026	ASTMX22338	BRALA01545
OG0008027	ASTMX13655	BRALA25111
OG0008028	ASTMX09119	BRALA21166
OG0008029	ASTMX03518	BRALA14999
OG0008030	ASTMX10317	BRALA07301
OG0008031	ASTMX14362	BRALA30757
OG0008036	ASTMX21006	BRALA11170
OG0008037	ASTMX12411	BRALA13459
OG0008038	ASTMX02104	BRALA00052
OG0008039	ASTMX16331	BRALA25573, BRALA25574
OG0008040	ASTMX03841	BRALA35286
OG0008041	ASTMX12610	BRALA15327
OG0008043	ASTMX17469	BRALA11778
OG0008045	ASTMX12019	BRALA00416
OG0008046	ASTMX10231	BRALA12449
OG0008048	ASTMX00882	BRALA17625
OG0008049	ASTMX03509	BRALA28424
OG0008050	ASTMX21251	BRALA05347
OG0008051	ASTMX21396	BRALA06514
OG0008052	ASTMX04543	BRALA15223
OG0008053	ASTMX12568	BRALA27848
OG0008054	ASTMX19942	BRALA09180
OG0008055	ASTMX13290	BRALA18953
OG0008056	ASTMX18151	BRALA12095
OG0008057	ASTMX13259	BRALA09187
OG0008058	ASTMX19986	BRALA01759
OG0008060	ASTMX00993	BRALA11739, BRALA11738
OG0008061	ASTMX06138	BRALA13560, BRALA13559
