Orthogroup	ASTMX	AENJA_ok
OG0007086	ASTMX07211	AENJA_20436
OG0007087	ASTMX08152	AENJA_20498
OG0007089	ASTMX02285	AENJA_20594
OG0007090	ASTMX06534, ASTMX02841	AENJA_20659
OG0007091	ASTMX11325	AENJA_23355, AENJA_20692
OG0007092	ASTMX01277	AENJA_20784
OG0007093	ASTMX22411, ASTMX21833	AENJA_20890
OG0007094	ASTMX08477	AENJA_20950
OG0007095	ASTMX09063	AENJA_21007
OG0007096	ASTMX11766, ASTMX03776	AENJA_21049
OG0007097	ASTMX19019	AENJA_21089
OG0007098	ASTMX01065	AENJA_21303
OG0007099	ASTMX18631	AENJA_21375
OG0007100	ASTMX09252	AENJA_21409
OG0007102	ASTMX09794	AENJA_21655, AENJA_26402
OG0007103	ASTMX15827	AENJA_21675
OG0007104	ASTMX02246, ASTMX12173	AENJA_21723
OG0007105	ASTMX19209	AENJA_21751
OG0007106	ASTMX00806	AENJA_21772
OG0007107	ASTMX19243	AENJA_21819
OG0007108	ASTMX12153	AENJA_21851
OG0007111	ASTMX09580, ASTMX03137	AENJA_22302
OG0007112	ASTMX05122	AENJA_22684
OG0007113	ASTMX02092, ASTMX16843	AENJA_22726
OG0007114	ASTMX13798	AENJA_22816
OG0007115	ASTMX16286	AENJA_22820
OG0007117	ASTMX15880	AENJA_23028
OG0007118	ASTMX14472	AENJA_23161
OG0007119	ASTMX05484	AENJA_23375
OG0007120	ASTMX06093	AENJA_23378
OG0007121	ASTMX18720	AENJA_23568
OG0007122	ASTMX04799	AENJA_23581
OG0007123	ASTMX16148	AENJA_23635
OG0007124	ASTMX09795	AENJA_23735
OG0007125	ASTMX16475	AENJA_23965
OG0007126	ASTMX14075	AENJA_24234
OG0007127	ASTMX12250, ASTMX01819	AENJA_24302
OG0007128	ASTMX15167	AENJA_24308
OG0007129	ASTMX09310, ASTMX13495	AENJA_24361
OG0007130	ASTMX16072	AENJA_24363
OG0007131	ASTMX13441	AENJA_24469
OG0007132	ASTMX04322	AENJA_24649
OG0007133	ASTMX21250	AENJA_24825
OG0007134	ASTMX16982	AENJA_24826
OG0007135	ASTMX00245	AENJA_25007
OG0007136	ASTMX05160	AENJA_25014
OG0007137	ASTMX18044	AENJA_25069
OG0007138	ASTMX13115	AENJA_25134
OG0007139	ASTMX04012	AENJA_25183
OG0007140	ASTMX06549, ASTMX15484	AENJA_25250
OG0007141	ASTMX17349	AENJA_25287
OG0007143	ASTMX01334	AENJA_25363
OG0007144	ASTMX14074	AENJA_25491
OG0007145	ASTMX08637	AENJA_25560
OG0007147	ASTMX13962	AENJA_25613
OG0007148	ASTMX17772	AENJA_25762
OG0007150	ASTMX03541	AENJA_26056
OG0007152	ASTMX14227, ASTMX14226	AENJA_26373
OG0007153	ASTMX01581	AENJA_26504
OG0007154	ASTMX04579	AENJA_26509
OG0007248	ASTMX11925	AENJA_00004
OG0007250	ASTMX04160	AENJA_00139
OG0007251	ASTMX21422	AENJA_00324
OG0007253	ASTMX10666, ASTMX22135	AENJA_00767
OG0007254	ASTMX14077	AENJA_00931
OG0007255	ASTMX20514	AENJA_00979
OG0007256	ASTMX11396	AENJA_01044
OG0007258	ASTMX15166	AENJA_01436, AENJA_11453
OG0007260	ASTMX05630	AENJA_01550
OG0007261	ASTMX18822, ASTMX21778	AENJA_01593
OG0007264	ASTMX01064	AENJA_02217
OG0007266	ASTMX02148	AENJA_08462, AENJA_02257
OG0007268	ASTMX21870	AENJA_02432
OG0007269	ASTMX01325	AENJA_02569
OG0007270	ASTMX04175, ASTMX22945	AENJA_02688, AENJA_06355
OG0007271	ASTMX06578	AENJA_02740
OG0007272	ASTMX05229	AENJA_02756
OG0007273	ASTMX07371	AENJA_02792
OG0007274	ASTMX02966	AENJA_02816
OG0007275	ASTMX12595	AENJA_02862
OG0007279	ASTMX12215	AENJA_03339
OG0007280	ASTMX21182	AENJA_03407
OG0007281	ASTMX19835	AENJA_03420
OG0007282	ASTMX13185	AENJA_03431
OG0007283	ASTMX04985, ASTMX12322	AENJA_03462
OG0007284	ASTMX20942, ASTMX08706, ASTMX11857	AENJA_03468
OG0007285	ASTMX14462	AENJA_03475
OG0007286	ASTMX18425	AENJA_18798, AENJA_10022, AENJA_03618
OG0007288	ASTMX03770	AENJA_03747
OG0007290	ASTMX00594, ASTMX00595	AENJA_03954
OG0007291	ASTMX18522	AENJA_03983
OG0007292	ASTMX06760	AENJA_04105
OG0007293	ASTMX00876	AENJA_04148
OG0007294	ASTMX12341	AENJA_04367
OG0007295	ASTMX04656	AENJA_04369
OG0007296	ASTMX12421	AENJA_04461
OG0007297	ASTMX03978	AENJA_04494
OG0007298	ASTMX13876	AENJA_04527
OG0007299	ASTMX19667	AENJA_04574
OG0007300	ASTMX11999	AENJA_04647
OG0007301	ASTMX00922	AENJA_04686
OG0007302	ASTMX06041	AENJA_04963
OG0007303	ASTMX10541	AENJA_05104
OG0007304	ASTMX20413	AENJA_05122
OG0007305	ASTMX03479	AENJA_05241
OG0007306	ASTMX03689	AENJA_05277
OG0007307	ASTMX04207	AENJA_05325
OG0007308	ASTMX01916	AENJA_07715, AENJA_05754
OG0007309	ASTMX11583	AENJA_05768
OG0007310	ASTMX12704	AENJA_05858, AENJA_19852
OG0007312	ASTMX04996	AENJA_05894
OG0007314	ASTMX10223	AENJA_06139
OG0007316	ASTMX02720	AENJA_06485, AENJA_20879
OG0007317	ASTMX22022	AENJA_06549
OG0007318	ASTMX00787	AENJA_06588
OG0007319	ASTMX07462	AENJA_06656
OG0007320	ASTMX12409	AENJA_06780
OG0007321	ASTMX11807	AENJA_06818
OG0007322	ASTMX11199	AENJA_06900
OG0007323	ASTMX17924	AENJA_06960
OG0007325	ASTMX02559	AENJA_07023
OG0007326	ASTMX05141	AENJA_07134
OG0007327	ASTMX16928	AENJA_07205
OG0007328	ASTMX18500, ASTMX09690	AENJA_07462
OG0007329	ASTMX09140	AENJA_07623
OG0007330	ASTMX02261	AENJA_07724
OG0007331	ASTMX20704	AENJA_07941, AENJA_07938
OG0007333	ASTMX22709, ASTMX07160, ASTMX00006, ASTMX08588	AENJA_08327
OG0007334	ASTMX00823	AENJA_08344, AENJA_10683
OG0007335	ASTMX08086	AENJA_08730
OG0007336	ASTMX07496	AENJA_08744
OG0007337	ASTMX12916	AENJA_08756
OG0007338	ASTMX02618	AENJA_08801
OG0007339	ASTMX02641	AENJA_08839
OG0007340	ASTMX08732	AENJA_08960
OG0007341	ASTMX04204	AENJA_08963
OG0007342	ASTMX19872	AENJA_09009
OG0007343	ASTMX18185	AENJA_09011
OG0007344	ASTMX01305, ASTMX02473	AENJA_18427, AENJA_09089
OG0007345	ASTMX21131, ASTMX06635, ASTMX21132	AENJA_09249
OG0007347	ASTMX19348	AENJA_09485
OG0007348	ASTMX04174	AENJA_09604
OG0007349	ASTMX13465	AENJA_09661
OG0007351	ASTMX16249	AENJA_09717
OG0007352	ASTMX15445	AENJA_09848
OG0007353	ASTMX00421	AENJA_10075
OG0007354	ASTMX09586	AENJA_10138
OG0007355	ASTMX20506	AENJA_10292, AENJA_10291
OG0007356	ASTMX09436	AENJA_10363
OG0007357	ASTMX00212	AENJA_10365
OG0007358	ASTMX13640, ASTMX13639	AENJA_10512
OG0007359	ASTMX02654, ASTMX18346	AENJA_10652
OG0007360	ASTMX13128	AENJA_10766
OG0007361	ASTMX04257	AENJA_10793
OG0007363	ASTMX09519	AENJA_10957
OG0007364	ASTMX19884	AENJA_10959
OG0007365	ASTMX11544	AENJA_10977
OG0007366	ASTMX07911	AENJA_11206
OG0007367	ASTMX16066	AENJA_11272
OG0007368	ASTMX21920, ASTMX21921	AENJA_11301
OG0007369	ASTMX07879	AENJA_11422
OG0007370	ASTMX04423	AENJA_11425
OG0007371	ASTMX13154	AENJA_11627
OG0007372	ASTMX12516	AENJA_11631
OG0007373	ASTMX14113	AENJA_11675
OG0007374	ASTMX12837	AENJA_11711
OG0007375	ASTMX15235	AENJA_12896, AENJA_17943, AENJA_11754
OG0007376	ASTMX15253	AENJA_11779
OG0007377	ASTMX03790	AENJA_11839
OG0007378	ASTMX18122	AENJA_11927
OG0007379	ASTMX14785	AENJA_12106
OG0007380	ASTMX04916	AENJA_12373
OG0007381	ASTMX20401	AENJA_12457
OG0007382	ASTMX17402	AENJA_12498
OG0007384	ASTMX14111	AENJA_12685, AENJA_24990
OG0007385	ASTMX09213	AENJA_12739
OG0007386	ASTMX20935	AENJA_12898
OG0007387	ASTMX15746	AENJA_12902
OG0007388	ASTMX22670	AENJA_13027
OG0007389	ASTMX10391	AENJA_13187
OG0007390	ASTMX04953	AENJA_13202
OG0007391	ASTMX13069	AENJA_13207
OG0007392	ASTMX19324	AENJA_13312
OG0007394	ASTMX16185	AENJA_13338
OG0007395	ASTMX01531	AENJA_13363
OG0007396	ASTMX12830, ASTMX12829	AENJA_13626
OG0007397	ASTMX14034	AENJA_13692
OG0007399	ASTMX13453	AENJA_14225
OG0007400	ASTMX09121	AENJA_14239
OG0007401	ASTMX12789	AENJA_14395
OG0007402	ASTMX15982	AENJA_14648
OG0007403	ASTMX16612	AENJA_14745
OG0007405	ASTMX02602	AENJA_15366
OG0007406	ASTMX09996	AENJA_15368
OG0007408	ASTMX09058	AENJA_15439
OG0007409	ASTMX07509	AENJA_15440
OG0007410	ASTMX19533, ASTMX13216, ASTMX11670	AENJA_15452
OG0007411	ASTMX13621	AENJA_15681
OG0007412	ASTMX13610	AENJA_15771
OG0007414	ASTMX05497	AENJA_16065
OG0007415	ASTMX16034, ASTMX16033	AENJA_16254
OG0007416	ASTMX17243	AENJA_16466
OG0007417	ASTMX20315	AENJA_16596
OG0007418	ASTMX04419	AENJA_20071
OG0007419	ASTMX04991	AENJA_16935
OG0007420	ASTMX20030	AENJA_16980
OG0007421	ASTMX05344	AENJA_17319
OG0007422	ASTMX19693	AENJA_17772
OG0007423	ASTMX12312, ASTMX03626	AENJA_17845
OG0007424	ASTMX15981	AENJA_17849
OG0007425	ASTMX02596	AENJA_17864
OG0007427	ASTMX12286	AENJA_18085
OG0007428	ASTMX08697	AENJA_18355
OG0007429	ASTMX03059	AENJA_19005
OG0007430	ASTMX03740	AENJA_19078
OG0007431	ASTMX01820	AENJA_19346
OG0007432	ASTMX14921	AENJA_19403, AENJA_19402
OG0007433	ASTMX17755	AENJA_19654
OG0007436	ASTMX15686, ASTMX15687	AENJA_19801
OG0007437	ASTMX18512, ASTMX04683	AENJA_19860
OG0007438	ASTMX09594	AENJA_20029
OG0007439	ASTMX19373	AENJA_20396
OG0007440	ASTMX05556	AENJA_20434
OG0007441	ASTMX09117	AENJA_20556
OG0007442	ASTMX06460	AENJA_20655
OG0007443	ASTMX12858	AENJA_20689
OG0007444	ASTMX03551, ASTMX12507	AENJA_20813
OG0007445	ASTMX06203	AENJA_20821
OG0007446	ASTMX05100	AENJA_20884
OG0007450	ASTMX04602	AENJA_21381
OG0007451	ASTMX12754	AENJA_21528
OG0007452	ASTMX07761	AENJA_21651
OG0007453	ASTMX23041, ASTMX14696	AENJA_21726
OG0007454	ASTMX12724	AENJA_21740
OG0007455	ASTMX07952	AENJA_21828
OG0007456	ASTMX09758	AENJA_21979
OG0007457	ASTMX13240	AENJA_22032
OG0007458	ASTMX22316	AENJA_22067
OG0007459	ASTMX04370	AENJA_22258
OG0007460	ASTMX03203	AENJA_22264
OG0007461	ASTMX10994, ASTMX10995	AENJA_22317
OG0007462	ASTMX13256	AENJA_22556
OG0007463	ASTMX08538	AENJA_22661
OG0007464	ASTMX01898	AENJA_22697
OG0007465	ASTMX14370, ASTMX22932	AENJA_22699
OG0007467	ASTMX18832	AENJA_23010
OG0007468	ASTMX20018	AENJA_23214
OG0007470	ASTMX16381, ASTMX00497	AENJA_23296
OG0007471	ASTMX05581	AENJA_23384
OG0007472	ASTMX08198	AENJA_23719
OG0007473	ASTMX04881	AENJA_23755
OG0007476	ASTMX18971	AENJA_24225
OG0007477	ASTMX19734	AENJA_24292
OG0007478	ASTMX10619	AENJA_24685
OG0007480	ASTMX07621	AENJA_24812
OG0007481	ASTMX09636	AENJA_24944
OG0007482	ASTMX15375	AENJA_25120
OG0007483	ASTMX18379	AENJA_25192
OG0007484	ASTMX16513	AENJA_25231
OG0007485	ASTMX15236	AENJA_25331
OG0007486	ASTMX17982, ASTMX09285, ASTMX22505	AENJA_25437
OG0007487	ASTMX04401	AENJA_25922
OG0007488	ASTMX15704	AENJA_26049
OG0007489	ASTMX20723	AENJA_26107
OG0007490	ASTMX11459	AENJA_26187
OG0007491	ASTMX21855	AENJA_26237
OG0007492	ASTMX22346	AENJA_26511
OG0007493	ASTMX17601, ASTMX16370	AENJA_26529
OG0007494	ASTMX10193	AENJA_26703
OG0007495	ASTMX11414	AENJA_26715
OG0007496	ASTMX22765	AENJA_26719
OG0007497	ASTMX00120	AENJA_26773
OG0007498	ASTMX21105	AENJA_26807
OG0007582	ASTMX04137	AENJA_00047
OG0007583	ASTMX03611	AENJA_00226
OG0007584	ASTMX21397	AENJA_25290, AENJA_00242
OG0007586	ASTMX18851	AENJA_00380
OG0007587	ASTMX10665	AENJA_00432
OG0007588	ASTMX16311	AENJA_00505
OG0007589	ASTMX14018	AENJA_00571
OG0007591	ASTMX10219	AENJA_01019
OG0007592	ASTMX15697	AENJA_01059
OG0007593	ASTMX05699	AENJA_01095
OG0007596	ASTMX01050	AENJA_01443
OG0007597	ASTMX12506	AENJA_01698
OG0007598	ASTMX15421	AENJA_01726
OG0007600	ASTMX06490	AENJA_01841
OG0007601	ASTMX14174	AENJA_02054
OG0007602	ASTMX12453	AENJA_02165
OG0007603	ASTMX06253	AENJA_02214
OG0007604	ASTMX02553	AENJA_02267
OG0007605	ASTMX01306, ASTMX02474	AENJA_02353
OG0007606	ASTMX08449	AENJA_02354
OG0007607	ASTMX05677	AENJA_02368
OG0007608	ASTMX09087, ASTMX00919	AENJA_02633
OG0007609	ASTMX13434	AENJA_02689
OG0007610	ASTMX00949	AENJA_02817
OG0007611	ASTMX01317	AENJA_03132
OG0007612	ASTMX05194	AENJA_03149
OG0007613	ASTMX02855	AENJA_03179
OG0007614	ASTMX02573	AENJA_03537, AENJA_03213
OG0007615	ASTMX21643	AENJA_03386
OG0007616	ASTMX07503, ASTMX07502	AENJA_03409
OG0007617	ASTMX10087	AENJA_03469, AENJA_22388
OG0007619	ASTMX18208	AENJA_03762
OG0007621	ASTMX08854	AENJA_03833
OG0007622	ASTMX11258	AENJA_03944
OG0007624	ASTMX07491	AENJA_04295
OG0007626	ASTMX04623	AENJA_04777
OG0007628	ASTMX19581	AENJA_04962
OG0007629	ASTMX13084	AENJA_05160
OG0007630	ASTMX18126	AENJA_05194
OG0007631	ASTMX20840, ASTMX09783	AENJA_05278
OG0007632	ASTMX18462, ASTMX04246	AENJA_05484
OG0007633	ASTMX02751	AENJA_05570
OG0007634	ASTMX19337	AENJA_05650
OG0007635	ASTMX01942	AENJA_05652
OG0007637	ASTMX04583	AENJA_05864
OG0007638	ASTMX06881	AENJA_06211
OG0007639	ASTMX18691	AENJA_06285
OG0007640	ASTMX17837, ASTMX02941	AENJA_06871
OG0007641	ASTMX08197, ASTMX13625	AENJA_07028
OG0007642	ASTMX07389	AENJA_07087
OG0007643	ASTMX05389	AENJA_07280
OG0007645	ASTMX05408	AENJA_07676
OG0007646	ASTMX00141	AENJA_07683
OG0007647	ASTMX19745	AENJA_07698
OG0007648	ASTMX09097	AENJA_07744
OG0007650	ASTMX15984	AENJA_08417
OG0007651	ASTMX20922	AENJA_08420
OG0007652	ASTMX20055, ASTMX09733	AENJA_08655
OG0007653	ASTMX11577	AENJA_08664
OG0007655	ASTMX05138, ASTMX12497, ASTMX11936, ASTMX02437	AENJA_08878
OG0007656	ASTMX02152	AENJA_08929
OG0007658	ASTMX08797	AENJA_15160, AENJA_09640
OG0007659	ASTMX12190	AENJA_09749
OG0007660	ASTMX11758	AENJA_10005
OG0007662	ASTMX03015	AENJA_10163
OG0007663	ASTMX21598	AENJA_10256
OG0007664	ASTMX00404	AENJA_10276
OG0007665	ASTMX09981	AENJA_10282
OG0007666	ASTMX17057, ASTMX14860	AENJA_10298
OG0007667	ASTMX06071	AENJA_10341
OG0007668	ASTMX20312	AENJA_10381
OG0007669	ASTMX00417	AENJA_10464
OG0007670	ASTMX08467	AENJA_10480
OG0007672	ASTMX00534, ASTMX00119	AENJA_10564
OG0007673	ASTMX05762	AENJA_10620
OG0007674	ASTMX20726	AENJA_10687
OG0007675	ASTMX07674	AENJA_10692, AENJA_10689
OG0007676	ASTMX19972	AENJA_10773
OG0007677	ASTMX14237	AENJA_10946
OG0007679	ASTMX04667	AENJA_11083
OG0007680	ASTMX05414	AENJA_11179
OG0007681	ASTMX12414	AENJA_11196
OG0007684	ASTMX06059	AENJA_11323
OG0007685	ASTMX02773	AENJA_11330
OG0007687	ASTMX17669	AENJA_11514
OG0007688	ASTMX13121	AENJA_11595
OG0007689	ASTMX16346	AENJA_11622
OG0007690	ASTMX14447	AENJA_11693
OG0007691	ASTMX14360	AENJA_11787
OG0007692	ASTMX14270	AENJA_11895
OG0007694	ASTMX07418	AENJA_12365
OG0007695	ASTMX05012, ASTMX04328	AENJA_12489
OG0007696	ASTMX12954, ASTMX08314	AENJA_12919
OG0007697	ASTMX17473	AENJA_12952
OG0007698	ASTMX10373	AENJA_13006
OG0007700	ASTMX20412	AENJA_13417
OG0007701	ASTMX16330	AENJA_13421
OG0007702	ASTMX22374, ASTMX04372	AENJA_13485
OG0007703	ASTMX19453	AENJA_13781, AENJA_13780
OG0007704	ASTMX12994	AENJA_13789
OG0007705	ASTMX17453	AENJA_13836
OG0007706	ASTMX07321	AENJA_13921
OG0007707	ASTMX20330, ASTMX04335, ASTMX06982	AENJA_18792, AENJA_20617, AENJA_13925
OG0007708	ASTMX05720	AENJA_14019
OG0007709	ASTMX10589	AENJA_14142
OG0007711	ASTMX13419	AENJA_14168, AENJA_14167
OG0007712	ASTMX07651	AENJA_14241
OG0007713	ASTMX19622	AENJA_14256
OG0007714	ASTMX01182	AENJA_14298
OG0007715	ASTMX15762	AENJA_14420
OG0007716	ASTMX22069	AENJA_14436
OG0007717	ASTMX12667	AENJA_14512
OG0007718	ASTMX06214	AENJA_14607
OG0007719	ASTMX18551	AENJA_14796
OG0007721	ASTMX05840	AENJA_15418
OG0007722	ASTMX00744	AENJA_15592
OG0007723	ASTMX04316	AENJA_15656
OG0007724	ASTMX03607	AENJA_15747
OG0007726	ASTMX10273	AENJA_15888
OG0007727	ASTMX14601	AENJA_15914
OG0007728	ASTMX06139	AENJA_16033
OG0007729	ASTMX18244	AENJA_16470
OG0007730	ASTMX07395	AENJA_16479
OG0007733	ASTMX01784	AENJA_16976
OG0007734	ASTMX15091, ASTMX03999	AENJA_17060
OG0007736	ASTMX11296	AENJA_17393
OG0007738	ASTMX19490	AENJA_17519
OG0007739	ASTMX06348	AENJA_17580
OG0007741	ASTMX04638	AENJA_17929
OG0007743	ASTMX04763	AENJA_18237
OG0007744	ASTMX19319	AENJA_18288
OG0007745	ASTMX00381	AENJA_18335
OG0007746	ASTMX01281	AENJA_18434
OG0007748	ASTMX05821	AENJA_18894
OG0007749	ASTMX05167	AENJA_19022
OG0007750	ASTMX13139	AENJA_19185
OG0007751	ASTMX19310	AENJA_19310
OG0007752	ASTMX18140	AENJA_19359
OG0007753	ASTMX21748	AENJA_19363
OG0007754	ASTMX14947	AENJA_19398
OG0007755	ASTMX01102, ASTMX00711	AENJA_19613
OG0007756	ASTMX12102	AENJA_19709
OG0007758	ASTMX04015	AENJA_19933
OG0007759	ASTMX08280	AENJA_20025
OG0007761	ASTMX05522, ASTMX22088	AENJA_20064
OG0007762	ASTMX03722	AENJA_23767, AENJA_25729, AENJA_20187
OG0007763	ASTMX17791	AENJA_20330
OG0007766	ASTMX07721	AENJA_21034
OG0007767	ASTMX08912	AENJA_21313
OG0007769	ASTMX18905	AENJA_21372
OG0007770	ASTMX10721	AENJA_21605
OG0007771	ASTMX10494	AENJA_21609
OG0007772	ASTMX00533	AENJA_21724
OG0007774	ASTMX17700	AENJA_21779
OG0007775	ASTMX12159	AENJA_21848, AENJA_21916
OG0007776	ASTMX10383	AENJA_22036
OG0007779	ASTMX15026	AENJA_22377
OG0007780	ASTMX08076	AENJA_22486
OG0007781	ASTMX02218	AENJA_22495
OG0007782	ASTMX07331	AENJA_22500
OG0007783	ASTMX17810	AENJA_22584
OG0007784	ASTMX15989	AENJA_22600
OG0007785	ASTMX07125	AENJA_26087
OG0007786	ASTMX18635	AENJA_22814
OG0007787	ASTMX02068	AENJA_22832
OG0007788	ASTMX01469	AENJA_22872
OG0007789	ASTMX16141	AENJA_22873
OG0007790	ASTMX20616	AENJA_22969, AENJA_22970
OG0007791	ASTMX00738	AENJA_23000
OG0007793	ASTMX05505	AENJA_23139
OG0007794	ASTMX15194	AENJA_23230
OG0007795	ASTMX13863	AENJA_23273
OG0007796	ASTMX21888, ASTMX10660	AENJA_23473
OG0007797	ASTMX04459	AENJA_23789
OG0007798	ASTMX15270	AENJA_23971
OG0007800	ASTMX02257	AENJA_24733
OG0007801	ASTMX20707	AENJA_24750
OG0007802	ASTMX10115	AENJA_24870
OG0007803	ASTMX11582	AENJA_24900
OG0007804	ASTMX02512	AENJA_24903
OG0007805	ASTMX09885	AENJA_25156
OG0007806	ASTMX13580, ASTMX09057, ASTMX11458	AENJA_25558
OG0007807	ASTMX16145	AENJA_25659
OG0007808	ASTMX08371, ASTMX00929	AENJA_25757
OG0007809	ASTMX14577	AENJA_25815
OG0007810	ASTMX08369	AENJA_25829
OG0007811	ASTMX11168	AENJA_26163
OG0007812	ASTMX02668, ASTMX18552	AENJA_26416
OG0007813	ASTMX07499	AENJA_26599
OG0007814	ASTMX13396	AENJA_26751
OG0007908	ASTMX15245	AENJA_00151
OG0007911	ASTMX10631	AENJA_00247
OG0007913	ASTMX06223	AENJA_00322
OG0007915	ASTMX13424	AENJA_00437
OG0007916	ASTMX09786	AENJA_00507
OG0007917	ASTMX00109	AENJA_00555
OG0007918	ASTMX11806	AENJA_00566
OG0007921	ASTMX21796	AENJA_00713
OG0007924	ASTMX04371	AENJA_00993
OG0007925	ASTMX09750, ASTMX06915, ASTMX09041, ASTMX09047	AENJA_01050, AENJA_01051
OG0007926	ASTMX09675	AENJA_01125
OG0007927	ASTMX03056	AENJA_01207, AENJA_01458
OG0007928	ASTMX01981	AENJA_01314
OG0007929	ASTMX06749	AENJA_01377
OG0007931	ASTMX05848, ASTMX15420	AENJA_01727
OG0007932	ASTMX06742, ASTMX00852	AENJA_01753
OG0007934	ASTMX12712	AENJA_02342
OG0007935	ASTMX04563	AENJA_02345
OG0007936	ASTMX01223	AENJA_02595
OG0007937	ASTMX18654	AENJA_02784
OG0007939	ASTMX18115	AENJA_13491
OG0007940	ASTMX11113	AENJA_03128
OG0007941	ASTMX14695	AENJA_03147
OG0007942	ASTMX18528	AENJA_03272
OG0007943	ASTMX09388	AENJA_03467
OG0007944	ASTMX03374	AENJA_03606
OG0007945	ASTMX04414	AENJA_03801
OG0007946	ASTMX11784	AENJA_03832
OG0007947	ASTMX14167	AENJA_04228
OG0007948	ASTMX03507	AENJA_04332
OG0007949	ASTMX02833	AENJA_09184, AENJA_04554
OG0007951	ASTMX07694	AENJA_04818
OG0007952	ASTMX22285	AENJA_04832
OG0007953	ASTMX13305	AENJA_04939
OG0007954	ASTMX03836	AENJA_05279
OG0007955	ASTMX12269	AENJA_05489
OG0007956	ASTMX08199	AENJA_05510
OG0007957	ASTMX08905	AENJA_05563
OG0007958	ASTMX18083	AENJA_05678
OG0007959	ASTMX16070	AENJA_23496, AENJA_05849
OG0007960	ASTMX13619	AENJA_06056
OG0007961	ASTMX06510, ASTMX11169	AENJA_06200, AENJA_16860
OG0007962	ASTMX18003	AENJA_06266
OG0007963	ASTMX02121	AENJA_06564, AENJA_24525
OG0007964	ASTMX05932	AENJA_06717
OG0007965	ASTMX04863	AENJA_07054
OG0007966	ASTMX13642	AENJA_07217
OG0007967	ASTMX14204	AENJA_15664, AENJA_07274, AENJA_07275
OG0007968	ASTMX06631	AENJA_07308
OG0007969	ASTMX02933	AENJA_23140, AENJA_07425
OG0007970	ASTMX04780	AENJA_07816
OG0007971	ASTMX14279	AENJA_07915
OG0007972	ASTMX21237	AENJA_08033
OG0007973	ASTMX06438	AENJA_08075
OG0007974	ASTMX03195	AENJA_08318
OG0007975	ASTMX05689	AENJA_08715
OG0007976	ASTMX19235	AENJA_08860
OG0007977	ASTMX14691	AENJA_08865
OG0007978	ASTMX18483	AENJA_09030
OG0007979	ASTMX21845	AENJA_09318
OG0007980	ASTMX02485	AENJA_09355
OG0007981	ASTMX22696	AENJA_09647, AENJA_24645
OG0007983	ASTMX18415	AENJA_10038
OG0007984	ASTMX05644	AENJA_10051
OG0007985	ASTMX00312	AENJA_10225
OG0007986	ASTMX08203	AENJA_10340
OG0007987	ASTMX13188, ASTMX17252	AENJA_10379
OG0007988	ASTMX06904	AENJA_10830
OG0007990	ASTMX10148	AENJA_10859
OG0007991	ASTMX15639	AENJA_10934
OG0007992	ASTMX11750, ASTMX02581	AENJA_11203
OG0007993	ASTMX01291	AENJA_11287
OG0007996	ASTMX06882	AENJA_11555
OG0007997	ASTMX03766	AENJA_11624
OG0007999	ASTMX07377	AENJA_12234
OG0008000	ASTMX13017	AENJA_12523
OG0008001	ASTMX17979	AENJA_12599
OG0008002	ASTMX12617	AENJA_12792
OG0008003	ASTMX05604	AENJA_13113
OG0008004	ASTMX21235	AENJA_13236
OG0008006	ASTMX04524	AENJA_13422
OG0008007	ASTMX17037	AENJA_13516
OG0008008	ASTMX04952	AENJA_13549
OG0008009	ASTMX15382	AENJA_13677
OG0008011	ASTMX09223	AENJA_13712
OG0008012	ASTMX14085	AENJA_13763
OG0008013	ASTMX09598	AENJA_13764
OG0008014	ASTMX14366	AENJA_13875
OG0008016	ASTMX14706	AENJA_14093
OG0008017	ASTMX06391	AENJA_14642
OG0008018	ASTMX02804	AENJA_14739
OG0008019	ASTMX16933	AENJA_14792
OG0008020	ASTMX05825	AENJA_14835
OG0008021	ASTMX06678, ASTMX15580, ASTMX10415, ASTMX18292	AENJA_14875
OG0008022	ASTMX08101	AENJA_14929
OG0008023	ASTMX09231	AENJA_14935
OG0008025	ASTMX12319, ASTMX04979	AENJA_15451
OG0008026	ASTMX22338	AENJA_15525
OG0008027	ASTMX13655	AENJA_15598
OG0008028	ASTMX09119	AENJA_15742
OG0008029	ASTMX03518	AENJA_15949
OG0008030	ASTMX10317	AENJA_16003
OG0008031	ASTMX14362	AENJA_16038
OG0008035	ASTMX20014, ASTMX05263, ASTMX12451	AENJA_16440
OG0008036	ASTMX21006	AENJA_16682
OG0008037	ASTMX12411	AENJA_16697
OG0008038	ASTMX02104	AENJA_16974
OG0008039	ASTMX16331	AENJA_17386
OG0008040	ASTMX03841	AENJA_17581
OG0008041	ASTMX12610	AENJA_18132
OG0008043	ASTMX17469	AENJA_18655
OG0008045	ASTMX12019	AENJA_19218
OG0008046	ASTMX10231	AENJA_19488
OG0008047	ASTMX02150	AENJA_19880
OG0008048	ASTMX00882	AENJA_20241
OG0008049	ASTMX03509	AENJA_20688
OG0008050	ASTMX21251	AENJA_20740
OG0008051	ASTMX21396	AENJA_20858
OG0008052	ASTMX04543	AENJA_21000
OG0008053	ASTMX12568	AENJA_21398
OG0008054	ASTMX19942	AENJA_21562
OG0008055	ASTMX13290	AENJA_21571
OG0008056	ASTMX18151	AENJA_21612
OG0008057	ASTMX13259	AENJA_21692
OG0008058	ASTMX19986	AENJA_21768
OG0008060	ASTMX00993	AENJA_21856
OG0008061	ASTMX06138	AENJA_21931
