Orthogroup	ASTMX	SCHMD
OG0005692	ASTMX10520, ASTMX00048	SCHMD02679
OG0005696	ASTMX01686	SCHMD00584
OG0005697	ASTMX20389	SCHMD05677
OG0005702	ASTMX05847	SCHMD14141
OG0005703	ASTMX13706, ASTMX13705	SCHMD17404
OG0005707	ASTMX18190, ASTMX04931	SCHMD05853
OG0005712	ASTMX18784	SCHMD07067
OG0005714	ASTMX13095	SCHMD01804
OG0005715	ASTMX18983	SCHMD12420, SCHMD17206
OG0005718	ASTMX12361	SCHMD10737
OG0005720	ASTMX14797	SCHMD22971
OG0005721	ASTMX03523	SCHMD19295, SCHMD23759, SCHMD06424
OG0005723	ASTMX05710	SCHMD06963
OG0005724	ASTMX19819	SCHMD16415, SCHMD22314
OG0005725	ASTMX07676	SCHMD15122, SCHMD20635
OG0005727	ASTMX20411	SCHMD10634, SCHMD08590
OG0005728	ASTMX07467	SCHMD03714
OG0005729	ASTMX18666	SCHMD24969
OG0005732	ASTMX13145	SCHMD29400, SCHMD29134
OG0005733	ASTMX01508	SCHMD03723
OG0005734	ASTMX09235	SCHMD02857
OG0005737	ASTMX11419	SCHMD03849
OG0005744	ASTMX14609	SCHMD03440, SCHMD17406
OG0005745	ASTMX04503	SCHMD00316, SCHMD12070
OG0005746	ASTMX17304	SCHMD18087
OG0005749	ASTMX19269	SCHMD01444, SCHMD00011
OG0005750	ASTMX08835	SCHMD13471, SCHMD16445
OG0005754	ASTMX13032	SCHMD05805, SCHMD05804
OG0005755	ASTMX07457	SCHMD12048
OG0005757	ASTMX16833	SCHMD07565
OG0005758	ASTMX11709	SCHMD02273
OG0005761	ASTMX22199, ASTMX11984	SCHMD17717
OG0005762	ASTMX16116	SCHMD02446
OG0005763	ASTMX13628	SCHMD07552
OG0005764	ASTMX16221	SCHMD24702
OG0005765	ASTMX18105	SCHMD18072, SCHMD07191
OG0005767	ASTMX21667	SCHMD22984, SCHMD09841
OG0005770	ASTMX06264	SCHMD08433, SCHMD15883
OG0005771	ASTMX18560	SCHMD04988
OG0005774	ASTMX13739	SCHMD08709
OG0005775	ASTMX14322, ASTMX07738	SCHMD29828
OG0005776	ASTMX05832	SCHMD03919
OG0005779	ASTMX05027	SCHMD09046
OG0005782	ASTMX20741	SCHMD03296
OG0005783	ASTMX03385	SCHMD10823
OG0005788	ASTMX02885	SCHMD17492
OG0005790	ASTMX01629	SCHMD05737, SCHMD05738
OG0005791	ASTMX13552	SCHMD25739
OG0005793	ASTMX15045	SCHMD01801
OG0005795	ASTMX19722	SCHMD13893
OG0005796	ASTMX17980	SCHMD07390
OG0005797	ASTMX18725, ASTMX04724	SCHMD07039
OG0005799	ASTMX04694	SCHMD10266, SCHMD10268, SCHMD10267
OG0005800	ASTMX19939	SCHMD00983
OG0005801	ASTMX09055	SCHMD02270
OG0005802	ASTMX07877	SCHMD00774
OG0005803	ASTMX00035	SCHMD20737
OG0005804	ASTMX04182	SCHMD08064, SCHMD11360
OG0005806	ASTMX20802, ASTMX20800	SCHMD15358
OG0005807	ASTMX00062	SCHMD05422
OG0005811	ASTMX20920	SCHMD09652
OG0005812	ASTMX04748, ASTMX06754	SCHMD11310
OG0005813	ASTMX20803	SCHMD26029, SCHMD16035, SCHMD18052
OG0005814	ASTMX10027	SCHMD01776
OG0005815	ASTMX19022	SCHMD14928, SCHMD17547
OG0005816	ASTMX10623, ASTMX05188	SCHMD28319
OG0005817	ASTMX04424	SCHMD05597, SCHMD01856
OG0005818	ASTMX05192	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815
OG0005823	ASTMX12224	SCHMD08649
OG0005824	ASTMX22745, ASTMX19708	SCHMD01009
OG0005828	ASTMX19688	SCHMD21164, SCHMD18882
OG0005829	ASTMX03865	SCHMD10491
OG0005831	ASTMX11648	SCHMD04560
OG0005835	ASTMX06426	SCHMD06972
OG0005836	ASTMX10318	SCHMD24405, SCHMD15794, SCHMD14431
OG0005837	ASTMX21697	SCHMD28753
OG0005840	ASTMX12287	SCHMD07247
OG0005842	ASTMX11260	SCHMD15622
OG0005843	ASTMX18756	SCHMD06491
OG0005845	ASTMX04382	SCHMD05449
OG0005847	ASTMX08949	SCHMD14907
OG0005848	ASTMX19733	SCHMD10194, SCHMD07261
OG0005849	ASTMX07876	SCHMD07252
OG0005850	ASTMX15848	SCHMD04093
OG0005851	ASTMX14047	SCHMD25831, SCHMD26851
OG0005852	ASTMX08843	SCHMD02557
OG0005853	ASTMX16546	SCHMD29663, SCHMD04997
OG0005854	ASTMX21173	SCHMD19253, SCHMD17372
OG0005856	ASTMX11310	SCHMD06135
OG0005859	ASTMX13468	SCHMD08568
OG0005859	ASTMX13466	SCHMD09228
OG0005860	ASTMX12500	SCHMD03591
OG0005864	ASTMX05926	SCHMD10925
OG0005865	ASTMX09430	SCHMD16590, SCHMD23703, SCHMD10054
OG0005866	ASTMX18464	SCHMD03734
OG0005869	ASTMX11468	SCHMD26507, SCHMD23591
OG0005870	ASTMX07409	SCHMD09476
OG0005874	ASTMX22939, ASTMX00564, ASTMX16735	SCHMD05420
OG0005875	ASTMX03020, ASTMX09190	SCHMD00264
OG0005876	ASTMX09416	SCHMD17997, SCHMD16591
OG0005877	ASTMX02902	SCHMD25314
OG0005880	ASTMX14254	SCHMD04126
OG0005883	ASTMX13202	SCHMD01141
OG0005886	ASTMX01343	SCHMD18383
OG0005887	ASTMX03529	SCHMD01687
OG0005889	ASTMX07012	SCHMD11972
OG0005890	ASTMX17642	SCHMD09184, SCHMD12140
OG0005895	ASTMX13988	SCHMD12191
OG0005897	ASTMX21129	SCHMD08042
OG0005899	ASTMX14192	SCHMD12882, SCHMD12880
OG0005900	ASTMX03171	SCHMD03686
OG0005901	ASTMX06245	SCHMD15462
OG0005903	ASTMX23020, ASTMX09187	SCHMD00050
OG0005909	ASTMX06496	SCHMD20781
OG0005913	ASTMX11248	SCHMD08000
OG0005918	ASTMX03112	SCHMD16076, SCHMD19461
OG0005919	ASTMX17322	SCHMD24140, SCHMD26763
OG0005921	ASTMX02238	SCHMD20283
OG0005922	ASTMX14273	SCHMD00392
OG0005923	ASTMX06971	SCHMD07170
OG0005924	ASTMX04587	SCHMD07545
OG0005926	ASTMX16056	SCHMD04836
OG0005927	ASTMX12991	SCHMD05874
OG0005928	ASTMX02357	SCHMD22733, SCHMD16359
OG0005929	ASTMX21522	SCHMD10353, SCHMD25481, SCHMD18026
OG0005930	ASTMX07776	SCHMD12780
OG0005932	ASTMX16557	SCHMD11131, SCHMD00511
OG0005933	ASTMX09736	SCHMD09471
OG0005936	ASTMX12418	SCHMD24148, SCHMD16917
OG0005937	ASTMX07248	SCHMD13453
OG0005939	ASTMX02141	SCHMD09857
OG0005940	ASTMX15640	SCHMD20079
OG0005942	ASTMX12161	SCHMD23166
OG0005946	ASTMX17105	SCHMD17764, SCHMD14112
OG0005947	ASTMX04158	SCHMD04554
OG0005948	ASTMX18689, ASTMX19504	SCHMD05630
OG0005949	ASTMX01038	SCHMD04688
OG0005952	ASTMX15940, ASTMX05925	SCHMD14057
OG0005955	ASTMX17769	SCHMD28997
OG0005956	ASTMX15076	SCHMD02817
OG0005959	ASTMX22073	SCHMD19013
OG0005965	ASTMX19565, ASTMX01612	SCHMD08437
OG0005966	ASTMX21448	SCHMD21323, SCHMD27755
OG0005967	ASTMX15403	SCHMD05472
OG0005969	ASTMX05797, ASTMX16905	SCHMD09557
OG0005970	ASTMX02839	SCHMD01213
OG0005971	ASTMX07870	SCHMD02682
OG0005973	ASTMX04612	SCHMD13962
OG0005974	ASTMX20049	SCHMD07776
OG0005977	ASTMX03076	SCHMD05710, SCHMD05711
OG0005978	ASTMX15362	SCHMD07295, SCHMD07297
OG0005979	ASTMX22917	SCHMD02124
OG0005982	ASTMX10015	SCHMD25871, SCHMD22233
OG0005984	ASTMX10388	SCHMD15039, SCHMD22394
OG0005986	ASTMX08502, ASTMX01602	SCHMD08044
OG0005987	ASTMX04120	SCHMD00944
OG0005989	ASTMX20821	SCHMD16692, SCHMD13968, SCHMD16691
OG0005993	ASTMX19846	SCHMD11427, SCHMD18715
OG0005994	ASTMX05954, ASTMX16067	SCHMD29551, SCHMD27858
OG0005995	ASTMX04613	SCHMD08037
OG0005998	ASTMX16012	SCHMD02380, SCHMD09950
OG0006000	ASTMX10236	SCHMD01538
OG0006001	ASTMX00461	SCHMD09797, SCHMD09796
OG0006002	ASTMX15878	SCHMD03942
OG0006003	ASTMX15486	SCHMD28801, SCHMD05202
OG0006005	ASTMX03888	SCHMD22182, SCHMD08878
OG0006010	ASTMX17586, ASTMX10955	SCHMD15502
OG0006011	ASTMX09627	SCHMD19974, SCHMD20066
OG0006012	ASTMX05158, ASTMX03554	SCHMD04480, SCHMD08297, SCHMD18940
OG0006021	ASTMX14826, ASTMX08091, ASTMX09739, ASTMX04698, ASTMX02475	SCHMD03610, SCHMD01661, SCHMD05816
OG0006031	ASTMX09024	SCHMD16657
OG0006062	ASTMX21362	SCHMD24107
OG0006063	ASTMX19817	SCHMD23310, SCHMD03030
OG0006064	ASTMX09308	SCHMD10442
OG0006066	ASTMX16436, ASTMX07300	SCHMD10156
OG0006070	ASTMX07840	SCHMD12482, SCHMD20456
OG0006074	ASTMX21669	SCHMD10253
OG0006079	ASTMX00383	SCHMD04495, SCHMD03358, SCHMD04497
OG0006081	ASTMX03064	SCHMD03767, SCHMD03768
OG0006083	ASTMX16624	SCHMD05588
OG0006084	ASTMX19893	SCHMD04050
OG0006085	ASTMX01099	SCHMD06820, SCHMD25134
OG0006087	ASTMX01650	SCHMD02837
OG0006094	ASTMX11703	SCHMD00777, SCHMD21575
OG0006095	ASTMX19132	SCHMD01933
OG0006097	ASTMX09114	SCHMD02082
OG0006098	ASTMX02650	SCHMD03761
OG0006099	ASTMX07739, ASTMX14324	SCHMD01333, SCHMD00446
OG0006100	ASTMX21678	SCHMD13497
OG0006101	ASTMX11023	SCHMD20998, SCHMD13053
OG0006102	ASTMX03409	SCHMD05671
OG0006104	ASTMX08557, ASTMX17341	SCHMD02621
OG0006106	ASTMX07404	SCHMD07924
OG0006108	ASTMX06756	SCHMD01135
OG0006111	ASTMX03721	SCHMD08002
OG0006112	ASTMX06240	SCHMD08098
OG0006113	ASTMX17162	SCHMD19939, SCHMD12223
OG0006115	ASTMX10240	SCHMD11076, SCHMD17247
OG0006116	ASTMX03933	SCHMD23071, SCHMD20841
OG0006118	ASTMX12556, ASTMX07434, ASTMX12555	SCHMD01132
OG0006119	ASTMX17889	SCHMD11970
OG0006120	ASTMX22300	SCHMD01574
OG0006121	ASTMX03893	SCHMD07418
OG0006122	ASTMX13828	SCHMD04954
OG0006123	ASTMX03174	SCHMD01986
OG0006124	ASTMX13027	SCHMD06412
OG0006125	ASTMX10686	SCHMD18618
OG0006127	ASTMX06270	SCHMD21305
OG0006128	ASTMX01066	SCHMD10897
OG0006134	ASTMX16827	SCHMD03678
OG0006136	ASTMX16704	SCHMD24287, SCHMD09864
OG0006137	ASTMX16809	SCHMD12111, SCHMD06962
OG0006141	ASTMX02158, ASTMX02157	SCHMD14525
OG0006144	ASTMX17865	SCHMD00428, SCHMD04861
OG0006145	ASTMX05270	SCHMD01605
OG0006146	ASTMX02740	SCHMD09246
OG0006148	ASTMX10011	SCHMD13560, SCHMD22230
OG0006152	ASTMX11033	SCHMD06866
OG0006153	ASTMX03761	SCHMD01641
OG0006155	ASTMX06842	SCHMD16795, SCHMD26962
OG0006156	ASTMX21711	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006158	ASTMX11131, ASTMX08488	SCHMD08900
OG0006159	ASTMX05463	SCHMD22266
OG0006160	ASTMX16077	SCHMD05454
OG0006163	ASTMX05146, ASTMX03552	SCHMD15384
OG0006164	ASTMX03574	SCHMD06001
OG0006165	ASTMX15294	SCHMD04333, SCHMD04332
OG0006167	ASTMX19188, ASTMX19828	SCHMD07995
OG0006171	ASTMX05008	SCHMD11398
OG0006172	ASTMX01366	SCHMD10620, SCHMD16388
OG0006177	ASTMX17757	SCHMD21293
OG0006180	ASTMX13102	SCHMD14399, SCHMD04884
OG0006181	ASTMX06332	SCHMD26424, SCHMD08051, SCHMD08084
OG0006183	ASTMX21206	SCHMD11899
OG0006184	ASTMX15502	SCHMD09309
OG0006185	ASTMX16064	SCHMD16220, SCHMD19381
OG0006186	ASTMX16800	SCHMD00394
OG0006187	ASTMX15380	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	ASTMX15568	SCHMD05423
OG0006189	ASTMX14317, ASTMX11398	SCHMD01559
OG0006191	ASTMX13647	SCHMD07313
OG0006192	ASTMX12101	SCHMD08338
OG0006196	ASTMX11702	SCHMD07676
OG0006198	ASTMX18414	SCHMD06672, SCHMD06669, SCHMD06670
OG0006199	ASTMX07716	SCHMD04415, SCHMD04413
OG0006202	ASTMX10060	SCHMD08868
OG0006204	ASTMX04464	SCHMD16863
OG0006205	ASTMX20252	SCHMD14314
OG0006209	ASTMX06935, ASTMX12864	SCHMD08326, SCHMD23138
OG0006215	ASTMX13559	SCHMD09655
OG0006216	ASTMX14522	SCHMD09510
OG0006217	ASTMX15849	SCHMD21927, SCHMD16840
OG0006219	ASTMX07894	SCHMD06440
OG0006220	ASTMX06670	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006221	ASTMX01810, ASTMX17070, ASTMX20512	SCHMD00700
OG0006224	ASTMX04794	SCHMD00469
OG0006226	ASTMX10013	SCHMD17067, SCHMD16763
OG0006227	ASTMX18928	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	ASTMX01633	SCHMD17318, SCHMD23866
OG0006230	ASTMX15185	SCHMD02493
OG0006233	ASTMX06021	SCHMD06980
OG0006234	ASTMX12448	SCHMD13683, SCHMD14118
OG0006235	ASTMX16631	SCHMD04538
OG0006239	ASTMX06263	SCHMD01406
OG0006240	ASTMX09461	SCHMD29814
OG0006246	ASTMX13362	SCHMD00484
OG0006247	ASTMX04057	SCHMD22174
OG0006248	ASTMX11835	SCHMD12206, SCHMD10060
OG0006249	ASTMX13840	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	ASTMX17884	SCHMD16390
OG0006252	ASTMX06888	SCHMD16745, SCHMD16993
OG0006253	ASTMX06015	SCHMD09135
OG0006254	ASTMX17345	SCHMD04705
OG0006258	ASTMX07763	SCHMD05887
OG0006259	ASTMX10232	SCHMD06837
OG0006260	ASTMX00800	SCHMD09985, SCHMD17439
OG0006261	ASTMX20674, ASTMX13944	SCHMD24384
OG0006263	ASTMX09582	SCHMD00121
OG0006267	ASTMX10007	SCHMD03685
OG0006268	ASTMX22171, ASTMX17106	SCHMD06847
OG0006269	ASTMX19370	SCHMD04606
OG0006271	ASTMX19101	SCHMD07857
OG0006274	ASTMX00599	SCHMD00455
OG0006275	ASTMX11336	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	ASTMX04405	SCHMD24774
OG0006279	ASTMX00059	SCHMD04231
OG0006280	ASTMX08931	SCHMD15524, SCHMD19210
OG0006281	ASTMX09240	SCHMD02340
OG0006282	ASTMX02944, ASTMX22682	SCHMD08230
OG0006283	ASTMX21520	SCHMD29071
OG0006283	ASTMX21521	SCHMD06325
OG0006284	ASTMX07872	SCHMD20607, SCHMD19598
OG0006285	ASTMX03323	SCHMD01607, SCHMD01606
OG0006286	ASTMX19660	SCHMD01297, SCHMD01298
OG0006289	ASTMX06413	SCHMD08039
OG0006290	ASTMX17617	SCHMD00955
OG0006291	ASTMX17063	SCHMD09043
OG0006293	ASTMX05973, ASTMX05974	SCHMD16297
OG0006294	ASTMX01270	SCHMD15450, SCHMD16229
OG0006295	ASTMX09386	SCHMD02966
OG0006297	ASTMX09427	SCHMD09759
OG0006298	ASTMX05352	SCHMD01046, SCHMD24624
OG0006301	ASTMX01384	SCHMD09923
OG0006304	ASTMX18842, ASTMX01237	SCHMD06368
OG0006305	ASTMX10505, ASTMX21775	SCHMD12627
OG0006306	ASTMX07488	SCHMD12510, SCHMD15396
OG0006309	ASTMX21821	SCHMD24369, SCHMD08923
OG0006310	ASTMX08982	SCHMD12354
OG0006311	ASTMX15780	SCHMD23312
OG0006313	ASTMX07483	SCHMD09169
OG0006314	ASTMX00057	SCHMD08096
OG0006315	ASTMX14142	SCHMD05407
OG0006316	ASTMX10565	SCHMD26139, SCHMD20052
OG0006319	ASTMX08869	SCHMD10541, SCHMD13166
OG0006321	ASTMX00205	SCHMD08365
OG0006322	ASTMX09225, ASTMX22209, ASTMX09224	SCHMD10221
OG0006323	ASTMX00548	SCHMD04105
OG0006325	ASTMX08604	SCHMD16004
OG0006327	ASTMX13254	SCHMD15773
OG0006329	ASTMX05107	SCHMD08342
OG0006330	ASTMX01722	SCHMD08411
OG0006331	ASTMX13932	SCHMD09182, SCHMD12138
OG0006332	ASTMX20059	SCHMD14581
OG0006334	ASTMX04134	SCHMD05752
OG0006335	ASTMX09406	SCHMD11650, SCHMD08469
OG0006337	ASTMX03335	SCHMD11987, SCHMD11989
OG0006340	ASTMX02502	SCHMD19432
OG0006341	ASTMX08564	SCHMD05125
OG0006344	ASTMX22591, ASTMX22499, ASTMX11732	SCHMD21084, SCHMD09358
OG0006347	ASTMX02893	SCHMD07723
OG0006349	ASTMX21417	SCHMD05182
OG0006350	ASTMX10119	SCHMD09296
OG0006351	ASTMX00069, ASTMX11619	SCHMD06816
OG0006352	ASTMX18568, ASTMX00324	SCHMD07373
OG0006353	ASTMX20203	SCHMD10639
OG0006360	ASTMX14422	SCHMD08060
OG0006362	ASTMX07490	SCHMD03337
OG0006363	ASTMX18537	SCHMD19238
OG0006364	ASTMX12481	SCHMD06510, SCHMD06511
OG0006365	ASTMX02702, ASTMX04108	SCHMD14860
OG0006370	ASTMX17423	SCHMD28920
OG0006372	ASTMX09546	SCHMD07447
OG0006375	ASTMX07697	SCHMD00652
OG0006376	ASTMX13354	SCHMD06608
OG0006377	ASTMX03390	SCHMD10116
OG0006378	ASTMX20075	SCHMD10668, SCHMD11255
OG0006379	ASTMX03283	SCHMD18267
OG0006381	ASTMX07268	SCHMD24227, SCHMD16114
OG0006383	ASTMX03733	SCHMD26033, SCHMD18774
OG0006386	ASTMX12433	SCHMD13835, SCHMD19804
OG0006387	ASTMX02531	SCHMD14692
OG0006392	ASTMX09822	SCHMD15116, SCHMD12579
OG0006395	ASTMX16987	SCHMD08199
OG0006401	ASTMX17015, ASTMX01922	SCHMD19581, SCHMD26470
OG0006402	ASTMX21779	SCHMD13826, SCHMD09114
OG0006408	ASTMX14791	SCHMD11225
OG0006414	ASTMX04060, ASTMX21246, ASTMX18256, ASTMX07659	SCHMD18742
OG0006416	ASTMX09587	SCHMD03354
OG0006443	ASTMX17383	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	ASTMX06552	SCHMD18654
OG0006449	ASTMX00867	SCHMD06362
OG0006452	ASTMX00706, ASTMX06385	SCHMD23102, SCHMD15046
OG0006454	ASTMX09892, ASTMX15753	SCHMD07698, SCHMD07699
OG0006456	ASTMX13571	SCHMD11711, SCHMD17298, SCHMD12535
OG0006459	ASTMX05149	SCHMD21368
OG0006461	ASTMX20285	SCHMD19693, SCHMD11861
OG0006462	ASTMX07745, ASTMX16027	SCHMD07729
OG0006463	ASTMX03382	SCHMD07130
OG0006464	ASTMX07158	SCHMD12787, SCHMD19777
OG0006465	ASTMX04889	SCHMD28077, SCHMD07507
OG0006469	ASTMX04166	SCHMD02780
OG0006470	ASTMX19812	SCHMD16861
OG0006472	ASTMX03121	SCHMD23852, SCHMD12162
OG0006474	ASTMX05105	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	ASTMX06213	SCHMD12763
OG0006476	ASTMX03680	SCHMD29103, SCHMD25388
OG0006478	ASTMX19975	SCHMD01744
OG0006479	ASTMX05244	SCHMD20030
OG0006480	ASTMX10507	SCHMD01088
OG0006481	ASTMX12810	SCHMD02855
OG0006482	ASTMX15100	SCHMD06492
OG0006484	ASTMX15629, ASTMX15630	SCHMD26840, SCHMD17566, SCHMD19702, SCHMD29583, SCHMD24056
OG0006486	ASTMX00970	SCHMD12934, SCHMD02395
OG0006488	ASTMX20556	SCHMD29514, SCHMD21588
OG0006490	ASTMX07123	SCHMD00433
OG0006501	ASTMX20489	SCHMD05406
OG0006503	ASTMX17879	SCHMD07908
OG0006505	ASTMX14118	SCHMD08554, SCHMD08796
OG0006507	ASTMX06390	SCHMD22063
OG0006509	ASTMX17571	SCHMD13705
OG0006510	ASTMX21327	SCHMD11921
OG0006511	ASTMX07468	SCHMD03048
OG0006512	ASTMX17346	SCHMD12217, SCHMD11205
OG0006514	ASTMX14865	SCHMD08264
OG0006515	ASTMX02761	SCHMD03249
OG0006517	ASTMX11934	SCHMD00950
OG0006518	ASTMX04564	SCHMD03959
OG0006519	ASTMX01289	SCHMD25528
OG0006520	ASTMX13980	SCHMD00155
OG0006523	ASTMX06331	SCHMD12246, SCHMD13301
OG0006525	ASTMX04027	SCHMD21904
OG0006526	ASTMX12578	SCHMD14233
OG0006527	ASTMX22946, ASTMX16450, ASTMX16451	SCHMD10447, SCHMD13054
OG0006528	ASTMX16747	SCHMD09670
OG0006531	ASTMX07225	SCHMD00423, SCHMD00419
OG0006532	ASTMX02900	SCHMD27245
OG0006537	ASTMX08262	SCHMD07012
OG0006538	ASTMX18870	SCHMD09434
OG0006540	ASTMX04121	SCHMD24252, SCHMD19265
OG0006542	ASTMX13981	SCHMD07956
OG0006543	ASTMX20456	SCHMD05909
OG0006544	ASTMX18699	SCHMD05488
OG0006545	ASTMX12257	SCHMD08819
OG0006546	ASTMX21843	SCHMD22666, SCHMD26503
OG0006547	ASTMX12162	SCHMD01454
OG0006549	ASTMX13289	SCHMD07432
OG0006550	ASTMX02023	SCHMD05608
OG0006552	ASTMX10359	SCHMD16090
OG0006553	ASTMX04960	SCHMD03817
OG0006554	ASTMX07799	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974
OG0006556	ASTMX22485, ASTMX04835	SCHMD10898, SCHMD08118
OG0006557	ASTMX00610	SCHMD15751
OG0006561	ASTMX15649	SCHMD07629
OG0006563	ASTMX14853	SCHMD08352
OG0006564	ASTMX05891	SCHMD15011
OG0006566	ASTMX21272	SCHMD10136, SCHMD13813
OG0006567	ASTMX00688	SCHMD25728, SCHMD21897, SCHMD15731
OG0006570	ASTMX00900	SCHMD12205, SCHMD05328
OG0006571	ASTMX18330	SCHMD00180, SCHMD27487
OG0006573	ASTMX15993	SCHMD10554
OG0006574	ASTMX02442	SCHMD18201
OG0006579	ASTMX10487	SCHMD11335, SCHMD14843
OG0006583	ASTMX09907	SCHMD08738
OG0006586	ASTMX00582	SCHMD14590
OG0006588	ASTMX22543	SCHMD29130
OG0006590	ASTMX01101	SCHMD02740
OG0006591	ASTMX01816	SCHMD02097
OG0006593	ASTMX13747	SCHMD08560
OG0006594	ASTMX10490	SCHMD00507
OG0006595	ASTMX17451	SCHMD08252
OG0006596	ASTMX15703	SCHMD05657
OG0006597	ASTMX08816	SCHMD04098
OG0006598	ASTMX03337	SCHMD23134
OG0006599	ASTMX20311, ASTMX05087	SCHMD28680
OG0006600	ASTMX01495	SCHMD12543, SCHMD20580
OG0006603	ASTMX16596	SCHMD13311, SCHMD24906
OG0006604	ASTMX04380	SCHMD12610
OG0006606	ASTMX07238	SCHMD11990
OG0006607	ASTMX07493	SCHMD00025
OG0006608	ASTMX16691, ASTMX06296	SCHMD21063
OG0006610	ASTMX19699	SCHMD10412
OG0006614	ASTMX01993	SCHMD05476
OG0006615	ASTMX12256	SCHMD02189
OG0006616	ASTMX13105	SCHMD12397
OG0006619	ASTMX17174	SCHMD14686
OG0006621	ASTMX03527	SCHMD06932
OG0006622	ASTMX01144	SCHMD16418, SCHMD16456
OG0006623	ASTMX00578	SCHMD00154
OG0006624	ASTMX19460	SCHMD28658, SCHMD27359
OG0006626	ASTMX00608	SCHMD05850
OG0006628	ASTMX02213, ASTMX00249	SCHMD10378
OG0006630	ASTMX22622	SCHMD02436
OG0006631	ASTMX13615	SCHMD24627, SCHMD24745
OG0006632	ASTMX04725, ASTMX00323	SCHMD11914, SCHMD18633
OG0006633	ASTMX18345	SCHMD06460
OG0006636	ASTMX06791	SCHMD09363
OG0006637	ASTMX01565	SCHMD17064, SCHMD26047
OG0006640	ASTMX09650	SCHMD09877
OG0006646	ASTMX04908	SCHMD10329
OG0006647	ASTMX21895	SCHMD12770, SCHMD12371
OG0006648	ASTMX11425	SCHMD13489
OG0006651	ASTMX03710	SCHMD07289, SCHMD06082
OG0006652	ASTMX16547	SCHMD08119
OG0006655	ASTMX02610	SCHMD00645
OG0006658	ASTMX01278	SCHMD07703, SCHMD19832
OG0006659	ASTMX08325	SCHMD00917
OG0006662	ASTMX10852	SCHMD11088, SCHMD02344
OG0006663	ASTMX20793	SCHMD05461
OG0006664	ASTMX18894	SCHMD01212
OG0006666	ASTMX14266	SCHMD00843
OG0006667	ASTMX06457	SCHMD02023
OG0006668	ASTMX08555	SCHMD00035
OG0006669	ASTMX07762	SCHMD15456
OG0006670	ASTMX08852	SCHMD06283
OG0006671	ASTMX02120	SCHMD02649
OG0006673	ASTMX18034, ASTMX05111	SCHMD11139, SCHMD01947
OG0006675	ASTMX17949	SCHMD10065, SCHMD21124
OG0006677	ASTMX10112	SCHMD28844
OG0006678	ASTMX21609	SCHMD02351
OG0006680	ASTMX00952	SCHMD07321, SCHMD04365
OG0006683	ASTMX17752	SCHMD12055
OG0006684	ASTMX19788	SCHMD03196
OG0006686	ASTMX07806	SCHMD05511
OG0006688	ASTMX02675	SCHMD02782
OG0006689	ASTMX02612	SCHMD09875, SCHMD00797, SCHMD11694
OG0006690	ASTMX15458	SCHMD02600
OG0006691	ASTMX01429	SCHMD14621
OG0006692	ASTMX15358	SCHMD15336
OG0006693	ASTMX13879	SCHMD00589
OG0006694	ASTMX03870	SCHMD05629
OG0006695	ASTMX21264	SCHMD06025
OG0006697	ASTMX19949, ASTMX09481	SCHMD19994, SCHMD13817, SCHMD29045
OG0006698	ASTMX14552	SCHMD12118
OG0006700	ASTMX18394	SCHMD29051, SCHMD15433, SCHMD27357
OG0006702	ASTMX04300	SCHMD29672
OG0006703	ASTMX15261	SCHMD00739
OG0006705	ASTMX18210	SCHMD14770, SCHMD13114
OG0006706	ASTMX06498	SCHMD12854
OG0006707	ASTMX05711	SCHMD19389
OG0006708	ASTMX11423	SCHMD01518
OG0006709	ASTMX12695	SCHMD06005
OG0006712	ASTMX19601	SCHMD13757
OG0006713	ASTMX15643, ASTMX17218	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768
OG0006717	ASTMX04689	SCHMD09869
OG0006718	ASTMX17392	SCHMD28286
OG0006720	ASTMX06026	SCHMD15330, SCHMD18737
OG0006721	ASTMX18174	SCHMD06116
OG0006722	ASTMX12405	SCHMD18971, SCHMD24284
OG0006723	ASTMX13335	SCHMD12671
OG0006725	ASTMX09476	SCHMD15226
OG0006726	ASTMX03873	SCHMD22403
OG0006727	ASTMX20841	SCHMD01781
OG0006728	ASTMX14617	SCHMD09693
OG0006729	ASTMX05077	SCHMD09997, SCHMD07849
OG0006731	ASTMX19985	SCHMD21262, SCHMD19367
OG0006733	ASTMX09373, ASTMX11811	SCHMD02938
OG0006734	ASTMX04829	SCHMD13149, SCHMD15306
OG0006735	ASTMX05292	SCHMD23549, SCHMD18150, SCHMD22619
OG0006736	ASTMX03650	SCHMD17556, SCHMD11091
OG0006737	ASTMX11682	SCHMD05655
OG0006741	ASTMX00781	SCHMD21104, SCHMD16448, SCHMD23684, SCHMD14241, SCHMD07000
OG0006742	ASTMX08794, ASTMX20354	SCHMD14364
OG0006743	ASTMX13436	SCHMD06609
