Orthogroup	ASTMX	SACKO_ok
OG0006297	ASTMX09427	SACKO_02405
OG0006298	ASTMX05352	SACKO_07970
OG0006299	ASTMX02534, ASTMX00914, ASTMX10805	SACKO_12264
OG0006300	ASTMX17712	SACKO_23128
OG0006301	ASTMX01384	SACKO_14640
OG0006302	ASTMX08308	SACKO_20695
OG0006303	ASTMX02065, ASTMX06761	SACKO_10052
OG0006304	ASTMX18842, ASTMX01237	SACKO_03519
OG0006305	ASTMX10505, ASTMX21775	SACKO_24057
OG0006306	ASTMX07488	SACKO_04334
OG0006307	ASTMX21749	SACKO_27021
OG0006308	ASTMX09635	SACKO_29735
OG0006309	ASTMX17488, ASTMX21821	SACKO_13569
OG0006310	ASTMX08982	SACKO_24275
OG0006311	ASTMX15780	SACKO_26809
OG0006312	ASTMX02149	SACKO_10820
OG0006313	ASTMX07483	SACKO_20864
OG0006314	ASTMX00057	SACKO_06853, SACKO_28420, SACKO_05800, SACKO_16316, SACKO_33868, SACKO_33834
OG0006315	ASTMX14142	SACKO_05661
OG0006316	ASTMX10565	SACKO_05383
OG0006317	ASTMX06895	SACKO_21312
OG0006318	ASTMX09099, ASTMX09535	SACKO_33178
OG0006319	ASTMX08869	SACKO_09566
OG0006320	ASTMX08316	SACKO_23414
OG0006321	ASTMX00205	SACKO_05259
OG0006322	ASTMX22209, ASTMX09224	SACKO_08927
OG0006323	ASTMX00548	SACKO_26923
OG0006324	ASTMX17164	SACKO_01809
OG0006325	ASTMX08604	SACKO_04682
OG0006326	ASTMX13124	SACKO_09219
OG0006327	ASTMX13254	SACKO_19203, SACKO_13310
OG0006328	ASTMX00841	SACKO_25856, SACKO_13670
OG0006329	ASTMX05107	SACKO_30287
OG0006330	ASTMX01722	SACKO_08726
OG0006331	ASTMX13932	SACKO_31398
OG0006332	ASTMX20059	SACKO_08811
OG0006333	ASTMX07559, ASTMX19920, ASTMX01196	SACKO_11667
OG0006334	ASTMX04134	SACKO_00491
OG0006335	ASTMX09406	SACKO_22904, SACKO_22906
OG0006336	ASTMX02422	SACKO_09783
OG0006337	ASTMX03335	SACKO_19367
OG0006338	ASTMX02377	SACKO_17070
OG0006339	ASTMX03417	SACKO_04371
OG0006340	ASTMX02502	SACKO_06436
OG0006341	ASTMX08564	SACKO_03883
OG0006343	ASTMX11794, ASTMX15900	SACKO_30601
OG0006344	ASTMX22591, ASTMX22499, ASTMX11732	SACKO_19343, SACKO_19339
OG0006345	ASTMX18765	SACKO_30868
OG0006346	ASTMX12353	SACKO_27643
OG0006347	ASTMX02893	SACKO_06194
OG0006348	ASTMX21253	SACKO_14257
OG0006349	ASTMX21417	SACKO_07506
OG0006350	ASTMX10119	SACKO_16257
OG0006351	ASTMX00069, ASTMX11619	SACKO_11606
OG0006352	ASTMX18568, ASTMX00324	SACKO_14534
OG0006353	ASTMX20203	SACKO_28090
OG0006354	ASTMX12076	SACKO_03385
OG0006355	ASTMX10746	SACKO_30829
OG0006356	ASTMX13066	SACKO_26545
OG0006357	ASTMX11161	SACKO_31096
OG0006358	ASTMX03055	SACKO_30824, SACKO_26082
OG0006359	ASTMX06500	SACKO_08209
OG0006360	ASTMX14422	SACKO_25975
OG0006361	ASTMX06246	SACKO_16411
OG0006362	ASTMX07490	SACKO_15563
OG0006363	ASTMX18537	SACKO_19522, SACKO_21880
OG0006364	ASTMX12481	SACKO_17091
OG0006365	ASTMX02702, ASTMX04108	SACKO_13003
OG0006366	ASTMX06324	SACKO_06614
OG0006367	ASTMX20819, ASTMX04562	SACKO_13989
OG0006368	ASTMX18294	SACKO_12851
OG0006369	ASTMX02208	SACKO_21343, SACKO_15938, SACKO_16506, SACKO_11213, SACKO_23854, SACKO_25542, SACKO_28801, SACKO_15112, SACKO_18654, SACKO_03101, SACKO_03096, SACKO_13538
OG0006370	ASTMX17423	SACKO_29230
OG0006372	ASTMX09546	SACKO_18473, SACKO_17152
OG0006375	ASTMX07697	SACKO_15548
OG0006376	ASTMX13354, ASTMX13353	SACKO_17514
OG0006377	ASTMX03390	SACKO_19723
OG0006379	ASTMX03283	SACKO_17686, SACKO_17696
OG0006380	ASTMX04671	SACKO_03771
OG0006381	ASTMX07268	SACKO_33730
OG0006382	ASTMX04600	SACKO_05639
OG0006383	ASTMX03733	SACKO_16569
OG0006384	ASTMX17353	SACKO_08306
OG0006385	ASTMX03955, ASTMX10459	SACKO_02312
OG0006386	ASTMX12433	SACKO_01546
OG0006387	ASTMX02531	SACKO_32566, SACKO_32560
OG0006388	ASTMX03637, ASTMX01564	SACKO_05668
OG0006390	ASTMX12951	SACKO_32036
OG0006391	ASTMX13826, ASTMX02973	SACKO_27250
OG0006392	ASTMX09822	SACKO_04750
OG0006393	ASTMX10085, ASTMX03992, ASTMX03991	SACKO_12179
OG0006394	ASTMX13173	SACKO_05702
OG0006396	ASTMX09039	SACKO_27560
OG0006399	ASTMX16353, ASTMX16352	SACKO_18224
OG0006401	ASTMX17015, ASTMX01922	SACKO_27260
OG0006402	ASTMX21779	SACKO_22620
OG0006407	ASTMX09544, ASTMX06711	SACKO_17793
OG0006408	ASTMX14791	SACKO_11973
OG0006414	ASTMX04060, ASTMX21246, ASTMX18256, ASTMX07659	SACKO_15972
OG0006416	ASTMX09587	SACKO_08098, SACKO_08096
OG0006443	ASTMX17383	SACKO_32632
OG0006446	ASTMX14441	SACKO_13651
OG0006447	ASTMX03343	SACKO_23062, SACKO_23074
OG0006448	ASTMX06552	SACKO_32439
OG0006449	ASTMX00867	SACKO_08483
OG0006452	ASTMX00706, ASTMX06385	SACKO_00311
OG0006454	ASTMX09892, ASTMX15753	SACKO_15044
OG0006456	ASTMX13571	SACKO_08294
OG0006458	ASTMX14899	SACKO_09247
OG0006459	ASTMX05149	SACKO_12069
OG0006460	ASTMX10934	SACKO_13863
OG0006461	ASTMX20285	SACKO_26093
OG0006462	ASTMX07745, ASTMX16027	SACKO_19260
OG0006463	ASTMX03382, ASTMX03381	SACKO_29245
OG0006464	ASTMX07158	SACKO_17838
OG0006465	ASTMX04889	SACKO_05184
OG0006468	ASTMX13923	SACKO_21041
OG0006469	ASTMX04166	SACKO_01034
OG0006470	ASTMX19812	SACKO_26991
OG0006471	ASTMX10543	SACKO_25021
OG0006472	ASTMX03121	SACKO_22346, SACKO_33761
OG0006474	ASTMX05105	SACKO_07123
OG0006475	ASTMX06213	SACKO_09202
OG0006476	ASTMX03680	SACKO_06810
OG0006477	ASTMX01733	SACKO_06452
OG0006478	ASTMX19975	SACKO_19718
OG0006479	ASTMX05244	SACKO_05515
OG0006480	ASTMX10507	SACKO_32951
OG0006481	ASTMX12810	SACKO_32596
OG0006482	ASTMX15100	SACKO_25746
OG0006483	ASTMX12268	SACKO_03847
OG0006485	ASTMX05625	SACKO_12497
OG0006486	ASTMX00970	SACKO_14101
OG0006487	ASTMX19663	SACKO_26592
OG0006488	ASTMX20556	SACKO_14602
OG0006490	ASTMX07123	SACKO_01171
OG0006491	ASTMX09131	SACKO_01653
OG0006492	ASTMX06268	SACKO_04874
OG0006493	ASTMX06078	SACKO_10566
OG0006494	ASTMX06517	SACKO_08429
OG0006495	ASTMX10481, ASTMX20222, ASTMX20221	SACKO_10576
OG0006496	ASTMX13132	SACKO_27963
OG0006497	ASTMX04148	SACKO_32931
OG0006498	ASTMX09105	SACKO_30648
OG0006499	ASTMX03118, ASTMX19284	SACKO_00231
OG0006500	ASTMX01354	SACKO_27834
OG0006501	ASTMX20489	SACKO_33438
OG0006502	ASTMX03641	SACKO_18119
OG0006503	ASTMX17879	SACKO_26135
OG0006504	ASTMX09346	SACKO_03303
OG0006505	ASTMX14118	SACKO_28225
OG0006506	ASTMX07943, ASTMX07944	SACKO_33658, SACKO_13927, SACKO_23304
OG0006507	ASTMX06390	SACKO_14097
OG0006508	ASTMX20868	SACKO_20542
OG0006509	ASTMX17571	SACKO_24087
OG0006510	ASTMX21327	SACKO_30732
OG0006511	ASTMX07468	SACKO_30734
OG0006512	ASTMX17346	SACKO_22144
OG0006513	ASTMX12836	SACKO_01815
OG0006514	ASTMX14865	SACKO_14410
OG0006515	ASTMX02761	SACKO_02186
OG0006516	ASTMX04545	SACKO_04666
OG0006517	ASTMX11934	SACKO_31036
OG0006518	ASTMX04564	SACKO_14657
OG0006519	ASTMX01289	SACKO_09142
OG0006520	ASTMX13980	SACKO_30114
OG0006522	ASTMX12222, ASTMX05880	SACKO_07540
OG0006523	ASTMX06331	SACKO_32390
OG0006524	ASTMX08327	SACKO_07943
OG0006525	ASTMX04027	SACKO_26613
OG0006526	ASTMX12578	SACKO_29622
OG0006527	ASTMX22946, ASTMX16450, ASTMX16451	SACKO_17317
OG0006528	ASTMX16747	SACKO_02110
OG0006530	ASTMX01859	SACKO_11848, SACKO_11853
OG0006531	ASTMX07225	SACKO_27297
OG0006532	ASTMX02900	SACKO_08016, SACKO_03819
OG0006534	ASTMX18494	SACKO_03373
OG0006536	ASTMX04129	SACKO_33595
OG0006537	ASTMX08262	SACKO_31057
OG0006542	ASTMX13981	SACKO_30115
OG0006543	ASTMX20456	SACKO_04274
OG0006545	ASTMX12257	SACKO_27776
OG0006546	ASTMX21843	SACKO_31477
OG0006547	ASTMX12162	SACKO_04980
OG0006549	ASTMX13289	SACKO_26105
OG0006550	ASTMX02023	SACKO_32798
OG0006551	ASTMX09829	SACKO_28523
OG0006552	ASTMX10359	SACKO_18574, SACKO_07811
OG0006553	ASTMX04960	SACKO_15568
OG0006554	ASTMX07799	SACKO_31239
OG0006555	ASTMX00532	SACKO_19125
OG0006556	ASTMX04835	SACKO_06012
OG0006557	ASTMX00610	SACKO_08582
OG0006559	ASTMX04929, ASTMX14718	SACKO_27620
OG0006560	ASTMX10786	SACKO_31622
OG0006561	ASTMX15649	SACKO_09099
OG0006562	ASTMX04124	SACKO_33810
OG0006563	ASTMX14853	SACKO_15320
OG0006564	ASTMX05891	SACKO_05452
OG0006565	ASTMX05183, ASTMX13946	SACKO_19582
OG0006566	ASTMX21272	SACKO_22731
OG0006567	ASTMX00688	SACKO_20834
OG0006568	ASTMX11588	SACKO_27965
OG0006569	ASTMX04216	SACKO_27176
OG0006571	ASTMX18330	SACKO_32504
OG0006573	ASTMX15993	SACKO_24507
OG0006574	ASTMX02442	SACKO_15526
OG0006575	ASTMX03347	SACKO_11306
OG0006576	ASTMX19578	SACKO_14772
OG0006577	ASTMX02962	SACKO_14949
OG0006578	ASTMX20623, ASTMX20624	SACKO_29301
OG0006579	ASTMX10487	SACKO_12197
OG0006581	ASTMX05136	SACKO_32446
OG0006583	ASTMX09907	SACKO_04792
OG0006584	ASTMX01917	SACKO_23948
OG0006585	ASTMX03264	SACKO_09086
OG0006586	ASTMX00582	SACKO_27236
OG0006588	ASTMX22543	SACKO_23697
OG0006589	ASTMX01982	SACKO_16206
OG0006590	ASTMX01101	SACKO_19100
OG0006591	ASTMX01816	SACKO_34029
OG0006592	ASTMX19848	SACKO_26488
OG0006593	ASTMX13747	SACKO_23846
OG0006594	ASTMX10490	SACKO_03277
OG0006595	ASTMX17451	SACKO_12199
OG0006596	ASTMX15703	SACKO_19957
OG0006597	ASTMX08816	SACKO_30631, SACKO_30596
OG0006598	ASTMX03337	SACKO_00853
OG0006599	ASTMX20311, ASTMX05087	SACKO_29697
OG0006601	ASTMX11415	SACKO_32933
OG0006602	ASTMX13176	SACKO_02027
OG0006603	ASTMX16596	SACKO_26785
OG0006604	ASTMX04380	SACKO_07557
OG0006605	ASTMX19206	SACKO_33361
OG0006606	ASTMX07238	SACKO_14668
OG0006607	ASTMX07493	SACKO_23822
OG0006608	ASTMX16691, ASTMX06296	SACKO_05137
OG0006609	ASTMX17421	SACKO_04167
OG0006610	ASTMX19699	SACKO_06748
OG0006611	ASTMX17727	SACKO_24593
OG0006612	ASTMX02924	SACKO_20949
OG0006613	ASTMX21383	SACKO_13925
OG0006614	ASTMX01993	SACKO_03768
OG0006615	ASTMX12256	SACKO_30383, SACKO_14275
OG0006617	ASTMX19960	SACKO_03976
OG0006618	ASTMX02646	SACKO_26784
OG0006619	ASTMX17174	SACKO_23817
OG0006620	ASTMX10793, ASTMX08180	SACKO_07261
OG0006621	ASTMX03527	SACKO_16054
OG0006622	ASTMX01144	SACKO_18492
OG0006623	ASTMX00578	SACKO_03259, SACKO_12638
OG0006624	ASTMX19460	SACKO_27277
OG0006626	ASTMX00608	SACKO_02165
OG0006627	ASTMX01364	SACKO_03660
OG0006628	ASTMX02213, ASTMX00249	SACKO_17452
OG0006630	ASTMX22622	SACKO_09718
OG0006631	ASTMX13615	SACKO_25124
OG0006632	ASTMX04725, ASTMX00323	SACKO_11006
OG0006633	ASTMX18345	SACKO_13776
OG0006635	ASTMX19723	SACKO_20545
OG0006636	ASTMX06791	SACKO_20362
OG0006637	ASTMX01565	SACKO_18391
OG0006638	ASTMX05476	SACKO_29604
OG0006639	ASTMX05575, ASTMX21284	SACKO_11801
OG0006640	ASTMX09650	SACKO_04468
OG0006641	ASTMX01398	SACKO_22631, SACKO_14926
OG0006642	ASTMX03226	SACKO_10000
OG0006644	ASTMX21336	SACKO_19969
OG0006645	ASTMX14608	SACKO_02573
OG0006646	ASTMX04908	SACKO_16491
OG0006649	ASTMX22278	SACKO_17731, SACKO_03126
OG0006650	ASTMX22454	SACKO_25083
OG0006651	ASTMX03710	SACKO_18929
OG0006652	ASTMX16547	SACKO_18062
OG0006653	ASTMX11926	SACKO_02145, SACKO_32093
OG0006654	ASTMX10252	SACKO_27363
OG0006655	ASTMX02610	SACKO_02434
OG0006658	ASTMX01278	SACKO_26976
OG0006659	ASTMX08325	SACKO_23652
OG0006660	ASTMX16840, ASTMX15712	SACKO_30823
OG0006661	ASTMX06079	SACKO_10562
OG0006662	ASTMX10852	SACKO_17036
OG0006663	ASTMX20793	SACKO_10196
OG0006664	ASTMX18894	SACKO_17513
OG0006666	ASTMX14266	SACKO_30813
OG0006667	ASTMX06457	SACKO_22738, SACKO_25306, SACKO_25302
OG0006668	ASTMX08555	SACKO_24222
OG0006669	ASTMX07762	SACKO_27060
OG0006670	ASTMX08852	SACKO_27428
OG0006671	ASTMX02120	SACKO_26651
OG0006672	ASTMX03220	SACKO_20458
OG0006673	ASTMX18034, ASTMX05111	SACKO_18714
OG0006675	ASTMX17949	SACKO_01088
OG0006677	ASTMX10112	SACKO_22059
OG0006678	ASTMX21609	SACKO_28613
OG0006679	ASTMX01521	SACKO_30215
OG0006680	ASTMX00952	SACKO_12693
OG0006681	ASTMX10798	SACKO_28467
OG0006683	ASTMX17752	SACKO_09544
OG0006684	ASTMX19788	SACKO_22004, SACKO_16089
OG0006685	ASTMX13015, ASTMX14032	SACKO_31455, SACKO_30741
OG0006686	ASTMX07806	SACKO_11003
OG0006687	ASTMX05776	SACKO_03685
OG0006688	ASTMX02675	SACKO_16160
OG0006689	ASTMX02612	SACKO_12060
OG0006690	ASTMX15458	SACKO_25519
OG0006692	ASTMX15358	SACKO_09418, SACKO_25158
OG0006693	ASTMX13879	SACKO_24875
OG0006694	ASTMX03870	SACKO_31335
OG0006695	ASTMX21264	SACKO_20651
OG0006696	ASTMX04210, ASTMX04552	SACKO_06244
OG0006697	ASTMX19949, ASTMX09481	SACKO_24138
OG0006698	ASTMX14552	SACKO_23873, SACKO_16414
OG0006700	ASTMX18394	SACKO_17845
OG0006702	ASTMX04300	SACKO_34080
OG0006703	ASTMX15261	SACKO_34078
OG0006704	ASTMX03144	SACKO_15216, SACKO_01683
OG0006705	ASTMX18210	SACKO_22310
OG0006706	ASTMX06498	SACKO_20095
OG0006707	ASTMX05711	SACKO_28521
OG0006708	ASTMX11423	SACKO_16483
OG0006709	ASTMX12695	SACKO_22652
OG0006710	ASTMX16956	SACKO_29286
OG0006711	ASTMX17012	SACKO_24778
OG0006712	ASTMX19601	SACKO_04882
OG0006713	ASTMX15643, ASTMX17218	SACKO_04677
OG0006714	ASTMX07976	SACKO_25679
OG0006715	ASTMX14563, ASTMX06410	SACKO_32024
OG0006717	ASTMX04689	SACKO_31616
OG0006718	ASTMX17392	SACKO_33608
OG0006719	ASTMX11390	SACKO_19074, SACKO_20323, SACKO_34027, SACKO_16662
OG0006720	ASTMX06026	SACKO_11232
OG0006721	ASTMX18174	SACKO_12273
OG0006722	ASTMX12405	SACKO_14697
OG0006723	ASTMX13335	SACKO_11222
OG0006724	ASTMX17753	SACKO_11219
OG0006725	ASTMX09476	SACKO_01532
OG0006726	ASTMX03873	SACKO_23805
OG0006727	ASTMX20841, ASTMX20842	SACKO_33821
OG0006728	ASTMX14617	SACKO_30037
OG0006729	ASTMX05077	SACKO_27454
OG0006731	ASTMX19985	SACKO_23635
OG0006732	ASTMX22779	SACKO_10379
OG0006733	ASTMX09373, ASTMX11811	SACKO_31600
OG0006734	ASTMX04829	SACKO_31618
OG0006735	ASTMX05292	SACKO_20230
OG0006736	ASTMX03650	SACKO_26749
OG0006737	ASTMX11682	SACKO_26724
OG0006738	ASTMX13600	SACKO_30322
OG0006739	ASTMX02177	SACKO_07780, SACKO_09995
OG0006741	ASTMX00781	SACKO_07967
OG0006742	ASTMX08794, ASTMX20354	SACKO_21657
OG0006743	ASTMX13436, ASTMX07092	SACKO_08684
OG0006744	ASTMX09205, ASTMX05381	SACKO_25299, SACKO_25305
OG0006745	ASTMX16122	SACKO_22286
OG0006747	ASTMX08104, ASTMX20126, ASTMX12937	SACKO_16266
OG0006748	ASTMX18321	SACKO_23148
OG0006749	ASTMX10213	SACKO_13004
OG0006750	ASTMX03816	SACKO_21365
OG0006751	ASTMX10960	SACKO_29728
OG0006752	ASTMX03481	SACKO_10442
OG0006753	ASTMX08486	SACKO_32383
OG0006754	ASTMX06832	SACKO_05330
OG0006755	ASTMX00482	SACKO_14460
OG0006756	ASTMX09700	SACKO_26258
OG0006757	ASTMX13935	SACKO_00223
OG0006758	ASTMX00799	SACKO_32935
OG0006759	ASTMX17468	SACKO_21854, SACKO_21858
OG0006760	ASTMX10010	SACKO_27037
OG0006761	ASTMX19006	SACKO_25995, SACKO_09276
OG0006762	ASTMX19374, ASTMX06557	SACKO_27822
OG0006764	ASTMX04734	SACKO_30622
OG0006765	ASTMX03547, ASTMX03548	SACKO_07617
OG0006766	ASTMX03906	SACKO_26404
OG0006768	ASTMX01848	SACKO_29429
OG0006769	ASTMX00239	SACKO_08861
OG0006770	ASTMX05163, ASTMX17797	SACKO_05136
OG0006772	ASTMX17412	SACKO_12476
OG0006775	ASTMX07700	SACKO_06720
OG0006776	ASTMX14097	SACKO_32464
OG0006777	ASTMX09376	SACKO_31484
OG0006780	ASTMX04854	SACKO_00989
OG0006784	ASTMX14614	SACKO_24551, SACKO_32954
OG0006791	ASTMX08046	SACKO_12469
OG0006827	ASTMX03162	SACKO_07794, SACKO_00122
OG0006828	ASTMX06916	SACKO_09047
OG0006829	ASTMX16614	SACKO_10968, SACKO_10970
OG0006830	ASTMX12230	SACKO_00725
OG0006831	ASTMX02537	SACKO_24078
OG0006832	ASTMX05805	SACKO_29557
OG0006833	ASTMX16981	SACKO_21065
OG0006835	ASTMX09545	SACKO_14793
OG0006837	ASTMX12356	SACKO_09250
OG0006838	ASTMX04988	SACKO_19296
OG0006839	ASTMX16275	SACKO_10541
OG0006842	ASTMX18470	SACKO_25650
OG0006843	ASTMX15344, ASTMX15343	SACKO_21301
OG0006844	ASTMX05150	SACKO_23086
OG0006845	ASTMX22497, ASTMX18536	SACKO_02323
OG0006846	ASTMX04852	SACKO_31599
OG0006847	ASTMX05035	SACKO_04972
OG0006848	ASTMX02777, ASTMX15411	SACKO_16185
OG0006849	ASTMX10597	SACKO_09945
OG0006851	ASTMX10431	SACKO_28958
OG0006853	ASTMX02147	SACKO_07750
OG0006856	ASTMX15975	SACKO_22741
OG0006857	ASTMX10533	SACKO_21109
OG0006859	ASTMX00755	SACKO_25476
OG0006860	ASTMX08893	SACKO_25058
OG0006862	ASTMX04586	SACKO_11949
OG0006863	ASTMX06189	SACKO_22600
OG0006864	ASTMX14844	SACKO_06208
OG0006865	ASTMX00544	SACKO_19314
OG0006866	ASTMX15118	SACKO_05508
OG0006867	ASTMX17195	SACKO_03131
OG0006869	ASTMX04037	SACKO_23624
OG0006870	ASTMX19219	SACKO_26119, SACKO_26148
OG0006871	ASTMX18202	SACKO_33034
OG0006872	ASTMX07240	SACKO_04960
OG0006873	ASTMX19378	SACKO_15043
OG0006874	ASTMX10745	SACKO_15547
OG0006875	ASTMX06127	SACKO_22942
OG0006876	ASTMX11416	SACKO_17712
OG0006877	ASTMX13244	SACKO_14432
OG0006878	ASTMX16892	SACKO_14703
OG0006879	ASTMX16173	SACKO_32186, SACKO_32227
OG0006880	ASTMX10742	SACKO_17519
OG0006881	ASTMX18811	SACKO_20383
OG0006882	ASTMX02554	SACKO_25762
OG0006885	ASTMX15506	SACKO_33323
OG0006886	ASTMX09095, ASTMX01120	SACKO_06965
OG0006887	ASTMX11439	SACKO_27302
OG0006888	ASTMX09251	SACKO_27706
OG0006889	ASTMX07203	SACKO_32132
OG0006890	ASTMX17391	SACKO_33625
OG0006891	ASTMX19493	SACKO_00733
OG0006892	ASTMX00090	SACKO_00620
OG0006893	ASTMX07824	SACKO_28747
OG0006894	ASTMX19536	SACKO_16651
OG0006895	ASTMX01494	SACKO_32185
OG0006896	ASTMX21118, ASTMX01593	SACKO_17488
OG0006897	ASTMX03361	SACKO_12096
OG0006898	ASTMX06272	SACKO_25156
OG0006899	ASTMX19445	SACKO_31915
OG0006901	ASTMX00087	SACKO_00618, SACKO_06914
OG0006903	ASTMX10135, ASTMX10443	SACKO_29168
OG0006904	ASTMX18096	SACKO_23273
OG0006905	ASTMX21329	SACKO_32133
OG0006906	ASTMX11180	SACKO_29713
OG0006907	ASTMX21343	SACKO_16763
OG0006908	ASTMX03466	SACKO_18244
OG0006911	ASTMX04692	SACKO_16121, SACKO_23876, SACKO_16129
OG0006912	ASTMX03849	SACKO_03250
OG0006914	ASTMX15342	SACKO_08710
OG0006916	ASTMX16770	SACKO_05125
OG0006917	ASTMX19078	SACKO_10775
OG0006918	ASTMX16285	SACKO_21493
OG0006919	ASTMX19164	SACKO_02596
OG0006922	ASTMX09149, ASTMX09150	SACKO_13421, SACKO_31667
OG0006923	ASTMX08705	SACKO_04201
OG0006924	ASTMX15741	SACKO_17426
OG0006925	ASTMX08108	SACKO_14274
OG0006926	ASTMX04276	SACKO_18234
OG0006928	ASTMX20820, ASTMX17417	SACKO_29041
OG0006930	ASTMX18849	SACKO_00590, SACKO_14774
OG0006931	ASTMX01266	SACKO_30476
OG0006932	ASTMX01417	SACKO_05700
OG0006934	ASTMX00025	SACKO_26364
OG0006935	ASTMX18496	SACKO_30206
OG0006936	ASTMX10953	SACKO_24103
OG0006937	ASTMX14042	SACKO_16830
OG0006939	ASTMX13531	SACKO_12961
OG0006942	ASTMX13442	SACKO_03113
OG0006943	ASTMX16314	SACKO_27117
OG0006944	ASTMX02091	SACKO_33729
OG0006945	ASTMX00086, ASTMX21538	SACKO_12889
OG0006946	ASTMX14240	SACKO_17508
OG0006948	ASTMX02465	SACKO_15576
OG0006949	ASTMX06229	SACKO_13058
OG0006951	ASTMX12012	SACKO_21845
OG0006952	ASTMX00883	SACKO_23323
OG0006953	ASTMX13999	SACKO_27273
OG0006954	ASTMX20718	SACKO_22256
OG0006955	ASTMX07198, ASTMX07110	SACKO_20495
OG0006956	ASTMX05793	SACKO_14922, SACKO_14921
OG0006957	ASTMX04737	SACKO_15008
OG0006958	ASTMX14580	SACKO_19807
OG0006959	ASTMX03957, ASTMX19214	SACKO_10040
OG0006960	ASTMX00079	SACKO_24309
OG0006962	ASTMX00716	SACKO_28588
OG0006964	ASTMX21391	SACKO_17635, SACKO_29390
OG0006965	ASTMX06957	SACKO_19851
OG0006966	ASTMX09198	SACKO_26125
OG0006967	ASTMX07737	SACKO_02771
OG0006968	ASTMX20101	SACKO_17433
OG0006969	ASTMX15725	SACKO_25282
OG0006970	ASTMX10956, ASTMX17588	SACKO_29344
OG0006971	ASTMX14444	SACKO_05441
OG0006972	ASTMX02143	SACKO_26754
OG0006974	ASTMX18253, ASTMX09496, ASTMX01542	SACKO_24596
OG0006976	ASTMX01198	SACKO_29752
OG0006977	ASTMX13939	SACKO_29829
OG0006978	ASTMX03349	SACKO_05070
OG0006979	ASTMX20387	SACKO_20315
OG0006980	ASTMX08911	SACKO_19310
OG0006981	ASTMX18249	SACKO_12903
OG0006982	ASTMX06903	SACKO_03394
OG0006983	ASTMX04803	SACKO_01062
OG0006984	ASTMX01069, ASTMX17758, ASTMX00621	SACKO_04568
OG0006985	ASTMX08374	SACKO_32765
OG0006987	ASTMX03786	SACKO_05769, SACKO_02870, SACKO_28061
OG0006988	ASTMX04994	SACKO_09125
OG0006989	ASTMX13258	SACKO_22945
OG0006991	ASTMX17290	SACKO_18032
OG0006992	ASTMX01520	SACKO_25684
OG0006993	ASTMX15549	SACKO_10563
OG0006994	ASTMX16722	SACKO_07891
OG0006995	ASTMX13568	SACKO_20027
OG0006996	ASTMX17714	SACKO_03142
OG0006997	ASTMX16081	SACKO_23615
OG0006998	ASTMX20511	SACKO_08038
OG0006999	ASTMX01835	SACKO_08484
OG0007000	ASTMX15934	SACKO_25797
OG0007001	ASTMX14381	SACKO_30491
OG0007002	ASTMX16784	SACKO_25761, SACKO_25783
OG0007003	ASTMX07209, ASTMX15526	SACKO_04932
OG0007004	ASTMX09577	SACKO_23027
OG0007005	ASTMX22123	SACKO_29350
OG0007006	ASTMX06196	SACKO_04533
OG0007007	ASTMX02970	SACKO_10810
OG0007008	ASTMX15324	SACKO_07810
OG0007009	ASTMX19873	SACKO_08522
OG0007010	ASTMX11111	SACKO_15717
OG0007011	ASTMX05849	SACKO_30640, SACKO_30612
OG0007012	ASTMX09660	SACKO_31857
OG0007013	ASTMX04505	SACKO_28712
OG0007014	ASTMX08585	SACKO_30465
OG0007015	ASTMX17285	SACKO_30224
OG0007017	ASTMX21710	SACKO_26693
OG0007018	ASTMX14959	SACKO_22032
OG0007019	ASTMX01540	SACKO_00988
OG0007020	ASTMX09751	SACKO_06133
OG0007021	ASTMX12977	SACKO_33492
OG0007022	ASTMX05294	SACKO_04163
OG0007023	ASTMX16844	SACKO_25489
OG0007024	ASTMX00414	SACKO_26052
OG0007025	ASTMX02047	SACKO_10243
OG0007026	ASTMX05189	SACKO_08329
OG0007027	ASTMX19969	SACKO_23731
OG0007029	ASTMX00701	SACKO_32173
OG0007031	ASTMX20247	SACKO_30864
OG0007032	ASTMX00154	SACKO_30433
OG0007033	ASTMX01258	SACKO_06084
OG0007034	ASTMX14249	SACKO_14166
OG0007035	ASTMX03494, ASTMX12369	SACKO_32713
OG0007036	ASTMX13788	SACKO_26758
OG0007037	ASTMX12701	SACKO_15416
OG0007038	ASTMX01792	SACKO_13342
OG0007039	ASTMX01368, ASTMX11134	SACKO_22213
OG0007040	ASTMX09108	SACKO_25776
OG0007041	ASTMX12415, ASTMX17229	SACKO_13275
OG0007042	ASTMX10661	SACKO_29304
OG0007043	ASTMX12586	SACKO_16636
OG0007044	ASTMX08265	SACKO_11609
OG0007045	ASTMX05785	SACKO_06007
OG0007046	ASTMX11335	SACKO_31329
OG0007047	ASTMX00903	SACKO_28516
OG0007048	ASTMX04983, ASTMX07732	SACKO_28782
OG0007050	ASTMX11641	SACKO_00112
OG0007053	ASTMX17068	SACKO_13932
OG0007054	ASTMX07334	SACKO_18200
OG0007055	ASTMX13195	SACKO_25420, SACKO_30832
OG0007056	ASTMX05882	SACKO_00713
OG0007057	ASTMX12425	SACKO_13231
OG0007058	ASTMX07059	SACKO_19922
OG0007059	ASTMX01512	SACKO_11009
OG0007060	ASTMX01836	SACKO_27290
OG0007061	ASTMX10503	SACKO_33581
