Orthogroup	ASTMX	YEAST
OG0003846	ASTMX03272, ASTMX13082	YEAST00356
OG0003848	ASTMX03313, ASTMX06535, ASTMX02072	YEAST01654
OG0003850	ASTMX17827	YEAST00228
OG0003851	ASTMX05745, ASTMX14120	YEAST06169
OG0003852	ASTMX13641	YEAST03296
OG0003853	ASTMX06603	YEAST06251
OG0003855	ASTMX18348	YEAST04936
OG0003856	ASTMX11397	YEAST03934, YEAST02710
OG0003858	ASTMX02510	YEAST01401
OG0003860	ASTMX15680, ASTMX15679, ASTMX15678	YEAST01412
OG0003866	ASTMX09589	YEAST01895
OG0003867	ASTMX14392	YEAST03558
OG0003868	ASTMX14524, ASTMX02829	YEAST01448
OG0003869	ASTMX17801	YEAST02771
OG0003875	ASTMX20963, ASTMX20964	YEAST05070
OG0003876	ASTMX14613	YEAST02423
OG0003877	ASTMX18203	YEAST04860, YEAST05867, YEAST03825
OG0003879	ASTMX00436, ASTMX12410	YEAST00463
OG0003881	ASTMX17611	YEAST03851
OG0003882	ASTMX10267	YEAST03663
OG0003886	ASTMX18295	YEAST06023
OG0003887	ASTMX22919	YEAST00028
OG0003893	ASTMX12940	YEAST05028
OG0003897	ASTMX15050	YEAST01270
OG0003899	ASTMX15271	YEAST04954
OG0003904	ASTMX18259	YEAST01732
OG0003907	ASTMX19208	YEAST02999, YEAST02288
OG0003908	ASTMX14918	YEAST01362
OG0003908	ASTMX10495	YEAST06330
OG0003910	ASTMX12237	YEAST03780
OG0003911	ASTMX11470	YEAST00032
OG0003913	ASTMX22751, ASTMX04669	YEAST03258
OG0003918	ASTMX12177, ASTMX18541, ASTMX19758	YEAST00058
OG0003921	ASTMX11734	YEAST06181
OG0003926	ASTMX05523, ASTMX21916, ASTMX05611	YEAST04138
OG0003929	ASTMX13853, ASTMX13851	YEAST04489, YEAST01422
OG0003930	ASTMX19444	YEAST03969
OG0003931	ASTMX07722, ASTMX17814	YEAST01142
OG0003934	ASTMX17687	YEAST00084
OG0003938	ASTMX03248	YEAST01566, YEAST05133
OG0003939	ASTMX12659, ASTMX12661, ASTMX12660, ASTMX12662, ASTMX12663, ASTMX12658	YEAST03211
OG0003944	ASTMX15054, ASTMX15052	YEAST01186
OG0003946	ASTMX13157, ASTMX19007	YEAST03220
OG0003947	ASTMX14801, ASTMX09966	YEAST06266, YEAST05428
OG0003949	ASTMX18736	YEAST01888
OG0003950	ASTMX01715, ASTMX21177	YEAST01409
OG0003954	ASTMX01818, ASTMX14108	YEAST02764
OG0003955	ASTMX22833	YEAST03951
OG0003959	ASTMX03302, ASTMX06910	YEAST02778
OG0003961	ASTMX03170	YEAST01991
OG0003967	ASTMX20908	YEAST05935
OG0003969	ASTMX15238	YEAST02146
OG0003971	ASTMX13704	YEAST00520
OG0003972	ASTMX06345	YEAST06331
OG0003973	ASTMX20732, ASTMX00524	YEAST06329
OG0003978	ASTMX08297, ASTMX02812, ASTMX13155, ASTMX22836	YEAST03551, YEAST00942, YEAST05399
OG0003999	ASTMX08675	YEAST05604
OG0004000	ASTMX20945, ASTMX20946, ASTMX22466	YEAST06060
OG0004005	ASTMX20415	YEAST06216
OG0004007	ASTMX12778, ASTMX11189	YEAST01456
OG0004012	ASTMX09322	YEAST00755
OG0004017	ASTMX17823	YEAST03019
OG0004023	ASTMX00207	YEAST04349
OG0004027	ASTMX15302, ASTMX11055, ASTMX22240	YEAST03587
OG0004032	ASTMX08807, ASTMX00143	YEAST02562
OG0004033	ASTMX04887, ASTMX02492	YEAST02572
OG0004035	ASTMX14250	YEAST02134
OG0004037	ASTMX08758	YEAST03371
OG0004042	ASTMX03581	YEAST05578
OG0004044	ASTMX16753, ASTMX06545	YEAST05367
OG0004047	ASTMX17932	YEAST02496
OG0004051	ASTMX16044, ASTMX05416	YEAST01772
OG0004052	ASTMX04949	YEAST03705
OG0004054	ASTMX17729, ASTMX17210	YEAST05576
OG0004056	ASTMX07252	YEAST05698
OG0004057	ASTMX03071	YEAST05620
OG0004059	ASTMX13060	YEAST00030
OG0004065	ASTMX04796	YEAST00772
OG0004067	ASTMX11484	YEAST02665
OG0004068	ASTMX02692	YEAST03461
OG0004071	ASTMX15749	YEAST02893
OG0004072	ASTMX10447	YEAST02440
OG0004075	ASTMX07747	YEAST02332
OG0004076	ASTMX04315	YEAST05461
OG0004079	ASTMX14875	YEAST04385
OG0004080	ASTMX05403, ASTMX19661	YEAST00812
OG0004082	ASTMX18323, ASTMX18322	YEAST00063, YEAST05409
OG0004090	ASTMX00983, ASTMX04761	YEAST02301, YEAST02021
OG0004091	ASTMX08610	YEAST04715
OG0004092	ASTMX02665, ASTMX15369	YEAST03564, YEAST06307
OG0004096	ASTMX11756, ASTMX12440	YEAST00160
OG0004097	ASTMX10694	YEAST05039
OG0004101	ASTMX02879	YEAST03547, YEAST02901
OG0004102	ASTMX01503	YEAST05787
OG0004103	ASTMX19598	YEAST05061
OG0004105	ASTMX09841, ASTMX14708	YEAST01700, YEAST01565
OG0004110	ASTMX19810, ASTMX07616	YEAST02825
OG0004115	ASTMX13900	YEAST00325
OG0004116	ASTMX12803	YEAST00481
OG0004118	ASTMX21133	YEAST01855
OG0004119	ASTMX07078	YEAST02170
OG0004120	ASTMX06636	YEAST01953
OG0004123	ASTMX10854	YEAST04761
OG0004124	ASTMX06394, ASTMX08682	YEAST01139
OG0004127	ASTMX22216	YEAST06097
OG0004130	ASTMX10123	YEAST03149
OG0004134	ASTMX11642	YEAST05611
OG0004136	ASTMX21158	YEAST01084
OG0004142	ASTMX02145	YEAST05774
OG0004148	ASTMX01455, ASTMX21880	YEAST00867
OG0004150	ASTMX22642, ASTMX02487	YEAST04690
OG0004151	ASTMX22046, ASTMX22047	YEAST04284
OG0004153	ASTMX12182, ASTMX07981, ASTMX12181	YEAST05958, YEAST04386, YEAST00290
OG0004154	ASTMX07593	YEAST05587
OG0004158	ASTMX17963, ASTMX13614	YEAST03379
OG0004161	ASTMX05466	YEAST04124
OG0004162	ASTMX04954	YEAST04517
OG0004164	ASTMX21726, ASTMX06576	YEAST05923
OG0004166	ASTMX15461	YEAST00189
OG0004168	ASTMX13810	YEAST03028
OG0004169	ASTMX13212, ASTMX22747	YEAST05813
OG0004170	ASTMX13302	YEAST05906
OG0004171	ASTMX04439	YEAST04501
OG0004179	ASTMX12310	YEAST01050
OG0004181	ASTMX16951, ASTMX11104, ASTMX20353	YEAST03406
OG0004182	ASTMX15301, ASTMX20682	YEAST03699
OG0004184	ASTMX12107	YEAST00127
OG0004186	ASTMX13660, ASTMX03954, ASTMX17709	YEAST04981
OG0004188	ASTMX14408, ASTMX15241	YEAST02761
OG0004198	ASTMX05125, ASTMX14215, ASTMX14555	YEAST02869, YEAST03548
OG0004215	ASTMX03007	YEAST04590
OG0004217	ASTMX14006	YEAST01257
OG0004219	ASTMX00489	YEAST00912
OG0004222	ASTMX08117	YEAST05826
OG0004230	ASTMX14896, ASTMX12799	YEAST02220
OG0004232	ASTMX11638	YEAST05931
OG0004236	ASTMX00523	YEAST05432
OG0004237	ASTMX01636	YEAST04445, YEAST04344
OG0004239	ASTMX02083	YEAST05144
OG0004243	ASTMX13834, ASTMX21975, ASTMX22252	YEAST00306
OG0004245	ASTMX06607	YEAST00859
OG0004248	ASTMX01974	YEAST03678
OG0004249	ASTMX07753	YEAST02740
OG0004250	ASTMX12946, ASTMX01316	YEAST05543
OG0004252	ASTMX10281	YEAST05178
OG0004254	ASTMX05923	YEAST03900
OG0004258	ASTMX13308, ASTMX13309	YEAST00665
OG0004259	ASTMX12423, ASTMX06239	YEAST03730
OG0004261	ASTMX12557	YEAST02564
OG0004262	ASTMX12887	YEAST02368
OG0004268	ASTMX17644	YEAST00496
OG0004269	ASTMX11915	YEAST04758
OG0004273	ASTMX10116	YEAST02547
OG0004278	ASTMX13360	YEAST00243
OG0004280	ASTMX07382	YEAST05895
OG0004282	ASTMX04297	YEAST02575, YEAST06242
OG0004283	ASTMX04659	YEAST04184
OG0004287	ASTMX12282	YEAST01708
OG0004289	ASTMX08075	YEAST05719
OG0004291	ASTMX15264, ASTMX22975, ASTMX22928, ASTMX08474	YEAST00852
OG0004292	ASTMX18740	YEAST02537
OG0004295	ASTMX02439	YEAST05946
OG0004297	ASTMX19299	YEAST01463
OG0004300	ASTMX14260	YEAST05309
OG0004301	ASTMX16609	YEAST03850
OG0004302	ASTMX17502	YEAST00606
OG0004302	ASTMX17501	YEAST05203
OG0004303	ASTMX11689, ASTMX11690, ASTMX15672	YEAST02492
OG0004304	ASTMX03416	YEAST02425, YEAST05929
OG0004305	ASTMX02864	YEAST02123
OG0004307	ASTMX04512, ASTMX19099	YEAST04592
OG0004308	ASTMX01163, ASTMX22955	YEAST04835
OG0004309	ASTMX01480	YEAST05924
OG0004310	ASTMX15373, ASTMX19710, ASTMX07904	YEAST05001
OG0004312	ASTMX16215	YEAST03330
OG0004314	ASTMX03789, ASTMX11206	YEAST00500
OG0004324	ASTMX10764	YEAST04322
OG0004331	ASTMX20731	YEAST06230
OG0004333	ASTMX16807	YEAST01391
OG0004335	ASTMX17573, ASTMX17572, ASTMX08270	YEAST01057
OG0004337	ASTMX07526	YEAST05652
OG0004338	ASTMX09185	YEAST05023
OG0004344	ASTMX11823	YEAST02441
OG0004345	ASTMX10369	YEAST04894
OG0004347	ASTMX10356, ASTMX16195	YEAST04515
OG0004348	ASTMX00135	YEAST03956
OG0004350	ASTMX08185	YEAST04742
OG0004351	ASTMX18315	YEAST04167
OG0004353	ASTMX06880	YEAST05143
OG0004356	ASTMX04362	YEAST02877
OG0004357	ASTMX02500, ASTMX15653	YEAST02304
OG0004358	ASTMX19968	YEAST01304
OG0004359	ASTMX22440, ASTMX18605	YEAST01873
OG0004364	ASTMX04367	YEAST00647
OG0004366	ASTMX02586	YEAST01097
OG0004369	ASTMX18368	YEAST04013
OG0004370	ASTMX20634	YEAST02378
OG0004374	ASTMX04921	YEAST00556
OG0004377	ASTMX14026	YEAST05181
OG0004378	ASTMX04399	YEAST03291
OG0004379	ASTMX10194, ASTMX14385	YEAST02180, YEAST04152
OG0004380	ASTMX13490, ASTMX00413	YEAST04825
OG0004382	ASTMX12397	YEAST03218
OG0004394	ASTMX03919	YEAST00619
OG0004396	ASTMX09245	YEAST01668
OG0004400	ASTMX02836, ASTMX08919	YEAST03238, YEAST03731
OG0004401	ASTMX07375	YEAST04219
OG0004404	ASTMX12554	YEAST00833, YEAST00883
OG0004417	ASTMX06465	YEAST03358
OG0004425	ASTMX05733, ASTMX18057	YEAST04958
OG0004426	ASTMX04608, ASTMX16512	YEAST01028
OG0004460	ASTMX05378	YEAST06162
OG0004462	ASTMX09565	YEAST03397
OG0004468	ASTMX10959, ASTMX17591	YEAST04439
OG0004472	ASTMX10876	YEAST06199
OG0004479	ASTMX09838	YEAST00474
OG0004484	ASTMX19181	YEAST01989
OG0004486	ASTMX13480, ASTMX20967	YEAST00968
OG0004489	ASTMX09445, ASTMX10741	YEAST03700
OG0004490	ASTMX07362	YEAST02887
OG0004492	ASTMX12431, ASTMX00984	YEAST05415, YEAST01368
OG0004494	ASTMX11684	YEAST03738
OG0004495	ASTMX16876	YEAST00946
OG0004498	ASTMX21957, ASTMX11988	YEAST02716
OG0004500	ASTMX01231	YEAST04651
OG0004503	ASTMX18826, ASTMX17305	YEAST02385
OG0004505	ASTMX00647	YEAST01701
OG0004507	ASTMX19380	YEAST04994
OG0004512	ASTMX09673	YEAST01510
OG0004513	ASTMX09616, ASTMX22950	YEAST04235
OG0004515	ASTMX18895	YEAST05737
OG0004519	ASTMX15946, ASTMX15943	YEAST01596
OG0004520	ASTMX09208	YEAST06001, YEAST05696
OG0004526	ASTMX11185	YEAST02603
OG0004529	ASTMX20454	YEAST03981
OG0004535	ASTMX18252	YEAST02221
OG0004538	ASTMX16549	YEAST02750
OG0004542	ASTMX01416	YEAST04816, YEAST04623
OG0004545	ASTMX18331	YEAST02071
OG0004546	ASTMX19300	YEAST04485
OG0004551	ASTMX09705	YEAST00426
OG0004554	ASTMX17537	YEAST05640
OG0004559	ASTMX16403	YEAST04428
OG0004563	ASTMX06425	YEAST04325
OG0004566	ASTMX01230, ASTMX09116	YEAST02192
OG0004567	ASTMX13427, ASTMX01332, ASTMX22907	YEAST05747
OG0004571	ASTMX20916	YEAST02127
OG0004573	ASTMX21393	YEAST00677
OG0004577	ASTMX22482, ASTMX22486, ASTMX01646	YEAST02283
OG0004579	ASTMX02009, ASTMX00406, ASTMX00405	YEAST00134
OG0004581	ASTMX17856	YEAST03583, YEAST04618
OG0004582	ASTMX10566	YEAST04377
OG0004583	ASTMX11040	YEAST05833
OG0004584	ASTMX11429	YEAST03457
OG0004585	ASTMX12629	YEAST01153
OG0004590	ASTMX12148	YEAST03622, YEAST00886
OG0004593	ASTMX10160	YEAST01231
OG0004606	ASTMX21043	YEAST05926
OG0004609	ASTMX09349	YEAST05326
OG0004610	ASTMX00616, ASTMX01729	YEAST04487, YEAST01427
OG0004611	ASTMX12112	YEAST04613
OG0004612	ASTMX00891	YEAST02359
OG0004616	ASTMX05420	YEAST00250, YEAST02830
OG0004619	ASTMX10202	YEAST03531
OG0004621	ASTMX15948, ASTMX10781	YEAST00178
OG0004626	ASTMX07085, ASTMX00423	YEAST00427
OG0004630	ASTMX12900	YEAST01322, YEAST02951
OG0004633	ASTMX10340	YEAST03510
OG0004634	ASTMX21447, ASTMX03049	YEAST00262, YEAST00249
OG0004635	ASTMX21359	YEAST02703
OG0004639	ASTMX09755	YEAST02924
OG0004642	ASTMX09115	YEAST01912
OG0004648	ASTMX04919	YEAST04721, YEAST05892
OG0004649	ASTMX21812, ASTMX14367	YEAST02284
OG0004651	ASTMX23026, ASTMX10743	YEAST01146
OG0004654	ASTMX14086	YEAST00988
OG0004655	ASTMX07374	YEAST01640
OG0004656	ASTMX23052, ASTMX08149	YEAST04281
OG0004657	ASTMX04352, ASTMX11354	YEAST00473
OG0004658	ASTMX08137	YEAST04140
OG0004659	ASTMX05376	YEAST02251
OG0004660	ASTMX01193	YEAST06221, YEAST00721
OG0004663	ASTMX15210	YEAST01161
OG0004664	ASTMX02245	YEAST05162
OG0004668	ASTMX04572	YEAST01610
OG0004670	ASTMX04458	YEAST03416
OG0004671	ASTMX09351	YEAST02606
OG0004674	ASTMX13549	YEAST05448
OG0004675	ASTMX22086	YEAST05072, YEAST02983
OG0004676	ASTMX09682	YEAST05785, YEAST00056, YEAST02694
OG0004678	ASTMX10360	YEAST02777, YEAST04846
OG0004682	ASTMX13860	YEAST02876
OG0004683	ASTMX17384	YEAST00676
OG0004684	ASTMX15106	YEAST05643
OG0004685	ASTMX05980, ASTMX05981, ASTMX21111	YEAST04200
OG0004687	ASTMX17747	YEAST00982
OG0004691	ASTMX08190	YEAST00819
OG0004699	ASTMX03526	YEAST05453
OG0004702	ASTMX16136	YEAST03387
OG0004703	ASTMX16339	YEAST00841
OG0004705	ASTMX22312, ASTMX02243	YEAST05591
OG0004708	ASTMX03531	YEAST04540
OG0004711	ASTMX01167	YEAST03281
OG0004728	ASTMX16601	YEAST04662, YEAST00882
OG0004733	ASTMX03336	YEAST06337
OG0004735	ASTMX14962	YEAST04508
OG0004739	ASTMX01533	YEAST01817
OG0004740	ASTMX01383	YEAST04029
OG0004743	ASTMX22641, ASTMX21462	YEAST04299
OG0004747	ASTMX11118	YEAST01134
OG0004748	ASTMX17862	YEAST03942
OG0004749	ASTMX05672, ASTMX11474	YEAST05904
OG0004753	ASTMX14663, ASTMX14662	YEAST04746
OG0004755	ASTMX00144	YEAST03690
OG0004756	ASTMX00750	YEAST03704
OG0004759	ASTMX04596	YEAST02912
OG0004760	ASTMX06740	YEAST01847
OG0004764	ASTMX11545	YEAST04443, YEAST04345
OG0004765	ASTMX06481, ASTMX03980, ASTMX18652	YEAST02487
OG0004766	ASTMX20851	YEAST01053
OG0004767	ASTMX14323	YEAST03559
OG0004768	ASTMX18499, ASTMX04088	YEAST02666
OG0004769	ASTMX03147	YEAST06228
OG0004770	ASTMX03246	YEAST03432
OG0004774	ASTMX13494	YEAST06062
OG0004785	ASTMX00088	YEAST04153
OG0004786	ASTMX18911	YEAST01015
OG0004787	ASTMX17803	YEAST02164
OG0004792	ASTMX05051, ASTMX07317	YEAST02299
OG0004795	ASTMX05972, ASTMX05970	YEAST02163
OG0004797	ASTMX01374	YEAST00371
OG0004805	ASTMX17184	YEAST03570
OG0004808	ASTMX12766	YEAST02354
OG0004811	ASTMX01063	YEAST01683
OG0004814	ASTMX17584	YEAST05710
OG0004816	ASTMX16126	YEAST04664
OG0004819	ASTMX15293, ASTMX15292	YEAST00279
OG0004820	ASTMX09906	YEAST05404
OG0004822	ASTMX00033	YEAST03199
OG0004833	ASTMX21278	YEAST01309
OG0004836	ASTMX11723	YEAST00658
OG0004840	ASTMX14200	YEAST01399
OG0004841	ASTMX18590	YEAST01375
OG0004842	ASTMX13856	YEAST05083
OG0004843	ASTMX19279	YEAST03163
OG0004844	ASTMX16456	YEAST01571
OG0004848	ASTMX20823	YEAST02387
OG0004849	ASTMX19610	YEAST06335
OG0004850	ASTMX16474	YEAST05082, YEAST02977
OG0004851	ASTMX22196, ASTMX05198	YEAST02907
OG0004852	ASTMX16773	YEAST00825
OG0004854	ASTMX16706	YEAST00889, YEAST04304
OG0004855	ASTMX15354	YEAST03252
OG0004856	ASTMX03921	YEAST05973
OG0004858	ASTMX07798	YEAST04268
OG0004863	ASTMX10195	YEAST00862
OG0004864	ASTMX02024	YEAST00264
OG0004874	ASTMX20507, ASTMX20425	YEAST04564
OG0004875	ASTMX18068	YEAST02491
OG0004877	ASTMX08611	YEAST05247
OG0004880	ASTMX15783	YEAST06046
OG0004881	ASTMX15117	YEAST00141
OG0004886	ASTMX08550	YEAST05077
OG0004887	ASTMX00826	YEAST05734
OG0004893	ASTMX00909	YEAST04667, YEAST00405
OG0004896	ASTMX11207	YEAST06193
OG0004897	ASTMX12184	YEAST03127, YEAST00642
OG0004898	ASTMX22116	YEAST01269
OG0004902	ASTMX11594, ASTMX19515, ASTMX04220	YEAST00933
OG0004903	ASTMX06135	YEAST03539
OG0004911	ASTMX01411, ASTMX14318	YEAST04765
OG0004913	ASTMX20630, ASTMX05601	YEAST01636
OG0004914	ASTMX09637	YEAST03369
OG0004917	ASTMX11316	YEAST00244
OG0004922	ASTMX06819	YEAST03302
OG0004924	ASTMX08721	YEAST03555, YEAST03277
OG0004928	ASTMX10205, ASTMX17494	YEAST00311
OG0004932	ASTMX06430, ASTMX01756	YEAST04654
OG0004935	ASTMX15814	YEAST02167
OG0004940	ASTMX13411	YEAST05107, YEAST05559
OG0004941	ASTMX19213	YEAST03194
OG0004947	ASTMX07813, ASTMX22832, ASTMX12085	YEAST05164
OG0004948	ASTMX00235	YEAST02275
OG0004949	ASTMX15357	YEAST04201
OG0004952	ASTMX16514, ASTMX08098	YEAST02477
OG0004954	ASTMX03794	YEAST06058
OG0004962	ASTMX12564	YEAST04400
OG0004963	ASTMX13193	YEAST04940
OG0004964	ASTMX19113	YEAST04104
OG0004968	ASTMX01701	YEAST03489
OG0004969	ASTMX20329, ASTMX04336	YEAST02591
OG0004970	ASTMX16953	YEAST04414
OG0004971	ASTMX06556, ASTMX14404	YEAST05364
OG0004972	ASTMX19694	YEAST03511
OG0004975	ASTMX03024	YEAST00144, YEAST01994
OG0004976	ASTMX04084	YEAST05983
OG0004977	ASTMX07866	YEAST06017
OG0004979	ASTMX02633	YEAST06027
OG0004980	ASTMX04239, ASTMX01545	YEAST05221
OG0004981	ASTMX19679	YEAST03914, YEAST04639
OG0004982	ASTMX11187	YEAST03625
OG0004985	ASTMX04039, ASTMX00936	YEAST03498
OG0004988	ASTMX10618	YEAST05990
OG0004989	ASTMX09209	YEAST04576
OG0004990	ASTMX18682	YEAST04419
OG0004992	ASTMX09949	YEAST05627
OG0004996	ASTMX09425	YEAST04793
OG0004997	ASTMX18859	YEAST01342
OG0005002	ASTMX02942	YEAST05414
OG0005003	ASTMX16662	YEAST02467, YEAST00216
OG0005006	ASTMX20275, ASTMX10445	YEAST06096
OG0005007	ASTMX11155, ASTMX07553	YEAST03893
OG0005014	ASTMX05106	YEAST02538
OG0005015	ASTMX09654	YEAST01649, YEAST01932
OG0005038	ASTMX22848	YEAST02861
OG0005040	ASTMX21394	YEAST04778
OG0005047	ASTMX10208	YEAST01837
OG0005053	ASTMX02927	YEAST00680
OG0005055	ASTMX01498	YEAST02159
OG0005059	ASTMX20578	YEAST03737
OG0005067	ASTMX18763	YEAST06051
OG0005069	ASTMX17496	YEAST03130
OG0005073	ASTMX03667	YEAST00873
OG0005076	ASTMX00261, ASTMX08204	YEAST04563
OG0005081	ASTMX02871	YEAST03124
OG0005083	ASTMX15267	YEAST00678, YEAST05235
OG0005084	ASTMX14272, ASTMX00601	YEAST03782
OG0005085	ASTMX10277	YEAST06159
OG0005086	ASTMX09453	YEAST00205
OG0005087	ASTMX16674	YEAST00816
OG0005088	ASTMX02350	YEAST05769, YEAST03125
OG0005089	ASTMX00320	YEAST04644
OG0005090	ASTMX12929	YEAST00338
OG0005091	ASTMX01146	YEAST05089
OG0005093	ASTMX10254, ASTMX08147	YEAST01810
OG0005095	ASTMX02584	YEAST04437
OG0005096	ASTMX19910	YEAST00667
OG0005097	ASTMX07724	YEAST05071
OG0005099	ASTMX17671	YEAST01396
OG0005100	ASTMX09835	YEAST02389
OG0005104	ASTMX02574	YEAST05248
OG0005106	ASTMX06182	YEAST06065, YEAST00421
OG0005107	ASTMX07188	YEAST06099
OG0005109	ASTMX15464	YEAST05204, YEAST00612
OG0005111	ASTMX04785	YEAST06212, YEAST04032
OG0005114	ASTMX03136, ASTMX08759	YEAST02131
OG0005117	ASTMX16671	YEAST06050
OG0005121	ASTMX14569	YEAST02052
OG0005124	ASTMX11128	YEAST04099
OG0005130	ASTMX19558	YEAST03863
OG0005139	ASTMX09824, ASTMX09825	YEAST04015
OG0005142	ASTMX18327	YEAST03890
OG0005143	ASTMX11158	YEAST00443
OG0005144	ASTMX02847	YEAST04065
OG0005146	ASTMX16525	YEAST02971
OG0005149	ASTMX00118, ASTMX22181	YEAST03025, YEAST02738
OG0005151	ASTMX01693	YEAST03382
OG0005152	ASTMX17467	YEAST00847
OG0005157	ASTMX13223, ASTMX20193	YEAST02981
OG0005160	ASTMX09653	YEAST06113
OG0005164	ASTMX08734	YEAST06283
OG0005167	ASTMX19913	YEAST03924
OG0005168	ASTMX01259	YEAST06272
OG0005169	ASTMX04846	YEAST00459
OG0005175	ASTMX22227	YEAST05445
OG0005176	ASTMX23001, ASTMX10613	YEAST05501
OG0005176	ASTMX10615, ASTMX10614	YEAST00218
OG0005178	ASTMX11220	YEAST04497
OG0005179	ASTMX22758	YEAST05659
OG0005183	ASTMX09009	YEAST05308
OG0005184	ASTMX00015	YEAST00492
OG0005187	ASTMX16233	YEAST05234
OG0005188	ASTMX05449, ASTMX05450	YEAST01554
OG0005192	ASTMX17319	YEAST05720
OG0005194	ASTMX18820, ASTMX20809	YEAST04086
OG0005196	ASTMX00351	YEAST01388
OG0005198	ASTMX22151	YEAST00327
OG0005200	ASTMX14747, ASTMX06789	YEAST01016
OG0005201	ASTMX09265	YEAST00082
OG0005203	ASTMX02783	YEAST02207
OG0005204	ASTMX09774	YEAST01178
OG0005205	ASTMX22828, ASTMX11962	YEAST01046
OG0005208	ASTMX11365	YEAST01429
OG0005212	ASTMX05143	YEAST06147
OG0005220	ASTMX16391	YEAST04357
OG0005221	ASTMX02710	YEAST03209
OG0005222	ASTMX02585	YEAST05518
OG0005224	ASTMX12266	YEAST06324
OG0005225	ASTMX21217	YEAST05094
OG0005227	ASTMX06120	YEAST05529
OG0005228	ASTMX09952	YEAST05916
OG0005229	ASTMX03904	YEAST04766
OG0005231	ASTMX19976	YEAST02681
OG0005233	ASTMX05278	YEAST00564
OG0005237	ASTMX03931	YEAST05398
OG0005238	ASTMX07794	YEAST00351
OG0005239	ASTMX12889	YEAST04499
OG0005240	ASTMX06424	YEAST03058
OG0005244	ASTMX15820	YEAST06021
OG0005247	ASTMX15805	YEAST06314
OG0005249	ASTMX14339, ASTMX15074	YEAST03446
OG0005251	ASTMX11424	YEAST00934
OG0005254	ASTMX22805, ASTMX15508	YEAST00814
OG0005259	ASTMX09417, ASTMX00937	YEAST04276
OG0005261	ASTMX03799	YEAST01831
OG0005262	ASTMX05707	YEAST05458
OG0005264	ASTMX11998	YEAST03506
OG0005267	ASTMX04206	YEAST03513
OG0005269	ASTMX13957	YEAST03314
OG0005273	ASTMX12139	YEAST04916
OG0005275	ASTMX09473	YEAST03695
OG0005277	ASTMX12888	YEAST04186
OG0005279	ASTMX00419	YEAST05219
OG0005280	ASTMX22026	YEAST00305
OG0005281	ASTMX09323, ASTMX20039	YEAST05694
OG0005285	ASTMX05026	YEAST03115
OG0005289	ASTMX19644	YEAST03438
OG0005292	ASTMX00560	YEAST01718
OG0005293	ASTMX11714	YEAST03033
OG0005294	ASTMX06056, ASTMX21746, ASTMX21747	YEAST01981
OG0005298	ASTMX10269	YEAST03696
OG0005299	ASTMX18237	YEAST00788
OG0005300	ASTMX15884	YEAST04941
OG0005304	ASTMX06911	YEAST05397
OG0005309	ASTMX02733, ASTMX17559	YEAST03670
OG0005312	ASTMX10751	YEAST05201, YEAST04689
OG0005314	ASTMX16432, ASTMX07287	YEAST05231, YEAST01835
OG0005316	ASTMX20099	YEAST02690
OG0005317	ASTMX23039, ASTMX00041	YEAST03232
OG0005318	ASTMX08983	YEAST02932
OG0005319	ASTMX06590	YEAST00507
OG0005323	ASTMX18846	YEAST01809
OG0005324	ASTMX17566	YEAST02894
OG0005326	ASTMX06119, ASTMX11751	YEAST02113
OG0005360	ASTMX11012	YEAST05037
OG0005365	ASTMX22649	YEAST00555
OG0005366	ASTMX09738	YEAST05488
OG0005370	ASTMX01058	YEAST06092
OG0005371	ASTMX08633	YEAST06170
OG0005373	ASTMX21823	YEAST05422
OG0005374	ASTMX10258	YEAST05714
OG0005375	ASTMX14091	YEAST03962
OG0005379	ASTMX14846	YEAST03216
OG0005390	ASTMX06470	YEAST03532
OG0005391	ASTMX06259	YEAST02166
OG0005393	ASTMX20231	YEAST04280
OG0005394	ASTMX20505	YEAST00853
OG0005396	ASTMX07932	YEAST05100
OG0005399	ASTMX05671	YEAST03052
OG0005402	ASTMX14661	YEAST00454, YEAST00455
OG0005403	ASTMX00644	YEAST03894
OG0005406	ASTMX11527, ASTMX05740, ASTMX11284	YEAST00801
OG0005409	ASTMX07231	YEAST01305
OG0005412	ASTMX04878	YEAST00286
OG0005413	ASTMX21458	YEAST00212
OG0005417	ASTMX04990	YEAST02517
OG0005422	ASTMX00525	YEAST00744
OG0005430	ASTMX18791	YEAST02046
OG0005431	ASTMX09720, ASTMX22147	YEAST00653
OG0005432	ASTMX04378	YEAST00083
OG0005433	ASTMX10384	YEAST00126
OG0005435	ASTMX17149	YEAST02973
OG0005437	ASTMX21353	YEAST04554
OG0005438	ASTMX11559	YEAST03985
OG0005439	ASTMX01225	YEAST00480, YEAST02388
OG0005446	ASTMX13422	YEAST02856
OG0005448	ASTMX15632, ASTMX10315	YEAST00061
OG0005451	ASTMX22934, ASTMX08636	YEAST02174
OG0005455	ASTMX21048, ASTMX14029	YEAST01906
OG0005464	ASTMX01955	YEAST03289
OG0005465	ASTMX04578	YEAST02925
OG0005466	ASTMX09405	YEAST04413
OG0005468	ASTMX21236	YEAST03549
OG0005469	ASTMX13280	YEAST03750
OG0005470	ASTMX16610	YEAST05805
OG0005471	ASTMX16198	YEAST02704
OG0005474	ASTMX12678	YEAST05625
OG0005476	ASTMX01980	YEAST00929
OG0005479	ASTMX17649	YEAST06140
