Orthogroup	ASTMX	HELIO_ok
OG0006638	ASTMX05476	HELIO_00603
OG0006640	ASTMX09650	HELIO_02481
OG0006641	ASTMX01398	HELIO_06767
OG0006642	ASTMX03226	HELIO_08918
OG0006645	ASTMX14608	HELIO_10104
OG0006646	ASTMX04908	HELIO_00489
OG0006648	ASTMX11425	HELIO_06638
OG0006649	ASTMX22278	HELIO_10793
OG0006650	ASTMX22454	HELIO_03117
OG0006651	ASTMX03710	HELIO_02310
OG0006653	ASTMX11926	HELIO_09990
OG0006654	ASTMX10252	HELIO_02769
OG0006657	ASTMX13430	HELIO_07908
OG0006660	ASTMX16840, ASTMX15712	HELIO_11761
OG0006661	ASTMX06079	HELIO_06626
OG0006662	ASTMX10852	HELIO_09320
OG0006663	ASTMX20793	HELIO_02313
OG0006664	ASTMX18894	HELIO_02701
OG0006666	ASTMX14266	HELIO_12248
OG0006668	ASTMX08555	HELIO_07541
OG0006669	ASTMX07762	HELIO_11899
OG0006670	ASTMX08852	HELIO_08029
OG0006671	ASTMX02120	HELIO_05864
OG0006673	ASTMX18034, ASTMX05111	HELIO_06392
OG0006675	ASTMX17949	HELIO_08924
OG0006676	ASTMX10262	HELIO_10376
OG0006677	ASTMX10112	HELIO_09774
OG0006678	ASTMX21609	HELIO_02277
OG0006679	ASTMX01521	HELIO_02358
OG0006680	ASTMX00952	HELIO_02680
OG0006681	ASTMX10798	HELIO_12263
OG0006683	ASTMX17752	HELIO_02924
OG0006684	ASTMX19788	HELIO_06154
OG0006686	ASTMX07806	HELIO_12341
OG0006687	ASTMX05776	HELIO_11277
OG0006688	ASTMX02675	HELIO_03127
OG0006689	ASTMX02612	HELIO_05938
OG0006690	ASTMX15458	HELIO_02191
OG0006692	ASTMX15358	HELIO_11578
OG0006694	ASTMX03870	HELIO_03880
OG0006695	ASTMX21264	HELIO_08328
OG0006696	ASTMX04210, ASTMX04552	HELIO_07111
OG0006697	ASTMX19949, ASTMX09481	HELIO_01191
OG0006698	ASTMX14552	HELIO_12446
OG0006700	ASTMX18394	HELIO_12057
OG0006703	ASTMX15261	HELIO_06495
OG0006705	ASTMX18210	HELIO_06835
OG0006706	ASTMX06498	HELIO_11342
OG0006707	ASTMX05711	HELIO_00394
OG0006709	ASTMX12695	HELIO_01142
OG0006710	ASTMX16956	HELIO_06551
OG0006711	ASTMX17012	HELIO_05604
OG0006712	ASTMX19601	HELIO_03348
OG0006713	ASTMX15643, ASTMX17218	HELIO_11450
OG0006714	ASTMX07976	HELIO_11043
OG0006715	ASTMX14563, ASTMX06410	HELIO_03316
OG0006716	ASTMX11731	HELIO_06298
OG0006717	ASTMX04689	HELIO_09109
OG0006718	ASTMX17392	HELIO_05927
OG0006719	ASTMX11390	HELIO_09746
OG0006720	ASTMX06026	HELIO_08931
OG0006721	ASTMX18174	HELIO_02607
OG0006722	ASTMX12405	HELIO_08515
OG0006724	ASTMX17753	HELIO_00952
OG0006725	ASTMX09476	HELIO_03001
OG0006726	ASTMX03873	HELIO_09973
OG0006727	ASTMX20841, ASTMX20842	HELIO_02122
OG0006728	ASTMX14617	HELIO_02827
OG0006732	ASTMX22779	HELIO_09714
OG0006733	ASTMX09373, ASTMX11811	HELIO_07160
OG0006734	ASTMX04829	HELIO_03231
OG0006735	ASTMX05292	HELIO_00738
OG0006737	ASTMX11682	HELIO_04436
OG0006738	ASTMX13600	HELIO_04208
OG0006739	ASTMX02177	HELIO_08662
OG0006741	ASTMX00781	HELIO_09739
OG0006742	ASTMX08794, ASTMX20354	HELIO_04731
OG0006743	ASTMX13436, ASTMX07092	HELIO_10221
OG0006744	ASTMX09205, ASTMX05381	HELIO_01364
OG0006745	ASTMX16122	HELIO_08879
OG0006748	ASTMX18321	HELIO_02187
OG0006749	ASTMX10213	HELIO_12329
OG0006750	ASTMX03816	HELIO_07144
OG0006751	ASTMX10960	HELIO_10611
OG0006752	ASTMX03481	HELIO_01665
OG0006753	ASTMX08486	HELIO_09521
OG0006755	ASTMX00482	HELIO_08486
OG0006757	ASTMX13935	HELIO_11315
OG0006758	ASTMX00799	HELIO_10590
OG0006759	ASTMX17468	HELIO_00719
OG0006760	ASTMX10010	HELIO_01833
OG0006761	ASTMX19006	HELIO_08292
OG0006762	ASTMX19374, ASTMX06557	HELIO_02010
OG0006763	ASTMX04265, ASTMX18089	HELIO_06010
OG0006764	ASTMX04734	HELIO_03493
OG0006765	ASTMX03547, ASTMX03548	HELIO_06109
OG0006768	ASTMX01848	HELIO_12787
OG0006769	ASTMX00239	HELIO_11443
OG0006772	ASTMX17412	HELIO_05481
OG0006775	ASTMX07700	HELIO_01233
OG0006776	ASTMX14097	HELIO_12504
OG0006777	ASTMX09376	HELIO_07723
OG0006780	ASTMX04854	HELIO_01407
OG0006787	ASTMX01901, ASTMX01425	HELIO_07288
OG0006827	ASTMX03162	HELIO_07804
OG0006828	ASTMX06916	HELIO_02011
OG0006829	ASTMX16614	HELIO_07838
OG0006830	ASTMX12230	HELIO_02103
OG0006831	ASTMX02537	HELIO_02840
OG0006832	ASTMX05805	HELIO_01148
OG0006833	ASTMX16981	HELIO_05301
OG0006837	ASTMX12356	HELIO_03233
OG0006838	ASTMX04988	HELIO_12316
OG0006839	ASTMX16275	HELIO_11165
OG0006843	ASTMX15344, ASTMX15343	HELIO_07672
OG0006844	ASTMX05150	HELIO_02360
OG0006845	ASTMX22497, ASTMX18536	HELIO_05531
OG0006846	ASTMX04852	HELIO_02303
OG0006847	ASTMX05035	HELIO_04305
OG0006848	ASTMX02777, ASTMX15411	HELIO_10864
OG0006849	ASTMX10597	HELIO_05945
OG0006851	ASTMX10431	HELIO_01136
OG0006852	ASTMX21034, ASTMX05169, ASTMX05168	HELIO_02486, HELIO_04562
OG0006853	ASTMX02147	HELIO_02737
OG0006856	ASTMX15975	HELIO_07178
OG0006857	ASTMX10533	HELIO_10880
OG0006860	ASTMX08893	HELIO_05728
OG0006861	ASTMX12683	HELIO_03418
OG0006862	ASTMX04586	HELIO_06074
OG0006863	ASTMX06189	HELIO_10528
OG0006864	ASTMX14844	HELIO_07403
OG0006865	ASTMX00544	HELIO_03278, HELIO_03277
OG0006867	ASTMX17195	HELIO_00909
OG0006869	ASTMX04037	HELIO_10982
OG0006870	ASTMX19219	HELIO_07470
OG0006871	ASTMX18202	HELIO_03606
OG0006872	ASTMX07240	HELIO_07875
OG0006873	ASTMX19378	HELIO_02802
OG0006874	ASTMX10745	HELIO_08686
OG0006875	ASTMX06127	HELIO_10647
OG0006876	ASTMX11416	HELIO_12562
OG0006877	ASTMX13244	HELIO_09562
OG0006878	ASTMX16892	HELIO_02141
OG0006879	ASTMX16173	HELIO_10499
OG0006880	ASTMX10742	HELIO_05383
OG0006881	ASTMX18811	HELIO_09282, HELIO_09283
OG0006882	ASTMX02554	HELIO_00837
OG0006885	ASTMX15506	HELIO_07678
OG0006886	ASTMX09095, ASTMX01120	HELIO_01710
OG0006887	ASTMX11439	HELIO_00170
OG0006888	ASTMX09251	HELIO_11291
OG0006889	ASTMX07203	HELIO_07081
OG0006890	ASTMX17391	HELIO_01755
OG0006891	ASTMX19493	HELIO_06848
OG0006892	ASTMX00090	HELIO_10025
OG0006893	ASTMX07824	HELIO_02287
OG0006894	ASTMX19536	HELIO_01525
OG0006895	ASTMX01494	HELIO_00885
OG0006896	ASTMX21118, ASTMX01593	HELIO_11058, HELIO_11057
OG0006897	ASTMX03361	HELIO_06557
OG0006899	ASTMX19445	HELIO_06042
OG0006901	ASTMX00087	HELIO_03815
OG0006902	ASTMX14454	HELIO_01197
OG0006903	ASTMX10135, ASTMX10443	HELIO_08134
OG0006904	ASTMX18096	HELIO_03416
OG0006905	ASTMX21329	HELIO_02801
OG0006906	ASTMX11180	HELIO_04811
OG0006907	ASTMX21343	HELIO_02666
OG0006908	ASTMX03466	HELIO_08017
OG0006909	ASTMX01775	HELIO_01498
OG0006911	ASTMX04692	HELIO_04412
OG0006912	ASTMX03849	HELIO_01132
OG0006914	ASTMX15342	HELIO_07176
OG0006916	ASTMX16770	HELIO_11109
OG0006917	ASTMX19078	HELIO_00862
OG0006918	ASTMX16285	HELIO_00387
OG0006919	ASTMX19164	HELIO_12526
OG0006923	ASTMX08705	HELIO_08623
OG0006924	ASTMX15741	HELIO_10197
OG0006925	ASTMX08108	HELIO_06577
OG0006926	ASTMX04276	HELIO_01892
OG0006928	ASTMX20820, ASTMX17417	HELIO_10460
OG0006929	ASTMX14469	HELIO_05023
OG0006931	ASTMX01266	HELIO_10024
OG0006932	ASTMX01417	HELIO_03552
OG0006934	ASTMX00025	HELIO_02300
OG0006935	ASTMX18496	HELIO_02305
OG0006936	ASTMX10953	HELIO_01325
OG0006937	ASTMX14042	HELIO_10195
OG0006939	ASTMX13531	HELIO_09910
OG0006943	ASTMX16314	HELIO_00593
OG0006944	ASTMX02091	HELIO_10544
OG0006946	ASTMX14240	HELIO_08697
OG0006949	ASTMX06229	HELIO_00053
OG0006951	ASTMX12012	HELIO_06091
OG0006954	ASTMX20718	HELIO_00977
OG0006955	ASTMX07198, ASTMX07110	HELIO_06102
OG0006956	ASTMX05793	HELIO_03837
OG0006957	ASTMX04737	HELIO_09843
OG0006958	ASTMX14580	HELIO_03705
OG0006959	ASTMX03957, ASTMX19214	HELIO_03367
OG0006960	ASTMX00079	HELIO_11955
OG0006962	ASTMX00716	HELIO_04139
OG0006964	ASTMX21391	HELIO_05324
OG0006965	ASTMX06957	HELIO_01499
OG0006966	ASTMX09198	HELIO_00843
OG0006967	ASTMX07737	HELIO_03858
OG0006968	ASTMX20101	HELIO_10124
OG0006969	ASTMX15725	HELIO_04692
OG0006970	ASTMX10956, ASTMX17588	HELIO_03853
OG0006971	ASTMX14444	HELIO_04205
OG0006972	ASTMX02143	HELIO_12289
OG0006975	ASTMX05767	HELIO_00766
OG0006976	ASTMX01198	HELIO_09447
OG0006977	ASTMX13939	HELIO_03745
OG0006979	ASTMX20387	HELIO_08949
OG0006980	ASTMX08911	HELIO_06927
OG0006981	ASTMX18249	HELIO_10873
OG0006982	ASTMX06903	HELIO_09182
OG0006983	ASTMX04803	HELIO_09699
OG0006985	ASTMX08374	HELIO_08249
OG0006988	ASTMX04994	HELIO_01745, HELIO_10587
OG0006989	ASTMX13258	HELIO_01925
OG0006990	ASTMX12780	HELIO_06240
OG0006991	ASTMX17290	HELIO_08801
OG0006992	ASTMX01520	HELIO_03687
OG0006993	ASTMX15549	HELIO_04356
OG0006994	ASTMX16722	HELIO_10742
OG0006995	ASTMX13568	HELIO_00974
OG0006997	ASTMX16081	HELIO_04050
OG0006998	ASTMX20511	HELIO_01286
OG0006999	ASTMX01835	HELIO_01742
OG0007000	ASTMX15934	HELIO_00263
OG0007001	ASTMX14381	HELIO_09912
OG0007002	ASTMX16784	HELIO_00186
OG0007003	ASTMX07209, ASTMX15526	HELIO_03021
OG0007004	ASTMX09577	HELIO_03743
OG0007006	ASTMX06196	HELIO_05841
OG0007007	ASTMX02970	HELIO_04354
OG0007008	ASTMX15324	HELIO_04065
OG0007009	ASTMX19873	HELIO_10006
OG0007010	ASTMX11111	HELIO_01679
OG0007011	ASTMX05849	HELIO_12793
OG0007012	ASTMX09660	HELIO_04259
OG0007013	ASTMX04505	HELIO_10913
OG0007014	ASTMX08585	HELIO_00547
OG0007015	ASTMX17285	HELIO_01841
OG0007018	ASTMX14959	HELIO_07831
OG0007019	ASTMX01540	HELIO_10142
OG0007020	ASTMX09751	HELIO_10783
OG0007022	ASTMX05294	HELIO_00686
OG0007023	ASTMX16844	HELIO_05749
OG0007024	ASTMX00414	HELIO_03505
OG0007025	ASTMX02047	HELIO_12627
OG0007026	ASTMX05189	HELIO_11609, HELIO_11608
OG0007031	ASTMX20247	HELIO_11089
OG0007032	ASTMX00154	HELIO_10519
OG0007033	ASTMX01258	HELIO_06756
OG0007034	ASTMX14249	HELIO_05240
OG0007035	ASTMX03494, ASTMX12369	HELIO_05074
OG0007036	ASTMX13788	HELIO_08854
OG0007037	ASTMX12701	HELIO_03215
OG0007038	ASTMX01792	HELIO_07154
OG0007039	ASTMX01368, ASTMX11134	HELIO_03673
OG0007040	ASTMX09108	HELIO_09696
OG0007041	ASTMX12415, ASTMX17229	HELIO_00355
OG0007042	ASTMX10661	HELIO_08465
OG0007043	ASTMX12586	HELIO_10787
OG0007044	ASTMX08265	HELIO_03336
OG0007045	ASTMX05785	HELIO_03028
OG0007046	ASTMX11335	HELIO_06285
OG0007047	ASTMX00903	HELIO_01873
OG0007048	ASTMX04983, ASTMX07732	HELIO_01435
OG0007049	ASTMX02583	HELIO_01113
OG0007050	ASTMX11641	HELIO_10158
OG0007053	ASTMX17068	HELIO_01740
OG0007054	ASTMX07334	HELIO_03935
OG0007055	ASTMX13195	HELIO_05430
OG0007056	ASTMX05882	HELIO_04173
OG0007058	ASTMX07059	HELIO_12181
OG0007059	ASTMX01512	HELIO_11121
OG0007060	ASTMX01836	HELIO_03894
OG0007061	ASTMX10503	HELIO_03172
OG0007062	ASTMX15159	HELIO_03299
OG0007063	ASTMX10117	HELIO_02537
OG0007064	ASTMX19560	HELIO_02033
OG0007066	ASTMX22476	HELIO_08282
OG0007067	ASTMX08892	HELIO_06171
OG0007068	ASTMX10090	HELIO_11494
OG0007070	ASTMX03138	HELIO_05878
OG0007071	ASTMX08483	HELIO_10140
OG0007072	ASTMX07084	HELIO_09568
OG0007073	ASTMX19088	HELIO_12235
OG0007074	ASTMX18317	HELIO_10084
OG0007075	ASTMX15828, ASTMX07345	HELIO_12580
OG0007076	ASTMX16160	HELIO_04699
OG0007077	ASTMX11100	HELIO_03036
OG0007078	ASTMX15143	HELIO_12420
OG0007079	ASTMX04560	HELIO_12708
OG0007080	ASTMX08945	HELIO_10930
OG0007081	ASTMX07386	HELIO_01321
OG0007082	ASTMX10303	HELIO_01470
OG0007083	ASTMX00902	HELIO_01256
OG0007084	ASTMX21153	HELIO_06919
OG0007085	ASTMX02625	HELIO_09227, HELIO_06691, HELIO_06359
OG0007086	ASTMX07211	HELIO_09327
OG0007087	ASTMX08152	HELIO_06229
OG0007089	ASTMX02285	HELIO_01728
OG0007090	ASTMX06534, ASTMX02841	HELIO_02778
OG0007091	ASTMX11325	HELIO_05646
OG0007093	ASTMX22411, ASTMX21833	HELIO_04228
OG0007094	ASTMX08477	HELIO_03665
OG0007095	ASTMX09063	HELIO_05715
OG0007096	ASTMX11766, ASTMX03776	HELIO_05063
OG0007098	ASTMX01065	HELIO_07500
OG0007099	ASTMX18631	HELIO_11777
OG0007100	ASTMX09252	HELIO_02603
OG0007103	ASTMX15827	HELIO_04990
OG0007104	ASTMX02246, ASTMX12173	HELIO_08624
OG0007105	ASTMX19209	HELIO_06453
OG0007106	ASTMX00806	HELIO_08071
OG0007107	ASTMX19243	HELIO_08096
OG0007108	ASTMX12153	HELIO_10721
OG0007111	ASTMX09580, ASTMX03137	HELIO_07676
OG0007112	ASTMX05122	HELIO_05754
OG0007113	ASTMX02092, ASTMX16843	HELIO_02963
OG0007114	ASTMX13798	HELIO_02430
OG0007116	ASTMX19526	HELIO_03595
OG0007117	ASTMX15880	HELIO_10452
OG0007118	ASTMX14472	HELIO_00216
OG0007119	ASTMX05484	HELIO_03351
OG0007120	ASTMX06093	HELIO_08636
OG0007121	ASTMX18720	HELIO_08982
OG0007122	ASTMX04799	HELIO_01530
OG0007123	ASTMX16148	HELIO_06300
OG0007124	ASTMX09795	HELIO_03243
OG0007126	ASTMX14075	HELIO_07784
OG0007127	ASTMX12250, ASTMX01819	HELIO_02372
OG0007128	ASTMX15167	HELIO_07471
OG0007129	ASTMX09310, ASTMX13495	HELIO_01993
OG0007130	ASTMX16072	HELIO_08635, HELIO_08634
OG0007131	ASTMX13441	HELIO_04431
OG0007132	ASTMX04322	HELIO_12686
OG0007133	ASTMX21250	HELIO_05837
OG0007134	ASTMX16982	HELIO_02796
OG0007135	ASTMX00245	HELIO_03512
OG0007136	ASTMX05160	HELIO_11083
OG0007137	ASTMX18044	HELIO_01264
OG0007138	ASTMX13115	HELIO_11268
OG0007139	ASTMX04012	HELIO_03311
OG0007140	ASTMX06549, ASTMX15484	HELIO_09262
OG0007141	ASTMX17349	HELIO_02202
OG0007143	ASTMX01334	HELIO_02069
OG0007144	ASTMX14074	HELIO_02773
OG0007145	ASTMX08637	HELIO_02042
OG0007148	ASTMX17772	HELIO_11799
OG0007152	ASTMX14227, ASTMX14226	HELIO_07347
OG0007153	ASTMX01581	HELIO_04064
OG0007154	ASTMX04579	HELIO_05052
OG0007158	ASTMX13778, ASTMX13779	HELIO_04172
OG0007160	ASTMX19280	HELIO_04515
OG0007161	ASTMX12648, ASTMX10902	HELIO_03043
OG0007163	ASTMX14930	HELIO_04816
OG0007164	ASTMX04180	HELIO_04104
OG0007165	ASTMX02974	HELIO_07174
OG0007168	ASTMX12719	HELIO_01974
OG0007173	ASTMX08040	HELIO_07975
OG0007174	ASTMX15803	HELIO_10174
OG0007175	ASTMX08991	HELIO_01496
OG0007176	ASTMX19988	HELIO_09685
OG0007177	ASTMX13669	HELIO_09991
OG0007178	ASTMX03848	HELIO_08375
OG0007179	ASTMX11963	HELIO_01221
OG0007180	ASTMX07909	HELIO_05806
OG0007181	ASTMX06406, ASTMX09641	HELIO_00946
OG0007182	ASTMX03504	HELIO_05171
OG0007183	ASTMX05746	HELIO_10857
OG0007187	ASTMX05320	HELIO_08131
OG0007188	ASTMX06664	HELIO_00663
OG0007191	ASTMX21840	HELIO_12367
OG0007192	ASTMX07871	HELIO_11714
OG0007198	ASTMX09261	HELIO_12458
OG0007200	ASTMX15610	HELIO_01173
OG0007209	ASTMX11363, ASTMX15404	HELIO_03954
OG0007248	ASTMX11925	HELIO_03566
OG0007250	ASTMX04160	HELIO_11796
OG0007251	ASTMX21422	HELIO_11645
OG0007253	ASTMX10666, ASTMX22135	HELIO_05519
OG0007254	ASTMX14077	HELIO_04453
OG0007255	ASTMX20514	HELIO_05330
OG0007256	ASTMX11396	HELIO_08417
OG0007258	ASTMX15166	HELIO_08742
OG0007260	ASTMX05630	HELIO_06588
OG0007261	ASTMX18822, ASTMX21778	HELIO_02263
OG0007264	ASTMX01064	HELIO_05781
OG0007266	ASTMX02148	HELIO_07853
OG0007267	ASTMX06471	HELIO_10107
OG0007268	ASTMX21870	HELIO_01343
OG0007269	ASTMX01325	HELIO_06147
OG0007270	ASTMX04175, ASTMX22945	HELIO_02939
OG0007271	ASTMX06578	HELIO_05682
OG0007272	ASTMX05229	HELIO_10735
OG0007273	ASTMX07371	HELIO_09450
OG0007275	ASTMX12595	HELIO_03674
OG0007279	ASTMX12215	HELIO_03749
OG0007280	ASTMX21182	HELIO_00512
OG0007281	ASTMX19835	HELIO_07427
OG0007282	ASTMX13185	HELIO_12150
OG0007283	ASTMX04985, ASTMX12322	HELIO_09223
OG0007285	ASTMX14462	HELIO_10648, HELIO_10649
OG0007286	ASTMX18425	HELIO_00622
OG0007288	ASTMX03770	HELIO_09454
OG0007290	ASTMX00594, ASTMX00595	HELIO_02482
OG0007291	ASTMX18522	HELIO_12578
OG0007292	ASTMX06760	HELIO_01083
OG0007295	ASTMX04656	HELIO_00595
OG0007296	ASTMX12421	HELIO_03612
OG0007297	ASTMX03978	HELIO_08956
OG0007298	ASTMX13876	HELIO_08869
OG0007299	ASTMX19667	HELIO_08694
OG0007300	ASTMX11999	HELIO_02004
OG0007301	ASTMX00922	HELIO_00411
OG0007302	ASTMX06041	HELIO_02030
OG0007304	ASTMX20413	HELIO_12205
OG0007305	ASTMX03479	HELIO_03112
OG0007307	ASTMX04207	HELIO_05717
OG0007308	ASTMX01916	HELIO_09689
OG0007309	ASTMX11583	HELIO_10219
OG0007310	ASTMX12704	HELIO_05771
OG0007312	ASTMX04996	HELIO_09830
OG0007314	ASTMX10223	HELIO_12687
OG0007316	ASTMX02720	HELIO_07362
OG0007317	ASTMX22022	HELIO_09791
OG0007318	ASTMX00787	HELIO_03980
OG0007319	ASTMX07462	HELIO_07489
OG0007320	ASTMX12409	HELIO_09747
OG0007321	ASTMX11807	HELIO_04170
OG0007322	ASTMX11199	HELIO_07072
OG0007325	ASTMX02559	HELIO_09200
OG0007326	ASTMX05141	HELIO_09034
OG0007327	ASTMX16928	HELIO_05229
OG0007328	ASTMX18500, ASTMX09690	HELIO_09442
OG0007329	ASTMX09140	HELIO_09968, HELIO_09969
OG0007330	ASTMX02261	HELIO_04133
OG0007331	ASTMX20704	HELIO_08039
OG0007333	ASTMX22709, ASTMX07160, ASTMX00006, ASTMX08588	HELIO_07199
OG0007334	ASTMX00823	HELIO_03472
OG0007335	ASTMX08086	HELIO_11949
OG0007336	ASTMX07496	HELIO_06667
OG0007337	ASTMX12916	HELIO_10954
OG0007338	ASTMX02618	HELIO_10759
OG0007339	ASTMX02641	HELIO_09640
OG0007340	ASTMX08732	HELIO_03582
OG0007341	ASTMX04204	HELIO_11684
OG0007343	ASTMX18185	HELIO_03412
OG0007344	ASTMX01305, ASTMX02473	HELIO_08609
OG0007345	ASTMX21131, ASTMX06635, ASTMX21132	HELIO_06260
OG0007347	ASTMX19348	HELIO_09177
OG0007348	ASTMX04174	HELIO_09120
OG0007349	ASTMX13465	HELIO_06468
OG0007351	ASTMX16249	HELIO_08688
OG0007352	ASTMX15445	HELIO_08083
OG0007353	ASTMX00421	HELIO_01295
OG0007354	ASTMX09586	HELIO_02659
OG0007355	ASTMX20506	HELIO_04351
OG0007356	ASTMX09436	HELIO_07064
OG0007357	ASTMX00212	HELIO_06223
OG0007358	ASTMX13640, ASTMX13639	HELIO_03013
OG0007359	ASTMX02654, ASTMX18346	HELIO_11166
OG0007360	ASTMX13128	HELIO_05459
OG0007361	ASTMX04257	HELIO_01627
OG0007363	ASTMX09519	HELIO_01853
OG0007364	ASTMX19884	HELIO_03012
OG0007365	ASTMX11544	HELIO_09060
OG0007366	ASTMX07911	HELIO_05623
OG0007367	ASTMX16066	HELIO_11916
OG0007368	ASTMX21920, ASTMX21921	HELIO_09902
OG0007369	ASTMX07879	HELIO_07842
OG0007370	ASTMX04423	HELIO_02554
OG0007371	ASTMX13154	HELIO_02928
OG0007372	ASTMX12516	HELIO_05741
OG0007373	ASTMX14113	HELIO_10252
OG0007375	ASTMX15235	HELIO_06007
OG0007377	ASTMX03790	HELIO_08244
OG0007378	ASTMX18122	HELIO_05336
OG0007379	ASTMX14785	HELIO_03559
OG0007380	ASTMX04916	HELIO_02244, HELIO_04235
OG0007381	ASTMX20401	HELIO_07625
OG0007384	ASTMX14111	HELIO_05152
OG0007385	ASTMX09213	HELIO_03304
OG0007386	ASTMX20935	HELIO_09551
OG0007387	ASTMX15746	HELIO_09254
OG0007388	ASTMX22670	HELIO_11355
OG0007389	ASTMX10391	HELIO_03631
OG0007390	ASTMX04953	HELIO_04593
OG0007391	ASTMX13069	HELIO_09468
OG0007392	ASTMX19324	HELIO_06732
OG0007393	ASTMX01350	HELIO_09515
OG0007395	ASTMX01531	HELIO_10203
OG0007396	ASTMX12830, ASTMX12829	HELIO_00896
OG0007397	ASTMX14034	HELIO_06855
OG0007399	ASTMX13453	HELIO_10834
OG0007400	ASTMX09121	HELIO_02129
OG0007402	ASTMX15982	HELIO_00636
OG0007403	ASTMX16612	HELIO_01171
OG0007405	ASTMX02602	HELIO_03624
OG0007406	ASTMX09996	HELIO_00793
OG0007407	ASTMX12099	HELIO_01901
OG0007408	ASTMX09058	HELIO_09431
OG0007409	ASTMX07509	HELIO_06116
OG0007410	ASTMX19533, ASTMX13216, ASTMX11670	HELIO_07916
OG0007411	ASTMX13621	HELIO_05076
OG0007412	ASTMX13610	HELIO_02238
OG0007414	ASTMX05497	HELIO_08640
OG0007415	ASTMX16034, ASTMX16033	HELIO_02421
OG0007416	ASTMX17243	HELIO_02849
OG0007417	ASTMX20315	HELIO_08832
OG0007418	ASTMX04419	HELIO_11504
OG0007419	ASTMX04991	HELIO_03480
OG0007420	ASTMX20030	HELIO_09281
OG0007421	ASTMX05344	HELIO_09011
OG0007422	ASTMX19693	HELIO_02252
OG0007423	ASTMX12312, ASTMX03626	HELIO_11673
OG0007424	ASTMX15981	HELIO_07951
OG0007425	ASTMX02596	HELIO_11448
OG0007427	ASTMX12286	HELIO_07421
OG0007428	ASTMX08697	HELIO_08646
OG0007429	ASTMX03059	HELIO_00502, HELIO_04959
OG0007430	ASTMX03740	HELIO_03736
OG0007432	ASTMX14921	HELIO_05478
OG0007433	ASTMX17755	HELIO_09161
OG0007436	ASTMX15686, ASTMX15687	HELIO_09859
OG0007437	ASTMX18512, ASTMX04683	HELIO_01196
OG0007438	ASTMX09594	HELIO_06570
OG0007439	ASTMX19373	HELIO_07267
OG0007440	ASTMX05556	HELIO_03640
OG0007441	ASTMX09117	HELIO_06686
OG0007442	ASTMX06460	HELIO_05360
OG0007443	ASTMX12858	HELIO_11491
OG0007445	ASTMX06203	HELIO_06761
OG0007446	ASTMX05100	HELIO_07395
OG0007449	ASTMX17730	HELIO_12368
OG0007450	ASTMX04602	HELIO_00508
OG0007451	ASTMX12754	HELIO_04606
OG0007452	ASTMX07761	HELIO_07764
OG0007453	ASTMX23041, ASTMX14696	HELIO_06244
OG0007454	ASTMX12724	HELIO_11972
OG0007455	ASTMX07952	HELIO_12355
OG0007456	ASTMX09758	HELIO_09549
OG0007458	ASTMX22316	HELIO_09868
OG0007459	ASTMX04370	HELIO_01507
OG0007460	ASTMX03203	HELIO_08692
OG0007461	ASTMX10994, ASTMX10995	HELIO_01865
OG0007463	ASTMX08538	HELIO_00691
OG0007464	ASTMX01898	HELIO_06851, HELIO_11577
OG0007465	ASTMX14370, ASTMX22932	HELIO_12224
OG0007467	ASTMX18832	HELIO_08827
OG0007468	ASTMX20018	HELIO_07899, HELIO_07898, HELIO_07900
OG0007471	ASTMX05581	HELIO_09730
OG0007472	ASTMX08198	HELIO_11248
OG0007475	ASTMX09706	HELIO_09366
OG0007476	ASTMX18971	HELIO_04585
OG0007477	ASTMX19734	HELIO_10040
OG0007478	ASTMX10619	HELIO_04114
OG0007480	ASTMX07621	HELIO_07958
OG0007481	ASTMX09636	HELIO_12489
OG0007482	ASTMX15375	HELIO_12170
OG0007483	ASTMX18379	HELIO_09027
OG0007484	ASTMX16513	HELIO_06327
OG0007485	ASTMX15236	HELIO_11680
OG0007486	ASTMX17982, ASTMX09285, ASTMX22505	HELIO_11596
OG0007487	ASTMX04401	HELIO_02561
OG0007488	ASTMX15704	HELIO_09301
OG0007490	ASTMX11459	HELIO_03991
OG0007491	ASTMX21855	HELIO_08829
OG0007492	ASTMX22346	HELIO_02672
OG0007494	ASTMX10193	HELIO_12427
OG0007495	ASTMX11414	HELIO_09614
OG0007496	ASTMX22765	HELIO_05033
OG0007497	ASTMX00120	HELIO_04536
OG0007498	ASTMX21105	HELIO_11706
OG0007499	ASTMX03949	HELIO_04404
OG0007500	ASTMX04154, ASTMX15693	HELIO_05327
OG0007501	ASTMX07151	HELIO_06537
OG0007503	ASTMX06574	HELIO_10821
OG0007504	ASTMX12320	HELIO_07294
OG0007506	ASTMX01578	HELIO_00968
OG0007507	ASTMX22746	HELIO_05954
OG0007508	ASTMX03316	HELIO_01803
OG0007509	ASTMX09639	HELIO_08680
OG0007510	ASTMX02461	HELIO_08253
OG0007513	ASTMX22406, ASTMX07121	HELIO_03291
OG0007514	ASTMX05469	HELIO_08449
OG0007515	ASTMX11064	HELIO_02726
OG0007517	ASTMX00346	HELIO_00725
OG0007518	ASTMX22420	HELIO_10823
OG0007519	ASTMX02575	HELIO_05000
OG0007520	ASTMX05912	HELIO_01165
OG0007521	ASTMX02807, ASTMX13161	HELIO_08679
OG0007525	ASTMX02842	HELIO_06830
OG0007527	ASTMX20421, ASTMX12338	HELIO_08185
