Orthogroup	ASTMX	DANRE
OG0006726	ASTMX03873	DANRE18406, DANRE18407
OG0006727	ASTMX20842	DANRE17270
OG0006728	ASTMX14617	DANRE09817
OG0006729	ASTMX05077	DANRE40632
OG0006731	ASTMX19985	DANRE08686, DANRE08687, DANRE08688, DANRE08689
OG0006732	ASTMX22779	DANRE42548, DANRE42549
OG0006733	ASTMX09373	DANRE19895, DANRE19894, DANRE19893
OG0006733	ASTMX11811	DANRE06825
OG0006734	ASTMX04829	DANRE11967
OG0006735	ASTMX05292	DANRE01761
OG0006736	ASTMX03650	DANRE15188
OG0006737	ASTMX11682	DANRE03073, DANRE03074, DANRE03072
OG0006738	ASTMX13600	DANRE41395
OG0006739	ASTMX02177	DANRE25130, DANRE15633
OG0006741	ASTMX00781	DANRE22261
OG0006742	ASTMX08794	DANRE06943
OG0006742	ASTMX20354	DANRE15666
OG0006743	ASTMX13436	DANRE39842
OG0006744	ASTMX09205	DANRE13367
OG0006744	ASTMX05381	DANRE02363, DANRE02364
OG0006745	ASTMX16122	DANRE22218, DANRE22215, DANRE22216, DANRE22217
OG0006747	ASTMX08104	DANRE10912, DANRE10913, DANRE10914, DANRE10915
OG0006747	ASTMX12937	DANRE05892
OG0006748	ASTMX18321	DANRE27992
OG0006749	ASTMX10213	DANRE28961, DANRE28962
OG0006750	ASTMX03816	DANRE18340
OG0006751	ASTMX10960	DANRE16470
OG0006752	ASTMX03481	DANRE34984
OG0006753	ASTMX08486	DANRE11805, DANRE11806
OG0006754	ASTMX06832	DANRE09950
OG0006755	ASTMX00482	DANRE35544
OG0006756	ASTMX09700	DANRE24740
OG0006757	ASTMX13935	DANRE13143, DANRE13144
OG0006758	ASTMX00799	DANRE22084
OG0006759	ASTMX17468	DANRE31502
OG0006760	ASTMX10010	DANRE00421
OG0006761	ASTMX19006	DANRE15637, DANRE15639, DANRE15638
OG0006762	ASTMX19374	DANRE05906, DANRE05907
OG0006762	ASTMX06557	DANRE03761
OG0006763	ASTMX04265	DANRE14963
OG0006763	ASTMX18089	DANRE14279, DANRE14280
OG0006764	ASTMX04734	DANRE06709, DANRE06710, DANRE06711
OG0006765	ASTMX03547	DANRE38619
OG0006766	ASTMX03906	DANRE20282, DANRE20283
OG0006768	ASTMX01848	DANRE10387
OG0006769	ASTMX00239	DANRE38421, DANRE38420
OG0006770	ASTMX05163	DANRE25957
OG0006770	ASTMX17797	DANRE13458, DANRE13459
OG0006771	ASTMX13731	DANRE22622, DANRE22623
OG0006771	ASTMX19126	DANRE18444, DANRE18443
OG0006772	ASTMX17412	DANRE16400
OG0006774	ASTMX10054	DANRE27767
OG0006775	ASTMX07700	DANRE03588, DANRE03589, DANRE03590
OG0006776	ASTMX14097	DANRE29920, DANRE29919, DANRE29918
OG0006777	ASTMX09376	DANRE19888
OG0006780	ASTMX04854	DANRE11139, DANRE11138
OG0006784	ASTMX14614	DANRE09776
OG0006786	ASTMX14916	DANRE23746, DANRE23748, DANRE23749, DANRE23747, DANRE23745, DANRE16232
OG0006786	ASTMX09517	DANRE16042
OG0006786	ASTMX00026	DANRE42872, DANRE42871
OG0006787	ASTMX01901	DANRE14271, DANRE09543
OG0006787	ASTMX01425	DANRE03678
OG0006788	ASTMX22547	DANRE24270
OG0006788	ASTMX03502	DANRE20491
OG0006788	ASTMX07005	DANRE38024, DANRE38023
OG0006788	ASTMX18665	DANRE18913
OG0006788	ASTMX04286	DANRE15017
OG0006789	ASTMX03826, ASTMX05088	DANRE40655
OG0006789	ASTMX03823, ASTMX03825, ASTMX03830	DANRE18355, DANRE18350, DANRE18351, DANRE18353, DANRE18352
OG0006790	ASTMX03877	DANRE10712, DANRE10709, DANRE10708, DANRE10710, DANRE10711, DANRE18255, DANRE18256, DANRE29573
OG0006791	ASTMX08046	DANRE22117
OG0006792	ASTMX11145	DANRE18037
OG0006792	ASTMX08131	DANRE10833
OG0006792	ASTMX08930	DANRE17963
OG0006793	ASTMX15590	DANRE09177
OG0006793	ASTMX15591, ASTMX10413	DANRE09151, DANRE09152, DANRE09175, DANRE09174, DANRE09173
OG0006794	ASTMX14974	DANRE00937, DANRE00936, DANRE00935
OG0006794	ASTMX14975, ASTMX14976	DANRE08045, DANRE08044
OG0006794	ASTMX22465	DANRE00962, DANRE00961, DANRE08033, DANRE08034
OG0006794	ASTMX11871	DANRE08137
OG0006795	ASTMX15174, ASTMX15179	DANRE28640
OG0006795	ASTMX15175	DANRE19024
OG0006796	ASTMX21342	DANRE12937, DANRE12939, DANRE12938
OG0006796	ASTMX16205	DANRE38236, DANRE38235
OG0006797	ASTMX17943	DANRE07875, DANRE38208, DANRE09546, DANRE31004, DANRE11524, DANRE22779, DANRE16397, DANRE07874, DANRE31003, DANRE29949, DANRE24799, DANRE09872, DANRE38207, DANRE33488, DANRE09873, DANRE15515, DANRE33492, DANRE30444, DANRE24800, DANRE29950, DANRE21188, DANRE21835, DANRE17593, DANRE22666, DANRE32876, DANRE36572, DANRE29555
OG0006827	ASTMX03162	DANRE27134
OG0006828	ASTMX06916	DANRE33264
OG0006829	ASTMX16614	DANRE06462
OG0006830	ASTMX12230	DANRE20293
OG0006831	ASTMX02537	DANRE05025
OG0006832	ASTMX05805	DANRE05650, DANRE05651
OG0006833	ASTMX16981	DANRE39031
OG0006835	ASTMX09545	DANRE15207
OG0006837	ASTMX12356	DANRE08129, DANRE08130
OG0006838	ASTMX04988	DANRE29999, DANRE30000
OG0006839	ASTMX16275	DANRE15729, DANRE15728
OG0006842	ASTMX18470	DANRE16946
OG0006843	ASTMX15344, ASTMX15343	DANRE00575
OG0006844	ASTMX05150	DANRE25978, DANRE25977
OG0006845	ASTMX22497, ASTMX18536	DANRE00889
OG0006846	ASTMX04852	DANRE11134
OG0006847	ASTMX05035	DANRE40951, DANRE40949, DANRE40950
OG0006848	ASTMX02777	DANRE04636
OG0006848	ASTMX15411	DANRE20561
OG0006849	ASTMX10597	DANRE04779
OG0006850	ASTMX17410	DANRE16405, DANRE16404
OG0006851	ASTMX10431	DANRE11826, DANRE11827, DANRE11012, DANRE03308
OG0006852	ASTMX21034, ASTMX05169	DANRE25832
OG0006852	ASTMX05168	DANRE30743
OG0006853	ASTMX02147	DANRE30632
OG0006856	ASTMX15975	DANRE24719
OG0006857	ASTMX10533	DANRE21323, DANRE21320, DANRE21321
OG0006859	ASTMX00755	DANRE37523, DANRE37522, DANRE37521, DANRE37525, DANRE37532, DANRE37533, DANRE37531, DANRE37534, DANRE37536, DANRE37535, DANRE37527, DANRE37526, DANRE37524, DANRE37529, DANRE37528, DANRE37530
OG0006860	ASTMX08893	DANRE39348
OG0006861	ASTMX12683	DANRE41588, DANRE41589
OG0006862	ASTMX04586	DANRE05434, DANRE05435
OG0006864	ASTMX14844	DANRE30356
OG0006865	ASTMX00544	DANRE37107, DANRE37108
OG0006866	ASTMX15118	DANRE28013, DANRE28011
OG0006867	ASTMX17195	DANRE04670, DANRE04669
OG0006869	ASTMX04037	DANRE39720, DANRE39721
OG0006871	ASTMX18202	DANRE36314
OG0006872	ASTMX07240	DANRE12533, DANRE12534, DANRE12532
OG0006873	ASTMX19378	DANRE35332, DANRE35331
OG0006874	ASTMX10745	DANRE02204
OG0006875	ASTMX06127	DANRE19819
OG0006876	ASTMX11416	DANRE36350
OG0006877	ASTMX13244	DANRE25161
OG0006878	ASTMX16892	DANRE26618
OG0006879	ASTMX16173	DANRE30943
OG0006880	ASTMX10742	DANRE02192, DANRE02193, DANRE02191
OG0006881	ASTMX18811	DANRE07877
OG0006882	ASTMX02554	DANRE12968, DANRE12967
OG0006885	ASTMX15506	DANRE36038
OG0006886	ASTMX09095	DANRE33750
OG0006887	ASTMX11439	DANRE35935
OG0006888	ASTMX09251	DANRE20632
OG0006889	ASTMX07203	DANRE12508
OG0006890	ASTMX17391	DANRE04449
OG0006891	ASTMX19493	DANRE15280, DANRE15279
OG0006892	ASTMX00090	DANRE42353
OG0006893	ASTMX07824	DANRE35990, DANRE35991, DANRE35992
OG0006894	ASTMX19536	DANRE04254, DANRE04253
OG0006895	ASTMX01494	DANRE04051
OG0006896	ASTMX21118	DANRE16360, DANRE16361
OG0006896	ASTMX01593	DANRE39466
OG0006897	ASTMX03361	DANRE34848, DANRE34849, DANRE34850
OG0006898	ASTMX06272	DANRE12640
OG0006899	ASTMX19445	DANRE25627, DANRE25626
OG0006901	ASTMX00087	DANRE42359, DANRE42358
OG0006902	ASTMX14454	DANRE40997
OG0006903	ASTMX10135	DANRE09420
OG0006903	ASTMX10443	DANRE03354, DANRE03353
OG0006904	ASTMX18096	DANRE04837, DANRE04838
OG0006905	ASTMX21329	DANRE36867
OG0006906	ASTMX11180	DANRE35097
OG0006907	ASTMX21343	DANRE30638
OG0006908	ASTMX03466	DANRE34940
OG0006909	ASTMX01775	DANRE40335
OG0006911	ASTMX04692	DANRE07250
OG0006912	ASTMX03849	DANRE18257
OG0006914	ASTMX15342	DANRE00540, DANRE00539
OG0006916	ASTMX16770	DANRE19207, DANRE19208, DANRE19209
OG0006917	ASTMX19078	DANRE08924
OG0006918	ASTMX16285	DANRE09402
OG0006919	ASTMX19164	DANRE03724
OG0006920	ASTMX09808	DANRE41930
OG0006922	ASTMX09149, ASTMX09150	DANRE09587, DANRE09586
OG0006923	ASTMX08705	DANRE14202
OG0006924	ASTMX15741	DANRE34932
OG0006925	ASTMX08108	DANRE10925, DANRE10926
OG0006926	ASTMX04276	DANRE14985
OG0006928	ASTMX20820, ASTMX17417	DANRE18223
OG0006929	ASTMX14469	DANRE10027
OG0006930	ASTMX18849	DANRE41147
OG0006931	ASTMX01266	DANRE18816
OG0006932	ASTMX01417	DANRE03602, DANRE03603, DANRE29298
OG0006934	ASTMX00025	DANRE42873
OG0006935	ASTMX18496	DANRE04751
OG0006936	ASTMX10953	DANRE05124
OG0006937	ASTMX14042	DANRE39416
OG0006938	ASTMX05289	DANRE01654
OG0006939	ASTMX13531	DANRE05866, DANRE05865
OG0006942	ASTMX13442	DANRE40029
OG0006943	ASTMX16314	DANRE31332
OG0006945	ASTMX00086, ASTMX21538	DANRE42360
OG0006946	ASTMX14240	DANRE00393, DANRE00394, DANRE00392
OG0006947	ASTMX01422	DANRE03673
OG0006948	ASTMX02465	DANRE05810
OG0006949	ASTMX06229	DANRE12732
OG0006951	ASTMX12012	DANRE14887, DANRE14889, DANRE14888
OG0006952	ASTMX00883	DANRE14759
OG0006953	ASTMX13999	DANRE01132
OG0006954	ASTMX20718	DANRE11015
OG0006955	ASTMX07110	DANRE30983
OG0006957	ASTMX04737	DANRE06715, DANRE06716
OG0006958	ASTMX14580	DANRE35182
OG0006959	ASTMX03957, ASTMX19214	DANRE37495
OG0006960	ASTMX00079	DANRE42368
OG0006962	ASTMX00716	DANRE02782
OG0006964	ASTMX21391	DANRE09142
OG0006965	ASTMX06957	DANRE34544, DANRE34543
OG0006966	ASTMX09198	DANRE12258
OG0006967	ASTMX07737	DANRE03623
OG0006968	ASTMX20101	DANRE26323
OG0006969	ASTMX15725	DANRE06563
OG0006970	ASTMX10956	DANRE16466, DANRE16465
OG0006970	ASTMX17588	DANRE06600
OG0006971	ASTMX14444	DANRE40878, DANRE40877
OG0006972	ASTMX02143	DANRE25189
OG0006974	ASTMX18253	DANRE13323, DANRE13322
OG0006974	ASTMX09496	DANRE12079
OG0006974	ASTMX01542	DANRE04090, DANRE04089, DANRE04088
OG0006975	ASTMX05767	DANRE09037
OG0006976	ASTMX01198	DANRE18544, DANRE18545
OG0006977	ASTMX13939	DANRE02258
OG0006978	ASTMX03349	DANRE34823, DANRE34824
OG0006979	ASTMX20387	DANRE38972
OG0006981	ASTMX18249	DANRE25411
OG0006982	ASTMX06903	DANRE33288
OG0006983	ASTMX04803	DANRE23215
OG0006984	ASTMX01069, ASTMX17758	DANRE37712, DANRE25429
OG0006985	ASTMX08374	DANRE02673
OG0006987	ASTMX03786	DANRE18282, DANRE18283
OG0006988	ASTMX04994	DANRE29990
OG0006989	ASTMX13258	DANRE21381
OG0006990	ASTMX12780	DANRE17525, DANRE17526, DANRE17527
OG0006991	ASTMX17290	DANRE22662, DANRE22663, DANRE22661
OG0006992	ASTMX01520	DANRE03940
OG0006993	ASTMX15549	DANRE08645
OG0006994	ASTMX16722	DANRE41698
OG0006995	ASTMX13568	DANRE14381, DANRE14382
OG0006996	ASTMX17714	DANRE04792
OG0006997	ASTMX16081	DANRE31374, DANRE31375
OG0006998	ASTMX20511	DANRE03324, DANRE43324
OG0006999	ASTMX01835	DANRE10373, DANRE10372
OG0007000	ASTMX15934	DANRE40871, DANRE40870
OG0007001	ASTMX14381	DANRE31299
OG0007002	ASTMX16784	DANRE19224, DANRE19223
OG0007003	ASTMX15526	DANRE38881
OG0007004	ASTMX09577	DANRE24109, DANRE24111
OG0007005	ASTMX22123	DANRE07555, DANRE07554
OG0007006	ASTMX06196	DANRE24251
OG0007007	ASTMX02970	DANRE01269, DANRE01270
OG0007008	ASTMX15324	DANRE00565
OG0007009	ASTMX19873	DANRE35325
OG0007010	ASTMX11111	DANRE17817
OG0007011	ASTMX05849	DANRE08885, DANRE08884, DANRE08883
OG0007012	ASTMX09660	DANRE37825, DANRE37827, DANRE37828, DANRE37826
OG0007013	ASTMX04505	DANRE04152
OG0007014	ASTMX08585	DANRE16137, DANRE16136
OG0007015	ASTMX17285	DANRE22599, DANRE22598
OG0007018	ASTMX14959	DANRE07063
OG0007019	ASTMX01540	DANRE04085
OG0007020	ASTMX09751	DANRE35391, DANRE35392
OG0007021	ASTMX12977	DANRE42259
OG0007022	ASTMX05294	DANRE01733
OG0007023	ASTMX16844	DANRE21295
OG0007024	ASTMX00414	DANRE25046
OG0007025	ASTMX02047	DANRE39883
OG0007026	ASTMX05189	DANRE25877
OG0007027	ASTMX19969	DANRE41272
OG0007029	ASTMX00701	DANRE02752, DANRE02753
OG0007031	ASTMX20247	DANRE40046
OG0007032	ASTMX00154	DANRE42519
OG0007033	ASTMX01258	DANRE18803, DANRE18804
OG0007034	ASTMX14249	DANRE21262
OG0007035	ASTMX03494	DANRE35003
OG0007035	ASTMX12369	DANRE08155
OG0007036	ASTMX13788	DANRE14569, DANRE14568, DANRE14567, DANRE14566
OG0007037	ASTMX12701	DANRE42762
OG0007038	ASTMX01792	DANRE40365
OG0007039	ASTMX01368, ASTMX11134	DANRE18016
OG0007040	ASTMX09108	DANRE34356
OG0007041	ASTMX12415	DANRE37642
OG0007041	ASTMX17229	DANRE25606
OG0007042	ASTMX10661	DANRE10636
OG0007043	ASTMX12586	DANRE04197
OG0007044	ASTMX08265	DANRE16211, DANRE16212
OG0007045	ASTMX05785	DANRE10111
OG0007046	ASTMX11335	DANRE11415
OG0007047	ASTMX00903	DANRE14646
OG0007048	ASTMX04983	DANRE30007
OG0007048	ASTMX07732	DANRE03630
OG0007049	ASTMX02583	DANRE12278
OG0007050	ASTMX11641	DANRE07382
OG0007053	ASTMX17068	DANRE29142
OG0007054	ASTMX07334	DANRE29653, DANRE29652
OG0007055	ASTMX13195	DANRE33530
OG0007056	ASTMX05882	DANRE07920
OG0007057	ASTMX12425	DANRE37617
OG0007058	ASTMX07059	DANRE13123
OG0007059	ASTMX01512	DANRE03981
OG0007060	ASTMX01836	DANRE10375, DANRE10374
OG0007061	ASTMX10503	DANRE22042, DANRE22041
OG0007062	ASTMX15159	DANRE13114, DANRE13113
OG0007063	ASTMX10117	DANRE09361
OG0007064	ASTMX19560	DANRE07304
OG0007065	ASTMX06285	DANRE12615, DANRE12616
OG0007066	ASTMX22476	DANRE19801
OG0007067	ASTMX08892	DANRE39351
OG0007068	ASTMX10090	DANRE39233, DANRE39232
OG0007070	ASTMX03138	DANRE26939
OG0007071	ASTMX08483	DANRE11842, DANRE11840
OG0007072	ASTMX07084	DANRE12173, DANRE12174, DANRE12175
OG0007073	ASTMX19088	DANRE08821
OG0007074	ASTMX18317	DANRE27996, DANRE27997, DANRE27999, DANRE27998
OG0007075	ASTMX15828	DANRE03285
OG0007075	ASTMX07345	DANRE43299
OG0007076	ASTMX16160	DANRE30964, DANRE30963
OG0007077	ASTMX11100	DANRE17836, DANRE17837
OG0007078	ASTMX15143	DANRE10502
OG0007079	ASTMX04560	DANRE05491
OG0007080	ASTMX08945	DANRE18620
OG0007081	ASTMX07386	DANRE29557, DANRE29558, DANRE29559
OG0007082	ASTMX10303	DANRE30592
OG0007083	ASTMX00902	DANRE14647
OG0007084	ASTMX21153	DANRE36884, DANRE36883
OG0007085	ASTMX02625	DANRE12395, DANRE12396
OG0007086	ASTMX07211	DANRE12497
OG0007087	ASTMX08152	DANRE10797, DANRE10795, DANRE10794
OG0007088	ASTMX15682	DANRE27920
OG0007089	ASTMX02285	DANRE07652, DANRE07651
OG0007090	ASTMX06534, ASTMX02841	DANRE21490
OG0007091	ASTMX11325	DANRE11390, DANRE11389
OG0007092	ASTMX01277	DANRE18833
OG0007093	ASTMX22411, ASTMX21833	DANRE38295
OG0007094	ASTMX08477	DANRE11853, DANRE11852
OG0007095	ASTMX09063	DANRE10009, DANRE10008
OG0007096	ASTMX11766, ASTMX03776	DANRE17506
OG0007097	ASTMX19019	DANRE39435
OG0007098	ASTMX01065	DANRE25426, DANRE25425
OG0007099	ASTMX18631	DANRE16832
OG0007100	ASTMX09252	DANRE20633, DANRE20634
OG0007102	ASTMX09794	DANRE41563, DANRE41565, DANRE41564
OG0007103	ASTMX15827	DANRE03284
OG0007104	ASTMX02246, ASTMX12173	DANRE00996
OG0007105	ASTMX19209	DANRE37505
OG0007106	ASTMX00806	DANRE21012, DANRE21013, DANRE21015, DANRE21014
OG0007107	ASTMX19243	DANRE15981, DANRE15980, DANRE15979
OG0007108	ASTMX12153	DANRE01033, DANRE01034
OG0007111	ASTMX09580	DANRE24115, DANRE24114
OG0007111	ASTMX03137	DANRE26940
OG0007112	ASTMX05122	DANRE25814
OG0007113	ASTMX16843	DANRE21296
OG0007114	ASTMX13798	DANRE10602, DANRE14572
OG0007115	ASTMX16286	DANRE09404, DANRE09403, DANRE09405
OG0007116	ASTMX19526	DANRE28502, DANRE28501, DANRE43398
OG0007117	ASTMX15880	DANRE31482
OG0007118	ASTMX14472	DANRE10021, DANRE10022
OG0007119	ASTMX05484	DANRE36376, DANRE36377
OG0007120	ASTMX06093	DANRE19755, DANRE19754
OG0007121	ASTMX18720	DANRE21444
OG0007122	ASTMX04799	DANRE23206
OG0007123	ASTMX16148	DANRE03239, DANRE03237, DANRE03238, DANRE03240
OG0007124	ASTMX09795	DANRE41957
OG0007125	ASTMX16475	DANRE36299, DANRE36298
OG0007126	ASTMX14075	DANRE17417
OG0007127	ASTMX12250	DANRE14793, DANRE14791
OG0007127	ASTMX01819	DANRE10353
OG0007128	ASTMX15167	DANRE19019
OG0007129	ASTMX09310	DANRE20067
OG0007129	ASTMX13495	DANRE05951
OG0007130	ASTMX16072	DANRE30904
OG0007131	ASTMX13441	DANRE40030, DANRE40031
OG0007132	ASTMX04322	DANRE15087
OG0007133	ASTMX21250	DANRE01479
OG0007134	ASTMX16982	DANRE22130, DANRE22129
OG0007135	ASTMX00245	DANRE38477
OG0007136	ASTMX05160	DANRE25959
OG0007137	ASTMX18044	DANRE27979
OG0007138	ASTMX13115	DANRE26666, DANRE26667
OG0007139	ASTMX04012	DANRE39772, DANRE39771
OG0007140	ASTMX06549	DANRE27837
OG0007140	ASTMX15484	DANRE35428
OG0007141	ASTMX17349	DANRE29345
OG0007143	ASTMX01334	DANRE12075
OG0007144	ASTMX14074	DANRE17418
OG0007145	ASTMX08637	DANRE26346
OG0007147	ASTMX13962	DANRE01796
OG0007148	ASTMX17772	DANRE41181
OG0007150	ASTMX03541	DANRE38611, DANRE38612
OG0007152	ASTMX14227	DANRE13979, DANRE13981
OG0007152	ASTMX14226	DANRE13980
OG0007153	ASTMX01581	DANRE04392, DANRE04391
OG0007154	ASTMX04579	DANRE05456
OG0007158	ASTMX13778, ASTMX13779	DANRE14540
OG0007159	ASTMX02076	DANRE39955, DANRE39956
OG0007160	ASTMX19280	DANRE38832, DANRE38833, DANRE38831
OG0007161	ASTMX12648	DANRE04179, DANRE04180
OG0007161	ASTMX10902	DANRE12817
OG0007162	ASTMX03979	DANRE40183
OG0007163	ASTMX14930	DANRE09124
OG0007164	ASTMX04180	DANRE16181
OG0007165	ASTMX02974	DANRE01262, DANRE01263
OG0007166	ASTMX12427	DANRE37616
OG0007168	ASTMX12719	DANRE42575, DANRE42574
OG0007169	ASTMX15144	DANRE10498, DANRE10497
OG0007169	ASTMX00082	DANRE42363, DANRE42364
OG0007171	ASTMX19376	DANRE05910, DANRE05911
OG0007173	ASTMX08040	DANRE07590
OG0007174	ASTMX15803	DANRE22362
OG0007175	ASTMX08991	DANRE39288
OG0007176	ASTMX19988	DANRE08683
OG0007177	ASTMX13669	DANRE10701, DANRE10700, DANRE10702
OG0007178	ASTMX03848	DANRE18259, DANRE18258
OG0007179	ASTMX11963	DANRE23985
OG0007180	ASTMX07909	DANRE21576, DANRE21577
OG0007181	ASTMX06406, ASTMX09641	DANRE22763, DANRE22762
OG0007182	ASTMX03504	DANRE35013
OG0007183	ASTMX05746	DANRE09025, DANRE09026
OG0007184	ASTMX04306	DANRE15058, DANRE15059
OG0007185	ASTMX18718	DANRE30304
OG0007185	ASTMX07838	DANRE36004, DANRE36003
OG0007186	ASTMX01462	DANRE03876
OG0007187	ASTMX05320	DANRE01702
OG0007188	ASTMX06664	DANRE42159, DANRE42158
OG0007189	ASTMX20543	DANRE29276, DANRE21865
OG0007190	ASTMX05931	DANRE01561, DANRE01562
OG0007191	ASTMX21840	DANRE40013
OG0007192	ASTMX07871	DANRE42628
OG0007193	ASTMX07735	DANRE03626
OG0007193	ASTMX14319	DANRE28613, DANRE28612, DANRE28611
OG0007193	ASTMX14687	DANRE30071
OG0007195	ASTMX16329	DANRE33602, DANRE33603
OG0007198	ASTMX09261	DANRE20648
OG0007199	ASTMX12249	DANRE14796, DANRE14795
OG0007199	ASTMX15392	DANRE14148
OG0007200	ASTMX15610	DANRE04259
OG0007201	ASTMX04910	DANRE21446
OG0007203	ASTMX02471, ASTMX12265	DANRE05824
OG0007203	ASTMX22149	DANRE11493
OG0007203	ASTMX15108	DANRE11494
OG0007203	ASTMX10969	DANRE11495
OG0007204	ASTMX05488	DANRE36365
OG0007204	ASTMX20399	DANRE30170, DANRE30172, DANRE30169, DANRE30171
OG0007205	ASTMX12447	DANRE17682, DANRE17681
OG0007205	ASTMX11759	DANRE43402, DANRE43401
OG0007205	ASTMX11341	DANRE33365, DANRE33405
OG0007205	ASTMX05725	DANRE40673, DANRE40674
OG0007206	ASTMX06512	DANRE26533
OG0007206	ASTMX16985	DANRE01929
OG0007206	ASTMX06511, ASTMX22826	DANRE26536, DANRE26534, DANRE26535
OG0007207	ASTMX09855, ASTMX09854	DANRE14492, DANRE14491, DANRE14490, DANRE14494
OG0007207	ASTMX07316	DANRE29527
OG0007207	ASTMX07315	DANRE29526
OG0007208	ASTMX11191	DANRE34269, DANRE34270
OG0007209	ASTMX11363	DANRE34309
OG0007209	ASTMX15404	DANRE35451
OG0007210	ASTMX11531, ASTMX11532, ASTMX11530, ASTMX11529	DANRE14094, DANRE14093
OG0007210	ASTMX14546	DANRE09655, DANRE09656, DANRE09654, DANRE09653, DANRE09657, DANRE09658
OG0007210	ASTMX11533	DANRE14095, DANRE14096
OG0007211	ASTMX12872, ASTMX12873	DANRE18682, DANRE18683, DANRE18685, DANRE43357, DANRE43358, DANRE18684, DANRE18686
OG0007211	ASTMX12874	DANRE18688, DANRE18687, DANRE18681
OG0007211	ASTMX12875	DANRE18680
OG0007212	ASTMX16903	DANRE22138, DANRE22139
OG0007212	ASTMX13108	DANRE26611, DANRE26609, DANRE26610
OG0007212	ASTMX16940	DANRE23677
OG0007213	ASTMX14168	DANRE30188, DANRE30189
OG0007214	ASTMX20677	DANRE30736
OG0007248	ASTMX11925	DANRE28303
OG0007250	ASTMX04160	DANRE16083, DANRE16082
OG0007251	ASTMX21422	DANRE28156
OG0007253	ASTMX10666	DANRE24848
OG0007253	ASTMX22135	DANRE38288
OG0007254	ASTMX14077	DANRE17415
OG0007255	ASTMX20514	DANRE14351
OG0007256	ASTMX11396	DANRE35626
OG0007258	ASTMX15166	DANRE19018
OG0007260	ASTMX05630	DANRE38136
OG0007261	ASTMX18822, ASTMX21778	DANRE15986, DANRE15985, DANRE43125
OG0007264	ASTMX01064	DANRE25424
OG0007266	ASTMX02148	DANRE30633
OG0007267	ASTMX06471	DANRE26686, DANRE26687
OG0007268	ASTMX21870	DANRE42444, DANRE42443
OG0007269	ASTMX01325	DANRE12063
OG0007270	ASTMX22945	DANRE16191, DANRE16192
OG0007271	ASTMX06578	DANRE04167, DANRE04136, DANRE04135
OG0007272	ASTMX05229	DANRE22978
OG0007273	ASTMX07371	DANRE29589
OG0007274	ASTMX02966	DANRE01276
OG0007275	ASTMX12595	DANRE31136, DANRE31135
OG0007279	ASTMX12215	DANRE20338
OG0007280	ASTMX21182	DANRE26658
OG0007281	ASTMX19835	DANRE30501, DANRE30500
OG0007282	ASTMX13185	DANRE33520
OG0007283	ASTMX04985	DANRE30003
OG0007283	ASTMX12322	DANRE15438
OG0007284	ASTMX20942	DANRE10645
OG0007284	ASTMX08706	DANRE14201
OG0007284	ASTMX11857	DANRE02530
OG0007285	ASTMX14462	DANRE10034, DANRE10035
OG0007286	ASTMX18425	DANRE37560
OG0007287	ASTMX03831	DANRE42962, DANRE42961, DANRE40805, DANRE05019
OG0007287	ASTMX23078	DANRE43406
OG0007288	ASTMX03770	DANRE07196, DANRE07197
OG0007289	ASTMX13263	DANRE38281, DANRE38283, DANRE38282
OG0007290	ASTMX00594, ASTMX00595	DANRE26147, DANRE26146
OG0007291	ASTMX18522	DANRE28295, DANRE28294
OG0007292	ASTMX06760	DANRE09241, DANRE09240
OG0007293	ASTMX00876	DANRE14743
OG0007294	ASTMX12341	DANRE24046, DANRE24044, DANRE24045
OG0007295	ASTMX04656	DANRE06178, DANRE06177
OG0007296	ASTMX12421	DANRE38101
OG0007297	ASTMX03978	DANRE39713, DANRE39710
OG0007298	ASTMX13876	DANRE16677
OG0007299	ASTMX19667	DANRE34012, DANRE34011
OG0007300	ASTMX11999	DANRE14858
OG0007301	ASTMX00922	DANRE14613, DANRE14612
OG0007302	ASTMX06041	DANRE36522
OG0007303	ASTMX10541	DANRE21868
OG0007304	ASTMX20413	DANRE23396
OG0007305	ASTMX03479	DANRE34982
OG0007306	ASTMX03689	DANRE01049
OG0007307	ASTMX04207	DANRE04470
OG0007308	ASTMX01916	DANRE09523
OG0007309	ASTMX11583	DANRE16826
OG0007310	ASTMX12704	DANRE42767, DANRE42766
OG0007312	ASTMX04996	DANRE29986, DANRE29987
OG0007314	ASTMX10223	DANRE18859
OG0007316	ASTMX02720	DANRE39257, DANRE39258, DANRE39255, DANRE39256
OG0007317	ASTMX22022	DANRE11318
OG0007318	ASTMX00787	DANRE22103
OG0007319	ASTMX07462	DANRE37045, DANRE37047, DANRE37046
OG0007320	ASTMX12409	DANRE37628, DANRE37627
OG0007321	ASTMX11807	DANRE06820
OG0007322	ASTMX11199	DANRE34262
OG0007323	ASTMX17924	DANRE21933, DANRE21932
OG0007325	ASTMX02559	DANRE12985
OG0007326	ASTMX05141	DANRE26003
OG0007328	ASTMX18500	DANRE04726
OG0007329	ASTMX09140	DANRE09561, DANRE09562
OG0007330	ASTMX02261	DANRE07790, DANRE07791
OG0007331	ASTMX20704	DANRE31231
OG0007333	ASTMX07160	DANRE22246, DANRE22247
OG0007333	ASTMX00006, ASTMX08588	DANRE16144
OG0007334	ASTMX00823	DANRE14827
OG0007335	ASTMX08086	DANRE17585
OG0007336	ASTMX07496	DANRE10061
