Orthogroup	ASTMX	BRAFL
OG0006415	ASTMX10919, ASTMX16367, ASTMX10620, ASTMX14000, ASTMX04379	bflo_06352
OG0006416	ASTMX09587	bflo_20798, bflo_20796, bflo_15415
OG0006443	ASTMX17383	bflo_14515
OG0006446	ASTMX14441	bflo_15544
OG0006447	ASTMX03343	bflo_16566
OG0006448	ASTMX06552	bflo_19539
OG0006449	ASTMX00867	bflo_01188
OG0006452	ASTMX00706, ASTMX06385	bflo_12103
OG0006454	ASTMX09892, ASTMX15753	bflo_20245
OG0006456	ASTMX13571	bflo_10513
OG0006458	ASTMX14899	bflo_19280
OG0006459	ASTMX05149	bflo_06293
OG0006460	ASTMX10934	bflo_21998
OG0006461	ASTMX20285	bflo_11702
OG0006462	ASTMX07745, ASTMX16027	bflo_23860
OG0006463	ASTMX03382, ASTMX03381	bflo_02802
OG0006464	ASTMX07158	bflo_21869
OG0006465	ASTMX04889	bflo_19143
OG0006467	ASTMX08996	bflo_13935
OG0006468	ASTMX13923	bflo_13078
OG0006469	ASTMX04166	bflo_23774
OG0006470	ASTMX19812	bflo_07907
OG0006471	ASTMX10543	bflo_26062
OG0006472	ASTMX03121	bflo_25166
OG0006474	ASTMX05105	bflo_20828
OG0006475	ASTMX06213	bflo_18753
OG0006476	ASTMX03680	bflo_15113
OG0006477	ASTMX01733	bflo_07560
OG0006478	ASTMX19975	bflo_25612
OG0006479	ASTMX05244	bflo_24039
OG0006480	ASTMX10507	bflo_00678
OG0006481	ASTMX12810	bflo_06049
OG0006482	ASTMX15100	bflo_20797
OG0006483	ASTMX12268	bflo_06037
OG0006485	ASTMX05625	bflo_07585
OG0006486	ASTMX00970	bflo_11432
OG0006487	ASTMX19663	bflo_11592
OG0006488	ASTMX20556	bflo_19816
OG0006490	ASTMX07123	bflo_10870, bflo_05896
OG0006491	ASTMX09131	bflo_06140
OG0006492	ASTMX06268	bflo_13531
OG0006493	ASTMX06078	bflo_21776
OG0006494	ASTMX06517	bflo_21293
OG0006495	ASTMX20221	bflo_03935
OG0006496	ASTMX13132	bflo_17077
OG0006497	ASTMX04148	bflo_10177
OG0006498	ASTMX09105	bflo_04405
OG0006499	ASTMX03118, ASTMX19284	bflo_16614
OG0006500	ASTMX01354	bflo_20850
OG0006501	ASTMX20489	bflo_17311
OG0006502	ASTMX03641	bflo_17569
OG0006503	ASTMX17879	bflo_21277
OG0006505	ASTMX14118	bflo_19259
OG0006506	ASTMX07943, ASTMX07944	bflo_04731
OG0006507	ASTMX06390	bflo_11054
OG0006508	ASTMX20868	bflo_20287
OG0006509	ASTMX17571	bflo_14958
OG0006510	ASTMX21327	bflo_13854
OG0006511	ASTMX07468	bflo_13916
OG0006512	ASTMX17346	bflo_23985
OG0006513	ASTMX12836	bflo_12858
OG0006514	ASTMX14865	bflo_14347
OG0006515	ASTMX02761	bflo_11505
OG0006516	ASTMX04545	bflo_10198
OG0006517	ASTMX11934	bflo_24897
OG0006518	ASTMX04564	bflo_18085
OG0006519	ASTMX01289	bflo_22646
OG0006520	ASTMX13980	bflo_14783
OG0006522	ASTMX12222, ASTMX05880	bflo_03056
OG0006523	ASTMX06331	bflo_18015
OG0006524	ASTMX08327	bflo_11060
OG0006525	ASTMX04027	bflo_11570
OG0006526	ASTMX12578	bflo_12926, bflo_12565
OG0006527	ASTMX22946, ASTMX16450, ASTMX16451	bflo_23012
OG0006528	ASTMX16747	bflo_02407
OG0006530	ASTMX01859	bflo_01033
OG0006531	ASTMX07225	bflo_03959
OG0006532	ASTMX02900	bflo_25565
OG0006534	ASTMX18494	bflo_09361
OG0006536	ASTMX04129	bflo_10319
OG0006537	ASTMX08262	bflo_14316
OG0006538	ASTMX18870	bflo_25710
OG0006540	ASTMX04121	bflo_21685
OG0006541	ASTMX10564	bflo_10367
OG0006542	ASTMX13981	bflo_14786
OG0006543	ASTMX20456	bflo_01627, bflo_01968
OG0006544	ASTMX18699	bflo_05615
OG0006545	ASTMX12257	bflo_18669
OG0006546	ASTMX21843	bflo_24638
OG0006549	ASTMX13289	bflo_11330
OG0006550	ASTMX02023	bflo_11678
OG0006551	ASTMX09829	bflo_16493
OG0006552	ASTMX10359	bflo_05852
OG0006553	ASTMX04960	bflo_05354
OG0006554	ASTMX07799	bflo_20165
OG0006555	ASTMX00532	bflo_00300
OG0006556	ASTMX04835	bflo_18303
OG0006557	ASTMX00610	bflo_20634
OG0006559	ASTMX04929, ASTMX14718	bflo_25601
OG0006560	ASTMX10786	bflo_19406
OG0006561	ASTMX15649	bflo_16142
OG0006562	ASTMX04124	bflo_22495
OG0006563	ASTMX14853	bflo_22541
OG0006564	ASTMX05891	bflo_20335
OG0006565	ASTMX05183, ASTMX13946	bflo_12076
OG0006566	ASTMX21272	bflo_23421
OG0006567	ASTMX00688	bflo_02287
OG0006568	ASTMX11588	bflo_05595
OG0006569	ASTMX04216	bflo_15213
OG0006570	ASTMX00900	bflo_15564
OG0006571	ASTMX18330	bflo_06463
OG0006573	ASTMX15993	bflo_20873
OG0006574	ASTMX02442	bflo_05538
OG0006575	ASTMX03347	bflo_13757
OG0006576	ASTMX19578	bflo_07719
OG0006577	ASTMX02962	bflo_11522
OG0006578	ASTMX20623, ASTMX20624	bflo_09529
OG0006579	ASTMX10487	bflo_25912
OG0006581	ASTMX05136	bflo_18745
OG0006583	ASTMX09907	bflo_17843
OG0006584	ASTMX01917	bflo_03876
OG0006585	ASTMX03264	bflo_13346
OG0006586	ASTMX00582	bflo_14224
OG0006587	ASTMX17293	bflo_09439
OG0006588	ASTMX22543	bflo_11458
OG0006589	ASTMX01982	bflo_12455
OG0006590	ASTMX01101	bflo_10285
OG0006591	ASTMX01816	bflo_06635
OG0006592	ASTMX19848	bflo_13940
OG0006593	ASTMX13747	bflo_00243
OG0006594	ASTMX10490	bflo_20278
OG0006595	ASTMX17451	bflo_02350
OG0006596	ASTMX15703	bflo_13930
OG0006597	ASTMX08816	bflo_15494
OG0006598	ASTMX03337	bflo_05586
OG0006599	ASTMX20311, ASTMX05087	bflo_08682
OG0006600	ASTMX01495	bflo_23846
OG0006601	ASTMX11415	bflo_19636
OG0006602	ASTMX13176	bflo_17654
OG0006603	ASTMX16596	bflo_14044
OG0006604	ASTMX04380	bflo_20173
OG0006605	ASTMX19206	bflo_16556
OG0006606	ASTMX07238	bflo_18082
OG0006607	ASTMX07493	bflo_05639
OG0006608	ASTMX16691, ASTMX06296	bflo_21845
OG0006610	ASTMX19699	bflo_23392
OG0006611	ASTMX17727	bflo_19675
OG0006612	ASTMX02924	bflo_25815
OG0006613	ASTMX21383	bflo_08658
OG0006614	ASTMX01993	bflo_25283
OG0006615	ASTMX12256	bflo_21623
OG0006616	ASTMX13105	bflo_22437, bflo_21296
OG0006617	ASTMX19960	bflo_05821
OG0006618	ASTMX02646	bflo_12721, bflo_22567, bflo_23892
OG0006619	ASTMX17174	bflo_06530
OG0006620	ASTMX10793, ASTMX08180	bflo_01619
OG0006621	ASTMX03527	bflo_20270
OG0006622	ASTMX01144	bflo_21805
OG0006623	ASTMX00578	bflo_23824
OG0006624	ASTMX19460	bflo_18996
OG0006625	ASTMX17003, ASTMX17004	bflo_19250
OG0006626	ASTMX00608	bflo_20620
OG0006627	ASTMX01364	bflo_17602
OG0006628	ASTMX02213, ASTMX00249	bflo_24042
OG0006630	ASTMX22622	bflo_08331
OG0006631	ASTMX13615	bflo_02399
OG0006633	ASTMX18345	bflo_24067, bflo_24065
OG0006635	ASTMX19723	bflo_24666
OG0006636	ASTMX06791	bflo_23809
OG0006637	ASTMX01565	bflo_00907
OG0006638	ASTMX05476	bflo_12844
OG0006639	ASTMX05575, ASTMX21284	bflo_01275, bflo_01274, bflo_01273
OG0006640	ASTMX09650	bflo_07124
OG0006641	ASTMX01398	bflo_02883, bflo_20181, bflo_12582
OG0006642	ASTMX03226	bflo_22844
OG0006644	ASTMX21336	bflo_13102
OG0006645	ASTMX14608	bflo_02249, bflo_02885
OG0006646	ASTMX04908	bflo_03757
OG0006647	ASTMX21895	bflo_13233
OG0006648	ASTMX11425	bflo_17710
OG0006649	ASTMX22278	bflo_17183, bflo_10439
OG0006650	ASTMX22454	bflo_26644, bflo_01837
OG0006651	ASTMX03710	bflo_17634
OG0006652	ASTMX16547	bflo_20329
OG0006653	ASTMX11926	bflo_12918
OG0006654	ASTMX10252	bflo_12052
OG0006655	ASTMX02610	bflo_00135
OG0006657	ASTMX13430	bflo_04947
OG0006658	ASTMX01278	bflo_06383
OG0006660	ASTMX16840, ASTMX15712	bflo_11529
OG0006661	ASTMX06079	bflo_21775
OG0006662	ASTMX10852	bflo_01575
OG0006663	ASTMX20793	bflo_14425
OG0006664	ASTMX18894	bflo_15928
OG0006666	ASTMX14266	bflo_09187
OG0006667	ASTMX06457	bflo_26184
OG0006668	ASTMX08555	bflo_14166
OG0006669	ASTMX07762	bflo_25294
OG0006670	ASTMX08852	bflo_16533
OG0006671	ASTMX02120	bflo_24607
OG0006672	ASTMX03220	bflo_13866
OG0006673	ASTMX18034, ASTMX05111	bflo_02561
OG0006675	ASTMX17949	bflo_10555
OG0006677	ASTMX10112	bflo_23397
OG0006678	ASTMX21609	bflo_23848
OG0006680	ASTMX00952	bflo_09207
OG0006681	ASTMX10798	bflo_19242
OG0006683	ASTMX17752	bflo_24698
OG0006684	ASTMX19788	bflo_11878
OG0006685	ASTMX13015, ASTMX14032	bflo_06808
OG0006686	ASTMX07806	bflo_17040
OG0006687	ASTMX05776	bflo_17541
OG0006688	ASTMX02675	bflo_13298
OG0006689	ASTMX02612	bflo_02432
OG0006690	ASTMX15458	bflo_11580
OG0006691	ASTMX01429	bflo_19257
OG0006692	ASTMX15358	bflo_02897
OG0006693	ASTMX13879	bflo_07011
OG0006694	ASTMX03870	bflo_18353
OG0006695	ASTMX21264	bflo_14487
OG0006697	ASTMX19949, ASTMX09481	bflo_09979
OG0006698	ASTMX14552	bflo_12723
OG0006700	ASTMX18394	bflo_21306, bflo_27375
OG0006702	ASTMX04300	bflo_01001
OG0006703	ASTMX15261	bflo_01171
OG0006704	ASTMX03144	bflo_20746
OG0006705	ASTMX18210	bflo_24434
OG0006706	ASTMX06498	bflo_16963
OG0006707	ASTMX05711	bflo_16382
OG0006708	ASTMX11423	bflo_15553
OG0006709	ASTMX12695	bflo_19084
OG0006710	ASTMX16956	bflo_05942
OG0006711	ASTMX17012	bflo_17546
OG0006712	ASTMX19601	bflo_12812, bflo_12813
OG0006713	ASTMX15643, ASTMX17218	bflo_15567
OG0006714	ASTMX07976	bflo_09041
OG0006715	ASTMX14563, ASTMX06410	bflo_11134
OG0006716	ASTMX11731	bflo_23946
OG0006717	ASTMX04689	bflo_18859
OG0006718	ASTMX17392	bflo_10197
OG0006719	ASTMX11390	bflo_22960
OG0006720	ASTMX06026	bflo_14691
OG0006721	ASTMX18174	bflo_06291
OG0006722	ASTMX12405	bflo_25547
OG0006723	ASTMX13335	bflo_24515
OG0006725	ASTMX09476	bflo_11101
OG0006726	ASTMX03873	bflo_05430
OG0006727	ASTMX20841, ASTMX20842	bflo_00991
OG0006728	ASTMX14617	bflo_04467
OG0006729	ASTMX05077	bflo_26172
OG0006731	ASTMX19985	bflo_11375
OG0006732	ASTMX22779	bflo_00438
OG0006733	ASTMX09373, ASTMX11811	bflo_12538
OG0006734	ASTMX04829	bflo_16972
OG0006735	ASTMX05292	bflo_07008
OG0006736	ASTMX03650	bflo_13100
OG0006737	ASTMX11682	bflo_14048
OG0006738	ASTMX13600	bflo_18621
OG0006739	ASTMX02177	bflo_08902
OG0006741	ASTMX00781	bflo_11667
OG0006742	ASTMX08794, ASTMX20354	bflo_14418
OG0006743	ASTMX13436	bflo_00682
OG0006743	ASTMX07092	bflo_12443
OG0006744	ASTMX09205, ASTMX05381	bflo_16482
OG0006745	ASTMX16122	bflo_21271
OG0006747	ASTMX08104, ASTMX20126, ASTMX12937	bflo_10926
OG0006748	ASTMX18321	bflo_06822
OG0006749	ASTMX10213	bflo_14082
OG0006750	ASTMX03816	bflo_01070
OG0006751	ASTMX10960	bflo_20349
OG0006752	ASTMX03481	bflo_14648
OG0006753	ASTMX08486	bflo_09892
OG0006754	ASTMX06832	bflo_13351
OG0006755	ASTMX00482	bflo_14829
OG0006756	ASTMX09700	bflo_22769
OG0006757	ASTMX13935	bflo_24956
OG0006758	ASTMX00799	bflo_00186
OG0006759	ASTMX17468	bflo_09138
OG0006761	ASTMX19006	bflo_15513, bflo_27154
OG0006762	ASTMX19374, ASTMX06557	bflo_23253
OG0006763	ASTMX04265, ASTMX18089	bflo_18843
OG0006764	ASTMX04734	bflo_11734, bflo_11479
OG0006765	ASTMX03547, ASTMX03548	bflo_12543
OG0006766	ASTMX03906	bflo_18339
OG0006768	ASTMX01848	bflo_18488
OG0006769	ASTMX00239	bflo_21934
OG0006770	ASTMX05163, ASTMX17797	bflo_03014
OG0006772	ASTMX17412	bflo_10630
OG0006775	ASTMX07700	bflo_23577
OG0006776	ASTMX14097	bflo_18625
OG0006777	ASTMX09376	bflo_17793, bflo_19104
OG0006780	ASTMX04854	bflo_04849
OG0006784	ASTMX14614	bflo_27295
OG0006786	ASTMX14916, ASTMX09517, ASTMX00026, ASTMX01145	bflo_14516
OG0006787	ASTMX01901, ASTMX01425	bflo_00335, bflo_26553
OG0006791	ASTMX08046	bflo_10577
OG0006792	ASTMX11145, ASTMX08131, ASTMX08930	bflo_15974, bflo_15976
OG0006796	ASTMX21342, ASTMX16205	bflo_09118, bflo_09119
OG0006827	ASTMX03162	bflo_26115
OG0006828	ASTMX06916	bflo_05590
OG0006829	ASTMX16614	bflo_10123
OG0006830	ASTMX12230	bflo_20502
OG0006831	ASTMX02537	bflo_11563
OG0006832	ASTMX05805	bflo_10679
OG0006833	ASTMX16981	bflo_13923
OG0006835	ASTMX09545	bflo_18063
OG0006837	ASTMX12356	bflo_17582
OG0006838	ASTMX04988	bflo_22711
OG0006839	ASTMX16275	bflo_07483
OG0006842	ASTMX18470	bflo_26032
OG0006843	ASTMX15344, ASTMX15343	bflo_05656
OG0006844	ASTMX05150	bflo_02086
OG0006845	ASTMX22497, ASTMX18536	bflo_16282
OG0006846	ASTMX04852	bflo_05424
OG0006847	ASTMX05035	bflo_20417
OG0006848	ASTMX02777, ASTMX15411	bflo_07388
OG0006849	ASTMX10597	bflo_23476
OG0006850	ASTMX17410	bflo_18002
OG0006851	ASTMX10431	bflo_08893
OG0006852	ASTMX21034, ASTMX05169, ASTMX05168	bflo_07139
OG0006856	ASTMX15975	bflo_08265
OG0006857	ASTMX10533	bflo_22461
OG0006860	ASTMX08893	bflo_13831
OG0006862	ASTMX04586	bflo_07506
OG0006863	ASTMX06189	bflo_25340, bflo_26074
OG0006864	ASTMX14844	bflo_14254
OG0006865	ASTMX00544	bflo_21505, bflo_21504
OG0006866	ASTMX15118	bflo_24867, bflo_24869, bflo_25058
OG0006867	ASTMX17195	bflo_17074
OG0006869	ASTMX04037	bflo_11211
OG0006870	ASTMX19219	bflo_14756
OG0006871	ASTMX18202	bflo_21815
OG0006872	ASTMX07240	bflo_13623
OG0006873	ASTMX19378	bflo_02792
OG0006874	ASTMX10745	bflo_23619
OG0006875	ASTMX06127	bflo_24959
OG0006876	ASTMX11416	bflo_25862
OG0006877	ASTMX13244	bflo_07384
OG0006878	ASTMX16892	bflo_25700, bflo_25466
OG0006880	ASTMX10742	bflo_22152
OG0006881	ASTMX18811	bflo_14289
OG0006882	ASTMX02554	bflo_13224
OG0006885	ASTMX15506	bflo_01373
OG0006886	ASTMX09095, ASTMX01120	bflo_18390
OG0006887	ASTMX11439	bflo_19380
OG0006888	ASTMX09251	bflo_21809
OG0006889	ASTMX07203	bflo_13410
OG0006890	ASTMX17391	bflo_10189
OG0006891	ASTMX19493	bflo_20531
OG0006892	ASTMX00090	bflo_19210
OG0006893	ASTMX07824	bflo_22850
OG0006894	ASTMX19536	bflo_23771
OG0006895	ASTMX01494	bflo_03293
OG0006896	ASTMX21118, ASTMX01593	bflo_07051
OG0006897	ASTMX03361	bflo_06445
OG0006898	ASTMX06272	bflo_12617
OG0006899	ASTMX19445	bflo_10493
OG0006901	ASTMX00087	bflo_19215
OG0006902	ASTMX14454	bflo_16739
OG0006903	ASTMX10135, ASTMX10443	bflo_25124, bflo_24851, bflo_02392
OG0006904	ASTMX18096	bflo_08783
OG0006905	ASTMX21329	bflo_13409
OG0006907	ASTMX21343	bflo_05668
OG0006908	ASTMX03466	bflo_20369
OG0006909	ASTMX01775	bflo_11161
OG0006911	ASTMX04692	bflo_16763
OG0006912	ASTMX03849	bflo_16818
OG0006914	ASTMX15342	bflo_06676
OG0006916	ASTMX16770	bflo_05711
OG0006917	ASTMX19078	bflo_24966
OG0006918	ASTMX16285	bflo_06388
OG0006919	ASTMX19164	bflo_10781
OG0006920	ASTMX09808	bflo_18393
OG0006922	ASTMX09149, ASTMX09150	bflo_22907, bflo_22906, bflo_16709
OG0006924	ASTMX15741	bflo_14841
OG0006925	ASTMX08108	bflo_01234
OG0006926	ASTMX04276	bflo_01326
OG0006928	ASTMX20820, ASTMX17417	bflo_21086
OG0006930	ASTMX18849	bflo_18159
OG0006931	ASTMX01266	bflo_03880
OG0006932	ASTMX01417	bflo_23118, bflo_22872
OG0006934	ASTMX00025	bflo_22320
OG0006935	ASTMX18496	bflo_10058
OG0006936	ASTMX10953	bflo_10276, bflo_09616
OG0006937	ASTMX14042	bflo_06019
OG0006938	ASTMX05289	bflo_11763
OG0006939	ASTMX13531	bflo_05623
OG0006942	ASTMX13442	bflo_16437
OG0006943	ASTMX16314	bflo_06674
OG0006944	ASTMX02091	bflo_11099
OG0006945	ASTMX00086, ASTMX21538	bflo_18670
OG0006946	ASTMX14240	bflo_16430
OG0006947	ASTMX01422	bflo_23439
OG0006948	ASTMX02465	bflo_23320
OG0006949	ASTMX06229	bflo_08640
OG0006951	ASTMX12012	bflo_02466
OG0006952	ASTMX00883	bflo_12669
OG0006953	ASTMX13999	bflo_23341
OG0006954	ASTMX20718	bflo_17503
OG0006955	ASTMX07198, ASTMX07110	bflo_10967
OG0006956	ASTMX05793	bflo_09317
OG0006957	ASTMX04737	bflo_08841
OG0006958	ASTMX14580	bflo_15840, bflo_15252, bflo_15171
OG0006960	ASTMX00079	bflo_06033
OG0006962	ASTMX00716	bflo_19179
OG0006964	ASTMX21391	bflo_18137
OG0006965	ASTMX06957	bflo_07273
OG0006966	ASTMX09198	bflo_21938
OG0006967	ASTMX07737	bflo_23381
OG0006968	ASTMX20101	bflo_12636
OG0006969	ASTMX15725	bflo_09435
OG0006970	ASTMX10956, ASTMX17588	bflo_20527
OG0006971	ASTMX14444	bflo_20344
OG0006972	ASTMX02143	bflo_13495
OG0006975	ASTMX05767	bflo_18089
OG0006976	ASTMX01198	bflo_18136
OG0006977	ASTMX13939	bflo_11476
OG0006978	ASTMX03349	bflo_06276
OG0006979	ASTMX20387	bflo_08448
OG0006980	ASTMX08911	bflo_24447
OG0006981	ASTMX18249	bflo_09863
OG0006982	ASTMX06903	bflo_09169
OG0006983	ASTMX04803	bflo_24722
OG0006984	ASTMX00621	bflo_09857
OG0006985	ASTMX08374	bflo_11656
OG0006987	ASTMX03786	bflo_15760
OG0006988	ASTMX04994	bflo_09353
OG0006989	ASTMX13258	bflo_04780
OG0006990	ASTMX12780	bflo_07372
OG0006991	ASTMX17290	bflo_06043
OG0006993	ASTMX15549	bflo_22403
OG0006994	ASTMX16722	bflo_02112
OG0006995	ASTMX13568	bflo_02848
OG0006996	ASTMX17714	bflo_10719
OG0006997	ASTMX16081	bflo_11454
OG0006998	ASTMX20511	bflo_23590
OG0006999	ASTMX01835	bflo_01138
OG0007000	ASTMX15934	bflo_10483
OG0007001	ASTMX14381	bflo_03475
OG0007002	ASTMX16784	bflo_15746
OG0007003	ASTMX07209, ASTMX15526	bflo_13387
OG0007004	ASTMX09577	bflo_05403, bflo_13198, bflo_13009
OG0007005	ASTMX22123	bflo_20341
OG0007006	ASTMX06196	bflo_15545
OG0007007	ASTMX02970	bflo_18247
OG0007009	ASTMX19873	bflo_07642
OG0007010	ASTMX11111	bflo_14446
OG0007011	ASTMX05849	bflo_15254
OG0007012	ASTMX09660	bflo_08408
OG0007013	ASTMX04505	bflo_22925
OG0007014	ASTMX08585	bflo_09903
OG0007015	ASTMX17285	bflo_27330, bflo_20402
OG0007017	ASTMX21710	bflo_21913
OG0007018	ASTMX14959	bflo_23908
OG0007019	ASTMX01540	bflo_23063
OG0007020	ASTMX09751	bflo_10034
OG0007021	ASTMX12977	bflo_21680
OG0007022	ASTMX05294	bflo_18552
OG0007023	ASTMX16844	bflo_11047
OG0007024	ASTMX00414	bflo_11367
OG0007025	ASTMX02047	bflo_14744
OG0007026	ASTMX05189	bflo_09805
OG0007027	ASTMX19969	bflo_20536
OG0007031	ASTMX20247	bflo_01870
OG0007032	ASTMX00154	bflo_18346
OG0007033	ASTMX01258	bflo_16162
OG0007034	ASTMX14249	bflo_19304
OG0007035	ASTMX03494, ASTMX12369	bflo_11817
OG0007036	ASTMX13788	bflo_15936
OG0007037	ASTMX12701	bflo_18791
OG0007038	ASTMX01792	bflo_11762, bflo_11636
OG0007039	ASTMX01368, ASTMX11134	bflo_06475
OG0007040	ASTMX09108	bflo_15748
OG0007041	ASTMX12415, ASTMX17229	bflo_06211
OG0007042	ASTMX10661	bflo_02915
OG0007043	ASTMX12586	bflo_10682
OG0007044	ASTMX08265	bflo_04989, bflo_15125
OG0007045	ASTMX05785	bflo_18005
OG0007046	ASTMX11335	bflo_17255
OG0007047	ASTMX00903	bflo_15778
OG0007048	ASTMX04983, ASTMX07732	bflo_23058
OG0007049	ASTMX02583	bflo_24438
OG0007050	ASTMX11641	bflo_09428
OG0007053	ASTMX17068	bflo_24401
OG0007054	ASTMX07334	bflo_20473
OG0007055	ASTMX13195	bflo_21171
OG0007056	ASTMX05882	bflo_20134
OG0007057	ASTMX12425	bflo_09203
OG0007058	ASTMX07059	bflo_17608
OG0007059	ASTMX01512	bflo_10444
OG0007060	ASTMX01836	bflo_06320
OG0007061	ASTMX10503	bflo_10696
OG0007062	ASTMX15159	bflo_24989
OG0007063	ASTMX10117	bflo_23792
OG0007064	ASTMX19560	bflo_14926
OG0007065	ASTMX06285	bflo_10221
OG0007066	ASTMX22476	bflo_21816
OG0007067	ASTMX08892	bflo_12779
OG0007068	ASTMX10090	bflo_07102
OG0007070	ASTMX03138	bflo_22328
OG0007071	ASTMX08483	bflo_09008
OG0007072	ASTMX07084	bflo_12921
OG0007073	ASTMX19088	bflo_24056
OG0007074	ASTMX18317	bflo_04122
OG0007075	ASTMX15828, ASTMX07345	bflo_07697
OG0007076	ASTMX16160	bflo_15859
OG0007077	ASTMX11100	bflo_14982
OG0007079	ASTMX04560	bflo_01999
OG0007080	ASTMX08945	bflo_01418
OG0007081	ASTMX07386	bflo_14270
OG0007082	ASTMX10303	bflo_16401
OG0007083	ASTMX00902	bflo_15779
OG0007086	ASTMX07211	bflo_11245
OG0007087	ASTMX08152	bflo_06824
OG0007089	ASTMX02285	bflo_02444
OG0007090	ASTMX06534, ASTMX02841	bflo_25747
OG0007091	ASTMX11325	bflo_05854
OG0007092	ASTMX01277	bflo_15232
OG0007093	ASTMX22411, ASTMX21833	bflo_10575
OG0007094	ASTMX08477	bflo_18319
OG0007095	ASTMX09063	bflo_23010
OG0007096	ASTMX11766, ASTMX03776	bflo_12760
OG0007097	ASTMX19019	bflo_07989
OG0007098	ASTMX01065	bflo_13800
OG0007099	ASTMX18631	bflo_21945
OG0007100	ASTMX09252	bflo_11271
OG0007102	ASTMX09794	bflo_14184
OG0007103	ASTMX15827	bflo_08091
OG0007104	ASTMX02246, ASTMX12173	bflo_21832
OG0007105	ASTMX19209	bflo_21094
OG0007106	ASTMX00806	bflo_11280
OG0007107	ASTMX19243	bflo_23422
OG0007108	ASTMX12153	bflo_20348
OG0007109	ASTMX08333	bflo_04042
OG0007111	ASTMX09580, ASTMX03137	bflo_13861
OG0007112	ASTMX05122	bflo_06337
OG0007113	ASTMX02092, ASTMX16843	bflo_11442
OG0007114	ASTMX13798	bflo_14043
OG0007115	ASTMX16286	bflo_13514
OG0007116	ASTMX19526	bflo_23512
OG0007118	ASTMX14472	bflo_17782
OG0007119	ASTMX05484	bflo_26455
OG0007120	ASTMX06093	bflo_26318
OG0007121	ASTMX18720	bflo_21082
OG0007122	ASTMX04799	bflo_24072
OG0007123	ASTMX16148	bflo_09914
OG0007124	ASTMX09795	bflo_15170
OG0007125	ASTMX16475	bflo_14785
OG0007126	ASTMX14075	bflo_22266
OG0007127	ASTMX12250, ASTMX01819	bflo_00577
OG0007129	ASTMX09310, ASTMX13495	bflo_10446
OG0007130	ASTMX16072	bflo_11677
OG0007131	ASTMX13441	bflo_25611
OG0007132	ASTMX04322	bflo_05661
OG0007133	ASTMX21250	bflo_02382
OG0007134	ASTMX16982	bflo_10408
OG0007135	ASTMX00245	bflo_08465
OG0007136	ASTMX05160	bflo_06450
OG0007137	ASTMX18044	bflo_22784
OG0007138	ASTMX13115	bflo_15711
OG0007139	ASTMX04012	bflo_05619
OG0007140	ASTMX06549, ASTMX15484	bflo_25840
OG0007143	ASTMX01334	bflo_01199
OG0007144	ASTMX14074	bflo_20069
OG0007145	ASTMX08637	bflo_05366
OG0007147	ASTMX13962	bflo_24598
OG0007148	ASTMX17772	bflo_12090
OG0007150	ASTMX03541	bflo_12859, bflo_09705
OG0007152	ASTMX14227, ASTMX14226	bflo_08459, bflo_12446
OG0007153	ASTMX01581	bflo_14060
OG0007154	ASTMX04579	bflo_11488
OG0007158	ASTMX13778, ASTMX13779	bflo_12648
OG0007159	ASTMX02076	bflo_17008, bflo_17009
OG0007160	ASTMX19280	bflo_13912
OG0007161	ASTMX12648, ASTMX10902	bflo_12808
OG0007163	ASTMX14930	bflo_05600
OG0007164	ASTMX04180	bflo_18316
OG0007165	ASTMX02974	bflo_08764
OG0007166	ASTMX12427	bflo_09971
OG0007168	ASTMX12719	bflo_18756
OG0007171	ASTMX19376	bflo_19822
OG0007173	ASTMX08040	bflo_24164
OG0007174	ASTMX15803	bflo_13932
OG0007175	ASTMX08991	bflo_10755
OG0007176	ASTMX19988	bflo_11713
OG0007177	ASTMX13669	bflo_23830, bflo_10937
OG0007178	ASTMX03848	bflo_16205
OG0007179	ASTMX11963	bflo_00319
OG0007181	ASTMX06406, ASTMX09641	bflo_12101
OG0007182	ASTMX03504	bflo_21896
OG0007184	ASTMX04306	bflo_21975, bflo_21917
OG0007185	ASTMX18718, ASTMX07838	bflo_22465, bflo_10063, bflo_10064
OG0007186	ASTMX01462	bflo_15420
OG0007187	ASTMX05320	bflo_00521
OG0007188	ASTMX06664	bflo_00784
OG0007189	ASTMX20543	bflo_23124
OG0007190	ASTMX05931	bflo_07553
OG0007191	ASTMX21840	bflo_25319
OG0007192	ASTMX07871	bflo_19273
OG0007193	ASTMX07735, ASTMX14319, ASTMX14687	bflo_22716
OG0007195	ASTMX16329	bflo_09759
OG0007198	ASTMX09261	bflo_10249
OG0007200	ASTMX15610	bflo_21570
OG0007201	ASTMX04910	bflo_22933
OG0007204	ASTMX05488, ASTMX20399	bflo_25247
OG0007205	ASTMX12447, ASTMX11759, ASTMX11341, ASTMX05725	bflo_16687
OG0007209	ASTMX11363, ASTMX15404	bflo_15890
OG0007213	ASTMX14168	bflo_23133
OG0007248	ASTMX11925	bflo_12581
OG0007250	ASTMX04160	bflo_21684
OG0007251	ASTMX21422	bflo_02716
OG0007253	ASTMX10666, ASTMX22135	bflo_13719
OG0007254	ASTMX14077	bflo_25142
OG0007255	ASTMX20514	bflo_18944
OG0007256	ASTMX11396	bflo_25720
OG0007258	ASTMX15166	bflo_05313
