Orthogroup	ASTMX	AMPFI_ok
OG0007171	ASTMX19376	AMPFI_09280
OG0007173	ASTMX08040	AMPFI_11286
OG0007174	ASTMX15803	AMPFI_12330
OG0007175	ASTMX08991	AMPFI_12406
OG0007176	ASTMX19988	AMPFI_12425
OG0007177	ASTMX13669	AMPFI_13268
OG0007178	ASTMX03848	AMPFI_13363, AMPFI_21866
OG0007179	ASTMX11963	AMPFI_13626
OG0007180	ASTMX07909	AMPFI_14122
OG0007181	ASTMX06406, ASTMX09641	AMPFI_14166
OG0007182	ASTMX03504	AMPFI_15692
OG0007183	ASTMX05746	AMPFI_16520
OG0007184	ASTMX04306	AMPFI_16722
OG0007185	ASTMX18718, ASTMX07838	AMPFI_19277
OG0007186	ASTMX01462	AMPFI_19328
OG0007187	ASTMX05320	AMPFI_19456
OG0007188	ASTMX06664	AMPFI_21843
OG0007189	ASTMX20543	AMPFI_22512
OG0007190	ASTMX05931	AMPFI_24195
OG0007191	ASTMX21840	AMPFI_24799
OG0007192	ASTMX07871	AMPFI_25475
OG0007193	ASTMX07735, ASTMX14319, ASTMX14687	AMPFI_25811
OG0007248	ASTMX11925	AMPFI_02393
OG0007250	ASTMX04160	AMPFI_10124
OG0007251	ASTMX21422	AMPFI_04951, AMPFI_04952
OG0007253	ASTMX10666, ASTMX22135	AMPFI_12580
OG0007254	ASTMX14077	AMPFI_03097
OG0007255	ASTMX20514	AMPFI_06254
OG0007256	ASTMX11396	AMPFI_04723
OG0007258	ASTMX15166	AMPFI_02300
OG0007261	ASTMX18822, ASTMX21778	AMPFI_01118
OG0007264	ASTMX01064	AMPFI_12650
OG0007266	ASTMX02148	AMPFI_02574
OG0007268	ASTMX21870	AMPFI_22023, AMPFI_24233
OG0007269	ASTMX01325	AMPFI_25179, AMPFI_02490
OG0007270	ASTMX04175, ASTMX22945	AMPFI_06380
OG0007271	ASTMX06578	AMPFI_25295
OG0007272	ASTMX05229	AMPFI_21889
OG0007273	ASTMX07371	AMPFI_24018
OG0007274	ASTMX02966	AMPFI_24727
OG0007275	ASTMX12595	AMPFI_14292
OG0007279	ASTMX12215	AMPFI_07724
OG0007280	ASTMX21182	AMPFI_17221
OG0007281	ASTMX19835	AMPFI_11311
OG0007282	ASTMX13185	AMPFI_07925
OG0007284	ASTMX20942, ASTMX08706, ASTMX11857	AMPFI_24786
OG0007285	ASTMX14462	AMPFI_09195
OG0007286	ASTMX18425	AMPFI_11812
OG0007288	ASTMX03770	AMPFI_04627
OG0007290	ASTMX00594, ASTMX00595	AMPFI_07769
OG0007291	ASTMX18522	AMPFI_04272
OG0007292	ASTMX06760	AMPFI_18565
OG0007293	ASTMX00876	AMPFI_17486
OG0007294	ASTMX12341	AMPFI_01601
OG0007295	ASTMX04656	AMPFI_18465, AMPFI_00420
OG0007296	ASTMX12421	AMPFI_21978, AMPFI_15132
OG0007297	ASTMX03978	AMPFI_11278
OG0007298	ASTMX13876	AMPFI_12849, AMPFI_14237
OG0007299	ASTMX19667	AMPFI_06986
OG0007300	ASTMX11999	AMPFI_02267
OG0007301	ASTMX00922	AMPFI_14618
OG0007302	ASTMX06041	AMPFI_13834
OG0007303	ASTMX10541	AMPFI_15376
OG0007304	ASTMX20413	AMPFI_07174
OG0007305	ASTMX03479	AMPFI_08996
OG0007306	ASTMX03689	AMPFI_19687
OG0007307	ASTMX04207	AMPFI_18569
OG0007308	ASTMX01916	AMPFI_04590
OG0007309	ASTMX11583	AMPFI_09734
OG0007310	ASTMX12704	AMPFI_09474
OG0007312	ASTMX04996	AMPFI_11642
OG0007314	ASTMX10223	AMPFI_08563
OG0007316	ASTMX02720	AMPFI_21053
OG0007317	ASTMX22022	AMPFI_13235
OG0007318	ASTMX00787	AMPFI_05681
OG0007319	ASTMX07462	AMPFI_11125
OG0007320	ASTMX12409	AMPFI_19558
OG0007321	ASTMX11807	AMPFI_01984
OG0007322	ASTMX11199	AMPFI_04756
OG0007323	ASTMX17924	AMPFI_24238
OG0007325	ASTMX02559	AMPFI_25190
OG0007326	ASTMX05141	AMPFI_19062
OG0007327	ASTMX16928	AMPFI_11971
OG0007328	ASTMX18500, ASTMX09690	AMPFI_01087
OG0007329	ASTMX09140	AMPFI_01020
OG0007330	ASTMX02261	AMPFI_01650
OG0007331	ASTMX20704	AMPFI_10290
OG0007333	ASTMX22709, ASTMX07160, ASTMX00006, ASTMX08588	AMPFI_02783
OG0007334	ASTMX00823	AMPFI_06086
OG0007335	ASTMX08086	AMPFI_05409
OG0007336	ASTMX07496	AMPFI_05851
OG0007338	ASTMX02618	AMPFI_07122
OG0007339	ASTMX02641	AMPFI_12449
OG0007340	ASTMX08732	AMPFI_03881
OG0007341	ASTMX04204	AMPFI_06512
OG0007342	ASTMX19872	AMPFI_08350
OG0007343	ASTMX18185	AMPFI_04790
OG0007344	ASTMX01305, ASTMX02473	AMPFI_06969
OG0007345	ASTMX21131, ASTMX06635, ASTMX21132	AMPFI_23299
OG0007347	ASTMX19348	AMPFI_11094
OG0007348	ASTMX04174	AMPFI_10154
OG0007349	ASTMX13465	AMPFI_19903
OG0007351	ASTMX16249	AMPFI_21356
OG0007352	ASTMX15445	AMPFI_19904
OG0007353	ASTMX00421	AMPFI_14327
OG0007354	ASTMX09586	AMPFI_23026
OG0007355	ASTMX20506	AMPFI_06243
OG0007356	ASTMX09436	AMPFI_15329
OG0007357	ASTMX00212	AMPFI_23489
OG0007358	ASTMX13640, ASTMX13639	AMPFI_23864
OG0007359	ASTMX02654, ASTMX18346	AMPFI_14413, AMPFI_12701
OG0007360	ASTMX13128	AMPFI_24219
OG0007361	ASTMX04257	AMPFI_08736
OG0007363	ASTMX09519	AMPFI_24644
OG0007364	ASTMX19884	AMPFI_00831
OG0007365	ASTMX11544	AMPFI_10820
OG0007366	ASTMX07911	AMPFI_01644
OG0007367	ASTMX16066	AMPFI_03186
OG0007368	ASTMX21920, ASTMX21921	AMPFI_05315
OG0007369	ASTMX07879	AMPFI_08810
OG0007370	ASTMX04423	AMPFI_20725
OG0007371	ASTMX13154	AMPFI_13954
OG0007372	ASTMX12516	AMPFI_01454, AMPFI_02415
OG0007373	ASTMX14113	AMPFI_05783
OG0007374	ASTMX12837	AMPFI_07609
OG0007375	ASTMX15235	AMPFI_00793, AMPFI_22409
OG0007376	ASTMX15253	AMPFI_15486
OG0007377	ASTMX03790	AMPFI_08955
OG0007379	ASTMX14785	AMPFI_11533
OG0007381	ASTMX20401	AMPFI_10840
OG0007382	ASTMX17402	AMPFI_25953
OG0007384	ASTMX14111	AMPFI_08385
OG0007385	ASTMX09213	AMPFI_07229
OG0007386	ASTMX20935	AMPFI_25435
OG0007387	ASTMX15746	AMPFI_11442
OG0007388	ASTMX22670	AMPFI_16247
OG0007389	ASTMX10391	AMPFI_10459
OG0007390	ASTMX04953	AMPFI_01290
OG0007391	ASTMX13069	AMPFI_08550
OG0007392	ASTMX19324	AMPFI_24606
OG0007393	ASTMX01350	AMPFI_14008
OG0007394	ASTMX16185	AMPFI_10682, AMPFI_09708, AMPFI_08528
OG0007395	ASTMX01531	AMPFI_12394
OG0007396	ASTMX12830, ASTMX12829	AMPFI_10617
OG0007397	ASTMX14034	AMPFI_04544, AMPFI_10460
OG0007399	ASTMX13453	AMPFI_12781
OG0007402	ASTMX15982	AMPFI_14251
OG0007403	ASTMX16612	AMPFI_02383
OG0007405	ASTMX02602	AMPFI_04156
OG0007406	ASTMX09996	AMPFI_09384
OG0007407	ASTMX12099	AMPFI_20546
OG0007408	ASTMX09058	AMPFI_23579
OG0007409	ASTMX07509	AMPFI_17481
OG0007410	ASTMX19533, ASTMX13216, ASTMX11670	AMPFI_24029
OG0007411	ASTMX13621	AMPFI_00518
OG0007412	ASTMX13610	AMPFI_15596
OG0007414	ASTMX05497	AMPFI_22105
OG0007415	ASTMX16034, ASTMX16033	AMPFI_18327
OG0007416	ASTMX17243	AMPFI_22034
OG0007417	ASTMX20315	AMPFI_08601
OG0007418	ASTMX04419	AMPFI_13366
OG0007419	ASTMX04991	AMPFI_12181
OG0007420	ASTMX20030	AMPFI_11651
OG0007421	ASTMX05344	AMPFI_19420
OG0007422	ASTMX19693	AMPFI_24325
OG0007423	ASTMX12312, ASTMX03626	AMPFI_08143, AMPFI_08142
OG0007424	ASTMX15981	AMPFI_10824
OG0007425	ASTMX02596	AMPFI_14232
OG0007426	ASTMX12404, ASTMX22699	AMPFI_23197
OG0007427	ASTMX12286	AMPFI_17613
OG0007428	ASTMX08697	AMPFI_18487
OG0007429	ASTMX03059	AMPFI_00300
OG0007430	ASTMX03740	AMPFI_02496
OG0007431	ASTMX01820	AMPFI_01452
OG0007432	ASTMX14921	AMPFI_09473
OG0007433	ASTMX17755	AMPFI_09338
OG0007436	ASTMX15686, ASTMX15687	AMPFI_21859
OG0007437	ASTMX18512, ASTMX04683	AMPFI_03238
OG0007438	ASTMX09594	AMPFI_02752
OG0007439	ASTMX19373	AMPFI_07825
OG0007440	ASTMX05556	AMPFI_17627
OG0007441	ASTMX09117	AMPFI_21710
OG0007442	ASTMX06460	AMPFI_22918
OG0007443	ASTMX12858	AMPFI_17572
OG0007444	ASTMX03551, ASTMX12507	AMPFI_09630
OG0007445	ASTMX06203	AMPFI_02455
OG0007446	ASTMX05100	AMPFI_14384
OG0007449	ASTMX17730	AMPFI_15241
OG0007450	ASTMX04602	AMPFI_00124, AMPFI_03276
OG0007451	ASTMX12754	AMPFI_04715
OG0007452	ASTMX07761	AMPFI_05136
OG0007454	ASTMX12724	AMPFI_23985
OG0007455	ASTMX07952	AMPFI_08081
OG0007456	ASTMX09758	AMPFI_18549
OG0007457	ASTMX13240	AMPFI_16421
OG0007458	ASTMX22316	AMPFI_12774
OG0007460	ASTMX03203	AMPFI_05013
OG0007461	ASTMX10994, ASTMX10995	AMPFI_16930
OG0007462	ASTMX13256	AMPFI_04972, AMPFI_04973
OG0007463	ASTMX08538	AMPFI_05572
OG0007464	ASTMX01898	AMPFI_18554, AMPFI_06587
OG0007467	ASTMX18832	AMPFI_21229, AMPFI_20924
OG0007468	ASTMX20018	AMPFI_12069
OG0007471	ASTMX05581	AMPFI_06645
OG0007472	ASTMX08198	AMPFI_21193
OG0007476	ASTMX18971	AMPFI_06079
OG0007477	ASTMX19734	AMPFI_00594
OG0007480	ASTMX07621	AMPFI_11100
OG0007481	ASTMX09636	AMPFI_08197
OG0007482	ASTMX15375	AMPFI_12660
OG0007483	ASTMX18379	AMPFI_06915
OG0007484	ASTMX16513	AMPFI_08380
OG0007485	ASTMX15236	AMPFI_03903
OG0007486	ASTMX17982, ASTMX09285, ASTMX22505	AMPFI_06410
OG0007487	ASTMX04401	AMPFI_00419
OG0007488	ASTMX15704	AMPFI_18912
OG0007489	ASTMX20723	AMPFI_14429
OG0007490	ASTMX11459	AMPFI_00198
OG0007491	ASTMX21855	AMPFI_00418
OG0007492	ASTMX22346	AMPFI_11698
OG0007494	ASTMX10193	AMPFI_08548
OG0007495	ASTMX11414	AMPFI_14548
OG0007496	ASTMX22765	AMPFI_15377, AMPFI_22065
OG0007498	ASTMX21105	AMPFI_10772
OG0007499	ASTMX03949	AMPFI_00937
OG0007500	ASTMX04154, ASTMX15693	AMPFI_01923
OG0007501	ASTMX07151	AMPFI_03524
OG0007503	ASTMX06574	AMPFI_04163
OG0007504	ASTMX12320	AMPFI_05486
OG0007506	ASTMX01578	AMPFI_07798
OG0007507	ASTMX22746	AMPFI_07868
OG0007508	ASTMX03316	AMPFI_08862
OG0007509	ASTMX09639	AMPFI_10436
OG0007510	ASTMX02461	AMPFI_11681
OG0007513	ASTMX22406, ASTMX07121	AMPFI_13277, AMPFI_13278
OG0007514	ASTMX05469	AMPFI_18495, AMPFI_13942
OG0007515	ASTMX11064	AMPFI_14037
OG0007516	ASTMX00630, ASTMX02116	AMPFI_14074
OG0007517	ASTMX00346	AMPFI_14076
OG0007518	ASTMX22420	AMPFI_14635
OG0007519	ASTMX02575	AMPFI_15083
OG0007520	ASTMX05912	AMPFI_15347
OG0007521	ASTMX02807, ASTMX13161	AMPFI_15616
OG0007523	ASTMX15056, ASTMX11358, ASTMX22010, ASTMX10034	AMPFI_16441
OG0007524	ASTMX11833	AMPFI_18839
OG0007525	ASTMX02842	AMPFI_20078
OG0007527	ASTMX20421, ASTMX12338	AMPFI_21425
OG0007528	ASTMX16867	AMPFI_22110
OG0007529	ASTMX06570	AMPFI_24995
OG0007531	ASTMX21127	AMPFI_25413
OG0007582	ASTMX04137	AMPFI_07988
OG0007583	ASTMX03611	AMPFI_19749
OG0007584	ASTMX21397	AMPFI_16069
OG0007586	ASTMX18851	AMPFI_15087
OG0007587	ASTMX10665	AMPFI_00261
OG0007589	ASTMX14018	AMPFI_10679
OG0007591	ASTMX10219	AMPFI_24174
OG0007593	ASTMX05699	AMPFI_14751
OG0007596	ASTMX01050	AMPFI_07298
OG0007597	ASTMX12506	AMPFI_14347
OG0007600	ASTMX06490	AMPFI_18346
OG0007601	ASTMX14174	AMPFI_14517
OG0007602	ASTMX12453	AMPFI_15464, AMPFI_15463
OG0007603	ASTMX06253	AMPFI_04653
OG0007604	ASTMX02553	AMPFI_25405
OG0007605	ASTMX01306, ASTMX02474	AMPFI_17249, AMPFI_05461
OG0007606	ASTMX08449	AMPFI_06131
OG0007607	ASTMX05677	AMPFI_12626
OG0007609	ASTMX13434	AMPFI_08364
OG0007610	ASTMX00949	AMPFI_13414
OG0007611	ASTMX01317	AMPFI_22256
OG0007614	ASTMX02573	AMPFI_22950
OG0007615	ASTMX21643	AMPFI_05411
OG0007616	ASTMX07503, ASTMX07502	AMPFI_13986
OG0007617	ASTMX10087	AMPFI_24034, AMPFI_19703
OG0007619	ASTMX18208	AMPFI_16350
OG0007621	ASTMX08854	AMPFI_20447
OG0007622	ASTMX11258	AMPFI_09130
OG0007624	ASTMX07491	AMPFI_07608
OG0007626	ASTMX04623	AMPFI_01785
OG0007628	ASTMX19581	AMPFI_14690
OG0007629	ASTMX13084	AMPFI_19195
OG0007630	ASTMX18126	AMPFI_13927
OG0007633	ASTMX02751	AMPFI_10277, AMPFI_03421, AMPFI_21919
OG0007634	ASTMX19337	AMPFI_24876
OG0007635	ASTMX01942	AMPFI_21933
OG0007637	ASTMX04583	AMPFI_21962, AMPFI_14482
OG0007639	ASTMX18691	AMPFI_05197
OG0007640	ASTMX17837, ASTMX02941	AMPFI_07158
OG0007643	ASTMX05389	AMPFI_13773
OG0007645	ASTMX05408	AMPFI_12316
OG0007646	ASTMX00141	AMPFI_00470
OG0007647	ASTMX19745	AMPFI_15259
OG0007648	ASTMX09097	AMPFI_08367
OG0007650	ASTMX15984	AMPFI_12826
OG0007651	ASTMX20922	AMPFI_11377
OG0007653	ASTMX11577	AMPFI_03820
OG0007654	ASTMX12009	AMPFI_07064
OG0007655	ASTMX05138, ASTMX12497, ASTMX11936, ASTMX02437	AMPFI_02330
OG0007656	ASTMX02152	AMPFI_11443
OG0007659	ASTMX12190	AMPFI_14250
OG0007660	ASTMX11758	AMPFI_07720
OG0007662	ASTMX03015	AMPFI_25411
OG0007663	ASTMX21598	AMPFI_17931
OG0007664	ASTMX00404	AMPFI_14515
OG0007665	ASTMX09981	AMPFI_17902, AMPFI_13287
OG0007666	ASTMX17057, ASTMX14860	AMPFI_04437
OG0007667	ASTMX06071	AMPFI_05812
OG0007668	ASTMX20312	AMPFI_10920
OG0007669	ASTMX00417	AMPFI_13323
OG0007670	ASTMX08467	AMPFI_09118, AMPFI_09117
OG0007673	ASTMX05762	AMPFI_07718
OG0007674	ASTMX20726	AMPFI_06402
OG0007675	ASTMX07674	AMPFI_08686
OG0007676	ASTMX19972	AMPFI_06266
OG0007679	ASTMX04667	AMPFI_08337
OG0007680	ASTMX05414	AMPFI_01145
OG0007681	ASTMX12414	AMPFI_12529
OG0007684	ASTMX06059	AMPFI_09234
OG0007685	ASTMX02773	AMPFI_23757
OG0007687	ASTMX17669	AMPFI_13078
OG0007688	ASTMX13121	AMPFI_14112
OG0007689	ASTMX16346	AMPFI_21023
OG0007690	ASTMX14447	AMPFI_08721
OG0007691	ASTMX14360	AMPFI_15919
OG0007692	ASTMX14270	AMPFI_21014
OG0007694	ASTMX07418	AMPFI_02877
OG0007695	ASTMX05012, ASTMX04328	AMPFI_00441
OG0007696	ASTMX12954, ASTMX08314	AMPFI_11231
OG0007697	ASTMX17473	AMPFI_14474
OG0007698	ASTMX10373	AMPFI_04766
OG0007700	ASTMX20412	AMPFI_08021
OG0007701	ASTMX16330	AMPFI_11708
OG0007702	ASTMX22374, ASTMX04372	AMPFI_25722
OG0007703	ASTMX19453	AMPFI_06898
OG0007704	ASTMX12994	AMPFI_24990, AMPFI_16227
OG0007705	ASTMX17453	AMPFI_02466
OG0007706	ASTMX07321	AMPFI_01075
OG0007708	ASTMX05720	AMPFI_09437
OG0007711	ASTMX13419	AMPFI_08437, AMPFI_00864
OG0007712	ASTMX07651	AMPFI_01298
OG0007713	ASTMX19622	AMPFI_02051
OG0007714	ASTMX01182	AMPFI_13479
OG0007715	ASTMX15762	AMPFI_12304
OG0007716	ASTMX22069	AMPFI_01726, AMPFI_25648
OG0007717	ASTMX12667	AMPFI_00651
OG0007719	ASTMX18551	AMPFI_19360
OG0007721	ASTMX05840	AMPFI_10872
OG0007723	ASTMX04316	AMPFI_08545
OG0007725	ASTMX13307	AMPFI_01230
OG0007725	ASTMX16772	AMPFI_19190
OG0007726	ASTMX10273	AMPFI_19619
OG0007727	ASTMX14601	AMPFI_08743, AMPFI_25397
OG0007729	ASTMX18244	AMPFI_21591
OG0007730	ASTMX07395	AMPFI_10603
OG0007733	ASTMX01784	AMPFI_22944
OG0007734	ASTMX15091, ASTMX03999	AMPFI_02524
OG0007736	ASTMX11296	AMPFI_05897
OG0007738	ASTMX19490	AMPFI_05112
OG0007741	ASTMX04638	AMPFI_13000
OG0007743	ASTMX04763	AMPFI_06731
OG0007744	ASTMX19319	AMPFI_03246
OG0007745	ASTMX00381	AMPFI_22441
OG0007746	ASTMX01281	AMPFI_07253
OG0007748	ASTMX05821	AMPFI_12204
OG0007749	ASTMX05167	AMPFI_07238
OG0007750	ASTMX13139	AMPFI_25870, AMPFI_01673
OG0007751	ASTMX19310	AMPFI_08540
OG0007753	ASTMX21748	AMPFI_11539
OG0007755	ASTMX01102, ASTMX00711	AMPFI_10155
OG0007758	ASTMX04015	AMPFI_15867
OG0007759	ASTMX08280	AMPFI_02311
OG0007762	ASTMX03722	AMPFI_12649
OG0007763	ASTMX17791	AMPFI_20134
OG0007766	ASTMX07721	AMPFI_07157
OG0007767	ASTMX08912	AMPFI_21979
OG0007769	ASTMX18905	AMPFI_10842
OG0007770	ASTMX10721	AMPFI_04731, AMPFI_01658
OG0007771	ASTMX10494	AMPFI_13434
OG0007772	ASTMX00533	AMPFI_22737, AMPFI_13415
OG0007774	ASTMX17700	AMPFI_04955
OG0007775	ASTMX12159	AMPFI_08695
OG0007776	ASTMX10383	AMPFI_13881
OG0007779	ASTMX15026	AMPFI_11071
OG0007780	ASTMX08076	AMPFI_18660, AMPFI_10711
OG0007781	ASTMX02218	AMPFI_14581
OG0007782	ASTMX07331	AMPFI_20368
OG0007783	ASTMX17810	AMPFI_24128
OG0007786	ASTMX18635	AMPFI_12071, AMPFI_13958
OG0007787	ASTMX02068	AMPFI_14820
OG0007788	ASTMX01469	AMPFI_05676
OG0007789	ASTMX16141	AMPFI_25379
OG0007790	ASTMX20616	AMPFI_11066
OG0007793	ASTMX05505	AMPFI_08371
OG0007794	ASTMX15194	AMPFI_00708
OG0007795	ASTMX13863	AMPFI_07427
OG0007796	ASTMX21888, ASTMX10660	AMPFI_09719
OG0007797	ASTMX04459	AMPFI_00954
OG0007798	ASTMX15270	AMPFI_00648
OG0007799	ASTMX14602	AMPFI_03372
OG0007800	ASTMX02257	AMPFI_20741
OG0007802	ASTMX10115	AMPFI_13897
OG0007803	ASTMX11582	AMPFI_00580
OG0007804	ASTMX02512	AMPFI_21881
OG0007805	ASTMX09885	AMPFI_13191
OG0007806	ASTMX13580, ASTMX09057, ASTMX11458	AMPFI_21509
OG0007807	ASTMX16145	AMPFI_10825
OG0007808	ASTMX08371, ASTMX00929	AMPFI_10467
OG0007809	ASTMX14577	AMPFI_17330
OG0007810	ASTMX08369	AMPFI_24586
OG0007811	ASTMX11168	AMPFI_20786
OG0007812	ASTMX02668, ASTMX18552	AMPFI_15940
OG0007813	ASTMX07499	AMPFI_06503
OG0007814	ASTMX13396	AMPFI_21682
OG0007816	ASTMX05675	AMPFI_01105
OG0007817	ASTMX11147, ASTMX13673	AMPFI_01479
OG0007818	ASTMX06179	AMPFI_01627
OG0007820	ASTMX15997	AMPFI_03274
OG0007821	ASTMX06057, ASTMX22994, ASTMX22729, ASTMX06058	AMPFI_03403
OG0007823	ASTMX16149	AMPFI_06421
OG0007824	ASTMX03276	AMPFI_24919
OG0007825	ASTMX18618	AMPFI_08757
OG0007826	ASTMX09991	AMPFI_09183
OG0007827	ASTMX14411	AMPFI_09270
OG0007828	ASTMX03380, ASTMX03379	AMPFI_11690
OG0007830	ASTMX18257	AMPFI_11813
OG0007831	ASTMX04668	AMPFI_12005
OG0007832	ASTMX04594	AMPFI_13134
OG0007833	ASTMX05052	AMPFI_13656
OG0007834	ASTMX20813	AMPFI_14388
OG0007835	ASTMX03027	AMPFI_15066, AMPFI_24749
OG0007836	ASTMX04626	AMPFI_15344
OG0007837	ASTMX13314	AMPFI_15892
OG0007838	ASTMX05098	AMPFI_16450
OG0007839	ASTMX06305	AMPFI_18324
OG0007840	ASTMX15255	AMPFI_18333
OG0007841	ASTMX15833, ASTMX03250, ASTMX22662	AMPFI_19038
OG0007842	ASTMX15043	AMPFI_19465
OG0007843	ASTMX18009	AMPFI_20098
OG0007844	ASTMX22941, ASTMX00192, ASTMX22519, ASTMX18162, ASTMX12535, ASTMX05039, ASTMX18366, ASTMX12537, ASTMX12534, ASTMX12716, ASTMX04893, ASTMX19314, ASTMX21877, ASTMX20226	AMPFI_20687
OG0007845	ASTMX00783	AMPFI_21127
OG0007848	ASTMX04212	AMPFI_22258
OG0007849	ASTMX01357	AMPFI_24145
OG0007850	ASTMX03735	AMPFI_25222
OG0007908	ASTMX15245	AMPFI_17617, AMPFI_12926
OG0007911	ASTMX10631	AMPFI_23439
OG0007913	ASTMX06223	AMPFI_10987
OG0007915	ASTMX13424	AMPFI_07670
OG0007916	ASTMX09786	AMPFI_22419
OG0007918	ASTMX11806	AMPFI_12537
OG0007921	ASTMX21796	AMPFI_09277
OG0007924	ASTMX04371	AMPFI_06626
OG0007926	ASTMX09675	AMPFI_09453
OG0007927	ASTMX03056	AMPFI_05683
OG0007928	ASTMX01981	AMPFI_05030
OG0007929	ASTMX06749	AMPFI_03741
OG0007932	ASTMX06742, ASTMX00852	AMPFI_07321
OG0007934	ASTMX12712	AMPFI_21398
OG0007935	ASTMX04563	AMPFI_04765
OG0007936	ASTMX01223	AMPFI_23955
OG0007937	ASTMX18654	AMPFI_08375
OG0007939	ASTMX18115	AMPFI_10142
OG0007940	ASTMX11113	AMPFI_05455
OG0007941	ASTMX14695	AMPFI_15168
OG0007943	ASTMX09388	AMPFI_06228
OG0007944	ASTMX03374	AMPFI_05040
OG0007945	ASTMX04414	AMPFI_02357, AMPFI_00719
OG0007946	ASTMX11784	AMPFI_05034
OG0007947	ASTMX14167	AMPFI_18057
OG0007948	ASTMX03507	AMPFI_10334
OG0007951	ASTMX07694	AMPFI_03195
OG0007952	ASTMX22285	AMPFI_10147
OG0007953	ASTMX13305	AMPFI_05678
OG0007954	ASTMX03836	AMPFI_05069
OG0007955	ASTMX12269	AMPFI_16512
OG0007957	ASTMX08905	AMPFI_14623
OG0007959	ASTMX16070	AMPFI_21334
OG0007960	ASTMX13619	AMPFI_03321
OG0007962	ASTMX18003	AMPFI_12638
OG0007963	ASTMX02121	AMPFI_01214
OG0007964	ASTMX05932	AMPFI_21832
OG0007965	ASTMX04863	AMPFI_07808
OG0007966	ASTMX13642	AMPFI_23170
OG0007967	ASTMX14204	AMPFI_04334
OG0007968	ASTMX06631	AMPFI_11132
OG0007969	ASTMX02933	AMPFI_01771
OG0007971	ASTMX14279	AMPFI_18074
OG0007972	ASTMX21237	AMPFI_12030
OG0007973	ASTMX06438	AMPFI_05823
OG0007974	ASTMX03195	AMPFI_09698
OG0007976	ASTMX19235	AMPFI_06391
OG0007977	ASTMX14691	AMPFI_15112
OG0007979	ASTMX21845	AMPFI_14503
OG0007980	ASTMX02485	AMPFI_19722
OG0007981	ASTMX12279	AMPFI_11722
OG0007983	ASTMX18415	AMPFI_09943
OG0007984	ASTMX05644	AMPFI_23898
OG0007985	ASTMX00312	AMPFI_12399, AMPFI_04135
OG0007986	ASTMX08203	AMPFI_01538
OG0007987	ASTMX13188, ASTMX17252	AMPFI_23046
OG0007988	ASTMX06904	AMPFI_12877, AMPFI_17953
OG0007990	ASTMX10148	AMPFI_22745
OG0007991	ASTMX15639	AMPFI_16707
OG0007992	ASTMX11750, ASTMX02581	AMPFI_25247
OG0007993	ASTMX01291	AMPFI_02776
OG0007996	ASTMX06882	AMPFI_05966
OG0007997	ASTMX03766	AMPFI_09115
OG0007999	ASTMX07377	AMPFI_01805
OG0008000	ASTMX13017	AMPFI_09007
OG0008001	ASTMX17979	AMPFI_25367
OG0008002	ASTMX12617	AMPFI_21689
OG0008003	ASTMX05604	AMPFI_05104
OG0008004	ASTMX21235	AMPFI_10822
OG0008006	ASTMX04524	AMPFI_16469
OG0008007	ASTMX17037	AMPFI_13139
OG0008008	ASTMX04952	AMPFI_25912
OG0008009	ASTMX15382	AMPFI_08348
OG0008011	ASTMX09223	AMPFI_18612
OG0008012	ASTMX14085	AMPFI_12612
OG0008013	ASTMX09598	AMPFI_03278
OG0008014	ASTMX14366	AMPFI_06861
OG0008016	ASTMX14706	AMPFI_15729
OG0008017	ASTMX06391	AMPFI_09425
OG0008018	ASTMX02804	AMPFI_11292
OG0008019	ASTMX16933	AMPFI_13609
OG0008020	ASTMX05825	AMPFI_14461
OG0008022	ASTMX08101	AMPFI_09081
OG0008023	ASTMX09231	AMPFI_00998, AMPFI_22775
OG0008025	ASTMX12319, ASTMX04979	AMPFI_23825
OG0008026	ASTMX22338	AMPFI_00429
OG0008027	ASTMX13655	AMPFI_01486
OG0008028	ASTMX09119	AMPFI_11787
OG0008029	ASTMX03518	AMPFI_03797
OG0008030	ASTMX10317	AMPFI_23756
OG0008031	ASTMX14362	AMPFI_08965
OG0008036	ASTMX21006	AMPFI_05655
OG0008037	ASTMX12411	AMPFI_10779
OG0008038	ASTMX02104	AMPFI_12972
OG0008039	ASTMX16331	AMPFI_12471
OG0008040	ASTMX03841	AMPFI_13459
OG0008041	ASTMX12610	AMPFI_09625
OG0008043	ASTMX17469	AMPFI_01067
OG0008047	ASTMX02150	AMPFI_19293
OG0008048	ASTMX00882	AMPFI_06090
OG0008049	ASTMX03509	AMPFI_09649
OG0008051	ASTMX21396	AMPFI_16348
OG0008052	ASTMX04543	AMPFI_13973
OG0008053	ASTMX12568	AMPFI_10245
OG0008054	ASTMX19942	AMPFI_16895
OG0008056	ASTMX18151	AMPFI_08430
OG0008057	ASTMX13259	AMPFI_14790
OG0008060	ASTMX00993	AMPFI_19702, AMPFI_03925
OG0008062	ASTMX21745	AMPFI_19832
OG0008063	ASTMX10084, ASTMX13488, ASTMX21341	AMPFI_00572
OG0008064	ASTMX09865	AMPFI_23088, AMPFI_19393
OG0008065	ASTMX07100, ASTMX02601	AMPFI_12989
OG0008066	ASTMX02235	AMPFI_15863
OG0008067	ASTMX11037	AMPFI_08934
OG0008068	ASTMX14752, ASTMX18010	AMPFI_24343
OG0008069	ASTMX07898	AMPFI_22884
