Orthogroup	ASTMX	OWEFU
OG0005656	ASTMX14794	OFUSG19528.1.p1
OG0005660	ASTMX16002	OFUSG22677.1.p1
OG0005661	ASTMX00745, ASTMX05281	OFUSG17515.2.p1, OFUSG17515.1.p1
OG0005662	ASTMX02138	OFUSG01100.1.p1
OG0005664	ASTMX09396, ASTMX04769, ASTMX11742, ASTMX07928	OFUSG16633.3.p1, OFUSG16633.1.p1, OFUSG16633.2.p2
OG0005665	ASTMX04945, ASTMX18198, ASTMX20774	OFUSG08814.1.p1
OG0005666	ASTMX05587, ASTMX16825	OFUSG14708.2.p1, OFUSG14708.1.p1
OG0005681	ASTMX13692	OFUSG14799.1.p1
OG0005685	ASTMX04568	OFUSG16960.1.p1
OG0005690	ASTMX01862	OFUSG08782.1.p1
OG0005691	ASTMX00602	OFUSG05818.1.p1
OG0005692	ASTMX10520, ASTMX00048	OFUSG01858.1.p1
OG0005694	ASTMX07072	OFUSG09049.1.p1, OFUSG09049.2.p1
OG0005696	ASTMX01686	OFUSG03350.1.p1
OG0005697	ASTMX20389	OFUSG03909.1.p1
OG0005698	ASTMX17236	OFUSG23576.1.p1, OFUSG23576.2.p1
OG0005699	ASTMX10465	OFUSG26833.1.p1
OG0005700	ASTMX19162	OFUSG02675.2.p1, OFUSG02675.1.p1
OG0005701	ASTMX06643	OFUSG18399.1.p1
OG0005702	ASTMX05847	OFUSG02722.1.p1, OFUSG02722.2.p1
OG0005703	ASTMX13705	OFUSG10785.1.p1
OG0005704	ASTMX09806	OFUSG00940.1.p1
OG0005707	ASTMX18190, ASTMX04931	OFUSG09056.1.p1
OG0005709	ASTMX13521	OFUSG11953.1.p1
OG0005710	ASTMX17920	OFUSG17631.1.p1
OG0005711	ASTMX17370	OFUSG23561.1.p1
OG0005712	ASTMX18784	OFUSG07816.1.p1
OG0005713	ASTMX08999	OFUSG00243.1.p1
OG0005714	ASTMX13095	OFUSG09929.1.p1
OG0005715	ASTMX18983	OFUSG04447.2.p1, OFUSG04447.1.p1
OG0005717	ASTMX11427	OFUSG01462.3.p1, OFUSG01462.1.p1, OFUSG01462.2.p1, OFUSG01462.4.p1
OG0005718	ASTMX12361	OFUSG09066.1.p1
OG0005719	ASTMX05228	OFUSG26442.1.p1
OG0005720	ASTMX14797	OFUSG18648.1.p1
OG0005721	ASTMX03523	OFUSG12764.1.p1
OG0005722	ASTMX09696	OFUSG17122.1.p1, OFUSG14444.1.p1
OG0005723	ASTMX05710	OFUSG19412.1.p1
OG0005724	ASTMX19819	OFUSG11970.1.p1
OG0005725	ASTMX07676	OFUSG10099.1.p1
OG0005726	ASTMX11743	OFUSG20327.1.p1
OG0005727	ASTMX20411	OFUSG15049.1.p1
OG0005728	ASTMX07467	OFUSG05083.1.p1, OFUSG05079.1.p1
OG0005729	ASTMX18666	OFUSG16386.1.p1
OG0005730	ASTMX15497, ASTMX11861	OFUSG18255.1.p1
OG0005731	ASTMX04986	OFUSG10296.1.p1
OG0005732	ASTMX13145	OFUSG09988.1.p1
OG0005733	ASTMX01508	OFUSG11058.1.p1
OG0005734	ASTMX09235	OFUSG13407.1.p1
OG0005735	ASTMX15760	OFUSG07258.2.p1, OFUSG07258.1.p1, OFUSG07258.3.p1
OG0005736	ASTMX01768, ASTMX15945, ASTMX08533	OFUSG18982.1.p1
OG0005737	ASTMX11419	OFUSG23603.1.p1
OG0005738	ASTMX10341	OFUSG06832.1.p1
OG0005739	ASTMX12626	OFUSG26372.2.p1, OFUSG26372.1.p1
OG0005741	ASTMX10456	OFUSG16616.1.p1
OG0005742	ASTMX01912	OFUSG04680.1.p1
OG0005744	ASTMX14609	OFUSG16586.1.p1
OG0005745	ASTMX04503	OFUSG18254.1.p1
OG0005746	ASTMX17304	OFUSG03475.1.p1
OG0005747	ASTMX04789	OFUSG21432.1.p1
OG0005748	ASTMX20681	OFUSG26335.1.p1
OG0005749	ASTMX19269	OFUSG08122.2.p1, OFUSG08122.3.p1, OFUSG08122.1.p1
OG0005750	ASTMX08835	OFUSG02162.1.p1
OG0005751	ASTMX01382	OFUSG11839.1.p1
OG0005752	ASTMX06902	OFUSG08796.1.p1
OG0005753	ASTMX12351	OFUSG08869.1.p1
OG0005754	ASTMX13032	OFUSG19026.1.p1
OG0005755	ASTMX22796, ASTMX07457	OFUSG05141.1.p1, OFUSG05141.2.p1
OG0005756	ASTMX06815, ASTMX09863	OFUSG04247.1.p1
OG0005757	ASTMX16833	OFUSG20565.1.p1
OG0005758	ASTMX11709	OFUSG24779.1.p1
OG0005759	ASTMX01450	OFUSG11098.1.p1
OG0005761	ASTMX22199, ASTMX11984	OFUSG14829.1.p1
OG0005762	ASTMX16116	OFUSG21909.1.p1
OG0005763	ASTMX13628	OFUSG20141.1.p1
OG0005764	ASTMX16221	OFUSG20153.1.p1
OG0005765	ASTMX18105	OFUSG06503.1.p1
OG0005766	ASTMX15164	OFUSG23322.1.p1
OG0005767	ASTMX21666	OFUSG16464.1.p1
OG0005768	ASTMX05458	OFUSG16239.1.p1
OG0005769	ASTMX20051, ASTMX19409	OFUSG08073.1.p1
OG0005770	ASTMX06264	OFUSG20356.1.p1
OG0005771	ASTMX18560	OFUSG09411.1.p1
OG0005772	ASTMX17944	OFUSG16894.1.p1, OFUSG16894.2.p1
OG0005773	ASTMX00511, ASTMX18360, ASTMX21310	OFUSG05158.1.p1
OG0005774	ASTMX13739	OFUSG15936.1.p1
OG0005775	ASTMX14322, ASTMX07738	OFUSG17839.1.p1
OG0005777	ASTMX04242	OFUSG00897.1.p1
OG0005778	ASTMX16487	OFUSG12005.1.p1
OG0005779	ASTMX05027	OFUSG10893.1.p1
OG0005781	ASTMX00100	OFUSG00342.1.p1
OG0005782	ASTMX20740	OFUSG25153.1.p1
OG0005783	ASTMX03385	OFUSG18976.1.p1
OG0005784	ASTMX06658	OFUSG19490.1.p1
OG0005785	ASTMX18716	OFUSG10500.1.p1
OG0005786	ASTMX16618	OFUSG05814.2.p1, OFUSG05814.1.p1
OG0005787	ASTMX21620	OFUSG04634.1.p1
OG0005788	ASTMX02885	OFUSG07622.1.p1
OG0005790	ASTMX01629	OFUSG11378.1.p1
OG0005791	ASTMX13552	OFUSG16958.2.p1, OFUSG16958.1.p1
OG0005792	ASTMX21053	OFUSG26966.2.p1, OFUSG26966.1.p1
OG0005793	ASTMX15045	OFUSG00069.2.p1, OFUSG00069.1.p1
OG0005794	ASTMX22973	OFUSG15800.1.p1, OFUSG15800.2.p1
OG0005795	ASTMX19722	OFUSG02404.1.p1
OG0005796	ASTMX17980	OFUSG09979.1.p1
OG0005797	ASTMX18725, ASTMX04724	OFUSG12084.1.p1
OG0005798	ASTMX19366	OFUSG06068.2.p1, OFUSG06068.1.p1
OG0005799	ASTMX04694	OFUSG21840.1.p1
OG0005800	ASTMX19939	OFUSG21338.4.p1, OFUSG21338.5.p1, OFUSG21338.1.p1, OFUSG21338.3.p1, OFUSG21338.2.p1
OG0005801	ASTMX09055	OFUSG20252.1.p1
OG0005802	ASTMX07877	OFUSG01814.1.p1
OG0005803	ASTMX00035	OFUSG12897.1.p1
OG0005804	ASTMX04182	OFUSG00462.1.p1
OG0005805	ASTMX19263	OFUSG23874.1.p1
OG0005806	ASTMX20802, ASTMX20800	OFUSG22309.2.p1, OFUSG22309.1.p1
OG0005807	ASTMX00062	OFUSG00900.1.p1
OG0005808	ASTMX09423	OFUSG00527.1.p1
OG0005811	ASTMX20920	OFUSG11247.1.p1
OG0005812	ASTMX04748	OFUSG11647.1.p1
OG0005813	ASTMX20803	OFUSG22102.2.p1, OFUSG22102.1.p1, OFUSG22619.1.p1
OG0005814	ASTMX10027	OFUSG26358.1.p1, OFUSG26358.2.p1
OG0005815	ASTMX19022	OFUSG24013.1.p1
OG0005816	ASTMX10623, ASTMX05188	OFUSG22586.1.p1
OG0005817	ASTMX04424	OFUSG14857.1.p1
OG0005818	ASTMX05192	OFUSG06441.1.p1, OFUSG06441.2.p1
OG0005819	ASTMX17354	OFUSG17295.1.p1
OG0005821	ASTMX06716	OFUSG09342.1.p1, OFUSG09343.1.p1
OG0005822	ASTMX09677	OFUSG12585.1.p1
OG0005823	ASTMX12224	OFUSG25743.1.p1
OG0005824	ASTMX22745, ASTMX19708	OFUSG09743.1.p1
OG0005825	ASTMX04132	OFUSG11320.1.p1
OG0005827	ASTMX10593	OFUSG25115.1.p1
OG0005828	ASTMX19688	OFUSG15157.1.p1
OG0005829	ASTMX03865	OFUSG01365.1.p1
OG0005830	ASTMX16026, ASTMX20899	OFUSG10185.1.p1
OG0005831	ASTMX11648	OFUSG20334.1.p1
OG0005832	ASTMX10891	OFUSG20421.1.p1
OG0005833	ASTMX13374, ASTMX06309	OFUSG11209.1.p1
OG0005834	ASTMX12604	OFUSG25449.1.p1, OFUSG25449.2.p1
OG0005835	ASTMX06426	OFUSG24596.1.p1
OG0005836	ASTMX10318	OFUSG06015.1.p1
OG0005837	ASTMX21697	OFUSG26386.1.p1
OG0005838	ASTMX05195	OFUSG22578.1.p1
OG0005840	ASTMX12287	OFUSG17218.1.p1
OG0005841	ASTMX22790	OFUSG18860.2.p1, OFUSG18860.1.p1
OG0005842	ASTMX11260	OFUSG17014.1.p1
OG0005843	ASTMX18756	OFUSG13111.2.p1, OFUSG13111.1.p1
OG0005844	ASTMX04238	OFUSG18340.1.p1
OG0005845	ASTMX04382	OFUSG18853.1.p1
OG0005846	ASTMX01580	OFUSG12015.1.p1
OG0005847	ASTMX08949	OFUSG21573.1.p1
OG0005849	ASTMX07876	OFUSG13675.1.p1
OG0005850	ASTMX15848	OFUSG13683.1.p1
OG0005851	ASTMX14047	OFUSG17159.1.p1
OG0005852	ASTMX08843	OFUSG19154.1.p1
OG0005853	ASTMX16546	OFUSG12469.1.p1
OG0005854	ASTMX21173	OFUSG20549.1.p1
OG0005856	ASTMX11310	OFUSG11607.1.p1
OG0005857	ASTMX16007, ASTMX04410	OFUSG15447.4.p1, OFUSG15447.3.p1, OFUSG15447.2.p1, OFUSG15447.1.p1
OG0005859	ASTMX13468, ASTMX13466	OFUSG25456.1.p1
OG0005860	ASTMX12500	OFUSG16634.2.p1, OFUSG16634.1.p1
OG0005861	ASTMX00506	OFUSG12753.1.p1
OG0005864	ASTMX05926	OFUSG19504.1.p1
OG0005869	ASTMX11468	OFUSG03581.1.p1
OG0005870	ASTMX07409	OFUSG23370.1.p1
OG0005871	ASTMX17242	OFUSG02901.1.p1
OG0005872	ASTMX01886	OFUSG04199.1.p1
OG0005874	ASTMX22939, ASTMX00564, ASTMX16735	OFUSG03952.1.p1
OG0005875	ASTMX03020, ASTMX09190	OFUSG14727.1.p1
OG0005876	ASTMX09416	OFUSG19535.1.p1
OG0005877	ASTMX02902	OFUSG21409.1.p1
OG0005878	ASTMX01268	OFUSG25068.1.p1
OG0005879	ASTMX13909	OFUSG20758.1.p1
OG0005880	ASTMX14254	OFUSG19008.1.p1
OG0005881	ASTMX12383	OFUSG17494.2.p1, OFUSG17494.1.p1
OG0005883	ASTMX13202	OFUSG07782.1.p1
OG0005884	ASTMX01288	OFUSG11294.1.p1
OG0005885	ASTMX17564	OFUSG16933.1.p1, OFUSG16931.1.p1, OFUSG16934.1.p1
OG0005886	ASTMX01343	OFUSG12295.1.p1
OG0005887	ASTMX03529	OFUSG22196.1.p1
OG0005889	ASTMX07012	OFUSG00364.1.p1
OG0005890	ASTMX17642	OFUSG21628.1.p1
OG0005891	ASTMX19838	OFUSG10325.2.p1, OFUSG10325.1.p1, OFUSG10325.3.p1
OG0005892	ASTMX10888	OFUSG04898.1.p1
OG0005893	ASTMX04147, ASTMX20266, ASTMX04146	OFUSG03818.1.p1
OG0005894	ASTMX14500, ASTMX04093, ASTMX11487	OFUSG03001.1.p1
OG0005895	ASTMX13988	OFUSG17312.1.p1
OG0005896	ASTMX11038, ASTMX12748	OFUSG13776.1.p1
OG0005897	ASTMX21129	OFUSG08962.1.p1
OG0005898	ASTMX00076	OFUSG11992.1.p1
OG0005899	ASTMX14192	OFUSG07835.1.p1
OG0005900	ASTMX03171	OFUSG16856.1.p1
OG0005901	ASTMX06245	OFUSG04944.1.p1
OG0005902	ASTMX00896	OFUSG23218.1.p1, OFUSG23218.2.p1
OG0005903	ASTMX09187	OFUSG19287.1.p1
OG0005904	ASTMX08292	OFUSG26578.1.p1
OG0005906	ASTMX12059	OFUSG16556.3.p1, OFUSG16556.2.p1, OFUSG16556.1.p1, OFUSG24412.1.p1
OG0005907	ASTMX19447	OFUSG05841.1.p1
OG0005908	ASTMX06222	OFUSG08875.1.p1, OFUSG08875.2.p1
OG0005909	ASTMX06496	OFUSG09455.1.p1
OG0005911	ASTMX15345	OFUSG12877.1.p1
OG0005912	ASTMX17616, ASTMX15553	OFUSG21385.1.p1, OFUSG21385.2.p1
OG0005913	ASTMX11248	OFUSG03204.1.p1
OG0005914	ASTMX13941	OFUSG05820.1.p1
OG0005915	ASTMX00008	OFUSG23995.1.p1
OG0005916	ASTMX12727	OFUSG04552.1.p1
OG0005918	ASTMX03112	OFUSG07171.1.p1
OG0005919	ASTMX17322	OFUSG08279.1.p1
OG0005920	ASTMX21809, ASTMX21810, ASTMX22494, ASTMX01935	OFUSG21411.1.p1
OG0005921	ASTMX02238	OFUSG07760.1.p1
OG0005922	ASTMX14273	OFUSG06033.1.p1
OG0005923	ASTMX06971	OFUSG14662.1.p1
OG0005924	ASTMX04587	OFUSG20875.1.p1
OG0005926	ASTMX16056	OFUSG20254.1.p1
OG0005927	ASTMX12991	OFUSG15371.1.p1, OFUSG15370.2.p1, OFUSG15370.1.p1
OG0005929	ASTMX21522	OFUSG17666.1.p1
OG0005931	ASTMX04907	OFUSG05791.1.p1
OG0005932	ASTMX16557	OFUSG06461.1.p1
OG0005933	ASTMX09736	OFUSG11758.1.p1
OG0005936	ASTMX12418	OFUSG01618.1.p1
OG0005937	ASTMX07248	OFUSG19124.1.p1
OG0005938	ASTMX06092	OFUSG13529.1.p1
OG0005939	ASTMX02141	OFUSG07575.1.p1
OG0005940	ASTMX15640	OFUSG08024.2.p1, OFUSG08024.1.p1
OG0005941	ASTMX01249	OFUSG12577.1.p1
OG0005942	ASTMX12161	OFUSG15333.1.p1, OFUSG15333.2.p1
OG0005943	ASTMX17665	OFUSG10771.1.p1
OG0005944	ASTMX17388	OFUSG11270.1.p1
OG0005946	ASTMX17105	OFUSG06828.1.p1
OG0005947	ASTMX04158	OFUSG25842.1.p1, OFUSG25842.2.p1
OG0005948	ASTMX18689, ASTMX19504	OFUSG06575.1.p1
OG0005949	ASTMX01038	OFUSG22404.1.p1
OG0005950	ASTMX01327	OFUSG13388.1.p1
OG0005951	ASTMX02936	OFUSG21410.1.p1
OG0005952	ASTMX15940, ASTMX05925	OFUSG05541.1.p1
OG0005953	ASTMX12080	OFUSG08521.1.p1
OG0005954	ASTMX01107	OFUSG22369.1.p1
OG0005955	ASTMX17769	OFUSG19208.1.p1, OFUSG19208.2.p1
OG0005956	ASTMX15076	OFUSG09865.1.p1
OG0005957	ASTMX16955	OFUSG09500.1.p1
OG0005958	ASTMX16538	OFUSG11216.1.p1
OG0005959	ASTMX22073	OFUSG09671.1.p1
OG0005960	ASTMX11608	OFUSG15605.1.p1
OG0005961	ASTMX09478	OFUSG18762.1.p1
OG0005962	ASTMX01779	OFUSG08003.1.p1
OG0005963	ASTMX11121	OFUSG20536.1.p1
OG0005964	ASTMX16095	OFUSG18765.1.p1
OG0005965	ASTMX19565, ASTMX01612	OFUSG06524.1.p1
OG0005966	ASTMX21448	OFUSG10960.1.p1
OG0005967	ASTMX15403	OFUSG11067.1.p1
OG0005968	ASTMX16410	OFUSG22986.1.p1
OG0005969	ASTMX05797, ASTMX16905	OFUSG11541.1.p1
OG0005970	ASTMX02839	OFUSG26446.1.p1
OG0005971	ASTMX07870	OFUSG16589.1.p1
OG0005972	ASTMX21731	OFUSG26008.1.p1
OG0005973	ASTMX04612	OFUSG12086.1.p1
OG0005974	ASTMX20049	OFUSG07735.1.p1
OG0005975	ASTMX00556, ASTMX00123, ASTMX04122	OFUSG02665.1.p1
OG0005976	ASTMX19859	OFUSG10552.1.p1
OG0005977	ASTMX03076	OFUSG00577.1.p1
OG0005978	ASTMX15362	OFUSG23255.1.p1
OG0005980	ASTMX11783	OFUSG07813.1.p1
OG0005981	ASTMX18672	OFUSG05221.1.p1
OG0005982	ASTMX10015	OFUSG21165.2.p1, OFUSG21165.1.p1
OG0005983	ASTMX06029	OFUSG13573.1.p1
OG0005984	ASTMX10388	OFUSG13326.1.p2
OG0005986	ASTMX08502, ASTMX01602	OFUSG11573.1.p1
OG0005987	ASTMX04120	OFUSG25797.1.p1
OG0005988	ASTMX05836	OFUSG21810.1.p1
OG0005989	ASTMX20821	OFUSG01513.1.p1
OG0005993	ASTMX19846	OFUSG08243.1.p1, OFUSG09874.1.p1
OG0005994	ASTMX05954, ASTMX16067	OFUSG23514.1.p1
OG0005995	ASTMX04613	OFUSG06297.2.p1, OFUSG06297.1.p1
OG0005997	ASTMX00585, ASTMX02576	OFUSG03882.1.p1
OG0005998	ASTMX16012	OFUSG22178.1.p1
OG0006000	ASTMX10236	OFUSG11468.1.p1
OG0006001	ASTMX00461	OFUSG26198.3.p1, OFUSG26198.2.p1, OFUSG26198.1.p1
OG0006002	ASTMX15878	OFUSG25385.2.p1, OFUSG25385.1.p1
OG0006003	ASTMX15486	OFUSG13243.1.p1
OG0006004	ASTMX05388, ASTMX08408, ASTMX17736	OFUSG04708.1.p1
OG0006005	ASTMX03888	OFUSG03031.1.p1
OG0006007	ASTMX09016, ASTMX02907	OFUSG09738.1.p1
OG0006008	ASTMX04872	OFUSG18060.2.p1, OFUSG18060.1.p1
OG0006010	ASTMX17586, ASTMX10955	OFUSG15378.1.p1
OG0006011	ASTMX09627	OFUSG14917.1.p1
OG0006012	ASTMX05158, ASTMX03554	OFUSG08437.1.p1
OG0006014	ASTMX18686, ASTMX11839	OFUSG03341.1.p1
OG0006018	ASTMX13395, ASTMX06620	OFUSG09910.1.p1
OG0006022	ASTMX11899, ASTMX00065, ASTMX15280, ASTMX10042	OFUSG09481.1.p1
OG0006025	ASTMX14978, ASTMX06741, ASTMX01817, ASTMX15802	OFUSG06296.1.p1
OG0006061	ASTMX18424	OFUSG19640.1.p1
OG0006062	ASTMX21362	OFUSG01991.1.p1
OG0006064	ASTMX09308	OFUSG11055.1.p1
OG0006065	ASTMX05085	OFUSG08860.1.p1
OG0006066	ASTMX16436, ASTMX07300	OFUSG20129.1.p1
OG0006067	ASTMX09142	OFUSG16904.1.p1
OG0006068	ASTMX16575, ASTMX16576, ASTMX06625	OFUSG10979.1.p1
OG0006069	ASTMX04982	OFUSG17874.1.p1
OG0006070	ASTMX07840	OFUSG18465.2.p1, OFUSG18465.1.p1
OG0006071	ASTMX06918	OFUSG26702.1.p1
OG0006072	ASTMX14707	OFUSG08554.1.p1
OG0006073	ASTMX04426	OFUSG12465.1.p1
OG0006074	ASTMX21669	OFUSG21967.1.p1
OG0006075	ASTMX04237	OFUSG07057.2.p1, OFUSG07057.1.p1
OG0006077	ASTMX12045	OFUSG04314.2.p1, OFUSG04314.1.p1
OG0006078	ASTMX03321, ASTMX15383	OFUSG08226.1.p1
OG0006079	ASTMX00383	OFUSG09712.1.p1
OG0006081	ASTMX03064	OFUSG12054.1.p1
OG0006083	ASTMX16624	OFUSG19492.1.p1
OG0006084	ASTMX19893	OFUSG22503.1.p1
OG0006085	ASTMX01099	OFUSG07767.1.p1
OG0006086	ASTMX08737	OFUSG16952.1.p1, OFUSG16953.1.p1
OG0006087	ASTMX01650	OFUSG04846.1.p1
OG0006088	ASTMX21983	OFUSG08443.1.p1
OG0006090	ASTMX08457	OFUSG11763.1.p1
OG0006092	ASTMX16137	OFUSG05669.1.p1
OG0006094	ASTMX11703	OFUSG14093.1.p1
OG0006095	ASTMX19132	OFUSG07940.1.p1
OG0006096	ASTMX05943	OFUSG24017.1.p1
OG0006097	ASTMX09114	OFUSG23483.1.p1
OG0006098	ASTMX02650	OFUSG23100.1.p1
OG0006099	ASTMX07739, ASTMX14324	OFUSG10373.1.p1
OG0006100	ASTMX21678	OFUSG20683.1.p1, OFUSG20683.2.p1
OG0006101	ASTMX11023	OFUSG03991.1.p1
OG0006102	ASTMX04950, ASTMX03409	OFUSG19676.1.p1
OG0006103	ASTMX01227	OFUSG01720.1.p1
OG0006104	ASTMX08557, ASTMX17341	OFUSG17815.1.p1
OG0006106	ASTMX07404	OFUSG21364.1.p1
OG0006107	ASTMX22003, ASTMX22002	OFUSG01046.1.p1
OG0006108	ASTMX06756	OFUSG07116.2.p1, OFUSG07116.1.p1
OG0006110	ASTMX05269, ASTMX13689	OFUSG21101.2.p1, OFUSG21101.3.p1, OFUSG21101.1.p1, OFUSG21101.4.p1
OG0006111	ASTMX03721	OFUSG02888.1.p1, OFUSG02888.2.p1
OG0006112	ASTMX06240	OFUSG20379.1.p1
OG0006113	ASTMX17162	OFUSG23106.1.p1
OG0006114	ASTMX23007	OFUSG19163.1.p1, OFUSG19163.2.p1
OG0006114	ASTMX17743	OFUSG19161.1.p1
OG0006115	ASTMX10240	OFUSG00714.1.p1
OG0006116	ASTMX03933	OFUSG25222.1.p1
OG0006117	ASTMX07833	OFUSG18117.1.p1
OG0006118	ASTMX07434, ASTMX12555	OFUSG20873.1.p1
OG0006119	ASTMX17889	OFUSG06087.1.p1
OG0006120	ASTMX22300	OFUSG09857.1.p1
OG0006121	ASTMX03893	OFUSG19387.1.p1
OG0006122	ASTMX13828	OFUSG09987.1.p1
OG0006123	ASTMX03174	OFUSG06720.1.p1, OFUSG06720.2.p1
OG0006124	ASTMX13027	OFUSG00285.1.p1
OG0006125	ASTMX10686	OFUSG11859.1.p1
OG0006126	ASTMX20861	OFUSG25690.1.p1
OG0006127	ASTMX06270	OFUSG20864.1.p1
OG0006128	ASTMX01066	OFUSG20481.1.p1
OG0006129	ASTMX01622	OFUSG03702.1.p1
OG0006130	ASTMX15707, ASTMX16989	OFUSG07866.1.p1, OFUSG07866.3.p1, OFUSG07866.2.p1
OG0006132	ASTMX02797	OFUSG05598.1.p1
OG0006133	ASTMX02903	OFUSG02487.2.p1, OFUSG02487.1.p1
OG0006134	ASTMX16827	OFUSG20774.1.p1
OG0006135	ASTMX03245	OFUSG06396.1.p1
OG0006136	ASTMX16704	OFUSG23390.1.p1
OG0006137	ASTMX16809	OFUSG00472.1.p1
OG0006138	ASTMX04230	OFUSG12575.1.p1
OG0006139	ASTMX02011, ASTMX17239, ASTMX09428	OFUSG06411.1.p1
OG0006140	ASTMX13985	OFUSG21427.1.p1
OG0006141	ASTMX02158, ASTMX02157	OFUSG08472.1.p1
OG0006144	ASTMX17865	OFUSG11476.1.p1
OG0006145	ASTMX05270	OFUSG26431.1.p1
OG0006146	ASTMX02740	OFUSG10156.1.p1
OG0006148	ASTMX10011	OFUSG12608.2.p1, OFUSG12608.1.p1
OG0006149	ASTMX17620	OFUSG12325.1.p1
OG0006151	ASTMX13690	OFUSG26365.1.p1
OG0006152	ASTMX11033	OFUSG17669.1.p1
OG0006153	ASTMX03761	OFUSG03173.1.p1
OG0006154	ASTMX00230	OFUSG04390.1.p1
OG0006155	ASTMX06842	OFUSG16111.1.p1
OG0006156	ASTMX21711	OFUSG25901.1.p1
OG0006158	ASTMX11131, ASTMX08488	OFUSG11990.1.p1, OFUSG12061.1.p1
OG0006159	ASTMX05463	OFUSG17578.1.p1
OG0006160	ASTMX16077	OFUSG06311.1.p1
OG0006161	ASTMX01910	OFUSG26464.1.p1
OG0006162	ASTMX02345	OFUSG13213.1.p1
OG0006163	ASTMX05146, ASTMX03552	OFUSG15849.1.p1
OG0006164	ASTMX03574	OFUSG20681.1.p1
OG0006165	ASTMX15294	OFUSG08242.1.p1
OG0006167	ASTMX19188, ASTMX19828	OFUSG19282.1.p1
OG0006169	ASTMX09379	OFUSG03654.1.p1
OG0006170	ASTMX12052	OFUSG12803.1.p1
OG0006171	ASTMX05008	OFUSG12299.1.p1
OG0006172	ASTMX01366	OFUSG12254.1.p1
OG0006174	ASTMX07778	OFUSG19560.1.p1
OG0006175	ASTMX09118	OFUSG13772.1.p1
OG0006177	ASTMX17757	OFUSG25522.1.p1
OG0006178	ASTMX03903	OFUSG18904.1.p1, OFUSG18904.2.p1
OG0006179	ASTMX20678	OFUSG00965.1.p1
OG0006180	ASTMX13102	OFUSG20562.1.p1
OG0006181	ASTMX06332	OFUSG12429.1.p1
OG0006182	ASTMX17800	OFUSG13754.1.p1
OG0006183	ASTMX21206	OFUSG10917.1.p1
OG0006184	ASTMX15502	OFUSG10581.1.p1, OFUSG10581.2.p1
OG0006185	ASTMX16064	OFUSG20989.1.p1
OG0006186	ASTMX16800	OFUSG01099.1.p1
OG0006187	ASTMX15380	OFUSG08513.1.p1, OFUSG08513.2.p1
OG0006188	ASTMX15568	OFUSG21112.1.p1
OG0006189	ASTMX14317, ASTMX11398	OFUSG10831.1.p1
OG0006190	ASTMX17587	OFUSG19672.2.p1, OFUSG19672.1.p1
OG0006191	ASTMX13647	OFUSG08997.1.p1
OG0006192	ASTMX12101	OFUSG16119.2.p1, OFUSG16119.1.p1
OG0006193	ASTMX16796	OFUSG04368.1.p1
OG0006194	ASTMX19230	OFUSG10043.1.p1
OG0006195	ASTMX16392	OFUSG22190.1.p1
OG0006196	ASTMX11702	OFUSG14687.1.p1
OG0006197	ASTMX06586, ASTMX15912, ASTMX15911	OFUSG07598.1.p1, OFUSG07598.2.p1
OG0006198	ASTMX18414	OFUSG06795.1.p1
OG0006199	ASTMX07716	OFUSG26580.1.p1
OG0006200	ASTMX07126	OFUSG10180.1.p1
OG0006201	ASTMX05058, ASTMX17080	OFUSG15111.1.p1
OG0006202	ASTMX10060	OFUSG23082.1.p1
OG0006203	ASTMX04233	OFUSG25246.2.p1, OFUSG25246.1.p1
OG0006204	ASTMX04464	OFUSG22319.1.p1
OG0006205	ASTMX20252	OFUSG14995.1.p1
OG0006206	ASTMX08099	OFUSG12324.1.p1
OG0006207	ASTMX09894	OFUSG15756.1.p1
OG0006208	ASTMX02052	OFUSG09617.1.p1
OG0006210	ASTMX15807	OFUSG23024.1.p1, OFUSG23007.1.p1
OG0006211	ASTMX17619	OFUSG13258.3.p1, OFUSG13258.1.p1, OFUSG13258.2.p1
OG0006212	ASTMX03615	OFUSG02207.1.p1, OFUSG02207.2.p1
OG0006213	ASTMX12993	OFUSG04619.1.p1
OG0006214	ASTMX14394	OFUSG00232.1.p1
OG0006215	ASTMX13559	OFUSG20745.1.p1
OG0006216	ASTMX14522	OFUSG08899.1.p1
OG0006217	ASTMX15849	OFUSG21430.1.p1
OG0006219	ASTMX07894	OFUSG13784.1.p1, OFUSG13784.2.p1
OG0006220	ASTMX06670	OFUSG13524.1.p1
OG0006221	ASTMX01810, ASTMX17070, ASTMX20512	OFUSG26424.1.p1
OG0006223	ASTMX09676	OFUSG06879.1.p1
OG0006224	ASTMX04794	OFUSG21235.1.p1
OG0006225	ASTMX16115	OFUSG12400.1.p1
OG0006226	ASTMX10013	OFUSG17713.2.p1, OFUSG17713.1.p1
OG0006227	ASTMX18928	OFUSG06764.1.p1
OG0006228	ASTMX21289, ASTMX02196	OFUSG00684.1.p1
OG0006229	ASTMX01633	OFUSG03312.1.p1, OFUSG03312.2.p1
OG0006230	ASTMX15185	OFUSG13630.1.p1
OG0006231	ASTMX15248	OFUSG13273.1.p1, OFUSG13275.1.p1
OG0006232	ASTMX12958	OFUSG16492.2.p1, OFUSG16492.1.p1
OG0006233	ASTMX06021	OFUSG09219.1.p1
OG0006234	ASTMX12448	OFUSG13071.1.p1
OG0006235	ASTMX16631	OFUSG04987.3.p1, OFUSG04987.1.p1, OFUSG04987.2.p1
