Orthogroup	ASTMX	APOSJ_ok
OG0006944	ASTMX02091	APOSJ_28952
OG0006945	ASTMX00086, ASTMX21538	APOSJ_03559
OG0006946	ASTMX14240	APOSJ_08475
OG0006948	ASTMX02465	APOSJ_22618, APOSJ_13524
OG0006949	ASTMX06229	APOSJ_13101
OG0006951	ASTMX12012	APOSJ_28100, APOSJ_28099
OG0006952	ASTMX00883	APOSJ_40243, APOSJ_51453
OG0006953	ASTMX13999	APOSJ_36543, APOSJ_21697, APOSJ_28368
OG0006954	ASTMX20718	APOSJ_24055, APOSJ_24056, APOSJ_61168, APOSJ_24057, APOSJ_20339
OG0006955	ASTMX07198, ASTMX07110	APOSJ_47404
OG0006956	ASTMX05793	APOSJ_02475
OG0006957	ASTMX04737	APOSJ_20028
OG0006958	ASTMX14580	APOSJ_26116, APOSJ_26120, APOSJ_26119, APOSJ_26118
OG0006959	ASTMX03957, ASTMX19214	APOSJ_61981, APOSJ_61980
OG0006962	ASTMX00716	APOSJ_34230, APOSJ_34231
OG0006964	ASTMX21391	APOSJ_09573, APOSJ_09572
OG0006965	ASTMX06957	APOSJ_32449
OG0006966	ASTMX09198	APOSJ_53307
OG0006967	ASTMX07737	APOSJ_22231
OG0006968	ASTMX20101	APOSJ_23282
OG0006969	ASTMX15725	APOSJ_25946
OG0006970	ASTMX10956, ASTMX17588	APOSJ_01125
OG0006971	ASTMX14444	APOSJ_24320, APOSJ_24319
OG0006972	ASTMX02143	APOSJ_43927, APOSJ_43926
OG0006974	ASTMX18253, ASTMX09496, ASTMX01542	APOSJ_50576, APOSJ_50577, APOSJ_50575, APOSJ_50578
OG0006975	ASTMX05767	APOSJ_42307, APOSJ_16860, APOSJ_42306
OG0006976	ASTMX01198	APOSJ_56175
OG0006977	ASTMX13939	APOSJ_05269, APOSJ_26690
OG0006978	ASTMX03349	APOSJ_54706, APOSJ_54708, APOSJ_54710, APOSJ_54709, APOSJ_04481
OG0006979	ASTMX20387	APOSJ_06778
OG0006980	ASTMX08911	APOSJ_61662, APOSJ_61663
OG0006981	ASTMX18249	APOSJ_60669, APOSJ_42913, APOSJ_62660
OG0006982	ASTMX06903	APOSJ_60070, APOSJ_33435
OG0006983	ASTMX04803	APOSJ_24250, APOSJ_24251, APOSJ_24249
OG0006985	ASTMX08374	APOSJ_32747, APOSJ_63924, APOSJ_63920
OG0006987	ASTMX03786	APOSJ_39258, APOSJ_39253, APOSJ_25762, APOSJ_25779, APOSJ_25769
OG0006988	ASTMX04994	APOSJ_54423, APOSJ_13199
OG0006989	ASTMX13258	APOSJ_24754, APOSJ_24755
OG0006990	ASTMX12780	APOSJ_03032
OG0006991	ASTMX17290	APOSJ_46537
OG0006992	ASTMX01520	APOSJ_16368
OG0006993	ASTMX15549	APOSJ_36192, APOSJ_36191
OG0006994	ASTMX16722	APOSJ_10380, APOSJ_10381
OG0006995	ASTMX13568	APOSJ_22637
OG0006997	ASTMX16081	APOSJ_53210, APOSJ_56310
OG0006998	ASTMX20511	APOSJ_57837, APOSJ_57838
OG0006999	ASTMX01835	APOSJ_46842
OG0007000	ASTMX15934	APOSJ_45018, APOSJ_45017
OG0007001	ASTMX14381	APOSJ_19177, APOSJ_12423, APOSJ_40320
OG0007002	ASTMX16784	APOSJ_45658, APOSJ_45659
OG0007003	ASTMX07209, ASTMX15526	APOSJ_61780, APOSJ_17005
OG0007004	ASTMX09577	APOSJ_08992, APOSJ_08988, APOSJ_02520
OG0007005	ASTMX22123	APOSJ_48701, APOSJ_28138
OG0007006	ASTMX06196	APOSJ_11749
OG0007007	ASTMX02970	APOSJ_56908, APOSJ_64095
OG0007008	ASTMX15324	APOSJ_20638, APOSJ_08359, APOSJ_46050, APOSJ_46048, APOSJ_46047, APOSJ_46051, APOSJ_46049, APOSJ_59549
OG0007009	ASTMX19873	APOSJ_10045
OG0007010	ASTMX11111	APOSJ_62140, APOSJ_45122
OG0007011	ASTMX05849	APOSJ_16444, APOSJ_19860, APOSJ_16457
OG0007012	ASTMX09660	APOSJ_00889
OG0007013	ASTMX04505	APOSJ_58627
OG0007014	ASTMX08585	APOSJ_10189, APOSJ_10187, APOSJ_10186, APOSJ_10188, APOSJ_10190
OG0007015	ASTMX17285	APOSJ_58087
OG0007018	ASTMX14959	APOSJ_48306, APOSJ_48302, APOSJ_48301, APOSJ_48304, APOSJ_48305, APOSJ_48300, APOSJ_48303
OG0007020	ASTMX09751	APOSJ_09751
OG0007021	ASTMX12977	APOSJ_34361, APOSJ_34359
OG0007022	ASTMX05294	APOSJ_13494, APOSJ_13493
OG0007023	ASTMX16844	APOSJ_42692, APOSJ_42691, APOSJ_63783
OG0007024	ASTMX00414	APOSJ_58666
OG0007025	ASTMX02047	APOSJ_61019
OG0007026	ASTMX05189	APOSJ_43042, APOSJ_61132, APOSJ_61131
OG0007027	ASTMX19969	APOSJ_25183, APOSJ_00515
OG0007029	ASTMX00701	APOSJ_38852, APOSJ_38853
OG0007031	ASTMX20247	APOSJ_15283, APOSJ_15280, APOSJ_15281, APOSJ_15282
OG0007032	ASTMX00154	APOSJ_57245, APOSJ_48774
OG0007033	ASTMX01258	APOSJ_12615
OG0007034	ASTMX14249	APOSJ_23509, APOSJ_17356
OG0007035	ASTMX03494, ASTMX12369	APOSJ_43693, APOSJ_43694, APOSJ_06920, APOSJ_06921
OG0007036	ASTMX13788	APOSJ_62513
OG0007037	ASTMX12701	APOSJ_10367, APOSJ_01290
OG0007038	ASTMX01792	APOSJ_15892, APOSJ_15900, APOSJ_15890, APOSJ_59407
OG0007039	ASTMX01368, ASTMX11134	APOSJ_10092, APOSJ_10091
OG0007040	ASTMX09108	APOSJ_36613, APOSJ_36612
OG0007041	ASTMX12415, ASTMX17229	APOSJ_03322, APOSJ_41225
OG0007042	ASTMX10661	APOSJ_62877, APOSJ_02388, APOSJ_14476, APOSJ_14479
OG0007043	ASTMX12586	APOSJ_42024, APOSJ_42025
OG0007044	ASTMX08265	APOSJ_40354, APOSJ_40352
OG0007045	ASTMX05785	APOSJ_01927
OG0007046	ASTMX11335	APOSJ_06037
OG0007047	ASTMX00903	APOSJ_64279, APOSJ_64277, APOSJ_64276, APOSJ_64278
OG0007048	ASTMX04983, ASTMX07732	APOSJ_27456
OG0007050	ASTMX11641	APOSJ_15289, APOSJ_30393
OG0007053	ASTMX17068	APOSJ_16019
OG0007054	ASTMX07334	APOSJ_11125, APOSJ_11127
OG0007055	ASTMX13195	APOSJ_31312
OG0007056	ASTMX05882	APOSJ_54613
OG0007057	ASTMX12425	APOSJ_28684, APOSJ_28683, APOSJ_28685, APOSJ_28686
OG0007058	ASTMX07059	APOSJ_05157, APOSJ_05158, APOSJ_05160, APOSJ_05161, APOSJ_05159
OG0007059	ASTMX01512	APOSJ_14459, APOSJ_25530
OG0007061	ASTMX10503	APOSJ_46459
OG0007062	ASTMX15159	APOSJ_13575, APOSJ_13576
OG0007063	ASTMX10117	APOSJ_04903, APOSJ_04902
OG0007064	ASTMX19560	APOSJ_61161
OG0007066	ASTMX22476	APOSJ_38563, APOSJ_38564
OG0007067	ASTMX08892	APOSJ_34313, APOSJ_34312, APOSJ_34315, APOSJ_21364
OG0007068	ASTMX10090	APOSJ_56223, APOSJ_63966
OG0007071	ASTMX08483	APOSJ_18860
OG0007072	ASTMX07084	APOSJ_07774
OG0007073	ASTMX19088	APOSJ_28284, APOSJ_64545
OG0007074	ASTMX18317	APOSJ_41086, APOSJ_41084, APOSJ_06497, APOSJ_41087
OG0007075	ASTMX15828, ASTMX07345	APOSJ_38690, APOSJ_45515
OG0007076	ASTMX16160	APOSJ_32728, APOSJ_07474, APOSJ_07477, APOSJ_07479
OG0007077	ASTMX11100	APOSJ_62170
OG0007078	ASTMX15143	APOSJ_64254, APOSJ_57932, APOSJ_64253, APOSJ_45552
OG0007079	ASTMX04560	APOSJ_35659, APOSJ_23599, APOSJ_35658, APOSJ_23600, APOSJ_23601, APOSJ_35661, APOSJ_35666, APOSJ_23588
OG0007080	ASTMX08945	APOSJ_44615, APOSJ_44618, APOSJ_44616, APOSJ_44614, APOSJ_44617, APOSJ_44613
OG0007081	ASTMX07386	APOSJ_48164, APOSJ_53316, APOSJ_62593, APOSJ_53315
OG0007082	ASTMX10303	APOSJ_35183, APOSJ_35182, APOSJ_35184, APOSJ_35185
OG0007083	ASTMX00902	APOSJ_05225, APOSJ_05224
OG0007084	ASTMX21153	APOSJ_54010
OG0007085	ASTMX02625	APOSJ_53854, APOSJ_15286, APOSJ_01309, APOSJ_01312, APOSJ_01310
OG0007086	ASTMX07211	APOSJ_51068, APOSJ_54257, APOSJ_54254, APOSJ_51067, APOSJ_54258
OG0007087	ASTMX08152	APOSJ_25106, APOSJ_25105
OG0007088	ASTMX15682	APOSJ_57703, APOSJ_57705, APOSJ_57706
OG0007089	ASTMX02285	APOSJ_25775, APOSJ_25776
OG0007090	ASTMX06534, ASTMX02841	APOSJ_64568, APOSJ_64569, APOSJ_64567
OG0007091	ASTMX11325	APOSJ_07966, APOSJ_49928
OG0007092	ASTMX01277	APOSJ_25956, APOSJ_25955
OG0007093	ASTMX22411, ASTMX21833	APOSJ_62680
OG0007094	ASTMX08477	APOSJ_00936, APOSJ_00933, APOSJ_05748, APOSJ_00934
OG0007095	ASTMX09063	APOSJ_17446
OG0007096	ASTMX11766, ASTMX03776	APOSJ_14066
OG0007097	ASTMX19019	APOSJ_33669
OG0007098	ASTMX01065	APOSJ_25086
OG0007099	ASTMX18631	APOSJ_25627, APOSJ_53694, APOSJ_53695
OG0007100	ASTMX09252	APOSJ_20949, APOSJ_20950
OG0007102	ASTMX09794	APOSJ_45496
OG0007103	ASTMX15827	APOSJ_44007
OG0007104	ASTMX02246, ASTMX12173	APOSJ_48249, APOSJ_48250, APOSJ_48248
OG0007105	ASTMX19209	APOSJ_54392, APOSJ_02858, APOSJ_54391, APOSJ_36522
OG0007106	ASTMX00806	APOSJ_46368
OG0007107	ASTMX19243	APOSJ_11584
OG0007108	ASTMX12153	APOSJ_00180
OG0007111	ASTMX09580, ASTMX03137	APOSJ_52368, APOSJ_52367, APOSJ_52369
OG0007112	ASTMX05122	APOSJ_25298
OG0007113	ASTMX02092, ASTMX16843	APOSJ_52477
OG0007114	ASTMX13798	APOSJ_18015
OG0007115	ASTMX16286	APOSJ_49820, APOSJ_42434, APOSJ_49819, APOSJ_49817
OG0007116	ASTMX19526	APOSJ_20334
OG0007117	ASTMX15880	APOSJ_07026, APOSJ_07023, APOSJ_07024, APOSJ_07027, APOSJ_51326, APOSJ_07025
OG0007118	ASTMX14472	APOSJ_38787, APOSJ_43062, APOSJ_46166
OG0007119	ASTMX05484	APOSJ_35224
OG0007120	ASTMX06093	APOSJ_12641
OG0007121	ASTMX18720	APOSJ_04164, APOSJ_04163, APOSJ_54402, APOSJ_04165
OG0007122	ASTMX04799	APOSJ_08797, APOSJ_08799, APOSJ_08798
OG0007123	ASTMX16148	APOSJ_17363, APOSJ_17362, APOSJ_17361
OG0007124	ASTMX09795	APOSJ_37108
OG0007125	ASTMX16475	APOSJ_12549
OG0007126	ASTMX14075	APOSJ_49047, APOSJ_49048
OG0007127	ASTMX12250, ASTMX01819	APOSJ_31901
OG0007128	ASTMX15167	APOSJ_35088, APOSJ_35087, APOSJ_20305
OG0007130	ASTMX16072	APOSJ_06883
OG0007131	ASTMX13441	APOSJ_28471, APOSJ_28473
OG0007132	ASTMX04322	APOSJ_60411, APOSJ_60410
OG0007133	ASTMX21250	APOSJ_10127
OG0007134	ASTMX16982	APOSJ_25313, APOSJ_25312
OG0007135	ASTMX00245	APOSJ_51226, APOSJ_51224, APOSJ_51223, APOSJ_51221, APOSJ_51227, APOSJ_51225
OG0007136	ASTMX05160	APOSJ_32112, APOSJ_32113, APOSJ_32114, APOSJ_43274, APOSJ_32116
OG0007138	ASTMX13115	APOSJ_58570, APOSJ_58571
OG0007140	ASTMX06549, ASTMX15484	APOSJ_23753
OG0007141	ASTMX17349	APOSJ_05316, APOSJ_48902, APOSJ_05317, APOSJ_48907, APOSJ_33001, APOSJ_05318
OG0007143	ASTMX01334	APOSJ_34275, APOSJ_34276
OG0007144	ASTMX14074	APOSJ_07260
OG0007145	ASTMX08637	APOSJ_25174, APOSJ_25173
OG0007147	ASTMX13962	APOSJ_10898, APOSJ_10900, APOSJ_10901
OG0007148	ASTMX17772	APOSJ_45173, APOSJ_39765
OG0007150	ASTMX03541	APOSJ_14446, APOSJ_14447
OG0007152	ASTMX14227, ASTMX14226	APOSJ_35457, APOSJ_35456
OG0007153	ASTMX01581	APOSJ_41556
OG0007154	ASTMX04579	APOSJ_00713
OG0007158	ASTMX13778, ASTMX13779	APOSJ_00808, APOSJ_05058
OG0007160	ASTMX19280	APOSJ_22694, APOSJ_22700, APOSJ_22699, APOSJ_22695
OG0007161	ASTMX12648, ASTMX10902	APOSJ_10237, APOSJ_31229
OG0007163	ASTMX14930	APOSJ_22276, APOSJ_22275
OG0007164	ASTMX04180	APOSJ_28942, APOSJ_28941
OG0007165	ASTMX02974	APOSJ_27299
OG0007166	ASTMX12427	APOSJ_43197
OG0007168	ASTMX12719	APOSJ_11442, APOSJ_02599, APOSJ_08930
OG0007171	ASTMX19376	APOSJ_20843, APOSJ_20841, APOSJ_20844, APOSJ_20845, APOSJ_20842
OG0007173	ASTMX08040	APOSJ_27821, APOSJ_27823
OG0007174	ASTMX15803	APOSJ_36565, APOSJ_36566
OG0007175	ASTMX08991	APOSJ_40886, APOSJ_40887
OG0007176	ASTMX19988	APOSJ_26959, APOSJ_47176, APOSJ_26964
OG0007177	ASTMX13669	APOSJ_65336
OG0007178	ASTMX03848	APOSJ_10991
OG0007179	ASTMX11963	APOSJ_11484, APOSJ_11483
OG0007180	ASTMX07909	APOSJ_37209, APOSJ_37215, APOSJ_37213, APOSJ_37210, APOSJ_32845, APOSJ_37212
OG0007181	ASTMX06406, ASTMX09641	APOSJ_43146
OG0007182	ASTMX03504	APOSJ_09065, APOSJ_57711, APOSJ_21176, APOSJ_57710, APOSJ_17787
OG0007183	ASTMX05746	APOSJ_63497
OG0007184	ASTMX04306	APOSJ_45651
OG0007186	ASTMX01462	APOSJ_46996, APOSJ_07485, APOSJ_07483, APOSJ_15652
OG0007187	ASTMX05320	APOSJ_12565, APOSJ_12566
OG0007188	ASTMX06664	APOSJ_39163, APOSJ_45041
OG0007189	ASTMX20543	APOSJ_20244
OG0007190	ASTMX05931	APOSJ_20102, APOSJ_62590, APOSJ_20101, APOSJ_20100, APOSJ_13662, APOSJ_20099, APOSJ_20098, APOSJ_20096
OG0007191	ASTMX21840	APOSJ_60651, APOSJ_22859
OG0007192	ASTMX07871	APOSJ_11345
OG0007193	ASTMX07735, ASTMX14319, ASTMX14687	APOSJ_51539
OG0007197	ASTMX20790	APOSJ_15654, APOSJ_19499, APOSJ_04098, APOSJ_04100, APOSJ_32806, APOSJ_04103, APOSJ_04096, APOSJ_32807, APOSJ_04097, APOSJ_58357, APOSJ_21387, APOSJ_19501, APOSJ_15655, APOSJ_03946, APOSJ_25386, APOSJ_16833, APOSJ_04099, APOSJ_16850, APOSJ_21388, APOSJ_19495, APOSJ_19496, APOSJ_04095, APOSJ_21386, APOSJ_19497
OG0007198	ASTMX09261	APOSJ_03888, APOSJ_27485, APOSJ_32061, APOSJ_32063, APOSJ_27487, APOSJ_32062, APOSJ_27486
OG0007200	ASTMX15610	APOSJ_18943, APOSJ_54861, APOSJ_03788, APOSJ_18942, APOSJ_49009, APOSJ_49010, APOSJ_49008, APOSJ_18941
OG0007201	ASTMX04910	APOSJ_54513, APOSJ_54512, APOSJ_54511
OG0007250	ASTMX04160	APOSJ_59544, APOSJ_59545, APOSJ_59546
OG0007251	ASTMX21422	APOSJ_36228
OG0007253	ASTMX10666, ASTMX22135	APOSJ_10673
OG0007254	ASTMX14077	APOSJ_13177
OG0007255	ASTMX20514	APOSJ_61034, APOSJ_61032
OG0007256	ASTMX11396	APOSJ_63694, APOSJ_63695
OG0007258	ASTMX15166	APOSJ_39371
OG0007260	ASTMX05630	APOSJ_60979, APOSJ_08714, APOSJ_08715
OG0007261	ASTMX18822, ASTMX21778	APOSJ_18131
OG0007264	ASTMX01064	APOSJ_04142
OG0007266	ASTMX02148	APOSJ_02456
OG0007267	ASTMX06471	APOSJ_39161
OG0007268	ASTMX21870	APOSJ_01766, APOSJ_01765
OG0007270	ASTMX04175, ASTMX22945	APOSJ_18070, APOSJ_18072
OG0007271	ASTMX06578	APOSJ_21579, APOSJ_57446
OG0007272	ASTMX05229	APOSJ_05711, APOSJ_05712, APOSJ_05710, APOSJ_36252
OG0007273	ASTMX07371	APOSJ_54097
OG0007274	ASTMX02966	APOSJ_58383
OG0007275	ASTMX12595	APOSJ_62050, APOSJ_62051
OG0007279	ASTMX12215	APOSJ_45405
OG0007280	ASTMX21182	APOSJ_17538, APOSJ_33154
OG0007281	ASTMX19835	APOSJ_27609, APOSJ_27610
OG0007282	ASTMX13185	APOSJ_52740, APOSJ_52741
OG0007283	ASTMX04985, ASTMX12322	APOSJ_48388
OG0007285	ASTMX14462	APOSJ_15670, APOSJ_55334
OG0007288	ASTMX03770	APOSJ_62431
OG0007290	ASTMX00594, ASTMX00595	APOSJ_28883, APOSJ_41821, APOSJ_28884, APOSJ_06632, APOSJ_50169, APOSJ_06633, APOSJ_28881, APOSJ_06631
OG0007291	ASTMX18522	APOSJ_64281
OG0007292	ASTMX06760	APOSJ_35746, APOSJ_35745
OG0007293	ASTMX00876	APOSJ_61631
OG0007294	ASTMX12341	APOSJ_15245
OG0007295	ASTMX04656	APOSJ_01123, APOSJ_01122
OG0007296	ASTMX12421	APOSJ_03010, APOSJ_03009, APOSJ_03012, APOSJ_03011
OG0007297	ASTMX03978	APOSJ_51760
OG0007298	ASTMX13876	APOSJ_32257, APOSJ_44169, APOSJ_44171, APOSJ_44170, APOSJ_61987, APOSJ_05005, APOSJ_61986, APOSJ_44172
OG0007299	ASTMX19667	APOSJ_35741, APOSJ_28715
OG0007300	ASTMX11999	APOSJ_53629
OG0007301	ASTMX00922	APOSJ_17343
OG0007302	ASTMX06041	APOSJ_34134, APOSJ_34135
OG0007303	ASTMX10541	APOSJ_28901, APOSJ_28900
OG0007304	ASTMX20413	APOSJ_41899, APOSJ_41898
OG0007305	ASTMX03479	APOSJ_27411, APOSJ_55468
OG0007306	ASTMX03689	APOSJ_59763
OG0007308	ASTMX01916	APOSJ_22230, APOSJ_22229
OG0007309	ASTMX11583	APOSJ_58403, APOSJ_31622, APOSJ_31623, APOSJ_31621
OG0007310	ASTMX12704	APOSJ_42505, APOSJ_42506
OG0007312	ASTMX04996	APOSJ_31725
OG0007314	ASTMX10223	APOSJ_03599, APOSJ_03598
OG0007316	ASTMX02720	APOSJ_27503
OG0007317	ASTMX22022	APOSJ_35307, APOSJ_48501
OG0007318	ASTMX00787	APOSJ_59454, APOSJ_59453, APOSJ_59457, APOSJ_59451, APOSJ_59452, APOSJ_59456, APOSJ_59455, APOSJ_59449
OG0007319	ASTMX07462	APOSJ_37533, APOSJ_37534
OG0007320	ASTMX12409	APOSJ_00620, APOSJ_00621
OG0007321	ASTMX11807	APOSJ_00773, APOSJ_42511, APOSJ_42509
OG0007322	ASTMX11199	APOSJ_38642, APOSJ_38640, APOSJ_38641, APOSJ_38639
OG0007323	ASTMX17924	APOSJ_59727
OG0007325	ASTMX02559	APOSJ_29140, APOSJ_58466
OG0007326	ASTMX05141	APOSJ_22766
OG0007327	ASTMX16928	APOSJ_08286, APOSJ_31519
OG0007328	ASTMX18500, ASTMX09690	APOSJ_26838
OG0007329	ASTMX09140	APOSJ_33464, APOSJ_33463
OG0007330	ASTMX02261	APOSJ_06174, APOSJ_38790
OG0007331	ASTMX20704	APOSJ_42831
OG0007333	ASTMX22709, ASTMX07160, ASTMX00006, ASTMX08588	APOSJ_61834
OG0007334	ASTMX00823	APOSJ_04860, APOSJ_30222
OG0007335	ASTMX08086	APOSJ_39648
OG0007337	ASTMX12916	APOSJ_23155
OG0007338	ASTMX02618	APOSJ_34671, APOSJ_34673, APOSJ_34669
OG0007339	ASTMX02641	APOSJ_11897
OG0007340	ASTMX08732	APOSJ_15084
OG0007341	ASTMX04204	APOSJ_50200, APOSJ_44552, APOSJ_50199
OG0007342	ASTMX19872	APOSJ_29822
OG0007343	ASTMX18185	APOSJ_45945
OG0007344	ASTMX01305, ASTMX02473	APOSJ_62547, APOSJ_62557
OG0007345	ASTMX21131, ASTMX06635, ASTMX21132	APOSJ_14751
OG0007347	ASTMX19348	APOSJ_12120
OG0007348	ASTMX04174	APOSJ_51644
OG0007349	ASTMX13465	APOSJ_21746, APOSJ_21745
OG0007351	ASTMX16249	APOSJ_09029, APOSJ_09028
OG0007352	ASTMX15445	APOSJ_08209, APOSJ_47431, APOSJ_08208
OG0007353	ASTMX00421	APOSJ_25868
OG0007354	ASTMX09586	APOSJ_26923
OG0007355	ASTMX20506	APOSJ_41454, APOSJ_41455, APOSJ_41453
OG0007356	ASTMX09436	APOSJ_59004, APOSJ_59003
OG0007357	ASTMX00212	APOSJ_00354, APOSJ_00355
OG0007358	ASTMX13640, ASTMX13639	APOSJ_12024, APOSJ_12023, APOSJ_12025
OG0007360	ASTMX13128	APOSJ_42239, APOSJ_42238, APOSJ_64886, APOSJ_42236, APOSJ_16938
OG0007361	ASTMX04257	APOSJ_34784
OG0007363	ASTMX09519	APOSJ_32242
OG0007364	ASTMX19884	APOSJ_26331
OG0007365	ASTMX11544	APOSJ_07009, APOSJ_32636, APOSJ_32637
OG0007366	ASTMX07911	APOSJ_31758, APOSJ_31757, APOSJ_31759
OG0007367	ASTMX16066	APOSJ_31799, APOSJ_15504, APOSJ_15505, APOSJ_31802
OG0007368	ASTMX21920, ASTMX21921	APOSJ_49565, APOSJ_49564
OG0007369	ASTMX07879	APOSJ_20755, APOSJ_20754
OG0007370	ASTMX04423	APOSJ_15354, APOSJ_15353, APOSJ_15352, APOSJ_30855
OG0007371	ASTMX13154	APOSJ_05203, APOSJ_05204
OG0007372	ASTMX12516	APOSJ_47949, APOSJ_47951, APOSJ_47950
OG0007373	ASTMX14113	APOSJ_54463, APOSJ_29602
OG0007374	ASTMX12837	APOSJ_60162, APOSJ_34123, APOSJ_60159, APOSJ_60158
OG0007375	ASTMX15235	APOSJ_59816, APOSJ_61226
OG0007376	ASTMX15253	APOSJ_04287
OG0007377	ASTMX03790	APOSJ_22496, APOSJ_22495, APOSJ_22497
OG0007378	ASTMX18122	APOSJ_32119, APOSJ_32118
OG0007379	ASTMX14785	APOSJ_42997, APOSJ_63432
OG0007380	ASTMX04916	APOSJ_43045
OG0007381	ASTMX20401	APOSJ_06352, APOSJ_06353, APOSJ_40196
OG0007382	ASTMX17402	APOSJ_56678, APOSJ_14341
OG0007384	ASTMX14111	APOSJ_01866, APOSJ_01865, APOSJ_52012
OG0007385	ASTMX09213	APOSJ_46590
OG0007386	ASTMX20935	APOSJ_01169
OG0007387	ASTMX15746	APOSJ_21483
OG0007388	ASTMX22670	APOSJ_05379
OG0007389	ASTMX10391	APOSJ_64566
OG0007390	ASTMX04953	APOSJ_63577
OG0007391	ASTMX13069	APOSJ_04251
OG0007393	ASTMX01350	APOSJ_53832
OG0007394	ASTMX16185	APOSJ_01644, APOSJ_01645
OG0007395	ASTMX01531	APOSJ_54612
OG0007396	ASTMX12830, ASTMX12829	APOSJ_39335
OG0007397	ASTMX14034	APOSJ_50479
OG0007399	ASTMX13453	APOSJ_42198
OG0007400	ASTMX09121	APOSJ_58231
OG0007402	ASTMX15982	APOSJ_49925, APOSJ_49926
OG0007403	ASTMX16612	APOSJ_44464, APOSJ_44466
OG0007405	ASTMX02602	APOSJ_42742
OG0007406	ASTMX09996	APOSJ_47874
OG0007407	ASTMX12099	APOSJ_09861, APOSJ_09860, APOSJ_50238
OG0007408	ASTMX09058	APOSJ_47695
OG0007409	ASTMX07509	APOSJ_05303, APOSJ_05302
OG0007410	ASTMX19533, ASTMX13216, ASTMX11670	APOSJ_01525
OG0007411	ASTMX13621	APOSJ_19728, APOSJ_19729
OG0007412	ASTMX13610	APOSJ_42010
OG0007414	ASTMX05497	APOSJ_29005
OG0007415	ASTMX16034, ASTMX16033	APOSJ_31789
OG0007416	ASTMX17243	APOSJ_37464, APOSJ_60721, APOSJ_37462
OG0007417	ASTMX20315	APOSJ_04996
OG0007418	ASTMX04419	APOSJ_27061
OG0007419	ASTMX04991	APOSJ_55294, APOSJ_55296, APOSJ_55295
OG0007420	ASTMX20030	APOSJ_27526, APOSJ_27561, APOSJ_27555, APOSJ_34967
OG0007421	ASTMX05344	APOSJ_20549, APOSJ_20548
OG0007422	ASTMX19693	APOSJ_20335
OG0007423	ASTMX12312, ASTMX03626	APOSJ_31700, APOSJ_31699
OG0007424	ASTMX15981	APOSJ_24053, APOSJ_24054
OG0007425	ASTMX02596	APOSJ_14859, APOSJ_14860
OG0007428	ASTMX08697	APOSJ_18898
OG0007429	ASTMX03059	APOSJ_08623, APOSJ_08624, APOSJ_55001
OG0007430	ASTMX03740	APOSJ_37019, APOSJ_31745, APOSJ_55770, APOSJ_34572, APOSJ_37014, APOSJ_37018
OG0007431	ASTMX01820	APOSJ_12963, APOSJ_16258, APOSJ_12962, APOSJ_12964
OG0007432	ASTMX14921	APOSJ_34332
OG0007433	ASTMX17755	APOSJ_10528, APOSJ_10530
OG0007437	ASTMX18512, ASTMX04683	APOSJ_26282, APOSJ_26283
OG0007438	ASTMX09594	APOSJ_03209, APOSJ_03210
OG0007439	ASTMX19373	APOSJ_10207
OG0007441	ASTMX09117	APOSJ_40939, APOSJ_55968, APOSJ_55980, APOSJ_55975
OG0007442	ASTMX06460	APOSJ_24971
OG0007443	ASTMX12858	APOSJ_22915, APOSJ_22916, APOSJ_22917
OG0007444	ASTMX03551, ASTMX12507	APOSJ_11668
OG0007445	ASTMX06203	APOSJ_28035, APOSJ_28034
OG0007446	ASTMX05100	APOSJ_30397
OG0007450	ASTMX04602	APOSJ_13999
OG0007451	ASTMX12754	APOSJ_43780
OG0007452	ASTMX07761	APOSJ_37963
OG0007453	ASTMX23041, ASTMX14696	APOSJ_53697, APOSJ_53696
OG0007454	ASTMX12724	APOSJ_05135, APOSJ_05134
OG0007455	ASTMX07952	APOSJ_19769, APOSJ_19771
OG0007456	ASTMX09758	APOSJ_44072, APOSJ_44071
OG0007457	ASTMX13240	APOSJ_55749
OG0007458	ASTMX22316	APOSJ_17630
OG0007459	ASTMX04370	APOSJ_47522, APOSJ_11138
OG0007460	ASTMX03203	APOSJ_52023
OG0007461	ASTMX10994, ASTMX10995	APOSJ_18650, APOSJ_08253, APOSJ_08250, APOSJ_08251, APOSJ_08252
OG0007462	ASTMX13256	APOSJ_59464, APOSJ_59465, APOSJ_58493, APOSJ_59466
OG0007463	ASTMX08538	APOSJ_18618
OG0007464	ASTMX01898	APOSJ_39129, APOSJ_39130, APOSJ_39131, APOSJ_46382
OG0007465	ASTMX14370, ASTMX22932	APOSJ_05522, APOSJ_05521
OG0007467	ASTMX18832	APOSJ_14365
OG0007468	ASTMX20018	APOSJ_46722
OG0007470	ASTMX16381, ASTMX00497	APOSJ_56699
OG0007471	ASTMX05581	APOSJ_18185, APOSJ_20727
OG0007472	ASTMX08198	APOSJ_53138, APOSJ_53137
OG0007473	ASTMX04881	APOSJ_09192
OG0007476	ASTMX18971	APOSJ_11135
OG0007477	ASTMX19734	APOSJ_48504, APOSJ_48505, APOSJ_39772, APOSJ_09838
OG0007478	ASTMX10619	APOSJ_39185
OG0007480	ASTMX07621	APOSJ_17561, APOSJ_17560
OG0007481	ASTMX09636	APOSJ_08815, APOSJ_56246
OG0007482	ASTMX15375	APOSJ_56374
OG0007483	ASTMX18379	APOSJ_24186
