Orthogroup	ASTMX	CAEEL
OG0005538	ASTMX16038, ASTMX16040	CAEEL02674
OG0005539	ASTMX05009	CAEEL00571
OG0005543	ASTMX03850, ASTMX03418	CAEEL01669
OG0005545	ASTMX00772	CAEEL11935
OG0005547	ASTMX18690, ASTMX19506	CAEEL05548
OG0005548	ASTMX06655, ASTMX16461, ASTMX06956	CAEEL11105
OG0005550	ASTMX12756	CAEEL01408
OG0005552	ASTMX13795	CAEEL20765
OG0005553	ASTMX13094	CAEEL00572
OG0005554	ASTMX16599	CAEEL04828
OG0005556	ASTMX11200	CAEEL12122
OG0005558	ASTMX08517, ASTMX09740	CAEEL01488
OG0005559	ASTMX00829	CAEEL02868
OG0005560	ASTMX00944	CAEEL01956
OG0005562	ASTMX06106	CAEEL08427
OG0005563	ASTMX00176	CAEEL08448
OG0005566	ASTMX05096, ASTMX12856	CAEEL08840
OG0005569	ASTMX02226	CAEEL09364
OG0005570	ASTMX04162	CAEEL08043
OG0005572	ASTMX21476	CAEEL00043
OG0005574	ASTMX11029	CAEEL01999
OG0005575	ASTMX17507	CAEEL05562
OG0005576	ASTMX09543	CAEEL13925
OG0005577	ASTMX20188, ASTMX07173, ASTMX20654	CAEEL19904
OG0005578	ASTMX01842	CAEEL07544
OG0005580	ASTMX11943	CAEEL08013
OG0005581	ASTMX10963	CAEEL08031
OG0005582	ASTMX22965, ASTMX12271	CAEEL06866
OG0005586	ASTMX02425, ASTMX07781, ASTMX14732	CAEEL10986
OG0005587	ASTMX08305	CAEEL04788
OG0005588	ASTMX07390	CAEEL07160
OG0005589	ASTMX08668	CAEEL08776
OG0005592	ASTMX14187	CAEEL12369
OG0005593	ASTMX09809	CAEEL09723
OG0005594	ASTMX16856	CAEEL07851
OG0005595	ASTMX10283	CAEEL11031
OG0005597	ASTMX19498	CAEEL01169
OG0005598	ASTMX02232	CAEEL08627, CAEEL14483
OG0005599	ASTMX00948	CAEEL10759
OG0005603	ASTMX10081	CAEEL15468
OG0005604	ASTMX08556	CAEEL01765
OG0005605	ASTMX19759	CAEEL10783
OG0005607	ASTMX16802, ASTMX21659, ASTMX04203	CAEEL05214
OG0005608	ASTMX15644	CAEEL07825
OG0005609	ASTMX02236	CAEEL08579
OG0005610	ASTMX01166, ASTMX10712	CAEEL00725
OG0005612	ASTMX16550	CAEEL17906
OG0005613	ASTMX20883, ASTMX11580	CAEEL14670
OG0005614	ASTMX02759	CAEEL17617
OG0005615	ASTMX12601	CAEEL04368
OG0005617	ASTMX05490	CAEEL05647
OG0005618	ASTMX10588	CAEEL02988
OG0005620	ASTMX10869	CAEEL11400
OG0005622	ASTMX14101	CAEEL01750
OG0005623	ASTMX02813	CAEEL07150, CAEEL08358
OG0005625	ASTMX20872	CAEEL14326
OG0005626	ASTMX11685	CAEEL07559
OG0005627	ASTMX11436	CAEEL12992
OG0005629	ASTMX09236	CAEEL06251
OG0005631	ASTMX10133	CAEEL09720
OG0005632	ASTMX01250	CAEEL16405
OG0005633	ASTMX04544	CAEEL16151
OG0005636	ASTMX06340	CAEEL10088
OG0005637	ASTMX15690	CAEEL05733
OG0005639	ASTMX11008, ASTMX17549	CAEEL07472
OG0005640	ASTMX04853	CAEEL16150
OG0005641	ASTMX04888	CAEEL11862
OG0005644	ASTMX13040, ASTMX04395	CAEEL09242
OG0005646	ASTMX14598	CAEEL08001
OG0005648	ASTMX00728, ASTMX04810, ASTMX02403	CAEEL04930
OG0005649	ASTMX12988	CAEEL12678
OG0005650	ASTMX11791, ASTMX06045	CAEEL18626
OG0005652	ASTMX08365	CAEEL02073
OG0005655	ASTMX04329, ASTMX13730, ASTMX01751	CAEEL06868
OG0005656	ASTMX14794	CAEEL07991
OG0005660	ASTMX16002	CAEEL02202
OG0005661	ASTMX00745, ASTMX05281	CAEEL05585
OG0005681	ASTMX13692	CAEEL18801
OG0005685	ASTMX04568	CAEEL18876
OG0005690	ASTMX01862	CAEEL07345
OG0005692	ASTMX10520, ASTMX00048	CAEEL02905
OG0005696	ASTMX01686	CAEEL12982
OG0005697	ASTMX20389	CAEEL02949
OG0005698	ASTMX17236	CAEEL01389
OG0005700	ASTMX19163	CAEEL16180, CAEEL15258, CAEEL19243, CAEEL07130, CAEEL15701, CAEEL11368, CAEEL14259, CAEEL14258, CAEEL16361, CAEEL12676
OG0005701	ASTMX06643	CAEEL20630, CAEEL20628
OG0005702	ASTMX05847	CAEEL15894, CAEEL18106
OG0005703	ASTMX13706, ASTMX13705	CAEEL09229
OG0005704	ASTMX09806	CAEEL18454
OG0005707	ASTMX18190, ASTMX04931	CAEEL01062
OG0005712	ASTMX18784	CAEEL10147
OG0005715	ASTMX18983	CAEEL06260
OG0005719	ASTMX05228	CAEEL05019
OG0005721	ASTMX03523	CAEEL02751
OG0005723	ASTMX05710	CAEEL12411
OG0005724	ASTMX19819	CAEEL06660
OG0005725	ASTMX07676	CAEEL16182
OG0005726	ASTMX11743	CAEEL02137
OG0005728	ASTMX07467	CAEEL00225
OG0005729	ASTMX18666	CAEEL01552
OG0005730	ASTMX15497	CAEEL20471
OG0005730	ASTMX11861	CAEEL09846
OG0005731	ASTMX04986	CAEEL09042
OG0005732	ASTMX13145	CAEEL07314
OG0005733	ASTMX01508	CAEEL11874
OG0005734	ASTMX09235	CAEEL05372
OG0005737	ASTMX11419	CAEEL00178
OG0005738	ASTMX10341	CAEEL19157
OG0005744	ASTMX14609	CAEEL10825, CAEEL00882
OG0005746	ASTMX17304	CAEEL04218
OG0005747	ASTMX04789	CAEEL11656
OG0005749	ASTMX19269	CAEEL14477
OG0005750	ASTMX08835	CAEEL02930
OG0005758	ASTMX11709	CAEEL07383, CAEEL07219
OG0005759	ASTMX01450	CAEEL04976
OG0005761	ASTMX22199, ASTMX11984	CAEEL02084
OG0005764	ASTMX16221	CAEEL00440
OG0005766	ASTMX15164	CAEEL03004
OG0005771	ASTMX18560	CAEEL18103
OG0005774	ASTMX13739	CAEEL07710
OG0005775	ASTMX14322, ASTMX07738	CAEEL08185
OG0005776	ASTMX05832	CAEEL08611, CAEEL02852
OG0005777	ASTMX04242	CAEEL09325
OG0005779	ASTMX05027	CAEEL11742
OG0005781	ASTMX00100	CAEEL16564
OG0005782	ASTMX20741	CAEEL14669
OG0005783	ASTMX03385	CAEEL15350
OG0005784	ASTMX06658	CAEEL06573
OG0005786	ASTMX16618	CAEEL10727
OG0005787	ASTMX21620	CAEEL09127, CAEEL07672
OG0005788	ASTMX02885	CAEEL10819
OG0005790	ASTMX01629	CAEEL02850
OG0005792	ASTMX21053	CAEEL16683
OG0005793	ASTMX15045	CAEEL01631
OG0005794	ASTMX22973	CAEEL07859
OG0005796	ASTMX17980	CAEEL03619
OG0005797	ASTMX18725, ASTMX04724	CAEEL01710
OG0005798	ASTMX19366	CAEEL07896
OG0005799	ASTMX04694	CAEEL16039
OG0005800	ASTMX19939	CAEEL07429
OG0005802	ASTMX07877	CAEEL08747
OG0005803	ASTMX00035	CAEEL05218
OG0005804	ASTMX04182	CAEEL00293
OG0005805	ASTMX19263	CAEEL07935
OG0005807	ASTMX00062	CAEEL00886
OG0005811	ASTMX20920	CAEEL09170
OG0005812	ASTMX04748, ASTMX06754	CAEEL15514
OG0005813	ASTMX20803	CAEEL04957
OG0005814	ASTMX10027	CAEEL05572
OG0005815	ASTMX19022	CAEEL08558
OG0005816	ASTMX10623, ASTMX05188	CAEEL07974
OG0005817	ASTMX04424	CAEEL09003
OG0005818	ASTMX05192	CAEEL06548
OG0005819	ASTMX17354	CAEEL05194
OG0005821	ASTMX06716	CAEEL06500
OG0005822	ASTMX09677	CAEEL08544
OG0005823	ASTMX12224	CAEEL11398
OG0005824	ASTMX22745, ASTMX19708	CAEEL01511
OG0005827	ASTMX10593	CAEEL15915
OG0005829	ASTMX03865	CAEEL01850, CAEEL14048
OG0005831	ASTMX11648	CAEEL07627
OG0005832	ASTMX10891	CAEEL01641
OG0005833	ASTMX13374, ASTMX06309	CAEEL14838
OG0005834	ASTMX12604	CAEEL18574
OG0005835	ASTMX06426	CAEEL06739, CAEEL08580
OG0005836	ASTMX10318	CAEEL15554
OG0005837	ASTMX22792, ASTMX21697	CAEEL01073
OG0005838	ASTMX05195	CAEEL01222
OG0005840	ASTMX12287	CAEEL06791
OG0005843	ASTMX18756	CAEEL06200
OG0005845	ASTMX04382	CAEEL04187
OG0005846	ASTMX01580	CAEEL06779
OG0005847	ASTMX08949	CAEEL00400
OG0005848	ASTMX19733	CAEEL00240
OG0005849	ASTMX07876	CAEEL07640
OG0005850	ASTMX15848	CAEEL07059
OG0005851	ASTMX14047	CAEEL19454, CAEEL03023
OG0005853	ASTMX16546	CAEEL05937
OG0005854	ASTMX21173	CAEEL10962
OG0005857	ASTMX16007, ASTMX04410	CAEEL08143
OG0005859	ASTMX13468, ASTMX13466	CAEEL09237
OG0005860	ASTMX12500	CAEEL11464
OG0005861	ASTMX00506	CAEEL07847
OG0005864	ASTMX05926	CAEEL03066
OG0005865	ASTMX09430	CAEEL10526
OG0005866	ASTMX18464	CAEEL03116
OG0005867	ASTMX02025	CAEEL20688
OG0005869	ASTMX11468	CAEEL01472
OG0005870	ASTMX07409	CAEEL18863
OG0005871	ASTMX17242	CAEEL07046
OG0005874	ASTMX22939, ASTMX00564, ASTMX16735	CAEEL06734
OG0005875	ASTMX03020, ASTMX09190	CAEEL11121
OG0005876	ASTMX09416	CAEEL12583
OG0005877	ASTMX02902	CAEEL03535
OG0005878	ASTMX01268	CAEEL00506
OG0005879	ASTMX13909	CAEEL05884
OG0005880	ASTMX14254	CAEEL09863
OG0005883	ASTMX13202	CAEEL06255
OG0005884	ASTMX01288	CAEEL16531
OG0005886	ASTMX01343	CAEEL01824
OG0005889	ASTMX07012	CAEEL02553
OG0005890	ASTMX17642	CAEEL06540
OG0005892	ASTMX10888	CAEEL01618
OG0005893	ASTMX04147, ASTMX20266, ASTMX04146	CAEEL11380
OG0005895	ASTMX13988	CAEEL06441
OG0005897	ASTMX21129	CAEEL01303
OG0005898	ASTMX00076	CAEEL01957
OG0005899	ASTMX14192	CAEEL11728
OG0005901	ASTMX06245	CAEEL01230
OG0005903	ASTMX23020, ASTMX09187	CAEEL02733
OG0005904	ASTMX08292	CAEEL18351
OG0005909	ASTMX06496	CAEEL09260
OG0005914	ASTMX13941	CAEEL12252
OG0005918	ASTMX03112	CAEEL07911
OG0005919	ASTMX17322	CAEEL15775
OG0005921	ASTMX02238	CAEEL07408
OG0005922	ASTMX14273	CAEEL15520
OG0005924	ASTMX04587	CAEEL10631
OG0005928	ASTMX02357	CAEEL04878
OG0005929	ASTMX21522	CAEEL05898
OG0005931	ASTMX04907	CAEEL09476
OG0005932	ASTMX16557	CAEEL11316
OG0005933	ASTMX09736	CAEEL14434
OG0005936	ASTMX12418	CAEEL07303
OG0005937	ASTMX07248	CAEEL10539
OG0005938	ASTMX06092	CAEEL06000, CAEEL09583
OG0005940	ASTMX15640	CAEEL04134
OG0005941	ASTMX01249	CAEEL08713
OG0005943	ASTMX17665	CAEEL02014
OG0005946	ASTMX17105	CAEEL11452, CAEEL11968
OG0005947	ASTMX04158	CAEEL19240
OG0005949	ASTMX01038	CAEEL12005
OG0005950	ASTMX01327	CAEEL02721
OG0005952	ASTMX15940, ASTMX05925	CAEEL08042
OG0005953	ASTMX12080	CAEEL01826
OG0005957	ASTMX16955	CAEEL13678, CAEEL02860
OG0005960	ASTMX11608	CAEEL18529, CAEEL16584
OG0005963	ASTMX11121	CAEEL02429, CAEEL11102
OG0005965	ASTMX19565, ASTMX01612	CAEEL17925
OG0005966	ASTMX21448	CAEEL05490
OG0005967	ASTMX15403	CAEEL08429
OG0005968	ASTMX17140, ASTMX16410	CAEEL01646
OG0005969	ASTMX05797, ASTMX16905	CAEEL01577
OG0005970	ASTMX02839	CAEEL16383
OG0005973	ASTMX04612	CAEEL13364
OG0005974	ASTMX20049	CAEEL11184
OG0005975	ASTMX00556, ASTMX00123, ASTMX04122	CAEEL05822
OG0005976	ASTMX19859	CAEEL15581
OG0005977	ASTMX03076	CAEEL04186
OG0005978	ASTMX15362	CAEEL08320
OG0005980	ASTMX11783	CAEEL05471
OG0005982	ASTMX10015	CAEEL04709
OG0005984	ASTMX10388	CAEEL06514, CAEEL07173
OG0005987	ASTMX04120	CAEEL05677
OG0005989	ASTMX20821	CAEEL14108
OG0005991	ASTMX02237	CAEEL07604
OG0005993	ASTMX19846	CAEEL18661, CAEEL01298, CAEEL08795
OG0005995	ASTMX04613	CAEEL09469
OG0005997	ASTMX11085, ASTMX00585, ASTMX02576	CAEEL11505, CAEEL13118
OG0005998	ASTMX16012	CAEEL12651
OG0006000	ASTMX10236	CAEEL06731
OG0006003	ASTMX15486	CAEEL12475
OG0006004	ASTMX05388, ASTMX08408, ASTMX17736	CAEEL01451
OG0006005	ASTMX03888	CAEEL08818
OG0006008	ASTMX04872	CAEEL11432
OG0006010	ASTMX17586, ASTMX10955	CAEEL07462
OG0006011	ASTMX09627	CAEEL06588
OG0006022	ASTMX11899, ASTMX00065, ASTMX15280, ASTMX10042	CAEEL20451
OG0006025	ASTMX14978, ASTMX06741, ASTMX01817, ASTMX15802	CAEEL03361, CAEEL12698
OG0006031	ASTMX09024	CAEEL00264
OG0006059	ASTMX20069	CAEEL09710
OG0006062	ASTMX21362	CAEEL08027
OG0006063	ASTMX19817	CAEEL09563
OG0006064	ASTMX09308	CAEEL11646
OG0006066	ASTMX16436, ASTMX07300	CAEEL07776
OG0006069	ASTMX04982	CAEEL08597
OG0006072	ASTMX14707	CAEEL09063
OG0006073	ASTMX04426	CAEEL15279
OG0006074	ASTMX21669	CAEEL15694
OG0006075	ASTMX04237	CAEEL05481
OG0006079	ASTMX00383	CAEEL06022
OG0006083	ASTMX16624	CAEEL10880
OG0006085	ASTMX01099	CAEEL07121
OG0006086	ASTMX08737	CAEEL05357
OG0006087	ASTMX01650	CAEEL10339
OG0006090	ASTMX08457	CAEEL06249
OG0006095	ASTMX19132	CAEEL03714
OG0006096	ASTMX05943	CAEEL08930
OG0006098	ASTMX02650	CAEEL17792
OG0006101	ASTMX11023	CAEEL04363
OG0006102	ASTMX03409	CAEEL01860
OG0006104	ASTMX08557, ASTMX17341	CAEEL15552
OG0006106	ASTMX07404	CAEEL09939
OG0006108	ASTMX06756	CAEEL07908
OG0006110	ASTMX05269, ASTMX13689	CAEEL15606
OG0006111	ASTMX03721	CAEEL06592
OG0006113	ASTMX17162	CAEEL00297
OG0006114	ASTMX23007	CAEEL02929
OG0006116	ASTMX03933	CAEEL14600
OG0006117	ASTMX07833	CAEEL15839
OG0006118	ASTMX12556, ASTMX07434, ASTMX12555	CAEEL05175
OG0006120	ASTMX22300	CAEEL19875
OG0006121	ASTMX03893	CAEEL01535
OG0006122	ASTMX13828	CAEEL06423
OG0006124	ASTMX13027	CAEEL00683
OG0006125	ASTMX10686	CAEEL12098
OG0006127	ASTMX06270	CAEEL08699
OG0006128	ASTMX01066	CAEEL01734
OG0006129	ASTMX01622	CAEEL15436
OG0006130	ASTMX15707, ASTMX16989	CAEEL19047
OG0006131	ASTMX17497, ASTMX07320	CAEEL08997
OG0006134	ASTMX16827	CAEEL05080
OG0006135	ASTMX03245	CAEEL16406
OG0006137	ASTMX16809	CAEEL01021
OG0006140	ASTMX13985	CAEEL06530
OG0006141	ASTMX02158, ASTMX02157	CAEEL00813
OG0006144	ASTMX17865	CAEEL12775
OG0006145	ASTMX05270	CAEEL00765, CAEEL00923
OG0006152	ASTMX11033	CAEEL01636
OG0006153	ASTMX03761	CAEEL01203, CAEEL07510, CAEEL11307
OG0006156	ASTMX21711	CAEEL13825
OG0006160	ASTMX16077	CAEEL08936
OG0006163	ASTMX05146, ASTMX03552	CAEEL00653
OG0006164	ASTMX03574	CAEEL01158
OG0006165	ASTMX15294	CAEEL15774
OG0006169	ASTMX09379	CAEEL08537
OG0006171	ASTMX05008	CAEEL01756
OG0006172	ASTMX01366	CAEEL14351
OG0006176	ASTMX21334	CAEEL05930
OG0006177	ASTMX17757	CAEEL04212
OG0006180	ASTMX13102	CAEEL09925
OG0006181	ASTMX06332	CAEEL14722
OG0006182	ASTMX17800	CAEEL06387
OG0006183	ASTMX21206	CAEEL19366
OG0006185	ASTMX16064	CAEEL01692
OG0006187	ASTMX15380	CAEEL00902
OG0006188	ASTMX15568	CAEEL02058
OG0006191	ASTMX13647	CAEEL06280, CAEEL06279
OG0006195	ASTMX16392	CAEEL08079
OG0006196	ASTMX11702	CAEEL06224, CAEEL06189
OG0006198	ASTMX18414	CAEEL00819
OG0006200	ASTMX07126	CAEEL11329
OG0006202	ASTMX10060	CAEEL07568
OG0006208	ASTMX02052	CAEEL00204
OG0006209	ASTMX06935, ASTMX12864	CAEEL11287
OG0006210	ASTMX15807	CAEEL00160
OG0006213	ASTMX12993	CAEEL01145
OG0006214	ASTMX14394	CAEEL12120
OG0006215	ASTMX13559	CAEEL04734
OG0006216	ASTMX14522	CAEEL16326
OG0006217	ASTMX15849	CAEEL05235
OG0006224	ASTMX04794	CAEEL11548
OG0006226	ASTMX10013	CAEEL02716
OG0006229	ASTMX01633	CAEEL06963
OG0006230	ASTMX15185	CAEEL08542
OG0006231	ASTMX15248	CAEEL20582
OG0006234	ASTMX12448	CAEEL05918
OG0006235	ASTMX16631	CAEEL04462
OG0006237	ASTMX05214	CAEEL04160
OG0006239	ASTMX06263	CAEEL01539
OG0006240	ASTMX09461	CAEEL08852
OG0006245	ASTMX05448	CAEEL00941
OG0006247	ASTMX04057	CAEEL11988
OG0006248	ASTMX11835	CAEEL05883
OG0006249	ASTMX13840	CAEEL10060
OG0006254	ASTMX17345	CAEEL11539
OG0006257	ASTMX02479	CAEEL15240
OG0006259	ASTMX10232	CAEEL09792
OG0006260	ASTMX00800	CAEEL09587
OG0006262	ASTMX07419	CAEEL01377
OG0006263	ASTMX09582	CAEEL09474
OG0006264	ASTMX18801	CAEEL11589
OG0006267	ASTMX10007	CAEEL09521
OG0006268	ASTMX22171, ASTMX17106	CAEEL09373, CAEEL09395
OG0006269	ASTMX19370	CAEEL11344
OG0006270	ASTMX17198	CAEEL01876
OG0006271	ASTMX19101	CAEEL08264
OG0006275	ASTMX11336	CAEEL01989
OG0006277	ASTMX04405	CAEEL08057
OG0006279	ASTMX00059	CAEEL00237
OG0006280	ASTMX08931	CAEEL17987
OG0006281	ASTMX09240	CAEEL04765
OG0006283	ASTMX21520, ASTMX21521	CAEEL00881
OG0006284	ASTMX07872	CAEEL08923
OG0006285	ASTMX03323	CAEEL04794
OG0006286	ASTMX19660	CAEEL00158
OG0006288	ASTMX07795	CAEEL08712
OG0006289	ASTMX06413	CAEEL07964
OG0006290	ASTMX17617	CAEEL04712
OG0006291	ASTMX17063	CAEEL00609
OG0006293	ASTMX05973, ASTMX05974	CAEEL07928
OG0006294	ASTMX01270	CAEEL14462
OG0006295	ASTMX09386	CAEEL09568
OG0006297	ASTMX09427	CAEEL11872
OG0006301	ASTMX01384	CAEEL17598
OG0006306	ASTMX07488	CAEEL01065
OG0006307	ASTMX21749	CAEEL06264
OG0006309	ASTMX17488, ASTMX21821	CAEEL05232
OG0006311	ASTMX15780	CAEEL17612
OG0006313	ASTMX07483	CAEEL05123
OG0006315	ASTMX14142	CAEEL15905
OG0006319	ASTMX08869	CAEEL13894
OG0006322	ASTMX09225, ASTMX22209, ASTMX09224	CAEEL09507
OG0006323	ASTMX00548	CAEEL02251
OG0006326	ASTMX13124	CAEEL15323
OG0006329	ASTMX05107	CAEEL02571
OG0006331	ASTMX13932	CAEEL13794
OG0006332	ASTMX20059	CAEEL10865
OG0006334	ASTMX04134	CAEEL08411, CAEEL18378
OG0006339	ASTMX03417	CAEEL08069
OG0006340	ASTMX02502	CAEEL11454
OG0006341	ASTMX08564	CAEEL06023
OG0006343	ASTMX11794, ASTMX15900	CAEEL05583, CAEEL02498
OG0006344	ASTMX22591, ASTMX22499, ASTMX11732	CAEEL14876
OG0006345	ASTMX18765	CAEEL06549
OG0006346	ASTMX12353	CAEEL05783
OG0006347	ASTMX02893	CAEEL07567
OG0006350	ASTMX10119	CAEEL07674
OG0006352	ASTMX18568, ASTMX00324	CAEEL02603
OG0006353	ASTMX20203	CAEEL19140, CAEEL05676
OG0006354	ASTMX12076	CAEEL18116
OG0006356	ASTMX13066	CAEEL07675
OG0006360	ASTMX14422	CAEEL05277
OG0006361	ASTMX06246	CAEEL09060
OG0006362	ASTMX07490	CAEEL00998
OG0006363	ASTMX18537	CAEEL00971
OG0006365	ASTMX02702, ASTMX04108	CAEEL12631
OG0006370	ASTMX17423	CAEEL05220
OG0006372	ASTMX09546	CAEEL09848
OG0006375	ASTMX07697	CAEEL00741
OG0006376	ASTMX13354	CAEEL15051
OG0006377	ASTMX03390	CAEEL09247
OG0006378	ASTMX20075	CAEEL04747
OG0006381	ASTMX07268	CAEEL09800
OG0006385	ASTMX03955, ASTMX10459	CAEEL17878
OG0006386	ASTMX12433	CAEEL02065
OG0006387	ASTMX02531	CAEEL00319
OG0006390	ASTMX12951	CAEEL13360
OG0006391	ASTMX13826, ASTMX02973	CAEEL16380, CAEEL11908
OG0006392	ASTMX09822	CAEEL07571
OG0006393	ASTMX10085, ASTMX03992, ASTMX03991	CAEEL14337
OG0006395	ASTMX16987	CAEEL11636
OG0006402	ASTMX21779	CAEEL14843
OG0006405	ASTMX04722, ASTMX02186	CAEEL04608
OG0006406	ASTMX21683, ASTMX16175	CAEEL04927, CAEEL07538
OG0006407	ASTMX09544, ASTMX06711	CAEEL20555
OG0006408	ASTMX14791	CAEEL15120
OG0006414	ASTMX04060, ASTMX21246, ASTMX18256, ASTMX07659	CAEEL18847
OG0006415	ASTMX10919, ASTMX16367, ASTMX10620, ASTMX14000, ASTMX04379	CAEEL20504
OG0006443	ASTMX17383	CAEEL07304
OG0006448	ASTMX06552	CAEEL07841
OG0006449	ASTMX00867	CAEEL02036
OG0006454	ASTMX09892, ASTMX15753	CAEEL06995
OG0006456	ASTMX13571	CAEEL09794
OG0006459	ASTMX05149	CAEEL00244
OG0006461	ASTMX20285	CAEEL11863
OG0006462	ASTMX07745, ASTMX16027	CAEEL05709
OG0006464	ASTMX07158	CAEEL01413
OG0006465	ASTMX04889	CAEEL10921
OG0006468	ASTMX13923	CAEEL05183, CAEEL05085, CAEEL16207
OG0006472	ASTMX03121	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340
OG0006473	ASTMX23049	CAEEL02240
OG0006474	ASTMX05105	CAEEL07206
OG0006475	ASTMX06213	CAEEL07548
OG0006476	ASTMX03680	CAEEL12092
OG0006478	ASTMX19975	CAEEL06158
OG0006479	ASTMX05244	CAEEL05626
OG0006480	ASTMX10507	CAEEL10265, CAEEL10266
OG0006481	ASTMX12810	CAEEL19099, CAEEL01638
OG0006482	ASTMX15100	CAEEL10834
OG0006485	ASTMX05625	CAEEL14223
OG0006488	ASTMX20556	CAEEL17648
OG0006490	ASTMX07123	CAEEL11637
OG0006491	ASTMX09131	CAEEL13015
OG0006496	ASTMX13132	CAEEL08493
OG0006497	ASTMX04148	CAEEL06461
OG0006498	ASTMX09105	CAEEL02503
OG0006499	ASTMX03118, ASTMX19284	CAEEL20101
OG0006501	ASTMX20489	CAEEL16016
OG0006503	ASTMX17879	CAEEL07188
OG0006505	ASTMX14118	CAEEL06783
OG0006506	ASTMX07943, ASTMX07944	CAEEL03029
OG0006509	ASTMX17571	CAEEL00006, CAEEL15373
OG0006511	ASTMX07468	CAEEL02676
OG0006512	ASTMX17346	CAEEL07313
OG0006514	ASTMX14865	CAEEL07858
OG0006515	ASTMX02761	CAEEL02554
OG0006516	ASTMX04546, ASTMX04545	CAEEL15132
OG0006517	ASTMX11934	CAEEL01423
OG0006520	ASTMX13980	CAEEL13792
OG0006522	ASTMX12222, ASTMX05880	CAEEL07957
OG0006523	ASTMX06331	CAEEL15760
OG0006525	ASTMX04027	CAEEL11800
OG0006528	ASTMX16747	CAEEL14466
OG0006532	ASTMX02900	CAEEL05678
OG0006535	ASTMX21623	CAEEL19419
OG0006536	ASTMX04129	CAEEL05174
OG0006538	ASTMX18870	CAEEL07903, CAEEL04060
OG0006540	ASTMX04121	CAEEL19898
OG0006542	ASTMX13981	CAEEL04749
OG0006543	ASTMX20456	CAEEL05304
OG0006544	ASTMX18699	CAEEL02597
OG0006545	ASTMX12257	CAEEL08394
OG0006546	ASTMX21843	CAEEL16446
OG0006547	ASTMX12162	CAEEL09736
OG0006550	ASTMX02023	CAEEL02186
OG0006552	ASTMX10359	CAEEL02725
OG0006553	ASTMX04960	CAEEL06508
OG0006554	ASTMX07799	CAEEL09071
OG0006556	ASTMX22485, ASTMX04835	CAEEL00553
OG0006557	ASTMX00610	CAEEL07597
OG0006560	ASTMX10786	CAEEL14360
OG0006561	ASTMX15649	CAEEL16404
OG0006565	ASTMX05183, ASTMX13946	CAEEL12176
OG0006567	ASTMX00688	CAEEL15749
OG0006568	ASTMX11588	CAEEL01944
OG0006569	ASTMX04216	CAEEL03290
OG0006570	ASTMX00900	CAEEL15966
OG0006571	ASTMX18330	CAEEL05447
OG0006573	ASTMX15993	CAEEL05442
OG0006574	ASTMX02442	CAEEL01738
OG0006577	ASTMX02962	CAEEL15281
OG0006578	ASTMX20623, ASTMX20624	CAEEL00045
OG0006579	ASTMX10487	CAEEL07922
OG0006583	ASTMX09907	CAEEL01627
OG0006584	ASTMX01917	CAEEL05880
OG0006587	ASTMX17293	CAEEL17957
OG0006588	ASTMX22543	CAEEL11640
OG0006589	ASTMX01982	CAEEL10276
OG0006590	ASTMX01101	CAEEL15655
OG0006591	ASTMX01816	CAEEL01066
OG0006594	ASTMX10490	CAEEL00833
OG0006595	ASTMX17451	CAEEL10661
OG0006596	ASTMX15703	CAEEL00560
OG0006597	ASTMX08816	CAEEL10448
OG0006598	ASTMX03337	CAEEL03295
OG0006602	ASTMX13176	CAEEL16562
OG0006603	ASTMX16596	CAEEL00624
OG0006604	ASTMX04380	CAEEL07198
OG0006606	ASTMX07238	CAEEL07376
OG0006607	ASTMX07493	CAEEL01560
OG0006608	ASTMX16691, ASTMX06296	CAEEL05698
OG0006609	ASTMX17421	CAEEL02187
OG0006610	ASTMX19699	CAEEL11386
OG0006611	ASTMX17727	CAEEL07953
OG0006613	ASTMX21383	CAEEL01845
OG0006614	ASTMX01993	CAEEL05124
OG0006615	ASTMX12256	CAEEL09131
OG0006621	ASTMX03527	CAEEL07639
OG0006622	ASTMX01144	CAEEL05834
OG0006624	ASTMX19460	CAEEL07631
OG0006625	ASTMX17003, ASTMX17004	CAEEL08791
OG0006626	ASTMX00608	CAEEL07560
OG0006627	ASTMX01364	CAEEL11375
OG0006628	ASTMX02213, ASTMX00249	CAEEL07329
OG0006630	ASTMX22622	CAEEL11696
OG0006631	ASTMX13615	CAEEL00720
OG0006632	ASTMX04725, ASTMX00323	CAEEL20160, CAEEL00199
OG0006633	ASTMX18345	CAEEL00427
OG0006636	ASTMX06791	CAEEL07724
OG0006637	ASTMX01565	CAEEL12125
OG0006645	ASTMX14608	CAEEL17855
OG0006646	ASTMX04908	CAEEL15891
OG0006647	ASTMX21895	CAEEL07174
OG0006648	ASTMX11425	CAEEL01435
OG0006651	ASTMX03710	CAEEL09522
OG0006655	ASTMX02610	CAEEL00324
OG0006658	ASTMX01278	CAEEL00269
OG0006660	ASTMX16840, ASTMX15712	CAEEL09560, CAEEL09561
OG0006662	ASTMX10852	CAEEL12773
OG0006663	ASTMX20793	CAEEL08458
OG0006664	ASTMX18894	CAEEL01906
OG0006666	ASTMX14266	CAEEL05999
OG0006667	ASTMX06457	CAEEL01250
OG0006668	ASTMX08555	CAEEL06992
OG0006669	ASTMX07762	CAEEL08205
