Orthogroup	ASTMX	XENTR
OG0006625	ASTMX17003, ASTMX17004	XENTR04207
OG0006626	ASTMX00608	XENTR04565
OG0006627	ASTMX01364	XENTR17718
OG0006628	ASTMX02213, ASTMX00249	XENTR02668
OG0006630	ASTMX22622	XENTR08125
OG0006631	ASTMX13615	XENTR19213
OG0006632	ASTMX04725	XENTR10907
OG0006633	ASTMX18345	XENTR02142
OG0006635	ASTMX19723	XENTR01982
OG0006636	ASTMX06791	XENTR11494
OG0006637	ASTMX01565	XENTR05016
OG0006638	ASTMX05476	XENTR15778
OG0006639	ASTMX05575	XENTR08672
OG0006640	ASTMX09650	XENTR12743
OG0006641	ASTMX01398	XENTR03024
OG0006642	ASTMX03226	XENTR08911
OG0006644	ASTMX21336	XENTR10411
OG0006645	ASTMX14608	XENTR13154
OG0006646	ASTMX04908	XENTR01407
OG0006648	ASTMX11425	XENTR07885
OG0006649	ASTMX22278	XENTR10760
OG0006651	ASTMX03710	XENTR12537
OG0006652	ASTMX16547	XENTR11689
OG0006653	ASTMX11926	XENTR09964
OG0006654	ASTMX10252	XENTR14617
OG0006655	ASTMX02610	XENTR05829
OG0006657	ASTMX13430	XENTR10304
OG0006658	ASTMX01278	XENTR09594
OG0006660	ASTMX16840, ASTMX15712	XENTR07050
OG0006661	ASTMX06079	XENTR11919
OG0006662	ASTMX10852	XENTR02635
OG0006663	ASTMX20793	XENTR03207
OG0006664	ASTMX18894	XENTR06837
OG0006666	ASTMX14266	XENTR04836
OG0006667	ASTMX06457	XENTR11957
OG0006668	ASTMX08555	XENTR10580
OG0006669	ASTMX07762	XENTR13698
OG0006670	ASTMX08852	XENTR03934
OG0006672	ASTMX03220	XENTR10612
OG0006673	ASTMX18034, ASTMX05111	XENTR06476
OG0006675	ASTMX17949	XENTR11950
OG0006676	ASTMX10262	XENTR05976
OG0006677	ASTMX10112	XENTR13655, XENTR13654
OG0006678	ASTMX21609	XENTR13719
OG0006680	ASTMX00952	XENTR02487
OG0006681	ASTMX10798	XENTR03638
OG0006683	ASTMX17752	XENTR10018
OG0006684	ASTMX19788	XENTR16293
OG0006685	ASTMX13015	XENTR18985
OG0006685	ASTMX14032	XENTR04488
OG0006686	ASTMX07806	XENTR06782
OG0006687	ASTMX05776	XENTR12769
OG0006688	ASTMX02675	XENTR13607
OG0006689	ASTMX02612	XENTR01441
OG0006690	ASTMX15458	XENTR13317
OG0006691	ASTMX01429	XENTR10862
OG0006692	ASTMX15358	XENTR13963
OG0006693	ASTMX13879	XENTR12746
OG0006694	ASTMX03870	XENTR04108
OG0006695	ASTMX21264	XENTR13948
OG0006696	ASTMX04210	XENTR00610
OG0006697	ASTMX19949	XENTR10497
OG0006698	ASTMX14552	XENTR05149
OG0006700	ASTMX18394	XENTR03198
OG0006703	ASTMX15261	XENTR04634
OG0006704	ASTMX03144	XENTR13888, XENTR13889
OG0006705	ASTMX18210	XENTR00293
OG0006706	ASTMX06498	XENTR07780
OG0006707	ASTMX05711	XENTR16134
OG0006708	ASTMX11423	XENTR18874
OG0006709	ASTMX12695	XENTR05409
OG0006710	ASTMX16956	XENTR18018
OG0006711	ASTMX17012	XENTR08893
OG0006712	ASTMX19601	XENTR03007
OG0006713	ASTMX15643	XENTR08986
OG0006713	ASTMX17218	XENTR14768
OG0006714	ASTMX07976	XENTR08721
OG0006715	ASTMX14563	XENTR17785
OG0006715	ASTMX06410	XENTR13166
OG0006716	ASTMX11731	XENTR13038
OG0006717	ASTMX04689	XENTR17648
OG0006718	ASTMX17392	XENTR09540
OG0006719	ASTMX11390	XENTR09126
OG0006720	ASTMX06026	XENTR09067
OG0006721	ASTMX18174	XENTR08095
OG0006723	ASTMX13335	XENTR16854
OG0006724	ASTMX17753	XENTR10084
OG0006725	ASTMX09476	XENTR07038
OG0006726	ASTMX03873	XENTR09612
OG0006727	ASTMX20842	XENTR05898
OG0006729	ASTMX05077	XENTR02778
OG0006731	ASTMX19985	XENTR14502
OG0006732	ASTMX22779	XENTR17486
OG0006733	ASTMX09373, ASTMX11811	XENTR12805
OG0006734	ASTMX04829	XENTR17831
OG0006735	ASTMX05292	XENTR05221
OG0006736	ASTMX03650	XENTR09191, XENTR10482
OG0006737	ASTMX11682	XENTR00969
OG0006738	ASTMX13600	XENTR19225, XENTR19226
OG0006739	ASTMX02177	XENTR07449
OG0006741	ASTMX00781	XENTR08382
OG0006742	ASTMX20354	XENTR05493
OG0006744	ASTMX05381	XENTR02584
OG0006745	ASTMX16122	XENTR09899
OG0006747	ASTMX08104	XENTR03834
OG0006747	ASTMX20126	XENTR12326
OG0006747	ASTMX12937	XENTR14362
OG0006748	ASTMX18321	XENTR03274
OG0006749	ASTMX10213	XENTR01774
OG0006750	ASTMX03816	XENTR07602
OG0006752	ASTMX03481	XENTR02646
OG0006753	ASTMX08486	XENTR11694
OG0006754	ASTMX06832	XENTR18420
OG0006755	ASTMX00482	XENTR10590
OG0006756	ASTMX09700	XENTR18274
OG0006757	ASTMX13935	XENTR12333
OG0006758	ASTMX00799	XENTR19253
OG0006759	ASTMX17468	XENTR11512
OG0006760	ASTMX10010	XENTR04753, XENTR04751, XENTR04752
OG0006761	ASTMX19006	XENTR01047
OG0006762	ASTMX19374, ASTMX06557	XENTR06563
OG0006763	ASTMX04265	XENTR16927
OG0006763	ASTMX18089	XENTR12254
OG0006764	ASTMX04734	XENTR01594
OG0006765	ASTMX03547, ASTMX03548	XENTR09754
OG0006766	ASTMX03906	XENTR12590, XENTR12592
OG0006768	ASTMX01848	XENTR17405
OG0006769	ASTMX00239	XENTR18589
OG0006770	ASTMX05163, ASTMX17797	XENTR10049
OG0006771	ASTMX13731	XENTR13494, XENTR13493
OG0006772	ASTMX17412	XENTR06880, XENTR06881
OG0006775	ASTMX07700	XENTR01837
OG0006776	ASTMX14097	XENTR07592
OG0006777	ASTMX09376	XENTR14289
OG0006780	ASTMX04854	XENTR12106
OG0006784	ASTMX14614	XENTR17962
OG0006786	ASTMX14916	XENTR12195
OG0006786	ASTMX09517, ASTMX00026	XENTR00897
OG0006786	ASTMX01145	XENTR09259
OG0006787	ASTMX01901	XENTR03340
OG0006787	ASTMX01425	XENTR10845
OG0006788	ASTMX03502, ASTMX07005	XENTR00683
OG0006788	ASTMX18665	XENTR17528
OG0006789	ASTMX03823, ASTMX03825, ASTMX03830	XENTR10656, XENTR18516, XENTR10655, XENTR07614
OG0006790	ASTMX20635, ASTMX20636, ASTMX03877	XENTR16444, XENTR01582
OG0006791	ASTMX08046	XENTR09543
OG0006792	ASTMX11145	XENTR11656
OG0006792	ASTMX08131	XENTR08151
OG0006794	ASTMX14974	XENTR01501
OG0006794	ASTMX14977, ASTMX11875, ASTMX12359, ASTMX14975, ASTMX14976, ASTMX22465, ASTMX11871	XENTR02640
OG0006795	ASTMX15174, ASTMX15179	XENTR14602, XENTR14603
OG0006796	ASTMX21342, ASTMX16205	XENTR15198
OG0006826	ASTMX21838	XENTR13782
OG0006827	ASTMX03162	XENTR00081
OG0006828	ASTMX06916	XENTR08258
OG0006829	ASTMX16614	XENTR09763
OG0006830	ASTMX12230	XENTR13305
OG0006831	ASTMX02537	XENTR14217
OG0006832	ASTMX05805	XENTR10958
OG0006833	ASTMX16981	XENTR00457
OG0006835	ASTMX09545	XENTR08471
OG0006837	ASTMX12356	XENTR02650
OG0006838	ASTMX04988	XENTR01852
OG0006839	ASTMX16275	XENTR04909, XENTR17585
OG0006842	ASTMX18470	XENTR10401
OG0006843	ASTMX15344, ASTMX15343	XENTR17465
OG0006844	ASTMX05150	XENTR08527
OG0006845	ASTMX22497, ASTMX18536	XENTR11640
OG0006846	ASTMX04852	XENTR12109
OG0006847	ASTMX05035	XENTR00872
OG0006848	ASTMX02777	XENTR07299
OG0006848	ASTMX15411	XENTR07526
OG0006849	ASTMX10597	XENTR01645
OG0006850	ASTMX17410	XENTR05570
OG0006851	ASTMX10431	XENTR13145
OG0006852	ASTMX21034, ASTMX05169	XENTR01320
OG0006853	ASTMX02147	XENTR15554
OG0006856	ASTMX15975	XENTR01007
OG0006857	ASTMX10533	XENTR02316
OG0006860	ASTMX08893	XENTR10215
OG0006861	ASTMX12683	XENTR04183
OG0006862	ASTMX04586	XENTR13534
OG0006863	ASTMX06189	XENTR12976
OG0006864	ASTMX14844	XENTR01809
OG0006865	ASTMX00544	XENTR09213
OG0006866	ASTMX15118	XENTR17686
OG0006867	ASTMX17195	XENTR01657
OG0006869	ASTMX04037	XENTR02833
OG0006870	ASTMX19219	XENTR10263
OG0006871	ASTMX18202	XENTR07430
OG0006872	ASTMX07240	XENTR03744
OG0006873	ASTMX19378	XENTR13913
OG0006874	ASTMX10745	XENTR14555
OG0006875	ASTMX06127	XENTR10450
OG0006876	ASTMX11416	XENTR00090
OG0006877	ASTMX13244	XENTR05237
OG0006878	ASTMX16892	XENTR12365
OG0006879	ASTMX16173	XENTR17009
OG0006880	ASTMX10742	XENTR02819
OG0006882	ASTMX02554	XENTR10988
OG0006885	ASTMX15506	XENTR04782
OG0006886	ASTMX09095, ASTMX01120	XENTR00696
OG0006887	ASTMX11439	XENTR13961
OG0006888	ASTMX09251	XENTR02537
OG0006889	ASTMX07203	XENTR05963
OG0006890	ASTMX17391	XENTR09541
OG0006891	ASTMX19493	XENTR15690
OG0006892	ASTMX00090	XENTR00113
OG0006893	ASTMX07824	XENTR17439
OG0006894	ASTMX19536	XENTR13122
OG0006895	ASTMX01494	XENTR11833
OG0006896	ASTMX21118, ASTMX01593	XENTR12639
OG0006897	ASTMX03361	XENTR14076
OG0006898	ASTMX06272	XENTR07636
OG0006899	ASTMX19445	XENTR12237
OG0006901	ASTMX00087	XENTR00120
OG0006902	ASTMX14454	XENTR02201
OG0006903	ASTMX10135	XENTR15633
OG0006903	ASTMX10443	XENTR06864
OG0006904	ASTMX18096	XENTR03460
OG0006905	ASTMX21329	XENTR19260
OG0006906	ASTMX11180	XENTR10195
OG0006907	ASTMX21343	XENTR18404
OG0006908	ASTMX03466	XENTR03672
OG0006909	ASTMX01775	XENTR18357
OG0006911	ASTMX04692	XENTR17645
OG0006912	ASTMX03849	XENTR03948
OG0006914	ASTMX15342	XENTR15248
OG0006916	ASTMX16770	XENTR18036
OG0006917	ASTMX19078	XENTR03266
OG0006918	ASTMX16285	XENTR10731, XENTR10730
OG0006919	ASTMX19164	XENTR12172
OG0006920	ASTMX09808	XENTR10785
OG0006922	ASTMX09149, ASTMX09150	XENTR00968
OG0006923	ASTMX08705	XENTR05461
OG0006924	ASTMX15741	XENTR06768
OG0006925	ASTMX08108	XENTR03837
OG0006926	ASTMX04276	XENTR12859
OG0006928	ASTMX20820, ASTMX17417	XENTR10691
OG0006929	ASTMX14469	XENTR05894
OG0006930	ASTMX18849	XENTR05716
OG0006931	ASTMX01266	XENTR12285
OG0006932	ASTMX01417	XENTR01275
OG0006934	ASTMX00025	XENTR15092
OG0006935	ASTMX18496	XENTR08699
OG0006936	ASTMX10953	XENTR08928
OG0006937	ASTMX14042	XENTR04504
OG0006938	ASTMX05289	XENTR16149
OG0006939	ASTMX13531	XENTR12765
OG0006942	ASTMX13442	XENTR09478
OG0006943	ASTMX16314	XENTR15386
OG0006944	ASTMX02091	XENTR07046
OG0006945	ASTMX00086, ASTMX21538	XENTR00117
OG0006946	ASTMX14240	XENTR16824, XENTR16825
OG0006948	ASTMX02465	XENTR04780
OG0006949	ASTMX06229	XENTR11256
OG0006951	ASTMX12012	XENTR14803
OG0006952	ASTMX00883	XENTR05143
OG0006953	ASTMX13999	XENTR09448
OG0006954	ASTMX20718	XENTR03844
OG0006955	ASTMX07198, ASTMX07110	XENTR06398
OG0006957	ASTMX04737	XENTR08977
OG0006958	ASTMX14580	XENTR07775
OG0006959	ASTMX03957, ASTMX19214	XENTR17553
OG0006960	ASTMX00079	XENTR16241
OG0006962	ASTMX00716	XENTR09246
OG0006964	ASTMX21391	XENTR09387
OG0006966	ASTMX09198	XENTR09367
OG0006967	ASTMX07737	XENTR03908
OG0006968	ASTMX20101	XENTR15434
OG0006969	ASTMX15725	XENTR16751
OG0006970	ASTMX10956, ASTMX17588	XENTR14271, XENTR14272
OG0006971	ASTMX14444	XENTR01201
OG0006972	ASTMX02143	XENTR19251
OG0006974	ASTMX18253	XENTR12649
OG0006974	ASTMX01542	XENTR05529
OG0006975	ASTMX05767	XENTR12996
OG0006976	ASTMX01198	XENTR01210
OG0006977	ASTMX13939	XENTR11302
OG0006978	ASTMX03349	XENTR16961
OG0006979	ASTMX20387	XENTR01458
OG0006980	ASTMX08911	XENTR06239
OG0006981	ASTMX18249	XENTR16320
OG0006982	ASTMX06903	XENTR11312
OG0006984	ASTMX01069, ASTMX17758	XENTR13708
OG0006984	ASTMX00621	XENTR02353
OG0006985	ASTMX08374	XENTR11227
OG0006987	ASTMX03786	XENTR01282, XENTR01281
OG0006988	ASTMX04994	XENTR12330
OG0006989	ASTMX13258	XENTR04170
OG0006990	ASTMX12780	XENTR08922
OG0006991	ASTMX17290	XENTR17838
OG0006993	ASTMX15549	XENTR09372
OG0006994	ASTMX16722	XENTR00114
OG0006996	ASTMX17714	XENTR01652
OG0006997	ASTMX16081	XENTR17546, XENTR17545
OG0006998	ASTMX20511	XENTR06955
OG0006999	ASTMX01835	XENTR00236
OG0007000	ASTMX15934	XENTR01902, XENTR01901
OG0007001	ASTMX14381	XENTR17344, XENTR17343
OG0007002	ASTMX16784	XENTR06832
OG0007003	ASTMX07209, ASTMX15526	XENTR16048
OG0007005	ASTMX22123	XENTR07132
OG0007006	ASTMX06196	XENTR12975
OG0007008	ASTMX15324	XENTR18543
OG0007009	ASTMX19873	XENTR09577
OG0007010	ASTMX11111	XENTR05499
OG0007011	ASTMX05849	XENTR05787
OG0007012	ASTMX09660	XENTR03267
OG0007013	ASTMX04505	XENTR09137
OG0007014	ASTMX08585	XENTR08855
OG0007015	ASTMX17285	XENTR02491
OG0007017	ASTMX21710	XENTR16539
OG0007018	ASTMX14959	XENTR13179
OG0007019	ASTMX01540	XENTR13839
OG0007020	ASTMX09751	XENTR09770
OG0007021	ASTMX12977	XENTR08839
OG0007022	ASTMX05294	XENTR16029
OG0007023	ASTMX16844	XENTR07024
OG0007025	ASTMX02047	XENTR13731
OG0007026	ASTMX05189	XENTR18056
OG0007027	ASTMX19969	XENTR19169, XENTR11118
OG0007029	ASTMX00701	XENTR07776
OG0007031	ASTMX20247	XENTR07790
OG0007032	ASTMX00154	XENTR17468
OG0007033	ASTMX01258	XENTR16190
OG0007034	ASTMX14249	XENTR05241
OG0007035	ASTMX03494, ASTMX12369	XENTR06046
OG0007036	ASTMX13788	XENTR17676, XENTR17677
OG0007037	ASTMX12701	XENTR05417
OG0007038	ASTMX01792	XENTR01237
OG0007039	ASTMX01368, ASTMX11134	XENTR03063
OG0007040	ASTMX09108	XENTR16157
OG0007041	ASTMX12415, ASTMX17229	XENTR01415
OG0007042	ASTMX10661	XENTR03360
OG0007043	ASTMX12586	XENTR02003
OG0007044	ASTMX08265	XENTR08465, XENTR13827
OG0007045	ASTMX05785	XENTR05481
OG0007046	ASTMX11335	XENTR09390
OG0007047	ASTMX00903	XENTR12940
OG0007048	ASTMX04983	XENTR12714
OG0007049	ASTMX02583	XENTR10205
OG0007050	ASTMX11641	XENTR10229
OG0007053	ASTMX17068	XENTR06867
OG0007054	ASTMX07334	XENTR17771
OG0007055	ASTMX13195	XENTR04557
OG0007056	ASTMX05882	XENTR04936
OG0007057	ASTMX12425	XENTR14128, XENTR07649
OG0007058	ASTMX07059	XENTR13895
OG0007059	ASTMX01512	XENTR01903
OG0007060	ASTMX01836	XENTR06697
OG0007061	ASTMX10503	XENTR12828
OG0007062	ASTMX15159	XENTR03101
OG0007063	ASTMX10117	XENTR05680
OG0007064	ASTMX19560	XENTR16371
OG0007065	ASTMX06285	XENTR04111
OG0007066	ASTMX22476	XENTR18528, XENTR05764
OG0007068	ASTMX10090	XENTR04871
OG0007070	ASTMX03138	XENTR08595
OG0007071	ASTMX08483	XENTR07783
OG0007072	ASTMX07084	XENTR07265
OG0007073	ASTMX19088	XENTR08573
OG0007074	ASTMX18317	XENTR03247
OG0007075	ASTMX15828, ASTMX07345	XENTR02206
OG0007076	ASTMX16160	XENTR15551
OG0007077	ASTMX11100	XENTR02860, XENTR01951
OG0007078	ASTMX15143	XENTR01751
OG0007079	ASTMX04560	XENTR16725
OG0007080	ASTMX08945	XENTR05164
OG0007081	ASTMX07386	XENTR06924
OG0007082	ASTMX10303	XENTR16647
OG0007083	ASTMX00902	XENTR12941
OG0007084	ASTMX21153	XENTR15425
OG0007085	ASTMX02625	XENTR03719
OG0007086	ASTMX07211	XENTR15548
OG0007087	ASTMX08152	XENTR10659
OG0007088	ASTMX15682	XENTR13069
OG0007090	ASTMX06534, ASTMX02841	XENTR04663
OG0007091	ASTMX11325	XENTR16106
OG0007092	ASTMX01277	XENTR09595
OG0007093	ASTMX22411, ASTMX21833	XENTR09556
OG0007094	ASTMX08477	XENTR03856
OG0007095	ASTMX09063	XENTR11185
OG0007096	ASTMX11766, ASTMX03776	XENTR15677
OG0007097	ASTMX19019	XENTR10319
OG0007098	ASTMX01065	XENTR00462
OG0007099	ASTMX18631	XENTR01909
OG0007100	ASTMX09252	XENTR02538
OG0007102	ASTMX09794	XENTR10584
OG0007103	ASTMX15827	XENTR09292
OG0007104	ASTMX02246, ASTMX12173	XENTR08818
OG0007105	ASTMX19209	XENTR17989, XENTR17988
OG0007106	ASTMX00806	XENTR02834
OG0007107	ASTMX19243	XENTR15605
OG0007108	ASTMX12153	XENTR11156
OG0007109	ASTMX08333	XENTR17008
OG0007111	ASTMX09580, ASTMX03137	XENTR16348
OG0007112	ASTMX05122	XENTR05305
OG0007113	ASTMX02092, ASTMX16843	XENTR07047
OG0007114	ASTMX13798	XENTR17139
OG0007115	ASTMX16286	XENTR10736
OG0007116	ASTMX19526	XENTR07013
OG0007117	ASTMX15880	XENTR15556
OG0007118	ASTMX14472	XENTR11167
OG0007119	ASTMX05484	XENTR00359
OG0007120	ASTMX06093	XENTR11017
OG0007122	ASTMX04799	XENTR13022
OG0007123	ASTMX16148	XENTR09569
OG0007124	ASTMX09795	XENTR10585
OG0007125	ASTMX16475	XENTR13558
OG0007126	ASTMX14075	XENTR05105
OG0007127	ASTMX12250, ASTMX01819	XENTR03372
OG0007128	ASTMX15167	XENTR05067
OG0007129	ASTMX13495	XENTR12453
OG0007130	ASTMX16072	XENTR10790
OG0007131	ASTMX13441	XENTR04760
OG0007132	ASTMX04322	XENTR18457
OG0007133	ASTMX21250	XENTR06849
OG0007134	ASTMX16982	XENTR14638
OG0007135	ASTMX00245	XENTR14139
OG0007136	ASTMX05160	XENTR11242
OG0007137	ASTMX18044	XENTR16364
OG0007138	ASTMX13115	XENTR01287
OG0007139	ASTMX04012	XENTR18713
OG0007140	ASTMX06549	XENTR14828
OG0007140	ASTMX15484	XENTR13212
OG0007141	ASTMX17349	XENTR04779
OG0007143	ASTMX01334	XENTR13932
OG0007144	ASTMX14074	XENTR05104
OG0007145	ASTMX08637	XENTR04506
OG0007147	ASTMX13962	XENTR17348
OG0007148	ASTMX17772	XENTR15137
OG0007150	ASTMX03541	XENTR09755
OG0007153	ASTMX01581	XENTR08905
OG0007154	ASTMX04579	XENTR03882
OG0007158	ASTMX13778, ASTMX13779	XENTR08364
OG0007159	ASTMX02076	XENTR09164
OG0007160	ASTMX19280	XENTR00523
OG0007161	ASTMX12648	XENTR12550
OG0007161	ASTMX10902	XENTR15126
OG0007162	ASTMX03979	XENTR17539
OG0007164	ASTMX04180	XENTR00655
OG0007165	ASTMX02974	XENTR02602
OG0007166	ASTMX12427	XENTR10142
OG0007168	ASTMX12719	XENTR01098
OG0007169	ASTMX15144, ASTMX00082	XENTR01753
OG0007171	ASTMX19376	XENTR07480
OG0007173	ASTMX08040	XENTR13485
OG0007174	ASTMX15803	XENTR18531, XENTR02471
OG0007175	ASTMX08991	XENTR08705, XENTR08706
OG0007176	ASTMX19988	XENTR14504
OG0007177	ASTMX13669	XENTR13081
OG0007178	ASTMX03848	XENTR03949
OG0007179	ASTMX11963	XENTR10416
OG0007181	ASTMX06406, ASTMX09641	XENTR10462
OG0007182	ASTMX03504	XENTR01510
OG0007183	ASTMX05746	XENTR04220
OG0007185	ASTMX07838	XENTR07399
OG0007186	ASTMX01462	XENTR13974
OG0007187	ASTMX05320	XENTR07115
OG0007188	ASTMX06664	XENTR08812
OG0007189	ASTMX20543	XENTR03901
OG0007190	ASTMX05931	XENTR01938
OG0007191	ASTMX21840	XENTR04764
OG0007192	ASTMX07871	XENTR00135
OG0007193	ASTMX07735, ASTMX14319	XENTR04773
OG0007193	ASTMX14687	XENTR15321
OG0007195	ASTMX16329	XENTR00526
OG0007199	ASTMX12249	XENTR12048
OG0007199	ASTMX15392	XENTR00223
OG0007200	ASTMX15610	XENTR08147
OG0007201	ASTMX04910	XENTR08891
OG0007203	ASTMX12264	XENTR17211
OG0007204	ASTMX05488	XENTR00365
OG0007204	ASTMX20399	XENTR13207
OG0007205	ASTMX12447, ASTMX11759	XENTR09932
OG0007205	ASTMX11341, ASTMX05725	XENTR16486
OG0007207	ASTMX09855, ASTMX09854, ASTMX07316, ASTMX07315	XENTR15852, XENTR15853, XENTR16511, XENTR16512, XENTR18398, XENTR16513, XENTR16514, XENTR16515, XENTR15851
OG0007209	ASTMX11363	XENTR06157
OG0007209	ASTMX15404	XENTR18958, XENTR11763
OG0007210	ASTMX11531, ASTMX11532, ASTMX11530, ASTMX11529, ASTMX14546, ASTMX11533	XENTR15235
OG0007211	ASTMX12876, ASTMX12870, ASTMX12871, ASTMX12869, ASTMX12371, ASTMX12872, ASTMX12873, ASTMX12874, ASTMX12875	XENTR16389
OG0007212	ASTMX16903, ASTMX13108	XENTR09369
OG0007212	ASTMX16940	XENTR18062
OG0007248	ASTMX11925	XENTR09965, XENTR09966
OG0007250	ASTMX04160	XENTR15090, XENTR15089
OG0007251	ASTMX21422	XENTR16778
OG0007253	ASTMX10666	XENTR15675
OG0007253	ASTMX22135	XENTR06641
OG0007254	ASTMX14077	XENTR16036
OG0007255	ASTMX20514	XENTR03356, XENTR03355
OG0007256	ASTMX11396	XENTR05599
OG0007258	ASTMX15166	XENTR05062
OG0007261	ASTMX18822, ASTMX21778	XENTR14144
OG0007264	ASTMX01064	XENTR00464, XENTR00463
OG0007266	ASTMX02148	XENTR14040
OG0007267	ASTMX06471	XENTR00329
OG0007268	ASTMX21870	XENTR07436
OG0007269	ASTMX01325	XENTR08034, XENTR06073
OG0007270	ASTMX04175, ASTMX22945	XENTR00919
OG0007271	ASTMX06578	XENTR06576
OG0007272	ASTMX05229	XENTR18622
OG0007273	ASTMX07371	XENTR11486
OG0007274	ASTMX02966	XENTR14808
OG0007275	ASTMX12595	XENTR10112
OG0007279	ASTMX12215	XENTR03525
OG0007280	ASTMX21182	XENTR04651
OG0007281	ASTMX19835	XENTR00958
OG0007282	ASTMX13185	XENTR10935
OG0007283	ASTMX04985	XENTR07330
OG0007284	ASTMX20942, ASTMX08706	XENTR07884
OG0007284	ASTMX11857	XENTR03693
OG0007285	ASTMX14462	XENTR05890
OG0007286	ASTMX18425	XENTR12572
OG0007288	ASTMX03770	XENTR04861
OG0007289	ASTMX13263	XENTR01683
OG0007290	ASTMX00594, ASTMX00595	XENTR07276
OG0007291	ASTMX18522	XENTR02444
OG0007292	ASTMX06760	XENTR16459
OG0007293	ASTMX00876	XENTR15743
OG0007294	ASTMX12341	XENTR14997
OG0007295	ASTMX04656	XENTR04865
OG0007296	ASTMX12421	XENTR00485
OG0007298	ASTMX13876	XENTR05560
OG0007300	ASTMX11999	XENTR05357
OG0007301	ASTMX00922	XENTR16260
OG0007302	ASTMX06041	XENTR00417
OG0007303	ASTMX10541	XENTR14363
OG0007304	ASTMX20413	XENTR08025
OG0007305	ASTMX03479	XENTR16934
OG0007306	ASTMX03689	XENTR11408
OG0007307	ASTMX04207	XENTR00613
OG0007308	ASTMX01916	XENTR02295
OG0007309	ASTMX11583	XENTR13050
OG0007310	ASTMX12704	XENTR13427
OG0007312	ASTMX04996	XENTR01859
OG0007314	ASTMX10223	XENTR14853
OG0007316	ASTMX02720	XENTR04896
OG0007317	ASTMX22022	XENTR13051
OG0007318	ASTMX00787	XENTR08377
OG0007319	ASTMX07462	XENTR16805
OG0007320	ASTMX12409	XENTR11235
OG0007321	ASTMX11807	XENTR12796
OG0007323	ASTMX17924	XENTR08193, XENTR08194
OG0007325	ASTMX02559	XENTR07774
OG0007326	ASTMX05141	XENTR05294
OG0007329	ASTMX09140	XENTR12936
OG0007330	ASTMX02261	XENTR08463
OG0007331	ASTMX20704	XENTR00732
OG0007333	ASTMX22709, ASTMX07160, ASTMX00006, ASTMX08588	XENTR12288
OG0007334	ASTMX00823	XENTR18884
OG0007335	ASTMX08086	XENTR07715
OG0007336	ASTMX07496	XENTR19188, XENTR12086
OG0007338	ASTMX02618	XENTR13663
OG0007339	ASTMX02641	XENTR03376
OG0007340	ASTMX08732	XENTR11750
OG0007341	ASTMX04204	XENTR00193
OG0007342	ASTMX19872	XENTR05724
OG0007344	ASTMX01305, ASTMX02473	XENTR15343
OG0007345	ASTMX06635	XENTR13476
OG0007347	ASTMX19348	XENTR11224
OG0007348	ASTMX04174	XENTR09214
OG0007351	ASTMX16249	XENTR03181
OG0007353	ASTMX00421	XENTR09557
OG0007354	ASTMX09586	XENTR00406
OG0007356	ASTMX09436	XENTR01249
OG0007357	ASTMX00212	XENTR15128
OG0007358	ASTMX13640, ASTMX13639	XENTR00577, XENTR00576
OG0007359	ASTMX02654, ASTMX18346	XENTR02146
OG0007360	ASTMX13128	XENTR00103
OG0007361	ASTMX04257	XENTR11435
OG0007363	ASTMX09519	XENTR10822
OG0007364	ASTMX19884	XENTR05632
OG0007365	ASTMX11544	XENTR00063
OG0007366	ASTMX07911	XENTR08103
OG0007367	ASTMX16066	XENTR00303
OG0007368	ASTMX21920	XENTR04464
OG0007369	ASTMX07879	XENTR01060
OG0007370	ASTMX04423	XENTR06534
OG0007371	ASTMX13154	XENTR13383
OG0007372	ASTMX12516	XENTR12651
OG0007373	ASTMX14113	XENTR03573
OG0007374	ASTMX12837	XENTR06461
OG0007376	ASTMX15253	XENTR04648
OG0007377	ASTMX03790	XENTR03953
OG0007378	ASTMX18122	XENTR11537
OG0007379	ASTMX14785	XENTR13530
OG0007380	ASTMX04916	XENTR17613
OG0007381	ASTMX20401	XENTR10253
OG0007384	ASTMX14111	XENTR07600
OG0007385	ASTMX09213	XENTR11824
OG0007386	ASTMX20935	XENTR18391
OG0007387	ASTMX15746	XENTR14518
OG0007388	ASTMX22670	XENTR17197
OG0007389	ASTMX10391	XENTR06158
OG0007390	ASTMX04953	XENTR18596
OG0007391	ASTMX13069	XENTR01526
OG0007392	ASTMX19324	XENTR04287
OG0007393	ASTMX01350	XENTR11702
OG0007394	ASTMX16185	XENTR12646
OG0007395	ASTMX01531	XENTR07594
OG0007396	ASTMX12830, ASTMX12829	XENTR00514
OG0007397	ASTMX14034	XENTR00313
OG0007399	ASTMX13453	XENTR04879
OG0007400	ASTMX09121	XENTR06104, XENTR06105
OG0007401	ASTMX12789	XENTR17065
OG0007402	ASTMX15982	XENTR11340
OG0007403	ASTMX16612	XENTR09758
OG0007405	ASTMX02602	XENTR12887
OG0007406	ASTMX09996	XENTR00832
OG0007407	ASTMX12099	XENTR07577
OG0007408	ASTMX09058	XENTR11855
OG0007409	ASTMX07509	XENTR03019
OG0007410	ASTMX19533	XENTR05602
OG0007411	ASTMX13621	XENTR19232
OG0007412	ASTMX13610	XENTR19082
OG0007415	ASTMX16033	XENTR06922
OG0007418	ASTMX04419	XENTR04049
OG0007419	ASTMX04991	XENTR11330
