Orthogroup	ASTMX	NEMVE
OG0006929	ASTMX14469	NEMVE08440
OG0006930	ASTMX18849	NEMVE25703, NEMVE25702
OG0006931	ASTMX01266	NEMVE13787
OG0006932	ASTMX01417	NEMVE05137
OG0006934	ASTMX00025	NEMVE24344
OG0006935	ASTMX18496	NEMVE13070
OG0006936	ASTMX10953	NEMVE03459, NEMVE10607
OG0006937	ASTMX14042	NEMVE21757
OG0006938	ASTMX05289	NEMVE06983
OG0006942	ASTMX13442	NEMVE13642
OG0006943	ASTMX16314	NEMVE05334
OG0006944	ASTMX02091	NEMVE06196
OG0006945	ASTMX00086, ASTMX21538	NEMVE08899
OG0006946	ASTMX14240	NEMVE14167
OG0006947	ASTMX01422	NEMVE01200
OG0006948	ASTMX02465	NEMVE13841, NEMVE20539
OG0006949	ASTMX06229	NEMVE22705
OG0006951	ASTMX12012	NEMVE22939
OG0006952	ASTMX00883	NEMVE05912
OG0006953	ASTMX13999	NEMVE17873
OG0006954	ASTMX20718	NEMVE22116
OG0006955	ASTMX07198, ASTMX07110	NEMVE06612
OG0006957	ASTMX04737	NEMVE04985
OG0006959	ASTMX03957, ASTMX19214	NEMVE12151
OG0006960	ASTMX00079	NEMVE13244
OG0006962	ASTMX00716	NEMVE14216
OG0006964	ASTMX21391	NEMVE09836
OG0006965	ASTMX06957	NEMVE21735, NEMVE20767
OG0006966	ASTMX09198	NEMVE24481
OG0006967	ASTMX07737	NEMVE19421
OG0006968	ASTMX20101	NEMVE00056
OG0006969	ASTMX15725	NEMVE15089
OG0006970	ASTMX10956, ASTMX17588	NEMVE23188
OG0006971	ASTMX14444	NEMVE23702, NEMVE20470
OG0006972	ASTMX02142	NEMVE12009
OG0006972	ASTMX02143	NEMVE13779
OG0006975	ASTMX05767	NEMVE13294
OG0006976	ASTMX01198	NEMVE05707
OG0006977	ASTMX13939	NEMVE15122
OG0006978	ASTMX03349	NEMVE08429, NEMVE20677
OG0006979	ASTMX20387	NEMVE07666
OG0006980	ASTMX08911	NEMVE14898
OG0006981	ASTMX18249	NEMVE02175
OG0006982	ASTMX06903	NEMVE06872
OG0006983	ASTMX04803	NEMVE25267
OG0006985	ASTMX08374	NEMVE04709
OG0006988	ASTMX04994	NEMVE05095
OG0006989	ASTMX13258	NEMVE14102
OG0006990	ASTMX12780	NEMVE23992
OG0006991	ASTMX17290	NEMVE25869
OG0006992	ASTMX01520	NEMVE06904
OG0006993	ASTMX15549	NEMVE25888
OG0006994	ASTMX16722	NEMVE06963
OG0006995	ASTMX13568	NEMVE10340
OG0006996	ASTMX17714	NEMVE23296
OG0006997	ASTMX16081	NEMVE23283
OG0006999	ASTMX01835	NEMVE22370, NEMVE03933
OG0007000	ASTMX15934	NEMVE24962
OG0007001	ASTMX14381	NEMVE12371
OG0007002	ASTMX16784	NEMVE25316
OG0007003	ASTMX07209, ASTMX15526	NEMVE18273
OG0007004	ASTMX09577	NEMVE25041
OG0007005	ASTMX22123	NEMVE06529
OG0007006	ASTMX06196	NEMVE25078
OG0007007	ASTMX02970	NEMVE06743
OG0007008	ASTMX15324	NEMVE08423
OG0007009	ASTMX19873	NEMVE17080
OG0007010	ASTMX11111	NEMVE07154
OG0007011	ASTMX05849	NEMVE14439
OG0007012	ASTMX09660	NEMVE08741
OG0007013	ASTMX04505	NEMVE23027, NEMVE20235
OG0007014	ASTMX08585	NEMVE07869
OG0007015	ASTMX17285	NEMVE01530
OG0007017	ASTMX21710	NEMVE09597
OG0007019	ASTMX01540	NEMVE19601
OG0007020	ASTMX09751	NEMVE13872
OG0007021	ASTMX12977	NEMVE19842, NEMVE16021
OG0007022	ASTMX05294	NEMVE13989
OG0007023	ASTMX16844	NEMVE19206
OG0007024	ASTMX00414	NEMVE22348
OG0007025	ASTMX02047	NEMVE24902
OG0007026	ASTMX05189	NEMVE10600
OG0007027	ASTMX19969	NEMVE14622
OG0007029	ASTMX00701	NEMVE14776
OG0007031	ASTMX20247	NEMVE10005
OG0007032	ASTMX00154	NEMVE08495
OG0007033	ASTMX01258	NEMVE13356
OG0007034	ASTMX14249	NEMVE13497
OG0007035	ASTMX03494, ASTMX12369	NEMVE14476
OG0007036	ASTMX13788	NEMVE22685
OG0007037	ASTMX12701	NEMVE13503
OG0007038	ASTMX01792	NEMVE05760
OG0007039	ASTMX01368, ASTMX11134	NEMVE09028, NEMVE00545
OG0007040	ASTMX09108	NEMVE13790
OG0007041	ASTMX12415, ASTMX17229	NEMVE25405, NEMVE18865
OG0007042	ASTMX10661	NEMVE18027
OG0007043	ASTMX12586	NEMVE05818
OG0007044	ASTMX08265	NEMVE13670
OG0007045	ASTMX05785	NEMVE11342
OG0007047	ASTMX00903	NEMVE23774
OG0007048	ASTMX04983, ASTMX07732	NEMVE22617
OG0007049	ASTMX02583	NEMVE24890
OG0007050	ASTMX11641	NEMVE01542
OG0007053	ASTMX17068	NEMVE21766
OG0007054	ASTMX07334	NEMVE10860
OG0007055	ASTMX13195	NEMVE15080
OG0007056	ASTMX05882	NEMVE14420
OG0007057	ASTMX12425	NEMVE14004
OG0007058	ASTMX07059	NEMVE17442
OG0007059	ASTMX01512	NEMVE21382, NEMVE22940
OG0007060	ASTMX01836	NEMVE23768
OG0007061	ASTMX10503	NEMVE02935
OG0007062	ASTMX15159	NEMVE24553
OG0007063	ASTMX10117	NEMVE09723
OG0007064	ASTMX19560	NEMVE07349
OG0007065	ASTMX06285	NEMVE22963
OG0007066	ASTMX22476	NEMVE22679
OG0007067	ASTMX08892	NEMVE22891
OG0007068	ASTMX10090	NEMVE19134
OG0007070	ASTMX03138	NEMVE14725
OG0007071	ASTMX08483	NEMVE18624
OG0007073	ASTMX19088	NEMVE14833
OG0007074	ASTMX18317	NEMVE25050
OG0007075	ASTMX15828, ASTMX07345	NEMVE25698
OG0007076	ASTMX16160	NEMVE07000, NEMVE20249
OG0007077	ASTMX11100	NEMVE15227
OG0007078	ASTMX15143	NEMVE19867
OG0007079	ASTMX04560	NEMVE25540
OG0007082	ASTMX10303	NEMVE02341
OG0007083	ASTMX00902	NEMVE23773
OG0007084	ASTMX21153	NEMVE22005
OG0007085	ASTMX02625	NEMVE25338
OG0007086	ASTMX07211	NEMVE14980, NEMVE19924
OG0007087	ASTMX08152	NEMVE07751
OG0007088	ASTMX15682	NEMVE05070
OG0007089	ASTMX02285	NEMVE11263
OG0007090	ASTMX06534, ASTMX02841	NEMVE05876
OG0007091	ASTMX11325	NEMVE13797
OG0007092	ASTMX01277	NEMVE07545
OG0007093	ASTMX22411, ASTMX21833	NEMVE13401
OG0007094	ASTMX08477	NEMVE07935
OG0007095	ASTMX09063	NEMVE15027
OG0007096	ASTMX11766, ASTMX03776	NEMVE05490
OG0007097	ASTMX19019	NEMVE14580
OG0007098	ASTMX01065	NEMVE13689
OG0007099	ASTMX18631	NEMVE24293, NEMVE20476
OG0007100	ASTMX09252	NEMVE06130
OG0007102	ASTMX09794	NEMVE05323
OG0007103	ASTMX15827	NEMVE05668, NEMVE15842
OG0007104	ASTMX02246, ASTMX12173	NEMVE06182
OG0007105	ASTMX19209	NEMVE17115
OG0007106	ASTMX00806	NEMVE14945
OG0007107	ASTMX19243	NEMVE05263
OG0007108	ASTMX12153	NEMVE13433
OG0007111	ASTMX09580, ASTMX03137	NEMVE25144
OG0007112	ASTMX05122	NEMVE10814
OG0007113	ASTMX02092, ASTMX16843	NEMVE10653
OG0007114	ASTMX13798	NEMVE09146
OG0007115	ASTMX16286	NEMVE16071
OG0007117	ASTMX15880	NEMVE22757
OG0007118	ASTMX14472	NEMVE02206
OG0007119	ASTMX05484	NEMVE02886, NEMVE13562
OG0007120	ASTMX06093	NEMVE06186
OG0007121	ASTMX18720	NEMVE25193
OG0007122	ASTMX04799	NEMVE14233
OG0007124	ASTMX09795	NEMVE10468
OG0007125	ASTMX16475	NEMVE11876, NEMVE10855
OG0007126	ASTMX14075	NEMVE22756
OG0007127	ASTMX12250, ASTMX01819	NEMVE13588
OG0007128	ASTMX15167	NEMVE13615
OG0007129	ASTMX09310, ASTMX13495	NEMVE04898
OG0007130	ASTMX16072	NEMVE25495, NEMVE21143
OG0007131	ASTMX13441	NEMVE23758, NEMVE12360
OG0007132	ASTMX04322	NEMVE06535, NEMVE12522
OG0007133	ASTMX21250	NEMVE11996, NEMVE06036
OG0007134	ASTMX16982	NEMVE13156
OG0007135	ASTMX00245	NEMVE14282
OG0007136	ASTMX05160	NEMVE08828
OG0007137	ASTMX18044	NEMVE14801
OG0007138	ASTMX13115	NEMVE09440, NEMVE12478
OG0007139	ASTMX04012	NEMVE09713
OG0007141	ASTMX17349	NEMVE14565
OG0007143	ASTMX01334	NEMVE08778, NEMVE20919
OG0007145	ASTMX08637	NEMVE19580
OG0007147	ASTMX13962	NEMVE13817
OG0007148	ASTMX17772	NEMVE22073
OG0007150	ASTMX03541	NEMVE11424
OG0007152	ASTMX14227, ASTMX14226	NEMVE25856
OG0007153	ASTMX01581	NEMVE18215
OG0007154	ASTMX04579	NEMVE23811
OG0007158	ASTMX13778, ASTMX13779	NEMVE25894
OG0007159	ASTMX02076	NEMVE15742
OG0007161	ASTMX12648, ASTMX10902	NEMVE21945
OG0007163	ASTMX14930	NEMVE16742
OG0007164	ASTMX04180	NEMVE18934
OG0007165	ASTMX02974	NEMVE14929
OG0007166	ASTMX12427	NEMVE07634
OG0007171	ASTMX19376	NEMVE22675
OG0007173	ASTMX08040	NEMVE10079
OG0007174	ASTMX15803	NEMVE07400
OG0007175	ASTMX08991	NEMVE21931
OG0007176	ASTMX19988	NEMVE05885
OG0007177	ASTMX13669	NEMVE06930
OG0007178	ASTMX03848	NEMVE09946
OG0007179	ASTMX11963	NEMVE24920
OG0007180	ASTMX07909	NEMVE22211
OG0007181	ASTMX06406, ASTMX09641	NEMVE22672, NEMVE11674
OG0007182	ASTMX03504	NEMVE25249
OG0007183	ASTMX05746	NEMVE01494, NEMVE21223
OG0007184	ASTMX04306	NEMVE13898
OG0007186	ASTMX01462	NEMVE16937
OG0007187	ASTMX05320	NEMVE13089
OG0007188	ASTMX06664	NEMVE21925
OG0007189	ASTMX20543	NEMVE08515
OG0007190	ASTMX05931	NEMVE09045
OG0007191	ASTMX21840	NEMVE04826
OG0007192	ASTMX07871	NEMVE12614
OG0007195	ASTMX16329	NEMVE21446
OG0007199	ASTMX12249, ASTMX15392	NEMVE05797
OG0007200	ASTMX15610	NEMVE18894
OG0007201	ASTMX04910	NEMVE15153, NEMVE03813
OG0007204	ASTMX05488, ASTMX20399	NEMVE22074
OG0007208	ASTMX11191	NEMVE19982
OG0007209	ASTMX11363, ASTMX15404	NEMVE06647, NEMVE25525
OG0007214	ASTMX20677	NEMVE15542, NEMVE25539
OG0007248	ASTMX11925	NEMVE05909
OG0007250	ASTMX04160	NEMVE23608
OG0007251	ASTMX21422	NEMVE08156, NEMVE08153
OG0007253	ASTMX10666, ASTMX22135	NEMVE01126
OG0007254	ASTMX14077	NEMVE23140
OG0007255	ASTMX20514	NEMVE06734
OG0007256	ASTMX11396	NEMVE11220, NEMVE11514
OG0007258	ASTMX15166	NEMVE00047, NEMVE14648
OG0007261	ASTMX18822, ASTMX21778	NEMVE06464, NEMVE10739
OG0007264	ASTMX01064	NEMVE15060
OG0007266	ASTMX02148	NEMVE15550, NEMVE00843
OG0007267	ASTMX06471	NEMVE01298
OG0007268	ASTMX21870	NEMVE08006
OG0007270	ASTMX04175, ASTMX22945	NEMVE23267
OG0007271	ASTMX06578	NEMVE14749
OG0007272	ASTMX05229	NEMVE17086
OG0007273	ASTMX07371	NEMVE22414
OG0007274	ASTMX02966	NEMVE12604, NEMVE24366
OG0007275	ASTMX12595	NEMVE14669
OG0007276	ASTMX21244	NEMVE11672
OG0007279	ASTMX12215	NEMVE24542
OG0007280	ASTMX21182	NEMVE14013
OG0007281	ASTMX19835	NEMVE23664
OG0007282	ASTMX13185	NEMVE13645
OG0007286	ASTMX18425	NEMVE05488, NEMVE09092
OG0007287	ASTMX03831, ASTMX23078	NEMVE09473, NEMVE05342, NEMVE01264, NEMVE05872, NEMVE18858, NEMVE08747, NEMVE08291
OG0007288	ASTMX03770	NEMVE08146
OG0007289	ASTMX13263	NEMVE10504
OG0007290	ASTMX00594, ASTMX00595	NEMVE17402
OG0007291	ASTMX18522	NEMVE14746
OG0007292	ASTMX06760	NEMVE08212
OG0007293	ASTMX00876	NEMVE13245
OG0007294	ASTMX12341	NEMVE05938
OG0007295	ASTMX04656	NEMVE19179
OG0007296	ASTMX12421	NEMVE13425
OG0007297	ASTMX03978	NEMVE05122
OG0007299	ASTMX19667	NEMVE17700
OG0007300	ASTMX11999	NEMVE10414
OG0007301	ASTMX00922	NEMVE05910
OG0007302	ASTMX06041	NEMVE24421
OG0007303	ASTMX10541	NEMVE21168, NEMVE21934
OG0007304	ASTMX20413	NEMVE19345
OG0007305	ASTMX03479	NEMVE18637
OG0007306	ASTMX03689	NEMVE18933
OG0007307	ASTMX04207	NEMVE15849
OG0007309	ASTMX11583	NEMVE10518, NEMVE20201
OG0007310	ASTMX12704	NEMVE06728
OG0007312	ASTMX04996	NEMVE23732
OG0007314	ASTMX10223	NEMVE14601
OG0007316	ASTMX02720	NEMVE13237
OG0007317	ASTMX22022	NEMVE07571
OG0007318	ASTMX00787	NEMVE13190
OG0007319	ASTMX07462	NEMVE13526
OG0007320	ASTMX12409	NEMVE13887
OG0007321	ASTMX11807	NEMVE14743
OG0007322	ASTMX11199	NEMVE13884
OG0007323	ASTMX17924	NEMVE15965
OG0007325	ASTMX02559	NEMVE14080
OG0007326	ASTMX05141	NEMVE02450
OG0007327	ASTMX16928	NEMVE09633
OG0007328	ASTMX18500, ASTMX09690	NEMVE25409
OG0007329	ASTMX09140	NEMVE24680
OG0007331	ASTMX20704	NEMVE17405, NEMVE06097
OG0007333	ASTMX22709, ASTMX07160, ASTMX00006, ASTMX08588	NEMVE18252
OG0007334	ASTMX00823	NEMVE09677
OG0007335	ASTMX08086	NEMVE10469
OG0007336	ASTMX07496	NEMVE22461
OG0007337	ASTMX12916	NEMVE05791
OG0007338	ASTMX02618	NEMVE08790
OG0007339	ASTMX02641	NEMVE04953
OG0007340	ASTMX08732	NEMVE06786
OG0007341	ASTMX04204	NEMVE14964
OG0007342	ASTMX19872	NEMVE14032
OG0007343	ASTMX18185	NEMVE06113
OG0007344	ASTMX01305, ASTMX02473	NEMVE17645
OG0007347	ASTMX19348	NEMVE05928
OG0007348	ASTMX04174	NEMVE25081
OG0007349	ASTMX13465	NEMVE24138
OG0007351	ASTMX16249	NEMVE15176
OG0007352	ASTMX15445	NEMVE22263
OG0007353	ASTMX00421	NEMVE09891
OG0007354	ASTMX09586	NEMVE12447, NEMVE22312
OG0007355	ASTMX20506	NEMVE26015, NEMVE24494
OG0007356	ASTMX09436	NEMVE22435
OG0007357	ASTMX00212	NEMVE03442
OG0007358	ASTMX13640, ASTMX13639	NEMVE22472
OG0007360	ASTMX13128	NEMVE13667
OG0007361	ASTMX04257	NEMVE21896
OG0007363	ASTMX09519	NEMVE07823
OG0007364	ASTMX19884	NEMVE14072
OG0007365	ASTMX11544	NEMVE02500
OG0007366	ASTMX07911	NEMVE10651
OG0007367	ASTMX16066	NEMVE14913
OG0007368	ASTMX21920, ASTMX21921	NEMVE21985
OG0007369	ASTMX07879	NEMVE04959
OG0007370	ASTMX04423	NEMVE24854
OG0007371	ASTMX13154	NEMVE22865
OG0007372	ASTMX12516	NEMVE14160
OG0007373	ASTMX14113	NEMVE22902
OG0007374	ASTMX12837	NEMVE10037
OG0007376	ASTMX15253	NEMVE14158
OG0007377	ASTMX03790	NEMVE01324
OG0007378	ASTMX18122	NEMVE23117
OG0007380	ASTMX04916	NEMVE06086, NEMVE12199
OG0007381	ASTMX20401	NEMVE23101
OG0007382	ASTMX17402	NEMVE14758
OG0007385	ASTMX09213	NEMVE14990
OG0007386	ASTMX20935	NEMVE13865, NEMVE00269
OG0007387	ASTMX15746	NEMVE23956
OG0007388	ASTMX22670	NEMVE05194
OG0007389	ASTMX10391	NEMVE25345
OG0007390	ASTMX04953	NEMVE24823
OG0007391	ASTMX13069	NEMVE08201
OG0007392	ASTMX19324	NEMVE13961
OG0007393	ASTMX01350	NEMVE00582, NEMVE21768
OG0007394	ASTMX16185	NEMVE22615
OG0007395	ASTMX01531	NEMVE17435
OG0007396	ASTMX12830, ASTMX12829	NEMVE15920
OG0007397	ASTMX14034	NEMVE09462
OG0007399	ASTMX13453	NEMVE09265
OG0007401	ASTMX12789	NEMVE13443
OG0007402	ASTMX15982	NEMVE14824
OG0007403	ASTMX16612	NEMVE18192
OG0007405	ASTMX02602	NEMVE13995
OG0007407	ASTMX12099	NEMVE14797
OG0007408	ASTMX09058	NEMVE08149
OG0007409	ASTMX07509	NEMVE13321
OG0007411	ASTMX13621	NEMVE14384
OG0007412	ASTMX13610	NEMVE08446
OG0007415	ASTMX16034, ASTMX16033	NEMVE22466
OG0007416	ASTMX17243	NEMVE04678
OG0007417	ASTMX20315	NEMVE08802
OG0007418	ASTMX04419	NEMVE25117
OG0007419	ASTMX04991	NEMVE14407
OG0007421	ASTMX05344	NEMVE01648
OG0007422	ASTMX19693	NEMVE06450
OG0007423	ASTMX12312, ASTMX03626	NEMVE09572
OG0007424	ASTMX15981	NEMVE07064
OG0007425	ASTMX02596	NEMVE01463
OG0007426	ASTMX12404, ASTMX22699	NEMVE25299
OG0007427	ASTMX12286	NEMVE11584, NEMVE11585
OG0007430	ASTMX03740	NEMVE21972
OG0007431	ASTMX01820	NEMVE22905
OG0007432	ASTMX14921	NEMVE23141
OG0007433	ASTMX17755	NEMVE14283, NEMVE02780
OG0007436	ASTMX15686, ASTMX15687	NEMVE08293
OG0007437	ASTMX18512, ASTMX04683	NEMVE06897
OG0007438	ASTMX09594	NEMVE24737
OG0007439	ASTMX19373	NEMVE02374, NEMVE20588
OG0007440	ASTMX05556	NEMVE21710
OG0007441	ASTMX09117	NEMVE10398
OG0007442	ASTMX06460	NEMVE22223
OG0007443	ASTMX12858	NEMVE25371
OG0007445	ASTMX06203	NEMVE24684
OG0007446	ASTMX05100	NEMVE14884
OG0007449	ASTMX17730	NEMVE18235
OG0007450	ASTMX04602	NEMVE01821, NEMVE07887
OG0007451	ASTMX12754	NEMVE09386
OG0007452	ASTMX07761	NEMVE00170, NEMVE13609
OG0007453	ASTMX23041, ASTMX14696	NEMVE13424
OG0007454	ASTMX12724	NEMVE14909
OG0007455	ASTMX07952	NEMVE14702
OG0007456	ASTMX09758	NEMVE06082
OG0007457	ASTMX13240	NEMVE19632, NEMVE25342
OG0007459	ASTMX04370	NEMVE25566
OG0007460	ASTMX03203	NEMVE14451
OG0007463	ASTMX08538	NEMVE20726, NEMVE22590
OG0007464	ASTMX01898	NEMVE24268
OG0007465	ASTMX22932	NEMVE22007
OG0007467	ASTMX18832	NEMVE21131
OG0007470	ASTMX16381, ASTMX00497	NEMVE24480
OG0007471	ASTMX05581	NEMVE23466
OG0007472	ASTMX08198	NEMVE14194
OG0007473	ASTMX04881	NEMVE21682
OG0007475	ASTMX09706	NEMVE10836
OG0007476	ASTMX18971	NEMVE15012
OG0007477	ASTMX19734	NEMVE05313
OG0007478	ASTMX10619	NEMVE15694
OG0007480	ASTMX07621	NEMVE13266
OG0007481	ASTMX09636	NEMVE22561
OG0007482	ASTMX15375	NEMVE13581
OG0007483	ASTMX18379	NEMVE08075
OG0007484	ASTMX16513	NEMVE06907
OG0007485	ASTMX15236	NEMVE25477
OG0007487	ASTMX04401	NEMVE19514
OG0007488	ASTMX15704	NEMVE24850
OG0007489	ASTMX20723	NEMVE13290
OG0007490	ASTMX11459	NEMVE24955
OG0007491	ASTMX21855	NEMVE15400
OG0007492	ASTMX22346	NEMVE12352
OG0007494	ASTMX10193	NEMVE13649
OG0007495	ASTMX11414	NEMVE14337
OG0007496	ASTMX22765	NEMVE05960
OG0007497	ASTMX00120	NEMVE06046, NEMVE11399, NEMVE04682, NEMVE18627
OG0007498	ASTMX21105	NEMVE11016, NEMVE12879
OG0007499	ASTMX03949	NEMVE18098
OG0007500	ASTMX04154, ASTMX15693	NEMVE22504
OG0007501	ASTMX07151	NEMVE15355
OG0007503	ASTMX06574	NEMVE11611
OG0007504	ASTMX12320	NEMVE23039
OG0007506	ASTMX01578	NEMVE22395
OG0007507	ASTMX22746	NEMVE25891
OG0007508	ASTMX03316	NEMVE14963
OG0007509	ASTMX09639	NEMVE17668
OG0007510	ASTMX02461	NEMVE05795
OG0007513	ASTMX22406, ASTMX07121	NEMVE25913
OG0007515	ASTMX11064	NEMVE25353
OG0007517	ASTMX00346	NEMVE22057
OG0007518	ASTMX22420	NEMVE14498
OG0007519	ASTMX02575	NEMVE13604
OG0007524	ASTMX11833	NEMVE19720
OG0007525	ASTMX02842	NEMVE25128, NEMVE07761
OG0007527	ASTMX20421, ASTMX12338	NEMVE24239
OG0007528	ASTMX16867	NEMVE16685, NEMVE16684
OG0007531	ASTMX21127	NEMVE14641
OG0007533	ASTMX18571, ASTMX19307	NEMVE25147
OG0007543	ASTMX03328, ASTMX03114, ASTMX03844	NEMVE06335
OG0007546	ASTMX08577	NEMVE04938
OG0007548	ASTMX09188	NEMVE10764
OG0007552	ASTMX15490, ASTMX17347	NEMVE01711
OG0007582	ASTMX04137	NEMVE25110
OG0007583	ASTMX03611	NEMVE05002
OG0007586	ASTMX18851	NEMVE21958
OG0007587	ASTMX10665	NEMVE05439
OG0007588	ASTMX16311	NEMVE14974
OG0007589	ASTMX14018	NEMVE00133, NEMVE16108
OG0007591	ASTMX10219	NEMVE14305
OG0007592	ASTMX15697	NEMVE25777
OG0007593	ASTMX05699	NEMVE08761
OG0007594	ASTMX19718	NEMVE13798, NEMVE12256
OG0007597	ASTMX12506	NEMVE02017
OG0007598	ASTMX15421	NEMVE13275, NEMVE15766
OG0007600	ASTMX06490	NEMVE25474
OG0007601	ASTMX14174	NEMVE20762, NEMVE06284, NEMVE12569
OG0007602	ASTMX12453	NEMVE08220
OG0007603	ASTMX06253	NEMVE25916
OG0007604	ASTMX02553	NEMVE15922
OG0007605	ASTMX01306, ASTMX02474	NEMVE22713
OG0007606	ASTMX08449	NEMVE07882
OG0007607	ASTMX05677	NEMVE14803
OG0007608	ASTMX09087, ASTMX00919	NEMVE25259
OG0007609	ASTMX13434	NEMVE14141
OG0007610	ASTMX00949	NEMVE13618
OG0007612	ASTMX05194	NEMVE13493
OG0007613	ASTMX02855	NEMVE25112
OG0007614	ASTMX02573	NEMVE25043
OG0007615	ASTMX21643	NEMVE13394
OG0007616	ASTMX07503, ASTMX07502	NEMVE22755
OG0007619	ASTMX18208	NEMVE22719
OG0007621	ASTMX08854	NEMVE15854
OG0007622	ASTMX11258	NEMVE14178
OG0007624	ASTMX07491	NEMVE01610
OG0007626	ASTMX04623	NEMVE09273
OG0007628	ASTMX19581	NEMVE07362
OG0007629	ASTMX13084	NEMVE03312, NEMVE13373
OG0007631	ASTMX20840, ASTMX09783	NEMVE06747, NEMVE11236
OG0007632	ASTMX18462, ASTMX04246	NEMVE14960
OG0007633	ASTMX02751	NEMVE04946
OG0007634	ASTMX19337	NEMVE23401
OG0007637	ASTMX04583	NEMVE16744, NEMVE06908
OG0007638	ASTMX06881	NEMVE25858
OG0007639	ASTMX18691	NEMVE06099
OG0007640	ASTMX17837, ASTMX02941	NEMVE08959
OG0007643	ASTMX05389	NEMVE25518, NEMVE22109, NEMVE16341
OG0007645	ASTMX05408	NEMVE06297
OG0007646	ASTMX00141	NEMVE11980, NEMVE25514
OG0007647	ASTMX19745	NEMVE17951
OG0007648	ASTMX09097	NEMVE07012
OG0007650	ASTMX15984	NEMVE08861
OG0007651	ASTMX20922	NEMVE06271
OG0007652	ASTMX20055, ASTMX09733	NEMVE24675
OG0007653	ASTMX11577	NEMVE20290
OG0007654	ASTMX12009	NEMVE25572
OG0007656	ASTMX02152	NEMVE00479, NEMVE05622
OG0007657	ASTMX19589	NEMVE09719
OG0007658	ASTMX08797	NEMVE17719
OG0007659	ASTMX12190	NEMVE15005
OG0007660	ASTMX11758	NEMVE06829
OG0007663	ASTMX21598	NEMVE03506
OG0007664	ASTMX00404	NEMVE08366, NEMVE09875
OG0007666	ASTMX17057, ASTMX14860	NEMVE06300
OG0007667	ASTMX06071	NEMVE21308
OG0007669	ASTMX00417	NEMVE09329
OG0007670	ASTMX08467	NEMVE00374, NEMVE13235
OG0007672	ASTMX00534, ASTMX00119	NEMVE10871
OG0007674	ASTMX20726	NEMVE09137
OG0007675	ASTMX07674	NEMVE14230
OG0007676	ASTMX19972	NEMVE09075
OG0007679	ASTMX04667	NEMVE14614
OG0007680	ASTMX05414	NEMVE09957
OG0007681	ASTMX12414	NEMVE11266, NEMVE04177
OG0007684	ASTMX06059	NEMVE07913
OG0007685	ASTMX02773	NEMVE22475
OG0007687	ASTMX17669	NEMVE15064
OG0007688	ASTMX13121	NEMVE23866
OG0007689	ASTMX16346	NEMVE15533, NEMVE25163
OG0007690	ASTMX14447	NEMVE09407
OG0007691	ASTMX14360	NEMVE14856, NEMVE10823, NEMVE19790, NEMVE14812
OG0007692	ASTMX14270	NEMVE24948
OG0007694	ASTMX07418	NEMVE14461
OG0007695	ASTMX05012, ASTMX04328	NEMVE15957
OG0007696	ASTMX12954, ASTMX08314	NEMVE13808
OG0007697	ASTMX17473	NEMVE22701
OG0007698	ASTMX10373	NEMVE19391
OG0007700	ASTMX20412	NEMVE06383, NEMVE20983
OG0007701	ASTMX16330	NEMVE23722
OG0007702	ASTMX22374, ASTMX04372	NEMVE22678
OG0007703	ASTMX19453	NEMVE22465
OG0007704	ASTMX12994	NEMVE13360
OG0007705	ASTMX17453	NEMVE23373
OG0007707	ASTMX20330, ASTMX04335, ASTMX06982	NEMVE17260, NEMVE19486, NEMVE17005
OG0007708	ASTMX05720	NEMVE14576
OG0007709	ASTMX10589	NEMVE14284
OG0007711	ASTMX13419	NEMVE03458, NEMVE16976
OG0007712	ASTMX07651	NEMVE16922
OG0007713	ASTMX19622	NEMVE10952
OG0007714	ASTMX01182	NEMVE04698
OG0007715	ASTMX15762	NEMVE14423
OG0007716	ASTMX22069	NEMVE24083
OG0007717	ASTMX12667	NEMVE14630
OG0007718	ASTMX06214	NEMVE14642
OG0007721	ASTMX05840	NEMVE16202
OG0007722	ASTMX00744	NEMVE12233, NEMVE24674
OG0007724	ASTMX03607	NEMVE08494
OG0007725	ASTMX13307, ASTMX16772	NEMVE08931
OG0007727	ASTMX14601	NEMVE22125
OG0007728	ASTMX06139	NEMVE19501
OG0007729	ASTMX18244	NEMVE05917
OG0007730	ASTMX07395	NEMVE22534
OG0007733	ASTMX01784	NEMVE13390
OG0007734	ASTMX15091, ASTMX03999	NEMVE01827
OG0007739	ASTMX06348	NEMVE13651
OG0007741	ASTMX04638	NEMVE02338
OG0007743	ASTMX04763	NEMVE22363
OG0007744	ASTMX19319	NEMVE15801
OG0007745	ASTMX00381	NEMVE23484
OG0007746	ASTMX01281	NEMVE15823
OG0007748	ASTMX05821	NEMVE23336
OG0007749	ASTMX05167	NEMVE14299, NEMVE12664
OG0007750	ASTMX13139	NEMVE16263
OG0007751	ASTMX19310	NEMVE21679
OG0007752	ASTMX18140	NEMVE25084
OG0007753	ASTMX21748	NEMVE09762
OG0007754	ASTMX14947	NEMVE04608
OG0007756	ASTMX12102	NEMVE21769, NEMVE21203
OG0007758	ASTMX04015	NEMVE24832
OG0007759	ASTMX08280	NEMVE23846
OG0007761	ASTMX05522, ASTMX22088	NEMVE10403
OG0007763	ASTMX17791	NEMVE01958, NEMVE20035
OG0007766	ASTMX07721	NEMVE05141
OG0007767	ASTMX08912	NEMVE13662
OG0007769	ASTMX18905	NEMVE08042
