Orthogroup	ASTMX	MOUSE
OG0005523	ASTMX18617	MOUSE31328, MOUSE31330, MOUSE31329
OG0005524	ASTMX16131	MOUSE03806
OG0005524	ASTMX21239	MOUSE53499
OG0005525	ASTMX21372	MOUSE21158, MOUSE21161, MOUSE21157, MOUSE21159, MOUSE21162
OG0005527	ASTMX08332, ASTMX16170	MOUSE14339
OG0005528	ASTMX00336	MOUSE47013, MOUSE47014, MOUSE47011, MOUSE47012
OG0005529	ASTMX22339	MOUSE14359, MOUSE14360
OG0005531	ASTMX03067	MOUSE39214, MOUSE39216, MOUSE39215
OG0005532	ASTMX18450	MOUSE24723, MOUSE24724, MOUSE24720, MOUSE24722, MOUSE24721
OG0005533	ASTMX07259	MOUSE01776
OG0005534	ASTMX21959	MOUSE01291, MOUSE01290, MOUSE01286, MOUSE01289, MOUSE01285
OG0005535	ASTMX09345	MOUSE38037, MOUSE38038, MOUSE38036
OG0005536	ASTMX03369	MOUSE20739
OG0005537	ASTMX19675	MOUSE33891
OG0005538	ASTMX16038	MOUSE05391
OG0005539	ASTMX05009	MOUSE33970
OG0005540	ASTMX20980, ASTMX22718	MOUSE10000
OG0005541	ASTMX05011	MOUSE33972
OG0005542	ASTMX07623	MOUSE46620
OG0005542	ASTMX05033	MOUSE47885
OG0005543	ASTMX03850, ASTMX03418	MOUSE25342
OG0005544	ASTMX17275, ASTMX01442	MOUSE05623, MOUSE05629, MOUSE05630, MOUSE05624, MOUSE05625, MOUSE05621, MOUSE05626
OG0005545	ASTMX00772	MOUSE10209
OG0005546	ASTMX18692, ASTMX22004	MOUSE06083
OG0005546	ASTMX16029	MOUSE46088
OG0005547	ASTMX18690, ASTMX19506	MOUSE11555, MOUSE11554, MOUSE11556, MOUSE11557, MOUSE11558, MOUSE11553, MOUSE11551, MOUSE11552, MOUSE11550
OG0005548	ASTMX06655, ASTMX16461	MOUSE11472
OG0005548	ASTMX06956	MOUSE36901, MOUSE36899, MOUSE36900
OG0005550	ASTMX12756	MOUSE12383, MOUSE12377
OG0005551	ASTMX01435	MOUSE05208, MOUSE05209
OG0005552	ASTMX13795	MOUSE17760, MOUSE17761
OG0005553	ASTMX13094	MOUSE26003, MOUSE26002
OG0005554	ASTMX16599	MOUSE49618, MOUSE49617, MOUSE49619
OG0005555	ASTMX07122	MOUSE01742, MOUSE01740
OG0005555	ASTMX13960	MOUSE11306
OG0005556	ASTMX11200	MOUSE25868, MOUSE18602
OG0005557	ASTMX06022	MOUSE37215, MOUSE37214
OG0005558	ASTMX08517	MOUSE07879, MOUSE07880
OG0005558	ASTMX09740	MOUSE20295
OG0005559	ASTMX00829	MOUSE34043
OG0005560	ASTMX00944	MOUSE28923
OG0005562	ASTMX06106	MOUSE51157, MOUSE51155
OG0005563	ASTMX00176	MOUSE47511, MOUSE47513, MOUSE47514
OG0005564	ASTMX10364	MOUSE25642, MOUSE25641, MOUSE25643
OG0005565	ASTMX10175	MOUSE05505, MOUSE05506
OG0005566	ASTMX05096, ASTMX12856	MOUSE37713, MOUSE37712
OG0005567	ASTMX15001, ASTMX15002	MOUSE05137, MOUSE05138
OG0005568	ASTMX08532, ASTMX08326	MOUSE39017, MOUSE39016
OG0005569	ASTMX02226	MOUSE44374, MOUSE44376
OG0005572	ASTMX21476	MOUSE20849, MOUSE13095
OG0005573	ASTMX02220	MOUSE44349, MOUSE44350
OG0005574	ASTMX11029	MOUSE52201, MOUSE52202, MOUSE52191, MOUSE52192
OG0005575	ASTMX17507	MOUSE52074, MOUSE52073, MOUSE52075
OG0005576	ASTMX09543	MOUSE16000, MOUSE16001
OG0005577	ASTMX07173	MOUSE15605
OG0005577	ASTMX20654	MOUSE34486
OG0005578	ASTMX01842	MOUSE43531, MOUSE43532
OG0005579	ASTMX12942	MOUSE00036
OG0005579	ASTMX10663	MOUSE13409
OG0005580	ASTMX11943	MOUSE18394
OG0005581	ASTMX10963	MOUSE19984
OG0005582	ASTMX12271	MOUSE07215, MOUSE07214, MOUSE07213
OG0005583	ASTMX12841	MOUSE19508
OG0005583	ASTMX02169	MOUSE51774
OG0005584	ASTMX17478	MOUSE19860, MOUSE19802
OG0005585	ASTMX05343, ASTMX19179	MOUSE02357
OG0005585	ASTMX04157, ASTMX14769	MOUSE22453
OG0005586	ASTMX07781	MOUSE09406
OG0005586	ASTMX14732	MOUSE30388, MOUSE30387, MOUSE48931
OG0005587	ASTMX08305	MOUSE27572, MOUSE27570, MOUSE27569, MOUSE27571
OG0005588	ASTMX07390	MOUSE25038, MOUSE25037
OG0005589	ASTMX08668	MOUSE26423, MOUSE26422
OG0005590	ASTMX13325	MOUSE47493
OG0005591	ASTMX01207	MOUSE00695
OG0005592	ASTMX14187	MOUSE48603, MOUSE48604, MOUSE48602, MOUSE48605
OG0005593	ASTMX09809	MOUSE12514, MOUSE12513
OG0005594	ASTMX16856	MOUSE13391, MOUSE13390
OG0005595	ASTMX10283	MOUSE52151, MOUSE52150
OG0005596	ASTMX03471	MOUSE38186, MOUSE38185, MOUSE38187
OG0005597	ASTMX19498	MOUSE22035
OG0005598	ASTMX02232	MOUSE51444
OG0005599	ASTMX00948	MOUSE52648
OG0005600	ASTMX01740	MOUSE55114, MOUSE55109, MOUSE55110, MOUSE55113, MOUSE55111, MOUSE55112
OG0005601	ASTMX07076	MOUSE51597, MOUSE51599, MOUSE51600, MOUSE51598, MOUSE51601
OG0005602	ASTMX21933	MOUSE11673, MOUSE11671, MOUSE11672, MOUSE11674, MOUSE11675, MOUSE11670, MOUSE11669
OG0005603	ASTMX10081	MOUSE36209
OG0005604	ASTMX08556	MOUSE21905, MOUSE21907, MOUSE21908, MOUSE21906
OG0005605	ASTMX19759	MOUSE36876, MOUSE36877
OG0005606	ASTMX05075	MOUSE13143, MOUSE13142, MOUSE13140, MOUSE13144, MOUSE13141
OG0005607	ASTMX16802	MOUSE54462
OG0005607	ASTMX04203	MOUSE00215
OG0005608	ASTMX15644	MOUSE07551, MOUSE07553
OG0005609	ASTMX02236	MOUSE51555
OG0005610	ASTMX01166	MOUSE54699
OG0005611	ASTMX10215	MOUSE03796, MOUSE03797, MOUSE03795
OG0005612	ASTMX16550	MOUSE07615
OG0005613	ASTMX20883, ASTMX11580	MOUSE03012
OG0005614	ASTMX02759	MOUSE08202, MOUSE08200, MOUSE08199
OG0005615	ASTMX12601	MOUSE41849, MOUSE41848
OG0005616	ASTMX11088	MOUSE19033, MOUSE19032
OG0005617	ASTMX05490	MOUSE33208, MOUSE33209, MOUSE33206
OG0005618	ASTMX10588	MOUSE09424
OG0005619	ASTMX07174	MOUSE15606
OG0005620	ASTMX10869	MOUSE40619, MOUSE39306, MOUSE39307
OG0005621	ASTMX07576	MOUSE27557, MOUSE27556, MOUSE27558
OG0005622	ASTMX14101	MOUSE27983
OG0005623	ASTMX02813	MOUSE24087
OG0005624	ASTMX19320	MOUSE06891
OG0005625	ASTMX20872	MOUSE36058, MOUSE36061, MOUSE36062, MOUSE36057, MOUSE36059
OG0005626	ASTMX11685	MOUSE38207, MOUSE38206
OG0005627	ASTMX11436	MOUSE44327
OG0005628	ASTMX03353, ASTMX19814	MOUSE10271, MOUSE10269, MOUSE10268
OG0005629	ASTMX09236	MOUSE35116, MOUSE35115, MOUSE35114
OG0005630	ASTMX17310, ASTMX17568	MOUSE39942
OG0005631	ASTMX10133	MOUSE53040, MOUSE53039
OG0005632	ASTMX01250	MOUSE18683
OG0005633	ASTMX04544	MOUSE27481, MOUSE27480
OG0005634	ASTMX09730	MOUSE25895
OG0005634	ASTMX05728	MOUSE25896
OG0005636	ASTMX06340	MOUSE47057, MOUSE47058
OG0005637	ASTMX15689	MOUSE26591, MOUSE26590, MOUSE45961
OG0005638	ASTMX12600	MOUSE02282, MOUSE02281
OG0005639	ASTMX11008, ASTMX17549	MOUSE27352
OG0005640	ASTMX04853	MOUSE07767, MOUSE07765, MOUSE07766, MOUSE07768
OG0005641	ASTMX04888	MOUSE49959, MOUSE49960
OG0005642	ASTMX16842	MOUSE52645
OG0005642	ASTMX08363	MOUSE31207, MOUSE31206
OG0005643	ASTMX01034	MOUSE34838, MOUSE34840, MOUSE34841, MOUSE34837, MOUSE34839, MOUSE34842
OG0005644	ASTMX04395	MOUSE04463, MOUSE04462
OG0005646	ASTMX14598	MOUSE23045, MOUSE23043
OG0005649	ASTMX12988	MOUSE15810
OG0005650	ASTMX11791, ASTMX06045	MOUSE14559, MOUSE14558
OG0005651	ASTMX04913	MOUSE15638
OG0005652	ASTMX08365	MOUSE31213
OG0005654	ASTMX14424	MOUSE49477, MOUSE49478, MOUSE49476, MOUSE49474, MOUSE49475
OG0005654	ASTMX12745	MOUSE21623, MOUSE21622
OG0005655	ASTMX04329	MOUSE13552
OG0005655	ASTMX13730, ASTMX01751	MOUSE29239
OG0005656	ASTMX14794	MOUSE40194
OG0005659	ASTMX03095	MOUSE14519, MOUSE14518
OG0005660	ASTMX16002	MOUSE03876
OG0005661	ASTMX00745, ASTMX05281	MOUSE34543, MOUSE34542
OG0005662	ASTMX02138	MOUSE46978, MOUSE46977
OG0005663	ASTMX15431	MOUSE36171, MOUSE36169, MOUSE36170, MOUSE36174, MOUSE36172, MOUSE36173
OG0005663	ASTMX03610	MOUSE21056
OG0005664	ASTMX09396, ASTMX04769	MOUSE14766
OG0005664	ASTMX11742, ASTMX07928	MOUSE13348, MOUSE13349, MOUSE13351, MOUSE13350, MOUSE13347
OG0005665	ASTMX04945, ASTMX18198, ASTMX20774	MOUSE01609
OG0005681	ASTMX13692	MOUSE35050, MOUSE35049, MOUSE35048
OG0005685	ASTMX04568	MOUSE06675, MOUSE06676, MOUSE06674
OG0005690	ASTMX01862	MOUSE30847, MOUSE30846, MOUSE30844, MOUSE24493, MOUSE30845
OG0005691	ASTMX00602	MOUSE41238, MOUSE41236
OG0005692	ASTMX00048	MOUSE40980
OG0005694	ASTMX07072	MOUSE51449
OG0005696	ASTMX01686	MOUSE12983, MOUSE12980, MOUSE12982, MOUSE12981
OG0005697	ASTMX20389	MOUSE44809, MOUSE44810, MOUSE44812, MOUSE44808
OG0005698	ASTMX17236	MOUSE49473
OG0005699	ASTMX10465	MOUSE20418, MOUSE20420, MOUSE20419, MOUSE20421, MOUSE20417
OG0005700	ASTMX19163	MOUSE29679
OG0005700	ASTMX19162	MOUSE29676
OG0005701	ASTMX06643	MOUSE11436
OG0005702	ASTMX05847	MOUSE50035
OG0005703	ASTMX13706, ASTMX13705	MOUSE25239
OG0005704	ASTMX09806	MOUSE12508, MOUSE12510
OG0005707	ASTMX18190, ASTMX04931	MOUSE47467
OG0005709	ASTMX13521	MOUSE07354
OG0005710	ASTMX17920	MOUSE48846, MOUSE48845
OG0005711	ASTMX17370	MOUSE38842, MOUSE38841, MOUSE38843, MOUSE38839, MOUSE38840, MOUSE38837, MOUSE38838
OG0005712	ASTMX18784	MOUSE06243, MOUSE06247, MOUSE06246, MOUSE06244
OG0005713	ASTMX08999	MOUSE45885, MOUSE45886, MOUSE45887
OG0005714	ASTMX13095	MOUSE26001, MOUSE25998
OG0005715	ASTMX18983	MOUSE20698
OG0005717	ASTMX11427	MOUSE52140
OG0005718	ASTMX12361	MOUSE51203
OG0005719	ASTMX05228	MOUSE34481
OG0005720	ASTMX14797	MOUSE27884, MOUSE27887, MOUSE27885, MOUSE27886, MOUSE27883, MOUSE27882
OG0005721	ASTMX03523	MOUSE38074
OG0005723	ASTMX05710	MOUSE52812, MOUSE52818
OG0005724	ASTMX19819	MOUSE19172, MOUSE19171
OG0005725	ASTMX07676	MOUSE38671
OG0005726	ASTMX11743	MOUSE13353
OG0005727	ASTMX20411	MOUSE37853, MOUSE37848, MOUSE37849, MOUSE37847, MOUSE37850
OG0005728	ASTMX07467	MOUSE28822
OG0005729	ASTMX18666	MOUSE00534
OG0005730	ASTMX15497	MOUSE14173
OG0005731	ASTMX04986	MOUSE03783, MOUSE03785, MOUSE03786, MOUSE03782, MOUSE03784
OG0005732	ASTMX13145	MOUSE16964
OG0005733	ASTMX01508	MOUSE21350, MOUSE21349, MOUSE21348, MOUSE21346, MOUSE21347
OG0005734	ASTMX09235	MOUSE34566
OG0005735	ASTMX15760	MOUSE26087, MOUSE26089
OG0005736	ASTMX01768	MOUSE55176
OG0005736	ASTMX15945	MOUSE40853
OG0005736	ASTMX08533	MOUSE39020
OG0005737	ASTMX11419	MOUSE09036, MOUSE09032, MOUSE09033
OG0005738	ASTMX10341	MOUSE52272, MOUSE52271
OG0005739	ASTMX12626	MOUSE29093, MOUSE29092, MOUSE09224, MOUSE09223
OG0005740	ASTMX11366	MOUSE04741, MOUSE04740
OG0005741	ASTMX10456	MOUSE05378, MOUSE05380, MOUSE05379, MOUSE05377
OG0005742	ASTMX01912	MOUSE39835, MOUSE39836
OG0005743	ASTMX09311	MOUSE03236
OG0005743	ASTMX09752	MOUSE40202
OG0005744	ASTMX14609	MOUSE32597
OG0005745	ASTMX04503	MOUSE03898, MOUSE03899, MOUSE03900, MOUSE03897
OG0005746	ASTMX17304	MOUSE31574
OG0005747	ASTMX04789	MOUSE34833, MOUSE34832
OG0005748	ASTMX20681	MOUSE52315
OG0005749	ASTMX19269	MOUSE02162, MOUSE02161
OG0005750	ASTMX08835	MOUSE03273, MOUSE03269, MOUSE03268, MOUSE03272, MOUSE03271, MOUSE03270
OG0005751	ASTMX01382	MOUSE27382, MOUSE27381
OG0005752	ASTMX06902	MOUSE27872, MOUSE27873
OG0005753	ASTMX12351	MOUSE50891
OG0005754	ASTMX13032	MOUSE32224, MOUSE32225, MOUSE32226, MOUSE32227
OG0005755	ASTMX22796	MOUSE28753, MOUSE28752, MOUSE28751
OG0005755	ASTMX07457	MOUSE28754
OG0005756	ASTMX09863	MOUSE30501, MOUSE30498, MOUSE30494, MOUSE30499, MOUSE30496, MOUSE30500, MOUSE30497, MOUSE30495
OG0005757	ASTMX16833	MOUSE10035, MOUSE10033, MOUSE10032, MOUSE10034, MOUSE10036
OG0005758	ASTMX11709	MOUSE29987, MOUSE29985
OG0005759	ASTMX01450	MOUSE05135
OG0005761	ASTMX22199, ASTMX11984	MOUSE15321
OG0005762	ASTMX16116	MOUSE29829, MOUSE29830
OG0005763	ASTMX13628	MOUSE19514
OG0005764	ASTMX16221	MOUSE45695, MOUSE45694, MOUSE45697, MOUSE45693, MOUSE45696
OG0005765	ASTMX18105	MOUSE21255, MOUSE21256, MOUSE21257, MOUSE21258
OG0005766	ASTMX15164	MOUSE29950
OG0005767	ASTMX21666	MOUSE18919
OG0005768	ASTMX05458	MOUSE15730
OG0005769	ASTMX20051	MOUSE24029, MOUSE24027
OG0005769	ASTMX19409	MOUSE24028
OG0005770	ASTMX06264	MOUSE49711, MOUSE49713, MOUSE49712, MOUSE49714, MOUSE49715
OG0005771	ASTMX18560	MOUSE30260, MOUSE30261, MOUSE30259, MOUSE30256
OG0005772	ASTMX17944	MOUSE15300, MOUSE15304, MOUSE15303, MOUSE15302, MOUSE15301
OG0005773	ASTMX21310	MOUSE19628
OG0005774	ASTMX13739	MOUSE14620
OG0005775	ASTMX14322, ASTMX07738	MOUSE14235
OG0005776	ASTMX05832	MOUSE46891
OG0005777	ASTMX04242	MOUSE16609, MOUSE16611, MOUSE16610, MOUSE16612
OG0005778	ASTMX16487	MOUSE27440, MOUSE27439
OG0005779	ASTMX05027	MOUSE02825, MOUSE02824
OG0005782	ASTMX20740	MOUSE35834, MOUSE35833
OG0005783	ASTMX03385	MOUSE27843
OG0005784	ASTMX06658	MOUSE21069
OG0005785	ASTMX18716	MOUSE03145, MOUSE03144
OG0005786	ASTMX16618	MOUSE39044, MOUSE39042, MOUSE53782, MOUSE53783
OG0005787	ASTMX21620	MOUSE51852, MOUSE51856, MOUSE51853, MOUSE51855, MOUSE51854, MOUSE51851
OG0005788	ASTMX02885	MOUSE29202, MOUSE29203
OG0005790	ASTMX01629	MOUSE03111, MOUSE03112, MOUSE03110
OG0005791	ASTMX13552	MOUSE36617, MOUSE36619, MOUSE36618, MOUSE36620
OG0005792	ASTMX21053	MOUSE20396, MOUSE20395, MOUSE20397
OG0005793	ASTMX15045	MOUSE03696
OG0005794	ASTMX22973	MOUSE39908
OG0005795	ASTMX19722	MOUSE21846, MOUSE21845
OG0005796	ASTMX17980	MOUSE40257
OG0005797	ASTMX04724	MOUSE09433
OG0005798	ASTMX19366	MOUSE52512
OG0005799	ASTMX04694	MOUSE20188
OG0005800	ASTMX19939	MOUSE18364, MOUSE18363
OG0005801	ASTMX09055	MOUSE13512, MOUSE13514
OG0005802	ASTMX07877	MOUSE01179, MOUSE01180, MOUSE01181, MOUSE01182
OG0005803	ASTMX00035	MOUSE55345, MOUSE55344
OG0005804	ASTMX04182	MOUSE16105
OG0005805	ASTMX19263	MOUSE04358
OG0005806	ASTMX20802, ASTMX20800	MOUSE37229, MOUSE37227
OG0005807	ASTMX00062	MOUSE16334, MOUSE16333
OG0005808	ASTMX09423	MOUSE40760, MOUSE40759
OG0005810	ASTMX15134	MOUSE19911, MOUSE19912, MOUSE19908, MOUSE19910
OG0005811	ASTMX20920	MOUSE18246, MOUSE18245, MOUSE18244, MOUSE18243
OG0005812	ASTMX04748	MOUSE20449
OG0005813	ASTMX20803	MOUSE37235, MOUSE37233, MOUSE37234
OG0005814	ASTMX10027	MOUSE20797
OG0005815	ASTMX19022	MOUSE37926, MOUSE37929, MOUSE37928
OG0005816	ASTMX10623, ASTMX05188	MOUSE02992
OG0005817	ASTMX04424	MOUSE13251, MOUSE13248, MOUSE13249, MOUSE13250, MOUSE13247
OG0005818	ASTMX05192	MOUSE01762, MOUSE01763
OG0005819	ASTMX17354	MOUSE50349, MOUSE50348
OG0005820	ASTMX18399	MOUSE32066, MOUSE32067, MOUSE32065
OG0005821	ASTMX06716	MOUSE43001, MOUSE43000, MOUSE43002
OG0005822	ASTMX09677	MOUSE08144, MOUSE08141, MOUSE08140, MOUSE08147, MOUSE08145, MOUSE08143, MOUSE08146, MOUSE08142
OG0005823	ASTMX12224	MOUSE04685
OG0005824	ASTMX22745	MOUSE48407, MOUSE48405, MOUSE48409, MOUSE48406
OG0005824	ASTMX19708	MOUSE48408
OG0005825	ASTMX04132	MOUSE40602, MOUSE40600
OG0005827	ASTMX10593	MOUSE18759, MOUSE18758
OG0005828	ASTMX19688	MOUSE37565, MOUSE37566
OG0005829	ASTMX03865	MOUSE00184
OG0005830	ASTMX16026, ASTMX20899	MOUSE14203
OG0005831	ASTMX11648	MOUSE06090, MOUSE06091, MOUSE06092
OG0005832	ASTMX10891	MOUSE49608
OG0005833	ASTMX13374	MOUSE24738
OG0005833	ASTMX06309	MOUSE43193
OG0005834	ASTMX12604	MOUSE32412, MOUSE32411
OG0005835	ASTMX06426	MOUSE02461, MOUSE02462
OG0005836	ASTMX10318	MOUSE27772, MOUSE27771, MOUSE27773
OG0005837	ASTMX21697	MOUSE48882
OG0005838	ASTMX05195	MOUSE42074, MOUSE42076, MOUSE42079, MOUSE42077, MOUSE42078, MOUSE42075
OG0005839	ASTMX15613, ASTMX02791	MOUSE20859
OG0005839	ASTMX17306	MOUSE31566
OG0005840	ASTMX12287	MOUSE21324
OG0005841	ASTMX22790	MOUSE36053
OG0005842	ASTMX11260	MOUSE28812, MOUSE28814, MOUSE28815
OG0005843	ASTMX18756	MOUSE21541, MOUSE21537
OG0005844	ASTMX04238	MOUSE11416, MOUSE11413, MOUSE11417, MOUSE11415, MOUSE11414, MOUSE11410, MOUSE11412, MOUSE11411
OG0005845	ASTMX04382	MOUSE04473
OG0005846	ASTMX01580	MOUSE03064
OG0005847	ASTMX08949	MOUSE24586
OG0005848	ASTMX19733	MOUSE05612, MOUSE18911, MOUSE05611
OG0005849	ASTMX07876	MOUSE22097, MOUSE22096
OG0005850	ASTMX15848	MOUSE33785, MOUSE33784
OG0005851	ASTMX14047	MOUSE33454
OG0005852	ASTMX08843	MOUSE31081
OG0005853	ASTMX16546	MOUSE07627
OG0005854	ASTMX21173	MOUSE49612, MOUSE49611
OG0005855	ASTMX17050	MOUSE05749
OG0005856	ASTMX11310	MOUSE18621, MOUSE18620, MOUSE18619
OG0005857	ASTMX16007, ASTMX04410	MOUSE04700, MOUSE04699
OG0005859	ASTMX13466	MOUSE19800
OG0005860	ASTMX12500	MOUSE20692
OG0005861	ASTMX00506	MOUSE33700
OG0005864	ASTMX05926	MOUSE02844, MOUSE02845
OG0005865	ASTMX09430	MOUSE50053, MOUSE34615
OG0005866	ASTMX18464	MOUSE27445
OG0005867	ASTMX02025	MOUSE24968, MOUSE24966, MOUSE24965, MOUSE24967
OG0005868	ASTMX19295	MOUSE54116, MOUSE45734, MOUSE54112, MOUSE54113, MOUSE11630, MOUSE48721, MOUSE54114, MOUSE54115
OG0005869	ASTMX11468	MOUSE28362, MOUSE28363
OG0005870	ASTMX07409	MOUSE31359
OG0005871	ASTMX17242	MOUSE36368, MOUSE36367
OG0005872	ASTMX01886	MOUSE38976
OG0005874	ASTMX00564, ASTMX16735	MOUSE22485, MOUSE22486
OG0005875	ASTMX03020, ASTMX09190	MOUSE45109
OG0005876	ASTMX09416	MOUSE40708, MOUSE40709
OG0005877	ASTMX02902	MOUSE01409, MOUSE01408
OG0005878	ASTMX01268	MOUSE07579
OG0005879	ASTMX13909	MOUSE32049
OG0005880	ASTMX14254	MOUSE10866
OG0005881	ASTMX12383	MOUSE00340, MOUSE00341, MOUSE00339, MOUSE00343, MOUSE00342, MOUSE00344
OG0005883	ASTMX13202	MOUSE15200, MOUSE15206
OG0005884	ASTMX01288	MOUSE24783, MOUSE24785, MOUSE24784
OG0005885	ASTMX17564	MOUSE34795
OG0005886	ASTMX01343	MOUSE07662, MOUSE07661
OG0005887	ASTMX03529	MOUSE46553, MOUSE46550, MOUSE46552, MOUSE46549, MOUSE46551, MOUSE46548
OG0005889	ASTMX07012	MOUSE54433, MOUSE54434
OG0005890	ASTMX17642	MOUSE17343
OG0005891	ASTMX19838	MOUSE05939, MOUSE05938, MOUSE05940, MOUSE05937
OG0005892	ASTMX10888	MOUSE49066, MOUSE49064
OG0005893	ASTMX04147, ASTMX20266	MOUSE13001, MOUSE13002
OG0005893	ASTMX04146	MOUSE13003
OG0005894	ASTMX14500	MOUSE13056, MOUSE13057
OG0005894	ASTMX04093	MOUSE19376
OG0005895	ASTMX13988	MOUSE04970, MOUSE04969
OG0005896	ASTMX11038	MOUSE21618
OG0005897	ASTMX21129	MOUSE32554, MOUSE32553, MOUSE32556, MOUSE32555
OG0005898	ASTMX00076	MOUSE42784, MOUSE42783, MOUSE42786
OG0005899	ASTMX14192	MOUSE48385
OG0005900	ASTMX03171	MOUSE33624
OG0005901	ASTMX06245	MOUSE49551
OG0005902	ASTMX00896	MOUSE32103
OG0005903	ASTMX09187	MOUSE45092
OG0005906	ASTMX12059	MOUSE26302, MOUSE26300, MOUSE26301, MOUSE26304, MOUSE26303
OG0005907	ASTMX19447	MOUSE01951
OG0005908	ASTMX06222	MOUSE51660, MOUSE51661, MOUSE51662, MOUSE51663, MOUSE51664
OG0005909	ASTMX06496	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446
OG0005911	ASTMX15345	MOUSE32346, MOUSE32347, MOUSE32350, MOUSE32351
OG0005912	ASTMX17616	MOUSE35138
OG0005912	ASTMX15553	MOUSE23020, MOUSE23019
OG0005913	ASTMX11248	MOUSE38856, MOUSE38854, MOUSE38855
OG0005914	ASTMX13941	MOUSE10911, MOUSE10909, MOUSE10907, MOUSE10910
OG0005915	ASTMX00008	MOUSE55180
OG0005916	ASTMX12727	MOUSE42400, MOUSE42401, MOUSE54039, MOUSE22509, MOUSE22510
OG0005918	ASTMX03112	MOUSE23763, MOUSE23760, MOUSE23761, MOUSE23762
OG0005919	ASTMX17322	MOUSE24007
OG0005920	ASTMX21809, ASTMX21810, ASTMX22494, ASTMX01935	MOUSE53431, MOUSE53432
OG0005921	ASTMX02238	MOUSE16134, MOUSE16133, MOUSE16135
OG0005922	ASTMX14273	MOUSE40613, MOUSE40614, MOUSE40612, MOUSE40609, MOUSE40611
OG0005923	ASTMX06971	MOUSE04049, MOUSE04048
OG0005924	ASTMX04587	MOUSE53383, MOUSE53381, MOUSE53382, MOUSE53384
OG0005926	ASTMX16056	MOUSE13286, MOUSE13285, MOUSE13284
OG0005927	ASTMX12991	MOUSE15506
OG0005928	ASTMX02357	MOUSE48504, MOUSE48505, MOUSE48502, MOUSE48503
OG0005929	ASTMX21522	MOUSE48886, MOUSE48887
OG0005930	ASTMX07776	MOUSE10266
OG0005931	ASTMX04907	MOUSE44698
OG0005932	ASTMX16557	MOUSE24909
OG0005933	ASTMX09736	MOUSE20167
OG0005936	ASTMX12418	MOUSE19946, MOUSE19947
OG0005937	ASTMX07248	MOUSE14417, MOUSE14414, MOUSE14415
OG0005938	ASTMX06092	MOUSE13211, MOUSE13212, MOUSE13210
OG0005939	ASTMX02141	MOUSE46998, MOUSE46999, MOUSE47000
OG0005940	ASTMX15640	MOUSE27467
OG0005941	ASTMX01249	MOUSE18684
OG0005942	ASTMX12161	MOUSE04978, MOUSE04980, MOUSE04977, MOUSE04979
OG0005943	ASTMX17665	MOUSE14299, MOUSE14298, MOUSE14296, MOUSE14297
OG0005944	ASTMX17388	MOUSE18174
OG0005946	ASTMX17105	MOUSE53517, MOUSE53518
OG0005947	ASTMX04158	MOUSE13120, MOUSE13122
OG0005948	ASTMX18689, ASTMX19504	MOUSE21172
OG0005949	ASTMX01038	MOUSE37563, MOUSE37562
OG0005950	ASTMX01327	MOUSE06850
OG0005951	ASTMX02936	MOUSE48577, MOUSE48576
OG0005952	ASTMX15940, ASTMX05925	MOUSE02830
OG0005953	ASTMX12080	MOUSE10404, MOUSE10401
OG0005954	ASTMX01107	MOUSE49217, MOUSE49216, MOUSE49215
OG0005955	ASTMX17769	MOUSE12785
OG0005956	ASTMX15076	MOUSE32844
OG0005957	ASTMX16955	MOUSE32426
OG0005958	ASTMX16538	MOUSE27529, MOUSE27528, MOUSE27527
OG0005959	ASTMX22073	MOUSE30215, MOUSE30216, MOUSE30219, MOUSE30217, MOUSE30218, MOUSE30214
OG0005960	ASTMX11608	MOUSE36097, MOUSE36098
OG0005961	ASTMX09478	MOUSE40919, MOUSE40920, MOUSE40922, MOUSE40921, MOUSE40918, MOUSE40923
OG0005962	ASTMX01779	MOUSE17277, MOUSE17275, MOUSE17276, MOUSE17270, MOUSE17271, MOUSE17273, MOUSE17274, MOUSE17272
OG0005963	ASTMX11121	MOUSE09064
OG0005964	ASTMX16095	MOUSE02251, MOUSE02249, MOUSE02253, MOUSE02250, MOUSE02252
OG0005965	ASTMX19565, ASTMX01612	MOUSE36148
OG0005966	ASTMX21448	MOUSE16974, MOUSE16973
OG0005967	ASTMX15403	MOUSE14023
OG0005968	ASTMX16410	MOUSE29105, MOUSE19001
OG0005969	ASTMX05797, ASTMX16905	MOUSE18215
OG0005970	ASTMX02839	MOUSE31327, MOUSE31324, MOUSE31323, MOUSE31325, MOUSE31322
OG0005971	ASTMX07870	MOUSE22460, MOUSE22457, MOUSE22459, MOUSE22458
OG0005972	ASTMX21731	MOUSE09256, MOUSE09255, MOUSE09251, MOUSE09254, MOUSE09252, MOUSE09250, MOUSE09253
OG0005973	ASTMX04612	MOUSE07223, MOUSE07222
OG0005974	ASTMX20049	MOUSE24031, MOUSE24032
OG0005975	ASTMX00556, ASTMX00123	MOUSE53723, MOUSE53725
OG0005975	ASTMX04122	MOUSE29688, MOUSE54426
OG0005976	ASTMX19859	MOUSE22127
OG0005977	ASTMX03076	MOUSE39171
OG0005978	ASTMX15362	MOUSE05375, MOUSE05374
OG0005980	ASTMX11783	MOUSE18255
OG0005981	ASTMX18672	MOUSE09114, MOUSE09115
